movie	yahoo	genre
0662	1	Drama, Special Interest and Politics/Religion
0663	1	Action/Adventure and Drama
0664	1	Comedy and Sequel
0665	0	<NULL>
0666	1	Romance
0667	1	Documentary and Special Interest
0668	1	Art/Foreign, Science Fiction/Fantasy, Special Interest and Animation
0669	0	<NULL>
0670	1	Art/Foreign, Comedy, Drama, Musical/Performing Arts and Romance
0671	0	<NULL>
0672	1	Drama, Kids/Family and Musical/Performing Arts
0673	1	Action/Adventure, Art/Foreign, Drama and Thriller
0674	1	Comedy and Thriller
0675	1	Drama, Kids/Family, Adaptation and Remake
0676	1	Comedy, Romance and Crime/Gangster
0677	1	Action/Adventure, Comedy, Kids/Family, Sequel and Sports
0678	1	Action/Adventure, Comedy and Crime/Gangster
0679	1	Action/Adventure, Thriller and Crime/Gangster
0680	1	Art/Foreign and Drama
0681	0	<NULL>
0682	1	Drama, Science Fiction/Fantasy, Suspense/Horror and Thriller
0683	1	Drama
0684	1	Drama, Thriller, Crime/Gangster, Adaptation and Remake
0685	1	Drama
0686	1	Action/Adventure, Science Fiction/Fantasy, Adaptation and Sequel
0687	1	Art/Foreign and Drama
0688	1	Art/Foreign, Comedy and Crime/Gangster
0689	1	Art/Foreign, Drama, Romance and Adaptation
0690	1	Action/Adventure, Art/Foreign, Thriller and Crime/Gangster
0691	1	Drama, Kids/Family, Musical/Performing Arts and Adaptation
0692	1	Action/Adventure, Drama and Thriller
0693	1	Documentary
0694	1	Action/Adventure, Drama, Adaptation and War
0695	1	Art/Foreign, Drama and Romance
0696	1	Art/Foreign, Drama and War
0697	1	Drama
0698	1	Action/Adventure and Comedy
0699	1	Drama, Crime/Gangster and Adaptation
0700	1	Action/Adventure, Science Fiction/Fantasy, Thriller and Sequel
0701	1	Musical/Performing Arts, Science Fiction/Fantasy, Animation and Adaptation
0702	1	Art/Foreign, Drama and Romance
0703	1	Action/Adventure, Drama, Romance, Adaptation and War
0704	1	Action/Adventure, Comedy, Kids/Family, Science Fiction/Fantasy and Sequel
0705	1	Drama, Musical/Performing Arts and Romance
0706	1	Documentary
0707	1	Drama and Adaptation
0708	1	Action/Adventure, Art/Foreign, Comedy, Thriller and Crime/Gangster
0709	1	Documentary
0710	1	Action/Adventure, Comedy and Animation
0711	1	Comedy, Drama and War
0712	1	Art/Foreign, Drama and Romance
0713	1	Drama, Romance and Crime/Gangster
0714	1	Drama and War
0715	0	<NULL>
0716	1	Action/Adventure, Art/Foreign, Science Fiction/Fantasy, Suspense/Horror and Animation
0717	1	Action/Adventure, Science Fiction/Fantasy and Adaptation
0718	1	Drama and Romance
0719	1	Science Fiction/Fantasy, Suspense/Horror and Thriller
0720	1	Art/Foreign, Drama, Romance and Thriller
0721	1	Comedy and Romance
0722	1	Action/Adventure, Drama, Thriller, Crime/Gangster and Adaptation
0723	1	Comedy
0724	1	Action/Adventure
0725	1	Art/Foreign and Drama
0726	1	Action/Adventure, Drama, Science Fiction/Fantasy, Thriller, Adaptation and Politics/Religion
0727	1	Drama, Romance, Adaptation and War
0728	1	Action/Adventure, Thriller and Sports
0729	1	Action/Adventure, Comedy and Kids/Family
0730	1	Comedy and Romance
0731	1	Art/Foreign, Comedy and Drama
0732	1	Documentary and Musical/Performing Arts
0733	1	Documentary
0734	1	Action/Adventure, Comedy and Drama
0735	1	Comedy and Romance
0736	1	Art/Foreign, Drama, Romance, Crime/Gangster and Adaptation
0737	1	Comedy, Musical/Performing Arts, Science Fiction/Fantasy, Thriller and Western
0738	1	Art/Foreign, Comedy, Drama and Thriller
0739	1	Art/Foreign, Drama and Thriller
0740	1	Drama and Adaptation
0741	1	Drama and Adaptation
0742	1	Drama and Animation
0743	1	Romance, Suspense/Horror and Remake
0744	1	Action/Adventure, Drama, Thriller and Crime/Gangster
0745	1	Action/Adventure and Thriller
0746	1	Comedy, Drama and Romance
0747	1	Comedy, Drama and Romance
0748	1	Comedy and Drama
0749	1	Art/Foreign, Comedy and Romance
0750	1	Action/Adventure, Art/Foreign, Drama, Kids/Family, Science Fiction/Fantasy and Animation
0751	1	Art/Foreign, Documentary and Drama
0752	1	Comedy, Drama, Romance, Thriller and Crime/Gangster
0753	1	Art/Foreign, Comedy and Romance
0754	1	Action/Adventure, Comedy, Romance and Crime/Gangster
0755	1	Art/Foreign, Comedy, Drama and Romance
0756	1	Comedy, Drama, Romance and Adaptation
0757	1	Comedy
0758	1	Comedy and Sports
0759	1	Art/Foreign, Documentary and Drama
0760	1	Action/Adventure, Drama, Thriller and Adaptation
0761	1	Drama, Romance and Adaptation
0762	1	Action/Adventure, Drama, Thriller and Crime/Gangster
0763	1	Drama and Adaptation
0764	1	Drama, Adaptation and Teen
0765	1	Comedy
0766	1	Action/Adventure, Drama, Science Fiction/Fantasy, Adaptation and Sequel
0767	1	Comedy, Drama, Musical/Performing Arts and Romance
0768	1	Comedy and Animation
0769	1	Suspense/Horror and Thriller
0770	0	<NULL>
0771	1	Comedy, Musical/Performing Arts and Romance
0772	1	Drama and Musical/Performing Arts
0773	1	Comedy, Romance and Adaptation
0774	1	Comedy and Drama
0775	1	Action/Adventure, Drama and War
0776	1	Comedy and Kids/Family
0777	1	Documentary
0778	1	Drama
0779	1	Art/Foreign, Drama, Musical/Performing Arts and Romance
0780	1	Action/Adventure, Comedy and Science Fiction/Fantasy
0781	1	Comedy and Romance
0782	1	Action/Adventure, Comedy, Science Fiction/Fantasy, Adaptation and Sequel
0783	1	Action/Adventure, Science Fiction/Fantasy, Suspense/Horror and Sequel
0784	1	Drama and Adaptation
0785	1	Action/Adventure, Comedy, Kids/Family and Animation
0786	1	Action/Adventure, Science Fiction/Fantasy, Suspense/Horror and Sequel
0787	1	Action/Adventure, Kids/Family, Science Fiction/Fantasy and Animation
0788	1	Action/Adventure, Science Fiction/Fantasy, Thriller and Sequel
0789	1	Suspense/Horror, Thriller, Adaptation and Politics/Religion
0790	1	Action/Adventure, Comedy and Politics/Religion
0791	1	Comedy, Romance, Thriller and Crime/Gangster
0792	1	Action/Adventure, Drama and Thriller
0793	1	Action/Adventure, Comedy and Crime/Gangster
0794	1	Comedy and Romance
0795	1	Drama and Adaptation
0796	1	Comedy and Teen
0797	1	Comedy and Romance
0798	1	Drama and Crime/Gangster
0799	1	Drama, Thriller and Adaptation
0800	1	Comedy and Thriller
0801	1	Comedy and Adaptation
0802	1	Action/Adventure, Science Fiction/Fantasy and Adaptation
0803	1	Art/Foreign, Comedy, Drama and Romance
0804	1	Action/Adventure, Comedy and Crime/Gangster
0805	1	Art/Foreign, Documentary, Politics/Religion and War
0806	1	Action/Adventure, Art/Foreign, Science Fiction/Fantasy and Animation
0807	1	Drama and War
0808	1	Action/Adventure and Drama
0809	1	Drama
0810	1	Comedy
0811	1	Action/Adventure, Drama, Adaptation, Politics/Religion and War
0812	1	Action/Adventure, Kids/Family, Science Fiction/Fantasy, Animation, Adaptation and Sequel
0813	1	Comedy
0814	1	Drama and War
0815	1	Comedy and Sports
0816	1	Drama
0817	1	Art/Foreign, Drama, Science Fiction/Fantasy, Animation and Adaptation
0818	1	Art/Foreign, Drama, Science Fiction/Fantasy, Suspense/Horror and Thriller
0819	1	Art/Foreign, Comedy, Drama and Thriller
0820	1	Drama, Romance, Science Fiction/Fantasy, Thriller and Adaptation
0821	1	Art/Foreign, Drama and Romance
0822	1	Drama, Biopic and Sports
0823	1	Comedy and Romance
0824	1	Drama
0825	1	Action/Adventure, Art/Foreign, Comedy, Drama, Thriller and Sports
0826	1	Comedy and Drama
0827	1	Art/Foreign, Drama and Adaptation
0828	1	Drama, Romance, Adaptation and Biopic
0829	1	Comedy and Romance
0830	1	Art/Foreign, Drama and Thriller
0831	1	Drama, Romance, Adaptation and Teen
0832	1	Action/Adventure, Comedy and Crime/Gangster
0833	1	Comedy and Drama
0834	1	Comedy
0835	1	Comedy, Drama and Adaptation
0836	1	Drama, Science Fiction/Fantasy and Thriller
0837	1	Comedy
0838	1	Action/Adventure and Comedy
0839	1	Romance, Suspense/Horror and Thriller
0840	1	Action/Adventure, Science Fiction/Fantasy and Adaptation
0841	1	Action/Adventure, Drama, Thriller, Crime/Gangster, Adaptation and Biopic
0842	1	Art/Foreign and Drama
0843	0	<NULL>
0844	1	Drama and Musical/Performing Arts
0845	1	Drama and Romance
0846	1	Action/Adventure, Drama and Thriller
0847	1	Action/Adventure, Comedy, Science Fiction/Fantasy, Holiday and Sequel
0848	1	Comedy
0849	1	Thriller
0850	1	Comedy and Adaptation
0851	1	Drama and Crime/Gangster
0852	1	Comedy, Drama, Remake and Sports
0853	1	Art/Foreign and Drama
0854	1	Comedy, Drama and Adaptation
0855	1	Comedy and Drama
0856	1	Comedy, Kids/Family, Science Fiction/Fantasy and Sports
0857	1	Comedy, Drama and Musical/Performing Arts
0858	1	Drama
0859	1	Comedy, Drama and Romance
0860	1	Drama, Thriller and Crime/Gangster
0861	1	Drama and Crime/Gangster
0862	1	Comedy, Drama and Adaptation
0863	1	Action/Adventure, Romance, Western, Crime/Gangster and Sequel
0864	1	Comedy, Drama, Romance and Remake
0865	1	Comedy and Romance
0866	1	Drama
0867	1	Action/Adventure, Comedy, Drama and Romance
0868	1	Comedy, Kids/Family and Science Fiction/Fantasy
0869	1	Action/Adventure, Science Fiction/Fantasy and Thriller
0870	1	Thriller, Crime/Gangster and Adaptation
0871	1	Art/Foreign, Drama, Romance and Thriller
0872	1	Drama, Romance and Adaptation
0873	1	Action/Adventure, Science Fiction/Fantasy and Thriller
0874	1	Thriller, Sports and Teen
0875	1	Art/Foreign, Comedy and Romance
0876	1	Drama, Thriller, Crime/Gangster and Biopic
0877	1	Art/Foreign and Drama
0878	1	Drama and Biopic
0879	1	Comedy, Romance and Adaptation
0880	1	Comedy, Drama and Romance
0881	1	Drama
0882	1	Documentary and Science Fiction/Fantasy
0883	1	Comedy, Documentary, Drama and Romance
0884	1	Action/Adventure and Sequel
0885	1	Drama, Crime/Gangster and Adaptation
0886	1	Art/Foreign, Science Fiction/Fantasy, Suspense/Horror and Thriller
0887	1	Art/Foreign and Documentary
0888	1	Drama, Crime/Gangster, Adaptation and Biopic
0889	1	Comedy, Crime/Gangster and Holiday
0890	1	Drama, Romance and War
0891	1	Action/Adventure, Comedy, Drama and Adaptation
0892	1	Art/Foreign and Comedy
0893	1	Drama, Romance, Science Fiction/Fantasy, Suspense/Horror, Adaptation and Teen
0894	1	Action/Adventure, Kids/Family, Musical/Performing Arts, Science Fiction/Fantasy, Adaptation and Remake
0895	1	Action/Adventure, Drama, Adaptation and Biopic
0896	1	Drama, Romance, Adaptation and War
0897	1	Action/Adventure and Thriller
0898	1	Drama, Musical/Performing Arts, Romance and Sequel
0899	1	Action/Adventure, Drama, Thriller and Crime/Gangster
0900	1	Comedy, Drama, Thriller, Crime/Gangster and Remake
0901	1	Science Fiction/Fantasy, Suspense/Horror, Adaptation and Sequel
0902	0	<NULL>
0903	1	Drama and Adaptation
0904	1	Comedy
0905	1	Action/Adventure, Suspense/Horror and Adaptation
0906	1	Action/Adventure, Comedy, Kids/Family and Sequel
0907	1	Action/Adventure, Art/Foreign and Drama
0908	1	Action/Adventure, Comedy, Science Fiction/Fantasy, Thriller and Crime/Gangster
0909	1	Drama, Biopic and Politics/Religion
0910	1	Comedy, Romance and Adaptation
0911	1	Comedy and Romance
0912	1	Drama, Romance, Science Fiction/Fantasy, Thriller and Crime/Gangster
0913	1	Comedy, Drama and Adaptation
0914	1	Action/Adventure, Comedy and Thriller
0915	1	Action/Adventure, Comedy, Drama, Kids/Family and Animation
0916	1	Action/Adventure, Drama, Thriller and War
0917	1	Comedy and Kids/Family
0918	1	Comedy, Kids/Family and Sequel
0919	1	Drama, Romance and Adaptation
0920	1	Action/Adventure, Kids/Family, Science Fiction/Fantasy and Animation
0921	1	Comedy
0922	1	Comedy and Romance
0923	1	Drama, Thriller and Politics/Religion
0924	1	Action/Adventure, Suspense/Horror and Sequel
0925	1	Action/Adventure, Comedy, Crime/Gangster and Sequel
0926	1	Drama and Adaptation
0927	1	Action/Adventure and Adaptation
0928	1	Comedy, Suspense/Horror, Thriller and Sequel
0929	1	Action/Adventure, Comedy and Sports
0930	1	Action/Adventure, Comedy, Kids/Family, Crime/Gangster and Animation
0931	1	Action/Adventure, Romance, Animation and Remake
0932	1	Drama and Adaptation
0933	1	Comedy and Drama
0934	0	<NULL>
0935	1	Action/Adventure, Science Fiction/Fantasy, Politics/Religion, Sequel and War
0936	1	Action/Adventure, Drama, Thriller, Crime/Gangster and Adaptation
0937	1	Art/Foreign, Drama, Musical/Performing Arts and Romance
0938	1	Action/Adventure, Art/Foreign, Drama, Romance and Western
0939	1	Comedy, Romance and Remake
0940	1	Action/Adventure, Drama, Science Fiction/Fantasy, Thriller and Adaptation
0941	1	Action/Adventure and Suspense/Horror
0942	1	Drama, Romance, Thriller, Crime/Gangster and Adaptation
0943	1	Comedy and Romance
0944	1	Action/Adventure and Kids/Family
0945	1	Action/Adventure, Comedy, Romance and Sequel
0946	1	Action/Adventure
0947	1	Drama
0948	1	Science Fiction/Fantasy, Suspense/Horror, Thriller and Adaptation
0949	1	Drama and Romance
0950	1	Action/Adventure and Animation
0951	1	Action/Adventure, Drama, Kids/Family, Animation, Adaptation and Holiday
0952	1	Suspense/Horror and Thriller
0953	1	Comedy and Drama
0954	1	Action/Adventure, Western, Crime/Gangster, Adaptation and Biopic
0955	1	Drama and Biopic
0956	1	Art/Foreign, Drama, Adaptation, Biopic and War
0957	1	Action/Adventure, Suspense/Horror, Thriller and Remake
0958	1	Science Fiction/Fantasy, Adaptation and Remake
0959	1	Comedy, Kids/Family, Science Fiction/Fantasy, Animation and Adaptation
0960	1	Art/Foreign, Suspense/Horror, Thriller, Adaptation and Remake
0961	1	Art/Foreign, Drama, Thriller and Adaptation
0962	1	Comedy and Musical/Performing Arts
0963	1	Comedy and Crime/Gangster
0964	1	Comedy, Kids/Family, Animation, Adaptation and Sequel
0965	0	<NULL>
0966	1	Art/Foreign, Comedy, Drama and Science Fiction/Fantasy
0967	1	Comedy and Drama
0968	1	Kids/Family, Musical/Performing Arts and Animation
0969	1	Drama, Adaptation and Biopic
0970	1	Drama and Adaptation
0971	1	Comedy, Drama and Science Fiction/Fantasy
0972	1	Art/Foreign, Comedy and Documentary
0973	1	Comedy and Romance
0974	1	Action/Adventure and Sequel
0975	1	Action/Adventure and Sports
0976	1	Comedy, Drama and Crime/Gangster
0977	1	Comedy, Drama and Romance
0978	0	<NULL>
0979	1	Drama and Adaptation
0980	1	Comedy, Crime/Gangster and Sequel
0981	1	Action/Adventure, Suspense/Horror, Thriller and Crime/Gangster
0982	1	Comedy
0983	1	Drama
0984	1	Action/Adventure, Comedy, Kids/Family and Science Fiction/Fantasy
0985	1	Romance, Science Fiction/Fantasy, Suspense/Horror and Thriller
0986	1	Comedy, Romance and Adaptation
0987	1	Drama and Adaptation
0988	1	Drama, Thriller and Politics/Religion
0989	1	Drama, Romance and Adaptation
0990	1	Kids/Family and Science Fiction/Fantasy
0991	1	Art/Foreign, Documentary and Musical/Performing Arts
0992	1	Art/Foreign, Comedy and Kids/Family
0993	1	Art/Foreign and Drama
0994	1	Comedy and Adaptation
0995	1	Comedy and Romance
0996	1	Action/Adventure, Comedy and Suspense/Horror
0997	1	Comedy, Drama and Adaptation
0998	1	Art/Foreign, Drama and Romance
0999	1	Art/Foreign and Comedy
1000	1	Drama
1001	1	Action/Adventure, Art/Foreign, Comedy and Drama
1002	1	Art/Foreign and Documentary
1003	1	Art/Foreign, Drama, Biopic and Politics/Religion
1004	1	Comedy, Drama, Romance and Teen
1005	1	Drama
1006	1	Comedy, Romance, Remake and Teen
1007	1	Drama and Musical/Performing Arts
1008	1	Comedy, Drama and Romance
1009	0	<NULL>
1010	1	Art/Foreign, Drama, Thriller and Crime/Gangster
1011	1	Comedy and Sequel
1012	1	Comedy, Kids/Family, Science Fiction/Fantasy, Suspense/Horror and Thriller
1013	1	Comedy
1014	1	Comedy and Musical/Performing Arts
1015	1	Art/Foreign and Drama
1016	1	Action/Adventure, Comedy and Adaptation
1017	1	Documentary
1018	1	Art/Foreign, Drama and Crime/Gangster
1019	1	Documentary
1020	1	Art/Foreign, Comedy, Drama, Romance and Thriller
1021	1	Art/Foreign and Drama
1022	0	<NULL>
1023	1	Comedy, Romance and Crime/Gangster
1024	1	Comedy, Drama, Musical/Performing Arts and Adaptation
1025	1	Drama
1026	1	Comedy, Science Fiction/Fantasy and Holiday
1027	1	Kids/Family, Musical/Performing Arts, Animation and Adaptation
1028	1	Action/Adventure, Suspense/Horror and Thriller
1029	1	Drama, Romance, Thriller and Teen
1030	1	Documentary and Crime/Gangster
1031	1	Drama
1032	1	Drama
1033	1	Documentary, Drama and Thriller
1034	1	Art/Foreign and Drama
1035	1	Science Fiction/Fantasy, Suspense/Horror and Thriller
1036	1	Art/Foreign and Drama
1037	1	Documentary and Musical/Performing Arts
1038	1	Action/Adventure, Thriller and Sequel
1039	1	Drama
1040	1	Art/Foreign, Drama and Adaptation
1041	1	Art/Foreign and Drama
1042	1	Drama
1043	1	Action/Adventure, Drama, Crime/Gangster and Remake
1044	1	Documentary and Sports
1045	1	Art/Foreign
1046	1	Action/Adventure, Comedy and Documentary
1047	1	Documentary and War
1048	1	Documentary
1049	1	Action/Adventure, Science Fiction/Fantasy and Thriller
1050	1	Art/Foreign, Drama, Crime/Gangster and Adaptation
1051	1	Drama, Adaptation and Politics/Religion
1052	1	Science Fiction/Fantasy, Suspense/Horror, Thriller and Sequel
1053	1	Art/Foreign, Comedy and Drama
1054	1	Art/Foreign, Drama, Kids/Family, Thriller and Adaptation
1055	1	Drama, Thriller, Western, Adaptation and Politics/Religion
1056	1	Comedy and Romance
1057	1	Comedy, Drama and Romance
1058	1	Drama and Biopic
1059	1	Comedy, Drama, Romance and Science Fiction/Fantasy
1060	1	Art/Foreign, Comedy, Kids/Family and Animation
1061	1	Comedy and Sequel
1062	1	Drama, Thriller, Adaptation and Politics/Religion
1063	1	Drama, Musical/Performing Arts and Science Fiction/Fantasy
1064	1	Comedy and Politics/Religion
1065	0	<NULL>
1066	1	Comedy, Romance and Teen
1067	1	Action/Adventure, Drama, Thriller and Remake
1068	1	Action/Adventure, Drama, Crime/Gangster and Adaptation
1069	1	Comedy and Sports
1070	1	Comedy and Romance
1071	1	Kids/Family, Science Fiction/Fantasy and Thriller
1072	1	Comedy
1073	1	Art/Foreign, Romance, Adaptation and Biopic
1074	0	<NULL>
1075	1	Action/Adventure, Drama, Thriller, Adaptation and Sequel
1076	1	Comedy
1077	1	Documentary
1078	1	Drama and Musical/Performing Arts
1079	1	Action/Adventure, Art/Foreign and Romance
1080	1	Art/Foreign and Drama
1081	1	Art/Foreign, Suspense/Horror and Thriller
1082	1	Art/Foreign, Drama and Thriller
1083	1	Comedy, Science Fiction/Fantasy, Suspense/Horror and Sequel
1084	1	Documentary
1085	1	Art/Foreign and Drama
1086	1	Action/Adventure, Comedy, Kids/Family and Animation
1087	1	Art/Foreign, Drama and Romance
1088	1	Drama, Adaptation and War
1089	1	Documentary
1090	1	Action/Adventure, Science Fiction/Fantasy and Sequel
1091	1	Documentary and Crime/Gangster
1092	1	Documentary and Sports
1093	1	Comedy and Romance
1094	1	Art/Foreign, Drama, Thriller and Crime/Gangster
1095	1	Action/Adventure, Science Fiction/Fantasy, Suspense/Horror, Thriller and Adaptation
1096	1	Art/Foreign, Comedy and Romance
1097	1	Comedy and Romance
1098	1	Drama and Crime/Gangster
1099	1	Comedy, Kids/Family, Science Fiction/Fantasy, Holiday and Sequel
1100	1	Action/Adventure and Sequel
1101	1	Drama and Romance
1102	1	Comedy, Drama and Romance
1103	1	Comedy and Teen
1104	1	Drama
1105	0	<NULL>
1106	1	Drama and Kids/Family
1107	1	Drama, Thriller, Crime/Gangster and Adaptation
1108	1	Science Fiction/Fantasy and Animation
1109	1	Action/Adventure, Thriller, Crime/Gangster and Adaptation
1110	1	Comedy and Romance
1111	1	Comedy, Kids/Family and Romance
1112	1	Comedy, Drama and Crime/Gangster
1113	1	Comedy
1114	1	Drama and Crime/Gangster
1115	0	<NULL>
1116	1	Drama, Romance and Adaptation
1117	1	Action/Adventure, Drama and Politics/Religion
1118	1	Art/Foreign, Drama and Animation
1119	1	Art/Foreign, Drama and Adaptation
1120	1	Drama
1121	1	Comedy, Drama and Romance
1122	1	Drama and Crime/Gangster
1123	1	Action/Adventure, Art/Foreign, Drama, Thriller and Crime/Gangster
1124	0	<NULL>
1125	1	Drama
1126	1	Drama and Teen
1127	1	Documentary
1128	1	Drama and Science Fiction/Fantasy
1129	1	Adaptation
1130	1	Special Interest
1131	1	Art/Foreign and Drama
1132	1	Comedy, Drama and War
1133	1	Documentary and Drama
1134	0	<NULL>
1135	1	Drama, Biopic and Sports
1136	1	Documentary, Biopic and Politics/Religion
1137	1	Comedy, Romance and Crime/Gangster
1138	1	Action/Adventure, Adaptation and Sequel
1139	1	Comedy, Kids/Family, Romance, Sequel and Teen
1140	1	Documentary
1141	1	Comedy, Drama and Kids/Family
1142	1	Comedy, Drama, Romance and Adaptation
1143	1	Drama, Musical/Performing Arts, Romance and Teen
1144	1	Thriller
1145	1	Drama, Kids/Family, Adaptation and Sports
1146	1	Art/Foreign, Comedy and Drama
1147	1	Documentary and Sports
1148	1	Art/Foreign, Comedy and Romance
1149	1	Art/Foreign, Drama and Romance
1150	0	<NULL>
1151	1	Action/Adventure, Drama and Crime/Gangster
1152	1	Art/Foreign and Drama
1153	1	Comedy, Drama, Adaptation and Sports
1154	1	Suspense/Horror, Adaptation and Remake
1155	1	Art/Foreign and Drama
1156	1	Drama
1157	0	<NULL>
1158	1	Comedy and Documentary
1159	1	Action/Adventure, Science Fiction/Fantasy and Adaptation
1160	1	Comedy, Drama, Kids/Family and Adaptation
1161	1	Action/Adventure, Art/Foreign, Drama, Politics/Religion and War
1162	1	Comedy, Drama and Remake
1163	1	Drama, Kids/Family and Adaptation
1164	1	Comedy, Drama, Romance and Adaptation
1165	1	Documentary and Drama
1166	1	Comedy, Drama and Adaptation
1167	1	Art/Foreign and Drama
1168	1	Action/Adventure and Romance
1169	1	Comedy and Romance
1170	1	Drama, Science Fiction/Fantasy and Thriller
1171	1	Drama and Science Fiction/Fantasy
1172	1	Drama
1173	1	Drama
1174	1	Art/Foreign and Drama
1175	1	Western
1176	1	Art/Foreign, Drama and Romance
1177	1	Comedy
1178	1	Drama
1179	0	<NULL>
1180	1	Suspense/Horror and Thriller
1181	1	Action/Adventure, Drama, Kids/Family and Sports
1182	1	Drama and Suspense/Horror
1183	1	Action/Adventure, Comedy, Musical/Performing Arts, Crime/Gangster and Sequel
1184	1	Drama and Thriller
1185	1	Action/Adventure, Comedy, Drama and Crime/Gangster
1186	1	Drama, Kids/Family and Thriller
1187	1	Art/Foreign, Drama and Musical/Performing Arts
1188	1	Action/Adventure, Art/Foreign, Drama, Biopic and Sports
1189	1	Drama
1190	1	Action/Adventure, Comedy and Kids/Family
1191	1	Sports
1192	1	Documentary
1193	1	Kids/Family and Animation
1194	1	Drama
1195	1	Art/Foreign, Drama and Romance
1196	1	Drama
1197	1	Drama
1198	1	Art/Foreign, Drama and Romance
1199	1	Drama, Suspense/Horror, Thriller, Crime/Gangster and Teen
1200	1	Drama and Musical/Performing Arts
1201	1	Drama and Kids/Family
1202	1	Drama and Kids/Family
1203	1	Comedy, Drama and Teen
1204	1	Comedy and Drama
1205	1	Comedy, Drama and Romance
1206	1	Action/Adventure, Art/Foreign, Thriller, Crime/Gangster and Adaptation
1207	1	Drama, Romance and Adaptation
1208	1	Kids/Family and Science Fiction/Fantasy
1209	1	Drama, Adaptation and Teen
1210	1	Comedy and Drama
1211	1	Comedy, Drama and Kids/Family
1212	1	Drama
1213	1	Comedy and Drama
1214	1	Action/Adventure, Comedy, Drama, Kids/Family, Romance, Science Fiction/Fantasy and Animation
1215	1	Drama, Thriller, Adaptation and Politics/Religion
1216	1	Comedy and Drama
1217	1	Documentary
1218	1	Comedy, Drama and Adaptation
1219	1	Art/Foreign, Drama and Romance
1220	1	Documentary
1221	0	<NULL>
1222	1	Documentary and Adaptation
1223	1	Documentary and Musical/Performing Arts
1224	1	Art/Foreign, Drama, Thriller and Crime/Gangster
1225	1	Comedy
1226	1	Science Fiction/Fantasy and Thriller
1227	1	Art/Foreign, Science Fiction/Fantasy, Animation and Adaptation
1228	1	Drama and Thriller
1229	1	Drama, Crime/Gangster, Adaptation and Biopic
1230	1	Art/Foreign and Drama
1231	1	Action/Adventure, Comedy, Thriller, Crime/Gangster and Adaptation
1232	1	Documentary and Politics/Religion
1233	1	Comedy and Sports
1234	1	Art/Foreign, Drama and Romance
1235	1	Drama, Thriller, Adaptation, Politics/Religion and War
1236	1	Comedy, Drama and Thriller
1237	1	Action/Adventure, Drama, Science Fiction/Fantasy, Adaptation and War
1238	1	Comedy and Thriller
1239	1	Action/Adventure, Art/Foreign and Drama
1240	1	Suspense/Horror
1241	1	Kids/Family and Animation
1242	1	Action/Adventure, Science Fiction/Fantasy, Suspense/Horror and Adaptation
1243	1	Art/Foreign, Drama and Romance
1244	1	Art/Foreign, Drama, Adaptation, Biopic and War
1245	1	Action/Adventure, Suspense/Horror and Thriller
1246	1	Drama and Adaptation
1247	1	Drama
1248	1	Documentary
1249	1	Art/Foreign, Comedy, Kids/Family and Musical/Performing Arts
1250	1	Art/Foreign and Drama
1251	1	Drama, Kids/Family and Adaptation
1252	1	Comedy
1253	1	Drama and Biopic
1254	1	Art/Foreign and Comedy
1255	1	Action/Adventure and Comedy
1256	1	Comedy and Kids/Family
1257	1	Drama and Sports
1258	1	Art/Foreign, Drama and Crime/Gangster
1259	1	Drama and Thriller
1260	1	Art/Foreign, Comedy and Drama
1261	1	Documentary and Animation
1262	1	Drama, Kids/Family and Sports
1263	1	Action/Adventure, Adaptation and Remake
1264	1	Drama and Adaptation
1265	1	Drama, Kids/Family, Adaptation and Remake
1266	1	Comedy and Romance
1267	1	Comedy, Drama, Kids/Family and Teen
1268	1	Drama and Kids/Family
1269	1	Action/Adventure and Sports
1270	1	Action/Adventure, Comedy, Western and Crime/Gangster
1271	1	Art/Foreign, Comedy, Drama and Adaptation
1272	1	Art/Foreign, Drama and Musical/Performing Arts
1273	1	Thriller and Teen
1274	1	Comedy, Drama, Kids/Family and Crime/Gangster
1275	1	Science Fiction/Fantasy, Suspense/Horror, Thriller, Crime/Gangster and Politics/Religion
1276	1	Documentary
1277	1	Art/Foreign, Drama, Thriller and Adaptation
1278	0	<NULL>
1279	1	Action/Adventure and Drama
1280	1	Action/Adventure, Drama, Thriller, Crime/Gangster and War
1281	1	Art/Foreign and Drama
1282	1	Documentary
1283	1	Action/Adventure, Art/Foreign, Comedy, Drama, Thriller and Crime/Gangster
1284	1	Comedy, Romance, Science Fiction/Fantasy and Adaptation
1285	1	Comedy, Drama and Kids/Family
1286	1	Action/Adventure and Animation
1287	1	Drama and Adaptation
1288	1	Comedy, Kids/Family and Animation
1289	0	<NULL>
1290	1	Comedy and Drama
1291	1	Drama, Romance, Thriller and Sequel
1292	1	Art/Foreign and Suspense/Horror
1293	1	Documentary
1294	1	Drama, Miscellaneous and Romance
1295	1	Drama, Thriller and Crime/Gangster
1296	1	Comedy and Romance
1297	1	Comedy and Romance
1298	1	Comedy and Drama
1299	1	Art/Foreign, Comedy, Drama and Musical/Performing Arts
1300	1	Comedy and Drama
1301	1	Comedy and Romance
1302	1	Drama, Romance and Adaptation
1303	1	Action/Adventure, Comedy, Kids/Family, Science Fiction/Fantasy, Animation and Sequel
1304	1	Science Fiction/Fantasy and Suspense/Horror
1305	1	Documentary and Politics/Religion
1306	1	Drama, Crime/Gangster and Teen
1307	1	Comedy and Teen
1308	1	Art/Foreign and Drama
