movie	hollywood	director
0984	1	Cheik Oumar Sissoko
0985	1	Michael Mann
0986	1	Norman Jewison
0987	1	Richard Cummings, Jr.
0988	1	Luis Buñuel
0989	1	Claude Chabrol
0990	1	Paul Morrissey
0991	1	Nino Quevedo
0992	1	Jim Jarmusch
0993	1	Murray Lerner
0994	1	Davis Guggenheim
0995	1	Christian Duguay
0996	1	Terence Davies
0997	1	Matej Minac
0998	1	Melvin Van Peebles
0999	1	Alberto Simone
1000	1	Im Kwon-Taek
1001	1	Enzo Monteleone
1002	1	Mark Neale
1003	1	Robert Mugge
1004	1	Jonathan Reiss
1005	1	George Tillman, Jr.
1006	1	Karyn Kusama
1007	1	Deborah Warner
1008	1	Nana Djordjadze
1009	0	<NULL>
1010	1	Vic Morrow
1011	1	Nigel Cole
1012	1	David Maquiling
1013	0	<NULL>
1014	1	Lee Chang-dong
1015	1	Laura Mañà
1016	1	James Toback
1017	1	Fina Torres
1018	1	Po-Chih Leong
1019	2	Vicky Funari	Julia Query
1020	1	Antoine Fuqua
1021	1	Taylor Hackford
1022	1	Luis Buñuel
1023	1	Ben Hopkins
1024	1	Jean-Pierre Marois
1025	1	Salvatore Maira
1026	1	Hong Sang-soo
1027	1	Didier Le Pêcheur
1028	1	Henri-Georges Clouzot
1029	1	Marion Hänsel
1030	1	Paul Ziller
1031	1	Jon Shear
1032	1	Luc Moullet
1033	1	Lawrence Ah Mon
1034	1	Lars von Trier
1035	1	Keith Gordon
1036	1	Götz Spielmann
1037	1	Jordan Walker-Pearlman
1038	1	Christina Andreef
1039	1	Jean-Luc Godard
1040	1	Peter M. Cohen
1041	1	Marco Tullio Giordana
1042	1	Michael Winterbottom
1043	1	Asia Argento
1044	1	Laurent Firode
1045	1	Cesar Paes
1046	1	Wonsuk Chin
1047	1	Kim Ki-duk
1048	1	Griffin Dunne
1049	1	Robert Rodriguez
1050	1	Leander de Cordova
1051	1	James Ivory
1052	1	Michel Negroponte
1053	1	Shinji Aoyama
1054	1	Jonathan Nossiter
1055	1	Marcelo Piñeyro
1056	1	Bahman Farmanara
1057	1	Krutin Patel
1058	1	Arik Kaplun
1059	1	Kim A. Snyder
1060	1	Hamish Rothwell
1061	1	Jamsheed Akrami
1062	1	Bill Plympton
1063	1	Rainer Werner Fassbinder
1064	1	Agnès Varda
1065	1	Christopher Livingston
1066	1	Tony Gatlif
1067	1	Doris Dörrie
1068	1	Bret Stern
1069	1	Don Close
1070	1	Kirby Dick
1071	1	Marc Levin
1072	1	Christopher E. Brown
1073	1	Andrew Dominik
1074	1	Lewis Allen
1075	1	Agnès Jaoui
1076	1	François Ozon
1077	2	Diane Doniol-Valcroze	Arthur Flam
1078	1	Paul Cox
1079	1	John Michael McCarthy
1080	1	Chuck Parello
1081	1	Patrick Chesnais
1082	1	Demien Lichtenstein
1083	1	Christopher Nolan
1084	1	Saul Metzstein
1085	1	Daniel Minahan
1086	1	Robert Vernon
1087	1	Thomas Arslan
1088	1	Mamoru Oshii
1089	1	Jean-Jacques Annaud
1090	1	J.B. Rogers
1091	2	Gary Trousdale	Kirk Wise
1092	1	Leon Ichaso
1093	1	Yves Simoneau
1094	1	Lloyd Kaufman
1095	1	John Boorman
1096	1	Freddie Francis
1097	1	R. G. Springsteen
1098	1	Douglas Hickox
1099	1	Gordon Flemyng
1100	1	Dominic Sena
1101	1	Ted Demme
1102	1	Albert Pyun
1103	1	Tony Scott
1104	1	Nick Hamm
1105	1	John Madden
1106	1	John Carpenter
1107	1	Dale G. Bradley
1108	1	Stephen Herek
1109	1	Dario Argento
1110	1	Marisa Sistach
1111	1	Markku Polonen
1112	1	Philippe Le Guay
1113	1	Kunitoshi Manda
1114	1	John T. Ryan
1115	1	Agnes Incze
1116	1	Mohsen Makhmalbaf
1117	1	Wang Chao
1118	2	Laurie Ann Schag	Casey Stoll
1119	1	S. Leigh Savidge
1120	1	Michael Gilio
1121	1	Jean-Pierre Jeunet
1122	1	Paul Sarossy
1123	1	Gordon M. Douglas
1124	1	Michael Lindsay-Hogg
1125	1	Elie Chouraqui
1126	1	Kurt Wimmer
1127	1	Ismail Merchant
1128	1	Brian Gilbert
1129	1	Tuck Tucker
1130	1	Don Michael Paul
1131	1	Raja Gosnell
1132	1	Sean McNamara
1133	1	Lynne Ramsay
1134	1	R. Craig Zobel
1135	1	Jesse Peretz
1136	1	Michell Gallagher
1137	1	Alexander Payne
1138	1	Joe Maggio
1139	1	Leonardo Ricagni
1140	2	Chris Wedge	Carlos Saldanha
1141	1	Robert Rodriguez
1142	1	Roman Coppola
1143	2	David Weissman	Billy Weber
1144	1	Billie Eltringham
1145	1	Pedro Almodóvar
1146	1	Paul Goldman
1147	1	Guillermo del Toro
1148	1	George Hickenlooper
1149	1	Sandra Goldbacher
1150	1	Michael Corrente
1151	1	Jordan Alan
1152	1	D.J. Caruso
1153	1	David L. Cunningham
1154	1	Kari Skogland
1155	1	Elliot Silverstein
1156	1	Val Guest
1157	1	William Wyler
1158	2	Laurence Olivier	John Sichel
1159	2	Brian Koppelman	David Levien
1160	1	Burr Steers
1161	1	François Ozon
1162	1	Mort S. Seben
1163	1	Mira Nair
1164	1	Kaos
1165	1	Tomasz Wiszniewski
1166	1	Hayao Miyazaki
1167	1	Franc. Reyes
1168	1	Dover Kosashvili
1169	1	Zhang Yang
1170	1	Andrzej Sekula
1171	1	Metin Huseyin
1172	1	Michael Haneke
1173	2	Nanette Burstein	Brett Morgen
1174	1	Juan Villegas
1175	1	Veronica Chen
1176	1	Michael Rubbo
1177	1	Laurent Cantet
1178	1	Brian Levant
1179	1	Bruce Beresford
1180	6	Raja Amari	Ngozi Onwurah	Bridget Pickering	Ingrid Sinclair	Fanta Regina Nacro	Zulfah Otto-Sallies
1181	1	Abdul Malik Abbott
1182	2	Rebecca Cammisa	Rob Fruchtman
1183	1	Nils Tavernier
1184	1	Bill Morrison
1185	1	Sturla Gunnarsson
1186	1	Nick Broomfield
1187	1	Sherman Alexie
1188	2	Kirby Dick	Amy Ziering Kofman
1189	1	Juan Carlos Fresnadillo
1190	1	Gene Kelly
1191	1	Roy Ward Baker
1192	1	Jimmy Sangster
1193	1	Brian G. Hutton
1194	1	Don Henderson
1195	1	Lev Kulidzhanov
1196	1	Sanjay Gupta
1197	1	Dylan Kidd
1198	1	John Stainton
1199	1	Oliver Parker
1200	1	Christine Jeffs
1201	1	Byron Thompson
1202	1	Mathias Ledoux
1203	1	Jeff Tremaine
1204	1	John Bradshaw
1205	1	Jiang Wen
1206	1	Spike Lee
1207	2	Herschell Gordon Lewis	Sheldon Seymour
1208	1	Menno Meyjes
1209	0	<NULL>
1210	1	Charles Stone III
1211	1	Luis Mandoki
1212	1	Jean-Claude LaMarre
1213	1	Steve Taylor
1214	1	Scott Mansfield
1215	1	Todd Komarnicki
1216	2	Alex Gibney	Eugene Jarecki
1217	1	Paul F. Ryan
1218	1	David Cronenberg
1219	2	Tom Hunsinger	Neil Hunter
1220	1	Matt Dillon
1221	1	Scott Roberts
1222	1	Neil Jordan
1223	1	Terry Zwigoff
1224	1	Terry Green
1225	1	Dan Algrant
1226	1	François Truffaut
1227	1	Rainer Werner Fassbinder
1228	0	<NULL>
1229	1	Richard Kwietniowski
1230	1	John McTiernan
1231	1	Feng Xiaogang
1232	1	Martin Campbell
1233	2	Jeffery Wolf	Robert Capelli Jr.
1234	1	Gus Van Sant
1235	1	Peter Mullan
1236	1	Helen Stickler
1237	1	Gary Hardwick
1238	1	Lucky McKee
1239	1	Richard Franklin
1240	2	Keith Fulton	Louis Pepe
1241	1	Scott Caan
1242	1	A.J. Schnack
1243	1	Eric Byler
1244	1	Apichatpong Weerasethakul
1245	1	Miles Swain
1246	1	Ventura Pons
1247	1	Michael Winterbottom
1248	1	Matthew Bright
1249	1	Victor Salva
1250	1	Rolf Schübel
1251	1	John Hoffman
1252	1	Anne Wheeler
1253	1	Marcus Nispel
1254	1	Aisling Walsh
1255	1	Jack Starrett
1256	1	Tay Garnett
1257	1	Fred Baker
1258	1	Kevin Costner
1259	1	Johnny To
1260	1	Steve James
1261	1	Claire Denis
1262	1	Nicolas Philibert
1263	1	Susanne Bier
1264	1	Joel Viertel
1265	1	Oliver Stone
1266	1	A. Dean Bell
1267	1	Scott Saunders
1268	1	José Padilha
1269	1	Bahman Ghobadi
1270	0	<NULL>
1271	1	Alejandro González Iñárritu
1272	1	Andrew Jarecki
1273	1	Jonathan Karsh
1274	1	Taran Davies
1275	2	Sam Green	Bill Siegel
1276	1	Carlos Reygadas
1277	1	Dana Brown
1278	2	Malcolm Clarke	Stuart Sender
1279	1	Gus Van Sant
1280	1	Yojiro Takita
1281	1	Andrew Molina
1282	1	Morgan Nichols
1283	1	Sean McGinly
1284	1	Richard Lester
1285	1	Karel Reisz
1286	1	John Frankenheimer
1287	1	Jerome Hill
1288	1	Anthony M. Dawson
1289	1	Águst Guðmundsson
1290	1	Robert Kevin Townsend
1291	2	Will Finn	John Sanford
1292	1	Rodney Evans
1293	1	Michael Mann
1294	1	Laura Colella
1295	1	Thomas Vinterberg
1296	1	Todd Stephens
1297	1	Arthur A. Seidelman
1298	1	Cindy Baer
1299	1	Brad Anderson
1300	1	Thanit Jitnukul
1301	1	John Walters
1302	1	David Mackenzie
1303	1	Garry Marshall
1304	1	Francis Girod
1305	1	Lynn Hershman-Leeson
1306	1	Mina Shum
1307	1	Vanessa Parise
1308	1	Tareque Masud
1309	1	Nicholas Racz
1310	2	Christian Taylor	Lindy Heymann
1311	1	Bob Clark
1312	1	Michael Haneke
1313	1	Damian Nieman
1314	1	Beat Takeshi Kitano
1315	1	Andrew Litvack
1316	2	Daniela Fejerman	Inés París
1317	1	Jacques Sarasin
1318	1	Catherine Breillat
1319	1	Eric Small
1320	1	Jane Weinstock
1321	1	Deborah Kampmeier
1322	2	Andrew Rossi	Kate Novak
1323	1	Pieter Jan Brugge
1324	1	Michael Burke
1325	1	Abigail Honor
1326	1	Sven Pape
1327	1	Hugo Rodríguez
1328	1	Jonathan Glazer
1329	1	Ernest R. Dickerson
1330	1	Matthew Leutwyler
1331	1	Larry Peerce
1332	1	Vicente Aranda
1333	1	George Lucas
1334	1	Peter Hewitt
1335	1	Frank Coraci
1336	1	Gavin O'Connor
1337	1	Kerry Conran
1338	1	Ferzan Ozpetek
1339	1	Michael Tolajian
1340	1	Kiyoshi Kurosawa
1341	1	Pupi Avati
1342	1	André Téchiné
1343	1	Lucas Belvaux
1344	1	Ross McElwee
1345	1	Jeff Schaffer
1346	1	Jevon O'Neill
1347	1	Avi Nesher
1348	1	Joe Camp
1349	1	Zack Snyder
1350	1	Sara Sugarman
1351	1	Scott Ziehl
1352	1	Kevin Allen
1353	1	Kim Jee-Woon
1354	1	Ra'anan Alexandrowicz
1355	1	Stu Pollard
1356	1	Aaron Woodley
1357	1	Ken Loach
1358	1	Mad Matthewz
1359	1	Pen-ek Ratanaruang
1360	1	Michael Schultz
1361	1	Brad McGann
1362	1	David S. Goyer
1363	1	Pearl Gluck
1364	1	Benny Chan
1365	1	Hiner Saleem
1366	0	<NULL>
1367	1	Richard Linklater
1368	1	Miguel Courtois
1369	1	Ryan Little
1370	1	Zola Maseko
1371	1	Luchino Visconti
1372	1	Louis Malle
1373	1	Kent MacKenzie
1374	1	Alastair Reid
1375	1	Tom Hooper
1376	2	Alison Maclean	Tobias Perse
1377	1	Chris Kentis
1378	1	Jean-François Pouliot
1379	1	Federico Hidalgo
1380	1	Bruce LaBruce
1381	2	Brennon Jones	Paul Wynne
1382	1	Spike Lee
1383	1	Brett Ingram
1384	1	Julian Richards
1385	1	David Greenspan
1386	1	Lenny Abrahamson
1387	1	Bob Smeaton
1388	1	Khyentse Norbu
1389	1	Asif Kapadia
1390	1	Jean-Pierre Limosin
1391	2	Eric Darnell	Tom McGrath
1392	1	Ryan Rossell
1393	1	Marco Bellocchio
1394	1	John Dahl
1395	1	James Hergott
1396	1	Richard Ledes
1397	1	Joey Curtis
1398	1	Joe Maggio
1399	2	Todd Bridges	Jimmy Bridges
1400	1	Elliot Greenebaum
1401	1	Adam Goldberg
1402	1	Nicole Kassell
1403	1	Paula van der Oest
1404	1	Carl Bessai
1405	1	Lee Friedlander
1406	2	Michael Spierig	Peter Spierig
1407	1	François Ozon
1408	1	Ben Sombogaart
1409	1	Marco Tullio Giordana
1410	1	David Anspaugh
1411	1	Dave McKean
1412	1	Andrew Bujalski
1413	1	Mark Dindal
1414	1	Lamont Johnson
1415	1	Dalton Trumbo
1416	2	Jean-Luc Godard	Jean-Pierre Gorin
1417	1	Pawel Pawlikowski
1418	0	<NULL>
1419	1	Robert Lepage
1420	2	Andrew Gurland	Huck Botko
1421	2	Andy Byatt	Alastair Fothergill
1422	1	David Devine
1423	1	Kirk Davis
1424	1	Craig Lucas
1425	1	Bob Balaban
1426	2	Michael Skolnik	Lori Silverbush
1427	1	Royston Tan
1428	1	Michael Haneke
1429	1	Damien O'Donnell
1430	1	Ziad H. Hamzeh
1431	1	Todd Solondz
1432	1	Paul Haggis
1433	1	Daniel Burman
1434	1	Scott Zakarin
1435	1	Florent Emilio Siri
1436	1	Sergio Castellitto
1437	1	Eytan Fox
1438	1	Nimród Antal
1439	1	David S. Marfield
1440	1	Kirk Jones
1441	1	Jean-François Richet
1442	1	Robert Connolly
1443	1	mink
1444	1	Adam Shankman
1445	0	<NULL>
1446	1	Henrik Ruben Genz
1447	2	Shinji Aramaki	Yasuhiro Otsuka
1448	1	Mark Rosman
1449	2	Peter Gimbel	James Lipscomb
1450	1	Howard Alk
1451	1	George Sherman
1452	1	Ted Kotcheff
1453	1	David Winkler
1454	1	Daniel Kraus
1455	1	Q. Allan Brocka
1456	1	Fernando Meirelles
1457	1	Tim Kirkman
1458	1	Duncan Tucker
1459	1	Nisha Ganatra
1460	1	Lisa France
1461	1	Keren Yedaya
1462	1	Woody Allen
1463	1	Jun Ichikawa
1464	1	Sebastien Lifshitz
1465	1	Marcos Siega
1466	0	<NULL>
1467	1	Anthony Hickox
1468	1	Jia Zhang Ke
1469	1	Jon Favreau
1470	0	<NULL>
1471	1	Peter Raymont
1472	1	Uwe Boll
1473	1	Joseph Castelo
1474	1	Jonathan English
1475	1	Craig Rosenberg
1476	1	Dan Wilde
1477	1	Avi Lewis
1478	1	David Cronenberg
1479	3	Fruit Chan	Takashi Miike	Park Chan-wook
1480	1	John Gatins
1481	2	James D. Stern	Adam Del Deo
1482	1	Agustin
1483	1	Phil Bertelsen
1484	1	Steve Rash
1485	1	Hendrik Hölzemann
1486	1	Luis Mandoki
1487	1	Mikael Håfström
1488	1	Guy Ritchie
1489	1	Claude Chabrol
1490	1	Sue Corcoran
1491	1	Ivo Trajkov
1492	1	Sinan Antoon
1493	2	Pi Ware	Susan Kraker
1494	2	Yolande Moreau	Gilles Porte
1495	1	Jonathan Jakubowicz
1496	1	Judy Irving
1497	1	Sam Mendes
1498	2	Anthony Newley	Don Record
1499	1	Gionata Zarantonello
1500	1	Asia Argento
1501	1	Adam Rapp
1502	1	Pat Holden
1503	1	Gaston Biraben
1504	1	Ray Lawrence
1505	1	Lars von Trier
1506	1	Liz Mermin
1507	1	Fernando Eimbcke
1508	1	Armand Mastroianni
1509	1	Patricio Guzmán
1510	1	Wim Wenders
1511	1	Greg McLean
1512	1	Rick Rosenthal
1513	1	Aric Avelino
1514	1	Michael Sturminger
1515	1	Luis Llosa
1516	1	Michael Cuesta
1517	1	David Slade
1518	1	Peter Cattaneo
1519	1	Eddy Terstall
1520	1	Michel Gondry
1521	1	Jeff Stanzler
1522	1	Jamie Babbit
1523	1	Gil Kenan
1524	1	Laurie Collyer
1525	1	Nick Guthe
1526	1	Luc Besson
1527	1	Craig Singer
1528	2	Billy Kent	Adam Wierzbianski
1529	1	Brant Sersen
1530	1	Isabel Coixet
1531	1	Brian Robbins
1532	1	Zhang Yimou
1533	1	David Redmon
1534	1	David Ayer
1535	1	Ilya Khrzhanovsky
1536	1	Robert Bresson
1537	1	Michel Gondry
1538	1	Frank Marshall
1539	1	Doug Atchison
1540	1	Eli Roth
1541	1	William Tyler Smith
1542	1	Matt Farnsworth
1543	1	Natalia Almada
1544	1	Neil Armfield
1545	1	Ryan Murphy
1546	1	Vladan Nikolic
1547	2	Zacharias Kunuk	Norman Cohn
1548	1	Anthony Minghella
1549	1	Ning Hao
1550	1	Edward Burns
1551	1	Eric Khoo
1552	1	Rich Christiano
1553	1	Marcelo Gomes
1554	1	Vincent Perez
1555	1	Bob Odenkirk
1556	1	Steven Soderbergh
1557	1	Marshall Curry
1558	2	Guillermo Arriaga	Alejandro González Iñárritu
1559	1	Ana Kokkinos
1560	1	Annette K. Olesen
1561	1	David Lynch
1562	1	Emmanuel Carrère
1563	1	Ishai Setton
1564	1	David R. Ellis
1565	1	Charles Winkler
1566	1	John Cameron Mitchell
1567	1	Michael Mann
1568	1	Cédric Klapisch
1569	1	Frank Sebastiano
1570	1	Geoffrey Sax
1571	1	Byambasuren Davaa
1572	1	Niall Johnson
1573	1	Matt Tauber
1574	1	Emmanuelle Bercot
1575	1	Clint Eastwood
1576	1	Lucas Belvaux
1577	1	Katherine Dieckmann
1578	1	Daniel Lapaine
1579	1	Richard Eyre
1580	1	André Delvaux
1581	1	Wendell Franklin
1582	1	Jake Kasdan
1583	1	Tim Hill
1584	1	Bryan Barber
1585	4	Michael Galinsky	Suki Hawley	David Beilinson	Zachary Werner
1586	1	Milos Forman
1587	2	Ten Shimoyama	Yûji Shimomura
1588	1	Ramin Bahrani
1589	1	Breno Silveira
1590	1	Jared Hess
1591	1	Steve Anderson
1592	1	Stewart Raffill
1593	1	Donato Rotunno
1594	1	John R. Leonetti
1595	1	Michael Lembeck
1596	1	John Moore
1597	1	Ra'up McGee
1598	1	Todd Stephens
1599	1	William Dear
1600	1	Béla Tarr
1601	1	Mahamat-Saleh Haroun
1602	1	Nicholas Mastandrea
1603	1	Menno Meyjes
1604	1	Sean Ellis
1605	1	Jeffrey Blitz
1606	1	David Denneen
1607	1	Ray McKinnon
1608	1	Rob Klug
1609	1	Christopher Cain
1610	1	Azazel Jacobs
1611	1	Sergio Martino
1612	1	Denys McCoy
1613	1	Barry Strugatz
1614	1	Kenneth Branagh
1615	1	Fred Durst
1616	1	Dave Meyers
1617	2	Simon J. Smith	Stephen Hickner
1618	1	James Mangold
1619	1	Adam Shankman
1620	1	Michael Apted
1621	1	Mike Nichols
1622	1	Nimród Antal
1623	1	Michael Apted
1624	1	Ben Affleck
1625	1	Marco Kreuzpaintner
1626	1	Paul Soter
1627	1	Steve Carr
1628	1	Scott Hicks
1629	1	Francis Ford Coppola
1630	1	Andrew Lau
1631	1	Joby Harold
1632	1	Mike Newell
1633	1	Mark Steilen
1634	2	Adam Ravetch	Sarah Robertson
1635	1	Michael Lehmann
1636	1	Ernst Gossner
1637	1	Sanjay Leela Bhansali
1638	2	Nadia Conners	Leila Conners Petersen
1639	1	Cam Archer
1640	2	Henriette Mantel	Stephen Skrovan
1641	1	Robert Ben Garant
1642	1	Michael Katleman
1643	1	Scott Dacko
1644	2	Colin Strause	Greg Strause
1645	1	Chris Rock
1646	2	Jason Bourque	Nick Bicanic
1647	1	Eric Nicholas
1648	1	Beth Schacter
1649	1	Kasi Lemmons
1650	2	Dalia Hager	Vidi Bilu
1651	1	John Dahl
1652	1	Jens Lien
1653	1	Jasmine Dellal
1654	1	Valerie Minetto
1655	1	Cho Min-Ho
1656	1	Juan Carlos Fresnadillo
1657	1	Franck Khalfoun
1658	1	Martin Weisz
1659	1	David Auburn
1660	1	Jim Hickey
1661	1	Rigoberto Castaneda
1662	1	Corneliu Porumboiu
1663	1	Robert Redford
1664	1	Pete Chatmon
1665	1	Juan Carlos Rulfo
1666	1	George Ratliff
1667	1	John August
1668	2	Tiller Russell	Loren Mendell
1669	3	Jacob Gentry	David Bruckner	Dan Bush
1670	1	David Kaplan
1671	2	Crispin Glover	David Brothers
1672	2	Troy Christian	Bob Schrock
1673	1	Mani Ratnam
1674	1	Cherie Nowlan
1675	1	Charles Ferguson
1676	2	Stephen Fell	Will Thompson
1677	1	Nagisa Oshima
1678	1	Bill Melendez
1679	1	Raymond LeBlanc
1680	1	Jean Girault
1681	1	Hans-Jürgen Syberberg
1682	1	Helen Hunt
1683	1	Doug Pray
1684	1	Abel Ferrara
1685	1	Iain Softley
1686	2	Hal Haberman	Jeremy Passmore
1687	1	Jody Hill
1688	1	Daniel Waters
1689	1	Tim Chey
1690	1	Rawson Marshall Thurber
1691	1	Stuart Gordon
1692	1	Ridley Scott
1693	2	Hunter Hill	Perry Moore
1694	1	Jason Freeland
1695	2	Douglas Gordon	Phillipe Parreno
1696	1	Vadim Perelman
1697	1	David R. Ellis
1698	1	David Mickey Evans
1699	1	Eva Aridjis
1700	1	Jason Todd Ipson
1701	1	Clint Eastwood
1702	1	Ilya Chaiken
1703	1	Patricia Rozema
1704	1	Bradley Raymond
1705	1	Noam Murro
1706	1	Deb Hagan
1707	1	Keith Samples
1708	1	Nick Broomfield
1709	1	Christopher N. Rowley
1710	1	Reha Erdem
1711	1	Giuseppe Tornatore
1712	1	C. Jay Cox
1713	1	Chaz Thorne
1714	1	Jonah Markowitz
1715	1	Christopher Zalla
1716	1	Adam Hootnick
1717	1	Jon Else
1718	1	Errol Morris
1719	1	Amy Redford
1720	1	Roger Spottiswoode
1721	1	Patrick Creadon
1722	1	Chris Kraus
1723	1	Ronald Bronstein
1724	1	Jerome Hill
1725	1	Neil Burger
1726	1	Adam Shankman
1727	1	Benson Lee
1728	1	Juan Antonio Bayona
1729	1	Ramin Bahrani
1730	1	Robert B. Weide
1731	1	Béla Tarr
1732	1	Jean-Pierre Melville
1733	1	Nicolas Philibert
1734	1	Fatih Akin
1735	2	Thomas Langmann	Frédéric Forestier
1736	1	Gael García Bernal
1737	1	Rob Schmidt
1738	1	Stephen Chow
1739	1	Dario Argento
1740	2	Wilson Yip	Donnie Yen
1741	1	Newton I. Aduaka
1742	1	Matthew Saville
1743	1	Wayne Kramer
1744	1	Jean-Paul Salome
1745	1	Ed Harris
1746	1	Li Yu
1747	1	Nadine Labaki
1748	1	S.R. Bindler
1749	1	Csaba Bollok
1750	1	Angelina Maccarone
1751	1	Paul Taylor
1752	1	Uwe Boll
1753	1	Alexander Sokurov
1754	1	Olivier Assayas
1755	1	Céline Sciamma
1756	1	Jacques Nolot
1757	1	Jerzy Kawalerowicz
1758	1	John Vidette
1759	1	Buzz Kulik
1760	1	Peter Bogdanovich
1761	1	Douglas Hickox
1762	1	Hou Hsiao-Hsien
1763	1	Alex Holdridge
1764	1	Gil Kofman
1765	1	Morgan Neville
1766	1	Agnès Merlet
1767	1	Dane Cannon
1768	1	Fernando Meirelles
1769	1	Jeff Buhler
1770	1	Darnell Martin
1771	1	Claude Miller
1772	1	Jon Avnet
1773	1	Lloyd Kaufman
1774	1	Annemarie Jacir
1775	1	Wayne Wang
1776	1	Nina Davenport
1777	1	Param Gill
1778	12	Brett Ratner	Shekhar Kapur	Allen Hughes	Natalie Portman	Jiang Wen	Mira Nair	Fatih Akin	Yvan Attal	Shunji Iwai	Randall Balsmeyer	Andrei Zvyagintsev	Joshua Marston
1779	1	John Krasinski
1780	1	Abdullah Oguz
1781	1	Sean Ellis
1782	1	Carlos Cuarón
1783	1	Stacy Peralta
1784	1	Stanley Tucci
1785	1	Park Chan-wook
1786	2	Alastair Fothergill	Mark Linfield
1787	1	Oren Moverman
1788	1	Roland Tec
1789	1	Marin Karmitz
1790	1	Lucrecia Martel
1791	1	Andrzej Krakowski
1792	1	Eva Dahr
1793	1	Lars von Trier
1794	1	Denys Arcand
1795	1	Stephane Gauger
1796	1	Götz Spielmann
1797	1	Richard Harrah
1798	1	Richard Eyre
1799	1	Antonello Grimaldi
1800	1	Uli Edel
1801	2	Pete Docter	Bob Peterson
1802	1	Srdjan Dragojevic
1803	1	Paolo Sorrentino
1804	1	Milcho Manchevski
1805	1	Robert Zemeckis
1806	1	Boaz Yakin
1807	1	Atom Egoyan
1808	2	Jon Hart	Mathew Kaufman
1809	1	R.W. Goodwin
1810	1	Kim Tae-kyung
1811	1	Barry Jenkins
1812	1	Peter Callahan
1813	1	William Dear
1814	2	Scott Sanders	Ron Yuan
1815	2	Brian Taylor	Mark Neveldine
1816	1	Morgan J. Freeman
1817	1	Tao Ruspoli
1818	1	Matteo Garrone
1819	1	Shane Meadows
1820	1	Neill Blomkamp
1821	1	Agnès Varda
1822	1	Majid Majidi
1823	1	Bernard Rose
1824	1	Cédric Klapisch
1825	1	François Ozon
1826	1	Carlos Sorin
1827	1	George McCowan
1828	1	Oscar Williams
1829	1	Karyn Kusama
1830	1	Steve Carr
1831	1	David N. Twohy
1832	1	Sam Mendes
1833	1	Brillante Mendoza
1834	1	Beata Gårdeler
1835	1	Pablo Larrain
1836	1	Mira Nair
1837	1	Peter Rodger
1838	1	Tibor Takacs
1839	1	Bruce McDonald
1840	1	Dori Berinstein
1841	1	Andrew Jacobs
1842	1	Todd Phillips
1843	1	Jan Troell
1844	2	Michael Selditch	Robert Tate
1845	1	Hans-Christian Schmid
1846	1	Eric Amadio
1847	1	Steven Soderbergh
1848	1	Jonas Pate
1849	2	Lisa Barros D'Sa	Glenn Leyburn
1850	2	Pierre Trividic	Patrick Mario Bernard
1851	1	John-Luke Montias
1852	1	Astra Taylor
1853	1	Stewart Hendler
1854	1	Tom Ford
1855	1	Vikram
1856	1	Nati Baratz
1857	1	Lee Yoon-ki
1858	2	Audrey Ewell	Aaron Aites
1859	1	Anders Høgsbro Østergaard
1860	1	Rupert Murray
1861	1	Doug Pray
1862	1	Sebastián Silva
1863	1	Lamont Johnson
1864	0	<NULL>
1865	1	Michele Lupo
1866	1	Robert Altman
1867	1	Sutton Roley
1868	1	Ian Fitzgibbon
1869	1	Julie Davis
1870	1	Marc Forby
1871	1	Peter Bratt
1872	1	Mitchell Lichtenstein
1873	1	Thor Freudenthal
1874	1	Ralph Ziman
1875	1	Luca Guadagnino
1876	1	Dana Brown
1877	1	Julio DePietro
1878	1	Kevin Hamedani
1879	1	Pierre Morel
1880	1	Julian Jarrold
1881	1	LeVar Burton
1882	1	Jeff King
1883	2	Pierre Coffin	Chris Renaud
1884	1	Neil LaBute
1885	1	Florian Gallenberger
1886	1	Catherine Breillat
1887	1	Conor McPherson
1888	1	Darko Lungulov
1889	1	Warwick Thornton
1890	1	Jugal Hansraj
1891	3	Kate Davis	David Heilbroner	Franco Sacchi
1892	1	Othello Khanh
1893	1	Kim Jee-Woon
1894	1	Stephen Milburn Anderson
1895	1	Harvey Wang
1896	1	Derek Ford
1897	1	Richard A. Colla
1898	1	Alex de Renzy
1899	3	Saul Landau	Nina Serrano	Raúl Ruiz
1900	1	Woody Allen
1901	1	David Lee Miller
1902	1	Anil Sharma
1903	1	Daryl Wein
1904	1	Nicole Opper
1905	1	Susanna White
1906	1	Sofia Coppola
1907	2	Robert Rodriguez	Ethan Maniquis
1908	1	Gaspar Noé
1909	1	Johnny To
1910	1	John J. Curran
1911	1	A.J. Schnack
1912	2	Jaak Kilmi	Kiur Aarma
1913	1	Felix Moeller
1914	1	Don Hahn
1915	1	Duncan Ward
1916	1	Todd Phillips
1917	1	Kevin Greutert
1918	2	Peter Brosens	Jessica Woodworth
1919	1	Nicolas Winding Refn
1920	2	Scandar Copti	Yaron Shani
1921	1	George Tillman, Jr.
1922	1	Fatih Akin
1923	1	David Kittredge
1924	1	Gabriel Bologna
1925	1	Ruedi Gerber
1926	1	Stéphane Brizé
1927	1	Daniel Alfredson
1928	2	David Nixon	Patrick Doughtie
1929	1	Minos Papas
1930	1	Vince Vieluf
1931	2	Josh Safdie	Ben Safdie
1932	2	Steven Greenstreet	Reed Cowan
1933	1	Rodrigo Cortés
