movie	imdb	mpaa_rating
0546	1	Rated PG-13 for scenes of sexuality.
0547	1	Rated R for strong violence.
0548	1	Rated R for violence.
0549	1	Rated R for a strong sex scene involving teen girls, and for language and some drug use.
0550	1	Rated R for sexuality, language, and brief drug use.
0551	1	Rated R for drug use, sexuality, nudity and language.
0552	1	Rated PG for action violence.
0553	1	Rated PG-13 for violence included in a children hostage situation, and for language.
0554	1	Rated R for nonstop crude sexual content involving minors, and for language and drug use.
0555	1	Rated PG for some language and brief smoking.
0556	1	Rated R for sexual material, language and some drug use.
0557	1	Rated R for sexual content including strong dialogue, and for language.
0558	1	Rated R for language and some violence.
0559	1	Rated R for sexual content, language and some drug use.
0560	1	Rated PG for action violence.
0561	1	Rated R for martial arts violence, shootings and a sex scene. (also 2005 edited version)
0562	1	Rated R for language, some sexual content and nudity.
0563	1	Rated R for language and a sexual gesture.
0564	1	Rated PG-13 for sexual content, mature thematic elements and language.
0565	1	Rated R for violence.
0566	1	Rated R for some nudity and language.
0567	1	Rated PG-13 for mature thematic material, violence/terror and disturbing images.
0568	1	Rated PG for thematic elements and language.
0569	1	Rated R for language, drug content and some sexuality.
0570	1	Rated PG-13 for sexuality and brief strong language.
0571	1	Rated PG-13 for sexual content, drug references, teen partying and crude humor.
0572	1	Rated R for language, some disturbing violent images and brief sexual material.
0573	1	Rated R for violent content, language and some sexual material.
0574	1	Rated R for sexuality/nudity.
0575	1	Rated R for language including sexual references, and drug and alcohol use involving teens.
0576	1	Rated R for violence, language and some sexual content.
0577	1	Rated PG for violence and mild language.
0578	1	Rated R for strong violence, terror, language and brief nudity.
0579	1	Rated PG-13 for violence.
0580	1	Rated R for violent content, language and brief nudity.
0581	1	Rated PG-13 for some sensuality/nudity.
0582	1	Rated R for sexual content, language, drug use and some crude humor.
0583	1	Rated R for strong language and a scene of sexuality.
0584	1	Rated PG for crude language, innuendos, and mild violence.
0585	1	Rated PG for some violence.
0586	1	Rated R for sexual content and language.
0587	1	Rated R for language, some disturbing images and sexual content, and for some drug material.
0588	1	Rated R for strong bloody violence and gruesome images, some language and nudity.
0589	1	Rated R for strong violence and pervasive language.
0590	1	Rated R for language and sex-related humor.
0591	1	Rated R for strong violence and sexual content, and for pervasive language.
0592	1	Rated R for strong brutal violence, sexuality, nudity, pervasive language and drug use.
0593	1	Rated PG for sequences of stylized sci-fi violence and brief mild language.
0594	1	Rated R for some strong language.
0595	1	Rated PG-13 for crude and sexual humor, violence, language and drug references.
0596	1	Rated R for strong brutal bloody violence and terror throughout, sexual content, graphic nudity and language.
0597	1	Rated R for language, some graphic nudity and brief drug use.
0598	1	Rated PG-13 for language including sexual references, and some rear nudity.
0599	1	Rated PG-13 for crude and sexual humor throughout, some comic violence and language.
0600	1	Rated R for pervasive strong horror violence/gore, gruesome images, sexuality, drug use and language.
0601	1	Rated PG-13 for intense sequences of violence and action.
0602	1	Rated R for language including sexual references.
0603	1	Rated R for language and crude sexual humor throughout, and some sexuality.
0604	1	Rated R for pervasive drug use and language, strong violence, sexuality and nudity.
0605	1	Rated PG-13 for intense sci-fi action.
0606	1	Rated PG for fantasy action and mild language.
0607	1	Rated R for some violence/disturbing images.
0608	1	Rated R for strong and aberrant sexual content, drug use and language.
0609	1	Rated R for strong drug content, alcohol abuse, language, sexual material, brief nudity and some violence - all involving teens.
0610	1	Rated R for violence, language and sexuality.
0611	1	Rated R for strong violence including an act of sexual assault, strong language and some drug use.
0612	1	Rated PG-13 for some thematic material and brief violent content.
0613	1	Rated PG-13 for action violence and some language. (Chinese version); Rated PG-13 for violence.
0614	1	Rated R for sexual content and language.
0615	1	Rated PG-13 for language, including some sexual remarks and drug references.
0616	1	Rated R for strong bloody violence, pervasive language and some sexual content.
0617	1	Rated R for intense drug related violence, graphic heroin use and strong language.
0618	1	Rated PG for some thematic elements.
0619	1	Rated R for violence, language, some drug use and sexuality.
0620	1	Rated R for bizarre violent images throughout.
0621	1	Rated R for language and sex-related humor.
0622	1	Rated R for language, violent and disturbing content including a rape, teen drinking and brief nudity.
0623	1	Rated R for some language, brief nudity and drug use.
0624	1	Rated PG-13 on appeal for mature thematic elements, including drug content and sexuality.
0625	1	Rated R for strong language and sexuality.
0626	1	Rated R for strong violence/gore, language and some sexuality.
0627	1	Rated R for strong horror violence and gore, drug use, language and some sexual content.
0628	1	Rated R for strong sexual content, language, violence and some drug use.
0629	1	Rated R for strong violence, language, sexuality and drug content.
0630	1	Rated R for sexuality and drug use involving teen girls, and for strong language.
0631	1	Rated R for some violence and language.
0632	1	Rated R for brief language.
0633	1	Rated PG-13 for thematic elements.
0634	1	Rated PG-13 for drug content, sexual references and language.
0635	1	Rated R for violence.
0636	1	Rated R for strong violence, some drug use and language.
0637	1	Rated R for strong sexual content including graphic dialogue, a rape, and language.
0638	1	Rated R for language and elements of sexuality.
0639	1	Rated R for some strong sexuality and language.
0640	1	Rated PG-13 for emotional elements and brief nudity.
0641	1	Rated R for violence and language.
0642	1	Rated R for violent and disturbing content, language and some sexuality.
0643	1	Rated PG for brief language and some suggestive humor.
0644	1	Rated R for strong sexuality, violence and language.
0645	1	Rated PG-13 for some sex-related material and nudity.
0646	1	Rated R for violence, language, sexuality and some drug content.
0647	1	Rated R for strong sexual content including graphic nudity and dialogue.
0648	1	Rated R for language, some violence and sexual content.
0649	1	Rated R for strong brutal violence and torture, language and some sexuality/nudity.
0650	1	Rated PG for momentary language.
0651	1	Rated R for some strong sexuality and pervasive language.
0652	1	Rated R for strong sexual content including dialogue and for language.
0653	1	Rated PG for mild language and some elements of sensuality.
0654	1	Rated R for language.
0655	1	Rated R for language and sexuality, including sexual dialogue.
0656	1	Rated R for strong violence and language.
0657	1	Rated PG-13 for brief strong language.
0658	1	Rated PG for mild sensuality and some rude humor.
0659	1	Rated R for strong violence, sexuality and language.
0660	1	Rated PG-13 for material involving violence, some sexual content and smoking.
0661	1	Rated PG-13 for some violence.
0662	1	Rated PG-13 for martial arts action/violence.
0663	1	Rated R for some sexuality, language and a scene of violence.
0664	1	Rated R for violent content, language and a scene of sexuality.
0665	1	Rated PG for a brief violent image, some sensuality, language and incidental smoking.
0666	1	Rated PG for language and thematic elements.
0667	1	Rated R for a scene of sexuality and nudity.
0668	1	Rated R for violence, disturbing images and language.
0669	1	Rated R for brief grisly violence, pervasive strong language and a sex scene.
0670	1	Rated PG-13 for violence, disaster images and brief strong language.
0671	1	Rated PG-13 for intense action violence.
0672	1	Rated R for strong horror violence and language.
0673	1	Rated R for strong violence, pervasive language and some sexual content.
0674	1	Rated PG-13 for sexual content, language, crude humor and some drug references.
0675	1	Rated R for strong drug content, sexuality, language and some violence.
0676	1	Rated PG-13 for violence, some sexual content and brief strong language.
0677	1	Rated PG-13 for some sequences of intense war violence and torture.
0678	1	Rated R for violence and language.
0679	1	Rated R for some sexuality and language.
0680	1	Rated PG-13 for language and crude humor.
0681	1	Rated R for violent and drug content.
0682	1	Rated R for strong sexuality and nudity, language and some disturbing content.
0683	1	Rated R for violence, language and brief nudity.
0684	1	Rated PG-13 for reckless and illegal behavior involving teens, violence, language and sexual content.
0685	1	Rated R for strong sexual content involving teens, drug use and language.
0686	1	Rated PG for language, thematic elements and some teen smoking.
0687	1	Rated R for language and sexuality.
0688	1	Rated R for crude and sex-related material, pervasive language and some violence.
0689	1	Rated R for language and sexuality.
0690	1	Rated PG-13 for mature thematic elements including sexual situations, language, drunkenness, and brief domestic violence.
0691	1	Rated R for sexuality/nudity and language.
0692	1	Rated PG-13 for elements of violence/terror and for brief drug material.
0693	1	Rated R for strong sexual content, drug use and language.
0694	1	Rated R for sexual content, nudity and language.
0695	1	Rated R for war violence.
0696	1	Rated R for strong sexual content and language.
0697	1	Rated R for violence, language and some sexuality.
0698	1	Rated R for strong violence, drug use, sexuality and language.
0699	1	Rated R for strong sexual content, language, some drug and alcohol use - all involving teens.
0700	1	Rated PG for some mild language and thematic elements.
0701	1	Rated R for violence and language.
0702	1	Rated R for language, some violence and nudity.
0703	1	Rated R for some language.
0704	1	Rated R for violence, sexual material, language and drug content.
0705	1	Rated R for strong sexual content, brief nudity, and language including some disturbing dialogue.
0706	1	Rated R for language, some sexuality and violent images.
0707	1	Rated PG for thematic elements including suggestive material, and mild language.
0708	1	Rated R for some battle violence.
0709	1	Rated R for language.
0710	1	Rated R for brutal rape, language, some sexual content and drug use. (edited version); Rated NC-17 for a brutal rape. (original theatrical version)
0711	1	Rated R for language.
0712	1	Rated PG-13 for strong animated violence.
0713	1	Rated R for pervasive strong violence, language and drugs, and for strong scenes of sexuality.
0714	1	Rated R for pervasive language and brief sexual images.
0715	1	Rated R for strong violence/gore, language, substance abuse and brief sexuality/nudity.
0716	1	Rated R for some violence.
0717	1	Rated PG for thematic elements and some emotional moments.
0718	1	Rated PG for some mild language and innuendo.
0719	1	Rated R for strong sexual content, language and a drug scene.
0720	1	Rated R for language, drug content and brief nudity.
0721	1	Rated R for language and some sexual content.
0722	1	Rated R for a scene of sexuality.
0723	1	Rated R for some language.
0724	1	Rated R for strong violent content and language, and for some sexuality and drug content.
0725	1	Rated R for strong language, a sex scene and some violence.
0726	1	Rated R for language and some sexuality.
0727	1	Rated PG-13 for some violence and brief partial nudity.
0728	1	Rated R for strong grisly bloody violence, disturbing images, sexual content and language.
0729	1	Rated R for violence, disturbing images and brief language.
0730	1	Rated R for horror violence and language.
0731	1	Rated R for strong sexuality, violence and language.
0732	1	Rated R for violence, language and some sexuality.
0733	0	<NULL>
0734	1	Rated R for strong language.
0735	1	Rated R for language.
0736	1	Rated R for brutal bloody violence, strong and aberrant sexual content, nudity, pervasive language and drug use.
0737	1	Rated R for sexual content, nudity, language and a brief violent image.
0738	1	Rated R for continuous brutal and gory violence, and for brief language.
0739	1	Rated PG-13 for sensuality and a scene of violence.
0740	1	Rated R for sexuality/nudity.
0741	1	Rated R for strong bloody zombie violence and gore, language, sexual references and brief drug use.
0742	1	Rated R for some sexuality.
0743	1	Rated R for violence/mayhem, pervasive language and some drug content.
0744	1	Rated R for language, drug use, and perverse sexual behavior including violence and nudity.
0745	0	<NULL>
0746	1	Rated PG for some mild thematic elements and language.
0747	1	Rated PG-13 for fantasy violence and scary images.
0748	1	Rated PG for some language and a disturbing image.
0749	1	Rated PG-13 for language.
0750	1	Rated R for some language.
0751	1	Rated R for strong crude sexual content and humor, language and some drug content.
0752	1	Rated R for violence and some language.
0753	1	Rated R for language, drug use and sexual references.
0754	1	Rated PG-13 for sexual content, language and brief violence.
0755	1	Rated R for violence, language and brief sexuality/nudity.
0756	1	Rated R for violence/gore, strong language, drug use and some nudity.
0757	1	Rated R for language, some drug content and brief nudity.
0758	1	Rated R for frenetic strong bloody violence throughout, crude and graphic sexual content, nudity and pervasive language.
0759	1	Rated PG-13 for sci-fi action violence.
0760	1	Rated R for bloody battles and carnage.
0761	1	Rated PG for violence and language.
0762	1	Rated R for language and some violence.
0763	1	Rated PG-13 for intense prolonged sequences of disaster and peril.
0764	1	Rated R for strong sci-fi violence and gore, and for language.
0765	1	Rated PG for violence, language and some thematic material. (2003 re-rating)
0766	1	Rated PG-13 for violence.
0767	1	Rated PG-13 for martial arts action violence and some crude/sexual humor.
0768	1	Rated R for some sexuality, language, brief drug use involving minors, and a sexual assault.
0769	1	Rated R for some disturbing behavior, sexuality, nudity and some language.
0770	1	Rated R for language, sexual content, drug use and brief violence.
0771	1	Rated PG-13 for sexual humor and drug content.
0772	1	Rated PG-13 for sexual content and brief strong language.
0773	1	Rated R for violence/gore and some nudity.
0774	1	Rated R for language, some sexuality/nudity and underage drinking. (2004 re-rating)
0775	1	Rated R for creature violence/gore and language.
0776	1	Rated R for language.
0777	1	Rated R for some violent and disturbing images.
0778	1	Rated R for violence, language and brief nudity.
0779	1	Rated R for violence, language and brief sexuality.
0780	1	Rated R for language, drug use and some sexual content.
0781	1	Rated R for strong sexuality, language and drug content.
0782	1	Rated R for violent images and language.
0783	1	Rated R for language, violent images and some sexuality.
0784	1	Rated R for strong sexual content and language.
0785	1	Rated R for strong sexual content and language.
0786	1	Rated R for strong bloody violence/gore, and language.
0787	1	Rated R for disturbing content involving sexual exploitation of a child, language, sexual content and some drug use.
0788	1	Rated R for drug use, pervasive language and some violence.
0789	1	Rated R for language, some violence and sexual material.
0790	1	Rated R for pervasive strong violence.
0791	1	Rated R for drug and alcohol use, violent images, sexuality and language - all involving teens.
0792	1	Rated PG-13 for a sexual situation.
0793	1	Rated R for war-related violent images, and some sexuality and language.
0794	1	Rated R for strong sexuality, graphic nudity and language.
0795	1	Rated R for some strong sexuality and language.
0796	1	Rated R for nudity and a scene of sensuality.
0797	1	Rated R for strong bloody violence, and pervasive language including sexual references.
0798	1	Rated R for strong sexual content including dialogue, and for language.
0799	1	Rated R for sexuality and language.
0800	1	Rated R for sexual content, nudity and language.
0801	1	Rated PG-13 for violence and horror images. (2004 re-rating)
0802	1	Rated PG-13 for vampire violence and some sexuality.
0803	1	Rated PG for mild thematic elements.
0804	1	Rated R for strong pervasive violence/gore, and for language.
0805	1	Rated R for language.
0806	1	Rated R for strong action violence.
0807	1	Rated R for language.
0808	1	Rated R for violence, language and a scene of sexuality.
0809	1	Rated PG for sequences of fantasy action violence.
0810	1	Rated R for violence and language.
0811	0	<NULL>
0812	1	Rated R for language, drug use and some sexuality.
0813	1	Rated NC-17 for strong, explicit, sado-masochistic sexuality.
0814	1	Rated R for crude and sexual humor, language and some drug content.
0815	1	Rated PG-13 for intense action violence and brief language.
0816	1	Rated PG-13 for brief strong language and some sexual references.
0817	1	Rated PG-13 for sexual references and brief nudity.
0818	1	Rated R for some violence.
0819	1	Rated R for strong violence, some grisly images, sexual content and language.
0820	1	Rated R for disturbing violent content, language, brief sexuality and drug use - all involving teens.
0821	1	Rated PG-13 for some sex-related humor.
0822	1	Rated R for violence, pervasive language, some sexuality and brief drug use.
0823	1	Rated R for violence, strong language and brief nudity. (also collector&#x27;s series)
0824	1	Rated PG-13 for some innuendo.
0825	1	Rated PG-13 for mature thematic material involving disturbing violent content and images, and some language.
0826	1	Rated R for violence and language.
0827	1	Rated PG-13 for sexual content, including some frank dialogue, language and smoking.
0828	1	Rated PG for thematic elements including bullying, some peril and mild language.
0829	1	Rated R for language.
0830	1	Rated R for violence including an intense brutal rape scene, sexuality, language and drug use.
0831	1	Rated PG-13 for some sexual and crude content, and language,including a drug reference.
0832	1	Rated R for some violent content, a scene of sexuality and language.
0833	1	Rated PG for thematic elements, language and sensuality.
0834	1	Rated R for violence and language.
0835	1	Rated PG for adventure violence.
0836	1	Rated R for brief language.
0837	1	Rated PG for mild thematic elements.
0838	1	Rated R for a strong sex scene, and for language and some violence.
0839	1	Rated R for language, brief strong violence and some sexual images.
0840	1	Rated PG-13 for war violence and brief language.
0841	1	Rated R for language.
0842	1	Rated PG for some mild language and violence in a family drama.
0843	1	Rated PG for mild thematic elements.
0844	1	Rated R for strong gory violence, sexuality, nudity, some language and drug content.
0845	1	Rated R for a violent scene with nudity.
0846	1	Rated R for sexual content, nudity and language.
0847	1	Rated R for strong sexuality and sexual dialogue.
0848	1	Rated R for language and sex-related material.
0849	1	Rated R for violence, a strong sex scene, language and some drug use.
0850	1	Rated R for language and some violence.
0851	1	Rated R for language, violence, some sexual content and brief drug use.
0852	1	Rated R for language and sexual content.
0853	1	Rated R for violence and some language.
0854	1	Rated PG-13 for violence, brief nudity and some language.
0855	1	Rated R for bloody horror violence and language.
0856	1	Rated R for some intense images of sexuality and opium use.
0857	1	Rated PG-13 for sci-fi action and crude humor.
0858	1	Rated R for language, sexuality, drug use and some violence.
0859	1	Rated R for sexual content, nudity and some language.
0860	1	Rated R for strong violence, sexuality and language.
0861	1	Rated R for strong sexuality, some violent moments and language.
0862	1	Rated R for language and some violence.
0863	1	Rated R for horror violence, sexual content, nudity and some language.
0864	1	Rated PG-13 for drug use and sensuality/nudity.
0865	1	Rated PG for themes and mild language.
0866	1	Rated R for strong sexual content and language, and for some violence and drug use.
0867	1	Rated R for violence, language and brief sexuality.
0868	1	Rated PG-13 for mature thematic material and brief strong language.
0869	1	Rated R for horror violence and gore.
0870	1	Rated R for vampire violence/gore, language and drug material.
0871	1	Rated R for strong horror violence and brief nudity.
0872	1	Rated R for language and brief sexuality.
0873	1	Rated R for language.
0874	1	Rated PG-13 for brief strong language.
0875	1	Rated R for violent and disturbing images.
0876	1	Rated R for sci-fi violence and some sexuality.
0877	1	Rated PG-13 for a fight scene, some images of nudity and a suggestive reference.
0878	1	Rated PG-13 for stylized action violence.
0879	1	Rated PG-13 for some language and sexual content.
0880	1	Rated PG-13 for brief war violence, sexual content, language and smoking.
0881	1	Rated R for violence and brief strong language.
0882	1	Rated PG-13 for violence, terror and disturbing images.
0883	1	Rated PG-13 for intense sequences of action/adventure violence and some frightening images.
0884	1	Rated R for sci-fi violence and brief sexual content.
0885	1	Rated R for language and violence.
0886	1	Rated R for strong violence and language.
0887	1	Rated PG-13 for some violence and a scene of sensuality.
0888	1	Rated R for pervasive language, sexual content and drug use.
0889	1	Rated PG-13 for sensuality.
0890	1	Rated PG-13 for off-color humor.
0891	1	Rated R for strong language.
0892	1	Rated R for strong crude and sexual content, nudity, drug use and pervasive language.
0893	1	Rated PG-13 on appeal for sexuality/nudity, brief language and thematic elements.
0894	1	Rated R for language and some violence.
0895	1	Rated PG-13 for sex-related material and language.
0896	1	Rated R for an abundance of outrageous gore.
0897	1	Rated PG-13 for thematic material, including intense/frightening sequences and disturbing images.
0898	1	Rated R for language and some scenes of violence.
0899	1	Rated R for strong violence and language.
0900	1	Rated PG-13 for strong action violence, brief strong language and some sensuality.
0901	1	Rated R for moments of strong violence, a graphic sex scene and some language.
0902	1	Rated PG-13 for intense sequences of action violence.
0903	1	Rated PG-13 for violence, terror situations, language and some sexual references.
0904	1	Rated R for strong horror violence/gore, language and some nudity.
0905	1	Rated R for language.
0906	1	Rated PG-13 for some sexual content.
0907	1	Rated R for pervasive strong language and some violence, drugs and drinking.
0908	1	Rated R for strong sexuality and language, and for some drug content.
0909	1	Rated R for violence, language and some sexual content.
0910	0	<NULL>
0911	1	Rated R for some sexual content.
0912	1	Rated R for some language and brief nudity.
0913	1	Rated PG-13 for thematic elements, sensuality, language and a drug reference.
0914	1	Rated R for some strong sexual content, language and brief drug use.
0915	1	Rated PG for some frightening images and sequences of fantasy action.
0916	1	Rated R for language, some drug content and brief nudity.
0917	1	Rated R for language, some creature violence and brief nudity.
0918	1	Rated PG-13 for brief strong language.
0919	1	Rated PG-13 for western violence. (re-rated)
0920	1	Rated R for strong violence, language and some drug use.
0921	1	Rated PG for some sci-fi monster violence.
0922	1	Rated R for language and some sexuality.
0923	1	Rated R for violence and language.
0924	1	Rated PG-13 for language.
0925	1	Rated R for violence, language and drug use.
0926	1	Rated PG-13 for war violence. (2006 re-rating)
0927	1	Rated PG for mild thematic elements and language.
0928	1	Rated R for pervasive language, some violent content and sexual material.
0929	1	Rated R for pervasive strong language, some sexuality and violence.
0930	1	Rated R for violence, language and some drug use.
0931	1	Rated R for nudity, brief graphic sexuality and strong language.
0932	1	Rated PG for thematic material.
0933	1	Rated R for strong sexual content and language.
0934	1	Rated PG-13 for violence.
0935	1	Rated PG for thematic elements, mild sensuality and language.
0936	1	Rated PG for sci-fi monster violence and some language.
0937	1	Rated R for language, drug use and sexuality.
0938	1	Rated PG-13 for thematic elements, and some intense sequences of violence.
0939	1	Rated R for language.
0940	1	Rated R for sexuality, nudity, violence and some drug use.
0941	1	Rated PG-13 for some violence.
0942	1	Rated R for strong violence and gore, sexuality and language.
0943	1	Rated R for horror violence and gore.
0944	1	Rated R for some sexuality.
0945	1	Rated R for strong violence and some language.
0946	1	Rated R for some sexual content, nudity and language.
0947	1	Rated R for violence and some language.
0948	1	Rated R for strong violence, and sexual content including nudity.
0949	1	Rated R for language and some violence.
0950	1	Rated R for strong sexuality and language, and for some drug use and violence.
0951	1	Rated R for sexual content including dialogue, nudity and language.
0952	1	Rated R for brief disturbing content.
0953	1	Rated R for some language, sexuality and violence.
0954	1	Rated R for sexuality, brief language, and some drug use.
0955	1	Rated R for strong language, sexuality, and some violence and drug use.
0956	1	Rated NC-17 for strong, explicit sexuality.; Rated R for strong sexuality. (edited version)
0957	1	Rated R for horror violence, some sexual content and language.
0958	1	Rated PG-13 for some sexual content.
0959	1	Rated PG-13 for crude humor and sexual references.
0960	1	Rated PG for sci-fi violence and mild language.
0961	1	Rated R for sequences of grisly bloody violence and torture, language and brief nudity.
0962	1	Rated PG-13 for a scene of sexuality, and for brief language.
0963	1	Rated R for language and some violence.
0964	1	Rated R for language throughout.
0965	1	Rated R for language and drug content.
0966	1	Rated R for some language and brief violence. (also director&#x27;s cut)
0967	1	Rated PG-13 for continuous crude and sexual humor, including language.
0968	1	Rated PG-13 for sci-fi action including some startling images.
0969	1	Rated R for drug use, self destructive violence, language and sexuality - all involving young teens.
0970	1	Rated PG-13 for some intense sci-fi action.
0971	1	Rated R for brutal violence and terror, brief nudity and language.
0972	1	Rated R for disturbing violent content, brief nudity and language.
0973	1	Rated PG-13 for comic action violence and crude humor.
0974	1	Rated R for sexuality including strong sexual dialogue, language and some drug content.
0975	1	Rated PG for mild thematic elements.
0976	1	Rated R for terror violence/gore, language and brief nudity.
0977	1	Rated PG-13 for sex-related humor, language and some drug content.
0978	1	Rated PG for some mild crude humor.
0979	1	Rated PG-13 for action violence.
0980	1	Rated PG-13 for frenetic disaster action and violence.
0981	1	Rated R for strong bloody violence throughout, language, some sexual content and nudity.
0982	1	Rated R for language.
0983	1	Rated PG-13 for intense sequences of action violence and some sensuality.
0984	1	Rated R for language, violence and sensuality.
0985	1	Rated R for language, some sexual content and nudity.
0986	1	Rated R for strong language and several scenes of violence.
0987	1	Rated R for violence.
0988	1	Rated R for some violence/disturbing images, language and a scene of sexuality.
0989	1	Rated PG-13 for violence and scary images.
0990	1	Rated R for sexual content and language.
0991	1	Rated R for intense violent sequences, language and some sexuality.
0992	1	Rated R for strong violence, language and some sexuality.
0993	1	Rated PG-13 for some violent sequences.
0994	1	Re-rated G; originally rated PG for brief mild language.
0995	1	Rated R for language.
0996	1	Rated PG-13 for violence, disturbing images and terror.
0997	1	Rated R for strong grisly violent content and some language/sexual references.
0998	1	Rated R for strong violence and gore, sexuality, language and brief drug use.
0999	1	Rated R for language, a scene of sexuality and some violence.
1000	1	Rated PG-13 for language, brief nudity/sexuality, some violence and a drug reference.
1001	1	Rated PG-13 for violence/terror, disturbing images, thematic elements and some language.
1002	1	Rated PG for occasional crude and suggestive humor and language.
1003	1	Rated PG for language and some suggestive dialogue.
1004	1	Rated R for terror/violence.
1005	1	Rated R for some scenes of strong brutal violence and some related nudity.
1006	1	Rated PG-13 for sci-fi action violence and peril and a scene of sexual content.
1007	1	Rated R for moments of extremely graphic sexuality.
1008	1	Rated R for disturbing violent content, some sexuality and language.
1009	1	Rated R for language and a scene of sensuality.
1010	1	Rated R for language.
1011	1	Rated PG-13 for some nudity and off-color humor.
1012	1	Rated R for violent and disturbing content, language and some sexuality/nudity.
1013	1	Rated R for drug use and language throughout, strong crude and sexual humor, and nudity.
1014	1	Rated PG-13 for language, sexual material and drug content.
1015	1	Rated R for language and politically-generated violence.
1016	1	Rated PG for some brief language and suggestive humor.
1017	1	Rated R for strong crude and sexual content, nudity, language, some drug and alcohol use - all involving teens.
1018	1	Rated R for intense disturbing violence, sexuality and pervasive strong language.
1019	1	Rating surrendered; previously rated NC-17.
1020	1	Rated R for sexuality and drug use, including scenes involving children, and for language.
1021	1	Rated R for language and some aberrant sexual content.
1022	1	Rated R for strong bloody violence, some graphic sexual content, language and drug material.; Rated R for strong bloody violence, some graphic sexual content, nudity, language and drug material. (killer cut)
1023	1	Rated PG-13 for action violence, brief strong language, some sensuality and drug content.
1024	1	Rated PG-13 for action violence.
1025	1	Rated R for creature violence and language.
1026	1	Rated PG-13 for terror, some sexuality and language.
1027	1	Rated NC-17 for nudity and erotic sexuality throughout, and for some graphic language and sexual violence.; Rated R for strong sexuality, nudity, language, a rape scene and drug use. (edited version)
1028	1	Rated PG-13 for intense thematic material, some violence and brief language.
1029	1	Rated PG-13 for some sexual material
1030	1	Rated R for violence, sexuality and language.
1031	1	Rated PG-13 for some mature sexual situations, partial nudity, disturbing images and brief drug content.
1032	1	Rated PG for fantasy action violence.
1033	1	Rated R for strong bloody violence and language.
1034	1	Rated PG-13 for language including some sexual material and a drug reference.
1035	1	Rated R for strong violence, language and drug use.
1036	1	Rated R for pervasive graphic war violence, and for language. (also director&#x27;s cut)
1037	1	Rated R for strong horror violence and gore, and language.
1038	1	Rated R for strong violence/gore, language and sexuality.
1039	1	Rated PG-13 for crude and sexual humor, language and some drug content.
1040	1	Rated R for language, some graphic nudity and brief drug material.
1041	1	Rated PG for some rude humor, language and some scary action.
1042	1	Rated R for violence and language.
1043	1	Rated PG for mild sci-fi action.
1044	1	Rated R for language, some violence and sexual content.
1045	1	Rated PG-13 for ribald humor.
1046	1	Rated R for strong violence, language and some sexuality.
1047	1	Rated PG for thematic elements and brief language.
1048	1	Rated PG for sci-fi action and mild language.
1049	1	Rated R for violence, some language and brief nudity.
1050	1	Rated R for brutal violence, pervasive language and brief nudity.
1051	1	Rated R for strong sexual content and language.
1052	1	Rated PG-13 for violence, sexual content and language. (on appeal)
1053	1	Rated PG-13 for sequences of intense sci-fi action violence.
1054	1	Rated R for crude sexual and bizarre humor, and for strong language.
1055	1	Rated PG for language and mild thematic elements.
1056	1	Rated R for sequences of strong violence and language.
1057	1	Rated PG-13 for mature thematic material including teen drinking, sexuality, language and crude behavior.
1058	1	Rated R for bloody violence and language.
1059	1	Rated PG-13 for action violence and drug content. (2006 video version)
1060	1	Rated R for violence and some language.
1061	1	Rated PG for language and some thematic elements.
1062	1	Rated PG-13 for intense life/death situations and brief strong language.
1063	1	Rated R for some sexuality.
1064	1	Rated R for a brief but strong sex scene.
1065	1	Rated PG for intense adventure action and some scary moments.; Rated PG-13 for some bloody sci-fi violence. (special edition)
1066	1	Rated R for sexuality, language and a scene of violence.
1067	1	Rated PG-13 for some sensuality.
1068	1	Rated R for strong graphic battles, a rape and some language.
1069	1	Rated R for some sexuality and language.
1070	1	Rated PG-13 for crude and sexual content throughout, brief strong language and comic violence. (edited; originally Rated R for some sexual content and language.)
1071	1	Rated R for violence and some sexuality.
1072	0	<NULL>
1073	1	Rated R for strong violence, disturbing situations, language, sexuality and nudity.
1074	1	Rated R for language and brief drug use.
1075	1	Rated R for language and combat violence.
1076	1	Rated R for language and some nudity.
1077	1	Rated R for language.
1078	1	Rated R for strong language and crude sex-related humor.
1079	1	Rated PG for action sequences.
1080	1	Rated PG-13 for sexual content and thematic issues.
1081	1	Rated PG-13 for violence, teen drinking and smoking, and some sexual reference. (edited version)
1082	1	Rated PG-13 for disaster related peril and gore.
1083	1	Rated R for graphic images relating to sexual violence including a strong rape scene, some perverse sexuality, nudity and language
1084	1	Rated PG-13 for language and some sexual content.
1085	1	Rated PG-13 for brief strong language.
1086	1	Rated R for torture/violence and language.
1087	1	Rated R for violence/strong graphic images, language and sexual content. (re-rating)
1088	1	Rated R for violence and some language.
1089	1	Rated PG-13 for sex related humor, language and some drug content.
1090	1	Rated R for intense terror violence and gore, strong language and some drug use.
1091	1	Rated R for language, some sexuality and nudity.
1092	1	Rated PG-13 for irreverent humor throughout.
1093	1	Rated R for violence, pervasive drug content and language, nudity and sexuality.
1094	1	Rated R for language and sexuality.
1095	1	Rated PG-13 for sci-fi action/violence, some sexuality and brief language.
1096	1	Rated PG-13 for intense sequences of violence, disturbing thematic material, sexual content, some drug references and language.
1097	1	Rated R for strong brutal violence, pervasive strong language, drug use and some sexuality.
1098	1	Rated PG-13 for martial arts violence and some sexuality.
