movie	msn	mpaa_rating
1727	1	PG
1728	1	R
1729	1	R
1730	0	<NULL>
1731	0	<NULL>
1732	0	<NULL>
1733	0	<NULL>
1734	1	R
1735	1	R
1736	1	R
1737	1	R
1738	1	R
1739	0	<NULL>
1740	1	PG
1741	1	R
1742	1	R
1743	1	PG
1744	1	R
1745	1	PG
1746	1	R
1747	1	R
1748	0	<NULL>
1749	1	R
1750	1	PG
1751	1	PG
1752	0	<NULL>
1753	1	PG
1754	1	PG
1755	1	R
1756	0	<NULL>
1757	1	R
1758	1	PG
1759	0	<NULL>
1760	1	PG
1761	0	<NULL>
1762	1	PG
1763	1	R
1764	1	R
1765	1	PG
1766	0	<NULL>
1767	1	NR
1768	1	R
1769	1	R
1770	1	NC17
1771	1	R
1772	1	R
1773	1	R
1774	1	R
1775	1	PG
1776	1	G
1777	1	PG
1778	1	NR
1779	1	R
1780	1	R
1781	1	PG13
1782	1	NR
1783	0	<NULL>
1784	1	NR
1785	1	NR
1786	1	G
1787	1	NR
1788	1	PG
1789	0	<NULL>
1790	1	NR
1791	0	<NULL>
1792	1	NR
1793	0	<NULL>
1794	0	<NULL>
1795	0	<NULL>
1796	0	<NULL>
1797	1	PG
1798	1	NR
1799	0	<NULL>
1800	1	PG
1801	1	R
1802	1	PG
1803	1	PG
1804	1	PG13
1805	1	R
1806	1	PG13
1807	1	R
1808	1	PG
1809	1	PG13
1810	1	PG13
1811	1	PG
1812	1	PG
1813	1	NR
1814	1	R
1815	1	PG
1816	1	R
1817	1	R
1818	0	<NULL>
1819	1	PG13
1820	1	NR
1821	1	NR
1822	1	NR
1823	1	PG
1824	1	PG13
1825	1	PG
1826	1	R
1827	1	R
1828	0	<NULL>
1829	1	PG
1830	1	PG13
1831	1	R
1832	1	R
1833	1	R
1834	1	NR
1835	1	R
1836	1	R
1837	1	R
1838	1	PG13
1839	1	PG13
1840	1	PG13
1841	1	R
1842	1	NR
1843	1	NR
1844	1	PG13
1845	1	NR
1846	1	R
1847	1	R
1848	1	NR
1849	1	NR
1850	1	R
1851	1	PG13
1852	1	R
1853	1	PG13
1854	1	R
1855	1	PG
1856	1	R
1857	1	R
1858	1	NR
1859	1	PG
1860	1	R
1861	1	PG13
1862	1	R
1863	1	PG13
1864	1	PG13
1865	1	PG
1866	1	R
1867	1	PG
1868	1	R
1869	1	NR
1870	1	R
1871	1	PG13
1872	1	R
1873	1	PG13
1874	1	PG13
1875	1	R
1876	1	R
1877	1	R
1878	1	R
1879	1	R
1880	1	NR
1881	1	R
1882	1	PG13
1883	1	R
1884	1	PG13
1885	1	NR
1886	1	G
1887	1	PG
1888	1	PG
1889	1	R
1890	1	NR
1891	1	PG13
1892	1	PG13
1893	1	R
1894	1	PG13
1895	1	PG13
1896	1	NR
1897	1	G
1898	1	R
1899	1	G
1900	1	PG13
1901	1	PG13
1902	1	PG
1903	1	NR
1904	1	NR
1905	1	R
1906	1	PG13
1907	1	NR
1908	1	R
1909	1	PG13
1910	1	PG13
1911	1	R
1912	1	PG
1913	1	NR
1914	1	NR
1915	1	PG13
1916	1	PG13
1917	1	NR
1918	1	PG13
1919	1	R
1920	1	R
1921	1	PG
1922	1	NR
1923	1	R
1924	1	PG13
1925	1	R
1926	1	R
1927	1	PG
1928	1	PG13
1929	1	NR
1930	1	R
1931	1	R
1932	1	R
1933	1	R
1934	1	R
1935	1	R
1936	1	R
1937	1	NR
1938	1	R
1939	1	NR
1940	1	R
1941	1	PG13
1942	1	PG13
1943	1	NR
1944	1	NR
1945	1	R
1946	1	PG13
1947	1	PG
1948	1	NR
1949	1	R
1950	1	R
1951	1	R
1952	1	G
1953	1	PG13
1954	1	G
1955	1	NR
1956	1	G
1957	1	PG13
1958	1	PG13
1959	1	R
1960	1	R
1961	1	PG
1962	1	NR
1963	1	NR
1964	1	NR
1965	1	R
1966	1	PG13
1967	1	R
1968	1	R
1969	1	PG13
1970	1	PG
1971	1	PG13
1972	1	NR
1973	1	R
1974	1	NR
1975	1	PG
1976	1	PG13
1977	1	R
1978	1	R
1979	1	PG13
1980	1	PG13
1981	1	R
1982	1	PG13
1983	1	R
1984	1	PG13
1985	1	PG13
1986	1	PG13
1987	1	NR
1988	1	PG13
1989	1	G
1990	1	R
1991	1	NR
1992	0	<NULL>
1993	1	NR
1994	1	NR
1995	0	<NULL>
1996	1	R
1997	0	<NULL>
1998	1	NR
1999	1	R
