movie	boxofficemojo	director
1038	1	Todd Phillips
1039	1	Steven Soderbergh
1040	1	Robert Luketic
1041	1	Martin Scorsese
1042	1	Stephen Kessler
1043	1	Andrew Bergman
1044	1	Andy Tennant
1045	1	Paul Verhoeven
1046	1	Wayne Kramer
1047	1	Curtis Hanson
1048	1	George Sidney
1049	1	Raja Gosnell
1050	1	Gore Verbinski
1051	1	Robert Rodriguez
1052	1	Tony Richardson
1053	1	Christopher McQuarrie
1054	1	Robert Rodriguez
1055	1	James Mangold
1056	1	Roger Kumble
1057	1	Kevin Smith
1058	1	Joe Roth
1059	1	Wayne Kramer
1060	1	Sidney Lumet
1061	1	Steven Spielberg
1062	1	Joel Schumacher
1063	1	Iain Softley
1064	1	Tim Robbins
1065	1	Bill Condon
1066	1	Paul Schrader
1067	1	Ron Howard
1068	1	Shawn Levy
1069	1	Don Bluth
1070	1	Roman Polanski
1071	1	Robert Altman
1072	1	James Ivory
1073	1	Jonathan Demme
1074	13	Olivier Assayas*	Gurinder Chadha*	Ethan Coen*	Joel Coen*	Wes Craven*	Alfonso Cuaron*	Gerard Depardieu*	Christopher Doyle*	Richard LaGravenese*	Alexander Payne*	Walter Salles*	Tom Tykwer*	Gus Van Sant*
1075	1	Julie Delpy
1076	1	James Ivory
1077	1	James Ivory
1078	1	Steven Spielberg
1079	1	Steven Spielberg
1080	1	Jon Turteltaub
1081	1	Simon West
1082	1	Robert Zemeckis
1083	1	Breck Eisner
1084	1	Jan DeBont
1085	1	Steven Brill
1086	1	Walter Hill
1087	1	Michael Mann
1088	1	Clint Eastwood
1089	1	Bennett Miller
1090	1	Clint Eastwood
1091	1	Michael Apted
1092	1	Michael Caton-Jones
1093	1	Nick Cassavetes
1094	1	Rob Reiner
1095	1	Richard Linklater
1096	1	Peter Jackson
1097	1	Peter Medak
1098	1	Andrew Davis
1099	1	Clark Johnson
1100	1	Barry Sonnenfeld
1101	1	Richard Donner
1102	1	McG
1103	1	David Zucker
1104	1	Rob Bowman
1105	1	David Zucker
1106	1	Joe Carnahan
1107	1	Brian De Palma
1108	1	Michael Mann
1109	1	Peter Segal
1110	1	Brad Silberling
1111	1	Barry Sonnenfeld
1112	1	Betty Thomas
1113	1	Ernest R. Dickerson
1114	1	Clive Donner
1115	1	Gilbert Adler
1116	1	Bryan Spicer
1117	1	Betty Thomas
1118	1	Tim Hill
1119	1	Brad Silberling
1120	1	Raja Gosnell
1121	1	Peter Hewitt
1122	1	Frederik Du Chau
1123	1	Tim Hill
1124	1	Peter Chelsom
1125	1	Peter Jackson
1126	1	Rob Minkoff
1127	1	Rob Minkoff
1128	1	Tim Hill
1129	1	Cameron Crowe
1130	1	Kevin Smith
1131	1	James Wong
1132	1	Jim Abrahams
1133	1	The Farrelly Bros.
1134	1	Sheldon Lettich
1135	1	Spike Jonze
1136	1	Brian De Palma
1137	1	Andy Tennant
1138	1	Ringo Lam
1139	1	Peter Medak
1140	1	Wes Anderson
1141	1	John Stockwell
1142	1	Stephen Sommers
1143	1	Neil Jordan
1144	1	Len Wiseman
1145	1	Len Wiseman
1146	1	David Slade
1147	2	Jason Friedberg	Aaron Seltzer
1148	1	Joel Schumacher
1149	1	John Carpenter
1150	1	Wes Craven
1151	1	Paul Weitz
1152	1	Matt Reeves
1153	1	Mel Brooks
1154	1	Tony Scott
1155	1	Kathryn Bigelow
1156	1	Uwe Boll
1157	1	Guillermo del Toro
1158	1	Chan-wook Park
1159	1	Mike Newell
1160	1	Paul W.S. Anderson
1161	1	Roland Joffe
1162	1	Uwe Boll
1163	1	Andrzej Bartkowiak
1164	1	Uwe Boll
1165	1	James Yukich
1166	1	Charles Stone III
1167	1	Andy & Larry Wachowski
1168	1	Andy & Larry Wachowski
1169	1	Andy & Larry Wachowski
1170	1	Brett Leonard
1171	1	Iain Softley
1172	1	Alejandro Amenabar
1173	1	Nick Hurran
1174	1	Steven Spielberg
1175	1	Quentin Tarantino
1176	1	Steven Spielberg
1177	1	Bryan Singer
1178	1	Jean-Jacques Annaud
1179	1	John Woo
1180	1	Terence Malick
1181	1	Clint Eastwood
1182	1	Edward Zwick
1183	1	Gregory Hoblit
1184	1	Clint Eastwood
1185	1	John Dahl
1186	1	Spike Lee
1187	1	Keith Gordon
1188	1	David Dobkin
1189	1	Charles Shyer
1190	1	Gary Winick
1191	1	Malcolm D. Lee
1192	1	Garry Marshall
1193	1	Andy Fickman
1194	1	Rick Famuyiwa
1195	1	Andrew Fleming
1196	1	Rick Famuyiwa
1197	1	P.J. Hogan
1198	1	Mira Nair
1199	1	Jonathan Demme
1200	1	Peter Berg
1201	1	Ang Lee
1202	1	Edward Burns
1203	1	Max Winkler
1204	1	Mike Nichols
1205	1	Joe Johnston
1206	1	Wes Craven
1207	1	Joe Dante
1208	1	Neil Jordan
1209	1	James Isaac
1210	1	Catherine Hardwicke
1211	1	Kevin Costner
1212	1	Clint Eastwood
1213	1	Kevin Costner
1214	1	James Mangold
1215	1	Clint Eastwood
1216	1	Lawrence Kasdan
1217	1	Ron Howard
1218	1	Lawrence Kasdan
1219	1	John Lee Hancock
1220	1	Simon Wincer
1221	1	Ed Harris
1222	1	Walter Hill
1223	1	Walter Hill
1224	1	Jimmy Hayward
1225	1	Alan J. Pakula
1226	1	Tommy Lee Jones
1227	1	Sngmoo Lee
1228	1	Walter Hill
1229	1	Michael Winterbottom
1230	1	Stephen Frears
1231	2	Ethan Coen	Joel Coen
1232	1	Kelly Reichardt
1233	1	Harald Zwart
1234	1	Ang Lee
1235	1	Andrew Davis
1236	1	Zhang Yimou
1237	1	Andrzej Bartkowiak
1238	1	Louis Leterrier
1239	1	James McTeigue
1240	1	Roland Emmerich
1241	1	Rob Cohen
1242	1	Andrzej Bartkowiak
1243	1	John Woo
1244	1	Olivier Megaton
1245	1	Michael Schultz
1246	1	Ronny Yu
1247	1	Louis Leterrier
1248	1	Sheldon Lettich
1249	1	Robert Harmon
1250	1	Jean-Claude Van Damme
1251	1	Andrew Davis
1252	1	Andrew Davis
1253	1	Stanley Tong
1254	1	Stanley Tong
1255	1	Christophe Gans
1256	1	James Wong
1257	1	James Fargo
1258	1	Mel Gibson
1259	1	Andrew Adamson
1260	1	Andrew Adamson
1261	1	Catherine Hardwicke
1262	1	Alex Kendrick
1263	1	Michael O. Sajbel
1264	1	George Miller
1265	1	Andrew Fleming
1266	1	Peyton Reed
1267	1	Philip Kaufman
1268	1	Doug Liman
1269	1	Robert Zemeckis
1270	1	George A. Romero
1271	1	Wes Craven
1272	1	Mary Lambert
1273	1	John Carpenter
1274	1	Edgar Wright
1275	1	Sam Raimi
1276	1	Sam Raimi
1277	1	George A. Romero
1278	1	Peter Jackson
1279	1	Michael Lehman
1280	1	Andrew Bergman
1281	1	Norman Jewison
1282	1	Michael Lehman
1283	1	Griffin Dunne
1284	1	Marc Webb
1285	1	Adam Brooks
1286	1	Jim Field Smith
1287	1	Martin Ritt
1288	1	Peter Weir
1289	1	Martha Coolidge
1290	1	Stephen Frears
1291	1	Fred Schepisi
1292	1	Jeremiah S. Chechik
1293	1	Garry Marshall
1294	1	Kenneth Branagh
1295	1	Mark Brown
1296	1	Douglas McGrath
1297	1	Chris Columbus
1298	1	Howard Deutch
1299	1	Bruce Beresford
1300	1	Richard Benjamin
1301	1	Luis Mandoki
1302	1	Paul Thomas Anderson
1303	1	Carl Reiner
1304	1	Carl Reiner
1305	1	Michael Apted
1306	1	Andrew Fleming
1307	1	Rob Reiner
1308	1	Robert Altman
1309	1	Nick Castle
1310	1	Ken Kwapis
1311	1	Woody Allen
1312	1	Mark S. Waters
1313	1	Richard Benjamin
1314	1	Ken Kwapis
1315	1	Donald Petrie
1316	1	Rusty Cundieff
1317	1	Ridley Scott
1318	1	Peter Chelsom
1319	1	Scott Winant
1320	1	Albert Brooks
1321	1	Mira Nair
1322	1	Eric Schaeffer
1323	1	Bruce Paltrow
1324	1	Greg Berlanti
1325	1	Bart Freundlich
1326	1	Guy Ritchie
1327	1	Noah Baumbach
1328	1	Michael Showalter
1329	1	Amy Heckerling
1330	1	Griffin Dunne
1331	1	David Gordon Green
1332	1	Michael Winterbottom
1333	1	Beeban Kidron
1334	1	Keith Gordon
1335	1	David Mamet
1336	1	Sean McNamara
1337	1	Errol Morris
1338	1	Michael Moore
1339	1	Errol Morris
1340	1	Sydney Pollack
1341	1	Morgan Spurlock
1342	1	Christopher Bell
1343	1	Steven Soderbergh
1344	1	Ron Howard
1345	1	Jon Favreau
1346	1	Michael Lembeck
1347	1	Seth Gordon
1348	1	Michael Lembeck
1349	1	Joe Roth
1350	1	David Dobkin
1351	1	Richard Donner
1352	1	John Whitesell
1353	1	John D. Hancock
1354	1	Paul Feig
1355	1	Arlene Sanford
1356	1	George Gallo
1357	1	Frank Capra
1358	1	Edwin L. Marin
1359	1	Brian Desmond Hurst
1360	1	Henry Edwards
1361	1	Michael Curtiz
1362	1	George Seaton
1363	1	Peter Godfrey
1364	1	Don Hartman
1365	1	Michael Campus
1366	1	Errol Morris
1367	1	Jonathan Demme
1368	1	Michael Paxton
1369	1	Oliver Stone
1370	1	Jonathan Demme
1371	1	Hank Rogerson
1372	1	Barbet Schroeder
1373	1	Richard LaGravenese
1374	1	Tony Kaye
1375	1	Scott Hicks
1376	1	Martin Scorsese
1377	1	Luis Mandoki
1378	1	Zhang Yimou
1379	1	Alejandro Amenabar
1380	1	Zhang Yimou
1381	1	Zhang Yimou
1382	1	Zhang Yimou
1383	1	Claude Lelouch
1384	1	Jean-Pierre Jeunet
1385	1	Olivier Assayas
1386	1	Zhang Yimou
1387	1	Gabriele Muccino
1388	1	Tom Tykwer
1389	1	Catherine Breillat
1390	1	Guillermo del Toro
1391	1	Roberto Benigni
1392	1	John Woo
1393	1	Roberto Benigni
1394	1	Zhang Yimou
1395	1	Andre Techine
1396	1	Barbet Schroeder
1397	1	Leon Ichaso
1398	1	Michel Gondry
1399	1	Rajat Rawail
1400	1	Tom Tykwer
1401	1	Rachid Bouchareb
1402	1	Zhang Yimou
1403	1	Chris Columbus
1404	1	Renny Harlin
1405	1	John McTiernan
1406	1	Brett Ratner
1407	1	Thomas Bezucha
1408	1	Nora Ephron
1409	1	Zhang Yimou
1410	1	Nimr�d Antal
1411	1	Gabriele Muccino
1412	1	Stephen Chow
1413	1	Pedro Almodovar
1414	1	Luc Besson
1415	1	Steven Soderbergh
1416	1	Zhang Yimou
1417	1	Wong Kar Wai
1418	1	Doris Dorrie
1419	1	Claude Chabrol
1420	1	Jean-Luc Godard
1421	1	Lars Von Trier
1422	1	Jean-Luc Godard
1423	1	Ricardo de Montreuil
1424	1	Yan Ting Yuen
1425	1	Werner Herzog
1426	1	Roberto Benigni
1427	1	Alfonso Cuaron
1428	1	Wong Kar Wai
1429	1	Volker Schlondorff
1430	1	Felix Van Groeningen
1431	1	Takashi Miike
1432	1	Neil Jordan
1433	1	Greg Araki
1434	1	Thomas Bezucha
1435	1	Spike Lee
1436	1	Craig Lucas
1437	1	Agnieszka Holland
1438	1	Michael Winterbottom
1439	1	Stewart Wade
1440	1	Stewart Wade
1441	1	Don Bluth
1442	1	The Farrelly Bros.
1443	1	Don Bluth
1444	1	Don Bluth
1445	1	Vincent Paronnaud
1446	1	Don Bluth
1447	1	Mark Dindal
1448	1	Richard Linklater
1449	1	Gore Verbinski
1450	2	Aaron Blaise	Robert Walker
1451	1	Gary Winick
1452	1	Judd Apatow
1453	1	Adam McKay
1454	1	Todd Phillips
1455	1	John Hamburg
1456	1	Steven Brill
1457	1	Penny Marshall
1458	1	Burr Steers
1459	1	Rod Daniel
1460	1	Nick Hurran
1461	1	Steve Carr
1462	1	Jim Drake
1463	1	John R. Cherry III
1464	1	John R. Cherry III
1465	1	Alan Myerson
1466	1	Charles Robert Carner
1467	1	David Fincher
1468	1	Fred Wolf
1469	1	Roger Kumble
1470	1	Joe Roth
1471	1	Sean S. Cunningham
1472	1	Martha Coolidge
1473	1	Joe Nussbaum
1474	1	Danny DeVito
1475	2	Ethan Coen	Joel Coen
1476	1	Ben Stiller
1477	1	Danny DeVito
1478	1	George Armitage
1479	1	Neil LaBute
1480	1	Jody Hill
1481	1	Joel Coen
1482	1	Robert Altman
1483	1	Lawrence Kasdan
1484	1	Barry Levinson
1485	1	Christine Jeffs
1486	1	Martin Scorsese
1487	1	Danny DeVito
1488	1	Danny DeVito
1489	1	Barry Sonnenfeld
1490	1	Jay Chandrasekhar
1491	1	Neil Jordan
1492	1	Michael Lehman
1493	1	Chris Columbus
1494	1	Raja Gosnell
1495	1	Tyler Perry
1496	1	John Whitesell
1497	1	Tyler Perry
1498	1	Aaron Seltzer
1499	1	Richard Franklin
1500	1	Tony Scott
1501	1	Jan DeBont
1502	1	Shawn Levy
1503	1	Adam Shankman
1504	1	Steve Carr
1505	1	Ron Howard
1506	1	Barry Sonnenfeld
1507	1	John Hughes
1508	1	Raja Gosnell
1509	1	Steve Carr
1510	1	Walter Becker
1511	1	Howard Deutch
1512	1	Fred Savage
1513	1	Tom Shadyac
1514	1	Nora Ephron
1515	1	Kevin Smith
1516	1	Paul Bogart
1517	1	Albert Brooks
1518	1	Gary Weis
1519	2	Paul Weitz	Chris Weitz*
1520	1	Mark S. Waters
1521	1	John Hughes
1522	1	John Hughes
1523	1	Brian Robbins
1524	1	Nick Stoller
1525	1	F. Gary Gray
1526	1	Jake Kasdan
1527	1	Christopher Guest
1528	1	Michael Lehman
1529	1	Rob Reiner
1530	1	Keenen Ivory Wayans
1531	1	Greg Mottola
1532	1	Miguel Arteta
1533	1	Luke Greenfield
1534	1	Zach Cregger
1535	1	Martha Coolidge
1536	1	James Beshears
1537	1	Curtis Hanson
1538	1	Mark Pellington
1539	1	Walter Becker
1540	1	Todd Phillips
1541	1	Alexander Payne
1542	1	Alexander Payne
1543	1	Jerry Zucker
1544	1	Tim Burton
1545	1	Peter Segal
1546	1	Albert Brooks
1547	1	Jonathan Demme
1548	1	Howard Franklin
1549	1	Tom Ropelewski
1550	1	David Zucker
1551	1	David Zucker
1552	1	Jim Abrahams
1553	2	Jason Friedberg	Aaron Seltzer
1554	1	Mel Brooks
1555	1	Garry Marshall
1556	1	Jim Abrahams
1557	1	Carl Reiner
1558	1	Steve Oedekerk
1559	2	Jason Friedberg	Aaron Seltzer
1560	1	Keenen Ivory Wayans
1561	1	David Zucker
1562	1	James Mangold
1563	1	Tom Shadyac
1564	1	Frank Coraci
1565	1	Adam Shankman
1566	1	Jon Turteltaub
1567	1	Marc Forster
1568	1	Ricky Gervais
1569	1	Betty Thomas
1570	1	Brian Robbins
1571	1	Neil LaBute
1572	1	Frank Oz
1573	1	Wayne Wang
1574	1	Bob Spiers
1575	1	Todd Phillips
1576	1	Neil Jordan
1577	1	Zack Snyder
1578	1	Sam Mendes
1579	1	Robert Schwentke
1580	1	Francis Lawrence
1581	1	Edgar Wright
1582	1	Lexi Alexander
1583	1	Wes Craven
1584	2	Frank Miller	Robert Rodriguez
1585	1	Martin Scorsese
1586	1	Quentin Tarantino
1587	1	Ridley Scott
1588	1	Barry Levinson
1589	1	David Mamet
1590	1	D.J. Caruso
1591	1	John Dahl
1592	1	James Foley
1593	1	James Foley
1594	1	David Mamet
1595	1	David Mamet
1596	1	Stephan Elliot
1597	1	Roland Emmerich
1598	1	Ron Howard
1599	1	Tim Story
1600	1	Chris Weitz
1601	1	Ridley Scott
1602	1	Spike Lee
1603	1	Victor Salva
1604	1	Larry Charles
1605	1	Martin Scorsese
1606	1	Nora Ephron
1607	1	Lasse Hallstrom
1608	1	Alfonso Arau
1609	1	Stanley Tucci
1610	1	Ang Lee
1611	1	Antoine Fuqua
1612	1	Richard Donner
1613	1	Antoine Fuqua
1614	1	Clint Eastwood
1615	1	James Foley
1616	1	Joe Carnahan
1617	1	Sidney Lumet
1618	1	Werner Herzog
1619	1	Errol Morris
1620	1	Matt Reeves
1621	1	John McTiernan
1622	1	Frank Marshall
1623	1	Ron Underwood
1624	1	Stephen Hopkins
1625	1	Victor Salva
1626	1	Victor Salva
1627	1	Peter Hyams
1628	1	Neil Marshall
1629	1	Vincenzo Natali
1630	1	Ron Underwood
1631	1	Stephen Sommers
1632	1	Barry Levinson
1633	1	Steven Soderbergh
1634	1	Jonathan Demme
1635	1	Tony Scott
1636	1	Christopher Nolan
1637	1	Martin Scorsese
1638	1	Michael Mann
1639	1	John Luessenhop
1640	1	Brian De Palma
1641	1	Brian De Palma
1642	1	Bryan Singer
1643	1	Michael Karbelnikoff
1644	1	David Cronenberg
1645	1	Tony Scott
1646	1	Ronny Yu
1647	1	Guy Ritchie
1648	1	Quentin Tarantino
1649	1	Matthew Vaughn
1650	1	James Gray
1651	1	James Gray
1652	1	Sydney Pollack
1653	1	Keenen Ivory Wayans
1654	1	Beeban Kidron
1655	1	Stephan Elliot
1656	1	Michael Lembeck
1657	1	Tim Burton
1658	1	Joel Schumacher
1659	1	Julian Jarrold
1660	1	Edward Zwick
1661	1	Antoine Fuqua
1662	1	Ridley Scott
1663	1	Luc Besson
1664	1	Steven Spielberg
1665	1	Jonathan Mostow
1666	1	Sylvester Stallone
1667	1	Taylor Hackford
1668	1	Alan Parker
1669	1	Baz Luhrmann
1670	1	Thomas Carter
1671	1	Sidney Poitier
1672	1	Darren Aronofsky
1673	1	Craig Brewer
1674	1	Oliver Stone
1675	1	Michael Apted
1676	1	Jim Sheridan
1677	1	Jan DeBont
1678	1	Michael Bay
1679	1	Wolfgang Petersen
1680	1	Ron Howard
1681	1	Roland Emmerich
1682	1	Alex Proyas
1683	1	Martin Campbell
1684	1	Wolfgang Petersen
1685	1	Frank Marshall
1686	1	Rob Cohen
1687	1	David Lowell Rich
1688	1	David Koepp
1689	1	Robert Wise
1690	1	Luc Jacquet
1691	1	Michael Moore
1692	1	Davis Guggenheim
1693	1	Michael Moore
1694	1	Michael Moore
1695	1	Davis Guggenheim
1696	1	Martin Scorsese
1697	1	Errol Morris
1698	1	Andrew Solt
1699	1	Andrew Jarecki
1700	1	Charles Ferguson
1701	1	Errol Morris
1702	1	Davis Guggenheim
1703	1	Nanette Burstein
1704	1	Charles Ferguson
1705	1	Werner Herzog
1706	1	Nanette Burstein
1707	1	Jay Russell
1708	1	Tom Dey
1709	1	John Whitesell
1710	1	Christopher Guest
1711	1	Dominic Sena
1712	1	John Singleton
1713	1	Tony Scott
1714	1	Peter Hyams
1715	1	Pierre Morel
1716	1	Ron Howard
1717	1	Lee Tamahori
1718	1	Rob Reiner
1719	1	Richard Loncraine
1720	1	Clint Eastwood
1721	1	Pieter Jan Brugge
1722	1	David Mamet
1723	1	Roland Emmerich
1724	1	Joel Schumacher
1725	1	Jon Turteltaub
1726	1	Rob Reiner
1727	1	Nick Cassavetes
1728	1	Ridley Scott
1729	1	Mike Nichols
1730	1	Jon Turteltaub
1731	1	Garry Marshall
1732	1	Jessie Nelson
1733	1	Brian De Palma
1734	1	Julian Jarrold
1735	1	Spike Lee
1736	1	Michael Winterbottom
1737	1	Steven Soderbergh
1738	1	Steven Zaillian
1739	1	Michael Apted
1740	1	Andrew Davis
1741	1	Roger Kumble
1742	1	David Silverman
1743	1	Frank Coraci
1744	1	Terry Gilliam
1745	1	Ridley Scott
1746	1	Christopher Guest
1747	1	Jean-Jacques Annaud
1748	1	Dwight H. Little
1749	1	Simon Wincer
1750	1	Jean-Jacques Annaud
1751	1	Ken Kwapis
1752	1	Shawn Levy
1753	1	David Yates
1754	1	Tim Burton
1755	1	Brad Silberling
1756	1	Joe Johnston
1757	1	Chris Columbus
1758	1	Gary Winick
1759	1	Spike Jonze
1760	1	Mark S. Waters
1761	1	Andrew Davis
1762	1	Jay Russell
1763	1	Danny DeVito
1764	1	Agnieszka Holland
1765	1	Elizabeth Allen (II)
1766	1	Andrew Fleming
1767	1	Peter Hewitt
1768	1	Wolfgang Petersen
1769	1	George Miller
1770	1	Iain Softley
1771	1	Andy Fickman
1772	1	Stephen Sommers
1773	1	Amy Heckerling
1774	1	George Miller
1775	2	Frederik Du Chau	Frederik Du Chou
1776	1	Frank Coraci
1777	1	Stephen Sommers
1778	1	Joe Johnston
1779	1	Phillip Noyce
1780	1	Stuart Gillard
1781	1	Peter Jackson
1782	1	Peter Jackson
1783	1	Peter Jackson
1784	1	P.J. Hogan
1785	1	Matthew Vaughn
1786	1	Terry Gilliam
1787	1	Guillermo del Toro
1788	1	Ronny Yu
1789	1	Ron Howard
1790	1	Jay Russell
1791	1	Mark L. Lester
1792	1	Roberto Benigni
1793	1	Jean-Pierre Jeunet
1794	1	Michael Radford
1795	1	Alfonso Cuaron
1796	1	Pedro Almodovar
1797	1	Florian Henckel von Donnersmarck
1798	1	Lasse Hallstrom
1799	2	Katia Lund	Fernando Meirelles
1800	1	Tom Tykwer
1801	1	Jean-Pierre Jeunet
1802	1	Alejandro Gonz�lez I��rritu
1803	1	Pedro Almodovar
1804	1	Ang Lee
1805	1	Paul Verhoeven
1806	1	Alexandre Aja
1807	1	Paul W.S. Anderson
1808	1	Danny Boyle
1809	1	Michael Winterbottom
1810	1	Paul W.S. Anderson
1811	1	Jonathan Demme
1812	1	Neil Jordan
1813	1	Stephen Daldry
1814	1	Oliver Stone
1815	1	Gus Van Sant
1816	1	William Friedkin
1817	1	Bill Condon
1818	1	Tom Ford
1819	1	Bill Condon
1820	1	Julian Schnabel
1821	1	Stephen Frears
1822	1	Stephen Frears
1823	1	Miguel Arteta
1824	1	Michael Mayer
1825	1	Spike Lee
1826	1	Barry Sonnenfeld
1827	1	Frank Oz
1828	1	John McTiernan
1829	1	Roger Donaldson
1830	1	Brett Ratner
1831	1	Martin Brest
1832	1	Woody Allen
1833	1	Michael Lehman
1834	1	Nimr�d Antal
1835	1	William Friedkin
1836	1	Neil Jordan
1837	1	Peter Hewitt
1838	1	Brett Ratner
1839	1	Joe Carnahan
1840	1	Richard Donner
1841	1	Luc Besson
1842	1	Antoine Fuqua
1843	1	George Clooney
1844	1	John Herzfeld
1845	1	Martin McDonagh
1846	1	Tom Schulman
1847	1	John Dahl
1848	1	Robert Duvall
1849	1	Stephen Frears
1850	1	Lee Daniels
1851	1	Michael Keaton
1852	1	Neil Burger
1853	1	Bruce Beresford
1854	1	Robert Zemeckis
1855	1	Ben Stiller
1856	1	Wes Craven
1857	1	Frank Oz
1858	1	Judd Apatow
1859	1	Shawn Levy
1860	1	Mike Nichols
1861	1	Wes Craven
1862	1	Robert Luketic
1863	1	James L. Brooks
1864	1	David Mamet
1865	1	Woody Allen
1866	1	Woody Allen
1867	1	Barry Levinson
1868	1	Steven Soderbergh
1869	1	Paul Schrader
1870	1	Tom DiCillo
1871	1	Barry Levinson
1872	1	Christopher Guest
1873	1	Peter Jackson
1874	1	Sofia Coppola
1875	1	Martin Scorsese
1876	1	M. Night Shyamalan
1877	1	Tim Burton
1878	1	Alejandro Amenabar
1879	1	Stephen Frears
1880	1	David Twohy
1881	1	Roland Emmerich
1882	1	John McTiernan
1883	1	Peter Hewitt
1884	1	Jean-Jacques Annaud
1885	1	Wes Craven
1886	1	Wes Craven
1887	1	Ronny Yu
1888	1	Marcus Nispel
1889	1	Marcus Nispel
1890	1	Rob Zombie
1891	1	Renny Harlin
1892	1	Simon West
1893	1	John Carpenter
1894	1	Jaume Collet-Serra
1895	1	Bernard Rose
1896	1	Wes Craven
1897	1	Stephen Hopkins
1898	1	Danny Steinmann
1899	1	Wes Craven
1900	1	Tommy Lee Wallace
1901	1	Wes Craven
1902	1	Wes Craven
1903	1	M. Night Shyamalan
1904	1	Robert Zemeckis
1905	1	Jan DeBont
1906	1	Tod Williams
1907	1	Mikael Hafstrom
1908	1	Geoffrey Sax
1909	1	John Moore
1910	1	James Wong
1911	1	James Wong
1912	1	David R. Ellis
1913	1	David S. Goyer
1914	1	Sam Raimi
1915	1	Daniel Stamm
1916	2	Drew Dowdle	John Erick Dowdle
1917	1	John Carpenter
1918	1	Roman Polanski
1919	1	Christian Alvart
1920	1	Vadim Perelman
1921	1	Todd Lincoln
1922	1	Eli Roth
1923	1	Alexandre Aja
1924	1	Dennis Iliadis
1925	1	Nimr�d Antal
1926	1	Eli Roth
1927	1	Rob Zombie
1928	1	John Stockwell
1929	1	Michael Dougherty
1930	1	Ivan Reitman
1931	1	Ivan Reitman
1932	1	Peter Jackson
1933	1	Karyn Kusama
1934	1	Gene Wilder
1935	1	James Gunn
1936	1	Breck Eisner
1937	1	Neil LaBute
1938	1	Kelly Asbury
1939	1	Sydney Pollack
1940	1	Mike Newell
1941	1	Jan DeBont
1942	1	Nick Cassavetes
1943	1	Curtis Hanson
1944	1	Joel Schumacher
1945	1	F. Gary Gray
1946	1	Roger Donaldson
1947	1	Harry Winer
1948	1	Shawn Levy
1949	1	D.J. Caruso
1950	1	D.J. Caruso
1951	1	Zack Snyder
1952	1	Shawn Levy
1953	1	Steven Soderbergh
1954	1	Rob Minkoff
1955	2	Ron Clements	John Musker
1956	1	Don Bluth
1957	1	Don Bluth
1958	1	Pat O'Connor
1959	1	Jim Sheridan
1960	1	Joel Coen
1961	1	Peter Chelsom
1962	1	Stephen Frears
1963	1	Jim Sheridan
1964	1	Neil Jordan
1965	1	Paul Greengrass
1966	1	Stephen Frears
1967	1	Barry Levinson
1968	1	John Carpenter
1969	1	Ridley Scott
1970	1	Franco Zeffirelli
1971	1	Kevin Reynolds
1972	1	Kenneth Branagh
1973	1	Jean-Jacques Annaud
1974	1	Oliver Parker
1975	1	Paul Verhoeven
1976	1	Joseph Ruben
1977	1	Kenneth Branagh
1978	1	Alex Proyas
1979	1	Adrian Lyne
1980	1	Joseph Ruben
1981	1	Terry Gilliam
1982	1	Richard Kelly
1983	1	Woody Allen
1984	1	Christopher Guest
1985	1	Michael Winterbottom
1986	1	Casey Affleck
1987	1	Zak Penn
1988	1	Justin Lin
1989	1	Zak Penn
1990	1	James L. Brooks
1991	1	Chris Columbus
1992	1	Robert Luketic
1993	1	Alfred Hitchcock
1994	1	Penny Marshall
1995	1	Jodie Foster
1996	1	Jonathan Demme
1997	1	Albert Brooks
1998	1	Gore Verbinski
1999	1	Jonathan Demme
