movie	amctv	title
1032	1	Sparkle
1033	1	Play Misty for Me
1034	1	You'll Like My Mother
1035	1	Blood From the Mummy's Tomb
1036	1	The Asphyx
1037	1	Jesus
1038	1	Murder by Death
1039	1	The Ritual
1040	1	The Andromeda Strain
1041	1	The Wicker Man
1042	1	The Official Story
1043	1	Must Read After My Death
1044	1	Deliver Us From Evil
1045	1	Fritz the Cat
1046	1	After Innocence
1047	1	The Boys of Baraka
1048	1	Cinderella Liberty
1049	1	Father of the Bride
1050	1	This Revolution
1051	1	Hoop Dreams
1052	1	The Taste of Cherry
1053	1	Dark Horse
1054	1	Guinevere
1055	1	The Rainbow
1056	1	Outrageous
1057	1	Inspector Clouseau
1058	1	The Profound Desire of the Gods
1059	1	Pal Joey
1060	1	Hair
1061	1	The Swiss Family Robinson
1062	1	Pet Sematary
1063	1	The Liars' Club
1064	1	The Opposite of Sex
1065	1	Big Night
1066	1	Shakespeare in Love
1067	1	An Awfully Big Adventure
1068	1	The Karate Kid
1069	1	Indagine su un Cittadino al di Sopra di Ogni Sospetto
1070	1	Edward Scissorhands
1071	1	Ride in a Pink Car
1072	1	Willie and Scratch
1073	1	Million Dollar Baby
1074	1	The Opponent
1075	1	Pugili
1076	1	Streets of Gold
1077	1	Carolina Skeletons
1078	1	Daens
1079	1	Man Bites Dog
1080	1	Big Trouble in Little China
1081	1	Trouble in Mind
1082	1	Love at Large
1083	1	Fat City
1084	1	Tin Cup
1085	1	The Best of Times
1086	1	Bay of Blood
1087	1	Murder by Decree
1088	1	Wedding in White
1089	1	Sisters
1090	1	What the Peeper Saw
1091	1	Moulin Rouge
1092	1	The Last of Sheila
1093	1	Pee-Wee's Big Adventure
1094	1	Skokie
1095	1	Juggernaut
1096	1	Ruthless People
1097	1	Traveller
1098	1	Transporter 2
1099	1	Options
1100	1	Die Hard With a Vengeance
1101	1	Predator 2
1102	1	Man Facing Southeast
1103	1	Richard Pryor: Live on the Sunset Strip
1104	1	Gods and Monsters
1105	1	The People Vs. Larry Flynt
1106	1	Hearts of Darkness: A Filmmaker's Apocalypse
1107	1	La Mort En Direct
1108	1	Dominion: A Prequel to the Exorcist
1109	1	Exorcist: The Beginning
1110	1	The Entrance
1111	1	WarGames: The Dead Code
1112	1	Hearts of the West
1113	1	The Krays
1114	1	Sweet Sweetback's Baadasssss Song
1115	1	Demonios En El Jardin
1116	1	The Curse of the Cat People
1117	1	Kaos
1118	1	Caro Diario
1119	1	Firestarter
1120	1	Jawbreaker
1121	1	Make a Wish
1122	1	Tamara
1123	1	Audrey Rose
1124	1	Cursed
1125	1	May
1126	1	The Oracle
1127	1	The Stuff
1128	1	From Beyond
1129	1	Deep Cover
1130	1	Ghost Story
1131	1	The Hospital
1132	1	Bill &amp; Ted's Excellent Adventure
1133	1	The Noah
1134	1	Escape from Safehaven
1135	1	The Great Muppet Caper
1136	1	Charlotte's Web
1137	1	End of Days
1138	1	The Crimson Rivers
1139	1	Barfly
1140	1	The Informant
1141	1	Thesis
1142	1	The Eighteenth Angel
1143	1	The Longest Yard
1144	1	Mean Machine
1145	1	I Hope They Serve Beer in Hell
1146	1	American Pie Presents: The Naked Mile
1147	1	Harold
1148	1	An Occurrence at Owl Creek Bridge
1149	1	The Tale of Ruby Rose
1150	1	Wolf
1151	1	Damage
1152	1	Hot Fuzz
1153	1	Dog Soldiers
1154	1	Misery
1155	1	Juice
1156	1	The Wedding Singer
1157	1	Spies Like Us
1158	1	Raw Meat
1159	1	Evita
1160	1	Jesus Christ Superstar
1161	1	The Army of Crime
1162	1	Red Surf
1163	1	Sense and Sensibility
1164	1	Newsies
1165	1	Delirious
1166	1	Tapeheads
1167	1	Redline
1168	1	Shaft's Big Score!
1169	1	American Drive-In
1170	1	Tale of a Vampire
1171	1	Cesar &amp; Rosalie
1172	1	Alpha Dog
1173	1	Havoc 2: Normal Adolescent Behavior
1174	1	Crime 101
1175	1	Fun with Dick and Jane
1176	1	Red Lights
1177	1	Insomnia
1178	1	Matinee
1179	1	The Slayer
1180	1	The Masque of the Red Death
1181	1	Desperate Characters
1182	1	Police Story 2
1183	1	Thirteen Days
1184	1	La Grande Bouffe
1185	1	Seven
1186	1	Gremlins
1187	1	Yol
1188	1	Tommy
1189	1	Chicago
1190	1	Citizen Cohn
1191	1	Mishima: A Life in Four Chapters
1192	1	The Plot Against Harry
1193	1	The Ballad of Andy Crocker
1194	1	Incident at Oglala: The Leonard Peltier Story
1195	1	Slam
1196	1	Cornbread, Earl and Me
1197	1	Thunder Alley
1198	1	Breakin'
1199	1	Go Tigers!
1200	1	Coach Carter
1201	1	The Harder They Come
1202	1	The Next Hit
1203	1	Cadillac Records
1204	1	Center Stage
1205	1	Some Call It Loving
1206	1	Guns of the Magnificent Seven
1207	1	The Sons of Katie Elder
1208	1	Under Siege 2: Dark Territory
1209	1	Moll Flanders
1210	1	Three Comrades
1211	1	The Enchanted Cottage
1212	1	Seven Beauties
1213	1	Living in Oblivion
1214	1	Undercover Blues
1215	1	Desert Passion
1216	1	Little Children
1217	1	Scandal
1218	1	The Lost Man
1219	1	Tales from the Crypt
1220	1	Moment by Moment
1221	1	Mrs. Parker and the Vicious Circle
1222	1	The Reivers
1223	1	The Wrong Guys
1224	1	Silver Bears
1225	1	Lies
1226	1	The Blue Kite
1227	1	Jack the Giant Killer
1228	1	The Shape of Things to Come
1229	1	The Jungle Book 2
1230	1	Journey to the Center of the Earth
1231	1	When Worlds Collide
1232	1	Invasion of the Body Snatchers
1233	1	The Incredible Mr. Limpet
1234	1	The Snow Queen
1235	1	Eat Drink Man Woman
1236	1	Little Voice
1237	1	Little Miss Marker
1238	1	The Great Bank Robbery
1239	1	Comfort and Joy
1240	1	Charles et Lucie
1241	1	Heaven Can Wait
1242	1	Down to Earth
1243	1	Meet John Doe
1244	1	Cal
1245	1	Lady in the Water
1246	1	Return to Waterloo
1247	1	Anything But Love
1248	1	Bring It On
1249	1	Real Women Have Curves
1250	1	Gregory's Girl
1251	1	Modern Problems
1252	1	Gilda Live
1253	1	Like Father, Like Son
1254	1	Cold Souls
1255	1	Bonnie's Kids
1256	1	Day for Night
1257	1	Mule Skinner Blues
1258	1	Pauline at the Beach
1259	1	No Nukes
1260	1	Alfie
1261	1	Friday After Next
1262	1	The Players Club
1263	1	The Addams Family
1264	1	Bone
1265	1	Nuns on the Run
1266	1	White Chicks
1267	1	Trapped in Paradise
1268	1	We're No Angels
1269	1	XXY
1270	1	Mr. Woodcock
1271	1	Dennis the Menace Strikes Again
1272	1	Sweetie
1273	1	MacArthur
1274	1	Kidnapped
1275	1	The Long Ships
1276	1	Break of Dawn
1277	1	Cromwell
1278	1	The Squeeze
1279	1	Inspector Gadget 2
1280	1	Pete's Dragon
1281	1	The SpongeBob SquarePants Movie
1282	1	Monkeybone
1283	1	Spy Kids 2: The Island of Lost Dreams
1284	1	Jimmy Neutron: Boy Genius
1285	1	Bratz
1286	1	The Rugrats Movie
1287	1	Rugrats Go Wild
1288	1	Rock 'n' Roll High School
1289	1	Innerspace
1290	1	Santa Sangre
1291	1	Syngenor
1292	1	Terminator Salvation
1293	1	Transformers
1294	1	Plenty
1295	1	The Goods
1296	1	Nacho Libre
1297	1	The Ladykillers
1298	1	Best Boy
1299	1	Bataan
1300	1	Forbidden
1301	1	Tom, Dick and Harry
1302	1	Betty Blue
1303	1	Wanda
1304	1	The Gazebo
1305	1	Soldier's Girl
1306	1	The Woman in Red
1307	1	Along Came Polly
1308	1	Norbit
1309	1	Black Shampoo
1310	1	Adventures in Babysitting
1311	1	Don't Tell Mom the Babysitter's Dead
1312	1	Trojan War
1313	1	New York Minute
1314	1	U2: Rattle and Hum
1315	1	Big Time
1316	1	Storefront Hitchcock
1317	1	The Song Remains the Same
1318	1	Let It Be
1319	1	Festival Express
1320	1	The Weavers: Wasn't That a Time!
1321	1	Nickelodeon
1322	1	The Slaughter Rule
1323	1	An Angel at My Table
1324	1	Manic
1325	1	Holy Smoke
1326	1	Remparts d'Argile
1327	1	Que la Bête Meure
1328	1	Crooked Hearts
1329	1	Mondays in the Sun
1330	1	The Talented Mr. Ripley
1331	1	Kicking and Screaming
1332	1	The Last Days of Disco
1333	1	Sounder
1334	1	Nightjohn
1335	1	Ballast
1336	1	The Firm
1337	1	Christine
1338	1	Suddenly
1339	1	The Florentine
1340	1	Santitos
1341	1	Sweet Sixteen
1342	1	Men With Guns
1343	1	The Gatekeeper
1344	1	Women on the Verge of a Nervous Breakdown
1345	1	Truth or Dare
1346	1	Lucía, Lucía
1347	1	The Flower of My Secret
1348	1	Grand Canyon
1349	1	The Crossing Guard
1350	1	The New Legend of Shaolin
1351	1	Sunland Heat
1352	1	The Emperor and the Assassin
1353	1	Red Cliff II
1354	1	I Spit on Your Grave
1355	1	The Blade
1356	1	Dawn of the Dead
1357	1	Munich
1358	1	The Boxer
1359	1	Fairy Tales
1360	1	Fatal Temptation
1361	1	Deathtrap
1362	1	Doctor Dolittle
1363	1	Monkey Trouble
1364	1	From the Earth to the Moon
1365	1	Parenthood
1366	1	The Illusionist
1367	1	1984
1368	1	Mr. Sardonicus
1369	1	Death Becomes Her
1370	1	All or Nothing
1371	1	Tape
1372	1	Garden State
1373	1	The Good Girl
1374	1	Rumble Fish
1375	1	Decoration Day
1376	1	Private Benjamin
1377	1	About a Boy
1378	1	Blume in Love
1379	1	Love Potion No. 9
1380	1	Dumb and Dumberer: When Harry Met Lloyd
1381	1	Oh, God!
1382	1	The Savages
1383	1	Georgia Rule
1384	1	The Bone Collector
1385	1	Delicatessen
1386	1	The Legend of Alfred Packer
1387	1	Priest
1388	1	The Reckoning
1389	1	Eyes of Laura Mars
1390	1	Fear
1391	1	While the City Sleeps
1392	1	My Best Friend's Wedding
1393	1	Mortal Thoughts
1394	1	...And Justice for All
1395	1	Primal Fear
1396	1	The Cell 2
1397	1	The Ring
1398	1	Altered States
1399	1	The Hoax
1400	1	Stonewall
1401	1	Paris is Burning
1402	1	Go Fish
1403	1	Deception
1404	1	Love in Cold Blood
1405	1	Basic Instinct
1406	1	Tightrope
1407	1	Call Me
1408	1	Sting: Bring on the Night
1409	1	Mr. Deeds
1410	1	I Have Never Forgotten You: The Life and Legacy of Simon Wiesenthal
1411	1	The Hanoi Hilton
1412	1	The Diary of Anne Frank
1413	1	Oskar Schindler: The True Story
1414	1	The Triplets of Belleville
1415	1	Ice Age: The Meltdown
1416	1	Odyssey: The Mind's Eye Presents Luminous Visions
1417	1	Odyssey: Computer Animation Festival, Vol. 3
1418	1	The Tale of Despereaux
1419	1	Flushed Away
1420	1	Tim Burton's Corpse Bride
1421	1	James and the Giant Peach
1422	1	Bolt
1423	1	Superman: The Movie
1424	1	Hellboy II: The Golden Army
1425	1	Bewitched
1426	1	Blankman
1427	1	Tremors
1428	1	Baby... Secret of the Lost Legend
1429	1	Lake Placid
1430	1	The Island of Dr. Moreau
1431	1	A Beautiful Mind
1432	1	Away From Her
1433	1	Séraphine
1434	1	Henry &amp; June
1435	1	Shine
1436	1	La Vie Est Un Roman
1437	1	Sweet Lorraine
1438	1	Piranha II: The Spawning
1439	1	Piranha 3-D
1440	1	Evil Laugh
1441	1	Eye of the Eagle 2: Inside the Enemy
1442	1	The Legend of Hell House
1443	1	Near Death
1444	1	Scary Movie 2
1445	1	The Birds
1446	1	Caché
1447	1	Read My Lips
1448	1	Jacob's Ladder
1449	1	Fire in the Sky
1450	1	Elephant
1451	1	The Locusts
1452	1	Cape Fear
1453	1	Winter's Bone
1454	1	The Blair Witch Project
1455	1	Blade II
1456	1	Chuck Berry: Hail! Hail! Rock 'n' Roll
1457	1	Dolores Claiborne
1458	1	Looking for Richard
1459	1	Death on the Nile
1460	1	Franklyn
1461	1	The Count of Monte Cristo
1462	1	Nirvana
1463	1	Year of the Fish
1464	1	The Fountain
1465	1	Dirty Pretty Things
1466	1	The Lives of Others
1467	1	Cadaveri Eccellenti
1468	1	Sci-Fighters
1469	1	Ghost in the Shell 2: Innocence
1470	1	Ratcatcher
1471	1	Time Quest
1472	1	The X-Files
1473	1	Mortal Kombat
1474	1	Hot Shots! Part Deux
1475	1	Lawnmower Man 2: Jobe's War
1476	1	Blue City
1477	1	Paycheck
1478	1	Johnny Mnemonic
1479	1	Land of the Dead
1480	1	The Omega Man
1481	1	Wild Things 3: Diamonds in the Rough
1482	1	Frequency
1483	1	Next
1484	1	The Butterfly Effect
1485	1	The Ballad of Little Jo
1486	1	The Fastest Gun Alive
1487	1	Posse
1488	1	Winds of the Wasteland
1489	1	The Carpetbaggers
1490	1	Rio Grande
1491	1	Pat Garrett and Billy the Kid
1492	1	Lost City of the Jungle
1493	1	High Plains Drifter
1494	1	Dogma
1495	1	The Freshman
1496	1	The Last Days
1497	1	Wonderland
1498	1	The Majestic
1499	1	The Brady Bunch Movie
1500	1	Blast from the Past
1501	1	The Holy Girl
1502	1	My Summer of Love
1503	1	Rain
1504	1	Me and You and Everyone We Know
1505	1	The Barbarian Invasions
1506	1	Immoral Mistress
1507	1	The Wicked City
1508	1	Fist of Legend
1509	1	Faithless
1510	1	The Day After Tomorrow
1511	1	Counterstrike
1512	1	Careful, He Might Hear You
1513	1	Remember Me
1514	1	Letters To Juliet
1515	1	The Sheltering Sky
1516	1	The Secret Garden
1517	1	Dreamer: Inspired by a True Story
1518	1	Free Willy
1519	1	Taking Off
1520	1	Barbershop
1521	1	Cooley High
1522	1	George of the Jungle 2
1523	1	Irreconcilable Differences
1524	1	Love! Valour! Compassion!
1525	1	In America
1526	1	Brusten Himmel
1527	1	Bang the Drum Slowly
1528	1	It's My Party
1529	1	Wrestling with Angels: Playright Tony Kushner
1530	1	Alamo Bay
1531	1	I Shot Andy Warhol
1532	1	Piñero
1533	1	Rosa Luxemburg
1534	1	Basquiat
1535	1	Change of Habit
1536	1	Coal Miner's Daughter
1537	1	The Grand
1538	1	Thumbsucker
1539	1	Dead Poets Society
1540	1	Smother
1541	1	Haiku Tunnel
1542	1	The Hudsucker Proxy
1543	1	The Secret of My Success
1544	1	Pieces of April
1545	1	Guess Who
1546	1	Flirting With Disaster
1547	1	The Big Kahuna
1548	1	The Weather Man
1549	1	Boiler Room
1550	1	Cousins
1551	1	Hellboy
1552	1	The Dead Zone
1553	1	Superman Returns
1554	1	Dick Tracy
1555	1	Ultimate Avengers: The Movie
1556	1	Darkman 2: The Return of Durant
1557	1	The Crow: City of Angels
1558	1	Superman: Doomsday
1559	1	Wonder Woman
1560	1	Mighty Morphin Power Rangers: The Movie
1561	1	Ghost in the Machine
1562	1	Defendor
1563	1	Resurrection
1564	1	Training Day
1565	1	S.W.A.T.
1566	1	Heading Home
1567	1	New Jack City
1568	1	X-Men: The Last Stand
1569	1	Silver Hawk
1570	1	The People That Time Forgot
1571	1	Rudyard Kipling's The Jungle Book
1572	1	Ever After
1573	1	Shaft
1574	1	Cocaine Cowboys
1575	1	Fulltime Killer
1576	1	PTU
1577	1	Sleepwalking
1578	1	Before and After
1579	1	Untamed Heart
1580	1	Some Girl
1581	1	Teen Mothers
1582	1	Brooklyn's Finest
1583	1	Trade
1584	1	London to Brighton
1585	1	Once Were Warriors
1586	1	The Cement Garden
1587	1	Rain Man
1588	1	Tom and Huck
1589	1	Von Ryan's Express
1590	1	Superfly
1591	1	Fantastic Voyage
1592	1	It Came from Beneath the Sea
1593	1	Winds of Change
1594	1	Peter Pan
1595	1	Sinbad: Beyond the Veil of Mists
1596	1	A Kid in Aladdin's Palace
1597	1	The Odyssey
1598	1	Young Hercules
1599	1	Bush Christmas
1600	1	The Green Berets
1601	1	Faerie Tale Theatre: Jack and the Beanstalk
1602	1	Born Free
1603	1	Faerie Tale Theatre: The Princess Who Had Never Laughed
1604	1	The Lost Treasures of the Grand Canyon
1605	1	Percy Jackson and the Lightning Thief
1606	1	Sweeney Todd: The Demon Barber of Fleet Street
1607	1	An American Tail: Fievel Goes West
1608	1	Faerie Tale Theatre: The Little Mermaid
1609	1	Kronk's New Groove
1610	1	The Lion King 1½
1611	1	Curious George
1612	1	Over the Hedge
1613	1	The Aristocats
1614	1	The Sugarland Express
1615	1	The Incredible Journey
1616	1	Homeward Bound: The Incredible Journey
1617	1	Black Hawk Down
1618	1	The Land Before Time V: The Mysterious Island
1619	1	Bat 21
1620	1	Stir Crazy
1621	1	Licence to Kill
1622	1	Get Carter
1623	1	Monster's Ball
1624	1	The Apostle
1625	1	Henry &amp; Verlin
1626	1	Insomnia
1627	1	Before the Devil Knows You're Dead
1628	1	Happily N'Ever After
1629	1	Hercules
1630	1	Doogal
1631	1	The Adventures of Tom Thumb and Thumbelina
1632	1	Babes in Toyland
1633	1	The Hunchback of Notre Dame
1634	1	Cinderella II: Dreams Come True
1635	1	Little Nemo: Adventures in Slumberland
1636	1	My Neighbor Totoro
1637	1	Maria's Lovers
1638	1	Igor
1639	1	The 3 Worlds of Gulliver
1640	1	Harry and the Hendersons
1641	1	Tribute
1642	1	Paradise Road
1643	1	Sylvia Scarlett
1644	1	Flight of the Navigator
1645	1	Monster House
1646	1	Jetsons: The Movie
1647	1	Meet the Robinsons
1648	1	101 Dalmatians II: Patch's London Adventure
1649	1	101 Dalmatians
1650	1	Lilo &amp; Stitch 2: Stitch Has a Glitch
1651	1	Alien Siege
1652	1	Pathfinder
1653	1	28 Days Later
1654	1	Race to Witch Mountain
1655	1	Spirit of the Forest
1656	1	Star Wars: Episode III - Revenge of the Sith
1657	1	Starship Troopers
1658	1	Screamers
1659	1	Harry Potter and the Half-Blood Prince
1660	1	The Spiderwick Chronicles
1661	1	Eragon
1662	1	Vexille
1663	1	Heavy Metal
1664	1	A View to a Kill
1665	1	Termination Man
1666	1	XXX
1667	1	Charlie's Angels
1668	1	Body of Lies
1669	1	Rendition
1670	1	A Different Loyalty
1671	1	They Might Be Giants
1672	1	The Watcher
1673	1	Most Wanted
1674	1	Silent Trigger
1675	1	The Thomas Crown Affair
1676	1	Arachnophobia
1677	1	Blown Away
1678	1	Once a Thief
1679	1	Broken Arrow
1680	1	Summer Rental
1681	1	Frantic
1682	1	Body Rock
1683	1	Hide in Plain Sight
1684	1	The Simpsons Movie
1685	1	Beavis and Butt-Head Do America
1686	1	Overboard
1687	1	Dodgeball: A True Underdog Story
1688	1	The King of Comedy
1689	1	Zero Effect
1690	1	Fatal Instinct
1691	1	The Birdcage
1692	1	Pink Flamingos
1693	1	Christmas Carol: The Musical
1694	1	Mondovino
1695	1	American Wedding
1696	1	More American Graffiti
1697	1	Better Off Dead
1698	1	Freeway
1699	1	Some Kind of Wonderful
1700	1	Two Girls and a Guy
1701	1	National Lampoon's Senior Trip
1702	1	National Lampoon's Dorm Daze 2
1703	1	Never Again
1704	1	Analyze This
1705	1	Joe Somebody
1706	1	Big Bully
1707	1	You, Me and Dupree
1708	1	Deck the Halls
1709	1	Letter to Brezhnev
1710	1	Bridget Jones: The Edge of Reason
1711	1	Notting Hill
1712	1	I Love You . . . Don't Touch Me!
1713	1	Moonlight Whispers
1714	1	The Frightened Woman
1715	1	Closer
1716	1	The Portrait of a Lady
1717	1	Choke
1718	1	9 Songs
1719	1	Young People Fucking
1720	1	Saving Face
1721	1	A Woman's A Helluva Thing
1722	1	Gummo
1723	1	Big Girls Don't Cry
1724	1	Marjoe
1725	1	Straight Out of Brooklyn
1726	1	Bad Girls From Valley High
1727	1	Trick
1728	1	All The Rage
1729	1	Bob &amp; Carol &amp; Ted &amp; Alice
1730	1	Sonatine
1731	1	Hit Man
1732	1	A Prayer for the Dying
1733	1	Cellular
1734	1	Body Puzzle
1735	1	Dot and the Kangaroo
1736	1	The Swan Princess: Escape From Castle Mountain
1737	1	Amélie
1738	1	Billy Elliot
1739	1	Throw Momma From the Train
1740	1	Performance
1741	1	The Yakuza
1742	1	Sammy and Rosie Get Laid
1743	1	The Buddha of Suburbia
1744	1	Offside
1745	1	An Unremarkable Life
1746	1	Soul Food
1747	1	Pushing Hands
1748	1	Kama Sutra: A Tale of Love
1749	1	Desert Hearts
1750	1	Miriam
1751	1	Haven
1752	1	The Aryan Couple
1753	1	Out of the Ashes
1754	1	Operation Filmmaker
1755	1	Heartlands
1756	1	Por La Libre
1757	1	Lacombe Lucien
1758	1	Voyage of the Damned
1759	1	Tristram Shandy: A Cock and Bull Story
1760	1	F. Scott Fitzgerald and the Last of the Belles
1761	1	Lars and the Real Girl
1762	1	Danny Deckchair
1763	1	Delivery Boys
1764	1	Elizabeth: The Golden Age
1765	1	The Lion in Winter
1766	1	Queen Margot
1767	1	A Zed &amp; Two Noughts
1768	1	Thirty Two Short Films About Glenn Gould
1769	1	Women in Love
1770	1	Effi Briest
1771	1	Dance with a Stranger
1772	1	Soup for One
1773	1	Sidewalk Stories
1774	1	America's Heart and Soul
1775	1	The Texas Chainsaw Massacre
1776	1	Kurt &amp; Courtney
1777	1	Rock Star
1778	1	Smithereens
1779	1	Things Behind the Sun
1780	1	Light of Day
1781	1	Help!
1782	1	Beyond the Valley of the Dolls
1783	1	Advise and Consent
1784	1	Broken Flowers
1785	1	The Brown Bunny
1786	1	Cecil Taylor: Burning Poles
1787	1	The Last Days of Chez Nous
1788	1	The Young Poisoner's Handbook
1789	1	Suicide Kings
1790	1	Overnight
1791	1	Full-Tilt Boogie
1792	1	Earth
1793	1	Aliens of the Deep
1794	1	Atlantis
1795	1	Under the Sea 3D
1796	1	Dolphins and Whales 3D: Tribes of the Ocean
1797	1	The Legend of Lobo
1798	1	Powaqqatsi
1799	1	Lassie Come Home
1800	1	Bedazzled
1801	1	A.K.
1802	1	What Happened Was...
1803	1	Va Savoir
1804	1	Reprise
1805	1	Experience Preferred... But Not Essential
1806	1	Full Frontal
1807	1	Sidekicks
1808	1	Salsa
1809	1	High Season
1810	1	Flirt
1811	1	The Scent of Green Papaya
1812	1	The Buccaneers
1813	1	Persuasion
1814	1	Dolls
1815	1	Zhou Yu's Train
1816	1	Lovely &amp; Amazing
1817	1	Lotto Land
1818	1	This Boy's Life
1819	1	Without You I'm Nothing
1820	1	Manny &amp; Lo
1821	1	The Horseplayer
1822	1	Border Radio
1823	1	Sordid Lives
1824	1	Never Forever
1825	1	The Van
1826	1	Lakeboat
1827	1	King of California
1828	1	Illtown
1829	1	The Whole Wide World
1830	1	The Stationmaster's Wife
1831	1	La Fracture du Myocarde
1832	1	Kingdom Hospital
1833	1	She Creature
1834	1	Mike's Murder
1835	1	Twisted
1836	1	Tie Me Up! Tie Me Down!
1837	1	Second Skin
1838	1	I've Heard the Mermaids Singing
1839	1	Separate But Equal
1840	1	Eddie
1841	1	The Hidden 2
1842	1	Sins of the Night
1843	1	Downhill Racer
1844	1	Running Brave
1845	1	Prefontaine
1846	1	Inserts
1847	1	That Championship Season
1848	1	The Sum of Us
1849	1	Torch Song Trilogy
1850	1	The Adventures of Priscilla, Queen of the Desert
1851	1	To Wong Foo, Thanks for Everything! Julie Newmar
1852	1	Into the West
1853	1	Fairy Tale: A True Story
1854	1	Last Night
1855	1	Restaurant
1856	1	The Spitfire Grill
1857	1	Personal Velocity: Three Portraits
1858	1	Making Love
1859	1	Billy's Hollywood Screen Kiss
1860	1	Slutty Summer
1861	1	The Broken Hearts Club: A Romantic Comedy
1862	1	Firecracker
1863	1	Immortal Combat
1864	1	Hamburger Hill
1865	1	Sioux City
1866	1	World Trade Center
1867	1	The War Room
1868	1	Jimmy Carter Man From Plains
1869	1	Startup.com
1870	1	The Yes Men
1871	1	The Agronomist
1872	1	Path to Paradise: The Untold Story of the World Trade Center Bombing
1873	1	Rockets Redglare!
1874	1	Switchback
1875	1	Journey into Fear
1876	1	So Dear to My Heart
1877	1	Somewhere in Time
1878	1	International Velvet
1879	1	Lumière and Company
1880	1	It Came from Hollywood
1881	1	Bamboozled
1882	1	Bye Bye Birdie
1883	1	Chain of Desire
1884	1	Standing in the Shadows of Motown
1885	1	Soul to Soul
1886	1	Lightning in a Bottle
1887	1	Brothers and Sisters in Concert
1888	1	A Christmas Carol
1889	1	It Runs in the Family
1890	1	O Lucky Man!
1891	1	Get Out Your Handkerchiefs
1892	1	The Blue and the Gray
1893	1	Seems Like Old Times
1894	1	It Seemed Like a Good Idea at the Time
1895	1	Violette Nozière
1896	1	Anatomy
1897	1	The Hand That Rocks the Cradle
1898	1	Driller Killer
1899	1	Dragonworld: The Legend Continues
1900	1	Biggles
1901	1	The Skateboard Kid
1902	1	Roadracers
1903	1	Coonskin
1904	1	The Neverending Story II: The Next Chapter
1905	1	Krull
1906	1	Flipper
1907	1	Misty
1908	1	Mysterious Island
1909	1	King Kong Escapes
1910	1	O
1911	1	Tales from the Script
1912	1	Fade to Black
1913	1	This Film Is Not Yet Rated
1914	1	How to Get Ahead in Advertising
1915	1	The Man in the Iron Mask
1916	1	Ghosts of Mississippi
1917	1	Yaaba
1918	1	Cleopatra
1919	1	Elvira Madigan
1920	1	The Galaxy Express 999
1921	1	The Emigrants
1922	1	The Passion of The Christ
1923	1	Belle Epoque
1924	1	Kingdom of Heaven
1925	1	Gray's Anatomy
1926	1	Love Letter
1927	1	Road to Perdition
1928	1	The Great Gatsby
1929	1	Pinocchio
1930	1	The Point
1931	1	The Fox and the Hound
1932	1	102 Dalmatians
1933	1	Oliver and Company
1934	1	Speed Racer
1935	1	Buddy
1936	1	Born to Be Wild
1937	1	Summer of the Monkeys
1938	1	Blue Desert
1939	1	Carlito's Way
1940	1	Love Affair
1941	1	Element of Doubt
1942	1	Fluke
1943	1	Toby McTeague
1944	1	Airborne
1945	1	Désiré
1946	1	Stroszek
1947	1	The Rocky Horror Picture Show
1948	1	Mary Shelley's Frankenstein
1949	1	In Search of Dracula
1950	1	The Wolfman
1951	1	The Raven
1952	1	Chaplin
1953	1	Edison, The Man
1954	1	The Paper Chase
1955	1	The Beatles: Magical Mystery Tour
1956	1	El Condor
1957	1	The Women
1958	1	The Warriors
1959	1	Southern Comfort
1960	1	Eulogy
1961	1	Good Bye Lenin!
1962	1	Primary Colors
1963	1	Storyville
1964	1	The Natural
1965	1	Home Alone
1966	1	Menace II Society
1967	1	The Music Box
1968	1	Trial by Jury
1969	1	December 7th
1970	1	Jeepers Creepers
1971	1	Cabin Fever
1972	1	The Last House on the Left
1973	1	Shrooms
1974	1	The Hills Have Eyes 2
1975	1	The Hills Have Eyes
1976	1	Resident Evil: Extinction
1977	1	30 Days of Night
1978	1	Plasterhead
1979	1	Frontièr(s)
1980	1	Kids
1981	1	Stevie
1982	1	Orphan
1983	1	The Unborn
1984	1	Santeria
1985	1	Wishmaster 4: The Prophecy Fulfilled
1986	1	The Thing
1987	1	The Four Musketeers
1988	1	Castle in the Sky
1989	1	Legalese
1990	1	Sssssss
1991	1	The Arabian Nights
1992	1	Year of the Gun
1993	1	Bombardier
1994	1	The Bride with White Hair 2
1995	1	The Hitman
1996	1	Shanghai Noon
1997	1	The King of Masks
1998	1	Shanghai Triad
1999	1	Beyond Re-Animator
