movie	imdb	title
1043	1	Lilo &#x26; Stitch
1044	1	The Lookout
1045	1	Wayne&#x27;s World 2
1046	1	15 Minutes
1047	1	In the Mood for Love
1048	1	Star Trek: The Motion Picture
1049	1	Romeo Must Die
1050	1	Felon
1051	1	The Matador
1052	1	A Perfect World
1053	1	Final Fantasy VII: Advent Children
1054	1	Freddy Got Fingered
1055	1	The Majestic
1056	1	Resident Evil: Afterlife
1057	1	Nick and Norah&#x27;s Infinite Playlist
1058	1	The Crazies
1059	1	Licence to Kill
1060	1	Collateral Damage
1061	1	Cheaper by the Dozen
1062	1	Vertical Limit
1063	1	Three Colors: Blue
1064	1	Three Colors: Red
1065	1	Journey to the Center of the Earth
1066	1	Unfaithful
1067	1	S1m0ne
1068	1	The Messenger: The Story of Joan of Arc
1069	1	Sliding Doors
1070	1	Year One
1071	1	The Postman
1072	1	Vacation
1073	1	Das Experiment
1074	1	Paris, Je T&#x27;Aime
1075	1	G.I. Jane
1076	1	Open Water
1077	1	American Splendor
1078	1	BASEketball
1079	1	Spy Kids
1080	1	Mona Lisa Smile
1081	1	The Outsiders
1082	1	Dante&#x27;s Peak
1083	1	The General&#x27;s Daughter
1084	1	A Good Year
1085	1	Thirteen Days
1086	1	Rendition
1087	1	Mindhunters
1088	1	Escape from L.A.
1089	1	A Night at the Roxbury
1090	1	I Still Know What You Did Last Summer
1091	1	I&#x27;m Not There.
1092	1	The Simpsons Movie
1093	1	American Gangster
1094	1	Being John Malkovich
1095	1	X2
1096	1	Taken
1097	1	Casino
1098	1	Crouching Tiger, Hidden Dragon
1099	1	Sleepy Hollow
1100	1	The Last Samurai
1101	1	Sweeney Todd: The Demon Barber of Fleet Street
1102	1	Collateral
1103	1	Mulholland Dr.
1104	1	E.T.: The Extra-Terrestrial
1105	1	28 Days Later...
1106	1	Into the Wild
1107	1	Kick-Ass
1108	1	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
1109	1	Jingle All the Way
1110	1	The Other Guys
1111	1	Boiler Room
1112	1	The Last House on the Left
1113	1	House on Haunted Hill
1114	1	Traitor
1115	1	Open Your Eyes
1116	1	Wolf Creek
1117	1	The American President
1118	1	W.
1119	1	Rent
1120	1	Legion
1121	1	Shine
1122	1	Cashback
1123	1	Kiss of the Dragon
1124	1	The Love Guru
1125	1	Step Up
1126	1	Species
1127	1	Hudson Hawk
1128	1	La Vie en Rose
1129	1	In America
1130	1	Brothers
1131	1	Edtv
1132	1	The Secret in Their Eyes
1133	1	The Replacements
1134	1	Far and Away
1135	1	Duplicity
1136	1	Great Expectations
1137	1	The Legend of Zorro
1138	1	Volcano
1139	1	The Devil&#x27;s Own
1140	1	Bangkok Dangerous
1141	1	Beverly Hills Cop III
1142	1	The Proposition
1143	1	Ninja Assassin
1144	1	Mal&#xE8;na
1145	1	Sweet November
1146	1	The Final Destination
1147	1	Ali G Indahouse
1148	1	Crash
1149	1	Monster House
1150	1	High Tension
1151	1	Sky High
1152	1	Alfie
1153	1	The Whole Ten Yards
1154	1	Friday Night Lights
1155	1	Formula 51
1156	1	Kiss the Girls
1157	1	In the Bedroom
1158	1	Addams Family Values
1159	1	Red
1160	1	Nausica&#xE4; of the Valley of the Wind
1161	1	Step Up 2: The Streets
1162	1	The Rainmaker
1163	1	Failure to Launch
1164	1	The Texas Chainsaw Massacre: The Beginning
1165	1	Elite Squad
1166	1	Home Alone 3
1167	1	The Last Kiss
1168	1	Cassandra&#x27;s Dream
1169	1	Nurse Betty
1170	1	Practical Magic
1171	1	Wolf
1172	1	Small Soldiers
1173	1	Frankenstein
1174	1	The Reaping
1175	1	George of the Jungle
1176	1	Control
1177	1	Psycho
1178	1	Everything Is Illuminated
1179	1	Last Man Standing
1180	1	Lady Vengeance
1181	1	Drillbit Taylor
1182	1	Stripes
1183	1	Cop Out
1184	1	Alvin and the Chipmunks
1185	1	Transamerica
1186	1	Duplex
1187	1	Narc
1188	1	Urban Legend
1189	1	The Sandlot
1190	1	The Cooler
1191	1	Midnight in the Garden of Good and Evil
1192	1	Short Cuts
1193	1	Proof
1194	1	Waltz with Bashir
1195	1	Dirty Pretty Things
1196	1	Stepmom
1197	1	Executive Decision
1198	1	The Hitcher
1199	1	11:14
1200	1	Rules of Engagement
1201	1	A Life Less Ordinary
1202	1	Two for the Money
1203	1	The Midnight Meat Train
1204	1	Summer of Sam
1205	1	Deuce Bigalow: European Gigolo
1206	1	Spring, Summer, Fall, Winter... and Spring
1207	1	Shadow of the Vampire
1208	1	A Lot Like Love
1209	1	Jason X
1210	1	Varsity Blues
1211	1	Congo
1212	1	Private Parts
1213	1	Bad Company
1214	1	Eight Below
1215	1	Primer
1216	1	28 Days
1217	1	The Fourth Kind
1218	1	Star Wars: The Clone Wars
1219	1	Hollywoodland
1220	1	My Own Private Idaho
1221	1	My Blueberry Nights
1222	1	Loaded Weapon 1
1223	1	The Edge
1224	1	Land of the Lost
1225	1	Little Man
1226	1	Cube&#xB2;: Hypercube
1227	1	A Perfect Getaway
1228	1	The Way of the Gun
1229	1	I Love You Phillip Morris
1230	1	The Boondock Saints II: All Saints Day
1231	1	The Three Musketeers
1232	1	The Sisterhood of the Traveling Pants
1233	1	Chungking Express
1234	1	Spartan
1235	1	Dangerous Minds
1236	1	Cats &#x26; Dogs
1237	1	Goal! The Dream Begins
1238	1	A Prophet
1239	1	Black Cat, White Cat
1240	1	American Psycho
1241	1	I, Robot
1242	1	Dogma
1243	1	Love Actually
1244	1	Sherlock Holmes
1245	1	The 40 Year Old Virgin
1246	1	O Brother, Where Art Thou?
1247	1	Wedding Crashers
1248	1	Burn After Reading
1249	1	As Good as It Gets
1250	1	Scream
1251	1	Clerks.
1252	1	Breakdown
1253	1	Deconstructing Harry
1254	1	Basic Instinct 2
1255	1	Youth in Revolt
1256	1	RV
1257	1	Femme Fatale
1258	1	A Single Man
1259	1	Sunshine Cleaning
1260	1	Invincible
1261	1	Bully
1262	1	Harry Brown
1263	1	Little Women
1264	1	Romy and Michele&#x27;s High School Reunion
1265	1	Hearts in Atlantis
1266	1	Antitrust
1267	1	Bringing Down the House
1268	1	Unthinkable
1269	1	Sex and the City 2
1270	1	Book of Shadows: Blair Witch 2
1271	1	Shrek Forever After
1272	1	Severance
1273	1	Pushing Tin
1274	1	Tigerland
1275	1	One Night at McCool&#x27;s
1276	1	Exorcist: The Beginning
1277	1	Disclosure
1278	1	Candyman
1279	1	Following
1280	1	Confessions of a Shopaholic
1281	1	Son of the Mask
1282	1	Life
1283	1	The Horse Whisperer
1284	1	The Nanny Diaries
1285	1	In the Mouth of Madness
1286	1	L&#x27;auberge espagnole
1287	1	Rising Sun
1288	1	Sabrina
1289	1	Rob Roy
1290	1	Ghosts of Girlfriends Past
1291	1	Coneheads
1292	1	The Mighty Ducks
1293	1	Made of Honor
1294	1	Naked Lunch
1295	1	Michael
1296	1	Shall We Dance
1297	1	The Cat in the Hat
1298	1	Night on Earth
1299	1	Becoming Jane
1300	1	The Limey
1301	1	Whip It
1302	1	Under Siege 2: Dark Territory
1303	1	Bullets Over Broadway
1304	1	Daddy Day Care
1305	1	Il Postino: The Postman
1306	1	Melinda and Melinda
1307	1	The Kid
1308	1	Forces of Nature
1309	1	Eden Lake
1310	1	The SpongeBob SquarePants Movie
1311	1	Dumb and Dumberer: When Harry Met Lloyd
1312	1	New Nightmare
1313	1	Anna and the King
1314	1	Mimic
1315	1	My Sister&#x27;s Keeper
1316	1	Chaos
1317	1	The Great Debaters
1318	1	Little Big Man
1319	1	Stop! Or My Mom Will Shoot
1320	1	The Red Violin
1321	1	Passenger 57
1322	1	He Got Game
1323	1	Open Season
1324	1	The Nines
1325	1	Cursed
1326	1	Mean Creek
1327	1	Trick &#x27;r Treat
1328	1	Miss Congeniality 2: Armed &#x26; Fabulous
1329	1	High Crimes
1330	1	Mr. Woodcock
1331	1	Under the Tuscan Sun
1332	1	The Barbarian Invasions
1333	1	Henry V
1334	1	Grumpy Old Men
1335	1	Shopgirl
1336	1	The Quiet American
1337	1	Deception
1338	1	Chaplin
1339	1	Get Carter
1340	1	The Messengers
1341	1	Sweet and Lowdown
1342	1	Dinosaur
1343	1	The Big Hit
1344	1	A Mighty Heart
1345	1	The Protector
1346	1	Taxi
1347	1	The Ringer
1348	1	The Piano Teacher
1349	1	Emma
1350	1	Rollerball
1351	1	The Island of Dr. Moreau
1352	1	Hard Target
1353	1	Stomp the Yard
1354	1	In the Land of Women
1355	1	Glitter
1356	1	The Contender
1357	1	Dolores Claiborne
1358	1	For Love of the Game
1359	1	National Security
1360	1	Buffalo Soldiers
1361	1	Son of Rambow
1362	1	Just My Luck
1363	1	The Wackness
1364	1	Pulse
1365	1	Big Nothing
1366	1	Teeth
1367	1	Antwone Fisher
1368	1	Where the Heart Is
1369	1	Piranha
1370	1	Tsotsi
1371	1	Rabbit-Proof Fence
1372	1	The Marine
1373	1	Killers
1374	1	Honey
1375	1	Race to Witch Mountain
1376	1	The Cave
1377	1	Torque
1378	1	Extract
1379	1	The Hand That Rocks the Cradle
1380	1	Darkness Falls
1381	1	Boy A
1382	1	True Crime
1383	1	The Ice Harvest
1384	1	Easy A
1385	1	Ri&#xA2;hie Ri&#xA2;h
1386	1	Centurion
1387	1	Find Me Guilty
1388	1	Mean Machine
1389	1	The Edukators
1390	1	Encino Man
1391	1	Club Dread
1392	1	Die Hard: With a Vengeance
1393	1	Apollo 13
1394	1	The Hurt Locker
1395	1	The Others
1396	1	Mission: Impossible
1397	1	Finding Neverland
1398	1	Zombieland
1399	1	The Aviator
1400	1	Traffic
1401	1	Mission: Impossible II
1402	1	Meet the Parents
1403	1	Jackie Brown
1404	1	Downfall
1405	1	The Godfather: Part III
1406	1	Apocalypto
1407	1	The Royal Tenenbaums
1408	1	Lord of War
1409	1	What a Girl Wants
1410	1	Kazaam
1411	1	Captivity
1412	1	Paranoid Park
1413	1	The Final Cut
1414	1	Les mis&#xE9;rables
1415	1	The Art of War
1416	1	Blues Brothers 2000
1417	1	Treasure Planet
1418	1	The Spanish Prisoner
1419	1	Things We Lost in the Fire
1420	1	Bandidas
1421	1	Pieces of April
1422	1	Cry_Wolf
1423	1	Cleaner
1424	1	Ella Enchanted
1425	1	Fools Rush In
1426	1	The Rocker
1427	1	Thumbsucker
1428	1	Wonderland
1429	1	Bulletproof
1430	1	Shattered
1431	1	Riding in Cars with Boys
1432	1	Beverly Hills Ninja
1433	1	Keeping Mum
1434	1	Michael Collins
1435	1	Wasabi
1436	1	Spy Kids 2: Island of Lost Dreams
1437	1	Sliver
1438	1	Blue Crush
1439	1	Titus
1440	1	New York, I Love You
1441	1	Strictly Ballroom
1442	1	In the Cut
1443	1	Asterix and Obelix Meet Cleopatra
1444	1	Big Momma&#x27;s House 2
1445	1	Simon Birch
1446	1	The Believer
1447	1	Striking Distance
1448	1	Monsoon Wedding
1449	1	The Idiots
1450	1	Superbabies: Baby Geniuses 2
1451	1	Candy
1452	1	The Football Factory
1453	1	Virtuosity
1454	1	Bubble Boy
1455	1	Friends with Money
1456	1	Three to Tango
1457	1	Ballistic: Ecks vs. Sever
1458	1	Vera Drake
1459	1	The Butterfly Effect 2
1460	1	Osmosis Jones
1461	1	Random Hearts
1462	1	Knockaround Guys
1463	1	Powder
1464	1	The Contract
1465	1	Scooby Doo 2: Monsters Unleashed
1466	1	Teaching Mrs. Tingle
1467	1	The Prophecy
1468	1	Breaking and Entering
1469	1	Paradise Now
1470	1	The Story of Us
1471	1	Playing by Heart
1472	1	Like Stars on Earth
1473	1	Bitter Moon
1474	1	Red Cliff
1475	1	Double Impact
1476	1	Hollywood Ending
1477	1	Nim&#x27;s Island
1478	1	Cirque du Freak: The Vampire&#x27;s Assistant
1479	1	Murder in the First
1480	1	The Astronaut Farmer
1481	1	Shutter
1482	1	MirrorMask
1483	1	Cutthroat Island
1484	1	D2: The Mighty Ducks
1485	1	Street Fighter: The Legend of Chun-Li
1486	1	Kundun
1487	1	King of California
1488	1	The Adventures of Rocky &#x26; Bullwinkle
1489	1	The Relic
1490	1	Universal Soldier: The Return
1491	1	Nothing But the Truth
1492	1	Life or Something Like It
1493	1	The Bonfire of the Vanities
1494	1	Look Who&#x27;s Talking Now
1495	1	Triangle
1496	1	Bugsy
1497	1	Species II
1498	1	The Alamo
1499	1	The Brady Bunch Movie
1500	1	Seed of Chucky
1501	1	Obsessed
1502	1	G-Force
1503	1	Vampire Hunter D: Bloodlust
1504	1	Kontroll
1505	1	A Sound of Thunder
1506	1	Double Team
1507	1	Big Fat Liar
1508	1	Lucky You
1509	1	Stealing Beauty
1510	1	London
1511	1	Code 46
1512	1	Sgt. Bilko
1513	1	Marvin&#x27;s Room
1514	1	The Namesake
1515	1	Pollock
1516	1	From Dusk Till Dawn
1517	1	Munich
1518	1	2012
1519	1	A History of Violence
1520	1	Constantine
1521	1	South Park: Bigger Longer &#x26; Uncut
1522	1	Batman Returns
1523	1	Anchorman: The Legend of Ron Burgundy
1524	1	The Patriot
1525	1	Shakespeare in Love
1526	1	The Italian Job
1527	1	(500) Days of Summer
1528	1	Brazil
1529	1	Forgetting Sarah Marshall
1530	1	Imagine Me &#x26; You
1531	1	Anacondas: The Hunt for the Blood Orchid
1532	1	Stick It
1533	1	Immortal (Ad Vitam)
1534	1	The Princess and the Warrior
1535	1	Metro
1536	1	Return to Me
1537	1	Miss Pettigrew Lives for a Day
1538	1	Boomerang
1539	1	Human Traffic
1540	1	Elegy
1541	1	Stop-Loss
1542	1	The Man
1543	1	The Grudge
1544	1	Autumn in New York
1545	1	Vanity Fair
1546	1	Disturbing Behavior
1547	1	Big Stan
1548	1	Get Over It
1549	1	Six Degrees of Separation
1550	1	Laws of Attraction
1551	1	Spread
1552	1	The People Under the Stairs
1553	1	The Hoax
1554	1	Mighty Joe Young
1555	1	The Big Bounce
1556	1	The Guru
1557	1	The Road to El Dorado
1558	1	MacGruber
1559	1	Van Wilder 2: The Rise of Taj
1560	1	Hard Ball
1561	1	Divine Secrets of the Ya-Ya Sisterhood
1562	1	Hope Floats
1563	1	Screamers
1564	1	The Perfect Score
1565	1	Aquamarine
1566	1	Hamlet 2
1567	1	The Corruptor
1568	1	Canadian Bacon
1569	1	Alex Rider: Operation Stormbreaker
1570	1	The Great Raid
1571	1	Skyline
1572	1	Major League II
1573	1	Mrs Henderson Presents
1574	1	Bloody Sunday
1575	1	Are We There Yet?
1576	1	Eight Crazy Nights
1577	1	Halloween: The Curse of Michael Myers
1578	1	Money Talks
1579	1	Gerry
1580	1	I Think I Love My Wife
1581	1	The Dish
1582	1	Last Chance Harvey
1583	1	Crossing Over
1584	1	Honeymoon in Vegas
1585	1	Baby&#x27;s Day Out
1586	1	The Object of My Affection
1587	1	Head of State
1588	1	Priceless
1589	1	Highlander: Endgame
1590	1	The Back-up Plan
1591	1	Good Burger
1592	1	When a Man Loves a Woman
1593	1	After the Wedding
1594	1	The Door in the Floor
1595	1	The House of the Spirits
1596	1	Intermission
1597	1	If Only
1598	1	The Damned United
1599	1	Pr&#xEA;t-&#xE0;-Porter
1600	1	Miss March
1601	1	Last Holiday
1602	1	Alvin and the Chipmunks: The Squeakquel
1603	1	Serving Sara
1604	1	My Name Is Khan
1605	1	Beyond the Sea
1606	1	The Best of Youth
1607	1	Selena
1608	1	Mighty Morphin Power Rangers: The Movie
1609	1	Chasing Liberty
1610	1	Death at a Funeral
1611	1	Rogue
1612	1	Center Stage
1613	1	Cookie&#x27;s Fortune
1614	1	The Water Horse
1615	1	Welcome to Collinwood
1616	1	Trade
1617	1	The Little Rascals
1618	1	Edison
1619	1	The Descent: Part 2
1620	1	Goal II: Living the Dream
1621	1	Renaissance
1622	1	Fly Away Home
1623	1	The Human Centipede (First Sequence)
1624	1	Child&#x27;s Play 3
1625	1	The Quest
1626	1	The Apostle
1627	1	The Women
1628	1	Renaissance Man
1629	1	Stuart Little 2
1630	1	Sunshine
1631	1	Hannibal
1632	1	Dawn of the Dead
1633	1	Mission: Impossible III
1634	1	Austin Powers: International Man of Mystery
1635	1	Public Enemies
1636	1	True Romance
1637	1	Gone in Sixty Seconds
1638	1	Kung Fu Panda
1639	1	The Happening
1640	1	Planet of the Apes
1641	1	Natural Born Killers
1642	1	Crank
1643	1	Boogie Nights
1644	1	Jumper
1645	1	Meet the Fockers
1646	1	Men in Black II
1647	1	High Fidelity
1648	1	GoldenEye
1649	1	Austin Powers in Goldmember
1650	1	Little Black Book
1651	1	All the Boys Love Mandy Lane
1652	1	Urban Legends: Final Cut
1653	1	In the Company of Men
1654	1	I&#x27;ve Loved You So Long
1655	1	Gossip
1656	1	Eddie Murphy Raw
1657	1	Big Night
1658	1	Gods and Generals
1659	1	Nightwatch
1660	1	Versus
1661	1	Blood and Chocolate
1662	1	Are We Done Yet?
1663	1	New Police Story
1664	1	City Slickers II: The Legend of Curly&#x27;s Gold
1665	1	American Outlaws
1666	1	HouseSitter
1667	1	Venus
1668	1	Sleepwalkers
1669	1	The Secret Life of Bees
1670	1	The Glimmer Man
1671	1	Out Cold
1672	1	The Dead Girl
1673	1	Intact
1674	1	Auto Focus
1675	1	3 Ninjas
1676	1	Henry Poole Is Here
1677	1	Elling
1678	1	The Englishman Who Went Up a Hill But Came Down a Mountain
1679	1	Walkabout
1680	1	Being Julia
1681	1	Dead Man on Campus
1682	1	In Dreams
1683	1	Maximum Risk
1684	1	Iron Monkey
1685	1	Legionnaire
1686	1	Red Corner
1687	1	Down to You
1688	1	Europa
1689	1	Frontier(s)
1690	1	Tristram Shandy: A Cock and Bull Story
1691	1	Timecrimes
1692	1	Jack Frost
1693	1	Infamous
1694	1	Sunshine
1695	1	The Rebound
1696	1	The Big White
1697	1	Barnyard
1698	1	Sugar &#x26; Spice
1699	1	Rocket Science
1700	1	Jackie Chan&#x27;s First Strike
1701	1	Edmond
1702	1	First Daughter
1703	1	Once Upon a Time in China
1704	1	After.Life
1705	1	The Seeker: The Dark Is Rising
1706	1	Leaves of Grass
1707	1	Son in Law
1708	1	The Crime of Father Amaro
1709	1	Young Adam
1710	1	Zombie Strippers!
1711	1	Evening
1712	1	The Accidental Husband
1713	1	Feast of Love
1714	1	Freejack
1715	1	Avalon
1716	1	What&#x27;s the Worst That Could Happen?
1717	1	D.E.B.S.
1718	1	The Big Red One
1719	1	The Return
1720	1	Little Giants
1721	1	A Dirty Shame
1722	1	Tuck Everlasting
1723	1	Tooth Fairy
1724	1	Fathers&#x27; Day
1725	1	Shrink
1726	1	Poison Ivy
1727	1	Lost Souls
1728	1	Bella
1729	1	Hurlyburly
1730	1	Made in America
1731	1	Alex &#x26; Emma
1732	1	Miracle on 34th Street
1733	1	Pat Garrett &#x26; Billy the Kid
1734	1	Skinwalkers
1735	1	Ong bak 2
1736	1	I&#x27;m Not Scared
1737	1	The Juror
1738	1	All the Pretty Horses
1739	1	The Muse
1740	1	Mr. Magoo
1741	1	Clockstoppers
1742	1	Diabolique
1743	1	Echelon Conspiracy
1744	1	The Mighty
1745	1	Gangster No. 1
1746	1	Clay Pigeons
1747	1	Powder Blue
1748	1	Sukiyaki Western Django
1749	1	Pootie Tang
1750	1	Open Water 2: Adrift
1751	1	Phat Girlz
1752	1	My Sassy Girl
1753	1	The Black Cauldron
1754	1	Le divorce
1755	1	The Madness of King George
1756	1	Novocaine
1757	1	The House of the Devil
1758	1	Dangerous Beauty
1759	1	Three... Extremes
1760	1	Up Close &#x26; Personal
1761	1	Radio Flyer
1762	1	The Scarlet Letter
1763	1	Suicide Club
1764	1	Liar Liar
1765	1	The Machinist
1766	1	Alice in Wonderland
1767	1	Hellboy
1768	1	Night at the Museum
1769	1	Changeling
1770	1	The Devil Wears Prada
1771	1	Adaptation.
1772	1	Princess Mononoke
1773	1	American Pie 2
1774	1	Cruel Intentions
1775	1	Kiss Kiss Bang Bang
1776	1	Alien: Resurrection
1777	1	Match Point
1778	1	Silent Hill
1779	1	Donnie Brasco
1780	1	Dodgeball: A True Underdog Story
1781	1	50 First Dates
1782	1	Ace Ventura: Pet Detective
1783	1	Yes Man
1784	1	Killing Me Softly
1785	1	The Doom Generation
1786	1	The Shape of Things
1787	1	Cronos
1788	1	Cradle Will Rock
1789	1	The Comebacks
1790	1	De-Lovely
1791	1	The Crush
1792	1	An American Carol
1793	1	Imaginary Heroes
1794	1	The Next Best Thing
1795	1	The Brothers Solomon
1796	1	Body of Evidence
1797	1	Something New
1798	1	Play It to the Bone
1799	1	High School High
1800	1	In Hell
1801	1	Grind
1802	1	Forget Paris
1803	1	Wilde
1804	1	Slacker
1805	1	Assassination of a High School President
1806	1	Adam
1807	1	Unlawful Entry
1808	1	9th Company
1809	1	Days of Glory
1810	1	Flash of Genius
1811	1	Knock Off
1812	1	Astro Boy
1813	1	Micmacs
1814	1	Mister Foe
1815	1	Inventing the Abbotts
1816	1	All the Real Girls
1817	1	Criminal
1818	1	2001: A Space Travesty
1819	1	The Wedding Banquet
1820	1	Talk to Me
1821	1	My Girl 2
1822	1	Girl on the Bridge
1823	1	Beowulf
1824	1	Fire in the Sky
1825	1	Cherry Falls
1826	1	Billy Bathgate
1827	1	The Jungle Book
1828	1	Joe&#x27;s Apartment
1829	1	One True Thing
1830	1	Renegade
1831	1	Music of the Heart
1832	1	Outside Providence
1833	1	Pretty Persuasion
1834	1	L&#x27;appartement
1835	1	Dying Young
1836	1	Mesrine: Public Enemy #1
1837	1	Head in the Clouds
1838	1	The Flintstones in Viva Rock Vegas
1839	1	Half Light
1840	1	What&#x27;s Love Got to Do with It
1841	1	Hilary and Jackie
1842	1	Harry Is Here to Help
1843	1	ATL
1844	1	Deck the Halls
1845	1	Samaritan Girl
1846	1	Becket
1847	1	The Patriot
1848	1	Running on Empty
1849	1	Joe Somebody
1850	1	Madea&#x27;s Family Reunion
1851	1	Duets
1852	1	S. Darko
1853	1	The Dark
1854	1	The Portrait of a Lady
1855	1	Summer Storm
1856	1	Enduring Love
1857	1	Shinobi
1858	1	Code Name: The Cleaner
1859	1	The Great Buck Howard
1860	1	Cadillac Records
1861	1	Girlfight
1862	1	Two Brothers
1863	1	Eulogy
1864	1	Fantastic Voyage
1865	1	Corrina, Corrina
1866	1	Fame
1867	1	Battle in Seattle
1868	1	2001 Maniacs
1869	1	Blood: The Last Vampire
1870	1	Raising Cain
1871	1	Pumpkin
1872	1	Hamlet
1873	1	Heart and Souls
1874	1	Dance Flick
1875	1	The King
1876	1	Switchback
1877	1	Racing Stripes
1878	1	Turbulence
1879	1	Wendy and Lucy
1880	1	Your Friends &#x26; Neighbors
1881	1	8 Heads in a Duffel Bag
1882	1	Going the Distance
1883	1	The Sand Pebbles
1884	1	Soul Survivors
1885	1	The Weight of Water
1886	1	Lawnmower Man 2: Beyond Cyberspace
1887	1	December Boys
1888	1	Nicholas Nickleby
1889	1	Deathwatch
1890	1	My Life in Ruins
1891	1	Rocky Balboa
1892	1	Ghost Rider
1893	1	Gone Baby Gone
1894	1	Jay and Silent Bob Strike Back
1895	1	Hellboy II: The Golden Army
1896	1	21
1897	1	Corpse Bride
1898	1	Twister
1899	1	Saw III
1900	1	Air Force One
1901	1	Charlie&#x27;s Angels
1902	1	Old School
1903	1	Shrek the Third
1904	1	National Treasure: Book of Secrets
1905	1	Michael Clayton
1906	1	Knowing
1907	1	The Honeymooners
1908	1	The Indian in the Cupboard
1909	1	The Tao of Steve
1910	1	Like Mike
1911	1	Here on Earth
1912	1	The Taste of Others
1913	1	Ginger Snaps: Unleashed
1914	1	Intimacy
1915	1	Panic
1916	1	Facing Windows
1917	1	Shooting Fish
1918	1	Romance
1919	1	Home Fries
1920	1	Bread &#x26; Tulips
1921	1	Osama
1922	1	Hotel for Dogs
1923	1	Blue Chips
1924	1	To End All Wars
1925	1	Another Day in Paradise
1926	1	The Nativity Story
1927	1	The Grey Zone
1928	1	Ashes of Time
1929	1	Ask the Dust
1930	1	Undertow
1931	1	Tales from Earthsea
1932	1	Circle of Friends
1933	1	Brideshead Revisited
1934	1	Two Hands
1935	1	Dance of the Dead
1936	1	Seconds
1937	1	Return of the Living Dead III
1938	1	The Gravedancers
1939	1	London to Brighton
1940	1	Antonia&#x27;s Line
1941	1	Rebound
1942	1	The Death and Life of Bobby Z
1943	1	Santa sangre
1944	1	SubUrbia
1945	1	Until Death
1946	1	Baby Boy
1947	1	The Switch
1948	1	The Singing Detective
1949	1	Mother
1950	1	The Abominable Dr. Phibes
1951	1	Five Minutes of Heaven
1952	1	Paulie
1953	1	The Newton Boys
1954	1	Texas Chainsaw Massacre 3
1955	1	The Power of One
1956	1	Real Women Have Curves
1957	1	Screwed
1958	1	All About the Benjamins
1959	1	The Foot Fist Way
1960	1	The Pest
1961	1	Undisputed II: Last Man Standing
1962	1	Dead Birds
1963	1	Extraordinary Measures
1964	1	Tai Chi Master
1965	1	Albino Alligator
1966	1	The Children
1967	1	The Accidental Spy
1968	1	Opera
1969	1	w Delta z
1970	1	High Art
1971	1	The Gathering
1972	1	Bubble
1973	1	Liberty Heights
1974	1	So Close
1975	1	Mini&#x27;s First Time
1976	1	Beer League
1977	1	Sylvia
1978	1	Whatever It Takes
1979	1	Playing God
1980	1	Mostly Martha
1981	1	Series 7: The Contenders
1982	1	Stander
1983	1	Saving Face
1984	1	Bee Season
1985	1	Sidewalks of New York
1986	1	First Snow
1987	1	I Want Candy
1988	1	Safe
1989	1	She Hate Me
1990	1	A Walk on the Moon
1991	1	Kama Sutra: A Tale of Love
1992	1	Love Liza
1993	1	Lawn Dogs
1994	1	Levity
1995	1	Unaccompanied Minors
1996	1	The Funeral
1997	1	Waking the Dead
1998	1	Pride
1999	1	The Prize Winner of Defiance, Ohio
