movie	rottentomatoes	mpaa_rating
1650	1	PG-13
1651	1	Unrated
1652	1	Unrated
1653	1	PG-13
1654	1	Unrated
1655	1	Unrated
1656	1	Unrated
1657	1	Unrated
1658	1	R
1659	1	PG-13
1660	1	R
1661	1	Unrated
1662	1	R
1663	1	G
1664	1	Unrated
1665	1	Unrated
1666	1	Unrated
1667	1	R
1668	1	R
1669	1	Unrated
1670	1	R
1671	1	R
1672	1	R
1673	1	R
1674	1	R
1675	1	Unrated
1676	1	G
1677	1	Unrated
1678	1	PG
1679	1	PG-13
1680	1	Unrated
1681	1	Unrated
1682	1	Unrated
1683	1	PG
1684	1	PG-13
1685	1	PG
1686	1	PG
1687	1	PG-13
1688	1	PG-13
1689	1	PG-13
1690	1	PG-13
1691	1	PG
1692	1	PG
1693	1	Unrated
1694	1	Unrated
1695	1	Unrated
1696	1	Unrated
1697	1	R
1698	1	R
1699	1	R
1700	1	PG
1701	1	R
1702	1	PG
1703	1	R
1704	1	R
1705	1	PG-13
1706	1	R
1707	1	PG-13
1708	1	R
1709	1	R
1710	1	R
1711	1	PG
1712	1	R
1713	1	R
1714	1	R
1715	1	PG-13
1716	1	Unrated
1717	1	R
1718	1	PG
1719	1	R
1720	1	Unrated
1721	1	Unrated
1722	1	PG-13
1723	1	R
1724	1	PG-13
1725	1	R
1726	1	PG-13
1727	1	PG-13
1728	1	R
1729	1	PG-13
1730	1	G
1731	1	Unrated
1732	1	R
1733	1	Unrated
1734	1	Unrated
1735	1	Unrated
1736	1	Unrated
1737	1	PG-13
1738	1	R
1739	1	R
1740	1	PG-13
1741	1	R
1742	1	R
1743	1	PG-13
1744	1	PG-13
1745	1	PG-13
1746	1	PG-13
1747	1	PG-13
1748	1	Unrated
1749	1	PG
1750	1	PG
1751	1	PG-13
1752	1	PG-13
1753	1	PG-13
1754	1	R
1755	1	Unrated
1756	1	Unrated
1757	1	Unrated
1758	1	R
1759	1	R
1760	1	R
1761	1	Unrated
1762	1	PG-13
1763	1	PG
1764	1	Unrated
1765	1	R
1766	1	G
1767	1	Unrated
1768	1	PG
1769	1	PG
1770	1	PG
1771	1	R
1772	1	R
1773	1	PG-13
1774	1	PG-13
1775	1	PG-13
1776	1	PG-13
1777	1	R
1778	1	R
1779	1	PG
1780	1	R
1781	1	Unrated
1782	1	PG-13
1783	1	Unrated
1784	1	R
1785	1	Unrated
1786	1	PG
1787	1	PG
1788	1	PG
1789	1	R
1790	1	PG-13
1791	1	PG-13
1792	1	PG-13
1793	1	R
1794	1	PG-13
1795	1	PG-13
1796	1	PG-13
1797	1	PG-13
1798	1	PG-13
1799	1	R
1800	1	R
1801	1	R
1802	1	R
1803	1	R
1804	1	R
1805	1	PG
1806	1	R
1807	1	PG-13
1808	1	R
1809	1	R
1810	1	R
1811	1	PG
1812	1	PG-13
1813	1	PG-13
1814	1	PG
1815	1	PG
1816	1	R
1817	1	R
1818	1	R
1819	1	PG-13
1820	1	R
1821	1	Unrated
1822	1	PG
1823	1	R
1824	1	PG-13
1825	1	R
1826	1	R
1827	1	Unrated
1828	1	PG
1829	1	R
1830	1	PG
1831	1	Unrated
1832	1	PG
1833	1	Unrated
1834	1	G
1835	1	G
1836	1	PG
1837	1	R
1838	1	R
1839	1	PG
1840	1	R
1841	1	R
1842	1	PG
1843	1	PG-13
1844	1	PG
1845	1	PG-13
1846	1	R
1847	1	PG
1848	1	R
1849	1	R
1850	1	R
1851	1	R
1852	1	PG-13
1853	1	PG-13
1854	1	PG-13
1855	1	PG-13
1856	1	Unrated
1857	1	Unrated
1858	1	Unrated
1859	1	R
1860	1	PG
1861	1	Unrated
1862	1	Unrated
1863	1	G
1864	1	R
1865	1	PG-13
1866	1	PG-13
1867	1	R
1868	1	Unrated
1869	1	Unrated
1870	1	R
1871	1	R
1872	1	R
1873	1	R
1874	1	PG-13
1875	1	R
1876	1	Unrated
1877	1	PG
1878	1	PG
1879	1	PG
1880	1	PG
1881	1	PG
1882	1	PG
1883	1	R
1884	1	R
1885	1	R
1886	1	R
1887	1	Unrated
1888	1	Unrated
1889	1	R
1890	1	Unrated
1891	1	PG-13
1892	1	PG
1893	1	R
1894	1	PG
1895	1	R
1896	1	PG
1897	1	PG
1898	1	PG-13
1899	1	R
1900	1	R
1901	1	PG
1902	1	Unrated
1903	1	R
1904	1	Unrated
1905	1	R
1906	1	R
1907	1	PG-13
1908	1	R
1909	1	PG
1910	1	R
1911	1	R
1912	1	R
1913	1	PG-13
1914	1	Unrated
1915	1	PG
1916	1	PG-13
1917	1	PG
1918	1	R
1919	1	PG
1920	1	PG-13
1921	1	R
1922	1	PG
1923	1	PG-13
1924	1	Unrated
1925	1	PG
1926	1	Unrated
1927	1	R
1928	1	R
1929	1	PG-13
1930	1	R
1931	1	PG-13
1932	1	R
1933	1	R
1934	1	R
1935	1	PG-13
1936	1	PG
1937	1	R
1938	1	PG
1939	1	PG
1940	1	R
1941	1	PG-13
1942	1	G
1943	1	Unrated
1944	1	G
1945	1	Unrated
1946	1	R
1947	1	PG
1948	1	G
1949	1	PG
1950	1	PG
1951	1	R
1952	1	Unrated
1953	1	PG-13
1954	1	PG
1955	1	G
1956	1	PG-13
1957	1	G
1958	1	PG
1959	1	PG-13
1960	1	PG
1961	1	PG
1962	1	R
1963	1	Unrated
1964	1	Unrated
1965	1	PG-13
1966	1	R
1967	1	R
1968	1	R
1969	1	G
1970	1	PG-13
1971	1	R
1972	1	PG
1973	1	PG
1974	1	PG-13
1975	1	R
1976	1	R
1977	1	R
1978	1	R
1979	1	Unrated
1980	1	Unrated
1981	1	Unrated
1982	1	Unrated
1983	1	R
1984	1	Unrated
1985	1	Unrated
1986	1	Unrated
1987	1	Unrated
1988	1	Unrated
1989	1	G
1990	1	PG-13
1991	1	PG-13
1992	1	PG-13
1993	1	PG
1994	1	R
1995	1	PG
1996	1	R
1997	1	PG-13
1998	1	Unrated
1999	1	R
