movie	metacritic	director
1014	1	Stephen Kessler
1015	1	Tommy O'Haver
1016	1	Tony Shalhoub
1017	1	Mark Levin
1018	1	Cam Archer
1019	1	Josh Gordon
1020	1	Alejandro Agresti
1021	1	Neil Mandt
1022	1	Glen Goei
1023	1	Kelly Asbury
1024	1	Tim Burton
1025	1	Alexandre Aja
1026	1	Susanna White
1027	1	Jaume Balaguer�
1028	1	Nicholas Hytner
1029	1	Jim Gillespie
1030	1	Simon West
1031	1	Robert Rodriguez
1032	1	Laurence Fishburne
1033	1	Gary Trousdale
1034	1	Andy Fickman
1035	1	John Flynn
1036	1	Milos Forman
1037	1	Ethan Coen
1038	1	Gregg Araki
1039	1	Kristian Levring
1040	1	Oliver Stone
1041	1	Clint Eastwood
1042	1	Shane Meadows
1043	1	Tom Tykwer
1044	1	Jared Hess
1045	1	John McNaughton
1046	1	Brian De Palma
1047	1	Ted Demme
1048	1	Jacob Kornbluth
1049	1	Wallace Wolodarsky
1050	1	�lex de la Iglesia
1051	1	Chris Weitz
1052	1	Tony Stone
1053	1	Terry Gilliam
1054	1	Zack Snyder
1055	1	Woody Allen
1056	1	Joel Schumacher
1057	1	Jez Butterworth
1058	1	Juan Luis Iborra
1059	1	Phyllida Lloyd
1060	1	Christopher Reeve
1061	1	Bibo Bergeron
1062	1	Robert Zemeckis
1063	1	Marco Kreuzpaintner
1064	1	Peter Tolan
1065	1	Scott Roberts
1066	1	Peter Howitt
1067	1	Nicholas Hytner
1068	1	Patrick Lussier
1069	1	Charles Shyer
1070	1	Amy Heckerling
1071	1	Donald Petrie
1072	1	Jeremy Thomas
1073	1	Kevin Smith
1074	1	Nimr�d Antal
1075	1	Thor Freudenthal
1076	1	Francisco J. Lombardi
1077	1	Corey Yuen
1078	1	Kevin Asch
1079	1	Gaspar No�
1080	1	Vincent Gallo
1081	1	Stephen Szklarski
1082	1	Tod Williams
1083	1	Nick Cassavetes
1084	1	Amos Poe
1085	1	Alan J. Pakula
1086	1	Brian Robbins
1087	1	Bill Duke
1088	1	Je-gyu Kang
1089	1	Tyler Perry
1090	1	Piyush Dinker Pandya
1091	1	Rahul Bose
1092	1	Tim Burton
1093	1	Scott Hicks
1094	1	Carlos Saldanha
1095	1	Gary Hardwick
1096	1	Spike Lee
1097	1	P.J. Hogan
1098	1	Robin Shou
1099	1	Jake Goldberger
1100	1	Jonathan Glazer
1101	1	Bertha Bay-Sa Pan
1102	1	Takashi Shimizu
1103	1	Les Claypool
1104	1	Adrian Lyne
1105	1	Stephen Belber
1106	1	Karan Johar
1107	1	Barbet Schroeder
1108	1	Takashi Miike
1109	1	Todd Solondz
1110	1	Alex Proyas
1111	1	Erik White
1112	1	David Wain
1113	1	Adam Rifkin
1114	1	Ivan Reitman
1115	1	Jon Chu
1116	1	Rod Lurie
1117	1	John Sanford
1118	1	Justin Chadwick
1119	1	Michael Grecco
1120	1	Marek Kanievska
1121	1	Shekhar Kapur
1122	1	Michael Radford
1123	1	John Moore
1124	1	Sean Anders
1125	1	Tyler Perry
1126	1	Andrew Niccol
1127	1	Curtis Hanson
1128	1	Paul McGuigan
1129	1	Edward Burns
1130	1	Roger Spottiswoode
1131	1	Hugo Rodr�guez
1132	1	Hironobu Sakaguchi
1133	1	Michael Davis
1134	1	Sherman Alexie
1135	1	Arliss Howard
1136	1	Richard Donner
1137	1	Christopher McQuarrie
1138	1	Joe Camp
1139	1	Lars von Trier
1140	1	Barry Levinson
1141	1	Brian De Palma
1142	1	Michael O. Sajbel
1143	1	Ol Parker
1144	1	Jeb Stuart
1145	1	Tyler Perry
1146	1	Richard Squires
1147	1	Ivan Passer
1148	1	Rob Marshall
1149	1	Sam Raimi
1150	1	Shi-Zheng Chen
1151	1	Gregory Hoblit
1152	1	Steve Carr
1153	1	Michael Hoffman
1154	1	Iain Softley
1155	1	Catherine Breillat
1156	1	David Twohy
1157	1	Luc Besson
1158	1	Asia Argento
1159	0	<NULL>
1160	1	Jonathan Parker
1161	1	Ron Howard
1162	1	Aaron Blaise
1163	1	John Carlos Frey
1164	1	Deborah Kampmeier
1165	1	Antoine Fuqua
1166	1	Campbell Scott
1167	1	Francine McDougall
1168	1	Alex Steyermark
1169	1	Keenen Ivory Wayans
1170	1	Mark Dindal
1171	1	Jon Amiel
1172	1	Jake Kasdan
1173	1	Ron Howard
1174	1	Carl Franklin
1175	1	Andy Wachowski
1176	1	Joshua Goldin
1177	1	Anne Fletcher
1178	1	Maurice Jamal
1179	1	Bruce Beresford
1180	1	Hirotsugu Kawasaki
1181	1	Hee-il Leesong
1182	1	Menno Meyjes
1183	1	Robert Altman
1184	1	Shawn Levy
1185	1	Craig Chester
1186	1	Raymond De Felitta
1187	1	Anne Fletcher
1188	1	Jon Turteltaub
1189	1	Dominic Sena
1190	1	Brian Robbins
1191	1	Stephen Sommers
1192	1	Jeffrey Kramer
1193	1	Steve Pink
1194	1	Santosh Sivan
1195	1	Takashi Miike
1196	1	Jonathan Teplitzky
1197	1	Jane Weinstock
1198	1	Takeshi Kitano
1199	1	Richard Rich
1200	1	Craig Rosenberg
1201	1	Gregor Schnitzler
1202	1	Ken Kwapis
1203	1	Ash Christian
1204	1	Matt Tauber
1205	1	David Mirkin
1206	1	John Moore
1207	1	P.J. Posner
1208	1	Eric Till
1209	1	Peter Chelsom
1210	1	Robert Ben Garant
1211	1	Andy Garcia
1212	1	David Cronenberg
1213	1	Gregory Hoblit
1214	1	Miles Swain
1215	1	Jonathan Lynn
1216	1	John Sayles
1217	1	Angela Robinson
1218	1	Ryan Piers Williams
1219	1	Lawrence Kasdan
1220	1	Barry Sonnenfeld
1221	1	Kent Alterman
1222	1	Royston Tan
1223	1	Goro Miyazaki
1224	1	Anthony Hopkins
1225	1	Malcolm Venville
1226	1	Joe Carnahan
1227	1	Tuck Tucker
1228	1	Emilio Mart�nez L�zaro
1229	1	Robert Cary
1230	1	Ra'up McGee
1231	1	Kyung-Taek Kwak
1232	1	Mike Figgis
1233	1	Rosario Roveto Jr.
1234	1	Gary Hardwick
1235	1	Terry George
1236	1	Hugh Wilson
1237	1	Adrian Lyne
1238	1	Ventura Pons
1239	1	Henry Jaglom
1240	1	Kevin Spacey
1241	1	Rob Zombie
1242	1	Jon Turteltaub
1243	1	Anthony Russo
1244	1	Lars von Trier
1245	1	Iain Softley
1246	1	Harvey Kahn
1247	1	Howard Deutch
1248	1	Harald Zwart
1249	1	Bronwen Hughes
1250	1	David Koepp
1251	1	Justin Lin
1252	1	Scott Kalvert
1253	1	Christopher N. Rowley
1254	1	Seth Grossman
1255	1	Woody Allen
1256	1	Stefan Ruzowitzky
1257	1	Tom Shadyac
1258	1	James Wan
1259	1	Tom Caltabiano
1260	1	Stephen Chow
1261	1	Jay Chandrasekhar
1262	1	Ian Iqbal Rashid
1263	1	James Mangold
1264	1	Sean Penn
1265	1	Jon Knautz
1266	1	Peyton Reed
1267	1	Robert Davi
1268	1	Bobby Farrelly
1269	1	Pip Karmel
1270	1	Colette Burson
1271	1	Les Mayfield
1272	1	Adam Larson Broder
1273	1	Shawn Levy
1274	1	Phillip Noyce
1275	1	John Stockwell
1276	1	Kathryn Bigelow
1277	1	Phil Alden Robinson
1278	1	Clare Kilner
1279	1	Taylor Hackford
1280	1	Reginald Hudlin
1281	1	James McTeigue
1282	1	Shana Feste
1283	1	Tim Story
1284	1	Jim Sheridan
1285	1	Woody Allen
1286	1	Richard Loncraine
1287	1	Bruce A. Evans
1288	1	Marc Levin
1289	1	Wayne Wang
1290	1	Enid Zentelis
1291	1	Stephen Norrington
1292	1	John Bonito
1293	1	Albert Magnoli
1294	1	Shekhar Kapur
1295	1	Gavin O'Connor
1296	1	James Ivory
1297	1	Justin Lin
1298	1	Joe Nussbaum
1299	1	Dean Parisot
1300	1	Norman Jewison
1301	1	Bille August
1302	1	Kyle Newman
1303	1	Guillermo Arriaga
1304	1	Ethan Hawke
1305	1	David Atkins
1306	1	Don Boyd
1307	1	Steven Soderbergh
1308	1	Mike Newell
1309	1	Tyler Perry
1310	1	Talia Lugacy
1311	1	Joe Carnahan
1312	1	Barry Skolnick
1313	1	Clark Johnson
1314	1	Jon Turteltaub
1315	1	Jag Mundhra
1316	1	Ulu Grosbard
1317	1	Sngmoo Lee
1318	1	Xavier Gens
1319	1	James Mangold
1320	1	Toni Kalem
1321	1	Marcos Siega
1322	1	Katsuhito Ishii
1323	1	Aileen Ritchie
1324	1	Manuel Boursinhac
1325	1	Valerie Breiman
1326	1	Michael Bay
1327	1	John Maybury
1328	1	Melanie Mayron
1329	1	Chris Weitz
1330	1	Sylvain White
1331	1	Mark Pellington
1332	1	Eric Weber
1333	1	Michael Schroeder
1334	1	Rafal Zielinski
1335	1	Penny Marshall
1336	1	Renny Harlin
1337	1	John McTiernan
1338	1	Alejandro Lozano
1339	1	Takeshi Kitano
1340	1	Troy Duffy
1341	1	Byambasuren Davaa
1342	1	Pedro Almod�var
1343	1	Mark Moormann
1344	1	Phil Morrison
1345	1	Robert Kenner
1346	1	Jan Troell
1347	1	Majid Majidi
1348	1	Fabi�n Bielinsky
1349	1	Charles Crichton
1350	1	Frank Darabont
1351	1	Ingmar Bergman
1352	1	Bob Fosse
1353	1	Campbell Scott
1354	1	Jeffrey Blitz
1355	1	Sergio Leone
1356	1	David Silverman
1357	1	Eran Kolirin
1358	1	James Foley
1359	1	Michael Winterbottom
1360	1	George Clooney
1361	1	Jonathan Dayton
1362	1	Ron Howard
1363	1	Jean-Pierre Melville
1364	1	Conrad Rooks
1365	1	Fernando Meirelles
1366	1	Anne Sundberg
1367	1	Majid Majidi
1368	1	Gy�rgy P�lfi
1369	1	Robert Altman
1370	1	Jasmin Dizdar
1371	1	Danny DeVito
1372	1	J�rgen Leth
1373	1	Jonathan Glazer
1374	1	Steven Spielberg
1375	1	Robert Shallcross
1376	1	Chris Rock
1377	1	Glenn Gordon Caron
1378	1	Susan Seidelman
1379	1	Jeff Hare
1380	1	Spike Lee
1381	1	Stephen Frears
1382	1	John Hindman
1383	1	Michael Lembeck
1384	1	M. Night Shyamalan
1385	1	Alex Steyermark
1386	1	Sylvain White
1387	1	Richard Kelly
1388	1	Drew Dowdle
1389	1	John Hamburg
1390	1	Todd Holland
1391	1	D.J. Caruso
1392	1	Lynn Hershman-Leeson
1393	1	Stephen Hopkins
1394	1	John Whitesell
1395	1	George A. Romero
1396	1	Henry Miller
1397	1	Edward Burns
1398	1	Akiva Schaffer
1399	1	Jeff Stanzler
1400	1	Brian Robbins
1401	1	Craig Bolotin
1402	1	Rod Lurie
1403	1	John Woo
1404	1	Bobby Farrelly
1405	1	Lasse Hallstr�m
1406	1	Brian Robbins
1407	1	Bruno Dumont
1408	1	Paul Weitz
1409	1	Paul W.S. Anderson
1410	1	Bill Duke
1411	1	Jon Turteltaub
1412	1	Galt Niederhoffer
1413	1	John Milius
1414	1	Robert Iscove
1415	1	Roger Donaldson
1416	1	Martin Brest
1417	1	Christopher Scott Cherot
1418	1	Richard Schenkman
1419	1	David Wain
1420	1	Marco Kreuzpaintner
1421	1	Henry Jaglom
1422	1	Adam Marcus
1423	1	Marc Lawrence
1424	1	Robert Lee King
1425	1	John McTiernan
1426	1	Taylor Hackford
1427	1	Chris Columbus
1428	1	Katt Shea
1429	1	Dario Argento
1430	1	E. Raymond Brown
1431	1	Rob Reiner
1432	1	Dan Eckman
1433	1	Pierre Morel
1434	1	Luis Mandoki
1435	1	Stephen Hopkins
1436	1	William Dear
1437	1	John Schultz
1438	1	Jaume Collet-Serra
1439	1	Lee Tamahori
1440	1	Alexandre Aja
1441	1	Antoine Fuqua
1442	1	Steve Oedekerk
1443	1	Mike Figgis
1444	1	Brett C Leonard
1445	1	Blair Hayes
1446	1	Marc Forby
1447	1	Alex Proyas
1448	1	Raja Gosnell
1449	1	Michael Bay
1450	1	Dennie Gordon
1451	1	�mile Gaudreault
1452	1	Craig Gillespie
1453	1	Tommy Stovall
1454	1	Lloyd Kaufman
1455	1	Sanjay Gupta
1456	1	Neil Turitz
1457	1	Jay Roach
1458	1	Ricardo de Montreuil
1459	1	Marc Forster
1460	1	Ryan Shiraki
1461	1	Tim McCann
1462	1	Damon Dash
1463	1	Christopher Hampton
1464	1	Hoyt Yeatman
1465	1	Bret Stern
1466	1	Arie Posin
1467	1	Jordan Walker-Pearlman
1468	1	Jonathan Lynn
1469	1	Adam Green
1470	1	Bret Wood
1471	1	Tim Hunter
1472	1	Susan Montford
1473	1	David Hogan
1474	1	Dagur K�ri
1475	1	Shinji Aramaki
1476	1	James Marsh
1477	1	David Raynr
1478	1	Tim Hill
1479	1	Christophe Barratier
1480	1	Allen Coulter
1481	1	Kevin Heffernan
1482	1	David Zucker
1483	1	Paul Hunter
1484	1	Kerry Asmussen
1485	1	Mimi Leder
1486	1	Darren Lynn Bousman
1487	1	Damian Nieman
1488	1	Sally Potter
1489	1	Bruce Paltrow
1490	1	Luis Mandoki
1491	1	Mark Steven Johnson
1492	1	Baltasar Korm�kur
1493	1	Thomas Carter
1494	1	Kevin Tancharoen
1495	1	Jacob Tierney
1496	1	Frank Ciota
1497	1	Louis Leterrier
1498	1	Bruce Leddy
1499	1	Boaz Yakin
1500	1	Adam Shankman
1501	1	Fran�ois Girard
1502	1	Matthew Parkhill
1503	1	Steve Carr
1504	1	Bart Freundlich
1505	1	James Toback
1506	1	Stephen K. Bannon
1507	1	Adam Goldberg
1508	1	Bill Plympton
1509	1	Jamie Babbit
1510	1	Luis Mandoki
1511	1	Phillip J. Bartell
1512	1	Jeff Wadlow
1513	1	Andrzej Bartkowiak
1514	1	Martin Gero
1515	1	Barry Sonnenfeld
1516	1	Trish Doolan
1517	1	Rawson Marshall Thurber
1518	1	Rick Famuyiwa
1519	1	D.J. Caruso
1520	1	Wilson Yip
1521	1	Matthew Cole Weiss
1522	1	Franc. Reyes
1523	1	Robert Ben Garant
1524	1	Vadim Perelman
1525	1	Michael Tollin
1526	1	Ernest R. Dickerson
1527	1	Mitch Davis
1528	1	Corey Yuen
1529	1	Michael O. Sajbel
1530	1	Shawn Levy
1531	1	David S. Goyer
1532	1	Martin Davidson
1533	1	David R. Ellis
1534	1	Robert Rodriguez
1535	1	Chris Fisher
1536	1	Frederik Du Chau
1537	1	Doug Lefler
1538	1	Todd Stephens
1539	1	Mick Garris
1540	1	Sam Weisman
1541	1	Tom Shadyac
1542	1	Burr Steers
1543	1	Spike Lee
1544	1	Joel Schumacher
1545	1	Michael Dinner
1546	1	Rand Ravich
1547	1	Troy Beyer
1548	1	Matthew Ryan Hoge
1549	1	Steven Zaillian
1550	1	Salvador Litvak
1551	1	Penelope Spheeris
1552	1	Rob Reiner
1553	1	Matthew Bright
1554	1	Richard Donner
1555	1	Gabriele Muccino
1556	1	Myles Berkowitz
1557	1	Des McAnuff
1558	1	Mars Callahan
1559	1	Steve Carr
1560	1	Agnieszka Wojtowicz-Vosloo
1561	1	Michael Lembeck
1562	1	Reggie Rock Bythewood
1563	1	Victor Salva
1564	1	Jess Manafort
1565	1	Greg Coolidge
1566	1	Mikael Salomon
1567	1	Julie Davis
1568	1	James Wong
1569	1	Bille Woodruff
1570	1	Neil LaBute
1571	1	Michael Caton-Jones
1572	1	Cess Silvera
1573	1	Jonathan Lynn
1574	1	Darren Grant
1575	1	Kirk De Micco
1576	1	Len Wiseman
1577	1	Danny Provenzano
1578	1	John McTiernan
1579	1	Robert Moresco
1580	1	Andrzej Bartkowiak
1581	1	James Wan
1582	1	Mark Hanlon
1583	1	Chris Ver Wiel
1584	1	Rosser Goodman
1585	1	Sam Weisman
1586	1	Zak Tucker
1587	1	Martin Guigui
1588	1	Anthony Bell
1589	1	Denys Arcand
1590	1	Harald Zwart
1591	1	David S. Goyer
1592	1	Peter MacDonald
1593	1	Jordan Susman
1594	1	Hal Hartley
1595	1	Paul McGuigan
1596	1	Kevin Williamson
1597	1	Dave Filoni
1598	1	Doug Liman
1599	1	Danny Boyle
1600	1	James Westby
1601	1	Richard Benjamin
1602	1	Adam Shankman
1603	1	Vicky Jenson
1604	1	Coralie
1605	1	John Carpenter
1606	1	Peter O'Fallon
1607	1	David Ross
1608	1	Gil Cates Jr.
1609	1	Jamie Blanks
1610	1	Alexander Witt
1611	1	Kabir Khan
1612	1	Alexandre Aja
1613	1	Marc Fienberg
1614	1	Michael Prywes
1615	1	Marcus Raboy
1616	1	Daniel Sackheim
1617	1	Nora Ephron
1618	1	William Tyler Smith
1619	1	Adam Watstein
1620	1	Lawrence D. Foldes
1621	1	Eric Bross
1622	1	John Herzfeld
1623	1	Rob Minkoff
1624	1	F. Gary Gray
1625	1	Marcus Nispel
1626	1	Katherine Dieckmann
1627	1	Olatunde Osunsanmi
1628	1	Anders Anderson
1629	1	Robert Dalva
1630	1	Andrew Bergman
1631	1	John McTiernan
1632	1	Marco Brambilla
1633	1	James Wan
1634	1	John Whitesell
1635	1	Garry Marshall
1636	1	Sande Zeig
1637	1	Chris Koch
1638	1	Bruce La Bruce
1639	1	Jonathan Mossek
1640	1	Michael Clancy
1641	1	Rick de Oliveira
1642	1	Andrew Davis
1643	1	Christian Charles
1644	1	Nicholaus Goossen
1645	1	Takashi Shimizu
1646	1	Peter Hyams
1647	1	Linda Mendoza
1648	1	Nelson McCormick
1649	1	Adam Shankman
1650	1	Roger Spottiswoode
1651	1	Stefan Ruzowitzky
1652	1	Eriq La Salle
1653	1	Joe Pytka
1654	1	Barry Sonnenfeld
1655	1	Derek Wan
1656	1	James Isaac
1657	1	Andrew Douglas
1658	1	Anthony Lover
1659	1	Jos� Padilha
1660	1	Hyung-rae Shim
1661	1	Eric Styles
1662	1	Raja Gosnell
1663	1	Adam Shankman
1664	1	Les Mayfield
1665	1	Adam Collis
1666	1	Jessy Terrero
1667	1	Sara Sugarman
1668	1	Bill Forsyth
1669	1	Anand Tucker
1670	1	Marc Fusco
1671	1	Michele Maher
1672	1	Bob Odenkirk
1673	1	Thomas Vinterberg
1674	1	Christian Johnston
1675	1	Scott Stewart
1676	1	J.P. Schaefer
1677	1	Chris Weitz
1678	1	Ron Shelton
1679	1	Philip Zlotorynski
1680	1	Michael Lembeck
1681	1	Harry Shearer
1682	1	Larry Charles
1683	1	Tom Rice
1684	1	Roland Emmerich
1685	1	Rob Schmidt
1686	1	Lance Rivera
1687	1	Adam Rifkin
1688	1	Hue Rhodes
1689	1	James Ronald Whitney
1690	1	Stephen T. Kay
1691	1	Nora Ephron
1692	1	Wes Craven
1693	1	Robert Harmon
1694	1	Sue Kramer
1695	1	Margaret Brown
1696	1	Clint Eastwood
1697	1	Milos Forman
1698	1	Agn�s Jaoui
1699	1	Woo-ping Yuen
1700	1	Thomas McCarthy
1701	1	Jon Favreau
1702	1	Chris Buck
1703	1	James L. Brooks
1704	1	Michael Haneke
1705	1	Matt Reeves
1706	1	Franc Roddam
1707	1	Jennifer Baichwal
1708	1	Carroll Ballard
1709	1	Anand Tucker
1710	1	Clint Eastwood
1711	1	Jacques Richard
1712	1	Ishir� Honda
1713	1	Jonathan Karsh
1714	1	Antoine Fuqua
1715	1	Guillermo del Toro
1716	1	Albert Maysles
1717	1	Stephen Frears
1718	1	Paul Thomas Anderson
1719	1	Bent Hamer
1720	1	Yang Li
1721	1	Stanley Kubrick
1722	1	Barry Levinson
1723	1	Stephen Herek
1724	1	Roger Christian
1725	1	Tennyson Bardwell
1726	1	Kevin Smith
1727	1	Alan Parker
1728	1	David R. Ellis
1729	1	Lexi Alexander
1730	1	Robert Mickelson
1731	1	Kevin Greutert
1732	1	Steven Baigelman
1733	1	Rob McKittrick
1734	1	Jean-Pierre Marois
1735	1	Nick Cassavetes
1736	1	Allan Moyle
1737	1	Todd Louiso
1738	1	Eric Schaeffer
1739	1	Lisa Comrie
1740	1	Matt Williams
1741	1	Howard Deutch
1742	1	Bernie Goldmann
1743	1	Steve Beck
1744	1	Anne De Salvo
1745	1	Chazz Palminteri
1746	1	Steven Brill
1747	1	Christopher Erskin
1748	1	Tom Brady
1749	1	Chris Fiore
1750	1	Nick Efteriades
1751	1	Tony Piccirillo
1752	1	Colin Strause
1753	1	Paul W.S. Anderson
1754	1	Donald Petrie
1755	1	Richard Rich
1756	1	Paul Leaf
1757	1	Andy Fickman
1758	1	John A. Gallagher
1759	1	John Daly
1760	1	Jon Gunn
1761	1	Jessie Nelson
1762	1	Terry West
1763	1	Garry Marshall
1764	1	David Lynch
1765	1	Steve Beck
1766	1	Randall Miller
1767	1	Spike Lee
1768	1	Dominic Sena
1769	1	Chris Browne
1770	1	Joel Schumacher
1771	1	Q. Allan Brocka
1772	1	James M. Hausler
1773	1	Ralph Bakshi
1774	1	Dave Meyers
1775	1	Kunihiko Yuyama
1776	1	Robert Luketic
1777	1	John Whitesell
1778	1	Christopher Hampton
1779	1	Dennis Dugan
1780	1	Steven R. Monroe
1781	1	Michael Patrick King
1782	1	Tamra Davis
1783	1	Brian Taylor
1784	1	Asia Argento
1785	1	Bob Clark
1786	1	Simon West
1787	1	Jim Sonzero
1788	1	Alan Cohn
1789	1	Brian Robbins
1790	1	Mark Tarlov
1791	1	Marc Levin
1792	1	Philip Kaufman
1793	1	Keenen Ivory Wayans
1794	1	Michael Lehmann
1795	1	Jason Todd Ipson
1796	1	Greg Marcks
1797	1	Patrick Lussier
1798	1	Bennett Davlin
1799	1	Jeff Abugov
1800	1	Daniel Myrick
1801	1	Sidney Lumet
1802	1	Christian Alvart
1803	1	Wim Wenders
1804	1	Mark Piznarski
1805	1	Tom Shadyac
1806	1	Tom Brady
1807	1	Rick Friedberg
1808	1	Lorenzo Doumani
1809	1	Bruce McCulloch
1810	1	Jim Gillespie
1811	1	James Isaac
1812	1	Mary McGuckian
1813	1	Michael Apted
1814	1	Hunter Richards
1815	1	Andy Cheng
1816	1	Howard Deutch
1817	1	Glenn Gaylord
1818	1	Lance Hool
1819	1	Rob Cohen
1820	1	Lloyd Kaufman
1821	1	Robby Henson
1822	1	Agustin
1823	1	Renny Harlin
1824	1	Gary Winick
1825	1	Eric Valette
1826	1	Roland Joff�
1827	1	William Brent Bell
1828	1	Paul Verhoeven
1829	1	Troy Duffy
1830	1	Peter Billingsley
1831	1	Michael Addis
1832	1	Ronny Yu
1833	1	John Cosgrove
1834	1	Scott Wiper
1835	1	Sally Field
1836	1	Reginald Hudlin
1837	1	Dennis Dugan
1838	1	Kunihiko Yuyama
1839	1	Darren Stein
1840	1	Glen Morgan
1841	1	Uwe Boll
1842	1	Jonathan Glatzer
1843	1	Andrew Litvack
1844	1	Brendan Malloy
1845	1	Joe Charbanic
1846	1	Joe Roth
1847	1	Stewart Raffill
1848	1	Adam Resnick
1849	1	Azita Zendel
1850	1	Lab Ky Mo
1851	1	Alexander Bulkley
1852	1	Danny Cannon
1853	1	Mort Nathan
1854	1	Steve Rash
1855	1	Michael Tollin
1856	1	Douglas Aarniokoski
1857	1	Chris Roberts
1858	1	Demian Lichtenstein
1859	1	Al Corley
1860	1	Tim Allen
1861	1	Gregor Jordan
1862	1	M. Night Shyamalan
1863	1	Dennie Gordon
1864	1	Richard Benjamin
1865	1	Rob Pritts
1866	1	Michael Lehmann
1867	1	Stephen Kessler
1868	1	Bo Welch
1869	1	Marcos Siega
1870	1	Mark Helfrich
1871	1	Brian Baugh
1872	1	Jeff Pollack
1873	1	Joel Schumacher
1874	1	Johan Renck
1875	1	Uwe Boll
1876	1	Kurt Wimmer
1877	1	Jon Avnet
1878	1	Eric Hannah
1879	1	Christian Duguay
1880	1	Andrzej Bartkowiak
1881	1	Phil Traill
1882	1	David Ondaatje
1883	1	Aaron Seltzer
1884	1	Charles Robert Carner
1885	1	Janusz Kaminski
1886	1	William Malone
1887	1	Scott Kalvert
1888	1	David McNally
1889	1	Lance Rivera
1890	1	John Landis
1891	1	Deb Hagan
1892	1	Fred Savage
1893	1	Zoe Clarke-Williams
1894	1	Jeremiah S Chechik
1895	1	Roger Donaldson
1896	1	Karl DeMolay
1897	1	Dewey Nicks
1898	1	Ron Underwood
1899	1	Perry Andelin Blake
1900	1	Jeffrey W. Byrd
1901	1	Aaron Seltzer
1902	1	Abdul Malik Abbott
1903	1	David Hillenbrand
1904	1	Irving Schwartz
1905	1	Trevor Moore
1906	1	Larry Karaszewski
1907	1	Bob Clark
1908	1	Jason Bloom
1909	1	Christopher Guest
1910	1	Jorge Gaggero
1911	1	Wes Craven
1912	1	David Fincher
1913	1	Lawrence Kasdan
1914	1	Haile Gerima
1915	1	Fred Schepisi
1916	1	Richard Linklater
1917	1	Apichatpong Weerasethakul
1918	1	Kar Wai Wong
1919	1	Henry Bromell
1920	1	Rob Reiner
1921	1	Guillermo del Toro
1922	1	Robert Benton
1923	1	George Miller
1924	1	Ron Howard
1925	1	Tom Tykwer
1926	1	Jim McKay
1927	1	Victor Nunez
1928	1	Cameron Crowe
1929	1	Curtis Hanson
1930	1	Barbara Kopple
1931	1	Jean-Luc Godard
1932	1	Bryan Singer
1933	1	Samuel Fuller
1934	1	Cary Fukunaga
1935	1	Chuan Lu
1936	1	Catherine Breillat
1937	1	Edgar Wright
1938	1	Paul Thomas Anderson
1939	1	Rowan Woods
1940	1	Tom Dey
1941	1	Hilary Brougher
1942	1	Bonni Cohen
1943	1	Lone Scherfig
1944	1	John Dullaghan
1945	1	Mira Nair
1946	1	Bob Clark
1947	1	Brillante Mendoza
1948	1	Ondi Timoner
1949	1	Jean-Pierre Dardenne
1950	1	Chris Eyre
1951	1	George Armitage
1952	1	David Anspaugh
1953	1	Jim Sheridan
1954	1	James Mangold
1955	1	William Wyler
1956	1	John Waters
1957	1	Bill Condon
1958	1	Martin Scorsese
1959	1	Albert Hughes
1960	1	Michael Almereyda
1961	1	Jean-Pierre Jeunet
1962	1	Miranda July
1963	1	Alan Rudolph
1964	1	Paul Justman
1965	1	Whit Stillman
1966	1	Spike Lee
1967	1	Richard Eyre
1968	1	Peter Weir
1969	1	Katsuhiro �tomo
1970	1	Ridley Scott
1971	1	David Zucker
1972	1	Andrew Adamson
1973	1	Aviva Kempner
1974	1	Tobe Hooper
1975	1	David Mamet
1976	1	Alex Cox
1977	1	John Crowley
1978	1	Judith Ehrlich
1979	1	Nicole Holofcener
1980	1	Jim Sheridan
1981	1	Patty Jenkins
1982	1	Barbet Schroeder
1983	1	Ali Selim
1984	1	Olivier Assayas
1985	1	Thomas Riedelsheimer
1986	1	Kaige Chen
1987	1	Lasse Hallstr�m
1988	1	Mike Hodges
1989	1	Alan Mak
1990	1	Terry Jones
1991	1	Takeshi Kitano
1992	1	Scott Teems
1993	1	Chris Hegedus
1994	1	Danae Elon
1995	1	Peter Cattaneo
1996	1	Bent Hamer
1997	1	So Yong Kim
1998	1	Mario Van Peebles
1999	1	Nonny de la Pe�a
