movie	boxofficemojo	mpaa_rating
1651	1	R
1652	1	PG
1653	1	PG-13
1654	1	PG-13
1655	1	R
1656	1	PG-13
1657	1	R
1658	1	R
1659	1	PG-13
1660	1	R
1661	1	PG-13
1662	1	R
1663	1	R
1664	1	PG-13
1665	1	PG-13
1666	1	PG
1667	1	PG-13
1668	1	R
1669	1	PG
1670	1	PG-13
1671	1	PG
1672	1	R
1673	1	Not Yet Rated
1674	1	R
1675	1	R
1676	1	R
1677	1	PG-13
1678	1	PG-13
1679	1	PG-13
1680	1	PG
1681	1	PG-13
1682	1	PG-13
1683	1	PG-13
1684	1	PG-13
1685	1	R
1686	1	PG-13
1687	1	PG
1688	1	R
1689	1	PG
1690	1	G
1691	1	PG-13
1692	1	PG
1693	1	R
1694	1	R
1695	1	PG
1696	1	PG-13
1697	1	PG-13
1698	1	R
1699	1	Unrated
1700	1	PG-13
1701	1	G
1702	1	PG
1703	1	R
1704	1	Unrated
1705	1	G
1706	1	PG-13
1707	1	PG
1708	1	PG
1709	1	PG
1710	1	PG-13
1711	1	PG-13
1712	1	R
1713	1	R
1714	1	R
1715	1	PG-13
1716	1	R
1717	1	R
1718	1	R
1719	1	PG-13
1720	1	PG-13
1721	1	R
1722	1	R
1723	1	R
1724	1	R
1725	1	PG
1726	1	R
1727	1	PG-13
1728	1	R
1729	1	PG-13
1730	1	R
1731	1	PG
1732	1	PG
1733	1	R
1734	1	PG
1735	1	R
1736	1	R
1737	1	R
1738	1	PG-13
1739	1	PG-13
1740	1	PG-13
1741	1	PG
1742	1	PG
1743	1	PG
1744	1	PG
1745	1	PG-13
1746	1	PG-13
1747	1	PG
1748	1	PG
1749	1	PG
1750	1	PG
1751	1	PG
1752	1	PG
1753	1	PG-13
1754	1	PG
1755	1	PG
1756	1	PG
1757	1	PG
1758	1	G
1759	1	PG
1760	1	PG
1761	1	PG
1762	1	PG
1763	1	PG
1764	1	G
1765	1	G
1766	1	PG
1767	1	PG
1768	1	PG
1769	1	PG
1770	1	PG
1771	1	PG
1772	1	PG
1773	1	PG-13
1774	1	G
1775	1	PG
1776	1	PG
1777	1	PG-13
1778	1	PG-13
1779	1	PG
1780	1	R
1781	1	PG-13
1782	1	PG-13
1783	1	PG-13
1784	1	PG
1785	1	PG-13
1786	1	PG-13
1787	1	R
1788	1	PG
1789	1	R
1790	1	PG-13
1791	1	R
1792	1	PG-13
1793	1	R
1794	1	PG
1795	1	R
1796	1	R
1797	1	R
1798	1	Unrated
1799	1	R
1800	1	R
1801	1	R
1802	1	R
1803	1	R
1804	1	NC-17
1805	1	R
1806	1	R
1807	1	R
1808	1	R
1809	1	R
1810	1	R
1811	1	PG-13
1812	1	R
1813	1	PG-13
1814	1	R
1815	1	R
1816	1	R
1817	1	R
1818	1	R
1819	1	R
1820	1	R
1821	1	R
1822	1	R
1823	1	R
1824	1	R
1825	1	R
1826	1	R
1827	1	R
1828	1	R
1829	1	R
1830	1	PG-13
1831	1	PG
1832	1	PG
1833	1	R
1834	1	PG-13
1835	1	PG
1836	1	R
1837	1	PG-13
1838	1	Not Yet Rated
1839	1	R
1840	1	R
1841	1	R
1842	1	R
1843	1	R
1844	1	R
1845	1	R
1846	1	R
1847	1	R
1848	1	R
1849	1	R
1850	1	R
1851	1	R
1852	1	Unrated
1853	1	R
1854	1	PG
1855	1	R
1856	1	R
1857	1	PG-13
1858	1	R
1859	1	PG
1860	1	R
1861	1	R
1862	1	PG-13
1863	1	PG-13
1864	1	R
1865	1	R
1866	1	PG-13
1867	1	R
1868	1	R
1869	1	R
1870	1	R
1871	1	R
1872	1	PG-13
1873	1	Unrated
1874	1	R
1875	1	R
1876	1	PG-13
1877	1	R
1878	1	PG-13
1879	1	R
1880	1	R
1881	1	PG-13
1882	1	R
1883	1	PG
1884	1	R
1885	1	R
1886	1	R
1887	1	R
1888	1	R
1889	1	R
1890	1	R
1891	1	R
1892	1	PG-13
1893	1	R
1894	1	R
1895	1	R
1896	1	R
1897	1	R
1898	1	R
1899	1	R
1900	1	R
1901	1	R
1902	1	Not Yet Rated
1903	1	PG-13
1904	1	PG-13
1905	1	PG-13
1906	1	R
1907	1	PG-13
1908	1	PG-13
1909	1	R
1910	1	R
1911	1	R
1912	1	R
1913	1	PG-13
1914	1	PG-13
1915	1	PG-13
1916	1	PG-13
1917	1	R
1918	1	R
1919	1	R
1920	1	Not Yet Rated
1921	1	Not Yet Rated
1922	1	R
1923	1	R
1924	1	R
1925	1	R
1926	1	R
1927	1	R
1928	1	R
1929	1	R
1930	1	PG
1931	1	PG
1932	1	R
1933	1	R
1934	1	PG
1935	1	R
1936	1	R
1937	1	PG-13
1938	1	G
1939	1	PG
1940	1	PG
1941	1	R
1942	1	PG-13
1943	1	PG-13
1944	1	R
1945	1	R
1946	1	R
1947	1	PG
1948	1	PG
1949	1	PG-13
1950	1	Not Yet Rated
1951	1	Not Yet Rated
1952	1	Not Yet Rated
1953	1	Not Yet Rated
1954	1	G
1955	1	G
1956	1	G
1957	1	G
1958	1	PG-13
1959	1	PG-13
1960	1	R
1961	1	R
1962	1	R
1963	1	PG-13
1964	1	R
1965	1	R
1966	1	R
1967	1	R
1968	1	R
1969	1	PG-13
1970	1	PG
1971	1	PG-13
1972	1	PG-13
1973	1	R
1974	1	R
1975	1	R
1976	1	PG-13
1977	1	R
1978	1	R
1979	1	R
1980	1	PG-13
1981	1	PG-13
1982	1	R
1983	1	PG
1984	1	R
1985	1	R
1986	1	R
1987	1	R
1988	1	Unrated
1989	1	PG-13
1990	1	PG
1991	1	PG-13
1992	1	PG-13
1993	1	M
1994	1	PG-13
1995	1	PG
1996	1	R
1997	1	PG-13
1998	1	PG
1999	1	Unrated
