movie	metacritic	genre
0866	1	Mystery, Thriller, Horror
0867	1	Drama, Comedy, Musical
0868	1	Drama, Romance
0869	1	Drama, Romance
0870	1	Drama, Thriller, War
0871	1	Drama, Music
0872	1	Action, Thriller, Comedy, Romance
0873	1	Adventure, Comedy, Family
0874	1	Documentary
0875	1	Drama
0876	1	Drama
0877	1	Action, Comedy, Crime
0878	1	Drama, Thriller, Crime
0879	1	Adventure, Drama, History, Romance
0880	1	Comedy, Romance
0881	1	Drama, Thriller, War
0882	1	Drama, Music
0883	1	Action, Western
0884	1	Music, Documentary
0885	1	Drama, Comedy
0886	1	Music, Documentary
0887	1	Drama, Romance, Western
0888	1	Drama, Mystery, Thriller
0889	1	Thriller, Crime
0890	1	War, Documentary
0891	1	Comedy, Romance, Musical
0892	1	Drama, Mystery, Crime
0893	1	Action, Adventure, Drama, History, War
0894	1	Drama, Sport, Crime, Family
0895	1	Drama, War
0896	1	Adventure, Biography, Drama, History, War
0897	1	Drama
0898	1	Biography, Drama, Romance
0899	1	Comedy
0900	1	Drama, Thriller, Crime
0901	1	Drama
0902	1	Drama, Thriller, Romance
0903	1	Drama, Comedy
0904	1	Adventure, Drama, Thriller, Comedy, War
0905	1	Drama, Music
0906	1	Drama
0907	1	Thriller, Fantasy, Horror, Comedy
0908	1	Documentary
0909	1	Drama, Thriller, Crime
0910	1	Drama, Romance
0911	1	Action, Adventure, Sci-Fi, Thriller, War, Animation
0912	1	Action, Sci-Fi, Thriller
0913	1	Drama, Comedy, Romance
0914	1	Comedy
0915	1	Comedy
0916	1	Drama
0917	1	Action, Adventure, Comedy
0918	1	Comedy
0919	1	Drama, History, Comedy
0920	1	Action, Adventure, Drama
0921	1	Drama, Comedy, Romance
0922	1	Drama
0923	1	Drama, Comedy
0924	1	Drama, Comedy
0925	1	Drama, Music
0926	1	Adventure, Drama
0927	1	Drama, Comedy, Romance, Crime
0928	1	Drama, Comedy, Crime
0929	1	Comedy
0930	1	Drama, Comedy, Musical
0931	1	Drama, Comedy, Music
0932	1	Drama, Comedy, Family
0933	1	Thriller, Horror
0934	1	Drama, Comedy, Romance, Music
0935	1	Fantasy, Comedy, Family
0936	1	Adventure, Fantasy, Comedy, Animation, Family
0937	1	Action, Adventure, Drama, Fantasy
0938	1	Drama, Romance, Music
0939	1	Fantasy, Comedy, Romance, Family
0940	1	Biography, Drama, Sport
0941	1	Drama
0942	1	Drama
0943	1	Action, Adventure, Sci-Fi, Fantasy
0944	1	Thriller, Crime
0945	1	Action, Adventure, Drama
0946	1	Drama
0947	1	Comedy, Crime
0948	1	Comedy, Romance, Music
0949	1	Drama, Thriller, Comedy, Crime
0950	1	Drama, Sport
0951	1	Sport, Comedy
0952	1	Drama, Comedy, Romance
0953	1	Drama
0954	1	Drama, Romance, Musical
0955	1	Documentary
0956	1	Action, Drama, Thriller, Crime
0957	1	Sport, Documentary
0958	1	Thriller
0959	1	Adventure, Drama, History, Romance, War
0960	1	Drama, Comedy
0961	1	Documentary, Short
0962	1	Comedy
0963	1	Comedy
0964	1	Action, Sci-Fi, Animation, Family
0965	1	Fantasy, Romance, Animation
0966	1	Action, Adventure, Fantasy
0967	1	Drama, Sport, Comedy
0968	1	Drama, Romance
0969	1	Drama, Romance
0970	1	Comedy
0971	1	Action, Sci-Fi, Fantasy, Animation
0972	1	Action, Adventure, Drama
0973	1	Drama, Crime, War
0974	1	Action, Adventure, Comedy, Crime
0975	1	Thriller
0976	1	Drama, Horror
0977	1	Mystery, Comedy, Crime
0978	1	Drama
0979	1	Drama, Music
0980	1	Documentary
0981	1	Drama, Mystery, Thriller, Fantasy, Horror, Romance
0982	1	Crime, War, Documentary
0983	1	Drama, Mystery, Crime
0984	1	Drama, Romance
0985	1	Thriller, Comedy, Crime
0986	1	History, Sport, Documentary
0987	1	Music, Documentary
0988	1	Drama, Mystery, Fantasy, Animation
0989	1	Comedy, Romance
0990	1	Drama
0991	1	Drama
0992	1	Biography, Music, Documentary
0993	1	Drama, Mystery, Thriller, Crime
0994	1	Comedy, Music
0995	1	Biography, Drama, Sport
0996	1	Drama, Music
0997	1	Documentary
0998	1	Drama, Comedy, Romance
0999	1	Action, Adventure, Drama, War
1000	1	Music, Documentary
1001	1	Drama
1002	1	Drama, Comedy
1003	1	Drama
1004	1	Biography, Drama, Romance
1005	1	Sci-Fi, Horror, Comedy, Musical
1006	1	Comedy, Music, Documentary
1007	1	Drama
1008	1	Drama, Comedy
1009	1	History, Music, Documentary
1010	1	Comedy
1011	1	Drama, Comedy, Crime
1012	1	Drama, Comedy, Romance
1013	1	Drama
1014	1	Comedy
1015	1	Comedy, Romance
1016	1	Drama, Comedy
1017	1	Comedy, Romance, Family
1018	1	Drama
1019	1	Drama, Comedy, Romance
1020	1	Drama, Fantasy, Romance
1021	1	Comedy
1022	1	Drama, Comedy, Romance
1023	1	Adventure, Romance, Western, Animation, Family
1024	1	Action, Sci-Fi, Thriller, Fantasy, Comedy
1025	1	Thriller, Horror
1026	1	Fantasy, Comedy, Family
1027	1	Thriller, Horror
1028	1	Drama, Music
1029	1	Mystery, Thriller, Horror, Crime
1030	1	Action, Thriller, Crime
1031	1	Action, Thriller, Fantasy, Horror, Crime
1032	1	Drama, Crime
1033	1	Adventure, Sci-Fi, Animation, Family
1034	1	Adventure, Sci-Fi, Thriller, Fantasy, Family
1035	1	Action, Thriller, Crime
1036	1	Biography, Drama, War
1037	1	Drama, Fantasy, Comedy, Romance
1038	1	Comedy
1039	1	Drama
1040	1	Drama, Sport
1041	1	Drama, Thriller, Crime
1042	1	Drama, Thriller, Crime
1043	1	Action, Mystery, Thriller, Crime
1044	1	Sport, Comedy, Family
1045	1	Mystery, Thriller, Crime
1046	1	Mystery, Thriller, Crime
1047	1	Biography, Drama, Crime
1048	1	Comedy
1049	1	Comedy
1050	1	Drama, Comedy, Crime, Western
1051	1	Adventure, Fantasy, Family
1052	1	Adventure, Drama
1053	1	Adventure, Thriller, Fantasy, Comedy
1054	1	Action, Fantasy, War
1055	1	Comedy, Romance
1056	1	Action, Thriller, Fantasy, Crime
1057	1	Thriller, Comedy, Romance, Crime
1058	1	Drama, Comedy, Romance
1059	1	Comedy, Romance, Musical
1060	1	Adventure, Sport, Comedy, Animation, Family
1061	1	Adventure, Comedy, Romance, Animation, Family
1062	1	Drama, Mystery, Thriller, Horror
1063	1	Drama, Sport, Comedy, Romance
1064	1	Drama, Comedy
1065	1	Drama, Thriller, Crime
1066	1	Action, Adventure, Comedy
1067	1	Drama, Comedy, Romance
1068	1	Mystery, Thriller, Horror, Crime
1069	1	Comedy, Family
1070	1	Comedy, Romance
1071	1	Comedy, Romance
1072	1	Adventure, Drama, Thriller
1073	1	Adventure, Comedy
1074	1	Action, Adventure, Sci-Fi, Thriller
1075	1	Comedy, Family
1076	1	Drama, Comedy
1077	1	Action, Thriller, Crime
1078	1	Drama, Crime
1079	1	Drama, Mystery, Thriller, Crime
1080	1	Drama
1081	1	Documentary
1082	1	Horror
1083	1	Drama
1084	1	Documentary
1085	1	Drama, Mystery, Thriller, Romance, Crime
1086	1	Drama, Sport, Comedy, Romance
1087	1	Drama, Crime
1088	1	Action, Drama, Mystery, Thriller, Romance, Crime
1089	1	Drama
1090	1	Drama, Comedy, Romance
1091	1	Drama
1092	1	Action, Adventure, Sci-Fi, Thriller
1093	1	Drama, Comedy, Romance
1094	1	Action, Adventure, Comedy, Romance, Animation, Family
1095	1	Drama, Comedy
1096	1	Drama, Comedy, Music
1097	1	Comedy, Romance
1098	1	Action, Fantasy, Documentary, Short
1099	1	Drama, Mystery, Thriller
1100	1	Drama, Mystery, Thriller, Romance
1101	1	Drama
1102	1	Drama, Mystery, Fantasy, Horror
1103	1	Comedy
1104	1	Drama, Romance
1105	1	Comedy, Romance
1106	1	Drama, Romance
1107	1	Drama, Thriller, Crime
1108	1	Action, Drama, Mystery, Thriller, Comedy, Crime
1109	1	Drama, Comedy
1110	1	Drama, Comedy, Music
1111	1	Comedy
1112	1	Comedy
1113	1	Drama, Thriller
1114	1	Sci-Fi, Drama, Thriller, Comedy, Romance, Crime
1115	1	Drama, Romance, Music
1116	1	Drama, Thriller
1117	1	Western, Music, Animation, Family
1118	1	Biography, Drama, History, Romance
1119	1	Documentary
1120	1	Drama, Comedy, Crime
1121	1	Adventure, Drama, War
1122	1	Thriller, Romance, Crime
1123	1	Action, Drama, Thriller, War
1124	1	Adventure, Comedy, Romance
1125	1	Drama, Romance
1126	1	Sci-Fi, Drama, Fantasy
1127	1	Drama, Sport, Romance
1128	1	Drama, Mystery
1129	1	Comedy, Romance
1130	1	Action, Sci-Fi, Thriller
1131	1	Action, Drama, Comedy, Crime
1132	1	Action, Adventure, Sci-Fi, Thriller, Fantasy, Animation
1133	1	Action, Adventure, Thriller, Comedy, Crime
1134	1	Drama, Music
1135	1	Drama
1136	1	Mystery, Thriller, Romance, Crime
1137	1	Action, Drama, Thriller, Crime
1138	1	Drama, Family
1139	1	Drama
1140	1	Drama, Thriller, Crime
1141	1	Drama, History, Mystery, Thriller, Romance, Crime
1142	1	Drama
1143	1	Drama, Comedy, Romance
1144	1	Drama
1145	1	Drama
1146	1	Drama, Comedy
1147	1	Drama, History, War
1148	1	Drama, Romance, Musical
1149	1	Action, Adventure, Western
1150	1	Drama
1151	1	Drama, War
1152	1	Comedy, Romance, Family
1153	1	Drama
1154	1	Sci-Fi, Drama, Mystery
1155	1	Drama, Romance, Adult, Adult
1156	1	Action, Sci-Fi, Thriller, Horror
1157	1	Fantasy, Comedy, Romance
1158	1	Drama
1159	1	War
1160	1	Drama, Comedy
1161	1	Comedy
1162	1	Adventure, Fantasy, Animation, Family
1163	1	Drama
1164	1	Drama
1165	1	Action, Drama, Thriller, War
1166	1	Sci-Fi, Drama, Thriller
1167	1	Comedy, Crime
1168	1	Drama, Music
1169	1	Comedy
1170	1	Adventure, Sci-Fi, Comedy, Animation, Family
1171	1	Action, Adventure, Sci-Fi, Thriller
1172	1	Drama, Comedy
1173	1	Mystery, Thriller
1174	1	Drama, Thriller, Crime
1175	1	Action, Adventure, Sci-Fi, Thriller
1176	1	Drama, Romance
1177	1	Drama, Romance, Crime, Music
1178	1	Drama, Comedy
1179	1	Drama, History, War
1180	1	Adventure, Sci-Fi, Thriller, Animation
1181	1	Drama
1182	1	Drama, Family
1183	1	Comedy, Romance, Family, Musical
1184	1	Action, Adventure, Fantasy, Comedy, Family
1185	1	Comedy, Romance
1186	1	Comedy
1187	1	Drama, Comedy, Romance
1188	1	Action, Adventure, Mystery, Thriller, Comedy
1189	1	Drama, Thriller, Crime
1190	1	Drama, Sport
1191	1	Action, Adventure, Sci-Fi, Thriller, Fantasy
1192	1	Adventure, Drama
1193	1	Comedy
1194	1	Drama, Thriller, Romance
1195	1	Drama, Thriller, Crime
1196	1	Drama, Romance
1197	1	Drama, Comedy, Romance
1198	1	Drama, Thriller, Crime
1199	1	Animation
1200	1	Drama, Comedy, Romance
1201	1	Drama, Comedy
1202	1	Drama, Comedy, Romance
1203	1	Comedy
1204	1	Drama
1205	1	Comedy, Romance, Crime
1206	1	Action, Adventure, Drama, Thriller
1207	1	Drama, Comedy, Romance
1208	1	Biography, Drama, History
1209	1	Drama, Comedy, Romance
1210	1	Comedy, Crime
1211	1	Drama
1212	1	Drama, Thriller
1213	1	Drama, Mystery, Thriller, Crime
1214	1	Drama, Comedy, Romance
1215	1	Adventure, Drama, Comedy, Romance, Crime
1216	1	Drama, Mystery, Thriller, Comedy
1217	1	Adventure, Sport, Fantasy, Comedy, Romance, Family
1218	1	Drama
1219	1	Action, Adventure, Biography, Romance, Western
1220	1	Thriller, Comedy, Crime
1221	1	Sport, Comedy
1222	1	Drama, Comedy
1223	1	Adventure, Fantasy, Animation
1224	1	Sci-Fi, Drama, Mystery, Thriller, Fantasy, Comedy
1225	1	Drama, Crime
1226	1	Action, Adventure, Thriller
1227	1	Adventure, Comedy, Animation, Family
1228	1	Drama, Comedy, Romance, Musical
1229	1	Romance, Musical
1230	1	Drama, Crime
1231	1	Action, Drama, Thriller
1232	1	Drama
1233	1	Comedy
1234	1	Drama, Comedy, Romance
1235	1	Drama, Thriller
1236	1	Comedy
1237	1	Drama, Romance
1238	1	Drama, Music
1239	1	Comedy
1240	1	Biography, Drama, Music, Musical
1241	1	Thriller, Horror
1242	1	Action, Adventure, Drama, Fantasy, Comedy
1243	1	Comedy, Romance
1244	1	Drama
1245	1	Action, Drama, Thriller, Crime
1246	1	Drama, Thriller, Crime
1247	1	Comedy, Romance
1248	1	Comedy, Crime
1249	1	Comedy, Romance
1250	1	Mystery, Thriller, Horror
1251	1	Comedy
1252	1	Biography, Drama, Sport, Crime
1253	1	Drama, Comedy
1254	1	Drama, Romance
1255	1	Comedy, Romance
1256	1	Thriller, Horror
1257	1	Drama, Fantasy, Comedy
1258	1	Mystery, Thriller, Horror, Crime
1259	1	Comedy, Documentary
1260	1	Sci-Fi, Drama, Fantasy, Comedy, Family
1261	1	Comedy
1262	1	Drama, Comedy, Romance
1263	1	Action, Thriller, Comedy
1264	1	Action, Drama, Thriller, Crime
1265	1	Action, Horror, Comedy
1266	1	Comedy, Romance
1267	1	Drama, Comedy, Crime, Music
1268	1	Comedy, Romance
1269	1	Comedy, Romance
1270	1	Comedy, Romance
1271	1	Action, Thriller, Comedy, Crime
1272	1	Drama, Sport, Comedy, Romance
1273	1	Comedy, Family
1274	1	Drama, Mystery, Thriller, Horror, Crime
1275	1	Action, Adventure, Thriller, Crime
1276	1	Mystery, Thriller
1277	1	Action, Drama, Thriller
1278	1	Drama, Comedy, Romance
1279	1	Action, Adventure, Drama, Thriller, Romance
1280	1	Comedy, Romance
1281	1	Sci-Fi, Thriller
1282	1	Drama, Romance
1283	1	Action, Adventure, Sci-Fi, Fantasy
1284	1	Biography, Drama, Crime, Music
1285	1	Comedy, Romance
1286	1	Thriller, Crime
1287	1	Drama, Mystery, Thriller, Crime
1288	1	Drama, Comedy
1289	1	Drama, Comedy, Romance
1290	1	Drama
1291	1	Action, Adventure, Thriller, Fantasy
1292	1	Action, Drama, Thriller
1293	1	Drama, Romance, Musical
1294	1	Biography, Drama, History, Romance
1295	1	Drama, Thriller, Crime
1296	1	Biography, Drama, History, Romance
1297	1	Action, Drama, Thriller, Crime
1298	1	Comedy, Romance
1299	1	Drama, Comedy, Romance
1300	1	Drama, Thriller
1301	1	Action, Drama, Thriller
1302	1	Adventure, Drama, Comedy
1303	1	Drama, Romance, Crime
1304	1	Drama
1305	1	Drama, Thriller, Comedy, Crime
1306	1	Drama, Crime
1307	1	Comedy, Romance
1308	1	Drama, Romance
1309	1	Drama, Comedy, Romance
1310	1	Drama, Thriller
1311	1	Action, Drama, Thriller, Crime
1312	1	Drama, Sport, Comedy
1313	1	Action, Thriller, Crime
1314	1	Fantasy, Comedy, Family
1315	1	Drama, Thriller, Crime
1316	1	Drama
1317	1	Action, Fantasy, Western
1318	1	Drama, Thriller, Horror, Crime
1319	1	Fantasy, Comedy, Romance
1320	1	Drama, Romance, Music
1321	1	Drama, Comedy, Romance
1322	1	Action, Mystery, Thriller, Comedy
1323	1	Comedy
1324	1	Action, Drama, Thriller, Crime
1325	1	Drama, Comedy, Romance
1326	1	Action, Drama, Romance, War
1327	1	Sci-Fi, Mystery, Thriller, Fantasy, Horror
1328	1	Comedy, Romance
1329	1	Drama, Fantasy, Romance
1330	1	Drama, Romance, Musical
1331	1	Drama, Comedy
1332	1	Comedy
1333	1	Drama, Comedy
1334	1	Drama
1335	1	Drama, Comedy
1336	1	Action, Drama, Mystery, Thriller, Crime
1337	1	Action, Adventure, Fantasy, Comedy
1338	1	Action, Adventure, Thriller, Comedy, Crime
1339	1	Drama, Comedy
1340	1	Action, Drama, Thriller, Crime
1341	1	Drama, Family, Documentary
1342	1	Drama, Mystery, Thriller, Fantasy, Romance, Crime
1343	1	Music, Documentary
1344	1	Drama, Comedy
1345	1	Documentary
1346	1	Drama
1347	1	Drama, Family
1348	1	Thriller, Crime
1349	1	Comedy, Crime
1350	1	Drama, Crime
1351	1	Drama, Music
1352	1	Drama, Romance, Music, Musical
1353	1	Drama
1354	1	Documentary
1355	1	Western
1356	1	Adventure, Comedy, Animation
1357	1	Drama, Comedy, Music
1358	1	Drama
1359	1	Comedy
1360	1	Drama, History
1361	1	Adventure, Drama, Comedy
1362	1	Drama, History
1363	1	Drama, Crime
1364	1	Drama, Mystery
1365	1	Drama, Crime
1366	1	Documentary
1367	1	Drama, Romance
1368	1	Drama, Mystery, Crime
1369	1	Drama, Comedy
1370	1	Comedy
1371	1	Thriller, Comedy
1372	1	Documentary
1373	1	Drama, Crime
1374	1	Thriller
1375	1	Drama, Comedy
1376	1	Comedy
1377	1	Drama, Comedy, Romance
1378	1	Drama, Mystery, Comedy
1379	1	Comedy
1380	1	Drama, Comedy
1381	1	Drama, Thriller, Horror
1382	1	Comedy, Romance
1383	1	Comedy, Crime
1384	1	Mystery, Thriller
1385	1	Drama, Comedy
1386	1	Action, Adventure, Mystery, Thriller, Crime
1387	1	Sci-Fi, Drama, Thriller, Comedy
1388	1	Drama, Mystery, Thriller, Horror
1389	1	Comedy, Romance
1390	1	Action, Comedy, Family
1391	1	Action, Mystery, Thriller
1392	1	Sci-Fi, Drama, Romance
1393	1	Drama, Thriller, Crime
1394	1	Comedy, Crime
1395	1	Horror
1396	1	Thriller
1397	1	Drama, Comedy
1398	1	Comedy
1399	1	Drama, Thriller
1400	1	Fantasy, Comedy, Family
1401	1	Drama
1402	1	Action, Drama, Thriller
1403	1	Action, Sci-Fi, Mystery, Thriller
1404	1	Sport, Comedy
1405	1	Drama, Romance, War
1406	1	Adventure, Sci-Fi, Comedy, Romance, Family
1407	1	Drama, Horror
1408	1	Action, Adventure, Thriller, Fantasy, Horror, Comedy
1409	1	Action, Sci-Fi, Thriller
1410	1	Drama, Romance
1411	1	Drama
1412	1	Drama, Comedy, Romance
1413	1	Action, Adventure, Fantasy
1414	1	Drama, Romance
1415	1	Action, Adventure, Drama
1416	1	Drama, Mystery, Fantasy, Romance
1417	1	Drama, Romance
1418	1	Drama
1419	1	Comedy, Romance
1420	1	Drama, Thriller, Crime
1421	1	Drama, Comedy
1422	1	Comedy, Romance
1423	1	Comedy, Romance
1424	1	Mystery, Horror, Comedy
1425	1	Action, Adventure, Fantasy
1426	1	Action, Adventure, Drama, Thriller, Romance, Crime
1427	1	Sci-Fi, Drama, Fantasy, Romance, Family
1428	1	Drama, Thriller, Fantasy, Horror
1429	1	Thriller, Horror, Crime
1430	1	Drama
1431	1	Adventure, Drama, Comedy
1432	1	Comedy
1433	1	Action, Thriller, Crime
1434	1	Drama, Thriller, Crime
1435	1	Action, Adventure, Sci-Fi, Thriller
1436	1	Drama, Sport, Family
1437	1	Adventure, Sci-Fi, Fantasy, Family
1438	1	Drama, Thriller, Horror
1439	1	Action, Sci-Fi, Thriller, Fantasy, Romance
1440	1	Drama, Thriller, Horror, Romance, Crime
1441	1	Action, Drama, Thriller, Crime
1442	1	Comedy, Animation, Family
1443	1	Drama
1444	1	Drama
1445	1	Adventure, Comedy, Romance
1446	1	Drama
1447	1	Action, Sci-Fi, Drama, Mystery, Thriller
1448	1	Adventure, Drama, Comedy, Romance, Family
1449	1	Action, Drama, Comedy, Crime
1450	1	Comedy, Romance
1451	1	Drama, Comedy
1452	1	Sport, Comedy
1453	1	Drama, Mystery, Thriller, Crime
1454	1	Action, Horror, Comedy
1455	1	Action, Drama, Thriller, Crime
1456	1	Comedy, Romance
1457	1	Comedy, Romance
1458	1	Drama
1459	1	Drama, Mystery, Thriller
1460	1	Comedy, Romance
1461	1	Action, Drama, Horror, Comedy, Crime
1462	1	Comedy, Musical
1463	1	Drama, Thriller
1464	1	Action, Adventure, Fantasy, Comedy, Family
1465	1	Comedy
1466	1	Drama, Comedy
1467	1	Drama
1468	1	Action, Drama, Comedy, Crime
1469	1	Drama, Thriller
1470	1	Drama
1471	1	Western
1472	1	Drama, Thriller, Crime
1473	1	Action, Sci-Fi
1474	1	Drama
1475	1	Action, Sci-Fi, Animation
1476	1	Drama, History
1477	1	Biography, Comedy, Documentary
1478	1	Comedy, Family
1479	1	Drama, Music
1480	1	Drama, Romance
1481	1	Comedy
1482	1	Comedy
1483	1	Action, Adventure, Comedy
1484	1	Comedy, War
1485	1	Drama, Romance
1486	1	Mystery, Thriller, Horror
1487	1	Thriller, Crime
1488	1	Drama, Romance, War, Music
1489	1	Drama, Comedy, Music
1490	1	Drama, Thriller, Romance
1491	1	Drama, Comedy
1492	1	Drama, Thriller
1493	1	Drama, Music
1494	1	Drama, Comedy, Romance, Family, Musical
1495	1	Drama
1496	1	Drama, Comedy, Romance
1497	1	Action, Adventure, Drama, Fantasy
1498	1	Drama, Comedy, Music
1499	1	Drama, Romance, War
1500	1	Comedy
1501	1	Drama, Romance
1502	1	Drama, Thriller, Romance
1503	1	Action, Comedy, Crime, Family
1504	1	Drama
1505	1	Drama, Thriller
1506	1	Documentary
1507	1	Drama, Mystery
1508	1	Sci-Fi, Comedy, Animation
1509	1	Drama, Comedy, Romance
1510	1	Drama, Romance
1511	1	Comedy, Romance
1512	1	Drama, Mystery, Thriller, Horror
1513	1	Action, Drama, Thriller, Comedy, Crime
1514	1	Drama, Comedy
1515	1	Action, Sci-Fi, Comedy, Western
1516	1	Comedy, Romance
1517	1	Adventure, Drama, Comedy
1518	1	Comedy, Romance
1519	1	Mystery, Thriller
1520	1	Action
1521	1	Drama, Comedy, Romance
1522	1	Drama, Thriller, Crime
1523	1	Action, Sport, Comedy, Romance, Crime
1524	1	Drama, Thriller
1525	1	Drama, Sport
1526	1	Action, Drama, Thriller, Crime
1527	1	Adventure, Biography, Drama
1528	1	Action, Adventure
1529	1	Drama
1530	1	Adventure, Mystery, Comedy, Crime
1531	1	Action, Adventure, Thriller, Fantasy
1532	1	Drama
1533	1	Thriller, Horror
1534	1	Action, Adventure, Fantasy, Family
1535	1	Drama, Thriller, Crime
1536	1	Action, Adventure, Sci-Fi, Comedy, Family
1537	1	Action, Adventure, Fantasy, War
1538	1	Comedy
1539	1	Thriller, Horror
1540	1	Comedy, Crime
1541	1	Fantasy, Comedy, Family
1542	1	Drama, Fantasy, Romance
1543	1	Action, Drama, Thriller, Crime, War
1544	1	Action, Adventure, Thriller, Comedy
1545	1	Comedy, Crime
1546	1	Sci-Fi, Thriller, Horror
1547	1	Drama, Comedy, Romance
1548	1	Drama, Crime
1549	1	Drama, Thriller
1550	1	Comedy
1551	1	Comedy
1552	1	Drama, Comedy, Romance
1553	1	Biography, Drama, Thriller, Crime
1554	1	Action, Thriller, Crime
1555	1	Drama
1556	1	Biography, Comedy, Romance, Reality-TV
1557	1	Adventure, Fantasy, Comedy, Animation, Family
1558	1	Drama, Thriller
1559	1	Sport, Comedy, Family
1560	1	Drama, Thriller, Horror
1561	1	Fantasy, Comedy, Family
1562	1	Action, Drama, Crime
1563	1	Thriller, Horror
1564	1	Drama, Comedy
1565	1	Comedy, Romance
1566	1	Action, Drama, Thriller, Crime
1567	1	Comedy, Romance
1568	1	Thriller, Horror
1569	1	Drama, Romance, Music
1570	1	Mystery, Thriller, Horror
1571	1	Action, Adventure, Thriller, Crime
1572	1	Action, Drama, Crime
1573	1	Mystery, Thriller, Comedy, Crime
1574	1	Drama, Comedy, Romance
1575	1	Adventure, Sci-Fi, Comedy, Animation, Family
1576	1	Action, Sci-Fi, Thriller, Fantasy
1577	1	Drama, Crime
1578	1	Action, Adventure, Sci-Fi, Thriller
1579	1	Drama, Mystery, Thriller, Crime
1580	1	Action, Drama, Thriller, Crime
1581	1	Action, Drama, Thriller
1582	1	Drama, Thriller
1583	1	Comedy, Crime
1584	1	Drama, Romance
1585	1	Comedy
1586	1	Drama
1587	1	Fantasy, Comedy, Romance
1588	1	Adventure, Comedy, Animation, Family
1589	1	Drama, Comedy
1590	1	Adventure, Mystery, Comedy, Crime
1591	1	Drama, Mystery, Thriller, Fantasy, Romance, Crime
1592	1	Action, Adventure, Thriller
1593	1	Drama, Comedy, Romance
1594	1	Drama, Fantasy, Horror, Comedy
1595	1	Action, Sci-Fi, Drama, Thriller
1596	1	Thriller, Comedy
1597	1	Action, Adventure, Sci-Fi, Thriller, Animation
1598	1	Action, Adventure, Sci-Fi, Thriller
1599	1	Drama, Fantasy, Comedy, Romance, Crime
1600	1	Comedy
1601	1	Drama, Comedy, Romance
1602	1	Drama, Romance
1603	1	Comedy
1604	1	Thriller, Crime
1605	1	Action, Sci-Fi, Horror
1606	1	Drama
1607	1	Drama
1608	1	Drama
1609	1	Mystery, Thriller, Horror
1610	1	Action, Sci-Fi, Thriller
1611	1	Drama, Thriller, Crime
1612	1	Mystery, Thriller, Horror
1613	1	Comedy, Romance
1614	1	Comedy
1615	1	Comedy
1616	1	Thriller
1617	1	Fantasy, Comedy, Romance
1618	1	Drama, Romance
1619	1	Comedy
1620	1	Drama
1621	1	Comedy, Romance, Family
1622	1	Action, Drama, Thriller, Crime
1623	1	Mystery, Thriller, Fantasy, Comedy, Family
1624	1	Drama, Thriller, Crime
1625	1	Horror
1626	1	Comedy
1627	1	Sci-Fi, Mystery, Thriller
1628	1	Drama, Mystery, Thriller, Crime
1629	1	Adventure, Family
1630	1	Biography, Comedy, Romance
1631	1	Drama, Mystery, Thriller, Crime
1632	1	Action, Comedy, Romance, Crime
1633	1	Mystery, Thriller, Horror
1634	1	Action, Thriller, Comedy
1635	1	Comedy, Romance
1636	1	Drama, Mystery, Romance
1637	1	Adventure, Comedy, Romance, Family
1638	1	Drama, Horror, Comedy, Adult
1639	1	Thriller, Crime
1640	1	Drama, Comedy
1641	1	Documentary
1642	1	Action, Thriller
1643	1	Drama, Comedy
1644	1	Comedy
1645	1	Drama, Mystery, Thriller, Horror
1646	1	Action, Mystery, Thriller, Fantasy, Horror
1647	1	Comedy
1648	1	Mystery, Thriller
1649	1	Fantasy, Comedy, Family
1650	1	Action, Comedy
1651	1	Thriller, Horror
1652	1	Drama, Thriller
1653	1	Action, Comedy
1654	1	Adventure, Comedy, Family
1655	1	Action, Horror
1656	1	Action, Thriller, Fantasy, Horror
1657	1	Drama, Mystery, Thriller, Horror
1658	1	Drama
1659	1	Drama, Thriller, Romance, Crime
1660	1	Action, Drama, Thriller, Fantasy, Horror
1661	1	Comedy, Romance
1662	1	Action, Comedy, Crime
1663	1	Comedy, Romance
1664	1	Action, Comedy, Crime
1665	1	Drama, Comedy
1666	1	Comedy, Music
1667	1	Comedy, Romance, Music, Family
1668	1	Drama, Fantasy, Comedy
1669	1	Comedy, Romance
1670	1	Drama
1671	1	Drama
1672	1	Comedy
1673	1	Sci-Fi, Drama, Thriller, Romance
1674	1	Drama, Thriller
1675	1	Action, Thriller, Fantasy
1676	1	Drama, Crime
1677	1	Fantasy, Comedy, Romance
1678	1	Drama, Sport, Comedy
1679	1	Comedy
1680	1	Adventure, Fantasy, Comedy, Family
1681	1	Comedy
1682	1	Drama, Comedy, Music
1683	1	Drama
1684	1	Action, Sci-Fi, Thriller, Horror
1685	1	Thriller, Horror
1686	1	Comedy, Romance, Family
1687	1	Drama
1688	1	Drama, Comedy
1689	1	Comedy, Reality-TV
1690	1	Drama, Mystery, Thriller, Horror
1691	1	Comedy, Crime
1692	1	Thriller, Fantasy, Horror, Comedy
1693	1	Thriller, Horror
1694	1	Comedy, Romance
1695	1	Documentary
1696	1	Action, Drama, History, War
1697	1	Biography, Drama
1698	1	Drama, Comedy, Romance, Music
1699	1	Action, Comedy, Crime
1700	1	Drama, Romance, Crime, Music
1701	1	Action, Adventure, Sci-Fi, Thriller
1702	1	Adventure, Drama, Animation, Family
1703	1	Drama, Comedy, Romance
1704	1	Drama, Music
1705	1	Drama, Mystery, Thriller, Fantasy, Horror, Romance
