movie	iheartmovies	director
0999	1	James L. Brooks
1000	1	Brett Simon
1001	2	Victor Cook	Toby Shelton
1002	2	Franco Castellano	Giuseppe Moccia
1003	1	John Cromwell
1004	1	Gary Sinise
1005	1	Nils Gaup
1006	1	Mike Judge
1007	1	Yojiro Takita
1008	1	Walt Becker
1009	1	Todd Phillips
1010	1	Chan-wook Park
1011	1	George Scribner
1012	1	David Lean
1013	1	Stanley Kramer
1014	2	Stanley Donen	Gene Kelly
1015	1	John Carney
1016	1	Howard Storm
1017	1	Robert Rodriguez
1018	1	Kevin Reynolds
1019	1	Francis Ford Coppola
1020	1	Lisa Niemi
1021	1	Carl Franklin
1022	1	Simon Wincer
1023	1	Jake Kasdan
1024	1	Carl Theodor Dreyer
1025	1	Robert Redford
1026	1	Juan Antonio Bayona
1027	1	Michael Cristofer
1028	1	Siddig Barmak
1029	2	Bobby Farrelly	Peter Farrelly
1030	1	Rafa�l Ouellet
1031	1	Jack Clayton
1032	2	Brendan Malloy	Emmett Malloy
1033	1	Sydney Pollack
1034	1	Wolfgang Petersen
1035	1	Pete Jones
1036	1	Peter Hyams
1037	1	Menahem Golan
1038	1	Anna Reeves
1039	1	Sam Wood
1040	1	Monthon Arayangkoon
1041	1	Alan Taylor
1042	1	Guillermo del Toro
1043	1	Mary Agnes Donoghue
1044	1	Gus Van Sant
1045	1	Oren Peli
1046	1	Sergio Corbucci
1047	1	Wim Wenders
1048	1	George Cukor
1049	1	Marc Schoelermann
1050	1	Stanley Kubrick
1051	1	Steve Carr
1052	1	Francis Ford Coppola
1053	1	Roberto Santiago
1054	1	Herbert Ross
1055	1	George Stevens
1056	1	James Bridges
1057	1	David Veloz
1058	1	Don Chaffey
1059	1	P.J. Hogan
1060	1	Joe Chappelle
1061	1	Dario Argento
1062	1	Joel Schumacher
1063	1	Joshua Logan
1064	1	Peter Weir
1065	1	Steno
1066	1	Jean-Luc Godard
1067	2	Hamilton Luske	Ben Sharpsteen
1068	1	Robert Benton
1069	1	Ron Shelton
1070	1	Jacques Tati
1071	2	Mike Gabriel	Eric Goldberg
1072	2	Bradley Raymond	Tom Ellery
1073	1	John Badham
1074	1	Katt Shea
1075	1	Hugh Wilson
1076	1	Joseph M. Newman
1077	1	Karl Geurs
1078	1	Frank Nissen
1079	1	William Dieterle
1080	1	Michael Radford
1081	1	Griffin Dunne
1082	1	Norman René
1083	1	Hubert Cornfield
1084	1	Alan J. Pakula
1085	1	Louis Malle
1086	1	Darrell Roodt
1087	1	Alex Steyermark
1088	1	Sunu Gonera
1089	1	Gavin O'Connor
1090	1	Robert Z. Leonard
1091	1	Antonia Bird
1092	1	Gregory Hoblit
1093	1	Shane Carruth
1094	1	Alex Kirby
1095	1	John Cromwell
1096	1	Richard Thorpe
1097	1	Howard Zieff
1098	1	Betty Thomas
1099	1	Dario Argento
1100	1	John Madden
1101	1	Herbert Ross
1102	1	Richard Franklin
1103	1	Michael Mann
1104	1	Stan Winston
1105	1	David DeCoteau
1106	1	Christopher Cain
1107	1	Mike Newell
1108	1	L.A. McConnell
1109	1	John Erick Dowdle
1110	1	Fábio Barreto
1111	1	Philip Kaufman
1112	1	Robert Redford
1113	1	David Cronenberg
1114	1	Andy Fickman
1115	1	Jack Fisk
1116	1	Martin Scorsese
1117	1	Alison Eastwood
1118	1	Garry Marshall
1119	1	Sydney Pollack
1120	1	Ron Howard
1121	1	Dwight H. Little
1122	1	Akira Kurosawa
1123	1	Taylor Hackford
1124	1	Patricia Cardoso
1125	1	Ben Stiller
1126	1	Cecil B. DeMille
1127	1	Alfred Hitchcock
1128	1	Steve Carr
1129	1	Brian De Palma
1130	1	David Mamet
1131	1	Andy Cheng
1132	1	Mike Binder
1133	1	Manuel G�mez Pereira
1134	1	William Lustig
1135	1	Jack Sholder
1136	1	Ralph Nelson
1137	1	Werner Herzog
1138	1	Terry George
1139	1	Paul W.S. Anderson
1140	1	Russell Mulcahy
1141	1	Emanuele Crialese
1142	1	Rod Lurie
1143	1	Brian Yuzna
1144	1	Bill Froehlich
1145	1	V�ctor Garc�a
1146	2	Robin Budd	Donovan Cook
1147	1	Blake Edwards
1148	1	J.T.S. Moore
1149	1	Guy Ritchie
1150	1	Laurence Olivier
1151	1	Penny Marshall
1152	1	Ken Loach
1153	1	Sebastian Gutierrez
1154	1	Harold Daniels
1155	1	Michael Caton-Jones
1156	1	Kevin Reynolds
1157	1	Paul Verhoeven
1158	1	John G. Avildsen
1159	1	Gordon Douglas
1160	1	David Wain
1161	1	Norman Jewison
1162	1	John McTiernan
1163	1	Baz Luhrmann
1164	1	Franco Zeffirelli
1165	1	Peter Medak
1166	1	John Duigan
1167	1	Geoffrey Wright
1168	1	Michael Drumm
1169	1	Alfred Hitchcock
1170	1	Fred Schepisi
1171	1	Pen-Ek Ratanaruang
1172	1	Francis Ford Coppola
1173	1	Michael Crichton
1174	1	Sidney Lumet
1175	1	Lili Fini Zanuck
1176	1	Rick Rosenthal
1177	1	Billy Wilder
1178	1	Benoît Jacquot
1179	1	Manuel Huerga
1180	1	Ki-duk Kim
1181	1	Robert Mulligan
1182	1	W.S. Van Dyke
1183	1	Jack Conway
1184	1	John Badham
1185	1	David Petrarca
1186	1	Brian Dannelly
1187	1	Steven Spielberg
1188	1	Darren Lynn Bousman
1189	1	Pierre David
1190	1	Michael Schorr
1191	1	Brian Desmond Hurst
1192	1	Ronald Neame
1193	1	Richard Donner
1194	1	Ang Lee
1195	1	David Fincher
1196	1	Harold Becker
1197	1	Gary Ross
1198	1	John Frankenheimer
1199	1	Mike Leigh
1200	1	Don Mancini
1201	1	Jay Sandrich
1202	1	Gregory Nava
1203	1	Kent Alterman
1204	1	Norman Jewison
1205	1	Masaki Kobayashi
1206	1	David Von Ancken
1207	1	Charles Binam�
1208	1	Howard Hawks
1209	1	Brad Anderson
1210	1	Baz Luhrmann
1211	1	Steven C. Miller
1212	1	Adam Gierasch
1213	1	Paul W.S. Anderson
1214	1	Joby Harold
1215	1	Daniel S�nchez Ar�valo
1216	1	Ryuhei Kitamura
1217	1	Robert Townsend
1218	1	Elia Kazan
1219	1	Mathieu Kassovitz
1220	1	Michael Bay
1221	1	Eric Red
1222	1	Peter Jackson
1223	2	Jay Duplass	Mark Duplass
1224	1	Chan-wook Park
1225	1	Lorene Machado
1226	2	Joachim Roenning	Espen Sandberg
1227	1	Barry Levinson
1228	2	Gary Weis	Tamra Davis
1229	1	Patrick Alessandrin
1230	2	Joel Coen	Ethan Coen
1231	1	F. Gary Gray
1232	1	Eduardo Sánchez
1233	1	Christopher Smith
1234	1	Miles Brandman
1235	1	Daniel Waters
1236	1	Michael Patrick King
1237	1	W.S. Van Dyke
1238	1	Derek Wan
1239	1	Richard Attenborough
1240	1	Woody Allen
1241	1	Gordon Parks
1242	1	Michael Anderson
1243	1	George Stevens
1244	1	Mike Barker
1245	1	Lowell Sherman
1246	1	Edward Burns
1247	1	Susan Seidelman
1248	1	John Guillermin
1249	1	Guy Ritchie
1250	1	Akira Kurosawa
1251	1	Ten Shimoyama
1252	1	Jerry London
1253	1	John Badham
1254	1	Kenneth Johnson
1255	1	Mark L. Lester
1256	1	Greg Huson
1257	2	Kelly Asbury	Andrew Adamson
1258	1	Gary Trousdale
1259	1	Jonas Pate
1260	2	Barbara Kopple	Cecilia Peck
1261	1	Masayuki Ochiai
1262	1	Edward Anderson
1263	1	Alex Cox
1264	1	Charles E. Sellier Jr.
1265	1	Lee Harry
1266	1	Monte Hellman
1267	1	Martin Kitrosser
1268	1	Lawrence Kasdan
1269	1	Mark Steven Johnson
1270	1	Luis Bu�uel
1271	1	Mark Tarlov
1272	1	Jaume Balaguer�
1273	1	Barbet Schroeder
1274	1	John G. Adolfi
1275	1	Ivan Reitman
1276	1	Ingmar Bergman
1277	1	James Isaac
1278	1	Michael Moore
1279	1	James Merendino
1280	1	Mick Garris
1281	1	James Gunn
1282	1	Juan Piquer Sim�n
1283	1	Casper Andreas
1284	1	Jeffrey Kramer
1285	1	Mark Sandrich
1286	1	Michael Hoffman
1287	1	Alan Johnson
1288	1	Frank Pierson
1289	1	King Vidor
1290	1	Daniel Myrick
1291	1	Andrei Tarkovsky
1292	1	Tony Goldwyn
1293	1	Daniel Zelik Berk
1294	1	Jeannot Szwarc
1295	1	Garth Jennings
1296	1	Edward Buzzell
1297	1	Takeshi Kitano
1298	1	Robert Wise
1299	1	Richard Kelly
1300	1	Stuart Gordon
1301	1	Mel Brooks
1302	1	David Mamet
1303	2	Hal Haberman	Jeremy Passmore
1304	1	Brad Turner
1305	1	Ron Underwood
1306	1	Jan de Bont
1307	2	Larry Wachowski	Andy Wachowski
1308	1	Alfred Hitchcock
1309	1	Barry Levinson
1310	1	Bob Spiers
1311	1	David Cronenberg
1312	1	Sam Raimi
1313	1	Mark Brokaw
1314	2	Kelly Asbury	Lorna Cook
1315	1	Vincenzo Natali
1316	1	David Mackenzie
1317	1	Jeff Lieberman
1318	2	Oliver Parker	Barnaby Thompson
1319	1	Richard Eyre
1320	1	John Badham
1321	1	Martin Ritt
1322	1	Bob Fosse
1323	1	Jonathan Frakes
1324	1	Nicholas Meyer
1325	1	George Lucas
1326	1	George Lucas
1327	1	George Lucas
1328	1	Irvin Kershner
1329	1	Matthew Vaughn
1330	2	Chris Hegedus	Jehane Noujaim
1331	1	Phil Joanou
1332	1	Marc Forster
1333	1	Bruce McCulloch
1334	1	Herbert Ross
1335	1	Mark Obenhaus
1336	1	Jon Chu
1337	1	Jessica Bendinger
1338	1	Tommy Chong
1339	1	Ernie Barbarash
1340	1	Roger Spottiswoode
1341	1	Craig R. Baxley
1342	1	Federico Fellini
1343	1	Fred Wolf
1344	1	Alfred Hitchcock
1345	1	Sam Peckinpah
1346	1	Steven E. de Souza
1347	1	Richard Vernon
1348	1	Rowdy Herrington
1349	1	Ivan Reitman
1350	1	Andrew Bergman
1351	1	Rob Minkoff
1352	1	Burt Kennedy
1353	1	Penelope Spheeris
1354	1	David Miller
1355	1	Joseph L. Mankiewicz
1356	1	Allan Dwan
1357	1	Leon Ichaso
1358	1	Blake Edwards
1359	1	Morgan Spurlock
1360	1	Steve Boyum
1361	1	Sidney J. Furie
1362	1	Sam Liu
1363	2	Bruce W. Timm	Lauren Montgomery
1364	1	Walter Hill
1365	1	Bruce McCulloch
1366	1	Burt Kennedy
1367	1	Burt Kennedy
1368	1	S.R. Bindler
1369	1	Jonathan Mostow
1370	1	Hal Hartley
1371	1	Alfred Hitchcock
1372	2	Terry Hughes	Harold Prince
1373	1	Tim Burton
1374	1	Ken Loach
1375	1	Melvin Van Peebles
1376	1	Jonathan Demme
1377	1	George Stevens
1378	1	Paul Thomas Anderson
1379	1	Joe Nussbaum
1380	1	Christine Jeffs
1381	1	Charlie Kaufman
1382	1	Gary Winick
1383	1	Paul Wynne
1384	1	Joe Chappelle
1385	1	Pierre Morel
1386	1	D.J. Caruso
1387	1	Freddie Francis
1388	1	Oliver Stone
1389	1	Hiroshi Teshigahara
1390	1	Marvin J. Chomsky
1391	1	Jonathan Caouette
1392	2	Peter Chan	Wai Man Yip
1393	1	Arthur Hiller
1394	1	Antoine Fuqua
1395	1	Rod Daniel
1396	1	Stuart Gillard
1397	1	Mitchell Lichtenstein
1398	2	Rolf de Heer	Peter Djigirr
1399	1	George Pollock
1400	1	John Berry
1401	2	Lance W. Dreesen	Clint Hutchison
1402	1	Alejandro Amen�bar
1403	1	Roman Polanski
1404	1	David Moreton
1405	1	Joe Dante
1406	2	Nadia Conners	Leila Conners Petersen
1407	1	Alfred Hitchcock
1408	1	James Cameron
1409	1	Griffin Dunne
1410	1	David Heeley
1411	1	Charles Shyer
1412	1	Carol Reed
1413	1	John Wayne
1414	1	Tamar Simon Hoffs
1415	1	Anton Corbijn
1416	1	Luke Greenfield
1417	1	Roy Ward Baker
1418	1	Wolfgang Reitherman
1419	1	Christian Duguay
1420	1	Michael Polish
1421	1	John Korty
1422	1	Jeremiah S. Chechik
1423	1	Alan Poul
1424	1	Vincente Minnelli
1425	1	Vincente Minnelli
1426	1	Charles Walters
1427	1	Danny Boyle
1428	1	Don Coscarelli
1429	1	Ken Kwapis
1430	1	Colin Higgins
1431	1	Malcolm D. Lee
1432	1	Penelope Spheeris
1433	1	Kirk Wong
1434	1	George W. Hill
1435	1	John Swanbeck
1436	1	Martin Scorsese
1437	1	Mark Mylod
1438	1	Mike Nichols
1439	1	Nathan Juran
1440	2	Ted Berman	Richard Rich
1441	1	Todd Portugal
1442	1	John Landis
1443	1	Richard Curtis
1444	1	James L. Conway
1445	2	Allen Hughes	Albert Hughes
1446	1	Paul Greengrass
1447	1	Raoul Walsh
1448	1	Franklin J. Schaffner
1449	1	William Friedkin
1450	1	Peyton Reed
1451	1	Greg Berlanti
1452	1	Rian Johnson
1453	1	Edward Burns
1454	1	Bob Odenkirk
1455	1	Rob Green
1456	1	Guillermo Arriaga
1457	1	Roger Kay
1458	1	Ben Stiller
1459	1	Hal Needham
1460	1	Franco Zeffirelli
1461	1	King Vidor
1462	1	Roger Spottiswoode
1463	1	William Wyler
1464	1	Peter Chung
1465	1	Arie Posin
1466	1	Jean Pellerin
1467	1	Steven Spielberg
1468	1	Peter Glenville
1469	1	Robert Altman
1470	1	Neil Jordan
1471	1	Bruce Beresford
1472	1	Frank Henenlotter
1473	1	Carlos Reygadas
1474	1	Joel Schumacher
1475	2	Eric Radomski	Bruce W. Timm
1476	1	Kinji Fukasaku
1477	1	F�lix Enr�quez Alcal�
1478	1	Garry Marshall
1479	1	Bille Woodruff
1480	1	Rose Troche
1481	2	Simon J. Smith	Steve Hickner
1482	2	Scott McGehee	David Siegel
1483	1	Brian Levant
1484	1	Richard Linklater
1485	1	Hype Williams
1486	1	Jonathan Demme
1487	1	Ted Post
1488	1	Jeremiah S. Chechik
1489	1	Luca Miniero
1490	1	Kevin Reynolds
1491	1	Louie Psihoyos
1492	1	Gregg Champion
1493	1	Mark Rydell
1494	1	John Stainton
1495	1	Tim Pope
1496	1	Bharat Nalluri
1497	1	Alan Shapiro
1498	1	Woody Allen
1499	1	Paul Michael Glaser
1500	1	Stuart Gillard
1501	1	Sean McNamara
1502	1	Vincent Sherman
1503	2	Frank Oz	Jim Henson
1504	1	Jon Harris
1505	1	Jeff Feuerzeig
1506	1	Alan J. Pakula
1507	1	Bernardo Bertolucci
1508	1	Walter Hill
1509	1	George Sidney
1510	1	Sydney Pollack
1511	1	David Lynch
1512	1	Mark Dindal
1513	1	William Peter Blatty
1514	1	Sylvester Stallone
1515	1	Gary Fleder
1516	2	David Moreau	Xavier Palud
1517	2	Oxide Pang Chun	Danny Pang
1518	1	John Schlesinger
1519	1	Brett Ratner
1520	1	Tony Scott
1521	1	Donald Petrie
1522	1	Luc Besson
1523	1	Don Taylor
1524	1	Omar Naim
1525	1	David R. Ellis
1526	1	Sydney Pollack
1527	1	Robert Resnikoff
1528	1	Terry Gilliam
1529	1	Garry Marshall
1530	1	Wai Keung Lau
1531	1	David Cronenberg
1532	1	Jody Hill
1533	1	Shekhar Kapur
1534	1	Olatunde Osunsanmi
1535	1	Robert Aldrich
1536	1	Lloyd Bacon
1537	1	Andy Fickman
1538	1	Richard Boleslawski
1539	1	Tibor Tak�cs
1540	1	Sam Peckinpah
1541	1	Alan Rafkin
1542	1	Gregory Wilson
1543	1	Daniel Alfredson
1544	1	Steven Soderbergh
1545	1	Francis Ford Coppola
1546	1	Sidney Franklin
1547	1	Miguel Arteta
1548	1	Jake Paltrow
1549	1	Robert De Niro
1550	1	Neal Brennan
1551	1	Terence Fisher
1552	1	Zak Penn
1553	1	Mike Mendez
1554	1	Brian Pulido
1555	2	Ron Clements	Burny Mattinson
1556	1	Shana Feste
1557	1	George Stevens
1558	1	Toby Wilkins
1559	1	Curtis Hanson
1560	1	Todd Phillips
1561	1	Rob Minkoff
1562	2	Bobby Farrelly	Peter Farrelly
1563	1	William Wyler
1564	1	William A. Wellman
1565	1	Louis Morneau
1566	1	Lasse Hallstr�m
1567	1	Wash Westmoreland
1568	1	Kyle Newman
1569	1	Alejandro Jodorowsky
1570	1	John Ford
1571	1	Robert Redford
1572	1	Jonas �kerlund
1573	1	Tony Richardson
1574	1	Terence Fisher
1575	1	Ron Honthaner
1576	2	Joel Coen	Ethan Coen
1577	1	Wallace Worsley
1578	1	Norman Jewison
1579	1	Terry Gilliam
1580	1	Andr� De Toth
1581	1	Gregor Jordan
1582	1	Mark Robson
1583	1	Tom Tykwer
1584	1	Sydney Pollack
1585	1	David S. Goyer
1586	1	James Whale
1587	1	Lloyd Bacon
1588	1	Brad Bird
1589	1	Michael Bay
1590	1	John Frankenheimer
1591	1	Michael Caton-Jones
1592	1	Derrick Borte
1593	1	John G. Avildsen
1594	1	John G. Avildsen
1595	1	Roland Joff�
1596	1	Andrew Piddington
1597	1	James Marsh
1598	1	Peter Berg
1599	1	Marc Forster
1600	1	Orson Welles
1601	2	Joel Coen	Ethan Coen
1602	1	Don Bluth
1603	1	M. Night Shyamalan
1604	1	Boaz Davidson
1605	1	James Moll
1606	1	Hal Ashby
1607	1	Dennis Iliadis
1608	1	Julie Anne Robinson
1609	1	Robert Aldrich
1610	1	Richard Brooks
1611	2	Jules Bass	Arthur Rankin Jr.
1612	1	John Stimpson
1613	1	William Wyler
1614	1	Laurence Dunmore
1615	2	Jules Bass	Arthur Rankin Jr.
1616	1	Vadim Perelman
1617	1	Alan Parker
1618	1	David Butler
1619	2	Jules Bass	Arthur Rankin Jr.
1620	1	Walter Lang
1621	1	Charles Jarrott
1622	1	Henry Hathaway
1623	1	Jim Fall
1624	1	Alfred Hitchcock
1625	1	John Ford
1626	1	Renny Harlin
1627	1	Jack Cardiff
1628	1	Pat Holden
1629	1	Vincente Minnelli
1630	2	Ken Annakin	Andrew Marton
1631	1	Fred Durst
1632	1	Sylvain White
1633	1	Mikael Salomon
1634	1	John Huston
1635	1	Leigh Jason
1636	1	Frank Darabont
1637	1	Henry Levin
1638	1	William Keighley
1639	1	Guy Hamilton
1640	1	Jonathan Demme
1641	2	Wolfgang Reitherman	John Lounsbery
1642	1	Rouben Mamoulian
1643	1	Roger Corman
1644	1	William Keighley
1645	1	Mark Joffe
1646	1	Jeff Abugov
1647	2	Larry Wachowski	Andy Wachowski
1648	1	Oren Moverman
1649	1	Wim Wenders
1650	1	John Brahm
1651	1	Arthur Penn
1652	1	Uli Edel
1653	1	Scott Silver
1654	1	Rob Cohen
1655	1	Frank Oz
1656	1	Byron Haskin
1657	1	Richard Linklater
1658	1	Christopher Cain
1659	1	John Huston
1660	1	Henry Selick
1661	1	John August
1662	1	Lewis Milestone
1663	1	Nick Cassavetes
1664	1	Joel Schumacher
1665	1	Luis de la Madrid
1666	1	Fred Zinnemann
1667	1	Jerry Lewis
1668	1	Roy Ward Baker
1669	1	Brian Helgeland
1670	1	Sam Peckinpah
1671	1	James Dodson
1672	1	Adam McKay
1673	1	Adam Shankman
1674	1	John Curran
1675	1	Mimi Leder
1676	1	Alan J. Pakula
1677	1	Peter Greenaway
1678	1	Harald Zwart
1679	1	Blake Edwards
1680	1	Ken Annakin
1681	1	Ice Cube
1682	1	Sean Penn
1683	1	John G. Avildsen
1684	1	Ronald Neame
1685	1	Martha Coolidge
1686	1	Laurence Olivier
1687	2	Ron Clements	John Musker
1688	1	Rebecca Miller
1689	1	Mark Robson
1690	1	Susan Stroman
1691	1	David S. Ward
1692	1	Gregory Widen
1693	1	Jonathan Hensleigh
1694	1	Mark Goldblatt
1695	1	Richard Jobson
1696	1	Gabriele Muccino
1697	1	Stephen Frears
1698	1	Jamie Babbit
1699	1	Arnold Laven
1700	1	Stephen Daldry
1701	1	Paul McGuigan
1702	2	Mike Gabriel	Hendel Butoy
1703	1	Jim Wynorski
1704	2	Jules Bass	Arthur Rankin Jr.
1705	1	Curtis Hanson
1706	2	David Silverman	Bibo Bergeron
1707	2	Michael Winterbottom	Mat Whitecross
1708	1	Henry Koster
1709	1	John Lee Hancock
1710	1	Mark Rydell
1711	1	Daniel Mann
1712	1	Peter Berg
1713	1	Fred Schepisi
1714	1	Robert Wise
1715	1	Harold Young
1716	1	Jim O'Connolly
1717	2	George Cowl	Travers Vale
1718	1	Savage Steve Holland
1719	1	Martin Brest
1720	1	Nora Ephron
1721	1	Martin Campbell
1722	1	Duccio Tessari
1723	1	Paul Ziller
1724	1	Steve Carver
1725	1	Lance W. Dreesen
1726	1	Dennis Dugan
1727	1	Barry Sonnenfeld
1728	1	John Carpenter
1729	2	Bernie Goldmann	Melisa Wallack
1730	1	Stephen Herek
1731	1	Stephen Daldry
1732	1	Tom Laughlin
1733	1	Tamra Davis
1734	1	Bob Clark
1735	1	Scott Sanders
1736	1	Penelope Spheeris
1737	1	Herbert Ross
1738	1	David L. Cunningham
1739	2	David Bruckner	Dan Bush
1740	1	David Silverman
1741	1	Keith Gordon
1742	1	Ken Kwapis
1743	1	Anatole Litvak
1744	1	Charles Martin Smith
1745	1	Henry Hathaway
1746	1	Jon Turteltaub
1747	1	Mark Waters
1748	1	Robert Siodmak
1749	1	Billy Wilder
1750	2	Walt Dohrn	Paul Tibbitt
1751	1	Stephen Hillenburg
1752	1	Brian Levant
1753	1	Ray Enright
1754	1	Stuart Heisler
1755	2	Jules Bass	Arthur Rankin Jr.
1756	1	William Keighley
1757	1	Robert Mandel
1758	1	Henry King
1759	1	Tony Scott
1760	2	Sam Fell	Robert Stevenhagen
1761	1	John Schlesinger
1762	1	Franco Zeffirelli
1763	1	Tom Holland
1764	1	David Wain
1765	1	James Cameron
1766	1	Tommy Lee Jones
1767	1	Nunnally Johnson
1768	1	George Sidney
1769	1	Chuck Bowman
1770	1	Peter Pau
1771	1	Richard Donner
1772	1	David Arquette
1773	1	Alfred Hitchcock
1774	1	Peter Weir
1775	1	Jake Kasdan
1776	1	Chris Weitz
1777	1	Norman Tokar
1778	1	Michael O. Sajbel
1779	1	Tom McLoughlin
1780	1	Bryan Singer
1781	1	George Sluizer
1782	1	Dan Ireland
1783	1	Sidney Lumet
1784	1	M. Night Shyamalan
1785	1	Jonathan Levine
1786	1	Jay Russell
1787	1	Sydney Pollack
1788	1	King Vidor
1789	1	Laslo Benedek
1790	1	Ted Tetzlaff
1791	1	Joe Johnston
1792	1	Rob Bowman
1793	1	Chris Carter
1794	1	Peter Weir
1795	1	Udayan Prasad
1796	1	John Frankenheimer
1797	1	Jean-Marc Vall�e
1798	2	Michael Bartlett	Kevin Gates
1799	1	Ridley Scott
1800	1	Walter Lang
1801	2	Bobby Farrelly	Peter Farrelly
1802	1	Alexander Hall
1803	1	Mimi Leder
1804	1	Susanne Bier
1805	1	Catherine Hardwicke
1806	1	Marion Gering
1807	1	Anatole Litvak
1808	1	Kenny Ortega
1809	1	Francis Veber
1810	1	Leonard Nimoy
1811	1	Danny DeVito
1812	2	Don Bluth	Gary Goldman
1813	1	Skip Woods
1814	1	Joel Schumacher
1815	2	Don Bluth	Gary Goldman
1816	1	Julie Taymor
1817	1	Alfred Hitchcock
1818	1	Michael Pressman
1819	1	William Friedkin
1820	1	James Clavell
1821	1	Seijun Suzuki
1822	2	Michel Gondry	Joon-ho Bong
1823	1	Shinya Tsukamoto
1824	1	George Abbott
1825	1	Mark Young
1826	1	Norman Z. McLeod
1827	1	Roy Del Ruth
1828	1	Paul Bogart
1829	1	Alfred Hitchcock
1830	1	Daniel Petrie Jr.
1831	1	Marco Kreuzpaintner
1832	1	John Landis
1833	1	Blake Edwards
1834	1	Gideon Raff
1835	1	Antoine Fuqua
1836	1	Duncan Tucker
1837	1	Michael Bay
1838	1	Brad Anderson
1839	1	George Gallo
1840	2	Aldo	Giacomo
1841	1	S.S. Wilson
1842	1	S.S. Wilson
1843	1	Steven Lisberger
1844	1	Jeff Kanew
1845	1	José Padilha
1846	1	Ben Stiller
1847	1	Jay Russell
1848	1	Jorges Montesi
1849	1	Bob Clark
1850	1	Catherine Hardwicke
1851	1	David Lynch
1852	1	Bill Guttentag
1853	1	Ivan Reitman
1854	1	Philip Kaufman
1855	1	D.J. Caruso
1856	1	James Toback
1857	1	Bill Bennett
1858	1	James Gray
1859	1	Herschell Gordon Lewis
1860	1	Jonathan Mostow
1861	1	Oliver Stone
1862	1	Stuart Baird
1863	1	Dario Argento
1864	1	Jay Levey
1865	1	Kurt Wimmer
1866	1	Mario Camerini
1867	1	William Lustig
1868	1	Ted Kotcheff
1869	1	Andrew Davis
1870	1	Malcolm D. Lee
1871	1	Frederik Du Chau
1872	1	Matthew Leutwyler
1873	1	Don Gronquist
1874	1	Jonathan Kaplan
1875	1	Robert Butler
1876	1	Boaz Yakin
1877	1	James Bridges
1878	1	Robert Zemeckis
1879	1	Jamie Blanks
1880	1	Mark Robson
1881	2	Jason Friedberg	Aaron Seltzer
1882	1	Carl Theodor Dreyer
1883	1	Sharon Bridgeman
1884	1	Richard C. Sarafian
1885	1	Mira Nair
1886	1	Pete Travis
1887	1	Stephen Kessler
1888	1	Roger Michell
1889	1	Mike Leigh
1890	1	Martin Campbell
1891	2	Hamish Hamilton	Erica Forstadt
1892	1	Peter Berg
1893	1	Ken Kwapis
1894	1	Blake Edwards
1895	1	John Huston
1896	1	Chris Kraus
1897	1	John Carpenter
1898	1	David Leland
1899	1	Harold Becker
1900	1	Roberto Benigni
1901	1	Elia Kazan
1902	1	Pedro Almod�var
1903	1	Barry Levinson
1904	1	Vondie Curtis-Hall
1905	1	Terence Young
1906	1	Rob McKittrick
1907	1	Kirk Jones
1908	1	John Badham
1909	1	Zack Snyder
1910	1	Mervyn LeRoy
1911	1	Kevin Reynolds
1912	1	Anthony Hickox
1913	1	Penelope Spheeris
1914	1	Richard Wallace
1915	1	Robert Klane
1916	1	Michael Crichton
1917	1	Lasse Hallstr�m
1918	1	Brian Gibson
1919	1	Curtis Harrington
1920	1	Rob Reiner
1921	1	Michael Cohn
1922	1	Rudolph Maté
1923	1	Matt Williams
1924	1	Marek Kanievska
1925	1	Spike Jonze
1926	1	Jon Turteltaub
1927	1	Michael Curtiz
1928	1	Randal Kleiser
1929	1	Ken Olin
1930	1	Ron Shelton
1931	1	Geoffrey Sax
1932	1	Juliette Binoche
1933	1	Luis Mandoki
1934	1	Mike Nichols
1935	1	Paul Flaherty
1936	1	Gary Weis
1937	1	M. Night Shyamalan
1938	1	Nick Moore
1939	1	Steve Miner
1940	1	Robert Luketic
1941	1	Gerry Lively
1942	1	John Woo
1943	1	Chris Roberts
1944	1	James Goldstone
1945	1	Adam Rapp
1946	1	Emilio Estevez
1947	1	Blair Treu
1948	1	Michael Reeves
1949	1	Hugh Wilson
1950	1	Blake Edwards
1951	1	James Keach
1952	1	Dean Hamilton
1953	1	Roy Del Ruth
1954	1	William A. Wellman
1955	1	Rouben Mamoulian
1956	1	Jeffrey Bloom
1957	1	Herschell Gordon Lewis
1958	1	Paul Morrissey
1959	1	Herbert L. Strock
1960	1	Paddy Breathnach
1961	1	Brian De Palma
1962	1	Michelangelo Antonioni
1963	1	Robert N. Bradbury
1964	1	Jeff Lieberman
1965	1	John Landis
1966	1	Mort Nathan
1967	1	Lawrence Kasdan
1968	1	Eric Red
1969	1	Ben Younger
1970	2	Chris Williams	Byron Howard
1971	1	Christopher N. Rowley
1972	1	Billy Wilder
1973	1	Ralph Bakshi
1974	1	Michael Wadleigh
1975	1	Sebastian Gutierrez
1976	1	Curtis Hanson
1977	1	James Cox
1978	1	Bob Goldthwait
1979	1	Joe Lynch
1980	1	Declan O'Brien
1981	1	William Wyler
1982	1	Lawrence Kasdan
1983	1	Alfonso Cuar�n
1984	2	Ariel Zeitoun	Julien Seri
1985	1	John Schlesinger
1986	1	John Dahl
1987	1	Lewis Gilbert
1988	1	Keven McAlester
1989	1	Garry Marshall
1990	1	Christopher Cain
1991	1	John Ford
