movie	imdb	director
0971	1	Nimr&oacute;d Antal
0972	1	Jon Avnet
0973	1	Kinka Usher
0974	1	Pedro Almod&oacute;var
0975	1	Ang Lee
0976	1	Victor Salva
0977	1	Harold Ramis
0978	2	Eric Darnell	Tom McGrath
0979	1	Breck Eisner
0980	1	Jan de Bont
0981	2	Ethan Maniquis	Robert Rodriguez
0982	1	George Tillman Jr.
0983	1	Chuck Russell
0984	1	John Singleton
0985	1	Michel Gondry
0986	1	Robert De Niro
0987	2	Marc Caro	Jean-Pierre Jeunet
0988	1	Vadim Perelman
0989	1	Shane Acker
0990	1	Robert Luketic
0991	1	Rupert Wainwright
0992	1	Neil Jordan
0993	1	Jean-Jacques Annaud
0994	1	Steve Bendelack
0995	1	Roger Michell
0996	2	Oliver Hirschbiegel	and 1 more credit
0997	1	Peter Webber
0998	1	Eli Roth
0999	1	Bruce Beresford
1000	1	Roman Polanski
1001	1	Hideo Nakata
1002	1	Shawn Levy
1003	1	Garry Marshall
1004	1	Peter Jackson
1005	1	Steven Spielberg
1006	1	Stuart Baird
1007	1	Jane Campion
1008	1	Jaume Collet-Serra
1009	1	Ron Howard
1010	1	Mike Nichols
1011	1	Robert Zemeckis
1012	1	Paul Haggis
1013	1	Nicholaus Goossen
1014	1	Steve Pink
1015	1	Jim Sheridan
1016	2	Chris Wedge	Carlos Saldanha
1017	1	Sean Anders
1018	1	Kathryn Bigelow
1019	1	Todd Solondz
1020	1	Ang Lee
1021	1	Richard Eyre
1022	1	Marcus Nispel
1023	1	Phillip Noyce
1024	1	Rob Bowman
1025	1	Joon-ho Bong
1026	1	Mark Pellington
1027	1	Paul Verhoeven
1028	1	Joseph Ruben
1029	1	Andy Fickman
1030	1	David Koepp
1031	1	John Curran
1032	1	M. Night Shyamalan
1033	1	Martin Campbell
1034	2	Ricky Gervais	Matthew Robinson
1035	1	David Ayer
1036	1	John Woo
1037	1	James Gunn
1038	1	Steve Beck
1039	1	Keenen Ivory Wayans
1040	1	Robert B. Weide
1041	1	Raja Gosnell
1042	1	John McTiernan
1043	2	Dean DeBlois	Chris Sanders
1044	1	Scott Frank
1045	1	Stephen Surjik
1046	1	John Herzfeld
1047	1	Kar Wai Wong
1048	1	Robert Wise
1049	1	Andrzej Bartkowiak
1050	1	Ric Roman Waugh
1051	1	Richard Shepard
1052	1	Clint Eastwood
1053	2	Tetsuya Nomura	Takeshi Nozue
1054	1	Tom Green
1055	1	Frank Darabont
1056	1	Paul W.S. Anderson
1057	1	Peter Sollett
1058	1	Breck Eisner
1059	1	John Glen
1060	1	Andrew Davis
1061	1	Shawn Levy
1062	1	Martin Campbell
1063	1	Krzysztof Kieslowski
1064	1	Krzysztof Kieslowski
1065	1	Eric Brevig
1066	1	Adrian Lyne
1067	1	Andrew Niccol
1068	1	Luc Besson
1069	1	Peter Howitt
1070	1	Harold Ramis
1071	1	Kevin Costner
1072	1	Harold Ramis
1073	1	Oliver Hirschbiegel
1074	3	Olivier Assayas	Fr&eacute;d&eacute;ric Auburtin	and 20 more credits
1075	1	Ridley Scott
1076	1	Chris Kentis
1077	2	Shari Springer Berman	Robert Pulcini
1078	1	David Zucker
1079	1	Robert Rodriguez
1080	1	Mike Newell
1081	1	Francis Ford Coppola
1082	1	Roger Donaldson
1083	1	Simon West
1084	1	Ridley Scott
1085	1	Roger Donaldson
1086	1	Gavin Hood
1087	1	Renny Harlin
1088	1	John Carpenter
1089	2	John Fortenberry	and 1 more credit
1090	1	Danny Cannon
1091	1	Todd Haynes
1092	1	David Silverman
1093	1	Ridley Scott
1094	1	Spike Jonze
1095	1	Bryan Singer
1096	1	Pierre Morel
1097	1	Martin Scorsese
1098	1	Ang Lee
1099	1	Tim Burton
1100	1	Edward Zwick
1101	1	Tim Burton
1102	1	Michael Mann
1103	1	David Lynch
1104	1	Steven Spielberg
1105	1	Danny Boyle
1106	1	Sean Penn
1107	1	Matthew Vaughn
1108	1	Andrew Adamson
1109	1	Brian Levant
1110	1	Adam McKay
1111	1	Ben Younger
1112	1	Dennis Iliadis
1113	1	William Malone
1114	1	Jeffrey Nachmanoff
1115	1	Alejandro Amen&aacute;bar
1116	1	Greg Mclean
1117	1	Rob Reiner
1118	1	Oliver Stone
1119	1	Chris Columbus
1120	1	Scott Charles Stewart
1121	1	Scott Hicks
1122	1	Sean Ellis
1123	1	Chris Nahon
1124	1	Marco Schnabel
1125	1	Anne Fletcher
1126	1	Roger Donaldson
1127	1	Michael Lehmann
1128	1	Olivier Dahan
1129	1	Jim Sheridan
1130	1	Jim Sheridan
1131	1	Ron Howard
1132	1	Juan Jos&eacute; Campanella
1133	1	Howard Deutch
1134	1	Ron Howard
1135	1	Tony Gilroy
1136	1	Alfonso Cuar&oacute;n
1137	1	Martin Campbell
1138	1	Mick Jackson
1139	1	Alan J. Pakula
1140	2	Oxide Pang Chun	Danny Pang
1141	1	John Landis
1142	1	John Hillcoat
1143	1	James McTeigue
1144	1	Giuseppe Tornatore
1145	1	Pat O&#39;Connor
1146	1	David R. Ellis
1147	1	Mark Mylod
1148	1	David Cronenberg
1149	1	Gil Kenan
1150	1	Alexandre Aja
1151	1	Mike Mitchell
1152	1	Charles Shyer
1153	1	Howard Deutch
1154	2	Peter Berg	Josh Pate
1155	1	Ronny Yu
1156	1	Gary Fleder
1157	1	Todd Field
1158	1	Barry Sonnenfeld
1159	1	Robert Schwentke
1160	1	Hayao Miyazaki
1161	1	Jon Chu
1162	1	Francis Ford Coppola
1163	1	Tom Dey
1164	1	Jonathan Liebesman
1165	1	Jos&eacute; Padilha
1166	1	Raja Gosnell
1167	1	Tony Goldwyn
1168	1	Woody Allen
1169	1	Neil LaBute
1170	1	Griffin Dunne
1171	1	Mike Nichols
1172	1	Joe Dante
1173	1	Kenneth Branagh
1174	1	Stephen Hopkins
1175	1	Sam Weisman
1176	1	Anton Corbijn
1177	1	Gus Van Sant
1178	1	Liev Schreiber
1179	1	Walter Hill
1180	1	Chan-wook Park
1181	1	Steven Brill
1182	1	Ivan Reitman
1183	1	Kevin Smith
1184	1	Tim Hill
1185	1	Duncan Tucker
1186	1	Danny DeVito
1187	1	Joe Carnahan
1188	1	Jamie Blanks
1189	1	David M. Evans
1190	1	Wayne Kramer
1191	1	Clint Eastwood
1192	1	Robert Altman
1193	1	John Madden
1194	1	Ari Folman
1195	1	Stephen Frears
1196	1	Chris Columbus
1197	1	Stuart Baird
1198	1	Dave Meyers
1199	1	Greg Marcks
1200	1	William Friedkin
1201	1	Danny Boyle
1202	1	D.J. Caruso
1203	1	Ry&ucirc;hei Kitamura
1204	1	Spike Lee
1205	1	Mike Bigelow
1206	1	Ki-duk Kim
1207	1	E. Elias Merhige
1208	1	Nigel Cole
1209	1	James Isaac
1210	1	Brian Robbins
1211	1	Frank Marshall
1212	1	Betty Thomas
1213	1	Joel Schumacher
1214	1	Frank Marshall
1215	1	Shane Carruth
1216	1	Betty Thomas
1217	1	Olatunde Osunsanmi
1218	1	Dave Filoni
1219	1	Allen Coulter
1220	1	Gus Van Sant
1221	1	Kar Wai Wong
1222	1	Gene Quintano
1223	1	Lee Tamahori
1224	1	Brad Silberling
1225	1	Keenen Ivory Wayans
1226	1	Andrzej Sekula
1227	1	David Twohy
1228	1	Christopher McQuarrie
1229	2	Glenn Ficarra	John Requa
1230	1	Troy Duffy
1231	1	Stephen Herek
1232	1	Ken Kwapis
1233	1	Kar Wai Wong
1234	1	David Mamet
1235	1	John N. Smith
1236	1	Lawrence Guterman
1237	1	Danny Cannon
1238	1	Jacques Audiard
1239	1	Emir Kusturica
1240	1	Mary Harron
1241	1	Alex Proyas
1242	1	Kevin Smith
1243	1	Richard Curtis
1244	1	Guy Ritchie
1245	1	Judd Apatow
1246	2	Joel Coen	and 1 more credit
1247	1	David Dobkin
1248	2	Ethan Coen	Joel Coen
1249	1	James L. Brooks
1250	1	Wes Craven
1251	1	Kevin Smith
1252	1	Jonathan Mostow
1253	1	Woody Allen
1254	1	Michael Caton-Jones
1255	1	Miguel Arteta
1256	1	Barry Sonnenfeld
1257	1	Brian De Palma
1258	1	Tom Ford
1259	1	Christine Jeffs
1260	1	Ericson Core
1261	1	Larry Clark
1262	1	Daniel Barber
1263	1	Gillian Armstrong
1264	1	David Mirkin
1265	1	Scott Hicks
1266	1	Peter Howitt
1267	1	Adam Shankman
1268	1	Gregor Jordan
1269	1	Michael Patrick King
1270	1	Joe Berlinger
1271	1	Mike Mitchell
1272	1	Christopher Smith
1273	1	Mike Newell
1274	1	Joel Schumacher
1275	1	Harald Zwart
1276	1	Renny Harlin
1277	1	Barry Levinson
1278	1	Bernard Rose
1279	1	Christopher Nolan
1280	1	P.J. Hogan
1281	1	Lawrence Guterman
1282	1	Ted Demme
1283	1	Robert Redford
1284	2	Shari Springer Berman	Robert Pulcini
1285	1	John Carpenter
1286	1	C&eacute;dric Klapisch
1287	1	Philip Kaufman
1288	1	Sydney Pollack
1289	1	Michael Caton-Jones
1290	1	Mark Waters
1291	1	Steve Barron
1292	1	Stephen Herek
1293	1	Paul Weiland
1294	1	David Cronenberg
1295	1	Nora Ephron
1296	1	Peter Chelsom
1297	1	Bo Welch
1298	1	Jim Jarmusch
1299	1	Julian Jarrold
1300	1	Steven Soderbergh
1301	1	Drew Barrymore
1302	1	Geoff Murphy
1303	1	Woody Allen
1304	1	Steve Carr
1305	1	Michael Radford
1306	1	Woody Allen
1307	1	Jon Turteltaub
1308	1	Bronwen Hughes
1309	1	James Watkins
1310	2	Stephen Hillenburg	Mark Osborne
1311	1	Troy Miller
1312	1	Wes Craven
1313	1	Andy Tennant
1314	1	Guillermo del Toro
1315	1	Nick Cassavetes
1316	1	Tony Giglio
1317	1	Denzel Washington
1318	1	Arthur Penn
1319	1	Roger Spottiswoode
1320	1	Fran&ccedil;ois Girard
1321	1	Kevin Hooks
1322	1	Spike Lee
1323	3	Roger Allers	Jill Culton	and 1 more credit
1324	1	John August
1325	1	Wes Craven
1326	1	Jacob Aaron Estes
1327	1	Michael Dougherty
1328	1	John Pasquin
1329	1	Carl Franklin
1330	1	Craig Gillespie
1331	1	Audrey Wells
1332	1	Denys Arcand
1333	1	Kenneth Branagh
1334	1	Donald Petrie
1335	1	Anand Tucker
1336	1	Phillip Noyce
1337	1	Marcel Langenegger
1338	1	Richard Attenborough
1339	1	Stephen Kay
1340	2	Oxide Pang Chun	Danny Pang
1341	1	Woody Allen
1342	2	Eric Leighton	Ralph Zondag
1343	1	Kirk Wong
1344	1	Michael Winterbottom
1345	1	Prachya Pinkaew
1346	1	Tim Story
1347	1	Barry W. Blaustein
1348	1	Michael Haneke
1349	1	Douglas McGrath
1350	1	John McTiernan
1351	2	John Frankenheimer	and 1 more credit
1352	1	John Woo
1353	1	Sylvain White
1354	1	Jon Kasdan
1355	1	Vondie Curtis-Hall
1356	1	Rod Lurie
1357	1	Taylor Hackford
1358	1	Sam Raimi
1359	1	Dennis Dugan
1360	1	Gregor Jordan
1361	1	Garth Jennings
1362	1	Donald Petrie
1363	1	Jonathan Levine
1364	1	Jim Sonzero
1365	1	Jean-Baptiste Andrea
1366	1	Mitchell Lichtenstein
1367	1	Denzel Washington
1368	1	Matt Williams
1369	1	Alexandre Aja
1370	1	Gavin Hood
1371	1	Phillip Noyce
1372	1	John Bonito
1373	1	Robert Luketic
1374	1	Bille Woodruff
1375	1	Andy Fickman
1376	1	Bruce Hunt
1377	1	Joseph Kahn
1378	1	Mike Judge
1379	1	Curtis Hanson
1380	1	Jonathan Liebesman
1381	1	John Crowley
1382	1	Clint Eastwood
1383	1	Harold Ramis
1384	1	Will Gluck
1385	1	Donald Petrie
1386	1	Neil Marshall
1387	1	Sidney Lumet
1388	1	Barry Skolnick
1389	1	Hans Weingartner
1390	1	Les Mayfield
1391	1	Jay Chandrasekhar
1392	1	John McTiernan
1393	1	Ron Howard
1394	1	Kathryn Bigelow
1395	1	Alejandro Amen&aacute;bar
1396	1	Brian De Palma
1397	1	Marc Forster
1398	1	Ruben Fleischer
1399	1	Martin Scorsese
1400	1	Steven Soderbergh
1401	1	John Woo
1402	1	Jay Roach
1403	1	Quentin Tarantino
1404	1	Oliver Hirschbiegel
1405	1	Francis Ford Coppola
1406	1	Mel Gibson
1407	1	Wes Anderson
1408	1	Andrew Niccol
1409	1	Dennie Gordon
1410	1	Paul Michael Glaser
1411	1	Roland Joff&eacute;
1412	1	Gus Van Sant
1413	1	Omar Naim
1414	1	Bille August
1415	1	Christian Duguay
1416	1	John Landis
1417	2	Ron Clements	John Musker
1418	1	David Mamet
1419	1	Susanne Bier
1420	2	Joachim R&oslash;nning	Espen Sandberg
1421	1	Peter Hedges
1422	1	Jeff Wadlow
1423	1	Renny Harlin
1424	1	Tommy O&#39;Haver
1425	1	Andy Tennant
1426	1	Peter Cattaneo
1427	1	Mike Mills
1428	1	James Cox
1429	1	Ernest R. Dickerson
1430	1	Mike Barker
1431	1	Penny Marshall
1432	1	Dennis Dugan
1433	1	Niall Johnson
1434	1	Neil Jordan
1435	1	G&eacute;rard Krawczyk
1436	1	Robert Rodriguez
1437	1	Phillip Noyce
1438	1	John Stockwell
1439	1	Julie Taymor
1440	3	Fatih Akin	Yvan Attal	and 9 more credits
1441	1	Baz Luhrmann
1442	1	Jane Campion
1443	1	Alain Chabat
1444	1	John Whitesell
1445	1	Mark Steven Johnson
1446	1	Henry Bean
1447	1	Rowdy Herrington
1448	1	Mira Nair
1449	0	<NULL>
1450	1	Bob Clark
1451	1	Neil Armfield
1452	1	Nick Love
1453	1	Brett Leonard
1454	1	Blair Hayes
1455	1	Nicole Holofcener
1456	1	Damon Santostefano
1457	1	Wych Kaosayananda
1458	1	Mike Leigh
1459	1	John R. Leonetti
1460	2	Bobby Farrelly	Peter Farrelly
1461	1	Sydney Pollack
1462	2	Brian Koppelman	David Levien
1463	1	Victor Salva
1464	1	Bruce Beresford
1465	1	Raja Gosnell
1466	1	Kevin Williamson
1467	1	Gregory Widen
1468	1	Anthony Minghella
1469	1	Hany Abu-Assad
1470	1	Rob Reiner
1471	1	Willard Carroll
1472	2	Aamir Khan	and 1 more credit
1473	1	Roman Polanski
1474	1	John Woo
1475	1	Sheldon Lettich
1476	1	Woody Allen
1477	2	Jennifer Flackett	Mark Levin
1478	1	Paul Weitz
1479	1	Marc Rocco
1480	1	Michael Polish
1481	1	Masayuki Ochiai
1482	1	Dave McKean
1483	1	Renny Harlin
1484	1	Sam Weisman
1485	1	Andrzej Bartkowiak
1486	1	Martin Scorsese
1487	1	Mike Cahill
1488	1	Des McAnuff
1489	1	Peter Hyams
1490	1	Mic Rodgers
1491	1	Rod Lurie
1492	1	Stephen Herek
1493	1	Brian De Palma
1494	1	Tom Ropelewski
1495	1	Christopher Smith
1496	1	Barry Levinson
1497	1	Peter Medak
1498	1	John Lee Hancock
1499	1	Betty Thomas
1500	1	Don Mancini
1501	1	Steve Shill
1502	1	Hoyt Yeatman
1503	3	Yoshiaki Kawajiri	Jack Fletcher	and 1 more credit
1504	1	Nimr&oacute;d Antal
1505	1	Peter Hyams
1506	1	Hark Tsui
1507	1	Shawn Levy
1508	1	Curtis Hanson
1509	1	Bernardo Bertolucci
1510	1	Hunter Richards
1511	1	Michael Winterbottom
1512	1	Jonathan Lynn
1513	1	Jerry Zaks
1514	1	Mira Nair
1515	1	Ed Harris
1516	1	Robert Rodriguez
1517	1	Steven Spielberg
1518	1	Roland Emmerich
1519	1	David Cronenberg
1520	1	Francis Lawrence
1521	1	Trey Parker
1522	1	Tim Burton
1523	1	Adam McKay
1524	1	Roland Emmerich
1525	1	John Madden
1526	1	F. Gary Gray
1527	1	Marc Webb
1528	1	Terry Gilliam
1529	1	Nicholas Stoller
1530	1	Ol Parker
1531	1	Dwight H. Little
1532	1	Jessica Bendinger
1533	1	Enki Bilal
1534	1	Tom Tykwer
1535	1	Thomas Carter
1536	1	Bonnie Hunt
1537	1	Bharat Nalluri
1538	1	Reginald Hudlin
1539	1	Justin Kerrigan
1540	1	Isabel Coixet
1541	1	Kimberly Peirce
1542	1	Les Mayfield
1543	1	Takashi Shimizu
1544	1	Joan Chen
1545	1	Mira Nair
1546	1	David Nutter
1547	1	Rob Schneider
1548	1	Tommy O&#39;Haver
1549	1	Fred Schepisi
1550	1	Peter Howitt
1551	1	David Mackenzie
1552	1	Wes Craven
1553	1	Lasse Hallstr&ouml;m
1554	1	Ron Underwood
1555	1	George Armitage
1556	1	Daisy von Scherler Mayer
1557	3	Bibo Bergeron	Will Finn	and 3 more credits
1558	1	Jorma Taccone
1559	1	Mort Nathan
1560	1	Brian Robbins
1561	1	Callie Khouri
1562	1	Forest Whitaker
1563	1	Christian Duguay
1564	1	Brian Robbins
1565	1	Elizabeth Allen
1566	1	Andrew Fleming
1567	1	James Foley
1568	1	Michael Moore
1569	1	Geoffrey Sax
1570	1	John Dahl
1571	2	Colin Strause	Greg Strause
1572	1	David S. Ward
1573	1	Stephen Frears
1574	1	Paul Greengrass
1575	1	Brian Levant
1576	1	Seth Kearsley
1577	1	Joe Chappelle
1578	1	Brett Ratner
1579	1	Gus Van Sant
1580	1	Chris Rock
1581	1	Rob Sitch
1582	1	Joel Hopkins
1583	1	Wayne Kramer
1584	1	Andrew Bergman
1585	1	Patrick Read Johnson
1586	1	Nicholas Hytner
1587	1	Chris Rock
1588	1	Pierre Salvadori
1589	1	Douglas Aarniokoski
1590	1	Alan Poul
1591	1	Brian Robbins
1592	1	Luis Mandoki
1593	1	Susanne Bier
1594	1	Tod Williams
1595	1	Bille August
1596	1	John Crowley
1597	1	Gil Junger
1598	1	Tom Hooper
1599	1	Robert Altman
1600	2	Zach Cregger	Trevor Moore
1601	1	Wayne Wang
1602	1	Betty Thomas
1603	1	Reginald Hudlin
1604	1	Karan Johar
1605	1	Kevin Spacey
1606	1	Marco Tullio Giordana
1607	1	Gregory Nava
1608	1	Bryan Spicer
1609	1	Andy Cadiff
1610	1	Neil LaBute
1611	1	Greg Mclean
1612	1	Nicholas Hytner
1613	1	Robert Altman
1614	1	Jay Russell
1615	2	Anthony Russo	Joe Russo
1616	1	Marco Kreuzpaintner
1617	1	Penelope Spheeris
1618	1	David J. Burke
1619	1	Jon Harris
1620	1	Jaume Collet-Serra
1621	1	Christian Volckman
1622	1	Carroll Ballard
1623	1	Tom Six
1624	1	Jack Bender
1625	1	Jean-Claude Van Damme
1626	1	Robert Duvall
1627	1	Diane English
1628	1	Penny Marshall
1629	1	Rob Minkoff
1630	1	Danny Boyle
1631	1	Ridley Scott
1632	1	Zack Snyder
1633	1	J.J. Abrams
1634	1	Jay Roach
1635	1	Michael Mann
1636	1	Tony Scott
1637	1	Dominic Sena
1638	2	Mark Osborne	John Stevenson
1639	1	M. Night Shyamalan
1640	1	Tim Burton
1641	1	Oliver Stone
1642	2	Mark Neveldine	Brian Taylor
1643	1	Paul Thomas Anderson
1644	1	Doug Liman
1645	1	Jay Roach
1646	1	Barry Sonnenfeld
1647	1	Stephen Frears
1648	1	Martin Campbell
1649	1	Jay Roach
1650	1	Nick Hurran
1651	1	Jonathan Levine
1652	1	John Ottman
1653	1	Neil LaBute
1654	1	Philippe Claudel
1655	1	Davis Guggenheim
1656	1	Robert Townsend
1657	2	Campbell Scott	Stanley Tucci
1658	1	Ronald F. Maxwell
1659	1	Ole Bornedal
1660	1	Ry&ucirc;hei Kitamura
1661	1	Katja von Garnier
1662	1	Steve Carr
1663	1	Benny Chan
1664	1	Paul Weiland
1665	1	Les Mayfield
1666	1	Frank Oz
1667	1	Roger Michell
1668	1	Mick Garris
1669	1	Gina Prince-Bythewood
1670	1	John Gray
1671	2	Brendan Malloy	Emmett Malloy
1672	1	Karen Moncrieff
1673	1	Juan Carlos Fresnadillo
1674	1	Paul Schrader
1675	1	Jon Turteltaub
1676	1	Mark Pellington
1677	1	Petter N&aelig;ss
1678	1	Christopher Monger
1679	1	Nicolas Roeg
1680	1	Istv&aacute;n Szab&oacute;
1681	1	Alan Cohn
1682	1	Neil Jordan
1683	1	Ringo Lam
1684	1	Woo-ping Yuen
1685	1	Peter MacDonald
1686	1	Jon Avnet
1687	1	Kris Isacsson
1688	1	Lars von Trier
1689	1	Xavier Gens
1690	1	Michael Winterbottom
1691	1	Nacho Vigalondo
1692	1	Troy Miller
1693	1	Douglas McGrath
1694	1	Istv&aacute;n Szab&oacute;
1695	1	Bart Freundlich
1696	1	Mark Mylod
1697	1	Steve Oedekerk
1698	1	Francine McDougall
1699	1	Jeffrey Blitz
1700	1	Stanley Tong
1701	1	Stuart Gordon
1702	1	Forest Whitaker
1703	1	Hark Tsui
1704	1	Agnieszka Wojtowicz-Vosloo
1705	1	David L. Cunningham
1706	1	Tim Blake Nelson
1707	1	Steve Rash
1708	1	Carlos Carrera
1709	1	David Mackenzie
1710	1	Jay Lee
1711	1	Lajos Koltai
1712	1	Griffin Dunne
1713	1	Robert Benton
1714	1	Geoff Murphy
1715	1	Mamoru Oshii
1716	1	Sam Weisman
1717	1	Angela Robinson
1718	1	Samuel Fuller
1719	1	Asif Kapadia
1720	1	Duwayne Dunham
1721	1	John Waters
1722	1	Jay Russell
1723	1	Michael Lembeck
1724	1	Ivan Reitman
1725	1	Jonas Pate
1726	1	Katt Shea
1727	1	Janusz Kaminski
1728	1	Alejandro Gomez Monteverde
1729	1	Anthony Drazan
1730	1	Richard Benjamin
1731	1	Rob Reiner
1732	1	Les Mayfield
1733	1	Sam Peckinpah
1734	1	James Isaac
1735	2	Tony Jaa	Panna Rittikrai
1736	1	Gabriele Salvatores
1737	1	Brian Gibson
1738	1	Billy Bob Thornton
1739	1	Albert Brooks
1740	1	Stanley Tong
1741	1	Jonathan Frakes
1742	1	Jeremiah S. Chechik
1743	1	Greg Marcks
1744	1	Peter Chelsom
1745	1	Paul McGuigan
1746	1	David Dobkin
1747	1	Timothy Linh Bui
1748	1	Takashi Miike
1749	1	Louis C.K.
1750	1	Hans Horn
1751	1	Nnegest Likk&eacute;
1752	1	Yann Samuell
1753	2	Ted Berman	Richard Rich
1754	1	James Ivory
1755	1	Nicholas Hytner
1756	1	David Atkins
1757	1	Ti West
1758	1	Marshall Herskovitz
1759	3	Fruit Chan	Takashi Miike	and 1 more credit
1760	1	Jon Avnet
1761	2	Richard Donner	and 1 more credit
1762	1	Roland Joff&eacute;
1763	1	Shion Sono
1764	1	Tom Shadyac
1765	1	Brad Anderson
1766	1	Tim Burton
1767	1	Guillermo del Toro
1768	1	Shawn Levy
1769	1	Clint Eastwood
1770	1	David Frankel
1771	1	Spike Jonze
1772	1	Hayao Miyazaki
1773	1	J.B. Rogers
1774	1	Roger Kumble
1775	1	Shane Black
1776	1	Jean-Pierre Jeunet
1777	1	Woody Allen
1778	1	Christophe Gans
1779	1	Mike Newell
1780	1	Rawson Marshall Thurber
1781	1	Peter Segal
1782	1	Tom Shadyac
1783	1	Peyton Reed
1784	1	Kaige Chen
1785	1	Gregg Araki
1786	1	Neil LaBute
1787	1	Guillermo del Toro
1788	1	Tim Robbins
1789	1	Tom Brady
1790	1	Irwin Winkler
1791	1	Alan Shapiro
1792	1	David Zucker
1793	1	Dan Harris
1794	1	John Schlesinger
1795	1	Bob Odenkirk
1796	1	Uli Edel
1797	1	Sanaa Hamri
1798	1	Ron Shelton
1799	1	Hart Bochner
1800	1	Ringo Lam
1801	1	Casey La Scala
1802	1	Billy Crystal
1803	1	Brian Gilbert
1804	1	Richard Linklater
1805	1	Brett Simon
1806	1	Max Mayer
1807	1	Jonathan Kaplan
1808	1	Fyodor Bondarchuk
1809	1	Rachid Bouchareb
1810	1	Marc Abraham
1811	1	Hark Tsui
1812	1	David Bowers
1813	1	Jean-Pierre Jeunet
1814	1	David Mackenzie
1815	1	Pat O&#39;Connor
1816	1	David Gordon Green
1817	1	Gregory Jacobs
1818	1	Allan A. Goldstein
1819	1	Ang Lee
1820	1	Kasi Lemmons
1821	1	Howard Zieff
1822	1	Patrice Leconte
1823	1	Graham Baker
1824	1	Robert Lieberman
1825	1	Geoffrey Wright
1826	1	Robert Benton
1827	1	Stephen Sommers
1828	1	John Payson
1829	1	Carl Franklin
1830	1	Jan Kounen
1831	1	Wes Craven
1832	1	Michael Corrente
1833	1	Marcos Siega
1834	1	Gilles Mimouni
1835	1	Joel Schumacher
1836	1	Jean-Fran&ccedil;ois Richet
1837	1	John Duigan
1838	1	Brian Levant
1839	1	Craig Rosenberg
1840	1	Brian Gibson
1841	1	Anand Tucker
1842	1	Dominik Moll
1843	1	Chris Robinson
1844	1	John Whitesell
1845	1	Ki-duk Kim
1846	1	Peter Glenville
1847	1	Dean Semler
1848	1	Sidney Lumet
1849	1	John Pasquin
1850	1	Tyler Perry
1851	1	Bruce Paltrow
1852	1	Chris Fisher
1853	1	John Fawcett
1854	1	Jane Campion
1855	1	Marco Kreuzpaintner
1856	1	Roger Michell
1857	1	Ten Shimoyama
1858	1	Les Mayfield
1859	1	Sean McGinly
1860	1	Darnell Martin
1861	1	Karyn Kusama
1862	1	Jean-Jacques Annaud
1863	1	Michael Clancy
1864	1	Richard Fleischer
1865	1	Jessie Nelson
1866	1	Kevin Tancharoen
1867	1	Stuart Townsend
1868	1	Tim Sullivan
1869	1	Chris Nahon
1870	1	Brian De Palma
1871	2	Anthony Abrams	Adam Larson Broder
1872	1	Michael Almereyda
1873	1	Ron Underwood
1874	1	Damien Dante Wayans
1875	1	James Marsh
1876	1	Jeb Stuart
1877	1	Frederik Du Chau
1878	1	Robert Butler
1879	1	Kelly Reichardt
1880	1	Neil LaBute
1881	1	Tom Schulman
1882	1	Nanette Burstein
1883	1	Robert Wise
1884	1	Stephen Carpenter
1885	1	Kathryn Bigelow
1886	1	Farhad Mann
1887	1	Rod Hardy
1888	1	Douglas McGrath
1889	1	Michael J. Bassett
1890	1	Donald Petrie
1891	1	Sylvester Stallone
1892	1	Mark Steven Johnson
1893	1	Ben Affleck
1894	1	Kevin Smith
1895	1	Guillermo del Toro
1896	1	Robert Luketic
1897	2	Tim Burton	Mike Johnson
1898	1	Jan de Bont
1899	1	Darren Lynn Bousman
1900	1	Wolfgang Petersen
1901	1	McG
1902	1	Todd Phillips
1903	2	Chris Miller	Raman Hui
1904	1	Jon Turteltaub
1905	1	Tony Gilroy
1906	1	Alex Proyas
1907	1	John Schultz
1908	1	Frank Oz
1909	1	Jenniphr Goodman
1910	1	John Schultz
1911	1	Mark Piznarski
1912	1	Agn&egrave;s Jaoui
1913	1	Brett Sullivan
1914	1	Patrice Ch&eacute;reau
1915	1	Henry Bromell
1916	1	Ferzan Ozpetek
1917	1	Stefan Schwartz
1918	1	Catherine Breillat
1919	1	Dean Parisot
1920	1	Silvio Soldini
1921	1	Siddiq Barmak
1922	1	Thor Freudenthal
1923	1	William Friedkin
1924	1	David L. Cunningham
1925	1	Larry Clark
1926	1	Catherine Hardwicke
1927	1	Tim Blake Nelson
1928	1	Kar Wai Wong
1929	1	Robert Towne
1930	1	David Gordon Green
1931	1	Goro Miyazaki
1932	1	Pat O&#39;Connor
1933	1	Julian Jarrold
1934	1	Gregor Jordan
1935	1	Gregg Bishop
1936	1	John Frankenheimer
1937	1	Brian Yuzna
1938	1	Mike Mendez
1939	1	Paul Andrew Williams
1940	1	Marleen Gorris
1941	1	Steve Carr
1942	1	John Herzfeld
1943	1	Alejandro Jodorowsky
1944	1	Richard Linklater
1945	1	Simon Fellows
1946	1	John Singleton
1947	2	Josh Gordon	Will Speck
1948	1	Keith Gordon
1949	1	Joon-ho Bong
1950	1	Robert Fuest
1951	1	Oliver Hirschbiegel
1952	1	John Roberts
1953	1	Richard Linklater
1954	1	Jeff Burr
1955	1	John G. Avildsen
1956	1	Patricia Cardoso
1957	2	Scott Alexander	Larry Karaszewski
1958	1	Kevin Bray
1959	1	Jody Hill
1960	1	Paul Miller
