movie	yahoo	mpaa_rating
0975	1	PG-13 for violence, sexuality, language and drug references.
0976	1	PG-13 for language, sexual content and some drug references.
0977	1	R for strong sexual content including dialogue, and for language.
0978	1	R for some violent images and language.
0979	1	PG for thematic material involving some violent action and a childbirth scene.
0980	1	PG-13 for sexual content, some violence and language.
0981	1	R for violence, some gore and brief language.
0982	1	R for sexuality.
0983	0	<NULL>
0984	1	PG for for some mild crude humor.
0985	1	R for for strong violence/gore, some language.
0986	1	Not Rated
0987	1	R for language and some sexual content.
0988	1	R for language.
0989	1	PG-13 for elements of violence.
0990	1	PG for thematic elements and some crude humor.
0991	1	Not Rated
0992	1	PG for mild thematic elements and language.
0993	1	R for sexuality, language and some disturbing images.
0994	1	Not Rated
0995	1	PG 13 for sexual humor, language and comic violence.
0996	1	R for language, violence, sexual content.
0997	1	R for strong language, sexuality.
0998	1	PG-13 for brief language, drug reference.
0999	1	R for strong sexual content including graphic nudity and dialogue.
1000	1	Not Rated
1001	1	R for some violence.
1002	1	G for General Audiences.
1003	1	R for for sequences of graphic violence. (original).
1004	1	R for strong language and sexual content.
1005	1	PG for thematic elements and brief language.
1006	1	PG-13 for sexual content/humor.
1007	1	PG-13 for brief strong language.
1008	1	PG-13 for sexual content and some language.
1009	1	Not Rated
1010	1	R for strong brutal violence, sexuality, drug content and language.
1011	1	PG-13 for crude and sex-related humor, language.
1012	1	PG-13 for violence, frightening sequences and brief suggestive material.
1013	1	PG 13 for sexual content, language, crude humor, and some drug references.
1014	1	PG-13 for rude humor, drug references.
1015	1	R for language and sexuality.
1016	1	PG for intense action sequences and language.
1017	1	R for some language and sexual content.
1018	1	Not Rated
1019	1	Not Rated
1020	1	PG-13 for thematic elements and some obsessive behavior.
1021	1	R for language.
1022	1	Not Rated
1023	1	R for strong sexuality, violence, language, drug use.
1024	1	R for sexual content, language, drug use.
1025	1	R for drug use, self destructive violence, language and sexuality.
1026	1	PG for mild language.
1027	1	PG for some mildly crude humor.
1028	1	PG-13 for Horror violence/terror, some sexual references, nudity, language and a brief drug reference.
1029	1	R for strong sexuality, nudity, language and some violence.
1030	1	Not Rated
1031	1	PG-13 for brief sexuality.
1032	1	Not Rated
1033	1	PG-13 for brief strong language.
1034	1	Not Rated
1035	1	R for violence, brief language and nudity.
1036	1	Not Rated
1037	1	PG-13 for brief language, drug reference.
1038	1	PG-13 for for sequences of intense action violence and some language.
1039	1	R for language, sexuality, brief violence and drug use.
1040	1	R for sexuality and language.
1041	1	PG-13 for some thematic elements and language.
1042	1	R for violence, cruelty, nudity, sexuality.
1043	1	PG-13 for violence and some language.
1044	1	Not Rated
1045	1	PG-13 for language.
1046	1	G for General Audiences.
1047	1	Not Rated
1048	1	R for for strong sexuality/nudity, language and partying.
1049	1	PG for sequences of stylized sci-fi violence and brief mild language.
1050	1	R for strong bloody violence/carnage, language, sexuality and drug use.
1051	1	NC-17 for explicit sexual content.
1052	1	R
1053	1	R for strong sexuality, graphic nudity and language.
1054	1	R for disturbing images and language.
1055	1	R for violence.
1056	1	PG-13 for sexual material/humor and language.
1057	1	Not Rated
1058	1	R for pervasive sexual content.
1059	1	PG-13 for some sexual content and brief drug references.
1060	1	G for General Audiences.
1061	1	R for pervasive strong crude and sexual humor, language, nudity and drug content.
1062	1	R for violence.
1063	1	Not Rated
1064	1	PG-13 for brief sexuality and nudity.
1065	1	R for language and a sex scene.
1066	1	R for sexuality, nudity. language, drug/alcohol content.
1067	1	R for violence and language.
1068	1	R for pervasive brutal violence, language and brief nudity.
1069	1	PG-13 for sexual content and language.
1070	1	PG-13 for sexual content, some drug references, and language.
1071	1	PG 13 for some violence and language.
1072	1	PG-13 for thematic elements, sexual humor and drug references.
1073	1	Not Rated
1074	1	Not Rated
1075	1	PG 13 for violence and intense action, and brief language.
1076	1	R for language, sexuality, drug use.
1077	0	<NULL>
1078	1	R for language, sexual content, drug use.
1079	1	R for graphic violence and a brief sex scene.
1080	1	Not Rated
1081	1	R for aberrant sexual and violent content, and for language.
1082	1	R for some violence, language and sexuality/nudity.
1083	1	PG-13 for crude and sexual humor throughout, some comic violence and language.
1084	1	Not Rated
1085	1	PG-13 for mature thematic elements.
1086	1	G
1087	1	Not Rated
1088	1	PG for thematic elements and violent content.
1089	1	NC-17 for explicit sexual content.
1090	1	PG-13 for intense sequences of action violence, some sexual content and language.
1091	1	R for language, including violent and sexual dialogue.
1092	1	PG for some language.
1093	1	PG-13 for some sexual material.
1094	1	R for violence.
1095	1	R for violence and language.
1096	1	Not Rated
1097	1	R for language and sexual situations.
1098	1	R for strong language and some violent images.
1099	1	G for General Audiences.
1100	1	PG-13 for adventure action and violence.
1101	1	R for sexuality/nudity and language.
1102	1	R for for language.
1103	1	R for language, nudity, sexuality.
1104	1	PG-13 for drug references and some language.
1105	1	Not Rated
1106	1	PG for thematic elements and brief mild language.
1107	1	R for violence, language and sexuality.
1108	1	PG for brief language and suggestive humor.
1109	1	R for strong language, drug use, sexuality, violence.
1110	1	PG-13 for sexual content and language.
1111	1	PG 13 for sex references and language.
1112	1	R for sexual references.
1113	1	R for pervasive drug content, sexuality/nudity, language and some violence.
1114	1	R for strong violence, language, drug content and sexuality.
1115	1	Not Rated
1116	1	R for language and drug use.
1117	1	R for strong violence and epic warfare.
1118	1	PG-13 for For thematic elements, violent images, language, and some sexual material.
1119	1	R for sexual content.
1120	1	Not Rated
1121	1	R for language, drug use and a scene of sexuality.
1122	1	R for sexuality, disturbing behavior and language.
1123	1	R for strong violence, language and sexuality.
1124	1	PG
1125	1	Not Rated
1126	1	R for sexual references, teen drug and alcohol use.
1127	1	PG-13 for language, sex and drug references, and a graphic medical procedure.
1128	1	Not Rated
1129	1	Not Rated
1130	1	Not Rated
1131	1	Not Rated
1132	1	PG-13 for mild violence, sexual situations.
1133	1	PG for some crash scenes.
1134	1	Not Rated
1135	1	PG for language.
1136	1	PG-13 for violent images, nudity.
1137	1	PG-13 for sexuality, violence and language.
1138	1	PG-13 for intense sequences of adventure violence, including frightening images.
1139	1	G for General Audiences.
1140	1	PG for mild thematic elements.
1141	1	PG-13 for sexual and drug references, thematic elements and language.
1142	1	R for sexual content and language.
1143	1	R for language, some sexuality/nudity and underage drinking.
1144	1	R for language, some nudity.
1145	1	PG-13 for Thematic material involving alcoholism and domestic abuse.
1146	1	Not Rated
1147	1	PG-13 for brief strong language.
1148	1	PG-13 for brief language and a sexual reference.
1149	1	R for language and some sexuality.
1150	1	R for strong violence including scenes of torture, sexuality and pervasive language.
1151	1	R for violence, language, some sexuality and nudity.
1152	1	PG-13 for mature thematic elements and some sexual references.
1153	1	PG 13 for thematic issues, sexual content, language, some teen drinking and rough sports action.
1154	1	PG 13 for for mature thematic material, disturbing images, terror, violence and some sensuality.
1155	1	PG-13 for mature thematic material, some violence and brief drug content.
1156	1	Not Rated
1157	1	Not Rated
1158	1	Not Rated
1159	1	PG-13 for sequences of intense violence and action, and some sexual references.
1160	1	PG 13 for thematic material, language and some sexual content.
1161	1	R for strong graphic sequences of war violence.
1162	1	R for sexual content, some language and drug use.
1163	1	R for language, drug use, sexuality/nudity and some violence.
1164	1	R for strong language and sexuality.
1165	1	Not Rated
1166	1	R for sequences of graphic sexual dialogue, nudity/sexuality and language.
1167	1	R for thematic material.
1168	1	PG-13 for some intense battle sequences.
1169	1	PG-13 for language and some strong sexual references.
1170	1	PG-13 for mature thematic material, some violence, sexuality and language.
1171	1	PG for thematic elements and some scary images.
1172	1	R for violence.
1173	1	R for sexual content and language.
1174	1	Not Rated
1175	1	Not Rated
1176	1	Not Rated
1177	1	R for language, sexual content and some drug references.
1178	1	PG-13 for sexual content.
1179	1	Not Rated
1180	1	R for frightening sequences and violence.
1181	1	PG for mild crude humor and some language.
1182	1	R for for violence.
1183	1	PG-13 for violence, sensuality and language including sexual references.
1184	1	Not Rated
1185	1	PG-13 for violence, sexual references, drug material and some teen drinking.
1186	1	R for a scene of strong sexuality, drug use and language.
1187	1	Not Rated
1188	1	Not Rated
1189	1	PG for sensuality, thematic material and some language.
1190	1	PG for action violence, language and rude humor.
1191	1	PG for racial issues including violence and epithets, and mild language.
1192	1	PG-13 for strong language, scenes of wine drinking, brief pinup nudity.
1193	1	G
1194	1	R for violence and some language.
1195	1	R for sexuality, language, and some drug use.
1196	1	R for language, sexual content, some drug material.
1197	1	Not Rated
1198	1	R for language and some sexual content.
1199	1	R for sexuality, language and some drug use.
1200	1	R for sex and drug content, pervasive language and some violence.
1201	1	R for sexual content and language.
1202	1	R for disturbing sexual content involving children, and language.
1203	1	R for sexual content and language.
1204	1	R for some language and sexuality.
1205	1	R for language, brief sexuality and nudity.
1206	1	R for strong brutal violence, sexuality, nudity, pervasive language and drug use.
1207	1	R for sexuality.
1208	1	PG for some mild thematic elements and scary images.
1209	1	Not Rated
1210	1	R for language.
1211	1	R for some sexuality and language.
1212	1	Not Rated
1213	1	Not Rated
1214	1	PG for some scary images and action, and brief mild language.
1215	1	PG-13 for disturbing images, violence, some nudity, thematic material, brief drug references and sexual content.
1216	1	Not Rated
1217	1	Not Rated
1218	1	PG-13 for disturbing images/violence, sexual content and language.
1219	1	R for strong graphic sexuality, pervasive language, some brutal violence and drug content.
1220	1	Not Rated
1221	1	PG-13 for thematic elements, drug content, and language including a sexual reference.
1222	1	Not Rated
1223	1	R for language.
1224	1	R for violence, a scene of sexuality, and language.
1225	1	R for sexual content/nudity and language.
1226	1	PG-13 for violence, disturbing images, some partial nudity and thematic material.
1227	1	R for some violence.
1228	1	R for language including sexual references, nudity and a scene of violence.
1229	1	R for violent images and brief strong language.
1230	1	Not Rated
1231	1	R for violence, language and sexuality/nudity.
1232	1	R for for language and some sexual images.
1233	1	R for language.
1234	1	R for some sexuality.
1235	1	R for for violence and language.
1236	1	R for for language, violence and sexuality/nudity.
1237	1	R for strong violence and some language.
1238	1	R for language and crude sexual content.
1239	1	R for strong violence, language, some drug use, sexuality.
1240	1	R for pervasive strong violence and gore, some sexuality/nudity and language.
1241	1	PG for scary images and sequences, thematic elements, some crude humor and brief language.
1242	1	R for strong violence/gore and language.
1243	1	Not Rated
1244	1	R for strong violence, disturbing images and some nudity.
1245	1	PG-13 for intense creature violence.
1246	1	R for sexual content and language.
1247	1	R for language.
1248	1	G
1249	1	Not Rated
1250	1	Not Rated
1251	1	G
1252	1	R for language and some disturbing sexual situations.
1253	1	R for some language and drug use.
1254	1	Not Rated
1255	1	PG-13 for language, rude dialogue and some violence.
1256	1	PG for some crude humor, sensuality and brief mild language.
1257	1	R for language, some sexual content.
1258	1	Not Rated
1259	1	PG-13 for some intense sequences of violence, and language.
1260	1	Not Rated
1261	1	Not Rated
1262	1	PG-13 for some language and sexual humor.
1263	1	PG-13 for intense prolonged sequences of disaster and peril.
1264	1	Not Rated
1265	1	PG for some mild language.
1266	1	PG for mild language and sensuality.
1267	1	R for for sexual content, nudity, language and drug use.
1268	1	PG-13 for brief strong language.
1269	1	PG-13 for language and some sexuality.
1270	1	PG-13 for sexuality, nudity and violence.
1271	1	R for sexuality, language, some violence and drug use.
1272	1	Not Rated
1273	1	PG-13 for violence, terror, disturbing images, language, sexuality and a brief drug reference.
1274	1	PG-13 for Crude and Sexual Humor Throughout, Language and Brief Drug References.
1275	1	PG-13 for thematic material, including intense/frightening sequences and disturbing images.
1276	1	Not Rated
1277	1	R for for language, some violent images, and sexual content/nudity.
1278	1	R for language, violence and sexuality.
1279	1	Not Rated
1280	1	R for strong violence, drug use, language, sexuality.
1281	1	Not Rated
1282	1	Not Rated
1283	1	R for violence, language and some nudity.
1284	1	PG-13 for some sexual content.
1285	1	PG-13 for language, suggestive references.
1286	1	Not Rated
1287	1	R for strong language and elements of sexuality, violence and substance abuse.
1288	1	PG for some mild peril and rude humor.
1289	1	Not Rated
1290	1	PG-13 for sexual content, drug material and language.
1291	1	R for strong sexuality, nudity, violence, language and some drug content.
1292	1	R for strong violence/gore and language.
1293	1	G
1294	1	Not Rated
1295	1	R for language and some violent images.
1296	1	PG-13 for sexual content including some dialogue.
1297	1	PG-13 for some brief sexual references.
1298	1	PG-13 for thematic material involving sexuality, and for language.
1299	1	R for some strong sexual content, nudity, language, some violence and drug use.
1300	1	R for nudity and brief language.
1301	1	PG-13 for sexual content and language.
1302	1	R for language including some sexual references.
1303	1	PG for some crude humor, suggestive content and swashbuckling action.
1304	1	R for strong horror violence and gore, and language.
1305	1	Not Rated
1306	1	R for pervasive drug use and language, strong violence, sexuality and nudity.
1307	1	R for strong sexual content, crude humor, language and drinking involving teens.
1308	1	Not Rated
1309	1	R
1310	1	PG for mild bullying and some crude humor.
1311	1	R for violence.
1312	1	PG-13 for language.
1313	1	R for strong horror violence and gore, disturbing images, and some language.
1314	1	PG-13 for thematic material, language and some violence.
1315	1	R for strong horror violence/gore, language and some sexual content.
1316	1	Not Rated
1317	1	PG-13 for sexual references.
1318	1	PG for animated action violence, some scary cartoon images and mild language.
1319	1	PG-13 for sexual content, partial nudity and innuendo.
1320	1	R for bizarre and disturbing content, including drug use, sexuality, and gruesome situations.
1321	1	Not Rated
1322	1	PG for mild sexual content and some language.
1323	1	Not Rated
1324	1	R for language, some drug use and sexuality.
1325	1	PG for mild rude humor and some peril.
1326	1	G
1327	1	PG for some language and a disturbing image.
1328	1	R for language, some sexuality and nudity.
1329	1	PG-13 for continuous crude and sexual humor, including language.
1330	1	Not Rated
1331	1	R for disturbing violent and aberrant sexual content involving a teen, and for language.
1332	1	Not Rated
1333	1	R for pervasive sexual and crude content including abberant sexuality, strong language and some drug material.
1334	1	PG
1335	1	PG
1336	1	R for language, violence and a scene of sexuality.
1337	1	R
1338	1	R
1339	1	R for language, some violence and sexuality.
1340	1	R for sexuality, violence and language.
1341	1	R for strong violence, sexuality and language.
1342	1	R
1343	0	<NULL>
1344	1	PG for sequences of fantasy action violence.
1345	1	R for strong graphic violence and sexuality, nudity, language and some drug use.
1346	1	R for strong brutal violence, pervasive language, some drug content and sexuality/nudity.
1347	1	Not Rated
1348	1	PG for some violence.
1349	1	R for language and some sexuality.
1350	1	PG-13 for sequences of violent action throughout, partial nudity and language.
1351	1	R for language and some sexual content.
1352	1	R for language, violence and brief sexuality.
1353	1	R
1354	0	<NULL>
1355	0	<NULL>
1356	1	PG-13 for sexual content and language.
1357	1	Not Rated
1358	1	Not Rated
1359	1	Not Rated
1360	1	R for language and sexual content.
1361	1	R for language and sexual content.
1362	1	PG-13 for brief violence and some suggestive material.
1363	1	R
1364	1	Not Rated
1365	1	PG-13 for violence, some disturbing images and language.
1366	1	R for language.
1367	1	R for drug content throughout, language and some sexuality.
1368	1	Not Rated
1369	1	Not Rated
1370	1	R for violence, sexuality, nudity and language.
1371	1	PG-13 for some intense sequences of violence.
1372	1	PG-13 for brief strong language and some sexual references.
1373	1	R for some language.
1374	1	R for some disturbing Holocaust images including nudity, and brief strong language.
1375	1	R for language and sexual content.
1376	1	R for language and some strong violent content.
1377	1	Not Rated
1378	1	PG-13 for intense terror, violence and some language.
1379	1	PG
1380	1	PG-13 for stylized violence and martial arts action, and some sexual content.
1381	1	R for some sexuality, nudity and language.
1382	1	PG for some rude humor, mild action and brief lanuage.
1383	1	PG-13 for sexual content, drug material and language.
1384	1	PG-13 for some sexual material.
1385	1	PG-13 for some mature thematic material, sexual content and language.
1386	1	PG-13 for mature thematic material, disturbing violence and terror.
1387	1	Not Rated
1388	1	PG-13 for risque humor.
1389	1	R for horror violence and images.
1390	1	R for aberrant behavior involving nudity, violence, sexuality, and disturbing images.
1391	1	PG-13 for drug content, language, sexual material and some violence.
1392	1	R for language and some sexual content.
1393	1	PG for sports and some mild language.
1394	1	R for language.
1395	1	R for violence, disturbing images, some sexual content and nudity.
1396	1	R for strong brutal violence throughout.
1397	1	PG-13 for some mature thematic elements and strong language.
1398	1	PG-13 for some sensuality.
1399	1	R for strong violence and pervasive language.
1400	1	R for language, violence, sexual material and some drug use.
1401	1	PG-13 for some drug content, nudity, sexuality, violence and language.
1402	1	PG-13 for thematic material involving torture and abuse, violence and brief language.
1403	1	PG for some off-color elements.
1404	1	PG for sequences of action peril, some mild crude humor and language.
1405	1	R for strong sexual content, language, some violence and drug use.
1406	1	R for language.
1407	1	R for brief sexuality.
1408	1	R for strong sexual content, pervasive language and drug use, and some violence.
1409	1	PG-13 for language, some sexuality and drug content.
1410	1	Not Rated
1411	1	R for strong grisly violence, and for language.
1412	1	Not Rated
1413	1	PG 13 for sexual references and brief language.
1414	1	R for language, violence and some sexual content.
1415	1	PG for thematic elements and some disturbing images.
1416	1	Not Rated
1417	1	PG-13 for violence and martial arts action throughout.
1418	1	R for violence, sexual content, language and drug use.
1419	1	PG for mild action, language and brief rude humor.
1420	1	R for extremely crude and dangerous stunts throughout, sexual content, nudity and language.
1421	1	PG-13 for language, sex and drug references.
1422	1	PG for emotional thematic material, a crash scene, and mild language.
1423	1	R for language and some sexual content/nudity.
1424	0	<NULL>
1425	1	R for some intense sequences of terror and violence.
1426	1	PG-13 for sexual content and some strong language.
1427	1	PG-13 for sensuality, sex references and accident scenes.
1428	1	R
1429	1	Not Rated
1430	1	Not Rated
1431	1	Not Rated
1432	1	PG-13 for thematic elements, brief violence and innuendo.
1433	1	Not Rated
1434	1	PG-13 for a scene of violence, some sexual material and language.
1435	1	R for strong violence, some drug content and language.
1436	1	PG for thematic elements and mild peril.
1437	1	Not Rated
1438	0	<NULL>
1439	1	R for sexual content, nudity, some disturbing violent images and language.
1440	1	PG-13 for language.
1441	1	PG-13 for brief sexuality and language.
1442	1	R for violence, disturbing images, sexuality and language.
1443	1	R for strong bloody violence, pervasive language, some nudity and drug use.
1444	0	<NULL>
1445	1	R
1446	1	Not Rated
1447	0	<NULL>
1448	0	<NULL>
1449	0	<NULL>
1450	0	<NULL>
1451	0	<NULL>
1452	0	<NULL>
1453	0	<NULL>
1454	0	<NULL>
1455	1	R
1456	1	R for sexual content and language.
1457	0	<NULL>
1458	1	PG for fantasy action and brief suggestive material.
1459	1	PG-13 for violence, criminality, sensuality and language - all involving teens.
1460	0	<NULL>
1461	1	R for strong violence, torture, pervasive terror, grizzly images, language and some sexual material.
1462	1	PG-13 for some sequences of intense war violence and torture.
1463	1	R
1464	1	R for disturbing sexual material involving minors, violence including a rape, language and some drug content.
1465	1	PG-13 for some violent content, disturbing images, thematic material and brief language.
1466	1	R for drug use, pervasive language and some sexuality.
1467	0	<NULL>
1468	1	R for strong violence, disturbing images and language.
1469	1	R for graphic violence and some language.
1470	1	R for violence.
1471	1	Not Rated
1472	1	R for pervasive language, sexual content/nudity and drug content.
1473	1	PG-13 for sexual content, language and thematic elements.
1474	1	Not Rated
1475	1	R for non-stop language, drug use, crude and sexual humor.
1476	1	R for disturbing images, strong sexuality, language and drug content.
1477	1	PG-13 for brief graphic nudity.
1478	1	PG-13 for some nudity and brief strong language.
1479	1	R for some sexual content and language.
1480	1	R for some violence and disturbing images.
1481	1	PG-13 for sexual content and language.
1482	1	R for sexual content and language.
1483	1	PG-13 for crude & sexual humor, some nudity, and language.
1484	1	R for strong pervasive sexual content, nudity and language - all involving teens.
1485	1	R for strong graphic violence, brutality, terror and language.
1486	1	PG for some scary images and mild innuendo.
1487	0	<NULL>
1488	1	R for sexual content, nudity and language.
1489	1	R for pervasive strong crude and sexual content including graphic nudity, and language.
1490	1	R for some sexuality.
1491	1	PG-13 for language, sexual content and brief drug use.
1492	1	PG-13 for thematic material, brief strong language and teen smoking.
1493	1	Not Rated
1494	1	R for war violence and brief language.
1495	1	R for horror violence, language, some sexual content and brief drug use.
1496	1	G
1497	1	R for non-stop violence, language and some nudity.
1498	1	PG-13 for mature thematic material including violent images, sexual references, language and brief drug content.
1499	1	Not Rated
1500	1	PG-13 for thematic elements and some sexual content.
1501	1	PG for some mild thematic elements and language.
1502	1	R for violence, drug content and pervasive language.
1503	1	G
1504	1	R for sexual content, drug use and language.
1505	1	PG for some violent content.
1506	1	R for strong sexual content and language.
1507	1	PG-13 for violence and scary images.
1508	1	R for strong bloody violence, language, drug content and some sexuality/nudity.
1509	1	R for language, drug content and brief nudity.
1510	1	PG-13 for thematic material, drug and sexual content, some violence and language.
1511	1	PG for some mild action and rude humor.
1512	1	PG for intense adventure action and some scary moments.
1513	1	PG-13
1514	1	PG-13 for some suggestive references.
1515	1	R for disturbing war images, language and some sexuality.
1516	1	PG-13 for language including sexual references, and some drug use.
1517	1	R for some sexual references.
1518	1	R for language including sexual references.
1519	1	R for a scene of violence, brief sexual content and language.
1520	1	PG-13 for sexual content, thematic material and brief strong language.
1521	1	PG-13 for some violence and brief language.
1522	1	PG-13 for some thematic elements and a scene of sexuality.
1523	1	R for strong bloody violence and language throughout.
1524	1	R for language including sexual references, and some drug use.
1525	1	PG for some language including suggestive remarks, and a drug reference.
1526	1	R for strong violence and some sexual content.
1527	0	<NULL>
1528	1	Not Rated
1529	1	None
1530	0	<NULL>
1531	1	PG for some mild language.
1532	1	R for language, sexual content, some drug material and violence.
1533	1	PG-13 for violence, disturbing images and terror.
1534	1	Not Rated
1535	1	R for strong sexual content, nudity and language.
1536	1	R for strong violence/gore, terror and language.
1537	1	PG-13 for some thematic elements, sexual material, a brief accident scene and language.
1538	1	PG for some mild thematic elements.
1539	1	R for violence, gore and language.
1540	1	PG-13 for sexual content.
1541	1	Not Rated
1542	1	PG-13 for sexual content, including some frank dialogue, language and smoking.
1543	1	PG-13 for brief strong language.
1544	1	Not Rated
1545	1	NC-17 for some explicit sexuality.
1546	1	G
1547	1	R
1548	1	R for language and a scene of violence.
1549	1	PG-13 for some rude and sexual behavior, nudity, language and smoking.
1550	1	R for language, including some sexual references.
1551	1	PG for scary images, some violence, language and mild sensuality.
1552	1	PG-13 for some sexual content and brief strong language.
1553	1	PG-13 for mature thematic material, sexual content, brief strong language and some drug use.
1554	1	R for strong violence, disturbing content, sexuality, nudity, language and drug use.
1555	1	R for disturbing images and descriptions of wartime atrocities, including rape.
1556	1	PG for some mild action and peril.
1557	1	R for sequences of strong languages.
1558	1	R for strong sexual content including graphic dialogue, pervasive language, drug content and brief nudity.
1559	1	PG-13 for brief strong language.
1560	1	PG-13 for some language, sexual humor and partying.
1561	1	R for language.
1562	1	R for strong language.
1563	1	PG for thematic elements, some violence and language.
1564	1	PG-13 for thematic elements including some scary images, and sensuality.
1565	0	<NULL>
1566	1	PG-13 for crude and sexual content.
1567	1	PG-13 for some sexual content, a scene of violence, and brief strong language.
1568	1	Not Rated
1569	1	R for strong sexual content, nudity and language.
1570	1	PG-13 for some strong language.
1571	1	PG-13 for crude and sexual content, some drug material, and language.
1572	1	None
1573	1	R for sexual content, graphic nudity, drug use and language.
1574	1	R for some violence, including torture and language.
1575	1	R for strong bloody violence, language and some sexual content/nudity.
1576	1	R for language and some violence.
1577	1	G for .
1578	1	R for disturbing images, and content involving torture and graphic nudity.
1579	1	PG for thematic material involving crimes against humanity.
1580	1	PG for some mild thematic material.
1581	1	R for strong bloody violence, language, and some sexuality/nudity.
1582	1	R for strong violence, rape, drug content throughout, graphic sexuality, nudity and pervasive language.
1583	1	PG-13 for thematic elements, drug and alcohol content, sexual material and language.
1584	1	PG-13 for mature thematic material, sexual references and language.
1585	1	R for sexual content, nudity and some language.
1586	1	PG for sequences of sci-fi action violence and some thematic elements.
1587	1	PG for some mild rude humor.
1588	1	R for strong violence, language, some drug use and brief nudity.
1589	1	R
1590	1	PG-13 for brief strong language.
1591	1	R for strong disturbing violent content including a rape, pervasive language and some sexual references/images.
1592	1	R for sequences of grisly bloody violence and torture throughout, and for language.
1593	1	R for brief disturbing content.
1594	1	R for sexual content, language and some graphic nudity.
1595	1	R for violence, sexual content, language and some drug material.
1596	1	Not Rated
1597	1	R for strong bloody violence, pervasive language, some drug use and a scene of aberrant sexuality.
1598	1	R for sexuality, nudity and language.
1599	1	R for sadistic violence and torture, including terror and graphic descriptions.
1600	1	Not Rated
1601	1	Not Rated
1602	1	Not Rated
1603	1	Not Rated
1604	1	Not Rated
1605	0	<NULL>
1606	1	PG-13 for language, some innuendo and sexuality.
1607	1	R for sequences of violence.
1608	1	PG-13 for some sensuality.
1609	1	Not Rated
1610	1	R for brief language and sexual references.
1611	1	PG-13 for crude and sex-related humor.
1612	1	PG for thematic elements.
1613	1	R for sequences of strong bloody gruesome violence, grisly images involving nudity, sexual content and language.
1614	1	PG-13 for some partial nudity and innuendo.
1615	1	R for strong violence, disturbing images, language and brief nudity.
1616	1	Not Rated
1617	1	PG-13 for sexual content and language.
1618	1	R for strong sexual content, nudity, language and some drug use.
1619	1	Not Rated
1620	1	R for language and some sexual content/nudity.
1621	1	PG-13 for some sexual content.
1622	1	PG-13 for mature material and sensuality.
1623	1	Not Rated
1624	1	PG-13 for some strong language and teen smoking.
1625	1	PG-13 for mature sexual content, language and thematic material.
1626	1	R for bloody brutal violence, a scene of sexuality, nudity and pervasive language.
1627	1	PG for thematic elements, mild peril and language.
1628	0	<NULL>
1629	1	R for language including sexual references.
1630	1	PG-13 for thematic material and brief strong language.
1631	1	PG-13 for some sexual references.
1632	1	PG for Thematic material, scary images, action and brief smoking.
1633	1	PG-13 for drug content, language including sexual references, thematic elements and brief violence.
1634	1	Not Rated
1635	1	R for substance abuse, language and some sexual material.
1636	1	R for war violence and language.
1637	1	PG-13 for language.
1638	0	<NULL>
1639	1	PG-13 for sexual content including innuendos.
1640	1	PG-13 for brief strong language, some sexual content and a scene of drug use.
1641	1	PG-13 for violent and disturbing images, thematic material, sexual content, language and teen drinking.
1642	1	R for pervasive strong and crude sexual content, graphic nudity and language.
1643	1	R for pervasive language, sexual content and brief drug use.
1644	1	R for strong language and sexual content throughout, including graphic dialogue and some nudity.
1645	1	PG for thematic elements and some language.
1646	1	PG-13 for some sexual and crude content, and language, including a drug reference.
1647	1	PG for mature thematic material involving sexuality, and violence.
1648	1	R for crude and sexual content, and pervasive language.
1649	1	PG-13 for some intense sequences of terror and disturbing images.
1650	1	R for disturbing violent and graphic sexual content, nudity and language.
1651	1	Not Rated
1652	1	R for strong violence and language.
1653	1	PG for some mild action and rude humor.
1654	1	R for graphic nudity, sexuality, violence and gore, some language and drug use.
1655	1	PG-13
1656	1	PG-13 for mature thematic elements.
1657	1	PG for some mild peril.
1658	1	R for language.
1659	1	PG for sci-fi action and brief historical smoking.
1660	1	Not Rated
1661	1	G
1662	0	<NULL>
1663	1	Not Rated
1664	1	PG-13 for crude sexual humor, language and brief nudity.
1665	1	PG for brief mild thematic elements, language and some crude humor.
1666	1	PG-13 for some language.
1667	1	R for child abuse including sexual assault, and pervasive language.
1668	1	R for strong crude sexual content including dialogue, graphic nudity and pervasive language.
1669	1	PG-13 for some violence and sexuality.
1670	1	R for language and a scene of sexuality.
1671	1	PG-13 for violent content/images.
1672	1	R for language and nude images.
1673	1	Not Rated
1674	1	R for drug and sexual content, language and some nudity.
1675	1	Not Rated
1676	1	R for language, some sexuality and brief drug use.
1677	1	R for some language and brief war images.
1678	1	PG-13 for some sexuality and nudity, and drug references.
1679	1	R for sexuality, bloody violence, language and brief drug use.
1680	1	PG-13 for some language including sexual references.
1681	0	<NULL>
1682	1	PG for some mild language and thematic elements.
1683	1	R
1684	1	Not Rated
1685	1	PG for language and some suggestive material.
1686	1	R for violence and language.
1687	1	R for language and some threatening behavior.
1688	1	PG-13 for language including sexual references, and some disturbing images.
1689	1	R for violent and disturbing content, language and brief drug use.
1690	1	PG-13 for sexual content and language.
1691	1	PG-13 for thematic elements, some drug use and language.
1692	1	Not Rated
1693	1	Not Rated
1694	1	Not Rated
1695	1	Not Rated
1696	1	Not rated.
1697	1	R for some disturbing images of atrocities, strong violence, brief nudity and a scene of graphic sexual content.
1698	1	PG for sci-fi action violence throughout, brief language and momentary smoking.
1699	1	R for language and some drug use.
1700	1	PG for action violence, some suggestive humor and language.
