movie	boxofficemojo	genre
1200	1	Comedy Thriller
1201	1	Foreign
1202	1	Comedy
1203	1	Comedy
1204	1	Horror Thriller
1205	1	Horror
1206	1	Horror
1207	1	Horror
1208	1	Unknown
1209	1	Horror
1210	1	Drama / Thriller
1211	1	Western
1212	1	Western
1213	1	Western
1214	1	Western
1215	1	Western
1216	1	Western
1217	1	Western
1218	1	Western
1219	1	War
1220	1	Western
1221	1	Western
1222	1	Western
1223	1	Western
1224	1	Western
1225	1	Western
1226	1	Western
1227	1	Western
1228	1	Western
1229	1	Western
1230	1	Unknown
1231	1	Western
1232	1	Western
1233	1	Action Drama
1234	1	Foreign / Action
1235	1	Action
1236	1	Foreign / Action
1237	1	Action
1238	1	Action
1239	1	Action
1240	1	Sci-Fi Action
1241	1	Action Drama
1242	1	Action
1243	1	Action
1244	1	Action
1245	1	Action
1246	1	Action
1247	1	Action Drama
1248	1	Action
1249	1	Action
1250	1	Period Action
1251	1	Action
1252	1	Action
1253	1	Action
1254	1	Action
1255	1	Foreign / Action
1256	1	Sci-Fi Adventure
1257	1	Action
1258	1	Historical Drama
1259	1	Fantasy
1260	1	Fantasy
1261	1	Period Drama
1262	1	Drama
1263	1	Drama
1264	1	Horror Comedy
1265	1	Fantasy Drama
1266	1	Romantic Comedy
1267	1	Unknown
1268	1	Comedy
1269	1	Horror Comedy
1270	1	Horror
1271	1	Horror
1272	1	Horror
1273	1	Horror
1274	1	Horror Comedy
1275	1	Horror Comedy
1276	1	Horror Comedy
1277	1	Horror
1278	1	Unknown
1279	1	Romantic Comedy
1280	1	Romantic Comedy
1281	1	Romantic Comedy
1282	1	Romantic Comedy
1283	1	Romantic Comedy
1284	1	Romance
1285	1	Romantic Comedy
1286	1	Romantic Comedy
1287	1	Romantic Comedy
1288	1	Romantic Comedy
1289	1	Romantic Comedy
1290	1	Romantic Comedy
1291	1	Romantic Comedy
1292	1	Romantic Comedy
1293	1	Romantic Comedy
1294	1	Period Comedy
1295	1	Romantic Comedy
1296	1	Period Comedy
1297	1	Romantic Comedy
1298	1	Romantic Comedy
1299	1	Romantic Comedy
1300	1	Romantic Comedy
1301	1	Romantic Comedy
1302	1	Romantic Comedy
1303	1	Romantic Comedy
1304	1	Romantic Comedy
1305	1	Romantic Comedy
1306	1	Romantic Comedy
1307	1	Romantic Comedy
1308	1	Romantic Comedy
1309	1	Romantic Comedy
1310	1	Romantic Comedy
1311	1	Romantic Comedy
1312	1	Romantic Comedy
1313	1	Romantic Comedy
1314	1	Romantic Comedy
1315	1	Comedy
1316	1	Romantic Comedy
1317	1	Romance
1318	1	Romantic Comedy
1319	1	Romantic Comedy
1320	1	Romantic Comedy
1321	1	Romantic Comedy
1322	1	Romantic Comedy
1323	1	Romantic Comedy
1324	1	Romantic Comedy
1325	1	Romantic Comedy
1326	1	Romantic Comedy
1327	1	Romantic Comedy
1328	1	Romantic Comedy
1329	1	Romantic Comedy
1330	1	Romantic Comedy
1331	1	Unknown
1332	1	Period Drama
1333	1	Unknown
1334	1	Unknown
1335	1	Action Drama
1336	1	Unknown
1337	1	Documentary
1338	1	Documentary
1339	1	Documentary
1340	1	Documentary
1341	1	Documentary
1342	1	Documentary
1343	1	Documentary
1344	1	Family Comedy
1345	1	Comedy
1346	1	Family Comedy
1347	1	Comedy
1348	1	Family Comedy
1349	1	Family Comedy
1350	1	Comedy
1351	1	Fantasy Comedy
1352	1	Comedy
1353	1	Family
1354	1	Comedy
1355	1	Family Comedy
1356	1	Comedy
1357	1	Fantasy Drama
1358	1	Fantasy Drama
1359	1	Fantasy Drama
1360	1	Fantasy Drama
1361	1	Musical
1362	1	Family
1363	1	Comedy
1364	1	Romantic Comedy
1365	1	Family
1366	1	Documentary
1367	1	Documentary
1368	1	Documentary
1369	1	Documentary
1370	1	Documentary
1371	1	Documentary
1372	1	Documentary
1373	1	Documentary
1374	1	Documentary
1375	1	Documentary
1376	1	Documentary
1377	1	Documentary
1378	1	Foreign
1379	1	Foreign
1380	1	Foreign
1381	1	Foreign
1382	1	Foreign
1383	1	Foreign
1384	1	Foreign
1385	1	Foreign
1386	1	Foreign
1387	1	Foreign
1388	1	Foreign
1389	1	Foreign
1390	1	Foreign / Horror
1391	1	Foreign
1392	1	Foreign / Action
1393	1	Foreign
1394	1	Foreign
1395	1	Foreign
1396	1	Foreign
1397	1	Foreign
1398	1	Foreign
1399	1	Foreign
1400	1	Foreign
1401	1	Foreign
1402	1	Foreign
1403	1	Family Comedy
1404	1	Action Thriller
1405	1	Action Thriller
1406	1	Fantasy Comedy
1407	1	Romantic Comedy
1408	1	Comedy
1409	1	Foreign
1410	1	Foreign
1411	1	Foreign
1412	1	Foreign
1413	1	Foreign
1414	1	Foreign
1415	1	Foreign
1416	1	Drama
1417	1	Foreign / Action
1418	1	Foreign
1419	1	Foreign
1420	1	Foreign
1421	1	Foreign
1422	1	Foreign
1423	1	Foreign
1424	1	Foreign
1425	1	Foreign
1426	1	Foreign
1427	1	Foreign
1428	1	Foreign
1429	1	Foreign
1430	1	Foreign
1431	1	Foreign / Action
1432	1	Comedy / Drama
1433	1	Drama
1434	1	Unknown
1435	1	Comedy / Drama
1436	1	Thriller
1437	1	Period Drama
1438	1	Crime Drama
1439	1	Drama
1440	1	Comedy
1441	1	Animation
1442	1	Family Comedy
1443	1	Animation
1444	1	Animation
1445	1	Animation
1446	1	Animation
1447	1	Animation
1448	1	Animation
1449	1	Animation
1450	1	Animation
1451	1	Fantasy Comedy
1452	1	Comedy
1453	1	Comedy
1454	1	Comedy
1455	1	Comedy
1456	1	Comedy
1457	1	Fantasy Comedy
1458	1	Fantasy Comedy
1459	1	Fantasy Comedy
1460	1	Fantasy Comedy
1461	1	Comedy
1462	1	Comedy
1463	1	Comedy
1464	1	Family Comedy
1465	1	Comedy
1466	1	Action Comedy
1467	1	Comedy / Drama
1468	1	Comedy
1469	1	Comedy
1470	1	Comedy
1471	1	Comedy
1472	1	Comedy
1473	1	Comedy
1474	1	Comedy Thriller
1475	1	Comedy
1476	1	Comedy
1477	1	Crime Comedy
1478	1	Crime Comedy
1479	1	Comedy
1480	1	Comedy
1481	1	Crime Comedy
1482	1	Comedy
1483	1	Crime Comedy
1484	1	Comedy
1485	1	Comedy
1486	1	Unknown
1487	1	Comedy
1488	1	Comedy Thriller
1489	1	Comedy
1490	1	Horror Comedy
1491	1	Fantasy Drama
1492	1	Comedy
1493	1	Family Comedy
1494	1	Action Comedy
1495	1	Comedy
1496	1	Action Comedy
1497	1	Comedy
1498	1	Romantic Comedy
1499	1	Action Thriller
1500	1	Action Comedy
1501	1	Action Thriller
1502	1	Family Comedy
1503	1	Family Comedy
1504	1	Comedy
1505	1	Comedy / Drama
1506	1	Family Comedy
1507	1	Comedy
1508	1	Family Comedy
1509	1	Family Comedy
1510	1	Family Comedy
1511	1	Family Comedy
1512	1	Family Comedy
1513	1	Fantasy Comedy
1514	1	Comedy
1515	1	Fantasy Comedy
1516	1	Fantasy Comedy
1517	1	Comedy
1518	1	Comedy
1519	1	Comedy
1520	1	Comedy
1521	1	Comedy
1522	1	Comedy / Drama
1523	1	Comedy
1524	1	Comedy
1525	1	Crime Comedy
1526	1	Comedy
1527	1	Comedy
1528	1	Comedy
1529	1	Unknown
1530	1	Horror Comedy
1531	1	Comedy
1532	1	Comedy
1533	1	Comedy
1534	1	Comedy
1535	1	Comedy
1536	1	Comedy
1537	1	Comedy
1538	1	Comedy
1539	1	Comedy
1540	1	Comedy
1541	1	Comedy
1542	1	Comedy / Drama
1543	1	Comedy
1544	1	Family Comedy
1545	1	Comedy
1546	1	Comedy
1547	1	Comedy
1548	1	Family Comedy
1549	1	Family Comedy
1550	1	Horror Comedy
1551	1	Horror Comedy
1552	1	Comedy
1553	1	Comedy
1554	1	Comedy
1555	1	Comedy
1556	1	Crime Comedy
1557	1	Crime Comedy
1558	1	Action Comedy
1559	1	Comedy
1560	1	Action Comedy
1561	1	Comedy
1562	1	Comedy
1563	1	Fantasy Comedy
1564	1	Fantasy Comedy
1565	1	Family Adventure
1566	1	Fantasy Comedy
1567	1	Fantasy Comedy
1568	1	Fantasy Comedy
1569	1	Family Comedy
1570	1	Family Comedy
1571	1	Comedy
1572	1	Comedy
1573	1	Comedy / Drama
1574	1	Family Comedy
1575	1	Comedy
1576	1	Unknown
1577	1	Period Action
1578	1	Crime Drama
1579	1	Action Comedy
1580	1	Horror
1581	1	Action Comedy
1582	1	Action
1583	1	Sci-Fi Horror
1584	1	Crime
1585	1	Drama
1586	1	Crime
1587	1	Crime
1588	1	Period Comedy
1589	1	Crime
1590	1	Drama / Thriller
1591	1	Crime Drama
1592	1	Crime Thriller
1593	1	Drama
1594	1	Drama / Thriller
1595	1	Unknown
1596	1	Unknown
1597	1	Action Drama
1598	1	Thriller
1599	1	Comedy
1600	1	Fantasy
1601	1	Crime Drama
1602	1	Romance
1603	1	Fantasy Drama
1604	1	Documentary
1605	1	Unknown
1606	1	Comedy / Drama
1607	1	Romance
1608	1	Foreign
1609	1	Comedy / Drama
1610	1	Foreign
1611	1	Crime Drama
1612	1	Action Thriller
1613	1	Action / Crime
1614	1	Action
1615	1	Action / Crime
1616	1	Action / Crime
1617	1	Crime Drama
1618	1	Crime Drama
1619	1	Documentary
1620	1	Action Horror
1621	1	Action Horror
1622	1	Horror Comedy
1623	1	Adventure
1624	1	Period Adventure
1625	1	Horror
1626	1	Horror
1627	1	Horror
1628	1	Horror
1629	1	Sci-Fi Horror
1630	1	Horror Comedy
1631	1	Horror
1632	1	Crime Comedy
1633	1	Crime Comedy
1634	1	Crime Comedy
1635	1	Crime
1636	1	Sci-Fi Action
1637	1	Crime Drama
1638	1	Crime Drama
1639	1	Action / Crime
1640	1	Crime Drama
1641	1	Crime Drama
1642	1	Crime Thriller
1643	1	Action / Crime
1644	1	Drama / Thriller
1645	1	Action / Crime
1646	1	Action Comedy
1647	1	Crime Comedy
1648	1	Crime
1649	1	Crime
1650	1	Crime Drama
1651	1	Crime Drama
1652	1	Comedy
1653	1	Comedy
1654	1	Comedy
1655	1	Comedy
1656	1	Comedy
1657	1	Comedy / Drama
1658	1	Comedy
1659	1	Comedy / Drama
1660	1	War Drama
1661	1	Period Adventure
1662	1	Action Drama
1663	1	War
1664	1	Sci-Fi
1665	1	Sci-Fi Action
1666	1	Music Drama
1667	1	Drama
1668	1	Music Drama
1669	1	Music Drama
1670	1	War Drama
1671	1	Unknown
1672	1	Drama / Thriller
1673	1	Musical
1674	1	War Drama
1675	1	Thriller
1676	1	Drama
1677	1	Action Drama
1678	1	Sci-Fi Action
1679	1	Action Drama
1680	1	Action Thriller
1681	1	Action Drama
1682	1	Drama / Thriller
1683	1	Action
1684	1	Action Drama
1685	1	Action Drama
1686	1	Action Drama
1687	1	Action Drama
1688	1	Thriller
1689	1	Drama / Thriller
1690	1	Documentary
1691	1	Documentary
1692	1	Documentary
1693	1	Documentary
1694	1	Documentary
1695	1	Documentary
1696	1	Documentary
1697	1	Documentary
1698	1	Documentary
1699	1	Documentary
1700	1	Documentary
1701	1	Documentary
1702	1	Documentary
1703	1	Documentary
1704	1	Documentary
1705	1	Documentary
1706	1	Documentary
1707	1	Family
1708	1	Family Comedy
1709	1	Family Comedy
1710	1	Comedy
1711	1	Action
1712	1	Action
1713	1	Action Thriller
1714	1	Thriller
1715	1	Action
1716	1	Thriller
1717	1	Thriller
1718	1	Thriller
1719	1	Thriller
1720	1	Action Drama
1721	1	Drama / Thriller
1722	1	Action Thriller
1723	1	War
1724	1	Drama / Thriller
1725	1	Drama
1726	1	Drama
1727	1	Drama
1728	1	Historical Epic
1729	1	Drama
1730	1	Drama / Thriller
1731	1	Comedy / Drama
1732	1	Comedy / Drama
1733	1	War Drama
1734	1	Romance
1735	1	Music Drama
1736	1	War Drama
1737	1	Drama
1738	1	Drama / Thriller
1739	1	Drama
1740	1	Action Thriller
1741	1	Family Comedy
1742	1	Animation
1743	1	Family Adventure
1744	1	Unknown
1745	1	Historical Drama
1746	1	Adventure Comedy
1747	1	Family Adventure
1748	1	Family Adventure
1749	1	Family Comedy
1750	1	Family Adventure
1751	1	Family Comedy
1752	1	Family Adventure
1753	1	Fantasy
1754	1	Family Adventure
1755	1	Family Adventure
1756	1	Family Adventure
1757	1	Fantasy
1758	1	Family
1759	1	Family Adventure
1760	1	Fantasy
1761	1	Family Adventure
1762	1	Fantasy
1763	1	Family Adventure
1764	1	Family
1765	1	Family
1766	1	Family Adventure
1767	1	Family Adventure
1768	1	Fantasy
1769	1	Family Adventure
1770	1	Fantasy
1771	1	Family Adventure
1772	1	Period Adventure
1773	1	Comedy
1774	1	Family Adventure
1775	1	Family Adventure
1776	1	Comedy
1777	1	Period Adventure
1778	1	Period Adventure
1779	1	Period Drama
1780	1	Romance
1781	1	Fantasy
1782	1	Fantasy
1783	1	Fantasy
1784	1	Family Adventure
1785	1	Fantasy
1786	1	Adventure Comedy
1787	1	Foreign / Horror
1788	1	Family Adventure
1789	1	Action Drama
1790	1	Action Drama
1791	1	Horror Thriller
1792	1	Foreign
1793	1	Foreign
1794	1	Foreign
1795	1	Foreign
1796	1	Foreign
1797	1	Foreign
1798	1	Foreign
1799	1	Foreign
1800	1	Foreign
1801	1	Foreign
1802	1	Foreign
1803	1	Foreign
1804	1	Foreign
1805	1	Foreign
1806	1	Foreign / Horror
1807	1	Sci-Fi Action
1808	1	Sci-Fi Thriller
1809	1	Sci-Fi
1810	1	Unknown
1811	1	Drama
1812	1	Drama / Thriller
1813	1	Drama
1814	1	Historical Epic
1815	1	Drama
1816	1	Thriller
1817	1	Period Drama
1818	1	Drama
1819	1	Period Drama
1820	1	Drama
1821	1	Romance
1822	1	Unknown
1823	1	Comedy / Drama
1824	1	Drama
1825	1	Crime Thriller
1826	1	Crime Comedy
1827	1	Crime
1828	1	Romantic Thriller
1829	1	Crime Thriller
1830	1	Romantic Thriller
1831	1	Crime Comedy
1832	1	Crime Comedy
1833	1	Action Comedy
1834	1	Thriller
1835	1	Crime Comedy
1836	1	Crime
1837	1	Crime Comedy
1838	1	Comedy
1839	1	Action Comedy
1840	1	Action
1841	1	Action / Crime
1842	1	Action
1843	1	Comedy Thriller
1844	1	Crime
1845	1	Crime Comedy
1846	1	Crime Comedy
1847	1	Crime Comedy
1848	1	Drama / Thriller
1849	1	Crime Drama
1850	1	Crime Drama
1851	1	Drama
1852	1	Drama / Thriller
1853	1	Thriller
1854	1	Fantasy Comedy
1855	1	Action Comedy
1856	1	Horror
1857	1	Comedy
1858	1	Comedy
1859	1	Family Comedy
1860	1	Comedy / Drama
1861	1	Horror
1862	1	Romantic Comedy
1863	1	Comedy / Drama
1864	1	Comedy
1865	1	Comedy
1866	1	Comedy
1867	1	Crime Comedy
1868	1	Comedy
1869	1	Drama
1870	1	Comedy
1871	1	Comedy / Drama
1872	1	Unknown
1873	1	Unknown
1874	1	Comedy / Drama
1875	1	Period Drama
1876	1	Period Horror
1877	1	Period Horror
1878	1	Period Horror
1879	1	Period Horror
1880	1	Period Horror
1881	1	Period Adventure
1882	1	Period Adventure
1883	1	Family Adventure
1884	1	Period Adventure
1885	1	Horror
1886	1	Horror
1887	1	Horror Comedy
1888	1	Horror
1889	1	Horror
1890	1	Horror
1891	1	Horror
1892	1	Horror Thriller
1893	1	Horror
1894	1	Horror
1895	1	Horror
1896	1	Horror
1897	1	Horror
1898	1	Horror
1899	1	Horror
1900	1	Horror
1901	1	Unknown
1902	1	Horror
1903	1	Horror
1904	1	Horror
1905	1	Horror
1906	1	Horror
1907	1	Horror
1908	1	Horror
1909	1	Horror
1910	1	Horror
1911	1	Horror
1912	1	Horror
1913	1	Horror
1914	1	Horror
1915	1	Horror
1916	1	Horror
1917	1	Horror
1918	1	Horror
1919	1	Horror Thriller
1920	1	Horror
1921	1	Horror
1922	1	Horror
1923	1	Horror
1924	1	Horror
1925	1	Horror Thriller
1926	1	Horror
1927	1	Horror
1928	1	Thriller
1929	1	Horror
1930	1	Horror Comedy
1931	1	Horror Comedy
1932	1	Horror Comedy
1933	1	Horror Comedy
1934	1	Unknown
1935	1	Sci-Fi Horror
1936	1	Horror
1937	1	Horror Thriller
1938	1	Animation
1939	1	Romance
1940	1	Family Adventure
1941	1	Action Thriller
1942	1	Drama / Thriller
1943	1	Action Thriller
1944	1	Thriller
1945	1	Action Thriller
1946	1	Comedy / Drama
1947	1	Family Comedy
1948	1	Family Adventure
1949	1	Thriller
1950	1	Sci-Fi Adventure
1951	1	Action Comedy
1952	1	Action Drama
1953	1	Action Thriller
1954	1	Animation
1955	1	Animation
1956	1	Animation
1957	1	Animation
1958	1	Romance
1959	1	Drama
1960	1	Crime Drama
1961	1	Music Drama
1962	1	Comedy / Drama
1963	1	Period Drama
1964	1	Drama
1965	1	Historical Drama
1966	1	Comedy
1967	1	Unknown
1968	1	Horror
1969	1	Period Adventure
1970	1	Period Drama
1971	1	Romance
1972	1	Unknown
1973	1	Unknown
1974	1	Period Drama
1975	1	Unknown
1976	1	Sci-Fi Thriller
1977	1	Thriller
1978	1	Sci-Fi Thriller
1979	1	Horror Thriller
1980	1	Sci-Fi Thriller
1981	1	Fantasy
1982	1	Fantasy Drama
1983	1	Comedy
1984	1	Comedy
1985	1	Comedy
1986	1	Comedy / Drama
1987	1	Comedy
1988	1	Comedy
1989	1	Unknown
1990	1	Drama
1991	1	Comedy / Drama
1992	1	Comedy
1993	1	Horror Thriller
1994	1	Comedy / Drama
1995	1	Drama
1996	1	Period Drama
1997	1	Comedy
1998	1	Comedy
1999	1	Unknown
