movie	amctv	director
1288	1	Arkush
1289	1	Dante
1290	1	Jodorowsky
1291	1	Elanjian, Jr.
1292	1	G
1293	1	Bay
1294	1	Schepisi
1295	1	Brennan
1296	1	Hess
1297	1	Coen
1298	1	Wohl
1299	1	Garnett
1300	1	Page
1301	1	Kanin
1302	1	-Jacques Beineix
1303	1	Loden
1304	1	Marshall
1305	1	Pierson
1306	1	Wilder
1307	1	Hamburg
1308	1	Robbins
1309	1	Clark
1310	1	Columbus
1311	1	Herek
1312	1	Huang
1313	2	Gordon	Palmisano
1314	1	Joanou
1315	1	Blum
1316	1	Demme
1317	2	Massot	Clifton
1318	1	Lindsay-Hogg
1319	1	Smeaton
1320	1	Brown
1321	1	Bogdanovich
1322	2	J. Smith	Smith
1323	1	Campion
1324	1	Melamed
1325	1	Campion
1326	1	-Louis Bertucelli
1327	1	Chabrol
1328	1	Bortman
1329	1	León de Aranoa
1330	1	Minghella
1331	1	Baumbach
1332	1	Stillman
1333	1	Hooks
1334	1	Burnett
1335	1	Hammer
1336	1	Pollack
1337	1	Carpenter
1338	1	Allen
1339	1	Stagliano
1340	1	Springall
1341	1	Loach
1342	1	Sayles
1343	1	Carlos Frey
1344	1	Almodóvar
1345	1	Keshishian
1346	1	Serrano
1347	1	Almodóvar
1348	1	Kasdan
1349	1	Penn
1350	2	Yuen	Jing
1351	0	<NULL>
1352	1	Kaige
1353	1	Woo
1354	1	Zarchi
1355	1	Hark
1356	1	A. Romero
1357	1	Spielberg
1358	1	Sheridan
1359	1	Hurwitz
1360	0	<NULL>
1361	1	Lumet
1362	2	Fleischer	. Leslie Bricusse
1363	1	Amurri
1364	0	<NULL>
1365	1	Howard
1366	1	Burger
1367	1	Radford
1368	1	Castle
1369	1	Zemeckis
1370	1	Leigh
1371	1	Linklater
1372	1	Braff
1373	1	Arteta
1374	1	Ford Coppola
1375	1	Markowitz
1376	1	Zieff
1377	1	Weitz
1378	1	Mazursky
1379	1	Launer
1380	1	Miller
1381	1	Reiner
1382	1	Jenkins
1383	1	Marshall
1384	1	Noyce
1385	2	-Pierre Jeunet	Caro
1386	2	Roberson	Cramer
1387	1	Bird
1388	1	McGuigan
1389	1	Kershner
1390	1	S. O'Bannon
1391	1	Lang
1392	1	.J. Hogan
1393	1	Rudolph
1394	1	Jewison
1395	1	Hoblit
1396	1	Iacofano
1397	1	Verbinski
1398	1	Russell
1399	1	Hallström
1400	1	Finch
1401	1	Livingston
1402	1	Troche
1403	1	Langenegger
1404	1	E. McGowan
1405	1	Verhoeven
1406	1	Tuggle
1407	1	Mitchell
1408	1	Apted
1409	2	Harris	Brill
1410	1	Trank
1411	3	Golan	Globus	Chetwynd
1412	1	Stevens
1413	0	<NULL>
1414	1	Chomet
1415	1	Saldanha
1416	1	Kawaguchi
1417	0	<NULL>
1418	2	Fell	Stevenhagen
1419	2	Fell	Bowers
1420	2	Burton	Johnson
1421	1	Selick
1422	2	Howard	Williams
1423	1	Donner
1424	1	del Toro
1425	1	Ephron
1426	1	Binder
1427	1	Underwood
1428	1	L. Norton
1429	1	Miner
1430	1	Taylor
1431	1	Howard
1432	1	Polley
1433	1	Provost
1434	1	Kaufman
1435	1	Hicks
1436	1	Resnais
1437	1	Gomer
1438	1	Cameron
1439	1	Aja
1440	1	Brascia
1441	2	Franklin	Martinez
1442	1	Hough
1443	1	Castro
1444	1	Ivory Wayans
1445	1	Hitchcock
1446	1	Haneke
1447	1	Audiard
1448	1	Lyne
1449	1	H. Lieberman
1450	1	Van Sant
1451	1	Patrick Kelley
1452	1	Scorsese
1453	1	Granik
1454	2	Myrick	Sanchez
1455	1	del Toro
1456	1	Hackford
1457	1	Hackford
1458	1	Pacino
1459	1	Guillermin
1460	1	McMorrow
1461	2	V. Lee	Lucas
1462	1	Salvatores
1463	1	Kaplan
1464	1	Aronofsky
1465	1	Frears
1466	1	Henckel von Donnersmarck
1467	1	Rosi
1468	1	Svatek
1469	1	Oshii
1470	1	Ramsay
1471	0	<NULL>
1472	1	Bowman
1473	1	W.S. Anderson
1474	1	Abrahams
1475	1	Mann
1476	1	Manning
1477	1	Woo
1478	1	Longo
1479	1	A. Romero
1480	1	Sagal
1481	1	Lowi
1482	1	Hoblit
1483	1	Tamahori
1484	2	. Mackye Gruber	Bress
1485	1	Greenwald
1486	1	Rouse
1487	1	Douglas
1488	1	Wright
1489	1	Dmytryk
1490	1	Ford
1491	1	Peckinpah
1492	2	Taylor	D. Collins
1493	1	Eastwood
1494	1	Smith
1495	1	Bergman
1496	1	Moll
1497	1	Winterbottom
1498	1	Darabont
1499	1	Thomas
1500	1	Wilson
1501	1	Martel
1502	1	Pawlikowski
1503	1	Jeffs
1504	1	July
1505	1	Arcand
1506	0	<NULL>
1507	2	Woo Ping	Mak
1508	1	Chan
1509	1	Ullmann
1510	1	Emmerich
1511	1	London
1512	1	Schultz
1513	1	Coulter
1514	1	Winick
1515	1	Bertolucci
1516	1	Holland
1517	1	Gatins
1518	1	Wincer
1519	1	Forman
1520	1	Story
1521	1	Schultz
1522	1	Grossman
1523	1	Shyer
1524	1	Mantello
1525	1	Sheridan
1526	1	Thulin
1527	1	Hancock
1528	1	Kleiser
1529	1	Lee Mock
1530	1	Malle
1531	1	Harron
1532	1	Ichaso
1533	1	von Trotta
1534	1	Schnabel
1535	1	A. Graham
1536	1	Apted
1537	1	Penn
1538	1	Mills
1539	1	Weir
1540	1	Di Meglio
1541	1	Kornbluth
1542	1	Coen
1543	1	Ross
1544	1	Hedges
1545	1	Rodney Sullivan
1546	1	O. Russell
1547	1	Swanbeck
1548	1	Verbinski
1549	1	Younger
1550	1	Schumacher
1551	1	del Toro
1552	1	Cronenberg
1553	1	Singer
1554	1	Beatty
1555	2	Geda	E. Gordon
1556	1	May
1557	1	Pope
1558	3	Montgomery	Vietti	Timm
1559	1	Montgomery
1560	1	Spicer
1561	1	Talalay
1562	1	Stebbings
1563	1	Petrie
1564	1	Fuqua
1565	1	Johnson
1566	1	Heritier
1567	1	Van Peebles
1568	1	Ratner
1569	1	Ma
1570	1	Connor
1571	2	Sommers	Michael
1572	1	Tennant
1573	1	Singleton
1574	1	Corben
1575	1	To
1576	1	To
1577	1	Maher
1578	1	Schroeder
1579	1	Bill
1580	1	Kelly
1581	1	Davidson
1582	1	Fuqua
1583	1	Kreuzpaintner
1584	1	Andrew Williams
1585	1	Tamahori
1586	1	Birkin
1587	1	Levinson
1588	1	Hewitt
1589	1	Robson
1590	1	Parks, Jr.
1591	1	Fleischer
1592	1	Gordon
1593	0	<NULL>
1594	1	J. Donahue
1595	1	Jacobs
1596	1	L. Levy
1597	1	Konchalovsky
1598	1	.J. Scott
1599	1	Safran
1600	2	Wayne	Kellogg
1601	1	Johnson
1602	1	H. Hill
1603	1	Cullingham
1604	1	Mann
1605	1	Columbus
1606	1	Burton
1607	2	Wells	Nibbelink
1608	1	Iscove
1609	0	<NULL>
1610	1	Raymond
1611	1	O'Callaghan
1612	2	Johnson	Kirkpatrick
1613	3	Reitherman	Lounsbery	Kahl
1614	1	Spielberg
1615	1	Markle
1616	1	Dunham
1617	1	Scott
1618	1	Grosvenor
1619	1	Markle
1620	1	Poitier
1621	1	Glen
1622	1	Kay
1623	1	Forster
1624	1	Duvall
1625	1	Ledbetter
1626	1	Nolan
1627	1	Lumet
1628	1	J. Bolger
1629	2	Clements	Musker
1630	3	Borthwick	Passingham	-Philippe Duval
1631	1	Chaika
1632	1	Sabella
1633	2	Wise	Trousdale
1634	1	Kafka
1635	2	Hata	T. Hurtz
1636	1	Miyazaki
1637	1	Konchalovsky
1638	1	Leondis
1639	1	Sher
1640	1	Dear
1641	1	Clark
1642	1	Beresford
1643	1	Cukor
1644	1	Kleiser
1645	1	Kenan
1646	2	Barbera	Hanna
1647	1	Anderson
1648	2	Smith	Kammerud
1649	1	Herek
1650	2	Leondis	LaBash
1651	1	Stadd
1652	1	Nispel
1653	1	Boyle
1654	1	Fickman
1655	2	Rubin	Carlos Pena
1656	1	Lucas
1657	1	Verhoeven
1658	1	Duguay
1659	1	Yates
1660	1	S. Waters
1661	1	Fangmeier
1662	1	Sori
1663	1	Potterton
1664	1	Glen
1665	1	Gallo
1666	1	Cohen
1667	1	G
1668	1	Scott
1669	1	Hood
1670	1	Kanievska
1671	1	Harvey
1672	1	Charbanic
1673	1	Glenn Hogan
1674	1	Mulcahy
1675	1	McTiernan
1676	1	Marshall
1677	1	Spencer
1678	1	Woo
1679	1	Woo
1680	1	Reiner
1681	1	Polanski
1682	1	Epstein
1683	1	Caan
1684	1	Silverman
1685	6	Judge	Jun Nam	Jae Joong	Jong-Ho	Prynoski	Kaplan
1686	1	Marshall
1687	1	Marshall Thurber
1688	1	Scorsese
1689	1	Kasdan
1690	1	Reiner
1691	1	Nichols
1692	1	Waters
1693	1	A. Seidelman
1694	1	Nossiter
1695	1	Dylan
1696	1	L. Norton
1697	1	Steve Holland
1698	1	Bright
1699	1	Deutch
1700	1	Toback
1701	1	Makin
1702	1	Hillenbrand
1703	1	Schaeffer
1704	1	Ramis
1705	1	Pasquin
1706	1	Miner
1707	1	Russo
1708	1	Whitesell
1709	1	Bernard
1710	1	Kidron
1711	1	Michell
1712	1	Davis
1713	1	Shiota
1714	1	Schivazappa
1715	1	Nichols
1716	1	Campion
1717	1	Gregg
1718	1	Winterbottom
1719	1	Gero
1720	1	Wu
1721	1	Leigh Hopkins
1722	1	Korine
1723	1	von Heland
1724	2	Kernochan	Smith
1725	1	Rich
1726	1	T. Kretchmer
1727	1	Fall
1728	1	Tec
1729	1	Mazursky
1730	1	Takeshi Kitano
1731	1	Armitage
1732	1	Hodges
1733	1	R. Ellis
1734	1	Bava
1735	1	Gross
1736	1	Rich
1737	1	-Pierre Jeunet
1738	1	Daldry
1739	1	DeVito
1740	2	Roeg	Cammell
1741	1	Pollack
1742	1	Frears
1743	1	Michell
1744	1	Panahi
1745	1	Q. Chaudhri
1746	1	Tillman, Jr.
1747	1	Lee
1748	1	Nair
1749	1	Deitch
1750	1	Cimber
1751	1	Gray
1752	1	Daly
1753	1	Sargent
1754	1	Davenport
1755	1	O'Donnell
1756	1	Carlos De Llaca
1757	1	Malle
1758	1	Rosenberg
1759	1	Winterbottom
1760	1	Schaefer
1761	1	Gillespie
1762	1	Balsmeyer
1763	1	Handler
1764	1	Kapur
1765	1	Harvey
1766	1	Chéreau
1767	1	Greenaway
1768	1	Girard
1769	1	Russell
1770	1	Werner Fassbinder
1771	1	Newell
1772	1	Kaufer
1773	1	Lane
1774	1	Schwartzberg
1775	1	Hooper
1776	1	Broomfield
1777	1	Herek
1778	1	Seidelman
1779	1	Anders
1780	1	Schrader
1781	1	Lester
1782	1	Meyer
1783	1	Preminger
1784	1	Jarmusch
1785	1	Gallo
1786	2	Harris	Rochlin
1787	1	Armstrong
1788	1	Ross
1789	1	O'Fallon
1790	2	Brian Smith	Montana
1791	1	Kelly
1792	2	Linfield	Fothergill
1793	2	Cameron	Quale
1794	1	Besson
1795	1	Hall
1796	1	-Jacques Mantello
1797	1	Algar
1798	1	Reggio
1799	1	Wilcox
1800	1	Donen
1801	1	Marker
1802	1	Noonan
1803	1	Rivette
1804	1	Trier
1805	1	Duffell
1806	1	Soderbergh
1807	1	Norris
1808	1	Davidson
1809	1	Peploe
1810	1	Hartley
1811	1	Anh Hung
1812	1	Saville
1813	1	Michell
1814	1	Takeshi Kitano
1815	1	Zhou
1816	1	Holofcener
1817	1	Rubino
1818	1	Caton-Jones
1819	1	Boskovich
1820	1	Krueger
1821	1	Voss
1822	3	Anders	Voss	Lent
1823	1	Shores
1824	1	Kim
1825	1	Frears
1826	1	Mantegna
1827	1	Cahill
1828	1	Gomez
1829	1	Ireland
1830	1	Werner Fassbinder
1831	1	Fansten
1832	1	R. Baxley
1833	1	Gutierrez
1834	1	Bridges
1835	1	Kaufman
1836	1	Almodóvar
1837	1	Vera
1838	1	Rozema
1839	1	Stevens, Jr.
1840	1	Rash
1841	1	Pinsker
1842	1	Hippolyte
1843	1	Ritchie
1844	2	Shebib	.S. Everett
1845	1	James
1846	1	Byrum
1847	1	Sorvino
1848	2	Dowling	Burton
1849	1	Bogart
1850	1	Elliot
1851	1	Kidron
1852	1	Newell
1853	1	Sturridge
1854	1	McKellar
1855	1	Bross
1856	1	David Zlotoff
1857	1	Miller
1858	1	Hiller
1859	1	O'Haver
1860	1	Andreas
1861	1	Berlanti
1862	1	Santiago
1863	1	Neira
1864	1	Irvin
1865	2	Diamond Phillips	Goldthwait
1866	1	Stone
1867	3	.A. Pennebaker	Hughes	Hegedus
1868	1	Demme
1869	2	Noujaim	Hegedus
1870	3	Ollman	Smith	Price
1871	1	Demme
1872	1	Libman
1873	1	Fernandez De La Reguera
1874	1	Stuart
1875	1	Foster
1876	1	D. Schuster
1877	1	Szwarc
1878	1	Forbes
1879	18	Wenders	Ullmann	Rivette	Merchant	Lynch	Lelouch	Lee	Leconte	Konchalovsky	Ivory	Greenaway	Boorman	Angelopoulos	-Gavras	Axel	Miller	Yoshida	Moon
1880	2	Solt	Leo
1881	1	Lee
1882	1	Saks
1883	1	Lopez
1884	1	Justman
1885	1	Sanders
1886	1	Fuqua
1887	1	Lathan
1888	1	L. Marin
1889	1	Clark
1890	1	Anderson
1891	1	Blier
1892	1	V. McLaglen
1893	1	Sandrich
1894	1	Trent
1895	1	Chabrol
1896	1	Ruzowitzky
1897	1	Hanson
1898	1	Ferrara
1899	1	Nicolaou
1900	1	Hough
1901	1	Swerdlove
1902	1	Rodriguez
1903	1	Bakshi
1904	1	Miller
1905	1	Yates
1906	1	B. Clark
1907	1	B. Clark
1908	1	Raker Endfield
1909	1	Honda
1910	1	Blake Nelson
1911	1	Hanson
1912	1	Parker
1913	1	Dick
1914	1	Robinson
1915	1	Whale
1916	1	Reiner
1917	1	Ouedraogo
1918	1	L. Mankiewicz
1919	1	Widerberg
1920	1	o
1921	1	Troell
1922	1	Gibson
1923	1	Trueba
1924	1	Scott
1925	1	Soderbergh
1926	1	Iwai
1927	1	Mendes
1928	1	Clayton
1929	0	<NULL>
1930	1	Wolf
1931	3	Michener	Stevens	Berman
1932	1	Lima
1933	1	Scribner
1934	1	Wachowski
1935	1	Thompson
1936	1	Gray
1937	1	Anderson
1938	1	Battersby
1939	1	De Palma
1940	1	Gordon Caron
1941	1	Morahan
1942	1	Carlei
1943	1	-Claude Lord
1944	1	Bowman
1945	1	Murat
1946	1	Herzog
1947	1	Sharman
1948	1	Branagh
1949	1	Floyd
1950	1	Johnston
1951	1	Corman
1952	1	Attenborough
1953	1	Brown
1954	1	Bridges
1955	5	Starr	McCartney	Lennon	Knowles	Harrison
1956	1	Guillermin
1957	1	English
1958	1	Hill
1959	1	Hill
1960	1	Clancy
1961	1	Becker
1962	1	Nichols
1963	1	Frost
1964	1	Levinson
1965	1	Columbus
1966	1	Hughes
1967	1	-Gavras
1968	1	Gould
1969	2	Ford	Toland
1970	1	Salva
1971	1	Roth
1972	1	Iliadis
1973	1	Breathnach
1974	1	Weisz
1975	1	Craven
1976	1	Mulcahy
1977	1	Slade
1978	1	Higgins
1979	1	Gens
1980	1	Clark
1981	1	Goeres
1982	1	Collet-Serra
1983	1	S. Goyer
1984	1	Mathews
1985	0	<NULL>
1986	1	Carpenter
1987	1	Lester
1988	1	Miyazaki
1989	1	Jordan
1990	1	Kowalski
1991	1	Paolo Pasolini
1992	1	Frankenheimer
1993	1	Wallace
1994	2	Yu	Wu
1995	1	Tung Wei
1996	1	Dey
1997	1	Tianming
1998	1	Yimou
1999	1	Yuzna
