movie	metacritic	title
1024	1	Mars Attacks!
1025	1	The Hills Have Eyes
1026	1	Nanny McPhee Returns
1027	1	[Rec] 2
1028	1	Center Stage
1029	1	I Know What You Did Last Summer
1030	1	Con Air
1031	1	From Dusk Till Dawn
1032	1	Once in the Life
1033	1	Atlantis: The Lost Empire
1034	1	Race to Witch Mountain
1035	1	Lock Up
1036	1	Goya's Ghosts
1037	1	The Hudsucker Proxy
1038	1	Splendor
1039	1	The King Is Alive
1040	1	Any Given Sunday
1041	1	Absolute Power
1042	1	Dead Man's Shoes
1043	1	The International
1044	1	Nacho Libre
1045	1	Wild Things
1046	1	Snake Eyes
1047	1	Blow
1048	1	Haiku Tunnel
1049	1	Seeing Other People
1050	1	800 Bullets
1051	1	The Golden Compass
1052	1	Severed Ways: The Norse Discovery of America
1053	1	The Brothers Grimm
1054	1	300
1055	1	You Will Meet a Tall Dark Stranger
1056	1	Batman Forever
1057	1	Birthday Girl
1058	1	Km. 0 - Kilometer Zero
1059	1	Mamma Mia!
1060	1	Everyone's Hero
1061	1	The Road to El Dorado
1062	1	What Lies Beneath
1063	1	Summer Storm
1064	1	Finding Amanda
1065	1	The Hard Word
1066	1	Johnny English
1067	1	The Object of My Affection
1068	1	My Bloody Valentine
1069	1	Father of the Bride
1070	1	Look Who's Talking
1071	1	The Favor
1072	1	All the Little Animals
1073	1	Jay and Silent Bob Strike Back
1074	1	Predators
1075	1	Hotel for Dogs
1076	1	Captain Pantoja and the Special Services
1077	1	The Transporter
1078	1	Holy Rollers
1079	1	Irreversible
1080	1	The Brown Bunny
1081	1	Union Square
1082	1	Paranormal Activity 2
1083	1	My Sister's Keeper
1084	1	Just an American Boy
1085	1	The Pelican Brief
1086	1	Varsity Blues
1087	1	Hoodlum
1088	1	Swiri
1089	1	For Colored Girls
1090	1	American Desi
1091	1	Everybody Says I'm Fine!
1092	1	Planet of the Apes
1093	1	No Reservations
1094	1	Ice Age: Dawn of the Dinosaurs
1095	1	The Brothers
1096	1	Bamboozled
1097	1	My Best Friend's Wedding
1098	1	Red Trousers: The Life of the Hong Kong Stuntmen
1099	1	Don McKay
1100	1	Birth
1101	1	Face
1102	1	Marebito (The Stranger from Afar)
1103	1	Electric Apricot
1104	1	Nine 1/2 Weeks
1105	1	Management
1106	1	My Name Is Khan
1107	1	Murder by Numbers
1108	1	Ichi the Killer
1109	1	Storytelling
1110	1	Garage Days
1111	1	Lottery Ticket
1112	1	The Ten
1113	1	Look
1114	1	My Super Ex-Girlfriend
1115	1	Step Up 2: The Streets
1116	1	Deterrence
1117	1	Home on the Range
1118	1	The Other Boleyn Girl
1119	1	Naked Ambition: An R Rated Look at an X Rated Industry
1120	1	Where the Money Is
1121	1	The Four Feathers
1122	1	B. Monkey
1123	1	Behind Enemy Lines
1124	1	Sex Drive
1125	1	Daddy's Little Girls
1126	1	S1m0ne
1127	1	Lucky You
1128	1	The Reckoning
1129	1	Sidewalks of New York
1130	1	The 6th Day
1131	1	Nicotina
1132	1	Final Fantasy: The Spirits Within
1133	1	Shoot 'Em Up
1134	1	The Business of Fancydancing
1135	1	Big Bad Love
1136	1	Conspiracy Theory
1137	1	The Way of the Gun
1138	1	Benji: Off the Leash!
1139	1	Antichrist
1140	1	Sleepers
1141	1	The Black Dahlia
1142	1	The Ultimate Gift
1143	1	Imagine Me & You
1144	1	Blood Done Sign My Name
1145	1	The Family That Preys
1146	1	Crazy Like a Fox
1147	1	Nomad
1148	1	Nine
1149	1	The Quick and the Dead
1150	1	Dark Matter
1151	1	Hart's War
1152	1	Dr. Dolittle 2
1153	1	The Emperor's Club
1154	1	K-PAX
1155	1	Romance
1156	1	Pitch Black
1157	1	Angel-A
1158	1	Scarlet Diva
1159	1	Brothers in Arms
1160	1	Bartleby
1161	1	Edtv
1162	1	Brother Bear
1163	1	The Gatekeeper
1164	1	Virgin
1165	1	Tears of the Sun
1166	1	Final
1167	1	Sugar & Spice
1168	1	Prey for Rock & Roll
1169	1	Scary Movie
1170	1	Chicken Little
1171	1	The Core
1172	1	Orange County
1173	1	Angels & Demons
1174	1	High Crimes
1175	1	The Matrix Revolutions
1176	1	Wonderful World
1177	1	Step Up
1178	1	Dirty Laundry
1179	1	Paradise Road
1180	1	Spriggan
1181	1	No Regret
1182	1	Martian Child
1183	1	Popeye
1184	1	Night at the Museum
1185	1	Adam & Steve
1186	1	The Thing About My Folks
1187	1	The Proposal
1188	1	National Treasure: Book of Secrets
1189	1	Kalifornia
1190	1	Hard Ball
1191	1	The Mummy Returns
1192	1	Smile
1193	1	Accepted
1194	1	Before the Rains
1195	1	The City of Lost Souls
1196	1	Better Than Sex
1197	1	Easy
1198	1	Brother
1199	1	Muhammad: The Last Prophet
1200	1	Hotel de Love
1201	1	What to Do in Case of Fire
1202	1	He's Just Not That Into You
1203	1	Fat Girls
1204	1	The Architect
1205	1	Heartbreakers
1206	1	Flight of the Phoenix
1207	1	The Next Big Thing
1208	1	Luther
1209	1	Shall We Dance
1210	1	Reno 911!: Miami
1211	1	The Lost City
1212	1	Crash
1213	1	Primal Fear
1214	1	The Trip
1215	1	The Whole Nine Yards
1216	1	Silver City
1217	1	Herbie Fully Loaded
1218	1	The Dry Land
1219	1	Wyatt Earp
1220	1	Big Trouble
1221	1	Semi-Pro
1222	1	15: The Movie
1223	1	Tales from Earthsea
1224	1	Slipstream
1225	1	44 Inch Chest
1226	1	The A-Team
1227	1	Hey Arnold! The Movie
1228	1	The Other Side of the Bed
1229	1	Anything But Love
1230	1	Autumn
1231	1	Typhoon
1232	1	Miss Julie
1233	1	A Wake in Providence
1234	1	Deliver Us from Eva
1235	1	Reservation Road
1236	1	Guarding Tess
1237	1	Lolita
1238	1	Food of Love
1239	1	Festival in Cannes
1240	1	Beyond the Sea
1241	1	Halloween II
1242	1	The Sorcerer's Apprentice
1243	1	You, Me and Dupree
1244	1	Manderlay
1245	1	Hackers
1246	1	The Deal
1247	1	Grumpier Old Men
1248	1	One Night at McCool's
1249	1	Forces of Nature
1250	1	Secret Window
1251	1	Finishing the Game: The Search for a New Bruce Lee
1252	1	The Basketball Diaries
1253	1	Bonneville
1254	1	The Elephant King
1255	1	Hollywood Ending
1256	1	Anatomy 2
1257	1	Bruce Almighty
1258	1	Saw
1259	1	95 Miles to Go
1260	1	CJ7
1261	1	Beerfest
1262	1	Touch of Pink
1263	1	Knight and Day
1264	1	The Crossing Guard
1265	1	Jack Brooks: Monster Slayer
1266	1	Yes Man
1267	1	The Dukes
1268	1	The Heartbreak Kid
1269	1	Me Myself I
1270	1	Coming Soon
1271	1	Blue Streak
1272	1	Pumpkin
1273	1	Cheaper by the Dozen
1274	1	The Bone Collector
1275	1	Into the Blue
1276	1	The Weight of Water
1277	1	The Sum of All Fears
1278	1	How to Deal
1279	1	Proof of Life
1280	1	Boomerang
1281	1	The Invasion
1282	1	The Greatest
1283	1	Fantastic Four: Rise of the Silver Surfer
1284	1	Get Rich or Die Tryin'
1285	1	Whatever Works
1286	1	Firewall
1287	1	Mr. Brooks
1288	1	Whiteboyz
1289	1	Maid in Manhattan
1290	1	Evergreen
1291	1	Blade
1292	1	The Marine
1293	1	Purple Rain
1294	1	Elizabeth: The Golden Age
1295	1	Pride and Glory
1296	1	Jefferson in Paris
1297	1	Fast & Furious
1298	1	Sydney White
1299	1	Home Fries
1300	1	The Statement
1301	1	Smilla's Sense of Snow
1302	1	Fanboys
1303	1	The Burning Plain
1304	1	The Hottest State
1305	1	Novocaine
1306	1	My Kingdom
1307	1	Full Frontal
1308	1	Mona Lisa Smile
1309	1	Madea's Family Reunion
1310	1	Descent
1311	1	Smokin' Aces
1312	1	Mean Machine
1313	1	S.W.A.T.
1314	1	The Kid
1315	1	Shoot on Sight
1316	1	The Deep End of the Ocean
1317	1	The Warrior's Way
1318	1	Frontier(s)
1319	1	Kate & Leopold
1320	1	A Slipping-Down Life
1321	1	Chaos Theory
1322	1	Samehada otoko to momojiri onna
1323	1	The Closer You Get
1324	1	The Code
1325	1	Love & Sex
1326	1	Pearl Harbor
1327	1	The Jacket
1328	1	Slap Her... She's French
1329	1	The Twilight Saga: New Moon
1330	1	Stomp the Yard
1331	1	Henry Poole Is Here
1332	1	Second Best
1333	1	Man in the Chair
1334	1	Downtown: A Street Tale
1335	1	Renaissance Man
1336	1	The Long Kiss Goodnight
1337	1	Last Action Hero
1338	1	Matando Cabos
1339	1	Kikujir� no natsu
1340	1	The Boondock Saints
1341	1	The Story of the Weeping Camel
1342	1	Bad Education
1343	1	Tom Dowd & the Language of Music
1344	1	Junebug
1345	1	Food, Inc.
1346	1	Everlasting Moments
1347	1	The Color of Paradise
1348	1	Nine Queens
1349	1	A Fish Called Wanda
1350	1	The Shawshank Redemption
1351	1	Saraband
1352	1	Cabaret
1353	1	Big Night
1354	1	Spellbound
1355	1	Once Upon a Time in the West (re-release)
1356	1	The Simpsons Movie
1357	1	The Band's Visit
1358	1	Glengarry Glen Ross
1359	1	Tristram Shandy: A Cock and Bull Story
1360	1	Good Night, and Good Luck.
1361	1	Little Miss Sunshine
1362	1	Frost/Nixon
1363	1	Fever Heat
1364	1	Siddhartha (re-release)
1365	1	City of God
1366	1	Joan Rivers: A Piece of Work
1367	1	Baran
1368	1	Hukkle
1369	1	Short Cuts
1370	1	Beautiful People
1371	1	The War of the Roses
1372	1	The Five Obstructions
1373	1	Sexy Beast
1374	1	Jaws
1375	1	Uncle Nino
1376	1	Head of State
1377	1	Picture Perfect
1378	1	Gaudi Afternoon
1379	1	Checking Out
1380	1	Girl 6
1381	1	Mary Reilly
1382	1	The Answer Man
1383	1	Connie and Carla
1384	1	The Village
1385	1	One Last Thing...
1386	1	The Losers
1387	1	Southland Tales
1388	1	Devil
1389	1	Along Came Polly
1390	1	Firehouse Dog
1391	1	Eagle Eye
1392	1	Teknolust
1393	1	Under Suspicion
1394	1	Malibu's Most Wanted
1395	1	Survival of the Dead
1396	1	Anamorph
1397	1	Looking for Kitty
1398	1	Hot Rod
1399	1	Sorry, Haters
1400	1	The Shaggy Dog
1401	1	Light It Up
1402	1	The Last Castle
1403	1	Paycheck
1404	1	Kingpin
1405	1	Dear John
1406	1	Meet Dave
1407	1	Twentynine Palms
1408	1	Cirque du Freak: The Vampire's Assistant
1409	1	Death Race
1410	1	Not Easily Broken
1411	1	Instinct
1412	1	The Romantics
1413	1	Conan the Barbarian
1414	1	Love N' Dancing
1415	1	Dante's Peak
1416	1	Meet Joe Black
1417	1	G
1418	1	Went to Coney Island on a Mission from God... Be Back by Five
1419	1	Wet Hot American Summer
1420	1	Trade
1421	1	Queen of the Lot
1422	1	Let It Snow
1423	1	Two Weeks Notice
1424	1	Psycho Beach Party
1425	1	The 13th Warrior
1426	1	Against All Odds
1427	1	Bicentennial Man
1428	1	The Rage: Carrie 2
1429	1	La sindrome di Stendhal
1430	1	GhettoPhysics: Will the Real Pimps and Hos Please Stand Up?
1431	1	The Bucket List
1432	1	Mystery Team
1433	1	From Paris with Love
1434	1	Trapped
1435	1	Lost in Space
1436	1	The Perfect Game
1437	1	Aliens in the Attic
1438	1	Orphan
1439	1	Next
1440	1	High Tension
1441	1	The Replacement Killers
1442	1	Barnyard
1443	1	The Loss of Sexual Innocence
1444	1	Jailbait
1445	1	Bubble Boy
1446	1	Princess Kaiulani
1447	1	Knowing
1448	1	Beverly Hills Chihuahua
1449	1	Bad Boys
1450	1	What a Girl Wants
1451	1	Mambo italiano
1452	1	Mr. Woodcock
1453	1	Hate Crime
1454	1	Citizen Toxie: The Toxic Avenger IV
1455	1	Thorns
1456	1	Two Ninas
1457	1	Meet the Fockers
1458	1	La mujer de mi hermano
1459	1	Stay
1460	1	Freshman Orientation
1461	1	Nowhere Man
1462	1	Death of a Dynasty
1463	1	The Secret Agent
1464	1	G-Force
1465	1	R2PC: Road to Park City
1466	1	The Chumscrubber
1467	1	Constellation
1468	1	Wild Target
1469	1	Spiral
1470	1	Psychopathia Sexualis
1471	1	The Far Side of Jericho
1472	1	While She Was Out
1473	1	Barb Wire
1474	1	The Good Heart
1475	1	Appleseed
1476	1	Wisconsin Death Trip
1477	1	Martin Lawrence Live: Runteldat
1478	1	Max Keeble's Big Move
1479	1	Paris 36
1480	1	Remember Me
1481	1	The Slammin' Salmon
1482	1	Scary Movie 4
1483	1	Bulletproof Monk
1484	1	Margaret Cho: Assassin
1485	1	Pay It Forward
1486	1	Saw II
1487	1	Shade
1488	1	The Man Who Cried
1489	1	Duets
1490	1	Angel Eyes
1491	1	Simon Birch
1492	1	Inhale
1493	1	Swing Kids
1494	1	Fame
1495	1	Twist
1496	1	Ciao America
1497	1	Clash of the Titans
1498	1	The Wedding Weekend
1499	1	Death in Love
1500	1	Bringing Down the House
1501	1	Silk
1502	1	Dot the I
1503	1	Paul Blart: Mall Cop
1504	1	World Traveler
1505	1	When Will I Be Loved
1506	1	In the Face of Evil: Reagan's War in Word and Deed
1507	1	I Love Your Work
1508	1	Mutant Aliens
1509	1	But I'm a Cheerleader
1510	1	Message in a Bottle
1511	1	Eating Out 2: Sloppy Seconds
1512	1	Cry_Wolf
1513	1	Exit Wounds
1514	1	Young People Fucking
1515	1	Wild Wild West
1516	1	April's Shower
1517	1	The Mysteries of Pittsburgh
1518	1	Our Family Wedding
1519	1	Taking Lives
1520	1	City with No Mercy
1521	1	Standing Still
1522	1	Empire
1523	1	Balls of Fury
1524	1	The Life Before Her Eyes
1525	1	Radio
1526	1	Never Die Alone
1527	1	The Other Side of Heaven
1528	1	DOA: Dead or Alive
1529	1	One Night with the King
1530	1	The Pink Panther
1531	1	Blade: Trinity
1532	1	Looking for an Echo
1533	1	Final Destination 2
1534	1	The Adventures of Sharkboy and Lavagirl 3-D
1535	1	Dirty
1536	1	Underdog
1537	1	The Last Legion
1538	1	Another Gay Movie
1539	1	Riding the Bullet
1540	1	What's the Worst That Could Happen?
1541	1	Evan Almighty
1542	1	Charlie St. Cloud
1543	1	Miracle at St. Anna
1544	1	Bad Company
1545	1	The Crew
1546	1	The Astronaut's Wife
1547	1	Love Don't Cost a Thing
1548	1	The United States of Leland
1549	1	All the King's Men
1550	1	When Do We Eat?
1551	1	The Kid & I
1552	1	The Story of Us
1553	1	Ted Bundy
1554	1	Lethal Weapon 4
1555	1	Seven Pounds
1556	1	20 Dates
1557	1	The Adventures of Rocky & Bullwinkle
1558	1	Poolhall Junkies
1559	1	Rebound
1560	1	After.Life
1561	1	Tooth Fairy
1562	1	Biker Boyz
1563	1	Jeepers Creepers II
1564	1	Remember the Daze
1565	1	Employee of the Month
1566	1	Hard Rain
1567	1	Amy's Orgasm
1568	1	Final Destination
1569	1	Honey
1570	1	The Wicker Man
1571	1	The Jackal
1572	1	Shottas
1573	1	Clue
1574	1	Diary of a Mad Black Woman
1575	1	Space Chimps
1576	1	Underworld: Evolution
1577	1	This Thing of Ours
1578	1	Predator
1579	1	10th & Wolf
1580	1	Cradle 2 the Grave
1581	1	Death Sentence
1582	1	Buddy Boy
1583	1	Who Is Cletis Tout?
1584	1	Holding Trevor
1585	1	Dickie Roberts: Former Child Star
1586	1	Poster Boy
1587	1	Swing
1588	1	Alpha and Omega
1589	1	Stardom
1590	1	The Pink Panther 2
1591	1	The Invisible
1592	1	Rambo III
1593	1	The Anarchist Cookbook
1594	1	No Such Thing
1595	1	Push
1596	1	Teaching Mrs. Tingle
1597	1	Star Wars: The Clone Wars
1598	1	Jumper
1599	1	A Life Less Ordinary
1600	1	Film Geek
1601	1	Mrs. Winterbourne
1602	1	A Walk to Remember
1603	1	Post Grad
1604	1	Rape Me
1605	1	Ghosts of Mars
1606	1	A Rumor of Angels
1607	1	The Babysitters
1608	1	Deal
1609	1	Urban Legend
1610	1	Resident Evil: Apocalypse
1611	1	New York
1612	1	Mirrors
1613	1	Play the Game
1614	1	Returning Mickey Stern
1615	1	Friday After Next
1616	1	The Glass House
1617	1	Bewitched
1618	1	Kiss Me Again
1619	1	Loudmouth Soup
1620	1	Finding Home
1621	1	On the Line
1622	1	15 Minutes
1623	1	The Haunted Mansion
1624	1	Law Abiding Citizen
1625	1	Friday the 13th
1626	1	Motherhood
1627	1	The Fourth Kind
1628	1	Stolen
1629	1	The Black Stallion Returns
1630	1	Isn't She Great
1631	1	Basic
1632	1	Excess Baggage
1633	1	Dead Silence
1634	1	Big Momma's House 2
1635	1	Valentine's Day
1636	1	The Girl
1637	1	Snow Day
1638	1	Otto; or, Up with Dead People
1639	1	As Good as Dead
1640	1	Eulogy
1641	1	The Real Cancun
1642	1	Collateral Damage
1643	1	Full of It
1644	1	Grandma's Boy
1645	1	The Grudge 2
1646	1	End of Days
1647	1	Chasing Papi
1648	1	The Stepfather
1649	1	Bedtime Stories
1650	1	Air America
1651	1	Anatomy
1652	1	Crazy as Hell
1653	1	Let It Ride
1654	1	RV
1655	1	Shadow: Dead Riot
1656	1	Skinwalkers
1657	1	The Amityville Horror
1658	1	My Brother
1659	1	Elite Squad
1660	1	Dragon Wars: D-War
1661	1	Miss Conception
1662	1	Big Momma's House
1663	1	The Wedding Planner
1664	1	The Man
1665	1	Sunset Strip
1666	1	Soul Plane
1667	1	Confessions of a Teenage Drama Queen
1668	1	Being Human
1669	1	Leap Year
1670	1	Rennie's Landing
1671	1	Garmento
1672	1	The Brothers Solomon
1673	1	It's All About Love
1674	1	Septem8er Tapes
1675	1	Legion
1676	1	Chapter 27
1677	1	Down to Earth
1678	1	Play It to the Bone
1679	1	My Big Fat Independent Movie
1680	1	The Santa Clause 3: The Escape Clause
1681	1	Teddy Bears' Picnic
1682	1	Masked and Anonymous
1683	1	The Rising Place
1684	1	Godzilla
1685	1	Wrong Turn
1686	1	The Perfect Holiday
1687	1	Night at the Golden Eagle
1688	1	Saint John of Las Vegas
1689	1	Games People Play: New York
1690	1	Boogeyman
1691	1	Lucky Numbers
1692	1	Cursed
1693	1	They
1694	1	Gray Matters
1695	1	The Order of Myths
1696	1	Flags of Our Fathers
1697	1	The People vs. Larry Flynt
1698	1	Look at Me
1699	1	Iron Monkey
1700	1	The Visitor
1701	1	Iron Man
1702	1	Tarzan
1703	1	Terms of Endearment
1704	1	The Piano Player
1705	1	Let Me In
1706	1	Quadrophenia (re-release)
1707	1	Manufactured Landscapes
1708	1	The Black Stallion
1709	1	Hilary and Jackie
1710	1	Bird
1711	1	Henri Langlois: The Phantom of the Cinematheque
1712	1	Godzilla
1713	1	My Flesh and Blood
1714	1	Lightning in a Bottle
1715	1	Hellboy II: The Golden Army
1716	1	LaLee's Kin: The Legacy of Cotton
1717	1	Dirty Pretty Things
1718	1	Punch-Drunk Love
1719	1	O'Horten
1720	1	Blind Shaft
1721	1	A Clockwork Orange
1722	1	Envy
1723	1	Life or Something Like It
1724	1	Bandido
1725	1	The Skeptic
1726	1	Cop Out
1727	1	The Life of David Gale
1728	1	The Final Destination
1729	1	Punisher: War Zone
1730	1	Off the Lip
1731	1	Saw VI
1732	1	Feeling Minnesota
1733	1	Waiting...
1734	1	American Virgin
1735	1	John Q
1736	1	Empire Records
1737	1	The Marc Pease Experience
1738	1	Never Again
1739	1	Sarah Landon and the Paranormal Hour
1740	1	Where the Heart Is
1741	1	The Replacements
1742	1	Meet Bill
1743	1	Thir13en Ghosts
1744	1	The Amati Girls
1745	1	Noel
1746	1	Without a Paddle
1747	1	Johnson Family Vacation
1748	1	The Hot Chick
1749	1	Backstage
1750	1	Astoria
1751	1	The 24th Day
1752	1	AVPR: Aliens vs Predator - Requiem
1753	1	AVP: Alien vs. Predator
1754	1	Just My Luck
1755	1	The King and I
1756	1	God, Sex & Apple Pie
1757	1	You Again
1758	1	Blue Moon
1759	1	The Aryan Couple
1760	1	Mercy Streets
1761	1	I Am Sam
1762	1	Flesh for the Beast
1763	1	The Other Sister
1764	1	Twin Peaks: Fire Walk with Me
1765	1	Ghost Ship
1766	1	Nobel Son
1767	1	She Hate Me
1768	1	Whiteout
1769	1	Third World Cop
1770	1	Batman & Robin
1771	1	Eating Out
1772	1	Kalamity
1773	1	Cool World
1774	1	The Hitcher
1775	1	Pokemon: Power of One
1776	1	The Ugly Truth
1777	1	Deck the Halls
1778	1	Imagining Argentina
1779	1	Beverly Hills Ninja
1780	1	I Spit on Your Grave
1781	1	Sex and the City 2
1782	1	Crossroads
1783	1	Gamer
1784	1	The Heart Is Deceitful Above All Things
1785	1	Now & Forever
1786	1	When a Stranger Calls
1787	1	Pulse
1788	1	Dead Man on Campus
1789	1	Norbit
1790	1	Simply Irresistible
1791	1	Brooklyn Babylon
1792	1	Twisted
1793	1	Little Man
1794	1	Because I Said So
1795	1	Everybody Wants to Be Italian
1796	1	Echelon Conspiracy
1797	1	Dracula 2000
1798	1	Memory
1799	1	The Mating Habits of the Earthbound Human
1800	1	The Objective
1801	1	Gloria
1802	1	Case 39
1803	1	The Million Dollar Hotel
1804	1	Here on Earth
1805	1	Patch Adams
1806	1	The Comebacks
1807	1	Spy Hard
1808	1	Knockout
1809	1	Stealing Harvard
1810	1	Venom
1811	1	Jason X
1812	1	The Bridge of San Luis Rey
1813	1	Enough
1814	1	London
1815	1	Redline
1816	1	The Whole Ten Yards
1817	1	Eating Out: All You Can Eat
1818	1	One Man's Hero
1819	1	The Skulls
1820	1	Terror Firmer
1821	1	House
1822	1	Falling Awake
1823	1	The Adventures of Ford Fairlane
1824	1	Bride Wars
1825	1	One Missed Call
1826	1	Captivity
1827	1	Stay Alive
1828	1	Hollow Man
1829	1	The Boondock Saints II: All Saints Day
1830	1	Couples Retreat
1831	1	Poor White Trash
1832	1	Formula 51
1833	1	Caffeine
1834	1	The Condemned
1835	1	Beautiful
1836	1	The Ladies Man
1837	1	Saving Silverman
1838	1	Pok�mon 3: The Movie
1839	1	Jawbreaker
1840	1	Black Christmas
1841	1	Postal
1842	1	What Goes Up
1843	1	Merci Docteur Rey
1844	1	Out Cold
1845	1	The Watcher
1846	1	Christmas with the Kranks
1847	1	Standing Ovation
1848	1	Cabin Boy
1849	1	Controlled Chaos
1850	1	9 Dead Gay Guys
1851	1	The Zodiac
1852	1	I Still Know What You Did Last Summer
1853	1	Van Wilder 2: The Rise of Taj
1854	1	Held Up
1855	1	Summer Catch
1856	1	Highlander: Endgame
1857	1	Wing Commander: Space Will Never Be the Same
1858	1	3000 Miles to Graceland
1859	1	Bigger Than the Sky
1860	1	Crazy on the Outside
1861	1	The Informers
1862	1	The Last Airbender
1863	1	Joe Dirt
1864	1	Marci X
1865	1	Corky Romano
1866	1	Hudson Hawk
1867	1	Vegas Vacation
1868	1	The Cat in the Hat
1869	1	Underclassman
1870	1	Good Luck Chuck
1871	1	To Save a Life
1872	1	Lost & Found
1873	1	8MM
1874	1	Downloading Nancy
1875	1	BloodRayne
1876	1	Ultraviolet
1877	1	88 Minutes
1878	1	Extreme Days
1879	1	Extreme Ops
1880	1	Street Fighter: The Legend of Chun-Li
1881	1	All About Steve
1882	1	The Lodger
1883	1	Epic Movie
1884	1	Witless Protection
1885	1	Lost Souls
1886	1	FeardotCom
1887	1	Deuces Wild
1888	1	Kangaroo Jack
1889	1	The Cookout
1890	1	Beverly Hills Cop III
1891	1	College
1892	1	Daddy Day Camp
1893	1	New Best Friend
1894	1	The Avengers
1895	1	Cocktail
1896	1	Zombie! vs. Mardi Gras
1897	1	Slackers
1898	1	The Adventures of Pluto Nash
1899	1	The Master of Disguise
1900	1	King's Ransom
1901	1	Meet the Spartans
1902	1	State Property
1903	1	Transylmania
1904	1	Perception
1905	1	Miss March
1906	1	Screwed
1907	1	Baby Geniuses
1908	1	Bio-Dome
1909	1	Best in Show
1910	1	Live-In Maid
1911	1	A Nightmare on Elm Street
1912	1	Zodiac
1913	1	Body Heat
1914	1	Teza
1915	1	Last Orders
1916	1	Dazed and Confused
1917	1	Tropical Malady
1918	1	2046
1919	1	Panic
1920	1	The Princess Bride
1921	1	The Devil's Backbone
1922	1	Kramer vs. Kramer
1923	1	Happy Feet
1924	1	Apollo 13
1925	1	Run Lola Run
1926	1	Our Song
1927	1	Ulee's Gold
1928	1	Jerry Maguire
1929	1	8 Mile
1930	1	Shut Up & Sing
1931	1	Notre musique
1932	1	The Usual Suspects
1933	1	The Big Red One (re-release)
1934	1	Sin Nombre
1935	1	Mountain Patrol
1936	1	Fat Girl
1937	1	Grindhouse
1938	1	Magnolia
1939	1	Little Fish
1940	1	Shanghai Noon
1941	1	Stephanie Daley
1942	1	The Rape of Europa
1943	1	Italian for Beginners
1944	1	Bukowski: Born into This
1945	1	Monsoon Wedding
1946	1	A Christmas Story
1947	1	Service
1948	1	Dig!
1949	1	Rosetta
1950	1	Smoke Signals
1951	1	Grosse Pointe Blank
1952	1	Hoosiers
1953	1	In America
1954	1	3:10 to Yuma
1955	1	Roman Holiday
1956	1	Hairspray
1957	1	Dreamgirls
1958	1	Shine a Light
1959	1	Menace II Society
1960	1	This So-Called Disaster: Sam Shepard Directs the Late Henry Moss
1961	1	A Very Long Engagement
1962	1	Me and You and Everyone We Know
1963	1	The Secret Lives of Dentists
1964	1	Standing in the Shadows of Motown
1965	1	The Last Days of Disco
1966	1	The Original Kings of Comedy
1967	1	Iris
1968	1	Witness
1969	1	Akira
1970	1	American Gangster
1971	1	The Naked Gun: From the Files of Police Squad!
1972	1	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
1973	1	The Life and Times of Hank Greenberg
1974	1	The Texas Chain Saw Massacre
1975	1	State and Main
1976	1	Repo Man
1977	1	Boy A
1978	1	The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers
1979	1	Lovely & Amazing
1980	1	The Boxer
1981	1	Monster
1982	1	Terror's Advocate
1983	1	Sweet Land
1984	1	Clean
1985	1	Touch the Sound: A Sound Journey with Evelyn Glennie
1986	1	Jing Ke ci Qin Wang
1987	1	The Cider House Rules
1988	1	Croupier
1989	1	Infernal Affairs
1990	1	Life of Brian (re-release)
1991	1	The Blind Swordsman: Zatoichi
1992	1	That Evening Sun
1993	1	Down from the Mountain
1994	1	Another Road Home
1995	1	The Full Monty
1996	1	Kitchen Stories
1997	1	Treeless Mountain
1998	1	Gettin' the Man's Foot Outta Your Baadasssss!
1999	1	The Jaundiced Eye
