movie	amctv	genre
1214	1	Spy Film, Action, Comedy
1215	1	Adult
1216	1	Drama
1217	1	Drama
1218	1	Drama, Crime
1219	1	Horror, Thriller
1220	1	Drama, Romance
1221	1	Drama
1222	1	Adventure
1223	1	Comedy
1224	1	Comedy
1225	1	Thriller
1226	1	Drama
1227	1	Fantasy, Children's/Family
1228	1	Science Fiction
1229	1	Children's/Family
1230	1	Adventure, Fantasy
1231	1	Science Fiction
1232	1	Science Fiction
1233	1	Comedy
1234	1	Fantasy, Children's/Family
1235	1	Comedy Drama
1236	1	Drama
1237	1	Comedy Drama, Children's/Family
1238	1	Comedy, Western
1239	1	Comedy
1240	1	Comedy Drama
1241	1	Fantasy
1242	1	Comedy Drama
1243	1	Comedy Drama
1244	1	Drama
1245	1	Fantasy, Thriller
1246	1	Musical
1247	1	Musical, Romance
1248	1	Comedy
1249	1	Comedy Drama
1250	1	Comedy Drama, Romance
1251	1	Comedy
1252	1	Comedy
1253	1	Comedy
1254	1	Comedy Drama
1255	1	Crime
1256	1	Comedy Drama
1257	1	Culture &amp; Society, Film, TV &amp; Radio
1258	1	Comedy Drama
1259	0	<NULL>
1260	1	Comedy Drama
1261	1	Comedy
1262	1	Comedy Drama
1263	1	Comedy
1264	1	Comedy Drama
1265	1	Comedy
1266	1	Comedy
1267	1	Comedy
1268	1	Comedy
1269	1	Drama
1270	1	Comedy
1271	1	Comedy, Children's/Family
1272	1	Comedy Drama
1273	1	Drama, War
1274	1	Action, Adventure, Children's/Family
1275	1	Adventure
1276	1	Drama
1277	1	Epic
1278	1	Comedy, Thriller
1279	1	Comedy, Children's/Family
1280	1	Fantasy, Children's/Family
1281	1	Comedy, Children's/Family
1282	1	Comedy, Fantasy
1283	1	Spy Film, Adventure, Children's/Family
1284	1	Fantasy, Children's/Family
1285	1	Comedy
1286	1	Children's/Family
1287	1	Children's/Family
1288	1	Comedy
1289	1	Comedy, Science Fiction
1290	1	Fantasy, Avant-garde / Experimental
1291	1	Science Fiction
1292	1	Science Fiction
1293	1	Science Fiction, Action
1294	1	Drama
1295	1	Comedy
1296	1	Comedy
1297	1	Comedy, Crime
1298	1	Culture &amp; Society
1299	1	War
1300	1	Drama, Romance
1301	1	Comedy, Romance
1302	1	Drama
1303	1	Drama
1304	1	Comedy
1305	1	Drama
1306	1	Comedy, Romance
1307	1	Comedy, Romance
1308	1	Comedy
1309	1	Drama
1310	1	Comedy
1311	1	Comedy
1312	1	Comedy
1313	1	Comedy
1314	1	Music
1315	1	Music
1316	1	Music
1317	1	Music
1318	1	Music
1319	1	Music
1320	1	History, Music
1321	1	Comedy Drama
1322	1	Drama
1323	1	Drama
1324	1	Drama
1325	1	Drama
1326	1	Drama
1327	1	Thriller
1328	1	Drama
1329	1	Drama
1330	1	Drama, Thriller
1331	1	Comedy Drama
1332	1	Comedy Drama
1333	1	Drama, Children's/Family
1334	1	Drama
1335	1	Drama
1336	1	Thriller
1337	1	Horror, Thriller
1338	1	Crime
1339	1	Drama
1340	1	Comedy Drama
1341	1	Drama
1342	1	Drama
1343	1	Crime
1344	1	Comedy
1345	1	Music
1346	1	Comedy
1347	1	Drama
1348	1	Drama
1349	1	Drama
1350	1	Action
1351	1	Action
1352	1	Historical Film, Epic
1353	1	Epic, Historical Film
1354	1	Horror
1355	1	Action
1356	1	Horror
1357	1	Drama
1358	1	Drama
1359	1	Fantasy
1360	1	Drama, Crime
1361	1	Comedy, Mystery
1362	1	Fantasy, Children's/Family
1363	1	Children's/Family
1364	1	History, Science &amp; Technology
1365	1	Comedy
1366	1	Drama, Romance
1367	1	Science Fiction
1368	1	Horror
1369	1	Comedy, Fantasy
1370	1	Drama
1371	1	Drama
1372	1	Comedy Drama
1373	1	Comedy Drama
1374	1	Drama
1375	1	Drama
1376	1	Comedy Drama
1377	1	Comedy Drama
1378	1	Comedy Drama
1379	1	Comedy, Romance
1380	1	Comedy
1381	1	Fantasy, Comedy
1382	1	Comedy Drama
1383	1	Comedy Drama
1384	1	Thriller
1385	1	Comedy
1386	1	Action, Drama
1387	1	Drama
1388	1	Drama, Mystery
1389	1	Mystery, Thriller
1390	1	Mystery, Thriller
1391	1	Thriller
1392	1	Comedy, Romance
1393	1	Mystery, Thriller
1394	1	Comedy Drama
1395	1	Mystery, Thriller
1396	1	Thriller
1397	1	Horror
1398	1	Science Fiction
1399	1	Comedy Drama
1400	1	Drama
1401	1	Culture &amp; Society
1402	1	Comedy, Romance
1403	1	Thriller
1404	1	Crime, Horror
1405	1	Thriller
1406	1	Thriller
1407	1	Crime, Thriller
1408	1	Music
1409	1	Comedy
1410	1	History
1411	1	Drama, War
1412	1	Historical Film
1413	1	History
1414	1	Comedy
1415	1	Children's/Family
1416	1	Fantasy, Music
1417	1	Fantasy
1418	1	Children's/Family
1419	1	Children's/Family
1420	1	Fantasy
1421	1	Children's/Family
1422	1	Comedy
1423	1	Action, Science Fiction
1424	1	Fantasy, Action
1425	1	Fantasy, Comedy
1426	1	Comedy
1427	1	Comedy, Horror
1428	1	Adventure, Drama, Fantasy, Children's/Family
1429	1	Horror
1430	1	Science Fiction, Horror
1431	1	Drama
1432	1	Drama
1433	1	Drama
1434	1	Drama, Romance
1435	1	Drama
1436	1	Comedy Drama
1437	1	Comedy Drama
1438	1	Horror
1439	1	Horror, Comedy
1440	1	Horror
1441	1	Action, Adventure, War
1442	1	Horror
1443	1	Horror
1444	1	Comedy
1445	1	Horror
1446	1	Thriller, Drama
1447	1	Thriller
1448	1	Drama, Thriller
1449	1	Mystery, Science Fiction
1450	1	Drama
1451	1	Drama
1452	1	Crime, Thriller
1453	1	Drama
1454	1	Horror
1455	1	Action, Horror
1456	1	Music
1457	1	Thriller
1458	1	Language &amp; Literature, Theater
1459	1	Mystery
1460	1	Science Fiction
1461	1	Adventure
1462	1	Thriller, Science Fiction
1463	1	Drama
1464	1	Drama
1465	1	Thriller
1466	1	Drama
1467	1	Thriller
1468	1	Science Fiction
1469	1	Science Fiction
1470	1	Drama
1471	1	Science Fiction
1472	1	Science Fiction
1473	1	Action, Fantasy
1474	1	Comedy
1475	1	Science Fiction, Thriller
1476	1	Drama, Crime
1477	1	Action, Science Fiction
1478	1	Action, Science Fiction
1479	1	Horror
1480	1	Science Fiction
1481	1	Thriller
1482	1	Fantasy, Thriller
1483	1	Thriller
1484	1	Science Fiction, Thriller
1485	1	Western
1486	1	Western
1487	1	Western
1488	1	Western
1489	1	Romance, Drama
1490	1	Western
1491	1	Western
1492	1	Adventure
1493	1	Western
1494	1	Comedy
1495	1	Comedy
1496	1	History
1497	1	Drama
1498	1	Drama
1499	1	Comedy
1500	1	Comedy
1501	1	Drama
1502	1	Drama
1503	1	Drama
1504	1	Comedy Drama
1505	1	Comedy Drama
1506	0	<NULL>
1507	1	Action, Science Fiction
1508	1	Action
1509	1	Drama
1510	1	Science Fiction, Thriller
1511	1	Action
1512	1	Drama
1513	1	Drama
1514	1	Romance
1515	1	Adventure, Drama
1516	1	Drama, Children's/Family
1517	1	Drama, Children's/Family
1518	1	Drama, Children's/Family
1519	1	Comedy Drama
1520	1	Comedy
1521	1	Comedy Drama
1522	1	Comedy
1523	1	Comedy Drama
1524	1	Comedy Drama
1525	1	Comedy Drama
1526	1	Drama
1527	1	Drama
1528	1	Comedy Drama
1529	1	Theater
1530	1	Drama
1531	1	Drama
1532	1	Drama
1533	1	Drama
1534	1	Drama
1535	1	Drama
1536	1	Drama
1537	1	Comedy
1538	1	Comedy Drama
1539	1	Drama
1540	1	Comedy Drama
1541	1	Comedy
1542	1	Comedy
1543	1	Comedy
1544	1	Comedy Drama
1545	1	Comedy
1546	1	Comedy
1547	1	Drama
1548	1	Comedy Drama
1549	1	Drama, Crime
1550	1	Comedy Drama, Romance
1551	1	Action, Fantasy
1552	1	Science Fiction
1553	1	Action, Science Fiction
1554	1	Action, Comedy
1555	1	Action
1556	1	Science Fiction
1557	1	Fantasy
1558	1	Adventure
1559	0	<NULL>
1560	1	Fantasy, Children's/Family
1561	1	Science Fiction
1562	1	Comedy Drama
1563	1	Drama
1564	1	Crime, Thriller
1565	1	Action, Thriller
1566	1	Drama
1567	1	Crime
1568	1	Action, Fantasy
1569	1	Action
1570	1	Science Fiction
1571	1	Adventure, Drama, Children's/Family
1572	1	Drama, Romance
1573	1	Action, Crime
1574	1	Culture &amp; Society, History
1575	1	Action
1576	1	Action
1577	1	Drama
1578	1	Drama, Mystery
1579	1	Romance
1580	1	Comedy Drama
1581	1	Drama
1582	1	Crime
1583	1	Drama, Thriller
1584	1	Thriller
1585	1	Drama
1586	1	Drama
1587	1	Drama
1588	1	Adventure, Children's/Family
1589	1	Action, War
1590	1	Crime
1591	1	Science Fiction
1592	1	Science Fiction
1593	1	Fantasy
1594	1	Fantasy, Children's/Family, Theater
1595	1	Fantasy, Children's/Family
1596	1	Children's/Family
1597	1	Adventure, Fantasy
1598	1	Adventure
1599	1	Adventure, Comedy
1600	1	War
1601	1	Fantasy, Children's/Family
1602	1	Children's/Family
1603	1	Fantasy, Children's/Family
1604	1	Adventure
1605	1	Fantasy
1606	1	Musical
1607	1	Children's/Family
1608	1	Fantasy, Children's/Family
1609	1	Children's/Family
1610	1	Children's/Family
1611	1	Children's/Family
1612	1	Comedy, Children's/Family
1613	1	Children's/Family
1614	1	Crime
1615	1	Action, Adventure, Children's/Family
1616	1	Adventure, Children's/Family
1617	1	War
1618	1	Adventure, Children's/Family
1619	1	War
1620	1	Comedy
1621	1	Spy Film, Action
1622	1	Thriller
1623	1	Drama
1624	1	Drama
1625	1	Drama
1626	1	Thriller
1627	1	Crime
1628	1	Fantasy, Children's/Family
1629	1	Fantasy, Children's/Family
1630	1	Fantasy, Children's/Family
1631	1	Children's/Family
1632	1	Children's/Family
1633	1	Musical, Children's/Family
1634	1	Children's/Family
1635	1	Fantasy, Children's/Family
1636	1	Children's/Family, Fantasy
1637	1	Romance, Drama
1638	1	Comedy
1639	1	Fantasy, Children's/Family
1640	1	Comedy, Children's/Family
1641	1	Drama
1642	1	Drama
1643	1	Comedy Drama
1644	1	Action, Adventure, Science Fiction, Children's/Family
1645	1	Children's/Family
1646	1	Comedy, Science Fiction, Children's/Family
1647	1	Children's/Family
1648	1	Musical, Children's/Family
1649	1	Children's/Family
1650	1	Children's/Family
1651	1	Science Fiction
1652	1	Adventure
1653	1	Science Fiction, Horror
1654	1	Children's/Family
1655	1	Children's/Family
1656	1	Science Fiction
1657	1	Science Fiction
1658	1	Science Fiction, Thriller
1659	1	Children's/Family, Fantasy
1660	1	Fantasy
1661	1	Fantasy
1662	1	Action
1663	1	Science Fiction
1664	1	Spy Film, Action
1665	1	Action
1666	1	Action
1667	1	Action, Comedy
1668	1	Spy Film
1669	1	Thriller
1670	1	Thriller
1671	1	Comedy
1672	1	Thriller
1673	1	Action
1674	1	Action
1675	1	Crime, Romance
1676	1	Comedy, Horror
1677	1	Thriller
1678	1	Crime
1679	1	Spy Film, Action
1680	1	Comedy
1681	1	Thriller
1682	1	Musical, Dance
1683	1	Drama
1684	1	Comedy
1685	1	Comedy
1686	1	Comedy
1687	1	Comedy
1688	1	Comedy
1689	1	Mystery
1690	1	Comedy
1691	1	Comedy
1692	1	Comedy
1693	1	Musical
1694	1	Business, Culture &amp; Society
1695	1	Comedy
1696	1	Comedy Drama
1697	1	Comedy
1698	1	Crime
1699	1	Comedy Drama
1700	1	Comedy Drama
1701	1	Comedy
1702	1	Comedy
1703	1	Comedy Drama, Romance
1704	1	Comedy
1705	1	Comedy
1706	1	Comedy
1707	1	Comedy
1708	1	Comedy
1709	1	Comedy Drama, Romance
1710	1	Romance, Comedy
1711	1	Romance
1712	1	Comedy
1713	1	Drama, Romance
1714	1	Thriller
1715	1	Drama
1716	1	Drama
1717	1	Comedy
1718	1	Musical, Romance
1719	1	Comedy
1720	1	Comedy, Romance
1721	1	Comedy, Romance
1722	1	Avant-garde / Experimental
1723	1	Drama
1724	1	Spirituality &amp; Philosophy, Culture &amp; Society
1725	1	Drama
1726	1	Comedy
1727	1	Comedy, Romance
1728	1	Comedy
1729	1	Comedy
1730	1	Crime
1731	1	Drama, Crime
1732	1	Drama
1733	1	Thriller
1734	1	Thriller
1735	1	Children's/Family
1736	1	Fantasy, Children's/Family
1737	1	Comedy, Romance
1738	1	Comedy Drama
1739	1	Comedy
1740	1	Avant-garde / Experimental
1741	1	Crime
1742	1	Comedy Drama
1743	1	Comedy Drama
1744	1	Comedy
1745	1	Drama, Romance
1746	1	Comedy Drama
1747	1	Comedy Drama
1748	1	Drama
1749	1	Drama
1750	1	Drama
1751	1	Drama
1752	1	Drama
1753	1	Drama
1754	1	Culture &amp; Society, Film, TV &amp; Radio
1755	1	Comedy Drama
1756	1	Comedy Drama
1757	1	Drama
1758	1	Drama
1759	1	Comedy
1760	1	Drama, Romance
1761	1	Comedy Drama
1762	1	Comedy
1763	1	Comedy
1764	1	Historical Film
1765	1	Historical Film
1766	1	Epic, Historical Film
1767	1	Comedy Drama, Avant-garde / Experimental
1768	1	Drama
1769	1	Drama
1770	1	Drama
1771	1	Drama
1772	1	Comedy
1773	1	Comedy Drama
1774	1	Culture &amp; Society
1775	1	Horror
1776	1	Music
1777	1	Drama
1778	1	Drama
1779	1	Drama
1780	1	Drama
1781	1	Comedy
1782	1	Comedy
1783	1	Drama
1784	1	Drama
1785	1	Drama
1786	0	<NULL>
1787	1	Comedy Drama
1788	1	Comedy Drama, Crime
1789	1	Thriller, Crime
1790	1	Film, TV &amp; Radio
1791	1	Film, TV &amp; Radio
1792	1	Nature
1793	1	Science &amp; Technology, Education
1794	1	Nature
1795	1	Nature
1796	1	Nature
1797	1	Adventure
1798	1	Avant-garde / Experimental
1799	1	Children's/Family
1800	1	Comedy
1801	1	Film, TV &amp; Radio
1802	1	Comedy Drama, Romance
1803	1	Comedy Drama
1804	1	Comedy Drama
1805	1	Comedy, Drama
1806	1	Comedy Drama
1807	1	Action, Comedy
1808	1	Drama
1809	1	Comedy, Romance
1810	1	Comedy Drama, Romance
1811	1	Drama
1812	1	Drama, Romance
1813	1	Drama, Romance
1814	1	Drama, Romance
1815	1	Drama
1816	1	Comedy Drama
1817	1	Drama
1818	1	Drama
1819	1	Musical
1820	1	Comedy Drama
1821	1	Drama
1822	1	Drama
1823	1	Comedy
1824	1	Drama
1825	1	Comedy Drama
1826	1	Comedy Drama
1827	1	Comedy Drama
1828	1	Drama, Crime
1829	1	Romance, Drama
1830	1	Drama
1831	1	Drama
1832	1	Drama
1833	1	Horror
1834	1	Drama
1835	1	Thriller
1836	1	Romance, Comedy Drama
1837	1	Drama, Thriller
1838	1	Drama, Romance
1839	1	Drama
1840	1	Comedy
1841	1	Science Fiction
1842	1	Mystery, Thriller
1843	1	Drama
1844	1	Drama
1845	1	Drama
1846	1	Drama
1847	1	Drama
1848	1	Comedy Drama
1849	1	Comedy Drama
1850	1	Comedy
1851	1	Comedy Drama
1852	1	Children's/Family, Fantasy, Adventure
1853	1	Fantasy, Children's/Family
1854	1	Comedy Drama
1855	1	Drama
1856	1	Drama
1857	1	Drama
1858	1	Drama
1859	1	Comedy
1860	1	Comedy Drama
1861	1	Comedy Drama
1862	1	Action, Adventure
1863	1	Action
1864	1	War
1865	1	Mystery, Crime
1866	1	Drama
1867	1	History
1868	1	Culture &amp; Society
1869	1	Business, Culture &amp; Society
1870	1	Culture &amp; Society
1871	1	History
1872	1	Drama
1873	1	Film, TV &amp; Radio, Culture &amp; Society
1874	1	Thriller
1875	1	Thriller
1876	1	Children's/Family
1877	1	Romance, Fantasy
1878	1	Drama, Children's/Family
1879	1	Avant-garde / Experimental
1880	1	Film, TV &amp; Radio
1881	1	Comedy Drama
1882	1	Musical
1883	1	Romance
1884	1	Music
1885	1	Music
1886	1	Music
1887	1	Musical
1888	1	Fantasy
1889	1	Comedy, Children's/Family
1890	1	Comedy
1891	1	Comedy
1892	1	Historical Film
1893	1	Comedy
1894	1	Comedy
1895	1	Drama
1896	1	Thriller
1897	1	Thriller
1898	1	Horror
1899	1	Fantasy
1900	1	Fantasy
1901	1	Children's/Family
1902	1	Action
1903	1	Drama
1904	1	Fantasy, Children's/Family
1905	1	Action, Adventure, Fantasy
1906	1	Action, Adventure, Children's/Family
1907	1	Adventure, Children's/Family
1908	1	Adventure, Fantasy
1909	1	Action, Adventure, Fantasy, Science Fiction, Horror
1910	1	Drama
1911	1	Film, TV &amp; Radio
1912	1	Thriller
1913	1	Film, TV &amp; Radio
1914	1	Comedy
1915	1	Action, Adventure
1916	1	Drama, Historical Film
1917	1	Drama
1918	1	Historical Film, Epic
1919	1	Romance, Drama
1920	1	Adventure, Fantasy, Science Fiction
1921	1	Drama, Epic
1922	1	Drama
1923	1	Romance, Comedy
1924	1	Epic, Historical Film
1925	1	Comedy
1926	1	Drama, Romance
1927	1	Drama, Crime
1928	1	Drama, Romance
1929	1	Adventure, Fantasy, Children's/Family
1930	1	Children's/Family
1931	1	Children's/Family
1932	1	Children's/Family
1933	1	Children's/Family
1934	1	Adventure
1935	1	Comedy Drama
1936	1	Adventure, Children's/Family
1937	1	Adventure
1938	1	Action
1939	1	Crime
1940	1	Drama, Romance
1941	1	Thriller
1942	1	Fantasy, Children's/Family
1943	1	Action, Adventure, Children's/Family
1944	1	Comedy Drama
1945	1	Comedy, Romance
1946	1	Comedy Drama
1947	1	Comedy, Science Fiction, Horror, Musical
1948	1	Horror
1949	1	History, Film, TV &amp; Radio
1950	1	Horror
1951	1	Comedy, Horror
1952	1	Drama
1953	1	Drama
1954	1	Drama
1955	1	Musical
1956	1	Western
1957	1	Comedy Drama
1958	1	Action
1959	1	Thriller
1960	1	Comedy
1961	1	Comedy Drama
1962	1	Comedy Drama
1963	1	Drama, Thriller
1964	1	Drama
1965	1	Comedy, Children's/Family
1966	1	Crime, Drama
1967	1	Mystery, Drama
1968	1	Crime, Thriller
1969	1	History
1970	1	Horror
1971	1	Horror
1972	1	Horror
1973	1	Horror
1974	1	Horror
1975	1	Horror
1976	1	Horror
1977	1	Horror
1978	1	Horror
1979	1	Horror, Thriller
1980	1	Drama
1981	1	Thriller
1982	1	Horror
1983	1	Thriller
1984	1	Horror
1985	1	Horror
1986	1	Science Fiction, Horror
1987	1	Comedy, Adventure
1988	1	Fantasy, Children's/Family
1989	1	Comedy Drama
1990	1	Horror
1991	1	Adventure, Fantasy
1992	1	Thriller
1993	1	Action
1994	1	Fantasy
1995	1	Crime
1996	1	Action, Comedy, Western
1997	1	Drama
1998	1	Drama
1999	1	Horror
