movie	allmovie	title
1039	1	Vanishing Point
1040	1	The Towering Inferno
1041	1	Shaft's Big Score!
1042	1	Runaway Train
1043	1	The Poseidon Adventure
1044	1	X-Men
1045	1	Shanghai Noon
1046	1	Rush Hour
1047	1	Ronin
1048	1	The Mask of Zorro
1049	1	Under Siege
1050	1	Sweet Sweetback's Baadasssss Song
1051	1	Predator
1052	1	Juggernaut
1053	1	The Fast and the Furious
1054	1	A Knight's Tale
1055	1	Charlie's Angels
1056	1	Mission: Impossible II
1057	1	Enemy of the State
1058	1	Once Upon a Time in China III
1059	1	Once Upon a Time in China II
1060	1	Mercury Rising
1061	1	Blade
1062	1	Con Air
1063	1	Die Hard With a Vengeance
1064	1	Stargate
1065	1	Fortress
1066	1	Walking Tall
1067	1	Thunderbolt and Lightfoot
1068	1	The Thirty-Nine Steps
1069	1	Smokey and the Bandit
1070	1	Remo Williams: The Adventure Begins
1071	1	Nighthawks
1072	1	Lionheart
1073	1	Lethal Weapon 3
1074	1	Lethal Weapon 2
1075	1	Le Mans
1076	1	The French Connection II
1077	1	Flight of the Navigator
1078	1	Air Force One
1079	1	Bad Boys
1080	1	Streets of Fire
1081	1	Rambo: First Blood Part II
1082	1	The Hard Way
1083	1	The Gauntlet
1084	1	First Blood
1085	1	Battle Creek Brawl
1086	1	Armageddon
1087	1	Demolition Man
1088	1	Bloodsport
1089	1	Days of Heaven
1090	1	Dangerous Liaisons
1091	1	The Color Purple
1092	1	The Candidate
1093	1	Bound for Glory
1094	1	Lantana
1095	1	In the Bedroom
1096	1	The Believer
1097	1	The Sleepy Time Gal
1098	1	The Road Home
1099	1	Jesus' Son
1100	1	The Insider
1101	1	Boys Don't Cry
1102	1	The Straight Story
1103	1	The Winslow Boy
1104	1	The Color of Paradise
1105	1	Gods and Monsters
1106	1	Good Will Hunting
1107	1	Eyes Wide Shut
1108	1	The Apostle
1109	1	Affliction
1110	1	Ulee's Gold
1111	1	In the Company of Men
1112	1	Les Voleurs
1113	1	Sling Blade
1114	1	Hard Eight
1115	1	La haine
1116	1	Through the Olive Trees
1117	1	Wild Reeds
1118	1	Vanya on 42nd Street
1119	1	My Family
1120	1	Ladybird, Ladybird
1121	1	What's Eating Gilbert Grape
1122	1	Raining Stones
1123	1	Naked
1124	1	In the Name of the Father
1125	1	Fearless
1126	1	White Dog
1127	1	3 Women
1128	1	A Delicate Balance
1129	1	Van Gogh
1130	1	A World Apart
1131	1	Women in Love
1132	1	Wetherby
1133	1	Violette Nozière
1134	1	The Verdict
1135	1	Vagabond
1136	1	Under the Volcano
1137	1	To Sleep with Anger
1138	1	They Shoot Horses, Don't They?
1139	1	Testament
1140	1	The Swimmer
1141	1	Sunday Bloody Sunday
1142	1	Summer
1143	1	Stand by Me
1144	1	Sophie's Choice
1145	1	Silkwood
1146	1	Running on Empty
1147	1	River's Edge
1148	1	A River Runs Through It
1149	1	Rachel, Rachel
1150	1	My Own Private Idaho
1151	1	The Misfits
1152	1	Mask
1153	1	Lorenzo's Oil
1154	1	The King of Marvin Gardens
1155	1	I'll Cry Tomorrow
1156	1	I Never Sang for My Father
1157	1	Homicide
1158	1	The Heart Is a Lonely Hunter
1159	1	The Great Santini
1160	1	Grand Canyon
1161	1	Glengarry Glen Ross
1162	1	The Glass Menagerie
1163	1	The Fabulous Baker Boys
1164	1	The Duellists
1165	1	Dance with a Stranger
1166	1	Coal Miner's Daughter
1167	1	Chocolat
1168	1	Children of a Lesser God
1169	1	Au Revoir Les Enfants
1170	1	Advise and Consent
1171	1	Tape
1172	1	The King Is Alive
1173	1	M/Other
1174	1	Limbo
1175	1	Hurlyburly
1176	1	High Art
1177	1	Eve's Bayou
1178	1	Nil by Mouth
1179	1	Wuthering Heights
1180	1	Death and the Maiden
1181	1	Three Sisters
1182	1	Birdy
1183	1	White Mischief
1184	1	Twice in a Lifetime
1185	1	Talk Radio
1186	1	The Stone Boy
1187	1	Rush
1188	1	Rendez-Vous
1189	1	The Natural
1190	1	Brubaker
1191	1	Requiem for a Dream
1192	1	The Green Mile
1193	1	Hilary and Jackie
1194	1	Interiors
1195	1	Beloved
1196	1	Eye of God
1197	1	Zabriskie Point
1198	1	Falling in Love
1199	1	Best in Show
1200	1	O Brother, Where Art Thou?
1201	1	South Park: Bigger, Longer &amp; Uncut
1202	1	Office Space
1203	1	The Opposite of Sex
1204	1	Wag the Dog
1205	1	Bulworth
1206	1	Deconstructing Harry
1207	1	Austin Powers: International Man of Mystery
1208	1	Waiting for Guffman
1209	1	Swingers
1210	1	Flirting With Disaster
1211	1	Kids in the Hall: Brain Candy
1212	1	Get Shorty
1213	1	Clerks
1214	1	Dumb and Dumber
1215	1	Bullets Over Broadway
1216	1	The Life of Brian
1217	1	The Naked Gun
1218	1	The Blues Brothers
1219	1	Working Girl
1220	1	What's Up, Doc?
1221	1	Wayne's World
1222	1	The War of the Roses
1223	1	The Trouble with Harry
1224	1	Trading Places
1225	1	A Touch of Class
1226	1	Three Men and a Cradle
1227	1	The Taming of the Shrew
1228	1	The Sunshine Boys
1229	1	Stripes
1230	1	Richard Pryor: Here and Now
1231	1	Real Life
1232	1	Radio Days
1233	1	Play It Again, Sam
1234	1	Pink Flamingos
1235	1	Oh, God!
1236	1	The Odd Couple
1237	1	My Favorite Year
1238	1	The Mouse That Roared
1239	1	Monty Python's The Meaning of Life
1240	1	Manhattan Murder Mystery
1241	1	La Lectrice
1242	1	La Chèvre
1243	1	La Cage Aux Folles
1244	1	The King of Comedy
1245	1	The Jerk
1246	1	It's a Mad, Mad, Mad, Mad World
1247	1	I Love You, Alice B. Toklas
1248	1	House Party
1249	1	High Hopes
1250	1	Hi, Mom!
1251	1	The Heartbreak Kid
1252	1	The Goodbye Girl
1253	1	The Gods Must Be Crazy
1254	1	Get Out Your Handkerchiefs
1255	1	A Fish Called Wanda
1256	1	Down and Out in Beverly Hills
1257	1	Dirty Rotten Scoundrels
1258	1	Delicatessen
1259	1	Dave
1260	1	Crossing Delancey
1261	1	Buffet Froid
1262	1	Bob Roberts
1263	1	Bill Cosby, Himself
1264	1	Bananas
1265	1	The Bad News Bears
1266	1	Bowfinger
1267	1	American Pie
1268	1	Cookie's Fortune
1269	1	Waking Ned Devine
1270	1	Mr. Jealousy
1271	1	In &amp; Out
1272	1	Grosse Pointe Blank
1273	1	Citizen Ruth
1274	1	Emma
1275	1	Welcome to the Dollhouse
1276	1	The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom
1277	1	The Naked Gun 2 1/2: The Smell of Fear
1278	1	Ruthless People
1279	1	Real Genius
1280	1	Night on Earth
1281	1	Hot Shots!
1282	1	Hear My Song
1283	1	The Freshman
1284	1	Fletch
1285	1	Broadway Danny Rose
1286	1	Boyfriends and Girlfriends
1287	1	The Closet
1288	1	Meet the Parents
1289	1	State and Main
1290	1	Picking Up the Pieces
1291	1	Saving Grace
1292	1	Dogma
1293	1	Analyze This
1294	1	Go
1295	1	Everyone Says I Love You
1296	1	Widows' Peak
1297	1	Everything You Always Wanted to Know About Sex, But Were Afraid to Ask
1298	1	Where's Poppa?
1299	1	The Tall Guy
1300	1	My Cousin Vinny
1301	1	Fierce Creatures
1302	1	The Man with Two Brains
1303	1	10
1304	1	The Whole Nine Yards
1305	1	Fatal Instinct
1306	1	Pete's Dragon
1307	1	The Muppet Christmas Carol
1308	1	The Dark Crystal
1309	1	Bedknobs and Broomsticks
1310	1	The Emperor's New Groove
1311	1	Recess the Movie: School's Out
1312	1	Dinosaur
1313	1	An American Tail: The Treasure of Manhattan Island
1314	1	Snow Day
1315	1	Fantasia 2000
1316	1	Muppets from Space
1317	1	The First Snow of Winter
1318	1	The Prince of Egypt
1319	1	Madeline
1320	1	The Borrowers
1321	1	Mr. Toad's Wild Ride
1322	1	Free Willy 3: The Rescue
1323	1	Air Bud
1324	1	Hercules
1325	1	Shiloh
1326	1	The Adventures of Pinocchio
1327	1	The Hunchback of Notre Dame
1328	1	Balto
1329	1	Jumanji
1330	1	Casper
1331	1	Pocahontas
1332	1	The Pagemaster
1333	1	Zebra in the Kitchen
1334	1	The Worst Witch
1335	1	The Trouble With Angels
1336	1	The Secret Garden
1337	1	Robin Hood
1338	1	The Rescuers Down Under
1339	1	The Rescuers
1340	1	Labyrinth
1341	1	The Karate Kid Part II
1342	1	Jack and the Beanstalk
1343	1	The Great Mouse Detective
1344	1	Free Willy
1345	1	Flipper
1346	1	Explorers
1347	1	Darby O'Gill and the Little People
1348	1	The Brave Little Toaster
1349	1	Babar: The Movie
1350	1	The Adventures of Milo and Otis
1351	1	Anastasia
1352	1	It Takes Two
1353	1	For Ever Mozart
1354	1	The Tempest
1355	1	Hail Mary
1356	1	Nausicaä of the Valley of Wind
1357	1	Scrooged
1358	1	Beetlejuice
1359	1	Batman Returns
1360	1	The Adventures of Baron Munchausen
1361	1	The Visitors
1362	1	Willow
1363	1	Scrooge
1364	1	Prancer
1365	1	Mr. Destiny
1366	1	Legend
1367	1	The Last Unicorn
1368	1	Hercules
1369	1	Heart and Souls
1370	1	The Golden Voyage of Sinbad
1371	1	Chances Are
1372	1	A Life Less Ordinary
1373	1	The Witches of Eastwick
1374	1	Superman III
1375	1	Ghostbusters 2
1376	1	Conan the Barbarian
1377	1	Always
1378	1	Akira Kurosawa's Dreams
1379	1	Superman IV: The Quest for Peace
1380	1	McCabe &amp; Mrs. Miller
1381	1	High Noon
1382	1	The Shooting
1383	1	Will Penny
1384	1	True Grit
1385	1	The Sons of Katie Elder
1386	1	The Shootist
1387	1	The Outlaw Josey Wales
1388	1	The Man from Laramie
1389	1	Little Big Man
1390	1	Jeremiah Johnson
1391	1	How the West Was Won
1392	1	Dances with Wolves
1393	1	Chisum
1394	1	Cat Ballou
1395	1	The Ballad of Cable Hogue
1396	1	Bad Company
1397	1	3:10 to Yuma
1398	1	The Ballad of Little Jo
1399	1	The McKenzie Break
1400	1	The Hill
1401	1	The War Boy
1402	1	Midway
1403	1	Memphis Belle
1404	1	Hell in the Pacific
1405	1	The Green Berets
1406	1	Go Tell the Spartans
1407	1	Cross of Iron
1408	1	The Bridge at Remagen
1409	1	The Americanization of Emily
1410	1	The Lighthorsemen
1411	1	Yanks
1412	1	The War Lover
1413	1	They Came to Cordura
1414	1	Kelly's Heroes
1415	1	Gardens of Stone
1416	1	Farewell to the King
1417	1	Battle of Britain
1418	1	The Lost Command
1419	1	Brass Target
1420	1	Anzio
1421	1	Castle Keep
1422	1	Candyman
1423	1	Bram Stoker's Dracula
1424	1	Brotherhood of the Wolf
1425	1	Interview With the Vampire
1426	1	Shanks
1427	1	Q: The Winged Serpent
1428	1	Frankenstein Must Be Destroyed
1429	1	13 Ghosts
1430	1	Scarecrows
1431	1	They Live
1432	1	The Texas Chainsaw Massacre 2
1433	1	Sisters
1434	1	Phantasm
1435	1	Monkey Shines
1436	1	The Mephisto Waltz
1437	1	Martin
1438	1	The Lost Boys
1439	1	Lifeforce
1440	1	The Legend of Hell House
1441	1	It's Alive!
1442	1	The Hunger
1443	1	Fright Night
1444	1	The Evil Dead
1445	1	Phenomena
1446	1	Christine
1447	1	Child's Play
1448	1	Basket Case
1449	1	Arachnophobia
1450	1	Blood for Dracula
1451	1	Scream 3
1452	1	Halloween: H20
1453	1	Nightwatch
1454	1	Baron Blood
1455	1	The Frighteners
1456	1	From Dusk Till Dawn
1457	1	Tales From the Hood
1458	1	Wes Craven's New Nightmare
1459	1	Wolf
1460	1	God Told Me To
1461	1	Sssssss
1462	1	The Revenge of Frankenstein
1463	1	Raw Meat
1464	1	Rabid
1465	1	The Crazies
1466	1	Hatchet for the Honeymoon
1467	1	Dr. Phibes Rises Again
1468	1	Wolfen
1469	1	Willard
1470	1	The Return of the Living Dead
1471	1	Piranha
1472	1	The Hills Have Eyes
1473	1	Gremlins 2: The New Batch
1474	1	Demon Seed
1475	1	Count Yorga, Vampire
1476	1	Captain Kronos: Vampire Hunter
1477	1	Blacula
1478	1	Army of Darkness
1479	1	The Addiction
1480	1	The Vampire Lovers
1481	1	Monster in the Closet
1482	1	Friday the 13th
1483	1	Destroy All Monsters!
1484	1	Cat People
1485	1	Brain Damage
1486	1	The Wizard of Gore
1487	1	I Drink Your Blood
1488	1	Flesh for Frankenstein
1489	1	Joy Ride
1490	1	Merci Pour le Chocolat
1491	1	With a Friend Like Harry...
1492	1	The Negotiator
1493	1	Wild Things
1494	1	The Spanish Prisoner
1495	1	Breakdown
1496	1	Le Cercle Rouge
1497	1	Mute Witness
1498	1	Blink
1499	1	Deep Red
1500	1	The Taking of Pelham One Two Three
1501	1	Stormy Monday
1502	1	Single White Female
1503	1	Miracle Mile
1504	1	The Little Girl Who Lives Down the Lane
1505	1	Kill Me Again
1506	1	The Hand That Rocks the Cradle
1507	1	Frenzy
1508	1	Frantic
1509	1	Foul Play
1510	1	F/X
1511	1	Eyewitness
1512	1	From Hell
1513	1	The Crimson Rivers
1514	1	Unbreakable
1515	1	Shiri
1516	1	Patriots
1517	1	Suicide Kings
1518	1	The Game
1519	1	Dead Silence
1520	1	Assassins
1521	1	301/302
1522	1	Copycat
1523	1	Kiss of Death
1524	1	Clear and Present Danger
1525	1	The Client
1526	1	To Kill a Clown
1527	1	Still of the Night
1528	1	See No Evil
1529	1	Road Games
1530	1	Psycho II
1531	1	Narrow Margin
1532	1	Masquerade
1533	1	Jack's Back
1534	1	The Hitch-Hiker
1535	1	Family Plot
1536	1	Falling Down
1537	1	Defense of the Realm
1538	1	Dead of Winter
1539	1	Cop
1540	1	The Comfort of Strangers
1541	1	The Bird with the Crystal Plumage
1542	1	The Bedroom Window
1543	1	The Bone Collector
1544	1	Arlington Road
1545	1	Kiss The Girls
1546	1	Conspiracy Theory
1547	1	Absolute Power
1548	1	The Pelican Brief
1549	1	Malice
1550	1	Opera
1551	1	Storyville
1552	1	Someone to Watch over Me
1553	1	Jacob's Ladder
1554	1	Final Analysis
1555	1	The Cat O' Nine Tails
1556	1	Cape Fear
1557	1	Hannibal
1558	1	In Too Deep
1559	1	Psycho
1560	1	A Perfect Murder
1561	1	The Jackal
1562	1	The Gingerbread Man
1563	1	Smilla's Sense of Snow
1564	1	Extreme Measures
1565	1	Things to Do in Denver When You're Dead
1566	1	Killing Zoe
1567	1	Dead Pigeon on Beethoven Street
1568	1	The Star Chamber
1569	1	Sleeping with the Enemy
1570	1	Shattered
1571	1	The Holcroft Covenant
1572	1	Body Double
1573	1	Western
1574	1	Les Jeux des Anges
1575	1	Un Air de Famille
1576	1	Ridicule
1577	1	Jacquot de Nantes
1578	1	Le Grand Chemin
1579	1	A.K.
1580	1	La Vie Est Un Roman
1581	1	The Wild Child
1582	1	The Story of Adele H.
1583	1	Stolen Kisses
1584	1	Remparts d'Argile
1585	1	Pauline at the Beach
1586	1	One Deadly Summer
1587	1	Mon Oncle d'Amérique
1588	1	Manon of the Spring
1589	1	The Hairdresser's Husband
1590	1	The Fantastic Planet
1591	1	Claire's Knee
1592	1	Charles et Lucie
1593	1	À Nos Amours
1594	1	The Widow of Saint-Pierre
1595	1	A Tale of Springtime
1596	1	Small Change
1597	1	Life and Nothing But
1598	1	Going Places
1599	1	Full Moon in Paris
1600	1	Chloe in the Afternoon
1601	1	Une Chambre En Ville
1602	1	Capitaine Conan
1603	1	Passion
1604	1	La Vache et le Prisonnier
1605	1	The Aviator's Wife
1606	1	La Nuit De Varennes
1607	1	Mr. Klein
1608	1	Les Compères
1609	1	The Big Blue
1610	1	Loulou
1611	1	Crouching Tiger, Hidden Dragon
1612	1	Moulin Rouge
1613	1	Bull Durham
1614	1	Arthur
1615	1	Amélie
1616	1	As Good As It Gets
1617	1	Jerry Maguire
1618	1	The American President
1619	1	Love Letter
1620	1	The Bridges of Madison County
1621	1	Little Women
1622	1	Shadowlands
1623	1	The Age of Innocence
1624	1	The Year My Voice Broke
1625	1	Turtle Diary
1626	1	Independence Day
1627	1	Mystery Science Theater 3000: The Movie
1628	1	Zardoz
1629	1	Voyage to the Bottom of the Sea
1630	1	Until the End of the World
1631	1	THX 1138
1632	1	Mad Max Beyond Thunderdome
1633	1	Logan's Run
1634	1	Liquid Sky
1635	1	Iceman
1636	1	Dune
1637	1	Bubblegum Crash 3: Meltdown
1638	1	The Black Hole
1639	1	Beneath the Planet of the Apes
1640	1	The Adventures of Buckaroo Banzai Across the 8th Dimension!
1641	1	Hollow Man
1642	1	Titan A.E.
1643	1	The Thirteenth Floor
1644	1	The X-Files
1645	1	Starship Troopers
1646	1	Event Horizon
1647	1	The Lost World: Jurassic Park
1648	1	Memories
1649	1	Species
1650	1	Twilight Zone: The Movie
1651	1	Trancers
1652	1	Star Trek III: The Search for Spock
1653	1	The Philadelphia Experiment
1654	1	The Lawnmower Man
1655	1	Flatliners
1656	1	Fire in the Sky
1657	1	Dreamscape
1658	1	Cherry 2000
1659	1	Battlestar Galactica
1660	1	*batteries not included
1661	1	Android
1662	1	Alien ³
1663	1	The 6th Day
1664	1	2010
1665	1	Mars Attacks!
1666	1	Body Snatchers
1667	1	The Running Man
1668	1	Robocop 2
1669	1	Flash Gordon
1670	1	Enemy Mine
1671	1	Barbarella
1672	1	Caro Diario
1673	1	Bye Bye Monkey
1674	1	The Flight of the Innocent
1675	1	Un Tranquillo Posto di Campagna
1676	1	La Grande Bouffe
1677	1	Il Casanova di Fellini
1678	1	Volere, Volare
1679	1	Swept Away... By an Unusual Destiny in the Blue Sea of August
1680	1	The Passenger
1681	1	Porte Aperte
1682	1	Good Morning, Babylon
1683	1	Ginger and Fred
1684	1	La Famiglia
1685	1	Le Désert des Tartares
1686	1	The Decameron
1687	1	The Monster
1688	1	Orchestra Rehearsal
1689	1	La Tragedia di un Uomo Ridicolo
1690	1	L'Avvertimento
1691	1	The Night Porter
1692	1	Shall We Dance?
1693	1	Tokyo Decadence
1694	1	Kikujiro
1695	1	Jailhouse Rock
1696	1	Bugsy Malone
1697	1	Madame Butterfly
1698	1	Godspell
1699	1	Sweet Charity
1700	1	Sarafina!
1701	1	Phantom of the Paradise
1702	1	Jesus Christ Superstar
1703	1	Camelot
1704	1	The Boy Friend
1705	1	Thoroughly Modern Millie
1706	1	Newsies
1707	1	Hello, Dolly!
1708	1	A Chorus Line
1709	1	Bye Bye Birdie
1710	1	Blue Hawaii
1711	1	Babes in Toyland
1712	1	Annie
1713	1	The Long Day Closes
1714	1	Kes
1715	1	Wish You Were Here
1716	1	Sid and Nancy
1717	1	The Rainbow
1718	1	The Prime of Miss Jean Brodie
1719	1	Prick Up Your Ears
1720	1	O Lucky Man!
1721	1	My Beautiful Laundrette
1722	1	Murder on the Orient Express
1723	1	Much Ado About Nothing
1724	1	In Celebration
1725	1	A Handful of Dust
1726	1	Gregory's Girl
1727	1	The French Lieutenant's Woman
1728	1	Educating Rita
1729	1	A Dry White Season
1730	1	Drowning by Numbers
1731	1	Distant Voices, Still Lives
1732	1	Caravaggio
1733	1	Cal
1734	1	Bedazzled
1735	1	Beautiful People
1736	1	Croupier
1737	1	Sliding Doors
1738	1	Mrs. Dalloway
1739	1	Wilde
1740	1	Fever Pitch
1741	1	Brassed Off
1742	1	Hamlet
1743	1	Some Mother's Son
1744	1	Cold Comfort Farm
1745	1	Persuasion
1746	1	Angels &amp; Insects
1747	1	Circle of Friends
1748	1	Priest
1749	1	Backbeat
1750	1	To Sir, With Love
1751	1	Sammy and Rosie Get Laid
1752	1	Rosencrantz and Guildenstern Are Dead
1753	1	Performance
1754	1	London Kills Me
1755	1	The Killing of Sister George
1756	1	Help!
1757	1	Getting It Right
1758	1	Enchanted April
1759	1	Alfie
1760	1	My Life So Far
1761	1	East Is East
1762	1	Little Voice
1763	1	Hideous Kinky
1764	1	Dancing At Lughnasa
1765	1	Stiff Upper Lips
1766	1	Twin Town
1767	1	Michael Collins
1768	1	Nothing Personal
1769	1	Small Faces
1770	1	Go Now
1771	1	Carrington
1772	1	A Man of No Importance
1773	1	The Summer House
1774	1	Bitter Moon
1775	1	Where Angels Fear to Tread
1776	1	Shirley Valentine
1777	1	The Railway Children
1778	1	Quadrophenia
1779	1	Peter's Friends
1780	1	The Italian Job
1781	1	Gothic
1782	1	The Field
1783	1	Chaplin
1784	1	Brimstone and Treacle
1785	1	Bad Behavior
1786	1	Miss Julie
1787	1	Angela's Ashes
1788	1	The Last September
1789	1	Dreaming of Joseph Lees
1790	1	The Governess
1791	1	Oh! What a Lovely War
1792	1	The Winter Guest
1793	1	Shooting Fish
1794	1	Face
1795	1	Intimate Relations
1796	1	Carla's Song
1797	1	Jude
1798	1	Hollow Reed
1799	1	An Awfully Big Adventure
1800	1	Waterland
1801	1	Twenty-One
1802	1	A Month in the Country
1803	1	The Magic Christian
1804	1	How to Get Ahead in Advertising
1805	1	High Spirits
1806	1	High Season
1807	1	Chitty Chitty Bang Bang
1808	1	Absolute Beginners
1809	1	84 Charing Cross Road
1810	1	Tea With Mussolini
1811	1	Still Crazy
1812	1	Bean
1813	1	Mary Shelley's Frankenstein
1814	1	The Lair of the White Worm
1815	1	Manhattan
1816	1	The Last Waltz
1817	1	Hearts and Minds
1818	1	Harlan County, USA
1819	1	Don't Look Back
1820	1	Crimes and Misdemeanors
1821	1	The Stunt Man
1822	1	Melvin and Howard
1823	1	In a Lonely Place
1824	1	Husbands and Wives
1825	1	Mulholland Dr.
1826	1	Devil in a Blue Dress
1827	1	Bad Timing
1828	1	Bunny Lake Is Missing
1829	1	Thunderheart
1830	1	Night Moves
1831	1	The Name of the Rose
1832	1	The Long Goodbye
1833	1	The Late Show
1834	1	The Last of Sheila
1835	1	Angel Heart
1836	1	The Gift
1837	1	Twilight
1838	1	Mulholland Falls
1839	1	Sleuth
1840	1	Presumed Innocent
1841	1	Murder by Decree
1842	1	Murder by Death
1843	1	Mortal Thoughts
1844	1	Marnie
1845	1	Lady in White
1846	1	Gorky Park
1847	1	Deathtrap
1848	1	Death on the Nile
1849	1	The Mystery of Rampo
1850	1	Under Suspicion
1851	1	Suspect
1852	1	Rehearsal for Murder
1853	1	Marlowe
1854	1	The Drowning Pool
1855	1	D.O.A.
1856	1	Clue
1857	1	Black Rainbow
1858	1	Music Box
1859	1	The Morning After
1860	1	The Mirror Crack'd
1861	1	Farewell, My Lovely
1862	1	Compromising Positions
1863	1	Le Chat et la Souris
1864	1	The Plot Against Harry
1865	1	Thieves Like Us
1866	1	The Wild One
1867	1	Rain Man
1868	1	Passion Fish
1869	1	Matewan
1870	1	Heartland
1871	1	Down by Law
1872	1	Blume in Love
1873	1	The Bad and the Beautiful
1874	1	Baby It's You
1875	1	Forrest Gump
1876	1	Petulia
1877	1	City of Hope
1878	1	Raba Lyubvi
1879	1	Tombstone
1880	1	The Wild Rovers
1881	1	Rio Grande
1882	1	Posse
1883	1	One-Eyed Jacks
1884	1	High Plains Drifter
1885	1	Goin' South
1886	1	Chino
1887	1	Maverick
1888	1	Geronimo: An American Legend
1889	1	Westward the Women
1890	1	Sabata
1891	1	The Culpepper Cattle Company
1892	1	Valdez Is Coming
1893	1	The Undefeated
1894	1	Ulzana's Raid
1895	1	Two Mules for Sister Sara
1896	1	There Was a Crooked Man
1897	1	Tell Them Willie Boy Is Here
1898	1	Support Your Local Gunfighter
1899	1	Rancho Deluxe
1900	1	Pocket Money
1901	1	Pat Garrett and Billy the Kid
1902	1	Pale Rider
1903	1	The Missouri Breaks
1904	1	A Man Called Horse
1905	1	Major Dundee
1906	1	The Long Riders
1907	1	The Left-Handed Gun
1908	1	Joe Kidd
1909	1	The Hired Hand
1910	1	The Great Northfield, Minnesota Raid
1911	1	From Noon Till Three
1912	1	Buffalo Bill and the Indians, or Sitting Bull's History Lesson
1913	1	Breakheart Pass
1914	1	Barbarosa
1915	1	Wild Bill
1916	1	The Wrath of God
1917	1	China 9, Liberty 37
1918	1	The McMasters
1919	1	The Train Robbers
1920	1	Rooster Cogburn
1921	1	Posse
1922	1	Macho Callahan
1923	1	The Life and Times of Judge Roy Bean
1924	1	Hang 'Em High
1925	1	The Frisco Kid
1926	1	The Cowboys
1927	1	The Cheyenne Social Club
1928	1	Cahill: United States Marshal
1929	1	The Master Gunfighter
1930	1	Heaven with a Gun
1931	1	Tom Horn
1932	1	Shalako
1933	1	Santee
1934	1	Rio Lobo
1935	1	Quigley Down Under
1936	1	MacKenna's Gold
1937	1	Heaven's Gate
1938	1	Five Card Stud
1939	1	Chato's Land
1940	1	Buck and the Preacher
1941	1	Wyatt Earp
1942	1	Thomasine and Bushrod
1943	1	The Last Hard Men
1944	1	Starting Over
1945	1	Same Time, Next Year
1946	1	Once Around
1947	1	Murphy's Romance
1948	1	A Little Romance
1949	1	Choose Me
1950	1	The Accidental Tourist
1951	1	Happy Accidents
1952	1	Solomon and Gaenor
1953	1	Firelight
1954	1	My Best Friend's Wedding
1955	1	William Shakespeare's Romeo + Juliet
1956	1	The Whole Wide World
1957	1	The Incredibly True Adventure of Two Girls in Love
1958	1	The Wedding Gift
1959	1	The Wedding Banquet
1960	1	White Palace
1961	1	The Thomas Crown Affair
1962	1	Racing with the Moon
1963	1	Prelude to a Kiss
1964	1	Picnic
1965	1	Only the Lonely
1966	1	Mystic Pizza
1967	1	Mississippi Masala
1968	1	Maria's Lovers
1969	1	Jungle Fever
1970	1	It Should Happen to You
1971	1	Impromptu
1972	1	Cousins
1973	1	Close My Eyes
1974	1	About Last Night...
1975	1	The Price of Milk
1976	1	The Thomas Crown Affair
1977	1	The Run of the Country
1978	1	Only You
1979	1	It Could Happen to You
1980	1	Mourir d'aimer
1981	1	Voyager
1982	1	Untamed Heart
1983	1	Sommersby
1984	1	The Lover
1985	1	The Great Gatsby
1986	1	Frankie and Johnny
1987	1	Cyrano De Bergerac
1988	1	Bonjour Tristesse
1989	1	crazy/beautiful
1990	1	Return to Me
1991	1	A Walk on the Moon
1992	1	Besieged
1993	1	Still Breathing
1994	1	Sabrina
1995	1	Miami Rhapsody
1996	1	Three of Hearts
1997	1	Desert Hearts
1998	1	The Theory of Flight
1999	1	The Marrying Man
