movie	amctv	mpaa_rating
1105	1	R (for strong sexual material, nudity, language and drug use)
1106	1	R (for language)
1107	1	R
1108	1	R (for strong violence and disturbing images)
1109	1	R (for strong violence and gore, disturbing images and rituals, and for language including some sexual)
1110	1	R
1111	1	PG13 (for some violence and language)
1112	1	PG
1113	1	R
1114	1	R
1115	1	R
1116	1	NR
1117	1	R
1118	1	NR
1119	1	R
1120	1	R (for sexuality, language and violence, all involving teens)
1121	1	NR
1122	1	R (for sequences of strong bloody violence, language, sexuality and teen drinking.)
1123	1	PG
1124	1	PG13 (for horror violence/terror, some sexual references, nudity, language and a brief drug reference)
1125	1	R (for strong violence/gore, some sexuality and language)
1126	1	R
1127	1	R
1128	1	R
1129	1	R (for violence, language, drug use and sensuality)
1130	1	R
1131	1	PG
1132	1	PG
1133	1	R
1134	1	R
1135	1	G
1136	1	G
1137	1	R (for intense violence and gore, a strong sex scene and language)
1138	1	R (for violence/grisly images and language)
1139	1	R
1140	1	R (for language, sexuality and violence, including a rape scene)
1141	1	R
1142	1	R (for horror violence and gore)
1143	1	PG13 (for crude &amp; sexual humor, violence, language &amp; drug references)
1144	1	R
1145	1	R (for nudity, strong sexual content including graphic dialogue throughout, language and some crude material)
1146	1	R (for pervasive strong sexual content and crude humor, nudity, language, drinking and some drug use - all involving teens)
1147	1	PG13 (for crude and sexual content, language and teen drinking)
1148	1	G
1149	1	PG
1150	1	R (for language and werewolf attacks)
1151	1	R (for strong sexuality, and for language)
1152	1	R (for violent content including some graphic images, and language)
1153	1	R (for strong violence/gore and language)
1154	1	R
1155	1	R (for strong language, and for some violence)
1156	1	PG13 (for sex-related material and language)
1157	1	PG
1158	1	R
1159	1	PG (for thematic elements, images of violence and some mild language)
1160	1	G
1161	1	NR
1162	1	R
1163	1	PG (for mild thematic elements)
1164	1	PG (for mild violence)
1165	1	PG
1166	1	R
1167	1	R
1168	1	R
1169	1	R
1170	1	R (for vampire violence and gore)
1171	1	R
1172	1	R (for pervasive drug use and language, strong violence, sexuality and nudity)
1173	1	R (for strong sexual content, language, some drug and alcohol use - all involving teens)
1174	1	NR
1175	1	PG13 (for brief language, some sexual humor and occasional humorous drug references)
1176	1	NR
1177	1	NR
1178	1	PG (for language, and for mild violence and sensuality)
1179	1	R
1180	1	R
1181	1	R
1182	1	PG13 (for violence, pervasive martial arts action and some nudity)
1183	1	PG13 (for brief strong language)
1184	1	NC17
1185	1	R
1186	1	PG
1187	1	PG
1188	1	PG
1189	1	PG13 (for sexual content and dialogue, violence and thematic elements)
1190	1	R
1191	1	R
1192	1	NR
1193	1	PG
1194	1	PG
1195	1	R (for pervasive language, a sex scene and brief violence)
1196	1	PG
1197	1	R
1198	1	PG
1199	1	R (for language and a scene of teen drinking)
1200	1	PG13 (for violence, sexual content, language, teen partying &amp; some drug material)
1201	1	R
1202	1	R (for language and some violence)
1203	1	R (for pervasive language and some sexuality)
1204	1	PG13 (for language and some sensuality)
1205	1	R
1206	1	G
1207	1	PG
1208	1	R (for strong violence and language)
1209	1	PG13 (for violence, nudity and sex-related material)
1210	1	NR
1211	1	NR
1212	1	R
1213	1	R (for strong language)
1214	1	PG13 (for one use of strong language)
1215	1	NR
1216	1	R (for strong sexuality and nudity, language and some disturbing content)
1217	1	R
1218	1	PG
1219	1	PG
1220	1	R
1221	1	R (for sexuality and language)
1222	1	PG
1223	1	PG
1224	1	PG
1225	1	PG
1226	1	NR
1227	1	G
1228	1	PG
1229	1	G
1230	1	PG (for intense adventure action and some scary moments)
1231	1	G
1232	1	PG
1233	1	G
1234	1	NR
1235	1	NR
1236	1	R (for language and brief nudity)
1237	1	NR
1238	1	PG
1239	1	PG
1240	1	R
1241	1	PG
1242	1	PG13
1243	1	NR
1244	1	R
1245	1	PG13 (for some frightening sequences)
1246	1	PG13
1247	1	PG13 (for some language and innuendo)
1248	1	PG13 (for sex-related material and language)
1249	1	PG13 (for sexual content and some language)
1250	1	PG
1251	1	PG
1252	1	R
1253	1	PG13
1254	1	PG13 (for nudity and brief strong language.)
1255	1	R
1256	1	PG
1257	1	R
1258	1	R
1259	1	PG
1260	1	R (for sexual content, some language &amp; drug use)
1261	1	R (for language, sexual content and drug use)
1262	1	R (for strong language, sexual content and violence)
1263	1	PG13
1264	1	R
1265	1	PG13
1266	1	PG13 (for crude and sexual humor, language and some drug content)
1267	1	PG13 (for some rude language)
1268	1	PG13
1269	1	NR
1270	1	PG13 (for crude and sexual content, thematic material, language and a mild drug reference)
1271	1	G
1272	1	R
1273	1	PG
1274	1	PG
1275	1	NR
1276	1	R
1277	1	G
1278	1	PG13
1279	1	G
1280	1	G
1281	1	PG (for some mild crude humor)
1282	1	PG13 (for crude humor and some nudity)
1283	1	PG (for action sequences and brief rude humor)
1284	1	G
1285	1	PG (for thematic elements)
1286	1	G
1287	1	PG (for mild crude humor)
1288	1	PG
1289	1	PG
1290	1	R
1291	1	R
1292	1	PG13 (for intense sequences of sci-fi violence and action, and language)
1293	1	PG13 (for intense sequences of sci-fi action violence, brief sexual humor and language)
1294	1	R
1295	1	R (for sexual content, nudity, pervasive language and some drug material)
1296	1	PG (for some rough action, and crude humor including dialogue)
1297	1	R (for language, including sexual references)
1298	1	NR
1299	1	NR
1300	1	PG13
1301	1	NR
1302	1	NR
1303	1	PG
1304	1	NR
1305	1	R (for sexual content, a scene of strong violence and language)
1306	1	PG13
1307	1	PG13 (for sexual content, language, crude humor and some drug references)
1308	1	PG13 (for crude &amp; sexual humor, some nudity and language)
1309	1	R
1310	1	PG13
1311	1	PG13
1312	1	PG13 (for thematic elements including sexuality, and for crude humor)
1313	1	PG (for mild sensuality and thematic elements)
1314	1	PG13
1315	1	PG
1316	1	PG13 (for one use of strong language)
1317	1	PG
1318	1	G
1319	1	R
1320	1	PG
1321	1	PG
1322	1	R
1323	1	R (for sensuality and language)
1324	1	R (for disturbing violent content, strong language and some drug use)
1325	1	R (for strong sexuality and language)
1326	1	PG
1327	1	PG
1328	1	R (for language and a scene of sensuality)
1329	1	R (for language)
1330	1	R (for violence, language and brief nudity)
1331	1	R (for strong language, and some sexuality)
1332	1	R (for some elements involving sexuality and drugs)
1333	1	PG
1334	1	PG13 (for some scenes of racial oppression and abuse)
1335	1	NR
1336	1	R (for language and some violence)
1337	1	R
1338	1	NR
1339	1	R
1340	1	R
1341	1	R (for pervasive strong language, drug content and some violence)
1342	1	R (for language and some violent images)
1343	1	R (for language, violence including a rape, sexuality and drug content)
1344	1	R
1345	1	R (for strong sexual dialogue and situations)
1346	1	R (for sexuality, language and brief drug use)
1347	1	R (for language and brief sexuality)
1348	1	R (for language)
1349	1	R (for sexuality and strong language)
1350	1	R (for violence)
1351	1	R (for violence, language and some sexuality)
1352	1	R (for violence)
1353	1	NR
1354	1	R
1355	1	NR
1356	1	NR
1357	1	R (for strong graphic violence, some sexual content, nudity and language)
1358	1	R (for language and some violence)
1359	1	R
1360	1	R
1361	1	PG
1362	1	G
1363	1	PG (for a moment of menace)
1364	1	NR
1365	1	PG13
1366	1	PG13 (for some sexuality and violence)
1367	1	R
1368	1	NR
1369	1	PG13 (for some nudity and off-color humor)
1370	1	R (for pervasive language and some sexuality)
1371	1	R (for language and drug content)
1372	1	R (for language, drug use and a scene of sexuality)
1373	1	R (for sexuality, some language and drug content)
1374	1	R
1375	1	PG
1376	1	R
1377	1	PG13 (for brief strong language and some thematic elements)
1378	1	R
1379	1	PG13 (for elements of sensuality)
1380	1	PG13 (for crude and sex-related humor, and for language)
1381	1	PG
1382	1	R (for some sexuality and language)
1383	1	R (for sexual content and some language)
1384	1	R (for strong violent content including grisly images, and for language)
1385	1	R
1386	1	PG
1387	1	R (for depiction of mature themes involving sexuality)
1388	1	R (for some sexuality and violent images)
1389	1	R
1390	1	R
1391	1	NR
1392	1	PG13 (for one use of strong language and brief sex-related humor)
1393	1	R (for strong language, momentary violence, and for some drug content)
1394	1	R
1395	1	R (for brief grisly violence, pervasive strong language and a sex scene)
1396	1	R (for violence and torture, some language and brief sexuality)
1397	1	PG13 (for thematic elements, disturbing images, language and some drug references)
1398	1	R
1399	1	R (for language)
1400	1	R (for violence, sexuality and langauge)
1401	1	R (for language and sexuality)
1402	1	R (for strong sexuality and sexual dialogue)
1403	1	R (for sexual content, language, brief violence and some drug content)
1404	1	PG
1405	1	R (for strong violence and sensuality, and for drug use and language)
1406	1	R
1407	1	R
1408	1	R
1409	1	PG13 (for language including sexual references, and some rear nudity)
1410	1	PG13 (for disturbing violent images and descriptions of the Holocaust)
1411	1	R
1412	1	PG
1413	1	NR
1414	1	PG13 (for images involving sensuality, violence and crude humor)
1415	1	PG (for some mild language and innuendo)
1416	1	NR
1417	1	NR
1418	1	G
1419	1	PG (for crude humor and some language)
1420	1	PG (for some scary images and action and brief mild language)
1421	1	PG (for some frightening images)
1422	1	PG (for some mild action)
1423	1	PG
1424	1	PG13 (for sequences of sci-fi action and violence, and some language)
1425	1	PG13 (for some language, including sex and drug references, and partial nudity)
1426	1	PG13 (for off-color humor)
1427	1	PG13
1428	1	PG
1429	1	R (for violent creature attacks and related gore, and for language)
1430	1	PG
1431	1	PG13 (for intense thematic material, sexual content and a scene of violence)
1432	1	PG13 (for some strong language)
1433	1	NR
1434	1	NC17
1435	1	PG13 (for nudity/sensuality and intense thematic elements)
1436	1	PG
1437	1	PG13
1438	1	R
1439	1	R (for sequences of strong bloody horror violence and gore, graphic nudity, sexual content, language and some drug use)
1440	1	R
1441	1	R
1442	1	PG
1443	1	R (for strong violence/gore, sexual content and language)
1444	1	R (for strong sexual and gross humor, graphic language and some drug content)
1445	1	PG13
1446	1	R (for brief strong violence)
1447	1	R (for language, violence and some sexual content)
1448	1	R
1449	1	PG13 (for sci-fi violence)
1450	1	R (for disturbing violent content, language, brief sexuality and drug use - all involving teens)
1451	1	R (for sexuality)
1452	1	R (for strong violence, and for language)
1453	1	R (for some drug material, language and violent content)
1454	1	R (for language)
1455	1	R (for strong pervasive violence, language, some drug use and sexual content)
1456	1	PG
1457	1	R (for language and domestic abuse)
1458	1	PG13 (for brief strong languge and some scenes of violence)
1459	1	PG
1460	1	R (for language)
1461	1	NR
1462	1	R
1463	1	NR
1464	1	PG13 (for some intense sequences of violent action, some sensuality and language)
1465	1	R (for sexual content, disturbing images and language)
1466	1	R (for some sexuality/nudity)
1467	1	R
1468	1	R (for violence/gore and some strong sexuality)
1469	1	PG13 (for violence, disturbing images and brief language)
1470	1	NR
1471	1	R
1472	1	PG13 (for some intense violence and gore)
1473	1	PG13 (for non-stop martial arts action and some violence)
1474	1	PG13 (for sexual spoofs and language)
1475	1	PG13 (for sci-fi action/violence and brief language)
1476	1	R
1477	1	PG13 (for intense action violence and brief language)
1478	1	R (for strong sci-fi violence, and for language)
1479	1	R (for pervasive strong violence and gore, language, brief sexuality and some drug use)
1480	1	PG
1481	1	R (for strong sexual content, language and some violence)
1482	1	PG13 (for intense violence and disturbing images)
1483	1	PG13 (for intense sequences of violent action, and some language)
1484	1	R (for violence, sexual content, language and brief drug use)
1485	1	R
1486	1	NR
1487	1	PG
1488	1	NR
1489	1	PG
1490	1	NR
1491	1	R
1492	1	PG
1493	1	R
1494	1	R (for strong language including sex-related dialogue, violence, crude humor and some drug content)
1495	1	PG
1496	1	PG13 (for graphic images and descriptions of Holocaust atrocities)
1497	1	R (for some strong sexuality, and for language)
1498	1	PG (for language and mild thematic elements)
1499	1	PG13 (for racy innuendos)
1500	1	PG13 (for brief language, sex and drug references)
1501	1	R (for some sexual content and brief nudity)
1502	1	R (for sexuality, language and some drug use)
1503	1	R (for some sexual content and nudity)
1504	1	R (for disturbing sexual content involving children, and for language)
1505	1	R (for language, sexual dialogue and drug content)
1506	1	R
1507	1	NR
1508	1	R
1509	1	R (for sexual content, some nudity and language)
1510	1	PG13 (for intense situations of peril)
1511	1	PG13
1512	1	PG
1513	1	PG13 (for violence, sexual content, language and smoking)
1514	1	PG (for brief rude behavior and sensual images, some language and incidental smoking)
1515	1	R
1516	1	G
1517	1	PG (for brief mild language)
1518	1	PG (for some mild language)
1519	1	R
1520	1	PG13 (for language, sexual content and brief drug references)
1521	1	PG
1522	1	PG (for crude humor and innuendo)
1523	1	PG
1524	1	R (for graphic nudity, some sexuality and strong language)
1525	1	PG13 (for sexuality and brief language)
1526	1	R
1527	1	PG
1528	1	R (for language and brief nudity)
1529	1	NR
1530	1	R
1531	1	R (for strong sexual content, language, drug use and brief violence)
1532	1	R
1533	1	NR
1534	1	R (for drug use and strong language)
1535	1	R
1536	1	PG
1537	1	R (for language and some drug content)
1538	1	R (for drug/alcohol use and sexuality involving teens, language and a disturbing image)
1539	1	PG
1540	1	PG13 (for crude and sexual content, some drug material and language)
1541	1	R (for language and some sexuality)
1542	1	PG (for mild language and thematic elements)
1543	1	PG13
1544	1	PG13 (for language, sensuality, drug content and images of nudity)
1545	1	PG13 (for sex-related humor)
1546	1	R (for language, sexuality and a comic drug scene)
1547	1	R (for language)
1548	1	R (for strong language and sexual content)
1549	1	R (for strong language and some drug content)
1550	1	PG13
1551	1	PG13 (for sci-fi action violence and frightening images)
1552	1	R
1553	1	PG13 (for some intense action violence)
1554	1	PG
1555	1	PG13 (for action, violence)
1556	1	R
1557	1	R (for strong violence, drug content, language and sexuality)
1558	1	PG13 (for action violence)
1559	1	PG13 (for violence throughout and some suggestive material)
1560	1	PG (for action violence)
1561	1	R (for high-tech horror violence)
1562	1	R (for drug use and language throughout, violence and sexual content)
1563	1	PG
1564	1	R (for brutal violence, pervasive language, drug content and brief nudity)
1565	1	PG13 (for violence, language and sexual references)
1566	1	NR
1567	1	R (for strong violence, drug content, sensuality and language)
1568	1	PG13 (for intense sequences of action violence, some sexual content and language)
1569	1	PG13
1570	1	PG
1571	1	PG (for action/violence and some mild language)
1572	1	PG13 (for brief language and mild thematic elements)
1573	1	R (for strong violence and language)
1574	1	R (for pervasive drug content, gruesome violent images, and language)
1575	1	R
1576	1	R
1577	1	R (for language and a scene of violence)
1578	1	PG13 (for some disturbing images of violence, brief strong language and some sensuality)
1579	1	PG13 (for some strong language and violence, and for sensuality)
1580	1	R
1581	1	R
1582	1	R (for bloody violence throughout, strong sexuality, nudity, drug content and pervasive language)
1583	1	R (for disturbing sexual material involving minors, violence including a rape, language and some drug content)
1584	1	R
1585	1	R (for pervasive language and strong depiction of domestic abuse, including sexual violence and substan)
1586	1	NR
1587	1	R
1588	1	PG (for some villainous acts and mild language)
1589	1	PG
1590	1	R
1591	1	PG
1592	1	NR
1593	1	PG
1594	1	G
1595	1	G
1596	1	PG
1597	1	PG13
1598	1	PG13
1599	1	G
1600	1	G
1601	1	G
1602	1	PG
1603	1	G
1604	1	NR
1605	1	PG (for action violence and peril, some scary images and suggestive material, and mild language)
1606	1	R (for graphic bloody violence)
1607	1	G
1608	1	G
1609	1	G
1610	1	G
1611	1	G
1612	1	PG (for some rude humor and mild comic action)
1613	1	G
1614	1	PG
1615	1	G
1616	1	G
1617	1	R (for intense, realistic, graphic war violence, and for language)
1618	1	G
1619	1	R
1620	1	R
1621	1	PG13
1622	1	R (for violence, language, some sexuality and drug content)
1623	1	R (for strong sexual content, language and violence)
1624	1	PG13 (for thematic elements and a related scene of violence)
1625	1	PG
1626	1	R (for language, some violence and brief nudity)
1627	1	R (for a scene of strong graphic sexuality, nudity, violence, drug use and language)
1628	1	PG
1629	1	G
1630	1	G
1631	1	G
1632	1	G
1633	1	G
1634	1	G
1635	1	G
1636	1	G
1637	1	R
1638	1	PG (for some thematic elements, scary images, action and mild language)
1639	1	NR
1640	1	PG
1641	1	PG
1642	1	R (for prisoner of war brutality and violence)
1643	1	NR
1644	1	PG
1645	1	PG (for scary images and sequences, thematic elements, some crude humor and brief language)
1646	1	G
1647	1	G
1648	1	G
1649	1	G
1650	1	PG (for some mild action)
1651	1	R (for sci-fi violence)
1652	1	R (for strong brutal violence throughout)
1653	1	R (for strong violence and gore, language and nudity)
1654	1	PG (for sequences of action and violence, frightening and dangerous situations, and some thematic elements)
1655	1	PG
1656	1	PG13 (for sci-fi violence and some intense images)
1657	1	R (for graphic sci-fi violence and gore, and for some language and nudity)
1658	1	R (for sci-fi violence and terror, some language and a brief moment of nudity)
1659	1	PG (for scary images, some violence, language and mild sensuality)
1660	1	PG (for scary creature action and violence, peril and some thematic elements)
1661	1	PG (for fantasy violence, intense battle sequences and some frightening images)
1662	1	PG13
1663	1	R
1664	1	PG
1665	1	R
1666	1	PG13 (for violence, non-stop action sequences, sensuality, drug content and language)
1667	1	PG13 (for action violence, innuendo and some sensuality/nudity)
1668	1	R (for strong violence including some torture, and for language throughout)
1669	1	R (for torture/violence and language)
1670	1	R (for sexuality and some language)
1671	1	G
1672	1	R (for violence and language)
1673	1	R (for violence and language)
1674	1	R
1675	1	R (for some sexuality and language)
1676	1	PG13
1677	1	R
1678	1	R (for some strong violence)
1679	1	R (for strong action violence and language)
1680	1	PG
1681	1	R
1682	1	PG13
1683	1	PG
1684	1	PG13 (for irreverent humor throughout)
1685	1	PG13 (for continuous crude sex-related humor and language, and for a drug-related scene)
1686	1	PG
1687	1	PG13 (for rude and sexual humor, and language)
1688	1	PG
1689	1	R (for language)
1690	1	PG13 (for off-color humor)
1691	1	R (for language)
1692	1	NC17
1693	1	NR
1694	1	PG13 (for brief pin-up nudity)
1695	1	R (for sexual content, language and crude humor)
1696	1	PG
1697	1	PG
1698	1	R (for strong lurid violence and sexual dialogue, some sexual situations, drug content and language)
1699	1	PG13
1700	1	R (for a strong sex scene, strong language and sexual dialogue, and for a violent image)
1701	1	R (for continuous teenage alcohol and drug abuse, and for crude sexual references)
1702	1	R
1703	1	R (for strong sexual content including graphic dialogue, and for language)
1704	1	R (for language, a scene of sexuality and some violence)
1705	1	PG (for language, thematic elements and some mild violence)
1706	1	PG (for mean-spirited pranks, some crude humor and language)
1707	1	PG13 (for sexual content, brief nudity, crude humor, language and a drug reference)
1708	1	PG (for some crude and suggestive humor, and for language)
1709	1	R
1710	1	R (for language and some sexual content)
1711	1	PG13 (for sexual content and brief strong language)
1712	1	R
1713	1	R (for aberrant sexual behavior)
1714	1	R
1715	1	R (for sequences of graphic sexual dialogue, nudity/sexuality and language)
1716	1	PG13 (for mature sensuality and some brief nudity)
1717	1	R (for strong sexual content, nudity and language)
1718	1	NR
1719	1	NR
1720	1	R (for some sexuality and language)
1721	1	R (for some sexual content and brief language)
1722	1	R (for pervasive depiction of anti-social behavior of juveniles,including violence, substance abuse,sex)
1723	1	R (for sexuality, language, drug use and some violence - all involving teens)
1724	1	PG
1725	1	R
1726	1	R
1727	1	R (for strong language and sexual content)
1728	1	NR
1729	1	R
1730	1	R
1731	1	R
1732	1	R
1733	1	PG13 (for violence, terror situations, language and some sexual references)
1734	1	R
1735	1	G
1736	1	G
1737	1	R (for sexual content)
1738	1	R (for language)
1739	1	PG13
1740	1	R
1741	1	R
1742	1	R
1743	1	R
1744	1	PG (for language throughout, and some thematic elements)
1745	1	PG
1746	1	R (for some strong sexuality and language)
1747	1	NR
1748	1	R (for strong erotic sequences, nudity and some violence)
1749	1	R
1750	1	PG13 (for violence and sexual content)
1751	1	PG13
1752	1	PG13 (for violence, disturbing images and thematic elements)
1753	1	R (for violence/cruelty and some nudity)
1754	1	NR
1755	1	PG13
1756	1	R
1757	1	R
1758	1	PG
1759	1	R (for language and sexual content)
1760	1	R
1761	1	PG13 (for some sex-related content)
1762	1	PG13 (for sex-related situations)
1763	1	R
1764	1	PG13 (for violence, some sexuality and nudity)
1765	1	PG
1766	1	R (for nudity, strong sexuality, and for graphic scenes of massacre)
1767	1	R
1768	1	NR
1769	1	R
1770	1	NR
1771	1	R
1772	1	R
1773	1	R
1774	1	PG
1775	1	R
1776	1	R
1777	1	R (for language, sexuality and some drug content)
1778	1	R
1779	1	R (for strong sexual violence, sexuality, language and substance abuse)
1780	1	PG13
1781	1	G
1782	1	NC17
1783	1	NR
1784	1	R (for language, some graphic nudity and brief drug use)
1785	1	NR
1786	1	R
1787	1	R (for a moment of strong sexual language)
1788	1	R (for murders by poisoning, language and some nude photos)
1789	1	R (for strong violence and language, and for some nudity and drug use)
1790	1	R (for pervasive strong language, sexual references and some nudity)
1791	1	R (for language, violence and some nudity)
1792	1	G
1793	1	G
1794	1	NR
1795	1	G
1796	1	NR
1797	1	G
1798	1	G
1799	1	G
1800	1	PG13
1801	1	NR
1802	1	R (for language and verbal description of some adult subject matter)
1803	1	PG13 (for brief nudity)
1804	1	R (for sexuality and language)
1805	1	PG
1806	1	R (for language and some sexual content)
1807	1	PG (for mild violence and some language)
1808	1	PG
1809	1	R
1810	1	R (for language and nudity)
1811	1	NR
1812	1	NR
1813	1	PG (for brief mild language)
1814	1	NR
1815	1	PG13 (for sexuality)
1816	1	R (for language and nudity)
1817	1	NR
1818	1	R (for strong language and sexuality)
1819	1	R
1820	1	R (for language)
1821	1	R
1822	1	R
1823	1	R
1824	1	R (for sexuality and some language)
1825	1	R (for strong language)
1826	1	R (for strong language and some sexual content)
1827	1	PG13 (for some strong language, mature thematic elements and brief drug references)
1828	1	R (for pervasive strong drug use, violence and language, and for brief nudity)
1829	1	PG (for a substantial amount of mild language and mature thematic elements)
1830	1	NR
1831	1	R
1832	1	NR
1833	1	R (for sexuality, nudity and some violence)
1834	1	R
1835	1	R (for violence, language and sexuality)
1836	1	NC17
1837	1	R
1838	1	R
1839	1	PG
1840	1	PG13 (for some language and brief sexuality)
1841	1	R (for sci-fi horror violence and gore, and for language and a sex scene)
1842	1	R (for strong sexuality and language, and for violence)
1843	1	PG
1844	1	PG
1845	1	PG13 (for brief strong language)
1846	1	NC17 (for explicit sexuality)
1847	1	R (for strong language including some sex-related dialogue)
1848	1	R (for strong language and some sexuality)
1849	1	R
1850	1	R (for sex-related situations and language)
1851	1	PG13 (for subject matter involving men living in drag, a brief scene of spousal abuse and some language)
1852	1	PG (for some mild language and violence)
1853	1	PG (for brief mild language)
1854	1	R (for sexuality, language and brief violence)
1855	1	R (for sexuality, language and drug use)
1856	1	PG13 (for thematic elements)
1857	1	R (for brief violence, strong sexuality and language)
1858	1	R
1859	1	R (for language, some sexuality and drug content)
1860	1	NR
1861	1	R (for language, drug use and some sexual content)
1862	1	R
1863	1	R
1864	1	R
1865	1	PG13
1866	1	PG13 (for intense and emotional content, some disturbing images and language)
1867	1	PG (for language)
1868	1	PG (for thematic elements and brief disturbing language)
1869	1	R (for language)
1870	1	R (for language)
1871	1	PG13
1872	1	R
1873	1	NR
1874	1	R (for strong violence and several views of nude pin-ups)
1875	1	NR
1876	1	G
1877	1	PG
1878	1	PG
1879	1	NR
1880	1	PG
1881	1	R (for strong language and some violence)
1882	1	PG
1883	1	R
1884	1	PG (for language and thematic elements)
1885	1	G
1886	1	PG13 (for brief strong language)
1887	1	G
1888	1	NR
1889	1	PG (for some mild language and racy drawings)
1890	1	R
1891	1	R
1892	1	NR
1893	1	PG
1894	1	PG
1895	1	R
1896	1	R
1897	1	R (for terror, violence, a scene of sexual molestation, and for language)
1898	1	R
1899	1	PG
1900	1	PG
1901	1	PG (for mild language)
1902	1	R
1903	1	R
1904	1	PG
1905	1	PG
1906	1	G
1907	1	G
1908	1	NR
1909	1	G
1910	1	R (for violence, a scene of strong sexuality, language and drug use)
1911	1	NR
1912	1	R (for language and some violence)
1913	1	NR
1914	1	R
1915	1	NR
1916	1	PG13 (for a strong scene of violence and for racial dialogue)
1917	1	NR
1918	1	G
1919	1	PG
1920	1	PG
1921	1	PG
1922	1	R (for sequences of graphic violence)
1923	1	R (for sexuality and language)
1924	1	R (for strong violence and epic warfare)
1925	1	NR
1926	1	PG (for brief, mild language)
1927	1	R (for violence and language)
1928	1	PG
1929	1	G
1930	1	G
1931	1	G
1932	1	G
1933	1	G
1934	1	PG (for sequences of action, some violence and language)
1935	1	PG (for some threatening animal action)
1936	1	PG (for mild language)
1937	1	G
1938	1	R
1939	1	R (for strong violence, drug content, sexuality and language)
1940	1	PG13 (for one use of strong language)
1941	1	NR
1942	1	PG (for a dog attack and a disturbing car crash)
1943	1	PG
1944	1	PG (for language and brief nudity)
1945	1	R
1946	1	NR
1947	1	R
1948	1	R (for horrific images)
1949	1	PG
1950	1	R (for bloody horror, violence and gore)
1951	1	G
1952	1	PG13 (for nudity and language)
1953	1	NR
1954	1	PG
1955	1	G
1956	1	R
1957	1	PG13 (for sex-related material, language, some drug use and brief smoking)
1958	1	R
1959	1	R
1960	1	R (for language, sexual content and drug use)
1961	1	R (for brief language and sexuality)
1962	1	R (for strong language and sexual references)
1963	1	R (for language, sensuality and a scene of violence)
1964	1	PG
1965	1	PG
1966	1	R (for strong violence, drug use and language)
1967	1	PG13
1968	1	R (for violence and language)
1969	1	PG
1970	1	R (for terror violence/gore, language and brief nudity)
1971	1	R (for strong violence and gore, sexuality, language and brief drug use)
1972	1	R (for sadistic brutal violence including a rape and disturbing images, language, nudity and some drug use)
1973	1	NR
1974	1	R (for prolonged sequences of strong gruesome horror violence and gore, a rape and language)
1975	1	R
1976	1	R (for strong horror violence throughout and some nudity)
1977	1	R (for strong horror violence and language)
1978	1	R (for violence, language and brief nudity)
1979	1	NC17 (for extreme sadistic graphic violence and gore)
1980	1	NR
1981	1	PG13 (for thematic material and brief strong language)
1982	1	R (for disturbing violent content, some sexuality and language)
1983	1	PG13 (for intense sequences of violence and terror, disturbing images, thematic material, language and sexual references)
1984	1	R (for violent disturbing images and language)
1985	1	R
1986	1	R
1987	1	PG
1988	1	PG
1989	1	R (for some sexuality)
1990	1	PG
1991	1	NC17
1992	1	R (for violence, sensuality and language)
1993	1	NR
1994	1	R
1995	1	R
1996	1	PG13 (for action violence, some drug humor, language and sensuality)
1997	1	NR
1998	1	R (for some language and images of violence)
1999	1	R (for strong graphic violence/gore, sexual content and language)
