movie	boxofficemojo	title
1080	1	National Treasure
1081	1	Lara Croft:
1082	1	Romancing the Stone
1083	1	Sahara
1084	1	Lara Croft Tomb Raider:
1085	1	Without a Paddle
1086	1	Trespass
1087	1	Public Enemies
1088	1	Changeling
1089	1	Capote
1090	1	Midnight in the Garden of Good &amp; Evil
1091	1	Thunderheart
1092	1	City by the Sea
1093	1	Alpha Dog
1094	1	Ghosts of Mississippi
1095	1	The Newton Boys
1096	1	Heavenly Creatures
1097	1	Let Him Have It
1098	1	The Fugitive
1099	1	S.W.A.T.
1100	1	The Addams Family
1101	1	Maverick
1102	1	Charlie's Angels:
1103	1	The Naked Gun 2 1/2:
1104	1	The X-Files
1105	1	The Naked Gun:
1106	1	The A-Team
1107	1	The Untouchables
1108	1	Miami Vice
1109	1	The Naked Gun 33 1/3:
1110	1	Land of the Lost
1111	1	Addams Family Values
1112	1	The Brady Bunch Movie
1113	1	Demon Knight
1114	1	The Nude Bomb
1115	1	Bordello of Blood
1116	1	McHale's Navy
1117	1	Alvin and the Chipmunks:
1118	1	Alvin and the Chipmunks
1119	1	Casper
1120	1	Scooby-Doo 2:
1121	1	Garfield:
1122	1	Underdog
1123	1	Garfield:
1124	1	Hannah Montana The Movie
1125	1	King Kong
1126	1	Stuart Little
1127	1	Stuart Little 2
1128	1	Hop
1129	1	Elizabethtown
1130	1	Chasing Amy
1131	1	The One
1132	1	Big Business
1133	1	Stuck on You
1134	1	Double Impact
1135	1	Adaptation.
1136	1	Raising Cain
1137	1	It Takes Two
1138	1	Maximum Risk
1139	1	The Krays
1140	1	The Life Aquatic with Steve Zissou
1141	1	Into the Blue
1142	1	Van Helsing
1143	1	Interview with the Vampire
1144	1	Underworld:
1145	1	Underworld
1146	1	30 Days of Night
1147	1	Vampires Suck
1148	1	The Lost Boys
1149	1	John Carpenter's Vampires
1150	1	Vampire in Brooklyn
1151	1	Cirque du Freak:
1152	1	Let Me In
1153	1	Dracula:
1154	1	The Hunger
1155	1	Near Dark
1156	1	BloodRayne
1157	1	Cronos
1158	1	Thirst
1159	1	Prince of Persia:
1160	1	Mortal Kombat
1161	1	Super Mario Bros.
1162	1	House of the Dead
1163	1	Street Fighter:
1164	1	Alone in the Dark
1165	1	Double Dragon
1166	1	Tekken
1167	1	The Matrix Reloaded
1168	1	The Matrix
1169	1	The Matrix Revolutions
1170	1	Virtuosity
1171	1	Hackers
1172	1	Open Your Eyes
1173	1	Virtual Sexuality
1174	1	Saving Private Ryan
1175	1	Inglourious Basterds
1176	1	Schindler's List
1177	1	Valkyrie
1178	1	Enemy at the Gates
1179	1	Windtalkers
1180	1	The Thin Red Line
1181	1	Flags of Our Fathers
1182	1	Defiance
1183	1	Hart's War
1184	1	Letters from Iwo Jima
1185	1	The Great Raid
1186	1	Miracle at St. Anna
1187	1	A Midnight Clear
1188	1	Wedding Crashers
1189	1	Father of the Bride
1190	1	Bride Wars
1191	1	The Best Man
1192	1	The Other Sister
1193	1	You Again
1194	1	The Wood
1195	1	The In-Laws
1196	1	Our Family Wedding
1197	1	Muriel's Wedding
1198	1	Monsoon Wedding
1199	1	Rachel Getting Married
1200	1	Very Bad Things
1201	1	The Wedding Banquet
1202	1	The Groomsmen
1203	1	Ceremony
1204	1	Wolf
1205	1	The Wolfman
1206	1	Cursed
1207	1	The Howling
1208	1	The Company of Wolves
1209	1	Skinwalkers
1210	1	Red Riding Hood
1211	1	Dances with Wolves
1212	1	Unforgiven
1213	1	Open Range
1214	1	3:10 to Yuma (2007)
1215	1	Pale Rider
1216	1	Silverado
1217	1	The Missing
1218	1	Wyatt Earp
1219	1	The Alamo (2004)
1220	1	Quigley Down Under
1221	1	Appaloosa
1222	1	Geronimo:
1223	1	The Long Riders
1224	1	Jonah Hex
1225	1	Comes a Horseman
1226	1	The Three Burials of Melquiades Estrada
1227	1	The Warrior's Way
1228	1	Wild Bill
1229	1	The Claim
1230	1	The Hi-Lo Country
1231	1	True Grit (2010)
1232	1	Meek's Cutoff
1233	1	The Karate Kid
1234	1	Crouching Tiger, Hidden Dragon
1235	1	Under Siege
1236	1	Hero
1237	1	Exit Wounds
1238	1	Transporter 2
1239	1	Ninja Assassin
1240	1	Universal Soldier
1241	1	Dragon:
1242	1	Cradle 2 the Grave
1243	1	Hard Target
1244	1	Transporter 3
1245	1	The Last Dragon
1246	1	Jet Li's Fearless
1247	1	Unleashed
1248	1	Lionheart
1249	1	Nowhere to Run
1250	1	The Quest
1251	1	Code of Silence
1252	1	Above the Law
1253	1	Supercop
1254	1	Jackie Chan's First Strike
1255	1	Brotherhood of the Wolf
1256	1	Dragonball Evolution
1257	1	Forced Vengeance
1258	1	The Passion of the Christ
1259	1	The Chronicles of Narnia:
1260	1	The Chronicles of Narnia:
1261	1	The Nativity Story
1262	1	Fireproof
1263	1	The Ultimate Gift
1264	1	The Witches of Eastwick
1265	1	The Craft
1266	1	Down with Love
1267	1	The Unbearable Lightness of Being
1268	1	Swingers
1269	1	Death Becomes Her
1270	1	Creepshow
1271	1	The Serpent and the Rainbow
1272	1	Pet Sematary II
1273	1	Prince of Darkness
1274	1	Shaun of the Dead
1275	1	Evil Dead 2
1276	1	The Evil Dead
1277	1	George A. Romero's Diary of the Dead
1278	1	Dead Alive
1279	1	40 Days and 40 Nights
1280	1	It Could Happen to You
1281	1	Best Friends
1282	1	The Truth About Cats &amp; Dogs
1283	1	Addicted to Love
1284	1	(500) Days of Summer
1285	1	Definitely, Maybe
1286	1	She's Out of My League
1287	1	Murphy's Romance
1288	1	Green Card
1289	1	The Prince and Me
1290	1	High Fidelity
1291	1	I.Q.
1292	1	Benny and Joon
1293	1	Frankie and Johnny (1991)
1294	1	Much Ado About Nothing
1295	1	Two Can Play That Game
1296	1	Emma
1297	1	Only the Lonely
1298	1	My Best Friend's Girl
1299	1	Her Alibi
1300	1	Milk Money
1301	1	Born Yesterday
1302	1	Punch-Drunk Love
1303	1	The One and Only
1304	1	That Old Feeling
1305	1	Continental Divide
1306	1	Threesome
1307	1	Alex and Emma
1308	1	Dr. T and the Women
1309	1	Mr. Wrong
1310	1	The Beautician and the Beast
1311	1	Husbands and Wives
1312	1	Head Over Heels
1313	1	Mrs. Winterbourne
1314	1	He Said, She Said
1315	1	My Life in Ruins
1316	1	Sprung
1317	1	A Good Year
1318	1	Town &amp; Country
1319	1	Til There Was You
1320	1	Modern Romance
1321	1	The Perez Family
1322	1	If Lucy Fell
1323	1	A Little Sex
1324	1	The Broken Hearts Club
1325	1	Trust the Man
1326	1	Swept Away
1327	1	Mr. Jealousy
1328	1	The Baxter
1329	1	I Could Never Be Your Woman
1330	1	The Accidental Husband
1331	1	All the Real Girls
1332	1	Jude
1333	1	Swept from the Sea
1334	1	Waking the Dead
1335	1	Redbelt
1336	1	3 Ninjas:
1337	1	Fast, Cheap and Out of Control
1338	1	The Big One
1339	1	Mr. Death
1340	1	Sketches of Frank Gehry
1341	1	Where in the World Is Osama Bin Laden?
1342	1	Bigger, Stronger, Faster*
1343	1	And Everything is Going Fine
1344	1	How the Grinch Stole Christmas
1345	1	Elf
1346	1	The Santa Clause 2
1347	1	Four Christmases
1348	1	The Santa Clause 3:
1349	1	Christmas with the Kranks
1350	1	Fred Claus
1351	1	Scrooged
1352	1	Deck the Halls
1353	1	Prancer
1354	1	Unaccompanied Minors
1355	1	I'll Be Home for Christmas
1356	1	Trapped in Paradise
1357	1	It's a Wonderful Life
1358	1	A Christmas Carol (1938)
1359	1	A Christmas Carol (1951)
1360	1	Scrooge (1935)
1361	1	White Christmas
1362	1	Miracle on 34th Street
1363	1	Christmas in Connecticut
1364	1	Holiday Affair
1365	1	Thomas Kinkade's Home for Christmas (formerly The Christmas Cottage)
1366	1	Standard Operating Procedure
1367	1	The Agronomist
1368	1	Ayn Rand:
1369	1	South of the Border
1370	1	Jimmy Carter Man from Plains
1371	1	Shakespeare Behind Bars
1372	1	Terror's Advocate
1373	1	A Decade Under the Influence
1374	1	Lake of Fire
1375	1	Glass:
1376	1	Two by Scorsese (re-issue)
1377	1	Fraude
1378	1	To Live
1379	1	The Sea Inside
1380	1	Shanghai Triad
1381	1	Ju Dou
1382	1	The Story of Qiu Ju
1383	1	Roman de Gare
1384	1	Delicatessen
1385	1	Summer Hours
1386	1	The Road Home
1387	1	The Last Kiss
1388	1	The Princess and the Warrior
1389	1	The Last Mistress
1390	1	The Devil's Backbone
1391	1	The Monster
1392	1	Red Cliff
1393	1	Johnny Stecchino
1394	1	Not One Less
1395	1	Changing Times
1396	1	Our Lady of the Assassins
1397	1	Bitter Sugar
1398	1	Tokyo!
1399	1	Zinda
1400	1	Winter Sleepers
1401	1	Days of Glory
1402	1	Riding Alone for Thousands of Miles
1403	1	Home Alone 2:
1404	1	Die Hard 2:
1405	1	Die Hard
1406	1	The Family Man
1407	1	The Family Stone
1408	1	Mixed Nuts
1409	1	Happy Times
1410	1	Kontroll
1411	1	Remember Me, My Love
1412	1	CJ7
1413	1	Matador
1414	1	Angel-A
1415	1	Eros
1416	1	A Woman, A Gun and A Noodle Shop
1417	1	Ashes of Time Redux
1418	1	Cherry Blossoms
1419	1	Comedy of Power
1420	1	Pierrot le Fou (re-issue)
1421	1	Boss of It All
1422	1	La Chinoise (re-issue)
1423	1	Mancora
1424	1	Yang Ban Xi
1425	1	Cobra Verde (re-issue)
1426	1	The Tiger and the Snow
1427	1	Solo Con Tu Pareja
1428	1	As Tears Go By
1429	1	Strike
1430	1	Steve + Sky
1431	1	The Great Yokai War
1432	1	Breakfast on Pluto
1433	1	Mysterious Skin
1434	1	Big Eden
1435	1	She Hate Me
1436	1	The Dying Gaul
1437	1	Total Eclipse
1438	1	Butterfly Kiss
1439	1	Tru Loved
1440	1	Coffee Date
1441	1	All Dogs Go to Heaven
1442	1	Osmosis Jones
1443	1	Rock-A-Doodle
1444	1	Thumbelina
1445	1	Persepolis
1446	1	The Pebble and the Penguin
1447	1	Cats Don't Dance
1448	1	Waking Life
1449	1	Rango
1450	1	King of the Elves
1451	1	13 Going on 30
1452	1	The 40-Year-Old Virgin
1453	1	Step Brothers
1454	1	Old School
1455	1	I Love You, Man
1456	1	Drillbit Taylor
1457	1	Big
1458	1	17 Again
1459	1	Like Father, Like Son
1460	1	It's a Boy Girl Thing
1461	1	Paul Blart:
1462	1	Police Academy 4:
1463	1	Ernest Goes to Jail
1464	1	Ernest Goes to Camp
1465	1	Police Academy 5:
1466	1	Witless Protection
1467	1	The Social Network
1468	1	The House Bunny
1469	1	College Road Trip
1470	1	Revenge of the Nerds II:
1471	1	Spring Break
1472	1	Real Genius
1473	1	Sydney White
1474	1	The War of the Roses
1475	1	Burn After Reading
1476	1	The Cable Guy
1477	1	Throw Momma From the Train
1478	1	Grosse Pointe Blank
1479	1	Nurse Betty
1480	1	Observe and Report
1481	1	Raising Arizona
1482	1	The Player
1483	1	I Love You to Death
1484	1	Envy
1485	1	Sunshine Cleaning
1486	1	After Hours
1487	1	Duplex
1488	1	Death to Smoochy
1489	1	Big Trouble
1490	1	Club Dread
1491	1	The Butcher Boy
1492	1	Heathers
1493	1	Mrs. Doubtfire
1494	1	Big Momma's House
1495	1	Tyler Perry's Madea Goes to Jail
1496	1	Big Momma's House 2
1497	1	Tyler Perry's Madea's Family Reunion
1498	1	Date Movie
1499	1	F/X 2
1500	1	Beverly Hills Cop II
1501	1	Speed 2:
1502	1	Cheaper by the Dozen
1503	1	The Pacifier
1504	1	Daddy Day Care
1505	1	Parenthood
1506	1	RV
1507	1	Uncle Buck
1508	1	Yours, Mine and Ours
1509	1	Are We Done Yet?
1510	1	Old Dogs
1511	1	Getting Even With Dad
1512	1	Daddy Day Camp
1513	1	Evan Almighty
1514	1	Michael
1515	1	Dogma
1516	1	Oh, God! You Devil!
1517	1	Defending Your Life
1518	1	Wholly Moses
1519	1	American Pie
1520	1	Mean Girls
1521	1	Ferris Bueller's Day Off
1522	1	The Breakfast Club
1523	1	The Perfect Score
1524	1	Get Him to the Greek
1525	1	Be Cool
1526	1	Walk Hard:
1527	1	A Mighty Wind
1528	1	Airheads
1529	1	This Is Spinal Tap
1530	1	Scary Movie
1531	1	Adventureland
1532	1	Youth in Revolt
1533	1	The Girl Next Door
1534	1	Miss March
1535	1	Joy of Sex
1536	1	Homework
1537	1	Losin' It
1538	1	Going All the Way
1539	1	Wild Hogs
1540	1	Due Date
1541	1	Sideways
1542	1	About Schmidt
1543	1	Rat Race
1544	1	Pee-Wee's Big Adventure
1545	1	Tommy Boy
1546	1	Lost in America
1547	1	Something Wild
1548	1	Larger Than Life
1549	1	Look Who's Talking Now
1550	1	Scary Movie 3
1551	1	Scary Movie 4
1552	1	Hot Shots! Part Deux
1553	1	Meet the Spartans
1554	1	History of the World, Part I
1555	1	Young Doctors in Love
1556	1	Mafia!
1557	1	Dead Men Don't Wear Plaid
1558	1	Kung Pow! Enter the Fist
1559	1	Disaster Movie
1560	1	I'm Gonna Git You Sucka
1561	1	An American Carol
1562	1	Knight &amp; Day
1563	1	Liar Liar
1564	1	Click
1565	1	Bedtime Stories
1566	1	Disney's The Kid
1567	1	Stranger Than Fiction
1568	1	The Invention of Lying
1569	1	Doctor Dolittle
1570	1	The Shaggy Dog
1571	1	Death at a Funeral (2010)
1572	1	Dirty Rotten Scoundrels
1573	1	Last Holiday
1574	1	That Darn Cat
1575	1	School for Scoundrels
1576	1	We're No Angels
1577	1	300
1578	1	Road to Perdition
1579	1	Red
1580	1	Constantine
1581	1	Scott Pilgrim vs. the World
1582	1	Punisher:
1583	1	Swamp Thing
1584	1	Sin City 2
1585	1	The Color of Money
1586	1	Jackie Brown
1587	1	Matchstick Men
1588	1	Tin Men
1589	1	Heist
1590	1	Two for the Money
1591	1	Rounders
1592	1	Confidence
1593	1	Glengarry Glen Ross
1594	1	The Spanish Prisoner
1595	1	House of Games
1596	1	Welcome to Woop Woop
1597	1	The Day After Tomorrow
1598	1	Angels &amp; Demons
1599	1	Barbershop
1600	1	The Golden Compass
1601	1	Thelma and Louise
1602	1	Jungle Fever
1603	1	Powder
1604	1	Religulous
1605	1	The Last Temptation of Christ
1606	1	Julie &amp; Julia
1607	1	Chocolat
1608	1	Like Water for Chocolate
1609	1	Big Night
1610	1	Eat Drink Man Woman
1611	1	Training Day
1612	1	16 Blocks
1613	1	Brooklyn's Finest
1614	1	The Gauntlet
1615	1	The Corruptor
1616	1	Narc
1617	1	Night Falls on Manhattan
1618	1	Bad Lieutenant:
1619	1	The Thin Blue Line
1620	1	Cloverfield
1621	1	Predator
1622	1	Arachnophobia
1623	1	Mighty Joe Young
1624	1	The Ghost and the Darkness
1625	1	Jeepers Creepers
1626	1	Jeepers Creepers 2
1627	1	The Relic
1628	1	The Descent
1629	1	Splice
1630	1	Tremors
1631	1	Deep Rising
1632	1	Bandits
1633	1	Out of Sight
1634	1	Married to the Mob
1635	1	True Romance
1636	1	Inception
1637	1	Gangs of New York
1638	1	Heat
1639	1	Takers
1640	1	Scarface (1983)
1641	1	Carlito's Way
1642	1	The Usual Suspects
1643	1	Mobsters
1644	1	Eastern Promises
1645	1	Domino
1646	1	Formula 51
1647	1	Lock, Stock and Two Smoking Barrels
1648	1	Reservoir Dogs
1649	1	Layer Cake
1650	1	Little Odessa
1651	1	The Yards
1652	1	Tootsie
1653	1	White Chicks
1654	1	To Wong Foo, Thanks for Everything, Julie Newmar
1655	1	The Adventures of Priscilla, Queen of the Desert
1656	1	Connie and Carla
1657	1	Ed Wood
1658	1	Flawless (1999)
1659	1	Kinky Boots
1660	1	Courage Under Fire
1661	1	King Arthur
1662	1	G.I. Jane
1663	1	The Messenger:
1664	1	A.I. Artificial Intelligence
1665	1	Surrogates
1666	1	Staying Alive
1667	1	White Nights
1668	1	Fame (1980)
1669	1	Strictly Ballroom
1670	1	Swing Kids
1671	1	Fast Forward
1672	1	Black Swan
1673	1	Footloose (2011)
1674	1	Born on the Fourth of July
1675	1	Extreme Measures
1676	1	My Left Foot
1677	1	Twister
1678	1	Armageddon
1679	1	The Perfect Storm
1680	1	Apollo 13
1681	1	2012
1682	1	Knowing
1683	1	Vertical Limit
1684	1	Poseidon
1685	1	Alive
1686	1	Daylight
1687	1	The Concorde:
1688	1	The Trigger Effect
1689	1	The Hindenburg
1690	1	March of the Penguins
1691	1	Sicko
1692	1	An Inconvenient Truth
1693	1	Capitalism:
1694	1	Roger and Me
1695	1	Waiting for
1696	1	Shine a Light
1697	1	The Fog of War
1698	1	Imagine:
1699	1	Capturing the Friedmans
1700	1	Inside Job
1701	1	A Brief History of Time
1702	1	It Might Get Loud
1703	1	The Kid Stays in the Picture
1704	1	No End in Sight
1705	1	Encounters at the End of the World
1706	1	American Teen
1707	1	My Dog Skip
1708	1	Marmaduke
1709	1	See Spot Run
1710	1	Best in Show
1711	1	Gone in 60 Seconds
1712	1	Shaft
1713	1	The Taking of Pelham 1 2 3
1714	1	Narrow Margin
1715	1	Taken
1716	1	Ransom
1717	1	Along Came a Spider
1718	1	Misery
1719	1	Firewall
1720	1	A Perfect World
1721	1	The Clearing
1722	1	Spartan
1723	1	The Patriot
1724	1	A Time to Kill
1725	1	Phenomenon
1726	1	Stand by Me
1727	1	My Sister's Keeper
1728	1	Kingdom of Heaven
1729	1	Regarding Henry
1730	1	Instinct
1731	1	Nothing in Common
1732	1	Corrina, Corrina
1733	1	Casualties of War
1734	1	Becoming Jane
1735	1	Mo' Better Blues
1736	1	A Mighty Heart
1737	1	Erin Brockovich
1738	1	A Civil Action
1739	1	Gorillas in the Mist
1740	1	Chain Reaction
1741	1	Furry Vengeance
1742	1	The Road to El Dorado
1743	1	Around the World in 80 Days
1744	1	The Adventures of Baron Munchausen
1745	1	1492:
1746	1	Almost Heroes
1747	1	The Bear
1748	1	Free Willy 2:
1749	1	Operation Dumbo Drop
1750	1	Two Brothers
1751	1	Dunston Checks In
1752	1	Night at the Museum
1753	1	Harry Potter and the Deathly Hallows Part 1
1754	1	Charlie and the Chocolate Factory
1755	1	Lemony Snicket's A Series of Unfortunate Events
1756	1	Jumanji
1757	1	Percy Jackson &amp; The Olympians:
1758	1	Charlotte's Web (2006)
1759	1	Where the Wild Things Are
1760	1	The Spiderwick Chronicles
1761	1	Holes
1762	1	The Water Horse:
1763	1	Matilda
1764	1	The Secret Garden
1765	1	Ramona and Beezus
1766	1	Nancy Drew
1767	1	The Borrowers
1768	1	The Neverending Story
1769	1	The Neverending Story II
1770	1	Inkheart
1771	1	Race to Witch Mountain
1772	1	The Jungle Book (1994)
1773	1	Look Who's Talking Too
1774	1	Babe:
1775	1	Racing Stripes
1776	1	Zookeeper
1777	1	The Mummy
1778	1	Hidalgo
1779	1	Rabbit-Proof Fence
1780	1	Paradise
1781	1	The Lord of the Rings:
1782	1	The Lord of the Rings:
1783	1	The Lord of the Rings:
1784	1	Peter Pan
1785	1	Stardust
1786	1	The Brothers Grimm
1787	1	Pan's Labyrinth
1788	1	Warriors of Virtue
1789	1	Backdraft
1790	1	Ladder 49
1791	1	Firestarter
1792	1	Life Is Beautiful
1793	1	Amelie
1794	1	Il Postino
1795	1	Y Tu Mama Tambien
1796	1	Volver
1797	1	The Lives of Others
1798	1	My Life as a Dog
1799	1	City of God
1800	1	Run Lola Run
1801	1	A Very Long Engagement
1802	1	Amores Perros
1803	1	Broken Embraces
1804	1	Lust, Caution
1805	1	Black Book
1806	1	High Tension
1807	1	Soldier
1808	1	Sunshine
1809	1	Code 46
1810	1	Shopping
1811	1	Philadelphia
1812	1	The Crying Game
1813	1	The Hours
1814	1	Alexander
1815	1	Milk
1816	1	Cruising
1817	1	Kinsey
1818	1	A Single Man
1819	1	Gods and Monsters
1820	1	Before Night Falls
1821	1	My Beautiful Laundrette
1822	1	Prick Up Your Ears
1823	1	Chuck &amp; Buck
1824	1	A Home at the End of the World
1825	1	Inside Man
1826	1	Get Shorty
1827	1	The Score
1828	1	The Thomas Crown Affair
1829	1	The Bank Job
1830	1	After the Sunset
1831	1	Going in Style
1832	1	Small Time Crooks
1833	1	Hudson Hawk
1834	1	Armored
1835	1	The Brink's Job
1836	1	The Good Thief
1837	1	The Lonely Maiden
1838	1	Tower Heist
1839	1	Smokin' Aces
1840	1	Assassins
1841	1	The Professional
1842	1	The Replacement Killers
1843	1	Confessions of a Dangerous Mind
1844	1	2 Days in the Valley
1845	1	In Bruges
1846	1	8 Heads in a Duffel Bag
1847	1	You Kill Me
1848	1	Assassination Tango
1849	1	The Hit
1850	1	Shadowboxer
1851	1	The Merry Gentleman
1852	1	Interview with the Assassin
1853	1	The Contract
1854	1	Who Framed Roger Rabbit
1855	1	Tropic Thunder
1856	1	Scream 3
1857	1	Bowfinger
1858	1	Funny People
1859	1	Big Fat Liar
1860	1	Postcards from the Edge
1861	1	Wes Craven's New Nightmare
1862	1	Win a Date with Tad Hamilton!
1863	1	I'll Do Anything
1864	1	State and Main
1865	1	Celebrity
1866	1	Hollywood Ending
1867	1	Jimmy Hollywood
1868	1	Full Frontal
1869	1	Auto Focus
1870	1	Living in Oblivion
1871	1	What Just Happened?
1872	1	The Big Picture
1873	1	Forgotten Silver
1874	1	Somewhere
1875	1	Shutter Island
1876	1	The Village
1877	1	Sleepy Hollow
1878	1	The Others
1879	1	Mary Reilly
1880	1	Below
1881	1	10,000 B.C.
1882	1	The 13th Warrior
1883	1	Tom and Huck
1884	1	Quest for Fire
1885	1	Scream
1886	1	Scream 2
1887	1	Freddy Vs. Jason
1888	1	The Texas Chainsaw Massacre
1889	1	Friday the 13th (2009)
1890	1	Halloween (2007)
1891	1	A Nightmare on Elm Street 4:
1892	1	When a Stranger Calls
1893	1	Halloween
1894	1	House of Wax
1895	1	Candyman
1896	1	A Nightmare on Elm Street
1897	1	A Nightmare on Elm Street 5:
1898	1	Friday the 13th - Part V
1899	1	Shocker
1900	1	Halloween III:
1901	1	Deadly Blessing
1902	1	Scream 4
1903	1	The Sixth Sense
1904	1	What Lies Beneath
1905	1	The Haunting
1906	1	Paranormal Activity 2
1907	1	1408
1908	1	White Noise
1909	1	The Omen (2006)
1910	1	Final Destination 3
1911	1	Final Destination
1912	1	Final Destination 2
1913	1	The Unborn (2009)
1914	1	Drag Me to Hell
1915	1	The Last Exorcism
1916	1	Devil
1917	1	The Fog
1918	1	The Ninth Gate
1919	1	Case 39
1920	1	Poltergeist (2011)
1921	1	The Apparition
1922	1	Hostel
1923	1	The Hills Have Eyes
1924	1	The Last House on the Left (2009)
1925	1	Vacancy
1926	1	Hostel Part II
1927	1	House of 1,000 Corpses
1928	1	Turistas
1929	1	Trick 'r Treat
1930	1	Ghostbusters
1931	1	Ghostbusters II
1932	1	The Frighteners
1933	1	Jennifer's Body
1934	1	Haunted Honeymoon
1935	1	Slither
1936	1	The Crazies
1937	1	The Wicker Man
1938	1	Spirit:
1939	1	The Electric Horseman
1940	1	Into the West
1941	1	Speed
1942	1	John Q.
1943	1	The River Wild
1944	1	Phone Booth
1945	1	The Negotiator
1946	1	Cadillac Man
1947	1	House Arrest
1948	1	Night at the Museum:
1949	1	Eagle Eye
1950	1	I Am Number Four
1951	1	Sucker Punch
1952	1	Real Steel
1953	1	Contagion (3D)
1954	1	The Lion King
1955	1	The Princess and the Frog
1956	1	The Land Before Time
1957	1	An American Tail
1958	1	Circle of Friends
1959	1	In America
1960	1	Miller's Crossing
1961	1	Hear My Song
1962	1	The Snapper
1963	1	The Field
1964	1	The Miracle
1965	1	Bloody Sunday
1966	1	The Van
1967	1	An Everlasting Piece
1968	1	Christine
1969	1	Robin Hood
1970	1	Hamlet (1990)
1971	1	Tristan and Isolde
1972	1	Henry V
1973	1	The Name of the Rose
1974	1	Othello
1975	1	Flesh and Blood
1976	1	The Forgotten
1977	1	Dead Again
1978	1	Dark City
1979	1	Jacob's Ladder
1980	1	Dreamscape
1981	1	The Imaginarium of Doctor Parnassus
1982	1	Donnie Darko
1983	1	Zelig
1984	1	Waiting for Guffman
1985	1	Tristram Shandy:
1986	1	I'm Still Here
1987	1	The Grand
1988	1	Finishing the Game
1989	1	Incident at Loch Ness
1990	1	Terms of Endearment
1991	1	Stepmom
1992	1	Monster-in-Law
1993	1	Psycho
1994	1	Riding in Cars with Boys
1995	1	Little Man Tate
1996	1	Beloved
1997	1	Mother (1996)
1998	1	Mouse Hunt
1999	1	Stop Making Sense
