camera	amazon	price
1395	1	$333.89
1396	1	$899.00
1397	1	$333.89
1398	1	$309.95
1399	1	$248.19
1400	1	$249.95
1401	1	$190.17
1402	1	$266.29
1403	1	$350.76
1404	1	$179.95
1405	1	$223.98
1406	1	$539.99
1407	1	$354.39
1408	1	$350.76
1409	1	$599.00
1410	1	$974.00
1411	1	$49.99
1412	1	$101.95
1413	1	$139.00
1414	1	$474.95
1415	1	$302.69
1416	1	$386.99
1417	1	$217.94
1418	1	$250.59
1419	1	$249.39
1420	1	$223.98
1421	1	$250.59
1422	1	$117.19
1423	1	$196.20
1424	1	$216.73
1425	1	$309.95
1426	1	$190.17
1427	1	$189.95
1428	1	$899.00
1429	1	$101.95
1430	1	$124.95
1431	1	$335.09
1432	1	$549.99
1433	1	$114.00
1434	1	$164.99
1435	1	$68.86
1436	1	$177.00
1437	1	$169.99
1438	1	$89.99
1439	1	$69.95
1440	1	$244.00
1441	1	$264.95
1442	1	$99.99
1443	1	$164.99
1444	1	$136.95
1445	1	$89.00
1446	1	$207.65
1447	1	$299.99
1448	1	$89.99
1449	1	$59.99
1450	1	$649.00
1451	1	$350.76
1452	1	$124.95
1453	1	$649.95
1454	1	$649.95
1455	1	$649.95
1456	1	$59.99
1457	1	$109.00
1458	1	$649.95
1459	1	$239.90
1460	1	$799.99
1461	1	$224.95
1462	1	$116.95
1463	1	$76.13
1464	1	$249.95
1465	1	$226.95
1466	1	$238.95
1467	1	$214.95
1468	1	$239.95
1469	1	$199.99
1470	1	$116.95
1471	1	$116.95
1472	1	$116.95
1473	1	$365.95
1474	1	$85.95
1475	1	$109.00
1476	1	$169.95
1477	1	$354.95
1478	1	$299.95
1479	1	$229.95
1480	1	$284.95
1481	1	$154.95
1482	1	$57.29
1483	1	$265.95
1484	1	$109.22
1485	1	$199.99
1486	1	$249.96
1487	1	$188.00
1488	1	$299.95
1489	1	$180.95
1490	1	$309.96
1491	1	$119.99
1492	1	$278.05
1493	1	$119.95
1494	1	$179.95
1495	1	$161.96
1496	1	$289.98
1497	1	$449.00
1498	1	$124.95
1499	1	$179.95
1500	1	$104.95
1501	1	$109.00
1502	1	$159.95
1503	1	$169.95
1504	1	$179.95
1505	1	$146.95
1506	1	$124.95
1507	1	$259.99
1508	1	$293.42
1509	1	$399.44
1510	1	$159.95
1511	1	$259.95
1512	1	$54.95
1513	1	$119.00
1514	1	$199.00
1515	1	$129.95
1516	1	$199.98
1517	1	$349.96
1518	1	$119.95
1519	1	$14.99
1520	1	$199.95
1521	1	$134.95
1522	1	$99.95
1523	1	$389.99
1524	1	$284.95
1525	1	$124.95
1526	1	$75.99
1527	1	$169.00
1528	1	$289.95
1529	1	$274.95
1530	1	$129.00
1531	1	$129.95
1532	1	$359.95
1533	1	$99.99
1534	1	$279.95
1535	1	$334.95
1536	1	$299.95
1537	1	$349.95
1538	1	$99.00
1539	1	$699.00
1540	1	$139.95
1541	1	$254.95
1542	1	$199.95
1543	1	$54.99
1544	1	$88.60
1545	1	$154.95
1546	1	$144.95
1547	1	$334.95
1548	1	$349.95
1549	1	$281.43
1550	1	$9.99
1551	1	$159.95
1552	1	$949.98
1553	1	$359.95
1554	1	$334.95
1555	1	$79.99
1556	1	$299.95
1557	1	$299.95
1558	1	$204.95
1559	1	$249.99
1560	1	$359.95
1561	1	$349.95
1562	1	$179.00
1563	1	$79.44
1564	1	$66.99
1565	1	$59.49
1566	1	$366.96
1567	1	$339.95
1568	1	$59.99
1569	1	$299.95
1570	1	$899.95
1571	1	$399.90
1572	1	$59.49
1573	1	$20.76
1574	1	$79.29
1575	1	$147.61
1576	1	$319.95
1577	1	$259.95
1578	1	$57.20
1579	1	$699.99
1580	1	$114.95
1581	1	$329.95
1582	1	$214.95
1583	1	$254.95
1584	1	$99.99
1585	1	$279.95
1586	1	$329.95
1587	1	$299.96
1588	1	$699.99
1589	1	$199.95
1590	1	$219.95
1591	1	$139.95
1592	1	$154.95
1593	1	$159.95
1594	1	$179.00
1595	1	$269.95
1596	1	$189.95
1597	1	$199.95
1598	1	$159.95
1599	1	$199.95
1600	1	$399.95
1601	1	$149.95
1602	1	$474.95
1603	1	$125.49
1604	1	$205.59
1605	1	$99.95
1606	1	$158.03
1607	1	$79.99
1608	1	$168.89
1609	1	$105.00
1610	1	$166.95
1611	1	$192.00
1612	1	$239.99
1613	1	$197.99
1614	1	$129.96
1615	1	$79.00
1616	1	$203.99
1617	1	$125.40
1618	1	$129.96
1619	1	$89.99
1620	1	$79.99
1621	1	$139.95
1622	1	$109.00
1623	1	$125.40
1624	1	$59.95
1625	1	$209.99
1626	1	$309.95
1627	1	$159.95
1628	1	$332.95
1629	1	$449.95
1630	1	$319.95
1631	1	$459.95
1632	1	$89.99
1633	1	$184.95
1634	1	$217.48
1635	1	$99.95
1636	1	$339.89
1637	1	$129.95
1638	1	$249.99
1639	1	$149.95
1640	1	$219.95
1641	1	$149.95
1642	1	$209.95
1643	1	$299.99
1644	1	$259.95
1645	1	$149.95
1646	1	$74.95
1647	1	$66.99
1648	1	$109.00
1649	1	$125.49
1650	1	$349.95
1651	1	$59.95
1652	1	$19.95
1653	1	$139.95
1654	1	$109.95
1655	1	$109.95
1656	1	$109.95
1657	1	$99.99
1658	1	$589.95
1659	1	$79.99
1660	1	$499.99
1661	1	$240.00
1662	1	$139.37
1663	1	$188.00
1664	1	$429.95
1665	1	$289.99
1666	1	$299.95
1667	1	$219.99
1668	1	$140.68
1669	1	$229.99
1670	1	$89.95
1671	1	$79.95
1672	1	$99.00
1673	1	$318.95
1674	1	$314.95
1675	1	$99.00
1676	1	$170.78
1677	1	$189.91
1678	1	$110.76
1679	1	$19.95
1680	1	$149.00
1681	1	$198.44
1682	1	$89.95
1683	1	$159.00
1684	1	$57.10
1685	1	$487.00
1686	1	$72.95
1687	1	$66.99
1688	1	$57.29
1689	1	$89.99
1690	1	$419.00
1691	1	$75.00
1692	1	$419.44
1693	1	$304.95
1694	1	$119.95
1695	1	$361.96
1696	1	$55.97
1697	1	$189.99
1698	1	$199.22
1699	1	$970.78
1700	1	$239.95
1701	1	$259.95
1702	1	$489.95
1703	1	$259.95
1704	1	$259.95
1705	1	$85.15
1706	1	$729.00
1707	1	$479.96
1708	1	$319.95
1709	1	$358.09
1710	1	$75.00
1711	1	$109.95
1712	1	$274.99
1713	1	$152.33
1714	1	$169.99
1715	1	$299.00
1716	1	$174.95
1717	1	$263.25
1718	1	$319.95
1719	1	$338.44
1720	1	$344.79
1721	1	$119.95
1722	1	$124.95
1723	1	$24.99
1724	1	$339.95
1725	1	$289.95
1726	1	$169.95
1727	1	$299.89
1728	1	$139.95
1729	1	$329.95
1730	1	$77.18
1731	1	$219.95
1732	1	$109.95
1733	1	$256.89
1734	1	$244.74
1735	1	$339.98
1736	1	$226.95
1737	1	$139.95
1738	1	$239.95
1739	1	$249.95
1740	1	$79.29
1741	1	$299.99
1742	1	$169.95
1743	1	$214.95
1744	1	$998.98
1745	1	$578.92
1746	1	$12.74
1747	1	$341.19
1748	1	$125.49
1749	1	$349.95
1750	1	$119.95
1751	1	$184.95
1752	1	$279.95
1753	1	$279.95
1754	1	$209.95
1755	1	$309.95
1756	1	$294.95
1757	1	$69.99
1758	1	$346.95
1759	1	$299.00
1760	1	$279.95
1761	1	$349.95
1762	1	$14.91
1763	1	$1,699.00
1764	1	$32.33
1765	1	$999.99
1766	1	$119.95
