restaurant	usdiners	phone
0997	1	(732) 202-0511
0998	1	(609) 978-4370
0999	1	(732) 617-9024
1000	1	(505) 647-5956
1001	1	(775) 323-5550
1002	1	(419) 868-9831
1003	1	(405) 275-4467
1004	1	(405) 533-4467
1005	1	(541) 684-8400
1006	1	(412) 325-2227
1007	1	(717) 581-1216
1008	1	(610) 797-6113
1009	1	(215) 269-1565
1010	1	(401) 278-2000
1011	1	(401) 245-4500
1012	1	(401) 738-9861
1013	1	(931) 503-0911
1014	1	(972) 501-9700
1015	1	(956) 550-0333
1016	1	(817) 426-2600
1017	1	(801) 593-0433
1018	1	(801) 532-7522
1019	1	(276) 466-1880
1020	1	(253) 661-7300
1021	1	(206) 624-6852
1022	1	(608) 244-5807
1023	1	(920) 233-9848
1024	1	(920) 457-8888
1025	1	(304) 252-4467
1026	1	(307) 235-0111
1027	1	(251) 479-8500
1028	1	(205) 987-8740
1029	1	(205) 980-1866
1030	1	(479) 521-0194
1031	1	(479) 750-9055
1032	1	(480) 855-3338
1033	1	(480) 391-0607
1034	1	(310) 652-8051
1035	1	(323) 728-3853
1036	1	(510) 886-6622
1037	1	(925) 673-8686
1038	1	(860) 395-1230
1039	1	(203) 622-8450
1040	1	(860) 399-2233
1041	1	(202) 333-3450
1042	1	(202) 332-6767
1043	1	(561) 630-9669
1044	1	(407) 239-6555
1045	1	(813) 908-7023
1046	1	(407) 281-1113
1047	1	(678) 305-0225
1048	1	(808) 891-8874
1049	1	(808) 246-4422
1050	1	(515) 287-0847
1051	1	(319) 235-1150
1052	1	(208) 664-8411
1053	1	(208) 853-5250
1054	1	(208) 656-9284
1055	1	(208) 733-4942
1056	1	(208) 733-8400
1057	1	(773) 445-2756
1058	1	(574) 246-0136
1059	1	(913) 962-5777
1060	1	(785) 832-2000
1061	1	(502) 339-2206
1062	1	(502) 412-4101
1063	1	(859) 261-3663
1064	1	(985) 249-6004
1065	1	(504) 468-3237
1066	1	(301) 608-9373
1067	1	(301) 441-8030
1068	1	(410) 665-0525
1069	1	(207) 741-2780
1070	1	(586) 977-2300
1071	1	(507) 536-4748
1072	1	(507) 452-2718
1073	1	(636) 458-2222
1074	1	(601) 638-5811
1075	1	(601) 206-9191
1076	1	(662) 895-4222
1077	1	(406) 259-9375
1078	1	(704) 283-6223
1079	1	(704) 823-1903
1080	1	(701) 547-3321
1081	1	(701) 232-2300
1082	1	(701) 225-5905
1083	1	(402) 551-2233
1084	1	(732) 441-1110
1085	1	(201) 871-7444
1086	1	(973) 678-7959
1087	1	(505) 869-9038
1088	1	(505) 243-1310
1089	1	(505) 884-0797
1090	1	(505) 892-5100
1091	1	(702) 898-0474
1092	1	(718) 584-8431
1093	1	(631) 665-4900
1094	1	(212) 568-1213
1095	1	(718) 583-3333
1096	1	(516) 536-1806
1097	1	(518) 435-1551
1098	1	(614) 847-1166
1099	1	(419) 474-8620
1100	1	(419) 447-0196
1101	1	(918) 682-7867
1102	1	(503) 775-6062
1103	1	(541) 889-8646
1104	1	(610) 642-9477
1105	1	(401) 884-5388
1106	1	(864) 886-1243
1107	1	(864) 833-3267
1108	1	(931) 381-4336
1109	1	(931) 648-4401
1110	1	(615) 370-5557
1111	1	(214) 488-3969
1112	1	(936) 257-8008
1113	1	(801) 278-6688
1114	1	(802) 229-9348
1115	1	(802) 933-8924
1116	1	(804) 755-6229
1117	1	(757) 249-8988
1118	1	(703) 766-1111
1119	1	(434) 293-7213
1120	1	(360) 491-1930
1121	1	(425) 485-7364
1122	1	(425) 493-8470
1123	1	(360) 417-5187
1124	1	(414) 964-3800
1125	1	(608) 255-5293
1126	1	(304) 725-0070
1127	1	(907) 486-2659
1128	1	(256) 831-2240
1129	1	(256) 766-0545
1130	1	(479) 273-3124
1131	1	(501) 847-6094
1132	1	(501) 868-9061
1133	1	(870) 781-3611
1134	1	(480) 756-2500
1135	1	(480) 792-1830
1136	1	(916) 444-9044
1137	1	(310) 641-5524
1138	1	(303) 820-2600
1139	1	(303) 233-1611
1140	1	(203) 324-2583
1141	1	(860) 388-9140
1142	1	(703) 979-3000
1143	1	(302) 378-1175
1144	1	(407) 396-8888
1145	1	(727) 733-7024
1146	1	(770) 623-4128
1147	1	(770) 995-7796
1148	1	(770) 484-1801
1149	1	(808) 742-7534
1150	1	(808) 661-4811
1151	1	(808) 737-5581
1152	1	(712) 243-7085
1153	1	(515) 967-8700
1154	1	(515) 546-4097
1155	1	(641) 424-1132
1156	1	(208) 323-7200
1157	1	(208) 587-9975
1158	1	(208) 344-4271
1159	1	(773) 736-5646
1160	1	(847) 491-1621
1161	1	(618) 465-1050
1162	1	(773) 338-8100
1163	1	(312) 587-0600
1164	1	(847) 562-0064
1165	1	(260) 422-4455
1166	1	(316) 663-5232
1167	1	(502) 451-1801
1168	1	(504) 596-2530
1169	1	(504) 851-6218
1170	1	(985) 702-9005
1171	1	(617) 338-8283
1172	1	(617) 314-7634
1173	1	(410) 563-7600
1174	1	(410) 327-9400
1175	1	(410) 810-1399
1176	1	(207) 442-9636
1177	1	(207) 828-8880
1178	1	(248) 375-5999
1179	1	(734) 995-1786
1180	1	(313) 892-3700
1181	1	(517) 482-3880
1182	1	(612) 427-1960
1183	1	(612) 892-5590
1184	1	(952) 938-6444
1185	1	(314) 524-3000
1186	1	(636) 536-6624
1187	1	(662) 890-5722
1188	1	(406) 549-3304
1189	1	(406) 434-5932
1190	1	(406) 827-3183
1191	1	(308) 773-2232
1192	1	(603) 357-3955
1193	1	(603) 875-6544
1194	1	(609) 688-8916
1195	1	(732) 280-1141
1196	1	(505) 473-5454
1197	1	(505) 338-2424
1198	1	(505) 461-0002
1199	1	(775) 828-4344
1200	1	(212) 280-8099
1201	1	(716) 565-3822
1202	1	(585) 342-3820
1203	1	(631) 549-5506
1204	1	(614) 228-3354
1205	1	(330) 334-7141
1206	1	(440) 967-1717
1207	1	(614) 228-3354
1208	1	(440) 224-2104
1209	1	(918) 252-1475
1210	1	(580) 772-0271
1211	1	(503) 248-2202
1212	1	(541) 342-2075
1213	1	(541) 681-9335
1214	1	(215) 922-3676
1215	1	(717) 236-7120
1216	1	(215) 386-8081
1217	1	(401) 331-8111
1218	1	(401) 941-3333
1219	1	(401) 273-8844
1220	1	(864) 574-3805
1221	1	(843) 815-5555
1222	1	(864) 489-7011
1223	1	(803) 604-8552
1224	1	(605) 945-1533
1225	1	(605) 665-4433
1226	1	(972) 403-0430
1227	1	(724) 375-5410
1228	1	(801) 446-0888
1229	1	(801) 972-8720
1230	1	(802) 796-3571
1231	1	(802) 775-2300
1232	1	(802) 878-5300
1233	1	(703) 522-8999
1234	1	(804) 254-1974
1235	1	(703) 734-1960
1236	1	(757) 246-0080
1237	1	(703) 628-7201
1238	1	(360) 459-3563
1239	1	(435) 392-2511
1240	1	(304) 598-9698
1241	1	(304) 752-5800
1242	1	(304) 874-3232
1243	1	(307) 635-5451
1244	1	(307) 856-2661
1245	1	(907) 450-0555
1246	1	(907) 272-0135
1247	1	(907) 279-9712
1248	1	(205) 879-2225
1249	1	(256) 864-0000
1250	1	(501) 812-6565
1251	1	(479) 484-5090
1252	1	(602) 840-7777
1253	1	(415) 282-5872
1254	1	(310) 399-7979
1255	1	(970) 476-4403
1256	1	(303) 340-8824
1257	1	(303) 753-9458
1258	1	(303) 420-4234
1259	1	(203) 458-8885
1260	1	(202) 342-0091
1261	1	(202) 338-1784
1262	1	(302) 738-9935
1263	1	(813) 964-5700
1264	1	(239) 573-0888
1265	1	(954) 437-0071
1266	1	(561) 582-7666
1267	1	(305) 948-2684
1268	1	(770) 346-9740
1269	1	(770) 614-6871
1270	1	(770) 623-6026
1271	1	(808) 661-9888
1272	1	(808) 826-2761
1273	1	(515) 232-8484
1274	1	(641) 424-1215
1275	1	(208) 331-4045
1276	1	(208) 388-1100
1277	1	(208) 345-6665
1278	1	(208) 323-5917
1279	1	(773) 545-7022
1280	1	(309) 829-5096
1281	1	(765) 743-9899
1282	1	(260) 490-9526
1283	1	(913) 837-3455
1284	1	(504) 378-2840
1285	1	(504) 887-9923
1286	1	(985) 893-9420
1287	1	(508) 627-5187
1288	1	(301) 627-2222
1289	1	(301) 309-8484
1290	1	(207) 780-0800
1291	1	(313) 881-8226
1292	1	(507) 337-6600
1293	1	(320) 634-0360
1294	1	(763) 421-4151
1295	1	(612) 706-1830
1296	1	(314) 576-6606
1297	1	(417) 581-3903
1298	1	(406) 293-8676
1299	1	(406) 723-9008
1300	1	(406) 582-9511
1301	1	(704) 536-1851
1302	1	(218) 773-3036
1303	1	(701) 852-2902
1304	1	(603) 355-6610
1305	1	(603) 888-9588
1306	1	(603) 579-6975
1307	1	(908) 241-0031
1308	1	(732) 834-0025
1309	1	(732) 308-3830
1310	1	(505) 875-0101
1311	1	(505) 872-0861
1312	1	(775) 359-3300
1313	1	(775) 355-1644
1314	1	(775) 825-1113
1315	1	(702) 697-4401
1316	1	(702) 739-1776
1317	1	(212) 794-4950
1318	1	(216) 636-0868
1319	1	(740) 264-6788
1320	1	(918) 806-2828
1321	1	(405) 691-6007
1322	1	(503) 658-6778
1323	1	(503) 223-8200
1324	1	(401) 615-7050
1325	1	(401) 315-5503
1326	1	(401) 828-2772
1327	1	(803) 329-0313
1328	1	(843) 839-4677
1329	1	(605) 463-2215
1330	1	(605) 342-1210
1331	1	(423) 266-7595
1332	1	(423) 899-5539
1333	1	(615) 376-5555
1334	1	(423) 855-4104
1335	1	(423) 266-5874
1336	1	(972) 724-5557
1337	1	(512) 524-4740
1338	1	(512) 326-8301
1339	1	(713) 526-4700
1340	1	(801) 818-2888
1341	1	(801) 942-1751
1342	1	(801) 489-9843
1343	1	(801) 553-1505
1344	1	(802) 748-6772
1345	1	(802) 362-4456
1346	1	(703) 777-9500
1347	1	(206) 789-0516
1348	1	(206) 441-5322
1349	1	(262) 633-7816
1350	1	(608) 268-0372
1351	1	(304) 292-6701
1352	1	(304) 769-0404
1353	1	(304) 254-0791
1354	1	(307) 632-5452
1355	1	(307) 638-8971
1356	1	(256) 830-0536
1357	1	(334) 395-7522
1358	1	(501) 664-6948
1359	1	(479) 750-5200
1360	1	(602) 866-7034
1361	1	(480) 598-5101
1362	1	(623) 873-0313
1363	1	(714) 444-4834
1364	1	(415) 863-3061
1365	1	(323) 856-0036
1366	1	(213) 389-2770
1367	1	(719) 268-1844
1368	1	(860) 240-7222
1369	1	(203) 245-1323
1370	1	(202) 452-6870
1371	1	(302) 777-1800
1372	1	(813) 251-8999
1373	1	(305) 666-4477
1374	1	(912) 356-0344
1375	1	(404) 816-9650
1376	1	(808) 946-8830
1377	1	(563) 355-6661
1378	1	(563) 242-1144
1379	1	(641) 423-5161
1380	1	(208) 319-0485
1381	1	(208) 746-4919
1382	1	(208) 343-5775
1383	1	(208) 882-2050
1384	1	(312) 663-1234
1385	1	(773) 889-3020
1386	1	(219) 769-2412
1387	1	(812) 332-4334
1388	1	(812) 375-1000
1389	1	(785) 843-2441
1390	1	(913) 262-6121
1391	1	(502) 429-8207
1392	1	(859) 426-9792
1393	1	(859) 594-4444
1394	1	(225) 923-3366
1395	1	(617) 338-8884
1396	1	(781) 402-0033
1397	1	(781) 659-0050
1398	1	(617) 973-6680
1399	1	(508) 695-0887
1400	1	(410) 771-4366
1401	1	(207) 783-0336
1402	1	(207) 774-9398
1403	1	(207) 288-2002
1404	1	(248) 851-3900
1405	1	(952) 285-4339
1406	1	(612) 746-4272
1407	1	(952) 432-4787
1408	1	(816) 421-1000
1409	1	(636) 394-0303
1410	1	(601) 899-0099
1411	1	(662) 287-1725
1412	1	(601) 925-8009
1413	1	(601) 924-9222
1414	1	(406) 628-2283
1415	1	(704) 598-8087
1416	1	(701) 277-3511
1417	1	(701) 221-2908
1418	1	(999) 999-9999
1419	1	(402) 346-8001
1420	1	(402) 393-7427
1421	1	(402) 371-6707
1422	1	(402) 289-9610
1423	1	(603) 883-8781
1424	1	(201) 221-2030
1425	1	(702) 433-2788
1426	1	(702) 804-8008
1427	1	(718) 739-7899
1428	1	(918) 333-9555
1429	1	(918) 335-5555
1430	1	(580) 931-9900
1431	1	(503) 295-6464
1432	1	(503) 227-5161
1433	1	(401) 848-5257
1434	1	(401) 943-7649
1435	1	(401) 738-5474
1436	1	(401) 884-1255
1437	1	(803) 548-6244
1438	1	(615) 661-5811
1439	1	(615) 221-4680
1440	1	(423) 892-6669
1441	1	(423) 553-6930
1442	1	(423) 479-6162
1443	1	(817) 424-4333
1444	1	(281) 516-3015
1445	1	(512) 472-8306
1446	1	(801) 355-3954
1447	1	(801) 852-8620
1448	1	(802) 442-7397
1449	1	(802) 223-3188
1450	1	(757) 925-0067
1451	1	(703) 356-9000
1452	1	(804) 253-0900
1453	1	(360) 740-8000
1454	1	(425) 778-2223
1455	1	(509) 783-4140
1456	1	(414) 226-2467
1457	1	(920) 882-6249
1458	1	(262) 821-6249
1459	1	(304) 292-3506
1460	1	(307) 778-6244
1461	1	(307) 637-5400
1462	1	(205) 978-1210
1463	1	(205) 945-6001
1464	1	(479) 478-8985
1465	1	(479) 783-2292
1466	1	(480) 892-1010
1467	1	(480) 456-9464
1468	1	(480) 855-5412
1469	1	(480) 814-9675
1470	1	(707) 265-6400
1471	1	(510) 841-6226
1472	1	(510) 649-7600
1473	1	(719) 278-8712
1474	1	(303) 759-4741
1475	1	(203) 353-3319
1476	1	(203) 453-4759
1477	1	(203) 754-0456
1478	1	(202) 237-1015
1479	1	(703) 548-0440
1480	1	(202) 338-2000
1481	1	(703) 242-4323
1482	1	(813) 886-2882
1483	1	(319) 356-6969
1484	1	(515) 276-5151
1485	1	(260) 459-9600
1486	1	(785) 840-9044
1487	1	(913) 328-1600
1488	1	(913) 239-8424
1489	1	(502) 893-0141
1490	1	(502) 499-6658
1491	1	(502) 254-9299
1492	1	(502) 261-7144
1493	1	(504) 455-1272
1494	1	(225) 757-7177
1495	1	(504) 894-9797
1496	1	(781) 586-8300
1497	1	(508) 820-9494
1498	1	(508) 778-6500
1499	1	(413) 533-2902
1500	1	(508) 228-4200
1501	1	(301) 585-3000
1502	1	(410) 675-0878
1503	1	(410) 244-5501
1504	1	(301) 986-8833
1505	1	(207) 772-0006
1506	1	(207) 784-9499
1507	1	(207) 725-4999
1508	1	(616) 726-6609
1509	1	(734) 414-7660
1510	1	(269) 782-8600
1511	1	(313) 881-5509
1512	1	(314) 961-9110
1513	1	(816) 221-6272
1514	1	(601) 924-7305
1515	1	(828) 466-7770
1516	1	(704) 292-1440
1517	1	(704) 588-4155
1518	1	(701) 232-6430
1519	1	(402) 345-8466
1520	1	(402) 393-0586
1521	1	(603) 891-0880
1522	1	(908) 561-6085
1523	1	(908) 996-6110
1524	1	(908) 735-4455
1525	1	(201) 444-7887
1526	1	(505) 524-0440
1527	1	(505) 524-0003
1528	1	(505) 828-4722
1529	1	(702) 731-6477
1530	1	(775) 851-1771
1531	1	(702) 227-4575
1532	1	(914) 949-0990
1533	1	(212) 929-8544
1534	1	(212) 966-6507
1535	1	(503) 466-2259
1536	1	(503) 291-1616
1537	1	(503) 645-2526
1538	1	(412) 381-6000
1539	1	(843) 448-8081
1540	1	(803) 699-2322
1541	1	(803) 799-3471
1542	1	(605) 362-0947
1543	1	(615) 269-3535
1544	1	(901) 373-4411
1545	1	(931) 473-7769
1546	1	(832) 251-0220
1547	1	(281) 288-0704
1548	1	(713) 937-6559
1549	1	(469) 241-5551
1550	1	(801) 486-6066
1551	1	(802) 862-6324
1552	1	(206) 524-4044
1553	1	(425) 827-2722
1554	1	(414) 223-3200
1555	1	(256) 355-0505
1556	1	(334) 673-1956
1557	1	(251) 943-3181
1558	1	(256) 813-8305
1559	1	(501) 520-5045
1560	1	(479) 936-7660
1561	1	(928) 282-6291
1562	1	(480) 515-2277
1563	1	(520) 327-6200
1564	1	(619) 595-7959
1565	1	(415) 928-1233
1566	1	(202) 783-1475
1567	1	(202) 638-2716
1568	1	(302) 875-7107
1569	1	(302) 477-0870
1570	1	(302) 734-5837
1571	1	(239) 649-8200
1572	1	(407) 447-7404
1573	1	(678) 574-7378
1574	1	(706) 327-2929
1575	1	(808) 326-2555
1576	1	(515) 232-6900
1577	1	(319) 248-1220
1578	1	(515) 224-6440
1579	1	(208) 762-9300
1580	1	(773) 478-2100
1581	1	(847) 696-1234
1582	1	(773) 769-5555
1583	1	(312) 751-1988
1584	1	(312) 443-9534
1585	1	(812) 333-1350
1586	1	(913) 648-0203
1587	1	(913) 782-6858
1588	1	(502) 589-7373
1589	1	(502) 454-4888
1590	1	(337) 494-7336
1591	1	(617) 354-3443
1592	1	(617) 734-0049
1593	1	(301) 654-9496
1594	1	(207) 729-1688
1595	1	(207) 774-3983
1596	1	(734) 697-6201
1597	1	(734) 838-6601
1598	1	(248) 399-6750
1599	1	(313) 862-5030
1600	1	(248) 556-0947
1601	1	(952) 891-4600
1602	1	(507) 387-1190
1603	1	(612) 898-4200
1604	1	(507) 288-8722
1605	1	(816) 407-1384
1606	1	(636) 379-9700
1607	1	(816) 561-2700
1608	1	(314) 522-2020
1609	1	(601) 366-6872
1610	1	(662) 320-6872
1611	1	(406) 327-6900
1612	1	(701) 277-1880
1613	1	(402) 341-7040
1614	1	(402) 333-1744
1615	1	(402) 451-3266
1616	1	(201) 796-0546
1617	1	(908) 272-3888
1618	1	(505) 986-5858
1619	1	(505) 983-8687
1620	1	(505) 522-1370
1621	1	(505) 424-6800
1622	1	(702) 451-7808
1623	1	(716) 884-9580
1624	1	(631) 951-0607
1625	1	(518) 382-8909
1626	1	(212) 684-4244
1627	1	(516) 826-1700
1628	1	(330) 762-6233
1629	1	(330) 273-3245
1630	1	(918) 653-3050
1631	1	(503) 645-0286
1632	1	(503) 228-6161
1633	1	(503) 225-1855
1634	1	(215) 574-9495
1635	1	(610) 328-9360
1636	1	(401) 438-3769
1637	1	(843) 785-3030
1638	1	(843) 388-8935
1639	1	(803) 980-0125
1640	1	(843) 886-4360
1641	1	(605) 362-8887
1642	1	(901) 861-5811
1643	1	(865) 691-5885
1644	1	(423) 877-8966
1645	1	(423) 854-9110
1646	1	(435) 752-6120
1647	1	(801) 523-6148
1648	1	(801) 572-5542
1649	1	(801) 766-0553
1650	1	(801) 377-9555
1651	1	(802) 862-0003
1652	1	(802) 864-5308
1653	1	(804) 233-1781
1654	1	(703) 207-8650
1655	1	(206) 781-3344
1656	1	(206) 262-0326
1657	1	(425) 486-7340
1658	1	(262) 641-2730
1659	1	(414) 964-2850
1660	1	(920) 884-1112
1661	1	(920) 924-7619
1662	1	(262) 942-5596
1663	1	(334) 263-7966
1664	1	(334) 826-7330
1665	1	(205) 324-1007
1666	1	(205) 991-7455
1667	1	(479) 751-7878
1668	1	(480) 949-2610
1669	1	(480) 731-4600
1670	1	(480) 218-4900
1671	1	(916) 442-6770
1672	1	(619) 441-3355
1673	1	(858) 458-9007
1674	1	(970) 622-9313
1675	1	(303) 447-2203
1676	1	(203) 698-9033
1677	1	(203) 740-0834
1678	1	(860) 659-0005
1679	1	(860) 667-8008
1680	1	(202) 332-8300
1681	1	(202) 587-2700
1682	1	(202) 338-2010
1683	1	(202) 293-7760
1684	1	(302) 674-8310
1685	1	(302) 429-7272
1686	1	(407) 293-8226
1687	1	(404) 365-0410
1688	1	(404) 529-8800
1689	1	(808) 536-4204
1690	1	(515) 457-7772
1691	1	(208) 288-2203
1692	1	(312) 828-9977
1693	1	(630) 652-9977
1694	1	(847) 610-8000
1695	1	(312) 664-1650
1696	1	(219) 756-7834
1697	1	(913) 239-8499
1698	1	(785) 331-2700
1699	1	(913) 227-0700
1700	1	(502) 456-6461
1701	1	(270) 737-0250
1702	1	(859) 371-9010
1703	1	(502) 266-7000
1704	1	(504) 523-1661
1705	1	(504) 899-2054
1706	1	(617) 573-0821
1707	1	(617) 202-6783
1708	1	(410) 649-2750
1709	1	(410) 730-5344
1710	1	(301) 209-9080
1711	1	(207) 621-9899
1712	1	(207) 288-4148
1713	1	(517) 372-0887
1714	1	(989) 799-9740
1715	1	(763) 493-9377
1716	1	(636) 532-0215
1717	1	(228) 388-4826
1718	1	(228) 864-1111
1719	1	(406) 375-0600
1720	1	(406) 494-8016
1721	1	(910) 762-4354
1722	1	(704) 875-6789
1723	1	(704) 938-3663
1724	1	(701) 373-8005
1725	1	(402) 390-6021
1726	1	(402) 721-0077
1727	1	(603) 595-7827
1728	1	(505) 622-9300
1729	1	(505) 984-0099
1730	1	(505) 345-5156
1731	1	(775) 424-2121
1732	1	(212) 929-0898
1733	1	(918) 258-7700
1734	1	(405) 378-0116
1735	1	(503) 652-0515
1736	1	(503) 785-0600
1737	1	(503) 547-0459
1738	1	(215) 918-3340
1739	1	(215) 592-1168
1740	1	(215) 464-7544
1741	1	(401) 946-4766
1742	1	(401) 541-9088
1743	1	(401) 324-6800
1744	1	(401) 615-7176
1745	1	(864) 297-0589
1746	1	(864) 226-5300
1747	1	(803) 787-1838
1748	1	(803) 787-5005
1749	1	(605) 697-7000
1750	1	(605) 225-4880
1751	1	(423) 242-0045
1752	1	(423) 472-5444
1753	1	(615) 514-4990
1754	1	(931) 572-9911
1755	1	(423) 643-1240
1756	1	(713) 784-8110
1757	1	(713) 785-8800
1758	1	(713) 529-2420
1759	1	(972) 818-3336
1760	1	(210) 507-6500
1761	1	(435) 259-6869
1762	1	(435) 575-0244
1763	1	(802) 257-5311
1764	1	(703) 917-0200
1765	1	(253) 627-3535
1766	1	(253) 529-8667
1767	1	(206) 726-1717
1768	1	(414) 321-4321
1769	1	(414) 482-0080
1770	1	(608) 831-2488
1771	1	(608) 257-3832
1772	1	(414) 774-9656
1773	1	(920) 884-6300
1774	1	(304) 255-5253
1775	1	(304) 598-3901
1776	1	(304) 746-4090
1777	1	(304) 728-3000
1778	1	(304) 872-0166
1779	1	(307) 234-8326
1780	1	(256) 489-1367
1781	1	(256) 237-2858
1782	1	(251) 971-2600
1783	1	(256) 582-1252
1784	1	(480) 437-1080
1785	1	(213) 572-0344
1786	1	(209) 952-0192
1787	1	(323) 658-5959
1788	1	(303) 442-4880
1789	1	(970) 879-7610
1790	1	(203) 964-1801
1791	1	(860) 582-7007
1792	1	(305) 254-6688
1793	1	(770) 387-4484
1794	1	(563) 355-8000
1795	1	(319) 266-6856
1796	1	(708) 795-7777
1797	1	(618) 344-3757
1798	1	(815) 787-9494
1799	1	(773) 248-7426
1800	1	(812) 339-1122
1801	1	(765) 626-0218
1802	1	(765) 807-0338
1803	1	(317) 839-9350
1804	1	(785) 842-6560
1805	1	(785) 820-9868
1806	1	(270) 982-5111
1807	1	(502) 223-3345
1808	1	(502) 228-6424
1809	1	(318) 442-1654
1810	1	(318) 425-7827
1811	1	(985) 785-4434
1812	1	(504) 340-0887
1813	1	(617) 988-8006
1814	1	(410) 252-4424
1815	1	(410) 273-8888
1816	1	(410) 838-1492
1817	1	(248) 544-7849
1818	1	(810) 225-2226
1819	1	(952) 448-9310
1820	1	(763) 421-2003
1821	1	(636) 230-7231
1822	1	(636) 464-6200
1823	1	(816) 331-6670
1824	1	(314) 291-7849
1825	1	(601) 898-2223
1826	1	(406) 755-8150
1827	1	(406) 556-7240
1828	1	(919) 362-8737
1829	1	(919) 929-8998
1830	1	(704) 979-5823
1831	1	(701) 478-4545
1832	1	(701) 738-8222
1833	1	(701) 839-0114
1834	1	(701) 232-2111
1835	1	(402) 466-3660
1836	1	(402) 721-6667
1837	1	(402) 461-3800
1838	1	(308) 534-1771
1839	1	(603) 964-1114
1840	1	(603) 430-8500
1841	1	(908) 301-0050
1842	1	(973) 259-9000
1843	1	(732) 840-3722
1844	1	(505) 891-8408
1845	1	(775) 831-3331
1846	1	(518) 869-0539
1847	1	(718) 271-2227
1848	1	(513) 984-2629
1849	1	(513) 770-0310
1850	1	(541) 757-2800
1851	1	(541) 926-9377
1852	1	(412) 621-2003
1853	1	(610) 664-2906
1854	1	(610) 543-4104
1855	1	(401) 738-1919
1856	1	(843) 745-9745
1857	1	(803) 548-3670
1858	1	(864) 848-0080
1859	1	(843) 785-7866
1860	1	(605) 341-9900
1861	1	(605) 673-6300
1862	1	(615) 731-6167
1863	1	(817) 375-2075
1864	1	(972) 519-9198
1865	1	(801) 253-2424
1866	1	(801) 489-1102
1867	1	(802) 872-0101
1868	1	(276) 591-5750
1869	1	(425) 513-8340
1870	1	(360) 330-5100
1871	1	(262) 432-3501
1872	1	(920) 965-0602
1873	1	(304) 225-3780
1874	1	(307) 733-0201
1875	1	(307) 362-6485
1876	1	(205) 734-0390
1877	1	(205) 353-7620
1878	1	(205) 547-5773
1879	1	(479) 452-9243
1880	1	(479) 521-3524
1881	1	(501) 778-9600
1882	1	(602) 938-5300
1883	1	(310) 514-0900
1884	1	(303) 651-2500
1885	1	(303) 467-6810
1886	1	(719) 593-1955
1887	1	(303) 442-9368
1888	1	(970) 330-8822
1889	1	(860) 722-5161
1890	1	(203) 777-0400
1891	1	(203) 869-6200
1892	1	(202) 332-3200
1893	1	(202) 637-1222
1894	1	(302) 652-8821
1895	1	(302) 479-5582
1896	1	(808) 676-7697
1897	1	(808) 440-7910
1898	1	(808) 874-8880
1899	1	(712) 266-8505
1900	1	(515) 267-8900
1901	1	(208) 888-0314
1902	1	(208) 287-9200
1903	1	(773) 878-9400
1904	1	(847) 619-1900
1905	1	(812) 323-9005
1906	1	(219) 736-7337
1907	1	(812) 330-9801
1908	1	(913) 438-7676
1909	1	(913) 469-0466
1910	1	(316) 773-7777
1911	1	(913) 390-1400
1912	1	(785) 271-5400
1913	1	(502) 899-5575
1914	1	(225) 766-2113
1915	1	(504) 522-5226
1916	1	(781) 272-7555
1917	1	(617) 497-0209
1918	1	(410) 529-4005
1919	1	(207) 774-6044
1920	1	(207) 773-9873
1921	1	(207) 753-0518
1922	1	(810) 249-3244
1923	1	(612) 870-7084
1924	1	(218) 759-2015
1925	1	(952) 431-7777
1926	1	(952) 844-0084
1927	1	(636) 947-1593
1928	1	(314) 296-1263
1929	1	(314) 947-8585
1930	1	(816) 792-4844
1931	1	(601) 420-3525
1932	1	(601) 420-9353
1933	1	(406) 295-5028
1934	1	(406) 442-7482
1935	1	(406) 826-5587
1936	1	(919) 467-4075
1937	1	(828) 464-7225
1938	1	(919) 577-6670
1939	1	(701) 873-4400
1940	1	(402) 467-4947
1941	1	(402) 466-6966
1942	1	(402) 420-5577
1943	1	(603) 882-0099
1944	1	(201) 786-3638
1945	1	(732) 840-1555
1946	1	(856) 239-2611
1947	1	(505) 526-4411
1948	1	(505) 955-0765
1949	1	(505) 884-7422
1950	1	(775) 331-4200
1951	1	(775) 852-0555
1952	1	(702) 891-8580
1953	1	(775) 825-7246
1954	1	(212) 755-2390
1955	1	(516) 378-7177
1956	1	(718) 788-1137
1957	1	(419) 433-7575
1958	1	(614) 298-8713
1959	1	(614) 261-0011
1960	1	(419) 352-6168
1961	1	(937) 497-0706
1962	1	(419) 874-1212
1963	1	(405) 321-0440
1964	1	(918) 283-4600
1965	1	(215) 568-9565
1966	1	(724) 748-3193
1967	1	(401) 276-7574
1968	1	(401) 847-3800
1969	1	(401) 724-7428
1970	1	(401) 254-9732
1971	1	(843) 449-8877
1972	1	(843) 272-1051
1973	1	(803) 986-9125
1974	1	(843) 686-3388
1975	1	(803) 462-1755
1976	1	(615) 268-1069
1977	1	(281) 644-6200
1978	1	(801) 366-4000
1979	1	(801) 561-4545
1980	1	(435) 259-2002
1981	1	(801) 322-1489
1982	1	(801) 724-3500
1983	1	(802) 254-3462
1984	1	(703) 684-6010
1985	1	(434) 973-5940
1986	1	(703) 660-5905
1987	1	(206) 323-6636
1988	1	(206) 789-3770
1989	1	(920) 733-8750
1990	1	(920) 499-9260
1991	1	(608) 258-8787
1992	1	(414) 461-1250
1993	1	(304) 284-9850
1994	1	(304) 296-1700
1995	1	(304) 260-0359
