restaurant	fodors	cuisine
1528	1	Continental
1529	1	Pizza
1530	1	French
1531	1	Irish
1532	1	Cafe
1533	1	Italian
1534	1	Pan-Asian
1535	1	Thai
1536	1	Continental
1537	1	American
1538	1	Continental
1539	1	Japanese
1540	1	Latin American
1541	1	French
1542	1	American
1543	1	Italian
1544	1	Cafe
1545	1	Pizza
1546	1	Indian
1547	1	American
1548	1	American
1549	1	Southern
1550	1	Southern
1551	1	American
1552	1	Vietnamese
1553	1	Seafood
1554	1	Cafe
1555	1	Italian
1556	1	American
1557	1	Thai
1558	1	Continental
1559	1	Continental
1560	1	French
1561	1	Continental
1562	1	American
1563	1	Contemporary
1564	1	Contemporary
1565	1	Cafe
1566	1	Contemporary
1567	1	Contemporary
1568	1	Contemporary
1569	1	Contemporary
1570	1	Italian
1571	1	Contemporary
1572	1	Steak
1573	1	Seafood
1574	1	Contemporary
1575	1	Cafe
1576	1	Seafood
1577	1	Italian
1578	1	Italian
1579	1	Italian
1580	1	Southwestern
1581	1	French
1582	1	Southern
1583	1	Italian
1584	1	American
1585	1	French
1586	1	American
1587	1	American
1588	1	Mexican
1589	1	American
1590	1	American
1591	1	American
1592	1	American
1593	1	American
1594	1	American
1595	2	Seafood	Steak
1596	1	French
1597	1	Italian
1598	1	Asian
1599	1	Thai
1600	1	American
1601	1	Steak
1602	1	American
1603	1	Eclectic
1604	1	Latin American
1605	1	American
1606	1	Italian
1607	1	Caribbean
1608	1	Italian
1609	1	Italian
1610	1	Southern
1611	1	Latin American
1612	1	Belgian
1613	1	American
1614	1	Chinese
1615	1	Italian
1616	1	Japanese
1617	1	Steak
1618	1	British
1619	1	Steak
1620	1	American
1621	1	American
1622	1	Spanish
1623	1	Steak
1624	1	Italian
1625	1	Vietnamese
1626	1	American
1627	1	Mediterranean
1628	2	French	Italian
1629	1	Japanese
1630	1	Italian
1631	1	Cafe
1632	1	American
1633	1	German
1634	1	Seafood
1635	1	Belgian
1636	1	Southern
1637	1	French
1638	1	American
1639	1	American
1640	1	Seafood
1641	1	Steakhouse
1642	1	American
1643	1	American
1644	1	Eclectic
1645	1	American
1646	1	American
1647	1	Seafood
1648	1	American
1649	1	Italian
1650	1	Eclectic
1651	1	Eclectic
1652	1	American
1653	1	Eclectic
1654	1	Seafood
1655	1	American
1656	1	Southern
1657	1	Seafood
1658	1	Southern
1659	1	Seafood
1660	1	Southern
1661	1	Eclectic
1662	1	Southern
1663	1	Southern
1664	1	Continental
1665	1	Italian
1666	1	Southern
1667	1	Italian
1668	1	Southern
1669	1	Seafood
1670	1	American
1671	1	Eclectic
1672	1	Cafe
1673	1	Southern
1674	1	Cafe
1675	1	American
1676	1	Seafood
1677	1	Southern
1678	1	American
1679	1	American
1680	1	Seafood
1681	1	Middle Eastern
1682	1	American
1683	1	Southern
1684	1	American
1685	1	Chinese
1686	2	Southern	American
1687	1	Japanese
1688	1	American
1689	1	Southern
1690	1	Continental
1691	1	French
1692	1	Italian
1693	1	Asian
1694	1	Eclectic
1695	1	American
1696	1	Mediterranean
1697	1	Southern
1698	1	American
1699	1	Seafood
1700	1	American
1701	1	Southern
1702	1	Steak
1703	1	Barbecue
1704	1	New American
1705	1	New American
1706	1	Continental
1707	1	Mexican
1708	1	Barbecue
1709	1	Barbecue
1710	1	Southern
1711	1	New American
1712	1	American
1713	1	American-Casual
1714	1	Tex-Mex
1715	1	French
1716	1	Eclectic
1717	1	Latin American
1718	1	New American
1719	1	Southwestern
1720	1	Mexican
1721	1	Steak
1722	1	Italian
1723	1	Tex-Mex
1724	1	Southwestern
1725	1	Mexican
1726	1	American
1727	1	New American
1728	1	Mediterranean
1729	1	Continental
1730	1	Eclectic
1731	1	American-Casual
1732	1	American
1733	1	Tex-Mex
1734	1	New American
1735	1	New American
1736	1	Spanish
1737	1	Tex-Mex
1738	1	New American
1739	1	Italian
1740	1	Italian
1741	1	Seafood
1742	1	Barbecue
1743	1	Italian
1744	1	Continental
1745	1	American
1746	1	Thai
1747	1	Tex-Mex
1748	1	New American
1749	1	American
1750	1	Steak
1751	1	Modern American
1752	1	Southern
1753	1	Mexican/Seafood
1754	1	American
1755	1	Continental
1756	1	Korean
1757	1	Steakhouse
1758	1	Tex-Mex
1759	1	Italian
1760	1	Southwestern
1761	1	American
1762	1	Burger
1763	1	Burger
1764	1	American
1765	1	Eclectic
1766	1	Southwestern
1767	1	Italian
1768	1	Mexican
1769	1	French
1770	1	American
1771	1	Mexican
1772	1	American
1773	1	Steakhouse
1774	1	Southwestern
1775	1	Seafood
1776	1	Seafood
1777	1	Diner
1778	1	American
1779	1	German
1780	1	American
1781	1	American
1782	1	German
1783	1	German
1784	1	American
1785	1	American
1786	1	American
1787	1	American
1788	1	American
1789	1	American
1790	1	American
1791	1	American
1792	1	American
1793	1	American
1794	1	American
1795	1	American
1796	1	Italian
1797	1	Steak
1798	1	American
1799	1	Mexican
1800	1	American
1801	1	Pizza
1802	1	Steakhouse
1803	1	Contemporary
1804	1	American
1805	2	Steak	American
1806	1	American
1807	1	Mexican
1808	3	Greek	Italian	American
1809	1	Greek
1810	1	Fast Food
1811	1	Mexican
1812	1	Southwestern
1813	1	Contemporary
1814	1	American
1815	1	Italian
1816	1	American
1817	1	American
1818	1	American
1819	1	Chinese
1820	1	Seafood
1821	1	Seafood
1822	1	Seafood
1823	1	Contemporary
1824	1	Eclectic
1825	1	American
1826	1	Mexican
1827	1	American
1828	1	American
1829	1	Contemporary
1830	1	Cafe
1831	1	Mexican
1832	1	American
1833	1	American
1834	1	Contemporary
1835	1	Mexican
1836	1	Contemporary
1837	1	Eclectic
1838	1	Southwestern
1839	1	American
1840	1	Steak
1841	1	Mexican
1842	1	Contemporary
1843	1	Contemporary
1844	1	American
1845	1	American
1846	1	Continental
1847	1	Cafe
1848	1	Italian
1849	1	Pizza
1850	1	Eclectic
1851	1	French
1852	1	Thai
1853	1	Irish
1854	1	American
1855	1	Southern
1856	1	Eclectic
1857	1	Continental
1858	1	American
1859	1	Eclectic
1860	1	French
1861	1	Eclectic
1862	1	Contemporary
1863	1	American
1864	1	American
1865	1	Pizza
1866	1	French
1867	1	American
1868	1	American
1869	1	Southern
1870	1	Eclectic
1871	1	American
1872	1	Italian
1873	1	American
1874	1	Mexican
1875	1	American
1876	1	American
1877	1	Seafood
1878	1	Seafood
1879	1	Seafood
1880	1	American
1881	1	American
1882	1	American
1883	1	Southern
1884	1	American
1885	1	Seafood
1886	1	American
1887	1	American
1888	1	American
1889	1	Italian
1890	1	American
1891	1	American
1892	1	American
1893	1	Eclectic
1894	1	Contemporary
1895	1	Seafood
1896	2	Seafood	American
1897	1	Contemporary
1898	1	Seafood
1899	1	Seafood
1900	1	American
1901	1	Eclectic
1902	1	Contemporary
1903	1	American
1904	1	Italian
1905	1	Greek
1906	1	Latin American
1907	1	French
1908	1	Pacific Northwest
1909	1	American
1910	1	Eclectic
1911	1	Mexican
1912	1	Steak
1913	1	Seafood
1914	1	Seafood
1915	1	Spanish
1916	1	American
1917	1	Chinese
1918	1	Seafood
1919	1	Chinese
1920	1	American
1921	1	Malaysian
1922	1	Thai
1923	1	Seafood
1924	1	Vietnamese
1925	1	New American
1926	1	Cuban
1927	1	Italian
1928	1	French
1929	1	Chinese
1930	1	Seafood
1931	1	Japanese
1932	1	Seafood
1933	1	American
1934	1	Asian
1935	1	American
1936	1	Pizza
1937	1	Asian
1938	1	Seafood
1939	1	Cafe
1940	1	Continental
1941	1	Italian
1942	1	American
1943	1	American
1944	1	Italian
1945	1	Scandinavian
1946	1	Thai
1947	1	American
1948	1	Contemporary
1949	1	Contemporary
1950	1	American
1951	1	American
1952	1	Contemporary
1953	1	Contemporary
1954	1	American
1955	1	Cafe
1956	1	Seafood
1957	1	Seafood
1958	1	Contemporary
1959	1	Contemporary
1960	1	Mexican
1961	1	Italian
1962	1	Eclectic
1963	1	African
1964	1	German
1965	1	American
1966	1	French
1967	1	American
1968	1	Italian
1969	1	German
1970	1	Mexican
1971	1	American
1972	1	Eastern European
1973	1	American
1974	1	Mexican
1975	1	American
1976	1	American
1977	1	American
1978	1	American
1979	1	American
1980	1	American
1981	1	American
1982	1	American
1983	1	Mexican
1984	1	American
1985	1	American
1986	1	American
1987	1	American
1988	1	American
1989	1	Steak
1990	1	American
1991	1	American
1992	1	American
1993	1	American-Casual
1994	1	Steak
1995	1	American
1996	1	American
1997	1	Steak
1998	1	American
1999	1	American
