restaurant	pickarestaurant	cuisine
1203	1	MEXICAN
1204	1	TACO - BURRITOS
1205	1	TACO - BURRITOS, VEGETARIAN
1206	1	PIZZA
1207	1	BARBECUE
1208	1	SUBS
1209	1	WINGS
1210	1	MEXICAN
1211	1	AMERICAN
1212	1	CHINESE
1213	1	CAFE
1214	1	AMERICAN
1215	1	BARBECUE
1216	1	JAPANESE
1217	1	CHICKEN
1218	1	BREAKFAST
1219	1	FAST FOOD
1220	1	FAST FOOD
1221	1	BAR
1222	1	AMERICAN
1223	1	ITALIAN
1224	1	PIZZA
1225	1	BARBECUE
1226	1	BURGER
1227	1	FAST FOOD
1228	1	PIZZA
1229	1	CAFE
1230	1	BAR
1231	1	MEXICAN
1232	1	AMERICAN
1233	1	INDIAN
1234	1	CHINESE
1235	1	ICE CREAM
1236	1	MEXICAN
1237	1	CHINESE
1238	1	AMERICAN
1239	1	ITALIAN
1240	1	STEAKHOUSE
1241	1	ECLECTIC
1242	1	BURGERS
1243	1	BURGER
1244	1	MEXICAN
1245	1	ITALIAN
1246	1	BARBECUE
1247	1	AMERICAN
1248	1	PIZZA
1249	1	STEAKHOUSE
1250	1	SUBS
1251	1	BAKERY
1252	1	CAFE
1253	1	CARIBBEAN
1254	1	FOOD MARKET
1255	1	BREAKFAST
1256	1	PIZZA
1257	1	BAR
1258	1	CHINESE
1259	1	ITALIAN
1260	1	AMERICAN
1261	1	MEXICAN
1262	1	CHICKEN
1263	1	BAKERY
1264	1	LATIN AMERICAN
1265	1	CAFE
1266	1	SUBS
1267	1	SUBS
1268	1	MEXICAN
1269	1	SUBS
1270	1	VIETNAMESE
1271	1	CAFE
1272	1	PIZZA
1273	1	VIETNAMESE
1274	1	KOREAN
1275	1	SANDWICH SHOP
1276	1	BURGER
1277	1	PIZZA
1278	1	PIZZA
1279	1	SUBS
1280	1	AMERICAN
1281	1	BAR
1282	1	PIZZA
1283	1	CHINESE
1284	1	BAR
1285	1	TACO - BURRITOS
1286	1	CAFE
1287	1	DESSERT
1288	1	MEXICAN
1289	1	DESSERT
1290	1	BISTRO
1291	1	CHINESE
1292	1	VIETNAMESE
1293	1	CHICKEN
1294	1	FAST FOOD
1295	1	CHINESE
1296	1	ITALIAN
1297	1	BARBECUE
1298	1	CATERERS
1299	1	JAPANESE
1300	1	STEAKHOUSE
1301	1	ITALIAN
1302	1	FAST FOOD
1303	1	CHINESE
1304	1	CATERERS
1305	1	CATERERS
1306	1	CHICKEN
1307	1	MIDDLE EASTERN
1308	1	MEXICAN
1309	1	MIDDLE EASTERN
1310	1	BURGER
1311	1	BURGER
1312	1	CHICKEN
1313	1	BURGER
1314	1	THAI
1315	1	PIZZA
1316	1	BREAKFAST
1317	1	AMERICAN
1318	1	MEXICAN
1319	1	TACO - BURRITOS
1320	1	AMERICAN
1321	1	HOMECOOKING
1322	1	ITALIAN
1323	1	DESSERT
1324	1	CHICKEN
1325	1	ICE CREAM
1326	1	AMERICAN
1327	1	DELI
1328	1	SEAFOOD
1329	1	MEXICAN
1330	1	BREAKFAST
1331	1	FAST FOOD
1332	1	PIZZA
1333	1	MEXICAN
1334	1	FAST FOOD
1335	1	BARBECUE
1336	1	BURGERS
1337	1	MEXICAN
1338	1	BARBECUE
1339	1	STEAKHOUSE
1340	1	CATERERS
1341	1	CAFE
1342	1	CHINESE
1343	1	MEXICAN
1344	1	CHINESE
1345	1	CHINESE
1346	1	ITALIAN
1347	1	ITALIAN
1348	1	BARBECUE
1349	1	CHINESE
1350	1	COFFEE SHOP
1351	1	HOT DOGS
1352	1	PIZZA
1353	1	SUBS
1354	1	BAR
1355	1	STEAKHOUSE
1356	1	DESSERT
1357	1	CHINESE
1358	1	STEAKHOUSE
1359	1	DELI
1360	1	BARBECUE
1361	1	MEXICAN
1362	1	PIZZA
1363	1	MEXICAN
1364	1	CATERERS
1365	1	ICE CREAM
1366	1	PIZZA
1367	1	BAR
1368	1	FAST FOOD
1369	1	BURGERS
1370	1	MEXICAN
1371	1	CATERERS
1372	1	ICE CREAM
1373	1	DESSERT
1374	1	PIZZA
1375	1	PIZZA
1376	1	ICE CREAM
1377	1	MEXICAN
1378	1	DELI
1379	1	CHINESE
1380	1	SALAD BAR
1381	1	ETHNIC
1382	1	MEXICAN
1383	1	ICE CREAM
1384	1	AMERICAN
1385	1	BAR
1386	1	BARBECUE
1387	1	BAR
1388	1	AMERICAN
1389	1	MEXICAN
1390	1	BURGER
1391	1	SEAFOOD
1392	1	CHINESE
1393	1	AMERICAN
1394	1	MEXICAN
1395	1	CHINESE
1396	1	CHINESE
1397	1	BURGERS
1398	1	CAFE
1399	1	CATERERS
1400	1	SEAFOOD
1401	1	CATERERS
1402	1	MEXICAN
1403	1	FAST FOOD
1404	1	CAFE
1405	1	PIZZA
1406	1	PIZZA
1407	1	FRENCH
1408	1	PIZZA
1409	1	ASIAN
1410	1	BAR
1411	1	CHINESE
1412	1	CHICKEN
1413	1	CHICKEN
1414	1	FAST FOOD
1415	1	ASIAN
1416	1	MEXICAN
1417	1	CATERERS
1418	1	CATERERS
1419	1	BURGER
1420	1	SEAFOOD
1421	1	AMERICAN
1422	1	SEAFOOD
1423	1	ITALIAN
1424	1	INDIAN
1425	1	TACO - BURRITOS
1426	1	TACO - BURRITOS
1427	1	BURGERS
1428	1	DELI
1429	1	ICE CREAM
1430	1	TACO - BURRITOS
1431	1	TACO - BURRITOS
1432	1	CHICKEN
1433	1	BURGER
1434	1	DELI
1435	1	TACO - BURRITOS
1436	1	MEXICAN
1437	1	PIZZA
1438	1	AMERICAN
1439	1	ICE CREAM
1440	1	DELI
1441	1	SUBS
1442	1	SUBS
1443	1	ITALIAN
1444	1	HOMECOOKING
1445	1	SUBS
1446	1	SEAFOOD
1447	1	DELI
1448	1	BARBECUE
1449	1	SEAFOOD
1450	1	BURGER
1451	1	BAR
1452	1	BAR
1453	1	COFFEE SHOP
1454	1	DELI
1455	1	PIZZA
1456	1	AMERICAN
1457	1	GAME
1458	1	DELI
1459	1	FAST FOOD
1460	1	FAST FOOD
1461	1	ICE CREAM
1462	1	BURGERS
1463	1	KOREAN
1464	1	STEAKHOUSE
1465	1	CHINESE
1466	1	FAST FOOD
1467	1	DELI
1468	1	WINGS
1469	1	HAWAIIAN
1470	1	CAFE
1471	1	AMERICAN
1472	1	LATIN AMERICAN
1473	1	MEXICAN
1474	1	BURGER
1475	1	BAR
1476	1	COFFEE SHOP
1477	1	CAFE
1478	1	BAGEL SHOP
1479	1	SPORTS BAR
1480	1	DESSERT
1481	1	BARBECUE
1482	1	CAFE
1483	1	ITALIAN
1484	1	CAFE
1485	1	CHICKEN
1486	1	HOT DOGS
1487	1	CHICKEN
1488	1	BURGER
1489	1	MEDITERRANEAN
1490	1	MEXICAN
1491	1	AMERICAN
1492	1	BARBECUE
1493	1	BARBECUE
1494	1	SNACK FOOD
1495	1	CAFE
1496	1	AMERICAN
1497	1	MEXICAN
1498	1	BARBECUE
1499	1	FAST FOOD
1500	1	FAST FOOD
1501	1	PIZZA
1502	1	PIZZA
1503	1	AMERICAN
1504	1	THAI
1505	1	INDIAN
1506	1	AMERICAN
1507	1	ICE CREAM
1508	1	DESSERT
1509	1	AMERICAN
1510	1	WINGS
1511	1	DESSERT
1512	1	CAFE
1513	1	BURGER
1514	1	PIZZA
1515	1	CARIBBEAN
1516	1	CAFE
1517	1	CAFE
1518	1	AMERICAN
1519	1	ITALIAN
1520	1	CHINESE
1521	1	SUBS
1522	1	SEAFOOD
1523	1	AMERICAN
1524	1	ICE CREAM
1525	1	BREAKFAST
1526	1	CAFE
1527	1	SNACK FOOD
1528	1	MEXICAN
1529	1	BARBECUE
1530	1	WINGS
1531	1	ICE CREAM
1532	1	FAST FOOD
1533	1	FAST FOOD
1534	1	FAST FOOD
1535	1	FAST FOOD
1536	1	ITALIAN
1537	1	DELI
1538	1	DELI
1539	1	ITALIAN
1540	1	FAST FOOD
1541	1	SUSHI
1542	1	CHINESE
1543	1	CATERERS
1544	1	PIZZA
1545	1	DELI
1546	1	MEXICAN
1547	1	ITALIAN
1548	1	DELI
1549	1	DELI
1550	1	AFRICAN
1551	1	STEAKHOUSE
1552	1	INDIAN
1553	1	HOMECOOKING
1554	1	BAKERY
1555	1	SEAFOOD
1556	1	BARBECUE
1557	1	ICE CREAM
1558	1	BARBECUE
1559	1	BAR
1560	1	CAFE
1561	1	CHICKEN
1562	1	FAST FOOD
1563	1	DESSERT
1564	1	ITALIAN
1565	1	BAKERY
1566	1	MEXICAN
1567	1	BARBECUE
1568	1	INDIAN
1569	1	ITALIAN
1570	1	CAFE
1571	1	COFFEE SHOP
1572	1	ETHNIC
1573	1	BURGER
1574	1	ITALIAN
1575	1	SEAFOOD
1576	1	AMERICAN
1577	1	TACO - BURRITOS
1578	1	SUBS
1579	1	PIZZA
1580	1	SOUTHERN
1581	1	PIZZA
1582	1	SPORTS BAR
1583	1	CHICKEN
1584	1	MEXICAN
1585	1	DESSERT
1586	1	HEALTHY
1587	1	MEXICAN
1588	1	VIETNAMESE
1589	1	SNACK FOOD
1590	1	SEAFOOD
1591	1	SNACK FOOD
1592	1	BAGEL SHOP
1593	1	MEXICAN
1594	1	BAR
1595	1	MEXICAN
1596	1	ITALIAN
1597	1	BURGER
1598	1	MEXICAN
1599	1	BARBECUE
1600	1	ITALIAN
1601	1	CHINESE
1602	1	CAJUN
1603	1	SUSHI
1604	1	BURGER
1605	1	CAFE
1606	1	PIZZA
1607	1	CAFE
1608	1	CAFE
1609	1	CAFE
1610	1	FOOD MARKET
1611	1	PIZZA
1612	1	BAR
1613	1	FAST FOOD
1614	1	FAST FOOD
1615	1	ENGLISH PUB
1616	1	WINGS
1617	1	HOT DOGS
1618	1	GOURMET
1619	1	CHINESE
1620	1	CHINESE
1621	1	AMERICAN
1622	1	CAFE
1623	1	SOUL FOOD
1624	1	CHICKEN
1625	1	SPORTS BAR
1626	1	CATERERS
1627	1	CHINESE
1628	1	CAFE
1629	1	PIZZA
1630	1	STEAKHOUSE
1631	1	SEAFOOD
1632	1	CAFE
1633	1	BURGER
1634	1	PIZZA
1635	1	TACO - BURRITOS
1636	1	ICE CREAM
1637	1	STEAK HOUSE, SALAD
1638	1	MEXICAN
1639	1	BREAKFAST
1640	1	ICE CREAM
1641	1	FOOD MARKET
1642	1	CHINESE
1643	1	COFFEE SHOP
1644	1	CHINESE
1645	1	PIZZA
1646	1	NOODLE SHOP
1647	1	FAST FOOD
1648	1	PIZZA
1649	1	DELI
1650	1	SEAFOOD
1651	1	BARBECUE
1652	1	BARBECUE
1653	1	CAFE
1654	1	MEXICAN
1655	1	BURGER
1656	1	MEXICAN
1657	1	BURGER
1658	1	ITALIAN
1659	1	CAFE
1660	1	BAR
1661	1	MEDITERRANEAN
1662	1	STEAKHOUSE
1663	1	MEDITERRANEAN
1664	1	BARBECUE
1665	1	SEAFOOD
1666	1	SUBS
1667	1	CHICKEN
1668	1	PIZZA
1669	1	PIZZA
1670	1	SUBS
1671	1	BARBECUE
1672	1	MEXICAN
1673	1	STEAKHOUSE
1674	1	SALAD BAR
1675	1	MEXICAN
1676	1	CHINESE
1677	1	CHINESE
1678	1	AMERICAN
1679	1	PIZZA
1680	1	STEAKHOUSE
1681	1	BARBECUE
1682	1	TACO - BURRITOS
1683	1	DESSERT
1684	1	BURGERS
1685	1	FAST FOOD
1686	1	BURGERS
1687	1	MEXICAN
1688	1	MEXICAN
1689	1	CAFE
1690	1	FAST FOOD
1691	1	AMERICAN
1692	1	FAST FOOD
1693	1	BARBECUE
1694	1	BARBECUE
1695	1	PIZZA
1696	1	BAR
1697	1	PIZZA
1698	1	BARBECUE
1699	1	DONUTS
1700	1	CHINESE
1701	1	BURGER
1702	1	SUBS
1703	1	BURGER
1704	1	MEXICAN
1705	1	AMERICAN
1706	1	AMERICAN
1707	1	CATERERS
1708	1	PIZZA
1709	1	FAST FOOD
1710	1	CAFE
1711	1	CATERERS
1712	1	ITALIAN
1713	1	MEXICAN
1714	1	DELI
1715	1	BURGERS
1716	1	CHICKEN
1717	1	BARBECUE
1718	1	BARBECUE
1719	1	COFFEE SHOP
1720	1	CAFE
1721	1	CHICKEN
1722	1	HAWAIIAN
1723	1	CAFE
1724	1	FAST FOOD
1725	1	BARBECUE
1726	1	FAST FOOD
1727	1	MEXICAN
1728	1	WINGS
1729	1	AMERICAN
1730	1	BAR
1731	1	CAFE
1732	1	BAR
1733	1	BAKERY
1734	1	DESSERT
1735	1	CHINESE
1736	1	CATERERS
1737	1	PIZZA
1738	1	TEX-MEX
1739	1	ICE CREAM
1740	1	PIZZA
1741	1	THAI
1742	1	BURGER
1743	1	DELI
1744	1	SPORTS BAR
1745	1	AMERICAN
1746	1	STEAKHOUSE
1747	1	CAFE
1748	1	BARBECUE
1749	1	SNACK FOOD
1750	1	BAKERY
1751	1	AMERICAN
1752	1	DELI
1753	1	DELI
1754	1	SEAFOOD
1755	1	STEAKHOUSE
1756	1	CHINESE
1757	1	AMERICAN
1758	1	SUBS
1759	1	SOUTHWESTERN
1760	1	MEXICAN
1761	1	SALAD BAR
1762	1	ASIAN
1763	1	PIZZA
1764	1	CAFE
1765	1	TACO - BURRITOS
1766	1	DESSERT
1767	1	STEAKHOUSE
1768	1	CHINESE
1769	1	CHINESE
1770	1	TACO - BURRITOS
1771	1	AMERICAN (REGIONAL)
1772	1	DESSERT
1773	1	TACO - BURRITOS
1774	1	CAFE
1775	1	DELI
1776	1	TACO - BURRITOS
1777	1	PIZZA
1778	1	TACO - BURRITOS
1779	1	PIZZA
1780	1	THAI
1781	1	SUBS
1782	1	SUBS
1783	1	DESSERT
1784	1	COFFEE SHOP
1785	1	MIDDLE EASTERN
1786	1	FAST FOOD
1787	1	BURGERS
1788	1	SUSHI
1789	1	ITALIAN
1790	1	SNACK FOOD
1791	1	BURGER
1792	1	DELI
1793	1	AMERICAN
1794	1	AMERICAN
1795	1	SEAFOOD
1796	1	COFFEE SHOP
1797	1	STEAKHOUSE
1798	1	AMERICAN
1799	1	PIZZA
1800	1	BAR
1801	1	CHINESE
1802	1	JAPANESE
1803	1	CAFE
1804	1	FRENCH
1805	1	PIZZA
1806	1	PIZZA
1807	1	CHINESE
1808	1	PIZZA
1809	1	PIZZA
1810	1	PIZZA
1811	1	PIZZA
1812	1	MEXICAN
1813	1	CAJUN
1814	1	CAFE
1815	1	ITALIAN
1816	1	DELI
1817	1	SALAD BAR
1818	1	JAPANESE
1819	1	PIZZA
1820	1	ICE CREAM
1821	1	FOOD MARKET
1822	1	AMERICAN
1823	1	FAST FOOD
1824	1	ICE CREAM
1825	1	BARBECUE
1826	1	BARBECUE
1827	1	GREEK
1828	1	BREAKFAST
1829	1	MEXICAN
1830	1	MEXICAN
1831	1	TACO - BURRITOS
1832	1	CATERERS
1833	1	VIETNAMESE
1834	1	CAFE
1835	1	DESSERT
1836	1	ITALIAN
1837	1	COFFEE SHOP
1838	1	ICE CREAM
1839	1	AMERICAN
1840	1	ICE CREAM
1841	1	DELI
1842	1	JAPANESE
1843	1	HAWAIIAN
1844	1	CHICKEN
1845	1	THAI
1846	1	NOODLE SHOP
1847	1	BAKERY
1848	1	COFFEE SHOP
1849	1	MEXICAN
1850	1	TEA
1851	1	BURGER
1852	1	BAKERY
1853	1	ITALIAN
1854	1	CHINESE
1855	1	SEAFOOD
1856	1	MEXICAN
1857	1	AMERICAN
1858	1	PIZZA
1859	1	HEALTHY
1860	1	FAST FOOD
1861	1	FAST FOOD
1862	1	DELI
1863	1	FAST FOOD
1864	1	BURGERS
1865	1	ITALIAN
1866	1	FAST FOOD
1867	1	DELI
1868	1	MEDITERRANEAN
1869	1	MEXICAN
1870	1	SEAFOOD
1871	1	FAST FOOD
1872	1	MEXICAN
1873	1	CAFE
1874	1	PIZZA
1875	1	CAFE
1876	1	COFFEE SHOP
1877	1	MEXICAN
1878	1	BURGER
1879	1	BAKERY
1880	1	BAR
1881	1	INDIAN
1882	1	VIETNAMESE
1883	1	VIETNAMESE
1884	1	CHINESE
1885	1	MIDDLE EASTERN
1886	1	CHINESE
1887	1	SUBS
1888	1	VIETNAMESE
1889	1	DELI
1890	1	INDIAN, VEGETARIAN
1891	1	SUBS
1892	1	MEXICAN
1893	1	CAFE
1894	1	ITALIAN
1895	1	ICE CREAM
1896	1	DELI
1897	1	PIZZA
1898	1	STEAKHOUSE
1899	1	MEXICAN
1900	1	CAFE
1901	1	FAST FOOD
1902	1	SEAFOOD
1903	1	CHINESE, VEGETARIAN
1904	1	BURGERS
1905	1	CAFE
1906	1	CHINESE
1907	1	SUSHI
1908	1	CATERERS
1909	1	CAFE
1910	1	BAKERY
1911	1	BAR
1912	1	KOSHER
1913	1	MEXICAN
1914	1	AMERICAN
1915	1	BURGERS
1916	1	PIZZA
1917	1	BAR
1918	1	COFFEE SHOP
1919	1	BAGEL SHOP
1920	1	DELI
1921	1	ICE CREAM
1922	1	DELI
1923	1	INDIAN
1924	1	INDIAN
1925	1	SOUPS
1926	1	ECLECTIC
1927	1	BURGER
1928	1	MEDITERRANEAN
1929	1	KOSHER
1930	1	AMERICAN
1931	1	CHICKEN
1932	1	SNACK FOOD
1933	1	FRENCH
1934	1	FAST FOOD
1935	1	CHINESE
1936	1	AMERICAN
1937	1	CAFE
1938	1	CHINESE
1939	1	RUSSIAN
1940	1	CHICKEN
1941	1	MIDDLE EASTERN
1942	1	DELI
1943	1	SUBS
1944	1	PIZZA
1945	1	AMERICAN
1946	1	CAFE
1947	1	INDIAN
1948	1	SPORTS BAR
1949	1	CAFE
1950	1	CAFE
1951	1	TACO - BURRITOS
1952	1	AMERICAN
1953	1	DELI
1954	1	SEAFOOD
1955	1	CAFE
1956	1	MEXICAN
1957	1	FAST FOOD
1958	1	SEAFOOD
1959	1	SEAFOOD
1960	1	SNACK FOOD
1961	1	COFFEE SHOP
1962	1	FOOD MARKET
1963	1	CAFE
1964	1	GERMAN
1965	1	SEAFOOD
1966	1	PIZZA
1967	1	CHICKEN
1968	1	PIZZA
1969	1	ITALIAN
1970	1	MEXICAN
1971	1	BURGER
1972	1	SUBS
1973	1	WINGS
1974	1	CHINESE
1975	1	STEAKHOUSE
1976	1	SOUL FOOD
1977	1	PIZZA
1978	1	PIZZA
1979	1	SUBS
1980	1	TACO - BURRITOS
1981	1	PIZZA
1982	1	MEXICAN
1983	1	CAFE
1984	1	PIZZA
1985	1	CAFE
1986	1	AMERICAN
1987	1	PIZZA
1988	1	MEXICAN
1989	1	SPORTS BAR
1990	1	MEXICAN
1991	1	MEXICAN
1992	1	BURGER
1993	1	BARBECUE
1994	1	CHINESE
1995	1	AMERICAN
1996	1	BURGER
1997	1	FAST FOOD
1998	1	MEXICAN
1999	1	PIZZA
