restaurant	tripadvisor	name
0823	1	Block&#39;s Hot Bagels &amp; Deli
0824	1	Lindo Michoacan
0825	1	Botero
0826	1	FIREFLY* Tapas Kitchen &amp; Bar
0827	1	SW Steakhouse
0828	1	Joe&#39;s
0829	1	Picasso
0830	1	The Range Steakhouse
0831	1	Grand Lux Cafe
0832	1	The Buffet at Bellagio Las Vegas
0833	1	Casa Larios
0834	1	Cold Stone Creamery
0835	1	Trattoria Rosalia&#39;s
0836	1	San Telmo
0837	1	TGI Friday&#39;s
0838	1	Gilbert&#39;s Bakery
0839	1	Cafe Buena Vista
0840	1	Lan Pan-Asian Cafe
0841	1	Gil Capa&#39;s Italian Restaurant
0842	1	Johnny Rocket&#39;s
0843	1	S &amp; S Restaurant
0844	1	Send-A-Chef
0845	1	Athens Tavern
0846	1	O&#39;Toole&#39;s
0847	1	Trak&#39;s Greek &amp; Italian Restaurant
0848	1	Rosie Connolly&#39;s Pub Restaurant
0849	1	Halfway House Restaurant
0850	1	Classics Sandwiches &amp; Subs
0851	1	Avenue 805
0852	1	Greek Circus Restaurant
0853	1	Philip&#39;s Continental Lounge
0854	1	Full Kee Restaurant
0855	1	Nicola&#39;s Donut Shop
0856	1	Ciccio &amp; Tony&#39;s
0857	1	Timpano Chophouse &amp; Martini Bar
0858	1	California Pizza Kitchen
0859	1	Lauro&#39;s Ristorante Italiano
0860	1	Chili&#39;s Too Tampa Airport
0861	1	The Brunchery
0862	1	Ruth&#39;s Chris Steak House
0863	1	La Terrazza Restaurant
0864	1	Five Guys Burgers and Fries
0865	1	Ocean Prime - Tampa
0866	1	Tulip
0867	1	Juniper 61
0868	1	Bombay Sweet
0869	1	The Dogg Haus
0870	1	Jalapeno Loco Mexican Restaurant
0871	1	Mayura
0872	1	Lemon Grass Asian Grill and Noodle Bar
0873	1	L&#39;Image
0874	1	Old Soul Co.
0875	1	Famous Pizza
0876	1	Taqueria Rincon Alteno
0877	1	Gatsby&#39;s Hamburgers
0878	1	Big 10 Restaurant &amp; Bar
0879	1	Heidi&#39;s Minneapolis
0880	1	Marina Grill &amp; Deli
0881	1	Nicollet Island Inn Restaurant
0882	1	Bar Abilene
0883	1	Wienery
0884	1	Pizza Luce - Seward
0885	1	Jitters
0886	1	Sawatdee Bar &amp; Cafe
0887	1	Shuang Cheng Restaurant
0888	1	Zeno Cafe
0889	1	Porter &amp; Frye
0890	1	Hello Deli
0891	1	El Charritos Mexican Restaurant
0892	1	Nick and Jimmy&#39;s
0893	1	Nicky V&#39;s
0894	1	Thai House
0895	1	Bravo Cucina Italiana
0896	1	Relish Sandwich Shop
0897	1	LA Salita Restaurant
0898	1	Farina
0899	1	Great Wall Restaurant
0900	1	Cafe Choroni
0901	1	King Eggroll
0902	1	Pho Kim Long
0903	1	California Pizza Kitchen
0904	1	Rosie&#39;s New York Pizza
0905	1	Cafe San Jose
0906	1	Vito&#39;s New York Trattoria
0907	1	BJ&#39;s Restaurant &amp; Brewhouse
0908	1	Dynasty Chinese Seafood Restaurant
0909	1	La Taqueria
0910	1	Picasso&#39;s Tapas Restaurant
0911	1	Fred Cotten Barbeque
0912	1	Crim&#39;s Barbeque
0913	1	Krystal
0914	1	The Sheik
0915	1	Taps Bar and Grill
0916	1	Dave &amp; Buster&#39;s
0917	1	San Marco Deli
0918	1	Green Lake Chinese Restaurant
0919	1	Cool Moose Coffee Co
0920	1	J J&#39;s Bistro DE Paris
0921	1	Bayou Bar &amp; Grill
0922	1	Jarrett&#39;s
0923	1	La Guadalupana
0924	1	Milano&#39;s Pizza
0925	1	Yosemite Sam&#39;s
0926	1	Sekisui Pacific Rim
0927	1	City Tavern
0928	1	Naked Chocolate Cafe
0929	1	Lacroix at the Rittenhouse
0930	1	Bistro Romano
0931	1	John&#39;s Roast Pork
0932	1	Tacconelli&#39;s Pizza
0933	1	Tequilas Restaurant
0934	1	Parc
0935	1	Vietnam Restaurant
0936	1	Vincent&#39;s Italian Cuisine
0937	1	Superior Bar &amp; Grill
0938	1	Luke
0939	1	Felipie&#39;s Taqueria
0940	1	Zea
0941	1	Trolley Stop Cafe
0942	1	Voodoo BBQ
0943	1	Firebirds Rocky Mountain Grill
0944	1	Mama&#39;s Famous Pizza &amp; Heros
0945	1	New Delhi Palace Cuisine India
0946	1	Eclectic Cafe
0947	1	La Placita Cafe
0948	1	Rosati&#39;s Pizza
0949	1	Great Northern Pizza Kitchens
0950	1	Brandani&#39;s Pizza
0951	1	Lunch Box Spot
0952	1	Trotto&#39;s Pizzeria
0953	1	Taco John&#39;s
0954	1	MEX Restaurant
0955	1	Sienna Grill &amp; Bar
0956	1	Lola Bistro
0957	1	Lento
0958	1	Mykonos
0959	1	Ollie&#39;s Trolley
0960	1	Pig City BBQ
0961	1	Ermin&#39;s French Bakery &amp; Cafe
0962	1	Ray Parrella&#39;s Italian Cuisine
0963	1	Simply Thai
0964	1	Senor Iguanas
0965	1	Santa Fe Cattle Company
0966	1	Chappy&#39;s on Church
0967	1	Ellendale&#39;s Restaurant
0968	1	Las Palmas Mexican Restaurant
0969	1	Macke&#39;s
0970	1	Woodlands
0971	1	Suzy Wong&#39;s House of Yum
0972	1	Gil&#39;s Mexican Food
0973	1	Bonsai
0974	1	Hiney&#39;s Restaurant
0975	1	Jaxons Restaurant &amp; Brewing Co
0976	1	El Nido Restaurant
0977	1	H&amp;H Car Wash and Coffee Shop
0978	1	Mountain Shadows Restaurant
0979	1	Rocco&#39;s Italian Restaurant
0980	1	Einstein Bros. Bagels
0981	1	LA Casita Patio Cafe
0982	1	Saigon Springs
0983	1	Olive Garden
0984	1	Hatch Cover
0985	1	Rizuto&#39;s
0986	1	Kelly O&#39;Brians
0987	1	Olive Garden
0988	1	Jalepenos Mexican Restaurant
0989	1	Carmen&#39;s Cafe
0990	1	Taqueria Mexico
0991	1	Niece&#39;s Restaurant
0992	1	Chef burger
0993	1	The American Restaurant
0994	1	Rusted Sun Pizzeria
0995	1	Coldstone Creamery
0996	1	Five Alls Restaurant
0997	1	Sapa Sushi Bar &amp; Asian Grill
0998	1	Lone Star Steakhouse &amp; Saloon
0999	1	Frank Granato Importing Co.
1000	1	The Garden Restaurant
1001	1	The Old Spaghetti Factory
1002	1	Isle of Capri
1003	1	Fogo De Chao
1004	1	Canoe
1005	1	Woodfire Grill
1006	1	Fat Matt&#39;s Rib Shack
1007	1	Two Urban Licks
1008	1	La Grotta Ristorante Italiano
1009	1	Atmosphere
1010	1	Mali Thai Restaurant
1011	1	Nava
1012	1	Beachhouse - Moana Surfrider
1013	1	Teddy&#39;s Bigger Burgers
1014	1	Nico&#39;s At Pier 38
1015	1	Soleil The Restaurant
1016	1	Hooters
1017	1	Caffe Pranzo
1018	1	Saii Bistro
1019	1	Papa Dio_s Italian Pantry
1020	1	Panera Bread
1021	1	Moti Mahal
1022	1	Gigi&#39;s Restaurant
1023	1	Blasdell Pizza
1024	1	Elmwood-Anderson Corporation
1025	1	Fiddle Heads Restaurant
1026	1	Taqueria MI Casita
1027	1	Ixtapa Mexican Restaurant
1028	1	Jim &#39;n Nick&#39;s Bar-B-Q Homewood
1029	1	Sumo Japanese Steakhouse &amp; Sushi Bar
1030	1	Lucy&#39;s Coffee and Tea
1031	1	Kona Grill - Scottsdale
1032	1	Bourbon Steak
1033	1	The Capital Grille
1034	1	IL Poggio D Italia
1035	1	Marble Slab Creamery
1036	1	Oriental Garden Super Buffet
1037	1	J &amp; G Steakhouse at the Phonecian
1038	1	Fleming&#39;s Prime Steakhouse &amp; Wine Bar
1039	1	Scratch Pastries
1040	1	Ella&#39;s Deli
1041	1	Brownie&#39;s Hamburger Stand
1042	1	Sushi Train
1043	1	Q&#39;doba Mexican Grill
1044	1	LA Roma Pizza
1045	1	Tokyo House Japanese Restaurant
1046	1	Mizu
1047	1	Seaboard Cafe
1048	1	The Village Deli
1049	1	Ole Time Barbecue
1050	1	Mayflower Seafood Restaurant
1051	1	Vic&#39;s Ristorante Italiano
1052	1	Sakura Japanese Steak House
1053	1	Dairy Queen
1054	1	Szechuan Garden Chinese Restaurant
1055	1	Stir Fry Cafe
1056	1	Kichi
1057	1	Bayou Bay Seafood House
1058	1	Petro&#39;s Chili &amp; Chips
1059	1	Little China Chinese Rstrnts
1060	1	Jeff Foxworthy&#39;s Bar Bq
1061	1	Wildside
1062	1	Kissimmee Bakery
1063	1	Serafina Waterfront Bistro
1064	1	Pita Paradise
1065	1	Hard Rock Cafe Hollywood, Fl
1066	1	DA Vinci&#39;s Pizzeria
1067	1	Chili&#39;s Grill &amp; Bar
1068	1	Greek Plus
1069	1	Johnny Carino&#39;s Italian Kitchen
1070	1	Deshi Curry
1071	1	Cucina Urbana
1072	1	The Field Authentic Irish Pub and Restaurant
1073	1	Expresso Pizza
1074	1	Morton&#39;s - The Steakhouse
1075	1	IN-N-OUT Burger
1076	1	Gaslamp Strip Club
1077	1	Tabule Restaurnat &amp; Bar
1078	1	The Cheesecake Factory
1079	1	Waka House
1080	1	Nagoya Japanese Seafood Buffet
1081	1	La Madeleine French Bakery
1082	1	Spanish Moon
1083	1	Los Gallos Mexican Grill
1084	1	Ohanyan&#39;s International Deli
1085	1	Bistro Rustico
1086	1	Kikku Japanese Fast Food
1087	1	Fahrenheit 5104
1088	1	Papa Murphy&#39;s Take N Bake Pizza
1089	1	Forestiere&#39;s Italian Deli
1090	1	Round Table Pizza
1091	1	Sakura Chaya
1092	1	White Dove Tea Room
1093	1	Daniella&#39;s Steakhouse
1094	1	Cajun Cafe
1095	1	Weber&#39;s Restaurant
1096	1	Makawao Steak House
1097	1	Antonio&#39;s
1098	1	Lahaina Fish Co
1099	1	Matteo Pizzeria
1100	1	Bamboo Bar &amp; Grill
1101	1	Caffe Ciao
1102	1	Souper Salad
1103	1	Stone Cup Coffee House
1104	1	Greenlife Grocery
1105	1	Blue Orleans
1106	1	Glen-Gene Deli
1107	1	Old Mattress Factory Bar &amp; Grill
1108	1	Tussey&#39;s Casual Grill
1109	1	Jason&#39;s Deli
1110	1	Grand Fortune Chinese Restaurant
1111	1	O Dining &amp; Lounge
1112	1	Night Flight Pizza
1113	1	Jim&#39;s Rib Haven
1114	1	Mickey&#39;s Diner
1115	1	DeGidio&#39;s Restaurant &amp; Bar
1116	1	Grampa Tony&#39;s
1117	1	Shilla
1118	1	Cahoots Coffee Bar
1119	1	Parkview Cafe
1120	1	Green Mill Shoreview
1121	1	Andolini&#39;s Pizza
1122	1	Taste of India
1123	1	Marina Variety Store &amp; Restaurant
1124	1	Groucho&#39;s Deli of Charleston
1125	1	Linnie II Thai Cuisine
1126	1	Latah Latte
1127	1	Riverview Thai Restaurant
1128	1	Red Lion BBQ &amp; Pub
1129	1	Mustard Seed
1130	1	Taco Del Mar
1131	1	Kay LON Garden Restaurant
1132	1	Burger King
1133	1	Barnes Ribs
1134	1	Detroit Fish Market - Downtown
1135	1	Caribou Coffee
1136	1	Foran&#39;s Irish Pub
1137	1	Milt&#39;s Gourmet Barbecue
1138	1	Chops
1139	1	R. Thomas Deluxe Grill
1140	1	Il Mulino New York
1141	1	Veni Vidi Vici
1142	1	The Cheesecake Factory
1143	1	Six Feet Under
1144	1	Peasant Bistro
1145	1	Santa FE Hotel
1146	1	Chevy&#39;s Fresh Mex
1147	1	Cafe DE Thai
1148	1	P.F. Chang&#39;s China Bistro
1149	1	Dr Sears Zone Cafe
1150	1	Red Lobster Restaurant
1151	1	Jane&#39;s Restaurants - Mission Square
1152	1	Sushi Tokyo Japanese Restaurant
1153	1	Handsome Harry&#39;s Third Street Bistro
1154	1	Pei Wei Asian Diner
1155	1	Fernandez the Bull
1156	1	Bayside Seafood Grill &amp; Bar
1157	1	Settimi&#39;s Ice Cream
1158	1	Big Panda
1159	1	Dino&#39;s Pizza
1160	1	Anna&#39;s Deli
1161	1	Hemingway&#39;s On St Armands Cir
1162	1	Outback Steakhouse
1163	1	Lombardo&#39;s Restaurant
1164	1	Nicole&#39;s Restaurant &amp; Catering
1165	1	Grandma&#39;s Restaurant
1166	1	T.G.I. Friday&#39;s
1167	1	Little Anthony&#39;s
1168	1	New Madison Grille
1169	1	El Porton Mexican Restaurant
1170	1	Satellite Cafe
1171	1	Famous Dave&#39;s
1172	1	Andina Cafe
1173	1	Sticky Fingerz Rock &#39;n&#39; Roll Chicken Shack
1174	1	Doe&#39;s Eat Place
1175	1	LA Hacienda Mexican Restaurant
1176	1	Chi&#39;s Too
1177	1	Nice Slice
1178	1	Pakarang Exquisite Thai
1179	1	Walter&#39;s Ristorante d&#39;Italia
1180	1	Don Jose Tequilas Restaurant
1181	1	Tomato City Pizza
1182	1	Union Station Brewery
1183	1	Phat Wings
1184	1	Bagel Gourmet Ole
1185	1	Buffalo Wild Wings
1186	1	Common Ground Coffee
1187	1	Uccello&#39;s Pizza Restaurant
1188	1	Hooters
1189	1	Rockies Diner
1190	1	Chicago Connection Pizza
1191	1	Johnny&#39;s
1192	1	36th Street Bistri
1193	1	Popeyes Chicken and Biscuits
1194	1	Boise Bungalow
1195	1	Parrilia Grill
1196	1	Chela&#39;s Mexican Grill
1197	1	Panera Bread
1198	1	Pizzeria UNO
1199	1	Amalfi Ristorante
1200	1	Ohgane Korean BBQ Restaurant
1201	1	Isobune Sushi
1202	1	Ginza Japanese Restaurant
1203	1	Legendary Palace
1204	1	Rustica
1205	1	Pizza Rustica
1206	1	Louisiana Famous Fried Chicken - Fruitvale BART Station
1207	1	China Garlic Restaurant
1208	1	La Estrellita Cafe &amp; Bar
1209	1	Shanghai Restaurant
1210	1	Burma Superstar
1211	1	Compadres Bar &amp; Grill
1212	1	Denver ChopHouse
1213	1	New Saigon
1214	1	Sam&#39;s
1215	1	Marco&#39;s Coal Fired Pizzeria
1216	1	Earls Restaurant and Bar
1217	1	Liks Ice Cream Parlor
1218	1	Pizzeria Uno Restaurants
1219	1	Plaka Taverna
1220	1	Casbah Restaurant
1221	1	Bradbury&#39;s Espresso &amp; Crepes
1222	1	The Haze
1223	1	Rocky Rococo
1224	1	Picante Mexican Grill
1225	1	Tanjore
1226	1	MuLan Taiwanese Cuisine
1227	1	Matt Murphy&#39;s Pub
1228	1	Florentina
1229	1	Newtowne Grille Food &amp; Spirits
1230	1	Seoul Food
1231	1	T.G.I. Friday&#39;s
1232	1	The Restaurant at The Setai
1233	1	Asia de Cuba at Mondrian South Beach
1234	1	La Dolce Vita
1235	1	B.E.D.
1236	1	Yoko&#39;s Japanese Restaurant
1237	1	Groovy&#39;s Pizza
1238	1	Cafe Del Mar
1239	1	Original Pita Hut and Sushi
1240	1	Maison D&#39;Azur
1241	1	Van Dyke Cafe
1242	1	Parrillada Las Vacas Gordas
1243	1	Santo
1244	1	T-Mex
1245	1	Medi Bar &amp; Grill
1246	1	The Pershing
1247	1	Maurice&#39;s Gourmet Barbeque
1248	1	Ruby Tuesday
1249	1	Wally&#39;s Grill &amp; Ale House
1250	1	IHOP
1251	1	Dano&#39;s Pizza
1252	1	Armondo&#39;s Italian Restaurant
1253	1	Szchuan Gourmet
1254	1	New Pacific
1255	1	Compadres Tex Mex Grill
1256	1	Two Chefs Delicatessen &amp; Mkt
1257	1	Moe&#39;s Southwest Grill
1258	1	Takosushi
1259	1	Sky at Blue Ridge Brewing
1260	1	Papa Ougots Pizza House
1261	1	Quizno&#39;s
1262	1	Taco Casa
1263	1	Copper River Grill
1264	1	Como&#39;s Pete&#39;s
1265	1	Rib Hut Bar-B-Que and Seafood
1266	1	Smoke Station Barbecue
1267	1	Cafe GelatOhhh!
1268	1	Roly Poly Sandwiches
1269	1	Hog Heaven Bar-B-Q
1270	1	East Coast Chinese Food EXP
1271	1	Chai&#39;s Noodle Bar &amp; Bistro
1272	1	Durbar 84
1273	1	Dain&#39;s Place
1274	1	Outback Steakhouse
1275	1	Bocci Trattoria &amp; Pizzeria
1276	1	Fonda San Miguel
1277	1	Sullivan&#39;s Steakhouse
1278	1	South Congress Cafe
1279	1	Taco Deli
1280	1	Siena Ristorante Toscana
1281	1	Hut&#39;s Hamburgers
1282	1	Louie&#39;s 106
1283	1	Flip Happy Crepes
1284	1	Cafe Dolce
1285	1	Outback Steakhouse on Park
1286	1	Thai Kitchen Restaurant
1287	1	The Globe Coffee Lounge
1288	1	Romano&#39;s Macaroni Grill
1289	1	A Corner of England
1290	1	Fish Tales Seafood House- 37th St.
1291	1	Williams Sub Shop
1292	1	Makato Japanese Steakhouse &amp; Sushi Bar, LLC
1293	1	Trolley&#39;s Neighborhood Pub
1294	1	Cracker Barrel Old Country Store
1295	1	Whistle Stop
1296	1	Ruby Tuesday
1297	1	Manna Korean BBQ
1298	1	Fujimamas
1299	1	Scornovacca&#39;s Ristorante
1300	1	India Star
1301	1	El Salvador Del Mundo
1302	1	Northern Lights Pizza Co
1303	1	Rock River Grill &amp; Tavern
1304	1	Perkins Restaurant
1305	1	Downtown Restaurant
1306	1	House of Curries
1307	1	La Cascada
1308	1	Satay House
1309	1	Brewed Awakenings
1310	1	Marble Slab Creamery
1311	1	YC&#39;s Mongolian Grill
1312	1	T.C. Luigi&#39;s
1313	1	Chuys Mesquite Broiler
1314	1	Boston&#39;s Gourmet Pizza
1315	1	Papa Razzini&#39;s Italian Eatery
1316	1	Sloppy Janes Cafe &amp; Deli
1317	1	Ruby Tuesday
1318	1	The Red Rose
1319	1	Everest Delights Cafe
1320	1	Jimmy &amp; Drew&#39;s 28th St Deli
1321	1	Jalino&#39;s Pizza
1322	1	Siamese Plate
1323	1	Five Spice
1324	1	You &amp; Mee Noodle House
1325	1	Thyme On The Creek
1326	1	Redfish New Orleans Brewhouse
1327	1	Murphy&#39;s Bar &amp; Grill
1328	1	Peaberry Coffee Limited
1329	1	Juanita&#39;s Mexican Food
1330	1	Snarfmont
1331	1	Lee Yuan Chinese Cuisine
1332	1	The 9th Door
1333	1	Lucile&#39;s Creole Cafe
1334	1	Panzano
1335	1	Fogo de Chao
1336	1	The Capital Grille
1337	1	Gumbo&#39;s Louisiana Style Cafe
1338	1	Luca d&#39;Italia
1339	1	Ruth&#39;s Chris Steak House
1340	1	Burger Boy
1341	1	Liberty Bar
1342	1	Los Barrios Mexican Restaurant
1343	1	Il Sogno Osteria
1344	1	Francesca&#39;s at Sunset
1345	1	The Cheesecake Factory
1346	1	Vintage Irving and Sidebar
1347	1	wd~50
1348	1	Le Cirque 2000
1349	1	Mamoun&#39;s Falafel
1350	1	Joe&#39;s Shanghai
1351	1	Armani 5th Avenue
1352	1	Boqueria
1353	1	Pizano&#39;s Pizza &amp; Pasta
1354	1	Sullivan&#39;s Steakhouse
1355	1	R.J. Grunts
1356	1	Karyn&#39;s Fresh Corner
1357	1	Lou Malnati&#39;s Pizzeria
1358	1	Devon Seafood Grill (Corner of Chicago and Wabash)
1359	1	Emilio&#39;s Sol y Nieve
1360	1	one sixtyblue
1361	1	L.A. Prime
1362	1	Grub
1363	1	Pizzetta 211
1364	1	Antica Trattoria
1365	1	Town Hall
1366	1	Little Delhi Restaurant
1367	1	Cafe Divine
1368	1	Blue Plate
1369	1	Kabuto A&amp;S
1370	1	Jeanne D&#39;arc
1371	1	Crustacean
1372	1	Sushi Bistro
1373	1	Okoze Sushi
1374	1	Masa&#39;s Restaurant
1375	1	Oriental Pearl Restaurant
1376	1	Daily Grill
1377	1	Trattoria Contadina
1378	1	Del Frisco&#39;s - Houston
1379	1	Pappasito&#39;s Cantina
1380	1	Harry&#39;s Restaurant
1381	1	Goode Company Seafood
1382	1	Farrago
1383	1	Bhojan
1384	1	Mi Luna Tapas Restaurant &amp; Bar
1385	1	Lynn&#39;s Steakhouse
1386	1	Art Restaurant &amp; Lounge at the Four Seasons Seattle
1387	1	Pecos Pit BBQ
1388	1	SkyCity Restaurant
1389	1	Zig Zag Cafe
1390	1	Dicks Drive-In - 45th St.
1391	1	La Vita E&#39; Bella
1392	1	Hole in the Wall Barbecue
1393	1	Dilettante Chocolates
1394	1	Dick&#39;s Drive-In - Broadway E
1395	1	Taste of India
1396	1	Ma Soba
1397	1	Stephi&#39;s
1398	1	Bamboo Thai Restaurant
1399	1	Salvatore&#39;s
1400	1	Teatro
1401	1	Woody&#39;s Grill and Tap
1402	1	Twenty Eight Degrees
1403	1	Brasserie Jo
1404	1	Hampshire House
1405	1	Wild Abandon
1406	1	Carlyle
1407	1	New Delhi Restaurant
1408	1	Milo&#39;s City Cafe
1409	1	Thien Hong
1410	1	Noho&#39;s Hawaiian Cafe
1411	1	Burgerville
1412	1	Old Town Pizza
1413	1	Little Buddha Restaurant at the Palms
1414	1	Original Pancake House
1415	1	Outback Steakhouse
1416	1	Nora&#39;s Cuisine
1417	1	Khoury&#39;s Mediterranean
1418	1	Sirio Ristorante
1419	1	Big Dog&#39;s Cafe &amp; Casino
1420	1	La Creperie at Paris
1421	1	Palace at the Ben
1422	1	Jake&#39;s Restaurant &amp; Bar
1423	1	Little Pete&#39;s
1424	1	Maggiano&#39;s Little Italy
1425	1	Pura Vida
1426	1	Eulogy Belgian Tavern
1427	1	Ants Pants Cafe
1428	1	Mr Martino&#39;s Trattoria
1429	1	Pod
1430	1	Nate&#39;s Deli &amp; Restaurant
1431	1	Civilization
1432	1	The Inn on Coventry
1433	1	Gallucci&#39;s Italian Foods
1434	1	Parallax
1435	1	Cleveland Chophouse
1436	1	John Q&#39;s Steakhouse
1437	1	Sushi Rock
1438	1	Sans Souci
1439	1	The Cheesecake Factory
1440	1	Brasa Grill
1441	1	Okonomiyaki Chibo Restaurant
1442	1	Paesano
1443	1	Michel&#39;s At the Colony Surf
1444	1	Like Like Drive Inn Restaurant
1445	1	Akasaka
1446	1	Buzz&#39;s Original Steak House
1447	1	Cafe MIRO
1448	1	Dumpling Inn
1449	1	Baleen
1450	1	Marine Room
1451	1	Mama&#39;s Bakery &amp; Deli
1452	1	Ponce&#39;s Mexican Restaurant
1453	1	Cafe on Park
1454	1	Albies Beef Inn
1455	1	Ghirardelli Soda Fountain and Chocolate Shop
1456	1	Gringo&#39;s Cantina y Cocina
1457	1	Haven
1458	1	Eats
1459	1	MF Buckhead
1460	1	The Melting Pot - Midtown
1461	1	Little Bangkok
1462	1	Java Jive
1463	1	Park Tavern
1464	1	Fontaine&#39;s Oyster Bar
1465	1	Rosa&#39;s Pizza
1466	1	Dubbel Dutch
1467	1	Ted&#39;s Montana Grill
1468	1	Common Grounds
1469	1	Mead Street Station
1470	1	Indulge French Bistro
1471	1	Vita
1472	1	Artz Rib House
1473	1	El Meson Taqueria
1474	1	Mangia Chicago Stuffed Pizza
1475	1	Pok-e-Jo&#39;s Smokehouse
1476	1	Mr. Natural
1477	1	Blue Dahlia Bistro
1478	1	Luciano Ristorante Italiano
1479	1	Paesano&#39;s Riverwalk
1480	1	Pompeii Italian Grill
1481	1	The Rainforest Cafe
1482	1	Pericos Bar &amp; Grill
1483	1	Cheesy Jane&#39;s
1484	1	Zuni Grill
1485	1	Stone Werks Cafe &amp; Bar
1486	1	Adelante Mexican Food
1487	1	County Line Barbeque
1488	1	Bernard&#39;s Creole Kitchen
1489	1	Frederick&#39;s
1490	1	Donatello&#39;s Pizzaria
1491	1	Jack&#39;s Deli &amp; Restaurant
1492	1	Frank &amp; Pauly&#39;s
1493	1	Sumo Sushi Seafood Buffet
1494	1	Juniper Grille
1495	1	Pizzazz Pizza &amp; Dining Room
1496	1	Bakers Square Restaurant &amp; Pie
1497	1	Lava Lounge
1498	1	Big Dipper
1499	1	Sushi 86
1500	1	Battiste &amp; Dupree Cajun Grill
1501	1	Pizza Doughmain
1502	1	The Library
1503	1	Sapporo Japanese Steakhouse
1504	1	Naisa Pan-Asian Cafe
1505	1	Charleston&#39;s
1506	1	Denny&#39;s - East 82nd
1507	1	Oriental Inn
1508	1	Mikado Japanese Restaurant
1509	1	Mozzi&#39;s Pizza
1510	1	Bob Evans
1511	1	Pazzaluna
1512	1	Java-Roo &amp; Fell&#39;s Fudge
1513	1	Marie Louise Bistro
1514	1	Germano&#39;s
1515	1	Taco Fiesta LLC
1516	1	Joe Squared Pizza &amp; Bar
1517	1	Prime Steakhouse
1518	1	Sascha&#39;s 527
1519	1	Seito Sushi
1520	1	Carmela&#39;s of Brooklyn
1521	1	Raglan Road
1522	1	BJ&#39;s Brew House
1523	1	Shari
1524	1	Maggie O&#39;Malley&#39;s
1525	1	San Angel Inn
1526	1	Spice Cafe
1527	1	Woodlands Indian Cuisine
1528	1	P F Chang&#39;s China Bistro
1529	1	The Rathskeller
1530	1	Cafe Patachou
1531	1	MacNiven&#39;s
1532	1	Le Peep
1533	1	Roselli&#39;s Pizza
1534	1	Honey Bears Barbeque
1535	1	Aunt Chilada&#39;s
1536	1	Padres Latin Grill
1537	1	My Big Fat Greek Restaurant
1538	1	Mediterranean House
1539	1	Wong&#39;s Chinese Cuisine
1540	1	The Melting Pot
1541	1	India Palace
1542	1	Golden Greek
1543	1	Pasta BAR
1544	1	Bugatti Ristorante
1545	1	Eden Pastry &amp; Restaurant
1546	1	Bangkok City
1547	1	Shinsei
1548	1	The Baby Back Shak
1549	1	Hole in the Wall Burgers
1550	1	Asian Mint
1551	1	Carmine&#39;s Pizzeria
1552	1	Mercado Juarez Restaurant
1553	1	Gershwin&#39;s Restaurant
1554	1	Mattito&#39;s TexMex Cocina
1555	1	Village Burger Bar
1556	1	Thomas Beisl
1557	1	La Taqueria
1558	1	Graziella&#39;s Restaurant
1559	1	Song
1560	1	Cube 63
1561	1	Lobo
1562	1	La Superior
1563	1	Tortilla Coast
1564	1	The Diner
1565	1	Zola
1566	1	District Chophouse &amp; Brewery
1567	1	Le Chat Noir
1568	1	Trattoria Italiano
1569	1	Luce Restaurant &amp; Bar
1570	1	Villa Antonio
1571	1	Portofino&#39;s Italian Restaurant
1572	1	Texas Land &amp; Cattle Steakhouse
1573	1	Golden Coast II
1574	1	Brixx
1575	1	Frankie&#39;s Italian Grille
1576	1	Mad Greek Cafe
1577	1	Arpa Tapas Wine Bar &amp; Grill
1578	1	Vino
1579	1	12th Avenue Grill
1580	1	Fook Yuen Seafood Restaurant
1581	1	Le Guignol Restaurant
1582	1	Tavola Tavola
1583	1	Blazin Steaks
1584	1	Cafe Zinho
1585	1	Quaker Steak &amp; Lube
1586	1	Green Forest Brazilian Restaurant
1587	1	1889 Cafe
1588	1	Union Grill
1589	1	Silk Road Gourmet Chinese
1590	1	Duke&#39;s Station Limited
1591	1	Little Tokyo
1592	1	Outback Steakhouse
1593	1	Morgan Street Brewery
1594	1	Hwy 61 Roadhouse &amp; Kitchen
1595	1	Imo&#39;s Pizza
1596	1	Uncle Bill&#39;s Pancake House
1597	1	Loop
1598	1	The Cupcakery
1599	1	Amighetti&#39;s Cafe and Bakery
1600	1	Tucker&#39;s Place
1601	1	Duff&#39;s Restaurant
1602	1	Ben &amp; Jerry&#39;s
1603	1	Zoe Pan-Asian Cafe
1604	1	Benihana
1605	1	Cactus Pear Restaurant
1606	1	Ruby Tuesday (Princeton)
1607	1	Putz&#39;s Creamy Whip
1608	1	Via Vite
1609	1	Crowley&#39;s
1610	1	Doodle&#39;s
1611	1	BlackFinn American Saloon
1612	1	Anna&#39;s Restaurant
1613	1	La Chatelaine French Bakery
1614	1	Adriatico&#39;s New York Style
1615	1	Sushi Ko Japanese Restaurant
1616	1	Brown Bag Deli
1617	1	Mitchell&#39;s Steakhouse - Crosswoods
1618	1	Gordon Biersch Brewery Restaurant
1619	1	Massey&#39;s Pizza
1620	1	Marcella&#39;s
1621	1	Broadway Diner
1622	1	Mama&#39;s on the Half Shell
1623	1	Regi&#39;s American Bistro
1624	1	Greg&#39;s Bagels
1625	1	Della Notte Ristorante
1626	1	B&amp;O American Brasserie
1627	1	On The Hill Cafe LLC
1628	1	Matthew&#39;s Pizzeria
1629	1	John Steven ltd
1630	1	Attman&#39;s Delicatessen
