restaurant	urbanspoon	name
0859	1	Ted's Cafe Escondido (Norman)
0860	1	Mother India
0861	1	California Tacos &amp; More
0862	1	Spezia
0863	1	Marks Bistro
0864	1	Charleston's
0865	1	Dixie Quicks Magnolia Room
0866	1	El Basha
0867	1	Rice Bowl Chinese Restaurant
0868	1	Texas Roadhouse
0869	1	Drover
0870	1	Crescent Moon
0871	1	Jams Bar &amp; Grill
0872	1	Blue Planet Natural Grill
0873	1	Grand China Buffet
0874	1	P.F. Chang's China Bistro
0875	1	Dinkers Bar
0876	1	Jazz A Louisiana Kitchen
0877	1	Orsi's Pizza
0878	1	Abelardo's Authentic Mexican Food
0879	1	Mai Thai
0880	1	Amato's Cafe &amp; Catering
0881	1	Pepperjax Grill
0882	1	Baby Blue Sushi
0883	1	Hartland BBQ
0884	1	Honda-Ya
0885	1	The Veggie Grill (Campus Drive)
0886	1	Cucina Alessa
0887	1	Houston's
0888	1	Riptide Rockin Sushi &amp; Teppan Grills
0889	1	Plums Cafe
0890	1	Brea's Best Burgers
0891	1	Tutto Fresco
0892	1	Boneheads
0893	1	Claim Jumper (Mission Viejo)
0894	1	In-N-Out Burger
0895	1	Original Fish Company
0896	1	The Veggie Grill (Fortune Drive)
0897	1	Bravo Burgers
0898	1	Stubrik's Steakhouse
0899	1	La Tiendita Mexican Deli
0900	1	Roman Cucina
0901	1	Haven Gastropub
0902	1	'Ohana
0903	1	Boma - Flavors of Africa (Disney's Animal Kingdom Lodge)
0904	1	Lazy Moon Pizza
0905	1	Kobé Japanese Steakhouse &amp; Sushi Bar
0906	1	Cevíche Tapas Bar &amp; Restaurant
0907	1	California Grill
0908	1	The Cheesecake Factory
0909	1	Black Bean Deli
0910	1	Seasons 52 Fresh Grill
0911	1	Goodfella's Pizzeria
0912	1	Raglan Road Irish Pub &amp; Restaurant
0913	1	Del Frisco's Prime Steak and Lobster
0914	1	Ikiwi Yogurt
0915	1	Pei Wei Asian Diner
0916	1	Shari Sushi Lounge
0917	1	Little Saigon
0918	1	Wildside Upscale B-B-Q Bar &amp; Grill
0919	1	Bangkok Square
0920	1	Guavate Puerto Rican Eatery &amp; Bistro
0921	1	Bayridge Sushi
0922	1	JJ Fin's
0923	1	Tony Luke's
0924	1	Dalessandro's Steaks
0925	1	Five Guys Famous Burgers and Fries
0926	1	Cake
0927	1	Maggiano's Little Italy
0928	1	Ooka (Willow Grove)
0929	1	North Third
0930	1	Cuba Libre
0931	1	Yangming
0932	1	Continental Restuarant + Martini Bar
0933	1	La Viola
0934	1	Under the Oak Café
0935	1	Rustica Pizza
0936	1	Witch
0937	1	McMenamin's Tavern
0938	1	Sang Kee Peking Duck House
0939	1	Isaac Newton Food &amp; Drink
0940	1	Tierra Colombiana
0941	1	Barclay Prime
0942	1	Capogiro Gelateria
0943	1	Devil's Alley
0944	1	Bishop's Collar
0945	1	Bonefish Grill
0946	1	Tinto
0947	1	Bahama Breeze
0948	1	Four Peaks Brewing Company
0949	1	True Food
0950	1	Chino Bandido (Deer Valley)
0951	1	Postino
0952	1	Ted's Hot Dogs
0953	1	Romeo's Euro Cafe
0954	1	La Grande Orange Pizzeria
0955	1	The Parlor Pizzeria
0956	1	Mastro's Steakhouse
0957	1	Barrio Cafe
0958	1	Oregano's Pizza Bistro (Tempe)
0959	1	Cucina Tagliani (Glendale)
0960	1	Via De Los Santos Mexican Cafe
0961	1	Pappadeaux Seafood Kitchen
0962	1	Nello's Pizza
0963	1	Thai Basil (Tempe)
0964	1	Butterfield's Pancake House
0965	1	Latitude 8
0966	1	Flancer's Cafe
0967	1	Malee's On Main
0968	1	Sapporo
0969	1	White Chocolate Grill
0970	1	The Vig Arcadia
0971	1	Tram's Kitchen
0972	1	Mineo's Pizza House (Squirrel Hill)
0973	1	Hokkaido Seafood Buffet
0974	1	Dish Osteria &amp; Bar
0975	1	Deluca's
0976	1	Aiello's Pizza
0977	1	Chaya Japanese Cuisine
0978	1	Five Guys Burgers &amp; Fries
0979	1	Oh Yeah! Ice Cream and Coffee Co.
0980	1	Paris 66
0981	1	Harris Grill
0982	1	Los Chiludos Mexican Restaurant and Catering
0983	1	Pizza Perfecta
0984	1	Crepes Parisiennes
0985	1	Ichiban Steakhouse &amp; Sushi Bar
0986	1	Andina
0987	1	Pambiche
0988	1	Nicholas
0989	1	Fenouil
0990	1	Cha'Ba Thai
0991	1	Nuestra Cocina
0992	1	Shanahan's Pub &amp; Grill
0993	1	Gravy
0994	1	Arleta Library Bakery &amp; Cafe
0995	1	Thai Ginger
0996	1	Byways Cafe
0997	1	El Gaucho
0998	1	Al Forno Ferruzza
0999	1	Mashita Teriyaki III
1000	1	Helser's on Alberta
1001	1	Du's Grill
1002	1	Decarli
1003	1	Roxy's Island Grill
1004	1	Park Kitchen
1005	1	Blind Onion Pizza Pub
1006	1	Bye and Bye
1007	1	Stepping Stone Cafe
1008	1	Ichigo Ichie
1009	1	Seven Moons
1010	1	Mews Tavern
1011	1	Fellini Pizzeria
1012	1	Chez Pascal
1013	1	La Laiterie at Farmstead
1014	1	Asia Grill
1015	1	Mediterraneo
1016	1	22 Bowen's Wine Bar &amp; Grille
1017	1	Asian Palace
1018	1	Nikolas Pizza Newport
1019	1	Sakura
1020	1	Bagel Gourmet
1021	1	Cuban Revolution
1022	1	Phohorn's
1023	1	Gracie's
1024	1	L'Attitude Modern Eatery
1025	1	Wright's Dairy Farm Incorporated
1026	1	Sun &amp; Moon Korean
1027	1	Uncle Tony's Pizza &amp; Pasta
1028	1	Broadway Bistro
1029	1	Angus Barn
1030	1	Goodberry's Frozen Custard (Raleigh)
1031	1	Pepper's Pizza
1032	1	Bavarian Brathaus
1033	1	Federal
1034	1	Cosmic Cantina
1035	1	Elmo's Diner (Carrboro)
1036	1	Hibachi Grill &amp; Supreme Buffet
1037	1	Moonlight Pizza
1038	1	518 West
1039	1	Rockford
1040	1	Milltown
1041	1	Big Ed's City Market
1042	1	Buns
1043	1	Top of the Hill Restaurant &amp; Brewery
1044	1	William's Gourmet Kitchen
1045	1	Magnolia Grill
1046	1	Papa Mojo's Roadhouse
1047	1	Five Guys
1048	1	Carolina Sushi &amp; Roll
1049	1	Akashi Japanese Grill &amp; Sushi Bar
1050	1	Sushi Love
1051	1	Mary Angelas Pizza and Subs
1052	1	Mekong
1053	1	Comfort
1054	1	Cafe Rustica
1055	1	Bottom's Up Pizza
1056	1	Pescados
1057	1	Five Guys Burgers and Fries
1058	1	Pad Thai
1059	1	Elephant Thai
1060	1	Strawberry Street Cafe
1061	1	Kobe Japanese Steak &amp; Sushi
1062	1	Umi Sushi Bistro
1063	1	Sticky Rice
1064	1	Bo Dillaz
1065	1	El Caporal Mexican
1066	1	Tara Thai
1067	1	Capital Ale House (Glen Allen)
1068	1	Capital Ale House (Downtown)
1069	1	Krispy Kreme Doughnuts
1070	1	Kabuto Japanese House of Steak
1071	1	Dinosaur Bar-B-Que
1072	1	King &amp; I
1073	1	Hogan's Hideaway
1074	1	Aladdin's Natural Eatery
1075	1	Restaurant 2 Vine
1076	1	Papa Joe's Italian Eatery
1077	1	Salena's Mexican
1078	1	Mr. Dominic's on the Lake
1079	1	Palmer's Direct To You Market
1080	1	Park &amp; Oxford Cafe &amp; Deli
1081	1	Proietti's Italian Restaurant and Catering
1082	1	Black &amp; Blue Steak and Crab
1083	1	Cafe Cibon
1084	1	Ember Wood Fire Grill
1085	1	Panera Bread
1086	1	Ristorante Lucano
1087	1	Blue Ocean Japanese
1088	1	Chef King
1089	1	Agatina's
1090	1	Mikuni Japanese Restaurant and Sushi Bar
1091	1	Chicago Fire Pizza (Midtown)
1092	1	Crepeville
1093	1	Sunflower Drive-in
1094	1	Chicago Fire
1095	1	Jack's Urban Eats
1096	1	Mikuni Japanese Restaurant and Sushi Bar
1097	1	Paesanos
1098	1	Jack's Urban Eats
1099	1	Mizu Japanese and Sushi Buffet
1100	1	Ella Dining Room and Bar
1101	1	Zocalo
1102	1	Opa Opa
1103	1	El Novillero
1104	1	5 Guys Burger and Fries
1105	1	Wallabys Smokehouse
1106	1	Mandarin
1107	1	Tepanyaki Japanese Steak House
1108	1	Mazza (South 1500 East)
1109	1	Himalayan Kitchen
1110	1	Red Rooster Waffle Company
1111	1	Tucanos Brazilian Grill (Provo)
1112	1	Stella Grill
1113	1	Bombay House (Provo)
1114	1	Beerhive Pub
1115	1	Banbury Cross
1116	1	Park Cafe
1117	1	Finn's
1118	1	Burger Bar
1119	1	Sage's Cafe
1120	1	Cafe Rio (Provo)
1121	1	Sapa Sushi Bar and Asian Grill
1122	1	Tandoor Indian Grill
1123	1	Meditrina
1124	1	Chris Madrid's Nachos and Burgers
1125	1	Gristmill Restaurant
1126	1	Florio's Pizza
1127	1	Chester's Hamburger Co.
1128	1	Rosario's
1129	1	Il Sogno Osteria
1130	1	Willies Grill &amp; Icehouse (Highland Village)
1131	1	La Fogata
1132	1	Godai Sushi Bar and Japanese
1133	1	Gourmet Burger Grill
1134	1	Silo Elevated Cuisine (Alamo Heights)
1135	1	Gruene River Grill
1136	1	Sushi Zushi (North Central)
1137	1	Brasserie Pavil
1138	1	Pam's Patio Kitchen
1139	1	La Tuna
1140	1	Auden's Kitchen
1141	1	Moroccan Bites
1142	1	Paesanos Riverwalk
1143	1	La Fonda on Main
1144	1	Lefty's Chicago Pizzeria
1145	1	Graziano's Pizzeria
1146	1	Muzita Abyssinian Bistro
1147	1	Jake's Del Mar
1148	1	In-N-Out Burger
1149	1	Sushi Deli 1
1150	1	Blue Water Seafood Market &amp; Grill
1151	1	Buon Appetito
1152	1	Stone Brewing World Bistro &amp; Gardens
1153	1	Costa Brava
1154	1	Sushi Ota
1155	1	Cafe Chloe
1156	1	Banbu Sushi
1157	1	Jalapenos Mexican Food
1158	1	Casa Guadalajara
1159	1	Fidel's Little Mexico
1160	1	Pizza Port (Solana Beach)
1161	1	Gandolfo's Deli
1162	1	Bangkok Spices Thai
1163	1	Extraordinary Desserts
1164	1	Taco Surf Taco Shop
1165	1	Los Agaves
1166	1	Allison's Country Cafe
1167	1	Via Maestra 42
1168	1	Woodstock's Pizza (Isla Vista)
1169	1	Jane
1170	1	Wild Cherry Frozen Yogurt
1171	1	Cafe Fiore Restaurant
1172	1	Urbane Cafe
1173	1	Zen Yai
1174	1	Cafe Nouveau
1175	1	Hungry Cat
1176	1	Cajun Kitchen
1177	1	Trattoria Grappolo
1178	1	Jersey Mike's Subs
1179	1	Le Pichet
1180	1	Cafe Campagne
1181	1	Buddha Ruksa
1182	1	Toulouse Petit
1183	1	La Rustica
1184	1	Thai Tom
1185	1	Canlis
1186	1	Paseo (Ballard)
1187	1	Kokoras Greek Grill
1188	1	Jak's Grill (Issaquah)
1189	1	Palace Kitchen
1190	1	Cactus (Kirkland)
1191	1	Pho Grand
1192	1	Aya Sofia
1193	1	Cunetto House of Pasta
1194	1	Il Vicino
1195	1	Bailey's Chocolate Bar
1196	1	Cupcakery:
1197	1	Niche
1198	1	Robust
1199	1	The Vine Mediterranean Café and Market
1200	1	Seamus McDaniel's
1201	1	Chimichanga Mexican
1202	1	Oceano Bistro
1203	1	Dressel's
1204	1	Momos
1205	1	Joey B's on the Hill
1206	1	Garvey's Grill
1207	1	Ted Drewes Frozen Custard (South Grand)
1208	1	Maggiano's Little Italy
1209	1	Square One Brewery
1210	1	Oishi Sushi Bar &amp; Steakhouse
1211	1	Nippon Tei
1212	1	Oscar's Cafe
1213	1	Senor Salsa Fresh Mexican Grill
1214	1	Frank Pepe Pizzeria Napoletana
1215	1	Remo's Brick Oven Pizza
1216	1	Bobby Q's Barbeque &amp; Grill
1217	1	Midtown Cafe
1218	1	Fat Cat Pie Co
1219	1	Bistro Basque
1220	1	Layla's Falafel of Stamford
1221	1	Ridgeway Pizza
1222	1	Burger Bar
1223	1	Ichiro Japanese Restaurant
1224	1	Quattro Pazzi
1225	1	Jerry Shakespeare Pizza #2
1226	1	El Coyote Mexican Restaurant
1227	1	Famous Pizza
1228	1	TK's American Cafe
1229	1	Strada 18 Apizza E Vino
1230	1	Thali Regional Cuisine of India
1231	1	Pizza Post
1232	1	Fei Ma Chinese Restaurant
1233	1	Gaetano's Salumeria
1234	1	Gelatissimo Artisan Galato
1235	1	La Zingara
1236	1	Ella’s Americana Folk Art Cafe
1237	1	Salt Rock Grill
1238	1	Red Mesa Restaurant
1239	1	Ceviche
1240	1	Jo-To Japanese Steakhouse
1241	1	Bella's Italian Cafe
1242	1	Campbell's Dairy Land
1243	1	Wine Exchange
1244	1	King &amp; I
1245	1	Gourmet Pizza
1246	1	Indochinois
1247	1	Alex's Southern Style Bar-B-Q
1248	1	Cajun Cafe on the Bayou
1249	1	The Cheesecake Factory
1250	1	Vizcaya Restaurante &amp; Tapas Bar
1251	1	Phillippi Creek Village Oyster
1252	1	Mario's Italian Restaurant and Winecafe
1253	1	Bison Witches Bar and Deli
1254	1	Frost Gelato
1255	1	Zinburger
1256	1	Opa! Greek Cuisine and Fun
1257	1	Beyond Bread
1258	1	El Charro Cafe
1259	1	Frog and Firkin
1260	1	Zona 78
1261	1	Shere Punjab Homestyle Cuisine
1262	1	Bobo's
1263	1	Rosa's Mexican Food
1264	1	Time Market
1265	1	Taco Shop
1266	1	Sauce
1267	1	Blanco Tacos + Tequila
1268	1	El Minuto Cafe
1269	1	Saffron Indian Bistro
1270	1	Le Buzz Caffe and News
1271	1	La Indita
1272	1	Eegee's
1273	1	Fronimo's Greek Cafe
1274	1	Daisy Mae's Steak House
1275	1	El Coqui
1276	1	Kilkenny's Irish Pub &amp; Eatery
1277	1	McNellie's Public House
1278	1	In the Raw (Brookside)
1279	1	Umberto's Pizza
1280	1	Mahogany Prime Steakhouse
1281	1	Eloté Café and Catering
1282	1	Baja Jack's Burrito Shack
1283	1	Andolini's Pizzeria &amp; Italian Restaurant
1284	1	Chicory &amp; Chives Café
1285	1	Mr. Mambo's
1286	1	Shogun Steakhouse of Japan
1287	1	Pei Wei Asian Diner (Broken Arrow)
1288	1	Brookside By Day
1289	1	Brownie's Hamburger Stand
1290	1	Cheddar's Casual Cafe
1291	1	Polo Grill
1292	1	El Tequila (Memorial Drive)
1293	1	Fuji (S. Peoria)
1294	1	Napoli's Italian Restaurant (Broken Arrow)
1295	1	Hideaway Pizza
1296	1	Mike's American Grill
1297	1	Ray's Hell-Burger
1298	1	Ben's Chili Bowl
1299	1	Matchbox Chinatown
1300	1	Zaytinya
1301	1	2 Amys
1302	1	Italian Store
1303	1	Jaleo
1304	1	Dr. Granville Moore's
1305	1	Coastal Flats (Tysons Corner)
1306	1	Filomena Ristorante
1307	1	Five Guys (John Milton Dr.)
1308	1	Clyde's of Georgetown
1309	1	Pasara Thai
1310	1	Busboys and Poets
1311	1	Amsterdam Falafelshop
1312	1	Delia's Mediterranean Grill &amp; Brick Oven Pizza
1313	1	Nando's Peri-Peri
1314	1	Lemon Grass Restaurant
1315	1	Taylor Gourmet
1316	1	Cava
1317	1	Chipotle (Rockville)
1318	1	Vienna Inn
1319	1	Dairy Godmother
1320	1	Mi Rancho
1321	1	Five Guys (Springfield)
1322	1	Tony's New York Pizza
1323	1	Ray's the Classics
1324	1	Elevation Burger
1325	1	Evening Star Cafe
1326	1	Chocolate Cafe &amp; Bakery
1327	1	Schlotzsky's
1328	1	Kelly's Brewpub
1329	1	Chili's Grill &amp; Bar
1330	1	Golden Pride
1331	1	Farina Pizzaria &amp; Wine Bar
1332	1	Pop 'n' Taco
1333	1	Papa Murphy's Take 'n' Bake
1334	1	Dragon Wok
1335	1	Red Rock Cafe
1336	1	Frattelli's Pizzeria
1337	1	Black Olive
1338	1	Luigi's Ristorante &amp; Pizzeria
1339	1	Taco Bell
1340	1	Pizza Hut
1341	1	Tortillas R Us
1342	1	Thai Vegan
1343	1	Caruso's Italian
1344	1	Monte Vista Fire Station
1345	1	India Palace
1346	1	Il Vicino
1347	1	South China
1348	1	Domino's Pizza
1349	1	Java Joe's
1350	1	Gecko's Bar &amp; Tapas
1351	1	Chow's Asian Bistro
1352	1	M Cafe
1353	1	Keva Juice
1354	1	Subway
1355	1	Hannah &amp; Nate's Place
1356	1	Ahh All Out Sushi
1357	1	Quiznos
1358	1	Weck's (Juan Tabo)
1359	1	Pastrami &amp; Things
1360	1	Hot Tamales
1361	1	Smokehouse BBQ
1362	1	ONiell's Pub
1363	1	La Hacienda Express
1364	1	McDonald's
1365	1	Perea's Tijuana Bar
1366	1	Casa Vieja
1367	1	John's Place
1368	1	McDonald's
1369	1	Burrito Lady
1370	1	Garcia's Kitchen and Lounge
1371	1	City Treats Parties
1372	1	Little Anitas New Mexican Cafe
1373	1	Whitewater Cafe
1374	1	Cheba Hut Toasted Subs
1375	1	J J's Pizza
1376	1	Cafe Riviera
1377	1	Peter Piper Pizza
1378	1	Village Pizza
1379	1	Nick &amp; Jimmy's Restaurant &amp; Bar
1380	1	Delicia's Diner
1381	1	Blake's Lotaburger
1382	1	Burger King
1383	1	Papa John's Pizza
1384	1	Papaburgers
1385	1	Whataburger
1386	1	Papa Murphy's Take 'n' Bake
1387	1	Emilie's French
1388	1	Garcia's Kitchen
1389	1	Sushi King
1390	1	Lunch Box
1391	1	Tina's Thai
1392	1	Enchanted Cookies and Cakes
1393	1	Bangkok Asian Fusion
1394	1	Yummy's
1395	1	Momma O's Seafood
1396	1	Indica Haus Coffee Shop
1397	1	The Chinese Kitchen
1398	1	Instanbul Cafe
1399	1	Deli Aroo
1400	1	Sourdough Mining Company An Alaskan
1401	1	E Street Homemade Ice Cream
1402	1	Tap Root
1403	1	Snow Goose
1404	1	Anna's Place
1405	1	Arigato Japanese
1406	1	Luigi's Pizza
1407	1	Lucky Kitchen Asian Food Deli
1408	1	Great Alaska Pizza
1409	1	Grill Station Catering
1410	1	Europa Cafe
1411	1	Guido's Pizza
1412	1	Ichiban Japanese
1413	1	Long John Silver's
1414	1	Fu-do Chinese
1415	1	La Mex
1416	1	Pizza Plaza
1417	1	La Fiesta
1418	1	Bostons
1419	1	El Rodeo Mexican
1420	1	Great Alaska Pizza
1421	1	Little BBQ House Korean Cuisin
1422	1	Kaladi Brothers Coffee (Brayton Dr.)
1423	1	L&amp;L Hawaiian Barbecue
1424	1	88th Street Pizza
1425	1	Heavenly Cup
1426	1	Uncle Joe's Pizzeria
1427	1	Quiznos
1428	1	Ultimate Cup
1429	1	La Scala
1430	1	Siam Cuisine
1431	1	Great Alaska Pizza
1432	1	Cold Stone Creamery
1433	1	Carl's Jr
1434	1	Susan Taylor's Island Flavor
1435	1	New Asia
1436	1	Kodiak Foods
1437	1	Wasabi Garden
1438	1	La Luna Coffee
1439	1	Hooper Bay Cafe
1440	1	McGinley's Pub
1441	1	Daylight Donuts
1442	1	Kaladi Brothers Coffee (West 13th)
1443	1	The Mixx Grill
1444	1	Denali Steakhouse
1445	1	Denny's
1446	1	Cold Stone Creamery
1447	1	Taco Del Mar
1448	1	Jammin'Java
1449	1	Platinum Jaxx
1450	1	Espresso Expressions
1451	1	Bad Ass Coffee Co Alaska
1452	1	Let Them Eat Cake
1453	1	Shangai Grand
1454	1	Applebee's Neighborhood Grill &amp; Bar
1455	1	Golden China
1456	1	Dimond Burger Express
1457	1	Loffredo's Espresso
1458	1	Lily's Family
1459	1	Qdoba Mexican Grill
1460	1	Cozy Corner
1461	1	China Garden
1462	1	George's Bar &amp; Restaurant
1463	1	Goin' Coastal
1464	1	Cacao
1465	1	Pappadeaux Seafood Kitchen
1466	1	The Capital Grille
1467	1	Anthony's
1468	1	The Social House
1469	1	Haagen-Dazs
1470	1	F2O Fresh To Order
1471	1	Mike's Coffee Shop
1472	1	Antica Posta
1473	1	The Glenwood Gastro Pub and Wine Bar
1474	1	Everybody's Favorite Ice Cream
1475	1	Jake's Ice Creams &amp; Sorbets
1476	1	McKendrick's Steak House
1477	1	Los Bravos Mexican
1478	1	Subway
1479	1	Mortons
1480	1	Soho
1481	1	Buca di Beppo
1482	1	Roux on Canton
1483	1	Pastis
1484	1	Wild Wing Cafe
1485	1	Sazon
1486	1	Fuego Latin Cafe
1487	1	Ellen's Cafe
1488	1	Nat's &amp; Norm's Island Cuisine
1489	1	Goldberg's Bagel Company &amp; Deli
1490	1	Willy's Mexicana Grill
1491	1	Village Coffee House
1492	1	Eurasia Bistro
1493	1	JCT Kitchen
1494	1	Quinones at Bacchanalia
1495	1	Starbucks
1496	1	Amaryn's Thai Bowl &amp; Sushi
1497	1	Surin's Thai Bowl &amp; Sushi Bar
1498	1	Planet Smoothie
1499	1	Fatburger
1500	1	Blimpie
1501	1	Garlic Thai Cuisine &amp; Sushi Bar
1502	1	Smokey Bones BBQ &amp; Grill
1503	1	Cafe Bistro at Nordstrom
1504	1	Tavern at Phipps
1505	1	Boardwalk Fresh Burgers &amp; Fries
1506	1	China One Intl Buffet
1507	1	Wild Bean Cafe
1508	1	J R Crickets
1509	1	South City Kitchen Vinings
1510	1	Carvel Ice Cream &amp; Bakery
1511	1	Mexico City Gourmet
1512	1	Wonderful World
1513	1	Mosaic
1514	1	Fragogiannis Enterprises
1515	1	Zaxby's
1516	1	Subway
1517	1	Cafe Efendi
1518	1	Top Flr
1519	1	The Marlay House
1520	1	Dancing Goats Coffee Bar
1521	1	China Wok
1522	1	Famous Pub &amp; Sports Palace
1523	1	Maggie's Neighborhood Bar
1524	1	Stanley's Grace
1525	1	Olde Towne Diner
1526	1	Patzcuaro Mexican Restaurant
1527	1	Ichiban Steak &amp; Sushi
1528	1	Nahm Thai Cuisine
1529	1	County Club Cafe
1530	1	Fusco's Via Roma
1531	1	Hong Kong City
1532	1	Sip Wine Tasting and Tapas Restaurant
1533	1	Library Coffee Co.
1534	1	Chilitos
1535	1	Domino's Pizza
1536	1	Mi Barrio
1537	1	Australian Bakery Cafe
1538	1	Tara Humata Mexican Grill
1539	1	Gloriosa
1540	1	P'Cheen
1541	1	Caspian Cafe I
1542	1	Dutch Monkey Doughnuts
1543	1	Tower Cafe 200
1544	1	Abattoir Chophouse
1545	1	Luna Nueva
1546	1	Brewhouse Cafe
1547	1	Niramish
1548	1	Irish Bred Pub
1549	1	Rice Thai Cuisine
1550	1	Apache Cafe
1551	1	Metrotainment Bakery
1552	1	Ben &amp; Jerry's
1553	1	Harry &amp; Sons
1554	1	Mac McGee's Irish Pub
1555	1	Siam Thai
1556	1	Sushi Avenue on the Square
1557	1	Raging Burrito &amp; Taco
1558	1	Bali
1559	1	Greenhouse Coffee Shop
1560	1	Imperial Fez
1561	1	El Azteca Mexican Restaurant III
1562	1	La Salsa Mexican
1563	1	Starbucks
1564	1	Hubie's Buffalo Wings
1565	1	Applebee's Neighborhood Grill &amp; Bar
1566	1	Jungle
1567	1	Crepes Mille
1568	1	Upper Crust Bakery
1569	1	Brooklyn Pies
1570	1	Saltgrass Steak House
1571	1	Carrabba's Italian Grill
1572	1	Outback Steakhouse
1573	1	Which Wich
1574	1	219 West
1575	1	Thundercloud Subs
1576	1	Ruby's BBQ
1577	1	Austin Greek Deli
1578	1	Margarita's Mexican
1579	1	Chipotle Mexican Grill
1580	1	SIlver Spoon Bakery
1581	1	Southside Flying Pizza
1582	1	Fran's Hamburgers
1583	1	Big Top Candy Shop
1584	1	Daily Juice
1585	1	Juice Joint
1586	1	Cherrie's
1587	1	Clementine Coffee Bar
1588	1	Steak House Austin
1589	1	Spicy Pickle
1590	1	Contenders
1591	1	King Noodle
1592	1	BackSpin Texas Sports Bar &amp; Grill
1593	1	Baskin-Robbins
1594	1	Down the Alley Bistro
1595	1	Star Co Coffee
1596	1	Salvation Pizza
1597	1	Cheesecake Factory
1598	1	GBJB's Shaved Ice
1599	1	The Coffee Pot Expresso Bar
1600	1	El Primo Taco Trailer
1601	1	Inocente's Cafe
1602	1	Leaf
1603	1	Froots-Downtown
1604	1	Giovanni Pizza Stand
1605	1	Snap Kitchen (6th)
1606	1	Zuzu Handmade Mexican Food
1607	1	Bee Caves B-B-Q
1608	1	Izumi Japanese Sushi &amp; Grill
1609	1	Hot Dog King
1610	1	Saigon Egg Rolls
1611	1	620 Cafe &amp; Bakery
1612	1	Taqueria Chapala Jalisco
1613	1	Saccone's
1614	1	Laurie's Too Tearoom
1615	1	360 Primo Coffee Bar
1616	1	Dan's Hamburgers
1617	1	KFC
1618	1	Ital Palace
1619	1	Tinos on Mopac &amp; 2222
1620	1	Sicola's Private Dining
1621	1	Golden Palace
1622	1	Smokey Mo's BBQ
1623	1	Pizza Classics of San Marcos
1624	1	360 Uno Trattoria &amp; Wine Bar
1625	1	Balou's Juice
1626	1	Panera Bread
1627	1	Elements of Health
1628	1	Chinatown
1629	1	El Chile Cafe y Cantina
1630	1	Eat Dessert First Cafe
1631	1	Nubian Queen Lola's Cajun Kitchen
1632	1	Maggie Mae's
1633	1	Mmmpanadas (Trailer)
1634	1	Three Happiness
1635	1	Maki Toki
1636	1	Jim's
1637	1	Maria's Mexican Restaurant
1638	1	Fresh Cup Frozen Yogurt
1639	1	Texas Land &amp; Cattle Company
1640	1	Tcg Solutions
1641	1	Carmelo's Italian
1642	1	Bobalu Cigar and Coffee
1643	1	Hoeks Pizza
1644	1	K C Donut Store
1645	1	Yo Mama Crack Shack Grill
1646	1	Fresh Plus #3
1647	1	Food 4 Fitness
1648	1	Zandunga
1649	1	El Asador
1650	1	Tavern
1651	1	House Park Bar-B-Que
1652	1	Thundercloud Subs
1653	1	Coyote Ugly Saloon
1654	1	Le Marseillais
1655	1	The Capital Grille
1656	1	Art House
1657	1	Blu Bambu
1658	1	Sophia's Place
1659	1	Orient
1660	1	Subway Sandwiches - Towson Subway
1661	1	Mo's Fisherman's Exchange
1662	1	Dominion Ice Cream
1663	1	McCabe's
1664	1	Nursery Road Bp
1665	1	Harbor East
1666	1	13th Floor
1667	1	Island Quizine
1668	1	Tashes Ankh
1669	1	Cafe Viet
1670	1	Chow Mein Charlie
1671	1	Pure Wine Cafe
1672	1	High Grounds
1673	1	Little Morocco Cafe
1674	1	Side Street Café
1675	1	Fresh Fresh
1676	1	Cosmos
1677	1	La Tavola
1678	1	Burger King
1679	1	KFC
1680	1	Java Mammas
1681	1	Afghan Kabob House
1682	1	Adam's the Place For Ribs
1683	1	Aivy's Corner Espress Cafe
1684	1	Bistro Sensations
1685	1	Black Olive
1686	1	Chasers Restaurant and Lounge
1687	1	The Life of Reilly Irish Pub
1688	1	Kikumoto Sushi &amp; Japanese
1689	1	Oh, What A Cake!
1690	1	Sunsplash
1691	1	Della Rose's Avenue Tavern
1692	1	Long John's Pub
1693	1	Greek Town Bakery and Deli
1694	1	Sugarbaker's
1695	1	Plaza Garibaldi
1696	1	Caffe Euro
1697	1	Near East Bakery
1698	1	Jerry's Belvedere Tavern
1699	1	Super Star Inn
1700	1	Froggies of Erdmond
1701	1	Subway
1702	1	Hunan Diamond
1703	1	Alizée
1704	1	Rafters
1705	1	Restaurante El Salvador
1706	1	Rotisseria
1707	1	Tako Seafood &amp; Deli
1708	1	Bagel Works
1709	1	Nichi Bei Kai
1710	1	Royal Pizza Subs &amp; Wings
1711	1	Granny's
1712	1	Koffee Therapy
1713	1	Baskin-Robbins
1714	1	Smoothie King
1715	1	Thai Classic I &amp; II
1716	1	Philly's Best
1717	1	Mike's Place
1718	1	Dunkins Donuts
1719	1	El Paraido
1720	1	Three Brothers Italian Restaurant of Columbia
1721	1	Asian Kitchen
1722	1	Rieve's Store
1723	1	Spot
1724	1	Joe's Place
1725	1	First Watch the Daytime Café
1726	1	Mom's Southern Soul Food
1727	1	Caribbean Paradise
1728	1	Baja Fresh Mexican Grill
1729	1	Five Guys - Dobbin Center
1730	1	Ostrowski's Famous Polish Sausage
1731	1	A Common Ground
1732	1	Zeke's Coffee
1733	1	Chef Mac's
1734	1	Lauraville House
1735	1	Outback Steakhouse
1736	1	China Buffet
