restaurant	gayot	name
0943	1	Sun Ray Grill
0944	1	Vincent's Italian Cuisine
0945	1	Zeke's Family Restaurant
0946	1	Byblos
0947	1	Café Giovanni
0948	1	Café Maspero
0949	1	Café Rani
0950	1	CC's Community Coffee House
0951	1	Crush
0952	1	Jaleo
0953	1	Jean-Michel Restaurant
0954	1	Saffron Restaurant
0955	1	Famous Dave's
0956	1	Growlers
0957	1	Hot Breads Bakery & Café
0958	1	India Bistro
0959	1	The Nibbler
0960	1	El Mariachi
0961	1	redDog Café
0962	1	Bertucci's
0963	1	Bin 26 Enoteca
0964	1	BiNA
0965	1	Boloco
0966	1	Boloco
0967	1	Bouchée
0968	1	Chez Henri
0969	1	Crazy Dough’s
0970	1	Cuchi Cuchi
0971	1	East Coast Grill
0972	1	Full Moon
0973	1	Vinny's at Night
0974	1	Harbor House
0975	1	Lafayette Coney Island
0976	1	Majestic Café
0977	1	Milt's Gourmet Barbecue
0978	1	Mr. Mike's
0979	1	Nemo's Bar & Grill
0980	1	PizzaPapalis
0981	1	PizzaPapalis
0982	1	The Green Well
0983	1	The Spinnaker
0984	1	Carousel
0985	1	Eat Well
0986	1	Elena's Greek Armenian Cuisine
0987	1	Foxy's
0988	1	Bruegger's Bagel Bakery
0989	1	Café Lurcat
0990	1	Green Mill
0991	1	Heartland
0992	1	Keys
0993	1	Leeann Chin
0994	1	Jerry's Original Woodswether Café
0995	1	LC’s Bar-B-Q
0996	1	McCormick & Schmick's Seafood Restaurant
0997	1	Charlie Gitto's on the Hill
0998	1	Crown Candy Kitchen
0999	1	El Burrito Loco
1000	1	1111 Mississippi
1001	1	Marssa
1002	1	Oyster Bar
1003	1	Sammy's Woodfired Pizza
1004	1	Tenuta Café
1005	1	Tutti Gelati
1006	1	Weiss Restaurant, Deli & Bakery
1007	1	Baja Fresh Mexican Grill
1008	1	Battista's Hole In The Wall
1009	1	Benihana
1010	1	Beso
1011	1	The Big Kitchen Buffet
1012	1	Binion's Ranch Steak House
1013	1	The Oaks
1014	1	Old Homestead Steakhouse
1015	1	Phillips Seafood
1016	1	Tony's Baltimore Grill
1017	1	White House Subs
1018	1	Japanese Kitchen
1019	1	Jennifer James 101
1020	1	La Salita Restaurant
1021	1	Little Anita's New Mexican Foods
1022	1	Mr. Powdrell's Barbeque House
1023	1	Nob Hill Bar & Grill
1024	1	Guadalupe Café
1025	1	Il Piatto
1026	1	India Palace
1027	1	Kohnami Japanese Restaurant
1028	1	La Choza
1029	1	Mariscos La Playa
1030	1	Max's Santa Fe
1031	1	Saso's Japanese Noodle House
1032	1	Caffè Buon Gusto
1033	1	Char No. 4
1034	1	Chez Oskar
1035	1	Agra
1036	1	Al Diwan
1037	1	Aldea
1038	1	Alloro
1039	1	Mac's Speed Shop
1040	1	Nolen Kitchen
1041	1	The Palm
1042	1	Graeter's
1043	1	Honey
1044	1	JeanRo Bistro
1045	1	McCormick & Schmick's Seafood Restaurant
1046	1	Myra's Dionysus
1047	1	Fire Food & Drink
1048	1	Flannery's Irish Pub
1049	1	Guarino's
1050	1	The Frog Bear & Wild Boar Bar
1051	1	Kihachi Japanese Restaurant
1052	1	Mitchell's Steakhouse
1053	1	O'Shaughnessy's Public House
1054	1	The Melting Pot
1055	1	Mickey Mantle's Steakhouse
1056	1	RED Prime Steak
1057	1	The Bistro
1058	1	Woody's Bodacious Barbecue
1059	1	Le Bistro Montage
1060	1	Broder
1061	1	Castagna
1062	1	Bistro Romano
1063	1	The Blarney South
1064	1	Cadence
1065	1	The Capital Grille
1066	1	Hyde Park Prime Steakhouse
1067	1	Kaya
1068	1	Legume
1069	1	Lidia’s Pittsburgh
1070	1	Monterey Bay Fish Grotto
1071	1	Morton's The Steakhouse
1072	1	Hemenway's Seafood Grill & Oyster Bar
1073	1	Loie Fuller's
1074	1	Luxe Burger Bar
1075	1	Red Fez
1076	1	Monza Pizza
1077	1	DejaVu Creole Soul Food & Vegetarian Restaurant
1078	1	Flight Restaurant & Wine Bar
1079	1	Half Shell
1080	1	Hudson's on the Bend
1081	1	Hula Hut
1082	1	Jeffrey's
1083	1	Kenichi's
1084	1	Buli
1085	1	Café Greek
1086	1	Café Pacific
1087	1	Campisi's The Egyptian Restaurant
1088	1	Prima's Pasta & Pizza Restaurant
1089	1	Sonny Bryan's Smokehouse
1090	1	Yummy House
1091	1	Bistro Lancaster
1092	1	The Black Labrador
1093	1	Branch Water Tavern
1094	1	Brazos Restaurant
1095	1	Brennan's of Houston
1096	1	Cabo
1097	1	Café Adobe
1098	1	Café Express Kirby
1099	1	Roy's
1100	1	Café Navarro
1101	1	Copa Wine Bar
1102	1	Leger's
1103	1	Red Rock Brewing Company
1104	1	350 Main Brasserie
1105	1	Log Haven
1106	1	Moochie's Meatballs & More
1107	1	The Other Place Restaurant
1108	1	Faccia Luna Trattoria
1109	1	Firehook Bakery & Coffee House
1110	1	The Grille
1111	1	Jackson 20
1112	1	Chili's Grill & Bar
1113	1	Domaso Trattoria Moderna
1114	1	El Charrito Caminante
1115	1	Indian City Grill
1116	1	Moby Dick House of Kabob
1117	1	Noodles & Company
1118	1	Pizzeria Uno Chicago Bar & Grill
1119	1	Hai Ky Mi Gia Restaurant
1120	1	Panjshir
1121	1	Peking Gourmet Inn
1122	1	Mikaku Sushi Taro
1123	1	Pollo Campero
1124	1	Saladworks
1125	1	Sphinx Kabob Café
1126	1	Supper Club of India
1127	1	Turcuisine
1128	1	Joe’s Burgers
1129	1	McCormick & Schmick's
1130	1	Michel
1131	1	Miyagi
1132	1	Morton's The Steakhouse
1133	1	Pizzeria Uno Chicago Bar & Grill
1134	1	Vinifera Wine Bar & Bistro
1135	1	The Dairy Bar
1136	1	Eurasia Café & Wine Bar
1137	1	Extra Billy's Steak & Barbecue
1138	1	Natta Thai
1139	1	Noodles & Company
1140	1	Paya Thai
1141	1	Starbucks
1142	1	Thai Pilin
1143	1	Yama Japanese Restaurant
1144	1	Z'Tejas
1145	1	Bick's Broadview Grill
1146	1	Blue C Sushi
1147	1	Blueacre Seafood
1148	1	Boat Street Café
1149	1	BOKA Kitchen + Bar
1150	1	Brasserie Margaux
1151	1	Sideline Sports Bar & Restaurant
1152	1	Kopp's Frozen Custard
1153	1	Roots Restaurant & Cellar
1154	1	Speed Queen Bar-B-Q
1155	1	Fenix Bar & Eatery
1156	1	5 & Diner
1157	1	Honey Bear's Barbecue
1158	1	India Palace
1159	1	International House of Pancakes
1160	1	Mastro's Steakhouse
1161	1	Old Town Tortilla Factory
1162	1	Palm Court
1163	1	Pepin
1164	1	Meritage at the Claremont
1165	1	Sea Salt
1166	1	T-Rex Barbecue
1167	1	Udupi Palace
1168	1	Il Cielo
1169	1	Il Pastaio
1170	1	Il Tramezzino
1171	1	Z'Tejas
1172	1	Recess
1173	1	Scarantino's
1174	1	Thai Rama
1175	1	Trattoria Amici
1176	1	Yamashiro
1177	1	The Steakhouse at Azul La Jolla
1178	1	Sushi on the Rock
1179	1	Tapenade
1180	1	Trattoria Acqua
1181	1	Vigilucci’s Seafood, Steak & Chop House
1182	1	The Whaling Bar at La Valencia Hotel
1183	1	Bloom Café
1184	1	Bonaventure Brewing Co.
1185	1	Sol Cocina
1186	1	Ten Asian Bistro & Sushi Bar
1187	1	3 Thirty 3 Waterfront
1188	1	Wasa Sushi
1189	1	Oliveto Café
1190	1	Pizzaiolo
1191	1	Quinn's Lighthouse Restaurant & Pub
1192	1	Tamarindo Antojeria Mexicana
1193	1	Tropix Restaurant
1194	1	Rangoon
1195	1	Straits Café
1196	1	Tamarine
1197	1	ZAO Noodle Bar
1198	1	El Portal
1199	1	Fortune Chinese Cuisine
1200	1	Formoli's Bistro
1201	1	Ink Eats & Drinks
1202	1	International House of Pancakes
1203	1	Café Luna
1204	1	Corvette Diner & Gamers Garage
1205	1	Bacco
1206	1	Bar Jules
1207	1	Belden Taverna
1208	1	Mahalo Hawaii Barbecue
1209	1	Scott's Seafood San Jose
1210	1	71 Saint Peter
1211	1	Smoke Tiki Lounge
1212	1	Sonoma Chicken Coop
1213	1	Julienne
1214	1	La Super-Rica Taqueria
1215	1	Los Arroyos
1216	1	Mesa Café
1217	1	The Palace Grill
1218	1	Juliano's Raw
1219	1	Uncle André's Southern Kitchen
1220	1	XIV
1221	1	Hamlet Restaurant
1222	1	Goosetown Tavern
1223	1	Try My Thai Too
1224	1	Restaurant Marrakesh
1225	1	Shula's Steak House
1226	1	Wolfgang Puck Express
1227	1	Wolfgang Puck Grand Café
1228	1	Yak & Yeti Restaurant
1229	1	La Loggia Ristorante & Lounge
1230	1	Mi Peru
1231	1	Novecento
1232	1	Joe Allen
1233	1	La Brioche Dorée
1234	1	La Marea Restaurant
1235	1	La Provence Miami Beach
1236	1	La Sandwicherie
1237	1	Lario's on the Beach
1238	1	Mango's Tropical Café
1239	1	Oystercatchers
1240	1	The Palm
1241	1	Red Lobster
1242	1	Restaurant BT
1243	1	SideBern's
1244	1	Broadway Café
1245	1	Café Campesino
1246	1	Café di Sol
1247	1	Sam's Chowder House
1248	1	Sushi Main Street
1249	1	Willy's Mexicana Grill
1250	1	Dave's Ice Cream Parlors
1251	1	Don Ho's Island Grill
1252	1	Duke's Restaurant & Barefoot Bar
1253	1	Giovanni Pastrami
1254	1	Hard Rock Café
1255	1	Sir Wilfred's
1256	1	Starbucks Coffee
1257	1	Take Home Maui
1258	1	Warren & Annabelle’s Magic Club
1259	1	Bistro Campagne
1260	1	Bistrot Zinc
1261	1	Blue Fin Sushi Bar
1262	1	Blue Ocean
1263	1	Browntrout
1264	1	The Oceanaire Seafood Room
1265	1	P.F. Chang's China Bistro
1266	1	Recess
1267	1	Rick's Café Boatyard
1268	1	Tulip Noir Café
1269	1	Feast @ 4 East
1270	1	Gertrude's
1271	1	Happy Day Diner
1272	1	Henninger's Tavern
1273	1	Penang
1274	1	Pizzeria Uno Chicago Bar & Grill
1275	1	Praline Bakery & Restaurant
1276	1	Red Tomato Café
1277	1	Ri-Ra
1278	1	Rio Grande Café
1279	1	Pasha Lounge
1280	1	Pollo Campero
1281	1	Tandoori Nights
1282	1	Thai Tanium
1283	1	Gordon Biersch Brewery Restaurant
1284	1	Houston's
1285	1	India Garden
1286	1	La Canela
1287	1	La Tasca Spanish Tapas Bar & Restaurant
1288	1	Lebanese Taverna Café
1289	1	Matisse Restaurant
1290	1	Buddha's Delight Too
1291	1	The Cactus Club
1292	1	Charlie's Sandwich Shoppe
1293	1	Harvest
1294	1	Hi-Rise Bread Company
1295	1	Koreana
1296	1	Mary Chung
1297	1	Slows Bar BBQ
1298	1	Sweet Georgia Brown
1299	1	The Traffic Jam & Snug
1300	1	Union St.
1301	1	Zoup!
1302	1	duplex
1303	1	The Strip Club
1304	1	W.A. Frost
1305	1	The Fountain on Locust
1306	1	400 Olive
1307	1	Frazer's
1308	1	Gumbo Shop
1309	1	J. F. Sanfilippo's
1310	1	Bob Taylor's Ranch House
1311	1	The Buffet
1312	1	Burger Bar Las Vegas
1313	1	Bijou Restaurant & Bar
1314	1	The Range Café
1315	1	Saigon Restaurant
1316	1	Trombino's Bistro Italiano
1317	1	Santacafé
1318	1	Shohko Café
1319	1	315 Restaurant & Wine Bar
1320	1	Chip Shop
1321	1	Coco Roco
1322	1	Convivium Osteria
1323	1	Di Fara Pizza
1324	1	Alta
1325	1	Amarone Ristorante
1326	1	Amber
1327	1	Amsterdam Restaurant & Tapas Lounge
1328	1	Via Vite
1329	1	Zip's Cafe
1330	1	Mama Santa's
1331	1	Michaelangelo's
1332	1	Minh Anh
1333	1	Muse
1334	1	My Friends Deli & Restaurant
1335	1	Schmidt's Restaurant & Sausage Haus
1336	1	Spagio
1337	1	Z Cucina di spirito
1338	1	Vito's Ristorante
1339	1	Eleni Estiatorio
1340	1	Flying Pie Pizzeria
1341	1	Foti's Greek Deli
1342	1	Fujin
1343	1	Affronti
1344	1	Barndiva
1345	1	Healdsburg Bar & Grill
1346	1	The Restaurant at Madrona Manor
1347	1	Zin Restaurant & Wine Bar
1348	1	Cedars
1349	1	Pizzutti's
1350	1	Sausalido
1351	1	Seviche
1352	1	Soba
1353	1	Sonoma Grille
1354	1	Star of India
1355	1	Stanley's
1356	1	Temple Downtown
1357	1	Voodoo Tiki Bar & Lounge
1358	1	Quetzal
1359	1	Soul Fish Café
1360	1	Spindini
1361	1	Ru San's Japanese Sushi & Seafood
1362	1	THE Sportsgrille
1363	1	Mandola's Italian Market
1364	1	Maria's Taco Xpress
1365	1	Champps Restaurant & Bar
1366	1	Craft Dallas
1367	1	Carrabba's Italian Grill
1368	1	Churrascos
1369	1	Houston Street Bistro
1370	1	Rok Sushi Kitchen
1371	1	Zoom
1372	1	Squatters Pub & Brewery
1373	1	Tuscany
1374	1	Outback Steakhouse
1375	1	Rocklands Barbeque & Grilling Company
1376	1	South Austin Grill
1377	1	Thai Old Town
1378	1	Hunan Number One
1379	1	Johnny Rockets
1380	1	Layalina
1381	1	Lebanese Taverna
1382	1	Lost Dog Café
1383	1	Pulcinella Ristorante
1384	1	Tachibana
1385	1	Taste of Saigon
1386	1	Wasabi
1387	1	River City Diner
1388	1	Rowland Fine Dining
1389	1	Café Besalu
1390	1	Campagne
1391	1	Canlis
1392	1	Casuelita's Caribbean Restaurant & Rum Bar
1393	1	Chutneys
1394	1	The Keg Steakhouse & Bar
1395	1	Kyoto Bowl
1396	1	Kyoto Bowl
1397	1	Mary Coyle's Ice Cream
1398	1	The New El Portal Restaurant
1399	1	Quill Creek Café
1400	1	Rancho Pinot
1401	1	Remington's
1402	1	Roka Akor
1403	1	Ruth's Chris Steak House
1404	1	Sassi
1405	1	M Café
1406	1	Mako
1407	1	Mariposa
1408	1	Mastro's Steakhouse
1409	1	Breeze
1410	1	Café Metropol
1411	1	Heidar Baba
1412	1	Kathleen's
1413	1	The Kitchen
1414	1	Little Flower Candy Co.
1415	1	Luigi Ortega's
1416	1	The Kitchen
1417	1	Kru
1418	1	Lemon Grass
1419	1	Monterey Bay Canners
1420	1	Moxie
1421	1	Dakota Grill & Spirits
1422	1	Downtown Johnny Brown's
1423	1	Dussini Loft Bar
1424	1	D.Z. Akins
1425	1	El Agave
1426	1	El Zarape Mexican Restaurant
1427	1	Elephant & Castle Pub & Restaurant
1428	1	Bistro Aix
1429	1	Blue Mermaid Chowder House & Bar
1430	1	Sushi Mania
1431	1	Taiwan
1432	1	Thea Mediterranean Cuisine
1433	1	Yas
1434	1	The Bridge
1435	1	Café des Artistes
1436	1	Fabiolus Café
1437	1	The Grill on Hollywood
1438	1	Honey
1439	1	The Hungry Cat
1440	1	Saigon In & Out Vietnamese Restaurant
1441	1	Santa Barbara Brewing Company
1442	1	La Serenata de Garibaldi Santa Monica
1443	1	Lares
1444	1	Marino Ristorante
1445	1	Mel's Drive-In
1446	1	Hapa
1447	1	Hot Cakes
1448	1	Izakaya Den
1449	1	Jax Fish House
1450	1	Jerusalem Restaurant
1451	1	Julia Blackbird's
1452	1	Krameria Café
1453	1	Las Delicias I
1454	1	Las Delicias II
1455	1	LoHi SteakBar
1456	1	Pasha's
1457	1	Philippe
1458	1	Provence
1459	1	S & S Diner at Allen’s
1460	1	Pollo Tropical
1461	1	Rosinella
1462	1	K Restaurant
1463	1	Latin Quarter
1464	1	Moonfish
1465	1	Carroll Street Café
1466	1	Heidi's
1467	1	Hoku's
1468	1	Indigo
1469	1	Jamba Juice
1470	1	Japanese Restaurant & Bar Shokudo
1471	1	Swiss Lakewood Restaurant
1472	1	Byron's Hot Dogs
1473	1	Café Bionda
1474	1	Café Laguardia
1475	1	Café Matou
1476	1	California Pizza Kitchen
1477	1	Daniel's on the Bayou
1478	1	The Delachaise
1479	1	Domenica
1480	1	Dong Phuong
1481	1	Dooky Chase
1482	1	El Gato Negro
1483	1	Eleven 79
1484	1	Joe Squared Pizza & Bar
1485	1	Matsuri
1486	1	Steamers Seafood House
1487	1	Zodiac Grill
1488	1	Maria's Bakery Café
1489	1	Michael's Noodles
1490	1	Mykonos Grill
1491	1	The Original Pancake House
1492	1	City Bar
1493	1	CLINK.
1494	1	Clio
1495	1	Coppa
1496	1	Crazy Dough's
1497	1	Davio's
1498	1	Oleana
1499	1	OM Restaurant & Lounge
1500	1	Qdoba
1501	1	Salts
1502	1	Sidney's Grille
1503	1	Sofra Bakery & Café
1504	1	T.W. Food
1505	1	Tamarind Bay
1506	1	Famous Dave's
1507	1	French Meadow Bakery & Café
1508	1	Green Mill
1509	1	Hell's Kitchen
1510	1	Hubert’s Sports Bar & Grill
1511	1	Buca di Beppo
1512	1	Gyu-Kaku
1513	1	Kabuki Japanese Restaurant
1514	1	Pete Mallory's Surf City Sunset Grille
1515	1	Shades
1516	1	Smokin' Mo's Bar-B-Que
1517	1	La Dolce Via
1518	1	Las Palmas
1519	1	LoRusso's Cucina
1520	1	Lou Boccardi's
1521	1	LuLu Seafood Restaurant
1522	1	Café Martorano
1523	1	Caffè Roma
1524	1	Five Front
1525	1	Joloff
1526	1	Armani/Ristorante
1527	1	Arte Café
1528	1	Nate's Deli & Restaurant
1529	1	#1 Pho
1530	1	Otto Moser's
1531	1	Pizzazz
1532	1	Il Piatto
1533	1	Così
1534	1	Dalessandro's
1535	1	Derek’s
1536	1	Dmitri’s
1537	1	Stubb's Bar-B-Q
1538	1	Threadgill's
1539	1	Pollo Campero
1540	1	Ciro's
1541	1	Daily Grill
1542	1	D'Amico's Italian Market
1543	1	Eddie V’s Prime Seafood
1544	1	El Meson
1545	1	El Rey Rotisserie & Tacqueria
1546	1	La Hacienda de Los Barrios
1547	1	Liberty Bar
1548	1	The Little Rhein Steakhouse
1549	1	Mi Tierra Café y Panaderia
1550	1	Mon's Thai Bistro & Sushi Bar
1551	1	Niki's Tokyo Inn
1552	1	Pasha Café & Pizzeria
1553	1	Crow
1554	1	D'Ambrosio Gelateria Artigianale
1555	1	Overeasy
1556	1	The Parlor Pizzeria
1557	1	Pink Pepper Thai Cuisine
1558	1	Rainbow Donuts
1559	1	Romano's Macaroni Grill
1560	1	Voce Ristorante & Lounge
1561	1	Wildflower Bread Company
1562	1	Piccolo Paradiso Ristorante
1563	1	The Restaurant at L’Ermitage Beverly Hills
1564	1	Restaurant Kiyono
1565	1	Salades de Provence
1566	1	Spago Beverly Hills
1567	1	California Pizza Kitchen
1568	1	Campagnola Trattoria
1569	1	Cardini Ristorante
1570	1	Malagueta
1571	1	Margarita Jones
1572	1	Matsuri
1573	1	NeoMezē
1574	1	Opa! Opa!
1575	1	Orphan Breakfast House
1576	1	The Pizza Guys
1577	1	Extraordinary Desserts
1578	1	FIREHOUSE American Eatery + Lounge
1579	1	400 West
1580	1	The Grant Grill
1581	1	The Brazen Head Restaurant
1582	1	Buca di Beppo
1583	1	Noma Restaurant
1584	1	O'Brien's Irish Pub & Restaurant
1585	1	Ocean Park Omelette Parlor
1586	1	Opaque - Dining in the Dark
1587	1	Pacific Dining Car
1588	1	The Penthouse at Huntley Santa Monica Beach
1589	1	Perla
1590	1	P.F. Chang's China Bistro
1591	1	Punch Grill
1592	1	Nishimura
1593	1	O-Bar
1594	1	The Olive Kitchen + Bar
1595	1	The Porch at House of Blues
1596	1	Red Rock Bar & Eatery
1597	1	Maggiano's Little Italy
1598	1	The 9th Door
1599	1	The Oceanaire Seafood Room
1600	1	Old Chicago
1601	1	Soli Organic Ice Cream
1602	1	Uva 69
1603	1	Walls Old-Fashioned Ice Cream
1604	1	Talula
1605	1	Tantra
1606	1	The Burger & Beer Joint
1607	1	The Grove Artisan Kitchen
1608	1	IW Club
1609	1	Le St. Germain
1610	1	NBA City
1611	1	Pom Pom’s Teahouse & Sandwicheria
1612	1	Raglan Road Irish Pub
1613	1	Rice Paper
1614	1	E. 48th Street Market
1615	1	Kozo Sushi Hawaii
1616	1	La Gelateria
1617	1	Liliha Bakery
1618	1	Little Village
1619	1	Lulu’s Waikiki Surf Club
1620	1	The Capital Grille
1621	1	Franky & Johnny's
1622	1	Gumbo Shop
1623	1	Guy's Po-Boys
1624	1	Hunt Room Grill
1625	1	Pita Hut
1626	1	Pollo Al Carbon
1627	1	Spice Xing
1628	1	Taipei Tokyo
1629	1	Eastern Standard
1630	1	Figs
1631	1	Finagle-A-Bagel
1632	1	Tory Row
1633	1	Toscanini's
1634	1	UpStairs on the Square
1635	1	Kings Wine Bar
1636	1	Leeann Chin
1637	1	Loring Pasta Bar
1638	1	Lucia's
1639	1	Lucia's Bakery & Take Home
1640	1	Mission American Kitchen
1641	1	Modern Café
1642	1	moto-i
1643	1	Frankie's Fresh Fish
1644	1	Niche
1645	1	The Pasta House Co.
1646	1	The Pasta House Co.
1647	1	Capo's
1648	1	Carluccio's Tivoli Gardens
1649	1	Carnegie Deli
1650	1	Charlie’s Lakeside
1651	1	The Cheesecake Factory
1652	1	The Cheesecake Factory
1653	1	Chili's Bar & Grill
1654	1	La Taquería
1655	1	Le Petit Café
1656	1	Lomzynianka
1657	1	Luigi's
1658	1	Madiba
1659	1	Mezcal's
1660	1	Arturo's
1661	1	Asiate
1662	1	Au Bon Pain
1663	1	Au Bon Pain
1664	1	Au Bon Pain
1665	1	Au Bon Pain
1666	1	Au Bon Pain
1667	1	Truffles Pastry Shop
1668	1	Vivo
1669	1	Jake's Grill
1670	1	Jarra's Ethiopian Restaurant
1671	1	Junior's Café
1672	1	Kenny & Zuke's Delicatessen
1673	1	Khun Pic's Bahn Thai
1674	1	Kincaid's Fish, Chop & Steak House
1675	1	Kornblatt's Delicatessen
1676	1	Farmicia
1677	1	Fogo de Chão
1678	1	Fu-Wah Mini Market
1679	1	Fuji Mountain
1680	1	Vespaio
1681	1	The Woodland
1682	1	Fuddruckers
1683	1	Gloria's
1684	1	Go Fish Ocean Club
1685	1	El Tiempo Cantina
1686	1	11th Street Café
1687	1	Elvia's International
1688	1	Farrago World Cuisine
1689	1	59 Diner
1690	1	Fred's Italian Corner
1691	1	On the Half Shell Oyster Bar
1692	1	Oro
1693	1	Paesanos
1694	1	Paloma Blanca
1695	1	Pam's Patio Kitchen
1696	1	Rio Grande Café
1697	1	Rocklands Barbeque & Grilling Company
1698	1	Sawatdee Thai Restaurant
1699	1	Silver Diner
1700	1	Taqueria el Poblano
1701	1	Thai Noy Restaurant
1702	1	Thai Square Restaurant
1703	1	Thaiphoon
1704	1	Dick's Drive-In
1705	1	DiVino
1706	1	Dragonfish Asian Café
1707	1	El Farol
1708	1	Fadó
1709	1	Rosie McCaffrey's Irish Pub & Restaurant
1710	1	Sens
1711	1	St. Francis
1712	1	Tagine
1713	1	Xi'an
1714	1	Cha Cha Cha
1715	1	Chung King
1716	1	Pasadena Sandwich Company
1717	1	POP Champagne & Dessert Bar
1718	1	Porto Alegre
1719	1	The Raymond
1720	1	redwhite+bluezz
1721	1	Rotisserie Chicken of California
1722	1	Ruth's Chris Steak House
1723	1	Shoki Ramen House
1724	1	The Squeeze Inn
1725	1	Subway Sandwiches & Salads
1726	1	Subway Sandwiches & Salads
1727	1	Subway Sandwiches & Salads
1728	1	Subway Sandwiches & Salads
1729	1	Suzie Burger
1730	1	Table 260
1731	1	Gulf Coast Grill
1732	1	Imperial House
1733	1	Jasmine Seafood Restaurant
1734	1	Butterfly Embarcadero
1735	1	Café Flore
1736	1	Café Kati
1737	1	Rick's Tavern
1738	1	Robata Bar
1739	1	Snug Harbor
1740	1	Stefan's at L.A. Farm
1741	1	Sweet Rose Creamery
1742	1	Piatti Locale
1743	1	Rock Bottom Restaurant & Brewery
1744	1	Rocky Mountain Diner
1745	1	Wish
1746	1	YUCA
1747	1	Salt Island Chophouse & Fish Market
1748	1	Sam Snead’s Tavern
1749	1	Smokey Bones BBQ
1750	1	Timpano Italian Chophouse
1751	1	Uno Chicago Bar & Grill
1752	1	Everybody's
1753	1	5th St. Ribs & Blues
1754	1	Fleming's Prime Steakhouse & Wine Bar
1755	1	The Flying Biscuit Café
1756	1	Maunakea Marketplace Food Court
1757	1	Neptune's Garden
1758	1	Cibo Matto
1759	1	Cité
1760	1	Club Lago
1761	1	CoCoRo
1762	1	Cork & Kerry
1763	1	Cotes Du Rhone
1764	1	Crust
1765	1	Custom House Tavern
1766	1	Jamila's Café
1767	1	La Péniche
1768	1	La Petite Grocery
1769	1	Le Salon
1770	1	Lebanon's Café
1771	1	Ruth's Chris Steak House
1772	1	Ruth's Chris Steak House
1773	1	Ryleigh's Oyster Food & Spirits
1774	1	Salt
1775	1	Daily Grill
1776	1	Kimera Restaurant & Lounge
1777	1	Tara Asia
1778	1	Taste of Saigon
1779	1	Thai Tavern
1780	1	That's Amore
1781	1	Tijuana's Mexican Café
1782	1	Flash's
1783	1	Grotto
1784	1	Harvard Gardens
1785	1	Palomino
1786	1	Prima
1787	1	Restaurant Max
1788	1	Rigazzi's
1789	1	Rooster Crepe.Sandwich.Cafe.
1790	1	Sage Urban American Grill
1791	1	Saint Louis Bread Co.
1792	1	Sen Thai Asian Bistro
1793	1	Cravings, The Ultimate Buffet Dining Experience
1794	1	Dick’s Last Resort
1795	1	Ocean Palace Seafood
1796	1	Öko
1797	1	Pete's Downtown
1798	1	Planet Thailand
1799	1	Aureole
1800	1	Australian Homemade
1801	1	Awash
1802	1	Laurelhurst Market
1803	1	Le Bouchon
1804	1	Le Happy
1805	1	Lemongrass
1806	1	Low Brow Lounge
1807	1	Lucy's Table
1808	1	Marco's Café & Espresso Bar
1809	1	Geno's Steaks
1810	1	The Happy Rooster
1811	1	H.K. Golden Phoenix
1812	1	Horizons
1813	1	Joe's Crab Shack
1814	1	la Madeleine French Bakery & Café
1815	1	la Madeleine French Bakery & Café
1816	1	The Landmark Restaurant
1817	1	Lavendou
1818	1	Giacomo’s cibo e vino
1819	1	Gigi's Asian Bistro & Dumpling Bar
1820	1	Hobbit Café
1821	1	Rosario's
1822	1	The Sandbar Fish House & Market
1823	1	Sarovar Indian Cuisine
1824	1	Shiraz
1825	1	Silo
1826	1	SoGo Market Café & Takeout
1827	1	Sompong's Thai & Chinese Cuisine
1828	1	Gelatiamo
1829	1	The Georgian
1830	1	The Harvest Vine
1831	1	Huong Binh
1832	1	I Love Sushi
1833	1	icon Grill
1834	1	Ciudad
1835	1	Coffee Bean & Tea Leaf
1836	1	Coffee Bean & Tea Leaf
1837	1	Soumarelo Fresh Mediterranean Grill
1838	1	Sushi of Naples
1839	1	Taste of Bangkok
1840	1	Tapa The World
1841	1	T.G.I. Friday's
1842	1	Tunel 21
1843	1	The Waterboy
1844	1	Zelda's Original Gourmet Pizza
1845	1	Zocalo
1846	1	Lefty’s Chicago Pizzeria
1847	1	Caffe Ambrosia
1848	1	Campton Place Restaurant
1849	1	Capannina
1850	1	Thyme Café & Market
1851	1	Tiato
1852	1	Vanilla Bake Shop
1853	1	Vincenzo Ristorante
1854	1	Whist
1855	1	Ye Olde King's Head
1856	1	Strings
1857	1	Sushi Hai
1858	1	Tables
1859	1	Tacos Y Salsas
1860	1	Tamayo
1861	1	Vesta Dipping Grill
1862	1	Wellshire Inn
1863	1	Wildside Barbecue & Grill
1864	1	Woodlands
1865	1	4th & Swift
1866	1	French American Brasserie
1867	1	Front Page News
1868	1	Garrison's Broiler & Tap
1869	1	Georgia Grille
1870	1	David Burke's Primehouse
1871	1	Demera Ethiopian Restaurant
1872	1	El Nandu
1873	1	Louisiana Pizza Kitchen
1874	1	Marigny Brasserie
1875	1	Mat & Naddie's Café
1876	1	Mr. B's Bistro
1877	1	Ten-O-Six
1878	1	Thai Landing
1879	1	Thai Restaurant
1880	1	Vaccaro's Italian Pastry Shop
1881	1	Zen West Roadside Cantina
1882	1	La Sultana Bakery
1883	1	Sawatdee
1884	1	Wilde Roast Café
1885	1	Yum! Kitchen and Bakery
1886	1	The Stable
1887	1	Steak 'n Shake
1888	1	Steak 'n Shake
1889	1	Ted Drewes Frozen Custard
