restaurant	zagat	name
0951	1	Meson Ole Restrnt
0952	1	Mi Ranchito Bar & Grill
0953	1	Mill Creek Tavern
0954	1	Mirabelle Tavern
0955	1	Mitchell's
0956	1	Montana Pizzeria Inc
0957	1	Mulberry Street Babylon Village
0958	1	Musashino
0959	1	New Paradise Cafe
0960	1	Nick & Toni's
0961	1	Noah's
0962	1	O Sole Mio
0963	1	O'Mally's
0964	1	O's Food & Wine Bar
0965	1	Oak Chalet
0966	1	Oar Steak & Seafood Grill
0967	1	Ok Dokey Bar & Grill
0968	1	101 Coffee Shop
0969	1	101 Noodle Express
0970	1	21 Oceanfront
0971	1	230 Forest Avenue
0972	1	3 Forks
0973	1	410 Boyd
0974	1	4100 Bar
0975	1	A.O.C.
0976	1	Acapulco Mexican Restaurant Y Cantina
0977	1	Acapulco Mexican Restaurants
0978	1	Adobe Cantina
0979	1	Agora Churrascaria
0980	1	Ai Japanese Restaurant
0981	1	Al Noor
0982	1	Alberto's Fresh Mexican Food
0983	1	Aldolino Italian Restaurant
0984	1	Alexis Greek Restaurent & Sidewalk Cafe
0985	1	Alfredo's Restaurant No 4
0986	1	Aloha Hawaiian Bbq
0987	1	Amagi Japanese Cuisine
0988	1	Ameci Pizza & Pasta
0989	1	Amelia's Espresso & Panini
0990	1	Anarbagh Indian Restaurant
0991	1	Anastasia Cafe
0992	1	Angel's
0993	1	Angelino Cafe
0994	1	Angelique Café
0995	1	Ani's Chicken
0996	1	Annapurna Cuisine
0997	1	Antonio's
0998	1	Apple Cafe
0999	1	Arcense
1000	1	Aroma
1001	1	Aroma Café
1002	1	Arroyo Chop House
1003	1	Arthur's Restaurant
1004	1	Asahi Ramen
1005	1	Asia de Cuba
1006	1	Attari Sandwich Shop
1007	1	Auld Dubliner, The
1008	1	Ayame
1009	1	Baby Blues BBQ
1010	1	Baccali Cafe & Rotisserie
1011	1	Baci Difenencia Tratoria
1012	1	Baja Cantina
1013	1	Bamboo Cuisine
1014	1	Bamboodles
1015	1	Banzai Sushi
1016	1	Bar Pintxo
1017	1	bar210
1018	1	Barney's Gourmet Hamburgers
1019	1	Bashan
1020	1	Basilic
1021	1	Bastide
1022	1	Bauducco's Italian Restaurant Market & Bakery
1023	1	BCD Tofu House
1024	1	Beachwood BBQ
1025	1	Beechwood
1026	1	Bel-Air Bar & Grill
1027	1	Bellissimo French Bistro
1028	1	Belmont Brewing Co.
1029	1	Belmont the
1030	1	Benihana
1031	1	Beso
1032	1	Big Mama's & Papa's Pizzeria
1033	1	Billingsley's
1034	1	Bistro Garden at Coldwater
1035	1	Bistro Provence
1036	1	Blu LA Café
1037	1	Blue Plate
1038	1	BLVD 16
1039	1	Bob's Big Boy
1040	1	Boiling Crab, The
1041	1	Bokado
1042	1	Bollywood Cafe
1043	1	Bombay Cafe
1044	1	Bombay Palace
1045	1	Bond Street Beverly Hills
1046	1	Bonnie B's Smokin' Barbeque Heaven
1047	1	Boraan
1048	1	Boss Sushi
1049	1	Boston Market
1050	1	Bottle Inn the
1051	1	Bouchees Bistro
1052	1	Boxwood Café
1053	1	Brandywine
1054	1	Brasserie Pascal
1055	1	Bravo Cucina
1056	1	Brent's Deli
1057	1	Brownstone Pizzeria
1058	1	Bubba Gump Shrimp Co Restaurant & Market
1059	1	Buca di Beppo
1060	1	Bucket the
1061	1	Buffalo Fire Department
1062	1	Burger Continental
1063	1	Burrell's Bbq
1064	1	Cable's Restaurant
1065	1	Cabo Cabana Resturant & Grill
1066	1	Cafe 50's
1067	1	Cafe Aroma
1068	1	Cafe des Artistes
1069	1	Cafe Graikos
1070	1	Cafe Montana
1071	1	Cafe Mundial
1072	1	Cafe Rodeo
1073	1	Cafe Stella
1074	1	Cafe Sushi
1075	1	Cafe Verde
1076	1	Cafe Verona by Chef Owner Celestino
1077	1	Cafe Wasa
1078	1	Caffe La Strada
1079	1	Caffe Pinguini
1080	1	Café Hidalgo
1081	1	Café Hiro
1082	1	Café Pacific
1083	1	Café Was
1084	1	California Chicken Cafe
1085	1	California Pizza Kitchen
1086	1	Campagnola
1087	1	Canal Club
1088	1	Candela Taco Bar & Lounge
1089	1	Cantalini's Salerno Beach Restaurant
1090	1	Capone's Italian Restaurante
1091	1	Capriotti's
1092	1	Carmines II
1093	1	Carnival
1094	1	Carousel
1095	1	Casa
1096	1	Casbah Cafe
1097	1	Caspian Restaurant
1098	1	Cassell's
1099	1	Cat & The Custard Cup, The
1100	1	Catalina Bar & Grill
1101	1	Central Park
1102	1	Chan Darae
1103	1	Chart House
1104	1	Cheebo
1105	1	Chef Melba's Bistro
1106	1	Chicago For Ribs
1107	1	Chile Verde
1108	1	China Grill
1109	1	ChoSun Galbee
1110	1	Chung King Restaurant
1111	1	Chutneys
1112	1	Cicada
1113	1	Clancy's Crab Broiler
1114	1	Clearman's Galley
1115	1	Cliff's Edge
1116	1	Coffee Cart
1117	1	Coral Tree Café
1118	1	Cottage, The
1119	1	Counter, The
1120	1	Crab Cooker, The
1121	1	Crab Zone Restaurant
1122	1	Crazy Fish
1123	1	Creme De La Crepe
1124	1	Cru
1125	1	Curry House Restaurant
1126	1	Cuvee
1127	1	Cuvee Wine & Food
1128	1	D-Town Burger Bar
1129	1	Da Pasquale
1130	1	Daichan
1131	1	Dal Rae
1132	1	Dan Tana's
1133	1	Dandoon Shawarma
1134	1	Danielle's Wood-Fired Pizza
1135	1	Dario's Mexican Restaurant
1136	1	Darya
1137	1	Delmonico's Lobster House
1138	1	Depot, The
1139	1	Din Tai Fung
1140	1	Dino's Burgers No 2
1141	1	District
1142	1	Divina Cucina
1143	1	East 180
1144	1	East India Grill
1145	1	Eclectic Cafe the
1146	1	Eclectic Wine Bar & Grille
1147	1	Edendale Grill
1148	1	Edie's Diner
1149	1	El Abajeno
1150	1	El Criollo
1151	1	El Morfi Eatery
1152	1	EL PARIAN RESTAURANT
1153	1	El Pescador 16
1154	1	El Pollo Loco
1155	1	El Torito Mexican Restaurant & Cantina
1156	1	Engine Co. No. 28
1157	1	Essex Public House
1158	1	Eva
1159	1	Fabrocini's-Beverly Glen
1160	1	Factor's Famous Deli
1161	1	Fanoos Grill
1162	1	Farmer Boy's
1163	1	Fatty's & Co.
1164	1	Fina Estampa
1165	1	Finn McCool's Irish Pub
1166	1	Firefly
1167	1	First & Hope
1168	1	Fisherman's Outlet Seafood Restaurant & Retail Mar
1169	1	Flavor of India
1170	1	Floretto Trattoria
1171	1	Fonz's
1172	1	Foo-Chow Restaurant
1173	1	Food + Lab
1174	1	Formosa Cafe
1175	1	Fortune Cookies Restaurant
1176	1	Four Daughters Kitchen
1177	1	Fred's Mexican Cafe
1178	1	French Garden
1179	1	Frenchy's Bistro
1180	1	Fritto Misto
1181	1	Frumento's Italian Deli & Catering
1182	1	Gaby's Express
1183	1	Gaja Japanese Restaurant
1184	1	Galletto Bar & Grill
1185	1	Garden Wok
1186	1	Genkai Grill
1187	1	Gennaro's Ristorante
1188	1	Geoffrey's
1189	1	George's Greek Café
1190	1	Getty Center, Restaurant at the
1191	1	Ginger Thai Cuisine
1192	1	Gladstone's Malibu
1193	1	Gonpachi
1194	1	Gonpachi at the Miyako Hybrid Hotel
1195	1	Grand Panda
1196	1	Greek Kabob the
1197	1	Green Apple China Bistro
1198	1	Green Horse the
1199	1	Green Street Tavern
1200	1	Grill on Hollywood, The
1201	1	Guido's
1202	1	Gyu-Kaku
1203	1	Habana
1204	1	Hamamori
1205	1	Hamburger Mary's
1206	1	Hana Sushi
1207	1	Hapi Sushi of Laguna
1208	1	Hara Sushi Inc
1209	1	Hard Rock Cafe
1210	1	Hatam Restaurant
1211	1	Hayakawa
1212	1	Hennessey's Tavern
1213	1	Henry's Tacos
1214	1	Hideout at the Hollywood Heights Hotel
1215	1	Hole in the Wall Burger Joint
1216	1	Honda Ya Japanese Restaurant
1217	1	Hop Li
1218	1	Hop Woo
1219	1	Huckleberry Café & Bakery
1220	1	hush
1221	1	Hutch's Barbecue
1222	1	Ike Sushi
1223	1	Il Barone Ristorante
1224	1	Il Sole
1225	1	India Cook House
1226	1	Indochine Vien
1227	1	Islands
1228	1	Izakaya Fu-Ga
1229	1	Izakaya Wasa
1230	1	JACKshrimp
1231	1	Japon Bistro
1232	1	Jax Bar & Grill
1233	1	Jeepney Asian Grill
1234	1	Joan's on Third
1235	1	Joe's
1236	1	John O'Groats
1237	1	Josie
1238	1	Junior's Deli Boys
1239	1	K'ya
1240	1	K-Zo
1241	1	Kabuki Japanese Restaurant
1242	1	Kabuki Sushi
1243	1	Kanpai Japanese Sushi Bar & Grill
1244	1	Kansas City BBQ Company
1245	1	Kate Mantilini
1246	1	Kate's Bakery And Coffee House
1247	1	Kathleen's Restaurant
1248	1	Kaya Sushi
1249	1	Kinokawa Japanese
1250	1	Kiyokawa
1251	1	Kreation Kafe Organic
1252	1	Kress, The
1253	1	Kuma Sushi
1254	1	Kung Pao Bistro
1255	1	La Abeja
1256	1	La Barca Restaurant
1257	1	La Capilla Mexican Restaurant
1258	1	La Casita Mexicana
1259	1	La Cocina De Ricardo
1260	1	La Conversation
1261	1	La Dolce Vita
1262	1	LA Food Show
1263	1	La Luna Negra
1264	1	La Serenata de Garibaldi
1265	1	La Sirena Grill
1266	1	La Soowon Gal Bi
1267	1	Larchmont Bungalow
1268	1	Lares Restaurant
1269	1	Las Brisas
1270	1	Lasher's
1271	1	Laurel Tavern
1272	1	Lazy Dog Cafe
1273	1	Le Petit Four
1274	1	Le Petit Greek
1275	1	Le Petit Restaurant
1276	1	Le Saigon
1277	1	Le Saint Amour
1278	1	Leonardo's Ceviche Co
1279	1	Leonor's Vegetarian Mexican
1280	1	Let's Be Frank
1281	1	Library A Coffee House the
1282	1	Light Townhouse Inc.
1283	1	Lighttown House
1284	1	Locanda del Lago
1285	1	Locanda Positano
1286	1	Loft, The
1287	1	Los Balcones del Peru
1288	1	Lost Bean Organic Coffee & Tea
1289	1	Love Sushi & Roll
1290	1	Lucy's 51
1291	1	Lulu's Cafe
1292	1	Lunada Bayhouse
1293	1	Mac & Cheeza
1294	1	Madame Jo Jo
1295	1	Madeo
1296	1	Mae Ploy Restaurant
1297	1	Magic Wok Restaurant
1298	1	Magnolia
1299	1	Maison Akira
1300	1	Maison Maurice
1301	1	Maison Richard
1302	1	Malarky's Irish Pub
1303	1	Mama D's Italy Kitchen
1304	1	Manja
1305	1	Manpuku Tokyo Bbq
1306	1	Mantee
1307	1	Marché Moderne
1308	1	Marouch
1309	1	Marston's
1310	1	Martha's 22nd St. Grill
1311	1	Maru Sushi
1312	1	mar’sel
1313	1	Mascarpone's
1314	1	Maxwell's Cafe
1315	1	Mayur
1316	1	McCormick & Schmick's
1317	1	McKenna's on the Bay
1318	1	Medusa Lounge
1319	1	Mexicali
1320	1	Mexico City
1321	1	Mia Sushi
1322	1	Midori Sushi Restaurant
1323	1	Mio Babbo's
1324	1	Mission 261
1325	1	Mission Oaks Cafe
1326	1	Miyako
1327	1	Mon Japanese Restaurant
1328	1	Monsoon Cafe
1329	1	Monte Alban
1330	1	Moonshadows
1331	1	Morels First Floor Bistro
1332	1	Mr. Beef
1333	1	Mr. Chow
1334	1	Mr. Ramen
1335	1	Mrs. Knott's Chicken Dinner
1336	1	Mucho Mas
1337	1	Mucho Ultima Mexicana
1338	1	Mulberry Street Pizzeria
1339	1	Muma
1340	1	Musha
1341	1	Nakkara
1342	1	Nawab of India
1343	1	New Orleans Cajun & Creole Cuisine
1344	1	New York Grill
1345	1	Nhu Y Ca 8 Mon Restaurant
1346	1	Nick N Willys
1347	1	Nickel Diner
1348	1	Nicky D's Wood-Fired Pizza
1349	1	Abokado
1350	1	Acqua
1351	1	Acquolina Ristorante Italiano
1352	1	Aizia
1353	1	Area Code 55 Brazilian Steakhouse
1354	1	Ark Restaurant & Catering
1355	1	Atrio Restaurant
1356	1	Bahamas Fish Market
1357	1	BALEEN RESTAURANT
1358	1	Bali Café
1359	1	Beef Eater Steak House
1360	1	Berries
1361	1	Bin No. 18
1362	1	Bistro Bisou
1363	1	Bizcaya
1364	1	Blú la Pizzeria del Sole
1365	1	Bongos Cuban Café
1366	1	Bubba Gump Shrimp Co.
1367	1	Burger & Beer Joint
1368	1	Caffé Milano
1369	1	Café Pastis
1370	1	Café Prima Pasta
1371	1	Cancun Grill
1372	1	Carrabba's Italian Grill
1373	1	Casola's Pizza
1374	1	Chef Allen's
1375	1	Cita's Chophouse
1376	1	Clarke's
1377	1	Crab House Seafood Restaurant the
1378	1	Da Vittorio
1379	1	Dave & Busters
1380	1	Deli Lane Café & Tavern
1381	1	Delicias De Espana
1382	1	El Novillo
1383	1	El Rincon Asturiano
1384	1	El Senorial Corp
1385	1	El Tamarindo Coal Fired Pizza
1386	1	Enriqueta's Sandwich Shop
1387	1	Flanigan's
1388	1	Fratelli La Bufala
1389	1	Gables Riviera Pizza
1390	1	Garcia's
1391	1	George's Restaurant & Lounge
1392	1	Gil Capa's Bistro
1393	1	Gordon Biersch
1394	1	Grass Restaurant & Lounge
1395	1	Grill on the Alley, The
1396	1	Hollywood Grill
1397	1	Hollywood Prime
1398	1	Houston's
1399	1	Il Gabbiano
1400	1	Il Mulino New York
1401	1	Indomania
1402	1	Jerusalem Pizza & Bistro
1403	1	Joe Allen
1404	1	Joe's Stone Crab
1405	1	Johnny Carino's
1406	1	Kamwah Chinese Restaurant
1407	1	Kobe Club Miami
1408	1	La Casita
1409	1	La Nonna Italian Restaurant
1410	1	La Portena Restaurant
1411	1	La Terrazza
1412	1	Las Totoritas
1413	1	Loftin's At Casa Casuarina
1414	1	Lung Gong Restaurant
1415	1	Magnum
1416	1	Mamajuana Café
1417	1	Mandolin
1418	1	Manhattan Cafe & Market
1419	1	Marhaba Mediterranean Cuisine
1420	1	Martorano's Italian American Kitchen
1421	1	Matsuri
1422	1	Mazza Mediterranean Cuisine
1423	1	Meson Ria De Vigo
1424	1	Mia
1425	1	Michael's Genuine Food & Drink
1426	1	Mint Leaf Indian Brasserie
1427	1	Morgan's Restaurant
1428	1	My Big Fat Greek Restaurant
1429	1	Nobu Miami Beach
1430	1	Nunzio's Ristorante Inc
1431	1	OLA
1432	1	10th & Willow Bar & Grill
1433	1	130 South American Grill & Sushi
1434	1	A Ca Mia
1435	1	Aachis Chettinad South Indian Restaurant
1436	1	Aby's Mexican Restaurant
1437	1	Acacia
1438	1	Agarimo Tapas Bar
1439	1	Alan@594
1440	1	Alfonso's Pizzeria
1441	1	Ali Baba
1442	1	Allegro Bar & Restaurant
1443	1	Amarone
1444	1	Americana Diner & Restaurant
1445	1	Amici III Restaurant
1446	1	Amster Sol Tavern
1447	1	Andaman
1448	1	Anton's at the Swan
1449	1	Arturo's
1450	1	Arturo's Brick Oven Pizzeria
1451	1	Asahi Japanese Hibachi Steak House & Sushi Bar
1452	1	Ashes Cigar Club
1453	1	Athenian Garden
1454	1	Avon Pavilion
1455	1	Baja Fresh Mexican Grill
1456	1	Bake & Bagels
1457	1	Bamboo Grill
1458	1	Bangkok City
1459	1	Bar Cara
1460	1	Barnacle Bill's
1461	1	Bay Avenue Trattoria
1462	1	Bazzini at 28 Oak Street
1463	1	Beach Creek Oyster Bar & Grille
1464	1	Beira-Mar of Spain
1465	1	Bella Napoli
1466	1	Bella Notte Alta Cucina Restaurant
1467	1	Bella Sogno
1468	1	Bella Villa Family Restaurant
1469	1	Benvenuti Ristorante
1470	1	Bienvenue
1471	1	Bistro 1051
1472	1	Bistro 14
1473	1	Bistro at Red Bank, The
1474	1	Black Trumpet
1475	1	Blue Moon Mexican Cafe
1476	1	Blue Pig Tavern
1477	1	Bogey's Sports Pub
1478	1	Bombay Gardens
1479	1	Bon Chon Chicken
1480	1	Braddock's
1481	1	Branco's Pizza
1482	1	Brasilia Grill
1483	1	Brick City Bar And Grill
1484	1	Brioso
1485	1	British Chip Shop
1486	1	Brookside Thai Restaurant
1487	1	Brothers Moon
1488	1	Brothers' Pizza & Restaurant
1489	1	Brownstone Diner & Pancake Factory
1490	1	Buda Bar & Grill
1491	1	Cafe Bello
1492	1	Cafe Matisse
1493	1	Cafe Monet
1494	1	Cafe Shay's
1495	1	Cafe Spice Newport Inc
1496	1	Caffe Aldo Lamberti
1497	1	Café Gallery
1498	1	California Grill
1499	1	Capone's Gourmet Pizza & Pasta
1500	1	Carmine's
1501	1	Carmine’s Asbury Park
1502	1	Casa De Pasta
1503	1	Casona
1504	1	Champps Americana
1505	1	Chan's Dragon Inn
1506	1	Chapala Mexican Resturant
1507	1	Chapter House
1508	1	Cheeburger Cheeburger
1509	1	Chef Wong II Chinese Restaurant
1510	1	Chickie's & Pete's Cafe
1511	1	Chimney Rock Inn
1512	1	China Garden Restaurants
1513	1	China King
1514	1	Christopher's Cafe & Restaurant
1515	1	Church Street Kitchen
1516	1	Churches Kitchen
1517	1	Citrus Restaurant
1518	1	City Bistro
1519	1	City Tavern
1520	1	Coimbra Bar & Restaurant
1521	1	Columbia Inn
1522	1	Coriander Indian Bistro
1523	1	Country Griddle
1524	1	Crab House, The
1525	1	Craig's
1526	1	Cucina Calandra
1527	1	D'italia Restaurant
1528	1	Dabbawalla
1529	1	Danny’s Steakhouse & Sushi Bar
1530	1	Daruma
1531	1	DeAnna's
1532	1	Delicious Heights
1533	1	Dennis Foy
1534	1	Dicosmo's Deli & Sub Shop
1535	1	Dinallo's
1536	1	Divina Ristorante
1537	1	Doc's
1538	1	Don Pepe's Steakhouse
1539	1	Donna Pizza Center
1540	1	Dora's Restaurant
1541	1	Drew's Bayshore Bistro
1542	1	Due Terre Enoteca
1543	1	Duomo Ristorante Italiano
1544	1	E F E S Restaurant
1545	1	East
1546	1	East L A
1547	1	Edo Sushi
1548	1	El Cid
1549	1	El Familiar
1550	1	El Mesón Café
1551	1	Espo's
1552	1	Etc Steakhouse
1553	1	Farnsworth House, The
1554	1	Fedora Café
1555	1	Fernando's Grille
1556	1	Fiesta Mexicana
1557	1	Flirt Sushi Lounge
1558	1	Fontana di Trevi
1559	1	Fornelletto
1560	1	Forno Pizzeria & Grille
1561	1	Four Seasons Thai Cuisine & Oriental Grocery
1562	1	Franco's Place
1563	1	Franco's Restaurant & Pizzeria
1564	1	Frankie's Bar and Grill
1565	1	Fratello's
1566	1	Freehold Grand Buffet
1567	1	Front Street Tratto'ria
1568	1	Fujiyama Japenese Restaurant
1569	1	Full Moon Café
1570	1	G & P Lebanse Pastry & Fast Foods
1571	1	Gaetano's
1572	1	Gas Light Brewery & Restaurant
1573	1	Gaslight
1574	1	George & Martha's American Grille
1575	1	George Inn the
1576	1	Georges Place Llc
1577	1	GoodFellas Ristorante
1578	1	Gourmet Cafe Italian Bistro
1579	1	Grain House Restaurant At the Olde Mill Inn
1580	1	Grand Lux Cafe
1581	1	Granita Grille
1582	1	Graziano's Italian Restaurant
1583	1	Greek Delights
1584	1	Grenville, The
1585	1	Gus's Restaurant
1586	1	Hard Rock Cafe
1587	1	Harvey Cedars Shellfish Co.
1588	1	Hiram's Roadstand
1589	1	Hoagie Tom's Grille
1590	1	Hunan Cottage
1591	1	Hunkar Mediterranean Kobab House
1592	1	Il Capriccio
1593	1	Illiano's Italian Restaurant Over Ocean
1594	1	Indigo Smoke
1595	1	Inn of the Hawke
1596	1	Irish Pub & Inn
1597	1	Irvings Delicatessan
1598	1	Isohama Japanese Restaurant
1599	1	It's Greek To Me
1600	1	Italian Affair Restaurant & Pizza
1601	1	IZU SUSHI JAPANESE RESTAURANT
1602	1	J B Winberie Restaurant & Bar
1603	1	Jade Garden Chinese Restaurant
1604	1	Jade Garden Restaurant
1605	1	Javiers Restaurant
1606	1	JEFFREY'S OF WESTFIELD
1607	1	Jim's Burger Haven
1608	1	Johnny Rockets
1609	1	Johnnys Cafe
1610	1	Kaptan Turkish Grill & Restaurant
1611	1	Klein's Fish Market & Waterside Cafe
1612	1	Kuzina by Sofia
1613	1	Kyoto Japanese Restaurant
1614	1	La Cucina Trattoria
1615	1	La Esperanza
1616	1	Attiki Bar & Grill
1617	1	Audubon Park Clubhouse
1618	1	Blue Tomato
1619	1	Café Adelaide
1620	1	Café Du Monde
1621	1	Central Grocery Company
1622	1	Charlie's Steak House
1623	1	Checkered Parrot
1624	1	Commander's Palace
1625	1	Country Flame
1626	1	Deanie's Seafood
1627	1	Eat
1628	1	Felix's Oyster Bar
1629	1	Felix's Restaurant and Oyster Bar Inc
1630	1	Fiorella's Café
1631	1	Galatoire's
1632	1	Gott Gourmet Café
1633	1	Green Goddess
1634	1	Hostel New Orleans
1635	1	Ignatius Eatery
1636	1	Italian Barrel
1637	1	Italian Pie
1638	1	J'anita's Restaurant
1639	1	Jager Haus
1640	1	Jamila's Cafe
1641	1	La Boca
1642	1	Le Meritage
1643	1	Louisiana Bistro
1644	1	Maple Street Cafe
1645	1	Melting Pot
1646	1	Mike Serio's Po-Boys & Deli
1647	1	MiLa
1648	1	Mimi's In the Marigny
1649	1	Mona Lisa
1650	1	Napoleon House
1651	1	Oceana Grill
1652	1	Pho Bang
1653	1	Popeyes
1654	1	Rambla
1655	1	Red Fish Grill
1656	1	Rib Room
1657	1	Riccobono's Panola Street Cafe
1658	1	Ruth's Chris Steak House
1659	1	Shula's
1660	1	'beca
1661	1	'Inoteca
1662	1	202 Cafe
1663	1	26 Seats
1664	1	2nd Ave Deli
1665	1	44 South West Italian Continental Restaurant
1666	1	68 Restaurant
1667	1	86 Fu Kee Chinese Restaurant
1668	1	8st Kitchen
1669	1	99 Cents Fresh Pizza
1670	1	A.O.C. Bistro
1671	1	Abboccato
1672	1	Abe & Arthur's
1673	1	Abigael's
1674	1	Aburiya Kinnosuke
1675	1	Africa Restaurant
1676	1	Agra Indian & Pakistan
1677	1	Agua Dulce
1678	1	Ah Chihuahua
1679	1	Aja
1680	1	Ajisen Noodle Restaurant Inc
1681	1	Akdeniz
1682	1	Aki Sushi
1683	1	Akiyama Japanese Restaurant
1684	1	Alba's Pizza & Restaurant
1685	1	Aldea
1686	1	Alfanoose
1687	1	Alma
1688	1	Alouette
1689	1	Amazing 66
1690	1	Ambassador Grill
1691	1	Amorina
1692	1	Angelica Kitchen
1693	1	Angus McIndoe
1694	1	Anthony's Place
1695	1	Antibes Bistro
1696	1	Aoki
1697	1	Apiary
1698	1	Apna Taj Indian Restaurant
1699	1	Applebee's Neighborhood Grill
1700	1	Applebee's Neighborhood Grill & Bar
1701	1	Aqualis Grill
1702	1	Arabelle
1703	1	Armondo's Italian Restrnt
1704	1	Arno
1705	1	Artie's Deli
1706	1	Arturo's
1707	1	Asia de Cuba
1708	1	Aunt Suzie's Restaurant
1709	1	Aurora
1710	1	Ayza Wine & Chocolate Bar
1711	1	B & H Diary
1712	1	B. Café
1713	1	B. Smith's Restaurant Row
1714	1	Bahar Restaurant
1715	1	Bai Sushi Restaurant Inc
1716	1	Ballybunion
1717	1	Baluchi's
1718	1	Banc Cafe
1719	1	Bann Thai
1720	1	Baoguette Cafe
1721	1	Bar Boulud
1722	1	Bar Paya
1723	1	Bar Pitti
1724	1	Barbarini Inc
1725	1	Barbuto
1726	1	Bari Pizza Restaurant
1727	1	Barolo
1728	1	Basilica
1729	1	Basille's Restaurant
1730	1	Baton Rouge New York Restaurant
1731	1	Bb Sandwich Bar
1732	1	Beast
1733	1	Becco
1734	1	Becketts
1735	1	Bella Vita
1736	1	Ben's Kosher Deli
1737	1	Benito's II Restrnt Inc
1738	1	Bhojan Indian Restaurant
1739	1	Biddy Earlys
1740	1	Big Daddy's
1741	1	Big Nick's Burger Joint
1742	1	Big Wong
1743	1	Bill's Gay Nineties
1744	1	Birdie's Inc
1745	1	Biricchino
1746	1	Bistango
1747	1	Bistro 60
1748	1	Bistro 61
1749	1	Bistro Ponty
1750	1	Blaggards Pub
1751	1	Blarney Rock Restrnt
1752	1	Blind Tiger
1753	1	BLT Prime
1754	1	BLT Steak
1755	1	Blue Smoke
1756	1	Blue Water Grill
1757	1	Bo-Ky
1758	1	Bombay Gardens
1759	1	Bon Bon Chicken
1760	1	Bon Chon Chicken
1761	1	Boqueria
1762	1	Bossa Nova Brazil
1763	1	Boulder Creek Steak & Saloon
1764	1	Brasserie Athénée
1765	1	Brasserie Ruhlmann
1766	1	Bravest
1767	1	Brazil Brazil Grill
1768	1	Breslin, The
1769	1	Bricco
1770	1	Bridgeview Diner
1771	1	Brioso
1772	1	Broadway Joe Steakhouse
1773	1	Brooklyn Fish Camp
1774	1	Brown Café
1775	1	Bruckner Bar & Grill
1776	1	Bubba Gump Shrimp Co.
1777	1	Bucharest Restaurant
1778	1	Buddha Bbeeq
1779	1	Bull & Bear
1780	1	Buona Sera Restaurant
1781	1	Burger Creations
1782	1	Burger Shoppe
1783	1	BXL Café
1784	1	Bz Grill
1785	1	Cabrito
1786	1	Cafe Bonjour Deli & Pizza
1787	1	Cafe Centro
1788	1	Cafe Dore
1789	1	Cafe Español
1790	1	Cafe Iguana
1791	1	Cafe Noir
1792	1	Cafe Orlin
1793	1	Cafe Un Deux Trois
1794	1	Caffe Buon Gusto
1795	1	Caffe Cielo
1796	1	Caffe e Vino
1797	1	Caffe Falai
1798	1	Café d'Alsace
1799	1	Café Frida
1800	1	Café Sabarsky/Café Fledermaus
1801	1	Calcutta Cafe
1802	1	Caliente Cab Co
1803	1	California Pizza Kitchen
1804	1	Camaradas El Barrio
1805	1	Campo
1806	1	Canedo's Restaurants
1807	1	Canlon's Restaurant Inc
1808	1	Captain Pizzeria of the Bronx
1809	1	Capucine's Restrnt
1810	1	Caravan of Dreams
1811	1	Carlyle Restaurant
1812	1	Carol's Cafe
1813	1	Casa Mono
1814	1	Centrico
1815	1	Cercle Rouge
1816	1	Chai Restaurant
1817	1	Chanpen Thai Restaurant
1818	1	Cheesesteak Factory
1819	1	Chelsea Cottage Chinese Restaurant
1820	1	Chennai Garden
1821	1	Cherin Sushi
1822	1	Chez Oskar
1823	1	Chianti
1824	1	Chickpea
1825	1	ChikaLicious
1826	1	China 1
1827	1	Chinatown East
1828	1	ChipShop
1829	1	Chirag Indian Cuisine
1830	1	Cho Dang Gol
1831	1	Choice Kitchen & Cocktails
1832	1	Chop't Creative Salad
1833	1	Choptank
1834	1	Chosen Garden
1835	1	Choux Factory
1836	1	Christina's
1837	1	Cinco De Mayo
1838	1	Circles Restaurant
1839	1	Circus
1840	1	Citrus Bar & Grill
1841	1	Colicchio & Sons
1842	1	Colors
1843	1	Cooper's Tavern
1844	1	Coppola's
1845	1	Corner Pizza
1846	1	Country Boys (aka Martinez) Taco Truck
1847	1	Court Deli
1848	1	Cowgirl Sea-Horse
1849	1	Craft
1850	1	Craftbar
1851	1	Crepe De Paris
1852	1	Crisp
1853	1	Crispo
1854	1	Crosby Pizza Stop
1855	1	Cru
1856	1	Cubana Café
1857	1	Cucina di Pesce
1858	1	Cupping Room Café
1859	1	Cávo
1860	1	Da Marino
1861	1	Da Silvana
1862	1	Dafni Greek Taverna
1863	1	Dallas BBQ
1864	1	Dalton's Bar & Grill
1865	1	Danal
1866	1	Dante Restaurant
1867	1	David Burke at Bloomingdale's
1868	1	David Burke Townhouse
1869	1	Degustation
1870	1	DEL'RIO DINER RESTAURANT
1871	1	Diablo Royale A
1872	1	Dicomo Restaurant
1873	1	Dirty Bird to-go
1874	1	Docks Oyster Bar
1875	1	Donovan's Pub
1876	1	Dos Caminos
1877	1	Dovetail
1878	1	Dressler
1879	1	DuMont
1880	1	Dunkin Donuts
1881	1	E.A.T.
1882	1	Earthen Oven
1883	1	East Buffet
1884	1	Eddies Sweet Shop
1885	1	Eisenberg Sandwich Shop
1886	1	El Cantinero
1887	1	El Castillo De Jagua
1888	1	El Malecon
1889	1	El Rancho Jubilee
1890	1	Elaine's
1891	1	Elephant, The
1892	1	Eleven Madison Park
1893	1	Employees Only
1894	1	Ennio & Michael
