restaurant	tripadvisor	cuisine
0781	1	Cuisines: Mexican
0782	1	Cuisines: French
0783	1	Cuisines: Japanese
0784	1	Cuisines: American
0785	1	Cuisines: Chinese
0786	0	<NULL>
0787	1	Cuisines: Seafood, American
0788	0	<NULL>
0789	0	<NULL>
0790	1	Cuisines: Japanese
0791	1	Cuisines: Contemporary, Asian, Seafood, Pacific Rim
0792	1	Cuisines: Dessert
0793	1	Cuisines: Bakery, Fast Food, Delicatessen
0794	1	Cuisines: Pizza
0795	1	Cuisines: Italian
0796	1	Cuisines: American
0797	1	Cuisines: Seafood
0798	1	Cuisines: Asian, Chinese
0799	0	<NULL>
0800	1	Cuisines: American, Mediterranean, Seafood
0801	1	Cuisines: Coffee Shop
0802	1	Cuisines: Mexican
0803	0	<NULL>
0804	1	Cuisines: Ethiopian
0805	1	Cuisines: American
0806	1	Cuisines: Italian
0807	0	<NULL>
0808	1	Cuisines: Italian
0809	1	Cuisines: French
0810	0	<NULL>
0811	1	Cuisines: Japanese
0812	0	<NULL>
0813	1	Cuisines: Pizza
0814	1	Cuisines: Mexican
0815	1	Cuisines: Italian, Pizza
0816	1	Cuisines: Chinese, Thai, Noodle Shop, Asian, Pacific Rim
0817	1	Cuisines: Dessert, Bakery
0818	1	Cuisines: American
0819	1	Cuisines: Californian, Italian, Seafood, Steakhouse
0820	1	Cuisines: Vegetarian, Indian
0821	1	Cuisines: Italian
0822	1	Cuisines: American, Mexican
0823	1	Cuisines: Bakery, Delicatessen, Fast Food, Kosher
0824	1	Cuisines: Mexican, Spanish
0825	1	Cuisines: Steakhouse
0826	1	Cuisines: American, Eclectic, Spanish, Tapas
0827	0	<NULL>
0828	1	Cuisines: American, Seafood
0829	1	Cuisines: American, Central European, French, Spanish
0830	1	Cuisines: American, Barbecue, Seafood, Steakhouse
0831	1	Cuisines: American, Californian, Central European, Contemporary, Dessert
0832	1	Cuisines: American, Chinese, French, International, Italian, Japanese, Mediterranean, Seafood, Steakhouse
0833	1	Cuisines: Cuban
0834	1	Cuisines: Dessert, Ice Cream
0835	1	Cuisines: Italian
0836	1	Cuisines: International
0837	1	Cuisines: American, Steakhouse, Delicatessen, Seafood, Hamburgers
0838	1	Cuisines: Bakery
0839	1	Cuisines: American, Delicatessen, Hamburgers, Steakhouse
0840	1	Cuisines: Chinese, Japanese, Korean, Sushi, Asian, Thai
0841	1	Cuisines: Italian
0842	0	<NULL>
0843	1	Cuisines: American, Delicatessen, Diner
0844	1	Cuisines: American
0845	1	Cuisines: Greek
0846	1	Cuisines: American, Irish
0847	1	Cuisines: Greek, Italian
0848	0	<NULL>
0849	1	Cuisines: American
0850	1	Cuisines: Delicatessen
0851	1	Cuisines: American, Southwestern
0852	1	Cuisines: Greek, Pizza
0853	1	Cuisines: Family Fare, American
0854	1	Cuisines: Chinese
0855	0	<NULL>
0856	1	Cuisines: Italian, Pizza
0857	1	Cuisines: Steakhouse, Italian
0858	1	Cuisines: Californian, Pizza
0859	1	Cuisines: Italian
0860	0	<NULL>
0861	1	Cuisines: Family Fare, American
0862	1	Cuisines: Steakhouse, American, Seafood
0863	1	Cuisines: Italian
0864	1	Cuisines: American
0865	1	Cuisines: Seafood, Steakhouse
0866	1	Cuisines: Turkish, Mediterranean
0867	1	Cuisines: American
0868	0	<NULL>
0869	1	Cuisines: American, Fast Food
0870	1	Cuisines: Mexican
0871	1	Cuisines: Indian
0872	1	Cuisines: Vietnamese
0873	1	Cuisines: French, American, Eclectic, International
0874	0	<NULL>
0875	1	Cuisines: Pizza
0876	1	Cuisines: Mexican
0877	1	Cuisines: American, Hamburgers, Soups
0878	1	Cuisines: American, Bar, Delicatessen, Hamburgers, Pub, Sandwiches
0879	0	<NULL>
0880	1	Cuisines: Delicatessen, Middle Eastern, Mediterranean, Lebanese, Greek, Grill
0881	1	Cuisines: American, Barbecue, Seafood, Steakhouse
0882	1	Cuisines: American, Mexican, Southwestern, Vegetarian
0883	0	<NULL>
0884	1	Cuisines: Pizza & Pasta, Vegan, Vegetarian, Sandwiches, Pizza
0885	1	Cuisines: Coffee Shop, American, Pizza, Vegetarian
0886	1	Cuisines: Thai
0887	1	Cuisines: Chinese, Asian
0888	1	Cuisines: Dessert, Coffee Shop
0889	1	Cuisines: American
0890	1	Cuisines: Delicatessen
0891	1	Cuisines: Mexican
0892	1	Cuisines: American, Greek
0893	1	Cuisines: Italian
0894	1	Cuisines: Thai
0895	1	Cuisines: Italian
0896	1	Cuisines: Sandwiches
0897	1	Cuisines: Mexican
0898	1	Cuisines: Pizza, Wine Bar
0899	1	Cuisines: Chinese
0900	1	Cuisines: Venezuelan
0901	0	<NULL>
0902	1	Cuisines: Vietnamese
0903	1	Cuisines: Californian, Pizza
0904	0	<NULL>
0905	0	<NULL>
0906	1	Cuisines: Seafood, Pizza, Italian, Vegetarian
0907	1	Cuisines: Pizza, American, Italian
0908	1	Cuisines: Chinese, Seafood
0909	1	Cuisines: Mexican
0910	1	Cuisines: Tapas, Spanish
0911	1	Cuisines: Barbecue
0912	1	Cuisines: Barbecue
0913	0	<NULL>
0914	1	Cuisines: American, Sandwiches
0915	1	Cuisines: American
0916	1	Cuisines: Contemporary
0917	1	Cuisines: Delicatessen
0918	1	Cuisines: Chinese
0919	0	<NULL>
0920	1	Cuisines: French
0921	1	Cuisines: Cajun & Creole
0922	1	Cuisines: French, American
0923	1	Cuisines: Mexican
0924	1	Cuisines: Pizza
0925	0	<NULL>
0926	1	Cuisines: Sushi, Japanese
0927	0	<NULL>
0928	1	Cuisines: Dessert
0929	1	Cuisines: Contemporary, French
0930	1	Cuisines: Seafood, Italian, Mediterranean
0931	1	Cuisines: Barbecue
0932	1	Cuisines: Pizza, Italian
0933	1	Cuisines: Mexican
0934	0	<NULL>
0935	1	Cuisines: Vietnamese
0936	1	Cuisines: Italian
0937	1	Cuisines: Mexican
0938	1	Cuisines: French
0939	1	Cuisines: Mexican
0940	1	Cuisines: American
0941	1	Cuisines: American, Cajun & Creole
0942	1	Cuisines: Barbecue
0943	1	Cuisines: American
0944	1	Cuisines: Californian, Pizza
0945	1	Cuisines: Indian, Vegetarian
0946	1	Cuisines: American, Eclectic, Mexican, Vegetarian
0947	1	Cuisines: Mexican
0948	1	Cuisines: Pizza
0949	1	Cuisines: Pizza
0950	1	Cuisines: Pizza
0951	1	Cuisines: American
0952	1	Cuisines: Pizza
0953	1	Cuisines: Mexican
0954	1	Cuisines: Mexican
0955	1	Cuisines: American, Asian, Mediterranean
0956	1	Cuisines: French
0957	1	Cuisines: Contemporary, Eclectic
0958	1	Cuisines: Greek
0959	1	Cuisines: Hamburgers
0960	1	Cuisines: Barbecue, American
0961	1	Cuisines: French, Bakery
0962	1	Cuisines: Italian
0963	1	Cuisines: Vegetarian, Thai
0964	1	Cuisines: Mexican
0965	1	Cuisines: Steakhouse
0966	1	Cuisines: Cajun & Creole, American
0967	1	Cuisines: Steakhouse, American, Vegetarian
0968	1	Cuisines: Mexican
0969	1	Cuisines: American, Mediterranean
0970	1	Cuisines: Indian
0971	1	Cuisines: Asian
0972	1	Cuisines: Mexican
0973	1	Cuisines: Korean, Japanese
0974	1	Cuisines: American
0975	1	Cuisines: American
0976	1	Cuisines: Mexican
0977	1	Cuisines: Coffee Shop, Diner
0978	1	Cuisines: American, Hamburgers, Mexican
0979	1	Cuisines: Italian
0980	1	Cuisines: Fast Food, Delicatessen, Bagels
0981	1	Cuisines: Mexican
0982	1	Cuisines: Vietnamese
0983	1	Cuisines: Italian
0984	1	Cuisines: Seafood, American, Contemporary
0985	1	Cuisines: Dessert
0986	1	Cuisines: American, Steakhouse
0987	1	Cuisines: Italian
0988	1	Cuisines: Mexican
0989	1	Cuisines: Italian
0990	1	Cuisines: Mexican
0991	1	Cuisines: American
0992	1	Cuisines: American, Hamburgers, Healthy, Hot Dogs
0993	1	Cuisines: American
0994	1	Cuisines: Pizza, American, Italian
0995	1	Cuisines: Dessert, Fast Food
0996	1	Cuisines: American, Continental, Seafood, Steakhouse
0997	1	Cuisines: Asian
0998	1	Cuisines: Steakhouse
0999	1	Cuisines: Delicatessen, Italian
1000	1	Cuisines: American
1001	1	Cuisines: Italian
1002	1	Cuisines: Italian
1003	1	Cuisines: Steakhouse, Brazilian, South American
1004	1	Cuisines: American, Asian, Eclectic, Seafood
1005	1	Cuisines: American, Californian
1006	1	Cuisines: American, Barbecue, Steakhouse
1007	1	Cuisines: American, Cajun & Creole, Southwestern
1008	1	Cuisines: Continental, Italian
1009	1	Cuisines: French
1010	1	Cuisines: Asian, Sushi, Thai
1011	1	Cuisines: Southwestern, American, Contemporary, Mexican, South American
1012	1	Cuisines: Steakhouse
1013	1	Cuisines: American
1014	1	Cuisines: French, Seafood, Hawaiian
1015	1	Cuisines: American, French
1016	1	Cuisines: American
1017	1	Cuisines: Italian
1018	1	Cuisines: Sushi
1019	1	Cuisines: Italian
1020	1	Cuisines: Bakery, Delicatessen
1021	1	Cuisines: Indian
1022	1	Cuisines: American
1023	1	Cuisines: Pizza
1024	1	Cuisines: American, Seafood, Steakhouse
1025	1	Cuisines: American, Contemporary, International, Italian, Mediterranean
1026	1	Cuisines: Mexican, Vegetarian
1027	1	Cuisines: Mexican
1028	1	Cuisines: Barbecue
1029	1	Cuisines: Japanese
1030	1	Cuisines: Fast Food
1031	1	Cuisines: Asian, Pacific Rim, Sushi
1032	1	Cuisines: Steakhouse
1033	1	Cuisines: Steakhouse
1034	1	Cuisines: Italian
1035	1	Cuisines: Fast Food, Ice Cream
1036	1	Cuisines: Chinese
1037	1	Cuisines: American, Southwestern, Steakhouse, Contemporary
1038	1	Cuisines: American, Seafood, Steakhouse, Barbecue
1039	1	Cuisines: French
1040	1	Cuisines: Delicatessen, Dessert, Hot Dogs, Sandwiches, Family Fare, Coffee Shop, American
1041	1	Cuisines: Hamburgers
1042	1	Cuisines: Japanese
1043	1	Cuisines: Mexican
1044	1	Cuisines: Italian, Pizza
1045	1	Cuisines: Japanese, Sushi
1046	1	Cuisines: Japanese, Seafood
1047	1	Cuisines: Delicatessen, American, Seafood
1048	1	Cuisines: Delicatessen
1049	1	Cuisines: Barbecue
1050	1	Cuisines: Seafood, American
1051	1	Cuisines: Italian
1052	1	Cuisines: Japanese
1053	1	Cuisines: Fast Food
1054	1	Cuisines: Chinese
1055	1	Cuisines: Asian
1056	1	Cuisines: Chinese, Japanese
1057	1	Cuisines: Seafood
1058	1	Cuisines: Mexican
1059	1	Cuisines: Chinese
1060	1	Cuisines: Barbecue
1061	1	Cuisines: Barbecue
1062	1	Cuisines: Puerto Rican, Salvadoran
1063	1	Cuisines: Continental
1064	1	Cuisines: Delicatessen
1065	1	Cuisines: American
1066	1	Cuisines: Pizza
1067	1	Cuisines: American, Barbecue, Mexican, Southwestern
1068	1	Cuisines: Greek
1069	1	Cuisines: Italian
1070	1	Cuisines: Indian
1071	1	Cuisines: Italian
1072	1	Cuisines: British, Irish
1073	1	Cuisines: Italian
1074	1	Cuisines: American, Steakhouse
1075	1	Cuisines: American, Fast Food
1076	1	Cuisines: Steakhouse, American, Bar
1077	1	Cuisines: American, Middle Eastern
1078	1	Cuisines: Dessert, American, Contemporary, Eclectic, International
1079	1	Cuisines: Japanese, Sushi
1080	1	Cuisines: Sushi, Japanese
1081	1	Cuisines: French
1082	1	Cuisines: Spanish
1083	1	Cuisines: Mexican
1084	1	Cuisines: Delicatessen
1085	1	Cuisines: French
1086	1	Cuisines: Japanese
1087	1	Cuisines: American
1088	1	Cuisines: Pizza
1089	1	Cuisines: Delicatessen
1090	1	Cuisines: Pizza
1091	1	Cuisines: Japanese
1092	1	Cuisines: Hot Dogs
1093	1	Cuisines: Italian, American
1094	1	Cuisines: Cajun & Creole
1095	1	Cuisines: German
1096	1	Cuisines: Seafood, Steakhouse
1097	1	Cuisines: Italian
1098	1	Cuisines: American, Seafood
1099	1	Cuisines: Italian, Pizza
1100	1	Cuisines: Vietnamese
1101	1	Cuisines: Delicatessen, Italian
1102	1	Cuisines: American, Healthy
1103	1	Cuisines: Delicatessen
1104	1	Cuisines: Healthy, Organic
1105	1	Cuisines: Cajun & Creole
1106	1	Cuisines: Delicatessen
1107	1	Cuisines: American, Bar
1108	1	Cuisines: American
1109	1	Cuisines: Delicatessen
1110	1	Cuisines: Chinese
1111	1	Cuisines: Asian fusion
1112	1	Cuisines: Pizza
1113	1	Cuisines: Barbecue
1114	1	Cuisines: American, Coffee Shop, Delicatessen, Diner, Steakhouse
1115	1	Cuisines: American, Italian
1116	1	Cuisines: Pizza
1117	1	Cuisines: Asian, Korean
1118	1	Cuisines: Coffee Shop
1119	1	Cuisines: American, Hamburgers, Coffee Shop, Diner
1120	1	Cuisines: Pizza
1121	1	Cuisines: Pizza
1122	1	Cuisines: Indian
1123	1	Cuisines: Seafood
1124	1	Cuisines: Delicatessen
1125	1	Cuisines: Thai
1126	1	Cuisines: Coffee Shop
1127	1	Cuisines: Thai, Vietnamese
1128	1	Cuisines: Barbecue, American
1129	1	Cuisines: Japanese
1130	1	Cuisines: Mexican
1131	1	Cuisines: Chinese
1132	1	Cuisines: Fast Food
1133	1	Cuisines: Barbecue
1134	1	Cuisines: Seafood
1135	1	Cuisines: Coffee Shop
1136	1	Cuisines: American
1137	1	Cuisines: Barbecue
1138	1	Cuisines: American, Barbecue, Seafood, Steakhouse
1139	1	Cuisines: American, Family Fare, Vegetarian
1140	1	Cuisines: Italian
1141	1	Cuisines: Italian
1142	1	Cuisines: Dessert, American
1143	1	Cuisines: American, Seafood
1144	1	Cuisines: French, Mediterranean
1145	1	Cuisines: Basque
1146	1	Cuisines: Mexican
1147	1	Cuisines: Thai
1148	1	Cuisines: Chinese, Asian, Family Fare
1149	1	Cuisines: Healthy
1150	1	Cuisines: Seafood
1151	1	Cuisines: American, Eastern European
1152	1	Cuisines: Japanese
1153	1	Cuisines: Bistro
1154	1	Cuisines: Asian
1155	1	Cuisines: Cuban
1156	1	Cuisines: Seafood
1157	1	Cuisines: American, Ice Cream, Italian
1158	1	Cuisines: Chinese
1159	1	Cuisines: Pizza
1160	1	Cuisines: Delicatessen
1161	1	Cuisines: American, Caribbean, Continental
1162	1	Cuisines: American, Steakhouse
1163	1	Cuisines: Italian
1164	1	Cuisines: Italian
1165	1	Cuisines: American, Dessert, Family Fare
1166	1	Cuisines: American
1167	1	Cuisines: Pizza
1168	1	Cuisines: Pizza, Italian
1169	1	Cuisines: Mexican
1170	1	Cuisines: American
1171	1	Cuisines: Barbecue
1172	1	Cuisines: Coffee Shop, Delicatessen, Vegetarian
1173	1	Cuisines: American, Bar
1174	1	Cuisines: American, Seafood, Steakhouse
1175	1	Cuisines: Mexican
1176	1	Cuisines: Chinese
1177	1	Cuisines: Pizza
1178	1	Cuisines: Thai
1179	1	Cuisines: Italian
1180	1	Cuisines: Mexican
1181	1	Cuisines: Pizza
1182	1	Cuisines: American
1183	1	Cuisines: Barbecue
1184	1	Cuisines: Bagels, Bakery, Bistro, Café, Sandwiches
1185	1	Cuisines: American, Barbecue, Cajun & Creole, Fast Food
1186	1	Cuisines: Fast Food
1187	1	Cuisines: Pizza
1188	1	Cuisines: American
1189	1	Cuisines: American
1190	1	Cuisines: Pizza
1191	1	Cuisines: American, Delicatessen, Diner
1192	1	Cuisines: Bistro
1193	1	Cuisines: Cajun & Creole, American, Fast Food
1194	1	Cuisines: American
1195	1	Cuisines: Mexican
1196	1	Cuisines: Mexican
1197	1	Cuisines: Delicatessen, Bakery
1198	1	Cuisines: Pizza
1199	1	Cuisines: Coffee Shop, Pizza, Italian
1200	1	Cuisines: Korean
1201	1	Cuisines: Japanese, Sushi, Asian
1202	1	Cuisines: Japanese
1203	1	Cuisines: Dim Sum, Chinese
1204	1	Cuisines: Italian, Pizza
1205	1	Cuisines: Pizza, Greek, Italian, Mediterranean
1206	1	Cuisines: American
1207	1	Cuisines: Chinese
1208	1	Cuisines: Mexican
1209	1	Cuisines: Chinese
1210	1	Cuisines: Indian
1211	1	Cuisines: Mexican
1212	1	Cuisines: American, Barbecue, Seafood, Steakhouse
1213	1	Cuisines: Seafood, Vietnamese, Asian
1214	1	Cuisines: Mexican
1215	1	Cuisines: Italian, Pizza
1216	1	Cuisines: American
1217	1	Cuisines: Dessert, Ice Cream
1218	1	Cuisines: Italian, Pizza
1219	1	Cuisines: Greek
1220	1	Cuisines: Middle Eastern
1221	1	Cuisines: American, Bakery, Bistro, Café, Coffee Shop, Contemporary, Creperie, Healthy, Vegetarian
1222	1	Cuisines: American, Asian, Barbecue
1223	1	Cuisines: Pizza
1224	1	Cuisines: Mexican
1225	1	Cuisines: Indian, Vegetarian
1226	1	Cuisines: Asian
1227	1	Cuisines: American, Californian, Irish
1228	1	Cuisines: Italian
1229	1	Cuisines: Italian
1230	1	Cuisines: Korean
1231	1	Cuisines: American
1232	1	Cuisines: Asian
1233	1	Cuisines: International
1234	1	Cuisines: Italian
1235	1	Cuisines: French, International
1236	1	Cuisines: Japanese, Sushi
1237	1	Cuisines: Pizza
1238	1	Cuisines: American
1239	1	Cuisines: Middle Eastern
1240	1	Cuisines: Seafood
1241	1	Cuisines: Coffee Shop, Diner, Eclectic
1242	1	Cuisines: South American
1243	1	Cuisines: Seafood
1244	1	Cuisines: American
1245	1	Cuisines: American
1246	1	Cuisines: American
1247	1	Cuisines: Barbecue
1248	1	Cuisines: American
1249	1	Cuisines: Bar, Hamburgers, Chicken Wings, Sandwiches
1250	1	Cuisines: American
1251	1	Cuisines: Pizza
1252	1	Cuisines: Italian
1253	1	Cuisines: Chinese
1254	1	Cuisines: Chinese
1255	1	Cuisines: Mexican
1256	1	Cuisines: Delicatessen
1257	1	Cuisines: Southwestern
1258	1	Cuisines: Japanese, Sushi
1259	1	Cuisines: Continental, French
1260	1	Cuisines: Pizza
1261	1	Cuisines: Sandwiches, Soups
1262	1	Cuisines: Mexican
1263	1	Cuisines: American
1264	1	Cuisines: American
1265	1	Cuisines: Barbecue
1266	1	Cuisines: Barbecue
1267	1	Cuisines: Dessert, Ice Cream, Italian
1268	1	Cuisines: Fast Food
1269	1	Cuisines: Barbecue
1270	1	Cuisines: Chinese
1271	1	Cuisines: Noodle Shop, Asian
1272	1	Cuisines: Indian
1273	1	Cuisines: American, Bar
1274	1	Cuisines: Steakhouse
1275	1	Cuisines: Italian, Pizza
1276	1	Cuisines: Mexican, Southwestern
1277	1	Cuisines: Steakhouse, American
1278	1	Cuisines: American, Southwestern
1279	1	Cuisines: Mexican
1280	1	Cuisines: Italian
1281	1	Cuisines: American, Family Fare, Fast Food, Hamburgers
1282	1	Cuisines: Italian, Tapas, Mediterranean, French
1283	1	Cuisines: Creperie
1284	1	Cuisines: Italian
1285	1	Cuisines: American, Steakhouse
1286	1	Cuisines: Thai
1287	1	Cuisines: Coffee Shop
1288	1	Cuisines: Italian, Pizza, Seafood
1289	1	Cuisines: British, Tea Room
1290	1	Cuisines: Seafood
1291	1	Cuisines: Delicatessen, Sandwiches
1292	1	Cuisines: Japanese
1293	1	Cuisines: American, Seafood, Bar
1294	1	Cuisines: American
1295	1	Cuisines: Barbecue
1296	1	Cuisines: American
1297	1	Cuisines: Korean
1298	1	Cuisines: Asian
1299	1	Cuisines: Italian, Pizza
1300	1	Cuisines: Indian
1301	1	Cuisines: Mexican
1302	1	Cuisines: Pizza
1303	1	Cuisines: American
1304	1	Cuisines: American
1305	1	Cuisines: Californian, Mediterranean, Seafood
1306	1	Cuisines: Indian
1307	1	Cuisines: Mexican
1308	1	Cuisines: Asian, Indian
1309	1	Cuisines: Coffee Shop
1310	1	Cuisines: Fast Food, Ice Cream
1311	1	Cuisines: Fast Food, Vegetarian, Chinese
1312	1	Cuisines: Pizza
1313	1	Cuisines: American
1314	1	Cuisines: Pizza
1315	1	Cuisines: Italian
1316	1	Cuisines: Delicatessen
1317	1	Cuisines: American
1318	1	Cuisines: American
1319	1	Cuisines: Chinese, Vietnamese
1320	1	Cuisines: Delicatessen
1321	1	Cuisines: Pizza, Italian
1322	1	Cuisines: Thai, Pacific Rim
1323	1	Cuisines: Chinese
1324	1	Cuisines: Asian, Vietnamese, Chinese
1325	1	Cuisines: American, Steakhouse
1326	1	Cuisines: Seafood, Cajun & Creole, African
1327	1	Cuisines: Mexican, American
1328	1	Cuisines: Coffee Shop
1329	1	Cuisines: Mexican
1330	1	Cuisines: Delicatessen
1331	1	Cuisines: Chinese
1332	1	Cuisines: Contemporary, Continental, European, International, Spanish, Tapas
1333	1	Cuisines: Cajun & Creole
1334	1	Cuisines: Italian
1335	1	Cuisines: Brazilian
1336	1	Cuisines: Seafood, Steakhouse
1337	1	Cuisines: American, Cajun & Creole
1338	1	Cuisines: Italian
1339	1	Cuisines: American, Barbecue, Seafood, Steakhouse
1340	1	Cuisines: American
1341	1	Cuisines: American, Bakery, Contemporary
1342	1	Cuisines: Mexican, Californian
1343	1	Cuisines: Italian
1344	1	Cuisines: Southwestern, American, Barbecue, Contemporary, Seafood, Steakhouse
1345	1	Cuisines: Dessert, Eclectic, International
1346	1	Cuisines: American, Bar, Contemporary, Tapas
1347	1	Cuisines: American
1348	1	Cuisines: French
1349	1	Cuisines: Middle Eastern
1350	1	Cuisines: Chinese, Seafood
1351	1	Cuisines: Italian
1352	1	Cuisines: Spanish, Tapas
1353	1	Cuisines: Pizza, Italian
1354	1	Cuisines: Steakhouse, American
1355	1	Cuisines: Hamburgers, American
1356	1	Cuisines: Vegetarian, Vegan
1357	1	Cuisines: Pizza & Pasta
1358	1	Cuisines: Seafood, American
1359	1	Cuisines: Tapas, Spanish
1360	1	Cuisines: American, Contemporary, Eclectic, French, International
1361	1	Cuisines: Steakhouse, American
1362	1	Cuisines: American
1363	1	Cuisines: Pizza
1364	1	Cuisines: Italian
1365	1	Cuisines: American
1366	1	Cuisines: Indian
1367	1	Cuisines: Pizza, Italian
1368	1	Cuisines: American, Californian, Contemporary
1369	1	Cuisines: Japanese, Sushi
1370	1	Cuisines: French
1371	1	Cuisines: Asian, Pacific Rim, Seafood, Vietnamese
1372	1	Cuisines: Sushi, Japanese
1373	1	Cuisines: Sushi, Japanese, Seafood
1374	1	Cuisines: Californian, French
1375	1	Cuisines: Asian, Chinese
1376	1	Cuisines: Bistro, Grill, Steakhouse
1377	1	Cuisines: Italian
1378	1	Cuisines: Steakhouse
1379	1	Cuisines: Mexican
1380	1	Cuisines: American
1381	1	Cuisines: Seafood, American, Caribbean
1382	1	Cuisines: Italian, Eclectic, International
1383	1	Cuisines: Indian
1384	1	Cuisines: Mexican, Spanish, Tapas
1385	1	Cuisines: Steakhouse, American, Barbecue, Seafood
1386	1	Cuisines: American, Contemporary, Fusion, Seafood
1387	1	Cuisines: Barbecue, American, Delicatessen
1388	1	Cuisines: American, Seafood
1389	1	Cuisines: Eclectic
1390	1	Cuisines: Hamburgers
1391	1	Cuisines: Italian, Pizza
1392	1	Cuisines: Barbecue
1393	1	Cuisines: Bakery, Dessert
1394	1	Cuisines: American, Hamburgers
1395	1	Cuisines: Indian
1396	1	Cuisines: Asian, Chinese, Contemporary, Japanese, Korean, Sushi, Thai, Vegetarian, Vietnamese
1397	1	Cuisines: American, Contemporary
1398	1	Cuisines: Thai, Asian
1399	1	Cuisines: Italian
1400	1	Cuisines: Italian
1401	1	Cuisines: American
1402	1	Cuisines: American
1403	1	Cuisines: French, Seafood
1404	1	Cuisines: American, European
1405	1	Cuisines: American, Eclectic, International, Pacific Rim
1406	1	Cuisines: American
1407	1	Cuisines: Family Fare, Halal, Indian, Pakistani, Vegan
1408	1	Cuisines: American
1409	1	Cuisines: Vietnamese, Chinese, Asian
1410	1	Cuisines: Polynesian, American, Pacific Rim
1411	1	Cuisines: Fast Food, Hamburgers
1412	1	Cuisines: Pizza
1413	1	Cuisines: Asian, Chinese, Dessert, French, Pacific Rim, Vietnamese
1414	1	Cuisines: Family Fare, American, Fast Food
1415	1	Cuisines: Steakhouse
1416	1	Cuisines: Italian, Pizza
1417	1	Cuisines: Lebanese, Mediterranean, Middle Eastern
1418	1	Cuisines: Italian
1419	1	Cuisines: American
1420	1	Cuisines: French
1421	1	Cuisines: Indian
1422	1	Cuisines: American, Contemporary, Seafood
1423	1	Cuisines: American, Coffee Shop, Diner
1424	1	Cuisines: Italian
1425	1	Cuisines: Guatemalan, Latin
1426	1	Cuisines: American, Belgian, French
1427	1	Cuisines: American, Australian
1428	1	Cuisines: Italian
1429	1	Cuisines: Asian, French, Japanese, Seafood, Sushi
1430	1	Cuisines: Lebanese, Delicatessen, Middle Eastern, Greek, Vegetarian
1431	1	Cuisines: Coffee Shop
1432	1	Cuisines: American, Californian
1433	1	Cuisines: Italian
1434	1	Cuisines: American, Asian fusion
1435	1	Cuisines: Steakhouse
1436	1	Cuisines: Steakhouse, American, Barbecue
1437	1	Cuisines: American, Contemporary, Eclectic, International, Japanese, Sushi
1438	1	Cuisines: Mediterranean
1439	1	Cuisines: American, Bakery
1440	1	Cuisines: Brazilian
1441	1	Cuisines: Japanese, American, Steakhouse
1442	1	Cuisines: Italian
1443	1	Cuisines: French, Continental, Steakhouse
1444	1	Cuisines: Steakhouse
1445	1	Cuisines: Japanese, Sushi
1446	1	Cuisines: Seafood, Steakhouse
1447	1	Cuisines: French
1448	1	Cuisines: Chinese
1449	1	Cuisines: Contemporary, Seafood
1450	1	Cuisines: Contemporary, French, Seafood
1451	1	Cuisines: Delicatessen, Bakery, Lebanese
1452	1	Cuisines: Mexican
1453	1	Cuisines: American, Californian, Delicatessen, Diner
1454	1	Cuisines: Steakhouse
1455	1	Cuisines: Dessert, American
1456	1	Cuisines: Mexican
1457	1	Cuisines: American, Contemporary
1458	1	Cuisines: American, Delicatessen, Diner
1459	1	Cuisines: Japanese, Sushi
1460	1	Cuisines: Fondue
1461	1	Cuisines: Thai
1462	1	Cuisines: American, Coffee Shop, Diner
1463	1	Cuisines: American, Barbecue
1464	1	Cuisines: Cajun & Creole, Seafood
1465	1	Cuisines: Italian, Pizza
1466	1	Cuisines: Dutch
1467	1	Cuisines: American, Hamburgers
1468	1	Cuisines: Coffee Shop
1469	1	Cuisines: English, American
1470	1	Cuisines: Bistro
1471	1	Cuisines: Italian
1472	1	Cuisines: Californian, Barbecue, American, Steakhouse
1473	1	Cuisines: Mexican
1474	1	Cuisines: Italian, Pizza
1475	1	Cuisines: American, Barbecue
1476	1	Cuisines: Vegetarian, Healthy, Vegan, Mexican
1477	1	Cuisines: Bistro
1478	1	Cuisines: Italian
1479	1	Cuisines: Italian, Mediterranean
1480	1	Cuisines: Italian
1481	1	Cuisines: Cajun & Creole, Caribbean, Hamburgers, Hawaiian, Mediterranean
1482	1	Cuisines: Southwestern, Mexican
1483	1	Cuisines: Hamburgers, Coffee Shop, Diner
1484	1	Cuisines: Southwestern, Eclectic
1485	1	Cuisines: American
1486	1	Cuisines: Healthy, Mexican, Vegetarian
1487	1	Cuisines: Barbecue, Hamburgers
1488	1	Cuisines: Cajun & Creole
1489	1	Cuisines: French
1490	1	Cuisines: Italian, Pizza
1491	1	Cuisines: Delicatessen, Kosher
1492	1	Cuisines: Italian
1493	1	Cuisines: Seafood
1494	1	Cuisines: American
1495	1	Cuisines: Pizza
1496	1	Cuisines: Dessert, Family Fare, American
1497	1	Cuisines: American, Bar, Contemporary
1498	1	Cuisines: Ice Cream
1499	1	Cuisines: Sushi, Japanese
1500	1	Cuisines: Cajun & Creole
1501	1	Cuisines: Pizza
1502	1	Cuisines: Steakhouse
1503	1	Cuisines: Japanese, Steakhouse
1504	1	Cuisines: Asian
1505	1	Cuisines: American, Seafood, Steakhouse
1506	1	Cuisines: American
1507	1	Cuisines: Asian, Chinese
1508	1	Cuisines: Japanese, Seafood, Sushi
1509	1	Cuisines: Pizza
1510	1	Cuisines: American
1511	1	Cuisines: Italian
