restaurant	frommers	address
0552	1	1303 Dickinson St, Philadelphia, PA 19147
0553	1	221 N. 11th St, Philadelphia, PA
0554	1	640 Waterworks Dr, Philadelphia, PA
0555	1	3420 Sansom St, Philadelphia, PA 19104
0556	1	4266 Main St, Philadelphia, PA 19127
0557	1	237 St. James Place, Philadelphia, PA
0558	1	3600 Lancaster Ave, Philadelphia, PA 19104
0559	1	5220 N. 16th St, Phoenix, AZ 85016
0560	1	101 E. Jackson St, Phoenix, AZ 85004
0561	1	7575 E. Princess Dr, Phoenix, AZ
0562	1	36889 N. Tom Darlington Dr, Phoenix, AZ
0563	1	3313 N. Hayden Rd, Scottsdale, AZ 85251
0564	1	1202 E. Mohave St, Phoenix, AZ
0565	1	8220 N. Hayden Rd, Scottsdale, AZ
0566	1	7114 E. Stetson Dr, Scottsdale, AZ
0567	1	6952 E. Main St, Scottsdale, AZ
0568	1	71 E. Chandler Blvd, Chandler, AZ
0569	1	5594 W. Wild Horse Pass Blvd, Chandler, AZ
0570	1	5532 N. Palo Cristi Rd, Scottsdale, AZ 85253
0571	1	4410 N. 40th St, Phoenix, AZ
0572	1	2534 N. Scottsdale Rd, Scottsdale, AZ
0573	1	4404 N. Central Ave, Phoenix, AZ
0574	1	6106 S. 32nd St, Phoenix, AZ
0575	1	10315 N. Scottsdale Rd, Scottsdale, AZ
0576	1	2201 E. McDowell Rd, Phoenix, AZ
0577	1	1755 E. Broadway, Tempe, AZ
0578	1	6106 S. 32nd St, Phoenix, AZ 85040
0579	1	6137 N. Scottsdale Rd, Scottsdale, AZ 85250
0580	1	3930 E. Camelback Rd, Phoenix, AZ
0581	1	3930 E. Camelback Rd, Phoenix, AZ 85018
0582	1	6902 E. Greenway Pkwy, Scottsdale, AZ
0583	1	2 Market Sq, Pinehurst, NC
0584	1	905 Linden Rd, Pinehurst, NC
0585	1	25 Town Wharf, Plymouth, MA 02360
0586	1	1640 Seaway Dr, Fort Pierce, FL
0587	1	225 Adams St, Port Townsend, WA 98368
0588	1	237 Taylor St, Port Townsend, WA 38368
0589	1	390 Commercial St, Portland, ME 04101
0590	1	72 Commercial St, Portland, ME
0591	1	288 Fore St, Portland, ME 04101
0592	1	92 Commercial St, Portland, ME
0593	1	88 Middle St, Portland, ME
0594	1	72 Commercial St, Portland, ME
0595	1	40 Washington Ave, Portland, ME 04101
0596	1	1314 NW Glisan St, Portland, OR
0597	1	200 SW Market St, Portland, OR
0598	1	1752 SE Hawthorne Blvd, Portland, OR 97214
0599	1	902 NW 13th Ave, Portland, OR
0600	1	2725 SE Ankeny St, Portland, OR 97214
0601	1	301 NW Fourth Ave, Portland, OR 97209
0602	1	1230 NW Hoyt St, Portland, OR 97209
0603	1	2832 SE Belmont St, Portland, OR 97214
0604	1	3377 SE Division St, Portland, OR
0605	1	0425 SW Montgomery St, Portland, OR
0606	1	0309 SW Montgomery St, Portland, OR 97204
0607	1	318 SE Grand Ave, Portland, OR 97214
0608	1	4405 SW Vermont St, Portland, OR
0609	1	1129 NW Johnson St, Portland, OR
0610	1	3226 SE Division St, Portland, OR
0611	1	2337 E. Burnside St, Portland, OR
0612	1	1012 NW Glisan St, Potland, OR
0613	1	901 SW Salmon St, Portland, OR 97205
0614	1	120 NE Russell St, Portland, OR
0615	1	2310 NW Everett St, Portland, OR 97210
0616	1	250 NW 13th, Portland, OR 97209
0617	1	1818 NW 23rd Place, Portland, OR
0618	1	29 Ceres St, Portsmouth, NH 03801
0619	1	150 Congress St, Portsmouth, NH 03801
0620	1	66 Marcy St, Portsmouth, NH
0621	1	77 Daniel St, Portsmouth, NH 03801
0622	1	96 State St, Portsmouth, NH
0623	1	27462 Big Valley Rd, Poulsbo, WA 98370
0624	1	201 N. Cortez St, Prescott, AZ 86301
0625	1	130 W. Gurley St, Prescott, AZ 86301
0626	1	120 S. Montezuma St, Prescott, AZ 86303
0627	1	220 Atwells Ave, Providence, RI
0628	1	238 Atwells Ave, Providence, RI
0629	1	120 Francis St, Providence, RI
0630	1	404 Commercial St, Provincetown, MA
0631	1	183 Commercial St, Provincetown, MA
0632	1	85 Shankpainter Rd, Provincetown, MA
0633	1	333 Commercial St, Provincetown, MA
0634	1	186 Commercial St, Provincetown, MA
0635	1	230 Commercial St, Provincetown, MA
0636	1	5 Masonic Place, Provincetown, MA
0637	1	5 Ryder St Extension, Provincetown, MA
0638	1	7 Freeman St, Provincetown, MA
0639	1	321 Commercial St, Provincetown, MA
0640	1	217 E. Routt Ave, Pueblo, CO 81004
0641	1	508 W. Jones St, Raleigh, NC
0642	1	410 Glenwood Ave, Raleigh, NC
0643	1	110 E. Davie St, Raleigh, NC
0644	1	2014 Fairview Rd, Raleigh, NC
0645	1	414 Glenwood Ave, Raleigh, NC
0646	1	222 Blount St, Raleigh, NC
0647	1	6106 Paseo Delicias, Rancho Santa Fe, CA
0648	1	35 Baltimore Ave, Rehoboth, DE 19971
0649	1	4 Wilmington Ave, Rehoboth Beach, DE 19971
0650	1	59 Rehoboth Ave, Rehoboth, DE 19971
0651	1	130 West St, Reno, NV
0652	1	135 N. Sierra Street, Reno, NV
0653	1	1030 S. Virginia St, Reno, NV
0654	1	3120 W. Cary St, Richmond, VA
0655	1	200 W. Broad St, Richmond, VA
0656	1	3221 W. Washington St, Petersburg, VA 23804
0657	1	2603 E. Main St, Richmond, VA 23219
0658	1	1209 E. Cary St, Richmond, VA
0659	1	3343 W. Cary St, Richmond, VA 23219
0660	1	421 N. Strawberry St, Richmond, VA 23219
0661	1	4167 Electric Rd, Roanoke, VA
0662	1	107 Jefferson St, Roanoke, VA
0663	1	2522 Colonial Ave, Roanoke, VA
0664	1	110 Shenandoah Ave, Roanoke, VA
0665	1	550 East Ave, Rochester, NY 14618
0666	1	604 Broadway, Rock Springs, WY 82901
0667	1	15 Oak St, Rockland, ME 04841
0668	1	2 S. Main St, Rockland, ME
0669	1	120 Main St, Augusta, MT 59410
0670	1	404 SE Jackson St, Roseburg, OR 97470
0671	1	115 Locust St, Oakland, OR
0672	1	1315 N Main St, Roswell, NM
0673	1	501 Mechem Dr, Ruidoso, NM
0674	1	359 Sudderth Dr, Ruidoso, NM
0675	1	212 Metz Dr, Ruidoso, NM
0676	1	2523 Sudderth Dr, Ruidoso, NM
0677	1	3301 Folsom Blvd, Sacramento, CA 95816
0678	1	1213 K St, Sacramento, CA
0679	1	1401 28th St, Sacramento, CA 95816
0680	1	1518 Broadway, Sacramento, CA
0681	1	347 Court St. NE, Salem, OR 97301
0682	1	1128 Edgewater St. NW, Salem, OR
0683	1	206 E Main St, Silverton, OR 97381
0684	1	372 State St, Salem, OR
0685	1	128 W. 1st St, Salida, CO
0686	1	1100 W. 7800 South, West Jordan, UT 84084
0687	1	202 S. Main St, Salt Lake City, UT
0688	1	3190 S. Highland Dr, Salt Lake City, UT 84106
0689	1	169 S. Main St, Salt Lake City, UT 84111
0690	1	9400 S. State, Sandy, UT 84070
0691	1	173 W. Broadway, Salt Lake City, UT 84101
0692	1	736 W. North Temple, Salt Lake City, UT 84116
0693	1	255 S. West Temple, Salt Lake City, UT 84101
0694	1	1325 S. Oakes St, San Angelo, TX
0695	1	26 E. Concho Ave, San Angelo, TX
0696	1	146 E. Houston St, San Antonio, TX
0697	1	100 Hoefgen St, San Antonio, TX
0698	1	8539 Fredericksburg Rd, San Antonio, TX 78229
0699	1	421 E. Commerce St./River Walk, San Antonio, TX 78205
0700	1	5011 Broadway, San Antonio, TX 78209
0701	1	1900 Blanco, San Antonio, TX 78212
0702	1	2501 N. St. Mary's St, San Antonio, TX 78216
0703	1	16641 La Cantera Parkway, San Antonio, TX 78256
0704	1	205 E. Guenther St, San Antonio, TX 78210
0705	1	2415 N. Main, San Antonio, TX 78212
0706	1	112 College St./River Walk, San Antonio, TX 78205
0707	1	328 E. Josephine St, San Antonio, TX 78215
0708	1	231 S. Alamo, San Antonio, TX 78205
0709	1	4223 Blanco Rd, San Antonio, TX
0710	1	3902 McCullough, San Antonio, TX 78215
0711	1	212 W. Crockett St, San Antonio, TX
0712	1	910 S. Alamo, San Antonio, TX 78205
0713	1	424 E. Commerce St, San Antonio, TX 78205
0714	1	1337 India St, San Diego, CA 92101
0715	1	1120 Adella St, Coronado, CA
0716	1	1417 University Ave, San Diego, CA
0717	1	111 Washington St, San Diego, CA
0718	1	732 Fourth Ave, San Diego, CA
0719	1	416 Third Ave, San Diego, CA
0720	1	4105 Taylor St, San Diego, CA
0721	1	1132 Loma, Coronado, CA 91228
0722	1	2965 Historic Decatur Rd, San Diego, CA 92103
0723	1	1747 India St, San Diego, CA 92101
0724	1	4474 Mission Blvd, San Diego, CA 92109
0725	1	2895 University Ave, San Diego, CA
0726	1	7863 Girard Ave, La Jolla, CA
0727	1	1157 Columbia St, San Diego, CA 92101
0728	1	2202 Fourth Ave, San Diego, CA
0729	1	502 Horton Plz, San Diego, CA 92101
0730	1	910 Prospect St, La Jolla, CA
0731	1	2182 Av. de la Playa, La Jolla, CA
0732	1	875 Prospect St, La Jolla, CA 92037
0733	1	4529 Mission Bay Dr, San Diego, CA 92109
0734	1	701 Thomas Ave, San Diego, CA 92109
0735	1	2414 San Diego Ave, San Diego, CA 92110
0736	1	7660 Fay Ave, La Jolla, CA
0737	1	398 Hayes St, San Francisco, CA 94102
0738	1	689 Mission St, San Francisco, CA
0739	1	201 Ninth St, San Francisco, CA 94103
0740	1	5800 Geary Blvd, San Francisco, CA
0741	1	505 Jones St, San Francisco, CA
0742	1	1000 Great Hwy, San Francisco, CA 94121
0743	1	3621 18th St, San Francisco, CA
0744	1	710 Montgomery St, San Francisco, CA
0745	1	217 Columbus Ave, San Francisco, CA 94133
0746	1	309 Clement St, San Francisco, CA
0747	1	2455 Mason St, San Francisco, CA
0748	1	1801 Haight St, San Francisco, CA 94117
0749	1	215 Church St, San Francisco, CA 94114
0750	1	1700 Fillmore St, San Francisco, CA
0751	1	522 Jones St, San Francisco, CA 94102
0752	1	2234 Chestnut St, San Francisco, CA 94123
0753	1	369 Embarcadero, San Francisco, CA
0754	1	450 Post St, San Francisco, CA 94102
0755	1	581 Hayes St, San Francisco, CA
0756	1	664 Broadway, San Francisco, CA
0757	1	542 Green St, San Francisco, CA
0758	1	115 Cyril Magnin St, San Francisco, CA
0759	1	622 Jackson St, San Francisco, CA
0760	1	1550 Church St, San Francisco, CA
0761	1	5937 Geary Blvd, San Francisco, CA 94121
0762	1	221 Powell St, San Francisco, CA 94102
0763	1	151 Noe St, San Francisco, CA
0764	1	519 Columbus Ave, San Francisco, CA 94133
0765	1	2316 Polk St, San Francisco, CA 94109
0766	1	2210 Fillmore St, San Francisco, CA 94115
0767	1	470 Green St, San Francisco, CA 94133
0768	1	335 Powell St, San Francisco, CA CA 94102
0769	1	580 Geary St, San Francisco, CA 94102
0770	1	1322 Grant Ave, San Francisco, CA 94133
0771	1	760 Second St, San Francisco, CA
0772	1	1152 Taylor St, San Francisco, CA
0773	1	1499 Grant St, San Francisco, CA
0774	1	760 Clay St, San Francisco, CA
0775	1	508 Fourth St, San Francisco, CA
0776	1	1015 Battery St, San Francisco, CA
0777	1	3127 Fillmore St, San Francisco, CA 94123
0778	1	3258 Scott St, San Francisco, CA 94123
0779	1	129 Ellis St, San Francisco, CA
0780	1	800 North Point St, San Francisco, CA 94109
0781	1	800 Chestnut St, San Francisco, CA 94133
0782	1	439 Powell St, San Francisco, CA
0783	1	510 Green St, San Francisco, CA
0784	1	1058 Valencia St, San Francisco, CA
0785	1	845 Market St., Suite 597, San Francisco, CA
0786	1	1517 Polk St, San Francisco, CA 94109
0787	1	240 California St, San Francisco, CA 94111
0788	1	22 Peace Plaza no. 202, San Francisco, CA
0789	1	655 Montgomery St, San Francisco, CA 94111
0790	1	342 Howard St, San Francisco, CA
0791	1	568 Haight St, San Francisco, CA
0792	1	399 Embarcadero, San Francisco, CA
0793	1	448 Brannan St, San Francisco, CA
0794	1	33 E. San Fernando St, San Jose, CA
0795	1	301 W. St. John St, San Jose, CA
0796	1	1121 Broad St, San Luis Obispo, CA 93401
0797	1	1005 Monterey St, San Luis Obispo, CA
0798	1	4907 S. Ariz. 92, Sierra Vista, AZ 85650
0799	1	2248 Main St, Cambria, CA 93428
0800	1	149 Main St, Sandwich, MA
0801	1	1 Water St, Sandwich, MA
0802	1	634 N. Yachtsman Dr, Sanibel Island, FL
0803	1	2330 Palm Ridge Rd, Sanibel Island, FL
0804	1	362 Periwinkle Way, Sanibel Island, FL
0805	1	1523 Periwinkle Way, Sanibel Island, FL
0806	1	11506 Andy Rosse Lane, Captiva Island, FL
0807	1	2163 Periwinkle Way, Sanibel Island, FL
0808	1	703 Tarpon Bay Rd, Sanibel Island, FL
0809	1	787 Rio Del Mar Blvd, Aptos, CA 95003
0810	1	2316 Mission St, Santa Cruz, CA 95060
0811	1	1134 Soquel Ave, Santa Cruz, CA 95062
0812	1	315 Old Santa Fe Trail, Santa Fe, NM 87501
0813	1	113 Washington Ave, Santa Fe, NM 87501
0814	1	322 Garfield St, Santa Fe, NM 87501
0815	1	121 Don Gaspar Ave, Santa Fe, NM 87501
0816	1	720 St. Michaels Dr, Santa Fe, NM 87505
0817	1	319 S. Guadalupe St, Santa Fe, NM 87501
0818	1	213 Washington Ave, Santa Fe, NM
0819	1	330 E. Palace Ave, Santa Fe, NM
0820	1	724 Canyon Rd, Santa Fe, NM 87501
0821	1	95 W. Marcy St, Santa Fe, NM 87501
0822	1	125 E. Palace Ave, Santa Fe, NM 87501
0823	1	537 Cordova Rd, Santa Fe, NM 87501
0824	1	217 Johnson St, Santa Fe, NM 87501
0825	1	309 W. San Francisco St, Santa Fe, NM
0826	1	54 Lincoln Ave, Santa Fe, NM 87501
0827	1	530 S. Guadalupe, Santa Fe, NM
0828	1	414 Old Santa Fe Trail, Santa Fe, NM
0829	1	548 Agua Fria St, Santa Fe, NM 87501
0830	1	653 Canyon Rd, Santa Fe, NM
0831	1	113 1/2 E. Palace Ave, Santa Fe, NM 87501
0832	1	304 Johnson St, Santa Fe, NM
0833	1	329 Old Santa Fe Trail, Santa Fe, NM 87501
0834	1	434 W. San Francisco St, Santa Fe, NM 87501
0835	1	326 S. Guadalupe St, Santa Fe, NM 87501
0836	1	1531 Mission Dr, Solvang, CA 93463
0837	1	1287 1st St, Sarasota, FL 34236
0838	1	5263 Ocean Blvd, Sarasota, FL
0839	1	470 John Ringling Blvd, Sarasota, FL
0840	1	1920 Hillview St, Sarasota, FL
0841	1	8225 Cooper Creek Blvd, Sarasota, FL
0842	1	800 Broadway, Sarasota, FL
0843	1	1400 Main St, Sarasota, FL
0844	1	4120 Gulf of Mexico Dr, Sarasota, FL
0845	1	6331 S. Tamiami Trail, Sarasota, FL
0846	1	3434 Bahia Vista St, Sarasota, FL
0847	1	1991 Main St, Sarasota, FL
0848	1	777 Bridgeway, Sausalito, CA 94965
0849	1	107 Caledonia St, Sausalito, CA
0850	1	307 E. President St, Savannah, GA 31401
0851	1	114 Barnard St, Savannah, GA 13401
0852	1	115 E. River St, Savannah, GA 31401
0853	1	2 E. Broughton St, Savannah, GA 31401
0854	1	1651 E. Victory Dr, Savannah, GA 31404
0855	1	17 W. Broughton St, Savannah, GA 13401
0856	1	110 West Congress St, Savannah, GA 31401
0857	1	245 Bull St, Savannah, GA
0858	1	23 Abercorn St, Savannah, GA 31401
0859	1	26 East Bay St, Savannah, GA
0860	1	7401 Greenwood Ave N, Seattle, WA
0861	1	2717 61st Ave SW, Seattle, WA
0862	1	2666 Alki Ave SW, Seattle, WA
0863	1	2201 Alaskan Way, Seattle, WA
0864	1	1307 N 46th St, Seattle, WA
0865	1	1212 Second Ave, Seattle, WA
0866	1	1600 Post Alley, Seattle, WA
0867	1	1117 12th Ave, Seattle, WA
0868	1	2001 Fourth Ave, Seattle, WA 98101
0869	1	2505 First Ave, Seattle, WA
0870	1	1501 Western Ave, Seattle, WA
0871	1	409 Eighth Ave S, Seattle, WA 98104
0872	1	1001 Fairview Ave N, Seattle, WA
0873	1	93-A Pike St, Seattle, WA
0874	1	401 NE Northlake Way, Seattle, WA
0875	1	1933 First Ave, Seattle, WA 98101
0876	1	1519 Pike Place, Seattle, WA
0877	1	94 Pike St, Seattle, WA
0878	1	1200 Westlake Ave N, Seattle, WA
0879	1	2228 Second Ave, Seattle, WA
0880	1	1420 Fifth Ave, Seattle, WA
0881	1	5000 University Way NE, Seattle, WA
0882	1	550 Queen Anne Ave N, Seattle, WA
0883	1	391 Terry Ave N, Seattle, WA
0884	1	1001 E Pike St, Seattle, WA
0885	1	6049 Seaview Ave NW, Seattle, WA
0886	1	2137 Second Ave, Seattle, WA
0887	1	2808 E Madison St, Seattle, WA
0888	1	2401 Second Ave, Seattle, WA
0889	1	1036 S Jackson St, Seattle, WA
0890	1	5410 Ballard Ave NW, Seattle, WA
0891	1	1502 Queen Anne Ave N, Seattle, WA
0892	1	2313 Fourth Ave, Seattle, WA
0893	1	1937 First Ave, Seattle, WA
0894	1	5411 Ballard Ave, Seattle, WA
0895	1	1401 Third Ave, Seattle, WA
0896	1	1270 Carillon Point, Kirkland, WA
0897	1	771 Hwy. 179, Sedona, AZ
0898	1	241 N. Hwy. 89A, Sedona, AZ 86336
0899	1	95 Portal Lane, Sedona, AZ 86336
0900	1	310 N. Hwy. 89A, Sedona, AZ
0901	1	336 Highway 179, Sedona, AZ 86336
0902	1	1610 W. Hwy. 89A, Sedona, AZ 86336
0903	1	251 Ariz. 179, Sedona, AZ 86336
0904	1	55 N. Main St, Sheridan, WY
0905	1	1 E. Alger St., Sheridan, WY 82801
0906	1	32 Main St, Pinos Altos, NM 88061
0907	1	602 N. Bullard St, Silver City, NM
0908	1	1321 Sawmill Creek Rd, Sitka, AK
0909	1	344 5th Ave, Skagway, AK
0910	1	53 W. Genesee St, Skaneateles, NY
0911	1	210 Mesquite NE, Socorro, NM
0912	1	1012 W. California St, Socorro, NM
0913	1	140 East Napa St, Sonoma, CA
0914	1	29 North St, Healdsburg, CA
0915	1	133 East Napa St, Sonoma, CA
0916	1	18 West Spain St, Sonoma, CA
0917	1	3535 Guerneville Rd, Santa Rosa, CA
0918	1	344 Center St, Healdsburg, CA
0919	1	1 Padre Blvd, South Padre Island, TX
0920	1	3400 Padre Blvd, South Padre Island, TX 78597
0921	1	5717 Padre Blvd, South Padre Island, TX
0922	1	3508 Padre Blvd, South Padre Island, TX
0923	1	464 E Main St, Spartanburg, SC 29302
0924	1	115 N. Washington St, Spokane, WA
0925	1	159 S. Lincoln St, Spokane, WA
0926	1	1931 W. Pacific Ave, Spokane, WA
0927	1	916 W. Second Ave, Spokane, WA
0928	1	900 E. Main St, Springerville, AZ
0929	1	1091 N. Bluff St, St George, UT
0930	1	700 Lindell Blvd, St. Louis, MO 63112
0931	1	620 Market Street, St. Louis, MO 63101
0932	1	447 Mandalay Ave, Clearwater Beaches, FL 33767
0933	1	447 Mandalay Ave, Clearwater Beaches, FL 33767
0934	1	41 Baymont St, Clearwater Beach, FL 33767
0935	1	1701 Gulf Blvd, Indian Rocks Beach, FL 33706
0936	1	20 Island Way, Clearwater, FL 33767
0937	1	17814 Gulf Blvd, Redington Shores, FL 33708
0938	1	3400 Gulf Blvd, St Pete Beach, FL
0939	1	95 Central Ave, St. Petersburg, FL
0940	1	332 Beach Dr., NE, St. Petersburg, FL 33701
0941	1	74 Rowe Rd, Staunton, VA 24401
0942	1	12 E. Beverly St, Staunton, VA 24401
0943	1	115 E. Beverley St, Staunton, VA
0944	1	41 8th St, Steamboat Springs, CO
0945	1	435 Lincoln Ave, Steamboat Springs, CO
0946	1	35 School St, Stowe, VT
0947	1	433 Mountain Rd, Stowe, VT
0948	1	1859 Mountain Rd, Stowe, VT
0949	1	11 Maple St, Jensen Beach, FL 34957
0950	1	131 SW Flagler Ave, Stuart, FL
0951	1	47 SW Flagler Ave, Stuart, FL
0952	1	11970 SE Dixie Hwy, Hobe Sound, FL 33455
0953	1	12 Cedar Street, Sturbridge, MA
0954	1	110 S. Lowell Ave, Syracuse, NY 13204
0955	1	246 Willow St, Syracuse, NY
0956	1	2112 N. 30th S, Tacoma, WA 98403
0957	1	1215 Thomasville Rd, Tallahassee, FL 32303
0958	1	1208 S. Howard Ave, Tampa, FL 33606
0959	1	2117 E. 7th Ave, Tampa, FL 33605
0960	1	442 W. Kennedy Blvd, Tampa, FL 33606
0961	1	1633 W. Snow Ave, Tampa, FL
0962	1	7720 Courtney Campbell Causeway, Tampa, FL
0963	1	120 Bent St, Taos, NM
0964	1	1353-A Paseo del Pueblo Sur, Ranchos de Taos, NM
0965	1	1017 Paseo del Pueblo Norte, Taos, NM
0966	1	106 Paseo del Pueblo Norte, Taos, NM
0967	1	1384 Paseo del Pueblo Sur, Taos, NM
0968	1	812-B Paseo del Pueblo Norte, Taos, NM
0969	1	309 Paseo del Pueblo Sur, Taos, NM
0970	1	114 Don Juan Valdez Lane, Taos, NM
0971	1	470 NM 150, Arroyo Seco, NM
0972	1	101 Stakeout Dr, Taos, NM
0973	1	1405 Paseo del Pueblo Norte, Taos, NM
0974	1	131 N. Fir St, Telluride, CO
0975	1	300 W. San Juan Ave, Telluride, CO 81435
0976	1	122 S. Oak St, Telluride, CO
0977	1	4 Depot Rd, Harwich, MA
0978	1	86 Sisson Rd, Harwich Port, MA
0979	1	787 Rte. 28, Harwich Port, MA
0980	1	77 Pier Rd, Kennebunkport, ME
0981	1	217 S. Broad St, Thomasville, GA 31792
0982	1	125 E. Main St, Ennis, MT
0983	1	417 E. Allen St, Tombstone, AZ
0984	1	321 State St, Trinidad, CO
0985	1	69 Shore Rd, North Truro, MA
0986	1	14 Truro Center Rd, Truro, MA
0987	1	1 Lakeview Dr, Truth or Consequences, NM
0988	1	1 Otero Rd, Tubac, AZ
0989	1	6440 N. Campbell Ave, Tucson, AZ 85718
0990	1	2200 E. Elm St, Tucson, AZ 85719
0991	1	2905 E. Skyline Dr., Ste. 246, Tucson, AZ
0992	1	7053 N. Oracle Rd, Tucson, AZ
0993	1	150 N. Main Ave, Tucson, AZ
0994	1	5845 N. Oracle Rd, Tucson, AZ
0995	1	311 N. Court Ave, Tucson, AZ 85701
0996	1	2201 E. River Rd, Tucson, AZ 85718
0997	1	4122 E. Speedway Blvd, Tucson, AZ
0998	1	3770 E. Sunrise Dr, Tucson, AZ
0999	1	2564 E. Grant Rd, Tucson, AZ 85716
1000	1	7245 E. Tanque Verde Rd, Tucson, AZ
1001	1	3755 W. Conrad's Way, Tucson, AZ
1002	1	2959 N. Swan Rd, Tucson, AZ 85712
1003	1	5900 N. Oracle Rd, Tucson, AZ
1004	1	6541 E. Tanque Verde Rd, Tucson, AZ 85715
1005	1	7090 N. Oracle Rd, Tucson, AZ
1006	1	3131 E. First Street, Tucson, AZ 85716
1007	1	5601 N. Hacienda del Sol Rd, Tucson, AZ 85718
1008	1	7366 N. Paseo del Norte, Tucson, AZ 85704
1009	1	3305 N. Swan Rd., Ste. 105, Tucson, AZ
1010	1	4310 N. Campbell Ave, Tucson, AZ 85712
1011	1	102 N. Harbor Dr, Valdez, AK
1012	1	207 Kobuk Dr, Valdez, AK 99686
1013	1	19215 SE 34th St., Suite 110, Camas, WA
1014	1	71 N. Palm St, Ventura, CA 93001
1015	1	278 E. Main St, Ventura, CA
1016	1	1025 "A" N. Main St, Cottonwood, AZ
1017	1	77 E. Main St, Vernal, UT
1018	1	550 E. Main St, Vernal, UT
1019	1	318 E. Main St, Ville Platte, LA 70586
1020	1	3001 Atlantic Ave, Virginia Beach, VA
1021	1	207 23rd St, Virginia Beach, VA
1022	1	1065 Laskin Rd, Virginia Beach, VA
1023	1	277 Mediterranean Ave, Virginia Beach, VA
1024	1	216 N. Willis St, Visalia, CA 93279
1025	1	55 W. Cherry St, Walla Walla, WA
1026	1	47 Bulloch St, Warm Springs, GA 31830
1027	1	514 8th St. SE, Washington, D.C.
1028	1	15 E St. NW, Washington, D.C. 20001
1029	1	1720 I St. NW, Washington, D.C.
1030	1	3251 Prospect St. NW, Washington, D.C.
1031	1	1819 Columbia Rd. NW, Washington, D.C.
1032	1	701 14th St. NW, Washington, D.C.
1033	1	101 Constitution Ave. NW, Washington, D.C.
1034	1	3236 M St. NW, Washington, D.C. 20007
1035	1	1122 9th St. NW, Washington, D.C.
1036	1	1720 14th St. NW, Washington, D.C.
1037	1	1322 U St. NW, Washington, D.C.
1038	1	1942 9th St. NW, Washington, D.C.
1039	1	303 Pennsylvania Ave. SE, Washington, D.C.
1040	1	1624 Q St. NW, Washington, D.C.
1041	1	2400 Wisconsin Ave. NW, Washington, D.C.
1042	1	480 7th St. NW, Washington, D.C. 20004
1043	1	704 7th St. NW, Washington, D.C. 20006
1044	1	3315 Cady's Alley, no. 213, Washington, D.C.
1045	1	2434 18th St. NW, Washington, D.C. 20009
1046	1	2029 P St. NW, Washington, D.C. 20036
1047	1	3139 M St. NW, Washington, D.C. 20007
1048	1	777 I St. NW, Washington, D.C.
1049	1	3529 Connecticut Ave. NW, Washington, D.C. 20008
1050	1	2002 P St. NW, Washington, D.C.
1051	1	555 8th St. NW, Washington, D.C.
1052	1	1515 14th St. NW, Washington, D.C.
1053	1	1340 H St. NW, Washington, D.C.
1054	1	633 D St. NW, Washington, D.C.
1055	1	223 Pennsylvania Ave. SE, Washington, D.C.
1056	1	2309 Wisconsin Ave. NW, Washington, D.C. 20007
1057	1	1739 N St. NW, Washington, D.C.
1058	1	2100 Massachusetts Ave. NW, Washington, D.C.
1059	1	107 D St. NE, Washington, D.C. 20002
1060	1	575 Pennsylvania Ave. NW, Washington, D.C.
1061	1	1112 F St. NW, Washington, D.C.
1062	1	1990 M St. NW, Washington, D.C. 20036
1063	1	701 9th St. NW, Washington, D.C.
1064	1	781 7th St. NW, Washington, D.C.
1065	1	800 F St. NW, Washington, D.C. 20004
1066	1	326 Main St, Wellfleet, MA
1067	1	3824 Big Mountain Rd, Whitefish, MT
1068	1	549 Wisconsin Ave, Whitefish, MT
1069	1	17 Central Ave, Whitefish, MT
1070	1	199 S. Boundary St, Williamsburg, VA
1071	1	420 Prince George St, Williamsburg, VA
1072	1	302B Waller St, Williamsburg, VA 23185
1073	1	410 Duke of Gloucester St, Williamsburg, VA
1074	1	1211 Jamestown Rd, Williamsburg, VA
1075	1	447 E. Rochambeau Dr, Lightfoot, VA
1076	1	422 E. Duke of Gloucester St, Williamsburg, VA
1077	1	410 Duke of Gloucester St, Williamsburg, VA
1078	1	111 W. 11th St, Wilmington, DE
1079	1	3701 Lancaster Pike, Wilmington, DE 19805
1080	1	1701 Delaware Ave, Wilmington, DE 19806
1081	1	1801 W. 14th St, Wilmington, DE 19806
1082	1	2025 Eastwood Rd, Wilmington, NC
1083	1	2 Ann St, Wilmington, NC 28401
1084	1	35 N. Front St, Wilmington, NC
1085	1	3 West Main St, Wilmington, VT 05363
1086	1	3 North Main St, Wilmington, VT
1087	1	25 S. Indian Alley, Winchester, VA 22601
1088	1	303 E. Second St, Winslow, AZ 86047
1089	1	736 S. Main St, Winston, NC 27101
1090	1	719 Coliseum Dr, Winston-Salem, NC 27106
1091	1	871 W. Fourth St, Winston-Salem, NC
1092	1	78491 US 40, Winter Park, CO
1093	1	253 Riverside Ave, Winthrop, WA
1094	1	604 Patterson Lake Rd, Winthrop, WA 98862
1095	1	3 Elm St, Woodstock, VT 05091
1096	1	24 Elm St, Woodstock, VT
1097	1	118 Highland St, Worcester, MA
1098	1	124 U.S. 101, Yachats, OR 97498
1099	1	131 U.S. 101 N, Yachats, OR
1100	1	94 Lee Blvd, Richland, WA
1101	1	22 N. First St, Yakima, WA
1102	1	7 N. Front St, Yakima, WA
1103	1	114 Birch Ave, Grandview, WA
1104	1	280 Buster Rd, Toppenish, WA
1105	1	430 George Washington Way, WA
