restaurant	frommers	cuisine
1257	1	Continental, Pacific Rim
1258	1	Steak, Seafood
1259	1	Bakery, Sandwich Shop
1260	1	Mexican, Caribbean
1261	1	Pacific Rim, Asian
1262	1	Mexican
1263	1	Steak, Seafood
1264	1	Breakfast
1265	1	New American, Pacific Rim
1266	1	Euro-Asian Fusion
1267	1	Hawaiian Regional
1268	1	International
1269	1	Eurasian
1270	1	Japanese
1271	1	Plate Lunches
1272	1	Thai
1273	1	Seafood, Steaks
1274	1	American
1275	1	Chinese
1276	1	Hawaii Regional Cuisine
1277	1	Fresh Fish
1278	1	Dim Sum, Seafood, Chinese
1279	1	Japanese, Sushi
1280	1	Japanese
1281	1	Hawaiian Regional
1282	1	American, Pacific Rim
1283	1	Vietnamese Pho
1284	1	Contemporary Italian
1285	1	Japanese, Sushi Bar
1286	1	Steak
1287	1	Seafood, American
1288	1	Northwest
1289	1	AMERICAN
1290	1	Northwest, International
1291	1	American
1292	1	Steaks, Seafood
1293	1	American
1294	1	Northwest
1295	1	Northwest
1296	1	French, American
1297	1	American
1298	1	Contemporary American
1299	1	Regional
1300	1	Mexican
1301	1	Regional
1302	1	American
1303	1	New American
1304	1	Seafood
1305	1	Seafood
1306	1	SOUTHERN ITALIAN
1307	1	American, Grill
1308	1	Creative American
1309	1	Mediterranean
1310	1	Japanese
1311	1	American Bistro
1312	1	New American
1313	1	French Bistro
1314	1	Pennsylvania Dutch
1315	1	American
1316	1	Cafe
1317	1	Eclectic
1318	1	Breakfast, Cafe
1319	1	Northwest
1320	1	American, New Mexican
1321	1	Seafood, International
1322	1	American
1323	1	Italian, Trattoria
1324	1	Southern, Barbecue
1325	1	Eclectic
1326	1	NEW AMERICAN
1327	1	French bistro
1328	1	American, Pub Fare
1329	1	American
1330	1	Tuscan
1331	1	Pizza, Italian
1332	1	Cuban, American
1333	1	Seafood, Caribbean
1334	1	Pub Fare
1335	1	American, Continental
1336	1	Seafood
1337	1	Seafood
1338	1	New American
1339	1	New American
1340	1	Pizza
1341	1	Steakhouse
1342	1	American
1343	1	Steakhouse
1344	1	Deli
1345	1	American
1346	1	Continental
1347	1	Bagel Shop
1348	1	Continental
1349	1	New American
1350	1	French
1351	1	Northern Italian
1352	1	French, Continental, Northwest
1353	1	Seafood, Northwest
1354	1	Comfort Food
1355	1	Continental, Northwest
1356	1	Diner
1357	1	Northwest, Regional American
1358	1	American
1359	1	American
1360	1	American
1361	1	Seafood
1362	1	Seafood, Continental
1363	1	American, Fusion
1364	1	Coastal, Seafood
1365	1	French
1366	1	American
1367	1	Creative American
1368	1	Japanese
1369	1	Steak, Seafood, Pasta
1370	1	Spanish
1371	1	Breakfast, Creative American
1372	1	French Bistro
1373	1	Northern Italian
1374	1	American Bistro
1375	1	Seafood
1376	1	SOUTHERN ITALIAN
1377	1	SEAFOOD
1378	1	American
1379	1	Seafood
1380	1	American
1381	1	Steakhouse
1382	1	French
1383	1	Seafood
1384	1	Seafood, Pub Fare
1385	1	Seafood, International
1386	1	American
1387	1	Ice Cream
1388	1	Northern Italian
1389	1	Deli
1390	1	American, Seafood
1391	1	Greek
1392	1	Steak, Seafood
1393	1	Contemporary Bistro
1394	1	Latin American
1395	1	Eclectic American
1396	1	Creative American
1397	1	Indian
1398	1	Coffeeshop
1399	1	Coffeeshop
1400	1	American
1401	1	Seafood
1402	1	French
1403	1	American
1404	1	Seafood
1405	1	New American
1406	1	French, Northwest
1407	1	Pub Food
1408	1	Seafood, International
1409	1	Creative Bistro
1410	1	Seafood, Regional
1411	1	Seafood
1412	1	SEAFOOD
1413	1	Seafood, Bar food
1414	1	International
1415	1	Eclectic
1416	1	American
1417	1	American, Seafood
1418	1	Regional Organic, Bistro
1419	1	Continental
1420	1	Coffe Shop, Deli
1421	1	Mexican
1422	1	American
1423	1	American
1424	1	New Mexican
1425	1	New American, Steak, Seafood
1426	1	New Mexican
1427	1	Contemporary American, Deli, Cafe
1428	1	New Mexican, American
1429	1	New American
1430	1	Contemporary American, Steak, Seafood
1431	1	Contemporary American
1432	1	New American
1433	1	New American
1434	1	American, Southern
1435	1	New American
1436	1	American, Creole
1437	1	Eclectic
1438	1	Steak
1439	1	American
1440	1	Asian Fusion
1441	1	New American
1442	1	Seafood, Steak
1443	1	American
1444	1	Fusion Italian
1445	1	Deli
1446	1	American
1447	1	Southwestern
1448	1	Spanish
1449	1	Diner
1450	1	Soup, Sandwich
1451	1	Deli
1452	1	International
1453	1	Japanese
1454	1	Italian, Mediterranean
1455	1	Creative, Eclectic
1456	1	Steak, Seafood
1457	1	Greek, Italian
1458	1	Diner
1459	1	Eclectic, Regional
1460	1	Seafood
1461	1	French
1462	1	American
1463	1	American
1464	1	American
1465	1	Pub Food, Seafood
1466	1	Seafood
1467	1	Tea
1468	1	Seafood
1469	1	Continental, Cajun
1470	1	Seafood
1471	1	Bistro
1472	1	French
1473	1	American
1474	1	French
1475	1	Asian Fusion
1476	1	American
1477	1	Continental, German, Urban Indian
1478	1	Continental
1479	1	Southern
1480	1	Mediterranean
1481	1	Northwest, French
1482	1	French
1483	1	Japanese
1484	1	Nuevo Latino
1485	1	Thai
1486	1	Mediterranean
1487	1	Italian
1488	1	International
1489	1	Contemporary Regional
1490	1	NORTHWEST
1491	1	Northwest
1492	1	MEDITERRANEAN, SEAFOOD
1493	1	BOSNIAN
1494	1	Southern, Continental
1495	1	Eclectic
1496	1	Seafood, Sushi
1497	1	French
1498	1	Greek
1499	1	Traditional American
1500	1	Steak, Seafood
1501	1	Asian
1502	1	European, Mediterranean
1503	1	Barbecue
1504	1	Brazilian
1505	1	French, Fusion
1506	1	Ice Cream
1507	1	Greek
1508	1	Sushi, Japanese
1509	1	Southern, Regional
1510	1	Traditional American
1511	1	Seafood, Steak
1512	1	Italian
1513	1	Italian
1514	1	Mexican
1515	1	Thai
1516	1	Traditional American, Continental
1517	1	Southwestern
1518	1	French, Mediterranean
1519	1	Steak, Seafood
1520	1	New American
1521	1	Mexican
1522	1	Southern
1523	1	French
1524	1	Barbecue
1525	1	Vegan, Macrobiotic
1526	1	New American
1527	1	Tex-mex
1528	1	Italian, Deli
1529	1	Mexican
1530	1	Continental
1531	1	Cajun, Creole
1532	1	American, Southern
1533	1	New American
1534	1	Tex-Mex, American
1535	1	New American
1536	1	Mexican
1537	1	Tex-mex
1538	1	Vegetarian, Vegan
1539	1	Japanese
1540	1	Southwest
1541	1	Southwest
1542	1	American
1543	1	Seafood, New American
1544	1	Barbecue
1545	1	American, Tex-Mex
1546	1	Asian, Japanese
1547	1	Italian
1548	1	Tex-mex
1549	1	New American
1550	1	Southwest
1551	1	Japanese
1552	1	NORTHERN ITALIAN
1553	1	French
1554	1	Italian
1555	1	Cajun
1556	1	GLOBAL
1557	1	Irish
1558	1	IRISH
1559	1	SEAFOOD
1560	1	Seafood
1561	1	SEAFOOD
1562	1	Steakhouse
1563	1	SOUTHERN ITALIAN
1564	1	AMERICAN
1565	1	AMERICAN
1566	1	Steakhouse
1567	1	Italian Pastries, Desserts
1568	1	American
1569	1	Vegetarian
1570	1	Diner
1571	1	Bistro
1572	1	Seafood
1573	1	Seafood
1574	1	Italian
1575	1	American
1576	1	New American
1577	1	Seafood
1578	1	American, Northern Italian
1579	1	Bistro
1580	1	New American, Pub
1581	1	Continental
1582	1	Pub, Seafood
1583	1	American, Southern
1584	1	Seafood
1585	1	Soups, Sandwiches
1586	1	Northwest
1587	1	Northwest, International
1588	1	Northwest
1589	1	Eclectic
1590	1	Pan-Asian
1591	1	Eclectic
1592	1	Eclectic
1593	1	Mediterranean
1594	1	California
1595	1	American
1596	1	Pizza
1597	1	American
1598	1	Mediterranean, Contemporary
1599	1	Mexican
1600	1	Italian
1601	1	Continental
1602	1	Southern
1603	1	Algerian, Tunisian, Mediterranean
1604	1	Seafood
1605	1	Indian
1606	1	Regional French
1607	1	Middle Eastern, Mediterranean
1608	1	Mexican
1609	1	Southern Italian, Seafood
1610	1	Steaks, Northern Italian
1611	1	New England
1612	1	Steaks, American
1613	1	New England
1614	1	Seafood
1615	1	Seafood
1616	1	Seafood
1617	1	Seafood
1618	1	Seafood
1619	1	Seafood, Cantonese, Szechuan
1620	1	Barbecue
1621	1	French Proven&ccedil;al
1622	1	American
1623	1	Turkish, Middle Eastern
1624	1	Mediterranean
1625	1	Eclectic
1626	1	Vietnamese
1627	1	New England, Seafood
1628	1	Diner, Greek
1629	1	Contemporary American
1630	1	Contemporary, Eclectic
1631	1	Mexican
1632	1	Seafood
1633	1	Mexican
1634	1	Contemporary, Organic
1635	1	Seafood
1636	1	Steaks, Seafood
1637	1	Breakfast, Sandwiches
1638	1	American
1639	1	Tapas, Mediterranean
1640	1	Contemporary, Eclectic
1641	1	Italian
1642	1	American, Steaks
1643	1	American
1644	1	Seafood, Steaks
1645	1	New American
1646	1	Cajun
1647	1	Eclectic
1648	1	French
1649	1	New American
1650	1	Mexican-American
1651	1	American
1652	1	American
1653	1	Hot Dogs
1654	1	Hot Dogs
1655	1	Hot Dogs
1656	1	Hot Dogs
1657	1	Italian
1658	1	American
1659	1	Italian
1660	1	Steaks, Seafood
1661	1	Seafood
1662	1	SEAFOOD, ECLECTIC
1663	1	Seafood, American
1664	1	DINER
1665	1	Grill
1666	1	Northwest
1667	1	New American
1668	1	FRENCH, ITALIAN
1669	1	American
1670	1	Californian, French
1671	1	Latin American
1672	1	Italian
1673	1	American
1674	1	American
1675	1	New American
1676	1	Pub Fare
1677	1	Deli, American
1678	1	Southern
1679	1	Pan-Asian
1680	1	Traditional Country Cooking
1681	1	International
1682	1	Barbecue, Southern
1683	1	Modern Southern, International
1684	1	Low Country
1685	1	Seafood
1686	1	Thai
1687	1	Southern
1688	1	Low Country, French
1689	1	Seafood
1690	1	American, International
1691	1	Southern
1692	1	Southern, Steak
1693	1	Seafood
1694	1	Southern
1695	1	American, French
1696	1	Continental, International
1697	1	American
1698	1	Low Country
1699	1	Seafood
1700	1	American, Southwestern
1701	1	Asian
1702	1	Seafood
1703	1	Nepalese, Tibetan, Vegan
1704	1	Latin American
1705	1	Italian
1706	1	Candy
1707	1	American
1708	1	Diner
1709	1	New American
1710	1	New American
1711	1	American
1712	1	Seafood
1713	1	American
1714	1	American
1715	1	Steaks, Seafood
1716	1	American
1717	1	Mexican
1718	1	Eclectic
1719	1	Thai
1720	1	AMERICAN
1721	1	French, Bistro
1722	1	AMERICAN
1723	1	American
1724	1	Alsatian, French
1725	1	Spanish, Tapas
1726	1	Latin American
1727	1	American, Barbecue
1728	1	Mediterranean
1729	1	Latin American
1730	1	ITALIAN
1731	1	STEAK & CHOPS
1732	1	American
1733	1	American, Italian, STEAKS
1734	1	American
1735	1	French
1736	1	French, Bistro
1737	1	Sushi, Japanese
1738	1	French, Bistro
1739	1	American
1740	1	LATIN AMERICAN
1741	1	AMERICAN
1742	1	American
1743	1	Italian
1744	1	Pizza
1745	1	Sandwiches
1746	1	Asian
1747	1	AMERICAN
1748	1	American
1749	1	Italian
1750	1	American
1751	1	Italian
1752	1	GERMAN, AMERICAN
1753	1	IRISH, AMERICAN
1754	1	American
1755	1	ASIAN
1756	1	AMERICAN
1757	1	Contemporary American
1758	1	French
1759	1	American
1760	1	Pizza, Italian
1761	1	Brazilian
1762	1	Fusion
1763	1	New American
1764	1	Continental
1765	1	Sushi
1766	1	Steaks
1767	1	American, Vegetarian
1768	1	Mexican
1769	1	American
1770	1	Italian, American
1771	1	International
1772	1	American
1773	1	Contemporary American
1774	1	New American
1775	1	International Fusion
1776	1	Contemporary, Fusion
1777	1	Coffee, Dessert
1778	1	American
1779	1	New Southern
1780	1	Southern, American
1781	1	American
1782	1	Vegetarian
1783	1	Continental
1784	1	American
1785	1	Cafe
1786	1	Tex-Mex
1787	1	Seafood
1788	1	American
1789	1	International
1790	1	Barbecue
1791	1	Seafood
1792	1	Country French
1793	1	Italian
1794	1	Tuscan
1795	1	Middle Eastern
1796	1	American, Bakery
1797	1	New Southwestern, New American
1798	1	New American
1799	1	Barbecue
1800	1	Barbecue
1801	1	Mexican, Tacos
1802	1	French, Continental
1803	1	Seafood
1804	1	New American
1805	1	American, Irish
1806	1	Italian
1807	1	Californian
1808	1	New Mexican
1809	1	New Mexican, American
1810	1	New American
1811	1	Seafood
1812	1	Candy
1813	1	Hot Dog Stand
1814	1	New American
1815	1	Cajun
1816	1	Rocky Mountain
1817	1	Contemporary American
1818	1	New Mexican
1819	1	French
1820	1	Seafood
1821	1	Continental, Regional
1822	1	American
1823	1	Contemporary
1824	1	Sushi, Japanese
1825	1	Vietnamese
1826	1	Rocky Mountain
1827	1	Italian, Steak, Seafood
1828	1	Regional American, Pub
1829	1	Latin, Asian
1830	1	Seafood
1831	1	Seafood
1832	1	Seafood, American
1833	1	American, Deli
1834	1	Southern
1835	1	Seafood
1836	1	American
1837	1	Seafood, Japanese
1838	1	American
1839	1	Steak, Prime Rib, Seafood
1840	1	Seafood
1841	1	Microbrewery
1842	1	Greek
1843	1	American
1844	1	Continental
1845	1	American
1846	1	Steaks, Seafood
1847	1	American
1848	1	American
1849	1	Mediterranean
1850	1	American
1851	1	American
1852	1	Brewpub
1853	1	Steak, Seafood, Pasta
1854	1	New American
1855	1	American, Mexican
1856	1	American
1857	1	Ice Cream
1858	1	Take-Out, Picnic Fare
1859	1	Bakery
1860	1	Tex-Mex, Coffee Shop
1861	1	American
1862	1	Pizza
1863	1	American, European
1864	1	Mexican
1865	1	Northern New Mexican
1866	1	Northwest
1867	1	Mediterranean
1868	1	Thai
1869	1	Cafe, Bakery
1870	1	Thai
1871	1	Diner
1872	1	Steak, Seafood
1873	1	Seafood
1874	1	New American
1875	1	Italian
1876	1	American
1877	1	Middle Eastern, New American
1878	1	Chinese, Japanese, Thai
1879	1	New American, Asian
1880	1	New American, Seafood
1881	1	Pub Fare, Pizza
1882	1	Seafood, Pub Fare
1883	1	American, Continental
1884	1	New Mexican
1885	1	California Grill
1886	1	New American
1887	1	Continental, New American
1888	1	Japanese
1889	1	Italian
1890	1	Eclectic
1891	1	French, Mediterranean
1892	1	INTERNATIONAL
1893	1	Seafood
1894	1	Italian
1895	1	Microbrewpub
1896	1	Italian
1897	1	Fusion
1898	1	Ice Cream
1899	1	Seafood
1900	1	French Caribbean
1901	1	Sushi
1902	1	Seafood, American
1903	1	American, Diner
1904	1	Mediterranean
1905	1	Continental, Italian
1906	1	Seafood
1907	1	Steak
1908	1	Tuscan
1909	1	Nouveau Mexican
1910	1	Gourmet Wetern
1911	1	Barbecue
1912	1	Spanish, Mexican
1913	1	American
1914	1	American
1915	1	American, Italian
1916	1	Seafood, Steaks
1917	1	New American
1918	1	Burgers
1919	1	LOBSTER
1920	1	AMERICAN, PUB FARE
1921	1	American
1922	1	New Mexican, American
1923	1	Baked Goods, Sandwiches
1924	1	Seafood
1925	1	Northern Italian, Continental
1926	1	Seafood
1927	1	Seafood, American
1928	1	Pan-Asian, International
1929	1	Steak, Seafood
1930	1	Seafood, Burgers, Pizza
1931	1	Cafe, Bakery
1932	1	Italian
1933	1	Contemporary, Eclectic
1934	1	Cajun, Creole
1935	1	Creative American
1936	1	Seafood, American
1937	1	Country French
1938	1	American
1939	1	American, International
1940	1	International
1941	1	Cafe
1942	1	Microbrewery
1943	1	Steak
1944	1	Diner, New Mexican
1945	1	Steak, Seafood
1946	1	Continental, Fusion
1947	1	Mexican
1948	1	Continental
1949	1	Coffehouse, American
1950	1	Contemporary Continental
1951	1	North Coast Cuisine
1952	1	Contemporary American
1953	1	Eclectic
1954	1	Crepes, Eclectic
1955	1	Italian
1956	1	American
1957	1	Seafood, Sandwiches
1958	1	New American
1959	1	New American
1960	1	Southwestern
1961	1	Northern Italian
1962	1	Barbecue
1963	1	Mexican
1964	1	Contemporary Indian
1965	1	Deli
1966	1	Vietnamese, Chinese
1967	1	Mexican
1968	1	Tex-Mex
1969	1	New American
1970	1	Breakfast, Lunch
1971	1	Soul Food
1972	1	New American, French
1973	1	Elements
1974	1	New American
1975	1	Contemporary American
1976	1	New American, Deli
1977	1	Spanish, Tapas
1978	1	Cajun, Seafood
1979	1	Creative American Bistro
1980	1	American
1981	1	Steaks, Seafood, Game
1982	1	Eclectic
1983	1	Italian
1984	1	Italian
1985	1	American, Seafood
1986	1	Contemporary American
1987	1	Eclectic
1988	1	California Eclectic
1989	1	New American
1990	1	LOW-COUNTRY CUISINE
1991	1	Thai
1992	1	Seafood, Cajun
1993	1	New American, Louisiana
1994	1	Continental, Mediterranean
1995	1	American
1996	1	Southwestern
1997	1	Eastern European
1998	1	American
1999	1	Continental, Mexican
