restaurant	frommers	phone
1138	1	808/935-8825
1139	1	808/886-6131
1140	1	843/785-9277
1141	1	843/363-8380
1142	1	843/785-3838
1143	1	912/635-3800
1144	1	912/635-3128
1145	1	808/338-2082
1146	1	808/822-4411
1147	1	808/742-7588
1148	1	808/332-8561
1149	1	808/823-0069
1150	1	808/245-4991
1151	1	808/246-9599
1152	1	808/245-9593
1153	1	808/335-6027
1154	1	808/826-2524
1155	1	808/246-4422
1156	1	808/826-6717
1157	1	808/742-7534
1158	1	808/822-3511
1159	1	808/826-9644
1160	1	808/828-0481
1161	1	808/826-9875
1162	1	808/822-3362
1163	1	808/822-1710
1164	1	808/742-6433
1165	1	808/245-2650
1166	1	808/742-5000
1167	1	808/338-1242
1168	1	808/821-1224
1169	1	808/742-1424
1170	1	808/245-2333
1171	1	808/335-3111
1172	1	808/822-4311
1173	1	808/338-9733
1174	1	808/742-1515
1175	1	808/565-6622
1176	1	808/565-6537
1177	1	808/565-6962
1178	1	808/565-2093
1179	1	808/565-9628
1180	1	360/468-3700
1181	1	360/468-2150
1182	1	508/627-9999
1183	1	508/627-3233
1184	1	508/693-1224
1185	1	508/627-1234
1186	1	508/693-4093
1187	1	508/627-3663
1188	1	508/627-8761
1189	1	508/693-9151
1190	1	508/627-8047
1191	1	508/693-6600
1192	1	508/696-9922
1193	1	508/627-8622
1194	1	508/693-3838
1195	1	508/696-0200
1196	1	508/645-9454
1197	1	508/693-3416
1198	1	808/661-4495
1199	1	808/244-5426
1200	1	808/891-1368
1201	1	808/579-6323
1202	1	808/579-9453
1203	1	808/874-8000
1204	1	808/667-6636
1205	1	808/661-8422
1206	1	808/579-8844
1207	1	808/875-7767
1208	1	808/661-4811
1209	1	808/661-3472
1210	1	808/891-8883
1211	1	808/243-2206
1212	1	808/244-6816
1213	1	808/579-8488
1214	1	808/661-8558
1215	1	808/665-0222
1216	1	808/579-9999
1217	1	808/667-4341
1218	1	808/661-6633
1219	1	808/667-2929
1220	1	808/669-6299
1221	1	808/669-6999
1222	1	808/244-7124
1223	1	808/669-6286
1224	1	808/874-0331
1225	1	808/879-2999
1226	1	808/874-3779
1227	1	808/875-4244
1228	1	886/244-5353, 808/667-5353
1229	1	808/553-3377
1230	1	808/553-5256
1231	1	808/553-9966
1232	1	808/553-3713
1233	1	508/228-7800
1234	1	508/228-7111
1235	1	508/228-9403
1236	1	508/325-0308
1237	1	508/325-1320
1238	1	508/325-5151
1239	1	508/228-1101
1240	1	508/228-9641
1241	1	508/228-2552
1242	1	508/325-4001
1243	1	508/228-4200
1244	1	508/228-8886
1245	1	508/228-5824
1246	1	508/228-0504
1247	1	508/228-4479
1248	1	508/228-4499
1249	1	508/228-1979
1250	1	508/228-5799
1251	1	808/732-9469
1252	1	808/737-1177
1253	1	808/942-4466
1254	1	808/941-0555
1255	1	808/923-5557
1256	1	808/261-2772
1257	1	808/949-4321, ext. 43
1258	1	808/261-4661
1259	1	808/735-7717
1260	1	808/923-7797
1261	1	808/585-0011
1262	1	808/637-3059
1263	1	808/922-2268
1264	1	808/949-0820
1265	1	808/599-4877
1266	1	808/533-HIRO (533-4476)
1267	1	808/923-HULA (4852)
1268	1	808/596-8108
1269	1	808/521-2900
1270	1	808/947-2211
1271	1	808/596-7488
1272	1	808/951-9355
1273	1	808/591-2005
1274	1	808/591-9133
1275	1	808/545-3008
1276	1	808/230-8188
1277	1	808/540-1377
1278	1	808/947-1688
1279	1	808/941-3701
1280	1	808/947-2836
1281	1	808/945-6573
1282	1	808/923-TIKI (8454)
1283	1	808/533-4549
1284	1	808/735-5900
1285	1	808/841-3773
1286	1	808/931-6280
1287	1	252/928-6401
1288	1	877/276-7296, 360/376-5886
1289	1	360/376-4440
1290	1	360/378-8707
1291	1	631/749-3210
1292	1	912/638-2844
1293	1	912/638-7378
1294	1	360/678-5480
1295	1	360/678-0683
1296	1	610/268-2235
1297	1	610/793-0948
1298	1	970/453-8218
1299	1	970/453-1148
1300	1	970/453-2071
1301	1	970/453-0989
1302	1	609/397-4343
1303	1	215/340-1003
1304	1	860/245-7289
1305	1	203/453-9276
1306	1	541/267-6066
1307	1	607/467-5533
1308	1	845/676-3980
1309	1	203/899-0088
1310	1	203/866-7492
1311	1	203/221-7222
1312	1	203/438-9206
1313	1	203/252-2352
1314	1	301/895-5985
1315	1	301/387-5555
1316	1	225/635-6528
1317	1	518/634-7790
1318	1	518/734-3387
1319	1	541/386-5710
1320	1	575/472-3361
1321	1	607/569-2528
1322	1	509/682-4250
1323	1	603/279-7177
1324	1	860/355-4111
1325	1	360/642-7880
1326	1	360/642-8447
1327	1	845/265-7676
1328	1	845/353-8361
1329	1	845/446-4731
1330	1	845/353-8361
1331	1	845/534-7003
1332	1	305/872-4495
1333	1	305/745-3030
1334	1	845/876-8052
1335	1	845/876-1766
1336	1	860/536-7719
1337	1	860/536-2662
1338	1	860/443-8411
1339	1	860/535-2122
1340	1	905/358-2750
1341	1	905/353-4022
1342	1	905/357-7300, ext. 4220
1343	1	877/873-6322
1344	1	631/477-1878
1345	1	631/722-3655
1346	1	631/765-0177
1347	1	516/482-9860
1348	1	631/331-0960
1349	1	631/744-9200
1350	1	503/474-1888
1351	1	503/434-4471
1352	1	503/538-8224
1353	1	503/843-4400
1354	1	503/628-1920
1355	1	503/538-8880
1356	1	518/891-1310
1357	1	503/669-8610
1358	1	503/695-2376
1359	1	503/666-5337
1360	1	800/458-7069, 252/473-1587
1361	1	252/473-5366
1362	1	252/441-6894
1363	1	252/449-2739
1364	1	800/701-4111, 252/261-4111
1365	1	413/253-3811
1366	1	413/584-8666
1367	1	413/253-3491
1368	1	413/587-9548
1369	1	361/749-7621
1370	1	401/783-9770
1371	1	518/583-2755
1372	1	518/583-3538
1373	1	518/580-0025
1374	1	518/584-9618
1375	1	410/326-2424
1376	1	866/40-BELLA, 541/469-6647
1377	1	541/332-8601
1378	1	541/247-7321
1379	1	301/872-4403
1380	1	845/292-2970
1381	1	845/295-3170
1382	1	410/745-9111
1383	1	410/886-2330
1384	1	410/745-5111
1385	1	410/226-5303
1386	1	410/822-3204
1387	1	410/820-5223
1388	1	410/822-2202
1389	1	410/745-4100
1390	1	410/745-5577
1391	1	413/528-4001
1392	1	413/499-2075
1393	1	413/236-9463
1394	1	413/662-2004
1395	1	413/637-2745
1396	1	413/663-5300
1397	1	413/458-5200
1398	1	631/283-8900
1399	1	631/329-1600
1400	1	631/324-8555
1401	1	631/288-2700
1402	1	703/777-5242
1403	1	703/771-9300
1404	1	949/673-0100
1405	1	509/382-1681
1406	1	503/368-7708
1407	1	503/965-7007
1408	1	503/842-7351
1409	1	518/828-3657
1410	1	305/664-4651
1411	1	305/451-0600
1412	1	305/664-2006
1413	1	305/664-4656
1414	1	804/435-1010
1415	1	509/493-0049
1416	1	509/427-5520
1417	1	607/535-6101
1418	1	607/546-5000
1419	1	607/243-9500
1420	1	276/698-3333
1421	1	575/434-0689
1422	1	575/437-0077
1423	1	575/585-2102
1424	1	505/247-8522
1425	1	505/771-6037
1426	1	505/247-4141
1427	1	505/765-1633
1428	1	505/243-3131
1429	1	505/867-3327
1430	1	505/766-5100
1431	1	505/243-1440
1432	1	505/792-1700
1433	1	505/254-ZINC (9462)
1434	1	703/836-8800
1435	1	703/706-0450
1436	1	703/549-1141
1437	1	806/373-3233
1438	1	800/657-7177, 806/372-6000
1439	1	806/374-6024
1440	1	806/372-1909
1441	1	904/277-7919
1442	1	904/261-2660
1443	1	904/261-5310
1444	1	904/261-3827
1445	1	360/293-7383
1446	1	360/588-1720
1447	1	907/276-4200
1448	1	907/646-9121
1449	1	907/277-CITY
1450	1	907/279-7243
1451	1	907/276-7116
1452	1	907/561-5367
1453	1	907/272-9905
1454	1	907/222-3232
1455	1	907/274-4022
1456	1	907/274-3502
1457	1	907/276-2820
1458	1	907/272-3454
1459	1	907/278-2133
1460	1	415/435-4527
1461	1	410/263-3382
1462	1	410/295-0601
1463	1	410/269-6737
1464	1	410/268-2576
1465	1	410/263-5700
1466	1	410/263-0884
1467	1	410/295-9555
1468	1	410/267-1800
1469	1	850/653-8000
1470	1	850/653-9888
1471	1	707/822-1042
1472	1	802/362-1779
1473	1	800/438-5800
1474	1	828/350-1140
1475	1	828/252-8220
1476	1	828/251-5565
1477	1	828/254-9411
1478	1	828/252-4162
1479	1	828/255-4404
1480	1	828/232-1060
1481	1	541/488-9000
1482	1	541/482-2264
1483	1	541/488-8058
1484	1	541/482-3900
1485	1	541/482-8058
1486	1	541/488-1115
1487	1	970/925-8222
1488	1	970/923-3953
1489	1	970/920-2021
1490	1	503/325-6777
1491	1	503/325-7414
1492	1	503/325-1067
1493	1	503/338-2912
1494	1	706/546-7300
1495	1	404/233-7673
1496	1	404/262-3165
1497	1	404/946-9070
1498	1	404/892-8890
1499	1	404/233-5030
1500	1	404/262-2675
1501	1	404/888-0777
1502	1	404/685-3191
1503	1	404/607-1622
1504	1	404/266-9988
1505	1	404/233-3500
1506	1	404/377-9300
1507	1	404/262-0702
1508	1	404/815-8844
1509	1	404/876-1800
1510	1	404/872-0904
1511	1	404/846-0644
1512	1	404/876-1114
1513	1	404/237-2941
1514	1	404/377-3311
1515	1	404/892-7789
1516	1	404/261-0636
1517	1	404/352-5811
1518	1	404/237-2700
1519	1	404/814-1955
1520	1	404/475-1991
1521	1	404/524-0821
1522	1	404/525-3363
1523	1	512/479-8117
1524	1	512/442-8283
1525	1	512/476-2335, ext. 3 (ext. 2 for menu)
1526	1	512/454-2666
1527	1	512/474-4452
1528	1	512/477-5211
1529	1	512/444-0012
1530	1	512/444-4747
1531	1	512/480-8053
1532	1	512/479-5006
1533	1	512/266-1369
1534	1	512/476-4852
1535	1	512/477-5584
1536	1	512/472-7555
1537	1	512/462-9333
1538	1	512/451-3994
1539	1	512/795-8593
1540	1	512/479-7616
1541	1	512/583-0000
1542	1	512/474-9991
1543	1	512/477-3300
1544	1	800/669-3602, 512/478-4855
1545	1	512/266-2442
1546	1	512/916-4808
1547	1	512/441-6100
1548	1	512/482-0300
1549	1	512/482-8868
1550	1	512/346-3506
1551	1	512/444-8081
1552	1	410/727-0700
1553	1	410/542-9000
1554	1	410/837-5500
1555	1	410/664-2971
1556	1	410/878-6542
1557	1	410/727-5107
1558	1	410/837-2100
1559	1	410/FISH-123
1560	1	410/732-6399
1561	1	410/528-5950
1562	1	410/783-0033
1563	1	410/727-9414
1564	1	410/752-1498, ext. 24
1565	1	410/939-4956
1566	1	410/539-1804
1567	1	410/685-4905
1568	1	828/898-9004
1569	1	207/288-4422
1570	1	207/288-3586
1571	1	207/288-0447
1572	1	207/288-9007
1573	1	508/775-7040
1574	1	508/790-5700
1575	1	508/778-8390
1576	1	508/362-6610
1577	1	508/362-4511
1578	1	508/775-2386
1579	1	508/778-6515
1580	1	508/362-2355
1581	1	508/775-7677
1582	1	508/778-5587
1583	1	843/525-1946
1584	1	360/647-5588
1585	1	360/647-0092
1586	1	360/647-0800
1587	1	360/766-6667
1588	1	360/766-6185
1589	1	541/382-6881
1590	1	541/323-9841
1591	1	802/447-0043
1592	1	802/442-7171
1593	1	510/525-1440
1594	1	866/496-2489, 510/526-2542
1595	1	302/539-4500
1596	1	302/537-3278
1597	1	831/667-2377
1598	1	406/245-2503
1599	1	561/394-5449
1600	1	561/392-5595
1601	1	561/395-9335
1602	1	828/264-8657
1603	1	617/868-3951
1604	1	617/426-2722
1605	1	617/661-8100
1606	1	617/425-3240
1607	1	617/536-0230
1608	1	617/536-4341
1609	1	617/772-4402
1610	1	617/357-4810
1611	1	617/227-2038
1612	1	617/542-2255
1613	1	617/661-5005
1614	1	617/867-9955
1615	1	617/520-9500
1616	1	617/864-3400
1617	1	617/266-6800
1618	1	617/742-5300
1619	1	617/482-3332
1620	1	617/628-2200
1621	1	617/720-1300
1622	1	617/482-1015
1623	1	617/570-9009
1624	1	617/494-9034
1625	1	617/864-1933
1626	1	617/422-0501
1627	1	617/227-2750
1628	1	617/495-0055
1629	1	303/444-5854
1630	1	303/444-5500
1631	1	303/440-3955
1632	1	303/444-1811
1633	1	303/444-3690
1634	1	303/440-0220
1635	1	508/563-5350
1636	1	406/587-2901
1637	1	406/587-3205
1638	1	406/587-7700
1639	1	406/556-8282
1640	1	406/587-2170
1641	1	406/586-5247
1642	1	417/335-2002
1643	1	417/334-3021
1644	1	417/334-3633
1645	1	802/257-4922
1646	1	800/422-2586, 337/332-4648
1647	1	508/896-7771
1648	1	800/430-3640, 508/896-3640
1649	1	508/896-7867
1650	1	716/884-3866
1651	1	716/882-2989
1652	1	716/627-5551
1653	1	716/439-4386
1654	1	716/834-6287
1655	1	716/683-7713
1656	1	716/693-1960
1657	1	716/885-1594
1658	1	877/241-4348, 716/372-2226
1659	1	802/864-5253
1660	1	406/563-9963
1661	1	410/943-4689
1662	1	888/507-8514, 207/236-6011
1663	1	207/236-2254
1664	1	207/236-4949
1665	1	585/396-2200
1666	1	503/436-2661
1667	1	503/436-2729
1668	1	503/436-1151
1669	1	575/887-2851
1670	1	858/792-0072
1671	1	760/753-9050
1672	1	760/603-6999
1673	1	831/625-5436
1674	1	307/234-4110
1675	1	207/326-4365
1676	1	207/326-9045
1677	1	505/756-1717
1678	1	919/929-7643
1679	1	919/969-8846
1680	1	919/942-5837
1681	1	919/928-8200
1682	1	919/932-7504
1683	1	919/933-2001
1684	1	843/723-7591
1685	1	843/723-1151
1686	1	843/724-3490
1687	1	843/724-3800
1688	1	843/577-4522
1689	1	843/722-3474
1690	1	843/723-0500
1691	1	843/881-9076
1692	1	843/724-3815
1693	1	843/723-6000
1694	1	843/577-7771
1695	1	843/577-0025
1696	1	843/723-0700
1697	1	843/577-7565
1698	1	843/928-3609
1699	1	843/577-7171
1700	1	843/849-0313
1701	1	704/372-2561
1702	1	704/556-7730
1703	1	434/293-3120
1704	1	434/979-0688
1705	1	508/945-5300
1706	1	508/945-0825
1707	1	508/945-0945
1708	1	508/348-0469
1709	1	508/945-9988
1710	1	508/348-0485
1711	1	828/497-5116
1712	1	410/885-2040
1713	1	410/778-0188
1714	1	410/639-2194
1715	1	307/634-3684
1716	1	307/638-8971
1717	1	312/266-7999
1718	1	312/867-0110
1719	1	773/539-1909
1720	1	312/755-9463
1721	1	312/587-3660
1722	1	312/715-0708
1723	1	312/337-6070
1724	1	312/595-0800
1725	1	312/573-1510
1726	1	312/850-5005
1727	1	312/280-9200
1728	1	312/527-1200
1729	1	312/464-1700
1730	1	773/770-0184
1731	1	312/266-8999
1732	1	773/832-9040
1733	1	312/828-0966
1734	1	773/489-1747
1735	1	773/528-9050
1736	1	312/421-2800
1737	1	773/862-8500
1738	1	773/348-8886
1739	1	312/337-8500
1740	1	312/664-2727
1741	1	312/321-6242
1742	1	312/751-1988
1743	1	312/642-8450
1744	1	312/321-1000
1745	1	773/528-1405
1746	1	312/733-8880
1747	1	312/786-9911
1748	1	312/645-6000
1749	1	773/296-0081
1750	1	773/489-6212
1751	1	312/280-2750
1752	1	312/427-3170
1753	1	312/372-4243
1754	1	312/202-0001
1755	1	312/644-8664
1756	1	312/482-9179
1757	1	312/850-0303
1758	1	513/621-1465
1759	1	216/696-CROP (696-2767)
1760	1	216/421-1500
1761	1	216/295-1200
1762	1	216/707-4045
1763	1	216/861-1919
1764	1	321/799-0513
1765	1	307/527-7116
1766	1	307/587-4917
1767	1	719/685-1430
1768	1	719/227-1975
1769	1	719/685-9962
1770	1	719/635-3111
1771	1	719/599-4776
1772	1	719/633-0583
1773	1	719/635-2800
1774	1	719/635-8484
1775	1	719/632-1086
1776	1	719/475-8880
1777	1	803/799-7595
1778	1	803/254-6767
1779	1	803/254-7828
1780	1	803/799-0196
1781	1	978/318-1999
1782	1	603/942-5862
1783	1	607/547-4070
1784	1	800/860-5670, 607/547-4040
1785	1	907/424-7733
1786	1	361/980-3909
1787	1	361/882-8683
1788	1	970/565-6039
1789	1	541/754-6958
1790	1	706/456-2445
1791	1	707/464-2205
1792	1	970/349-5808
1793	1	301/689-2220
1794	1	214/559-0325
1795	1	214/823-8235
1796	1	214/754-4940
1797	1	214/922-4848
1798	1	214/752-7500
1799	1	214/987-9188
1800	1	214/357-7120
1801	1	214/521-3669
1802	1	214/742-8200
1803	1	386/761-4831
1804	1	386/615-4888
1805	1	386/238-3321
1806	1	386/258-0011
1807	1	858/369-6032
1808	1	505/546-3938
1809	1	505/542-3073
1810	1	508/385-7737
1811	1	508/394-6661
1812	1	508/394-1791
1813	1	508/398-7774
1814	1	508/394-0700
1815	1	303/573-6828
1816	1	303/534-9505
1817	1	303/477-4141
1818	1	303/964-9544
1819	1	303/863-8094
1820	1	303/825-1107
1821	1	303/297-3111
1822	1	303/893-2000
1823	1	303/831-7310
1824	1	303/777-0826
1825	1	303/922-2378
1826	1	303/697-4771
1827	1	303/825-7256
1828	1	303/297-2700
1829	1	720/904-0965
1830	1	541/765-2995
1831	1	850/837-1913
1832	1	800/231-2166
1833	1	850/837-6328
1834	1	850/837-8824
1835	1	850/654-4766
1836	1	850/654-4200
1837	1	850/837-2506
1838	1	850/654-4800
1839	1	850/244-8669
1840	1	850/231-1008
1841	1	313/962-1529
1842	1	313/964-6800
1843	1	313/567-7301
1844	1	248/661-4466
1845	1	406/689-3800
1846	1	406/683-6611
1847	1	302/767-8310
1848	1	302/674-8875
1849	1	970/385-6884
1850	1	970/247-9889
1851	1	970/259-2990
1852	1	970/259-9200
1853	1	970/247-2018
1854	1	919/493-8545
1855	1	907/581-4288
1856	1	508/255-2575
1857	1	508/255-2817
1858	1	508/255-0799
1859	1	508/255-9446
1860	1	915/533-1144
1861	1	509/933-2233
1862	1	435/826-4266
1863	1	435/826-4658
1864	1	760/738-9805
1865	1	505/753-3211
1866	1	541/685-5189
1867	1	541/342-3612
1868	1	541/284-2944
1869	1	603/778-8955
1870	1	907/452-6123
1871	1	907/456-8600
1872	1	907/479-8452
1873	1	508/540-6120
1874	1	508/540-7794
1875	1	508/548-5600
1876	1	508/548-1758
1877	1	508/540-9104
1878	1	508/540-8204
1879	1	508/457-3100
1880	1	508/548-7800
1881	1	508/540-9600
1882	1	508/548-9206
1883	1	508/548-2700
1884	1	505/334-0599
1885	1	707/786-9696
1886	1	928/213-1021
1887	1	928/774-8431
1888	1	928/774-6100
1889	1	928/779-1937
1890	1	406/837-4250
1891	1	406/837-2923
1892	1	541/997-3154
1893	1	541/997-7978
1894	1	970/493-0086
1895	1	970/498-0483
1896	1	954/467-8484
1897	1	954/524-1818
1898	1	954/923-4445
1899	1	954/584-1637
1900	1	954/922-1119
1901	1	954/922-1119
1902	1	954/523-3233
1903	1	954/463-4041
1904	1	954/567-8070
1905	1	239/278-5544
1906	1	239/765-6766
1907	1	817/877-3999
1908	1	817/332-0033
1909	1	817/850-9996
1910	1	817/740-8810
1911	1	817/738-9808
1912	1	301/695-2756
1913	1	301/447-2366
1914	1	301/271-7373
1915	1	301/663-6600
1916	1	301/271-2912
1917	1	240/379-7772
1918	1	301/694-8451
1919	1	207/865-4888
1920	1	207/865-4196
1921	1	540/636-3123
1922	1	505/863-4201
1923	1	505/726-0291
1924	1	409/763-2805
1925	1	315/789-4656
1926	1	843/527-4110
1927	1	843/546-2021
1928	1	253/851-3167
1929	1	307/682-2944
1930	1	907/783-2500
1931	1	970/945-6253
1932	1	970/945-6422
1933	1	970/945-7692
1934	1	970/945-1047
1935	1	978/281-3997
1936	1	978/281-1900
1937	1	530/265-6252
1938	1	209/223-0853
1939	1	530/265-6399
1940	1	530/272-1468
1941	1	337/662-3500
1942	1	970/245-2111
1943	1	970/627-8144
1944	1	505/287-3801
1945	1	541/476-6882
1946	1	406/453-5980
1947	1	970/304-9024
1948	1	864/467-9975
1949	1	864/298-0494
1950	1	864/235-2774
1951	1	707/884-3335
1952	1	860/522-2530
1953	1	860/493-7417
1954	1	406/443-0105
1955	1	406/443-1929
1956	1	406/443-9669
1957	1	907/235-8330
1958	1	832/200-8888
1959	1	713/521-2239
1960	1	713/840-1111
1961	1	713/807-1123
1962	1	713/522-2530
1963	1	713/524-7744
1964	1	713/524-2170
1965	1	713/871-8883
1966	1	713/222-2461
1967	1	713/521-0963
1968	1	713/924-6074
1969	1	713/523-3800
1970	1	713/528-8561
1971	1	713/659-1608
1972	1	317/925-2823
1973	1	317/634-8888
1974	1	317/466-1111
1975	1	317/423-0312
1976	1	317/925-2233
1977	1	607/277-WINE
1978	1	607/272-4136
1979	1	607/532-9401
1980	1	607/387-7711
1981	1	307/733-0043
1982	1	307/733-5283
1983	1	307/733-3888
1984	1	307/734-6161
1985	1	307/739-1100
1986	1	307/733-0557
1987	1	307/733-3912
1988	1	307/733-3279
1989	1	603/383-4242
1990	1	904/270-1424
1991	1	904/247-7763
1992	1	904/241-7877
1993	1	904/398-2299
1994	1	541/899-1900
1995	1	505/829-3108
1996	1	928/639-3197
1997	1	541/432-5691
1998	1	541/432-9821
1999	1	011-52/12-33-70
