restaurant	pickarestaurant	address
0355	2	&nbsp;8121 Harry Hines Boulevard	&nbsp;Dallas, TX
0356	2	&nbsp;9759 Forest Lane	&nbsp;Dallas, TX 75243
0357	2	&nbsp;2901 Elm Street	&nbsp;Dallas, TX 75226
0358	2	&nbsp;14902 Preston Road	&nbsp;Dallas, TX 75240
0359	2	&nbsp;7800 North Stemmons Freeway #160	&nbsp;Dallas, TX 75247
0360	2	&nbsp;17610 Midway Road #150	&nbsp;Dallas, TX 75287
0361	2	&nbsp;19009 Preston Road	&nbsp;Dallas, TX 75252
0362	2	&nbsp;3102 Oak Lawn #100	&nbsp;Dallas, TX 75219
0363	2	&nbsp;3406 Mckinney Avenue	&nbsp;Dallas, TX 75204
0364	2	&nbsp;Steak	&nbsp;Dallas, TX
0365	2	&nbsp;4345 West NW Hwy, #270	&nbsp;Dallas, TX 75220
0366	2	&nbsp;417 Preston Valley Shopp	&nbsp;Dallas, TX 75230
0367	2	&nbsp;3830 West NW Hwy	&nbsp;Dallas, TX
0368	2	&nbsp;714 Jackson Street	&nbsp;Dallas, TX
0369	2	&nbsp;9310 Forest Lane #362	&nbsp;Dallas, TX 75243
0370	2	&nbsp;5301 Belt Line Road	&nbsp;Dallas, TX 75240
0371	2	&nbsp;9323 635 Lbj Freeway	&nbsp;Dallas, TX 75243
0372	2	&nbsp;3211 Oak Lawn Avenue	&nbsp;Dallas, TX 75219
0373	2	&nbsp;5225 Houston School Road	&nbsp;Dallas, TX 75241
0374	2	&nbsp;8017 Lake June Road	&nbsp;Dallas, TX 75217
0375	2	&nbsp;4500 Mckinney Avenue	&nbsp;Dallas, TX 75205
0376	2	&nbsp;3700 Irving Boulevard	&nbsp;Dallas, TX 75247
0377	2	&nbsp;2940 Walnut Hill Lane	&nbsp;Dallas, TX 75229
0378	2	&nbsp;907 Elm Street	&nbsp;Dallas, TX 75202
0379	2	&nbsp;10505 Shady Trail #300	&nbsp;Dallas, TX 75220
0380	2	&nbsp;2816 Fairmount Street	&nbsp;Dallas, TX 75201
0381	2	&nbsp;8130 South Polk Street	&nbsp;Dallas, TX 75232
0382	2	&nbsp;17981 Preston Road	&nbsp;Dallas, TX 75252
0383	2	&nbsp;5420 635 Lbj Freeway	&nbsp;Dallas, TX 75240
0384	2	&nbsp;725 Olive Street	&nbsp;Dallas, TX 75201
0385	2	&nbsp;11421 Chairman Drive	&nbsp;Dallas, TX 75243
0386	2	&nbsp;10233 East NW Hwy	&nbsp;Dallas, TX
0387	2	&nbsp;408 North Bishop, #107	&nbsp;Dallas, TX 75208
0388	2	&nbsp;1990 West NW Hwy	&nbsp;Dallas, TX 75220
0389	2	&nbsp;3222 West Camp Wisdom Road	&nbsp;Dallas, TX 75237
0390	2	&nbsp;4715 Malcolm X Boulevard	&nbsp;Dallas, TX 75215
0391	2	&nbsp;11880 North Central Expressway	&nbsp;Dallas, TX 75243
0392	2	&nbsp;10155 Lake June Road	&nbsp;Dallas, TX 75217
0393	2	&nbsp;9745 Harry Hines Boulevard	&nbsp;Dallas, TX 75220
0394	2	&nbsp;2328 West Illinois Avenue	&nbsp;Dallas, TX 75224
0395	2	&nbsp;6073 Forest Lane	&nbsp;Dallas, TX 75230
0396	2	&nbsp;831 4th Avenue	&nbsp;Dallas, TX 75226
0397	2	&nbsp;7502 Greenville Avenue	&nbsp;Dallas, TX
0398	2	&nbsp;8144 Walnut Hill Lane #B41	&nbsp;Dallas, TX 75231
0399	2	&nbsp;5555 North Jim Miller Road	&nbsp;Dallas, TX 75228
0400	2	&nbsp;1910 South Buckner Boulevard	&nbsp;Dallas, TX 75217
0401	2	&nbsp;4018 Lemmon Avenue	&nbsp;Dallas, TX 75219
0402	2	&nbsp;6614 East NW Hwy	&nbsp;Dallas, TX 75231
0403	2	&nbsp;10046 Marsh Lane	&nbsp;Dallas, TX 75229
0404	2	&nbsp;1981 Fort Worth Avenue	&nbsp;Dallas, TX 75208
0405	2	&nbsp;8102 South Polk Street	&nbsp;Dallas, TX 75232
0406	2	&nbsp;7303 John West Carpenter Freeway	&nbsp;Dallas, TX 75247
0407	2	&nbsp;1602B Main Street	&nbsp;Dallas, TX 75201
0408	2	&nbsp;9189 Skillman Street	&nbsp;Dallas, TX 75243
0409	2	&nbsp;1212 South Buckner Boulevard	&nbsp;Dallas, TX 75217
0410	2	&nbsp;2007 Abrams Road	&nbsp;Dallas, TX 75214
0411	2	&nbsp;4818 Vicksburg Street	&nbsp;Dallas, TX 75207
0412	2	&nbsp;6333 East Mockingbird Lane #130	&nbsp;Dallas, TX 75214
0413	2	&nbsp;5600 West Lovers Lane	&nbsp;Dallas, TX 75209
0414	2	&nbsp;6023 Sherry Lane	&nbsp;Dallas, TX 75225
0415	2	&nbsp;7517 Campbell Road	&nbsp;Dallas, TX
0416	2	&nbsp;8440 Abrams Road	&nbsp;Dallas, TX 75243
0417	2	&nbsp;3333 West Camp Wisdom Road	&nbsp;Dallas, TX 75237
0418	2	&nbsp;7760 Glen America Drive	&nbsp;Dallas, TX 75225
0419	2	&nbsp;1455 West Buckingham	&nbsp;Dallas, TX 75081
0420	2	&nbsp;2701 North Stemmons Freeway	&nbsp;Dallas, TX 75207
0421	2	&nbsp;3111 Monticello Avenue #C	&nbsp;Dallas, TX 75205
0422	2	&nbsp;4925 Bonnie View Road	&nbsp;Dallas, TX 75241
0423	2	&nbsp;8585 North Stemmons Freeway #C20	&nbsp;Dallas, TX 75247
0424	2	&nbsp;4300 Alpha Road #101	&nbsp;Dallas, TX 75244
0425	2	&nbsp;3827 Lemmon Avenue	&nbsp;Dallas, TX
0426	2	&nbsp;1603 L B J Freeway	&nbsp;Dallas, TX
0427	2	&nbsp;3211 North Buckner Boulevard	&nbsp;Dallas, TX 75228
0428	2	&nbsp;2006 San Jacinto	&nbsp;Dallas, TX 75201
0429	2	&nbsp;408 Exposition	&nbsp;Dallas, TX 75226
0430	2	&nbsp;5708 Abrams Road	&nbsp;Dallas, TX 75214
0431	2	&nbsp;5814 Winding Woods Trail	&nbsp;Dallas, TX 75227
0432	2	&nbsp;2844 North Buckner Boulevard	&nbsp;Dallas, TX 75228
0433	2	&nbsp;4243 South Westmoreland Road	&nbsp;Dallas, TX 75233
0434	2	&nbsp;3113 Knox Street	&nbsp;Dallas, TX 75205
0435	2	&nbsp;3009 Martin Luther King Jr Boulevard	&nbsp;Dallas, TX 75215
0436	2	&nbsp;1212 West Kiest Boulevard	&nbsp;Dallas, TX 75224
0437	2	&nbsp;2213 Lower Greenville	&nbsp;Dallas, TX 75206
0438	2	&nbsp;3878 Oak Lawn Avenue	&nbsp;Dallas, TX
0439	2	&nbsp;69 Highland Park Village	&nbsp;Dallas, TX 75205
0440	2	&nbsp;15770 Dallas Parkway #102	&nbsp;Dallas, TX 75248
0441	2	&nbsp;7205 Skillman	&nbsp;Dallas, TX 75231
0442	2	&nbsp;3600 Gaston Avenue #107	&nbsp;Dallas, TX 75246
0443	2	&nbsp;1835 South Harwood Street	&nbsp;Dallas, TX 75215
0444	2	&nbsp;11661 Preston Road	&nbsp;Dallas, TX 75230
0445	2	&nbsp;8151 Forest Lane	&nbsp;Dallas, TX 75243
0446	2	&nbsp;1932 South Buckner Boulevard	&nbsp;Dallas, TX 75217
0447	2	&nbsp;126 East Colorado Boulevard	&nbsp;Dallas, TX 75203
0448	2	&nbsp;2320 West 12Th Street	&nbsp;Dallas, TX 75208
0449	2	&nbsp;2454 West Kiest Boulevard	&nbsp;Dallas, TX 75233
0450	2	&nbsp;14651 Dallas Parkway	&nbsp;Dallas, TX 75240
0451	2	&nbsp;	&nbsp;Dallas, TX
0452	2	&nbsp;2623 Manor Way	&nbsp;Dallas, TX 75235
0453	2	&nbsp;12700 Preston Road #215	&nbsp;Dallas, TX 75230
0454	2	&nbsp;250 Preston Royal Center	&nbsp;Dallas, TX 75230
0455	2	&nbsp;1411 North Zang Boulevard	&nbsp;Dallas, TX 75203
0456	2	&nbsp;4101 Belt Line Road	&nbsp;Dallas, TX 75244
0457	2	&nbsp;2743 Cedar Crest Boulevard	&nbsp;Dallas, TX
0458	2	&nbsp;5665 East Mockingbird Lane	&nbsp;Dallas, TX 75206
0459	2	&nbsp;3701 West NW Hwy	&nbsp;Dallas, TX 75220
0460	2	&nbsp;1875 John West Road	&nbsp;Dallas, TX 75228
0461	2	&nbsp;3616 North Hampton Road	&nbsp;Dallas, TX 75212
0462	2	&nbsp;801 North Industrial Boulevard	&nbsp;Dallas, TX 75207
0463	2	&nbsp;7300 South Cockrell Hill Road	&nbsp;Dallas, TX 75236
0464	2	&nbsp;3835 Cedar Springs Road	&nbsp;Dallas, TX 75219
0465	2	&nbsp;1111 West Mockingbird Lane #150	&nbsp;Dallas, TX 75247
0466	2	&nbsp;8350 North Central Expressway #M1090	&nbsp;Dallas, TX 75206
0467	2	&nbsp;4839 Gaston	&nbsp;Dallas, TX 75246
0468	2	&nbsp;5315 Greenville Avenue	&nbsp;Dallas, TX 75206
0469	2	&nbsp;1700 Pacific Avenue #111	&nbsp;Dallas, TX 75201
0470	2	&nbsp;Dallas Ft Worth Arprt Gate 5	&nbsp;Dallas, TX 75261
0471	2	&nbsp;2815 Elm Street	&nbsp;Dallas, TX 75226
0472	2	&nbsp;2023 Greenville Avenue	&nbsp;Dallas, TX 75206
0473	2	&nbsp;2217 Greenville Avenue	&nbsp;Dallas, TX 75206
0474	2	&nbsp;1802 Greenville Avenue	&nbsp;Dallas, TX 75206
0475	2	&nbsp;3711 Greenville Avenue	&nbsp;Dallas, TX 75206
0476	2	&nbsp;1225 North Industrial	&nbsp;Dallas, TX
0477	2	&nbsp;7979 Inwood Road #121	&nbsp;Dallas, TX 75209
0478	2	&nbsp;2829 West NW Hwy	&nbsp;Dallas, TX 75220
0479	2	&nbsp;12225 Greenville Avenue	&nbsp;Dallas, TX 75243
0480	2	&nbsp;1100 Commerce Street	&nbsp;Dallas, TX 75242
0481	2	&nbsp;10723 Composite Drive	&nbsp;Dallas, TX 75220
0482	2	&nbsp;1709 Martin Luther King Jr Boulevard	&nbsp;Dallas, TX 75215
0483	2	&nbsp;5531 Dyer Street	&nbsp;Dallas, TX 75206
0484	2	&nbsp;11300 North Central Expressway #104	&nbsp;Dallas, TX 75243
0485	2	&nbsp;3230 Knox Street	&nbsp;Dallas, TX 75205
0486	2	&nbsp;12120 Inwood Road	&nbsp;Dallas, TX 75244
0487	2	&nbsp;4291 Belt Line Road	&nbsp;Dallas, TX
0488	2	&nbsp;9739 North Central Expressway	&nbsp;Dallas, TX 75231
0489	2	&nbsp;2222 West NW Hwy	&nbsp;Dallas, TX 75220
0490	2	&nbsp;2201 South 22nd Avenue	&nbsp;Dallas, TX 75261
0491	2	&nbsp;9239 Skillman Street	&nbsp;Dallas, TX 75243
0492	2	&nbsp;7110 South Westmoreland Road	&nbsp;Dallas, TX 75237
0493	2	&nbsp;3797 Forest Lane	&nbsp;Dallas, TX
0494	2	&nbsp;6516 East NW Hwy	&nbsp;Dallas, TX 75231
0495	2	&nbsp;700 South Cockrell Hill Road	&nbsp;Dallas, TX
0496	2	&nbsp;2811 Mckinney Avenue #22	&nbsp;Dallas, TX 75204
0497	2	&nbsp;7238 Gaston	&nbsp;Dallas, TX 75214
0498	2	&nbsp;6516 East NW Hwy	&nbsp;Dallas, TX 75231
0499	2	&nbsp;6300 Samuell Boulevard	&nbsp;Dallas, TX 75228
0500	2	&nbsp;3012 North Henderson Avenue	&nbsp;Dallas, TX 75206
0501	2	&nbsp;7522 Campbell Road Suite 117	&nbsp;Dallas, TX 75248
0502	2	&nbsp;4410 West Mockingbird Lane	&nbsp;Dallas, TX 75209
0503	2	&nbsp;3107 West Camp Wisdom Road	&nbsp;Dallas, TX 75237
0504	2	&nbsp;1222 South Buckner Boulevard	&nbsp;Dallas, TX 75217
0505	2	&nbsp;4353 Spring Avenue #2	&nbsp;Dallas, TX 75210
0506	2	&nbsp;7517 Campbell Road #605	&nbsp;Dallas, TX 75248
0507	2	&nbsp;13504 Waterfall Way	&nbsp;Dallas, TX 75240
0508	2	&nbsp;6130 Luther Lane	&nbsp;Dallas, TX 75225
0509	2	&nbsp;2001 Ross Avenue #200	&nbsp;Dallas, TX 75201
0510	2	&nbsp;3207 Gaston	&nbsp;Dallas, TX 75226
0511	2	&nbsp;213 West Belt Line	&nbsp;Dallas, TX 75253
0512	2	&nbsp;920 South Pearl Expressway	&nbsp;Dallas, TX 75201
0513	2	&nbsp;5409 North Jim Miller Road #239	&nbsp;Dallas, TX 75227
0514	2	&nbsp;10233 East NW Hwy #434	&nbsp;Dallas, TX 75238
0515	2	&nbsp;5307 East Mockingbird Lane	&nbsp;Dallas, TX 75206
0516	2	&nbsp;10215 Scyene Road	&nbsp;Dallas, TX 75227
0517	2	&nbsp;4503 West Lovers Lane	&nbsp;Dallas, TX 75209
0518	2	&nbsp;2715 Martin Luther King Jr Boulevard	&nbsp;Dallas, TX 75215
0519	2	&nbsp;9501 Brockbank Drive	&nbsp;Dallas, TX 75220
0520	2	&nbsp;Us Hwy 82	&nbsp;Dallas, TX
0521	2	&nbsp;1914 Greenville Avenue	&nbsp;Dallas, TX 75206
0522	2	&nbsp;5100 Belt Line Road #802	&nbsp;Dallas, TX 75240
0523	2	&nbsp;400 North Olive Street	&nbsp;Dallas, TX 75201
0524	2	&nbsp;2222 Stemmons Freeway	&nbsp;Dallas, TX 75258
0525	2	&nbsp;9840 North Central Expressway	&nbsp;Dallas, TX 75231
0526	2	&nbsp;2822 Mckinney Avenue	&nbsp;Dallas, TX 75205
0527	2	&nbsp;14902 Preston Road	&nbsp;Dallas, TX 75240
0528	2	&nbsp;1340 Inwood Road	&nbsp;Dallas, TX 75247
0529	2	&nbsp;11419 Garland Road	&nbsp;Dallas, TX 75218
0530	2	&nbsp;101 Preston Royal Shopping Center	&nbsp;Dallas, TX 75252
0531	2	&nbsp;710 East Ann Arbor Avenue	&nbsp;Dallas, TX 75216
0532	2	&nbsp;13247 Montfort Drive	&nbsp;Dallas, TX 75240
0533	2	&nbsp;1038 Valley View Mall	&nbsp;Dallas, TX 75240
0534	2	&nbsp;238 Sunset Avenue	&nbsp;Dallas, TX 75208
0535	2	&nbsp;180 West Campbell	&nbsp;Dallas, TX 75080
0536	2	&nbsp;6750 Abrams Road	&nbsp;Dallas, TX 75231
0537	2	&nbsp;901 Main Street #122	&nbsp;Dallas, TX 75202
0538	2	&nbsp;5365 Spring Valley Road	&nbsp;Dallas, TX 75240
0539	2	&nbsp;2114 Greenville Avenue	&nbsp;Dallas, TX 75206
0540	2	&nbsp;11722 Marsh Lane	&nbsp;Dallas, TX 75229
0541	2	&nbsp;1001 1 Avenue	&nbsp;Dallas, TX 75210
0542	2	&nbsp;2002 West Clarendon Drive	&nbsp;Dallas, TX 75208
0543	2	&nbsp;4216 Oak Lawn Avenue	&nbsp;Dallas, TX 75219
0544	2	&nbsp;1818 South Buckner Boulevard	&nbsp;Dallas, TX 75217
0545	2	&nbsp;6363 Greenville Avenue	&nbsp;Dallas, TX 75206
0546	2	&nbsp;2934 Main Street	&nbsp;Dallas, TX 75226
0547	2	&nbsp;6530 East NW Hwy	&nbsp;Dallas, TX 75231
0548	2	&nbsp;3790 Belt Line Road	&nbsp;Dallas, TX
0549	2	&nbsp;8350 North Central Expressway #M1000	&nbsp;Dallas, TX 75206
0550	2	&nbsp;2700 Fairmount Street	&nbsp;Dallas, TX 75201
0551	2	&nbsp;601 North Haskell Avenue	&nbsp;Dallas, TX 75246
0552	2	&nbsp;5027 West Lowers Lane	&nbsp;Dallas, TX 75209
0553	2	&nbsp;2817 Howell Street	&nbsp;Dallas, TX 75204
0554	2	&nbsp;3851 Cedar Springs Road	&nbsp;Dallas, TX
0555	2	&nbsp;907 Elm Street	&nbsp;Dallas, TX 75226
0556	2	&nbsp;5500 Greenville Avenue	&nbsp;Dallas, TX 75206
0557	2	&nbsp;4844 Greenville Avenue	&nbsp;Dallas, TX 75206
0558	2	&nbsp;4714 Maple Avenue	&nbsp;Dallas, TX 75219
0559	2	&nbsp;3003 Knox Street	&nbsp;Dallas, TX 75205
0560	2	&nbsp;10815 Ferguson Road	&nbsp;Dallas, TX 75228
0561	2	&nbsp;1800 South Akard Street	&nbsp;Dallas, TX 75215
0562	2	&nbsp;4454 South Marsalis Avenue	&nbsp;Dallas, TX 75216
0563	2	&nbsp;5115 East Grand Avenue	&nbsp;Dallas, TX 75223
0564	2	&nbsp;2321 Lagow Street	&nbsp;Dallas, TX 75210
0565	2	&nbsp;2525 Inwood Road #123	&nbsp;Dallas, TX 75235
0566	2	&nbsp;2222 Ross Avenue	&nbsp;Dallas, TX 75201
0567	2	&nbsp;15757 Coit Road	&nbsp;Dallas, TX 75248
0568	2	&nbsp;1765 North Town East	&nbsp;Dallas, TX 75287
0569	2	&nbsp;750 Northpark Centre	&nbsp;Dallas, TX 75225
0570	2	&nbsp;4727 Frankford Road #373	&nbsp;Dallas, TX 75287
0571	2	&nbsp;2624 Commerce Street	&nbsp;Dallas, TX 75226
0572	2	&nbsp;4537 Cole Avenue	&nbsp;Dallas, TX 75205
0573	2	&nbsp;5290 Belt Line Road #108	&nbsp;Dallas, TX 75240
0574	2	&nbsp;14951 Dallas Parkway #170	&nbsp;Dallas, TX 75240
0575	2	&nbsp;14374 Marsh Lane	&nbsp;Dallas, TX 75234
0576	2	&nbsp;9741 Preston Road	&nbsp;Dallas, TX
0577	2	&nbsp;15707 Coit Road	&nbsp;Dallas, TX 75248
0578	2	&nbsp;4520 Frankford Road #1100	&nbsp;Dallas, TX 75287
0579	2	&nbsp;2219 Hollybush Drive	&nbsp;Dallas, TX 75228
0580	2	&nbsp;13020 Preston Road	&nbsp;Dallas, TX
0581	2	&nbsp;7517 Campbell Road Suite	&nbsp;Dallas, TX 75248
0582	2	&nbsp;1320 Patterson Street	&nbsp;Dallas, TX 75202
0583	2	&nbsp;1520 Main Street	&nbsp;Dallas, TX 75201
0584	2	&nbsp;9540 Garland Road	&nbsp;Dallas, TX 75218
0585	2	&nbsp;4503 West Lovers Lane	&nbsp;Dallas, TX 75209
0586	2	&nbsp;2711 Mckinney	&nbsp;Dallas, TX 75204
0587	2	&nbsp;5404 Lemmon Avenue	&nbsp;Dallas, TX 75209
0588	2	&nbsp;703 Mckinney Avenue	&nbsp;Dallas, TX 75202
0589	2	&nbsp;10645 Ferguson Road	&nbsp;Dallas, TX 75228
0590	2	&nbsp;8080 North Central Expressway #140	&nbsp;Dallas, TX 75206
0591	2	&nbsp;650 North Pearl	&nbsp;Dallas, TX 75201
0592	2	&nbsp;500 South Ervay Street	&nbsp;Dallas, TX 75201
0593	2	&nbsp;2701 Guillot	&nbsp;Dallas, TX 75204
0594	2	&nbsp;5219 West Lovers Lane	&nbsp;Dallas, TX 75209
0595	2	&nbsp;2130 Van Cleave Drive	&nbsp;Dallas, TX 75216
0596	2	&nbsp;4416 Live Oak	&nbsp;Dallas, TX 75204
0597	2	&nbsp;13737 Noel Rd, Suite 100	&nbsp;Dallas, TX 75240
0598	2	&nbsp;19009 Preston Road #209	&nbsp;Dallas, TX 75252
0599	2	&nbsp;4043 Trinity Mills Road	&nbsp;Dallas, TX 75287
0600	2	&nbsp;8410 Harry Hines Boulevard	&nbsp;Dallas, TX 75235
0601	2	&nbsp;2400 Allen Street	&nbsp;Dallas, TX 75204
0602	2	&nbsp;2500 Victory Avenue	&nbsp;Dallas, TX 75219
0603	2	&nbsp;2520 Electronic Lane	&nbsp;Dallas, TX 75220
0604	2	&nbsp;3007 Martin Luther King Jr Boulevard	&nbsp;Dallas, TX 75215
0605	2	&nbsp;2829 West NW Hwy	&nbsp;Dallas, TX 75220
0606	2	&nbsp;3907 West Camp Wisdom Road	&nbsp;Dallas, TX 75237
0607	2	&nbsp;3115 Cartwright Street	&nbsp;Dallas, TX 75212
0608	2	&nbsp;12101 Greenville Avenue	&nbsp;Dallas, TX
0609	2	&nbsp;12215 Coit Road	&nbsp;Dallas, TX
0610	2	&nbsp;2715 Meadow Street	&nbsp;Dallas, TX 75215
0611	2	&nbsp;10630 Church Road	&nbsp;Dallas, TX 75238
0612	2	&nbsp;4916 Military Pky	&nbsp;Dallas, TX
0613	2	&nbsp;13601 Preston Road #C17	&nbsp;Dallas, TX 75240
0614	2	&nbsp;1701 North Market Street #105	&nbsp;Dallas, TX 75202
0615	2	&nbsp;14920 Midway Road	&nbsp;Dallas, TX 75244
0616	2	&nbsp;6005 South R L Thornton Freeway	&nbsp;Dallas, TX 75232
0617	2	&nbsp;11115 Garland Road	&nbsp;Dallas, TX 75218
0618	2	&nbsp;6130 Greenville Avenue	&nbsp;Dallas, TX 75206
0619	2	&nbsp;3107 South Cockrell Hill Road	&nbsp;Dallas, TX 75236
0620	2	&nbsp;1303 East 8th Street	&nbsp;Dallas, TX 75203
0621	2	&nbsp;2536 Martin Luther King Jr Boulevard	&nbsp;Dallas, TX 75215
0622	2	&nbsp;3736 South Polk Street	&nbsp;Dallas, TX 75224
0623	2	&nbsp;10304 Lake June Road	&nbsp;Dallas, TX 75217
0624	2	&nbsp;812 North Stemmons Freeway	&nbsp;Dallas, TX 75207
0625	2	&nbsp;1326 South Lamar Street	&nbsp;Dallas, TX
0626	2	&nbsp;4303 West Illinois Avenue	&nbsp;Dallas, TX 75211
0627	2	&nbsp;7639 Campbell Road	&nbsp;Dallas, TX 75248
0628	2	&nbsp;Preston Rd.@ Mockingbird Lane	&nbsp;Dallas, TX 75230
0629	2	&nbsp;4615 Lovers Lane	&nbsp;Dallas, TX 75209
0630	2	&nbsp;3103 Knox Street	&nbsp;Dallas, TX 75205
0631	2	&nbsp;2824 Main Street	&nbsp;Dallas, TX 75226
0632	2	&nbsp;6820 Lbj Freeway	&nbsp;Dallas, TX 75240
0633	2	&nbsp;11406 Audelia Road	&nbsp;Dallas, TX 75243
0634	2	&nbsp;650 North Pearl Street	&nbsp;Dallas, TX 75201
0635	2	&nbsp;10300 North Central Expressway	&nbsp;Dallas, TX 75231
0636	2	&nbsp;6500 Cedar Springs Road	&nbsp;Dallas, TX 75235
0637	2	&nbsp;4751 Bradford Drive #A	&nbsp;Dallas, TX 75219
0638	2	&nbsp;4216 Oak Lawn Avenue	&nbsp;Dallas, TX 75219
0639	2	&nbsp;4460 Belt Line Road	&nbsp;Dallas, TX 75244
0640	2	&nbsp;1505 635 Lbj Freeway	&nbsp;Dallas, TX 75234
0641	2	&nbsp;5102 West Davis Street	&nbsp;Dallas, TX 75211
0642	2	&nbsp;11717 North Central Expressway	&nbsp;Dallas, TX 75243
0643	2	&nbsp;3858 West NW Hwy	&nbsp;Dallas, TX 75220
0644	2	&nbsp;13350 Dallas Parkway #900	&nbsp;Dallas, TX 75240
0645	2	&nbsp;4800 Belt Line Road	&nbsp;Dallas, TX 75240
0646	2	&nbsp;4814 South 2nd Avenue	&nbsp;Dallas, TX 75210
0647	2	&nbsp;16475 Dallas Parkway #160	&nbsp;Dallas, TX 75248
0648	2	&nbsp;12505 East NW Hwy	&nbsp;Dallas, TX 75228
0649	2	&nbsp;16479 Dallas Parkway	&nbsp;Dallas, TX 75248
0650	2	&nbsp;5000 Belt Line Road	&nbsp;Dallas, TX 75240
0651	2	&nbsp;1152 North Buckner	&nbsp;Dallas, TX 75218
0652	2	&nbsp;14881 Quorum Drive #225	&nbsp;Dallas, TX 75240
0653	2	&nbsp;8150 North Central Expressway #1020	&nbsp;Dallas, TX 75206
0654	2	&nbsp;400 Crescent Court	&nbsp;Dallas, TX 75201
0655	2	&nbsp;10675 East NW Hwy	&nbsp;Dallas, TX 75238
0656	2	&nbsp;Embassy Suites At Love Field	&nbsp;Dallas, TX 75220
0657	2	&nbsp;1215 Jackson Street	&nbsp;Dallas, TX 75202
0658	2	&nbsp;2006 San Jacinto Street	&nbsp;Dallas, TX 75201
0659	2	&nbsp;4242 Lomo Alto Drive	&nbsp;Dallas, TX
0660	2	&nbsp;3926 South Polk Street	&nbsp;Dallas, TX
0661	2	&nbsp;3940 Rosemeade Parkway	&nbsp;Dallas, TX 75287
0662	2	&nbsp;1619 North Beckley Avenue	&nbsp;Dallas, TX 75203
0663	2	&nbsp;2401 Ross Avenue	&nbsp;Dallas, TX 75201
0664	2	&nbsp;2212 West NW Hwy	&nbsp;Dallas, TX 75220
0665	2	&nbsp;2805 Main Street	&nbsp;Dallas, TX 75226
0666	2	&nbsp;9776 Harry Hines Boulevard	&nbsp;Dallas, TX 75220
0667	2	&nbsp;17062 Preston Road	&nbsp;Dallas, TX 75248
0668	2	&nbsp;3520 Cedar Springs Road	&nbsp;Dallas, TX 75219
0669	2	&nbsp;7700 West NW Hwy	&nbsp;Dallas, TX 75225
0670	2	&nbsp;5221 West Jefferson Boulevard	&nbsp;Dallas, TX 75211
0671	2	&nbsp;14901 Quorum Drive	&nbsp;Dallas, TX
0672	2	&nbsp;325 North Street Paul Street	&nbsp;Dallas, TX
0673	2	&nbsp;1720 Regal Row	&nbsp;Dallas, TX 75235
0674	2	&nbsp;5001 635 Lbj Freeway	&nbsp;Dallas, TX 75244
0675	2	&nbsp;4419 West Jefferson Boulevard	&nbsp;Dallas, TX
0676	2	&nbsp;2900 Mckinney Avenue	&nbsp;Dallas, TX 75204
0677	2	&nbsp;2810 North Henderson	&nbsp;Dallas, TX 75206
0678	2	&nbsp;9239 Skillman Street	&nbsp;Dallas, TX 75243
0679	2	&nbsp;14901 Dallas Pky	&nbsp;Dallas, TX
0680	2	&nbsp;10221 North Central Expressway	&nbsp;Dallas, TX 75231
0681	2	&nbsp;4105 Live Oak Street	&nbsp;Dallas, TX
0682	2	&nbsp;7035 Greenville Avenue	&nbsp;Dallas, TX 75231
0683	2	&nbsp;2307 Abrams Road	&nbsp;Dallas, TX 75214
0684	2	&nbsp;8625 King George Drive	&nbsp;Dallas, TX 75235
0685	2	&nbsp;1201 Elm Street #Ll7	&nbsp;Dallas, TX 75270
0686	2	&nbsp;1638 West Mockingbird Lane	&nbsp;Dallas, TX 75235
0687	2	&nbsp;2332 Leonard Street	&nbsp;Dallas, TX 75201
0688	2	&nbsp;600 North Akard Street	&nbsp;Dallas, TX 75201
0689	2	&nbsp;16601 Addison Road #106	&nbsp;Dallas, TX 75248
0690	2	&nbsp;5600 West Lovers Lane	&nbsp;Dallas, TX 75209
0691	2	&nbsp;7448 Greenville Avenue	&nbsp;Dallas, TX 75231
0692	2	&nbsp;2038 Commerce Street	&nbsp;Dallas, TX 75201
0693	2	&nbsp;309 North Marsalis Avenue	&nbsp;Dallas, TX 75203
0694	2	&nbsp;923 Main Street	&nbsp;Dallas, TX 75202
0695	2	&nbsp;1605 North Haskell Avenue	&nbsp;Dallas, TX 75204
0696	2	&nbsp;2751 Electronic Lane	&nbsp;Dallas, TX
0697	2	&nbsp;6710 Snider Plaza	&nbsp;Dallas, TX 75205
0698	2	&nbsp;1503 Commerce Street	&nbsp;Dallas, TX 75201
0699	2	&nbsp;1214 Main Street	&nbsp;Dallas, TX
0700	2	&nbsp;1801 North Griffin Street	&nbsp;Dallas, TX 75202
0701	2	&nbsp;1252 Tranquilla Drive	&nbsp;Dallas, TX 75218
0702	2	&nbsp;11075 Harry Hines Boulevard	&nbsp;Dallas, TX 75229
0703	2	&nbsp;4900 Mckinney Avenue	&nbsp;Dallas, TX 75205
0704	2	&nbsp;111 East Main Forney	&nbsp;Dallas, TX
0705	2	&nbsp;2555 Inwood Road #143	&nbsp;Dallas, TX 75235
0706	2	&nbsp;841 Exposition	&nbsp;Dallas, TX 75226
0707	2	&nbsp;14258 Marsh Lane	&nbsp;Dallas, TX
0708	2	&nbsp;2639 Walnut Hill Lane	&nbsp;Dallas, TX 75229
0709	2	&nbsp;8076 Spring Valley Road	&nbsp;Dallas, TX 75240
