restaurant	usdiners	name
0940	1	Han Kuk Kwan Restaurant
0941	1	Hardee's
0942	1	Hometown Hot Dogs
0943	1	Half Fast Diner
0944	1	Hardee's
0945	1	Imperial Palace Restaurant
0946	1	Ihop
0947	1	Ihop
0948	1	Ihop
0949	1	Ihop
0950	1	Ihop
0951	1	I Love Sushi & Steak
0952	1	Iguana Lounge
0953	1	Ihop
0954	1	Ihop
0955	1	Ibiza Restaurant
0956	1	Il Mulino New York
0957	1	Immigrant Room & Winery, The
0958	1	Independent
0959	1	I & J Station House
0960	1	Ice Box Cafe
0961	1	Ihop
0962	1	Ice Castle
0963	1	Ice Cream Etcetera
0964	1	Ihop
0965	1	Ihop
0966	1	Indigo Eurasian Cuisine
0967	1	Ihop
0968	1	Iowa Machine Shed Restaurant
0969	1	Iowa Machine Shed Restaurant
0970	1	Ichi Ichi Bar & Sushi
0971	1	Ihop
0972	1	Idle -a- While Bar & Grill
0973	1	Ihop
0974	1	Ihop
0975	1	Ihop
0976	1	Iguana Cantina
0977	1	Il Forno
0978	1	Iggies
0979	1	Ihop
0980	1	Ihop
0981	1	Ihop
0982	1	I-Hop
0983	1	Ida's Ribs Chicken & More
0984	1	Ihop
0985	1	Ihop
0986	1	Ihop
0987	1	I Love Mr Sushi
0988	1	Ihop
0989	1	Ihop
0990	1	Ihop
0991	1	Ihop
0992	1	Ihop
0993	1	Ihop
0994	1	Ihop
0995	1	Ihop
0996	1	Ihop
0997	1	Ihop
0998	1	Ihop
0999	1	Ihop
1000	1	International Delights
1001	1	Ichiban Japanese Steak House
1002	1	Ihop
1003	1	Ihop
1004	1	Ihop
1005	1	Iraila
1006	1	Ibiza Tapas & Wine Bar
1007	1	Ichiban
1008	1	Ihop
1009	1	Ihop
1010	1	India
1011	1	India Restaurant
1012	1	Islander Restaurant
1013	1	Ihop
1014	1	I Fratelli Ristorante & Wine Bar
1015	1	Ihop
1016	1	Ihop
1017	1	Ihop
1018	1	Ichiban
1019	1	Ihop
1020	1	Ihop
1021	1	Ivar's Acres of Clams
1022	1	Ihop
1023	1	Ihop
1024	1	Immigrant Room & Winery, The
1025	1	Ihop
1026	1	Ihop
1027	1	Janino's Italian Cuisine
1028	1	Jason's Deli
1029	1	Jersey Mike's
1030	1	Jose's
1031	1	Jose's Southwest Grille
1032	1	Jade Palace
1033	1	Jade Palace Chinese Restaurant
1034	1	Jaxx on Sunset
1035	1	J & S
1036	1	J D's Restaurant & Pies
1037	1	J&J Hawaiian BBQ
1038	1	Jack's American Bistro & Wine Bar
1039	1	Jean Louis Restaurant
1040	1	Jenn's Jetty
1041	1	J Paul's
1042	1	Jack's Restaurant & Bar
1043	1	J J Muggs Stadium Grill
1044	1	J T's Prime Time Restaurant
1045	1	J. Christopher's
1046	1	Jack & Mary's Restaurant
1047	1	J R Cricket
1048	1	Jamba Juice
1049	1	J J's Broiler
1050	1	Johnny's Italian Steakhouse
1051	1	J & M Partnership
1052	1	Jack in the Box
1053	1	Jack in the Box
1054	1	Jack in the Box
1055	1	Jack in the Box
1056	1	Jaker's
1057	1	J & J Fish & Chicken
1058	1	Jersey Mike's
1059	1	Johnny's Tavern - Shawnee
1060	1	Jefferson's Restaurant
1061	1	J. Alexander's
1062	1	Jason's Deli
1063	1	Jeanroberts Greenup Cafe
1064	1	J-Lee's Family Inn
1065	1	Jazz Seafood & Steak House
1066	1	Jamba Juice
1067	1	Jasper's
1068	1	Jerry D's Parkville Hall
1069	1	Joe's Boathouse
1070	1	Jade Garden
1071	1	J. P. Zubay & Co. City Market
1072	1	Jefferson Pub & Grill
1073	1	Jack in the Box
1074	1	Jacques Cafe in the Park
1075	1	Jason's Deli
1076	1	John Daly's Restaurant & Bar
1077	1	Jake's
1078	1	J B's Country Cafe
1079	1	Jack in the Box
1080	1	J & L Hotel & Cafe
1081	1	J J's Bistro & Brewery
1082	1	Jack's Family Restaurant
1083	1	Jason's Deli
1084	1	J & B Rottisserie
1085	1	Jackson Hole
1086	1	Jade Garden
1087	1	J & J Restaurant
1088	1	J B's Family Restaurant
1089	1	J B's Restaurant
1090	1	J B's Restaurant
1091	1	Jason's Deli
1092	1	J & D Caribbean Soul Fish & Chips Restaurant
1093	1	J & J Hero
1094	1	J & M
1095	1	J J Restauranta Chucifritos
1096	1	J Pauls Terrace Cafe
1097	1	J T Maxies
1098	1	J Alexander's Restaurant
1099	1	J Alexander's Restaurant
1100	1	Jac & Do's Pizza
1101	1	Jasper's Restaurant
1102	1	Jack in the Box
1103	1	Jack in the Box
1104	1	J&G Deli
1105	1	Jigger's Diner
1106	1	Jack in the Box
1107	1	Jacobs Highway Study Club
1108	1	J W Rays Steakhouse
1109	1	Jack in the Box
1110	1	Jersey Mike's
1111	1	Jack in the Box
1112	1	Jack in the Box
1113	1	Jasmine
1114	1	Julio&#039;s Cantina Mexican Cuisine &amp; Margari
1115	1	J D's Pub Inc
1116	1	J J Mcfarleys
1117	1	Jade Buffet
1118	1	Jaipur
1119	1	Jak'n Jil
1120	1	J-Vee Health Foods & Cafe
1121	1	Jack in the Box
1122	1	Jack in the Box
1123	1	Jack in the Box
1124	1	Jack Pandl's Original Bay Inn
1125	1	Jada's Soul Food & Catering
1126	1	Jersey Mike's Subs
1127	1	Kalsin Bay Inn Inc
1128	1	KFC - Kentucky Fried Chicken
1129	1	Krispy Kreme
1130	1	KFC - Kentucky Fried Chicken
1131	1	KFC - Kentucky Fried Chicken
1132	1	Kings One Stop Barbecue
1133	1	K & C Shake Shop
1134	1	Kelly's Cajun Grill
1135	1	Keva Juice
1136	1	Kabul Kabob
1137	1	Kabuki
1138	1	Kevin Taylor
1139	1	Kolache Factory
1140	1	Katie's Gourmet
1141	1	KFC - Kentucky Fried Chicken
1142	1	Kabob Palace
1143	1	K C's Saloon Bar & Restaurant
1144	1	Kabuki Japanese Steakhouse
1145	1	Kally-K's Steakery Fishery
1146	1	Kurt's Restaurant
1147	1	Kabuki Japanese Restaurant
1148	1	Kampai
1149	1	Keoki's Paradise
1150	1	Kimo's Restaurant
1151	1	K C Drive Inn Ltd
1152	1	KFC - Kentucky Fried Chicken
1153	1	Kin Folk's BBQ
1154	1	Karen's Kafe
1155	1	KFC
1156	1	Keva Juice
1157	1	KFC - Kentucky Fried Chicken
1158	1	Kopper Kitchen
1159	1	K J's Corner
1160	1	Kafein Inc
1161	1	Kafer Coffee Bar & Shop
1162	1	Kamdar Plaza
1163	1	Kamehachi
1164	1	Kamehachi
1165	1	King Gyros
1166	1	KFC - Kentucky Fried Chicken
1167	1	Kaelin's Restaurant
1168	1	K-Paul's Louisiana Kitchen
1169	1	KFC - Kentucky Fried Chicken
1170	1	KFC - Kentucky Fried Chicken
1171	1	Kaze
1172	1	Kendall Market & Deli
1173	1	Kali's Mezze Restaurant
1174	1	Kawasaki Cafe
1175	1	KFC - Kentucky Fried Chicken
1176	1	Kennebec Tavern & Marina
1177	1	King of the Roll Sushi Bar Japanese Restaurant
1178	1	Kabob Grill
1179	1	Kai Garden
1180	1	Kam's Chop Suey
1181	1	Kamp Bo Restaurant
1182	1	KFC - Kentucky Fried Chicken
1183	1	KFC - Kentucky Fried Chicken
1184	1	KFC - Kentucky Fried Chicken
1185	1	Kahle's Bar & Grill
1186	1	Kaldi's
1187	1	KFC - Kentucky Fried Chicken
1188	1	Kadenas
1189	1	Karen's Cafe
1190	1	Katy Jack's Cafe
1191	1	K J's Cafe
1192	1	KFC - Kentucky Fried Chicken
1193	1	Karen's Country Kitchen
1194	1	Kaliente Mexican Grill
1195	1	Kaya's Kitchen
1196	1	Keva Juice
1197	1	Korean BBQ House
1198	1	K Bob's Steakhouse
1199	1	Krispy Kreme
1200	1	Kouzan
1201	1	Kabab & Curry
1202	1	K J's Chinese Restaurant
1203	1	Kabul Afghani Cuisine
1204	1	Katzinger's Delicatessen
1205	1	Kasai Japanese Restaurant
1206	1	Kathie's Kitchen
1207	1	Katzinger’S Delicatessen
1208	1	Kay's Place
1209	1	KFC - Kentucky Fried Chicken
1210	1	K-Bob's Steakhouse
1211	1	Ken's Artisan Bakery
1212	1	Keystone Cafe
1213	1	Koho Bistro
1214	1	Kabul Restaurant
1215	1	Kabob House
1216	1	Kabobeesh
1217	1	Kartabar Restaurant &amp; Lounge
1218	1	Krispy Kreme
1219	1	Kabob-N-Curry
1220	1	Kanpai of Tokyo
1221	1	Katie O'donald's
1222	1	KFC - Kentucky Fried Chicken
1223	1	KFC - Kentucky Fried Chicken
1224	1	KFC - Kentucky Fried Chicken
1225	1	KFC - Kentucky Fried Chicken
1226	1	Keg Steakhouse & Bar, The
1227	1	KFC - Kentucky Fried Chicken
1228	1	Kneaders
1229	1	Kowloon Cafe
1230	1	Kay's Restaurant
1231	1	KFC
1232	1	KFC
1233	1	Kabob Bazaar
1234	1	Karen's Diner
1235	1	Kazan Restaurant
1236	1	Kelly's Tavern
1237	1	KFC - Kentucky Fried Chicken
1238	1	Kabuki Sushi Boat
1239	1	KFC - Kentucky Fried Chicken
1240	1	Kegler's Sports Bar
1241	1	KFC - Kentucky Fried Chicken
1242	1	Kac Ka Pon Restaurant
1243	1	KFC
1244	1	KFC
1245	1	Lavelle's Bistro
1246	1	La Cabana Restaurant
1247	1	La Casita
1248	1	La Paz Mexican Restaurant
1249	1	Landry's Seafood House
1250	1	Lenny's Sub Shop
1251	1	Lin's Garden Chinese Rstrnt
1252	1	La Grande Orange Grocery & Pizzeria
1253	1	Lupa Trattoria
1254	1	La Vecchia Cucina
1255	1	La Tour Restaurant
1256	1	L & L Hawaiian BBQ
1257	1	La Fogata
1258	1	La Fonda Restaurant
1259	1	La Rosticceria
1260	1	Ledo Pizza
1261	1	La Chaumiere
1262	1	La Casa Pasta
1263	1	Ledo Pizza
1264	1	Ledo Pizza
1265	1	L & L Market Bistro
1266	1	L'anjou
1267	1	La Bamba Mexican Restaurant
1268	1	La Cazuela
1269	1	La Cazuela
1270	1	La Cazuela
1271	1	L & L Hawaiian BBQ
1272	1	La Cascata
1273	1	Lucullan's Italian Grill
1274	1	Little Chicago Pizza & Gyros
1275	1	La Vie En Rose
1276	1	Le Poulet Rouge
1277	1	Leku Ona
1278	1	Los Mariachis
1279	1	La Pena Restaurante
1280	1	La Bam Ba Restaurant
1281	1	La Fiesta Burrito
1282	1	Laguna Grille
1283	1	La Mesa Mexican Restaurant
1284	1	L&#252;ke
1285	1	Lager's
1286	1	Lai Yuen Chinese Restaurant
1287	1	L'etoile
1288	1	Ledo Pizza
1289	1	Ledo Pizza
1290	1	Longhorn Steakhouse
1291	1	La Cina
1292	1	Landmark Bistro
1293	1	Le Cafe Paris
1294	1	Lee Ann Chin S
1295	1	Leeann Chin
1296	1	La Bonne Bouchee De St Louis
1297	1	La Fiesta
1298	1	La Casa De Amigos
1299	1	La Cosina Mexican Restaurant
1300	1	La Parrilla
1301	1	La Casa De Las Enchiladas
1302	1	Luigi's Pizza
1303	1	L & B Lucky Strike Restaurant
1304	1	La Carreta Restaurante Mexicano
1305	1	Lilac Blosson Chinese Cuisine
1306	1	Longhorn Steakhouse
1307	1	La Griglia
1308	1	La Cashina Ristorante
1309	1	La Cipollina Ristorante
1310	1	Landry's Seafood House
1311	1	Lenny's
1312	1	Las Trojes Mexican Restaurant
1313	1	Las Islitas Mariscos
1314	1	La Vecchia Restorante Italiano
1315	1	La Salsa
1316	1	La Salsa
1317	1	L'absinthe Restaurant
1318	1	La Salsa
1319	1	Lance Lot's Restuarant
1320	1	Logan's Roadhouse
1321	1	Los Tacos
1322	1	La Costita Mexican Restaurant
1323	1	La Terrazza Italian Grill
1324	1	Lena's Place
1325	1	Limiro's Cafe & Deli
1326	1	Little Chopsticks Ii
1327	1	La Fiesta
1328	1	Liberty Tap Room & Grill
1329	1	L D's Lounge
1330	1	Landmark Restaurant & Lounge
1331	1	La Altena
1332	1	Lenny's Sub Shop
1333	1	Longhorn Steakhouse
1334	1	Lupi's
1335	1	Lupi's
1336	1	Love & War in Texas
1337	1	La Cocina De Consuelo
1338	1	La Feria Restaurant
1339	1	La Griglia
1340	1	L & L Hawaiian BBQ
1341	1	La Caille Restaurant
1342	1	La Casita
1343	1	La Costa
1344	1	La Cucina Di Gerardo
1345	1	Laney's Restaurant
1346	1	Ledo Pizza
1347	1	La Isla
1348	1	La Vita &#201; Bella
1349	1	La Tapatia
1350	1	Le Chardonnay Restaurant
1351	1	La Casa
1352	1	La Roca
1353	1	Logan's Roadhouse
1354	1	Little Caesar's Pizza
1355	1	Luxury Diner
1356	1	Manchu Wok
1357	1	Marble Slab Creamery
1358	1	Manchu Wok
1359	1	Marketplace Grill
1360	1	Macayo Mexican Restaurant
1361	1	Macayo Mexican Restaurant
1362	1	Macayos Mexican Kitchen
1363	1	Morton's of Chicago
1364	1	Maverick
1365	1	M Bar
1366	1	M Grill
1367	1	Maggie Moo's
1368	1	M&M Coffee Shop
1369	1	Madison Beanery Hometown Bakery
1370	1	Mai Thai
1371	1	Moro
1372	1	Mac Dintons
1373	1	Macchiato Boutique Restaurant
1374	1	Madras & Saravana Bhavan
1375	1	Maggiano's Little Italy
1376	1	Magoo's Pizza
1377	1	Maggie Moo's
1378	1	Maid-Rite
1379	1	Maid-Rite
1380	1	Mancino's Broadway
1381	1	Mandarin Pine Restaurant
1382	1	Marly's
1383	1	Mingles Bar &amp; Grill
1384	1	Ma & I
1385	1	Ma Ma Luna's Restaurant & Pizzeria
1386	1	Maggie Moo's
1387	1	Malibu Grill
1388	1	Mancinos Pizzas and Grinders
1389	1	Mad Greek Restaurant
1390	1	Melbee's
1391	1	Manchu Wok
1392	1	Margarita's
1393	1	Margarita's
1394	1	Mansur's Restaurant
1395	1	Masa
1396	1	Max Steins
1397	1	Mount Blue Restaurant
1398	1	Ma Soba
1399	1	Maggie Moo's
1400	1	Milton Inn
1401	1	Marco's Restaurant
1402	1	Margaritas Mexican Restaurant
1403	1	Mckays Public House
1404	1	Macaroni Grill
1405	1	Maggiano's Little Italy
1406	1	Mairin's Table
1407	1	Majors Sports Cafe
1408	1	Mac's Wraps
1409	1	Madison's Cafe
1410	1	Manchu Wok
1411	1	Marty's Steak & Fish Rstrnt
1412	1	Mazzio's Pizza
1413	1	Mc Alister's Gourmet Deli
1414	1	Mabel's Kitchen
1415	1	Maddie's Grill
1416	1	Mrs. Fields
1417	1	Mc Donald's
1418	1	Maid-Rite
1419	1	Malara's Italian Restaurant
1420	1	Mckenna's BBQ
1421	1	Michael's Cantina
1422	1	Mimi's Cafe
1423	1	Martha's Exchange & Brewery
1424	1	Maggiano's Little Italy
1425	1	Macaroni Grill
1426	1	March&#233; Bacchus
1427	1	Ma's Restaurant
1428	1	Maggie Moo's
1429	1	Mazzio's Pizza
1430	1	Mazzio's Pizza
1431	1	Mama Mia Trattoria
1432	1	Mai Thai Restaurant
1433	1	Mamma Luisa Italian Restaurant
1434	1	Marchetti's Restaurant
1435	1	Martinelli's Panini Bistro
1436	1	Meritage
1437	1	Maggie Moo's
1438	1	Matteo's Pizzeria
1439	1	Mcalister's Deli
1440	1	Mister Wok
1441	1	Moe's Southwest Grill
1442	1	Moe's Southwest Grill
1443	1	Main Street Bread Baking Co
1444	1	Macayo's Mexican Restaurant & Bar
1445	1	Madam Mam's
1446	1	Mad Greek
1447	1	Magleby's
1448	1	Madison Brewery Co
1449	1	Main Street Grill & Bar
1450	1	M & R Seafood Market & Take Out
1451	1	Maggiano's Little Italy
1452	1	Maggiano's Little Italy
1453	1	Mackinaw's Restaraunt
1454	1	Maddox
1455	1	Maggie Moo's
1456	1	Milwaukee Chop House
1457	1	Maggie Moo's
1458	1	Maggiemoo's
1459	1	Mediterranean Market & Deli
1460	1	Maggie Moo's
1461	1	Mort's Bagels
1462	1	Nonna's
1463	1	Naji's Pita Gourmet Restaurant
1464	1	New China
1465	1	Nickel & Dime Diner
1466	1	Native New Yorker
1467	1	Native New Yorker
1468	1	New York Bagel Cafe
1469	1	New York Subs
1470	1	N.V. Restaurant & Lounge
1471	1	Naan 'N Curry
1472	1	Namaste Restaurant
1473	1	Nature's Table
1474	1	New York Deli News
1475	1	Napa & Co.
1476	1	Naples Restaurant & Pizza Inc
1477	1	Nathan's Famous
1478	1	Nam Viet
1479	1	Nam-Viet Pho 79
1480	1	Nathan's Restaurant
1481	1	Natta
1482	1	Nagoya
1483	1	New York Subs
1484	1	North End Diner
1485	1	New York Ny
1486	1	New Hampshire St Bistro
1487	1	Nick N Willy's Pizza
1488	1	Noodles & Company
1489	1	Napa River Grill
1490	1	Nathan's Famous
1491	1	New China
1492	1	Noble Roman's
1493	1	New Orleans Hamburger Seafood
1494	1	Nine Dragon
1495	1	Nirvana Indian Cuisine
1496	1	Naked Fish
1497	1	Naked Fish
1498	1	Naked Oyster Bistro & Raw Bar
1499	1	Nancy's Coffee Cafe
1500	1	Nantucket Lobster Trap
1501	1	Negril Jamaican Eatery
1502	1	Nacho Mama's
1503	1	Nak Won Restaurant
1504	1	New Orleans Bistro
1505	1	Nara Sushi
1506	1	Ninety Nine Restaurant & Pub
1507	1	Ninety Nine Restaurant and Pub
1508	1	Nantucket
1509	1	Nassau Grill & Bar
1510	1	Natalie's Resturant
1511	1	National Coney Island
1512	1	Nachomama's
1513	1	Nara
1514	1	N'awlins Grill
1515	1	Nagano
1516	1	Napoli Italian Restaurant
1517	1	Narita
1518	1	Nichole's Fine Pastry
1519	1	Nicola's
1520	1	Noodles & Company
1521	1	Nancy's Coffee Cafe
1522	1	Nanking
1523	1	Napoli Pizza
1524	1	Natale's Italian Restaurant
1525	1	Natalie's Pasta Shoppe & Cafe
1526	1	Nopalito
1527	1	Nopalito Restaurant
1528	1	Nothing but Noodles
1529	1	Nestle Toll House Cafe
1530	1	Nestle Toll House Cafe
1531	1	Normandie Bistro & Bakery
1532	1	Noda's Japanese Steakhouse
1533	1	Naka Naka
1534	1	Nam Son
1535	1	Nestle Toll House Cafe
1536	1	New Seoul Garden Yakiniku Korean BBQ
1537	1	Newport Bay Seafood Broiler
1538	1	Nakama
1539	1	New York Prime
1540	1	Nestle Toll House Cafe
1541	1	Nice-N-Natural
1542	1	Nutty's Pub & Casino
1543	1	Noshville Delicatessen Ii
1544	1	Nam King Chinese Food
1545	1	Nana's Country Kitchen
1546	1	New York Pizzeria
1547	1	Neal's Restaurant
1548	1	Natalita's Mexican Restaurant
1549	1	Nature's Table
1550	1	New York Subs
1551	1	Neci Commons
1552	1	Nell&#039;s Restaurant
1553	1	Newport Bay Restaurant
1554	1	Nanakusa
1555	1	O'charley's
1556	1	O'charley's
1557	1	O'charley's
1558	1	O'charley's
1559	1	On the Border
1560	1	Outback Steakhouse
1561	1	Oaxaca Restaurant
1562	1	Oceana
1563	1	Old Chicago
1564	1	Osteria Panevino
1565	1	O'reilly's Holy Grail
1566	1	Occidental Grill
1567	1	Off the Record
1568	1	Oasis Restaurant
1569	1	Olive Garden
1570	1	Olive Garden
1571	1	Old Naples Pub
1572	1	O'boys Bar-B-Q
1573	1	O'charley's
1574	1	O'charley's
1575	1	Outback Steakhouse
1576	1	Old Chicago
1577	1	Old Chicago
1578	1	On the Border
1579	1	Olive Garden Italian Restaurant
1580	1	O Donovan's
1581	1	O'h Restaurant - Hyatt Regency O'hare
1582	1	O-Tomat-O Pizzeria
1583	1	Oak Tree Restaurant
1584	1	Oasis Cafe
1585	1	Olive Garden Italian Restaurant
1586	1	Ohana Hawaiian BBQ
1587	1	Oklahoma Joe's Barbecue & Catering
1588	1	O'shea's Traditional Irish Pub
1589	1	Omar's Gyro
1590	1	Ob's Bar & Grill
1591	1	O Cantinho
1592	1	O'leary's
1593	1	Olazzo
1594	1	Old Munich Restaurant
1595	1	On the Border
1596	1	O'charley's
1597	1	O'charley's
1598	1	O'mara's Restaurant
1599	1	O'quin's Shrimp House
1600	1	Oak City Grille
1601	1	Old Chicago
1602	1	Old Country Buffet
1603	1	Olive Garden Italian Restaurant
1604	1	Olive Garden Italian Restaurant
1605	1	O'charley's
1606	1	O'charley's
1607	1	O'dowd's Little Dublin
1608	1	O.T. Hodge Chili Parlor
1609	1	Old Venice Pizza Company
1610	1	Old Venice Pizza Company
1611	1	Outback Steakhouse
1612	1	O'kelly's Tastes & Toddies
1613	1	Omaha Prime Restaurant
1614	1	Ozark Smoked Meat Company
1615	1	O J's Cafe
1616	1	Oceanos
1617	1	Office Beer Bar & Grill
1618	1	Osteria D' Assisl
1619	1	Ore House on the Plaza
1620	1	Outback Steakhouse
1621	1	Outback Steakhouse
1622	1	Outback Steakhouse
1623	1	Off the Wall
1624	1	O Pinheirinjho Restaurant
1625	1	O'leary' Pub & Grill
1626	1	O'reilly's Pub
1627	1	Oak Chalet Restaurant
1628	1	Obee's Soup-Salad-Subs
1629	1	Old World Deli
1630	1	O K Foods Processing Plant
1631	1	Oak Hills Brew Pub
1632	1	Oba
1633	1	Old Lompoc
1634	1	O'neal's
1635	1	Occasionally Yours
1636	1	O Dinis Restaurant
1637	1	Ocean Grille
1638	1	Old Village Post House
1639	1	Olive Garden Italian Restaurant
1640	1	One Eyed Parrot
1641	1	Old Chicago
1642	1	O'charley's
1643	1	O'charley's
1644	1	O'charley's
1645	1	O'charley's
1646	1	Olive Garden Italian Restaurant
1647	1	Olive Garden Italian Restaurant
1648	1	Olive Gardern
1649	1	One Man Band
1650	1	Ottavio's Ristorante Italiano
1651	1	Outback Steakhouse
1652	1	Oasis Diner Inc
1653	1	O'toole's
1654	1	Old Hickory Grill
1655	1	Original Pancake House, The
1656	1	Outback Steakhouse
1657	1	Outback Steakhouse
1658	1	O'donoghue's Irish Pub
1659	1	Oakland Trattoria
1660	1	Old Chicago
1661	1	Old Country Buffet
1662	1	Old Country Buffet
1663	1	P J R Fish & Barbeque
1664	1	Panera Bread
1665	1	Pat James Full Moon BBQ
1666	1	Petruccelli's Italian Eatery
1667	1	Papa Murphy's
1668	1	P F Chang's Chinese Bistro
1669	1	P.F. Chang's China Bistro
1670	1	P.F. Chang's China Bistro
1671	1	Pete's Restaurant & Brewhouse
1672	1	Popeyes Chicken & Biscuits
1673	1	P F Chang's China Bistro
1674	1	P.F. Changs
1675	1	Pan Asia Fusion
1676	1	Palomino
1677	1	Panera Bread
1678	1	Panera Bread
1679	1	Panera Bread
1680	1	Pesto Ristorante
1681	1	Palette
1682	1	Palisades Pizzeria & Clam Bar
1683	1	Panache
1684	1	Pancake House
1685	1	Papa John's Pizza
1686	1	P R's Mexican Restaurant
1687	1	Provisions to Go
1688	1	P'cheen
1689	1	Pacific Chop Suey
1690	1	P.F. Changs
1691	1	Panda Express
1692	1	P.F. Chang's China Bistro
1693	1	P.F. Chang's China Bistro
1694	1	P.F. Chang's China Bistro
1695	1	P.J. Clarke's
1696	1	Panda Express
1697	1	Plaza Iii the Steakhouse
1698	1	Panera Bread
1699	1	Panera Bread
1700	1	Palermo Viejo
1701	1	Panera Bread
1702	1	Panera Bread
1703	1	Papa Murphy's
1704	1	Palace Cafe
1705	1	Parasol's Restaurant
1706	1	P.F. Chang's China Bistro
1707	1	Padaria Brasil Bakery
1708	1	P.F. Chang's China Bistro
1709	1	P.F. Chang's China Bistro
1710	1	Panda
1711	1	Panera Bread
1712	1	Poor Boy's Gourmet
1713	1	Pablo's
1714	1	Pablo's Mexican Kitchen
1715	1	P.F. Changs
1716	1	P.F. Changs
1717	1	Piccadilly Cafeteria
1718	1	Pizza Hut
1719	1	Papa Murphy's
1720	1	Pizza Hut
1721	1	Paddy's Hollow
1722	1	Palace of China Restaurant
1723	1	Palzanno's
1724	1	Pizza Company
1725	1	P.F. Changs
1726	1	Papa Murphy's
1727	1	Pano's Roast Beef
1728	1	Papa Murphy's
1729	1	Papa Murphy's
1730	1	Pars Cuisine
1731	1	Pho 21 Vietnamese Noodle
1732	1	P*Ong
1733	1	Panera Bread
1734	1	Papa Murphy's
1735	1	Panda Buffet
1736	1	Panda Express
1737	1	Panda Express
1738	1	P.F. Chang's China Bistro
1739	1	Pad Thai
1740	1	Paddy Whacks
1741	1	Panera Bread
1742	1	Panera Bread
1743	1	Panera Bread
1744	1	Papa's Place
1745	1	P.F. Changs
1746	1	Panera Bread
1747	1	Pasta Fresca
1748	1	Paulie's Pizzeria
1749	1	Papa Murphy's
1750	1	Pizza Hut
1751	1	P.F. Changs
1752	1	Panera Bread
1753	1	Pei Wei
1754	1	Planet Smoothie
1755	1	Porter's Steakhouse
1756	1	Palazzo's Briar Ridge
1757	1	Palazzo's Westchase
1758	1	Prego
1759	1	P.F. Chang's
1760	1	P.F. Chang's China Bistro
1761	1	Pancake Haus
1762	1	Panda Express
1763	1	Paesano Italian Restaurant
1764	1	Palm
1765	1	Pacific Grill
1766	1	Pac Island Grill
1767	1	Pagliacci
1768	1	Pleasant Valley Inn
1769	1	Polonez
1770	1	P.F. Changs
1771	1	Paisan's
1772	1	Pallas Family Restaurant
1773	1	Panchero's
1774	1	Pasquale Mira Restaurant
1775	1	Panera Bread
1776	1	Panera Bread
1777	1	Panera Bread
1778	1	Peking Chinese Restaurant
1779	1	Pretzel Maker
1780	1	Qdoba
1781	1	Quiznos Sub
1782	1	Quiznos Sub
1783	1	Quiznos Sub
1784	1	Quiznos Sub
1785	1	Qdoba
1786	1	Qdoba
1787	1	Quality Food & Beverage
1788	1	Q's Restaurant
1789	1	Qdoba
1790	1	Quattro Pazzi Ristorante
1791	1	Quiznos Sub
1792	1	Qdoba
1793	1	Quizno's Subs
1794	1	Qdoba
1795	1	Quiznos Sub
1796	1	Qdoba
1797	1	Qdoba
1798	1	Qdoba
1799	1	Que Rico!
1800	1	Qdoba
1801	1	Qdoba
1802	1	Qdoba
1803	1	Qdoba
1804	1	Quinton's Bar & Deli
1805	1	Quiznos Sub
1806	1	Quiznos Sub
1807	1	Quiznos Sub
1808	1	Quiznos Sub
1809	1	Quiznos Sub
1810	1	Quiznos Sub
1811	1	Quiznos Sub
1812	1	Quiznos Sub
1813	1	Quality Cafe
1814	1	Qdoba
1815	1	Quiznos Sub
1816	1	Quiznos Sub
1817	1	Quiznos Sub
1818	1	Quiznos Sub
1819	1	Qdoba
1820	1	Quiznos Sub
1821	1	Qdoba
1822	1	Quiznos Sub
1823	1	Quiznos Sub
1824	1	Quiznos Sub
1825	1	Quiznos Sub
1826	1	Qdoba
1827	1	Quiznos Sub
1828	1	Qdoba
1829	1	Qdoba
1830	1	Quaker Steak & Lube
1831	1	Qdoba
1832	1	Qdoba
1833	1	Quizno's Classic Subs
1834	1	Quizno's Classic Subs
1835	1	Qdoba Mexican Grill
1836	1	Quiznos Sub
1837	1	Quiznos Sub
1838	1	Quiznos Sub
1839	1	Quiznos Sub
1840	1	Quiznos Sub
1841	1	Qdoba
1842	1	Quiznos Sub
1843	1	Quiznos Sub
1844	1	Quiznos Sub
1845	1	Quiznos Sub
1846	1	Qdoba
1847	1	Qdoba
1848	1	Qdoba
1849	1	Qdoba
1850	1	Qdoba
1851	1	Quiznos Sub
1852	1	Qdabo
1853	1	Qdoba Mexican Grill
1854	1	Qdoba Mexican Grill
1855	1	Quiznos Sub
1856	1	Qdoba
1857	1	Quiznos Sub
1858	1	Quiznos Sub
1859	1	Quiznos Sub
1860	1	Qdoba
1861	1	Quiznos Sub
1862	1	Quiznos Sub
1863	1	Qdoba
1864	1	Que Huong
1865	1	Quiznos Sub
1866	1	Quiznos Sub
1867	1	Quiznos Sub
1868	1	Quiznos Sub
1869	1	Qdoba
1870	1	Quiznos Sub
1871	1	Qdoba
1872	1	Qdoba
1873	1	Quizno's Classic Subs
1874	1	Quiznos Sub
1875	1	Quiznos Sub
1876	1	Rally's
1877	1	Rally's
1878	1	Rally's
1879	1	Red Lobster
1880	1	Red Robin
1881	1	Rib Crib
1882	1	R.T. O' Sullivan
1883	1	Raffaello Ristorante
1884	1	Rumbi Island Grill
