restaurant	fodors	name
0929	1	Cozy Restaurant
0930	1	Danielle's
0931	1	Jearbryo's
0932	1	John Hagan's Tavern
0933	1	La Paz
0934	1	Mealey's
0935	1	Old South Mountain Inn
0936	1	When Pigs Fly
0937	1	Bacchus of Lebanon
0938	1	Caf&eacute; 1894
0939	1	Ceviche
0940	1	Normandie Farm
0941	1	Old Angler's Inn
0942	1	The Original Crisfield Seafood Restaurant
0943	1	Tara Thai
0944	1	Tastee Diner
0945	1	The Bayard House
0946	1	Blue Heron Caf&eacute;
0947	1	Brooks Tavern
0948	1	Crab Claw Restaurant
0949	1	Feast of Reason
0950	1	General Tanuki's
0951	1	The Globe
0952	1	Inn at Easton Restaurant
0953	1	Mason's
0954	1	Play It Again, Sam
0955	1	Scossa
0956	1	The Shark on the Harbor
0957	1	Snappers Waterfront Cafe
0958	1	Town Dock Restaurant
0959	1	Baba Louie's Sourdough Pizza Co.
0960	1	Pearl's
0961	1	Rouge
0962	1	All Star Sandwich Bar
0963	1	Bella Luna
0964	1	The Blue Room
0965	1	Capital Grille
0966	1	Carmen
0967	1	Casablanca
0968	1	Daily Catch
0969	1	Davio's
0970	1	Durgin Park Market Dining Room
0971	1	Eastern Standard Kitchen and Drinks
0972	1	Elephant Walk
0973	1	Elephant Walk
0974	1	Flour Bakery + Caf&eacute;
0975	1	Full Moon
0976	1	Ginza
0977	1	The Helmand
0978	1	L'Espalier
0979	1	Lala Rokh
0980	1	Legal Sea Foods
0981	1	Les Zygomates
0982	1	Lineage
0983	1	Marco
0984	1	Matt Murphy's Pub
0985	1	Meritage
0986	1	Myers + Chang
0987	1	Olives
0988	1	Pigalle
0989	1	Pomodoro
0990	1	The Publick House
0991	1	Rani
0992	1	Silvertone
0993	1	Union Bar and Grille
0994	1	Via Matta
0995	1	Zaftigs
0996	1	Abbicci
0997	1	Antonio's
0998	1	Ardeo
0999	1	Brazilian Grill
1000	1	Brewster Inn and Chowder House
1001	1	Bubala's by the Bay
1002	1	Buca's Tuscan Roadhouse
1003	1	Campari's Bistro
1004	1	Caribbean Corner Caf&eacute;
1005	1	Chart Room
1006	1	Ciro &amp; Sal's
1007	1	Clancy's
1008	1	East Bay Grille
1009	1	Fairway Restaurant and Pizzeria
1010	1	Fanizzi's by the Sea
1011	1	Finely JP's
1012	1	The Friendly Fisherman
1013	1	Hemisphere
1014	1	JT's Seafood
1015	1	Kream 'N Kone
1016	1	Laurino's Tavern
1017	1	Lobster Hut
1018	1	Lobster Pot
1019	1	Mac's Seafood
1020	1	Marley's
1021	1	Moby Dick's
1022	1	Osterville Fish Too
1023	1	Popponesset Inn
1024	1	The Port
1025	1	Post Office Cafe
1026	1	Provincetown Portuguese Bakery
1027	1	Quarterdeck Restaurant
1028	1	Red Inn
1029	1	Regatta of Cotuit
1030	1	Ro&ouml;Bar
1031	1	Sam Diego's
1032	1	Scargo Caf&eacute;
1033	1	Siena
1034	1	Sir Cricket's Fish and Chips
1035	1	The Skipper
1036	1	Swan River Seafood Restaurant
1037	1	Terra Luna
1038	1	Vining's Bistro
1039	1	Whistleberries
1040	1	Whitman House
1041	1	Wimpy's
1042	1	Winslow's Tavern
1043	1	Wood's Seafood
1044	1	Alchemy Bistro and Bar
1045	1	ArtCliff Diner
1046	1	Beetlebung Coffee House
1047	1	Black Dog Tavern
1048	1	Home Port
1049	1	Jimmy Seas
1050	1	21 Federal
1051	1	Arno's
1052	1	Centre Street Bistro
1053	1	Even Keel Cafe
1054	1	Languedoc Bistro
1055	1	SeaGrille
1056	1	Slip 14
1057	1	Starlight Caf&eacute;
1058	1	Straight Wharf
1059	1	Antonio's
1060	1	The Greenery Restaurant and Caf&eacute;
1061	1	The Landing
1062	1	Walden Grille
1063	1	Woodman's of Essex
1064	1	Eastside Grill
1065	1	Red Rose
1066	1	Roosters Bistro
1067	1	Big Fish
1068	1	Capital Grille
1069	1	Fox and Hounds
1070	1	Musashi Japanese Cuisine
1071	1	Opus One
1072	1	Priya
1073	1	Rattlesnake Club
1074	1	Rugby Grille
1075	1	112 Eatery
1076	1	Chambers Kitchen
1077	1	Chino Latino
1078	1	Solera
1079	1	Vincent A Restaurant
1080	1	EBT
1081	1	Golden Ox
1082	1	Plaza III
1083	1	Balaban's
1084	1	Blue Water Grill
1085	1	House of India
1086	1	Kemoll's
1087	1	Remy's Kitchen &amp; Wine Bar
1088	1	Tony's
1089	1	Borrie's
1090	1	The Breaks
1091	1	Eddie's Supper Club
1092	1	Enzo Bistro
1093	1	George Henry's
1094	1	Jaker's
1095	1	Lunch Box
1096	1	Mama Stella's Pizza
1097	1	The Park Caf&eacute; and Grocery
1098	1	Benny's Bistro
1099	1	Bogart's
1100	1	Bridge Creek Backcountry Kitchen &amp; Wine Bar
1101	1	Broadway Caf&eacute;
1102	1	Bugaboo Cafe
1103	1	The Caretaker's Cabin
1104	1	Continental Divide
1105	1	Cross Ranch Cookhouse
1106	1	Last Chance Ranch
1107	1	Montana Ale Works
1108	1	Rocky Mountain Brewing Company
1109	1	Town Talk Bakery
1110	1	Western Caf&eacute;
1111	1	The Back Room of the Nite Owl
1112	1	Bernice's Bakery
1113	1	Capers
1114	1	Frontier Cafe
1115	1	La Provence
1116	1	Lindey's Steak House
1117	1	Ninepipes Lodge
1118	1	Pescado Blanco
1119	1	A Place to Ponder Bakery and Cafe
1120	1	Pollo Grill
1121	1	Quickees Cantina
1122	1	Spice of Life
1123	1	Taco Del Sol
1124	1	Tipus
1125	1	Whitefish Lake Restaurant
1126	1	Worden's Market &amp; Deli
1127	1	Agave
1128	1	Aliz&eacute;
1129	1	BOA Steakhouse
1130	1	Bouchon
1131	1	Burger Bar
1132	1	Canter's Delicatessen
1133	1	Chinois
1134	1	Corsa Cucina
1135	1	Daniel Boulud Brasserie
1136	1	DJT
1137	1	Do&ntilde;a Maria
1138	1	Emeril's New Orleans Fish House
1139	1	ENVY Steakhouse
1140	1	Fiamma Trattoria
1141	1	Firefly Tapas Kitchen
1142	1	FIX
1143	1	Fleur de Lys
1144	1	Gaylord
1145	1	Go Raw Cafe and Juice Bar
1146	1	Golden Steer
1147	1	Gordon Biersch Brewing Co.
1148	1	Hannah's Neighborhood Bistro
1149	1	India Oven
1150	1	Isla Mexican Kitchen &amp; Tequila Bar
1151	1	Koi Vegas
1152	1	Lillie's Noodle House
1153	1	Lindo Michoac&aacute;n
1154	1	Lotus of Siam
1155	1	Mayflower Cuisinier
1156	1	McCormick &amp; Schmick's
1157	1	Mr. Lucky's 24/7
1158	1	Nove Italiano
1159	1	Okada
1160	1	Olives
1161	1	Osteria del Circo
1162	1	Payard Patisserie &amp; Bistro
1163	1	Pearl
1164	1	Pinot Brasserie
1165	1	Prime Steakhouse
1166	1	Pullman Grille
1167	1	Ra Sushi
1168	1	Restaurant Guy Savoy
1169	1	Rumjungle
1170	1	Second Street Grill
1171	1	Shintaro
1172	1	Simon Restaurant &amp; Lounge
1173	1	Spago Las Vegas
1174	1	Steak House
1175	1	SuperMex Restaurant &amp; Cantina
1176	1	Verandah
1177	1	Viva Mercado's
1178	1	'Wichcraft
1179	1	Yolie's
1180	1	Canoe Club
1181	1	Four Corners Grille and Flying Goose Brew Pub
1182	1	Murphy's
1183	1	East of Suez
1184	1	Lakehouse Grille
1185	1	Manor on Golden Pond
1186	1	Wolfetrap Grill and Raw Bar
1187	1	The Carriage House
1188	1	Muddy River Smokehouse
1189	1	Pesce Blue
1190	1	Poco's
1191	1	Acqua Bistro
1192	1	Cotton
1193	1	Luca's
1194	1	Red Arrow Diner
1195	1	The Restaurant at L.A. Burdick Chocolate
1196	1	Villa Banca
1197	1	Delaney's Hole in the Wall
1198	1	Margarita Grill
1199	1	Sugar Hill Inn
1200	1	Thorn Hill
1201	1	Woodstock Station
1202	1	Angeloni's
1203	1	Black Duck on Sunset
1204	1	Dock's Oyster House
1205	1	Knife and Fork Inn
1206	1	Lobster House
1207	1	Los Amigos
1208	1	Old Waterway Inn
1209	1	Tom Bailey's Market
1210	1	Union Park
1211	1	66 Diner
1212	1	Crazy Fish
1213	1	Duran's Central Pharmacy
1214	1	Gold Street Caff&egrave;
1215	1	Mary &amp; Tito's
1216	1	Mineshaft Tavern
1217	1	Monica's El Portal
1218	1	The Old House Gastropub
1219	1	Prairie Star
1220	1	Quarters BBQ
1221	1	Rancher's Club
1222	1	Range Cafe &amp; Bakery
1223	1	Seasons Rotisserie &amp; Grill
1224	1	St. Clair Winery &amp; Bistro
1225	1	Tucanos Brazilian Grill
1226	1	Viet Taste
1227	1	La Fonda
1228	1	Lucy's Mexicali Restaurant &amp; Entertainment Club
1229	1	The Bakery and Coffee Shop
1230	1	Andrea Kristina's Bookstore &amp; Kaf&eacute;
1231	1	Earl's Restaurant
1232	1	El Sombrero
1233	1	Emilio's Grill &amp; Bar
1234	1	Hiway Grill
1235	1	Main Street Bistro
1236	1	Triangle Caf&eacute;
1237	1	Bobcat Bite
1238	1	Clafoutis
1239	1	The Compound
1240	1	El Farol
1241	1	El Mes&oacute;n &amp; Chispa Tapas Bar
1242	1	El Paragua Restaurant
1243	1	Elkhorn Cafe
1244	1	Embudo Station
1245	1	Gabriel's
1246	1	Leona's Restaurante
1247	1	Mariscos la Playa
1248	1	Mission Cafe
1249	1	Mu Du Noodles
1250	1	Pink Adobe
1251	1	Plaza Caf&eacute;
1252	1	Railyard Restaurant &amp; Saloon
1253	1	The Shed
1254	1	Shohko
1255	1	Sugar Nymphs Bistro
1256	1	Tia Sophia's
1257	1	Tune Up
1258	1	Caf&eacute; Rio
1259	1	Gallo's Red Rooster Caf&eacute;
1260	1	Gnarly Charlie's Beer Brats &amp; Burgers
1261	1	Lincoln County Grill
1262	1	Mark's Restaurant &amp; Catering
1263	1	Pasta Caf&eacute; Italian Bistro
1264	1	1zero6
1265	1	Barrigas
1266	1	Jalisco's
1267	1	La Pasadita
1268	1	La Posta
1269	1	Little Sprout Market &amp; Juice Bar
1270	1	Magdalena Cafe
1271	1	Pie-O-Neer Cafe
1272	1	Si Se&ntilde;or Restaurant
1273	1	Socorro Springs Brewing Co.
1274	1	Abe's Cantina y Cocina
1275	1	Doc Martin's
1276	1	Gutiz
1277	1	Maverick County Food Co.
1278	1	Ogelvie's Taos Grill and Bar
1279	1	Beardslee Castle
1280	1	Brown's Brewing Company
1281	1	Happi Daze Charcoal Pit
1282	1	Lo Porto's
1283	1	Michelina's
1284	1	Sperry's
1285	1	Wheat Fields
1286	1	Barrister's
1287	1	Bay Burger
1288	1	Beacon
1289	1	Cabana's
1290	1	The Dock
1291	1	Finn MacCool's
1292	1	The Frisky Oyster
1293	1	Geri's
1294	1	Golden Pear
1295	1	Hampton Coffee Company
1296	1	The Hideaway
1297	1	Jamesport Country Kitchen
1298	1	Joni's
1299	1	La Marmite
1300	1	La Superica
1301	1	Lobster Roll
1302	1	Meetinghouse Creek Inn
1303	1	Mirko's
1304	1	Nichols
1305	1	Orchid
1306	1	Ozumo Japanese Restaurant
1307	1	Papa Joe's Seafood Factory
1308	1	Peter Luger Steak House
1309	1	Pierre's Restaurant
1310	1	Rene's Casa Basso
1311	1	Savanna's
1312	1	Seventh Street Cafe
1313	1	Southampton Publick House
1314	1	Sweet Tomato's
1315	1	Tierra Mar
1316	1	Top of the Bay
1317	1	Turtle Crossing
1318	1	Victor Koenig's
1319	1	Arturo's
1320	1	Babbo
1321	1	Balthazar
1322	1	Barbuto
1323	1	Becco
1324	1	BLT Steak
1325	1	Blue Ribbon Brasserie
1326	1	Bohemian Beer Garden
1327	1	Boqueria
1328	1	Bubby's
1329	1	Buddakan
1330	1	Burger Joint
1331	1	Caf&eacute; Luxembourg
1332	1	Convivio
1333	1	Craftbar
1334	1	DB Bistro Moderne
1335	1	Del Posto
1336	1	Delhi Palace
1337	1	Delmonico's
1338	1	Dovetail
1339	1	Dumont
1340	1	Eisenberg's Sandwich Shop
1341	1	Financier Patisserie
1342	1	Five Front
1343	1	Five Points
1344	1	Gnocco
1345	1	Great New York Noodletown
1346	1	Grimaldi's Pizzeria
1347	1	Grocery
1348	1	Harry's Steak and Harry's Caf&eacute;
1349	1	Hill Country
1350	1	Il Buco
1351	1	Irving Mill
1352	1	Jean Georges
1353	1	Joe's Shanghai
1354	1	Kampuchea Restaurant
1355	1	Kitchenette
1356	1	Le Cirque
1357	1	Lure
1358	1	Mario's
1359	1	Maya
1360	1	Meskerem
1361	1	Mexicana Mama
1362	1	Momofuku Ss&auml;m Bar
1363	1	Odeon
1364	1	Oyster Bar
1365	1	Perry St
1366	1	Peter Luger Steak House
1367	1	Public
1368	1	R.U.B. BBQ
1369	1	Rayuela
1370	1	River Caf&eacute;
1371	1	Roberto Restaurant
1372	1	Savoy
1373	1	Schiller's Liquor Bar
1374	1	Shun Lee Palace
1375	1	Sushi Yasuda
1376	1	Telepan
1377	1	T&iacute;a Pol
1378	1	Tocqueville
1379	1	Turkish Kitchen
1380	1	Union Square Cafe
1381	1	Veniero's Pasticceria
1382	1	Vento
1383	1	Walls&eacute;
1384	1	Woo Lae Oak
1385	1	Anchor Bar &amp; Restaurant
1386	1	Beef 'N' Barrel
1387	1	Bemus Point Inn
1388	1	Carmelo's Ristorante
1389	1	Clarkson House
1390	1	Coles
1391	1	Como Restaurant
1392	1	Dina's
1393	1	Hutch's
1394	1	Old Library Restaurant
1395	1	Webb's Captain's Table Restaurant
1396	1	William Seward Inn
1397	1	Caf&eacute; Sarah
1398	1	Clipper Inn
1399	1	Dancing Bears
1400	1	East Cove Restaurant
1401	1	Foxy's
1402	1	Blue Mountain Bistro
1403	1	Chalet Fondue Restaurant
1404	1	Last Chance Cheese and Antiques Caf&eacute;
1405	1	Loretta Charles' Natural Wood Grill
1406	1	Matthew's on Main
1407	1	Piccolo Paese
1408	1	Pine Hill Arms Hotel
1409	1	Pine Hill Indian Restaurant
1410	1	Quarter Moon Caf&eacute;
1411	1	Restaurant 15 Main
1412	1	Roscoe Diner
1413	1	Bob and Ruth's
1414	1	Bully Hill Restaurant
1415	1	The Cobblestone Restaurant
1416	1	Connie's Diner
1417	1	Eric's Office
1418	1	Essenhaus Restaurant
1419	1	Hogans Hideaway
1420	1	Lakeside Restaurant
1421	1	Mr. Dominic's
1422	1	Pascale Wine Bar &amp; Restaurant
1423	1	Ports Cafe
1424	1	Rosalie's Cucina
1425	1	Schaller's Drive-In
1426	1	Snug Harbor
1427	1	Taste of Thai
1428	1	American Bounty
1429	1	Beech Tree Grill
1430	1	Blue Dolphin
1431	1	Bread Alone
1432	1	Busy Bee Caf&eacute;
1433	1	Calico
1434	1	DePuy Canal House
1435	1	Escoffier
1436	1	Freelance Caf&eacute; &amp; Wine Bar
1437	1	Gigi Trattoria
1438	1	Hickory BBQ and Smokehouse
1439	1	Hudson House of Nyack
1440	1	Hyde Park Brewing Company
1441	1	King and I
1442	1	Le Petit Bistro
1443	1	Luna 61
1444	1	Mexican Radio
1445	1	Millbrook Diner
1446	1	Muddy Cup Coffee House
1447	1	New World Home Cooking Co.
1448	1	Our Daily Bread
1449	1	Pasta Amore
1450	1	The Piggy Bank
1451	1	Prima Pizza
1452	1	Red Dot Bar &amp; Grill
1453	1	Restaurant X
1454	1	Valley Restaurant
1455	1	Wasabi
1456	1	300 East
1457	1	Grecian Corner
1458	1	Landmark Diner
1459	1	Latorre's
1460	1	Liberty Steakhouse &amp; Brewery
1461	1	Lob Steer Inn
1462	1	Margaux's
1463	1	Mert's Heart and Soul
1464	1	Pepper's Pizza
1465	1	Pho Hien Vuong
1466	1	Sweet Basil
1467	1	Big Daddy's
1468	1	Blue Point Bar &amp; Grill
1469	1	Catch
1470	1	Chefs 105
1471	1	The Chelsea
1472	1	Clawson's 1905 Restaurant &amp; Pub
1473	1	K38 Baja Grill
1474	1	Magnolia Grille
1475	1	Owens' Restaurant
1476	1	Pollock Street Deli
1477	1	RV's Sugar Creek
1478	1	Trolly Stop
1479	1	Canyons
1480	1	Cardinal Drive-In
1481	1	Fig Bistro
1482	1	Laughing Seed Caf&eacute;
1483	1	Madison's
1484	1	Rezaz
1485	1	Tupelo Honey Caf&eacute;
1486	1	Aglamesis Bros
1487	1	Arnold's
1488	1	Mecklenburg Gardens
1489	1	Tucker's Restaurant
1490	1	Don's Lighthouse Grille
1491	1	Empress Taytu Ethiopian Restaurant
1492	1	Great Lakes Brewing Co
1493	1	Hyde Park Chop House
1494	1	John Q's Steakhouse
1495	1	Lemon Grass
1496	1	Luchita's
1497	1	Metropolitan Cafe
1498	1	Momocho
1499	1	The Palazzo
1500	1	City Barbecue
1501	1	Hyde Park Grille
1502	1	Katzinger's
1503	1	L'Antibes
1504	1	Mitchell's Steakhouse
1505	1	Plaza Restaurant
1506	1	Refectory Restaurant &amp; Bistro
1507	1	The Worthington Inn
1508	1	The Black Bear Diner
1509	1	The Boathouse
1510	1	The Cedars Restaurant and Lounge
1511	1	Crooked River Dinner Train
1512	1	Depot Deli &amp; Cafe
1513	1	Deschutes Brewery &amp; Public House
1514	1	Jen's Garden
1515	1	La Rosa
1516	1	Dining Room at Crater Lake Lodge
1517	1	Frazier's
1518	1	Alexis
1519	1	Bijou Cafe
1520	1	Biwa
1521	1	Bo Restobar
1522	1	Broder
1523	1	Castagna
1524	1	Colosso
1525	1	D.O.C
1526	1	El Gaucho
1527	1	Fong Chong
1528	1	The Heathman
1529	1	Hot Lips Pizza
1530	1	Hurley's
1531	1	Kells Irish Restaurant and Pub
1532	1	Ken's Artisan Bakery
1533	1	Ken's Artisan Pizza
1534	1	Kinta
1535	1	Lemongrass
1536	1	Lucy's Table
1537	1	MacTarnahan's Taproom
1538	1	Mint
1539	1	Murata
1540	1	Oba!
1541	1	Paley's Place
1542	1	Papa Haydn/Jo Bar
1543	1	Pastini
1544	1	Pearl Bakery
1545	1	Pizzicato
1546	1	Plainfield's Mayur
1547	1	Red Star Tavern &amp; Roast House
1548	1	Rock Bottom Brewing Co.
1549	1	Roux
1550	1	Russell St. Bar-B-Que
1551	1	Savoy
1552	1	Silk, by Pho Van
1553	1	Southpark Seafood Grill &amp; Wine Bar
1554	1	St. Honor&eacute; Boulangerie
1555	1	Three Doors Down
1556	1	Three Square Grill
1557	1	Typhoon!
1558	1	Wild Abandon and the Red Velvet Lounge
1559	1	Jacksonville Inn Restaurant
1560	1	Mr. B.'s Steakhouse
1561	1	Porters Dining at the Depot
1562	1	Huckleberry Inn
1563	1	Multnomah Falls Lodge
1564	1	Pacific Crest Dining Room
1565	1	Petite Provence
1566	1	Bay House
1567	1	The Bistro
1568	1	Blue Heron Bistro
1569	1	Bridgewater Bistro
1570	1	Guido &amp; Vito's Italian Eatery
1571	1	Kyllo's
1572	1	Lord Bennett's
1573	1	Mo's
1574	1	Rollin 'n Dough Bakery &amp; Bistro
1575	1	Sleepy Monk
1576	1	Tables of Content
1577	1	Caf&eacute; Allegro
1578	1	DaVinci
1579	1	Nick's Italian Cafe
1580	1	Red Agave
1581	1	Tina's
1582	1	Turtles Bar &amp; Grill
1583	1	Francisco's on the River
1584	1	Full Moon
1585	1	La Bonne Auberge
1586	1	Martine's River House
1587	1	Sweet Lorraine's
1588	1	Tortuga's Cocina
1589	1	Amish Barn
1590	1	Bird-in-Hand Family Restaurant
1591	1	Bube's Brewery
1592	1	Good 'N Plenty
1593	1	Lancaster Dispensing Co.
1594	1	Plain &amp; Fancy Farm
1595	1	Stockyard Inn
1596	1	Beau Monde
1597	1	Bistro Romano
1598	1	Buddakan
1599	1	Caf&eacute; de Laos
1600	1	Caffette
1601	1	Capital Grille
1602	1	City Tavern
1603	1	Continental Mid-town
1604	1	Cuba Libre
1605	1	Geno's Steaks
1606	1	Hostaria da Elio
1607	1	Jamaican Jerk Hut
1608	1	James
1609	1	La Locanda del Ghiottone
1610	1	Marigold Kitchen
1611	1	Mixto
1612	1	Monk's Cafe
1613	1	Museum Restaurant
1614	1	Ocean City
1615	1	Osteria
1616	1	Pod
1617	1	Prime Rib
1618	1	Pub and Kitchen
1619	1	The Saloon
1620	1	Snackbar
1621	1	Standard Tap
1622	1	Tinto Wine Bar
1623	1	Union Trust
1624	1	Vetri
1625	1	Vietnam
1626	1	XIX (Nineteen)
1627	1	Zahav
1628	1	Cafe Allegro
1629	1	Chaya
1630	1	D'Imperio's Restaurant
1631	1	Dave &amp; Andy's Homemade Ice Cream
1632	1	Georgetowne Inn
1633	1	Max's Allegheny Tavern
1634	1	Monterey Bay Fish Grotto
1635	1	Point Brugge Cafe
1636	1	High Street Caffe
1637	1	Krazy Kat's
1638	1	Atlantic Inn
1639	1	Eli's
1640	1	Finn's
1641	1	22 Bowen's Wine Bar &amp; Grille
1642	1	Asterisk
1643	1	Black Pearl
1644	1	DeWolf Tavern
1645	1	Fluke Wine Bar
1646	1	Persimmon
1647	1	Scales &amp; Shells
1648	1	Tucker's Bistro
1649	1	Angelo's Civita Farnese
1650	1	DownCity
1651	1	Mills Tavern
1652	1	Oak
1653	1	Rue de l'Espoir
1654	1	Aunt Carrie's
1655	1	Ye Olde English Fish &amp; Chips
1656	1	Blossom
1657	1	Bubba Gump
1658	1	Carolina's
1659	1	Charleston Crab House
1660	1	Circa 1886
1661	1	Fish
1662	1	High Cotton
1663	1	Peninsula Grill
1664	1	Robert's of Charleston
1665	1	Sienna
1666	1	Virginia's on King
1667	1	Michael Anthony's
1668	1	Po' Pigs Bo-B-Q
1669	1	Shrimp Shack
1670	1	Bovine's Wood-Fired Specialties
1671	1	Collectors Caf&eacute;
1672	1	Croissants Bakery &amp; Caf&eacute;
1673	1	High Hammock
1674	1	Landolfi's
1675	1	Sea Blue
1676	1	Sea Captain's House
1677	1	Thomas Caf&eacute;
1678	1	Thoroughbreds Chophouse &amp; Seafood Grille
1679	1	Augusta Grill
1680	1	Garibaldi's
1681	1	Mediterranean Tea Room
1682	1	New Moon Cafe
1683	1	Soby's New South Cuisine
1684	1	Fireside Inn Restaurant &amp; Lounge
1685	1	Golden Phoenix
1686	1	Alcenia's
1687	1	Benihana of Tokyo
1688	1	Bozo's
1689	1	Corky's
1690	1	Erling Jensen
1691	1	La Tourelle
1692	1	Ronnie Grisanti and Sons
1693	1	Tsunami
1694	1	The Bound'ry
1695	1	Capitol Grille and Oak Bar
1696	1	F. Scott's
1697	1	Hog Heaven
1698	1	Mad Platter
1699	1	New Orleans Manor
1700	1	Old Spaghetti Factory
1701	1	Pancake Pantry
1702	1	The Stockyard
1703	1	County Line
1704	1	Jasper's
1705	1	Lamberts
1706	1	The Mansion at Judges' Hill
1707	1	Matt's Famous El Rancho
1708	1	Ruby's BBQ
1709	1	Rudy's BBQ
1710	1	Threadgill's
1711	1	TRIO at the Four Seasons
1712	1	Candelilla Cafe and Thirsty Goat Saloon
1713	1	Chisos Mountains Lodge Restaurant
1714	1	Avila's
1715	1	Bijoux
1716	1	Dream Cafe
1717	1	Gloria's
1718	1	Lola
1719	1	The Lonesome Dove Western Bistro
1720	1	Monica's Aca y Alla
1721	1	Nick &amp; Sam's
1722	1	Nove Italiano
1723	1	Original Mexican Eats
1724	1	Reata
1725	1	RJ Mexican Cuisine
1726	1	Twisted Root Burger Co.
1727	1	York Street
1728	1	Ziziki's
1729	1	Zodiac
1730	1	Farechild's
1731	1	Farmhouse Cafe
1732	1	House of Pies
1733	1	Armandos
1734	1	Bistro Lancaster
1735	1	Cafe Annie
1736	1	Catalan Food &amp; Wine
1737	1	Chuy's
1738	1	Daily Review Cafe
1739	1	Damian's Cucina Italiana
1740	1	Dolce Vita
1741	1	Gaido's
1742	1	Goode Company Texas Bar-B-Q
1743	1	La Strada
1744	1	Merchant Prince
1745	1	Mosquito Caf&eacute;
1746	1	Nidda Thai
1747	1	Ninfa's
1748	1	Shade
1749	1	So Vino Wine Bar and Bistro
1750	1	Taste of Texas
1751	1	VOICE Restaurant and Lounge
1752	1	Catfish Plantation
1753	1	El Siete Mares
1754	1	Georges
1755	1	Green Room Grille
1756	1	Kitok
1757	1	Schoepf's Old Time Bar-B-Que
1758	1	Acenar
1759	1	Aldo's Ristorante Italiano
1760	1	Antlers Lodge
1761	1	Biga on the Banks
1762	1	Cheesy Jane's
1763	1	Chris Madrids
1764	1	Crumpets Restaurant &amp; Bakery
1765	1	Fig Tree Restaurant
1766	1	Francesca's at Sunset
1767	1	La Focaccia Italian Grill
1768	1	La Fogata
1769	1	Le R&ecirc;ve
1770	1	Magnolia Pancake Haus
1771	1	Paloma Blanca
1772	1	Rainforest Caf&eacute;
1773	1	Ruth's Chris Steak House
1774	1	Zuni Grill
1775	1	Dirty Al's Bait Stand and Seafood Kitchen
1776	1	Snoopy's Pier
1777	1	Acme Caf&eacute;
1778	1	August E's
1779	1	Auslander
1780	1	The Badu House
1781	1	Double D
1782	1	Fredericksburg Brewing Company
1783	1	Freidhelm's Bavarian Inn
1784	1	Gristmill
1785	1	The Grotto
1786	1	Gruene Onion Grill
1787	1	Hannah's on Main
1788	1	Hill Top Cafe
1789	1	Huisache Grille
1790	1	Ino'z
1791	1	The Nest
1792	1	The Peach Tree Gift Gallery and Tea Room
1793	1	Po Po Family Restaurant
1794	1	Rather Sweet
1795	1	River City Grille
1796	1	Rocco's Grill
1797	1	Big Texan Steak Ranch
1798	1	Feldman's Wrong Way Diner
1799	1	La Fiesta Grande
1800	1	Edelweiss Restaurant
1801	1	Pizza Foundation
1802	1	Zentner's Daughter
1803	1	Hell's Backbone Grill
1804	1	Balance Rock Eatery &amp; Pub
1805	1	Cobble Rock Restaurant
1806	1	Dinosaur Brew Haus
1807	1	El Salto Mexican Caf&eacute;
1808	1	Farlaino's Cafe
1809	1	Greek Streak
1810	1	Sherald's Burger Bar
1811	1	Ben's Cafe
1812	1	Buck's Grill House
1813	1	Center Caf&eacute;
1814	1	Angie's
1815	1	Bistro 258
1816	1	Peach City Ice Cream Co.
1817	1	Rooster's
1818	1	Shooting Star Saloon
1819	1	Cafe Shambala
1820	1	Market Street Grill
1821	1	Market Street Grill University
1822	1	Market Street Oyster Bar
1823	1	Metropolitan
1824	1	Oasis Cafe
1825	1	Porcupine Pub and Grille
1826	1	Red Iguana
1827	1	Red Rock Brewing Company
1828	1	Tony Caputo's Market and Deli
1829	1	Double Black Diamond Steak House
1830	1	Esca-Latte Coffee Shop &amp; Cafe
1831	1	Fernando's Hideaway
1832	1	Milt's Stage Stop
1833	1	Sol Foods
1834	1	Spotted Dog Cafe at Flanigan's Inn
1835	1	El Chubasco
1836	1	Glitretind
1837	1	Guru's
1838	1	Nacho Mama's
1839	1	Shallow Shaft
1840	1	Steak Pit
1841	1	Tarahumara
1842	1	Tree Room
1843	1	The Viking Yurt
1844	1	Windy Ridge Caf&eacute;
1845	1	Castle Dome Caf&eacute;
1846	1	EastEnder Restaurant
1847	1	Keeper's Caf&eacute;
1848	1	Pane e Saluto
1849	1	American Flatbread-Burlington Hearth
1850	1	Elements
1851	1	Mes Amis
1852	1	Red Basil
1853	1	Ri Ra
1854	1	River Garden Caf&eacute;
1855	1	River Run Restaurant
1856	1	Starry Night Caf&eacute;
1857	1	Chantecleer
1858	1	Dorset Inn
1859	1	Harry's
1860	1	Mistral's
1861	1	T.J. Buckley's
1862	1	Three Mountain Inn
1863	1	Bodo's Bagels
1864	1	The Company Store
1865	1	Crozet Pizza
1866	1	L'Auberge Provencale
1867	1	Mac 'N' Bob's
1868	1	The Palms
1869	1	Staunton Grocery
1870	1	Clyde's of Tysons Corner
1871	1	Gadsby's Tavern
1872	1	Il Porto
1873	1	Lightfoot Restaurant
1874	1	Andrades
1875	1	Julep's
1876	1	Lemaire
1877	1	Etta's Channel Side Restaurant
1878	1	Bill's Seafood House
1879	1	Dockside
1880	1	Five 01 City Grill
1881	1	The Grey Goose Tearoom
1882	1	Indian Fields Tavern
1883	1	Old Chickahominy House
1884	1	The Trellis
