restaurant	zagat	cuisine
1185	1	Vegetarian
1186	1	Asian Fusion
1187	1	Italian Northern
1188	1	Californian
1189	1	Greek
1190	1	Californian
1191	1	Thai
1192	1	Seafood
1193	1	Japanese
1194	1	Japanese
1195	1	Mandarin
1196	1	Greek
1197	1	Chinese
1198	1	Soul Food
1199	1	Californian, European
1200	1	American (Traditional)
1201	1	Italian Northern
1202	1	Yakiniku
1203	1	Nuevo Latino
1204	1	Sushi
1205	1	American (Traditional), Coffeeshop / Diner, Hamburgers
1206	1	Japanese
1207	1	Sushi
1208	1	Sushi
1209	1	American (Traditional)
1210	1	Persian / Iranian
1211	1	Sushi
1212	1	Irish
1213	1	Mexican
1214	1	American (Traditional)
1215	1	Hamburgers
1216	1	Japanese
1217	1	Chinese
1218	1	Cantonese, Seafood
1219	1	American (Traditional), Bakery, Dessert
1220	1	American (New)
1221	1	Barbecue
1222	1	Sushi
1223	1	Italian Southern
1224	1	Italian
1225	1	Indian
1226	1	Vietnamese
1227	1	American (Traditional), Hamburgers
1228	1	Japanese
1229	1	Izakaya, Small Plates, Sushi
1230	1	Cajun
1231	1	Sushi
1232	1	American
1233	1	Filipino
1234	1	American (Traditional), Bakery
1235	1	Californian, French (New)
1236	1	American (New)
1237	1	American (New)
1238	1	Deli
1239	1	Californian, Small Plates
1240	1	Small Plates, Sushi
1241	1	Japanese
1242	1	Sushi
1243	1	Sushi
1244	1	Barbecue
1245	1	American (Traditional), Coffeeshop / Diner
1246	1	Bakery
1247	1	Eclectic / Int'l
1248	1	Asian
1249	1	Japanese
1250	1	Japanese
1251	1	Mediterranean
1252	1	Pan-Asian
1253	1	Japanese
1254	1	Chinese
1255	1	Mexican
1256	1	Mexican
1257	1	Mexican
1258	1	Mexican
1259	1	Mexican
1260	1	Bakery
1261	1	Italian
1262	1	American (Traditional)
1263	1	Spanish Tapas
1264	1	Mexican, Seafood
1265	1	Mexican
1266	1	Korean Barbecue
1267	1	American (Traditional)
1268	1	Mexican
1269	1	Mexican, Seafood
1270	1	American (Traditional), New England, Southern
1271	1	American (Traditional), Gastropub, Hamburgers
1272	1	American (New)
1273	1	French (Bistro)
1274	1	Greek
1275	1	French (Bistro)
1276	1	Vietnamese
1277	1	French
1278	1	Mexican
1279	1	Mexican
1280	1	Hot Dogs
1281	1	Coffeehouse
1282	1	Korean Barbecue
1283	1	Korean Barbecue
1284	1	Italian Northern
1285	1	Italian
1286	1	Hawaiian
1287	1	Peruvian
1288	1	Coffeehouse
1289	1	Asian
1290	1	American (New)
1291	1	French
1292	1	Seafood, Steakhouse
1293	1	American (Traditional)
1294	1	American (New)
1295	1	Italian Northern
1296	1	Thai
1297	1	Chinese
1298	1	American (New)
1299	1	French, Japanese
1300	1	French (Bistro)
1301	1	Bakery, Dessert, French (Bistro)
1302	1	Fish and Chips
1303	1	Italian
1304	1	Malaysian
1305	1	Japanese
1306	1	Mediterranean
1307	1	French, Small Plates
1308	1	Lebanese
1309	1	American (Traditional)
1310	1	American (Traditional)
1311	1	Japanese
1312	1	Californian
1313	1	Italian Northern
1314	1	American (Traditional)
1315	1	Indian
1316	1	Seafood
1317	1	Seafood, Steakhouse
1318	1	Eclectic / Int'l
1319	1	Mexican
1320	1	Mexican
1321	1	Sushi, Tempura
1322	1	Sushi
1323	1	Italian
1324	1	Dim Sum
1325	1	American (Regional)
1326	1	Japanese
1327	1	Japanese
1328	1	Pan-Asian
1329	1	Mexican
1330	1	American (New)
1331	1	French (Bistro)
1332	1	American (Traditional)
1333	1	Chinese
1334	1	Japanese
1335	1	American (Traditional)
1336	1	Mexican
1337	1	Mexican
1338	1	Italian, Pizza
1339	1	Vegetarian
1340	1	Japanese, Small Plates
1341	1	Thai
1342	1	Indian
1343	1	Cajun
1344	1	American
1345	1	Vietnamese
1346	1	Pizza
1347	1	American (Traditional), Coffeeshop / Diner
1348	1	Pizza
1349	1	Pan-Latin, Sushi
1350	1	Eclectic / Int'l
1351	1	Italian
1352	1	Asian
1353	1	Steakhouse
1354	1	American
1355	1	American (New)
1356	1	Cuban, Seafood
1357	1	New World
1358	1	Indonesian, Sushi
1359	1	Argentinean
1360	1	Health Food
1361	1	Mediterranean
1362	1	French (Bistro)
1363	1	Continental, Mediterranean
1364	1	Italian, Pizza
1365	1	Cuban
1366	1	Seafood
1367	1	American (Traditional), Hamburgers
1368	1	Italian
1369	1	French
1370	1	Italian Northern
1371	1	Mexican
1372	1	Italian
1373	1	Pizza
1374	1	Seafood
1375	1	Italian, Steakhouse
1376	1	Irish, Pub Food
1377	1	Seafood
1378	1	Italian
1379	1	American
1380	1	Deli, Sandwiches
1381	1	Spanish
1382	1	Nicaraguan, Steakhouse
1383	1	Spanish
1384	1	Peruvian
1385	1	Pizza, Salvadoran
1386	1	Cuban, Sandwiches, Spanish
1387	1	American
1388	1	Neapolitan, Pizza
1389	1	Pizza
1390	1	Seafood
1391	1	Italian
1392	1	Italian
1393	1	American (Traditional)
1394	1	Pan-Latin
1395	1	American (Traditional)
1396	1	Mediterranean
1397	1	Steakhouse
1398	1	American (Traditional)
1399	1	Italian
1400	1	Italian Northern
1401	1	Indonesian
1402	1	Pizza
1403	1	American (Traditional)
1404	1	Seafood
1405	1	Italian
1406	1	Sushi
1407	1	Steakhouse
1408	1	Cuban
1409	1	Italian
1410	1	Argentinean
1411	1	Italian
1412	1	Peruvian
1413	1	Mediterranean
1414	1	Chinese
1415	1	American (New)
1416	1	Nuevo Latino
1417	1	Greek
1418	1	Sandwiches
1419	1	Lebanese
1420	1	American
1421	1	Sushi
1422	1	Greek, Lebanese
1423	1	Spanish
1424	1	Eclectic / Int'l
1425	1	American (New)
1426	1	Indian
1427	1	Eclectic / Int'l
1428	1	Greek
1429	1	Sushi
1430	1	Italian
1431	1	Pan-Latin
1432	1	American
1433	1	American (Traditional)
1434	1	Italian Northern
1435	1	Indian
1436	1	Mexican
1437	1	American (New)
1438	1	Specialties: Small Plates
1439	1	Italian
1440	1	Pizza
1441	1	Middle Eastern
1442	1	Portuguese
1443	1	Italian Northern
1444	1	American
1445	1	Italian
1446	1	American
1447	1	French, Thai
1448	1	American (New)
1449	1	Italian Southern
1450	1	Pizza
1451	1	Japanese
1452	1	Steakhouse
1453	1	Greek, Seafood
1454	1	American (Traditional)
1455	1	Mexican
1456	1	Bakery
1457	1	American (New)
1458	1	Thai
1459	1	Italian, Pizza
1460	1	American (Traditional), Hamburgers, Pub Food
1461	1	American (New), Italian
1462	1	American (New), Italian
1463	1	French: Seafood
1464	1	Spanish
1465	1	Italian
1466	1	Italian
1467	1	Italian
1468	1	Italian
1469	1	Italian
1470	1	French (Bistro)
1471	1	American New England
1472	1	French (Bistro)
1473	1	Eclectic / Int'l
1474	1	American (New)
1475	1	Mexican
1476	1	American (Traditional)
1477	1	Steakhouse
1478	1	Indian
1479	1	Korean
1480	1	American (Traditional)
1481	1	Pizza
1482	1	Brazilian
1483	1	American (Traditional)
1484	1	Italian
1485	1	British
1486	1	Thai
1487	1	American (New)
1488	1	Pizza
1489	1	Sandwiches
1490	1	American
1491	1	Italian
1492	1	Eclectic / Int'l
1493	1	African
1494	1	American (Regional)
1495	1	Indian
1496	1	Italian
1497	1	Continental
1498	1	Eclectic / Int'l
1499	1	Italian
1500	1	Italian
1501	1	Neapolitan
1502	1	Italian
1503	1	Cuban
1504	1	American
1505	1	Asian
1506	1	Mexican
1507	1	American
1508	1	American (New)
1509	1	Chinese
1510	1	American (Traditional), Pub Food
1511	1	Pizza
1512	1	Chinese
1513	1	Chinese
1514	1	American (Traditional)
1515	1	American (New)
1516	1	Barbecue
1517	1	Cajun
1518	1	American (New)
1519	1	Spanish
1520	1	Portuguese
1521	1	Italian, Pizza
1522	1	Indian
1523	1	American
1524	1	Seafood
1525	1	American (Regional)
1526	1	Italian
1527	1	Italian
1528	1	Indian
1529	1	Steakhouse
1530	1	Japanese
1531	1	Italian
1532	1	American (New)
1533	1	American (New)
1534	1	Sandwiches
1535	1	Italian
1536	1	Italian
1537	1	Steakhouse
1538	1	Steakhouse
1539	1	Pizza
1540	1	Italian
1541	1	American (New)
1542	1	Italian
1543	1	Italian
1544	1	Turkish
1545	1	Sushi
1546	1	Mexican
1547	1	Chinese, Sushi
1548	1	Spanish
1549	1	Colombian, Mexican
1550	1	Mexican
1551	1	Italian Southern
1552	1	Steakhouse
1553	1	Continental
1554	1	Coffeeshop / Diner, Eclectic / Int'l
1555	1	American (New)
1556	1	Mexican
1557	1	Sushi
1558	1	Italian
1559	1	Italian
1560	1	Italian, Pizza
1561	1	Thai
1562	1	Pizza
1563	1	Italian
1564	1	American
1565	1	Italian
1566	1	Chinese
1567	1	Italian
1568	1	Japanese
1569	1	Eclectic / Int'l
1570	1	Lebanese
1571	1	Italian
1572	1	American (Traditional)
1573	1	American (Traditional)
1574	1	American
1575	1	Pub Food
1576	1	Italian
1577	1	Italian Northern
1578	1	Italian
1579	1	American (New)
1580	1	Eclectic / Int'l
1581	1	Italian
1582	1	Pizza
1583	1	Greek
1584	1	American (New)
1585	1	Coffeeshop / Diner
1586	1	American
1587	1	Seafood
1588	1	Hamburgers, Hot Dogs
1589	1	Deli
1590	1	Hunan
1591	1	Eastern European
1592	1	Italian
1593	1	Italian
1594	1	Barbecue, Southern
1595	1	American (Traditional), Pub Food
1596	1	Irish, Pub Food
1597	1	Deli
1598	1	Japanese
1599	1	Greek
1600	1	Italian
1601	1	Japanese
1602	1	American
1603	1	Chinese
1604	1	Cantonese
1605	0	<NULL>
1606	1	American
1607	1	Hamburgers
1608	1	American (Traditional), Hamburgers
1609	1	Italian
1610	0	<NULL>
1611	1	Seafood, Sushi
1612	1	Greek
1613	1	Japanese
1614	1	Italian Southern
1615	1	Mexican
1616	1	Mediterranean
1617	1	Sandwiches
1618	1	American Regional Southern
1619	1	Creole
1620	1	Coffeehouse, Dessert
1621	1	Po’ Boys, Sandwiches
1622	1	Steakhouse
1623	1	Mexican
1624	1	Creole
1625	1	Cuban, Mexican
1626	1	Po’ Boys, Seafood
1627	1	Southern
1628	1	Creole, Seafood
1629	1	Seafood
1630	1	Creole, Soul Food
1631	1	Creole, French
1632	1	Contemporary Louisiana
1633	1	Eclectic / Int'l, Vegetarian
1634	1	Contemporary Louisiana
1635	1	Creole, Po’ Boys
1636	1	Italian
1637	1	Italian, Pizza
1638	1	Pub Food
1639	1	German
1640	1	Mediterranean, Tunisian
1641	1	Argentinean, Steakhouse
1642	1	American (New)
1643	1	Contemporary Louisiana
1644	1	Italian, Mediterranean
1645	1	Fondue
1646	1	Po’ Boys, Sandwiches
1647	1	Contemporary Louisiana
1648	1	American (New)
1649	1	Italian
1650	1	Creole, Mediterranean
1651	1	Cajun
1652	1	Vietnamese
1653	1	American (Traditional), Chicken
1654	1	French, Small Plates, Tapas
1655	1	Seafood
1656	1	Steakhouse
1657	1	American (Traditional)
1658	1	Steakhouse
1659	1	Steakhouse
1660	1	American (New), Mediterranean
1661	1	Italian, Small Plates
1662	1	Mediterranean
1663	1	French
1664	1	Deli, Jewish, Kosher/Kosher-Style, Sandwiches
1665	1	Italian
1666	1	American (New)
1667	1	Chinese
1668	1	Korean, Small Plates
1669	1	Pizza
1670	1	French (Bistro)
1671	1	Italian
1672	1	American (New)
1673	1	Eclectic / Int'l, Kosher/Kosher-Style, Pan-Asian
1674	1	Japanese
1675	1	African
1676	1	Indian
1677	1	Pan-Latin
1678	1	Mexican
1679	1	Pan-Asian
1680	1	Noodle Shop
1681	1	Turkish
1682	1	Sushi
1683	1	Sushi
1684	1	Pizza
1685	1	Portuguese
1686	1	Middle Eastern
1687	1	Mexican
1688	1	French (Bistro)
1689	1	Cantonese
1690	1	American
1691	1	Italian, Pizza
1692	1	Vegan
1693	1	American (Traditional)
1694	1	Italian Southern
1695	1	French (Bistro)
1696	1	Sushi
1697	1	American (New)
1698	1	Indian
1699	1	American (Traditional)
1700	1	American (Traditional)
1701	1	Seafood
1702	1	American (New), French
1703	1	Italian
1704	1	Italian Northern
1705	1	Deli, Jewish
1706	1	Italian Southern
1707	1	Asian, Cuban
1708	1	Italian
1709	1	Italian
1710	1	French, Mediterranean
1711	1	Eastern European
1712	1	Belgian
1713	1	Southern
1714	1	Afghan
1715	1	Asian
1716	1	Irish
1717	1	Indian
1718	1	American
1719	1	Thai
1720	1	Sandwiches, Vietnamese
1721	1	French (Bistro)
1722	1	Peruvian
1723	1	Italian
1724	1	Italian
1725	1	Italian
1726	1	Italian Southern
1727	1	Italian
1728	1	Italian Northern
1729	1	Italian
1730	1	Cajun
1731	1	Sandwiches
1732	1	Mediterranean, Small Plates
1733	1	Italian
1734	1	American
1735	1	Pizza
1736	1	Deli, Jewish, Kosher/Kosher-Style
1737	1	Italian
1738	1	Indian
1739	1	Pub Food
1740	1	American (Traditional), Coffeeshop / Diner
1741	1	Hamburgers, Pizza
1742	1	Chinese
1743	1	American (Traditional)
1744	1	American Regional Southern
1745	1	Italian Northern
1746	1	Italian
1747	1	French (Bistro)
1748	1	French (Bistro)
1749	1	Specialties: Cuisine
1750	1	American
1751	1	Irish
1752	1	American
1753	1	Steakhouse
1754	1	Steakhouse
1755	1	Barbecue
1756	1	Seafood
1757	1	Chinese, Noodle Shop, Vietnamese
1758	1	Indian
1759	1	Chicken
1760	1	Chicken, Korean
1761	1	Tapas
1762	1	Brazilian
1763	1	Steakhouse
1764	1	French (Brasserie)
1765	1	French (Brasserie)
1766	1	American
1767	1	Brazilian
1768	1	British
1769	1	Italian, Pizza
1770	1	American (Regional)
1771	1	Italian
1772	1	French: Steakhouses
1773	1	Seafood
1774	1	American (New)
1775	1	American (New)
1776	1	American (Traditional), Seafood
1777	1	Romanian
1778	1	Korean
1779	1	Steakhouse
1780	1	Italian
1781	1	Hamburgers
1782	1	American (Traditional), Hamburgers
1783	1	Belgian
1784	1	Greek
1785	1	Mexican
1786	1	Deli
1787	1	Mediterranean
1788	1	Caribbean
1789	1	Spanish
1790	1	Mexican
1791	1	Spanish Tapas
1792	1	Middle Eastern
1793	1	French (Bistro)
1794	1	Italian
1795	1	Italian Northern
1796	1	Italian
1797	1	Italian
1798	1	French (Brasserie)
1799	1	Mexican
1800	1	Austrian, Dessert
1801	1	Indian
1802	1	Mexican
1803	1	Pizza
1804	1	Puerto Rican
1805	1	Italian
1806	1	Italian
1807	1	Continental
1808	1	Pizza
1809	1	Italian Northern
1810	1	Kosher/Kosher-Style, Vegan
1811	1	French
1812	1	Eclectic / Int'l
1813	1	Catalan, Tapas
1814	1	Mexican
1815	1	French (Brasserie)
1816	1	Thai
1817	1	Thai
1818	1	American
1819	1	Chinese
1820	1	Indian, Kosher/Kosher-Style, Vegetarian
1821	1	Sushi
1822	1	French (Bistro)
1823	1	Italian
1824	1	Middle Eastern
1825	1	Dessert
1826	1	Chinese
1827	1	Chinese
1828	1	British (Traditional), Fish and Chips
1829	1	Indian
1830	1	Korean Barbecue
1831	1	American (New)
1832	1	American (New), Sandwiches
1833	1	American (Regional), Seafood
1834	1	Asian
1835	1	Coffeehouse
1836	1	Italian
1837	1	Spanish
1838	1	Italian
1839	1	Brazilian, Steakhouse
1840	1	Asian, Nuevo Latino
1841	1	American (New)
1842	1	Eclectic / Int'l, Small Plates
1843	1	American (Traditional), Pub Food
1844	1	Italian
1845	1	Pizza
1846	1	Mexican
1847	1	Deli
1848	1	Seafood, Southwestern
1849	1	American (New)
1850	1	American (New)
1851	1	French (Classic)
1852	1	Sandwiches
1853	1	Italian Northern
1854	1	Pizza
1855	1	American (New), French
1856	1	Cuban
1857	1	Italian, Seafood
1858	1	American (Traditional)
1859	1	Greek
1860	1	Italian
1861	1	Italian
1862	1	Greek
1863	1	Barbecue
1864	1	American (New)
1865	1	French, Mediterranean
1866	1	Italian
1867	1	American (New)
1868	1	American (New)
1869	1	French, Small Plates, Spanish
1870	1	Mexican
1871	1	Mexican
1872	1	Italian
1873	1	American (Traditional), Chicken
1874	1	Seafood
1875	1	American (Traditional)
1876	1	Mexican
1877	1	American (New)
1878	1	American (New)
1879	1	American (New)
1880	1	American
1881	1	American (Traditional), Sandwiches
1882	1	Indian
1883	1	Asian, Eclectic / Int'l
1884	1	Ice Cream
1885	1	Sandwiches
1886	1	Mexican
1887	1	Dominican
1888	1	Dominican
1889	1	Dominican
1890	1	American (Traditional), Italian
1891	1	French, Thai
1892	1	French
1893	1	European
1894	1	Italian
1895	1	Italian, Small Plates
1896	1	Italian Southern, Seafood
1897	1	Spanish
1898	1	Italian
1899	1	Greek
1900	1	Italian
1901	1	Italian
1902	1	Pizza
1903	1	American (Traditional)
1904	1	Brazilian, Cuban
1905	1	Italian
1906	1	Dominican
1907	1	Coffeehouse
1908	1	American (Traditional)
1909	1	Eclectic / Int'l, Small Plates
1910	1	Middle Eastern
1911	1	Seafood
1912	1	Mexican
1913	1	Seafood
1914	1	Mexican
1915	1	Italian
1916	1	Italian
1917	1	Italian
1918	1	Malaysian
1919	1	Italian, Pizza
1920	1	Tuscan
1921	1	Sushi
1922	1	Mexican
1923	1	Thai
1924	1	Steakhouse
1925	1	Sushi
1926	1	French (Bistro)
1927	1	Italian
1928	1	Italian
1929	1	Italian
1930	1	Afghan
1931	1	American
1932	1	Indian
1933	1	Italian
1934	1	American (New)
1935	1	Emilian
1936	1	Dim Sum
1937	1	Thai
1938	1	French
1939	1	Italian
1940	1	Italian
1941	1	Cajun
1942	1	Pizza
1943	1	Pizza
1944	1	Venezuelan
1945	1	American (New)
1946	1	Sushi
1947	1	Korean
1948	1	Sandwiches, Vietnamese
1949	1	American (Traditional)
1950	1	Mexican
1951	1	American (Traditional)
1952	1	American (New)
1953	1	Sushi
1954	1	Cuban
1955	1	Indian
1956	1	Hamburgers
1957	1	Mexican
1958	1	American (Traditional), Hamburgers, Pub Food
1959	1	Gastropub, Scottish
1960	1	American
1961	1	American (New), Coffeeshop / Diner
1962	1	Asian
1963	1	Cantonese
1964	1	American
1965	1	Italian
1966	1	Steakhouse, Tuscan
1967	1	Italian
1968	1	Italian
1969	1	Italian, Pizza
1970	1	Italian
1971	1	Italian Northern
1972	1	Indian
1973	1	Indian
1974	1	Indian
1975	1	Indian
1976	1	American (New)
1977	1	Italian
1978	1	Brazilian
1979	1	Sushi
1980	1	American (New)
1981	1	American (New)
1982	1	Thai
1983	1	French
1984	1	French
1985	1	Middle Eastern
1986	1	Hamburgers
1987	1	Shanghainese
1988	1	American (Traditional)
1989	1	American
1990	1	Barbecue, Southwestern
1991	1	Italian
1992	1	French (Bistro)
1993	1	French (Bistro)
1994	1	Coffeeshop / Diner, Dessert
1995	1	Polish
1996	1	Mediterranean
1997	1	Caribbean, French
1998	1	American (Traditional)
1999	1	Greek, Seafood
