restaurant	pickarestaurant	phone
1162	1	214-484-1446
1163	1	972-458-2444
1164	1	972-235-2781
1165	1	214-821-1300
1166	1	214-526-7796
1167	1	972-228-2181
1168	1	972-230-5200
1169	1	972-296-2146
1170	1	972-298-5580
1171	1	972-228-8748
1172	1	972-977-4315
1173	1	972-230-3172
1174	1	972-230-1351
1175	1	972-230-3200
1176	1	972-224-6042
1177	1	903-463-3041
1178	1	254-591-0498
1179	1	972-283-8966
1180	1	2021-N-Hampton
1181	1	972-524-0498
1182	1	972-709-3990
1183	1	972-296-5258
1184	1	972-296-9371
1185	1	972-709-4050
1186	1	972-298-4289
1187	1	972-780-9322
1188	1	972-283-8151
1189	1	972-298-9250
1190	1	972-709-0163
1191	1	972-709-8267
1192	1	972-283-3131
1193	1	972-283-8799
1194	1	972-298-2590
1195	1	972-572-1200
1196	1	972-298-7426
1197	1	972-298-8698
1198	1	972-298-2700
1199	1	972-296-6644
1200	1	972-549-0276
1201	1	972-241-4906
1202	1	972-484-1150
1203	1	972-620-0139
1204	1	972-241-6518
1205	1	972-851-0035
1206	1	972-243-4141
1207	1	972-243-8356
1208	1	972-484-4922
1209	1	972-386-4555
1210	1	972-481-7700
1211	1	972-243-6699
1212	1	972-488-1878
1213	1	972-241-5848
1214	1	972-488-9700
1215	1	972-247-1534
1216	1	972-247-0393
1217	1	972-241-4120
1218	1	972-247-4447
1219	1	972-243-7979
1220	1	972-620-1247
1221	1	972-243-4941
1222	1	972-831-0911
1223	1	972-484-0644
1224	1	972-842-2443
1225	1	972-724-9100
1226	1	972-355-1110
1227	1	972-874-7355
1228	1	972-355-2201
1229	1	972-355-1829
1230	1	972-355-5826
1231	1	972-539-6951
1232	1	972-355-3795
1233	1	972-539-8688
1234	1	972-691-8882
1235	1	972-724-1307
1236	1	214-513-8718
1237	1	972-691-1628
1238	1	817-820-0777
1239	1	972-712-2104
1240	1	972-668-6955
1241	1	972-668-8108
1242	1	972-335-1599
1243	1	972-377-3162
1244	1	972-377-8015
1245	1	214-618-0280
1246	1	972-668-8108
1247	1	972-668-4860
1248	1	972-377-2000
1249	1	972-668-1497
1250	1	972-334-9990
1251	1	214-387-0060
1252	1	972-668-4917
1253	1	972-377-0746
1254	1	972-377-3230
1255	1	972-335-3812
1256	1	972-377-9722
1257	1	972-377-2788
1258	1	972-712-5838
1259	1	214-618-6330
1260	1	214-618-5552
1261	1	972-712-9367
1262	1	972-712-2550
1263	1	469-633-1808
1264	1	972-668-1555
1265	1	817-961-0800
1266	1	972-495-4276
1267	1	972-495-0245
1268	1	972-276-0045
1269	1	972-840-9339
1270	1	972-487-5724
1271	1	972-270-2690
1272	1	972-682-6565
1273	1	972-205-9889
1274	1	972-276-7625
1275	1	972-240-6287
1276	1	972-271-5462
1277	1	972-864-8141
1278	1	972-279-7979
1279	1	972-278-9501
1280	1	972-272-2625
1281	1	972-840-2987
1282	1	972-496-9000
1283	1	972-681-7711
1284	1	972-303-2819
1285	1	972-240-7332
1286	1	972-271-4161
1287	1	972-681-1174
1288	1	972-613-2294
1289	1	972-530-4203
1290	1	972-205-0808
1291	1	972-272-2775
1292	1	972-485-4242
1293	1	972-276-7705
1294	1	972-279-4363
1295	1	972-675-9896
1296	1	972-272-0959
1297	1	972-276-6676
1298	1	972-303-9178
1299	1	972-686-6888
1300	1	972-276-6128
1301	1	972-494-6955
1302	1	972-613-6014
1303	1	972-276-9793
1304	1	972-203-8411
1305	1	972-496-5121
1306	1	972-202-5618
1307	1	972-276-3855
1308	1	972-494-9012
1309	1	972-276-5600
1310	1	972-272-1442
1311	1	972-226-3574
1312	1	972-240-4304
1313	1	972-276-6599
1314	1	972-487-5787
1315	1	972-414-5600
1316	1	972-495-3005
1317	1	972-240-1522
1318	1	972-303-4579
1319	1	972-278-8535
1320	1	972-271-0717
1321	1	972-271-5412
1322	1	214-349-0672
1323	1	972-272-5300
1324	1	972-272-7930
1325	1	972-840-6482
1326	1	972-226-6599
1327	1	972-613-5040
1328	1	972-240-0403
1329	1	972-494-4913
1330	1	972-613-7800
1331	1	972-530-3831
1332	1	972-303-1133
1333	1	972-414-3616
1334	1	972-272-6198
1335	1	972-205-9100
1336	1	972-530-0912
1337	1	972-487-6172
1338	1	972-271-4424
1339	1	972-487-0443
1340	1	972-495-1756
1341	1	972-303-3773
1342	1	972-530-0049
1343	1	972-495-2431
1344	1	972-414-0880
1345	1	972-271-8888
1346	1	972-270-7631
1347	1	254-897-3805
1348	1	254-897-3008
1349	1	817-579-8700
1350	1	972-263-7865
1351	1	972-262-0647
1352	1	817-633-6444
1353	1	972-264-8998
1354	1	972-988-8249
1355	1	972-206-0860
1356	1	972-642-9676
1357	1	972-660-8866
1358	1	972-641-4666
1359	1	972-642-6769
1360	1	972-642-2298
1361	1	972-237-0244
1362	1	972-642-8444
1363	1	972-642-8090
1364	1	972-642-9039
1365	1	972-642-7023
1366	1	817-649-6082
1367	1	972-602-8111
1368	1	972-263-6322
1369	1	972-642-8427
1370	1	972-262-5717
1371	1	972-262-0304
1372	1	972-263-9709
1373	1	972-264-0235
1374	1	972-642-3483
1375	1	972-642-4600
1376	1	972-988-0768
1377	1	972-660-1289
1378	1	972-262-4454
1379	1	972-263-8882
1380	1	972-660-7010
1381	1	972-647-0993
1382	1	972-237-2377
1383	1	972-263-0501
1384	1	972-264-3631
1385	1	972-642-0006
1386	1	972-641-9044
1387	1	972-988-3253
1388	1	972-262-5131
1389	1	972-262-0850
1390	1	972-642-8482
1391	1	972-642-9249
1392	1	972-641-8106
1393	1	972-988-6121
1394	1	972-237-2800
1395	1	817-649-1365
1396	1	972-641-8899
1397	1	972-262-6853
1398	1	972-263-6969
1399	1	972-602-7165
1400	1	972-262-6471
1401	1	972-988-0306
1402	1	972-262-7095
1403	1	972-263-5135
1404	1	972-262-4400
1405	1	972-262-5108
1406	1	972-642-9993
1407	1	972-660-8917
1408	1	972-262-0182
1409	1	972-282-9990
1410	1	972-641-9017
1411	1	972-264-6678
1412	1	972-623-0041
1413	1	972-263-7318
1414	1	972-642-3330
1415	1	972-642-6833
1416	1	972-262-0091
1417	1	972-262-1911
1418	1	972-263-2595
1419	1	903-455-3152
1420	1	903-454-6251
1421	1	972-255-3919
1422	1	972-790-7650
1423	1	972-258-5191
1424	1	972-594-0693
1425	1	972-253-7627
1426	1	972-258-2200
1427	1	972-252-7200
1428	1	972-258-7745
1429	1	972-831-8999
1430	1	972-790-3313
1431	1	972-252-8822
1432	1	972-513-9833
1433	1	972-579-1441
1434	1	972-550-1644
1435	1	972-986-8042
1436	1	972-252-6521
1437	1	972-659-0074
1438	1	972-506-0960
1439	1	972-252-8515
1440	1	972-594-1443
1441	1	972-986-7303
1442	1	972-594-0123
1443	1	214-574-7655
1444	1	972-313-1102
1445	1	972-650-1135
1446	1	972-438-5332
1447	1	972-444-0763
1448	1	972-257-0998
1449	1	972-258-9915
1450	1	972-438-5720
1451	1	972-831-8448
1452	1	972-869-2007
1453	1	972-556-9871
1454	1	972-986-0045
1455	1	972-594-7627
1456	1	972-751-1918
1457	1	972-550-1122
1458	1	972-432-0725
1459	1	972-399-1868
1460	1	972-751-0268
1461	1	972-554-7665
1462	1	972-554-7798
1463	1	972-254-4682
1464	1	972-252-9700
1465	1	972-258-8663
1466	1	972-256-4457
1467	1	972-556-1079
1468	1	972-409-9464
1469	1	972-513-0800
1470	1	972-790-1778
1471	1	972-254-2666
1472	1	972-252-8883
1473	1	972-870-1824
1474	1	972-790-2511
1475	1	972-255-2727
1476	1	972-402-9568
1477	1	972-650-7201
1478	1	972-756-2875
1479	1	972-401-3939
1480	1	972-252-1272
1481	1	972-579-7655
1482	1	972-580-1369
1483	1	972-258-1111
1484	1	972-929-2806
1485	1	972-550-0277
1486	1	972-255-8566
1487	1	972-659-6509
1488	1	972-986-9096
1489	1	214-441-1342
1490	1	972-719-9015
1491	1	972-401-3500
1492	1	972-432-8881
1493	1	972-258-2422
1494	1	972-790-2004
1495	1	972-513-0047
1496	1	972-255-0692
1497	1	972-501-9925
1498	1	972-580-1917
1499	1	972-253-0708
1500	1	972-252-7349
1501	1	972-986-1747
1502	1	972-257-3283
1503	1	972-869-3690
1504	1	972-438-7777
1505	1	972-257-8806
1506	1	972-659-9868
1507	1	972-313-2653
1508	1	972-401-0720
1509	1	972-252-6563
1510	1	972-432-0011
1511	1	972-790-4170
1512	1	972-259-2943
1513	1	972-579-7100
1514	1	972-313-7727
1515	1	972-402-0666
1516	1	972-659-0411
1517	1	972-259-1553
1518	1	972-253-7515
1519	1	972-501-9700
1520	1	972-580-8006
1521	1	972-570-1408
1522	1	972-986-8797
1523	1	972-717-5515
1524	1	972-506-7778
1525	1	972-579-8862
1526	1	972-594-1422
1527	1	972-830-8445
1528	1	972-258-0737
1529	1	972-659-1177
1530	1	972-659-9464
1531	1	972-893-0399
1532	1	972-986-4250
1533	1	972-714-4754
1534	1	972-869-2316
1535	1	972-579-9439
1536	1	800-843-6664
1537	1	972-717-1117
1538	1	972-580-0028
1539	1	972-401-9193
1540	1	972-986-0131
1541	1	972-506-9906
1542	1	972-252-8888
1543	1	972-554-1065
1544	1	972-252-5612
1545	1	972-255-1099
1546	1	214-441-9077
1547	1	972-438-3666
1548	1	972-432-0555
1549	1	972-252-6811
1550	1	972-252-4343
1551	1	972-790-6665
1552	1	972-313-0144
1553	1	940-482-6998
1554	1	972-230-9228
1555	1	972-224-0292
1556	1	972-274-2855
1557	1	972-227-6921
1558	1	972-218-9040
1559	1	972-227-8911
1560	1	972-227-6714
1561	1	972-218-5035
1562	1	972-218-0200
1563	1	972-223-2905
1564	1	972-317-0000
1565	1	972-353-4075
1566	1	972-353-3131
1567	1	972-315-2755
1568	1	972-315-9744
1569	1	972-315-6202
1570	1	972-315-8520
1571	1	214-488-9333
1572	1	972-316-0326
1573	1	972-420-0544
1574	1	972-375-6202
1575	1	214-488-7222
1576	1	972-315-1622
1577	1	972-436-7472
1578	1	972-221-3157
1579	1	972-315-9598
1580	1	972-436-4608
1581	1	214-488-4447
1582	1	972-316-1960
1583	1	972-436-9154
1584	1	972-420-8911
1585	1	972-219-3988
1586	1	972-420-1274
1587	1	972-436-2515
1588	1	214-488-9122
1589	1	972-353-0913
1590	1	972-353-3739
1591	1	972-436-3099
1592	1	972-315-9122
1593	1	972-315-6057
1594	1	972-316-0932
1595	1	972-221-4884
1596	1	972-315-0553
1597	1	972-436-1700
1598	1	972-436-3466
1599	1	972-436-4311
1600	1	972-436-6575
1601	1	214-488-4088
1602	1	972-317-3588
1603	1	972-316-8600
1604	1	972-221-2920
1605	1	972-315-7240
1606	1	972-315-0090
1607	1	972-221-6886
1608	1	972-459-9430
1609	1	972-420-8737
1610	1	972-436-6813
1611	1	972-315-9919
1612	1	214-488-1212
1613	1	972-317-2348
1614	1	972-315-0578
1615	1	972-316-0407
1616	1	972-459-9464
1617	1	972-315-2664
1618	1	972-315-0193
1619	1	972-315-1238
1620	1	972-488-8282
1621	1	214-497-7961
1622	1	972-393-3894
1623	1	972-353-5955
1624	1	972-221-8730
1625	1	972-315-8406
1626	1	972-353-3430
1627	1	972-436-8310
1628	1	972-292-1200
1629	1	972-294-0042
1630	1	972-294-1948
1631	1	972-294-8631
1632	1	972-292-0704
1633	1	972-562-7930
1634	1	972-542-0304
1635	1	214-544-0027
1636	1	972-548-1442
1637	1	972-542-3192
1638	1	972-542-2311
1639	1	972-562-6558
1640	1	972-542-6731
1641	1	972-542-0541
1642	1	972-540-5558
1643	1	972-562-6620
1644	1	972-542-6969
1645	1	972-548-7070
1646	1	972-547-9789
1647	1	972-562-1144
1648	1	972-529-1580
1649	1	972-542-9393
1650	1	972-542-8015
1651	1	972-542-9455
1652	1	972-542-4400
1653	1	972-542-1415
1654	1	956-994-8833
1655	1	956-686-5535
1656	1	956-682-9689
1657	1	956-686-2027
1658	1	956-972-0010
1659	1	956-630-3302
1660	1	956-682-0713
1661	1	956-618-5242
1662	1	972-529-2200
1663	1	972-562-8386
1664	1	972-226-0391
1665	1	972-613-1444
1666	1	972-329-5553
1667	1	972-285-4004
1668	1	972-681-3988
1669	1	972-216-7272
1670	1	972-289-7827
1671	1	972-682-0191
1672	1	972-289-8399
1673	1	972-613-8826
1674	1	972-681-3681
1675	1	972-216-3757
1676	1	972-613-8888
1677	1	972-286-0826
1678	1	972-686-4270
1679	1	972-557-1400
1680	1	972-686-0555
1681	1	972-279-7436
1682	1	972-286-8834
1683	1	972-557-8901
1684	1	972-289-9263
1685	1	972-329-5477
1686	1	972-681-3318
1687	1	972-222-5417
1688	1	972-279-8900
1689	1	972-226-7496
1690	1	972-289-9848
1691	1	972-682-6378
1692	1	972-681-3338
1693	1	972-270-2091
1694	1	972-686-6822
1695	1	972-686-5266
1696	1	972-613-2290
1697	1	972-289-7700
1698	1	972-613-0475
1699	1	972-289-3769
1700	1	972-288-3389
1701	1	972-288-6632
1702	1	972-686-8866
1703	1	972-216-9997
1704	1	972-329-5011
1705	1	972-329-1820
1706	1	972-289-1889
1707	1	972-222-1628
1708	1	972-613-9113
1709	1	972-289-2950
1710	1	972-289-6230
1711	1	972-226-3013
1712	1	972-285-9460
1713	1	972-557-1080
1714	1	972-285-2277
1715	1	972-270-0852
1716	1	972-285-8826
1717	1	972-286-5878
1718	1	972-285-2619
1719	1	214-562-3405
1720	1	972-289-6262
1721	1	972-613-9419
1722	1	972-329-3100
1723	1	972-329-2523
1724	1	972-288-5706
1725	1	972-285-8777
1726	1	972-279-8058
1727	1	972-681-9002
1728	1	972-329-9464
1729	1	972-681-8052
1730	1	972-285-9753
1731	1	915-520-0488
1732	1	915-683-6131
1733	1	469-467-0383
1734	1	972-633-8240
1735	1	972-599-1700
1736	1	972-423-8322
1737	1	972-618-7272
1738	1	972-758-0919
1739	1	972-519-0178
1740	1	972-633-9500
1741	1	972-398-9055
1742	1	972-423-3188
1743	1	972-964-3315
1744	1	972-867-3400
1745	1	972-818-3400
1746	1	972-516-4100
1747	1	972-473-9248
1748	1	972-527-3019
1749	1	972-612-8441
1750	1	972-769-9169
1751	1	972-867-8666
1752	1	972-964-2830
1753	1	972-596-4224
1754	1	972-612-6208
1755	1	972-516-4820
1756	1	972-599-1700
1757	1	972-612-2702
1758	1	972-422-9698
1759	1	972-403-1765
1760	1	469-467-8655
1761	1	972-964-4050
1762	1	972-931-2500
1763	1	800-657-3131
1764	1	972-423-6980
1765	1	972-618-3730
1766	1	972-422-0449
1767	1	972-781-1654
1768	1	972-378-0662
1769	1	972-964-7793
1770	1	972-596-5497
1771	1	972-964-3789
1772	1	972-422-7069
1773	1	972-424-5289
1774	1	972-423-1524
1775	1	972-424-5419
1776	1	972-423-5335
1777	1	972-509-5522
1778	1	972-398-2388
1779	1	469-366-4490
1780	1	972-398-2807
1781	1	972-867-7823
1782	1	972-781-1184
1783	1	972-424-2572
1784	1	972-378-3600
1785	1	972-519-9001
1786	1	972-422-1107
1787	1	972-423-8885
1788	1	972-964-1310
1789	1	972-516-4994
1790	1	972-612-6729
1791	1	972-424-0827
1792	1	972-881-4634
1793	1	972-423-8005
1794	1	972-881-1348
1795	1	972-000-0000
1796	1	972-519-8445
1797	1	972-881-8200
1798	1	972-867-3561
1799	1	972-519-0345
1800	1	972-491-7267
1801	1	972-943-8888
1802	1	972-312-8091
1803	1	972-403-7600
1804	1	972-423-2323
1805	1	972-599-2114
1806	1	972-781-0310
1807	1	972-423-1126
1808	1	972-964-0061
1809	1	972-517-7000
1810	1	972-424-4561
1811	1	972-423-0240
1812	1	972-423-5115
1813	1	972-424-5261
1814	1	972-596-3768
1815	1	972-608-4455
1816	1	972-578-2491
1817	1	972-943-0899
1818	1	972-424-8028
1819	1	972-517-8004
1820	1	972-596-3358
1821	1	972-596-1404
1822	1	972-578-7997
1823	1	972-423-4318
1824	1	972-596-1404
1825	1	972-985-0624
1826	1	972-423-9960
1827	1	972-769-7669
1828	1	972-596-5004
1829	1	972-423-4043
1830	1	972-424-6482
1831	1	972-208-8803
1832	1	972-244-6555
1833	1	972-527-5888
1834	1	972-422-0196
1835	1	972-208-9700
1836	1	972-985-9944
1837	1	972-403-7403
1838	1	972-781-1773
1839	1	972-423-4744
1840	1	469-467-7731
1841	1	972-424-5982
1842	1	972-629-1718
1843	1	972-519-4499
1844	1	972-633-0859
1845	1	972-781-1133
1846	1	972-491-9060
1847	1	972-309-0404
1848	1	972-596-4040
1849	1	972-509-5757
1850	1	972-509-7878
1851	1	972-424-2222
1852	1	972-820-9000
1853	1	972-781-0776
1854	1	972-423-6828
1855	1	972-758-1232
1856	1	972-596-9327
1857	1	972-943-9288
1858	1	972-422-1953
1859	1	972-398-9044
1860	1	972-881-2853
1861	1	972-985-8499
1862	1	972-519-0022
1863	1	972-867-8465
1864	1	972-378-5531
1865	1	972-633-8899
1866	1	972-248-0851
1867	1	972-578-2520
1868	1	972-618-3342
1869	1	972-473-6626
1870	1	972-423-2800
1871	1	972-423-6443
1872	1	903-786-5228
1873	1	903-786-2759
1874	1	972-230-7787
1875	1	972-223-1911
1876	1	972-230-4286
1877	1	972-617-3616
1878	1	972-223-2300
1879	1	972-437-1122
1880	1	972-690-9160
1881	1	972-889-2990
1882	1	972-497-9661
1883	1	972-907-1055
1884	1	972-680-8088
1885	1	972-680-8989
1886	1	972-231-8858
1887	1	972-644-3986
1888	1	972-231-5886
1889	1	972-699-9099
1890	1	972-437-2858
1891	1	972-671-3274
1892	1	972-480-8595
1893	1	972-231-8060
1894	1	972-994-9200
1895	1	972-699-1039
1896	1	972-234-8684
1897	1	972-234-1195
1898	1	972-671-4040
1899	1	972-231-6555
1900	1	972-238-8339
1901	1	972-231-4577
1902	1	972-231-5078
1903	1	972-479-0888
1904	1	972-680-8344
1905	1	972-238-0748
1906	1	972-699-9100
1907	1	972-783-8688
1908	1	972-437-2288
1909	1	972-644-5288
1910	1	972-669-0069
1911	1	972-644-4000
1912	1	972-680-3500
1913	1	972-907-1712
1914	1	972-671-6478
1915	1	972-235-8960
1916	1	972-234-0520
1917	1	972-437-5777
1918	1	972-699-1166
1919	1	972-437-4313
1920	1	972-231-7792
1921	1	972-231-0467
1922	1	972-644-5146
1923	1	972-889-8000
1924	1	972-889-3663
1925	1	972-669-0608
1926	1	972-238-7199
1927	1	972-235-9191
1928	1	972-367-2000
1929	1	972-479-9838
1930	1	972-690-4867
1931	1	972-669-7818
1932	1	972-234-5509
1933	1	972-671-4887
1934	1	972-690-9821
1935	1	972-968-0888
1936	1	972-644-0487
1937	1	972-231-7212
1938	1	972-231-9243
1939	1	972-234-8052
1940	1	972-907-1074
1941	1	972-664-9933
1942	1	972-437-6747
1943	1	972-231-9190
1944	1	800-771-1455
1945	1	972-644-7470
1946	1	972-907-0146
1947	1	972-231-5556
1948	1	972-680-0400
1949	1	972-479-9450
1950	1	972-231-1884
1951	1	972-238-3520
1952	1	972-671-8723
1953	1	972-234-6444
1954	1	972-238-8888
1955	1	972-231-7400
1956	1	972-238-5337
1957	1	972-231-5221
1958	1	972-231-1419
1959	1	972-231-3388
1960	1	972-463-8484
1961	1	972-475-4344
1962	1	972-475-0466
1963	1	972-412-7311
1964	1	972-412-3555
1965	1	972-412-6553
1966	1	972-412-0877
1967	1	972-412-6070
1968	1	972-475-0175
1969	1	972-442-0290
1970	1	972-287-8175
1971	1	972-287-9120
1972	1	972-287-2312
1973	1	972-287-1191
1974	1	903-893-6980
1975	1	903-892-1700
1976	1	972-226-0811
1977	1	972-624-7272
1978	1	469-384-0246
1979	1	972-625-0730
1980	1	972-625-6978
1981	1	972-370-1010
1982	1	972-625-0883
1983	1	972-624-0053
1984	1	972-370-8181
1985	1	972-624-8946
1986	1	972-370-0770
1987	1	972-370-5991
1988	1	469-384-8879
1989	1	972-625-0936
1990	1	972-625-4780
1991	1	940-599-3351
1992	1	972-525-3205
1993	1	972-441-6009
1994	1	903-342-9207
1995	1	972-442-9797
1996	1	972-442-1730
1997	1	972-442-6118
1998	1	972-442-2316
1999	1	972-429-0069
