restaurant	frommers	name
0951	1	Flagler Grill
0952	1	The Courtyard Grill
0953	1	Cedar Street Restaurant
0954	1	Coleman's
0955	1	Dinosaur Bar-B-Que
0956	1	Caf&eacute; Divino
0957	1	Chez Pierre
0958	1	Bern's SteakHouse
0959	1	Columbia
0960	1	Mise en Place
0961	1	Restaurant BT
0962	1	Whiskey Joe's Bar & Grill
0963	1	Bent Street Cafe &amp; Deli
0964	1	Bravo
0965	1	El Meze
0966	1	Graham's Grille
0967	1	Guadalajara Grill
0968	1	Gutiz
0969	1	Lambert's of Taos
0970	1	Orlando's New Mexican Caf&eacute;
0971	1	Sabroso
0972	1	Stakeout Grill & Bar
0973	1	Sushi a la Hattori
0974	1	Cornerhouse Grille
0975	1	Cosmopolitan
0976	1	Las Monta&ntilde;as
0977	1	Buca's Tuscan Roadhouse
0978	1	Circadia Bistro at the Country Inn
0979	1	L'Alouette Bistro
0980	1	Pier 77 Restaurant
0981	1	Plaza Restaurant
0982	1	Willy's Place
0983	1	Big Nose Kate's Saloon
0984	1	El Capitan Restaurant & Lounge
0985	1	Babe's Mediterranean Bistro
0986	1	Jams
0987	1	La Cocina
0988	1	Dos Silos
0989	1	Anthony's in the Catalinas
0990	1	Arizona Inn
0991	1	Blanco Tacos + Tequila
0992	1	Bluefin Seafood Bistro
0993	1	Caf&eacute; &agrave; la C'Art
0994	1	Candela Restaurant
0995	1	El Charro Caf&eacute;
0996	1	El Corral Restaurant
0997	1	Feast
0998	1	J Bar
0999	1	Kingfisher Bar & Grill
1000	1	Le Delice
1001	1	McClintock's
1002	1	McMahon's Prime Steakhouse
1003	1	Miguel's
1004	1	Pinnacle Peak Steakhouse
1005	1	Tavolino Ristorante Italiano
1006	1	The Dish Bistro & Wine Bar
1007	1	The Grill
1008	1	Tohono Chul Tea Room
1009	1	Vero Amore
1010	1	Vivace Restaurant
1011	1	Alaska's Bistro
1012	1	Fu Kung Chinese Restaurant
1013	1	Roots Restaurant and Bar
1014	1	71 Palm Restaurant
1015	1	Taquer&iacute;a Vallarta
1016	1	Old Town Caf&eacute;
1017	1	7-11 Ranch Restaurant
1018	1	Dino Brew Haus
1019	1	The Pig Stand
1020	1	Catch 31
1021	1	Doc Taylor's
1022	1	La Bella Italia Cafe & Trattoria
1023	1	Rudee's on the Inlet
1024	1	The Vintage Press
1025	1	Whitehouse-Crawford Restaurant
1026	1	Bulloch House Restaurant
1027	1	Belga Caf&eacute;
1028	1	Bistro Bis
1029	1	Caf&eacute; Asia
1030	1	Cafe Milano
1031	1	Cashion's Eat Place
1032	1	Ceiba
1033	1	Charlie Palmer Steak
1034	1	Clyde's of Georgetown
1035	1	Corduroy
1036	1	Cork
1037	1	Creme Caf&eacute; and Lounge
1038	1	Etete
1039	1	Good Stuff Eatery
1040	1	Hank's Oyster Bar
1041	1	Heritage India
1042	1	Jaleo
1043	1	Legal Sea Foods
1044	1	Leopold's Kafe & Konditorei
1045	1	Meskerem
1046	1	Obelisk
1047	1	Old Glory Barbecue
1048	1	PS7's
1049	1	Palena
1050	1	Pesce
1051	1	Poste
1052	1	Posto
1053	1	Potenza
1054	1	Rasika
1055	1	Sonoma
1056	1	Sushi-Ko
1057	1	Tabard Inn
1058	1	The Jockey Club
1059	1	The Monocle
1060	1	The Source
1061	1	Tosca
1062	1	Vidalia
1063	1	Zaytinya
1064	1	Zengo
1065	1	Zola
1066	1	The Chocolate Sparrow
1067	1	Cafe Kandahar
1068	1	Rising Sun Bistro
1069	1	The Tupelo Grille
1070	1	Berret's Seafood Restaurant & Tap House Grill
1071	1	Blue Talon Bistro
1072	1	Christina Campbell's Tavern
1073	1	Fat Canary
1074	1	Old Chickahominy House
1075	1	Pierce's Pitt Bar-B-Que
1076	1	Shields Tavern
1077	1	The Cheese Shop
1078	1	Deep Blue Bar and Grill
1079	1	Feby's Fishery
1080	1	Kelly's Logan House
1081	1	Kid Shelleen's
1082	1	Boca Bay
1083	1	Elijah's
1084	1	Mediterra
1085	1	Dot's
1086	1	Maple Leaf Malt & Brewing Co
1087	1	One Block West
1088	1	The Turquoise Room
1089	1	Old Salem Tavern Dining Room
1090	1	Ryan's
1091	1	The Old Fourth Street Filling Station
1092	1	Untamed Southwest Grill
1093	1	Arrowleaf Bistro
1094	1	The Dining Room at Sun Mountain Lodge
1095	1	Bentley's
1096	1	The Prince and the Pauper
1097	1	Sole Proprietor
1098	1	The Drift Inn
1099	1	Yachats River House
1100	1	Amici's
1101	1	Barrel House
1102	1	Caf&eacute; M&eacute;lange
1103	1	Dykstra House Restaurant
1104	1	Heritage Inn Restaurant
1105	1	Katya's Bistro & Wine Bar
1106	1	Old Yarmouth Inn
1107	1	abbicci
1108	1	Nick's Riverwalk Restaurant
1109	1	River City Grill
1110	1	The Garden Cafe
1111	1	Winslow Way Cafe
1112	1	Ballard's
1113	1	Beachhead
1114	1	Rachel's
1115	1	Aloha Angel Cafe
1116	1	Ba-Le Sandwich Shop
1117	1	Beach Tree Bar & Grill
1118	1	Cafe Pesto
1119	1	CanoeHouse
1120	1	Daniel Thiebaut Restaurant
1121	1	Harrington's
1122	1	Hilo Bay Caf&eacute;
1123	1	Huggo's
1124	1	Island Lava Java
1125	1	Jackie Rey's Ohana Grill
1126	1	Keei Cafe
1127	1	Kenichi Pacific
1128	1	Kilauea Lodge & Restaurant
1129	1	Kona Inn Restaurant
1130	1	Kuhio Grille
1131	1	Lava Rock Cafe
1132	1	Los Habaneros
1133	1	Miyo's
1134	1	Nori's Saimin & Snacks
1135	1	Ocean Sushi Deli
1136	1	Queen's Court Restaurant
1137	1	Quinn's Almost By the Sea
1138	1	Seaside Restaurant
1139	1	Waikoloa Beach Grill
1140	1	Charlie's L'Etoile Verte
1141	1	Harbour Town Grill
1142	1	Santa Fe Cafe
1143	1	Latitude 31
1144	1	Zachry's Seafood Restaurant
1145	1	Barefoot Burgers
1146	1	Beezers
1147	1	Brennecke's Beach Broiler
1148	1	Brick Oven Pizza
1149	1	Bubba Burgers
1150	1	Dani's Restaurant
1151	1	Duke's Canoe Club
1152	1	Gaylord's
1153	1	Grinds Caf&eacute;
1154	1	Hanalei Gourmet
1155	1	JJ's Broiler
1156	1	Java Kai
1157	1	Keoki's Paradise
1158	1	Kountry Kitchen
1159	1	La Cascata
1160	1	Lighthouse Bistro Kilauea
1161	1	Mediterranean Gourmet
1162	1	Norberto's El Cafe
1163	1	Ono Family Restaurant
1164	1	Poipu Beach Broiler
1165	1	Restaurant Kiibo
1166	1	Roy's Poipu Bar & Grill
1167	1	Shrimp Station
1168	1	Sukhothai Restaurant
1169	1	The Beach House
1170	1	Tip Top Caf&eacute;/Bakery
1171	1	Toi's Thai Kitchen
1172	1	Wailua Marina Restaurant
1173	1	Waimea Brewing Company
1174	1	Yum Cha
1175	1	Caf&eacute; 565
1176	1	Canoes Lanai
1177	1	Coffee Works
1178	1	Ocean Grill
1179	1	Pele's Other Garden
1180	1	Bay Caf&eacute;
1181	1	Love Dog Caf&eacute;
1182	1	Alchemy
1183	1	Among the Flowers Cafe
1184	1	Art Cliff Diner
1185	1	Chesca's
1186	1	Linda Jean's
1187	1	Lure
1188	1	Mad Martha's
1189	1	Mad Martha's
1190	1	Murdick's Fudge
1191	1	Oyster Bar Grill
1192	1	Park Corner Bistro
1193	1	Seafood Shanty
1194	1	Slice of Life
1195	1	Sweet Life Cafe
1196	1	The Beach Plum Inn Restaurant
1197	1	Zephrus at the Mansion House Inn
1198	1	Beachside Grill/Leilani's on the Beach
1199	1	Buzz's Wharf
1200	1	Cafe O'Lei Kihei
1201	1	Cafe des Amis
1202	1	Charley's Restaurant
1203	1	Ferraro's Bar e Ristorante
1204	1	Hula Grill
1205	1	I'O
1206	1	Jacques North Shore
1207	1	Joe's
1208	1	Kimo's
1209	1	Lahaina Fish Company
1210	1	Longhi's
1211	1	Maalaea Grill
1212	1	Main Street Bistro
1213	1	Mama's Fish House
1214	1	Maui Sunrise Caf&eacute;
1215	1	Maui Tacos
1216	1	Moana Bakery &amp; Cafe
1217	1	Pacific'O Restaurant
1218	1	Penne Pasta Caf&eacute;
1219	1	Pizza Paradiso Italian Kitchen
1220	1	Plantation House Restaurant
1221	1	Roy's Kahana Bar &amp; Grill
1222	1	Sam Sato's
1223	1	Sansei Seafood Restaurant &amp; Sushi Bar
1224	1	Shaka Sandwich &amp; Pizza
1225	1	Spago
1226	1	Stella Blues Cafe
1227	1	The Coffee Store
1228	1	The Feast at Lele
1229	1	Outpost Natural Foods
1230	1	Paddlers' Inn
1231	1	Stanley's Coffee Shop and Gallery
1232	1	Sundown Deli
1233	1	29 Fair
1234	1	American Seasons
1235	1	Bartlett's Farm
1236	1	Black Eyed Susan's
1237	1	Brant Point Grill
1238	1	Cinco Restaurant and Bar
1239	1	Club Car
1240	1	Galley Beach
1241	1	Le Languedoc Bistro
1242	1	LoLa 41
1243	1	Nantucket Lobster Trap
1244	1	Ropewalk
1245	1	Schooner's at Steamboat Wharf
1246	1	Something Natural
1247	1	Starlight Theatre and Cafe
1248	1	Straight Wharf
1249	1	The Even Keel Caf&eacute;
1250	1	The Juice Bar
1251	1	12th Avenue Grill
1252	1	3660 On the Rise
1253	1	Akasaka
1254	1	Angelo Pietro
1255	1	Arancino
1256	1	Assaggio
1257	1	Bali by the Sea
1258	1	Buzz's Original Steak House
1259	1	Cafe Laufer
1260	1	Cha Cha Cha
1261	1	Chai's Island Bistro
1262	1	Cholos Homestyle Mexican II
1263	1	Duke's Waikiki
1264	1	Eggs 'n Things
1265	1	Gordon Biersch Brewery Restaurant
1266	1	Hiroshi Eurasian Tapas
1267	1	Hula Grill Waikiki
1268	1	I &hearts; Country Caf&eacute;
1269	1	Indigo Eurasian Cuisine
1270	1	Jimbo's Restaurant
1271	1	Kaka'ako Kitchen
1272	1	Keo's in Waikiki
1273	1	Kincaid's Fish, Chop, and Steakhouse
1274	1	Kua Aina
1275	1	Little Village Noodle House
1276	1	Lucy's Grill 'n Bar
1277	1	Nico's At Pier 38
1278	1	Panda Cuisine
1279	1	Shokudo
1280	1	Sushi King
1281	1	The Pineapple Room
1282	1	Tiki's Grill &amp; Bar
1283	1	To Chau
1284	1	Town
1285	1	Yohei Sushi
1286	1	d.k Steakhouse
1287	1	Back Porch
1288	1	Inn at Ship Bay
1289	1	Kingfish Dining Room (Westsound Caf&eacute;)
1290	1	The Place Bar & Grill
1291	1	Vine Street Caf&eacute;
1292	1	Bennie's Red Barn
1293	1	Gnat's Landing
1294	1	Christopher's
1295	1	The Oystercatcher
1296	1	Farmhouse
1297	1	Simon Pearce
1298	1	Cafe Alpine
1299	1	Hearthstone
1300	1	Mi Casa
1301	1	Relish
1302	1	Hamilton's Grill Room
1303	1	The Freight House
1304	1	Lenny & Joe's Fish Tale
1305	1	The Place
1306	1	Benetti's Italian Restaurant
1307	1	River Run Restaurant & Trout Skeller Bar
1308	1	The Andes Hotel
1309	1	Barcelona
1310	1	Kazu
1311	1	Tavern on Main
1312	1	The Elms
1313	1	Zinc
1314	1	Penn Alps Restaurant &amp; Craft Shop
1315	1	Sweetwater Grill
1316	1	Magnolia Cafe
1317	1	Ruby's Hotel & Restaurant
1318	1	The Catskill Mountain Country Store and Restaurant
1319	1	Celilo Restaurant
1320	1	Joseph's Restaurant & Cantina
1321	1	Village Tavern Restaurant
1322	1	The Campbell House Caf&eacute;
1323	1	Abondante
1324	1	The Cookhouse
1325	1	The Depot Restaurant
1326	1	The Port Bistro
1327	1	Brasserie Le Bouchon
1328	1	Cold Spring Depot
1329	1	Hotel Thayer
1330	1	Lanterna Tuscan Bistro
1331	1	Prima Pizza
1332	1	Coco's Kitchen
1333	1	Mangrove Mama's Restaurant
1334	1	Foster's Coach House
1335	1	Traphagen Restaurant & Colonial Tap Room (Beekman Arms)
1336	1	Abbott's Lobster in the Rough
1337	1	Go Fish
1338	1	Timothy's
1339	1	Water Street Caf&eacute;
1340	1	Boston Pizza
1341	1	Keg Steakhouse & Bar
1342	1	Terrapin Grille
1343	1	The Western Door
1344	1	Harbourfront Deli
1345	1	Modern Snack Bar
1346	1	North Fork Table and Inn
1347	1	Best Bagels
1348	1	Elk Street Grill
1349	1	La Plage
1350	1	Bistro Maison
1351	1	Nick's Italian Caf&eacute;
1352	1	Red Hills Provincial Dining
1353	1	The Fresh Palate Cafe
1354	1	The South Store Caf&eacute;
1355	1	Tina's
1356	1	Blue Moon Cafe
1357	1	Black Rabbit Restaurant
1358	1	Multnomah Falls Lodge
1359	1	Tad's Chicken 'n Dumplins
1360	1	1587 Restaurant
1361	1	Darrell's
1362	1	Flying Fish Caf&eacute;
1363	1	Outer Banks Brewing Station
1364	1	The Lifesaving Station
1365	1	Chez Albert
1366	1	Fitzwilly's
1367	1	Judie's
1368	1	Osaka
1369	1	Shells
1370	1	Spain
1371	1	Beverly's
1372	1	Chez Sophie
1373	1	Chianti Il Ristorante
1374	1	Sperry's Restaurant
1375	1	Solomon's Pier
1376	1	Bella Italia Ristorante
1377	1	Crazy Norwegian's Fish and Chips
1378	1	Riverview Restaurant
1379	1	Courtney's Restaurant
1380	1	Cobblers
1381	1	Manny's Steakhouse & Seafood
1382	1	Bistro St. Michaels
1383	1	Bridge Restaurant Tilghman
1384	1	Carpenter Street Saloon
1385	1	Latitude 38 Bistro &amp; Spirits
1386	1	Mason's
1387	1	Old Towne Creamery
1388	1	Scossa Restaurant &amp; Lounge
1389	1	Taste Gourmet Deli
1390	1	Town Dock Restaurant
1391	1	Aegean Breeze
1392	1	Asters
1393	1	Brix Wine Bar
1394	1	Caf&eacute; Latino
1395	1	Church Street Cafe
1396	1	Gramercy Bistro
1397	1	Spice Root
1398	1	Golden Pear
1399	1	Golden Pear
1400	1	Rowdy Hall
1401	1	Tierra Mar
1402	1	Eiffel Tower Caf&eacute;
1403	1	Tuscarora Mill
1404	1	Crab Cooker
1405	1	Weinhard Caf&eacute;
1406	1	Nehalem River Inn
1407	1	Pelican Pub & Brewery
1408	1	Roseanna's Oceanside Caf&eacute;
1409	1	Red Dot
1410	1	Atlantic's Edge
1411	1	Calypso's Seafood Grill
1412	1	Green Turtle Inn
1413	1	Lorelei Restaurant and Cabana Bar
1414	1	Swank's on Main
1415	1	Viento
1416	1	Walking Man Brewery
1417	1	Seneca Harbor Station
1418	1	Stonecat Caf&eacute;
1419	1	Veraisons Restaurant
1420	1	Zazzy's Coffee House
1421	1	Margo's
1422	1	Memories Restaurant
1423	1	Tulie Oasis
1424	1	Church Street Caf&eacute;
1425	1	Corn Maiden
1426	1	Duran Central Pharmacy
1427	1	Gold Street Caff&egrave;
1428	1	La Hacienda
1429	1	Prairie Star
1430	1	Seasons Grill
1431	1	Standard Diner
1432	1	Terra
1433	1	Zinc Wine Bar & Bistro
1434	1	King Street Blues
1435	1	Restaurant Eve
1436	1	Two-Nineteen
1437	1	OHMS Caf&eacute; and Bar
1438	1	The Big Texan Steak Ranch
1439	1	Youngblood's Stockyard Cafe
1440	1	Zen 721
1441	1	29 South
1442	1	Brett's Waterway Cafe
1443	1	Marina Restaurant
1444	1	Thyme World Cuisine
1445	1	Gere-a-Deli
1446	1	Rockfish Grill and Anacortes Brewery
1447	1	Bear Tooth Grill
1448	1	Cafe Savannah
1449	1	City Diner
1450	1	Dianne's Restaurant
1451	1	Downtown Deli and Cafe
1452	1	Jens' Restaurant
1453	1	Kumagoro
1454	1	Orso
1455	1	Sacks Cafe
1456	1	Simon and Seafort's Saloon and Grill
1457	1	The Greek Corner
1458	1	The Lucky Wishbone
1459	1	The Marx Brothers Cafe
1460	1	Sam's Anchor Caf&eacute;
1461	1	Caf&eacute; Normandie
1462	1	Cafe Gurus
1463	1	Chick and Ruth's Delly
1464	1	Federal House Bar & Grille
1465	1	McGarvey's Saloon & Oyster Bar
1466	1	O'Learys Seafood Restaurant
1467	1	Reynolds Tavern
1468	1	The Rockfsh
1469	1	Chef Eddie's Magnolia Grill
1470	1	The Owl Cafe
1471	1	Folie Douce
1472	1	Mistral's at Toll Gate
1473	1	Blue Ridge Dining Room
1474	1	Bouchon
1475	1	Doc Chey's Noodle House
1476	1	Martha Nell's
1477	1	The Frog Bar Deli/The Flying Frog Caf&eacute;
1478	1	The Market Place
1479	1	Tupelo Honey Caf&eacute;
1480	1	Zambra
1481	1	Amuse Restaurant
1482	1	Chateaulin
1483	1	Kobe
1484	1	Tabu Restaurant
1485	1	Thai Pepper
1486	1	The Winchester Inn Restaurant & Wine Bar
1487	1	Gusto Ristorante
1488	1	Krabloonik
1489	1	Pi&ntilde;ons
1490	1	BRIDGE
1491	1	Baked Alaska
1492	1	Clemente's
1493	1	Drina Daisy
1494	1	Five & Ten
1495	1	Aria
1496	1	Atlanta Fish Market
1497	1	Au Pied de Cochon
1498	1	Avra Greek Tavern
1499	1	Blue Ridge Grill
1500	1	Chops/Lobster Bar
1501	1	Doc Chey's Noodle House
1502	1	Eno
1503	1	Fat Matt's Rib Shack
1504	1	Fogo de Ch&atilde;o
1505	1	J&ouml;el
1506	1	Jake's Ice Cream & Sorbets
1507	1	Kyma
1508	1	Magic Fingers Sushi
1509	1	Mary Mac's Tea Room
1510	1	Murphy's
1511	1	New York Prime
1512	1	Pasta da Pulcinella
1513	1	Pricci
1514	1	Raging Burrito
1515	1	Surin of Thailand
1516	1	Swan Coach House
1517	1	Taqueria del Sol
1518	1	The Dining Room
1519	1	The Palm
1520	1	Warren City Club
1521	1	Willy's Mexicana Grill
1522	1	Wisteria
1523	1	Aquarelle
1524	1	Artz Rib House
1525	1	Casa de Luz
1526	1	Chez Zee
1527	1	Chuy's
1528	1	Cipollina
1529	1	Curra's Grill
1530	1	Green Pastures
1531	1	Gumbo's
1532	1	Hoover's
1533	1	Hudson's on the Bend
1534	1	Hula Hut
1535	1	Jeffrey's
1536	1	Manuel's
1537	1	Matt's El Rancho
1538	1	Mother's Caf&eacute; & Garden
1539	1	Musashino
1540	1	Ranch 616
1541	1	Roaring Fork
1542	1	Shady Grove
1543	1	Shoreline On The Water
1544	1	The Iron Works
1545	1	The Oasis
1546	1	Uchi
1547	1	Vespaio
1548	1	Vivo
1549	1	Wink
1550	1	Z'Tejas Southwestern Grill
1551	1	Zen
1552	1	Aldo's
1553	1	Cr&ecirc;pe du Jour
1554	1	Della Notte Ristorante
1555	1	Ethel and Ramone's
1556	1	Jack's Bistro
1557	1	James Joyce Irish Pub & Restaurant
1558	1	Lucy's Irish Pub and Restaurant
1559	1	Nick's Fish House
1560	1	Obrycki's
1561	1	Robert Oliver Seafood
1562	1	Ruth's Chris Steak House
1563	1	Sabatino's
1564	1	The Bay Atlantic Club
1565	1	The Laurrapin
1566	1	The Prime Rib
1567	1	Vaccaro's
1568	1	Jackalope's View Restaurant
1569	1	Eden Vegetarian Caf&eacute;
1570	1	Jordan's Restaurant
1571	1	M&acirc;che Bistro
1572	1	Maggie's Restaurant
1573	1	Baxter's Boat House
1574	1	Columbo's Caf&eacute;
1575	1	Common Ground Cafe
1576	1	Dolphin Restaurant
1577	1	Mattakeese Wharf
1578	1	Roadhouse Caf&eacute;
1579	1	Roo Bar
1580	1	The Barnstable Restaurant and Tavern
1581	1	The Paddock
1582	1	Wianno Grille
1583	1	Plums
1584	1	Anthony's at Squalicum Harbor
1585	1	Colophon Caf&eacute; & Deli
1586	1	Pacific Caf&eacute;
1587	1	Rhododendron Caf&eacute;
1588	1	The Oyster Bar on Chuckanut Drive
1589	1	Cork
1590	1	deep
1591	1	Alldays & Onions
1592	1	Pangaea
1593	1	Cafe Rouge
1594	1	Rivoli
1595	1	Frog House
1596	1	Grotto Pizza
1597	1	Deetjen's Big Sur Inn Restaurant
1598	1	Q
1599	1	Baja Cafe
1600	1	Mario's of Boca
1601	1	The Addison
1602	1	Dan'l Boone Inn
1603	1	Baraka Caf&eacute;
1604	1	Barking Crab
1605	1	Bombay Club
1606	1	Brasserie Jo
1607	1	Caf&eacute; Jaffa
1608	1	Casa Romero
1609	1	Daily Catch
1610	1	Davio's Northern Italian Steakhouse
1611	1	Durgin-Park
1612	1	Grill 23 & Bar
1613	1	Henrietta's Table
1614	1	Jasper White's Summer Shack
1615	1	Jasper White's Summer Shack
1616	1	Legal Sea Foods
1617	1	Legal Sea Foods
1618	1	Legal Sea Foods
1619	1	Peach Farm
1620	1	Redbones
1621	1	Sel de la Terre
1622	1	South End Buttery
1623	1	Sultan's Kitchen
1624	1	The Blue Room
1625	1	Upstairs on the Square
1626	1	Xinh Xinh
1627	1	Ye Olde Union Oyster House
1628	1	Zoe's
1629	1	14th Street Bar & Grill
1630	1	Black Cat
1631	1	Illegal Pete's
1632	1	Jax Fish House
1633	1	Rio Grande
1634	1	Sunflower
1635	1	The Chart Room
1636	1	Boodle's
1637	1	Main Street Overeasy
1638	1	Montana Ale Works
1639	1	Over the Tapas
1640	1	Plonk Wine
1641	1	The Emerson Grill
1642	1	BT Bones Steakhouse
1643	1	Branson Caf&eacute;
1644	1	Candlestick Inn
1645	1	T. J. Buckley's
1646	1	Mulate's the Original Cajun Restaurant
1647	1	Brewster Inn & Chowder House
1648	1	Chillingsworth
1649	1	The Brewster Fish House
1650	1	Cozumel Grill
1651	1	Mothers Restaurant
1652	1	Root Five
1653	1	Ted's Jumbo Red Hots
1654	1	Ted's Jumbo Red Hots
1655	1	Ted's Jumbo Red Hots
1656	1	Ted's Jumbo Red Hots
1657	1	Tempo
1658	1	The Old Library
1659	1	Trattoria Delia
1660	1	Big Jim's
1661	1	Suicide Bridge Restaurant
1662	1	Atlantica
1663	1	Cappy's Chowder House
1664	1	Marriner's Restaurant
1665	1	Bristol Harbour's Lodge Restaurant
1666	1	Bistro Restaurant
1667	1	Gower Street Bistro
1668	1	Newman's at 988
1669	1	The Flume
1670	1	Blanca
1671	1	Q'ero
1672	1	Vivace
1673	1	Rio Grill
1674	1	Wonder Bar
1675	1	Castine Inn
1676	1	Dennett's Wharf Restaurant & Oyster Bar
1677	1	Cookin' Books
1678	1	Crook's Corner
1679	1	Lantern Restaurant
1680	1	Mama Dips Kitchen
1681	1	Spice Street
1682	1	The Barbecue Joint
1683	1	The Carolina Crossroads
1684	1	82 Queen
1685	1	A. W. Shucks
1686	1	Basil
1687	1	Carolina's
1688	1	Charleston Grill
1689	1	Fish
1690	1	Grill 225
1691	1	Gullah Cuisine Lowcountry Restaurant
1692	1	High Cotton Maverick Bar & Grill
1693	1	Hyman's Seafood Company Restaurant
1694	1	Magnolias
1695	1	McCrady's
1696	1	Peninsula Grill
1697	1	Robert's of Charleston
1698	1	See Wee
1699	1	The Boathouse on East Bay
1700	1	The Red Drum
1701	1	Creation
1702	1	Upstream
1703	1	Himalayan Fusion
1704	1	Mono Loco
1705	1	Carmine's Pizza
1706	1	Chatham Candy Manor
1707	1	Chatham Squire
1708	1	Red Nun Bar & Grill
1709	1	RooBar
1710	1	The Blue Coral
1711	1	Peter's Pancakes & Waffles
1712	1	Chesapeake Inn Restaurant &amp; Marina
1713	1	Blue Heron Cafe
1714	1	Osprey Point Restaurant
1715	1	Little Bear Inn
1716	1	Luxury Diner
1717	1	Adobo Grill
1718	1	Alinea
1719	1	Arun's
1720	1	Bin 36
1721	1	Bistrot Margot
1722	1	Blackbird
1723	1	Boka
1724	1	Brasserie Jo
1725	1	Caf&eacute; Iberico
1726	1	Carnivale
1727	1	Carson's
1728	1	Copperblue
1729	1	De La Costa
1730	1	Francesca's Forno
1731	1	Gibsons Bar & Steakhouse
1732	1	Goose Island Brewing Company
1733	1	Harry Caray's Italian Steakhouse
1734	1	Hot Chocolate
1735	1	La Creperie
1736	1	La Sardine
1737	1	Mirai Sushi
1738	1	Mon Ami Gabi
1739	1	Mr. Beef
1740	1	Nacional 27
1741	1	Naha
1742	1	Oak Tree
1743	1	Osteria Via Stato
1744	1	Pizzeria Uno
1745	1	Potbelly Sandwich Works
1746	1	Red Light
1747	1	Rhapsody
1748	1	Rockit Bar & Grill
1749	1	RoseAngelis
1750	1	Silver Cloud
1751	1	Spiaggia
1752	1	The Berghoff
1753	1	The Gage
1754	1	Tru
1755	1	Vong's Thai Kitchen-VTK
1756	1	mk
1757	1	one sixtyblue
1758	1	JeanRo Bistro
1759	1	CROP Bistro and Bar
1760	1	Maxi's
1761	1	Sarava
1762	1	Table 45
1763	1	XO Prime Steaks
1764	1	The Mango Tree
1765	1	Shiki
1766	1	Wyoming's Rib & Chop House
1767	1	Adam's Mountain Cafe
1768	1	Amanda's Fonda
1769	1	Dutch Kitchen
1770	1	Giuseppe's Old Depot Restaurant
1771	1	Marigold's Caf&eacute; and Bakery
1772	1	Meadow Muffins
1773	1	Phantom Canyon Brewing Co
1774	1	Ritz Grill
1775	1	The Blue Star
1776	1	The Warehouse
1777	1	Adriana's Caf&eacute; &amp; Gelateria
1778	1	California Dreaming
1779	1	Mr. Friendly's New Southern Cafe
1780	1	Yesterday's
1781	1	Nashoba Brook Bakery & Caf&eacute;
1782	1	Susty's
1783	1	Alex & Ika
1784	1	T.J.'s Place
1785	1	Killer Whale Caf&eacute;
1786	1	La Playa
1787	1	Water Street Seafood Company
1788	1	Pippo's Cafe
1789	1	Wildfire Restaurant
1790	1	Heavy's Barbecue
1791	1	Beachcomber
1792	1	Le Bosquet
1793	1	Giuseppe's Italian Restaurant
1794	1	Adelmo's Ristorante
1795	1	Ali Baba Caf&eacute;
1796	1	Bread Winners Caf&eacute; & Bakery
1797	1	Fearing's
1798	1	Local
1799	1	Peggy Sue BBQ
1800	1	Sonny Bryan's Smokehouse
1801	1	Taco Diner
1802	1	The French Room
1803	1	Down the Hatch
1804	1	Frappes North
1805	1	McK's Dublin Station
1806	1	The Cellar
1807	1	Arterra
1808	1	Si Se&ntilde;or
1809	1	Triple J Caf&eacute;
1810	1	Center Stage Caf&eacute; & Backstage Pub
1811	1	Clancy's of Dennisport
1812	1	Stage Stop Candy
1813	1	The Dog House
1814	1	The Ocean House New American Bistro and Bar
1815	1	Bayou Bob's
1816	1	Buckhorn Exchange
1817	1	Duo
1818	1	Jack-N-Grill
1819	1	Le Central
1820	1	McCormick's Fish House & Bar
1821	1	Palace Arms
1822	1	Paramount Cafe
1823	1	Strings
1824	1	Sushi Den
1825	1	T-Wa Inn
1826	1	The Fort
1827	1	The Palm
1828	1	Wynkoop Brewing Company
1829	1	Zengo
1830	1	Tidal Raves
1831	1	AJ's Seafood & Oyster Bar
1832	1	Caf&eacute; Thirty-A
1833	1	Callahan's Island Restaurant & Deli
1834	1	Donut Hole
1835	1	Fisherman's Wharf Seafood House
1836	1	Fudpucker's Beachside Bar and Grill
1837	1	Harbor Docks
1838	1	Harry T's Boat House
1839	1	Pandora's Restaurant & Lounge
1840	1	The Red Bar & Picolo's
1841	1	Detroit Beer Co
1842	1	Pegasus Taverna
1843	1	Seldom Blues
1844	1	The Lark
1845	1	Big Hole Crossing Restaurant
1846	1	Blacktail Station
1847	1	Countrie Eatery
1848	1	W. T. Smithers
1849	1	Cyprus Cafe
1850	1	Durango Diner
1851	1	Olde Tymer's Cafe
1852	1	Steamworks Brewing Co
1853	1	The Palace Restaurant
1854	1	Nana's
1855	1	Tino's Steak House
1856	1	Arnold's Lobster & Clam Bar
1857	1	Ben & Jerry's Scoop Shop
1858	1	Box Lunch
1859	1	Hole-in-One Donut Shop
1860	1	H&amp;H Car Wash and Coffee Shop
1861	1	The Yellow Church Cafe
1862	1	Esca-Latte Coffee Shop &amp; Pizza Parlor
1863	1	Ponderosa Restaurant
1864	1	Hacienda de Vega
1865	1	El Paragua
1866	1	King Estate Restaurant
1867	1	March&eacute;
1868	1	Sweet Basil
1869	1	Loaf and Ladle
1870	1	Thai House
1871	1	The Bakery
1872	1	The Pump House Restaurant and Saloon
1873	1	Casino Wharf Fx
1874	1	Chapoquoit Grill
1875	1	La Cucina Sul Mare
1876	1	Landfall
