restaurant	usdiners	cuisine
1246	1	Mexican/Mexican
1247	1	Mexican/Mexican
1248	1	Mexican/Mexican
1249	1	Seafood/Seafood
1250	1	Others/Others
1251	1	Chinese/Chinese
1252	1	Bakery/Pizza
1253	1	Italian/Other
1254	1	Italian/Other
1255	1	French/American
1256	1	Others/Others
1257	1	Mexican/Mexican
1258	1	Mexican/Mexican
1259	1	Others/Others
1260	1	Pizza/Italian
1261	1	Mexican/French
1262	1	Mexican/Mexican
1263	1	Pizza/Pizza
1264	1	Pizza/Pizza
1265	1	American/Deli
1266	1	French/French
1267	1	Others/Others
1268	1	Others/Others
1269	1	Others/Others
1270	1	Others/Others
1271	1	Others/Others
1272	1	Mexican/Mexican
1273	1	Italian/Italian
1274	1	Pizza/Sandwiches
1275	1	Others/Others
1276	1	Others/Others
1277	1	Others/Others
1278	1	Others/Others
1279	1	Uruguayan/South American
1280	1	Mexican/Mexican
1281	1	Others/Others
1282	1	Others/Others
1283	1	Others/Others
1284	1	French/French
1285	1	Others/Others
1286	1	Chinese/Chinese
1287	1	American/American
1288	1	Pizza/Pizza
1289	1	Pizza/Pizza
1290	1	Others/Others
1291	1	Others/Others
1292	1	Others/Others
1293	1	Others/Others
1294	1	American/American
1295	1	Others/Others
1296	1	Mexican/Mexican
1297	1	Others/Others
1298	1	Mexican/Mexican
1299	1	Mexican/Mexican
1300	1	Mexican/Mexican
1301	1	Others/Others
1302	1	Others/Others
1303	1	American/American
1304	1	Others/Others
1305	1	Others/Others
1306	1	Others/Others
1307	1	Seafood/Caterer
1308	1	Mexican/Mexican
1309	1	Mexican/Mexican
1310	1	Seafood/Seafood
1311	1	Others/Others
1312	1	Mexican/Mexican
1313	1	Mexican/Seafood
1314	1	Italian/Italian
1315	1	Mexican/Mexican
1316	1	Mexican/Mexican
1317	1	French/French
1318	1	Others/Others
1319	1	American/American
1320	1	Others/Others
1321	1	Others/Others
1322	1	Mexican/Mexican
1323	1	Others/Others
1324	1	Others/Others
1325	1	Others/Others
1326	1	American/American
1327	1	Others/Others
1328	1	Others/Others
1329	1	American/American
1330	1	American/American
1331	1	Mexican/Mexican
1332	1	Others/Others
1333	1	Others/Others
1334	1	Others/Others
1335	1	Others/Others
1336	1	American/American
1337	1	Others/Others
1338	1	Mexican/Mexican
1339	1	Italian Northern/Italian Southern
1340	1	Others/Others
1341	1	Others/Others
1342	1	Others/Others
1343	1	Others/Others
1344	1	Mexican/Mexican
1345	1	American/American
1346	1	Pizza/Pizza
1347	1	Puerto Rican/Puerto Rican
1348	1	Italian/Pizza
1349	1	Others/Others
1350	1	Others/Others
1351	1	Mexican/Mexican
1352	1	Mexican/Mexican
1353	1	Steak House/American
1354	1	Others/Others
1355	1	American/American
1356	1	American/American
1357	1	Others/Others
1358	1	Others/Others
1359	1	American/American
1360	1	Mexican/Mexican
1361	1	Others/Others
1362	1	Other/Mexican
1363	1	Steak House/American
1364	1	American/American (Traditional)
1365	1	Italian/Pizza
1366	1	Brazilian
1367	1	Others/Others
1368	1	Others/Others
1369	1	Others/Others
1370	1	Thai/Vegetarian
1371	1	American/American
1372	1	Others/Others
1373	1	Italian
1374	1	Others/Others
1375	1	Italian/American
1376	1	Pizza/Pizza
1377	1	Others/Others
1378	1	Others/Others
1379	1	Others/Others
1380	1	Others/Others
1381	1	Chinese/American
1382	1	Others/Others
1383	1	American/American
1384	1	Thai
1385	1	Others/Others
1386	1	Others/Others
1387	1	American/American
1388	1	Others/Others
1389	1	Greek/American
1390	1	American/Small Plates
1391	1	American/American
1392	1	Others/Others
1393	1	Others/Others
1394	1	American/American
1395	1	Southwestern/Tapas
1396	1	Steak House/Caterer
1397	1	International/American
1398	1	Pan-Asian/Sushi
1399	1	Others/Others
1400	1	American/American
1401	1	American/American
1402	1	Mexican/Mexican
1403	1	Others/Others
1404	1	American/American
1405	1	Others/Others
1406	1	Others/Others
1407	1	Others/Others
1408	1	Others/Others
1409	1	Others/Others
1410	1	Others/Others
1411	1	American/American
1412	1	Others/Others
1413	1	Deli/Deli
1414	1	American/American
1415	1	Others/Others
1416	1	Others/Others
1417	1	Hamburgers/Fast Food
1418	1	Others/Others
1419	1	Italian/Italian
1420	1	Others/Others
1421	1	Mexican/Mexican
1422	1	Others/Others
1423	1	Others/Others
1424	1	Others/Others
1425	1	American/American
1426	1	French/French
1427	1	Others/Others
1428	1	Others/Others
1429	1	Others/Others
1430	1	Others/Others
1431	1	Italian/Other
1432	1	Others/Others
1433	1	Italian/Italian
1434	1	American/American
1435	1	Others/Others
1436	1	Others/Others
1437	1	Others/Others
1438	1	Others/Others
1439	1	Others/Others
1440	1	American/American
1441	1	Others/Others
1442	1	Others/Others
1443	1	French/Cafe
1444	1	Others/Others
1445	1	Thai/Thai
1446	1	Others/Others
1447	1	Others/Others
1448	1	American/American
1449	1	American/American
1450	1	Others/Others
1451	1	Italian/American
1452	1	Others/Others
1453	1	Others/Others
1454	1	Others/Others
1455	1	Others/Others
1456	1	Steak House/Seafood
1457	1	Others/Others
1458	1	Others/Others
1459	1	Mediterranean/Mediterranean
1460	1	Others/Others
1461	1	Others/Others
1462	1	American/American
1463	1	American/American
1464	1	Others/Others
1465	1	Others/Others
1466	1	American/American
1467	1	Others/Others
1468	1	Others/Others
1469	1	Others/Others
1470	1	Californian/Californian
1471	1	Indian/Pakistani
1472	1	Others/Others
1473	1	Others/Others
1474	1	Deli/Deli
1475	1	American/American
1476	1	Pizza/Pizza
1477	1	Others/Others
1478	1	Vietnamese/American
1479	1	Vietnamese
1480	1	American/American
1481	1	Thai
1482	1	Others/Others
1483	1	Others/Others
1484	1	Diner/American
1485	1	Others/Others
1486	1	Others/Others
1487	1	Others/Others
1488	1	Others/Others
1489	1	American/American
1490	1	Others/Others
1491	1	Others/Others
1492	1	Others/Others
1493	1	Seafood/Seafood
1494	1	Others/Others
1495	1	Indian/Vegetarian
1496	1	Nuevo Latino/Seafood
1497	1	Nuevo Latino/Seafood
1498	1	Seafood/Seafood
1499	1	Others/Others
1500	1	American/American
1501	1	Jamaican/Bakery
1502	1	Others/Others
1503	1	Others/Others
1504	1	Cajun/Creole
1505	1	Japanese/Korean
1506	1	American/American
1507	1	American/American
1508	1	Others/Others
1509	1	American/American
1510	1	Others/Others
1511	1	American/American
1512	1	American/American
1513	1	Others/Others
1514	1	American/American
1515	1	Others/Others
1516	1	Italian/Italian
1517	1	Others/Others
1518	1	Others/Others
1519	1	Others/Others
1520	1	Others/Others
1521	1	Others/Others
1522	1	Others/Others
1523	1	Others/Others
1524	1	Others/Others
1525	1	American/American
1526	1	Others/Others
1527	1	American/American
1528	1	Others/Others
1529	1	Others/Others
1530	1	Others/Others
1531	1	French/American
1532	1	Japanese/Sushi
1533	1	Japanese/Sushi
1534	1	Vietnamese
1535	1	Others/Others
1536	1	Others/Others
1537	1	Seafood/Seafood
1538	1	Others/Others
1539	1	American/American
1540	1	Others/Others
1541	1	American/American
1542	1	American/American
1543	1	Deli/American
1544	1	Chinese/Chinese
1545	1	American/American
1546	1	Pizza/Italian
1547	1	Southern Barbeque/Cajun
1548	1	Mexican/Mexican
1549	1	Others/Others
1550	1	Others/Others
1551	1	American/American
1552	1	American/American
1553	1	American/American
1554	1	Sushi/Sushi
1555	1	Others/Others
1556	1	Others/Others
1557	1	Others/Others
1558	1	Others/Others
1559	1	Others/Others
1560	1	Others/Others
1561	1	Others/Others
1562	1	Others/Others
1563	1	Others/Others
1564	1	Italian/Tuscan
1565	1	Continental/Seafood
1566	1	American/American
1567	1	American
1568	1	American/American
1569	1	Italian/Italian
1570	1	Italian/Italian
1571	1	American/American
1572	1	Others/Others
1573	1	Others/Others
1574	1	Others/Others
1575	1	Others/Others
1576	1	Others/Others
1577	1	Others/Others
1578	1	Others/Others
1579	1	Others/Others
1580	1	Others/Others
1581	1	Others/Others
1582	1	Pizza
1583	1	American/Eclectic & International
1584	1	Middle Eastern/Moroccan
1585	1	Others/Others
1586	1	Others/Others
1587	1	BBQ/BBQ
1588	1	Irish/Irish
1589	1	Others/Others
1590	1	Others/Others
1591	1	Portuguese/Portuguese
1592	1	Bar Food/Irish
1593	1	Italian/Italian
1594	1	Others/Others
1595	1	Others/Others
1596	1	Others/Others
1597	1	Others/Others
1598	1	American/American
1599	1	American/American
1600	1	Others/Others
1601	1	Others/Others
1602	1	Others/Others
1603	1	Others/Others
1604	1	Others/Others
1605	1	Others/Others
1606	1	Others/Others
1607	1	American/American
1608	1	Others/Others
1609	1	Others/Others
1610	1	Others/Others
1611	1	Others/Others
1612	1	American/American
1613	1	American/American
1614	1	Others/Others
1615	1	American/American
1616	1	Greek/Mediterranean
1617	1	American/American
1618	1	Others/Others
1619	1	American/American
1620	1	Others/Others
1621	1	Others/Others
1622	1	Steak House/Steak House
1623	1	American/Coffee/Deserts
1624	1	American/American
1625	1	Others/Others
1626	1	Irish/American (Traditional)
1627	1	American/American
1628	1	Others/Others
1629	1	Deli/Deli
1630	1	American/American
1631	1	American/American
1632	1	American/American
1633	1	American/American
1634	1	Bar Food/Burgers
1635	1	American/Sandwiches
1636	1	American/American
1637	1	American/American
1638	1	Others/Others
1639	1	Others/Others
1640	1	Others/Others
1641	1	Others/Others
1642	1	Others/Others
1643	1	American/American
1644	1	American/American
1645	1	American/American
1646	1	Others/Others
1647	1	Others/Others
1648	1	Others/Others
1649	1	Others/Others
1650	1	Italian/Italian
1651	1	Others/Others
1652	1	American/American
1653	1	American/American
1654	1	Cajun & Creole/BBQ
1655	1	Breakfast/Coffeeshop / Diner
1656	1	Australian/Steak House
1657	1	Australian/Steak House
1658	1	Others/Others
1659	1	American/American
1660	1	Others/Others
1661	1	Others/Others
1662	1	Others/Others
1663	1	Others/Others
1664	1	Others/Others
1665	1	BBQ/BBQ
1666	1	Italian/Italian
1667	1	Others/Others
1668	1	Chinese/Chinese
1669	1	Mandarin/Mandarin
1670	1	Chinese/Chinese
1671	1	Brewpub/Pizza
1672	1	Chicken/Fast Food
1673	1	Chinese/Chinese
1674	1	Others/Others
1675	1	Others/Others
1676	1	Others/Others
1677	1	Others/Others
1678	1	Others/Others
1679	1	Others/Others
1680	1	Italian/Other
1681	1	American/American
1682	1	Others/Others
1683	1	Italian/Spanish
1684	1	American/American
1685	1	Pizza/Pizza
1686	1	Mexican/Mexican
1687	1	Deli/Sandwiches
1688	1	Others/Others
1689	1	American/American
1690	1	Others/Others
1691	1	Others/Others
1692	1	Mandarin/Mandarin
1693	1	Mandarin/Mandarin
1694	1	Mandarin/Mandarin
1695	1	American/Bar Food
1696	1	Others/Others
1697	1	Steak House/Steak House
1698	1	Others/Others
1699	1	Others/Others
1700	1	American/American
1701	1	Others/Others
1702	1	Others/Others
1703	1	Others/Others
1704	1	American/American
1705	1	American/American
1706	1	Mandarin/Asia
1707	1	Others/Others
1708	1	Chinese/Chinese
1709	1	Chinese/Chinese
1710	1	Chinese
1711	1	Others/Others
1712	1	American/American
1713	1	Others/Others
1714	1	Mexican/Mexican
1715	1	Others/Others
1716	1	Others/Others
1717	1	Others/Others
1718	1	Others/Others
1719	1	Others/Others
1720	1	Others/Others
1721	1	American/American
1722	1	Chinese/Chinese
1723	1	Others/Others
1724	1	Others/Others
1725	1	Others/Others
1726	1	Others/Others
1727	1	Others/Others
1728	1	Others/Others
1729	1	Others/Others
1730	1	Others/Others
1731	1	Vietnamese/Vietnamese
1732	1	American/Desserts & Bakeries
1733	1	Others/Others
1734	1	Others/Others
1735	1	Others/Others
1736	1	Others/Others
1737	1	Others/Others
1738	1	Chinese/Chinese
1739	1	Thai
1740	1	Bar Food/Sandwiches
1741	1	Others/Others
1742	1	Others/Others
1743	1	Others/Others
1744	1	Others/Others
1745	1	Others/Others
1746	1	Others/Others
1747	1	American/American
1748	1	Others/Others
1749	1	Others/Others
1750	1	Others/Others
1751	1	Others/Others
1752	1	Others/Others
1753	1	Others/Others
1754	1	Others/Others
1755	1	Others/Others
1756	1	Pizza/Pizza
1757	1	American/American
1758	1	American/American
1759	1	American/American
1760	1	Mandarin/Mandarin
1761	1	Others/Others
1762	1	Others/Others
1763	1	Italian/Italian
1764	1	Seafood/Steak House
1765	1	Seafood/Steak House
1766	1	Others/Others
1767	1	Others/Others
1768	1	American/Seafood
1769	1	Polish/Vegetarian
1770	1	Others/Others
1771	1	American/American
1772	1	Others/Others
1773	1	Others/Others
1774	1	Italian/Caterer
1775	1	Italian/Italian
1776	1	American/American
1777	1	Others/Others
1778	1	Chinese/Chinese
1779	1	Others/Others
1780	1	Others/Others
1781	1	Others/Others
1782	1	Others/Others
1783	1	Others/Others
1784	1	Others/Others
1785	1	Mexican
1786	1	Others/Others
1787	1	American/Sandwiches
1788	1	American/American
1789	1	Others/Others
1790	1	American/American
1791	1	Others/Others
1792	1	Others/Others
1793	1	American/American
1794	1	Others/Others
1795	1	Others/Others
1796	1	Others/Others
1797	1	Others/Others
1798	1	Others/Others
1799	1	Mexican/Southwestern
1800	1	Others/Others
1801	1	Others/Others
1802	1	Others/Others
1803	1	Others/Others
1804	1	Deli/Deli
1805	1	Others/Others
1806	1	Others/Others
1807	1	Others/Others
1808	1	Others/Others
1809	1	Others/Others
1810	1	Others/Others
1811	1	Others/Others
1812	1	Others/Others
1813	1	Indian
1814	1	Others/Others
1815	1	Others/Others
1816	1	Others/Others
1817	1	Others/Others
1818	1	Others/Others
1819	1	Others/Others
1820	1	Others/Others
1821	1	Others/Others
1822	1	Others/Others
1823	1	Others/Others
1824	1	Others/Others
1825	1	Others/Others
1826	1	Others/Others
1827	1	Others/Others
1828	1	Others/Others
1829	1	Others/Others
1830	1	Others/Others
1831	1	Others/Others
1832	1	Others/Others
1833	1	Sandwiches/Salad
1834	1	American/American
1835	1	Others/Others
1836	1	Others/Others
1837	1	Others/Others
1838	1	Others/Others
1839	1	Others/Others
1840	1	Others/Others
1841	1	Others/Others
1842	1	Others/Others
1843	1	Others/Others
1844	1	Others/Others
1845	1	Others/Others
1846	1	Others/Others
1847	1	Others/Others
1848	1	Others/Others
1849	1	Others/Others
1850	1	Others/Others
1851	1	Others/Others
1852	1	Others/Others
1853	1	Mexican/Mexican
1854	1	Mexican/Mexican
1855	1	Others/Others
1856	1	Others/Others
1857	1	Others/Others
1858	1	Others/Others
1859	1	Others/Others
1860	1	Others/Others
1861	1	Others/Others
1862	1	Others/Others
1863	1	Others/Others
1864	1	Others/Others
1865	1	Others/Others
1866	1	Others/Others
1867	1	Others/Others
1868	1	Others/Others
1869	1	Others/Others
1870	1	Others/Others
1871	1	Others/Others
1872	1	Others/Others
1873	1	American/American
1874	1	Others/Others
1875	1	Others/Others
1876	1	Others/Others
1877	1	Others/Others
1878	1	Others/Others
1879	1	Others/Others
1880	1	Others/Others
1881	1	Others/Others
1882	1	Others/Others
1883	1	Italian/American
1884	1	Hawaiian/Caribbean
1885	1	Others/Others
1886	1	Others/Others
1887	1	Others/Others
1888	1	Others/Others
1889	1	Others/Others
1890	1	American/American
1891	1	Others/Others
1892	1	Mediterranean/Mediterranean
1893	1	Indian
1894	1	American/American
1895	1	Seafood/American
1896	1	Hawaiian/Hawaiian
1897	1	Steak House/Steak House
1898	1	Others/Others
1899	1	Others/Others
1900	1	American/American
1901	1	Others/Others
1902	1	Others/Others
1903	1	American/Bar Food
1904	1	American/American
1905	1	Others/Others
1906	1	Others/Others
1907	1	Others/Others
1908	1	American/American
1909	1	American/American
1910	1	Others/Others
1911	1	Others/Others
1912	1	Others/Others
1913	1	American/American
1914	1	Seafood/Seafood
1915	1	Seafood/Seafood
1916	1	Others/Others
1917	1	Indian/Vegetarian
1918	1	Others/Others
1919	1	Others/Others
1920	1	American/American
1921	1	Others/Others
1922	1	Others/Others
1923	1	Chinese/Chinese
1924	1	Others/Others
1925	1	Others/Others
1926	1	Others/Others
1927	1	Others/Others
1928	1	Others/Others
1929	1	Others/Others
1930	1	Others/Others
1931	1	Others/Others
1932	1	Others/Others
1933	1	American/American
1934	1	American/American
1935	1	American/American
1936	1	American/American
1937	1	Others/Others
1938	1	Others/Others
1939	1	American/American
1940	1	Others/Others
1941	1	Others/Others
1942	1	Others/Others
1943	1	Others/Others
1944	1	Others/Others
1945	1	Others/Others
1946	1	Others/Others
1947	1	Others/Others
1948	1	Others/Others
1949	1	American/American
1950	1	Mexican/Mexican
1951	1	Deli/Deli
1952	1	American/American
1953	1	American/American
1954	1	Pizza/Italian
1955	1	American/American
1956	1	Mexican/Californian
1957	1	Others/Others
1958	1	Others/Others
1959	1	Others/Others
1960	1	Others/Others
1961	1	Others/Others
1962	1	Others/Others
1963	1	Others/Others
1964	1	Others/Others
1965	1	Deli/Deli
1966	1	American/American
1967	1	Others/Others
1968	1	American/American
1969	1	Others/Others
1970	1	Others/Others
1971	1	American/American
1972	1	American/American
1973	1	Others/Others
1974	1	American/American
1975	1	Others/Others
1976	1	American/American
1977	1	Others/Others
1978	1	Steak House/Seafood
1979	1	Mexican/Mexican
1980	1	Others/Others
1981	1	American/American
1982	1	Others/Others
1983	1	American/American
1984	1	American/American
1985	1	American/American
1986	1	Others/Others
1987	1	American/American
1988	1	American/American
1989	1	Others/Others
1990	1	Others/Others
1991	1	American/American
1992	1	American/American
1993	1	American/American
1994	1	Others/Others
1995	1	Others/Others
1996	1	Others/Others
1997	1	American/American
1998	1	Others/Others
1999	1	American/American
