restaurant	fodors	phone
1105	1	406/681-3133
1106	1	406/442-2884; 800/505-2884
1107	1	406/587-7700
1108	1	406/563-3317
1109	1	406/782-4985
1110	1	406/587-0436
1111	1	406/892-3131
1112	1	406/728-1358
1113	1	406/755-7687
1114	1	406/777-4228
1115	1	406/837-2923
1116	1	406/677-9229
1117	1	406/644-2588
1118	1	406/862-3290
1119	1	406/363-0080
1120	1	406/863-9400
1121	1	406/862-9866
1122	1	406/363-4433
1123	1	406/327-8929
1124	1	406/542-0622; 877/705-9843
1125	1	406/862-5285
1126	1	406/549-1293
1127	1	702/214-3500 |
1128	1	702/951-7000 |
1129	1	702/733-7373 |
1130	1	702/414-6200 |
1131	1	702/632-9364
1132	1	702/894-6390
1133	1	702/737-9700 |
1134	1	702/248-3463
1135	1	702/248-3463
1136	1	702/476-7358 |
1137	1	702/382-6538
1138	1	702/891-7374 |
1139	1	702/733-6533
1140	1	702/891-7600
1141	1	702/369-3971 |
1142	1	702/693-7111
1143	1	702/632-9400 |
1144	1	702/777-7923
1145	1	702/254-5382
1146	1	702/384-4470 |
1147	1	702/312-5247
1148	1	702/932-9399
1149	1	702/366-0222
1150	1	702/894-7349
1151	1	702/454-4555 |
1152	1	702/385-7111 |
1153	1	702/735-6828
1154	1	702/735-3033
1155	1	702/870-8432
1156	1	702/836-9000 |
1157	1	702/693-5000
1158	1	702/942-6800 |
1159	1	702/248-3463
1160	1	702/693-8181
1161	1	702/693-8150
1162	1	702/731-7292
1163	1	702/891-7380
1164	1	702/735-8888 |
1165	1	702/693-8484
1166	1	702/387-1896
1167	1	702/696-0008
1168	1	702/731-7731
1169	1	702/632-7777 |
1170	1	702/385-3232
1171	1	702/693-8255
1172	1	702/944-3292 |
1173	1	702/369-6300 |
1174	1	702/794-3767
1175	1	702/436-5200
1176	1	702/632-5000 |
1177	1	702/871-8826
1178	1	702/891-3166
1179	1	702/794-0700
1180	1	603/643-9660
1181	1	603/526-6899
1182	1	603/643-4075
1183	1	603/569-1648
1184	1	603/279-5221
1185	1	603/968-3348
1186	1	603/569-1047
1187	1	603/964-8251
1188	1	603/430-9582
1189	1	603/430-7766 |
1190	1	603/431-5967
1191	1	603/924-9905
1192	1	603/622-5488 |
1193	1	603/358-3335
1194	1	603/626-1118
1195	1	603/756-2882
1196	1	603/598-0500
1197	1	603/356-7776
1198	1	603/383-6556
1199	1	603/823-5621
1200	1	603/383-4242; 800/289-8990
1201	1	603/745-3951
1202	1	609/344-7875
1203	1	609/898-0100
1204	1	609/345-0092 |
1205	1	609/344-1133 |
1206	1	609/884-8296
1207	1	609/344-2293
1208	1	609/347-1793
1209	1	732/282-0920
1210	1	609/884-8811 |
1211	1	505/247-1421
1212	1	505/232-3474
1213	1	505/247-4141
1214	1	505/765-1633
1215	1	505/344-6266
1216	1	505/473-0743
1217	1	505/247-9625
1218	1	505/898-7489
1219	1	505/867-3327
1220	1	505/843-7505
1221	1	505/889-8071
1222	1	505/867-1700
1223	1	505/766-5100 |
1224	1	505/243-9916; 888/870-9916
1225	1	505/246-9900
1226	1	505/888-0101
1227	1	505/746-9377
1228	1	505/887-7714
1229	1	575/445-3781
1230	1	505/327-3313
1231	1	505/863-4201
1232	1	505/863-4554
1233	1	505/327-2270
1234	1	505/334-6533
1235	1	505/334-0109
1236	1	505/632-9918
1237	1	505/983-5319
1238	1	505/988-1809
1239	1	505/982-4353 |
1240	1	505/983-9912 |
1241	1	505/983-6756
1242	1	505/753-3211; 800/929-8226
1243	1	575/756-2229
1244	1	505/852-4707; 800/852-4707
1245	1	505/455-7000
1246	1	505/351-4569; 888/561-5569
1247	1	505/982-2790
1248	1	505/983-3033
1249	1	505/988-1411
1250	1	505/983-7712 |
1251	1	505/982-1664
1252	1	505/989-3300 |
1253	1	505/982-9030
1254	1	505/982-9708
1255	1	505/587-0311
1256	1	505/983-9880
1257	1	505/983-7060
1258	1	575/257-7746
1259	1	575/682-2448
1260	1	575/682-2127
1261	1	575/257-7669
1262	1	575/359-0857
1263	1	575/624-1111
1264	1	575/313-4418
1265	1	915/611-4840
1266	1	575/388-2060
1267	1	575/835-3696
1268	1	575/524-3524
1269	1	505/894-4114
1270	1	575/854-2696
1271	1	575/772-2711
1272	1	575/527-0817
1273	1	575/838-0650
1274	1	575/776-8643
1275	1	575/758-1977
1276	1	575/758-1226
1277	1	575/776-0900
1278	1	575/758-8866
1279	1	315/823-3000; 800/487-5861
1280	1	518/273-2337
1281	1	518/843-8265
1282	1	518/273-8546
1283	1	315/336-1700
1284	1	518/584-9618
1285	1	518/587-0588
1286	1	631/283-6206
1287	1	631/899-3914
1288	1	631/725-7088
1289	1	516/889-1345
1290	1	631/668-9778
1291	1	516/944-3439
1292	1	631/477-4265
1293	1	516/897-3600
1294	1	631/283-8900
1295	1	631/726-2633
1296	1	631/583-8900
1297	1	631/722-3537
1298	1	631/668-3663
1299	1	516/746-1243
1300	1	631/725-3388
1301	1	631/267-3740
1302	1	631/722-4220
1303	1	631/726-4444 |
1304	1	631/324-3939
1305	1	516/742-1116
1306	1	516/731-8989
1307	1	631/473-5656
1308	1	516/487-8800
1309	1	631/537-5110
1310	1	631/288-1841
1311	1	631/283-0202
1312	1	516/747-7575
1313	1	631/283-2800
1314	1	631/749-4114
1315	1	631/288-2700
1316	1	631/597-6699
1317	1	631/324-7166
1318	1	516/354-2300
1319	1	212/677-3820
1320	1	212/777-0303
1321	1	212/965-1414
1322	1	212/924-9700 |
1323	1	212/397-7597 |
1324	1	212/752-7470 |
1325	1	212/274-0404
1326	1	718/274-4925
1327	1	212/255-4160
1328	1	212/219-0666
1329	1	212/989-6699
1330	1	212/245-5000
1331	1	212/873-7411 |
1332	1	212/599-5045 |
1333	1	212/461-4300 |
1334	1	212/391-2400
1335	1	212/497-8090 |
1336	1	718/507-0666
1337	1	212/509-1144 |
1338	1	212/362-3800 |
1339	1	718/486-7717 |
1340	1	212/675-5096
1341	1	212/344-5600
1342	1	718/625-5559
1343	1	212/253-5700
1344	1	212/677-1913
1345	1	212/349-0923
1346	1	718/858-4300
1347	1	718/596-3335
1348	1	212/785-9200
1349	1	212/255-4544
1350	1	212/533-1932 |
1351	1	212/254-1600 |
1352	1	212/299-3900 |
1353	1	212/233-8888
1354	1	212/529-3901
1355	1	212/267-6740
1356	1	212/644-0202 |
1357	1	212/431-7676 |
1358	1	718/584-1100
1359	1	212/585-1818 |
1360	1	212/664-0520
1361	1	212/924-4119
1362	1	212/254-3500
1363	1	212/233-0507 |
1364	1	212/490-6650 |
1365	1	212/352-1900
1366	1	718/387-7400
1367	1	212/343-7011 |
1368	1	212/524-4300
1369	1	212/253-8840 |
1370	1	718/522-5200
1371	1	718/733-9503
1372	1	212/219-8570 |
1373	1	212/260-4555
1374	1	212/371-8844 |
1375	1	212/972-1001
1376	1	212/580-4300 |
1377	1	212/675-8805
1378	1	212/647-1515
1379	1	212/679-6633
1380	1	212/243-4020 |
1381	1	212/674-7070
1382	1	212/699-2400 |
1383	1	212/352-2300 |
1384	1	212/925-8200
1385	1	716/886-8920
1386	1	716/372-2985
1387	1	716/386-2221
1388	1	716/754-2311
1389	1	716/754-4544
1390	1	716/886-1449
1391	1	716/285-9341
1392	1	716/699-5330
1393	1	716/885-0074
1394	1	716/373-9804
1395	1	716/753-3960
1396	1	716/326-4151; 800/338-4151
1397	1	518/251-5959
1398	1	315/686-3842
1399	1	518/523-4411
1400	1	518/668-5265
1401	1	315/686-3781
1402	1	845/679-8519
1403	1	518/734-4650
1404	1	518/589-6424
1405	1	845/688-2550
1406	1	845/887-5636
1407	1	845/292-7210
1408	1	845/254-4012; 800/932-2446
1409	1	845/254-6666
1410	1	607/746-8886
1411	1	845/252-6562
1412	1	607/498-4405
1413	1	585/374-5122
1414	1	607/868-3490
1415	1	315/789-8498
1416	1	315/539-9556
1417	1	585/394-8787
1418	1	315/531-8260
1419	1	585/442-4293
1420	1	607/868-3636
1421	1	585/865-4630
1422	1	315/471-3040
1423	1	315/789-2020
1424	1	315/685-2200
1425	1	585/865-3319
1426	1	607/868-7684
1427	1	607/256-5487
1428	1	845/471-6608
1429	1	845/471-7279
1430	1	914/232-4791
1431	1	845/876-3108
1432	1	845/452-6800
1433	1	845/876-2749
1434	1	845/687-7700
1435	1	845/471-6608
1436	1	845/365-3250
1437	1	845/876-1007
1438	1	845/338-2424
1439	1	845/353-1355
1440	1	845/229-8277
1441	1	845/358-8588
1442	1	845/876-7400
1443	1	845/758-0061
1444	1	518/828-7770
1445	1	845/677-5319
1446	1	518/828-2210
1447	1	845/246-0900
1448	1	518/392-9852
1449	1	845/365-1911
1450	1	845/838-0028
1451	1	845/534-7003
1452	1	518/828-3657
1453	1	845/268-6555 |
1454	1	845/424-3604
1455	1	845/358-7977
1456	1	704/332-6507
1457	1	336/722-6937
1458	1	704/532-1153
1459	1	704/377-4448
1460	1	336/882-4677
1461	1	910/692-3503
1462	1	919/846-9846
1463	1	704/342-4222
1464	1	919/967-7766
1465	1	336/294-5551
1466	1	910/693-1487
1467	1	910/458-8622
1468	1	252/261-8090
1469	1	910/762-2841
1470	1	252/240-1105
1471	1	252/637-5469
1472	1	252/728-2133
1473	1	910/395-6040
1474	1	252/475-9877
1475	1	252/441-7309
1476	1	252/637-2480
1477	1	252/441-4963
1478	1	910/457-7017
1479	1	828/295-7661
1480	1	828/884-7085
1481	1	828/277-0889
1482	1	828/252-3445
1483	1	828/526-5477
1484	1	828/277-1510 |
1485	1	828/255-4863
1486	1	513/531-5196
1487	1	513/421-6234
1488	1	513/221-5353
1489	1	513/721-7123
1490	1	216/961-6700
1491	1	216/391-9400
1492	1	216/771-4404
1493	1	216/344-2444
1494	1	216/861-0900 |
1495	1	216/321-0210
1496	1	216/252-1169
1497	1	216/241-1300
1498	1	216/694-2122
1499	1	216/651-3900
1500	1	614/538-8890
1501	1	614/442-3310
1502	1	614/228-3354
1503	1	614/291-1666 |
1504	1	614/621-2333 |
1505	1	614/365-4550 |
1506	1	614/451-9774 |
1507	1	614/885-2600 |
1508	1	541/475-6632
1509	1	541/595-2628
1510	1	503/854-3636
1511	1	541/548-8630
1512	1	541/549-2572
1513	1	541/382-9242
1514	1	541/549-2699
1515	1	541/318-7210
1516	1	541/594-2255
1517	1	541/493-1898
1518	1	503/224-8577
1519	1	503/222-3187
1520	1	503/239-8830
1521	1	503/222-2688
1522	1	503/736-3333
1523	1	503/231-7373
1524	1	503/288-3333
1525	1	503/946-8592
1526	1	503/227-8794
1527	1	503/228-6868
1528	1	503/790-7752 |
1529	1	503/595-2342
1530	1	503/295-6487
1531	1	503/227-4057
1532	1	503/248-2202
1533	1	503/517-9951
1534	1	503/234-2623
1535	1	503/231-5780
1536	1	503/226-6126
1537	1	503/228-5269
1538	1	503/284-5518
1539	1	503/227-0080
1540	1	503/228-6161 |
1541	1	503/243-2403
1542	1	503/228-7317 Papa Haydn; 503/222-0048 Jo Bar
1543	1	503/595-1205
1544	1	503/827-0910
1545	1	503/226-1007
1546	1	503/223-2995
1547	1	503/222-0005 |
1548	1	503/796-2739
1549	1	503/285-1200
1550	1	503/528-8224
1551	1	503/808-9999
1552	1	503/248-2172
1553	1	503/326-1300
1554	1	503/445-4342
1555	1	503/236-6886
1556	1	503/244-4467
1557	1	503/224-8285 |
1558	1	503/232-4458
1559	1	541/899-1900
1560	1	541/883-8719
1561	1	541/4857-1910
1562	1	503/272-3325
1563	1	503/695-2376
1564	1	509/427-9711
1565	1	541/506-0037
1566	1	541/996-3222
1567	1	503/436-2661
1568	1	541/267-3933
1569	1	503/325-6777
1570	1	503/717-1229
1571	1	541/994-3179
1572	1	541/347-3663
1573	1	541/997-2185
1574	1	541/247-4438
1575	1	503/436-2796
1576	1	541/265-5428
1577	1	503/684-0130
1578	1	503/399-1413
1579	1	503/434-4471
1580	1	541/683-2206
1581	1	503/538-8880
1582	1	541/465-9038
1583	1	215/321-8789
1584	1	609/397-1096
1585	1	215/862-2462
1586	1	215/862-2966
1587	1	215/794-4040
1588	1	609/397-7272
1589	1	717/768-8886
1590	1	717/768-8266
1591	1	717/653-2056
1592	1	717/394-7111
1593	1	717/299-4602
1594	1	717/768-4400
1595	1	717/394-7975
1596	1	215/592-0656
1597	1	215/925-8880 |
1598	1	215/574-9440 |
1599	1	215/467-1546
1600	1	215/242-4220
1601	1	215/545-9588 |
1602	1	215/413-1443
1603	1	215/567-1800
1604	1	215/627-0666 |
1605	1	215/389-0659
1606	1	215/925-0930
1607	1	215/545-8644
1608	1	215/629-4980
1609	1	215/829-1465
1610	1	215/222-3699 |
1611	1	215/592-0363
1612	1	215/545-7005
1613	1	215/684-7990 |
1614	1	215/829-0688
1615	1	215/763-0920
1616	1	215/387-1803 |
1617	1	215/772-1701 |
1618	1	215/545-0350
1619	1	215/627-1811
1620	1	215/545-5655
1621	1	215/238-0630
1622	1	215/665-9150 |
1623	1	215/925-6000
1624	1	215/732-3478 |
1625	1	215/592-1163
1626	1	215/893-1234
1627	1	215/625-8800 |
1628	1	412/481-7788
1629	1	412/422-2082
1630	1	412/823-4800
1631	1	412/681-9906
1632	1	412/481-4424
1633	1	412/231-1899
1634	1	412/481-4414 |
1635	1	412/441-3334
1636	1	610/696-7435
1637	1	302/888-4200
1638	1	401/466-5883
1639	1	401/466-5230
1640	1	401/466-2473
1641	1	401/841-8884 |
1642	1	401/841-8833 |
1643	1	401/846-5264
1644	1	401/254-2005
1645	1	401/849-7778 |
1646	1	401/254-7474
1647	1	401/846-3474
1648	1	401/846-3449
1649	1	401/621-8171
1650	1	401/861-8000
1651	1	401/272-3331
1652	1	401/273-7275
1653	1	401/751-8890 |
1654	1	401/783-7930
1655	1	401/762-3637
1656	1	843/722-9200
1657	1	843/723-5665
1658	1	843/724-3800 |
1659	1	843/795-1963
1660	1	843/853-7828 |
1661	1	843/722-3474
1662	1	843/724-3815 |
1663	1	843/723-0700 |
1664	1	843/577-7565 |
1665	1	843/881-9211
1666	1	843/735-5800
1667	1	843/785-6272
1668	1	843/869-9003
1669	1	843/838-2962
1670	1	843/651-2888 |
1671	1	843/449-9370
1672	1	843/448-2253
1673	1	843/919-0300
1674	1	843/237-7900
1675	1	843/249-8800
1676	1	843/448-8082
1677	1	843/546-7776
1678	1	843/497-2636 |
1679	1	864/242-0316
1680	1	803/771-8888
1681	1	803/799-3118
1682	1	803/643-7088
1683	1	864/232-7007
1684	1	605/342-3900 |
1685	1	605/348-4195
1686	1	901/523-0200
1687	1	901/683-7390
1688	1	901/294-3400
1689	1	901/685-9744
1690	1	901/763-3700 |
1691	1	901/726-5771
1692	1	901/323-0007
1693	1	901/274-2556
1694	1	615/321-3043
1695	1	615/345-7116 |
1696	1	615/269-5861 |
1697	1	615/329-1234
1698	1	615/242-2563 |
1699	1	615/367-2777
1700	1	615/254-9010
1701	1	615/383-9333
1702	1	615/255-6464
1703	1	512/327-1742
1704	1	512/834-4111 |
1705	1	512/494-1500 |
1706	1	512/495-1857
1707	1	512/462-9333
1708	1	512/477-1651
1709	1	512/418-9898
1710	1	512/451-5440
1711	1	512/685-8300 |
1712	1	432/424-5010
1713	1	432/477-2291
1714	1	214/520-2700
1715	1	214/350-6100
1716	1	214/954-0486
1717	1	214/874-0088
1718	1	214/855-0700
1719	1	817/740-8810 |
1720	1	214/748-7140
1721	1	214/871-7444 |
1722	1	214/720-9903 |
1723	1	817/738-6226
1724	1	817/336-1009 |
1725	1	214/744-1420 |
1726	1	214/741-7668
1727	1	214/826-0968
1728	1	214/521-2233
1729	1	214/573-5800
1730	1	936/569-1411
1731	1	936/435-1450
1732	1	903/665-0505
1733	1	713/520-1738 |
1734	1	713/228-9500
1735	1	713/840-1111 |
1736	1	713/426-4260 |
1737	1	713/524-1700
1738	1	713/520-9217
1739	1	713/522-0439
1740	1	713/520-8222
1741	1	409/762-9625
1742	1	713/522-2530
1743	1	713/523-1014 |
1744	1	409/763-0300
1745	1	409/763-1010
1746	1	713/522-8895
1747	1	713/228-1175
1748	1	713/863-7500 |
1749	1	713/524-1000
1750	1	713/932-6901
1751	1	832/667-4470 |
1752	1	972/937-9468
1753	1	254/714-1297
1754	1	254/753-1421
1755	1	254/756-7666
1756	1	254/754-1801
1757	1	254/939-1151
1758	1	210/222-2362 |
1759	1	210/696-2536
1760	1	210/520-4001 |
1761	1	210/225-0722 |
1762	1	210/826-0800
1763	1	210/735-3552
1764	1	210/821-5454
1765	1	210/224-1976
1766	1	210/558-6500 Ext. 4803
1767	1	210/223-5353
1768	1	210/340-1337 |
1769	1	210/212-2221
1770	1	210/496-0828
1771	1	210/822-6151 |
1772	1	210/277-6300
1773	1	210/227-8847 |
1774	1	210/227-0864
1775	1	956/761-4901
1776	1	361/949-8815
1777	1	325/247-4457
1778	1	830/997-1585
1779	1	830/997-7714
1780	1	325/247-1207
1781	1	830/995-2001
1782	1	830/997-1646
1783	1	830/997-6300
1784	1	830/625-0684
1785	1	830/796-9555
1786	1	830/629-2989
1787	1	830/990-1037
1788	1	830/997-8922
1789	1	830/620-9001
1790	1	512/847-6060
1791	1	830/990-8383
1792	1	830/997-9527
1793	1	830/537-4194
1794	1	830/990-0498
1795	1	830/798-9909
1796	1	512/263-8204
1797	1	800/657-7177
1798	1	806/655-2700
1799	1	806/374-3689
1800	1	800/535-8040
1801	1	432/729-3377
1802	1	325/949-2821
1803	1	435/335-7464
1804	1	435/472-0403
1805	1	435/789-8578
1806	1	435/781-0717
1807	1	435/637-6545
1808	1	435/637-9217
1809	1	435/637-1930
1810	1	435/637-1447
1811	1	435/564-3352
1812	1	435/259-5201
1813	1	435/259-4295
1814	1	435/752-9252
1815	1	801/394-1595
1816	1	435/723-3923
1817	1	801/627-6171
1818	1	801/745-2002
1819	1	801/364-8558
1820	1	801/322-4668 |
1821	1	801/583-8808 |
1822	1	801/531-6044 |
1823	1	801/364-3472 |
1824	1	801/322-0404 |
1825	1	801/942-5555
1826	1	801/322-1489
1827	1	801/521-7446
1828	1	801/531-8669
1829	1	435/677-4242
1830	1	435/826-4266
1831	1	435/644-3222
1832	1	435/586-9344
1833	1	435/772-0277
1834	1	435/772-0700
1835	1	435/645-9114
1836	1	435/645-6455
1837	1	801/375-4878
1838	1	435/645-8226
1839	1	801/742-2177
1840	1	801/933-2181
1841	1	435/654-3465
1842	1	801/223-4200
1843	1	435/615-9878
1844	1	435/647-0880
1845	1	435/772-7700
1846	1	802/457-9800
1847	1	802/484-9090
1848	1	802/457-4882
1849	1	802/861-2999
1850	1	802/748-8400
1851	1	802/253-8669
1852	1	802/253-4478
1853	1	802/860-9401
1854	1	802/626-3514
1855	1	802/454-1246
1856	1	802/877-6316
1857	1	802/362-1616
1858	1	802/867-5500
1859	1	802/259-2996
1860	1	802/362-1779
1861	1	802/257-4922
1862	1	802/874-4140
1863	1	434/293-6021
1864	1	540/862-0098
1865	1	434/823-2132
1866	1	540/837-1375; 800/638-1702
1867	1	540/389-5999
1868	1	540/463-7911
1869	1	540/886-6880
1870	1	703/734-1900
1871	1	703/548-1288
1872	1	703/836-8833
1873	1	703/771-2233
1874	1	804/733-1515
1875	1	804/377-3968
1876	1	804/788-8000
1877	1	757/336-5644
1878	1	757/595-4320
1879	1	804/541-2600
1880	1	757/425-7195
1881	1	757/723-7978
1882	1	804/829-5004
1883	1	757/229-4689
1884	1	757/229-8610
1885	1	509/946-3474
1886	1	509/544-3939
1887	1	509/754-3143
1888	1	509/522-4777
1889	1	509/455-4051
1890	1	509/633-3216
1891	1	509/659-1961
1892	1	509/633-1151
1893	1	509/747-2004
1894	1	360/569-2411
1895	1	360/733-2284
1896	1	360/678-5480
1897	1	360/466-9111
1898	1	360/678-0683
1899	1	360/293-5108
1900	1	206/324-1442
1901	1	206/382-6999 |
1902	1	206/860-8858
1903	1	206/283-3313 |
1904	1	206/251-7673
1905	1	206/632-4700
1906	1	206/622-6359
1907	1	206/322-4600 |
1908	1	206/682-4142 |
1909	1	206/323-1300
1910	1	206/328-2282
1911	1	206/632-7303
1912	1	206/728-1337
1913	1	206/443-6000 |
1914	1	206/728-8595 |
1915	1	206/320-9771
1916	1	206/784-7272
1917	1	206/682-2828
1918	1	206/632-0767 |
1919	1	206/622-8181
1920	1	206/706-3092
1921	1	206/324-4091
1922	1	206/675-0037
1923	1	206/682-3900 |
1924	1	206/325-2111
1925	1	206/524-4044 |
1926	1	206/545-7440
1927	1	206/443-3241
1928	1	206/325-7442 |
1929	1	206/720-1690
1930	1	206/728-7000
1931	1	206/682-1828
1932	1	425/822-3553 |
1933	1	206/622-1045
1934	1	206/781-8245
1935	1	425/284-5900 |
1936	1	206/633-3800
1937	1	206/624-6248
1938	1	253/853-6353
1939	1	206/842-3822
1940	1	206/842-3397
1941	1	425/673-5278
1942	1	253/779-0645
1943	1	253/845-1370
1944	1	425/888-1803
1945	1	360/779-2798
1946	1	253/858-8523
1947	1	360/697-1459
1948	1	360/698-1601
1949	1	360/642-2323
1950	1	360/642-4224
1951	1	360/289-4026
1952	1	360/683-4541
1953	1	360/457-8033
1954	1	360/683-2179
1955	1	360/385-6532
1956	1	360/645-2924
1957	1	360/468-3700
1958	1	360/378-4878
1959	1	509/453-3769
1960	1	509/839-2880
1961	1	509/248-0628
1962	1	509/962-8899
1963	1	414/765-1110
1964	1	414/964-0300
1965	1	414/294-5858
1966	1	414/291-2655 |
1967	1	414/271-6900
1968	1	414/272-8662
1969	1	414/276-2720
1970	1	414/271-8595
1971	1	414/276-9608
1972	1	414/481-7530
1973	1	307/327-5277
1974	1	307/789-2944
1975	1	307/383-7515
1976	1	307/875-5124
1977	1	307/789-3770
1978	1	307/875-3500
1979	1	307/324-2921
1980	1	307/283-2000
1981	1	307/684-5555
1982	1	307/587-4829
1983	1	307/587-9556
1984	1	307/283-3393
1985	1	307/358-4489
1986	1	307/674-1722
1987	1	307/234-4555
1988	1	307/332-5143
1989	1	307/733-8575
1990	1	307/455-2595
1991	1	307/733-5671
1992	1	307/733-4913 |
1993	1	307/332-0915
1994	1	307/455-2772 restaurant,307/455-2430 bar
1995	1	307/733-0557 |
1996	1	307/367-4562 bar; 307/367-4563 restaurant
1997	1	307/332-4516
1998	1	307/344-7311
1999	1	307/344-7311
