restaurant	zagat	phone
1163	1	323-254-8804
1164	1	818-773-8981
1165	1	310-452-1734
1166	1	818-762-1833
1167	1	213-617-8555
1168	1	213-627-7231
1169	1	818-558-1199
1170	1	310-448-8000
1171	1	310-376-1536
1172	1	213-485-1294
1173	1	323-851-7120
1174	1	323-850-9050
1175	1	562-493-0058
1176	1	310-545-2444
1177	1	714-374-8226
1178	1	213-623-4028
1179	1	562-494-8787
1180	1	310-318-6098
1181	1	310-808-9503
1182	1	310-823-7299
1183	1	310-534-0153
1184	1	805-449-4300
1185	1	818-881-8886
1186	1	310-320-1082
1187	1	818-243-6231
1188	1	310-457-1519
1189	1	562-437-1184
1190	1	310-440-6810
1191	1	818-887-7118
1192	1	310-573-0212
1193	1	310-659-8887
1194	1	310-320-6700
1195	1	661-253-1898
1196	1	310-477-3305
1197	1	818-980-5888
1198	1	310-649-6776
1199	1	626-229-9961
1200	1	323-856-5530
1201	1	310-820-6649
1202	1	310-659-5760
1203	1	714-556-0176
1204	1	714-850-0880
1205	1	323-654-3800
1206	1	310-473-6828
1207	1	949-494-9534
1208	1	310-820-1021
1209	1	818-622-7625
1210	1	714-991-6060
1211	1	626-332-8288
1212	1	310-546-4813
1213	1	818-769-0343
1214	1	323-876-8600
1215	1	310-312-7013
1216	1	714-832-0081
1217	1	310-268-2463
1218	1	626-289-7938
1219	1	310-451-2311
1220	1	949-497-3616
1221	1	626-449-8095
1222	1	323-856-9972
1223	1	949-955-2755
1224	1	310-657-1182
1225	1	949-857-4858
1226	1	323-667-9591
1227	1	909-944-6661
1228	1	213-625-1722
1229	1	949-453-9500
1230	1	949-650-5577
1231	1	626-744-1751
1232	1	818-500-1945
1233	1	562-207-0070
1234	1	323-655-2285
1235	1	310-399-5811
1236	1	310-204-0692
1237	1	310-581-9888
1238	1	310-796-0203
1239	1	714-758-0900
1240	1	310-202-8890
1241	1	626-351-8963
1242	1	818-886-8266
1243	1	310-338-7223
1244	1	818-754-0030
1245	1	818-348-1095
1246	1	805-530-0024
1247	1	626-578-0722
1248	1	310-577-1143
1249	1	562-424-2996
1250	1	310-358-1900
1251	1	310-458-4880
1252	1	323-785-5000
1253	1	323-661-5555
1254	1	818-766-8686
1255	1	323-221-0474
1256	1	323-735-6567
1257	1	310-533-1048
1258	1	323-773-1898
1259	1	949-586-1477
1260	1	310-858-0950
1261	1	310-278-1845
1262	1	310-550-9758
1263	1	626-844-4331
1264	1	323-265-2887
1265	1	310-640-6170
1266	1	213-365-9292
1267	1	323-461-1528
1268	1	310-829-4559
1269	1	949-497-5434
1270	1	562-433-0153
1271	1	818-506-0777
1272	1	714-731-9700
1273	1	310-652-3863
1274	1	323-464-5160
1275	1	818-501-7999
1276	1	310-312-2929
1277	1	310-842-8155
1278	1	562-869-9787
1279	1	818-980-9011
1280	1	888-233-7265
1281	1	562-433-2393
1282	1	562-694-5193
1283	1	714-638-7333
1284	1	310-451-3525
1285	1	310-526-3887
1286	1	714-842-2911
1287	1	323-871-9600
1288	1	714-544-2584
1289	1	661-255-6823
1290	1	818-763-5200
1291	1	949-855-2222
1292	1	310-544-1704
1293	1	213-622-3782
1294	1	562-439-3672
1295	1	310-859-4903
1296	1	213-353-9635
1297	1	818-957-1919
1298	1	323-467-0660
1299	1	626-796-9501
1300	1	310-967-0021
1301	1	310-275-5707
1302	1	949-675-2340
1303	1	949-675-6262
1304	1	323-656-9000
1305	1	310-473-0580
1306	1	818-761-6565
1307	1	714-434-7900
1308	1	323-662-9325
1309	1	626-796-2459
1310	1	310-376-7786
1311	1	661-290-2595
1312	1	310-265-2780
1313	1	714-633-0101
1314	1	310-306-7829
1315	1	949-675-6622
1316	1	714-558-1963
1317	1	562-342-9411
1318	1	213-382-5723
1319	1	818-985-1744
1320	1	323-661-7227
1321	1	323-256-2562
1322	1	818-789-1188
1323	1	310-208-5117
1324	1	626-588-1666
1325	1	805-482-1022
1326	1	213-483-4939
1327	1	818-342-0307
1328	1	310-576-9996
1329	1	310-444-7736
1330	1	310-456-3010
1331	1	323-965-9595
1332	1	818-606-6885
1333	1	310-278-9911
1334	1	213-626-4252
1335	1	714-220-5080
1336	1	818-980-0300
1337	1	310-374-4422
1338	1	818-906-8881
1339	1	323-936-7697
1340	1	310-576-6330
1341	1	323-937-3100
1342	1	310-829-1106
1343	1	310-372-8970
1344	1	909-987-1928
1345	1	714-963-1700
1346	1	661-291-1921
1347	1	213-623-8301
1348	1	323-664-3333
1349	1	305-347-3700
1350	1	305-358-3535
1351	1	954-454-2410
1352	1	954-602-8393
1353	1	305-947-6202
1354	1	954-584-3193
1355	1	305-503-6529
1356	1	305-264-1448
1357	1	305-857-5007
1358	1	305-358-5751
1359	1	954-920-4450
1360	1	305-448-2111
1361	1	786-235-7575
1362	1	786-268-0178
1363	1	305-644-4675
1364	1	305-666-9285
1365	1	786-777-2100
1366	1	305-379-8866
1367	1	305-672-3287
1368	1	305-532-0707
1369	1	305-665-3322
1370	1	305-867-0106
1371	1	305-826-8571
1372	1	305-816-9131
1373	1	305-858-0090
1374	1	305-935-2900
1375	1	305-446-2207
1376	1	305-538-9885
1377	1	305-754-2722
1378	1	305-445-8783
1379	1	954-923-5505
1380	1	305-665-0606
1381	1	305-669-4485
1382	1	305-819-2755
1383	1	305-643-8822
1384	1	305-856-2188
1385	1	954-456-4447
1386	1	305-573-4681
1387	1	305-378-4000
1388	1	305-532-0700
1389	1	305-666-3730
1390	1	305-375-0765
1391	1	305-864-5586
1392	1	305-273-1102
1393	1	786-425-1130
1394	1	305-573-3355
1395	1	305-466-7195
1396	1	954-272-2525
1397	1	954-602-6000
1398	1	305-947-2000
1399	1	305-373-0063
1400	1	305-466-9191
1401	1	305-535-6332
1402	1	954-964-6811
1403	1	305-531-7007
1404	1	305-673-0365
1405	1	305-403-7919
1406	1	305-229-2888
1407	1	305-673-5370
1408	1	305-448-8224
1409	1	305-228-4900
1410	1	305-263-5808
1411	1	305-792-2355
1412	1	954-894-1828
1413	1	305-672-7777
1414	1	305-553-4644
1415	1	305-757-3368
1416	1	305-443-0505
1417	1	305-576-6066
1418	1	305-372-1966
1419	1	305-740-5880
1420	1	954-584-4450
1421	1	305-663-1615
1422	1	954-436-9997
1423	1	305-854-7222
1424	1	305-642-0032
1425	1	305-573-5550
1426	1	305-443-3739
1427	1	305-573-9678
1428	1	954-961-5030
1429	1	305-695-3232
1430	1	305-221-6091
1431	1	305-695-9125
1432	1	201-653-2358
1433	1	609-585-1302
1434	1	609-884-6661
1435	1	732-287-0570
1436	1	732-583-9119
1437	1	609-895-9885
1438	1	973-230-7064
1439	1	973-744-4120
1440	1	908-322-4808
1441	1	201-653-5319
1442	1	973-344-4500
1443	1	201-833-1897
1444	1	609-448-4477
1445	1	908-862-0020
1446	1	201-652-9819
1447	1	973-538-5624
1448	1	609-397-1960
1449	1	201-444-2466
1450	1	973-378-5800
1451	1	732-223-2669
1452	1	732-219-0710
1453	1	609-748-1818
1454	1	732-775-1043
1455	1	908-322-0202
1456	1	201-836-9190
1457	1	908-766-9499
1458	1	856-309-0459
1459	1	973-893-3681
1460	1	732-747-8396
1461	1	732-872-9800
1462	1	201-689-7313
1463	1	609-522-1062
1464	1	973-589-4135
1465	1	973-338-8500
1466	1	973-237-2005
1467	1	732-869-0700
1468	1	732-214-9222
1469	1	973-515-4445
1470	1	732-936-0640
1471	1	732-680-1051
1472	1	609-492-6100
1473	1	732-530-5553
1474	1	732-449-4700
1475	1	201-541-0600
1476	1	609-884-8421
1477	1	973-523-4653
1478	1	732-613-9500
1479	1	201-592-9700
1480	1	609-654-1604
1481	1	609-654-4115
1482	1	973-589-8682
1483	1	973-596-0004
1484	1	732-617-1700
1485	1	856-354-0204
1486	1	973-566-0057
1487	1	609-333-1330
1488	1	732-530-3356
1489	1	201-433-0471
1490	1	732-435-1900
1491	1	201-437-7538
1492	1	201-935-2995
1493	1	973-376-8555
1494	1	973-328-7764
1495	1	201-533-0111
1496	1	856-663-1747
1497	1	609-386-6150
1498	1	908-806-7141
1499	1	732-473-1777
1500	1	609-572-9300
1501	1	732-774-2222
1502	1	973-584-3700
1503	1	856-854-5555
1504	1	856-985-9333
1505	1	201-943-1276
1506	1	609-631-0062
1507	1	732-462-0056
1508	1	732-780-8880
1509	1	973-992-8881
1510	1	609-298-9182
1511	1	908-580-1100
1512	1	201-944-0471
1513	1	856-783-9133
1514	1	732-308-3668
1515	1	973-233-0216
1516	1	908-810-1686
1517	1	732-845-1800
1518	1	201-963-8200
1519	1	908-353-7113
1520	1	973-491-9811
1521	1	973-263-1300
1522	1	856-566-4546
1523	1	908-788-8779
1524	1	201-840-9311
1525	1	732-295-7929
1526	1	973-575-7720
1527	1	732-574-1120
1528	1	908-918-0330
1529	1	732-741-6900
1530	1	201-507-9066
1531	1	609-397-8957
1532	1	908-464-3287
1533	1	609-219-1900
1534	1	732-669-0388
1535	1	201-342-1233
1536	1	973-228-5228
1537	1	973-729-0555
1538	1	973-808-5533
1539	1	201-944-2158
1540	1	908-735-4171
1541	1	732-739-9219
1542	1	908-221-0040
1543	1	201-287-0404
1544	1	732-249-4100
1545	1	201-837-1260
1546	1	201-798-0052
1547	1	609-737-1190
1548	1	201-843-0123
1549	1	732-240-6613
1550	1	732-308-9494
1551	1	908-685-9552
1552	1	201-357-5677
1553	1	609-291-9232
1554	1	609-895-0844
1555	1	609-443-4488
1556	1	609-704-1611
1557	1	201-291-8889
1558	1	201-242-9040
1559	1	609-317-1000
1560	1	856-608-7711
1561	1	732-819-8787
1562	1	856-857-9889
1563	1	201-461-6651
1564	1	732-892-6000
1565	1	732-974-8833
1566	1	732-683-1388
1567	1	732-747-9569
1568	1	908-850-9400
1569	1	609-397-1096
1570	1	732-846-0930
1571	1	732-741-1321
1572	1	973-762-7077
1573	1	201-217-1400
1574	1	973-267-4700
1575	1	973-827-5758
1576	1	732-451-0300
1577	1	973-478-4000
1578	1	973-316-0088
1579	1	908-221-1150
1580	1	201-909-0399
1581	1	201-664-9846
1582	1	732-899-6336
1583	1	973-783-9100
1584	1	732-892-3100
1585	1	732-294-0006
1586	1	609-441-0007
1587	1	609-494-7112
1588	1	201-592-9602
1589	1	609-882-6888
1590	1	973-808-8328
1591	1	201-507-0606
1592	1	973-884-9175
1593	1	732-493-2003
1594	1	973-744-3440
1595	1	609-397-9555
1596	1	609-344-9063
1597	1	973-994-5100
1598	1	732-899-9927
1599	1	201-947-2050
1600	1	856-881-2121
1601	1	732-870-0807
1602	1	201-444-3700
1603	1	732-469-6388
1604	1	908-822-2828
1605	1	856-428-4220
1606	1	908-232-4517
1607	1	732-264-6990
1608	1	201-291-1700
1609	1	609-822-1789
1610	1	908-979-9222
1611	1	732-681-1177
1612	1	856-429-1061
1613	1	732-708-1088
1614	1	973-379-6700
1615	1	856-782-7114
1616	1	504-587-3756
1617	1	504-212-5285
1618	1	504-734-3000
1619	1	504-595-3305
1620	1	504-525-4544
1621	1	504-523-1620
1622	1	504-895-9323
1623	1	504-592-1270
1624	1	504-899-8221
1625	1	504-522-1138
1626	1	504-581-1316
1627	1	504-522-7222
1628	1	504-522-4440
1629	1	504-895-1330
1630	1	504-553-2155
1631	1	504-525-2021
1632	1	504-373-6579
1633	1	504-301-3347
1634	1	504-587-0036
1635	1	504-896-2225
1636	1	504-569-0198
1637	1	504-522-7552
1638	1	504-586-9243
1639	1	504-525-9200
1640	1	504-866-4366
1641	1	504-525-8205
1642	1	504-522-8800
1643	1	504-525-3335
1644	1	504-314-9003
1645	1	504-525-3225
1646	1	504-523-2668
1647	1	504-412-2580
1648	1	504-872-9868
1649	1	504-522-6746
1650	1	504-524-9752
1651	1	504-525-6002
1652	1	504-254-3929
1653	1	504-269-8171
1654	1	504-587-7720
1655	1	504-598-1200
1656	1	504-529-7046
1657	1	504-314-1810
1658	1	504-587-7099
1659	1	504-586-7211
1660	1	212-964-4600
1661	1	212-614-0473
1662	1	646-638-1173
1663	1	212-677-4787
1664	1	212-689-9000
1665	1	212-315-4582
1666	1	718-389-6868
1667	1	718-232-6083
1668	1	212-477-7755
1669	1	212-922-0257
1670	1	718-788-1515
1671	1	212-265-4000
1672	1	646-289-3930
1673	1	212-575-1407
1674	1	212-867-5454
1675	1	212-666-9400
1676	1	212-308-8281
1677	1	212-262-1299
1678	1	212-588-1130
1679	1	212-888-8008
1680	1	212-267-9680
1681	1	212-575-2307
1682	1	212-628-8885
1683	1	718-747-0618
1684	1	718-932-5924
1685	1	212-675-7223
1686	1	212-528-4669
1687	1	718-643-5400
1688	1	212-222-6808
1689	1	212-334-0099
1690	1	212-702-5014
1691	1	718-230-3030
1692	1	212-228-2909
1693	1	212-221-9222
1694	1	718-743-8099
1695	1	212-533-6088
1696	1	212-956-2355
1697	1	212-254-0888
1698	1	212-223-0010
1699	1	718-477-1300
1700	1	718-320-4227
1701	1	718-797-3494
1702	1	212-606-4647
1703	1	718-429-8552
1704	1	212-944-7420
1705	1	212-579-5959
1706	1	212-535-4480
1707	1	212-726-7755
1708	1	718-788-3377
1709	1	718-388-5100
1710	1	212-714-2992
1711	1	212-505-8065
1712	1	212-249-3300
1713	1	212-315-1100
1714	1	718-434-8088
1715	1	718-956-7445
1716	1	718-833-2801
1717	1	212-226-2828
1718	1	212-252-0146
1719	1	718-544-9999
1720	1	212-380-1487
1721	1	212-595-0303
1722	1	212-777-6965
1723	1	212-982-3300
1724	1	212-227-8890
1725	1	212-924-9700
1726	1	718-432-9400
1727	1	212-226-1102
1728	1	212-489-0051
1729	1	718-720-3400
1730	1	212-281-2336
1731	1	212-473-7500
1732	1	718-399-6855
1733	1	212-397-7597
1734	1	212-269-1001
1735	1	212-730-1479
1736	1	212-398-2367
1737	1	212-226-9012
1738	1	212-213-9615
1739	1	212-732-2873
1740	1	212-717-2020
1741	1	212-799-4444
1742	1	212-964-0540
1743	1	212-355-0243
1744	1	212-529-2512
1745	1	212-695-6690
1746	1	212-725-8484
1747	1	212-230-1350
1748	1	212-223-6220
1749	1	212-777-1616
1750	1	212-382-2611
1751	1	212-947-0825
1752	1	212-462-4682
1753	1	212-995-8500
1754	1	212-752-7470
1755	0	<NULL>
1756	1	212-675-9500
1757	1	212-406-2292
1758	1	212-627-2206
1759	1	212-227-2375
1760	1	212-228-2887
1761	1	212-255-4160
1762	1	212-586-5006
1763	1	718-961-2900
1764	1	212-399-1100
1765	1	212-974-2020
1766	1	212-683-3766
1767	1	212-957-4300
1768	1	212-679-1939
1769	1	212-245-7160
1770	1	718-680-9818
1771	1	718-667-1700
1772	1	212-246-6513
1773	1	718-783-3264
1774	1	212-477-2427
1775	1	718-665-2001
1776	1	212-391-7100
1777	1	718-389-2300
1778	1	212-348-7041
1779	1	212-872-1275
1780	1	212-627-9200
1781	1	212-539-1909
1782	1	212-425-1000
1783	1	212-768-0200
1784	1	718-932-7858
1785	1	212-929-5050
1786	1	212-575-7070
1787	1	212-818-1222
1788	1	718-246-0505
1789	1	212-675-3312
1790	1	212-765-5454
1791	1	212-431-7910
1792	1	212-777-1447
1793	1	212-354-4148
1794	1	212-535-6884
1795	1	212-246-9555
1796	1	718-855-6222
1797	1	212-274-8615
1798	1	212-722-5133
1799	1	212-712-2929
1800	1	212-288-0665
1801	1	212-316-9195
1802	1	212-243-8517
1803	1	718-894-9400
1804	1	212-348-2703
1805	1	212-864-1143
1806	1	718-748-1908
1807	1	718-667-3013
1808	1	718-824-5036
1809	1	212-460-8890
1810	1	212-254-1613
1811	1	212-570-7192
1812	1	718-979-5600
1813	1	212-253-2773
1814	1	212-431-0700
1815	1	212-226-6252
1816	1	212-707-8778
1817	1	212-586-6808
1818	1	718-767-1111
1819	1	212-366-4881
1820	1	212-689-1999
1821	1	212-388-1348
1822	1	718-852-6250
1823	1	718-921-6300
1824	1	212-243-6275
1825	1	212-995-9511
1826	1	212-375-0665
1827	1	212-987-3500
1828	1	718-855-7775
1829	1	718-273-8777
1830	1	212-695-8222
1831	1	212-779-1380
1832	1	212-421-2300
1833	1	212-675-2009
1834	1	718-275-1300
1835	1	212-627-4318
1836	1	212-889-5169
1837	1	718-224-0330
1838	1	718-499-5595
1839	1	212-223-2965
1840	1	212-595-0500
1841	1	212-400-6699
1842	1	212-777-8443
1843	1	212-268-8460
1844	1	212-679-0070
1845	1	718-853-3755
1846	0	<NULL>
1847	1	718-993-1380
1848	1	212-608-7873
1849	1	212-780-0880
1850	1	212-461-4300
1851	1	212-979-5521
1852	1	212-661-0000
1853	1	212-229-1818
1854	1	718-823-8980
1855	1	212-529-1700
1856	1	718-398-9818
1857	1	212-260-6800
1858	1	212-925-2898
1859	1	718-721-1001
1860	1	212-541-6601
1861	1	718-268-7871
1862	1	212-315-1010
1863	1	212-772-9393
1864	1	212-245-5511
1865	1	212-982-6930
1866	1	718-380-3340
1867	1	212-705-3800
1868	1	212-813-2121
1869	1	212-979-1012
1870	1	718-331-3107
1871	1	212-388-9673
1872	1	718-239-2207
1873	1	212-620-4836
1874	1	212-986-8080
1875	1	718-429-9339
1876	1	212-294-1000
1877	1	212-362-3800
1878	1	718-384-6343
1879	1	718-486-7717
1880	1	718-482-7282
1881	1	212-772-0022
1882	1	212-579-8888
1883	1	718-353-6333
1884	1	718-520-8514
1885	1	212-675-5096
1886	1	212-255-9378
1887	1	212-982-6412
1888	1	718-432-5155
1889	1	212-304-0100
1890	1	212-534-8103
1891	1	212-505-7739
1892	1	212-889-0905
1893	1	212-242-3021
1894	1	212-677-8577
1895	1	718-447-2777
1896	1	212-564-7272
1897	1	718-966-4040
1898	1	212-399-4141
1899	1	212-888-4060
1900	1	212-261-5750
1901	1	212-777-8956
1902	1	212-348-3955
1903	1	212-228-0994
1904	1	212-777-6500
1905	1	212-758-1479
1906	1	212-781-7690
1907	1	212-786-3220
1908	1	212-966-8716
1909	1	212-754-5011
1910	1	718-238-4505
1911	1	212-754-1300
1912	1	718-544-2984
1913	1	212-717-7772
1914	1	212-677-6830
1915	1	212-226-7610
1916	1	212-219-2500
1917	1	212-420-0202
1918	1	212-274-8525
1919	1	718-230-0221
1920	1	212-754-2700
1921	1	718-980-5300
1922	1	212-961-9600
1923	1	212-228-4267
1924	1	212-245-5336
1925	1	212-362-4816
1926	1	212-675-6564
1927	1	212-505-9100
1928	1	212-242-9185
1929	1	718-823-1646
1930	1	718-291-0300
1931	1	718-651-9000
1932	1	212-645-1456
1933	1	718-428-1090
1934	1	212-477-0007
1935	1	212-677-1913
1936	1	212-227-8831
1937	1	212-360-5874
1938	1	212-468-8888
1939	1	212-452-2323
1940	1	212-799-3400
1941	1	212-674-9304
1942	1	718-819-2133
1943	1	212-995-2100
1944	1	212-979-6646
1945	1	212-300-4166
1946	1	212-580-2561
1947	1	212-629-5588
1948	1	718-499-8081
1949	1	212-369-3420
1950	1	212-826-8868
1951	1	646-977-8888
1952	1	212-274-9310
1953	1	212-490-9680
1954	1	718-685-0078
1955	1	212-982-0533
1956	1	212-575-5848
1957	1	212-937-4245
1958	1	718-852-8630
1959	1	212-229-2670
1960	1	212-691-8465
1961	1	718-237-0276
1962	1	212-226-6572
1963	1	212-925-6526
1964	1	212-554-6000
1965	1	212-228-0977
1966	1	212-675-5980
1967	1	212-941-7119
1968	1	212-226-6060
1969	1	212-343-0030
1970	1	212-343-7000
1971	1	212-245-4388
1972	1	718-852-3486
1973	1	718-833-2160
1974	1	212-628-3000
1975	1	212-421-1919
1976	1	212-593-3333
1977	1	212-582-1310
1978	1	212-730-5848
1979	1	212-785-1600
1980	1	718-942-4255
1981	1	212-254-7000
1982	1	212-517-8854
1983	1	212-299-3900
1984	1	212-299-3900
1985	1	212-865-2295
1986	1	212-695-5461
1987	1	212-333-3868
1988	1	212-398-0350
1989	1	718-832-7961
1990	1	212-265-8824
1991	1	718-238-8781
1992	1	212-888-3569
1993	1	212-477-5560
1994	1	212-983-5257
1995	1	718-349-1744
1996	1	212-581-8282
1997	1	718-938-3235
1998	1	212-682-5490
1999	1	212-777-8448
