restaurant	restaurantica	name
0895	1	Cook E Jar
0896	1	BE Dillon's Restaurant
0897	1	Horny Toad
0898	1	Alberto Italian Restaurant
0899	1	Cartwright's Sonoran Ranch House
0900	1	Cas. Investments
0901	1	Marie Callender's Restaurant
0902	1	Chili's Grill & Bar
0903	1	SERRANO
0904	1	Red Lobster
0905	1	Doreen's
0906	1	Gabby's Kitchen
0907	1	Gallopin' Goose
0908	1	Main Street Tavern
0909	1	Sunset Cafe
0910	1	Fats Diner
0911	1	Tom & Charlie's Dew Drop Inn
0912	1	Casa Bonita
0913	1	Murphy's Grill
0914	1	Ming House
0915	1	Cafe D'Lanos
0916	1	Pop-A-Top Bar
0917	1	Leff-T's Steakhouse and Grill
0918	1	Hungry Bear Restaurant
0919	1	Jalisco Cafe
0920	1	Lai Lai Chinese Restaurant
0921	1	New China Super Buffet
0922	1	Oasis Bar
0923	1	Ol Joe's
0924	1	Gi'mees
0925	1	Humberto's Taco Shop
0926	1	La Fondita
0927	1	Encore Family Restaurant
0928	1	Brandy's Restaurant & Bakery
0929	1	Coco's Family Restaurant
0930	1	Old Pueblo Restaurant & Cater
0931	1	El Habanero
0932	1	Funky Monkeys
0933	1	Bonanza Steakhouse
0934	1	Luigie's
0935	1	Mr G's Roadhouse 95
0936	1	Thai Bei Jing Restaurant
0937	1	Tien Tein
0938	1	Sakura Inn
0939	1	Haha China
0940	1	Water's Edge Restaurant
0941	1	Chen's Garden
0942	1	Phil's Filling Station Restaurant
0943	1	Robs Sports Bar and Grill
0944	1	Flancer's Cafe
0945	1	Cafe Sahara
0946	1	Joe's Real Barbecue
0947	1	A Touch Of European Cafe
0948	1	Friday's
0949	1	El Gran Taquito Mexican
0950	1	Mimi's Cafe
0951	1	Chipotle Mexican Grill
0952	1	Pei Wei Asian Diner
0953	1	China Taste
0954	1	Gregory Scott's Grill'n & Chill'n
0955	1	Jimmy's Restaurant & Cocktails
0956	1	Rick's Ranchito
0957	1	Roman's Oasis
0958	1	Bella Luna Ristorante
0959	1	Ragazzi Italian Restaurant
0960	1	China View Restaurant
0961	1	Oasis Steakhouse & Lounge
0962	1	AL & Diane's Red Onion Lounge
0963	1	1893 Steakhouse
0964	1	Apache Pointe Ranch
0965	1	Romo's Cafe
0966	1	Mr. Maestas' Café
0967	1	Good Food Cafe
0968	1	Asylum Restaurant
0969	1	Flatiron Cafe
0970	1	Reynard-A Cyber Cafe
0971	1	Spirit Room
0972	1	Amigo Cafe
0973	1	Blue Coffee Pot
0974	1	Reuben Heflin Restaurant
0975	1	The Phoenix Grill
0976	1	Bangkok Thai Cuisine
0977	1	Roadrunner Cafe
0978	1	Vito's Italian Cuisine
0979	1	Kingman Airport Cafe
0980	1	Mr D'Z
0981	1	El Mariachi Mexican Restaurant
0982	1	Angelina's Italian Kitchen
0983	1	Black Bear Diner
0984	1	Ed's Deli
0985	1	Mudshark Brewing Co
0986	1	Chalet Restaurant & Lounge
0987	1	Chuckwagon Steak House
0988	1	Hideaway Cafe
0989	1	Old Pueblo Cafe
0990	1	Arizona Kitchen
0991	1	La Loma Mexican Grille
0992	1	Reds Steakhouse at the Wigwam Resort
0993	1	Circle S Saloon
0994	1	Gallery Restaurant
0995	1	LA Tumbleweed Lounge
0996	1	Marescos Pulpo Loco
0997	1	C J Diner
0998	1	Hungry Bear Rd. House
0999	1	Papa's Place
1000	1	Teskey's T Tumble 7 Motel
1001	1	Popo's Too
1002	1	Homebrew Depot
1003	1	Red Lobster Restaurant
1004	1	Golden Valley Chinese Restaurant
1005	1	Los Betos Mexican Food
1006	1	La Parrilla Suiza
1007	1	Big Burrito Mexican Food
1008	1	Pit Stop
1009	1	Bella Mia Ristorante
1010	1	Cocina La Ley
1011	1	Denny's
1012	1	El Tapatio
1013	1	Formosa Chinese Restaurant
1014	1	Casa Rivera's Taco Express
1015	1	Lupe's Restaurant
1016	1	Nonna Maria's Pizza
1017	1	Ranch House Grille
1018	1	Ken's Old West
1019	1	Butterfield Stage CO
1020	1	Dam Bar & Grille
1021	1	Beans Gourmet Coffee House
1022	1	Frankie's Patio Cafe
1023	1	Hackers Bar & Grille
1024	1	Andre's-radisson Resort & Spa Scottsdale
1025	1	Blue Bar II
1026	1	China Garden
1027	1	Copper Cove Kafe
1028	1	Crossroads Cafe
1029	1	Early Bird Coffee Shop
1030	1	Hogan's
1031	1	Lazy Daze Bar & Grill
1032	1	Wagon Wheel Saloon
1033	1	Crosswinds
1034	1	Alfonso's Mexican Food
1035	1	Two Sixty Cafe
1036	1	Texas Roadhouse
1037	1	Cucina Tagliani
1038	1	Campbell Mercantile Cafe
1039	1	Texas Roadhouse
1040	1	Pink Pepper Thai Cuisine
1041	1	1130 The Restaurant
1042	1	Cool Pines Cafe
1043	1	Giuseppe's
1044	1	Senior Dining Room
1045	1	Lotus Garden Chinese Restaurant
1046	1	El Cupidos
1047	1	Charlie Clark's Steak House
1048	1	Chez Desjardins Fondue Restaurant
1049	1	El Rancho Restaurant & Lounge
1050	1	Hey You Talking To ME
1051	1	Murphy's
1052	1	Maya Mexican Restaurant
1053	1	Matt's Saloon
1054	1	Office Restaurant & Bar
1055	1	Michael's
1056	1	Olivas Mexican Food
1057	1	Zeke's Eatin Place
1058	1	Augie's Place
1059	1	Garcia's Mexican Restaurants
1060	1	Jackass Inn
1061	1	Johnny Carino's Italian Kitchen
1062	1	Quartzsite Yacht Club
1063	1	Stagecoach Restaurant
1064	1	Sweet Darlene's
1065	1	Grubstake Social Club
1066	1	La Casa Del Rancho
1067	1	Mark's Family Restaurant
1068	1	Our Place
1069	1	Santan Flats
1070	1	Chen's Chinese Restaurant
1071	1	Luney Tunes
1072	1	McGuireville Tavern
1073	1	Ryan's Sports Pub
1074	1	Brick's Steaks Seafood & More
1075	1	Los Jilberto's Fast Mexican
1076	1	Manor House Restaurant
1077	1	El Camino
1078	1	Salome Cafe
1079	1	Kokodrilos Grill
1080	1	Li-S Restaurant
1081	1	Panchita's Restaurant
1082	1	La Casita
1083	1	Arrivederci Restaurant
1084	1	Arena Sports Grill
1085	1	Crust Pizza and Wine Cafe
1086	1	Super Burrito
1087	1	South Beach Restaurant & Lounge
1088	1	Fournos Restaurant
1089	1	Picasso's - Gourmet Pizza
1090	1	Sundowner
1091	1	Grille At Shadowrock
1092	1	Westside Lilo's Cafe
1093	1	Copper Cart Restaurant
1094	1	Little Bit
1095	1	J B's Restaurant
1096	1	Ponderosa Express
1097	1	Aliberto's Mexican Food
1098	1	Ricardo's Mexican Restaurant
1099	1	Country House
1100	1	Landmark Cafe
1101	1	Texas Roadhouse
1102	1	Rodolfos
1103	1	La Cocina De Eva
1104	1	El Comal Tortilla Factory
1105	1	El Cupidos Express
1106	1	El Rancho Restaurant
1107	1	Mirinconcito
1108	1	Rosita's Cafe
1109	1	Tacos El Cachanilla
1110	1	Coyote Creek Saloon
1111	1	Royal Cafe
1112	1	King Buffet
1113	1	La Petite Cafe
1114	1	Rosie's Italian Cafe
1115	1	Garden Cafe
1116	1	Hole 'n One
1117	1	Cafe Piera ROJA
1118	1	Edwardo's
1119	1	LA Mina Lounge
1120	1	Dillons' Grand Restaurant
1121	1	China Buffet
1122	1	Rubio's Baja Grill
1123	1	Streets Of New York Passion
1124	1	The Dhaba
1125	1	Tavern On Mill
1126	1	Golden Egg Roll
1127	1	Longbranch
1128	1	Waffle House
1129	1	O K Cafe
1130	1	Ringo's Bar
1131	1	Helldorado Brewing CO
1132	1	Hot Biscuit Cafe
1133	1	Kate's Cafe
1134	1	Sze Chuan Restaurant
1135	1	Chaco's Cafe
1136	1	Panda House Stir-Fry
1137	1	El Sabroso Oakwood Grill
1138	1	Billy Bryants Barbeque
1139	1	Taqueria Juanitos
1140	1	Vail Steakhouse
1141	1	Corner Courtyard
1142	1	Ligurta Station Restaurant
1143	1	Anita's Cocina
1144	1	Filiberto's Mexican Food
1145	1	Gold Nugget
1146	1	Horseshoe Cafe
1147	1	March Hare
1148	1	Wikieup Trading Post And Restaurant
1149	1	Luchia's Restaurant & Gifts
1150	1	Salsa Fiesta
1151	1	El Ranchero
1152	1	Big Tex Bbq Restaurant
1153	1	Jessica's Family Restaurant
1154	1	Miss Kitty's Steak House
1155	1	Pancho Mc Gillicuddy's Mexican
1156	1	Ralvertos Mexican Restaurant
1157	1	Rosas Cantina
1158	1	Entre Restaurant
1159	1	Falcone
1160	1	Happy Greek Chef
1161	1	Mr G
1162	1	Bamboo House Chinese Restaurant
1163	1	Crane Sushi
1164	1	Thai Purple
1165	1	Baccali Skewers
1166	1	Cuban Bistro
1167	1	The White House Restaurant Anaheim
1168	1	Kareem's Restaurant
1169	1	ESPN Zone
1170	1	Coco's Bakery Restaurant
1171	1	Jade Orient Express
1172	1	The Derby
1173	1	Maki & Sushi Arcadia
1174	1	Tahoe Joe's Famous Steakhouse
1175	1	Jake's Original Tex-Mex Cafe
1176	1	Red Lobster Restaurants
1177	1	Le Regal
1178	1	Anzu Restaurant
1179	1	Kirin Chinese Restaurant
1180	1	Lawry's The Prime Rib
1181	1	The Stinking Rose
1182	1	Walters's 2 GO
1183	1	Healthy Bites
1184	1	Century Dragon
1185	1	Fiesta Taco
1186	1	Dalts Classic American Grill
1187	1	Fresco
1188	1	The Village Kitchen & Pie Shoppe
1189	1	Gregorio's Pizzas Pastas & Steaks
1190	1	Bobby's Hideaway Cafe
1191	1	Red Lobster Restaurant
1192	1	International House Of Pancakes
1193	1	Peeking Chinese Restaurants
1194	1	Grullo Restaurant
1195	1	Pommes Frites
1196	1	Kathy's Deli
1197	1	Stuart Anderson's Black Angus Restaurant
1198	1	panda imperial
1199	1	Casa Don Diego Restaurants
1200	1	Rubio's Fresh Mexican Grill
1201	1	Little China Restaurant
1202	1	Sugar Plum Coffee Shop
1203	1	Twisted Gourmet
1204	1	Don Jose Restaurants
1205	1	Eduardo's Mexican Restaurant
1206	1	Shogun Japanese Restaurant
1207	1	I Love Sushi
1208	1	Imari
1209	1	Memphis Soul Cafe & Bar
1210	1	Tabento
1211	1	Fraiche Restaurant
1212	1	Tokyo 7-7 Coffee Shop
1213	1	China Express
1214	1	Coco's Bakery Restaurant
1215	1	Celia's Mexican Restaurant
1216	1	Bangkok Garden Thai Cuisine
1217	1	dennys restaurant
1218	1	Frisco's Car Hop
1219	1	Pop's Cafe
1220	1	Peking Restaurant
1221	1	Florida Restaurant
1222	1	Cafe Opa
1223	1	Tokyo Garden
1224	1	Bongiovanni's Italian Restaurant
1225	1	Estrada's Mexican Food
1226	1	Janet's Cafe
1227	1	Sushi Harbor
1228	1	Wienerschnitzel
1229	1	Las Brazas Mexican Food
1230	1	Medina's Italian Restaurant
1231	1	Wok City Diner
1232	1	La Casita Restaurant
1233	1	My Thai Restaurant
1234	1	Bow Loy Chinese Restaurant
1235	1	Eddie's Bakery Cafe
1236	1	Plaza Ventana Mexican Restaurants
1237	1	China Kitchen
1238	1	Cafe Hidalgo
1239	1	Stubrik's Steakhouse
1240	1	The Hungry Bear Restaurant
1241	1	Coffee Cafe GNBY
1242	1	La Perla Tacos
1243	1	Burnt Tortilla-Mexican Restaurant
1244	1	Paradise Restaurants
1245	1	Ta Chen Chinese Restaurant
1246	1	Nem Nuong Khanh Hoa
1247	1	Thai Nakorn Restaurant
1248	1	The Boiling Crab
1249	1	Lighttown House
1250	1	Raffi's Place Restaurant
1251	1	Octopus
1252	1	Breadwinner
1253	1	Notte Luna Restaurant
1254	1	Two Guys From Italy Restaurant
1255	1	Japan Grill
1256	1	Jerry T's Hof-Brau
1257	1	Esthers Place
1258	1	Woody's Diner
1259	1	Normitas Surf City Taco
1260	1	Caribbean Treehouse Restaurant
1261	1	Moby's Coffee Shop
1262	1	La Sirena Azul
1263	1	Original Pico Seafood
1264	1	Inkas Restaurant
1265	1	Oriental Seafood Noodle House
1266	1	Ruth's Chris Steak House - Irvine
1267	1	Chinez Chinese Restaurant
1268	1	Nine-Ten
1269	1	Croutons
1270	1	Marine Room Restaurant
1271	1	Ginza Sushi Restaurant
1272	1	Michelle Coulon's
1273	1	Fresco II
1274	1	Whoozits Restaurant
1275	1	Texas Cattle Co
1276	1	Snap-E Tacos
1277	1	Little Beijing
1278	1	Delhi Palace
1279	1	Rivera's Mexican Restaurant
1280	1	Americana Restaurant
1281	1	Enrique's Mexican Restaurant
1282	1	Greenfield-Churras Caria
1283	1	el Dorado Restaurant & Lounge
1284	1	Philly's Best
1285	1	Grounds Bakery Cafe
1286	1	Grand Lux Cafe
1287	1	Royal Taco Mexican Food
1288	1	South Legend Restaurant
1289	1	Applebee's Neighborhood Grill & Bar
1290	1	Omega Restaurant
1291	1	Fuddruckers
1292	1	gervasoni's
1293	1	Pho 7 Vietnamese Restaurant
1294	1	Clayton Coffee & Tea
1295	1	Fishh Hoppers
1296	1	Rosine's
1297	1	Paul's Kitchen
1298	1	Carrow's Restaurants
1299	1	Dorados
1300	1	Sushi Sai Japanese Restaurant
1301	1	Lee's Tofu
1302	1	Joes Italian Restaurant
1303	1	La Salsa Restaurant
1304	1	Plaza Deli Cafe
1305	1	Marios Pizza & Italian Restaurant
1306	1	Ubuntu Napa
1307	1	Trancas Steakhouse
1308	1	Fume Bistro & Bar
1309	1	Peking Palace
1310	1	Pasta Prego Trattoria
1311	1	Little Dragon Chinese Restaurant
1312	1	Cotija Taco Shop
1313	1	Jack Shrimp Restaurant
1314	1	Blue Water Grill Newport Beach
1315	1	Beyond Juice
1316	1	Chinese Delight
1317	1	Mariscos Colima-Sea Food
1318	1	Hungry Fox
1319	1	Yanagi Sushi
1320	1	Northridge Fish & Chips
1321	1	Emles Restaurant
1322	1	E & E Cafe
1323	1	Lum-Ka-Naad
1324	1	Lone Star BBQ
1325	1	Gogo Japan
1326	1	Hungry Hunter Steakhouse
1327	1	Jazz Cafe
1328	1	The Grinder Haven
1329	1	Red Lobster
1330	1	Juanitas II
1331	1	Yen Ching Restaurant
1332	1	Green China
1333	1	Tandoor Cuisine Of India
1334	1	El Mariachi Restaurant
1335	1	Greek Garden Grill
1336	1	Renata's Caffe Italiano
1337	1	Zena's Mediterranean & Lebanese Cuisine
1338	1	Pho Oxnard Vietnamese Restaurant
1339	1	Arco Iris Juice Bar & Restaurant
1340	1	Tacos La Placita
1341	1	Medrano's Mexican Restaurant
1342	1	Chili's Grill & Bar
1343	1	Sizzler Restaurants
1344	1	Coco's Bakery Restaurant
1345	1	Nypd
1346	1	Caseys Restaurant & Lounge
1347	1	Mamacitas Mexican Grill
1348	1	Caffe Italia
1349	1	Billy Reeds Restaurant
1350	1	Johnny Costas Ristorante
1351	1	The New Bamboo Palo Alto
1352	1	Compadres Bar & Grill
1353	1	Go China Deli
1354	1	Fortune Pick-Up & Delivery
1355	1	Sharky's Woodfire Mexican Grill
1356	1	Ruth's Chris Steak House - Pasadena
1357	1	Gyu-Kaku Japanese BBQ
1358	1	Amigo's Restaurant
1359	1	Emilios Mexican Restaurant
1360	1	The English Rose Tearoom
1361	1	Strizzi's Restaurant
1362	1	Rancho Grande Taqueria 2
1363	1	Me & Mai Friend's Deli Cafe
1364	1	Dean's Cafe
1365	1	Home Kitchen
1366	1	Tropical Mexico
1367	1	Sahara Cafe
1368	1	Cantina Express
1369	1	Tacos Mexico
1370	1	Le Bellissimo French Italian Bistro
1371	1	Buddies Italian Kitchen
1372	1	Tio's Mexican Food
1373	1	Chu's Too
1374	1	Market Street Steakhouse
1375	1	Peter Choo's Skylight
1376	1	Pollo Grill
1377	1	Dolce Vita European Gourmet Foods
1378	1	Thai Thani Restaurant
1379	1	Tony's Fish Mkt Restaurant
1380	1	Karlitas Taco Place
1381	1	Chef Chen
1382	1	Franklin Street Caffe
1383	1	Best Thai
1384	1	Tony's Mexican Food
1385	1	The Auld Dubliner Irish Pub & Restaurant
1386	1	Outback Steakhouse
1387	1	Pacific Street Cafe
1388	1	Gaju Soft Tofu Restaurant
1389	1	Rowland Garden Cafe
1390	1	Restaurant Kamon
1391	1	Curry House Restaurant
1392	1	Mikuni Sushi
1393	1	Famous Kabob
1394	1	Casa Garden Restaurant
1395	1	Warner's Restaurant & Lounge
1396	1	The Weinery
1397	1	Taqueria Don Pepe
1398	1	tacos choice mf
1399	1	Lotus Garden Restaurant
1400	1	Amapola Rico Taco
1401	1	Tom Cat
1402	1	Cafe On Park
1403	1	PASHA MEDITERRANEAN CAFE & GRILL
1404	1	Fino Restaurant
1405	1	Casablanca Cafe
1406	1	Art's Cafe
1407	1	Lovejoy's
1408	1	Clement Street Bar & Grill
1409	1	Campton Place
1410	1	Sugar Cafe and Lounge
1411	1	The Game
1412	1	Los Tacos
1413	1	Sam Woo Barbecue Restaurant
1414	1	Zen Buffet
1415	1	Zen Buffet
1416	1	Outback Steakhouse
1417	1	Tapioca Express
1418	1	New Paradise Catering
1419	1	Home Town Buffet
1420	1	Makiyaki
1421	1	Los Pericos
1422	1	Cafe Encore
1423	1	Ni-Mo Japanese Cuisine
1424	1	Lotus Garden Restaurant
1425	1	Lj's Deli
1426	1	Sushi To Dai For
1427	1	Bay Thai Cuisine
1428	1	Antonello Ristorante
1429	1	Malibu Fish Grill
1430	1	El Tapatio
1431	1	Darya Restaurant
1432	1	Alfredo's Pizza
1433	1	Kaisen Sushi Restaurant
1434	1	Brophy Bros
1435	1	Natural Cafe Santa Barbara Uptown
1436	1	Bouchon
1437	1	Moby Dick Restaurant
1438	1	Freedom Burrito
1439	1	Sara's Kitchen
1440	1	Yo Yo Sushi
1441	1	Pho Hoa
1442	1	Shindokdo
1443	1	Riva Fish House
1444	1	The Acapulco Mexican Restaurant
1445	1	Little Shanghai Chinese Restaurant
1446	1	Mobo Sushi
1447	1	El Paraiso
1448	1	Casa Manana Mexican Restaurant
1449	1	El Toro Tortilleria
1450	1	Boba House
1451	1	Ocean Ave Seafood
1452	1	Cafe Paradiso
1453	1	Fountain Grove Deli
1454	1	Colibri Grill Cafe
1455	1	Piner Cafe
1456	1	Rosso Pizzeria & Wine Bar
1457	1	la Fogata Mexican Restaurant
1458	1	Passage to India
1459	1	Crepe X-Press
1460	1	Tutu's Hawaiian Ice Cream Shack
1461	1	Eggs N Things
1462	1	el Taco de Mexico
1463	1	PC's Bar & Grille
1464	1	David's New York Style Pizza
1465	1	Shomi
1466	1	Jimboys Taco's
1467	1	Sam's Cafe
1468	1	Isan
1469	1	Daily Grill
1470	1	Aroma Coffee & Tea Company
1471	1	Todai Restaurant Studio City
1472	1	Teru Sushi
1473	1	City Wok
1474	1	Shiki Restaurant
1475	1	Fresh Choice Restaurants
1476	1	Pho Nam Restaurant
1477	1	Togo's Eatery
1478	1	Dish Dash
1479	1	The Bank
1480	1	Old Pacific Coffee Company
1481	1	Fiamme Restaurant and Bar
1482	1	El Paso Cantina Mexican Restaurant
1483	1	Kappo Seafood
1484	1	Nieuport 17 Restaurant
1485	1	Ruby's Diner
1486	1	Momos American Cusine
1487	1	J's Garden Restaurant
1488	1	La Cabanita Taqueria
1489	1	My Cafe
1490	1	San Remo Restaurant
1491	1	Papa's & Beer
1492	1	Sherman Room
1493	1	Tipps Thai Cuisine
1494	1	Aloha Steakhouse
1495	1	Philly's
1496	1	Allen's Alley
1497	1	Marco Italian Restaurant
1498	1	Vaquero's Mexican Food
1499	1	La Gordita Taco Y Gordita Shop
1500	1	PRIMA Ristorante
1501	1	McCovey's Restaurant
1502	1	Ruth's Chris Steak House
1503	1	VA De VI Bistro & Wine Bar
1504	1	Salvatore Italian Restaurant
1505	1	Bing Crosby's Restaurant
1506	1	Friday's
1507	1	Penang Malaysian Cusine
1508	1	Jinky's Cafe
1509	1	Med Cafe
1510	1	Koi Restaurant
1511	1	Vivoli Cafe & Trattoria
1512	1	Uncle Pete's Cafe
1513	1	Casa Gamino
1514	1	The Firehouse Grill
1515	1	el Camino Grill
1516	1	Golden Triangle Restaurant
1517	1	Anarbagh Indian Restaurant
1518	1	Monty's Steak House
1519	1	Adagio Ristorante
1520	1	Kabuki Japanese Restaurant
1521	1	Weekends Tavern
1522	1	East West Grill
1523	1	Calvillo's Restaurants
1524	1	Lamplighter Restaurant
1525	1	May-Wa Chinese Restaurant
1526	1	Malone's Clubhouse Grill
1527	1	Tea Garden
1528	1	Old Chicago
1529	1	Gunther Toodys
1530	1	Bella Bistro
1531	1	Cache Cache Restaurant
1532	1	Rustique Bistro
1533	1	Campo De Fiori
1534	1	Johnny's Diner
1535	1	Chipotle Mexican Grill
1536	1	A La Car
1537	1	Agave
1538	1	Avon Bakery & Deli
1539	1	Beaver Creek Golf Course & Professional Shop
1540	1	Brass Parrot
1541	1	World Cuisine
1542	1	Ho Palace Chinese Restaurant
1543	1	Tempranillo
1544	1	Basalt Bistro
1545	1	Bucky's Place
1546	1	Copper Rose Cafe Coffee Stop
1547	1	Steamworks
1548	1	Martha T's
1549	1	Grandpa's Cafe
1550	1	Piccabeans Grill
1551	1	Retro Bistro
1552	1	Wayside Inn & Lounge
1553	1	Hapa On The Hill Sushi Grill
1554	1	Nepal Cuisine
1555	1	Haoway Chinese Cafe
1556	1	Dagabi Cucina
1557	1	Sushi Zanmai
1558	1	Mi Casa Mexican Restaurant
1559	1	Lucha Colorado Cantina
1560	1	Spencer's Steaks & Spirits
1561	1	Quiznos
1562	1	Billie's
1563	1	Santiago's Mexican Restaurant
1564	1	Jordinellis Sports Bar & Restaurant
1565	1	Mariscos Mazatlan
1566	1	Macaroni Grill
1567	1	Li's
1568	1	Johnny Carino's Italian Kitchen
1569	1	Wahoo's Fish Taco
1570	1	Sarku of Japan
1571	1	Carrillo Restaurant
1572	1	True Grits Steakhouse
1573	1	Peking Wok China Buffet
1574	1	Drovers Restaurant
1575	1	Clayton Street Grill
1576	1	Brush Grocery Kart Inc #552 - Deli-Bakery
1577	1	Bunker Hill Restaurant & Lounge
1578	1	Missing Spoon
1579	1	Shang Hai Chinese Restaurant
1580	1	Old Mission Deli
1581	1	Mr Ed's Family Restaurant
1582	1	Viva Vallarta
1583	1	Merlino's Belvedere Restaurant
1584	1	My Brother's Place
1585	1	Nancy's Buffet
1586	1	PHAT THAI
1587	1	Russets
1588	1	Sezen Restaurant & Sushi Bar
1589	1	Ship of Fools
1590	1	China Cafe
1591	1	B & B Cafe
1592	1	Black Eyed Pea Restaurant
1593	1	Deer Creek Village Golf
1594	1	Pikes Perk Coffee & Tea House,
1595	1	King's Chef
1596	1	Akasaka Japanese Restaurant
1597	1	Melting Pot of Colorado Springs
1598	1	La Fuente
1599	1	Lil's Cafe
1600	1	Three Margarita's
1601	1	Conifer Coal Mine Dragon
1602	1	Elk Grove
1603	1	Mauro's Italian Restaurant
1604	1	Joey's Steak & Chop House
1605	1	Hong Kong Restaurant
1606	1	Tequila's Mexican Restaurant
1607	1	Nero's
1608	1	Backwoods Diner
1609	1	Bad To The Bone Bbq & Grille
1610	1	Beef & Peppers
1611	1	Casa Loya
1612	1	Galaxy Restaurant
1613	1	La Plaza Restaurant
1614	1	Secret Stash
1615	1	Wooden Nickel
1616	1	Woodstone Deli
1617	1	Donita's Cantina
1618	1	Ocean Pearl
1619	1	Daveto's
1620	1	Stockyard
1621	1	Village Cappuccino Coffee
1622	1	Il Posto
1623	1	Outback Steakhouse
1624	1	Little India Restaurant
1625	1	Mountain View Cafe
1626	1	Great Wall Chinese Buffet
1627	1	Carlos Miguels Mexican Bar & Grill Frisco
1628	1	Snake River Saloon
1629	1	Dolores Restaurant & Cafe
1630	1	German Stone Oven Bakery
1631	1	Naked Moose
1632	1	Ponderosa Steakhouse
1633	1	Red Snapper
1634	1	Francisco's Restaurante Y Cantina
1635	1	Sizzling Siam
1636	1	Mama's Boy Hermosa
1637	1	Broadway Cafe
1638	1	Angelino
1639	1	Eagle Diner
1640	1	Golden Oven
1641	1	Salsa's Mexican Restaurant
1642	1	Matthew's - Edwards
1643	1	Gashouse
1644	1	Ray's
1645	1	Smiling Moose Deli
1646	1	Stop & Save
1647	1	Tavolaccio
1648	1	Original Pancake House
1649	1	Big D's Smokehouse BBQ
1650	1	Jennette & Gerry's Restaurant
1651	1	Benchwarmers Tavern and Grill
1652	1	Egg & I
1653	1	Local's Grill
1654	1	Trailhead Restaurant
1655	1	Wild Rose Restaurant
1656	1	Coraggio's Family Italian Restaurant
1657	1	Tokyo Bowl & Grill
1658	1	Tanglewoods Restaurant and Bar
1659	1	Bistro Blue
1660	1	Oasis Bar & Grill
1661	1	Alibi
1662	1	Bufmack & Bufmack
1663	1	Jade Cafe
1664	1	Tortilla Marissa
1665	1	Melting Pot
1666	1	Carrabba's Italian Grill
1667	1	Runza Restaurant
1668	1	Mulligan's Food & Ale
1669	1	Taqueria El Potrillo
1670	1	Branding Iron Restaurant
1671	1	Little Bamboo
1672	1	Bistro Isabelle
1673	1	Tomahawk Family Restaurant
1674	1	Wofford's Place
1675	1	An NAM Vietnamese and Chinese Restaurant
1676	1	Coke's Diner
1677	1	Chimayo Grill
1678	1	Mc Gilly Cuddy's Bar & Grill
1679	1	Starvin Arvin's
1680	1	Dragon Treasure Chinese Restaurant
1681	1	Happy Cooker
1682	1	Mother's
1683	1	Mancinelli's
1684	1	River's Restaurant
1685	1	Pepponino Dining Room
1686	1	China Town
1687	1	Daily Bread Cafe & Bakery
1688	1	Jus Cookin's Restaurant
1689	1	Hops Restaurant-Bar-Brewery
1690	1	Ali Baba Grill
1691	1	La Carreta
1692	1	Columbine Cafe
1693	1	Diana's Pizzeria & Italian
1694	1	Grand Elk Marina & Beach
1695	1	Mad Munchies
1696	1	Paul's Creekside Grill
1697	1	Remington's of Grandby
1698	1	La Bamba Mexican Restaurant
1699	1	Garfield's Restaurant & Pub
1700	1	Texas Roadhouse
1701	1	Betty's Cafe & Bakery
1702	1	Big Ray's Chop House
1703	1	Chuck Hole Cafe
1704	1	Daven Haven Lodge
1705	1	El Pacifico
1706	1	Paragon Family Restaurant
1707	1	Ron's 19th Hole
1708	1	Qdoba Mexican Grill
1709	1	Village Inn
1710	1	Pappadeaux
1711	1	Cool River Cafe - Denver
1712	1	Mel's of Greenwood Village
1713	1	Agave Grill
1714	1	Silver Sage Restaurant
1715	1	Trough Restaurant
1716	1	W Cafe
1717	1	Alamo Bar & Cafe
1718	1	Coal Train Coffee House
1719	1	Zack's Bar-B-Q
1720	1	Coaltrain Coffeehouse
1721	1	North Fork Valley Restaurant
1722	1	Smokin' Yards BBQ
1723	1	Jiggie's Cafe
1724	1	Beau Jo's
1725	1	Ceci's
1726	1	Quik N Handi Fast Foods
1727	1	Sidekick Lounge
1728	1	Bear Creek Tavern & Country
1729	1	Colorado Wok
1730	1	Mojo Coffeehouse
1731	1	Rezzo
1732	1	Sushi Mara
1733	1	El Azteca Mexican Restaurant
1734	1	Mexico City Cafe
1735	1	Sports Lounge Ben's
1736	1	Stick Horse Saloon
1737	1	Alpine Moose Lodge
1738	1	Blue Iguana
1739	1	Mammy's Kitchen
1740	1	Virgilio's Pizzeria Napoletana
1741	1	Gregario's
1742	1	Gaslamp Grill
1743	1	Taco John's
1744	1	Mission Villanueva
1745	1	Desiree's Bar
1746	1	Grill Bar & Cafe
1747	1	Buckeye Creek Restaurant
1748	1	Casa Blanca Restaurant
1749	1	Golden Burro Cafe & Lounge
1750	1	Rib City Grill
1751	1	Olive Garden
1752	1	Johnny Carino's Italian Kitchen
1753	1	Paulie & Deanna's Famous
1754	1	Back Room Brewery
1755	1	Outback Steakhouse
1756	1	Blue Parrot
1757	1	Carrabba's Italian Grill
1758	1	Tulien's Restaurant
1759	1	Wahoos Fish Tacos
1760	1	Asian Cafe & Grill
1761	1	Applebee's Neighborhood Grill & Bar
1762	1	Gateway Cafe
1763	1	La Chaumiere Restaurant
1764	1	La Mariposa Mexican Restaurant
1765	1	Lyons Royal Wok
1766	1	Lyons Soda Fountain & Bakery
1767	1	Stone Cup
