book	waterstones	isbn_13
1269	1	9780091937850
1270	1	9780762437085
1271	1	9780762440092
1272	1	9781444705386
1273	1	9780007389827
1274	1	9781843174806
1275	1	9780902920040
1276	1	9781848091986
1277	1	9780753522653
1278	1	9780811867382
1279	1	9781843174981
1280	1	9780571255986
1281	1	9780330518994
1282	1	9781847673213
1283	1	9781849531023
1284	1	9780762435920
1285	1	9780755360604
1286	1	9780762435753
1287	1	9781849531030
1288	1	9781907595059
1289	1	9780752883069
1290	1	9781843174622
1291	1	9781853757990
1292	1	9780762437078
1293	1	9781843173656
1294	1	9781847399304
1295	1	9780007257775
1296	1	9780571227556
1297	1	9781840246186
1298	1	9781408810248
1299	1	9781841588483
1300	1	9780552775250
1301	1	9780747573906
1302	1	9780593066584
1303	1	9781841589206
1304	1	9780755361700
1305	1	9780141025155
1306	1	9781849010559
1307	1	9780762437061
1308	1	9780141030982
1309	1	9780007155118
1310	1	9780902920835
1311	1	9780141047713
1312	1	9780902920842
1313	1	9781405337465
1314	1	9780752881768
1315	1	9780340998342
1316	1	9781408701973
1317	1	9780007263936
1318	1	9780902920941
1319	1	9781855682702
1320	1	9780952287063
1321	1	9780340786055
1322	1	9780316729536
1323	1	9780007307456
1324	1	9781851687671
1325	1	9780340922798
1326	1	9781840247497
1327	1	9780140279405
1328	1	9780751541748
1329	1	9781840242393
1330	1	9780752848259
1331	1	9781408802458
1332	1	9780330515139
1333	1	9781855682665
1334	1	9780717145416
1335	1	9781849530736
1336	1	9781841495040
1337	1	9780946928019
1338	1	9780141022925
1339	1	9781849340458
1340	1	9780141038490
1341	1	9780571248131
1342	1	9780857201706
1343	1	9781848502185
1344	1	9780486471433
1345	1	9781848502697
1346	1	9780007178575
1347	1	9780340693254
1348	1	9780007299041
1349	1	9781561709069
1350	1	9781846041068
1351	1	9780340829745
1352	1	9780712670579
1353	1	9781904991045
1354	1	9780007379002
1355	1	9781841813615
1356	1	9781848540415
1357	1	9781401915414
1358	1	9780061452574
1359	1	9780752458441
1360	1	9780752456607
1361	1	9781847442611
1362	1	9781401915360
1363	1	9781841813660
1364	1	9780715332023
1365	1	9781401906962
1366	1	9780857201362
1367	1	9781405487993
1368	1	9781846041006
1369	1	9781401918729
1370	1	9781932073201
1371	1	9781858287812
1372	1	9781907486395
1373	1	9780955475726
1374	1	9781844132195
1375	1	9780007133864
1376	1	9781848873681
1377	1	9781843174943
1378	1	9781567184853
1379	1	9781848501898
1380	1	9781401902162
1381	1	9781401923051
1382	1	9781556439216
1383	1	9781847740250
1384	1	9780910261975
1385	1	9781936296064
1386	1	9780712679060
1387	1	9780572036034
1388	1	9780572036027
1389	1	9781401923112
1390	1	9780751364484
1391	1	9780285638037
1392	1	9781848501201
1393	1	9781906015138
1394	1	9781401925536
1395	1	9780712605489
1396	1	9781848501799
1397	1	9781577318910
1398	1	9780749915858
1399	1	9781844830053
1400	1	9780007309962
1401	1	9780141040424
1402	1	9780572036096
1403	1	9780230746893
1404	1	9781844086115
1405	1	9780722539552
1406	1	9780712657594
1407	1	9781594771545
1408	1	9780285632707
1409	1	9781401902339
1410	1	9780553814941
1411	1	9780738718477
1412	1	9781401923327
1413	1	9781848502109
1414	1	9781934708286
1415	1	9781593371098
1416	1	9781841587400
1417	1	9781401916947
1418	1	9780099699415
1419	1	9780553506372
1420	1	9781848501485
1421	1	9780091826406
1422	1	9781848682665
1423	1	9781841813714
1424	1	9780749929213
1425	1	9781844036905
1426	1	9781846079917
1427	1	9780752227535
1428	1	9781904027966
1429	1	9780297863434
1430	1	9781849900133
1431	1	9780297863359
1432	1	9780755360079
1433	1	9780751535662
1434	1	9781901268515
1435	1	9781845431884
1436	1	9780974977904
1437	1	9781905222711
1438	1	9780847834815
1439	1	9781847960184
1440	1	9780007377947
1441	1	9780747548409
1442	1	9780007354108
1443	1	9780470496442
1444	1	9781841154763
1445	1	9780718154462
1446	1	9780007363865
1447	1	9781409103196
1448	1	9781847726193
1449	1	9781409104797
1450	1	9781906002329
1451	1	9781847326638
1452	1	9780755361441
1453	1	9781845966218
1454	1	9781845133665
1455	1	9780330438568
1456	1	9780711961647
1457	1	9781847398451
1458	1	9781906802530
1459	1	9781849381383
1460	1	9780747598503
1461	1	9781846971389
1462	1	9780141038438
1463	1	9781405329811
1464	1	9780755315895
1465	1	9780810991729
1466	1	9781845135966
1467	1	9780753825631
1468	1	9780575403017
1469	1	9780752884028
1470	1	9780452295773
1471	1	9780954706890
1472	1	9780954706883
1473	1	9781405355346
1474	1	9781847081407
1475	1	9780413772794
1476	1	9781408807088
1477	1	9780856408519
1478	1	9780091890278
1479	1	9781844036738
1480	1	9780470386941
1481	1	9780711979963
1482	1	9780062007292
1483	1	9780747544210
1484	1	9783822820018
1485	1	9781906002299
1486	1	9780091898281
1487	1	9780593058114
1488	1	9781847326249
1489	1	9781847671448
1490	1	9781409103455
1491	1	9780852652213
1492	1	9780713673401
1493	1	9781847081278
1494	1	9780340933305
1495	1	9780091928544
1496	1	9781905523832
1497	1	9780956565617
1498	1	9780007393589
1499	1	9780600620525
1500	1	9781841074788
1501	1	9780600621768
1502	1	9780007207718
1503	1	9780007236831
1504	1	9781408128497
1505	1	9780141039022
1506	1	9781405328319
1507	1	9781405330930
1508	1	9781846079566
1509	1	9780956763907
1510	1	9781405488020
1511	1	9780600614388
1512	1	9780340981078
1513	1	9781405359870
1514	1	9780754819523
1515	1	9781405495134
1516	1	9781444101188
1517	1	9780007178520
1518	1	9780340918746
1519	1	9780007327157
1520	1	9780091933302
1521	1	9781842862124
1522	1	9781904760313
1523	1	9781846077791
1524	1	9781405488006
1525	1	9780715338544
1526	1	9780752227115
1527	1	9780565092528
1528	1	9780091933319
1529	1	9781846701542
1530	1	9780751327519
1531	1	9781859749234
1532	1	9780711229051
1533	1	9781904239109
1534	1	9780857330260
1535	1	9780593059678
1536	1	9781903657324
1537	1	9780717146611
1538	1	9780711231924
1539	1	9780553825152
1540	1	9780715331491
1541	1	9781444711400
1542	1	9781847736932
1543	1	9780340943526
1544	1	9781848311510
1545	1	9781905410477
1546	1	9780199568000
1547	1	9781407524443
1548	1	9780004133775
1549	1	9780747596493
1550	1	9781841588476
1551	1	9788854402003
1552	1	9780007280162
1553	1	9780007191710
1554	1	9780954904999
1555	1	9780713688603
1556	1	9781408130742
1557	1	9781405345897
1558	1	9781847736031
1559	1	9781907087035
1560	1	9780715336298
1561	1	9780851779195
1562	1	9780224086707
1563	1	9781844256754
1564	1	9781845333393
1565	1	9781842861004
1566	1	9780007336821
1567	1	9780007274888
1568	1	9780349115054
1569	1	9780571269228
1570	1	9780717148417
1571	1	9780330515115
1572	1	9780571245024
1573	1	9780571249930
1574	1	9781856194990
1575	1	9780330512725
1576	1	9780857382467
1577	1	9780571247349
1578	1	9780571247059
1579	1	9781844164035
1580	1	9780571269259
1581	1	9780224074414
1582	1	9780755346189
1583	1	9780714124612
1584	1	9780571249909
1585	1	9780573040085
1586	1	9780460878319
1587	1	9780140194470
1588	1	9780199561605
1589	1	9780141189963
1590	1	9780007144365
1591	1	9780571260874
1592	1	9780719568503
1593	1	9780413767707
1594	1	9780141192475
1595	1	9780141012292
1596	1	9780571226719
1597	1	9780199536795
1598	1	9780486272665
1599	1	9780330448246
1600	1	9781852245146
1601	1	9781848872851
1602	1	9780752857862
1603	1	9780199536191
1604	1	9780571135868
1605	1	9780571259304
1606	1	9780571259335
1607	1	9781906779887
1608	1	9780141012605
1609	1	9780141182582
1610	1	9780141192420
1611	1	9781904271338
1612	1	9780571089864
1613	1	9781903436592
1614	1	9781408131794
1615	1	9780571237494
1616	1	9780571068944
1617	1	9781848540927
1618	1	9781844674480
1619	1	9781874392682
1620	1	9780330486446
1621	1	9780140268867
1622	1	9780571205219
1623	1	9780199535583
1624	1	9780330464383
1625	1	9780460878081
1626	1	9781853264054
1627	1	9780140449112
1628	1	9781847771230
1629	1	9781849164788
1630	1	9780199539000
1631	1	9781903071274
1632	1	9780007208319
1633	1	9780140444445
1634	1	9781903436080
1635	1	9780199267187
1636	1	9780141014968
1637	1	9781847171481
1638	1	9780571160792
1639	1	9780571225163
1640	1	9780199554225
1641	1	9780140424386
1642	1	9780856463037
1643	1	9780948877919
1644	1	9781906614355
1645	1	9780719568329
1646	1	9780140441291
1647	1	9781849530941
1648	1	9780876858639
1649	1	9780375759345
1650	1	9780571038480
1651	1	9780856408298
1652	1	9780099723509
1653	1	9780571045785
1654	1	9780571233816
1655	1	9780857890313
1656	1	9780552773317
1657	1	9780141045306
1658	1	9781887752930
1659	1	9780099273677
1660	1	9780007414062
1661	1	9781847946416
1662	1	9780192854254
1663	1	9780141040677
1664	1	9781599869353
1665	1	9780141016801
1666	1	9780297847847
1667	1	9780416199253
1668	1	9781846144219
1669	1	9781408809426
1670	1	9781847399144
1671	1	9780199768981
1672	1	9781846682414
1673	1	9781905483686
1674	1	9780393058482
1675	1	9780199585854
1676	1	9780948006708
1677	1	9781907532030
1678	1	9780140455298
1679	1	9780007308842
1680	1	9780970284327
1681	1	9780199742660
1682	1	9780099518495
1683	1	9780140171990
1684	1	9780714119939
1685	1	9780007205301
1686	1	9780712630306
1687	1	9780753515099
1688	1	9780743268097
1689	1	9780091797263
1690	1	9780297855248
1691	1	9781860827099
1692	1	9780007147205
1693	1	9780670916160
1694	1	9784770026125
1695	1	9781405318204
1696	1	9780141039497
1697	1	9780340979334
1698	1	9781845950675
1699	1	9780140441314
1700	1	9780550100313
1701	1	9781853264825
1702	1	9781846141737
1703	1	9781847171047
1704	1	9781848660595
1705	1	9780349112985
1706	1	9781845962401
1707	1	9781405353335
1708	1	9781848091207
1709	1	9781847920645
1710	1	9780717148363
1711	1	9780753826188
1712	1	9781847378835
1713	1	9780552154888
1714	1	9780199535712
1715	1	9780281059270
1716	1	9780199535767
1717	1	9781444105124
1718	1	9781848872004
1719	1	9780099503095
1720	1	9780553820072
1721	1	9781849540308
1722	1	9780415327732
1723	1	9780007284290
1724	1	9781846140846
1725	1	9780233002750
1726	1	9780552159470
1727	1	9780297845621
1728	1	9780571066247
1729	1	9780141015057
1730	1	9780691143736
1731	1	9780300168051
1732	1	9780230289994
1733	1	9780753828526
1734	1	9780415663953
1735	1	9780273695165
1736	1	9780593056295
1737	1	9781405248365
1738	1	9781844009367
1739	1	9781444001419
1740	1	9781846143038
1741	1	9780141024530
1742	1	9781846683954
1743	1	9781846142574
1744	1	9780670919406
1745	1	9780762437641
1746	1	9780749567163
1747	1	9780141333199
1748	1	9780857080455
1749	1	9780091921668
1750	1	9781846688911
1751	1	9781405344418
1752	1	9780273725565
1753	1	9781846680687
1754	1	9780115531279
1755	1	9780755360208
1756	1	9780007107926
1757	1	9780273716860
1758	1	9780749562755
1759	1	9781409301790
1760	1	9780115530913
1761	1	9780470697573
1762	1	9781444100921
1763	1	9781905264773
1764	1	9780749453084
1765	1	9780956488701
1766	1	9780273744016
1767	1	9781844551774
1768	1	9780091939496
1769	1	9780141008615
1770	1	9780955215933
1771	1	9780077129934
1772	1	9781907184505
1773	1	9780749453039
1774	1	9781841613512
1775	1	9780749456887
1776	1	9780955330810
1777	1	9781845280208
1778	1	9780273724650
1779	1	9780857200280
1780	1	9780273736356
1781	1	9781843264576
1782	1	9780115529047
1783	1	9780755360703
1784	1	9781402759550
1785	1	9780077121808
1786	1	9780192782441
1787	1	9781844551781
1788	1	9781844901104
1789	1	9780007346776
1790	1	9780091884635
1791	1	9781416926382
1792	1	9781844900725
1793	1	9780749941031
1794	1	9780349121895
1795	1	9780099505570
1796	1	9781844036141
1797	1	9780099509349
1798	1	9781843174110
1799	1	9780434020966
1800	1	9780141031484
1801	1	9781846079597
1802	1	9781426203459
1803	1	9781844132393
1804	1	9781843173922
1805	1	9781844544615
1806	1	9780007382330
1807	1	9781580463706
1808	1	9780571235773
1809	1	9780435232818
1810	1	9780007318698
1811	1	9780198614258
1812	1	9781870192972
1813	1	9780141182858
1814	1	9780550106933
1815	1	9781846683893
1816	1	9780199289103
1817	1	9781841583679
1818	1	9780007274659
1819	1	9781847621399
1820	1	9780199532957
1821	1	9781841157740
1822	1	9780141038544
1823	1	9780007284498
1824	1	9780340829936
1825	1	9780340918777
1826	1	9780199587742
1827	1	9780141039565
1828	1	9780099458203
1829	1	9780199535668
1830	1	9780199237173
1831	1	9780099437093
1832	1	9780340994658
1833	1	9780863888007
1834	1	9781405353366
1835	1	9780141044446
1836	1	9780752894225
1837	1	9780425237397
1838	1	9780263885286
1839	1	9780099550983
1840	1	9781849014793
1841	1	9780755358892
1842	1	9780749942908
1843	1	9781849014809
1844	1	9780099538837
1845	1	9780099800408
1846	1	9780749928889
1847	1	9781849014847
1848	1	9780451231505
1849	1	9780749953782
1850	1	9781416580942
1851	1	9780330323499
1852	1	9780263878325
1853	1	9780006498865
1854	1	9780007361502
1855	1	9780099294719
1856	1	9780141442303
1857	1	9780061894572
1858	1	9780752858913
1859	1	9780099710011
1860	1	9780755332526
1861	1	9780752898865
1862	1	9780273740568
1863	1	9780312381837
1864	1	9780755349616
1865	1	9781408478431
1866	1	9780263878516
1867	1	9780263870855
1868	1	9780099415282
1869	1	9780006513223
1870	1	9780263877212
1871	1	9780263874686
1872	1	9780349400044
1873	1	9780330427128
1874	1	9780751544503
1875	1	9780749952624
1876	1	9780007425013
1877	1	9780263872316
1878	1	9780230713918
1879	1	9780751543612
1880	1	9780552156806
1881	1	9780749952570
1882	1	9780263888300
1883	1	9780778303060
1884	1	9781408225820
1885	1	9781906462048
1886	1	9780263875225
1887	1	9780749908874
1888	1	9780099514671
1889	1	9780330511001
1890	1	9780312947927
1891	1	9780749937720
1892	1	9780749937225
1893	1	9780099538776
1894	1	9780446406932
1895	1	9780061491016
1896	1	9780749938666
1897	1	9780552156714
1898	1	9780749942816
1899	1	9780749953041
1900	1	9780263867312
1901	1	9780060781583
1902	1	9780575085503
1903	1	9780440242970
1904	1	9780749942397
1905	1	9780263867404
1906	1	9780749937331
1907	1	9780141032948
1908	1	9780778304067
1909	1	9780330369572
1910	1	9780263867251
1911	1	9780140270778
1912	1	9780007265947
1913	1	9780752837147
1914	1	9780340125083
1915	1	9780552150316
1916	1	9780099505792
1917	1	9780061470820
1918	1	9780312947934
1919	1	9780263878608
1920	1	9780312947941
1921	1	9780263877021
1922	1	9780749936570
1923	1	9780312945817
1924	1	9781845022846
1925	1	9780749937195
1926	1	9780749942809
1927	1	9780263875249
1928	1	9781907690082
1929	1	9780263878509
1930	1	9781849010429
1931	1	9780425231975
1932	1	9780099439967
1933	1	9780263858402
1934	1	9780263865837
1935	1	9781444110883
1936	1	9781906096083
1937	1	9780749909604
1938	1	9780575076013
1939	1	9780575098152
1940	1	9780749953515
1941	1	9780007302291
1942	1	9780261102217
1943	1	9781841499130
1944	1	9780575077010
1945	1	9780575097117
1946	1	9781844168842
1947	1	9781841499239
1948	1	9780007376094
1949	1	9781841497402
1950	1	9780575082489
1951	1	9780575099548
1952	1	9781844168965
1953	1	9780575100916
1954	1	9780575084780
1955	1	9781846079832
1956	1	9780006479888
1957	1	9781849013031
1958	1	9780415599115
1959	1	9780273733652
1960	1	9780330355667
1961	1	9781591391104
1962	1	9781841499727
1963	1	9781841499611
1964	1	9781849700047
1965	1	9780755352586
1966	1	9780749941789
1967	1	9780575091054
1968	1	9781841499741
1969	1	9781841497129
1970	1	9781841491653
1971	1	9780007264728
1972	1	9780575096400
1973	1	9780007276165
1974	1	9781849013185
1975	1	9780778303572
1976	1	9781857231380
1977	1	9780553819205
1978	1	9781444700671
1979	1	9781857230277
1980	1	9781849700115
1981	1	9780552156639
1982	1	9780261102736
1983	1	9781841498126
1984	1	9780330340328
1985	1	9780330507882
1986	1	9781444706529
1987	1	9780141195988
1988	1	9781906659233
1989	1	9781844549290
1990	1	9780099542742
1991	1	9780099533221
1992	1	9781439167823
1993	1	9780349400099
1994	1	9780552134644
1995	1	9781844168224
1996	1	9780755322824
1997	1	9781841497396
1998	1	9780552131070
1999	1	9781841493503
