book	borders	author
0934	1	Arthur Conan Doyle
0935	1	Peggy Parish
0936	1	E. Lynn Harris
0937	1	E. Lynn Harris
0938	1	Aprilynne Pike
0939	1	Cornelia Read
0940	1	James Patterson
0941	1	Lee Child
0942	1	Lee Child
0943	1	Scott Westerfeld
0944	1	James Patterson
0945	1	Roger Ma
0946	1	Jill Bolte Taylor
0947	1	Zane
0948	1	Ann Brashares
0949	1	Rachel Caine
0950	1	Christy Webster
0951	1	Random House Disney Staff
0952	1	Vince Flynn
0953	1	Vince Flynn
0954	1	Gena Showalter
0955	2	Bryan Konietzko	Michael Dante DiMartino
0956	1	Anna Godbersen
0957	1	William Goldman
0958	2	Tracey West	Bonnie Bader
0959	1	Charles Dickens
0960	2	Victoria Kann	Elizabeth Kann
0961	1	Mary Man-Kong
0962	1	Ben Sherwood
0963	1	John Steinbeck
0964	1	Mary Pope Osborne
0965	1	Angie Sage
0966	1	Ernest Hemingway
0967	1	Barack Obama
0968	1	Michael Buckley
0969	1	Sister Souljah
0970	1	Dr. Seuss
0971	1	Barbara Hambly
0972	1	Gabriel García Márquez
0973	1	Erin Hunter
0974	1	Erin Hunter
0975	1	Thomas L. Friedman
0976	1	Sebastian Mallaby
0977	1	Katherine Applegate
0978	1	Andrew Clements
0979	1	Michael Connelly
0980	1	Michael Connelly
0981	1	Gail Carson Levine
0982	1	Lisa Unger
0983	1	Nagaru Tanigawa
0984	1	Alan Paton
0985	1	Tabor Evans
0986	1	Diana Gabaldon
0987	1	Diana Gabaldon
0988	1	Diana Gabaldon
0989	1	Gail Carriger
0990	1	David Baldacci
0991	1	David Baldacci
0992	1	Christopher Paolini
0993	1	Christopher Paolini
0994	1	Christopher Paolini
0995	1	Jim Butcher
0996	1	Jim Butcher
0997	1	Jodi Picoult
0998	1	Sherrilyn Kenyon
0999	1	Sherrilyn Kenyon
1000	1	Louise Borden
1001	1	Diana Palmer
1002	1	William Least Heat-Moon
1003	1	Franz Kafka
1004	1	Franz Kafka
1005	1	Dave Eggers
1006	2	James Patterson	Peter de Jonge
1007	1	James J. Cramer
1008	1	Jessica Burkhart
1009	1	Caroline B. Cooney
1010	1	Caroline B. Cooney
1011	1	Stephen King
1012	1	Stephen King
1013	1	Michael Chabon
1014	1	Suzanne McGee
1015	1	Victoria Christopher Murray
1016	1	Bonnie McEneaney
1017	1	Stephen E. Ambrose
1018	1	David Baldacci
1019	1	Mary E. Pearson
1020	1	Bobby Lynn Maslen
1021	1	Michelle Alexander
1022	1	Viktor E. Frankl
1023	1	John Berendt
1024	1	John Berendt
1025	1	Robert Cormier
1026	2	Deborah Howe	James Howe
1027	3	Alexander Hamilton	James Madison	John Jay
1028	1	J. K. Rowling
1029	1	Alice Low
1030	1	Graduate Management Admission Council Staff
1031	1	Cokie Roberts
1032	1	H. A. Rey
1033	2	H. A. Rey	Margret Rey
1034	1	Harlan Coben
1035	1	Judy Schachner
1036	1	Erin Hunter
1037	1	Sandra Boynton
1038	1	Malcolm X
1039	1	Julie Orringer
1040	1	Jodi Picoult
1041	1	Jodi Picoult
1042	2	Gregory David Roberts	Gregory Roberts
1043	1	Leif Enger
1044	2	H. A. Rey	Margret Rey
1045	1	Princeton Review Staff
1046	1	Jane Austen
1047	1	Jane Austen
1048	2	Jane Austen	Linda Jennings
1049	1	Jane Austen
1050	1	Jane Austen
1051	1	Jane Austen
1052	1	Jane Austen
1053	1	Jane Austen
1054	1	Jane Austen
1055	1	Jane Austen
1056	1	Christopher Paolini
1057	1	Christopher Paolini
1058	1	Christopher Paolini
1059	1	Natasha Wing
1060	1	Anthony Horowitz
1061	1	Gail Carson Levine
1062	1	Jeanne Birdsall
1063	2	John Gottman	Nan Silver
1064	1	Gary D. Schmidt
1065	1	Rachel Caine
1066	1	Bob Sehlinger
1067	1	Gail Carriger
1068	1	Margaret Peterson Haddix
1069	1	Aravind Adiga
1070	1	Eric S. Nylund
1071	1	Chris Matthews
1072	1	P. D. Eastman
1073	1	Simon Beecroft
1074	1	Ellen Schreiber
1075	1	Janet Evanovich
1076	1	Inc. Let&#039;s Go
1077	1	Janet Evanovich
1078	1	Christopher Hitchens
1079	1	Steven Raichlen
1080	1	Mark Millar
1081	1	David Baldacci
1082	1	David Baldacci
1083	1	Dan Gutman
1084	1	Susane Colasanti
1085	1	Merriam-Webster, Inc. Staff
1086	1	Ree Drummond
1087	1	Simon R. Green
1088	1	Gena Showalter
1089	1	Lisa Trumbauer
1090	1	Philippa Gregory
1091	1	Philippa Gregory
1092	1	James Patterson
1093	1	James Patterson
1094	1	James Patterson
1095	2	Jack E. Levin	Mark R. Levin
1096	1	T. J. Stiles
1097	1	T. J. Stiles
1098	1	Mary Pope Osborne
1099	1	John Hersey
1100	1	Wendelin Van Draanen
1101	1	Wendelin Van Draanen
1102	2	David Sedaris	Amy Sedaris
1103	1	Jeanne DuPrau
1104	1	Louise L. Hay
1105	1	Louise Hay
1106	1	John Feinstein
1107	1	John Feinstein
1108	1	Brad Thor
1109	1	Brad Thor
1110	1	Bryce Courtenay
1111	1	Lauren Dane
1112	1	Joel Fuhrman
1113	1	Mitch Albom
1114	1	Janet Evanovich
1115	1	Scott Turow
1116	1	Kelley Armstrong
1117	1	Cyberconnect2
1118	1	David Weber
1119	1	Jack Weatherford
1120	1	Jack Weatherford
1121	1	Jack Weatherford
1122	1	Warman&#039;s
1123	1	Elizabeth Kann
1124	1	Michael Gruber
1125	1	David Foster Wallace
1126	1	Joyce Meyer
1127	1	Arthur Conan Doyle
1128	2	Arthur Conan Doyle	Francis O&#039;Gorman
1129	1	Arthur Conan Doyle
1130	1	Arthur Conan Doyle
1131	1	Arthur Conan Doyle
1132	1	Arthur Conan Doyle
1133	1	Arthur Conan Doyle
1134	1	Arthur Conan Doyle
1135	1	Arthur Conan Doyle
1136	1	Arthur Conan Doyle
1137	3	Bob Greene	John J. Merendino Jr.	Janis Jibrin
1138	1	Melissa De La Cruz
1139	1	Stuart Woods
1140	1	Stuart Woods
1141	1	Ronald C. White Jr.
1142	1	Sylvan Learning
1143	1	Tessa Dare
1144	1	Quinrose
1145	1	Adeline Yen Mah
1146	1	Mary Pope Osborne
1147	1	Meg Waite Clayton
1148	2	Karen Tack	Alan Richardson
1149	2	Karen Tack	Alan Richardson
1150	1	Mary Pope Osborne
1151	1	Mary Pope Osborne
1152	1	Sarah Dunn
1153	1	Tess Gerritsen
1154	1	David D. Burns
1155	1	John Green
1156	1	Kate Walbert
1157	1	Nelson DeMille
1158	1	Paul Zindel
1159	2	Robert K. Wittman	John Shiffman
1160	1	Arnold Lobel
1161	1	Janet Evanovich
1162	1	Mary Pope Osborne
1163	1	Erin Hunter
1164	1	Erin Hunter
1165	1	Donna Jo Napoli
1166	1	Donna Jo Napoli
1167	1	Janet Evanovich
1168	1	James Lovegrove
1169	1	Gregg Hurwitz
1170	1	Gregg Hurwitz
1171	1	Sophie Hannah
1172	1	Dorling Kindersley Publishing Staff
1173	1	Martin Lindstrom
1174	1	J. D. Robb
1175	1	Robert Louis Stevenson
1176	1	Robert Louis Stevenson
1177	1	Joyce Meyer
1178	1	Joyce Meyer
1179	1	Avi
1180	1	Vince Flynn
1181	1	Carla Cassidy
1182	1	Richard Wright
1183	2	Roger Price	Leonard Stein
1184	1	Jen Lancaster
1185	1	REA Staff
1186	1	Jack London
1187	1	Jack London
1188	1	Jack London
1189	1	Jack London
1190	1	Jack London
1191	1	Nikki Sixx
1192	1	Philipp Keel
1193	1	Jane Austen
1194	1	Jane Austen
1195	1	Jane Austen
1196	1	Jane Austen
1197	1	Jane Austen
1198	1	Jane Austen
1199	1	Don Freeman
1200	1	Arthur Agatston
1201	1	A. Lee Martinez
1202	1	Richard North Patterson
1203	1	Malcolm Gladwell
1204	1	Dr. Seuss
1205	1	Lynda Madison
1206	1	T. C. Boyle
1207	1	Judith Koll Healey
1208	1	Rachel Caine
1209	3	Rick Steves	Steve Smith	Gene Openshaw
1210	1	Mary Pope Osborne
1211	1	David Baldacci
1212	1	David Baldacci
1213	1	David Baldacci
1214	1	Flash Kids Editors
1215	1	Opal Carew
1216	1	Opal Carew
1217	1	Debbie Macomber
1218	1	Sherrilyn Kenyon
1219	1	Erin Hunter
1220	1	Erin Hunter
1221	1	Suzanne Somers
1222	1	Hannah Tinti
1223	1	Diana Gabaldon
1224	1	Pearl S. Buck
1225	1	Ian Falconer
1226	1	Warman&#039;s
1227	1	Irene Pepperberg
1228	1	John Steinbeck
1229	1	Nancy Tillman
1230	1	Ashley Juergens
1231	1	Jeff Lindsay
1232	1	Jeffery Deaver
1233	1	Timothy Keller
1234	1	Scott Westerfeld
1235	1	Patricia Briggs
1236	1	Jane Austen
1237	1	Jane Austen
1238	1	Jane Austen
1239	1	Jane Austen
1240	1	Jane Austen
1241	1	Jane Austen
1242	1	Jane Austen
1243	1	Jane Austen
1244	2	Jane Austen	Thomas J. Roundtree
1245	1	Jane Austen
1246	1	Jane Austen
1247	1	Jane Austen
1248	1	Dr. Seuss
1249	1	Christine Feehan
1250	1	Michael Shaara
1251	1	Michael Shaara
1252	1	Andy Rathbone
1253	1	Michio Kaku
1254	1	Alan Furst
1255	1	Chevy Stevens
1256	1	Andrew Doughty
1257	1	Brenda Harlen
1258	1	John Elder Robison
1259	1	Curtis Sittenfeld
1260	1	Rita Lakin
1261	1	Daisy Meadows
1262	2	Gene Hult	J. E. Bright
1263	1	Andy McDermott
1264	1	Andy McDermott
1265	1	Alison Weir
1266	1	Ayaan Hirsi Ali
1267	1	Dav Pilkey
1268	1	Gail Sheehy
1269	1	Andrew Pinder
1270	1	David Baldacci
1271	1	David Baldacci
1272	1	Laurell K. Hamilton
1273	1	Karen Templeton
1274	1	Watty Piper
1275	1	Lydia Dare
1276	1	Cindy Dees
1277	1	Willa Cather
1278	1	Willa Cather
1279	1	Willa Cather
1280	1	Willa Cather
1281	1	Willa Cather
1282	1	Willa Cather
1283	1	Willa Cather
1284	1	Willa Cather
1285	1	Willa Cather
1286	2	James Lincoln Collier	Christopher Collier
1287	1	Dorling Kindersley Publishing Staff
1288	1	Hosana Tanaka
1289	1	Libba Bray
1290	1	Libba Bray
1291	1	Libba Bray
1292	1	Robert T. Kiyosaki
1293	2	Alan Moore	Dave Gibbons
1294	1	Rory Stewart
1295	1	Harville Hendrix
1296	1	John Grisham
1297	1	Catherine Saunders
1298	1	Laurie Halse Anderson
1299	1	Erin Hunter
1300	1	Joanna Philbin
1301	1	Stephen Crane
1302	1	Stephen Crane
1303	1	Stephen Crane
1304	1	Stephen Crane
1305	1	Stephen Crane
1306	1	Stephen Crane
1307	1	Stephen Crane
1308	1	Elizabeth Berg
1309	1	Jake Black
1310	1	Patricia Cornwell
1311	1	Andrew Clements
1312	1	School Zone Publishing Company Staff
1313	1	Jodi Picoult
1314	1	Barbara Park
1315	1	Barbara Park
1316	1	Sara Shepard
1317	1	Karen Traviss
1318	1	Andy McDermott
1319	1	Charles P. Pierce
1320	1	Charles P. Pierce
1321	1	Cory Doctorow
1322	1	Stephen King
1323	1	Benjamin Graham
1324	1	Mary Pope Osborne
1325	1	Carolyn Brown
1326	1	Kurt Vonnegut
1327	1	Catherine Anderson
1328	1	Tom Rob Smith
1329	1	Tom Rob Smith
1330	1	Tom Rob Smith
1331	1	Laurell K. Hamilton
1332	1	Gertrude Chandler Warner
1333	1	Helen Rappaport
1334	2	Clive Cussler	Dirk Cussler
1335	2	Clive Cussler	Dirk Cussler
1336	2	Clive Cussler	Dirk Cussler
1337	1	Nikoli Publishing Editors
1338	1	Jennifer Egan
1339	1	Arnold Lobel
1340	1	Princeton Review Staff
1341	1	Merriam-Webster, Inc. Staff
1342	4	Henry M. Robert III	William J. Evans	Daniel H. Honemann	Thomas J. Balch
1343	1	Janet Evanovich
1344	1	Janet Evanovich
1345	1	Janet Evanovich
1346	1	Shel Silverstein
1347	1	Ridley Pearson
1348	1	Paul Kemp
1349	1	Richard Preston
1350	1	Dav Pilkey
1351	1	Janet Evanovich
1352	1	Janet Evanovich
1353	1	Laurell K. Hamilton
1354	1	Laurell K. Hamilton
1355	1	Laurell K. Hamilton
1356	1	David Baldacci
1357	1	Michael Teitelbaum
1358	1	James S. Hirsch
1359	1	School Specialty Publishing
1360	2	Roger Price	Leonard Stern
1361	1	Dan Wells
1362	1	Janet Evanovich
1363	2	Jason Turbow	Michael Duca
1364	1	Christie Craig
1365	1	Liz Kessler
1366	1	Cait N. Murphy
1367	1	Mark Bowden
1368	1	Mark Bowden
1369	1	Ridley Pearson
1370	2	Stan Berenstain	Jan Berenstain
1371	1	Mary Pope Osborne
1372	1	Richard Castle
1373	1	Ann M. Martin
1374	1	Bruce Lansky
1375	1	Bill Martin Jr.
1376	1	Daisy Meadows
1377	2	James Patterson	Peter de Jonge
1378	2	James Patterson	Peter de Jonge
1379	1	Upton Sinclair
1380	1	Upton Sinclair
1381	1	Upton Sinclair
1382	1	Laurell K. Hamilton
1383	2	James Patterson	Andrew Gross
1384	2	James Patterson	Andrew Gross
1385	2	Forrest Griffin	Erich Krauss
1386	1	Corinne T. Netzer
1387	2	John Wooden	Jay Carty
1388	1	Linda Robertson
1389	2	Molly Coxe	M. Coxe
1390	1	Sherrilyn Kenyon
1391	2	James Patterson	Peter de Jonge
1392	2	James Patterson	Peter de Jonge
1393	1	Bill Bryson
1394	1	Laurie R. King
1395	1	Steve Berry
1396	1	Lynn Kurland
1397	1	Cathy East Dubowski
1398	3	David Wiedemer	Cindy Spitzer	Robert Wiedemer
1399	1	Melissa de la Cruz
1400	1	Laurell K. Hamilton
1401	2	Margret Rey	H. A. Rey
1402	2	Margret Rey	H. A. Rey
1403	2	Slash	Anthony Bozza
1404	1	Arthur Miller
1405	1	Arthur Miller
1406	1	Sherrilyn Kenyon
1407	1	Charlaine Harris
1408	1	Nina Malkin
1409	1	Nina Malkin
1410	1	Audrey Penn
1411	1	Mercer Mayer
1412	1	Random House Disney Staff
1413	1	Zane Lamprey
1414	1	Christina Baker Kline
1415	1	Christina Baker-Kline
1416	1	Alexander McCall Smith
1417	1	Alexander McCall Smith
1418	1	Eugenia Kim
1419	1	Lisa Kleypas
1420	1	Terry Goodkind
1421	1	John C. Maxwell
1422	1	Lisi Harrison
1423	1	Oscar Wilde
1424	1	Robert Jordan
1425	1	Robert Jordan
1426	1	John Grisham
1427	1	John Grisham
1428	1	Patricia Briggs
1429	1	Nathaniel Hawthorne
1430	1	Eric Carle
1431	1	Ellen Schreiber
1432	1	James Rollins
1433	1	John Grisham
1434	1	Kyousuke Motomi
1435	2	Margret Rey	H. A. Rey
1436	1	Mary Jane Maffini
1437	1	Brunonia Barry
1438	2	Esther Hicks	Jerry Hicks
1439	1	Debbie Macomber
1440	1	Jodi Thomas
1441	1	Random House Editors
1442	1	Kim Harrison
1443	1	Mike Mearls
1444	1	Debbie Macomber
1445	2	Matthew Stover	Robert E. Vardeman
1446	1	Orson Scott Card
1447	1	Orson Scott Card
1448	1	Orson Scott Card
1449	1	Erin Hunter
1450	1	Laurell K. Hamilton
1451	1	Dan Gutman
1452	2	Dan Gutman	Jim Paillot
1453	1	Ruth Ames
1454	1	Richard Wright
1455	1	Sandra Boynton
1456	1	Elin Hilderbrand
1457	1	Elin Hilderbrand
1458	1	Robert Kirkman
1459	1	Eoin Colfer
1460	1	Susan Mallery
1461	1	Mary Pope Osborne
1462	1	Martin Handford
1463	1	Jamie Oliver
1464	1	Suzanne Harper
1465	1	Mary Pope Osborne
1466	1	Mary Pope Osborne
1467	1	David Sedaris
1468	1	David Sedaris
1469	1	Whitman Staff
1470	1	Liz Kessler
1471	1	Augusten Burroughs
1472	1	Princeton Review Staff
1473	1	Mary Pope Osborne
1474	1	Mary Pope Osborne
1475	1	Barry Eisler
1476	1	Greg Gutfeld
1477	1	Mary Pope Osborne
1478	1	Seth Godin
1479	1	Gillian Flynn
1480	1	Laura Lippman
1481	1	Mary Pope Osborne
1482	1	Mary Pope Osborne
1483	2	David Zinczenko	Matt Goulding
1484	1	Herman Melville
1485	1	Herman Melville
1486	1	Herman Melville
1487	1	Herman Melville
1488	1	Herman Melville
1489	1	Herman Melville
1490	1	Herman Melville
1491	1	Herman Melville
1492	1	Herman Melville
1493	1	Bob Harvey
1494	1	Herman Melville
1495	1	David Liss
1496	1	Stephen King
1497	1	Lisi Harrison
1498	2	Roger Price	Leonard Stern
1499	1	Mary Pope Osborne
1500	1	Josh Kilmer-Purcell
1501	1	Lauren Myracle
1502	1	Jen Lancaster
1503	1	Kanoko Sakurakoji
1504	1	Brad Thor
1505	1	Brad Thor
1506	1	James Rollins
1507	2	Roger Price	Leonard Stern
1508	1	Alyssa Satin Capucilli
1509	1	Rick Bayless
1510	1	Laurell K. Hamilton
1511	1	Ken Follett
1512	1	Richard Holmes
1513	1	John Eldredge
1514	1	John Eldredge
1515	1	John Eldredge
1516	1	John Eldredge
1517	1	Hill Harper
1518	1	Erin Hunter
1519	1	Dan Brown
1520	1	Dan Brown
1521	1	Jodi Picoult
1522	1	Jesse Leon McCann
1523	1	Matthew Pearl
1524	1	Matthew Pearl
1525	1	Jason Myers
1526	1	Amy Ignatow
1527	2	R.S. Yeoman	Kenneth Bressett
1528	1	Bryan Chick
1529	1	Mary Pope Osborne
1530	1	Mary Pope Osborne
1531	1	Mary Pope Osborne
1532	1	Tsugumi Ohba
1533	1	Eleanor Herman
1534	1	Robert B. Parker
1535	1	Melissa Lagonegro
1536	1	Lisa See
1537	1	Bill Bryson
1538	1	Garth Nix
1539	1	Dorling Kindersley Publishing Staff
1540	1	Craig M. Mullaney
1541	1	Craig M. Mullaney
1542	1	E. B. Sledge
1543	2	Stan Berenstain	Jan Berenstain
1544	1	Barbara Kingsolver
1545	1	Barbara Kingsolver
1546	1	Barbara Kingsolver
1547	1	Anne Frank
1548	1	Barbara Kingsolver
1549	1	Jane O&#039;Connor
1550	1	Alice Walker
1551	1	Sarah Blake
1552	1	Eileen Davidson
1553	2	Ori Brafman	Rom Brafman
1554	1	Kate Klimo
1555	1	R. A. Salvatore
1556	1	Frank Beddor
1557	1	Hampton Sides
1558	1	Marcus Pfister
1559	1	Brian L. Weiss
1560	1	David Ebershoff
1561	1	John Grisham
1562	1	Steven Dulan
1563	1	Bill Bryson
1564	1	Mary Pope Osborne
1565	1	M. Alice LeGrow
1566	2	Rick Steves	Steve Smith
1567	1	Jennifer Donnelly
1568	1	Lora Leigh
1569	1	Dante Alighieri
1570	1	Dante Alighieri
1571	1	Stephen Colbert
1572	2	Eric Lustbader	Robert Ludlum
1573	1	Ben Thompson
1574	1	David McCullough
1575	1	David McCullough
1576	1	David McCullough
1577	1	Allison Brennan
1578	1	Doug M. Glanville
1579	1	Robert Fagles
1580	1	Robert Fagles
1581	1	Robert Fagles
1582	1	Robert Fagles
1583	1	Brandon Sanderson
1584	2	Alexandre Dumas	A. Dumas
1585	1	Alexandre Dumas
1586	1	Alexandre Dumas
1587	1	Alexandre Dumas
1588	1	Alexandre Dumas
1589	1	Alexandre Dumas
1590	1	Alexandre Dumas
1591	1	Claudia Gray
1592	4	Sampson Davis	Lisa Frazier Page	Rameck Hunt	George Jenkins
1593	2	Glade B. Curtis	Judith Schuler
1594	1	William Faulkner
1595	1	Amity Shlaes
1596	1	Walt Whitman
1597	1	Walt Whitman
1598	1	Walt Whitman
1599	1	Walt Whitman
1600	1	Random House Disney Staff
1601	1	Matsuri Hino
1602	1	Robert A. Heinlein
1603	1	Robert A. Heinlein
1604	1	Cinda Williams Chima
1605	1	Joseph Murphy
1606	1	Joseph Murphy
1607	1	Kristin Hardy
1608	1	Amy Krouse Rosenthal
1609	1	Toni Morrison
1610	1	Paullina Simons
1611	1	Mary Pope Osborne
1612	1	Mary Pope Osborne
1613	1	Claudia Gray
1614	1	Claudia Gray
1615	1	C. S. Lewis
1616	1	James C. Dobson
1617	1	John Grisham
1618	1	John Sazaklis
1619	1	Marjorie Weinman Sharmat
1620	1	Lee Goldberg
1621	1	Lisa Unger
1622	1	Lisa Unger
1623	2	Nancy Holder	Debbie Viguié
1624	1	Helen Simonson
1625	1	Jim Benton
1626	1	Richard A. Knaak
1627	1	Michael Z. Williamson
1628	1	Erin Hunter
1629	1	Tom Bower
1630	3	Eric Swanson	Yongey Mingyur Rinpoche	Yongey Mingyur
1631	2	Eric Swanson	Yongey Mingyur
1632	1	Diane Ravitch
1633	1	Colson Whitehead
1634	1	Roger Priddy
1635	1	Niall Ferguson
1636	1	Neil Strauss
1637	1	Sharon Kane
1638	1	Evan Kuhlman
1639	1	Teri Woods
1640	1	Teri Woods
1641	1	Jeffrey Toobin
1642	1	Philip Geer Ed.M.
1643	1	Laura Driscoll
1644	1	Sherrilyn Kenyon
1645	1	Sherrilyn Kenyon
1646	1	Mark Stein
1647	1	Sue Bentley
1648	1	Jennifer Weiner
1649	1	Sherrilyn Kenyon
1650	1	Roger Priddy
1651	1	Elie Wiesel
1652	1	Ted Bell
1653	1	Michael Connelly
1654	1	Barbara Park
1655	1	Louis Sachar
1656	1	Allie Larkin
1657	1	Brenda Jackson
1658	1	Cormac McCarthy
1659	1	Mary Pope Osborne
1660	1	Louise Fitzhugh
1661	1	Robert Louis Stevenson
1662	1	Robert Louis Stevenson
1663	1	Robert Louis Stevenson
1664	1	Robert Louis Stevenson
1665	1	Robert Louis Stevenson
1666	1	Robert Louis Stevenson
1667	1	Robert Louis Stevenson
1668	1	Robert Louis Stevenson
1669	1	Robert Louis Stevenson
1670	1	Robert Louis Stevenson
1671	1	Robert Louis Stevenson
1672	1	Robert Louis Stevenson
1673	1	Robert Louis Stevenson
1674	1	Robert Louis Stevenson
1675	1	Robert Louis Stevenson
1676	1	Robert Louis Stevenson
1677	1	Michael Connelly
1678	1	Michael Connelly
1679	1	Michael Connelly
1680	1	Elizabeth Kostova
1681	1	Tori Spelling
1682	2	Stan Berenstain	Jan Berenstain
1683	2	Elizabeth Lluch	Alex Lluch
1684	1	William Shakespeare
1685	1	William Shakespeare
1686	2	William Shakespeare	Richard Appignanesi
1687	2	William Shakespeare	McGraw-Hill Staff
1688	1	William Shakespeare
1689	1	William Shakespeare
1690	1	William Shakespeare
1691	1	William Shakespeare
1692	1	William Shakespeare
1693	1	William Shakespeare
1694	1	P. D. Eastman
1695	1	Bargain
1696	1	Beth Harbison
1697	1	Stephen King
1698	1	Margaret Peterson Haddix
1699	1	Alex Flinn
1700	1	James Mauro
1701	1	Jodi Picoult
1702	1	Michael Rosen
1703	1	Rick Riordan
1704	1	Joyce Meyer
1705	1	Mark Twain
1706	1	Mark Twain
1707	1	Mark Twain
1708	1	Mark Twain
1709	1	Mark Twain
1710	1	Mark Twain
1711	1	Mark Twain
1712	1	Mark Twain
1713	1	Mark Twain
1714	2	Mark Twain	Lucy Rollin
1715	1	Mark Twain
1716	1	Mark Twain
1717	1	Mark Twain
1718	1	Kumon Publishing North America, Incorporated
1719	1	Irene Hunt
1720	1	Irene Hunt
1721	1	M. T. Anderson
1722	1	M. T. Anderson
1723	1	Angie Sage
1724	1	Steven Raichlen
1725	1	Kim Harrison
1726	1	Kim Harrison
1727	1	Niccolo Machiavelli
1728	1	Niccolo Machiavelli
1729	1	Niccolo Machiavelli
1730	1	Niccolo Machiavelli
1731	1	Kumon Publishing North America, Incorporated
1732	2	50 Cent	Robert Greene
1733	1	Kirsten Mayer
1734	1	Samantha Bee
1735	1	Eileen Christelow
1736	1	Danielle Steel
1737	1	Danielle Steel
1738	1	Margaret Peterson Haddix
1739	1	George P. Pelecanos
1740	1	Stephen King
1741	1	Richard Russo
1742	1	William Shakespeare
1743	2	Douglas Sarine	Kent Nichols
1744	1	Frank Bruni
1745	1	Frank Bruni
1746	1	Katie Finn
1747	1	Harlan Coben
1748	1	Mark Hyman
1749	1	Pat Conroy
1750	1	Wendy Mass
1751	1	Wendy Mass
1752	1	Martha Stewart Living Magazine Staff
1753	1	Jim Fergus
1754	1	Jerry Spinelli
1755	1	Carrie Jones
1756	1	Bill Simmons
1757	1	Stephenie Meyer
1758	2	Erik Davies	Leonard Mlodinow
1759	1	John Irving
1760	1	Josh Bazell
1761	1	Josh Bazell
1762	1	Debbie Macomber
1763	1	Jenna Jameson
1764	1	Neta Jackson
1765	1	Mercer Mayer
1766	1	Kiki Swinson
1767	2	James Patterson	Hal Friedman
1768	3	James Patterson	Hal Friedman	Cory Friedman
1769	1	Hidenori Kusaka
1770	1	Edmund J. Bourne
1771	1	Gabrielle Zevin
1772	1	Linda Buckley-Archer
1773	1	Cooking Light Magazine Staff
1774	1	Kirsten Mayer
1775	1	V. C. Andrews
1776	1	Patricia McCormick
1777	1	Iris Johansen
1778	1	Steven Erikson
1779	1	Pat Frank
1780	1	Melissa J. Morgan
1781	1	Alberto Angela
1782	2	Sharon Weiner Green	Ira K. Wolf
1783	1	Elizabeth George Speare
1784	1	Ann Brashares
1785	1	Matthew Pearl
1786	1	Jacqueline Kelly
1787	1	Jacqueline Kelly
1788	1	Elizabeth George
1789	1	Francine Rivers
1790	1	Golden Books Staff
1791	1	Lauren Myracle
1792	1	Dan Brown
1793	1	Dan Brown
1794	1	Dan Brown
1795	1	Random House Disney Staff
1796	1	Brad Meltzer
1797	2	Hiroyuki Takei	Stan Lee
1798	1	Jack London
1799	1	Jack London
1800	1	Jack London
1801	1	Harlan Coben
1802	2	Douglas Preston	Lincoln Child
1803	1	Elin Hilderbrand
1804	1	Dexter Filkins
1805	1	Dexter Filkins
1806	1	John Grisham
1807	1	John Grisham
1808	1	John Grisham
1809	1	Charles Dickens
1810	1	Dashiell Hammett
1811	1	Rosemary Wells
1812	2	Bob Drury	Tom Clavin
1813	1	Thomas C. Foster
1814	1	Eric Carle
1815	1	Lisa Scottoline
1816	1	Lisa Scottoline
1817	1	Lisa Scottoline
1818	1	Jane O&#039;Connor
1819	2	Sharon Weiner Green	Ira Wolf
1820	2	Tao Le	Vikas Bhushan
1821	1	Ellen Miles
1822	1	Diane Chamberlain
1823	1	Robert Jordan
1824	1	Christiane Northrup
1825	1	Hidenori Kusaka
1826	1	Sherryl Woods
1827	1	Princeton Review Staff
1828	1	Alice Sebold
1829	1	Alice Sebold
1830	1	Karen Abbott
1831	1	Wendy Mass
1832	1	Wendy Mass
1833	1	David D. Burns
1834	1	David Baldacci
1835	1	Brad Thor
1836	2	Bill Martin Jr.	John Archambault
1837	1	Charles Finch
1838	1	Lora Leigh
1839	1	Lisi Harrison
1840	1	Oscar Wilde
1841	1	Cindy Gerard
1842	1	Cindy Gerard
1843	2	Leah Pearlman	Carolyn Abram
1844	1	The Puzzle Society
1845	1	Robyn Carr
1846	1	Robyn Carr
1847	1	Sue Bentley
1848	1	Susan Andersen
1849	2	Marianne Moon	Jerry Joyce
1850	1	Andy Rathbone
1851	1	Kat Martin
1852	2	Stan Berenstain	Jan Berenstain
1853	1	Lisa Kleypas
1854	3	Corrie Ten Boom	John Scherrill	Elizabeth Sherrill
1855	1	Karl Rove
1856	1	Susan Donovan
1857	1	Greg Grandin
1858	1	Adam Foulds
1859	1	P. C. Cast
1860	1	Lara Bergen
1861	1	David Baldacci
1862	1	David Baldacci
1863	1	David Baldacci
1864	1	Robert B. Parker
1865	1	Walter Dean Myers
1866	1	Carson-Dellosa Publishing, LLC
1867	1	Queen Latifah
1868	1	Stieg Larsson
1869	1	H. G. Wells
1870	1	H. G. Wells
1871	1	H. G. Wells
1872	2	H. G. Wells	Nicholas Ruddick
1873	1	H. g. Wells
1874	1	Benjamin Wiker
1875	1	Jonathan Safran Foer
1876	1	Sierra Harimann
1877	1	Elin Hilderbrand
1878	1	Guy Fieri
1879	1	Patrick Robinson
1880	1	Louis Sachar
1881	2	Cheryl Forberg	The Biggest
1882	1	Orson Scott Card
1883	1	Orson Scott Card
1884	2	Sharon Weiner Green	Ira K. Wolf
