book	barnesandnoble	publisher
0639	1	Publisher: Simon & Schuster Adult Publishing Group
0640	1	Publisher: HarperCollins Publishers
0641	1	Publisher: Broadway Books
0642	1	Publisher: Grand Central Publishing
0643	1	Publisher: HarperCollins Publishers
0644	1	Publisher: Taylor & Francis, Inc.
0645	1	Publisher: Oni Press
0646	1	Publisher: Simon & Schuster Adult Publishing Group
0647	1	Publisher: Penguin Group (USA)
0648	1	Publisher: Power Press
0649	1	Publisher: Crown Publishing Group
0650	1	Publisher: Houghton Mifflin Harcourt
0651	1	Publisher: Knopf Doubleday Publishing Group
0652	1	Publisher: Random House Information Group
0653	1	Publisher: Penguin Group (USA)
0654	1	Publisher: Penguin Group (USA)
0655	1	Publisher: Elsevier Health Sciences
0656	1	Publisher: Simon & Schuster Children's Publishing
0657	1	Publisher: Simon & Schuster Adult Publishing Group
0658	1	Publisher: Little, Brown & Company
0659	1	Publisher: Random House Children's Books
0660	1	Publisher: Doherty, Tom Associates, LLC
0661	1	Publisher: Marvel Enterprises, Inc.
0662	1	Publisher: Random House Children's Books
0663	1	Publisher: Kensington Publishing Corporation
0664	1	Publisher: Penguin Group (USA)
0665	1	Publisher: St. Martin's Press
0666	1	Publisher: St. Martin's Press
0667	1	Publisher: Houghton Mifflin Harcourt
0668	1	Publisher: HarperCollins Publishers
0669	1	Publisher: National Book Network
0670	1	Publisher: Barnes & Noble
0671	1	Publisher: Grand Central Publishing
0672	1	Publisher: Barnes & Noble
0673	1	Publisher: HarperCollins Publishers
0674	1	Publisher: Barnes & Noble
0675	1	Publisher: Nelson, Thomas, Inc.
0676	1	Publisher: Hyperion
0677	1	Publisher: Holt, Henry & Company, Inc.
0678	1	Publisher: Simon & Schuster Adult Publishing Group
0679	1	Publisher: Penguin Group (USA)
0680	1	Publisher: HarperCollins Publishers
0681	1	Publisher: Bard Press TX
0682	1	Publisher: Knopf Doubleday Publishing Group
0683	1	Publisher: Penguin Group (USA)
0684	1	Publisher: St. Martin's Press
0685	1	Publisher: Little, Brown & Company
0686	1	Publisher: Da Capo Press
0687	1	Publisher: Barnes & Noble
0688	1	Publisher: PDR Network, LLC
0689	1	Publisher: St. Martin's Press
0690	1	Publisher: Scholastic, Inc.
0691	1	Publisher: Osote Publishing
0692	1	Publisher: Ellora's Cave Publishing, Incorporated
0693	1	Publisher: Barnes & Noble
0694	1	Publisher: Daedalian Press
0695	1	Publisher: Little, Brown Books for Young Readers
0696	1	Publisher: Random House Children's Books
0697	1	Publisher: Harlequin
0698	1	Publisher: CreateSpace
0699	1	Publisher: Nelson, Thomas, Inc.
0700	1	Publisher: Penguin Group (USA)
0701	1	Publisher: Penguin Group (USA)
0702	1	Publisher: Kensington Publishing Corporation
0703	1	Publisher: Simon & Schuster Adult Publishing Group
0704	1	Publisher: Grand Central Publishing
0705	1	Publisher: Wiley, John & Sons, Incorporated
0706	1	Publisher: Crown Publishing Group
0707	1	Publisher: Simon & Schuster Adult Publishing Group
0708	1	Publisher: Penguin Group (USA)
0709	1	Publisher: Random House Publishing Group
0710	1	Publisher: Grand Central Publishing
0711	1	Publisher: Little, Brown & Company
0712	1	Publisher: Penguin Group (USA) Incorporated
0713	1	Publisher: Hay House, Inc.
0714	1	Publisher: HarperCollins Publishers
0715	1	Publisher: HarperCollins Publishers
0716	1	Publisher: Ellora's Cave Publishing, Incorporated
0717	1	Publisher: Random House Publishing Group
0718	1	Publisher: Scholastic, Inc.
0719	1	Publisher: Hyperion Books for Children
0720	1	Publisher: Hazelden Publishing
0721	1	Publisher: HarperCollins Publishers
0722	1	Publisher: HarperCollins Publishers
0723	1	Publisher: HarperCollins Publishers
0724	1	Publisher: Penguin Group (USA)
0725	1	Publisher: Random House Children's Books
0726	1	Publisher: St. Martin's Press
0727	1	Publisher: University of Chicago Press
0728	1	Publisher: Random House Publishing Group
0729	1	Publisher: Penguin Group (USA)
0730	1	Publisher: St. Martin's Press
0731	1	Publisher: Simon & Schuster Adult Publishing Group
0732	1	Publisher: Reader's Digest
0733	1	Publisher: Simon & Schuster Adult Publishing Group
0734	1	Publisher: HarperCollins Publishers
0735	1	Publisher: Hyperion Books for Children
0736	1	Publisher: Doubleday/ESPN Books
0737	1	Publisher: Holt, Henry & Company, Inc.
0738	1	Publisher: Publications International, Limited
0739	1	Publisher: Grand Central Publishing
0740	1	Publisher: Scholastic, Inc.
0741	1	Publisher: Scholastic, Inc.
0742	1	Publisher: Random House Publishing Group
0743	1	Publisher: HarperCollins Publishers
0744	1	Publisher: Vanguard Press
0745	1	Publisher: Fair Winds Press
0746	1	Publisher: Penguin Group (USA)
0747	1	Publisher: Knopf Doubleday Publishing Group
0748	1	Publisher: HarperCollins Publishers
0749	1	Publisher: Little, Brown Books for Young Readers
0750	1	Publisher: Little, Brown & Company
0751	1	Publisher: Disney Press
0752	1	Publisher: Simon & Schuster Adult Publishing Group
0753	1	Publisher: Houghton Mifflin Harcourt
0754	1	Publisher: Random House Publishing Group
0755	1	Publisher: Simon & Schuster Adult Publishing Group
0756	1	Publisher: HarperCollins Publishers
0757	1	Publisher: Random House Publishing Group
0758	1	Publisher: Knopf Doubleday Publishing Group
0759	1	Publisher: Vision
0760	1	Publisher: Penguin Group (USA)
0761	1	Publisher: Spark Publishing
0762	1	Publisher: F. A. Davis Company
0763	1	Publisher: Abrams, Harry N., Inc.
0764	1	Publisher: HarperCollins Publishers
0765	1	Publisher: Kaplan Publishing
0766	1	Publisher: HarperCollins Publishers
0767	1	Publisher: Broadway Books
0768	1	Publisher: Mira
0769	1	Publisher: Penguin Young Readers Group
0770	1	Publisher: Simon & Schuster Adult Publishing Group
0771	1	Publisher: Simon & Schuster Children's Publishing
0772	1	Publisher: Grand Central Publishing
0773	1	Publisher: Oni Press
0774	1	Publisher: Penguin Group (USA)
0775	1	Publisher: Random House Information Group
0776	1	Publisher: Grand Central Publishing
0777	1	Publisher: Harlequin
0778	1	Publisher: DK Publishing, Inc.
0779	1	Publisher: Sandy Creek
0780	1	Publisher: Penguin Group (USA)
0781	1	Publisher: Knopf Doubleday Publishing Group
0782	1	Publisher: Tyndale House Publishers
0783	1	Publisher: Penguin Group (USA)
0784	1	Publisher: University of Chicago Press
0785	1	Publisher: Crown Publishing Group
0786	1	Publisher: Fall River Press
0787	1	Publisher: Shadow Mountain Publishing
0788	1	Publisher: Random House Publishing Group
0789	1	Publisher: Good Books
0790	1	Publisher: Marvel Entertainment, LLC.
0791	1	Publisher: WND Books, Incorporated
0792	1	Publisher: Penguin Group (USA)
0793	1	Publisher: Penguin Group (USA) Incorporated
0794	1	Publisher: Crown Publishing Group
0795	1	Publisher: HarperCollins Publishers
0796	1	Publisher: Penguin Group (USA)
0797	1	Publisher: HarperCollins Publishers
0798	1	Publisher: Random House Children's Books
0799	1	Publisher: Random House Publishing Group
0800	1	Publisher: Simon & Schuster Adult Publishing Group
0801	1	Publisher: Houghton Mifflin Harcourt
0802	1	Publisher: Chronicle Books LLC
0803	1	Publisher: Grand Central Publishing
0804	1	Publisher: Random House Publishing Group
0805	1	Publisher: Grand Central Publishing
0806	1	Publisher: Barnes & Noble
0807	1	Publisher: HarperCollins Publishers
0808	1	Publisher: Houghton Mifflin Harcourt
0809	1	Publisher: Hyperion
0810	1	Publisher: Houghton Mifflin Harcourt
0811	1	Publisher: Mira
0812	1	Publisher: Mira
0813	1	Publisher: Grand Central Publishing
0814	1	Publisher: St. Martin's Press
0815	1	Publisher: Sunset Books, Incorporated
0816	1	Publisher: American Diabetes Association
0817	1	Publisher: St. Martin's Press
0818	1	Publisher: Random House Publishing Group
0819	1	Publisher: Mira
0820	1	Publisher: St. Martin's Press
0821	1	Publisher: Barnes & Noble
0822	1	Publisher: Simon & Schuster Children's Publishing
0823	1	Publisher: St. Martin's Press
0824	1	Publisher: St. Martin's Press
0825	1	Publisher: Other Press, LLC
0826	1	Publisher: Brilliance Audio
0827	1	Publisher: HarperCollins Publishers
0828	1	Publisher: Penguin Group (USA)
0829	1	Publisher: Little, Brown & Company
0830	1	Publisher: Houghton Mifflin Harcourt
0831	1	Publisher: McGraw-Hill Companies, The
0832	1	Publisher: Hyperion Books for Children
0833	1	Publisher: Simon & Schuster Adult Publishing Group
0834	1	Publisher: Grand Central Publishing
0835	1	Publisher: Atlas & Co.
0836	1	Publisher: Faith Words
0837	1	Publisher: Wiley, John & Sons, Incorporated
0838	1	Publisher: Penguin Young Readers Group
0839	1	Publisher: HarperCollins Publishers
0840	1	Publisher: Permanent Press, The
0841	1	Publisher: Sourcebooks, Incorporated
0842	1	Publisher: Random House Publishing Group
0843	1	Publisher: Parragon, Incorporated
0844	1	Publisher: Grand Central Publishing
0845	1	Publisher: HarperCollins Publishers
0846	1	Publisher: Artisan
0847	1	Publisher: Penguin Group (USA)
0848	1	Publisher: Oxmoor House, Incorporated
0849	1	Publisher: Skyhorse Publishing
0850	1	Publisher: HarperCollins Publishers
0851	1	Publisher: HarperCollins Publishers
0852	1	Publisher: Knopf Doubleday Publishing Group
0853	1	Publisher: Scholastic, Inc.
0854	1	Publisher: Random House Publishing Group
0855	1	Publisher: Meredith Books
0856	1	Publisher: Wizards of the Coast
0857	1	Publisher: Broadway Books
0858	1	Publisher: HarperCollins Publishers
0859	1	Publisher: Crown Publishing Group
0860	1	Publisher: Grand Central Publishing
0861	1	Publisher: Penguin Group (USA)
0862	1	Publisher: Random House Publishing Group
0863	1	Publisher: Henry Holt and Co. (BYR)
0864	1	Publisher: Elsevier Health Sciences
0865	1	Publisher: Simon & Schuster Adult Publishing Group
0866	1	Publisher: Little, Brown & Company
0867	1	Publisher: Hearst Books
0868	1	Publisher: Reader's Digest
0869	1	Publisher: Penguin Young Readers Group
0870	1	Publisher: Simon & Schuster Adult Publishing Group
0871	1	Publisher: Random House Children's Books
0872	1	Publisher: Penguin Group (USA)
0873	1	Publisher: Simon & Schuster Children's Publishing
0874	1	Publisher: Little, Brown Books for Young Readers
0875	1	Publisher: St. Martin's Press
0876	1	Publisher: Simon & Schuster Adult Publishing Group
0877	1	Publisher: Image Comics
0878	1	Publisher: Little, Brown Books for Young Readers
0879	1	Publisher: Penguin Group (USA) Incorporated
0880	1	Publisher: Knopf Doubleday Publishing Group
0881	1	Publisher: Random House Children's Books
0882	1	Publisher: Grand Central Publishing
0883	1	Publisher: Simon & Schuster Adult Publishing Group
0884	1	Publisher: Random House Children's Books
0885	1	Publisher: Holt, Henry & Company, Inc.
0886	1	Publisher: Random House Publishing Group
0887	1	Publisher: Doherty, Tom Associates, LLC
0888	1	Publisher: Elsevier Health Sciences
0889	1	Publisher: Crown Publishing Group
0890	1	Publisher: Penguin Group (USA)
0891	1	Publisher: Random House Information Group
0892	1	Publisher: Frank Schaffer Publications
0893	1	Publisher: Little, Brown Books for Young Readers
0894	1	Publisher: HarperCollins Publishers
0895	1	Publisher: Penguin Group (USA) Incorporated
0896	1	Publisher: Penguin Group (USA)
0897	1	Publisher: Doubleday Publishing
0898	1	Publisher: Sterling Publishing
0899	1	Publisher: St. Martin's Press
0900	1	Publisher: Tyndale House Publishers
0901	1	Publisher: Knopf Doubleday Publishing Group
0902	1	Publisher: Grand Central Publishing
0903	1	Publisher: Simon & Schuster Adult Publishing Group
0904	1	Publisher: Knopf Doubleday Publishing Group
0905	1	Publisher: Crown Publishing Group
0906	1	Publisher: Random House Children's Books
0907	1	Publisher: Benjamin Cummings
0908	1	Publisher: Nelson, Thomas, Inc.
0909	1	Publisher: St. Martin's Press
0910	1	Publisher: HarperCollins Publishers
0911	1	Publisher: Wiley, John & Sons, Incorporated
0912	1	Publisher: Scholastic, Inc.
0913	1	Publisher: Hyperion Books for Children
0914	1	Publisher: Crown Publishing Group
0915	1	Publisher: Penguin Group (USA) Incorporated
0916	1	Publisher: Taunton Press, Incorporated
0917	1	Publisher: Nelson, Thomas, Inc.
0918	1	Publisher: Penguin Group (USA)
0919	1	Publisher: Simon & Schuster Adult Publishing Group
0920	1	Publisher: Random House Children's Books
0921	1	Publisher: Faith Words
0922	1	Publisher: Crown Publishing Group
0923	1	Publisher: Penguin Group (USA) Incorporated
0924	1	Publisher: St. Martin's Press
0925	1	Publisher: Simon & Schuster Adult Publishing Group
0926	1	Publisher: Running Press Book Publishers
0927	1	Publisher: Ten Speed Press
0928	1	Publisher: Hyperion
0929	1	Publisher: Barnes & Noble
0930	1	Publisher: Mira
0931	1	Publisher: Random House Children's Books
0932	1	Publisher: Oxford University Press, USA
0933	1	Publisher: Ellora's Cave Publishing, Incorporated
0934	1	Publisher: Random House Publishing Group
0935	1	Publisher: Knopf Doubleday Publishing Group
0936	1	Publisher: Little, Brown Books for Young Readers
0937	1	Publisher: HarperCollins Publishers
0938	1	Publisher: Penguin Group (USA)
0939	1	Publisher: Obsidian Mysteries
0940	1	Publisher: Penguin Group (USA) Incorporated
0941	1	Publisher: Crown Publishing Group
0942	1	Publisher: Knopf Doubleday Publishing Group
0943	1	Publisher: HarperCollins Publishers
0944	1	Publisher: Penguin Group (USA)
0945	1	Publisher: Random House Publishing Group
0946	1	Publisher: HarperCollins Publishers
0947	1	Publisher: Northeast Foundation for Children, Inc.
0948	1	Publisher: New Harbinger Pubns Inc
0949	1	Publisher: Penguin Group (USA)
0950	1	Publisher: Penguin Group (USA) Incorporated
0951	1	Publisher: Random House Publishing Group
0952	1	Publisher: Grand Central Publishing
0953	1	Publisher: Simon & Schuster Children's Publishing
0954	1	Publisher: Penguin Group (USA)
0955	1	Publisher: Knopf Doubleday Publishing Group
0956	1	Publisher: Collins, Jim
0957	1	Publisher: Wizards of the Coast
0958	1	Publisher: Grand Central Publishing
0959	1	Publisher: Hyperion Books for Children
0960	1	Publisher: Annick Press, Limited
0961	1	Publisher: Random House Children's Books
0962	1	Publisher: Barnes & Noble
0963	1	Publisher: Random House Publishing Group
0964	1	Publisher: Norton, W. W. & Company, Inc.
0965	1	Publisher: Nelson, Thomas, Inc.
0966	1	Publisher: HarperCollins Publishers
0967	1	Publisher: Chronicle Books LLC
0968	1	Publisher: HNA Books
0969	1	Publisher: Hay House, Inc.
0970	1	Publisher: Graphics Press
0971	1	Publisher: Random House Children's Books
0972	1	Publisher: Barnes & Noble
0973	1	Publisher: Hyperion
0974	1	Publisher: St. Martin's Press
0975	1	Publisher: Broadway Books
0976	1	Publisher: HarperCollins Publishers
0977	1	Publisher: Random House, Inc.
0978	1	Publisher: HarperCollins Publishers
0979	1	Publisher: Crown Publishing Group
0980	1	Publisher: Little, Brown & Company
0981	1	Publisher: Zonderkidz
0982	1	Publisher: Chronicle Books LLC
0983	1	Publisher: Random House Publishing Group
0984	1	Publisher: Grove/Atlantic, Inc.
0985	1	Publisher: Grand Central Publishing
0986	1	Publisher: HarperCollins Publishers
0987	1	Publisher: Simon & Schuster Children's Publishing
0988	1	Publisher: Knopf Doubleday Publishing Group
0989	1	Publisher: Penguin Group (USA) Incorporated
0990	1	Publisher: Simon & Schuster Adult Publishing Group
0991	1	Publisher: Penguin Group (USA) Incorporated
0992	1	Publisher: Rowman & Littlefield Publishers, Inc.
0993	1	Publisher: St. Martin's Press
0994	1	Publisher: Random House Publishing Group
0995	1	Publisher: Scholastic, Inc.
0996	1	Publisher: Large Print Distribution
0997	1	Publisher: HarperCollins Publishers
0998	1	Publisher: Hay House, Inc.
0999	1	Publisher: Penguin Group (USA)
1000	1	Publisher: Random House Information Group
1001	1	Publisher: Kaplan Publishing
1002	1	Publisher: Penguin Group (USA)
1003	1	Publisher: Crown Publishing Group
1004	1	Publisher: Bethany House Publishers
1005	1	Publisher: Nelson, Thomas, Inc.
1006	1	Publisher: Penguin Group (USA)
1007	1	Publisher: Doherty, Tom Associates, LLC
1008	1	Publisher: Grove/Atlantic, Inc.
1009	1	Publisher: Simon & Schuster Adult Publishing Group
1010	1	Publisher: Random House Publishing Group
1011	1	Publisher: St. Martin's Press
1012	1	Publisher: Silhouette
1013	1	Publisher: Penguin Group (USA)
1014	1	Publisher: Penguin Group (USA)
1015	1	Publisher: Mira
1016	1	Publisher: Da Capo Press
1017	1	Publisher: HarperCollins Publishers
1018	1	Publisher: Metro Books
1019	1	Publisher: Simon & Schuster Adult Publishing Group
1020	1	Publisher: Penguin Group (USA) Incorporated
1021	1	Publisher: Wiley, John & Sons, Incorporated
1022	1	Publisher: Meredith Books
1023	1	Publisher: Hyperion
1024	1	Publisher: Penguin Group (USA)
1025	1	Publisher: Penguin Group (USA)
1026	1	Publisher: Threshold Editions
1027	1	Publisher: Penguin Group (USA)
1028	1	Publisher: Grand Central Publishing
1029	1	Publisher: Hyperion Books for Children
1030	1	Publisher: The Doubleday Religious Publishing Group
1031	1	Publisher: McGraw-Hill Companies, The
1032	1	Publisher: Random House Children's Books
1033	1	Publisher: Wiley, John & Sons, Incorporated
1034	1	Publisher: Penguin Group (USA)
1035	1	Publisher: Random House Publishing Group
1036	1	Publisher: McGraw-Hill Companies, The
1037	1	Publisher: Simon & Schuster Adult Publishing Group
1038	1	Publisher: St. Martin's Press
1039	1	Publisher: DK Publishing, Inc.
1040	1	Publisher: HarperCollins Publishers
1041	1	Publisher: Guilford Publications, Inc.
1042	1	Publisher: Random House Publishing Group
1043	1	Publisher: Penguin Group (USA)
1044	1	Publisher: Penguin Group (USA)
1045	1	Publisher: Simon & Schuster Children's Publishing
1046	1	Publisher: F. A. Davis Company
1047	1	Publisher: VIZ Media LLC
1048	1	Publisher: McGraw-Hill Companies, The
1049	1	Publisher: Kensington Publishing Corporation
1050	1	Publisher: Simon & Schuster Adult Publishing Group
1051	1	Publisher: Random House Children's Books
1052	1	Publisher: Guilford Publications, Inc.
1053	1	Publisher: Ellora's Cave Publishing, Incorporated
1054	1	Publisher: Wiley, John & Sons, Incorporated
1055	1	Publisher: Penguin Group (USA)
1056	1	Publisher: Penguin Group (USA)
1057	1	Publisher: Simon & Schuster Adult Publishing Group
1058	1	Publisher: HarperCollins Publishers
1059	1	Publisher: Narcissus Publications
1060	1	Publisher: Simon & Schuster Children's Publishing
1061	1	Publisher: Penguin Group (USA)
1062	1	Publisher: Mira
1063	1	Publisher: Penguin Group (USA)
1064	1	Publisher: HarperCollins Publishers
1065	1	Publisher: Random House Publishing Group
1066	1	Publisher: HarperCollins Publishers
1067	1	Publisher: Samhain Publishing
1068	1	Publisher: Dover Publications
1069	1	Publisher: Da Capo Press
1070	1	Publisher: Hay House, Inc.
1071	1	Publisher: Penguin Group (USA)
1072	1	Publisher: Ten Speed Press
1073	1	Publisher: Simon & Schuster Adult Publishing Group
1074	1	Publisher: DK Publishing, Inc.
1075	1	Publisher: Nelson, Thomas, Inc.
1076	1	Publisher: Penguin Group (USA)
1077	1	Publisher: Random House Publishing Group
1078	1	Publisher: Simon & Schuster Adult Publishing Group
1079	1	Publisher: Penguin Group (USA) Incorporated
1080	1	Publisher: Penguin Group (USA)
1081	1	Publisher: Simon & Schuster Children's Publishing
1082	1	Publisher: Random House Children's Books
1083	1	Publisher: Hyperion Books for Children
1084	1	Publisher: Random House Children's Books
1085	1	Publisher: Luna
1086	1	Publisher: St. Martin's Press
1087	1	Publisher: Penguin Group (USA)
1088	1	Publisher: Little, Brown Young Readers
1089	1	Publisher: Penguin Group (USA)
1090	1	Publisher: HarperCollins Publishers
1091	1	Publisher: Houghton Mifflin Harcourt
1092	1	Publisher: Simon & Schuster Children's Publishing
1093	1	Publisher: Simon & Schuster Adult Publishing Group
1094	1	Publisher: HarperCollins Publishers
1095	1	Publisher: Simon & Schuster Adult Publishing Group
1096	1	Publisher: HarperCollins Publishers
1097	1	Publisher: Crown Publishing Group
1098	1	Publisher: Penguin Group (USA) Incorporated
1099	1	Publisher: HarperCollins Publishers
1100	1	Publisher: Kensington Publishing Corporation
1101	1	Publisher: Square Fish
1102	1	Publisher: Random House Publishing Group
1103	1	Publisher: Penguin Group (USA) Incorporated
1104	1	Publisher: Candlewick Press
1105	1	Publisher: HarperCollins Publishers
1106	1	Publisher: Wiley, John & Sons, Incorporated
1107	1	Publisher: Adobe Press
1108	1	Publisher: Random House Children's Books
1109	1	Publisher: St. Martin's Press
1110	1	Publisher: Houghton Mifflin Harcourt
1111	1	Publisher: Penguin Group (USA)
1112	1	Publisher: Simon & Schuster Adult Publishing Group
1113	1	Publisher: Grand Central Publishing
1114	1	Publisher: Random House Publishing Group
1115	1	Publisher: Harmonious Clarity Group, LLC
1116	1	Publisher: HarperCollins Publishers
1117	1	Publisher: Filiquarian Publishing, LLC.
1118	1	Publisher: Barnes & Noble
1119	1	Publisher: Penguin Group (USA)
1120	1	Publisher: Penguin Group (USA)
1121	1	Publisher: Penguin Group (USA) Incorporated
1122	1	Publisher: Prentice Hall
1123	1	Publisher: Random House Children's Books
1124	1	Publisher: Marvel Enterprises, Inc.
1125	1	Publisher: Little, Brown Books for Young Readers
1126	1	Publisher: HarperCollins Publishers
1127	1	Publisher: HarperCollins Publishers
1128	1	Publisher: Metro Books
1129	1	Publisher: Penguin Group (USA)
1130	1	Publisher: Doherty, Tom Associates, LLC
1131	1	Publisher: Nelson, Thomas, Inc.
1132	1	Publisher: Scholastic, Inc.
1133	1	Publisher: HarperCollins Publishers
1134	1	Publisher: HarperCollins Publishers
1135	1	Publisher: Penguin Group (USA) Incorporated
1136	1	Publisher: Barnes & Noble
1137	1	Publisher: Blue Apple Books
1138	1	Publisher: Penguin Group (USA)
1139	1	Publisher: Grand Central Publishing
1140	1	Publisher: Dalmatian Publishing Group
1141	1	Publisher: Ten Speed Press
1142	1	Publisher: HarperCollins Publishers
1143	1	Publisher: St. Martin's Press
1144	1	Publisher: Chronicle Books LLC
1145	1	Publisher: Random House Children's Books
1146	1	Publisher: Penguin Group (USA)
1147	1	Publisher: Robert Kennedy Publishing
1148	1	Publisher: Crown Publishing Group
1149	1	Publisher: Hyperion Books for Children
1150	1	Publisher: Simon & Schuster Adult Publishing Group
1151	1	Publisher: HarperCollins Publishers
1152	1	Publisher: Wiley, John & Sons, Incorporated
1153	1	Publisher: Simon & Schuster Adult Publishing Group
1154	1	Publisher: Knopf Doubleday Publishing Group
1155	1	Publisher: Grand Central Publishing
1156	1	Publisher: Spark Publishing
1157	1	Publisher: Crown Publishing Group
1158	1	Publisher: Penguin Group (USA)
1159	1	Publisher: Simon & Schuster Adult Publishing Group
1160	1	Publisher: Penguin Group (USA) Incorporated
1161	1	Publisher: Wiley, John & Sons, Incorporated
1162	1	Publisher: HarperCollins Publishers
1163	1	Publisher: Hay House, Inc.
1164	1	Publisher: Elsevier Health Sciences
1165	1	Publisher: Frank Schaffer Publications
1166	1	Publisher: Penguin Group (USA)
1167	1	Publisher: Wellness Research & Consulting, Incorporated
1168	1	Publisher: HarperCollins Publishers
1169	1	Publisher: Simon & Schuster Adult Publishing Group
1170	1	Publisher: Random House Publishing Group
1171	1	Publisher: Luna
1172	1	Publisher: Crown Publishing Group
1173	1	Publisher: Scholastic, Inc.
1174	1	Publisher: Penguin Group (USA) Incorporated
1175	1	Publisher: HarperCollins Publishers
1176	1	Publisher: Roberts, F. J. Publishing
1177	1	Publisher: Groundwood Books
1178	1	Publisher: Grand Central Publishing
1179	1	Publisher: Penguin Group (USA)
1180	1	Publisher: Random House Children's Books
1181	1	Publisher: Idea & Design Works, LLC
1182	1	Publisher: Barnes & Noble
1183	1	Publisher: Little, Brown Books for Young Readers
1184	1	Publisher: Penguin Group (USA)
1185	1	Publisher: HarperCollins Publishers
1186	1	Publisher: The Doubleday Religious Publishing Group
1187	1	Publisher: Worth Publishers, Incorporated
1188	1	Publisher: AA World Services, Inc.
1189	1	Publisher: HarperCollins Publishers
1190	1	Publisher: Hay House, Inc.
1191	1	Publisher: HarperCollins Publishers
1192	1	Publisher: Harvard Business Press
1193	1	Publisher: Random House Publishing Group
1194	1	Publisher: Penguin Group (USA) Incorporated
1195	1	Publisher: HarperCollins Publishers
1196	1	Publisher: HarperCollins Publishers
1197	1	Publisher: Little, Brown Books for Young Readers
1198	1	Publisher: Crown Publishing Group
1199	1	Publisher: Penguin Young Readers Group
1200	1	Publisher: Penguin Group (USA)
1201	1	Publisher: Barnes & Noble
1202	1	Publisher: Farrar, Straus and Giroux
1203	1	Publisher: Little, Brown & Company
1204	1	Publisher: HarperCollins Publishers
1205	1	Publisher: Harlequin
1206	1	Publisher: Little, Brown Books for Young Readers
1207	1	Publisher: Penguin Group (USA)
1208	1	Publisher: Random House Publishing Group
1209	1	Publisher: Simon & Schuster Adult Publishing Group
1210	1	Publisher: Grand Central Publishing
1211	1	Publisher: Simon & Schuster Adult Publishing Group
1212	1	Publisher: Avalon Travel Publishing
1213	1	Publisher: Knopf Doubleday Publishing Group
1214	1	Publisher: Penguin Group (USA) Incorporated
1215	1	Publisher: Penguin Group (USA)
1216	1	Publisher: Penguin Group (USA)
1217	1	Publisher: Kaplan Publishing
1218	1	Publisher: Knopf Doubleday Publishing Group
1219	1	Publisher: Rand McNally
1220	1	Publisher: Random House Children's Books
1221	1	Publisher: Penguin Group (USA) Incorporated
1222	1	Publisher: Harlequin
1223	1	Publisher: Norton, W. W. & Company, Inc.
1224	1	Publisher: Barnes & Noble
1225	1	Publisher: HarperCollins Publishers
1226	1	Publisher: Penguin Group (USA)
1227	1	Publisher: Grand Central Publishing
1228	1	Publisher: HarperCollins Publishers
1229	1	Publisher: Penguin Group (USA)
1230	1	Publisher: Random House Children's Books
1231	1	Publisher: Penguin Group (USA)
1232	1	Publisher: Tyndale House Publishers
1233	1	Publisher: Penguin Group (USA)
1234	1	Publisher: Random House Publishing Group
1235	1	Publisher: Random House Children's Books
1236	1	Publisher: Carson-Dellosa Publishing Company, Incorporated
1237	1	Publisher: Wiley, John & Sons, Incorporated
1238	1	Publisher: Hyperion Books for Children
1239	1	Publisher: Mira
1240	1	Publisher: HarperCollins Publishers
1241	1	Publisher: Random House Inc
1242	1	Publisher: Peachtree Publishers, Ltd.
1243	1	Publisher: Union Square Press
1244	1	Publisher: B&H Publishing Group
1245	1	Publisher: Cisco Press
1246	1	Publisher: Scholastic, Inc.
1247	1	Publisher: Simon & Schuster Adult Publishing Group
1248	1	Publisher: Foundation for Inner Peace
1249	1	Publisher: Princeton University Press
1250	1	Publisher: Wiley, John & Sons, Incorporated
1251	1	Publisher: Hyperion Books for Children
1252	1	Publisher: Penguin Group (USA) Incorporated
1253	1	Publisher: Knopf Doubleday Publishing Group
1254	1	Publisher: Random House Publishing Group
1255	1	Publisher: Penguin Group (USA)
1256	1	Publisher: Simon & Schuster Adult Publishing Group
1257	1	Publisher: Penguin Group (USA)
1258	1	Publisher: DK Publishing, Inc.
1259	1	Publisher: Penguin Group (USA)
1260	1	Publisher: Broadway Books
1261	1	Publisher: Houghton Mifflin Harcourt
1262	1	Publisher: Random House Publishing Group
1263	1	Publisher: Penguin Group (USA)
1264	1	Publisher: Hyperion
1265	1	Publisher: Random House Publishing Group
1266	1	Publisher: Simon & Schuster Adult Publishing Group
1267	1	Publisher: Simon & Schuster Adult Publishing Group
1268	1	Publisher: Simon & Schuster Adult Publishing Group
1269	1	Publisher: Hyperion Books for Children
1270	1	Publisher: Chicago Review Press, Incorporated
1271	1	Publisher: Character Builders for Kids!
1272	1	Publisher: Penguin Group (USA)
1273	1	Publisher: Center Street
1274	1	Publisher: Grand Central Publishing
1275	1	Publisher: Knopf Doubleday Publishing Group
1276	1	Publisher: Wiley, John & Sons, Incorporated
1277	1	Publisher: Simon & Schuster Adult Publishing Group
1278	1	Publisher: St. Martin's Press
1279	1	Publisher: Charlesbridge Publishing, Inc.
1280	1	Publisher: St. Martin's Press
1281	1	Publisher: Simon & Schuster Adult Publishing Group
1282	1	Publisher: Rodale Press, Inc.
1283	1	Publisher: Piggyback
1284	1	Publisher: Simon & Schuster Adult Publishing Group
1285	1	Publisher: Zondervan
1286	1	Publisher: HarperCollins Publishers
