book	borders	publisher
0804	1	Random House
0805	1	Shambhala Publications, Incorporated
0806	1	Wiley, John &amp; Sons, Incorporated
0807	1	San Val, Incorporated
0808	1	Random House Publishing Group
0809	1	Bantam Books
0810	1	Random House Publishing Group
0811	1	Wizards of the Coast
0812	1	Penguin Group (USA) Incorporated
0813	1	Windsor Peak Press
0814	1	St. Martin&#039;s Press
0815	1	Watson-Guptill Publications, Incorporated
0816	1	Penguin Group (USA) Incorporated
0817	1	Penguin Group (USA) Incorporated
0818	1	St. Martin&#039;s Press
0819	1	St Martins Pr
0820	1	Basic Books
0821	1	Random House Children&#039;s Books
0822	1	Penguin Group (USA) Incorporated
0823	1	Knopf Doubleday Publishing Group
0824	1	Penguin Group (USA) Incorporated
0825	1	Walker &amp; Company
0826	1	Penguin Group (USA) Incorporated
0827	1	Penguin Group (USA) Incorporated
0828	1	TOKYOPOP, Incorporated
0829	1	Naxos Audio Books
0830	1	Barron&#039;s Educational Series, Incorporated
0831	1	Random House
0832	1	Doherty, Tom Associates, LLC
0833	1	Penguin Group USA
0834	1	Four Corners Books
0835	1	Oxford University Press, Incorporated
0836	1	Blackstone Audio Inc
0837	1	Bedford/ Saint Martin&#039;s
0838	1	EDC Publishing
0839	1	Sterling Publishing Co., Inc.
0840	1	Book Sales, Incorporated
0841	1	San Val, Incorporated
0842	1	Random House Publishing Group
0843	1	Ediciones B
0844	1	Edimat Libros, S. A.
0845	1	Knopf Doubleday Publishing Group
0846	1	Knopf Doubleday Publishing Group
0847	1	Little, Brown Books for Young Readers
0848	1	HarperCollins Publishers
0849	1	Penguin Group (USA) Incorporated
0850	1	Penguin Group (USA) Incorporated
0851	1	Random House Children&#039;s Books
0852	1	Random House Children&#039;s Books
0853	1	Random House Children&#039;s Books
0854	1	Penguin Group (USA) Incorporated
0855	1	Dorchester Publishing Company, Incorporated
0856	1	Random House Publishing Group
0857	1	Random House
0858	1	Random House Adult Trade Publishing Group
0859	1	Ten Speed Press
0860	1	Little, Brown Books for Young Readers
0861	1	Random House Children&#039;s Books
0862	1	Random House Publishing Group
0863	1	Random House Publishing Group
0864	1	Penguin Group (USA) Incorporated
0865	1	Square Fish
0866	1	Crown Publishing Group
0867	1	Tantor Media Inc
0868	1	Random House Large Print
0869	1	St. Martin&#039;s Press
0870	1	Doherty, Tom Associates, LLC
0871	1	Broadway Books
0872	1	Penguin Group (USA) Incorporated
0873	1	Penguin Group (USA) Incorporated
0874	1	Holt, Henry &amp; Company
0875	1	St Martins Pr
0876	1	HarperCollins Publishers
0877	1	Random House, Incorporated
0878	1	Random House Children&#039;s Books
0879	1	Random House, Incorporated
0880	1	Random House Information Group
0881	1	Wizard Publications, Incorporated
0882	1	Random House Children&#039;s Books
0883	1	San Val, Incorporated
0884	1	Random House Children&#039;s Books
0885	1	Random House Children&#039;s Books
0886	1	Nelson, Thomas Incorporated
0887	1	Oasis Audio
0888	1	HarperCollins Publishers
0889	1	St. Martin&#039;s Press
0890	1	Simon &amp; Schuster
0891	1	HarperCollins Publishers
0892	1	Doherty, Tom Associates, LLC
0893	1	Doherty, Tom Associates, LLC
0894	1	Doherty, Tom Associates, LLC
0895	1	Doherty, Tom Associates, LLC
0896	1	St. Martin&#039;s Press
0897	1	Random House Children&#039;s Books
0898	1	Random House Children&#039;s Books
0899	1	Penguin Group (USA) Incorporated
0900	1	Penguin Group (USA) Incorporated
0901	1	Grand Central Publishing
0902	1	Penguin Group (USA) Incorporated
0903	1	Penguin Group (USA) Incorporated
0904	1	St. Martin&#039;s Press
0905	1	Simon &amp; Schuster
0906	1	Random House Publishing Group
0907	1	Knopf Doubleday Publishing Group
0908	1	Knopf Doubleday Publishing Group
0909	1	HarperCollins Publishers
0910	1	Simon &amp; Schuster Children&#039;s Publishing
0911	1	Simon &amp; Schuster
0912	1	Square Fish
0913	1	Feiwel &amp; Friends
0914	1	HarperCollins Publishers
0915	1	Doherty, Tom Associates, LLC
0916	1	Harlequin Enterprises, Limited
0917	1	HarperCollins Publishers
0918	1	Christianaudio
0919	1	Random House Children&#039;s Books
0920	1	Random House Children&#039;s Books
0921	1	Knopf Doubleday Publishing Group
0922	1	Simon &amp; Schuster
0923	1	Square Fish
0924	1	Feiwel &amp; Friends
0925	1	Feiwel &amp; Friends
0926	1	Simon &amp; Schuster
0927	1	Scholastic, Incorporated
0928	1	Dover Publications, Incorporated
0929	1	Random House Children&#039;s Books
0930	1	Random House Children&#039;s Books
0931	1	Simon &amp; Schuster
0932	1	Simon &amp; Schuster
0933	1	Doherty, Tom Associates, LLC
0934	1	Bantam Books
0935	1	HarperCollins Publishers
0936	1	Simon &amp; Schuster
0937	1	Simon &amp; Schuster
0938	1	HarperCollins Publishers
0939	1	Grand Central Publishing
0940	1	Grand Central Publishing
0941	1	Random House Publishing Group
0942	1	Random House Publishing Group
0943	1	Simon &amp; Schuster Children&#039;s Publishing
0944	1	Hachette Audio
0945	1	Penguin Group (USA) Incorporated
0946	1	Penguin Group (USA) Incorporated
0947	1	Simon &amp; Schuster
0948	1	Penguin Group (USA) Incorporated
0949	1	Penguin Group (USA) Incorporated
0950	1	Random House Children&#039;s Books
0951	1	Random House Children&#039;s Books
0952	1	Simon &amp; Schuster
0953	1	Simon &amp; Schuster
0954	1	Harlequin Enterprises, Limited
0955	1	Dark Horse Comics
0956	1	HarperCollins Publishers
0957	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
0958	1	Penguin Group (USA) Incorporated
0959	1	Penguin Group (USA) Incorporated
0960	1	HarperCollins Publishers
0961	1	Random House Children&#039;s Books
0962	1	Grand Central Publishing
0963	1	Penguin Group (USA) Incorporated
0964	1	Random House Children&#039;s Books
0965	1	HarperCollins Publishers
0966	1	Simon &amp; Schuster
0967	1	Crown Publishing Group
0968	1	Abrams
0969	1	Simon &amp; Schuster
0970	1	Random House Children&#039;s Books
0971	1	Simon &amp; Schuster
0972	1	Knopf Doubleday Publishing Group
0973	1	HarperCollins Publishers
0974	1	HarperCollins Publishers
0975	1	Picador
0976	1	Penguin Group (USA) Incorporated
0977	1	Simon &amp; Schuster Children&#039;s Publishing
0978	1	Simon &amp; Schuster Children&#039;s Publishing
0979	1	Grand Central Publishing
0980	1	Little Brown &amp; Company
0981	1	HarperCollins Publishers
0982	1	Crown Publishing Group
0983	1	Little, Brown Books for Young Readers
0984	1	Simon &amp; Schuster
0985	1	Penguin Group (USA) Incorporated
0986	1	Random House Publishing Group
0987	1	Random House Publishing Group
0988	1	Dell Publishing
0989	1	Little Brown &amp; Company
0990	1	Grand Central Publishing
0991	1	Hachette Audio
0992	1	Random House Children&#039;s Books
0993	1	Listening Library
0994	1	Random House Children&#039;s Books
0995	1	Penguin Group USA
0996	1	Penguin Group USA
0997	1	Simon &amp; Schuster
0998	1	St. Martin&#039;s Press
0999	1	St Martins Pr
1000	1	Simon &amp; Schuster Children&#039;s Publishing
1001	1	Harlequin Enterprises, Limited
1002	1	Little Brown &amp; Company
1003	1	Simon &amp; Schuster
1004	1	Dramatists Play Service, Incorporated
1005	1	McSweeney&#039;s Publishing
1006	1	Little Brown &amp; Company
1007	1	Simon &amp; Schuster
1008	1	Simon &amp; Schuster Children&#039;s Publishing
1009	1	Random House Children&#039;s Books
1010	1	Random House Children&#039;s Books
1011	1	Knopf Doubleday Publishing Group
1012	1	Simon &amp; Schuster
1013	1	Picador
1014	1	Crown Publishing Group
1015	1	Simon &amp; Schuster
1016	1	HarperCollins Publishers
1017	1	Simon &amp; Schuster
1018	1	Grand Central Publishing
1019	1	Square Fish
1020	1	Scholastic, Incorporated
1021	1	New Press, The
1022	1	Beacon Press
1023	1	Knopf Doubleday Publishing Group
1024	1	Random House Publishing Group
1025	1	Random House Children&#039;s Books
1026	1	Simon &amp; Schuster Children&#039;s Publishing
1027	1	Penguin Group (USA) Incorporated
1028	1	Scholastic, Incorporated
1029	1	Random House Children&#039;s Books
1030	1	Wiley, John &amp; Sons, Incorporated
1031	1	Amer Book Co
1032	1	Houghton Mifflin Harcourt Publishing Company
1033	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1034	1	Random House Publishing Group
1035	1	Penguin Group (USA) Incorporated
1036	1	HarperCollins Publishers
1037	1	Simon &amp; Schuster Children&#039;s Publishing
1038	1	Random House Publishing Group
1039	1	Random House
1040	1	Simon &amp; Schuster
1041	1	Simon &amp; Schuster
1042	1	St. Martin&#039;s Press
1043	1	Grove/ Atlantic, Incorporated
1044	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1045	1	Random House Information Group
1046	1	Random House Publishing Group
1047	1	Oxford University Press, Incorporated
1048	1	Penguin Group (USA) Incorporated
1049	1	Penguin Group (USA) Incorporated
1050	1	Random House, Incorporated
1051	1	Tantor Media, Incorporated
1052	1	Random House
1053	1	Barnes &amp; Noble, Incorporated
1054	1	Bethany House Publishers
1055	1	Dover Publications, Incorporated
1056	1	Random House Children&#039;s Books
1057	1	Random House Children&#039;s Books
1058	1	Roca Editorial De Libros
1059	1	Penguin Group (USA) Incorporated
1060	1	Penguin Group (USA) Incorporated
1061	1	HarperCollins Publishers
1062	1	Random House Children&#039;s Books
1063	1	Crown Publishing Group
1064	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1065	1	Tantor Media Inc
1066	1	Wiley, John &amp; Sons, Incorporated
1067	1	Little Brown &amp; Company
1068	1	Simon &amp; Schuster Children&#039;s Publishing
1069	1	Tantor Media Inc
1070	1	Random House Publishing Group
1071	1	Simon &amp; Schuster
1072	1	Random House Children&#039;s Books
1073	1	Dorling Kindersley Publishing, Incorporated
1074	1	HarperCollins Publishers
1075	1	St. Martin&#039;s Press
1076	1	St. Martin&#039;s Press
1077	1	St Martins Pr
1078	1	Grand Central Publishing
1079	1	Workman Publishing Company, Incorporated
1080	1	Marvel Enterprises, Incorporated
1081	1	Grand Central Publishing
1082	1	Hachette Audio
1083	1	Simon &amp; Schuster Children&#039;s Publishing
1084	1	Penguin Group (USA) Incorporated
1085	1	Merriam-Webster, Incorporated
1086	1	HarperCollins Publishers
1087	1	Penguin Group (USA) Incorporated
1088	1	Harlequin Enterprises, Limited
1089	1	Workman Publishing Company, Incorporated
1090	1	Simon &amp; Schuster
1091	1	Simon &amp; Schuster
1092	1	Grand Central Publishing
1093	1	Hachette Book Group
1094	1	Little Brown &amp; Company
1095	1	Simon &amp; Schuster
1096	1	Knopf Doubleday Publishing Group
1097	1	Knopf Doubleday Publishing Group
1098	1	Listening Library
1099	1	Knopf Doubleday Publishing Group
1100	1	Random House Children&#039;s Books
1101	1	Random House Children&#039;s Books
1102	1	Hachette Audio
1103	1	Random House Children&#039;s Books
1104	1	Hay House, Incorporated
1105	1	Hay House, Incorporated
1106	1	Random House Children&#039;s Books
1107	1	Listening Library
1108	1	Simon &amp; Schuster
1109	1	Simon &amp; Schuster
1110	1	Random House Publishing Group
1111	1	Penguin Group (USA) Incorporated
1112	1	Little Brown &amp; Company
1113	1	Hyperion Press
1114	1	St. Martin&#039;s Press
1115	1	Grand Central Publishing
1116	1	Penguin Group (USA) Incorporated
1117	1	TOKYOPOP, Incorporated
1118	1	Baen Books
1119	1	Crown Publishing Group
1120	1	Crown Publishing Group
1121	1	Crown Publishing Group
1122	1	Krause Publications
1123	1	HarperCollins Publishers
1124	1	HarperCollins Publishers
1125	1	Penguin Group (USA) Incorporated
1126	1	FaithWords
1127	1	Penguin Group (USA) Incorporated
1128	1	Broadview Press
1129	1	Random House Publishing Group
1130	1	Oxford University Press, Incorporated
1131	1	Penguin Group (USA) Incorporated
1132	1	Bbc Audiobooks Amer
1133	1	Candlewick Press
1134	1	Tantor Media, Incorporated
1135	1	Simon &amp; Schuster Children&#039;s Publishing
1136	1	One Voice Recordings
1137	1	Simon &amp; Schuster
1138	1	Hyperion Press
1139	1	Penguin Group (USA) Incorporated
1140	1	Penguin Group (USA) Incorporated
1141	1	Random House Publishing Group
1142	1	Random House Information Group
1143	1	Random House Publishing Group
1144	1	TOKYOPOP, Incorporated
1145	1	Random House Children&#039;s Books
1146	1	Random House Children&#039;s Books
1147	1	Random House Publishing Group
1148	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1149	1	Houghton Mifflin Harcourt Publishing Company
1150	1	Random House Children&#039;s Books
1151	1	Random House Children&#039;s Books
1152	1	Little Brown &amp; Company
1153	1	Random House Publishing Group
1154	1	HarperCollins Publishers
1155	1	Penguin Group (USA) Incorporated
1156	1	Simon &amp; Schuster
1157	1	Grand Central Publishing
1158	1	HarperCollins Publishers
1159	1	Crown Publishing Group
1160	1	HarperCollins Publishers
1161	1	St. Martin&#039;s Press
1162	1	Random House Children&#039;s Books
1163	1	HarperCollins Publishers
1164	1	HarperCollins Publishers
1165	1	Random House Children&#039;s Books
1166	1	Random House, Incorporated
1167	1	St. Martin&#039;s Press
1168	1	BL Publishing
1169	1	St. Martin&#039;s Press
1170	1	St. Martin&#039;s Press
1171	1	Penguin Group (USA) Incorporated
1172	1	Dorling Kindersley Publishing, Incorporated
1173	1	Knopf Doubleday Publishing Group
1174	1	Thorndike Press
1175	1	Dover Publications, Incorporated
1176	1	Simon &amp; Schuster
1177	1	FaithWords
1178	1	Grand Central Publishing
1179	1	HarperCollins Publishers
1180	1	Simon &amp; Schuster
1181	1	Harlequin Enterprises, Limited
1182	1	HarperCollins Publishers
1183	1	Penguin Group (USA) Incorporated
1184	1	Penguin Group (USA) Incorporated
1185	1	Research &amp; Education Association
1186	1	Kessinger Publishing, LLC
1187	1	Oxford University Press, Incorporated
1188	1	Cassette Works Audio
1189	1	Scholastic, Incorporated
1190	1	Spotlight
1191	1	Simon &amp; Schuster
1192	1	Broadway Books
1193	1	Random House Publishing Group
1194	1	Dover Publications, Incorporated
1195	1	Random House
1196	1	Naxos Audio Books
1197	1	Doherty, Tom Associates, LLC
1198	1	Barnes &amp; Noble, Incorporated
1199	1	Penguin Group (USA) Incorporated
1200	1	St. Martin&#039;s Press
1201	1	Little Brown &amp; Company
1202	1	St. Martin&#039;s Press
1203	1	Little Brown &amp; Company
1204	1	Random House Children&#039;s Books
1205	1	American Girl Publishing, Incorporated
1206	1	Penguin Group (USA) Incorporated
1207	1	HarperCollins Publishers
1208	1	Penguin Group (USA) Incorporated
1209	1	Avalon Travel Publishing
1210	1	Random House Children&#039;s Books
1211	1	Grand Central Publishing
1212	1	Grand Central Publishing
1213	1	Grand Central Publishing
1214	1	Kumon Publishing North America, Incorporated
1215	1	St. Martin&#039;s Press
1216	1	St. Martin&#039;s Press
1217	1	Harlequin Enterprises, Limited
1218	1	St. Martin&#039;s Press
1219	1	HarperCollins Publishers
1220	1	HarperCollins Publishers
1221	1	Crown Publishing Group
1222	1	Random House Publishing Group
1223	1	Random House Publishing Group
1224	1	Simon &amp; Schuster
1225	1	Simon &amp; Schuster Children&#039;s Publishing
1226	1	Krause Publications
1227	1	HarperCollins Publishers
1228	1	Penguin Group (USA) Incorporated
1229	1	Feiwel &amp; Friends
1230	1	Hyperion Press
1231	1	Knopf Doubleday Publishing Group
1232	1	Simon &amp; Schuster
1233	1	Penguin Group (USA) Incorporated
1234	1	Simon &amp; Schuster Children&#039;s Publishing
1235	1	Penguin Group (USA) Incorporated
1236	1	OneWorld Classics
1237	1	Naxos Audio Books
1238	1	Whites / White&#039;s Books Limited
1239	1	Kessinger Publishing, LLC
1240	1	Knopf Doubleday Publishing Group
1241	1	Tantor Media Inc
1242	1	Norton, W. W. &amp; Company, Incorporated
1243	1	Oxford University Press, Incorporated
1244	1	Wiley, John &amp; Sons, Incorporated
1245	1	Penguin Group (USA) Incorporated
1246	1	Broadview Press
1247	1	Knopf Doubleday Publishing Group
1248	1	Random House Children&#039;s Books
1249	1	Penguin Group (USA) Incorporated
1250	1	Random House Publishing Group
1251	1	Random House Publishing Group
1252	1	Wiley, John &amp; Sons, Incorporated
1253	1	Knopf Doubleday Publishing Group
1254	1	Random House Publishing Group
1255	1	St. Martin&#039;s Press
1256	1	Wizard Publications, Incorporated
1257	1	Harlequin Enterprises, Limited
1258	1	Crown Publishing Group
1259	1	Random House Publishing Group
1260	1	Random House Publishing Group
1261	1	Scholastic, Incorporated
1262	1	HarperCollins Publishers
1263	1	Random House Publishing Group
1264	1	Bantam Books
1265	1	Grove/ Atlantic, Incorporated
1266	1	Simon &amp; Schuster
1267	1	Scholastic, Incorporated
1268	1	HarperCollins Publishers
1269	1	Running Press Book Publishers
1270	1	Hachette Audio
1271	1	Grand Central Publishing
1272	1	Penguin Group USA
1273	1	Harlequin Enterprises, Limited
1274	1	Penguin Group (USA) Incorporated
1275	1	Sourcebooks, Incorporated
1276	1	Harlequin Enterprises, Limited
1277	1	Penguin Group (USA) Incorporated
1278	1	Bantam Books
1279	1	Knopf Doubleday Publishing Group
1280	1	Barnes &amp; Noble, Incorporated
1281	1	Little, Brown Book Group Limited
1282	1	Oxford University Press, Incorporated
1283	1	Random House Adult Trade Publishing Group
1284	1	Tantor Media Inc
1285	1	Dover Publications, Incorporated
1286	1	Scholastic, Incorporated
1287	1	Dorling Kindersley Publishing, Incorporated
1288	1	Random House Publishing Group
1289	1	Random House Children&#039;s Books
1290	1	Listening Library
1291	1	Random House Children&#039;s Books
1292	1	Grand Central Publishing
1293	1	DC Comics
1294	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1295	1	St Martins Pr
1296	1	Random House Publishing Group
1297	1	Dorling Kindersley Publishing, Incorporated
1298	1	Listening Library
1299	1	HarperCollins Publishers
1300	1	Hachette Audio
1301	1	McGraw-Hill Higher Education
1302	1	San Val, Incorporated
1303	1	CRW Publishing, Limited
1304	1	Simon &amp; Schuster
1305	1	Tantor Media Inc
1306	1	Simon &amp; Schuster Children&#039;s Publishing
1307	1	Blackstone Audio Inc
1308	1	Random House Large Print
1309	1	Penguin Group (USA) Incorporated
1310	1	Penguin Group USA
1311	1	Penguin Group (USA) Incorporated
1312	1	School Zone Publishing Company
1313	1	HarperCollins Publishers
1314	1	Random House Children&#039;s Books
1315	1	Random House Children&#039;s Books
1316	1	HarperCollins Publishers
1317	1	Random House Publishing Group
1318	1	Random House Publishing Group
1319	1	Knopf Doubleday Publishing Group
1320	1	Knopf Doubleday Publishing Group
1321	1	Doherty, Tom Associates, LLC
1322	1	Penguin Group (USA) Incorporated
1323	1	HarperCollins Publishers
1324	1	Random House Children&#039;s Books
1325	1	Sourcebooks, Incorporated
1326	1	Random House Publishing Group
1327	1	Penguin Group (USA) Incorporated
1328	1	Grand Central Publishing
1329	1	Grand Central Publishing
1330	1	Grand Central Publishing
1331	1	Penguin Group (USA) Incorporated
1332	1	Whitman, Albert &amp; Company
1333	1	St. Martin&#039;s Press
1334	1	Penguin Group (USA) Incorporated
1335	1	Thorndike Press
1336	1	Penguin Group USA
1337	1	Workman Publishing Company, Incorporated
1338	1	Knopf Doubleday Publishing Group
1339	1	HarperCollins Publishers
1340	1	Random House Information Group
1341	1	Merriam-Webster, Incorporated
1342	1	Da Capo Press, Incorporated
1343	1	St. Martin&#039;s Press
1344	1	St. Martin&#039;s Press
1345	1	St Martins Pr
1346	1	HarperCollins Publishers
1347	1	Disney Press
1348	1	Random House Publishing Group
1349	1	Knopf Doubleday Publishing Group
1350	1	Scholastic, Incorporated
1351	1	St. Martin&#039;s Press
1352	1	St Martins Pr
1353	1	Penguin Group (USA) Incorporated
1354	1	Penguin Group USA
1355	1	Penguin Group USA
1356	1	Hachette Audio
1357	1	HarperCollins Publishers
1358	1	Simon &amp; Schuster
1359	1	Carson-Dellosa Publishing, LLC
1360	1	Penguin Group (USA) Incorporated
1361	1	Tantor Media Inc
1362	1	St Martins Pr
1363	1	Knopf Doubleday Publishing Group
1364	1	Dorchester Publishing Company, Incorporated
1365	1	Candlewick Press
1366	1	Smithsonian Institution Press
1367	1	Grove/ Atlantic, Incorporated
1368	1	Grove/ Atlantic, Incorporated
1369	1	Hyperion Press
1370	1	Random House Children&#039;s Books
1371	1	Random House Children&#039;s Books
1372	1	Hyperion Press
1373	1	Scholastic, Incorporated
1374	1	Meadowbrook Press
1375	1	Holt, Henry &amp; Company
1376	1	Scholastic, Incorporated
1377	1	Grand Central Publishing
1378	1	Hachette Audio
1379	1	Simon &amp; Schuster
1380	1	Dover Publications, Incorporated
1381	1	Blackstone Audio Inc
1382	1	Penguin Group (USA) Incorporated
1383	1	Grand Central Publishing
1384	1	Little Brown &amp; Company
1385	1	HarperCollins Publishers
1386	1	Random House Publishing Group
1387	1	Gospel Light Publications
1388	1	Simon &amp; Schuster
1389	1	San Val, Incorporated
1390	1	St. Martin&#039;s Press
1391	1	Hachette Audio
1392	1	Little Brown &amp; Company
1393	1	HarperCollins Publishers
1394	1	Picador
1395	1	Random House Publishing Group
1396	1	Penguin Group (USA) Incorporated
1397	1	Dorling Kindersley Publishing, Incorporated
1398	1	Wiley, John &amp; Sons, Incorporated
1399	1	Hyperion Press
1400	1	Penguin Group (USA) Incorporated
1401	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1402	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1403	1	HarperCollins Publishers
1404	1	Penguin Group (USA) Incorporated
1405	1	Penguin Group (USA) Incorporated
1406	1	St. Martin&#039;s Press
1407	1	Penguin Group (USA) Incorporated
1408	1	Simon &amp; Schuster Children&#039;s Publishing
1409	1	Simon &amp; Schuster Childrens
1410	1	Tanglewood Press
1411	1	Random House Children&#039;s Books
1412	1	Random House Children&#039;s Books
1413	1	Random House Publishing Group
1414	1	HarperCollins Publishers
1415	1	HarperCollins Publishers
1416	1	Knopf Doubleday Publishing Group
1417	1	Knopf, Alfred A. Incorporated
1418	1	Holt, Henry &amp; Company
1419	1	St. Martin&#039;s Press
1420	1	Doherty, Tom Associates, LLC
1421	1	Grand Central Publishing
1422	1	Little, Brown Books for Young Readers
1423	1	Ann Arbor Media Group, LLC
1424	1	Doherty, Tom Associates, LLC
1425	1	Doherty, Tom Associates, LLC
1426	1	Random House Publishing Group
1427	1	Random House Publishing Group
1428	1	Penguin Group (USA) Incorporated
1429	1	Ann Arbor Media Group, LLC
1430	1	Penguin Group (USA) Incorporated
1431	1	HarperCollins Publishers
1432	1	HarperCollins Publishers
1433	1	Random House Publishing Group
1434	1	Viz Media
1435	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1436	1	Penguin Group (USA) Incorporated
1437	1	Amer Book Co
1438	1	Hay House, Incorporated
1439	1	Harlequin Enterprises, Limited
1440	1	Penguin Group (USA) Incorporated
1441	1	Random House Children&#039;s Books
1442	1	HarperCollins Publishers
1443	1	Wizards of the Coast
1444	1	Harlequin Enterprises, Limited
1445	1	Random House Publishing Group
1446	1	St Martins Pr
1447	1	Doherty, Tom Associates, LLC
1448	1	San Val, Incorporated
1449	1	HarperCollins Publishers
1450	1	Penguin Group (USA) Incorporated
1451	1	HarperCollins Publishers
1452	1	HarperCollins Publishers
1453	1	Scholastic, Incorporated
1454	1	HarperCollins Publishers
1455	1	Random House Children&#039;s Books
1456	1	Little Brown &amp; Company
1457	1	Little Brown &amp; Company
1458	1	Image Comics
1459	1	Hyperion Press
1460	1	Harlequin Enterprises, Limited
1461	1	Random House Children&#039;s Books
1462	1	Candlewick Press
1463	1	Hyperion Press
1464	1	HarperCollins Publishers
1465	1	Random House Children&#039;s Books
1466	1	Random House Children&#039;s Books
1467	1	Little Brown &amp; Company
1468	1	Little Brown &amp; Company
1469	1	Whitman Publishing LLC
1470	1	Candlewick Press
1471	1	Waldenbooks, Incorporated
1472	1	Random House Information Group
1473	1	Random House Children&#039;s Books
1474	1	Random House Children&#039;s Books
1475	1	Random House Publishing Group
1476	1	Grand Central Publishing
1477	1	Random House Children&#039;s Books
1478	1	Penguin Group (USA) Incorporated
1479	1	Crown Publishing Group
1480	1	HarperCollins Publishers
1481	1	Random House Children&#039;s Books
1482	1	Random House Children&#039;s Books
1483	1	Rodale Press, Incorporated
1484	1	Random House Publishing Group
1485	1	Random House
1486	1	Blackstone Audio Inc
1487	1	CRW Publishing, Limited
1488	1	Naxos AudioBooks, Limited
1489	1	Book Sales, Incorporated
1490	1	Longman Publishing Group
1491	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1492	1	Globe Fearon Educational Publishing
1493	1	Barron&#039;s Educational Series, Incorporated
1494	1	Candlewick Press
1495	1	Random House Publishing Group
1496	1	Simon &amp; Schuster
1497	1	Little, Brown Books for Young Readers
1498	1	Penguin Group (USA) Incorporated
1499	1	Random House Children&#039;s Books
1500	1	HarperCollins Publishers
1501	1	Penguin Group (USA) Incorporated
1502	1	Penguin Group (USA) Incorporated
1503	1	Viz Media
1504	1	Simon &amp; Schuster
1505	1	Simon &amp; Schuster, Incorporated
1506	1	HarperCollins Publishers
1507	1	Penguin Group USA
1508	1	HarperCollins Publishers
1509	1	Norton, W. W. &amp; Company, Incorporated
1510	1	Penguin Group (USA) Incorporated
1511	1	Penguin Group (USA) Incorporated
1512	1	Knopf Doubleday Publishing Group
1513	1	Nelson, Thomas Incorporated
1514	1	Oasis Audio
1515	1	Oasis Audio
1516	1	Nelson, Thomas Incorporated
1517	1	Penguin Group (USA) Incorporated
1518	1	HarperCollins Publishers
1519	1	Simon &amp; Schuster
1520	1	Simon &amp; Schuster
1521	1	Simon &amp; Schuster
1522	1	Scholastic, Incorporated
1523	1	Random House Publishing Group
1524	1	Random House, Incorporated
1525	1	Simon &amp; Schuster Children&#039;s Publishing
1526	1	Abrams
1527	1	Whitman Publishing LLC
1528	1	HarperCollins Publishers
1529	1	Random House Children&#039;s Books
1530	1	Random House Children&#039;s Books
1531	1	Random House Children&#039;s Books
1532	1	Viz Media
1533	1	HarperCollins Publishers
1534	1	Random House
1535	1	Random House Children&#039;s Books
1536	1	Random House Publishing Group
1537	1	HarperCollins Publishers
1538	1	Scholastic, Incorporated
1539	1	Dorling Kindersley Publishing, Incorporated
1540	1	Penguin Group (USA) Incorporated
1541	1	Tantor Media Inc
1542	1	Random House Publishing Group
1543	1	Random House Children&#039;s Books
1544	1	HarperCollins Publishers
1545	1	HarperCollins Publishers
1546	1	Harperaudio
1547	1	Random House Publishing Group
1548	1	HarperCollins Publishers
1549	1	HarperCollins Publishers
1550	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1551	1	Penguin Group (USA) Incorporated
1552	1	Penguin Group (USA) Incorporated
1553	1	Knopf Doubleday Publishing Group
1554	1	Random House Children&#039;s Books
1555	1	Wizards of the Coast
1556	1	Penguin Group (USA) Incorporated
1557	1	Bantam Books
1558	1	North-South Books, Incorporated
1559	1	Simon &amp; Schuster
1560	1	Random House
1561	1	Knopf Doubleday Publishing Group
1562	1	McGraw-Hill Companies, The
1563	1	HarperCollins Publishers
1564	1	Random House Children&#039;s Books
1565	1	TOKYOPOP, Incorporated
1566	1	Avalon Travel Publishing
1567	1	Houghton Mifflin Harcourt Trade &amp; Reference Publis
1568	1	Penguin Group (USA) Incorporated
1569	1	Random House Publishing Group
1570	1	Random House Publishing Group
1571	1	Grand Central Publishing
1572	1	Grand Central Publishing
1573	1	HarperCollins Publishers
1574	1	Simon &amp; Schuster
1575	1	Simon &amp; Schuster
1576	1	Simon &amp; Schuster
1577	1	Random House Publishing Group
1578	1	Holt, Henry &amp; Company
1579	1	Dover Publications, Incorporated
1580	1	Naxos of America, Incorporated
1581	1	Penguin Group (USA) Incorporated
1582	1	Penguin Group (USA) Incorporated
1583	1	Doherty, Tom Associates, LLC
1584	1	San Val, Incorporated
1585	1	Tantor Media Inc
1586	1	Random House Publishing Group
1587	1	Simon &amp; Schuster
1588	1	Tantor Media Inc
1589	1	San Val, Incorporated
1590	1	Random House Adult Trade Publishing Group
1591	1	HarperCollins Publishers
1592	1	Penguin Group (USA) Incorporated
1593	1	Da Capo Press, Incorporated
