book	booksamillion	publisher
0978	1	: For Dummies
0979	1	: Thomas Nelson Publishers
0980	1	: Faithwords
0981	1	: Pocket Star Books
0982	1	: For Dummies
0983	1	: Pocket Books
0984	1	: City Christian Publishing
0985	1	: Grand Central Publishing
0986	1	: Simon Pulse
0987	1	: HarperCollins
0988	1	: Pinnacle Books
0989	1	: Avon Books
0990	1	: Tyndale House Publishers
0991	1	: William Morrow & Company
0992	1	: Atria Books
0993	1	: For Dummies
0994	1	: Zondervan Publishing Company
0995	1	: Pocket Star Books
0996	1	: Simon & Schuster Audio
0997	1	: Nal Caliber
0998	1	: Avon Inspire
0999	1	: Dafina Books
1000	1	: Brava
1001	1	: Dial Press
1002	1	: Bantam
1003	1	: Marvel Comics
1004	1	: Heat
1005	1	: Villard Books
1006	1	: Random House Books for Young Readers
1007	1	: St. Martin's Press
1008	1	: Tor Books
1009	1	: Plume Books
1010	1	: Back Bay Books
1011	1	: Brilliance Corporation
1012	1	: Jove Books
1013	1	: HarperCollins
1014	1	: HarperCollins
1015	1	: BarnaBooks
1016	1	: Alfaguara
1017	1	: Warner Books
1018	1	: Waldman House Press
1019	1	: Random House Children's Books
1020	1	: Alfred A. Knopf
1021	1	: Random House Children's Books
1022	1	: William Morrow & Company
1023	1	: Thomas Nelson Publishers
1024	1	: Nal Obsidian Mystery
1025	1	: Berkley Praise
1026	1	: Harper Teen
1027	1	: Berkley
1028	1	: Ballantine Books
1029	1	: William Morrow & Company
1030	1	: Bantam
1031	1	: Hyperion Books for Children
1032	1	: Pocket Books
1033	1	: Faithwords
1034	1	: Zondervan Publishing Company
1035	1	: Harvest House Publishers
1036	1	: St. Martin's Press
1037	1	: Joanna Cotler Books
1038	1	: Aladdin Paperbacks
1039	1	: Random House Children's Books
1040	1	: Random House Children's Books
1041	1	: Silhouette Books
1042	1	: Random House (NY)
1043	1	: Benbella Books
1044	1	: Zebra
1045	1	: Berkley
1046	1	: Warner Books
1047	1	: Workman Publishing
1048	1	: DK Publishing (Dorling Kindersley)
1049	1	: Collins
1050	1	: Brilliance Corporation
1051	1	: Fleming H. Revell Company
1052	1	: Basic Books
1053	1	: St. Martin's Press
1054	1	: St. Martin's Griffin
1055	1	: Penguin Press
1056	1	: Broadway Books
1057	1	: Jove Books
1058	1	: Running Press Book Publishers
1059	1	: Merriam-Webster
1060	1	: Putnam Publishing Group
1061	1	: Abingdon Press
1062	1	: Regnery Publishing
1063	1	: Knopf Publishing Group
1064	1	: Frontline
1065	1	: Center Street
1066	1	: G. P. Putnam's Sons
1067	1	: Mira Books
1068	1	: Tor Books
1069	1	: Bethany House Publishers
1070	1	: Ballantine Books
1071	1	: Samhain Publishing
1072	1	: Rainbow Bridge Publishing (UT)
1073	1	: Penguin Books
1074	1	: Obsidian Mysteries
1075	1	: Houghton Mifflin Harcourt (HMH)
1076	1	: Farrar Straus Giroux
1077	1	: McGraw-Hill
1078	1	: Samhain Publishing
1079	1	: Obsidian Mysteries
1080	1	: Three Rivers Press (CA)
1081	1	: Leisure Books
1082	1	: Random House Books for Young Readers
1083	1	: Bantam Books
1084	1	: Princeton Review
1085	1	: Dafina Books
1086	1	: Aphrodisia
1087	1	: Viz Media
1088	1	: Penguin Audiobooks
1089	1	: Signet Book
1090	1	: Harper Teen
1091	1	: Pocket Star Books
1092	1	: William Morrow & Company
1093	1	: HarperTrophy
1094	1	: New Harbinger Publications
1095	1	: Puffin Books
1096	1	: Barron's Educational Series
1097	1	: Penguin Books
1098	1	: St. Martin's Press
1099	1	: Golden Books
1100	1	: Viking Books
1101	1	: Bethany House Publishers
1102	1	: Grosset & Dunlap
1103	1	: Simon Spotlight Entertainment
1104	1	: Avon Books
1105	1	: Springboard Press
1106	1	: B&H Publishing Group
1107	1	: Ace Books
1108	1	: Atria Books
1109	1	: Warner Books
1110	1	: William Morrow & Company
1111	1	: Jove Books
1112	1	: Grand Central Publishing
1113	1	: Pinnacle Books
1114	1	: Brilliance Corporation
1115	1	: Rodale Press
1116	1	: Shadow Mountain
1117	1	: Puffin Books
1118	1	: NavPress Publishing Group
1119	1	: NavPress Publishing Group
1120	1	: HarperTrophy
1121	1	: Broadway Business
1122	1	: Viking Books
1123	1	: Kimani Press
1124	1	: Pocket Books
1125	1	: Harper
1126	1	: Berkley Publishing Group
1127	1	: Berkley Publishing Group
1128	1	: Harper Perennial
1129	1	: Jove Books
1130	1	: St. Martin's Press
1131	1	: Multnomah Publishers
1132	1	: Warner Books
1133	1	: Lucas Books
1134	1	: Bantam
1135	1	: Signet Book
1136	1	: William Morrow & Company
1137	1	: Brilliance Corporation
1138	1	: Signet Book
1139	1	: Katherine Tegen Books
1140	1	: St. Martin's Press
1141	1	: Hay House
1142	1	: Random House Trade
1143	1	: Grosset & Dunlap
1144	1	: Guilford Publications
1145	1	: Berkley Publishing Group
1146	1	: Poppy Books
1147	1	: Berkley
1148	1	: Harlequin Books
1149	1	: One World
1150	1	: Houghton Mifflin Harcourt (HMH)
1151	1	: St. Martin's Press
1152	1	: Roc
1153	1	: Vintage Books USA
1154	1	: Variance Publishing LLC
1155	1	: Dial Press
1156	1	: Grand Central Pub
1157	1	: Scholastic Inc.
1158	1	: Touchstone Books
1159	1	: Multnomah Publishers
1160	1	: Simon & Schuster Children's Publishing
1161	1	: Pocket Books
1162	1	: Gold Eagle
1163	1	: Signet Classics
1164	1	: Bethany House Publishers
1165	1	: Hyperion Books
1166	1	: Signet Book
1167	1	: Berkley
1168	1	: Kimani Press
1169	1	: Jossey-Bass
1170	1	: Triple Crown Publications
1171	1	: Thomas Nelson Publishers
1172	1	: Berkley Publishing Group
1173	1	: Dover Publications
1174	1	: Bantam Classics
1175	1	: McGraw-Hill/Glencoe
1176	1	: Regnery Publishing
1177	1	: W. W. Norton & Company
1178	1	: Viz Media
1179	1	: Pinnacle Books
1180	1	: Signet Book
1181	1	: Little Brown and Company
1182	1	: Candlewick Press (MA)
1183	1	: St. Martin's Griffin
1184	1	: Viz Media
1185	1	: Free Press
1186	1	: Jove Books
1187	1	: Nelson Reference & Electronic Publishing
1188	1	: HarperTrophy
1189	1	: Multnomah Publishers
1190	1	: Viz Media
1191	1	: Viz Media
1192	1	: Gallery Press
1193	1	: Forge
1194	1	: For Dummies
1195	1	: House of Collectibles
1196	1	: Minotaur Books
1197	1	: Dell Publishing Company
1198	1	: Grand Central Publishing
1199	1	: John Wiley & Sons
1200	1	: Del Rey Books
1201	1	: St. Martin's Press
1202	1	: Simon Pulse
1203	1	: Voyager Paperbacks
1204	1	: Jove Books
1205	1	: Jove Books
1206	1	: Viking Books
1207	1	: Leisure Books
1208	1	: Anchor Books
1209	1	: Waterbrook Press
1210	1	: Dell Publishing Company
1211	1	: Atria Books
1212	1	: Washington Square Press
1213	1	: Wiley Publishing
1214	1	: Love Spell
1215	1	: Thomas Nelson Publishers
1216	1	: John Wiley & Sons
1217	1	: W. W. Norton & Company
1218	1	: Brilliance Audio
1219	1	: Mind Publishing Company
1220	1	: Poppy Books
1221	1	: Mariner Books
1222	1	: Elsevier Science Health Science div
1223	1	: Scribner Book Company
1224	1	: Scribner Book Company
1225	1	: Random House
1226	1	: Wizards of the Coast
1227	1	: GPP Travel
1228	1	: Yen Press
1229	1	: William Morrow & Company
1230	1	: For Dummies
1231	1	: Mira Books
1232	1	: Avon Books
1233	1	: Barbour Pub Inc
1234	1	: Saltriver
1235	1	: Tyndale House Publishers
1236	1	: Ballantine Books
1237	1	: Yearling Books
1238	1	: Atria Books
1239	1	: Harper
1240	1	: Amber-Allen Publishing
1241	1	: Aladdin Paperbacks
1242	1	: Dell Publishing Company
1243	1	: Ballantine Books
1244	1	: Mira Books
1245	1	: John Wiley & Sons
1246	1	: Touchstone Books
1247	1	: Simon & Schuster Children's Publishing
1248	1	: Santillana USA Publishing Company
1249	1	: Gallup Press
1250	1	: Atria Books
1251	1	: Chosen Books
1252	1	: Bantam Books
1253	1	: Hawks Flight & Association
1254	1	: Aladdin Paperbacks
1255	1	: Bantam Books
1256	1	: HarperTrophy
1257	1	: Atria Books
1258	1	: W. W. Norton & Company
1259	1	: Pocket Books
1260	1	: Viz Media
1261	1	: St. Martin's Griffin
1262	1	: Cornerstone
1263	1	: Hachette Audio
1264	1	: Little Brown and Company
1265	1	: Harper
1266	1	: Weinstein Books
1267	1	: Avon Books
1268	1	: Scholastic Paperbacks
1269	1	: Viking Books
1270	1	: Thomas Nelson Publishers
1271	1	: Little, Brown Books for Young Readers
1272	1	: Avon Books
1273	1	: Tor Books
1274	1	: Smart Pop
1275	1	: William Morrow & Company
1276	1	: Signet Book
1277	1	: Cedar Fort
1278	1	: Zebra
1279	1	: Center Street
1280	1	: Scribner Book Company
1281	1	: Berkley Trade Pub
1282	1	: St. Martin's Press
1283	1	: Little Brown and Company
1284	1	: Kensington Publishing Corporation
1285	1	: Harlequin Books
1286	1	: Kensington Pub Corp
1287	1	: Dell Publishing Company
1288	1	: Regnery Publishing
1289	1	: Picador USA
1290	1	: Counterpoint LLC
1291	1	: Yearling Books
1292	1	: Ballantine Books
1293	1	: Puffin Books
1294	1	: Signet Book
1295	1	: HarperCollins Publishers
1296	1	: Clarion Books
1297	1	: William Morrow & Company
1298	1	: Van Patten Publishing
1299	1	: Simon & Schuster Children's Publishing
1300	1	: Zondervan Publishing Company
1301	1	: Tyndale House Publishers
1302	1	: Simon & Schuster
1303	1	: William Morrow & Company
1304	1	: HarperAudio
1305	1	: Doubleday Books
1306	1	: Jossey-Bass
1307	1	: Dutton Books
1308	1	: Poppy Books
1309	1	: Viz Media
1310	1	: Collins
1311	1	: Heat
1312	1	: Signet Book
1313	1	: HarperEntertainment
1314	1	: Harper Teen
1315	1	: Berkley
1316	1	: Wizards of the Coast
1317	1	: Leisure Books
1318	1	: Pocket Star Books
1319	1	: Ballantine Books
1320	1	: Jove Books
1321	1	: Delacorte Press Books for Young Readers
1322	1	: Harper Perennial
1323	1	: Viz Media
1324	1	: Avon Books
1325	1	: Tantor Media
1326	1	: Wizards of the Coast
1327	1	: Berkley Sensations
1328	1	: One World
1329	1	: Blackstone Audiobooks
1330	1	: Metropolitan Books
1331	1	: Walker & Company
1332	1	: Princeton Review
1333	1	: St. Martin's Griffin
1334	1	: Feiwel & Friends
1335	1	: Minotaur Books
1336	1	: St. Martin's Press
1337	1	: Thomas Dunne Books
1338	1	: It Books
1339	1	: Ecco
1340	1	: HarperCollins
1341	1	: HarperCollins
1342	1	: Bantam
1343	1	: Holman Bibles
1344	1	: Jove Books
1345	1	: Mira Books
1346	1	: Frank Schaffer Publications
1347	1	: Tyndale House Publishers
1348	1	: Berkley Publishing Group
1349	1	: Harper Paperbacks
1350	1	: Dafina Books
1351	1	: St. Martin's Press
1352	1	: Vintage Books USA
1353	1	: Simon & Schuster
1354	1	: Signet Book
1355	1	: Chronicle Books
1356	1	: Wizards of the Coast
1357	1	: Clarkson N Potter Publishers
1358	1	: Random House Children's Books
1359	1	: Random House Children's Books
1360	1	: Realms
1361	1	: Berkley Sensations
1362	1	: Berkley Sensations
1363	1	: Anchor Books
1364	1	: Harper
1365	1	: Simon Spotlight
1366	1	: Pocket Star Books
1367	1	: Scholastic Inc.
1368	1	: Dell Publishing Company
1369	1	: Onyx Books
1370	1	: St. Martin's Press
1371	1	: Accord Publishing
1372	1	: TokyoPop
1373	1	: Berkley Trade Pub
1374	1	: Tyndale House Publishers
1375	1	: Three Rivers Press (CA)
1376	1	: For Dummies
1377	1	: Warner Vision
1378	1	: Zebra Books
1379	1	: Rutledge Hill Press
1380	1	: Christian Fellowship Publishers
1381	1	: HarperCollins Publishers
1382	1	: William Morrow & Company
1383	1	: Charisma House
1384	1	: Tyndale House Publishers
1385	1	: Smiley Books
1386	1	: Atria Books
1387	1	: Prima Games
1388	1	: Mira Books
1389	1	: Back Bay Books
1390	1	: Hay House
1391	1	: Barron's Educational Series
1392	1	: Teri Woods Publishing
1393	1	: Pocket Books
1394	1	: Bantam Books
1395	1	: Rainbow Bridge Publishing (UT)
1396	1	: Signet Classics
1397	1	: Vida Publishers
1398	1	: Cardoza Publishing
1399	1	: Avon Books
1400	1	: Tor Books
1401	1	: Warner Books
1402	1	: Baen Books
1403	1	: Houghton Mifflin Harcourt (HMH)
1404	1	: W. W. Norton & Company
1405	1	: Harper Teen
1406	1	: Thomas Nelson Publishers
1407	1	: Del Rey Books
1408	1	: HarperCollins
1409	1	: Hyperion Books
1410	1	: Pocket Star Books
1411	1	: Thorndike Press
1412	1	: Viz Media
1413	1	: Brava
1414	1	: Viking Books
1415	1	: Henry Holt & Company
1416	1	: Harper Perennial
1417	1	: Puffin Books
1418	1	: Chronicle Books
1419	1	: Putnam Publishing Group
1420	1	: Multnomah Publishers
1421	1	: Signet Book
1422	1	: Faithwords
1423	1	: Augsburg Fortress Publishers
1424	1	: Red Wagon Books
1425	1	: Random House Children's Books
1426	1	: Tor Books
1427	1	: Tor Books
1428	1	: Simon & Schuster Books for Young Readers
1429	1	: Faith Library Publications
1430	1	: Viking Books
1431	1	: Dutton Books
1432	1	: Pinnacle Books
1433	1	: Yen Press
1434	1	: Twelve
1435	1	: Ecco
1436	1	: Brilliance Corporation
1437	1	: Penguin Books
1438	1	: Thomas Nelson Publishers
1439	1	: Harlequin Books
1440	1	: Grand Central Publishing
1441	1	: Pocket Books
1442	1	: Signet Classics
1443	1	: HarperCollins Publishers
1444	1	: Nelson Books
1445	1	: Wiley Publishing
1446	1	: Vintage Books USA
1447	1	: American Girl Publishing Inc
1448	1	: Faithwords
1449	1	: Kenneth Hagin Ministries
1450	1	: McGraw-Hill
1451	1	: Simon & Schuster Books for Young Readers
1452	1	: Ballantine Books
1453	1	: Kimani Press
1454	1	: Scholastic Paperbacks
1455	1	: Grosset & Dunlap
1456	1	: Viz Media
1457	1	: St. Martin's Press
1458	1	: Random House (NY)
1459	1	: Vintage Books USA
1460	1	: Ballantine Books
1461	1	: Thomas Nelson Publishers
1462	1	: Thomas Nelson Publishers
1463	1	: Grand Central Publishing
1464	1	: Blue Sky Press (AZ)
1465	1	: Durban House Publishing
1466	1	: Signet Book
1467	1	: Plume Books
1468	1	: Howell Books
1469	1	: Focus on the Family Publishing
1470	1	: Multnomah Publishers
1471	1	: Tor Books
1472	1	: Berkley Publishing Group
1473	1	: GuidepostsBooks
1474	1	: Baen Books
1475	1	: Reader's Digest Association
1476	1	: Berkley
1477	1	: Ecco
1478	1	: Viz Media
1479	1	: Zebra
1480	1	: Wizards of the Coast
1481	1	: St. Martin's Press
1482	1	: Berkley Prime Crime
1483	1	: Multnomah Publishers
1484	1	: Douglas & McIntyre
1485	1	: Harvest House Publishers
1486	1	: Berkley Publishing Group
1487	1	: Random House Books for Young Readers
1488	1	: Signet Book
1489	1	: Paizo Publishing
1490	1	: DK Publishing (Dorling Kindersley)
1491	1	: Samhain Publishing
1492	1	: Avery Publishing Group
1493	1	: Regnery Publishing
1494	1	: Mira Books
1495	1	: Kaplan Publishing
1496	1	: Random House Books for Young Readers
1497	1	: Forever
1498	1	: Simon & Schuster
1499	1	: Signet Book
1500	1	: Picador USA
1501	1	: Pocket Books
1502	1	: Gallup Press
1503	1	: Mariner Books
1504	1	: Faithwords
1505	1	: Aladdin Paperbacks
1506	1	: Random House Children's Books
1507	1	: Anchor Books
1508	1	: Free Press
1509	1	: Signet Book
1510	1	: Thomas Nelson Publishers
1511	1	: Harper Teen
1512	1	: Talentsmart
1513	1	: Sasquatch Books
1514	1	: Touchstone Books
1515	1	: Harper Perennial
1516	1	: Harper
1517	1	: Doubleday Religion
1518	1	: Visual
1519	1	: Baby Einstein
1520	1	: Random House
1521	1	: Forge
1522	1	: Jove Books
1523	1	: Ballantine Books
1524	1	: Jove Books
1525	1	: Hyperion Books
1526	1	: Adams Media Corporation
1527	1	: For Dummies
1528	1	: Pocket Books
1529	1	: Brilliance Corporation
1530	1	: Orbit
1531	1	: St. Martin's Griffin
1532	1	: Yen Press
1533	1	: Milady Publishing
1534	1	: John Wiley & Sons
1535	1	: Hay House
1536	1	: Three Rivers Press (CA)
1537	1	: Hachette Audio
1538	1	: IVP Books
1539	1	: Marvel Comics
1540	1	: Harper
1541	1	: Doubleday Books
1542	1	: Puffin Books
1543	1	: Viz Media
1544	1	: Signet Book
1545	1	: Atheneum Books
1546	1	: Berkley Publishing Group
1547	1	: Thomas Nelson Publishers
1548	1	: Signet Book
1549	1	: Clarion Books
1550	1	: Bantam
1551	1	: IDW Publishing
1552	1	: Mira Books
1553	1	: Delacorte Press Books for Young Readers
1554	1	: Dell Publishing Company
1555	1	: Pocket Books
1556	1	: Triumph Books (IL)
1557	1	: Avon Books
1558	1	: Image Comics
1559	1	: Candlewick Press (MA)
1560	1	: Greenwillow Books
1561	1	: Berkley
1562	1	: Atria Books
1563	1	: Pogue Press
1564	1	: Forever
1565	1	: Bantam Books
1566	1	: Thomas Nelson Publishers
1567	1	: Grand Central Publishing
1568	1	: Three Rivers Press (CA)
1569	1	: Berkley Prime Crime
1570	1	: Pinnacle Books
1571	1	: Dell Publishing Company
1572	1	: Voice
1573	1	: Tyndale House Publishers
1574	1	: Ballantine Books
1575	1	: Scribner Book Company
1576	1	: Portfolio
1577	1	: St. Martin's Griffin
1578	1	: John Wiley & Sons Inc
1579	1	: Tyndale House Publishers
1580	1	: Pocket Books
1581	1	: Carson Dellosa Pub Co Inc
1582	1	: One World
1583	1	: Anchor Books
1584	1	: Lampo Group Inc
1585	1	: Pocket Books
1586	1	: Delacorte Press Books for Young Readers
1587	1	: Random House Books for Young Readers
1588	1	: HarperAudio
1589	1	: Random House Large Print Publishing
1590	1	: Viz Media
1591	1	: Katherine Tegen Books
1592	1	: Aphrodisia
1593	1	: Thomas Nelson Publishers
1594	1	: Harvest House Publishers
1595	1	: Aladdin Paperbacks
1596	1	: DK Publishing (Dorling Kindersley)
1597	1	: Broadway Books
1598	1	: John Wiley & Sons
1599	1	: HarperCollins
1600	1	: Tyndale House Publishers
1601	1	: Delacorte Press
1602	1	: W Publishing Group
1603	1	: Brilliance Audio
1604	1	: Little Brown and Company
1605	1	: Whitman Publishing
1606	1	: Chicken Soup for the Soul
1607	1	: Random House Large Print Publishing
1608	1	: Ballantine Books
1609	1	: St. Martin's Press
1610	1	: Del Rey Books
1611	1	: Tor Books
1612	1	: Simon & Schuster
1613	1	: Puffin Books
1614	1	: Aladdin Paperbacks
1615	1	: Zondervan Publishing Company
1616	1	: Little, Brown Books for Young Readers
1617	1	: Robert Rose
1618	1	: Ballantine Books
1619	1	: HarperTorch
1620	1	: Atheneum Books
1621	1	: Shoes and Ships and Sealing Wax.
1622	1	: Usborne Books
1623	1	: Poppy Books
1624	1	: Scholastic
1625	1	: Ballantine Books
1626	1	: Ballantine Books
1627	1	: Bantam
1628	1	: Back Bay Books
1629	1	: Plume Books
1630	1	: Doubleday Books
1631	1	: Penguin Books
1632	1	: Viking Press
1633	1	: Random House Children's Books
1634	1	: Thomas Nelson Publishers
1635	1	: Sixth & Spring Books
1636	1	: Night Shade Books
1637	1	: Simon & Schuster
1638	1	: Zebra
1639	1	: Marvel Comics
1640	1	: Bethany House Publishers
1641	1	: Scholastic Inc.
1642	1	: Orchard Books
1643	1	: Signet Book
1644	1	: Signet Book
1645	1	: Harlequin Books
1646	1	: Harlequin
1647	1	: Zondervan
1648	1	: Zondervan
1649	1	: Harper
1650	1	: Harper
1651	1	: Dell Publishing Company
1652	1	: Harper
1653	1	: College Board
1654	1	: Mira Books
1655	1	: Houghton Mifflin Harcourt (HMH)
1656	1	: DK Publishing (Dorling Kindersley)
1657	1	: JIST Works
1658	1	: Stewart, Tabori, & Chang
1659	1	: Berkley
1660	1	: Berkley Publishing Group
1661	1	: Ballantine Books
1662	1	: Bethany House Publishers
1663	1	: Avon Books
1664	1	: Yearling Books
1665	1	: Jove Books
1666	1	: Avon Books
1667	1	: Star Trek
1668	1	: Experiment
1669	1	: Tor Books
1670	1	: Del Rey Books
1671	1	: Games Workshop
1672	1	: Leisure Books
1673	1	: Putnam Adult
1674	1	: Anchor Books
1675	1	: American Girl Publishing Inc
1676	1	: Ballantine Books
1677	1	: Philomel Books
1678	1	: Dutton Children's Books
1679	1	: For Dummies
1680	1	: Simon Pulse
1681	1	: Pocket Books
1682	1	: Kensington Publishing Corporation
1683	1	: Candlewick Press (MA)
1684	1	: Viz Media
1685	1	: Bantam Books
1686	1	: Berkley Publishing Group
1687	1	: DK Publishing (Dorling Kindersley)
1688	1	: Harper
1689	1	: Ballantine Books
1690	1	: Touchstone Books
1691	1	: Crimeline
1692	1	: Tantor Media
1693	1	: Amulet Books
1694	1	: Eos
1695	1	: Dell Publishing Company
1696	1	: Spectra Books
1697	1	: Scholastic Paperbacks
1698	1	: Grand Central Publishing
1699	1	: Thomas Nelson Publishers
1700	1	: St. Martin's Press
1701	1	: Andrews McMeel Publishing
1702	1	: Random House Disney
1703	1	: Love Spell
1704	1	: Anchor Books
1705	1	: Ballantine Books
1706	1	: Waterbrook Press
1707	1	: Brilliance Corporation
1708	1	: Berkley Trade Pub
1709	1	: Harvest Books
1710	1	: Berkley Publishing Group
1711	1	: Aphrodisia
1712	1	: Jove Books
1713	1	: Ballantine Books
1714	1	: Vanguard Press
1715	1	: Square Fish
1716	1	: Running Press Book Publishers
1717	1	: Avon Books
1718	1	: Berkley Publishing Group
1719	1	: Simon & Schuster Children's Publishing
1720	1	: Mariner Books
1721	1	: Nelson Bibles
1722	1	: Monarch Books
1723	1	: Avon Books
1724	1	: Laurel Leaf Library
1725	1	: Random House Children's Books
1726	1	: Grove/Atlantic
1727	1	: Bantam Classics
1728	1	: Golden Books
1729	1	: Fleming H. Revell Company
1730	1	: Bethany House Publishers
1731	1	: Avon a
1732	1	: Rodale Press
1733	1	: Razorbill
1734	1	: Jeremy P. Tarcher
1735	1	: Putnam Publishing Group
1736	1	: Mira Books
1737	1	: Zebra
1738	1	: Zebra
1739	1	: Avon a
1740	1	: Harper
1741	1	: Skyhorse Publishing
1742	1	: Berkley
1743	1	: Gallery Books
1744	1	: Scribner Book Company
1745	1	: Harper Teen
1746	1	: Scholastic Paperbacks
1747	1	: Zondervan
1748	1	: Little Brown and Company
1749	1	: Simon & Schuster
1750	1	: Simon & Schuster
1751	1	: Grand Central Publishing
1752	1	: Encounter Books
1753	1	: Health Communications
1754	1	: Berkley Trade Pub
1755	1	: Broadway Books
1756	1	: Broadway Books
1757	1	: HarperCollins Publishers
1758	1	: For Dummies
1759	1	: LB Kids
1760	1	: Jove Books
1761	1	: Tommy Nelson
1762	1	: Workman Publishing
1763	1	: Simon & Schuster
1764	1	: St. Martin's Griffin
1765	1	: Simon & Schuster Audio
1766	1	: Villard Books
1767	1	: W. W. Norton & Company
1768	1	: Pineapple Press
1769	1	: Wizards of the Coast
1770	1	: Rodale Press
1771	1	: For Dummies
1772	1	: Dutton Books
1773	1	: Penguin Books
1774	1	: Avon Books
1775	1	: Dark Horse Comics
1776	1	: Charisma House
1777	1	: Little Brown and Company
1778	1	: Eos
1779	1	: William Morrow & Company
1780	1	: Del Rey Books
1781	1	: Kaplan Publishing
1782	1	: Avon Books
1783	1	: Atria Books
1784	1	: Ballantine Books
1785	1	: Grand Central Publishing
1786	1	: Marlowe & Company
1787	1	: Doubleday Books
1788	1	: Speak
1789	1	: Penguin Books
1790	1	: Pocket Books
1791	1	: Dover Publications
1792	1	: Avon Books
1793	1	: Pelican Publishing Company
1794	1	: Dell Publishing Company
1795	1	: Pocket Books
1796	1	: Noonday Press
1797	1	: Random House Children's Books
1798	1	: Pocket Star Books
1799	1	: Pocket Books
1800	1	: Simon Pulse
1801	1	: Aquamarine
1802	1	: Mariner Books
1803	1	: Knopf Publishing Group
1804	1	: Scholastic Paperbacks
1805	1	: Oxmoor House
1806	1	: Metropolitan Books
1807	1	: DK Publishing (Dorling Kindersley)
1808	1	: Three Rivers Press (CA)
1809	1	: HarperCollins
1810	1	: Ballantine Books
1811	1	: Penguin Books
1812	1	: Eos
1813	1	: Samhain Publishing
1814	1	: Pocket Books
1815	1	: Bethany House Publishers
1816	1	: Puffin Books
1817	1	: Grosset & Dunlap
1818	1	: Wiley Publishing
1819	1	: Ballantine Books
1820	1	: Berkley Publishing Group
1821	1	: Dell Publishing Company
1822	1	: Love Spell
1823	1	: Warner Books
1824	1	: Touchstone Books
1825	1	: Ballantine Books
1826	1	: Bantam Books
1827	1	: Simon Pulse
1828	1	: Wharton School Publishing
1829	1	: Penguin Press
1830	1	: Oxford University Press
1831	1	: Love Spell
1832	1	: Simon & Schuster
1833	1	: Viz Media
1834	1	: Penguin Press
1835	1	: St. Martin's Press
1836	1	: Amulet Books
1837	1	: Harper
1838	1	: Northfield Publishers
1839	1	: G. P. Putnam's Sons
1840	1	: Avon Books
1841	1	: Hyperion Books for Children
1842	1	: DK Publishing (Dorling Kindersley)
1843	1	: Grand Central Publishing
1844	1	: Puffin Books
1845	1	: Signet Book
1846	1	: Random House Books for Young Readers
1847	1	: Warner Books
1848	1	: Signet Classics
1849	1	: Ozark Press, LLC
1850	1	: Blue Sky Press (AZ)
1851	1	: Doubleday Religion
1852	1	: Bantam Books
1853	1	: Pocket Books
1854	1	: Amber-Allen Publishing
1855	1	: Berkley
1856	1	: Bethany House Publishers
1857	1	: Scribner Book Company
1858	1	: Signet Book
1859	1	: iUniverse.com
1860	1	: Scholastic Paperbacks
1861	1	: Zebra
1862	1	: Watson-Guptill Publications
1863	1	: Roc
1864	1	: Random House Audio
1865	1	: Brilliance Corporation
1866	1	: Harlequin Books
1867	1	: Charisma House
1868	1	: Kensington Publishing Corporation
1869	1	: Wizards of the Coast
1870	1	: Tor Books
1871	1	: Broadway Books
1872	1	: Brighter Child
1873	1	: Harvest House Publishers
1874	1	: Crown Publishing Group (NY)
1875	1	: Hachette Audio
1876	1	: W. W. Norton & Company
1877	1	: Algonquin Books of Chapel Hill
1878	1	: Disney Editions
1879	1	: Random House Audio
1880	1	: William Morrow Cookbooks
1881	1	: Zebra
1882	1	: Scribner Book Company
1883	1	: Shaye Areheart Books
1884	1	: PublicAffairs
1885	1	: Artisan Publishers
1886	1	: St. Martin's Press
1887	1	: Harper
1888	1	: Clarion Books
1889	1	: Kimani Press
1890	1	: Frank Schaffer Publications
1891	1	: Little Simon
1892	1	: Zondervan Publishing Company
1893	1	: Multnomah Publishers
1894	1	: Random House (NY)
1895	1	: Simon & Schuster
1896	1	: Little, Brown Young Readers
1897	1	: Aladdin Paperbacks
1898	1	: Delta
1899	1	: Adams Media Corporation
1900	1	: Aladdin Paperbacks
1901	1	: Ballantine Books
1902	1	: Little Brown and Company
1903	1	: St. Martin's Press
1904	1	: Harlequin Books
1905	1	: Ballantine Books
1906	1	: Penguin Audiobooks
1907	1	: Wizards of the Coast
1908	1	: Simon Spotlight Entertainment
1909	1	: Harperstudio
1910	1	: Penguin Audiobooks
1911	1	: Ace Books
1912	1	: Perseus Books Group
1913	1	: Samhain Publishing
1914	1	: Pocket Books
1915	1	: Signet Book
1916	1	: Yearling Books
1917	1	: Puffin Books
1918	1	: Square Fish
1919	1	: Speak
1920	1	: Ballantine Books
1921	1	: Random House Books for Young Readers
1922	1	: Yearling Books
1923	1	: Delacorte Press
1924	1	: Vintage Books USA
1925	1	: Harvest House Publishers
1926	1	: DK Publishing (Dorling Kindersley)
1927	1	: Zondervan Publishing Company
1928	1	: Regnery Publishing
1929	1	: Brilliance Audio
1930	1	: Spiegel & Grau
1931	1	: Zondervan
1932	1	: Shambhala Publications
1933	1	: Viz Media
1934	1	: Simon Scribbles
1935	1	: Marvel Comics
1936	1	: Candlewick Press (MA)
1937	1	: Princeton Review
1938	1	: Princeton Review
1939	1	: Harlequin
1940	1	: Minotaur Books
1941	1	: St. Martin's Griffin
1942	1	: BarnaBooks
