book	barnesandnoble	isbn_13
1268	1	9781416569848
1269	1	9781423116189
1270	1	9781437647532
1271	1	9780961527969
1272	1	9780451230096
1273	1	9781599950815
1274	1	9781616862206
1275	1	9780307476043
1276	1	9780787954031
1277	1	9781416599180
1278	1	9780312984823
1279	1	9781580890618
1280	1	9780312363758
1281	1	9781416524809
1282	1	9781605295398
1283	1	9780307468376
1284	1	9781416533177
1285	1	9780310242826
1286	1	9780061149825
1287	1	9780440225706
1288	1	9780375806155
1289	1	9780345518859
1290	1	9780515132021
1291	1	9780425233290
1292	1	9781416535607
1293	1	9781603916707
1294	1	9781592334155
1295	1	9780679781493
1296	1	9780380724253
1297	1	9781878424426
1298	1	9781419552199
1299	1	9780307119421
1300	1	9780375429101
1301	1	9780440244240
1302	1	9780064434508
1303	1	9780375725784
1304	1	9780547003030
1305	1	9780440228387
1306	1	9780545110280
1307	1	9780199548415
1308	1	9780743262781
1309	1	9780641671326
1310	1	9781416584407
1311	1	9780446581349
1312	1	9781604690651
1313	1	9780060892173
1314	1	9780688114497
1315	1	9781422177693
1316	1	9780385531542
1317	1	9780064407694
1318	1	9780312325770
1319	1	9780071437929
1320	1	9780743261678
1321	1	9781616847753
1322	1	9781593155841
1323	1	9780764152320
1324	1	9781416540427
1325	1	9781439153017
1326	1	9780061807282
1327	1	9780385302302
1328	1	9780471786887
1329	1	9781401911867
1330	1	9781590306345
1331	1	9780310903338
1332	1	9781606840597
1333	1	9781439130834
1334	1	9781593081645
1335	1	9780743422741
1336	1	9780545040419
1337	1	9780743234900
1338	1	9780061732324
1339	1	9780425217214
1340	1	9780061288869
1341	1	9780385721813
1342	1	9780312373511
1343	1	9781593082666
1344	1	9780141180977
1345	1	9780061448782
1346	1	9780440246015
1347	1	9780373774388
1348	1	9780764140532
1349	1	9781616879792
1350	1	9780451527103
1351	1	9780689711039
1352	1	9780814472828
1353	1	9780679751526
1354	1	9780553275858
1355	1	9780763628918
1356	1	9780385751834
1357	1	9780743294263
1358	1	9780393319293
1359	1	9780385751896
1360	1	9780446613446
1361	1	9780821775899
1362	1	9780312602383
1363	1	9780316605106
1364	1	9780142400760
1365	1	9780449214923
1366	1	9781593082529
1367	1	9781615542000
1368	1	9780689842092
1369	1	9780061690389
1370	1	9780545160650
1371	1	9781601620774
1372	1	9781404187719
1373	1	9780439372947
1374	1	9780399155710
1375	1	9780688163174
1376	1	9781615513970
1377	1	9781423121282
1378	1	9780060755539
1379	1	9780374298913
1380	1	9780307237699
1381	1	9780810983557
1382	1	9780810984875
1383	1	9780811705509
1384	1	9781435109919
1385	1	9781437702590
1386	1	9780394800295
1387	1	9781414335858
1388	1	9780805089257
1389	1	9781615545643
1390	1	9781843104810
1391	1	9781616795597
1392	1	9780767931366
1393	1	9780758235268
1394	1	9780394800028
1395	1	9781416978916
1396	1	9780061961359
1397	1	9780446559287
1398	1	9780345479242
1399	1	9781594744440
1400	1	9780307463777
1401	1	9781400066513
1402	1	9780375846151
1403	1	9781616846312
1404	1	9780451531049
1405	1	9780778328681
1406	1	9780826412768
1407	1	9780323056298
1408	1	9781582975795
1409	1	9781416542742
1410	1	9780758231994
1411	1	9781400079278
1412	1	9780425224953
1413	1	9781416602842
1414	1	9780758242662
1415	1	9780440413790
1416	1	9780312427658
1417	1	9780553381535
1418	1	9780060516406
1419	1	9780061801266
1420	1	9780981461007
1421	1	9780743477109
1422	1	9781571107824
1423	1	9780142410271
1424	1	9781615599974
1425	1	9780743272490
1426	1	9780345476036
1427	1	9781616823931
1428	1	9780373248674
1429	1	9780877798514
1430	1	9781593082567
1431	1	9780312421700
1432	1	9781587613456
1433	1	9780142410356
1434	1	9780553589108
1435	1	9780061161704
1436	1	9780307451323
1437	1	9780981956725
1438	1	9780060193393
1439	1	9781592405268
1440	1	9780465022519
1441	1	9781600783593
1442	1	9781594488801
1443	1	9780785138136
1444	1	9780061718175
1445	1	9780385523868
1446	1	9781557048639
1447	1	9781411402867
1448	1	9780525951131
1449	1	9781582340821
1450	1	9780307408433
1451	1	9780374399498
1452	1	9781615542994
1453	1	9780740740527
1454	1	9780877795797
1455	1	9780670021413
1456	1	9781616880897
1457	1	9780738213668
1458	1	9780679414445
1459	1	9780316041447
1460	1	9780345443601
1461	1	9780440240990
1462	1	9780440240983
1463	1	9781608296965
1464	1	9780446618762
1465	1	9781615511235
1466	1	9780689810015
1467	1	9781598801866
1468	1	9781416535621
1469	1	9781435110885
1470	1	9780743436748
1471	1	9780060520625
1472	1	9780312944506
1473	1	9780375837289
1474	1	9780380709182
1475	1	9780395137192
1476	1	9780380727698
1477	1	9780380799008
1478	1	9781439811412
1479	1	9781592983308
1480	1	9781593082499
1481	1	9780545133616
1482	1	9780375708114
1483	1	9780679735779
1484	1	9781599903484
1485	1	9780316036238
1486	1	9780641965012
1487	1	9781594202308
1488	1	9781615524969
1489	1	9780345484178
1490	1	9781615543052
1491	1	9780688044022
1492	1	9780687465552
1493	1	9780439777339
1494	1	9780312561024
1495	1	9781878424501
1496	1	9780060734923
1497	1	9780060528423
1498	1	9780375826689
1499	1	9780399254420
1500	1	9781400044276
1501	1	9781595629982
1502	1	9781616805562
1503	1	9780641983665
1504	1	9780070511132
1505	1	9780312573720
1506	1	9781932319675
1507	1	9780674036345
1508	1	9780307409065
1509	1	9780803733060
1510	1	9780312576981
1511	1	9781931543163
1512	1	9780071592086
1513	1	9781616851675
1514	1	9780810943247
1515	1	9780345517920
1516	1	9780800719128
1517	1	9780071638944
1518	1	9780061450990
1519	1	9780073379616
1520	1	9781593083625
1521	1	9780140231700
1522	1	9780553256697
1523	1	9780735626652
1524	1	9780061896750
1525	1	9780800732516
1526	1	9781615609918
1527	1	9780345511133
1528	1	9780323039543
1529	1	9780345518767
1530	1	9780446360852
1531	1	9780764140518
1532	1	9780060521226
1533	1	9780759529687
1534	1	9780758234308
1535	1	9780375802928
1536	1	9781572246904
1537	1	9780425206096
1538	1	9780380820887
1539	1	9781400031870
1540	1	9780471782797
1541	1	9780440403272
1542	1	9780060577360
1543	1	9781416602279
1544	1	9780307338402
1545	1	9780738213804
1546	1	9781582120980
1547	1	9780345497499
1548	1	9780756628659
1549	1	9781615579747
1550	1	9781585426591
1551	1	9781615540372
1552	1	9781426201257
1553	1	9780310803065
1554	1	9780230619142
1555	1	9780446520942
1556	1	9781416994060
1557	1	9780307346582
1558	1	9780641917820
1559	1	9780785202585
1560	1	9781435122680
1561	1	9780312570767
1562	1	9781590173206
1563	1	9780787951726
1564	1	9780756603656
1565	1	9780470505144
1566	1	9781416938866
1567	1	9781439133811
1568	1	9781416599531
1569	1	9780385496599
1570	1	9780760783931
1571	1	9781400280162
1572	1	9781592332281
1573	1	9781616882914
1574	1	9780969419495
1575	1	9780142004333
1576	1	9780425197486
1577	1	9780425212066
1578	1	9781416046639
1579	1	9780345453747
1580	1	9781598802832
1581	1	9780385517256
1582	1	9780812548099
1583	1	9780743424424
1584	1	9781594869129
1585	1	9780446615631
1586	1	9780425208847
1587	1	9781435110892
1588	1	9781416550341
1589	1	9780060507022
1590	1	9780312380205
1591	1	9780312599539
1592	1	9781593080464
1593	1	9781439153178
1594	1	9780515146998
1595	1	9781575666280
1596	1	9781580080378
1597	1	9780393324822
1598	1	9780440242000
1599	1	9780060652388
1600	1	9780205408436
1601	1	9780152047702
1602	1	9781615591640
1603	1	9780743247535
1604	1	9781412771443
1605	1	9780618919758
1606	1	9781400064946
1607	1	9781616889838
1608	1	9780061894084
1609	1	9780316034029
1610	1	9780394805757
1611	1	9781615581610
1612	1	9781615557875
1613	1	9780345496898
1614	1	9780760738092
1615	1	9780765319746
1616	1	9781588167446
1617	1	9780446540025
1618	1	9780394800813
1619	1	9781416054689
1620	1	9780767904520
1621	1	9781892951458
1622	1	9780375504617
1623	1	9781935071105
1624	1	9780446539753
1625	1	9781616801151
1626	1	9781435120587
1627	1	9780399247187
1628	1	9780881508468
1629	1	9780300155334
1630	1	9780618428588
1631	1	9780979923890
1632	1	9781416949299
1633	1	9780375425141
1634	1	9780736929493
1635	1	9780805083392
1636	1	9780778328537
1637	1	9780345337665
1638	1	9780452288522
1639	1	9780812979916
1640	1	9780553380163
1641	1	9780738714844
1642	1	9780743422734
1643	1	9781401341138
1644	1	9781615547425
1645	1	9780470453513
1646	1	9780312971342
1647	1	9780758241283
1648	1	9780871203427
1649	1	9780064400855
1650	1	9780312939434
1651	1	9780142414354
1652	1	9780142001615
1653	1	9781933771830
1654	1	9780671869205
1655	1	9780060845476
1656	1	9780759529519
1657	1	9780425181461
1658	1	9780312446987
1659	1	9780689845246
1660	1	9781593082833
1661	1	9780764135774
1662	1	9780452262546
1663	1	9781616795528
1664	1	9780785266495
1665	1	9781416935407
1666	1	9781615539741
1667	1	9781401323585
1668	1	9781416024507
1669	1	9780641937446
1670	1	9781596430693
1671	1	9780307272799
1672	1	9780061459351
1673	1	9780375825385
1674	1	9780060842352
1675	1	9780495506195
1676	1	9781437672138
1677	1	9780439639040
1678	1	9781615523429
1679	1	9780756639990
1680	1	9780760758151
1681	1	9781615522330
1682	1	9781565126831
1683	1	9781439141632
1684	1	9780307464606
1685	1	9781402713187
1686	1	9781402725340
1687	1	9780761150794
1688	1	9780803733404
1689	1	9781423125266
1690	1	9780393062557
1691	1	9780375845017
1692	1	9781416979760
1693	1	9781565124998
1694	1	9781439108932
1695	1	9780374114305
1696	1	9780061864155
1697	1	9781416960959
1698	1	9780312490478
1699	1	9780553208849
1700	1	9780689866852
1701	1	9781595142528
1702	1	9780826317971
1703	1	9780441014897
1704	1	9780060525651
1705	1	9780380709120
1706	1	9780425183977
1707	1	9780373773589
1708	1	9780061895067
1709	1	9780425232231
1710	1	9780142000908
1711	1	9781593080563
1712	1	9780307468055
1713	1	9781590527153
1714	1	9780061230912
1715	1	9780380709540
1716	1	9780142401767
1717	1	9780679890508
1718	1	9780679883395
1719	1	9781571984845
1720	1	9780312945817
1721	1	9780553213133
1722	1	9781416034926
1723	1	9780143036531
1724	1	9781416947950
1725	1	9781416914198
1726	1	9780425220603
1727	1	9780760773864
1728	1	9780060859725
1729	1	9780553591644
1730	1	9780451529305
1731	1	9780743234801
1732	1	9780671791544
1733	1	9781401918828
1734	1	9780451167712
1735	1	9781584799122
1736	1	9781615558070
1737	1	9781616798840
1738	1	9781616876500
1739	1	9780743270489
1740	1	9780060255008
1741	1	9780374278175
1742	1	9781615604838
1743	1	9780060828394
1744	1	9780060899196
1745	1	9780307458049
1746	1	9780763615765
1747	1	9781439197516
1748	1	9780385524698
1749	1	9781588167606
1750	1	9781615526192
1751	1	9781615593859
1752	1	9780385302319
1753	1	9780439895293
1754	1	9780735626058
1755	1	9780131421134
1756	1	9780641823299
1757	1	9781578512546
1758	1	9780399237171
1759	1	9780849921483
1760	1	9780312498726
1761	1	9780394842509
1762	1	9780440246077
1763	1	9780060511111
1764	1	9781416994626
1765	1	9780425234723
1766	1	9780385333214
1767	1	9780440245421
1768	1	9780425230619
1769	1	9781576755846
1770	1	9780307277459
1771	1	9780743436786
1772	1	9780553289428
1773	1	9781616889241
1774	1	9781436371650
1775	1	9780060741044
1776	1	9780553588477
1777	1	9781616848330
1778	1	9780307276766
1779	1	9780141439471
1780	1	9780440244226
1781	1	9781892005038
1782	1	9781595542304
1783	1	9780486456768
1784	1	9780142419106
1785	1	9780679732242
1786	1	9780425206867
1787	1	9780812542837
1788	1	9780312369699
1789	1	9780385521338
1790	1	9781615601882
1791	1	9780394822860
1792	1	9780679450818
1793	1	9780446540445
1794	1	9780345491169
1795	1	9781592405220
1796	1	9780152063900
1797	1	9780763636449
1798	1	9780061721717
1799	1	9781846072000
1800	1	9780316068680
1801	1	9780307995032
1802	1	9780061733178
1803	1	9780982207727
1804	1	9780152881832
1805	1	9780061363047
1806	1	9781616861421
1807	1	9781416580522
1808	1	9781416927181
1809	1	9780061449482
1810	1	9780545051644
1811	1	9780515130966
1812	1	9780316033657
1813	1	9780553584028
1814	1	9780425207222
1815	1	9781416500407
1816	1	9780874477726
1817	1	9780439405577
1818	1	9781423104018
1819	1	9780373210046
1820	1	9781416550211
1821	1	9780393964585
1822	1	9780765324016
1823	1	9780060564674
1824	1	9781593081164
1825	1	9780345509079
1826	1	9781595142511
1827	1	9781843106692
1828	1	9780786839179
1829	1	9780312367466
1830	1	9781411498808
1831	1	9780061667855
1832	1	9780821779835
1833	1	9780446559805
1834	1	9780743443951
1835	1	9780064403825
1836	1	9780373773640
1837	1	9780778328612
1838	1	9780374174781
1839	1	9781591143161
1840	1	9780736421515
1841	1	9780553804966
1842	1	9780758611215
1843	1	9781615593743
1844	1	9780061924071
1845	1	9781930332836
1846	1	9780395071229
1847	1	9780312652913
1848	1	9781593083830
1849	1	9780786954902
1850	1	9780757306587
1851	1	9780803612471
1852	1	9780307592828
1853	1	9780307719546
1854	1	9781402714597
1855	1	9780399245114
1856	1	9780061771040
1857	1	9781401359348
1858	1	9781590387429
1859	1	9781615602827
1860	1	9780736427098
1861	1	9780060542382
1862	1	9781435115620
1863	1	9780061860928
1864	1	9780545007245
1865	1	9780765321268
1866	1	9781616793654
1867	1	9780061699948
1868	1	9781598530711
1869	1	9780312357092
1870	1	9780425205594
1871	1	9781572307537
1872	1	9780596153281
1873	1	9781416972273
1874	1	9780802132758
1875	1	9780545078863
1876	1	9780740777936
1877	1	9780758231277
1878	1	9780515147001
1879	1	9780439706407
1880	1	9781593081300
1881	1	9781416989561
1882	1	9780679890652
1883	1	9780743276917
1884	1	9780141305950
1885	1	9780452281431
1886	1	9780060507060
1887	1	9780312594411
1888	1	9781607142935
1889	1	9781419553547
1890	1	9780373285853
1891	1	9781593080662
1892	1	9781591453482
1893	1	9780321678737
1894	1	9780439706322
1895	1	9780440243670
1896	1	9780156904360
1897	1	9780374532185
1898	1	9781552100509
1899	1	9781616794705
1900	1	9781598802948
1901	1	9780142410288
1902	1	9780553582796
1903	1	9780195374629
1904	1	9781599952970
1905	1	9780061766299
1906	1	9781558538443
1907	1	9781594630675
1908	1	9780735562417
1909	1	9780312370831
1910	1	9781615525928
1911	1	9780760735008
1912	1	9781416994985
1913	1	9780385531931
1914	1	9780743294072
1915	1	9781416907374
1916	1	9781594202186
1917	1	9780439639033
1918	1	9780448095028
1919	1	9780395304488
1920	1	9780465002603
1921	1	9781603420921
1922	1	9780375423666
1923	1	9780028637624
1924	1	9780760742310
1925	1	9781615537716
1926	1	9780194369763
1927	1	9780547237664
1928	1	9781893858220
1929	1	9780486266886
1930	1	9781616790585
1931	1	9780425222034
1932	1	9780679731726
1933	1	9780061346118
1934	1	9781400095483
1935	1	9780451210876
1936	1	9780955997310
1937	1	9780761121824
1938	1	9780060871277
1939	1	9781593082987
1940	1	9780446611770
1941	1	9780743491488
1942	1	9780738212548
1943	1	9780307451101
1944	1	9781573441445
1945	1	9781416549987
1946	1	9780963382139
1947	1	9780984295111
1948	1	9780316341516
1949	1	9780140053203
1950	1	9780553494150
1951	1	9780671003364
1952	1	9780061661273
1953	1	9780071484350
1954	1	9780545007221
1955	1	9780316610001
1956	1	9780446526562
1957	1	9781584761006
1958	1	9780312378226
1959	1	9783836524308
1960	1	9780764573507
1961	1	9780760758113
1962	1	9780061803659
1963	1	9780312581589
1964	1	9780425233283
1965	1	9781595620026
1966	1	9780439796637
1967	1	9780689859366
1968	1	9781439148679
1969	1	9781416927204
1970	1	9780395938478
1971	1	9780312367329
1972	1	9780743490306
1973	1	9780375826702
1974	1	9780545107402
1975	1	9780787984915
1976	1	9781616847043
1977	1	9780394824901
1978	1	9781416955658
1979	1	9781616793425
1980	1	9780974930442
1981	1	9780735625082
1982	1	9780967979014
1983	1	9780393057652
1984	1	9780312577667
1985	1	9780323068574
1986	1	9780425148297
1987	1	9780736921350
1988	1	9781580891042
1989	1	9780375800399
1990	1	9781844168095
1991	1	9780689834516
1992	1	9780061673429
1993	1	9780345518873
1994	1	9780440229049
1995	1	9780375858116
1996	1	9781557987914
1997	1	9781615581337
1998	1	9780765315731
1999	1	9780515128550
