book	borders	isbn_13
1269	1	9780762435050
1270	1	9781600245626
1271	1	9780446536141
1272	1	9780143144052
1273	1	9780373655366
1274	1	9780448405209
1275	1	9781402236969
1276	1	9780373276875
1277	1	9780140187649
1278	1	9780553900446
1279	1	9780679447276
1280	1	9781593080242
1281	1	9781844083749
1282	1	9780199538140
1283	1	9780679641216
1284	1	9781400138456
1285	1	9780486282404
1286	1	9780590427920
1287	1	9780789497123
1288	1	9780345512444
1289	1	9780385732314
1290	1	9780807223765
1291	1	9780385730280
1292	1	9780446559805
1293	1	9780930289232
1294	1	9780156031561
1295	1	9781427202406
1296	1	9780440225706
1297	1	9780756636029
1298	1	9780739348840
1299	1	9780060827625
1300	1	9781607882992
1301	1	9780075556084
1302	1	9780613639835
1303	1	9781904633334
1304	1	9781416500254
1305	1	9781400110384
1306	1	9780689878350
1307	1	9780786106974
1308	1	9780739328415
1309	1	9780448453859
1310	1	9780143143659
1311	1	9780142400760
1312	1	9780887431470
1313	1	9780061374968
1314	1	9780375838095
1315	1	9780375938092
1316	1	9780061566141
1317	1	9780345511133
1318	1	9780553592962
1319	1	9780767926157
1320	1	9780767926140
1321	1	9780765323118
1322	1	9780452284708
1323	1	9780060555665
1324	1	9780375894794
1325	1	9781402239267
1326	1	9780385334204
1327	1	9780451229724
1328	1	9780446402415
1329	1	9780446402408
1330	1	9780446552080
1331	1	9780515134520
1332	1	9780807508527
1333	1	9780312603472
1334	1	9780425231456
1335	1	9781594133633
1336	1	9780143143680
1337	1	9780761158356
1338	1	9780307592835
1339	1	9780064440417
1340	1	9780375429811
1341	1	9780877798095
1342	1	9780306813542
1343	1	9780312936228
1344	1	9781429971577
1345	1	9781593975685
1346	1	9780060586751
1347	1	9781423107088
1348	1	9780345509055
1349	1	9780385479561
1350	1	9780439376129
1351	1	9780312991463
1352	1	9781593977481
1353	1	9780515134476
1354	1	9780143144076
1355	1	9780143144274
1356	1	9781600244605
1357	1	9780061878589
1358	1	9781416547907
1359	1	9780769664705
1360	1	9780843100594
1361	1	9781400115792
1362	1	9781593977757
1363	1	9780375424694
1364	1	9780505527998
1365	1	9780763645960
1366	1	9780061714283
1367	1	9780802144737
1368	1	9781555846046
1369	1	9781423128991
1370	1	9780394873343
1371	1	9780679990673
1372	1	9781401323820
1373	1	9780545174770
1374	1	9781439183571
1375	1	9780805053883
1376	1	9780545041874
1377	1	9780446612548
1378	1	9781586212872
1379	1	9780743487627
1380	1	9780486419237
1381	1	9780786107896
1382	1	9780425201398
1383	1	9780446619004
1384	1	9780759567009
1385	1	9780061721717
1386	1	9780440243205
1387	1	9780830737185
1388	1	9781439176948
1389	1	9780613019248
1390	1	9780312992422
1391	1	9781600242519
1392	1	9780759515932
1393	1	9780060920081
1394	1	9780312427368
1395	1	9780345485809
1396	1	9780515147919
1397	1	9780756656072
1398	1	9780470481561
1399	1	9781423101277
1400	1	9780515134506
1401	1	9780395390306
1402	1	9780395488768
1403	1	9780061351433
1404	1	9780141180977
1405	1	9780140247732
1406	1	9780312984823
1407	1	9780425224243
1408	1	9781439164365
1409	1	9780743582001
1410	1	9781933718002
1411	1	9780307118394
1412	1	9780375857348
1413	1	9780345511584
1414	1	9780060798901
1415	1	9780688177249
1416	1	9781400034772
1417	1	9781400077656
1418	1	9780805092264
1419	1	9781429983495
1420	1	9780765340740
1421	1	9781599951683
1422	1	9780316041690
1423	1	9781587266393
1424	1	9780312851408
1425	1	9781429960137
1426	1	9780440243830
1427	1	9780385340915
1428	1	9780441017386
1429	1	9781587266423
1430	1	9780399208539
1431	1	9780061288869
1432	1	9780060765248
1433	1	9780440243816
1434	1	9781421537276
1435	1	9780395978351
1436	1	9780425235645
1437	1	9780681888760
1438	1	9781401918828
1439	1	9780778328834
1440	1	9780425235102
1441	1	9780375847479
1442	1	9780061138010
1443	1	9780786954902
1444	1	9780778328803
1445	1	9780345508676
1446	1	9781593974961
1447	1	9780765342409
1448	1	9780613337540
1449	1	9780060827717
1450	1	9780515142815
1451	1	9780061554162
1452	1	9780061991998
1453	1	9780545208789
1454	1	9780060533489
1455	1	9780375865398
1456	1	9780316051958
1457	1	9780316018593
1458	1	9781582406725
1459	1	9781401310301
1460	1	9781426849558
1461	1	9780375894824
1462	1	9780763642150
1463	1	9781401323592
1464	1	9780061366932
1465	1	9780375894565
1466	1	9780375930317
1467	1	9780316010795
1468	1	9780759511217
1469	1	9780307090355
1470	1	9780763652418
1471	1	9780681799189
1472	1	9780375429385
1473	1	9780375830341
1474	1	9780375830334
1475	1	9780345505095
1476	1	9780446552301
1477	1	9780679990659
1478	1	9781591843160
1479	1	9780307341556
1480	1	9780061771354
1481	1	9780375806148
1482	1	9780375906145
1483	1	9781605295404
1484	1	9780553213119
1485	1	9780099511182
1486	1	9780786119349
1487	1	9781904633778
1488	1	9789626343586
1489	1	9781848373266
1490	1	9780205514083
1491	1	9780618265718
1492	1	9780835902250
1493	1	9780764159770
1494	1	9780763630188
1495	1	9780812974539
1496	1	9780743254564
1497	1	9780316055376
1498	1	9780843199635
1499	1	9780679990628
1500	1	9780061336980
1501	1	9780525477433
1502	1	9780451221254
1503	1	9781421527673
1504	1	9780743580366
1505	1	9780743492621
1506	1	9780060765378
1507	1	9780843189513
1508	1	9780064442121
1509	1	9780393058994
1510	1	9780515140873
1511	1	9780451225245
1512	1	9781400031870
1513	1	9780785287964
1514	1	9781589263703
1515	1	9781589263697
1516	1	9781418578756
1517	1	9781592404759
1518	1	9780061688669
1519	1	9781416524793
1520	1	9781442338111
1521	1	9780743422802
1522	1	9780439696432
1523	1	9780812971040
1524	1	9781588363107
1525	1	9781416917489
1526	1	9780810984219
1527	1	9780794831462
1528	1	9780061987502
1529	1	9780375856488
1530	1	9780375956485
1531	1	9780375894640
1532	1	9781421501680
1533	1	9780060585440
1534	1	9780739357453
1535	1	9780736426442
1536	1	9780812975222
1537	1	9780380715435
1538	1	9780439700900
1539	1	9780756660628
1540	1	9780143116875
1541	1	9781400111565
1542	1	9780307549587
1543	1	9780394837369
1544	1	9780060915544
1545	1	9780061765223
1546	1	9780061782107
1547	1	9780553577129
1548	1	9780060852573
1549	1	9780061703720
1550	1	9780156028356
1551	1	9780399156199
1552	1	9780451230751
1553	1	9780385530606
1554	1	9780375855900
1555	1	9780786950461
1556	1	9780142412091
1557	1	9780385520133
1558	1	9780735812994
1559	1	9780671657864
1560	1	9780739374535
1561	1	9780385528047
1562	1	9780071736978
1563	1	9780380713806
1564	1	9780679890515
1565	1	9781427817662
1566	1	9781598802894
1567	1	9780152053109
1568	1	9780425233801
1569	1	9780679642619
1570	1	9780345483577
1571	1	9780446582186
1572	1	9780446539876
1573	1	9780061959172
1574	1	9781416575887
1575	1	9780743218290
1576	1	9780743504744
1577	1	9780345511676
1578	1	9780805091595
1579	1	9780486408835
1580	1	9789626344583
1581	1	9780140447941
1582	1	9780451530691
1583	1	9780765356147
1584	1	9780613639996
1585	1	9781400106905
1586	1	9780375756740
1587	1	9781439169421
1588	1	9781400136902
1589	1	9780808509844
1590	1	9780679641407
1591	1	9780061284403
1592	1	9781573229890
1593	1	9780738213729
1594	1	9780679732242
1595	1	9780061285271
1596	1	9780140421996
1597	1	9780486456768
1598	1	9780679783428
1599	1	9780451529732
1600	1	9780736424745
1601	1	9781421511306
1602	1	9780441790340
1603	1	9780441788385
1604	1	9781423104889
1605	1	9781585427680
1606	1	9780486478999
1607	1	9780373655403
1608	1	9780307336187
1609	1	9780307276766
1610	1	9780061987465
1611	1	9780375830358
1612	1	9780307283870
1613	1	9780061284410
1614	1	9780061981494
1615	1	9780064471046
1616	1	9781414301273
1617	1	9780385511612
1618	1	9780061885280
1619	1	9780440461265
1620	1	9780451230478
1621	1	9780307388995
1622	1	9780739324288
1623	1	9781416972273
1624	1	9781400068937
1625	1	9780439825979
1626	1	9781416550877
1627	1	9781439133736
1628	1	9780060827670
1629	1	9780446547987
1630	1	9780307407795
1631	1	9780739377178
1632	1	9780465014910
1633	1	9780307455161
1634	1	9780312498085
1635	1	9781594202469
1636	1	9780061911699
1637	1	9780375848209
1638	1	9781416960898
1639	1	9780446552066
1640	1	9781600246432
1641	1	9780307472892
1642	1	9780764144783
1643	1	9780736426084
1644	1	9780312949419
1645	1	9781429926218
1646	1	9780061431395
1647	1	9780448450650
1648	1	9780743418171
1649	1	9780312934347
1650	1	9780312506483
1651	1	9780809073641
1652	1	9780312581435
1653	1	9780446602617
1654	1	9780307557148
1655	1	9780394805726
1656	1	9780525951711
1657	1	9780373861644
1658	1	9780307390530
1659	1	9780679890706
1660	1	9780440416791
1661	1	9780764159763
1662	1	9781417929573
1663	1	9780375756825
1664	1	9780780717046
1665	1	9780192719980
1666	1	9780786100392
1667	1	9780613632386
1668	1	9781598595703
1669	1	9780955881817
1670	1	9780811468442
1671	1	9780141192451
1672	1	9780679418009
1673	1	9781400130788
1674	1	9780785411208
1675	1	9780689854682
1676	1	9781400138470
1677	1	9780446401197
1678	1	9780316166294
1679	1	9780316040167
1680	1	9780316067942
1681	1	9781416587002
1682	1	9780394851310
1683	1	9781887169776
1684	1	9780743482806
1685	1	9780764120855
1686	1	9780810993259
1687	1	9780844257471
1688	1	9781840023923
1689	1	9789626341254
1690	1	9780712350334
1691	1	9781903436417
1692	1	9780521618700
1693	1	9781417663989
1694	1	9780375855528
1695	1	9780681495418
1696	1	9780312381974
1697	1	9780743455961
1698	1	9780689839085
1699	1	9780061998669
1700	1	9780345512147
1701	1	9780743418713
1702	1	9780689853494
1703	1	9781423101451
1704	1	9780446538640
1705	1	9780553211283
1706	1	9780143039563
1707	1	9780520235755
1708	1	9780141321103
1709	1	9780451528643
1710	1	9780786108497
1711	1	9789626340806
1712	1	9781402211676
1713	1	9781598890457
1714	1	9781551116525
1715	1	9780192719997
1716	1	9780613631723
1717	1	9780753454787
1718	1	9784774307039
1719	1	9781883332488
1720	1	9781883332754
1721	1	9780763648312
1722	1	9780763651558
1723	1	9780060882105
1724	1	9780761148012
1725	1	9780061567193
1726	1	9781400134717
1727	1	9780786143986
1728	1	9780786174409
1729	1	9781400138432
1730	1	9780957886896
1731	1	9784774307053
1732	1	9780061774607
1733	1	9780448449937
1734	1	9781439142738
1735	1	9780395900239
1736	1	9780307566300
1737	1	9780739328248
1738	1	9781439106655
1739	1	9780759567870
1740	1	9781416586654
1741	1	9780739318898
1742	1	9780812035728
1743	1	9780307405807
1744	1	9780143117674
1745	1	9780143145240
1746	1	9780545211277
1747	1	9780440225454
1748	1	9781416549727
1749	1	9780553381535
1750	1	9780316058254
1751	1	9780316048699
1752	1	9780307460448
1753	1	9781572705258
1754	1	9780440420057
1755	1	9781599903422
1756	1	9780345511768
1757	1	9781616050931
1758	1	9780553804362
1759	1	9780345417978
1760	1	9780316037556
1761	1	9781600248191
1762	1	9780778328810
1763	1	9780060539108
1764	1	9781595545251
1765	1	9780307125842
1766	1	9780758238924
1767	1	9781600246623
1768	1	9780316024754
1769	1	9781421530543
1770	1	9781572244139
1771	1	9780312561284
1772	1	9781416915263
1773	1	9780848733186
1774	1	9780448453385
1775	1	9781442406568
1776	1	9780439324595
1777	1	9780312368135
1778	1	9780765348784
1779	1	9780060741877
1780	1	9780448451886
1781	1	9781933372716
1782	1	9780764140563
1783	1	9780395137192
1784	1	9780385730587
1785	1	9780812970128
1786	1	9780805088410
1787	1	9781429993074
1788	1	9780061160905
1789	1	9781414318639
1790	1	9780375841002
1791	1	9780810970861
1792	1	9780385504218
1793	1	9780739339787
1794	1	9780739326749
1795	1	9780375822261
1796	1	9780061905285
1797	1	9781421538198
1798	1	9781416914143
1799	1	9781400108886
1800	1	9781400138883
1801	1	9780440246091
1802	1	9780812543261
1803	1	9781429905473
1804	1	9780307279446
1805	1	9780307270344
1806	1	9780739377383
1807	1	9780553386813
1808	1	9780307702104
1809	1	9781587266454
1810	1	9780679722649
1811	1	9780448448626
1812	1	9780802143372
1813	1	9780061340406
1814	1	9780694013012
1815	1	9780312380755
1816	1	9781429961332
1817	1	9781427209559
1818	1	9780061236075
1819	1	9780764195945
1820	1	9780071623544
1821	1	9780545200240
1822	1	9780778328537
1823	1	9780812513714
1824	1	9780553384093
1825	1	9781421530604
1826	1	9780778328872
1827	1	9780375429767
1828	1	9780316022835
1829	1	9780316004305
1830	1	9781400065301
1831	1	9780316002578
1832	1	9780316040884
1833	1	9780452281325
1834	1	9780759526471
1835	1	9781416543800
1836	1	9781416999997
1837	1	9780312386078
1838	1	9781429937894
1839	1	9780316041652
1840	1	9781416500278
1841	1	9781439153611
1842	1	9781439177044
1843	1	9780470527610
1844	1	9780740791512
1845	1	9780778328988
1846	1	9781426853869
1847	1	9780448449982
1848	1	9780373774579
1849	1	9780735626669
1850	1	9780470523988
1851	1	9780778327745
1852	1	9780394873336
1853	1	9781429954662
1854	1	9780553256697
1855	1	9781439191057
1856	1	9780312366056
1857	1	9781429938013
1858	1	9780143117797
1859	1	9780373803170
1860	1	9780545146050
1861	1	9780759569041
1862	1	9781594835841
1863	1	9781594835803
1864	1	9780399155710
1865	1	9780545055741
1866	1	9781561890460
1867	1	9780446555890
1868	1	9780307272300
1869	1	9780553213515
1870	1	9781400130771
1871	1	9781602838154
1872	1	9781551113050
1873	1	9789380028262
1874	1	9781596986046
1875	1	9780060529703
1876	1	9780448452524
1877	1	9780312992620
1878	1	9780061986109
1879	1	9781593155780
1880	1	9780385736626
1881	1	9781594865954
1882	1	9781429963961
1883	1	9780785716341
1884	1	9780764194078
1885	1	9780060507046
1886	1	9780061236112
1887	1	9781605293332
1888	1	9780843199475
1889	1	9780736422208
1890	1	9780807219904
1891	1	9780756655273
1892	1	9780060581817
1893	1	9781602838734
1894	1	9780460873642
1895	1	9781400139484
1896	1	9781400109487
1897	1	9780141439570
1898	1	9780679600015
1899	1	9780979984785
1900	1	9780803731561
1901	1	9780786022663
1902	1	9780061969744
1903	1	9781400068029
1904	1	9780778328995
1905	1	9780373210169
1906	1	9780743243155
1907	1	9780307090386
1908	1	9781595824776
1909	1	9780143116592
1910	1	9780756631147
1911	1	9780743234801
1912	1	9780307021106
1913	1	9780375825767
1914	1	9780399250002
1915	1	9780060511111
1916	1	9780802142818
1917	1	9780979825859
1918	1	9780316035422
1919	1	9780142800928
1920	1	9780765362643
1921	1	9780312607913
1922	1	9780316035798
1923	1	9780316071321
1924	1	9781844167234
1925	1	9780812550306
1926	1	9781439164617
1927	1	9780440235392
1928	1	9780307483584
1929	1	9780312429218
1930	1	9781598802955
1931	1	9780547487946
1932	1	9781599799391
1933	1	9780310564683
1934	1	9780310322016
1935	1	9780618840199
1936	1	9780618737567
1937	1	9780395169612
1938	1	9781441200020
1939	1	9780425234723
1940	1	9780061252518
1941	1	9781418577193
1942	1	9781598802948
1943	1	9780316602112
1944	1	9780140564396
1945	1	9780545103671
1946	1	9781607882220
1947	1	9780785213062
1948	1	9781421522869
1949	1	9780307339102
1950	1	9780307451736
1951	1	9781595455918
1952	1	9781576839546
1953	1	9780446548502
1954	1	9780767915823
1955	1	9780767920209
1956	1	9780470475461
1957	1	9780061147951
1958	1	9780375843815
1959	1	9780452287174
1960	1	9781591164418
1961	1	9780756629052
1962	1	9780375856471
1963	1	9780739372920
1964	1	9780736426572
1965	1	9780061924323
1966	1	9780763649425
1967	1	9780345477491
1968	1	9780312368715
1969	1	9780670063307
1970	1	9781423109358
1971	1	9780763643218
1972	1	9780399156113
1973	1	9780143145387
1974	1	9780545208482
1975	1	9780452287082
1976	1	9780307277695
1977	1	9780307264725
1978	1	9781400043460
1979	1	9780375430367
1980	1	9781400032051
1981	1	9780307278180
1982	1	9780316008358
1983	1	9780316032049
1984	1	9780312622879
1985	1	9780060652951
1986	1	9780446566568
1987	1	9780789492197
1988	1	9780756657703
1989	1	9780312377649
1990	1	9781429961394
1991	1	9780060565312
1992	1	9780843100556
1993	1	9780808519225
1994	1	9780805080681
1995	1	9780380811960
1996	1	9780060878061
1997	1	9780545213585
1998	1	9780756645526
1999	1	9780307277466
