book	deepdiscount	isbn_13
1268	1	9780739348901
1269	1	9781402238314
1270	1	9781427200945
1271	1	9780848731434
1272	1	9781933372945
1273	1	9780945582984
1274	1	9780843959093
1275	1	9780545054751
1276	1	9780521897907
1277	1	9780736848442
1278	1	9781594483554
1279	1	9780810954496
1280	1	9780618133499
1281	1	9788466638821
1282	1	9780760328040
1283	1	9780811869096
1284	1	9781853395215
1285	1	9780876145258
1286	1	9781592288571
1287	1	9780470471951
1288	1	9780760328378
1289	1	9781402722882
1290	1	9780802797315
1291	1	9780764585531
1292	1	9780810957343
1293	1	9780441627400
1294	1	9781403144188
1295	1	9780470825280
1296	1	9780762748013
1297	1	9780829416480
1298	1	9780890873274
1299	1	9780764504501
1300	1	9780345496027
1301	1	9780415488112
1302	1	9781433255397
1303	1	9780929005935
1304	1	9780140502022
1305	1	9781934824061
1306	1	9780061992681
1307	1	9780805446531
1308	1	9780803218727
1309	1	9780786283583
1310	1	9781847251596
1311	1	9781880834879
1312	1	9780738535456
1313	1	9780811733717
1314	1	9781402771521
1315	1	9781402763069
1316	1	9780805087741
1317	1	9781888472240
1318	1	9780879512484
1319	1	9780071440424
1320	1	9780817354497
1321	1	9780142406885
1322	1	9780071484824
1323	1	9780470129494
1324	1	9781563682919
1325	1	9780448446660
1326	1	9780516252803
1327	1	9780874626452
1328	1	9780582772229
1329	1	9780816670178
1330	1	9780672330131
1331	1	9781879737693
1332	1	9780976205647
1333	1	9780142410318
1334	1	9781894154475
1335	1	9781845231552
1336	1	9781897278260
1337	1	9780440237082
1338	1	9780425207468
1339	1	9780156031790
1340	1	9780766032514
1341	1	9780874171266
1342	1	9780140437546
1343	1	9780802842183
1344	1	9780061239212
1345	1	9781422201374
1346	1	9780743228404
1347	1	9780764331794
1348	1	9781599202556
1349	1	9780761908944
1350	1	9781441915009
1351	1	9780393320336
1352	1	9780764333590
1353	1	9780143112587
1354	1	9780449909294
1355	1	9781591976295
1356	1	9781439060186
1357	1	9781563683107
1358	1	9780451222329
1359	1	9780765623478
1360	1	9788498670479
1361	1	9781599285962
1362	1	9780385733205
1363	1	9781410927491
1364	1	9781432940669
1365	1	9780425220818
1366	1	9781400139217
1367	1	9780375758249
1368	1	9780684832463
1369	1	9781597840699
1370	1	9781407517384
1371	1	9780415872010
1372	1	9781859956786
1373	1	9780691127859
1374	1	9781582974033
1375	1	9780300164466
1376	1	9780230203143
1377	1	9781848132283
1378	1	9780789208675
1379	1	9781604537543
1380	1	9781555831189
1381	1	9781402766930
1382	1	9780787969585
1383	1	9780767912303
1384	1	9780743463621
1385	1	9780787959678
1386	1	9780470319369
1387	1	9780687646890
1388	1	9780981946306
1389	1	9780060275730
1390	1	9780201702453
1391	1	9781596980112
1392	1	9780060583989
1393	1	9781903221549
1394	1	9780470154724
1395	1	9781403991157
1396	1	9780874625806
1397	1	9780262083485
1398	1	9781404847880
1399	1	9780553579826
1400	1	9781600245404
1401	1	9780787981082
1402	1	9780689843983
1403	1	9780757301230
1404	1	9781931721806
1405	1	9788425342653
1406	1	9780140348934
1407	1	9781421520056
1408	1	9781885477941
1409	1	9781400078172
1410	1	9780415545259
1411	1	9781569700983
1412	1	9782215066347
1413	1	9781885008220
1414	1	9780826341143
1415	1	9780385904353
1416	1	9781416939290
1417	1	9781890951511
1418	1	9780230553439
1419	1	9780972927673
1420	1	9780778323624
1421	1	9780792241867
1422	1	9780750665445
1423	1	9780425206928
1424	1	9781893905948
1425	1	9780823417629
1426	1	9780807871133
1427	1	9781583882566
1428	1	9781905177165
1429	1	9781441811776
1430	1	9780387787022
1431	1	9780440228431
1432	1	9781410928184
1433	1	9780553592863
1434	1	9781594930508
1435	1	9780521875165
1436	1	9780060841829
1437	1	9781893183421
1438	1	9781585363087
1439	1	9780830837083
1440	1	9780689852404
1441	1	9780789495952
1442	1	9781413000467
1443	1	9780312531584
1444	1	9780778329077
1445	1	9780471484844
1446	1	9781421510590
1447	1	9780809144952
1448	1	9789626343357
1449	1	9780735822429
1450	1	9781441195500
1451	1	9780883686508
1452	1	9781591821540
1453	1	9780515147278
1454	1	9780451412744
1455	1	9780664230371
1456	1	9780471150466
1457	1	9780761426806
1458	1	9781586171551
1459	1	9780831133160
1460	1	9780316007054
1461	1	9780801064838
1462	1	9780470440858
1463	1	9781570763946
1464	1	9780634067051
1465	1	9780830817917
1466	1	9781932425680
1467	1	9780375844546
1468	1	9781604729559
1469	1	9780787977641
1470	1	9780934860567
1471	1	9780764550409
1472	1	9783527311750
1473	1	9781560977100
1474	1	9780674013773
1475	1	9781585426836
1476	1	9780743273213
1477	1	9780743296489
1478	1	9781605298634
1479	1	9780941711043
1480	1	9780061240881
1481	1	9781601250834
1482	1	9781599900094
1483	1	9780743497398
1484	1	9780571191291
1485	1	9781932802450
1486	1	9789812835932
1487	1	9781402711305
1488	1	9781842654828
1489	1	9780325017273
1490	1	9780879837303
1491	1	9781402725982
1492	1	9780325070308
1493	1	9781434219107
1494	1	9780375725463
1495	1	9781592136629
1496	1	9780778706878
1497	1	9780812935592
1498	1	9781580422307
1499	1	9780745644042
1500	1	9780394717814
1501	1	9780393700985
1502	1	9780516253541
1503	1	9780131852914
1504	1	9780071700962
1505	1	9781400110483
1506	1	9780060851804
1507	1	9780470038628
1508	1	9781422204528
1509	1	9780893814212
1510	1	9781419553257
1511	1	9780553282108
1512	1	9781843833000
1513	1	9780896087798
1514	1	9781842228975
1515	1	9781599532936
1516	1	9780316902281
1517	1	9780307473318
1518	1	9781422202883
1519	1	9780333964620
1520	1	9781566914147
1521	1	9780441006151
1522	1	9780804837460
1523	1	9781573245692
1524	1	9781433229183
1525	1	9780451227218
1526	1	9780915368587
1527	1	9780761112051
1528	1	9780881036961
1529	1	9780976645634
1530	1	9780470117705
1531	1	9780974934488
1532	1	9780807129524
1533	1	9781400146260
1534	1	9781593633981
1535	1	9780071466615
1536	1	9788445071212
1537	1	9781590594704
1538	1	9781933164793
1539	1	9780520230262
1540	1	9789004176508
1541	1	9781595581068
1542	1	9788492452293
1543	1	9780829751833
1544	1	9789812835451
1545	1	9780691122625
1546	1	9781741047752
1547	1	9780807553626
1548	1	9780143037057
1549	1	9780791097052
1550	1	9781556523021
1551	1	9780470245873
1552	1	9780393000450
1553	1	9780890244142
1554	1	9781573442893
1555	1	9780316146333
1556	1	9789058563378
1557	1	9780312311537
1558	1	9780375805622
1559	1	9781849350068
1560	1	9789708160308
1561	1	9781580536004
1562	1	9781893757646
1563	1	9781846432477
1564	1	9780815758983
1565	1	9780743290081
1566	1	9781403944276
1567	1	9780794503666
1568	1	9781422101179
1569	1	9780778737766
1570	1	9780974844121
1571	1	9780439893930
1572	1	9780679748311
1573	1	9781843680321
1574	1	9780778749936
1575	1	9781402751240
1576	1	9780307385949
1577	1	9780340947432
1578	1	9780226730745
1579	1	9780747584032
1580	1	9781591023548
1581	1	9780399242229
1582	1	9780822321415
1583	1	9781593083564
1584	1	9780778325697
1585	1	9788881587421
1586	1	9781598871012
1587	1	9781934964125
1588	1	9781591824572
1589	1	9780471787389
1590	1	9781599792149
1591	1	9780345514264
1592	1	9788475068428
1593	1	9780768426250
1594	1	9780737740370
1595	1	9780763734558
1596	1	9780300122930
1597	1	9781600595240
1598	1	9780071424691
1599	1	9780439878807
1600	1	9780786018949
1601	1	9783642114915
1602	1	9781410410191
1603	1	9780689818141
1604	1	9780671447540
1605	1	9780761440888
1606	1	9780824816766
1607	1	9780387336077
1608	1	9780547243009
1609	1	9781592576081
1610	1	9781592238200
1611	1	9780516278384
1612	1	9780415571425
1613	1	9780142410219
1614	1	9781584300410
1615	1	9780778732969
1616	1	9780310279327
1617	1	9781594417269
1618	1	9780689865510
1619	1	9780060084066
1620	1	9780938045656
1621	1	9780877880677
1622	1	9780446403016
1623	1	9780817316457
1624	1	9781593851613
1625	1	9781418514211
1626	1	9780470743843
1627	1	9780974867700
1628	1	9781400310890
1629	1	9780156030434
1630	1	9781585712502
1631	1	9780756658540
1632	1	9781400157761
1633	1	9780910413756
1634	1	9780825428203
1635	1	9781405147064
1636	1	9780071446433
1637	1	9781593092214
1638	1	9780743274036
1639	1	9780761139805
1640	1	9781579223663
1641	1	9780393730036
1642	1	9780824914356
1643	1	9781550027501
1644	1	9780802138408
1645	1	9780071381567
1646	1	9780345367426
1647	1	9780470721711
1648	1	9783540214939
1649	1	9780736821810
1650	1	9781400136940
1651	1	9781599203164
1652	1	9780824967864
1653	1	9782080305367
1654	1	9780872598621
1655	1	9781844571314
1656	1	9780876637487
1657	1	9781552095201
1658	1	9780822218678
1659	1	9780335218271
1660	1	9781590302774
1661	1	9780915864553
1662	1	9788496473959
1663	1	9780802817310
1664	1	9781591827726
1665	1	9781421500645
1666	1	9780802083371
1667	1	9781930865976
1668	1	9780060090579
1669	1	9781405195850
1670	1	9780156332255
1671	1	9781590130285
1672	1	9781602705548
1673	1	9780764526398
1674	1	9780415393393
1675	1	9781590201428
1676	1	9781579500801
1677	1	9780800733216
1678	1	9780230600645
1679	1	9780471752127
1680	1	9781569761489
1681	1	9781590202418
1682	1	9781440302626
1683	1	9781554071548
1684	1	9780374300104
1685	1	9781932453348
1686	1	9781602707153
1687	1	9780156027526
1688	1	9780743236690
1689	1	9780979200632
1690	1	9780345437396
1691	1	9780745640969
1692	1	9780325002828
1693	1	9780061626890
1694	1	9780833586230
1695	1	9780316010672
1696	1	9781889108902
1697	1	9781891830365
1698	1	9780060915186
1699	1	9780538728287
1700	1	9781603090339
1701	1	9780385499286
1702	1	9780979692840
1703	1	9781595544780
1704	1	9780931759703
1705	1	9789889839536
1706	1	9780071400657
1707	1	9780230542877
1708	1	9780984226061
1709	1	9780810113169
1710	1	9780802036414
1711	1	9780451529442
1712	1	9781581210194
1713	1	9780804757430
1714	1	9781590202180
1715	1	9780393330205
1716	1	9780822587613
1717	1	9780815410720
1718	1	9780600614807
1719	1	9780689712265
1720	1	9781579993139
1721	1	9780292719989
1722	1	9780195325263
1723	1	9780812219692
1724	1	9780470520727
1725	1	9780753458648
1726	1	9780470015438
1727	1	9780375949760
1728	1	9780778706892
1729	1	9780785214038
1730	1	9781566081603
1731	1	9780714837123
1732	1	9782759404063
1733	1	9780446698870
1734	1	9781400109715
1735	1	9780061032059
1736	1	9780545035231
1737	1	9780071486019
1738	1	9781933784137
1739	1	9781403479082
1740	1	9780738577784
1741	1	9781606236000
1742	1	9781580932455
1743	1	9781416593065
1744	1	9781416520641
1745	1	9789622018518
1746	1	9780060997007
1747	1	9788489756441
1748	1	9780873388788
1749	1	9781564777034
1750	1	9781426303760
1751	1	9781418064020
1752	1	9780764134074
1753	1	9781600781827
1754	1	9780821416723
1755	1	9781844765584
1756	1	9780152045708
1757	1	9780870714177
1758	1	9780471715993
1759	1	9781572309432
1760	1	9780375725975
1761	1	9780881504835
1762	1	9781560973041
1763	1	9780143039419
1764	1	9780787988494
1765	1	9788408046387
1766	1	9780415876315
1767	1	9783791341576
1768	1	9780778720409
1769	1	9781416565116
1770	1	9780061560958
1771	1	9780345506603
1772	1	9781579907525
1773	1	9780061724824
1774	1	9781600104817
1775	1	9781572484481
1776	1	9781846070846
1777	1	9780061375446
1778	1	9780521516723
1779	1	9780873377898
1780	1	9781561709915
1781	1	9781433509254
1782	1	9781590770481
1783	1	9780791493960
1784	1	9780753454756
1785	1	9780814413012
1786	1	9780515139488
1787	1	9781569708330
1788	1	9781848210059
1789	1	9781433502033
1790	1	9780307236319
1791	1	9781880284322
1792	1	9780060892883
1793	1	9781554531837
1794	1	9780061429897
1795	1	9780312978327
1796	1	9781400160136
1797	1	9780064470056
1798	1	9780061967788
1799	1	9781569474181
1800	1	9781591022480
1801	1	9781593082765
1802	1	9780872863330
1803	1	9781597562119
1804	1	9781421516462
1805	1	9780613024044
1806	1	9781601080141
1807	1	9780395249079
1808	1	9780738534329
1809	1	9780791476352
1810	1	9781423386780
1811	1	9789703703883
1812	1	9781933372952
1813	1	9780143059141
1814	1	9781841579962
1815	1	9780387952895
1816	1	9780811822145
1817	1	9781401219055
1818	1	9781580234160
1819	1	9781412923804
1820	1	9780822202691
1821	1	9780696204807
1822	1	9780340894873
1823	1	9780791421529
1824	1	9780882897387
1825	1	9780805445459
1826	1	9780822216810
1827	1	9780811874380
1828	1	9780521518444
1829	1	9780387982199
1830	1	9780743497206
1831	1	9781401209407
1832	1	9780849944543
1833	1	9780300146967
1834	1	9781883220778
1835	1	9781594160165
1836	1	9780399230196
1837	1	9781600067129
1838	1	9781845453435
1839	1	9780060507220
1840	1	9780802805188
1841	1	9780740743535
1842	1	9780472116812
1843	1	9780823420575
1844	1	9780425198827
1845	1	9780826438836
1846	1	9781579621612
1847	1	9780877848264
1848	1	9780393321876
1849	1	9781558854390
1850	1	9780316735124
1851	1	9780531159743
1852	1	9780822334156
1853	1	9781598160536
1854	1	9780802151377
1855	1	9780273723271
1856	1	9781607271192
1857	1	9780981931005
1858	1	9780764585562
1859	1	9780842318983
1860	1	9782503530932
1861	1	9780143039013
1862	1	9780613169356
1863	1	9789704700157
1864	1	9780737744323
1865	1	9781904233619
1866	1	9780805447354
1867	1	9781934030073
1868	1	9780813544335
1869	1	9780500280409
1870	1	9780972561181
1871	1	9781841768434
1872	1	9780764504525
1873	1	9780060777029
1874	1	9780761442516
1875	1	9781564776778
1876	1	9781577315964
1877	1	9780439588478
1878	1	9781589581142
1879	1	9780143142072
1880	1	9781846074448
1881	1	9781572245044
1882	1	9780875809854
1883	1	9780740700224
1884	1	9780843959291
1885	1	9780743272834
1886	1	9781591026471
1887	1	9781566567640
1888	1	9781403994202
1889	1	9781933988146
1890	1	9781602230774
1891	1	9780394890524
1892	1	9789626349717
1893	1	9780824918057
1894	1	9780887767753
1895	1	9780764325496
1896	1	9780760332269
1897	1	9781584794523
1898	1	9780781811378
1899	1	9781599904191
1900	1	9781581809275
1901	1	9781880834886
1902	1	9788854401167
1903	1	9781580890397
1904	1	9781580085168
1905	1	9781844483778
1906	1	9780773530096
1907	1	9780395980774
1908	1	9780470371268
1909	1	9780600614685
1910	1	9780262134200
1911	1	9781904341529
1912	1	9780803621831
1913	1	9780743226424
1914	1	9781569472125
1915	1	9780141306360
1916	1	9780312362911
1917	1	9780664227944
1918	1	9781581154320
1919	1	9781847559067
1920	1	9780786022212
1921	1	9780516236759
1922	1	9781555975500
1923	1	9780972034500
1924	1	9781603421164
1925	1	9780231146647
1926	1	9780823099917
1927	1	9781571053565
1928	1	9781934629321
1929	1	9780195373691
1930	1	9781601620682
1931	1	9780802133946
1932	1	9780061945762
1933	1	9780802143822
1934	1	9780807831816
1935	1	9780879101978
1936	1	9780375753220
1937	1	9780801022401
1938	1	9780516258171
1939	1	9780451187871
1940	1	9780060092979
1941	1	9780897327336
1942	1	9782080304995
1943	1	9780817316396
1944	1	9780448431529
1945	1	9780684825953
1946	1	9781555536701
1947	1	9781416516170
1948	1	9780446677035
1949	1	9780393328905
1950	1	9781583672075
1951	1	9781904600817
1952	1	9780071414296
1953	1	9780689822094
1954	1	9781884800948
1955	1	9780415800792
1956	1	9780689847431
1957	1	9781840783704
1958	1	9781410407115
1959	1	9780060884611
1960	1	9781433223532
1961	1	9780899191898
1962	1	9781433277221
1963	1	9781847061737
1964	1	9781935501046
1965	1	9780321555588
1966	1	9780140437560
1967	1	9781741143768
1968	1	9780802842411
1969	1	9780395486627
1970	1	9781843538547
1971	1	9780822340218
1972	1	9780698115903
1973	1	9781853991806
1974	1	9780965676359
1975	1	9780340937518
1976	1	9780764319730
1977	1	9781427798459
1978	1	9781606232842
1979	1	9780399534218
1980	1	9780802793720
1981	1	9781439900000
1982	1	9781555612818
1983	1	9781417782017
1984	1	9780800637415
1985	1	9788876242731
1986	1	9780843961942
1987	1	9780253207562
1988	1	9788497775687
1989	1	9780285635494
1990	1	9780306814297
1991	1	9780516252988
1992	1	9781933979533
1993	1	9780745641348
1994	1	9788466320900
1995	1	9781845978310
1996	1	9780385750936
1997	1	9780226307190
1998	1	9780865681705
1999	1	9780590448727
