book	christianbook	publisher
1031	1	HarperOne
1032	1	Concordia Publishing House
1033	1	Charlesbridge
1034	1	Lion Books
1035	1	Wm. B. Eerdmans Publishing Co.
1036	1	CF4K
1037	1	Kingfisher
1038	1	Parson Place Press
1039	1	Zondervan
1040	1	Tyndale House
1041	1	Pleasant Word (winepress Pub)
1042	1	Wipf & Stock
1043	1	Smyth & Helwys Publishing, Inc
1044	1	Tyndale House
1045	1	Pathway Press
1046	1	Tyndale House
1047	1	Kregel Publications
1048	1	Steeple Hill Books
1049	1	Christian Focus Publications
1050	1	Thomas Nelson
1051	1	Zondervan
1052	1	Price Stern Sloan
1053	1	Regal Books
1054	1	Zondervan
1055	1	Wm. B. Eerdmans Publishing Co.
1056	1	Moody Publishers
1057	1	Kregel Kidzone
1058	1	Zondervan
1059	1	Youth Specialties
1060	1	Christian Focus Publications
1061	1	Whitaker House Publishers
1062	1	Baker Books
1063	1	New Hope Publishers
1064	1	Publicaciones Casa
1065	1	Abingdon Press
1066	1	HarperOne
1067	1	Baker Academic
1068	1	Frances Lincoln Children's Books
1069	1	Abingdon Press
1070	1	Editorial Portavoz
1071	1	Grosset & Dunlap
1072	1	Charisma House
1073	1	Wm. B. Eerdmans Publishing Co.
1074	1	Canterbury Press
1075	1	Westminster John Knox Press
1076	1	Health Communications
1077	1	Grosset & Dunlap
1078	1	Center Point Large Print Books
1079	1	Ave Maria Press
1080	1	Amg Publishers
1081	1	Concordia Publishing House
1082	1	Random House, Inc
1083	1	Steeple Hill Books
1084	1	Buena Prensa
1085	1	Winepress Publishing
1086	1	IVP Books
1087	1	Thomas Nelson
1088	1	Continuum International
1089	1	Thomas Nelson
1090	1	Pleasant Word (winepress Pub)
1091	1	Living Books
1092	1	HarperCollins
1093	1	Destiny Image
1094	1	Grosset & Dunlap
1095	1	Chicken Soup
1096	1	Vida
1097	1	Continuum International
1098	1	Westminster John Knox Press
1099	1	Random House Books for Young Readers
1100	1	Wm. B. Eerdmans Publishing Co.
1101	1	Liguori Publications
1102	1	Thomas Nelson
1103	1	Vida
1104	1	Evangelical Press
1105	1	National Geographic Children's Books
1106	1	SCM Press
1107	1	Free Press
1108	1	Standard Publishing
1109	1	Health Communications
1110	1	Prentice Hall / Penguin Putnam
1111	1	Abingdon Press
1112	1	Continuum International
1113	1	Inter-varsity Press
1114	1	Wipf & Stock
1115	1	New Leaf Publishing Group
1116	1	Houghton Mifflin Books for Children
1117	1	Augsburg Fortress
1118	1	Westminster John Knox Press
1119	1	Destiny Image
1120	1	Little Simon
1121	1	DK Adult
1122	1	Xulon Press
1123	1	Continuum International
1124	1	Liturgical Press
1125	1	Believe Books LLC
1126	1	Make Believe Ideas
1127	1	Css Publishing
1128	1	Destiny Image
1129	1	FaithWords
1130	1	Concordia Publishing House
1131	1	Westminster John Knox Press
1132	1	Westminster John Knox Press
1133	1	Vida
1134	1	Wm. B. Eerdmans Publishing Co.
1135	1	Thomas Nelson
1136	1	HarperOne
1137	1	Continuum International
1138	1	Meriwether Publishing Ltd
1139	1	Winepress Publishing
1140	1	Ave Maria Press
1141	1	Vida
1142	1	Continuum International
1143	1	Monarch Books
1144	1	Simon & Schuster Trade Sales
1145	1	Abingdon Press
1146	1	St. Anthony Messenger Press
1147	1	Concordia Publishing House
1148	1	Augsburg Fortress
1149	1	Evangelical Press
1150	1	Tyndale House
1151	1	Editorial Patmos
1152	1	Ideals Publications
1153	1	Penguin Classics
1154	1	Puffin
1155	1	Baylor University Press
1156	1	Center Point Large Print Books
1157	1	Thomas Nelson
1158	1	Reformation Heritage / Soli Deo Gloria
1159	1	Kregel Publications
1160	1	Concordia Publishing House
1161	1	Meriwether Publishing Ltd
1162	1	Beacon Hill Press
1163	1	Herder & Herder
1164	1	Winepress Publishing
1165	1	Scholastic Inc.
1166	1	Harvest House Publishers
1167	1	HarperCollins
1168	1	Kregel Publications
1169	1	Penguin Classics
1170	1	Word Productions LLC
1171	1	Xulon Press
1172	1	Banner Of Truth
1173	1	Writing For The Lord
1174	1	Touchstone
1175	1	Upper Room
1176	1	Tyndale House
1177	1	Lion Books
1178	1	Michael Glazier
1179	1	Cistercian Publications Inc
1180	1	Herald Press
1181	1	Inter-varsity Press
1182	1	Random House, Inc
1183	1	Zondervan
1184	1	Candle Books
1185	1	Moody Publishers
1186	1	IVP Academic
1187	1	B & H Publishing Group
1188	1	Crossway Books & Bibles
1189	1	Thomas Nelson
1190	1	Scholastic Trade
1191	1	Gospel Light
1192	1	Thomas Nelson
1193	1	Tyndale Kids
1194	1	Good Books
1195	1	Yale University Press
1196	1	Liguori Publications
1197	1	Hensley Publishing
1198	1	Vida
1199	1	Abingdon Press
1200	1	Steeple Hill Books
1201	1	Smyth & Helwys Publishing, Inc
1202	1	FishPond
1203	1	Adonai Art Designs LLC
1204	1	Abingdon Press
1205	1	Kregel Publications
1206	1	Vida
1207	1	Smart Kids Publishing
1208	1	Simon & Schuster
1209	1	Xulon Press
1210	1	Xulon Press
1211	1	Vida
1212	1	Paraclete Press
1213	1	Hippo Books
1214	1	Spck Publishing
1215	1	Baker
1216	1	Wm. B. Eerdmans Publishing Co.
1217	1	Tyndale House
1218	1	Random House Books for Young Readers
1219	1	Simon & Schuster Children's Publishing
1220	1	Thomas Nelson
1221	1	Christian Focus Publications
1222	1	St. Anthony Messenger Press
1223	1	Houghton-mifflin
1224	1	Crossroad
1225	1	Augsburg Fortress
1226	1	Faith Library Publications
1227	1	Monarch Books
1228	1	Xulon Press
1229	1	FaithWords
1230	1	Baylor University Press
1231	1	Augsburg Fortress
1232	1	Simon & Schuster Trade Sales
1233	1	Orbis Books
1234	1	Smart Kids Publishing
1235	1	Oxford University Press
1236	1	Tyndale House
1237	1	Zondervan
1238	1	Regnery Publishing
1239	1	Tyndale House
1240	1	Ignatius Press
1241	1	Ave Maria Press
1242	1	Xulon Press
1243	1	B & H Publishing Group
1244	1	Wm. B. Eerdmans Publishing Co.
1245	1	Casa Creacion
1246	1	Barbour Publishing
1247	1	Xulon Press
1248	1	Xulon Press
1249	1	Thomas Nelson
1250	1	Wipf & Stock
1251	1	Abingdon Press
1252	1	Editorial Unilit
1253	1	Wm. B. Eerdmans Publishing Co.
1254	1	Free Press
1255	1	Prentice Hall / Penguin Putnam
1256	1	Random House Books for Young Readers
1257	1	Wm. B. Eerdmans Publishing Co.
1258	1	Paulist Press
1259	1	Houghton Mifflin Books for Children
1260	1	Christian Classics
1261	1	Youth Specialties
1262	1	Center Point Large Print Books
1263	1	Upper Room
1264	1	Liturgical Press
1265	1	Arise
1266	1	Beacon Hill Press
1267	1	Standard Publishing
1268	1	Creation House
1269	1	Running Press
1270	1	Harvard University Press
1271	1	Augsburg Books
1272	1	Wm. B. Eerdmans Publishing Co.
1273	1	Carson-dellosa Publishing Llc
1274	1	Random House, Inc
1275	1	New Leaf Publishing Group
1276	1	Wm. B. Eerdmans Publishing Co.
1277	1	Little Simon
1278	1	Random House, Inc
1279	1	P & R Publishing
1280	1	Faith Library Publications
1281	1	Beacon Hill Press
1282	1	Pilgrim Press
1283	1	Pocket Books
1284	1	Day One Publications
1285	1	Anomalos Publishing LLC
1286	1	Herder & Herder
1287	1	Random House, Inc
1288	1	Pickwick Publications
1289	1	Michael Glazier
1290	1	Wm. B. Eerdmans Publishing Co.
1291	1	Houghton-mifflin
1292	1	Chicken Soup for the Soul
1293	1	Hyperion Books
1294	1	Destiny Image
1295	1	Bethany House
1296	1	Baker
1297	1	Harvest House Publishers
1298	1	Thomas Nelson
1299	1	Resources for Changing Lives
1300	1	David C. Cook
1301	1	Wm. B. Eerdmans Publishing Co.
1302	1	Moody Publishers
1303	1	Revell
1304	1	Casa Creacion
1305	1	Concordia Publishing House
1306	1	Liturgical Press
1307	1	Liturgical Press
1308	1	Nags Head Art Inc
1309	1	Continuum International
1310	1	Firefly Books Ltd
1311	1	World Publishing
1312	1	Ignatius Press
1313	1	Simon & Schuster Trade Sales
1314	1	Abingdon Press
1315	1	Winepress Publishing
1316	1	Augsburg Fortress
1317	1	St. Vladamir's Seminary Press
1318	1	Loyola Press
1319	1	Wesleyan Publishing House
1320	1	Charisma House
1321	1	Avery
1322	1	Wipf & Stock
1323	1	Grosset & Dunlap
1324	1	Random House, Inc
1325	1	Dover Publications
1326	1	Witherspoon Press
1327	1	Winepress Publishing
1328	1	Authentic
1329	1	University Notre Dame Press
1330	1	Hachette Book Group, Usa
1331	1	NAV Press
1332	1	Augsburg Fortress
1333	1	Charisma House
1334	1	VMI Publishers LLC
1335	1	Orbis Books
1336	1	IVP Books
1337	1	Bethany House
1338	1	Ignatius Press
1339	1	Houghton-mifflin
1340	1	Authentic
1341	1	Inter-varsity Press
1342	1	Random House, Inc
1343	1	HarperFestival
1344	1	Destiny Image
1345	1	Augsburg Fortress
1346	1	Harcourt Children's Books
1347	1	Society of Biblical Literature
1348	1	Wm. B. Eerdmans Publishing Co.
1349	1	Liturgical Press
1350	1	Michael Glazier
1351	1	Kregel Classics
1352	1	Winepress Publishing
1353	1	Penn State Press
1354	1	Paulist Press
1355	1	Grosset & Dunlap
1356	1	Pleasant Word (winepress Pub)
1357	1	Lion Books
1358	1	Houghton-mifflin
1359	1	Liturgical Press
1360	1	New Hope Publishers
1361	1	Augsburg Fortress
1362	1	Upper Room
1363	1	Countryman
1364	1	Abingdon Press
1365	1	Ideals Publications
1366	1	Standard Publishing
1367	1	Upper Room
1368	1	Concordia Publishing House
1369	1	Anomalos Publishing LLC
1370	1	DK Adult
1371	1	Random House, Inc
1372	1	Cascade Books
1373	1	Sampson Resources
1374	1	Paulist Press
1375	1	Bridge-logos Publishing
1376	1	Christian Large Print
1377	1	Houghton-mifflin
1378	1	Herald Press
1379	1	Penguin Classics
1380	1	Paulist Press
1381	1	Whitaker House Publishers
1382	1	Winepress Publishing
1383	1	HarperOne
1384	1	Biblica Publishing
1385	1	Inter-varsity Press
1386	1	Abingdon Press
1387	1	Augsburg Fortress
1388	1	Stanford University Press
1389	1	Wm. B. Eerdmans Publishing Co.
1390	1	Pilgrim Press
1391	1	Philomel Books
1392	1	Day One Publications
1393	1	American Girl Publishing
1394	1	Aladdin
1395	1	Charlesbridge Publishing
1396	1	Xulon Press
1397	1	Pilgrim Press
1398	1	Banner Of Truth
1399	1	HarperOne
1400	1	LifeBridge Books
1401	1	Random House, Inc
1402	1	HarperOne
1403	1	Oxford University Press
1404	1	Xulon Press
1405	1	Candlewick Press
1406	1	Pine Forge Press
1407	1	Putnam Juvenile
1408	1	Oxford University Press
1409	1	Judson Press
1410	1	Harrison House
1411	1	Harvest House Publishers
1412	1	Moody Publishers
1413	1	Barbour Publishing
1414	1	Tyndale House
1415	1	Concordia Publishing House
1416	1	Tyndale House
1417	1	Kregel Publications
1418	1	B & H Publishing Group
1419	1	Hachette Book Group, Usa
1420	1	Thomas Nelson
1421	1	Concordia Publishing House
1422	1	Continuum International
1423	1	Ideals Publications Inc
1424	1	Pleasant Word (winepress Pub)
1425	1	Christian Focus
1426	1	Westminster John Knox Press
1427	1	YWAM Editorial Jucum
1428	1	Dial
1429	1	Faith Alive Christian Resources
1430	1	Random House, Inc
1431	1	Thomas Nelson
1432	1	Steeple Hill Books
1433	1	Houghton-mifflin
1434	1	Beacon Hill Press
1435	1	Monarch Books
1436	1	Orbis Books
1437	1	Random House, Inc
1438	1	Concordia Publishing House
1439	1	Inter-varsity Press
1440	1	Concordia Publishing House
1441	1	Fortress Press
1442	1	DK Children
1443	1	Mcdougal Publishing
1444	1	Canon Press
1445	1	Living Stream Ministry
1446	1	The Vision Forum, Inc
1447	1	Liturgical Press
1448	1	Harvard University Press
1449	1	Day One Publications
1450	1	Calif Princeton Fulfilment
1451	1	Kingfisher
1452	1	Eisenbrauns
1453	1	Paulist Press
1454	1	NAV Press
1455	1	Xulon Press
1456	1	Center Point Large Print Books
1457	1	Westminster John Knox Press
1458	1	Multnomah Publishers, Inc.
1459	1	Liturgical Press
1460	1	Michael Glazier
1461	1	Wesleyan Publishing House
1462	1	Pleasant Word
1463	1	Winepress Publishing
1464	1	Oxford University Press
1465	1	Monarch Books
1466	1	HarperOne
1467	1	David C. Cook
1468	1	Living Stream Ministry
1469	1	Augsburg Fortress
1470	1	Stl Distribution
1471	1	Zondervan
1472	1	Liturgical Press
1473	1	Little Brown & Company
1474	1	Wipf & Stock
1475	1	Sheed & Ward
1476	1	Golden Books
1477	1	Moody Publishers
1478	1	Biblica Publishing
1479	1	Tyndale House
1480	1	The Olive Press Publisher
1481	1	Baker
1482	1	Day One Publications
1483	1	Penguin Classics
1484	1	Day One Publications
1485	1	CF4K
1486	1	Kregel Publications
1487	1	Pleasant Word (winepress Pub)
1488	1	Zondervan
1489	1	Destiny Image
1490	1	Inter-varsity Press
1491	1	Christian Focus Publications
1492	1	Concordia Publishing House
1493	1	Cambridge University Press
1494	1	Fortress Press
1495	1	Augsburg Fortress
1496	1	Random House, Inc
1497	1	Kingfisher
1498	1	Adams Media
1499	1	Random House, Inc
1500	1	Center Point Large Print Books
1501	1	Random House, Inc
1502	1	Abingdon Press
1503	1	Day One Publications
1504	1	Kregel Kidzone
1505	1	Xulon Press
1506	1	Charlesbridge
1507	1	Believe Books LLC
1508	1	Silver Dolphin
1509	1	Free Press
1510	1	Augsburg Fortress
1511	1	Continuum International
1512	1	Simon & Schuster Trade Sales
1513	1	Kingfisher
1514	1	Harvest House Publishers
1515	1	Holman Bible Publishers
1516	1	P & R Publishing
1517	1	Random House, Inc
1518	1	IVP Connect
1519	1	Crossway Books & Bibles
1520	1	IVP Connect
1521	1	Thomas Nelson
1522	1	Siloam
1523	1	Wm. B. Eerdmans Publishing Co.
1524	1	Viking
1525	1	Moody Publishers
1526	1	Westminster John Knox Press
1527	1	Destiny Image
1528	1	Zondervan
1529	1	Pleasant Word (winepress Pub)
1530	1	Evangelical Press
1531	1	Pleasant Word (winepress Pub)
1532	1	Aladdin
1533	1	Authentic USA
1534	1	Multnomah Publishers, Inc.
1535	1	Thomas Nelson
1536	1	Augsburg Fortress
1537	1	Pleasant Word (winepress Pub)
1538	1	DPI Books
1539	1	Monarch Books
1540	1	Fortress Press
1541	1	Herder & Herder
1542	1	Wm. B. Eerdmans Publishing Co.
1543	1	Anomalos Publishing LLC
1544	1	WaterBrook Press
1545	1	Vida
1546	1	Cascade Books
1547	1	Penguin Putnam Inc.
1548	1	Morehouse Publishing
1549	1	HMH Books
1550	1	Abbeville
1551	1	Grosset & Dunlap
1552	1	Abingdon Press
1553	1	Continuum International
1554	1	Acta Publications
1555	1	Health Communications
1556	1	Zondervan
1557	1	NAV Press
1558	1	Destiny Image
1559	1	NewLife Book Publishing
1560	1	Pleasant Word (winepress Pub)
1561	1	Wipf & Stock
1562	1	HarperCollins
1563	1	Baker
1564	1	Random House, Inc
1565	1	Harpercollins Publishing
1566	1	Wipf & Stock
1567	1	Houghton-mifflin
1568	1	Alpha
1569	1	Xulon Press
1570	1	Pleasant Word (winepress Pub)
1571	1	Bethany House
1572	1	Crossroad
1573	1	Baker Academic
1574	1	American Girl Publishing
1575	1	Abingdon Press
1576	1	Destiny Image
1577	1	Liturgical Press
1578	1	Beacon Hill Press
1579	1	Zondervan
1580	1	Christian Focus Publications
1581	1	Revell
1582	1	Charlesbridge Publishing
1583	1	Steeple Hill Books
1584	1	Honornet
1585	1	Little Simon
1586	1	Continuum International
1587	1	Abingdon Press
1588	1	Augsburg Fortress
1589	1	Tyndale House
1590	1	Harcourt Children's Books
1591	1	Wm. B. Eerdmans Publishing Co.
1592	1	Westminster John Knox Press
1593	1	Wm. B. Eerdmans Publishing Co.
1594	1	Continuum International
1595	1	Viking
1596	1	Oxford University Press
1597	1	Tyndale House
1598	1	Baker Academic
1599	1	Alpha
1600	1	Center Point Large Print Books
1601	1	Regnery Publishing
1602	1	Center Point Large Print Books
1603	1	Xulon Press
1604	1	Concordia Publishing House
1605	1	Xulon Press
1606	1	Abingdon Press
1607	1	Thomas Nelson
1608	1	Kingfisher
1609	1	Paternoster Press
1610	1	Houghton-mifflin
1611	1	Golden Books
1612	1	Ideals Children's Books
1613	1	Abingdon Press
1614	1	American Girl Publishing
1615	1	Grosset & Dunlap
1616	1	Simon & Schuster Trade Sales
1617	1	Regal Books
1618	1	Guidepost Books
1619	1	Center Street
1620	1	Creation House
1621	1	Zondervan
1622	1	Abingdon Press
1623	1	Applesauce Press
1624	1	Jewish Pub Society
1625	1	Creation House
1626	1	Tyndale House
1627	1	HarperCollins
1628	1	Gospel Light
1629	1	Anomalos Publishing LLC
1630	1	Gareth Stevens Publishing
1631	1	Xulon Press
1632	1	Continuum International
1633	1	Westminster John Knox Press
1634	1	St. Augustine's Press, Inc.
1635	1	Lion Books
1636	1	Day One Publications
1637	1	Upper Room
1638	1	Harvest House Publishers
1639	1	Upper Room
1640	1	Fortress Press
1641	1	Hendrickson
1642	1	Abingdon Press
1643	1	Simon Scribbles
1644	1	Berkley Hardcover
1645	1	Dutton Juvenile
1646	1	Thomas Nelson
1647	1	Baker
1648	1	Zondervan Youth Specialties
1649	1	Xulon Press
1650	1	Avon Inspire
1651	1	Christian Logic
1652	1	FaithWords
1653	1	Grosset & Dunlap
1654	1	Emerald Books
1655	1	Inter-varsity Press
1656	1	Harvest House Publishers
1657	1	Baker
1658	1	Free Press
1659	1	Westminster John Knox Press
1660	1	Westminster John Knox Press
1661	1	Living Stream Ministry
1662	1	Banner Of Truth
1663	1	Publicaciones Casa
1664	1	Random House, Inc
1665	1	Vida/Youth Specialties
1666	1	Beacon Hill Press
1667	1	Houghton-mifflin
1668	1	P & R Publishing
1669	1	Strang Communications
1670	1	Rodale
1671	1	Little Brown Young Readers
1672	1	Wipf & Stock
1673	1	Monarch Books
1674	1	Atheneum
1675	1	Houghton Mifflin Books for Children
1676	1	Paulist Press
1677	1	Cascade Books
1678	1	Kregel Publications
1679	1	American Bible Society
1680	1	Crown Financial Ministries
1681	1	Xulon Press
1682	1	New Leaf Publishing Group
1683	1	Abc Book Publishing
1684	1	Baker
1685	1	Tate Publishing
1686	1	Bethany House
1687	1	Paulist Press
1688	1	Grupo Nelson
1689	1	Applewood Books
1690	1	New Hope Publishers
1691	1	Wm. B. Eerdmans Publishing Co.
1692	1	Tsaba House
1693	1	Thomas Nelson
1694	1	DK Publishing Inc.
1695	1	New Hope Publishers
1696	1	Xulon Press
1697	1	NewLife Book Publishing
1698	1	Chicken Soup for the Soul
1699	1	Houghton-mifflin
1700	1	P & R Publishing
1701	1	Harvest House Publishers
1702	1	Wm. B. Eerdmans Publishing Co.
1703	1	Canon Press
1704	1	Evangelical Press
1705	1	Cambridge University Press
1706	1	Pleasant Word
1707	1	Houghton-mifflin
1708	1	Health Communications
1709	1	Tyndale House
1710	1	Zondervan
1711	1	Christian Focus Publications
1712	1	Grupo Nelson
1713	1	Xulon Press
1714	1	Thomas Nelson
1715	1	Biblica Publishing
1716	1	Loyola Press
1717	1	Skylight Paths Publishing
1718	1	Alpha
1719	1	Winepress Publishing
1720	1	Lift Every Voice
1721	1	Thomas Nelson
1722	1	Thomas Nelson
1723	1	Continuum International
1724	1	Penguin Classics
1725	1	Fortress Press
1726	1	Continuum International
1727	1	Prentice Hall / Penguin Putnam
1728	1	Simon Spotlight
1729	1	NAV Press
1730	1	Random House, Inc
1731	1	Gospel Light
1732	1	Random House, Inc
1733	1	Sheed & Ward
1734	1	Random House, Inc
1735	1	Center Street
1736	1	Tyndale House
1737	1	Bethany House
1738	1	CDLM
1739	1	Wm. B. Eerdmans Publishing Co.
1740	1	Puffin
1741	1	Pleasant Word (winepress Pub)
1742	1	Candy Cane Press
1743	1	Augsburg Fortress
1744	1	Yale University Press
1745	1	Tate Publishing
1746	1	Countryman
1747	1	NAV Press
1748	1	Xulon Press
1749	1	Beacon Hill Press
1750	1	Pleasant Word (winepress Pub)
1751	1	Simon & Schuster Children's Publishing
1752	1	Christian Focus
1753	1	Harvest House Publishers
1754	1	Smyth & Helwys Publishing, Inc
1755	1	Aladdin
1756	1	Penguin Audio
1757	1	Dover Publications
1758	1	Ave Maria Press
1759	1	Random House, Inc
1760	1	Judson Press
1761	1	Houghton-mifflin
1762	1	Wipf & Stock
1763	1	Westminster John Knox Press
1764	1	Basic Books
1765	1	Thomas Nelson
1766	1	Destiny Image
1767	1	Baker
1768	1	Open Texture Llc
1769	1	Destiny Image
1770	1	Moody Publishers
1771	1	Youth Specialties
1772	1	Crossway Books & Bibles
1773	1	Bethany House
1774	1	Inter-varsity Press
1775	1	Zondervan
1776	1	Moody Publishers
1777	1	Regal Books
1778	1	Baker
1779	1	St. Anthony Messenger Press
1780	1	Harvest House Publishers
1781	1	LifeBridge Books
1782	1	B & H Publishing Group
1783	1	Authentic
1784	1	Mercer Press
1785	1	Collins
1786	1	Xulon Press
1787	1	Little Simon
1788	1	Dover Publications
1789	1	Baker Books
1790	1	Wipf & Stock
1791	1	Oxford University Press
1792	1	Evangelical Press
1793	1	Augsburg Fortress
1794	1	Simon & Schuster
1795	1	Bill Rudge Ministries
1796	1	New Leaf Publishing Group
1797	1	Simon & Schuster Children's Publishing
1798	1	Thomas Nelson
1799	1	Westminster John Knox Press
1800	1	Zondervan
1801	1	Xulon Press
1802	1	Casa Creacion
1803	1	Group Publishing
1804	1	Bethany House
1805	1	St Paul Press
1806	1	Carpenters Son Publishing
1807	1	Jewish Lights Publishing
1808	1	Augsburg Fortress
1809	1	New City Press
1810	1	Acu Press
1811	1	Tyndale House
1812	1	Houghton-mifflin
1813	1	Beacon Hill Press
1814	1	Penguin Classics
1815	1	Center Point Large Print Books
1816	1	Strang Communications
1817	1	Random House, Inc
1818	1	Thomas Nelson
1819	1	Deep River
1820	1	Westminster John Knox Press
1821	1	Tuttle Publishing
1822	1	Editorial Patmos
1823	1	Zondervan
1824	1	Houghton-mifflin
1825	1	Center Point Large Print Books
1826	1	Bethlehem Books
1827	1	Penguin Classics
1828	1	Destiny Image
1829	1	IVP Books
1830	1	Zondervan
1831	1	Wood Lake Books
1832	1	Vida
1833	1	Destiny Image
1834	1	Strang Communications
1835	1	Liturgical Press
1836	1	Westminster John Knox Press
1837	1	Multnomah Books
1838	1	FaithWords
1839	1	Simon & Schuster
1840	1	FaithWords
1841	1	Banner Of Truth
1842	1	Editorial Portavoz
1843	1	Strang Communications
1844	1	DK Publishing Inc.
1845	1	NAV Press
1846	1	Puffin
1847	1	Xulon Press
1848	1	Vida
1849	1	Ave Maria Press
1850	1	HarperCollins
1851	1	Barclay Press
1852	1	Wipf & Stock
1853	1	Paraclete Press
1854	1	Baylor University Press
1855	1	Evergreen Press
1856	1	Charlesbridge Publishing
1857	1	Zondervan Youth Specialties
1858	1	Master Books
1859	1	Orbis Books
1860	1	Pickwick Publications
1861	1	Creation House
1862	1	Destiny Image
1863	1	Penguin Classics
1864	1	Abingdon Press
1865	1	HarperCollins
1866	1	HarperOne
1867	1	Thomas Nelson
1868	1	Grupo Nelson
1869	1	Steeple Hill Books
1870	1	Upper Room
1871	1	Vida
1872	1	Authentic
1873	1	DK Children
1874	1	Pocket Books
1875	1	Zondervan
1876	1	Xulon Press
1877	1	Kregel Publications
1878	1	Canterbury Press
1879	1	Bethany House
1880	1	Harvest House Publishers
1881	1	Baker Books
1882	1	Bethany House
1883	1	Baker
1884	1	Hendrickson Publishers
1885	1	Knowledge Quest
1886	1	Familylife
1887	1	Ywam Publishing
1888	1	Harvest House Publishers
1889	1	Wm. B. Eerdmans Publishing Co.
1890	1	Gospel Light
1891	1	College Press
1892	1	Inter-varsity Press
1893	1	Moody Publishers
1894	1	Xulon Press
1895	1	Lift Every Voice
1896	1	Harvest House Publishers
1897	1	John Wiley & Sons
1898	1	Frances Lincoln Children's Books
1899	1	Pilgrim Press
1900	1	Kregel Publications
1901	1	Da Capo
1902	1	Css Publishing
1903	1	Philomel Books
1904	1	Paternoster Press
1905	1	Sage Publications
1906	1	PrayerShop Publishing
1907	1	Random House, Inc
1908	1	Houghton-mifflin
1909	1	Frances Lincoln Children's Books
1910	1	Random House, Inc
1911	1	Center Point Large Print Books
1912	1	Running Press
1913	1	Workman Publishing
1914	1	The Creative Company
1915	1	Ave Maria Press
1916	1	Zondervan
1917	1	Penguin Classics
1918	1	Ave Maria Press
1919	1	ECS Ministries
1920	1	Beacon Hill Press
1921	1	Little Simon
1922	1	Wm. B. Eerdmans Publishing Co.
1923	1	HM
1924	1	Anomalos Publishing LLC
1925	1	Continuum International
1926	1	Wipf & Stock
1927	1	Real Life Press
1928	1	B & H Publishing Group
1929	1	Grupo Nelson
1930	1	Penguin Putnam Inc.
1931	1	Houghton-mifflin
1932	1	Joanna Cotler
1933	1	Houghton-mifflin
1934	1	Westminster John Knox Press
1935	1	Inter-varsity Press
1936	1	Destiny Image
1937	1	Yale University Press
1938	1	John Wiley & Sons
1939	1	Golden Books
1940	1	Pleasant Word (winepress Pub)
1941	1	Signet Classics
1942	1	Pickwick Publications
1943	1	Day One Publications
1944	1	Zondervan
1945	1	Liguori Publications
1946	1	Center Point Large Print Books
1947	1	Walter Lorraine Books
1948	1	Calif Princeton Fulfilment
1949	1	Abingdon Press
1950	1	Standard Publishing
1951	1	Anomalos Publishing LLC
1952	1	Westminster John Knox Press
1953	1	Health Communications
1954	1	Tyndale House
1955	1	The Word For Today
1956	1	Baker
1957	1	American Girl Publishing
1958	1	New City Press
1959	1	Baker
1960	1	Upper Room
1961	1	Henry Holt and Co.
1962	1	Fulmar
1963	1	Liguori Publications
1964	1	Css Publishing
1965	1	Cambridge University Press
1966	1	Kerygma Publishing
1967	1	Dial
1968	1	Discovery House Publishers
1969	1	Tyndale House
1970	1	Gospel Light
1971	1	Thomas Nelson
1972	1	Barbour Publishing
1973	1	NAV Press
1974	1	B&H Publishing Group
1975	1	Harvest House Publishers
1976	1	Zondervan
1977	1	Frontline
1978	1	Zondervan
1979	1	Summerside Press
1980	1	Thomas Nelson
1981	1	Nelson Impact
1982	1	Bethany House
1983	1	Barbour Publishing
1984	1	Bethany House
1985	1	Zondervan
1986	1	Barbour Publishing
1987	1	Christian Focus Publications
1988	1	Tyndale House
1989	1	Thomas Nelson
1990	1	Penguin Putnam Inc.
1991	1	Bethany House
1992	1	New Hope Publishers
1993	1	Amg Publishers
1994	1	Revell
1995	1	Thomas Nelson
1996	1	Thomas Nelson
1997	1	Revell
1998	1	Wm. B. Eerdmans Publishing Co.
1999	1	Harpercollins Publishing
