book	buy	author
0849	1	Brie Gyncild
0850	1	Brian Michael/ Lafuente Bendis
0851	1	Zeb/ Neves Wells
0852	1	Geneen Roth
0853	2	Gospel Light (COR)	Gospel Light
0854	1	John (CRT) Mayer
0855	1	Jeanette Foster
0856	1	Rick Riordan
0857	1	Steven Brooks
0858	1	Dan S. Kennedy
0859	1	Kaplan Publishing (COR)
0860	1	Spencer Borden
0861	1	Carol Tornquist
0862	1	J. Godsey
0863	1	Terry/ Hoye McDermott
0864	1	Inc. (COR) Kaplan
0865	1	Marc-andre R Chimonas
0866	1	Linda Skidmore-Roth
0867	1	Jacob Fowler
0868	1	Russell Kelso Carter
0869	1	Not Available (NA)
0870	1	David C./ Planchard Planchard
0871	1	Eric Jensen
0872	1	Stephen S. Cheung
0873	1	Edward Chu
0874	1	Kurt/ Cibraro Claeys
0875	1	Barbara/ Padova Obermeier
0876	1	Timothy J. Keller
0877	1	Barbara (COM)/ Zschock Paulding
0878	1	Jim/ Marsters Butcher
0879	1	Rhoda Janzen
0880	1	Lori/ Burke Tyler
0881	1	Richard Walter
0882	1	Lisa Whelchel
0883	1	Jenny B. Jones
0884	1	Joanna Ryde
0885	1	Patrick/ Niemi Swayze
0886	1	Nelson/ Brick DeMille
0887	1	Donna J./ Halstead Phinney
0888	1	Partnership for Public Service (COR)
0889	1	William Panek
0890	1	Rick/ Hewitt Steves
0891	1	Sloane Crosley
0892	1	Efraim/ Sharda Turban
0893	1	Sharon/ Bos Vaughn
0894	1	Pope/ Rausch Benedict
0895	1	William Powers
0896	1	Sonny/ Holmstrom Barger
0897	1	Paullina Simons
0898	1	Joanna Campbell Slan
0899	1	Taste of Home
0900	1	Eric J. Brock
0901	1	Vicky Ward
0902	1	Thomas Poffenberger
0903	1	Samir Riad
0904	1	Mark Stengler
0905	1	Chris Marie Green
0906	1	Michael J. Arata
0907	1	Joann/ Claborn Zerwekh
0908	1	David Wiedemer
0909	1	Robert Elgood
0910	1	Jean Tannis/ Davis Dennerll
0911	1	Brunonia Barry
0912	1	Laura J./ Lannon Gurak
0913	1	James Bradley
0914	1	Jun Mochizuki
0915	1	Sylvan Learning
0916	1	Nancy/ Janjigian Corzine
0917	1	Alfred Publishing Staff (COR)
0918	1	Cornelia Read
0919	1	J. R. Ward
0920	1	Steven M. Gillon
0921	1	George Ehrenhaft
0922	1	Manfred Au
0923	1	Robin/ Herschkowitsch Goldstein
0924	1	Gary Russell
0925	1	Lynn/ Martin Hunt
0926	1	Brian/ Vidal May
0927	1	Leslie Connor
0928	1	Natalia Rose
0929	1	Ugo (EDT) LA Pietra
0930	1	I. J. Schecter
0931	1	Stephen L. Weiss
0932	1	Jon McGregor
0933	1	Lauren Kupillas
0934	1	Louis C./ Gardiner Dorworth
0935	1	Robert Dos Remedios
0936	1	Larry/ Currier Volk
0937	1	Daniel J. Siegel
0938	1	Jonathan Stark
0939	1	Kelly Sullivan Walden
0940	1	Barbara Lauritsen/ Kockrow Christensen
0941	1	Nora/ Zackman Roberts
0942	1	June Jamrich/ Oja Parsons
0943	1	Shane/ Travis Christensen
0944	1	Joshua/ Luna Luna
0945	1	George S. (EDT)/ Michael Cuhaj
0946	1	David/ Reed Colbert
0947	1	Andrew/ Reisner McCredie
0948	1	Barbara/ Yock Irwin
0949	1	Kaplan Publishing (COR)
0950	1	Andrew/ Volkwein Swallow
0951	1	James/ Sato Hansen
0952	1	Gun Brooke
0953	1	Ruth A. Roth
0954	1	Linda Crowsey
0955	1	Cathryn Berger Kaye
0956	1	Stieg/ Keeland Larsson
0957	1	Doris Gates
0958	1	Kendra/ Warech Wilkinson
0959	1	Laura Ingraham
0960	1	James Richardson
0961	1	Joseph Owens
0962	3	Joan M. Kanavich	Roxanne Richardson	Press Entrepreneur
0963	1	Wilda B. Tanner
0964	1	Kathryn Stockett
0965	1	John Harold/ Freund Haynes
0966	1	Marlene Koch
0967	1	Patricia Barthalow/ Ammeson Koch
0968	1	Sheba Karim
0969	1	Derek M./ Sierakowski Steinbacher
0970	1	Gerald Guess
0971	1	Not Available (NA)
0972	1	Chelsea Handler
0973	1	George Wardman
0974	0	<NULL>
0975	0	<NULL>
0976	1	Ashley Antoinette
0977	1	D. Bokmiller
0978	1	Judith/ Bloor Hurwitz
0979	1	Maggie (EDT) Pannell
0980	1	Pat Pattison
0981	1	Alex Williams
0982	1	Kimberley R. Crouch
0983	1	Harry L. Rinker
0984	1	David/ Ulrich Ulrich
0985	1	John Grisham
0986	1	Paul/ Deitel Deitel
0987	1	Conchita Madueno
0988	1	Press Entrepreneur
0989	1	A. J. Jacobs
0990	1	Tracey/ Black Miller-zarneke
0991	1	Graciela De Vicenti
0992	0	<NULL>
0993	1	Christopher (EDT)/ Tobis Styler
0994	0	<NULL>
0995	1	Robert N./ McGraw Munsch
0996	1	Sergio Bergesio
0997	1	Jose Reveles
0998	1	Tomas Sarramia Roncero
0999	1	Michael Spadaccini
1000	1	Ethel Geue
1001	1	Francis/ Vance Wheen
1002	1	Jolie Carpenter
1003	1	Robert/ Moore Kirkman
1004	1	Janice Gorzynski Smith
1005	1	Not Available (NA)
1006	0	<NULL>
1007	0	<NULL>
1008	1	Deepak/ Tirman Tripathi
1009	3	Abel Delgado	Prevention Health Books	Prevention Magazine
1010	1	Ben Rapaport
1011	1	Elaine Petrone
1012	1	Richard Jazwin
1013	1	Dorian Yates
1014	1	Gwynne N. Dawdy
1015	1	Edgar C. Middleton
1016	1	Mizuki Hakase
1017	1	Kenneth W./ Jentz Clarkson
1018	1	Linda Larsen
1019	1	Paul McCobb
1020	1	Ron Urbanczyk
1021	1	Jim Schutze
1022	0	<NULL>
1023	1	Francis (CON)/ Lente Portela
1024	1	Andrew McNally
1025	1	Judy Hall
1026	1	Steve Harpster
1027	1	Peter Veruki
1028	0	<NULL>
1029	1	Carol Gelles
1030	1	C. I. (EDT) Scofield
1031	1	American Bookworks Corporation
1032	1	David R. Klein
1033	1	T. Lee Baumann
1034	1	Albert L./ Cox Lehninger
1035	1	Jimmy/ Kinky Kinky
1036	1	Richard Price
1037	1	Donna D. (EDT)/ Workman Ignatavicius
1038	1	Uri Trajtmann
1039	1	Jeannine/ Viveros Lee Atkins
1040	1	Susan/ Hilt Nolen-Hoeksema
1041	1	John W. Santrock
1042	1	Margaret L./ Hornsby Lial
1043	1	Phyllis Meckley
1044	1	Alastair (EDT)/ March Dougall
1045	1	Karen/ Timberlake Timberlake
1046	1	Kajri Jain
1047	2	Ferm?n Armendia Castro	Ferm Armendia Castro
1048	1	Gerard J./ Derrickson Tortora
1049	2	John Bomm	Malinda Bomm
1050	1	Klutz (COR)
1051	1	Ayano Yamane
1052	1	Donald R. Prestly
1053	1	Prima Games
1054	1	Vinod Wadhwa
1055	1	Karl/ Devers Champley
1056	1	Molly Higgins
1057	1	R. C. Sproul
1058	1	Aileen/ Henna Marron
1059	1	J. I. Packer
1060	1	Jerry Jones
1061	1	Bill Shane
1062	1	Ian (PHT)/ McAllister McAllister
1063	1	Catherine Hakim
1064	1	Mark Alan/ O'Toole Stewart
1065	1	Bruce Lewis
1066	0	<NULL>
1067	1	Nancy Bell
1068	1	Rocky Rockholt
1069	1	Richard Sigmund
1070	1	Rand McNally and Company (COR)
1071	1	Fiona/ Miller Watt
1072	1	Lonna Weidemann
1073	0	<NULL>
1074	1	Domenico/ Gabbana Dolce
1075	1	Donald F. Reuter
1076	1	Not Available (NA)
1077	1	Kyle Coroneos
1078	1	Rubin "Hurricane" Carter
1079	0	<NULL>
1080	1	Stephanie/ Mazille Dunnewind
1081	1	Hannah Farley
1082	1	Abigail Johnson Dodge
1083	1	Samuel Willard Crompton
1084	0	<NULL>
1085	1	Winfried J. (EDT)/ Sanner Randerath
1086	1	Justine Picardie
1087	1	Leon Gorman
1088	1	Living Language
1089	1	Robert J. Grant
1090	1	Neil A./ Reece Campbell
1091	1	John H./ Hopson Postlethwait
1092	1	Janet Evanovich
1093	1	James Danko
1094	1	Not Available (NA)
1095	1	Not Available (NA)
1096	1	Anton/ Sokol Radevsky
1097	1	Philip/ Keller Kotler
1098	1	Sharon Hamblin
1099	1	John Francis
1100	1	Neil/ McManus Gaiman
1101	1	Rhonda Byrne
1102	2	June Conord	Bruce Conord
1103	0	<NULL>
1104	1	Annette/ McDermott Lewis
1105	1	John E. McMurry
1106	2	Stephen Hake	John Saxon
1107	1	Tara McLellan
1108	1	Barbara Wood Borne
1109	1	Dottie Rankin
1110	1	Howard (EDT)/ Hope Ziehm
1111	1	Margaret Moos Pick
1112	1	Rath/ Leschensky Price
1113	1	C.S. Lewis
1114	1	Dale/ Rose Chihuly
1115	0	<NULL>
1116	1	Delton T. Horn
1117	1	Jaime Garza/ Garza Bores Bores
1118	0	<NULL>
1119	1	Kenneth R. Tremblay
1120	1	BradyGames (COR)
1121	1	Manhattan Gmat Prep
1122	1	Jenny Nimmo
1123	1	Ltd. Compass Maps
1124	1	James/ Gardini Patterson
1125	1	Drew/ Fabry Brees
1126	1	Richelle Mead
1127	1	Jonathan Alter
1128	1	Don/ Titlow Bokmiller
1129	1	Princeton Review (COR)
1130	1	Robin Nelson
1131	1	Joan Levy
1132	1	Derek Kelly
1133	1	David Pressman
1134	1	Jerry Terranova
1135	1	Tucker Max
1136	1	David Klass
1137	1	Alanna Jones
1138	1	David E. Mulcahy
1139	1	Adam J. Singer
1140	1	Jon/ Haynes Lacourse
1141	1	Philip K. Dick
1142	1	Paul Joseph/ Clukey Shoecraft
1143	1	Linda S. Blaz
1144	1	Mike Henry
1145	1	Judi (EDT)/ Devine Kingry
1146	1	Ed (EDT)/ Jankowski Masessa
1147	1	Not Available (NA)
1148	1	Jose A. Blanco
1149	1	Julie/ Zaidi Aigner-Clark
1150	1	Don (EDT) Burgess
1151	1	Douglas A./ Nash Bernstein
1152	1	American Diabetes Association (COR)
1153	1	Walter E. Muller
1154	1	Robert E. Slavin
1155	1	Not Available (NA)
1156	1	David Orsay
1157	1	Darla M. Castelli
1158	1	Marissa Starr
1159	1	Gail/ Scott Abbott
1160	1	Living Language (COR)
1161	1	Dennis Day
1162	1	Kenneth L./ Hoffmans Fisher
1163	1	Espen/ Jeffery Oino
1164	1	Elizabeth/ Lluch Lluch
1165	1	Crossway Books (COR)
1166	1	Jack D. Schwager
1167	1	Anne Akers Johnson
1168	1	Jenna/ Gunter Lloyd
1169	1	Lois/ Rescek Rock
1170	1	Sarma Melngailis
1171	1	Yuko (EDT) Sasaki
1172	1	Gary B./ Cashman Shelly
1173	1	Adam (PHT) Raphael
1174	1	Ruby Moon-Houldson
1175	1	George Brown/ Shi Tindall
1176	1	Bruno Gmunder Verlag (COR)
1177	1	American Girl (COR)
1178	1	Homer Kelley
1179	1	Wayne A./ Grudem Grudem
1180	1	Stephen/ McLarty King
1181	1	Cosmopolitan (EDT)
1182	1	Michael S. Block
1183	1	Patrick M. Lencioni
1184	1	Not Available (NA)
1185	1	Beatrice Nash Horowitz
1186	1	Eloise/ Calvin Greenfield
1187	1	Marilyn/ Bollen Sadler
1188	1	Edward L. (EDT)/ Barnhart Thorndike
1189	1	Gary Solomon
1190	1	Phyllis York
1191	1	Kirk/ Black Franklin
1192	1	Jonathan L. (EDT) Goldman
1193	1	Maria/ McGowan McBride-Mellinger
1194	1	Jerry Baker
1195	3	Robert D. Holtz	R. D. Holtz	William D. Kovacs
1196	1	Charles H. Green
1197	3	Joyce Lefever Kee	Evelyn R. Hayes	Linda E. McCuistion
1198	1	Max Allan/ Woodward Collins
1199	1	Mark Hyman
1200	1	Karen J./ Winget Goldfluss
1201	1	Carl F./ Watts Luckey
1202	1	Paul-gerard/ Ammon Pasols
1203	1	John R./ Jamison Wooden
1204	1	Robert W./ Swedberg Swedberg
1205	1	Gilda Nissenberg
1206	1	Irina Ionesco
1207	1	Carson (ILT)/ Ennis Chronicle Books (CRT)/ Ellis
1208	1	Regina Lynn
1209	1	Luisanna Fodde Melis
1210	1	Terry Eagle
1211	0	<NULL>
1212	1	Levi Buchanan
1213	1	John Vore
1214	0	<NULL>
1215	1	Laura Cooper
1216	1	Rafael (EDT)/ Nisset-Raidon Falcon
1217	1	Edward B. Garriot
1218	1	Ian Richard (EDT) Netton
1219	1	Mark Sisson
1220	1	Suzanne Rivecca
1221	1	Fantasy Flight Games (COR)
1222	1	Lexisnexis Matthew Bender (COR)
1223	1	John Hagee
1224	1	Lisi Harrison
1225	3	Frederic P. Miller	Agnes F. Vandome	John McBrewster
1226	1	Lincoln Peirce
1227	1	Brent Weeks
1228	1	Sharon Weiner/ Wolf Green
1229	1	Barney/ Kuhn Stinson
1230	1	Michael Guncheon
1231	1	Rick Riordan
1232	1	Debbi Michiko/ Caputo Florence
1233	1	J. Dennis Thomas
1234	1	Todd/ Young Klindt
1235	1	James Lee Burke
1236	1	Lisi Harrison
1237	1	Dan Ariely
1238	1	Wenwu Zhang
1239	1	Adam Levin
1240	1	Sadie/ Lee Allison
1241	1	Tom Wilson
1242	1	Irene/ Keller Keller
1243	1	Vicki (EDT) Ingham
1244	1	Bill/ Clinton Clinton
1245	0	<NULL>
1246	1	Denise Austin
1247	1	Chilton Book Company (EDT)
1248	0	<NULL>
1249	1	Frederick Lewis Allen
1250	1	Grant/ Porter Morrison
1251	1	Joel Fuhrman
1252	1	Robert Johns
1253	1	Jean Morningstar
1254	3	Porter	Richard A. Cherry	Bryan E. Bledsoe
1255	1	Christopher Mele
1256	1	Deborah Harding
1257	1	Harvey Karp
1258	0	<NULL>
1259	1	Ron Davis
1260	1	Norman Phillips
1261	1	IBM Redbooks
1262	1	Tom Gorman
1263	1	Anabel Ochoa
1264	1	Catherine Devrye
1265	1	David E. Gumpert
1266	1	William H. Sci Fi Network/ Doleman
1267	1	Og Mandino
1268	1	Cindy/ Callinan Pawlcyn
1269	1	Arbinger Institute (EDT)
1270	1	Doug Stanton
1271	1	Pamela C. Champe
1272	1	Stephen M. Miller
1273	1	Mike Svob
1274	1	Mark/ McNiven Millar
1275	1	James Stewart
1276	1	Carol/ LeMone Taylor
1277	1	N. Gregory Mankiw
1278	1	Florencia Piquer
1279	1	Alastair Chisholm
1280	1	Marisa De los Santos
1281	1	Bonnie Burton
1282	1	Luis (EDT) Lesur
1283	1	Jane Rendell
1284	1	Joyce/ Haroun Mitchell
1285	1	Joy Hakim
1286	1	Timothy/ Porter Ferris
1287	1	Steven A./ Gonzalez Safren
1288	1	Fabian/ Rodriguez Samaniego
1289	1	Matt Piper
1290	1	Esther/ Hicks Hicks
1291	1	Laura Kasischke
1292	1	Dr Robert Mawire
1293	2	Patricia A. Potter	Anne Griffin Perry
1294	1	Aaron/ Whigham Sautter
1295	1	Diane E./ Olds Papalia
1296	1	Lawrence O. Richards
1297	1	Niels Blunch
1298	1	Sherri Haab
1299	1	Jithesh Sathyan
1300	1	Penny Vedrenne
1301	1	Alan Dunn
1302	1	Mark Cotta Vaz
1303	1	Kelley Blue Book
1304	1	Craig Shaw/ Harper Gardner
1305	1	Anne Stewart/ Taylor O'donnell
1306	1	Douglas/ Owens Deuchler
1307	1	Park It! Guides (COR)
1308	1	Elinor Klivans
1309	1	Robin/ Lamb Leonard
1310	1	Dominique/ Russell-Revesz De Vito
1311	1	Lynne (EDT)/ Anastas Cooke
1312	3	Nicholas D./ Wudunn Kristof	Nicholas D. Kristof	Sheryl WuDunn
1313	1	Heritage Preservation Inc. (COR)/ Endowment for the Humanities (CON)
1314	1	Nathanael/ Lethem West
1315	1	J. K. Chambers
1316	1	Brent L./ Brown Iverson
1317	1	Eduard Broto
1318	1	Not Available (NA)
1319	1	Rick Steves
1320	1	Crossway Bibles (COR)
1321	1	Michael Miller
1322	1	Mary/ Ulkutay Design Group (ILT)/ Choi Man-Kong
1323	1	Not Available (NA)
1324	1	Writer's Digest (COR)
1325	1	Creative Homeowner (COR)
1326	1	Helen Steiner Rice
1327	1	Victor (EDT)/ Pellerito Gorelick
1328	1	Cram101 Textbook Reviews
1329	1	Khalid A./ Rasmussen Mughal
1330	1	Tammy Lynn
1331	1	Cq Products (COR)
1332	1	Akira/ Toriyama Toriyama
1333	1	Robert W. Strayer
1334	1	Sandra Boynton
1335	1	Cram101 Textbook Reviews
1336	1	Gooseberry Patch (COR)
1337	1	Hammond (COR)
1338	1	Bret Michaels
1339	1	Kelly Easton
1340	1	Rius
1341	1	Carol/ Miller Berkin
1342	1	Mithridade Davarpanah
1343	1	Linda H. Gorman
1344	1	Nivaldo J. Tro
1345	1	Andrew Keen
1346	1	M. Gigi Durham
1347	0	<NULL>
1348	1	Kaoru Mori
1349	1	Foundation for Inner Peace (COR)
1350	0	<NULL>
1351	1	Shirley O./ Bock Hockett
1352	2	Neil Matthew	Richard Stones
1353	1	Heather J. Cuthbertson
1354	1	Rob Thompson
1355	1	Arlette (TRN) De Alba
1356	1	Question Guys
1357	1	Wendy/ Jestico Denham
1358	0	<NULL>
1359	1	Mario F. Triola
1360	1	Donald E. Thrall
1361	1	K. Elayn Martin-Gay
1362	1	Michael Sullivan
1363	1	Julius Lester
1364	1	Leland (EDT)/ Ryken Ryken
1365	1	Richard Kirchmeyer
1366	1	Louis F. Benson
1367	1	Shelley/ Ferrett Gaskin
1368	1	Francine Pappadis Friedman
1369	1	Jonathan Walford
1370	1	Reasearch & Education Association
1371	1	Chelsea Handler
1372	1	C. S. Lewis
1373	1	Christian/ King Bauer
1374	1	5th Edition Myers and Hansen
1375	1	Ross L. (EDT)/ Demana Finney
1376	1	Stephenie/ Kadushin Meyer
1377	1	David Foster Wallace
1378	2	Abdul K. Abbas	Andrew H. Lichtman
1379	3	John Baynes	John W. Baynes	Marek H. Dominiczak
1380	1	Douglas J. Soccio
1381	1	Howard Weiss
1382	1	Wedding Magazine (COR)
1383	1	Kelley Blue Book
1384	1	Martin Stevens
1385	0	<NULL>
1386	1	J. C./ Hotek Mackin
1387	1	Eugene D./ Long Frank
1388	1	Mary Packard
1389	1	Audrey J. Berman
1390	3	Robert Jurmain	Lynn Kilgore	Wenda Trevathan
1391	1	Lawrence R. Goodman
1392	1	William T. Segui
1393	0	<NULL>
1394	1	C3 Entertainment Inc
1395	1	George Foreman
1396	1	Susan Carol McCarthy
1397	1	William R. Martini
1398	1	W. Stanley Jevons
1399	1	Tom Reichert
1400	1	Gregory/ Maguire Maguire
1401	1	Henry/ Townsend Cloud
1402	1	Leung Ling Pong
1403	1	Kerry (EDT)/ Grenny Patterson
1404	1	Joyce Eisenberg
1405	1	Ian Hickman
1406	1	Weight Watchers International (EDT)
1407	1	W. R. Morris
1408	1	Trent C. (EDT) Butler
1409	1	Eleanor Burns
1410	1	Christopher Paul/ Burton Curtis
1411	0	<NULL>
1412	1	Ranjit Rai
1413	1	Philip B. Crosby
1414	1	John D. Roche
1415	1	Rainer Maria Rilke
1416	1	Candida Fernandez (EDT)/ Sarmiento De Calderon
1417	1	Edward J./ Pinzke Tarbuck
1418	1	Jean-Paul/ Valette Valette
1419	1	Rhonda/ Parkinson Lauret Parkinson
1420	1	Brian/ Bisley Bolland
1421	1	Denny Hatch
1422	1	George
1423	1	Erik Larson
1424	2	Sid Steiner	Jim Pomerantz
1425	1	James Grace
1426	0	<NULL>
1427	1	Michael Morlan
1428	1	Lisa Yee
1429	1	Joel Fuhrman
1430	1	Not Available (NA)
1431	1	Berchie Glencoe/McGraw-Hill/ Holliday
1432	1	Nicole Young
1433	2	Jeff Imbach	Henri J. M. Nouwen
1434	1	E. Richard/ Churchill Churchill
1435	1	Dianne Draze
1436	1	Virginia B./ Morris Morris
1437	1	Mary Ann/ McKinney Hogan
1438	1	Susie Hodge
1439	1	Marvin L./ Brand Bittinger
1440	1	McGraw-Hill
1441	1	Melody
1442	1	Jerry Baker
1443	1	Audrey/ Wood Wood
1444	1	Manning Publications
1445	1	David R. Jeffries
1446	1	Melanie/ Griego Gerth
1447	1	Noam/ Macedo Chomsky
1448	1	Not Available (NA)
1449	1	Chilton Book Company/ Seloc
1450	1	Keith/ Johnson Faulkner
1451	1	Karen Hesse
1452	1	David D. Burns
1453	1	John P. (EDT)/ Coriden Beal
1454	1	Jeph/ Sale Loeb
1455	1	Suzy/ Remkiewicz Kline
1456	1	Tom Tierney
1457	1	Friedrich/ Ott Friedl
1458	1	Ray Bondorew
1459	1	Mamie Webb Hixon
1460	0	<NULL>
1461	0	<NULL>
1462	1	Ralph Ellison
1463	1	Bill/ Carle Martin
1464	1	Watchman Nee
1465	1	Chilton Book Company (EDT)
1466	1	Sascha Segan
1467	1	Marcia Sparkles Brown
1468	1	Health Publica Icon Health Publications
1469	1	Not Available (NA)
1470	1	Alan Weiss
1471	1	Michael H. Granof
1472	1	Lee Hammond
1473	1	Henry Ferguson
1474	1	Gregory Maguire
1475	2	Aspan	American Society of Post Anesthesia Nurs
1476	2	Nims	Debra Nims
1477	2	Mitchell Wing	Jacek F. Gieras
1478	1	Sean Flynn
1479	1	William H. Gregory
1480	1	Marion F. Gooding
1481	1	Thelma/ Clifford Harms
1482	1	Gaurav Mangla
1483	0	<NULL>
1484	1	Rick/ Rivera King
1485	1	Mike/ Penders Gallagher
1486	1	Facts & Comparisons (COR)
1487	1	Robert J./ Widmaier Brooker
1488	1	Aguilar (COR)
1489	1	Kathleen Stassen Berger
1490	1	Joseph/ Baker Losco
1491	1	Inc. (COR) Dorling Kindersley
1492	1	Penelope J. E./ Denny Davies
1493	1	W. James Popham
1494	1	Bill McKibben
1495	1	Princeton Review (COR)
1496	1	Arlene Gorey
1497	1	Prof M. M. Ninan
1498	1	Hal Leonard Publishing Corporation (COR)
1499	2	Kim/ Vacarra Baer	Kim Baer
1500	1	Pamela J. Sharpe
1501	1	Chohei/ Nadelman Kambayashi
1502	1	Angie Boothroyd
1503	1	Valentina Alazraki
1504	1	Warhol Foundation (COR)
1505	1	Cam/ Baur Banks
1506	1	Elizabeth/ Bello Siegel
1507	1	Denise Austin
1508	1	Selene/ Prevention (COR) Yeager
1509	1	Elizabeth Cruce (EDT)/ Plocheck Alvarez
1510	1	Sonia Borg
1511	1	Matthew Woodring/ Vardeman Stover
1512	1	Mecca Lamacio Medina
1513	1	Greg (CON)/ Thomas Green
1514	1	Steve/ Economides Economides
1515	1	Dwayne Ridgaway
1516	1	Stephenie Meyer
1517	1	Jeffrey Leever
1518	1	Suzanne Somers
1519	1	Kentaro Miura
1520	1	Dona Herweck Rice
1521	1	Not Available (NA)
1522	1	Charles Kipps
1523	1	Life Magazine (COR)
1524	1	Randy Leffingwell
1525	1	Francisco J./ Culinary Institute of America (COR)/ Fink Migoya
1526	1	Darwin Porter
1527	1	Kimberly (CON)/ Lambert Kotary
1528	1	Amar Acheraiou
1529	1	Karen Wilken/ Tietz Braun
1530	1	Kathie (EDT) Burton
1531	1	Mike Byrnes
1532	2	Todd (PHT)/ Arfin Selby	Todd Selby
1533	1	Sahar T. Rad
1534	1	Tim Donaghy
1535	1	Akira Toriyama
1536	1	Joe L. Hamilton
1537	1	Duncan Campbell Scott
1538	1	Richard/ Schwalb Baker
1539	1	Jon Clinch
1540	1	Michael/ Fox Langford
1541	1	Not Available (NA)
1542	1	Nicholas Jane Leider
1543	1	Cath Kidston
1544	1	John Hagee
1545	1	Annie Proulx
1546	1	William/ Mowat Shakespeare
1547	1	Friedrich Wilhelm/ Common Nietzsche
1548	1	Leisha Kelly
1549	1	Kyojiro Hata
1550	1	not availalble (NA)
1551	1	Jane Tenorio-Coscarelli
1552	1	Kerry Skinner
1553	1	Tom/ Kaline Keegan
1554	1	Rob/ Hind Aalders
1555	1	Nancy C./ Jordan Ralston
1556	1	Mark L./ Prophet Prophet
1557	1	William Ayers
1558	1	Brian Boyd
1559	1	William/ Braungart McDonough
1560	1	Mas Yendo
1561	1	S. E. Hinton
1562	1	Rosalia Valdes Julian
1563	1	John Cleland
1564	1	David Barbasso
1565	1	Daniel Rifenburgh
1566	1	Scott S. Pribyl
1567	1	Thomas (EDT) Kinkade
1568	1	Doris Johns Winkles
1569	1	Douglas C. Giancoli
1570	1	Eleanora Russo Scarpetta
1571	1	John (ILT)/ Tremblay Cook's Illustrated Magazine (EDT)/ Burgoyne
1572	1	Lewis K. Parker
1573	1	Faith Kids (EDT)
1574	2	Sonia Weiss	Alan M. Engler
1575	1	Edward J. Carnot
1576	1	Liz Palika
1577	1	Michael Snow
1578	1	American Cancer Society
1579	1	Janice VanCleave
1580	1	Roxann/ Bechtel Kriete
1581	1	Alan (EDT) Ahlstrand
1582	1	M. H. (TRN) Shakir
1583	1	A. Ralph Epperson
1584	1	Southern Living
1585	1	J. Chisholm
1586	1	Kathlyn L. Reed
1587	1	Norah T. Hunter
1588	1	Nancy E./ Lovelace Furlong
1589	1	Neal Stephenson
1590	0	<NULL>
1591	1	Barbara/ Sanger Grotkamp-Schepers
1592	1	Pam Munoz Ryan
1593	1	Susan Meddaugh
1594	1	Gene Krupa
1595	1	Ronald (EDT) Herder
1596	1	David D. Burns
1597	1	Hal Leonard Publishing Corporation
1598	1	Patrick/ Coverdale Chamoiseau
1599	1	H. G. Wells
1600	1	A. J. (EDT) Russell
1601	1	Keith/ Patrick Olbermann
1602	1	Sue Linker
1603	1	Joel Rothman
1604	1	Justo L. Gonzalez
1605	1	Bruce Alberts
1606	1	Steve Alterman
1607	3	Sharon Mantik Lewis	Margaret McLean Heitkemper	Shannon Ruff Dirksen
1608	1	John Egan
1609	1	Christina Georgina Rossetti
1610	0	<NULL>
1611	1	Malcolm X
1612	1	Barack Obama
1613	2	Robert V. Kail	John C. Cavanaugh
1614	1	Greg/ Peligro Thompson
1615	1	Marcia L. (EDT)/ Ladewig London
1616	1	William Scott (TRN) Zeami/ Wilson
1617	1	Ben Forta
1618	1	Linda A. LaCharity
1619	0	<NULL>
1620	3	Gerald C. Ubben	Larry W. Hughes	Cynthia J. Norris
1621	1	Peter/ Moore David
1622	1	Kazuhisa/ Lane Fujie
1623	1	Kaplan
1624	1	Lisa Westlake
1625	1	Michael Pugliese
1626	2	Susan J. Beebe	Steven A. Beebe
1627	1	Erwin Chemerinsky
1628	1	Kathleen E. Miller
1629	1	Meghan O'Brien
1630	1	Spiros (EDT)/ Baker Zodhiates
1631	1	Kaplan
1632	0	<NULL>
1633	1	Seth Riggs
1634	1	Judith McNaught
1635	2	Kristina Harris	Kristina Seleshanko
1636	1	Leslie Oren
1637	1	Carol/ Sunset Books Spier
1638	1	Dr Randall Maynard
1639	1	Sean Engard
1640	1	Timothy/ Porter Ferris
1641	1	Linda Kennedy
1642	1	Roland Sweet
1643	1	Roger Priddy
1644	2	Neil A. Galin	Amy Peppler
1645	1	Margaret L./ Hornsby Lial
1646	1	James Peterson
1647	1	Ed Bott
1648	1	Katie Funk Wiebe
1649	1	Robert/ Rees Harris
1650	1	Culinary Institute of America (EDT)
1651	1	Jessica Sitomer
1652	1	Stanley B./ Hirt Block
1653	1	Mebane T./ Richardson Faber
1654	1	Lorena Siminovich
1655	2	Pimsleur (COR)	Pimsleur
1656	1	Kevin/ Cooper Ryan
1657	1	Robert/ Adlard Kirkman
1658	1	Jon Rogawski
1659	1	Not Available (NA)
1660	1	Amy E./ Brogan Breguet
1661	1	Samuel J. Armijos
1662	1	Disney Pixar (CRT)
1663	1	Robert Ph. D. Titzer
1664	1	DK Publishing
1665	1	Omar Bradley
1666	1	D. Stanley/ Zinn Eitzen
1667	2	Brown &. Dolciani &. Sorgenfrey &. Cole	Cram 101
1668	1	Moleskine (COR)
1669	1	Dominic O'Kane
1670	1	Patti Brady
1671	1	Angelo/ Kreitner Kinicki
1672	1	Mike Lupica
1673	1	Carl S./ Reeve Warren
1674	1	Silver Dolphin En Espanol (EDT)
1675	1	Arthur Schaub
1676	1	Kathy (PHT) Holstad
1677	1	Ian K. Smith
1678	1	Victor (EDT)/ Pellerito Gorelick
