book	buy	publisher
1058	1	Journey Editions
1059	1	Intervarsity Press
1060	1	Navpress Publishing Group
1061	1	SEVEL
1062	1	Harbour Publishing
1063	1	Oxford University Press
1064	1	Petersons
1065	1	Collins &amp; Brown Ltd.
1066	1	Schiffer Publishing
1067	1	St. Martin's Press
1068	1	Schiffer Publishing
1069	1	Whitaker House
1070	1	Rand
1071	1	Usborne Books
1072	1	Lw Promotionals
1073	1	Grosset &amp; Dunlap
1074	1	Abbeville Press Publishers
1075	1	Universe Publishing
1076	1	Alfred Pub Co
1077	1	Collector Books
1078	1	Penguin Books
1079	1	Stanley
1080	1	Sterling Publishing
1081	1	Writers Club Press.
1082	1	Oxmoor House
1083	1	Gareth Stevens Publishing
1084	1	Reader's Digest Young Families
1085	1	S Karger Pub
1086	1	Bloomsbury Publishing PLC
1087	1	Harvard Business School Press
1088	1	Living Language
1089	1	Libros Iluminados
1090	1	Benjamin-Cummings Publishing Company
1091	1	Holt
1092	1	St. Martin's Press
1093	1	Lulu.com
1094	1	Zondervan Publishing Company
1095	1	Wizards of the Coast
1096	1	Universe
1097	1	Prentice Hall
1098	1	Hunter
1099	1	Creation House
1100	1	Vertigo
1101	1	Simon &amp; Schuster Audio
1102	1	Frommer's
1103	1	National Learning Corp
1104	1	Anson Reed Limited
1105	1	Thomson Brooks/Cole
1106	1	Saxon Publishers
1107	1	Rockport Publishers
1108	1	Greenwood Press (CT)
1109	1	Ten Speed Press
1110	1	Gibbs Smith Publishers
1111	1	Chronicle Books
1112	1	McGraw-Hill/Glencoe
1113	1	HarperCollins Publishers
1114	1	Harry N. Abrams Inc
1115	1	Zondervan Publishing Company
1116	1	Tab Books
1117	1	McGraw-Hill Companies
1118	1	CLYME
1119	1	Black Dog &amp; Leventhal Publishers
1120	1	Brady
1121	1	MGPRP
1122	1	ORCHW
1123	1	Gpp Travel
1124	1	EDICB
1125	1	Tyndale House Publishers
1126	1	RZORB
1127	1	Simon
1128	1	Sybex
1129	1	PNCTR
1130	1	Lerner Classroom
1131	1	Arco
1132	1	Authors Choice Press
1133	1	NOLO
1134	1	Schiffer Publishing
1135	1	Lulu Press Inc.
1136	1	FARRJ
1137	1	Rec Room Publishing
1138	1	McGraw-Hill Book Company
1139	1	F. A. Davis Company
1140	1	Haynes Publishing
1141	1	Del Rey
1142	1	Addison Wesley Publishing Company
1143	1	Authorhouse
1144	1	Lmh Publishing
1145	1	RSRBT
1146	1	Tangerine Press
1147	1	Whitman Publishing
1148	1	Vista Higher Learning
1149	1	Hyperion
1150	1	Lyons Press
1151	1	Houghton Mifflin Company
1152	1	American Diabetes Association
1153	1	Cambridge University Press
1154	1	Allyn &amp; Bacon
1155	1	Crossway Books
1156	1	Osote Publishing
1157	1	Human Kinetics Publishers
1158	1	Jones &amp; Bartlett Publishers
1159	1	Cico
1160	1	Living Language
1161	1	Lulu.com
1162	1	Fisher Investments Press
1163	1	Te Neues Publishing Company
1164	1	Wedding Solutions
1165	1	Crossway Books
1166	1	Marketplace Books
1167	1	Klutz
1168	1	Que
1169	1	Lion Publishing Plc
1170	1	William Morrow Cookbooks
1171	1	Graphic-Sha Publishing
1172	1	Course Technology
1173	1	TENPP
1174	1	E-Booktime, LLC
1175	1	W W Norton &amp; Co Inc
1176	1	Pub Distributing Co
1177	1	American Girl
1178	1	Golfing Machine
1179	1	Vida Publishers
1180	1	Simon &amp; Schuster Audio
1181	1	Hearst Communications
1182	1	W.B. Saunders Company
1183	1	Pfeiffer &amp; Company
1184	1	Zondervan Publishing Company
1185	1	iUniverse
1186	1	Harpertrophy
1187	1	Beginner Books
1188	1	Addison Wesley Publishing Company
1189	1	Aslan Publishing
1190	1	Bantam Books
1191	1	Word Books Publisher
1192	1	Websters New World
1193	1	HarperResource
1194	1	Ballantine Books
1195	1	Prentice Hall
1196	1	Adams Media Corporation
1197	1	101 Productions
1198	1	IDESN
1199	1	Scribner Book Company
1200	1	Partners Pub Group Inc
1201	1	Krause Publications
1202	1	ABRAM
1203	1	Perfection Learning
1204	1	Krause Publications
1205	1	McGraw-Hill Companies
1206	1	Hushion House Publishing Ltd.
1207	1	Chronicle Books
1208	1	Ulysses Press
1209	1	Rosen Publishing Group
1210	1	Barron's Educational Series
1211	1	Miniature Editions
1212	1	Prima Games
1213	1	Firetrap
1214	1	Alyson Books
1215	1	Demos Medical Publishing
1216	1	NTC Publishing Group
1217	1	University Press of the Pacific
1218	1	Routledge
1219	1	PMANT
1220	1	NORTO
1221	1	FNTSY
1222	1	BENDM
1223	1	HOWPU
1224	1	BTBND
1225	1	Alphascript Publishing
1226	1	HARJU
1227	1	ORBTB
1228	1	BARRN
1229	1	FIRES
1230	1	LARBK
1231	1	HYPEN
1232	1	WLMBK
1233	1	WILTR
1234	1	WROXP
1235	1	Simon
1236	1	PPPYT
1237	1	HARPE
1238	1	CHEMI
1239	1	MCSWN
1240	1	Tickle Kitty Press
1241	1	Andrews McMeel Publishing
1242	1	Candy Cane Press
1243	1	Better Homes and Gardens Books
1244	1	Random House Audio Publishing Group
1245	1	Abingdon Press
1246	1	Simon &amp; Schuster Books
1247	1	Chilton Book Company
1248	1	Thames and Hudson
1249	1	John Wiley &amp; Sons
1250	1	DC Comics
1251	1	St. Martin's Press
1252	1	Publishers Group West
1253	1	Sheed and Ward
1254	1	Prentice Hall
1255	1	University of Minnesota Press
1256	1	Rizzoli Publications
1257	1	Bantam Books
1258	1	PRMAB
1259	1	DORNC
1260	1	Amherst Media
1261	1	Vervante
1262	1	Alpha Books
1263	1	Aguilar
1264	1	Pocket Books
1265	1	Lauson Publishing
1266	1	Pocket Books
1267	1	Frederick Fell Publishers
1268	1	Ten Speed Press
1269	1	Ingram Pub Services
1270	1	Owl Books (NY)
1271	1	Lippincott Williams &amp; Wilkins
1272	1	Caribe/Betania Editores
1273	1	International Artist Publishing
1274	1	Marvel Comics
1275	1	Thomson Brooks/Cole
1276	1	Lippincott Williams &amp; Wilkins
1277	1	South-Western Educational Publishing
1278	1	Grupo Imaginador
1279	1	Walker &amp; Company
1280	1	Plume Books
1281	1	DK Publishing
1282	1	Editorial Trillas S.A. De C.V.
1283	1	I. B. Tauris &amp; Company
1284	1	Delmar Thomson Learning
1285	1	Oxford University Press, USA
1286	1	Blackstone Audiobooks
1287	1	Oxford University Press, USA
1288	1	Houghton Mifflin Company
1289	1	Course Technology
1290	1	Hay House
1291	1	Blackstone Audiobooks
1292	1	Christian Services Network
1293	1	Mosby
1294	1	Edge Books
1295	1	McGraw-Hill Humanities/Social Sciences/Langua
1296	1	Zonderkidz
1297	1	Sage Publications
1298	1	Watson-Guptill Publications
1299	1	Auerbach Publications
1300	1	Lulu.com
1301	1	New Holland
1302	1	Little Brown and Company
1303	1	Kelley Blue Book
1304	1	Tor Books
1305	1	Pomegranate Communications
1306	1	ARCDA
1307	1	Park It Guides
1308	1	CHRON
1309	1	Nolo
1310	1	TFH
1311	1	Yale University Press
1312	1	Knopf Publishing Group
1313	1	ALA
1314	1	New Directions Publishing Corporation
1315	1	Blackwell Publishers
1316	1	COLEB
1317	1	LNKSI
1318	1	ALAWB
1319	1	AVLNT
1320	1	Crossway Books
1321	1	Que
1322	1	Random House Books for Young Readers
1323	1	BGDDY
1324	1	WRTDG
1325	1	CREHM
1326	1	BARBC
1327	1	Archie Comics
1328	1	Academic Internet Publishers
1329	1	Addison-Wesley Professional
1330	1	Outskirts Press
1331	1	CQPRO
1332	1	Viz Media
1333	1	Bedford Books
1334	1	Workman Publishing
1335	1	Academic Internet Publishers
1336	1	Gooseberry Patch
1337	1	Hammond World Atlas Corporation
1338	1	Simon Spotlight Entertainment
1339	1	Margaret K. McElderry Books
1340	1	Random House Mondadori
1341	1	Houghton Mifflin Company
1342	1	Quintessence Pub Co
1343	1	Jones &amp; Bartlett Publishers
1344	1	Prentice Hall
1345	1	Currency
1346	1	Overlook Press
1347	1	Kessinger Publishing
1348	1	CMX
1349	1	Foundation for Inner Peace
1350	1	Frank Schaffer Publications
1351	1	Barron's Educational Series
1352	1	Wrox Press
1353	1	PublishAmerica
1354	1	Thames &amp; Hudson
1355	1	Silver Dolphin Spanish Editions
1356	1	Questmarc Publishing
1357	1	HRD Press
1358	1	John Wiley &amp; Sons
1359	1	Addison Wesley Publishing Company
1360	1	W.B. Saunders Company
1361	1	Prentice Hall
1362	1	Prentice Hall
1363	1	Jump at the Sun
1364	1	Crossway Books
1365	1	Richard Kirchmeyer
1366	1	Xulon Press
1367	1	Prentice Hall
1368	1	Wheatmark
1369	1	Stewart, Tabori, &amp; Chang
1370	1	Research &amp; Education Association
1371	1	Simon Spotlight Entertainment
1372	1	HarperSanFrancisco
1373	1	Manning Publications
1374	1	Academic Internet Publishers
1375	1	Pearson Prentice Hall
1376	1	Listening Library
1377	1	Back Bay Books
1378	1	W.B. Saunders Company
1379	1	Elsevier Health Sciences
1380	1	Wadsworth Publishing Company
1381	1	Prentice Hall
1382	1	Hamlyn
1383	1	Kelley Blue Book
1384	1	Universe
1385	1	Harcourt School
1386	1	Microsoft Press
1387	1	C.V. Mosby
1388	1	Bearport Publishing
1389	1	Pearson Prentice Hall
1390	1	Wadsworth Publishing Company
1391	1	W.B. Saunders Company
1392	1	Thomson Learning
1393	1	Reader's Digest Association
1394	1	Andrews McMeel Publishing
1395	1	Simon &amp; Schuster
1396	1	Bantam Books
1397	1	University Press of the Pacific
1398	1	University Press of the Pacific
1399	1	Prometheus Books
1400	1	HarperAudio
1401	1	Zondervan Publishing Company
1402	1	UHNKG
1403	1	McGraw-Hill Companies
1404	1	Jewish Publication Society of America
1405	1	Butterworth-Heinemann
1406	1	Hungry Minds
1407	1	Rutledge Hill Press
1408	1	Broadman &amp; Holman Publishers
1409	1	Quilt in a Day.
1410	1	LISTL
1411	1	Thomas Nelson Publishers
1412	1	Overlook Press
1413	1	McGraw-Hill Companies, Inc.
1414	1	Potomac Books
1415	1	Northwestern Publishing House
1416	1	Harry N. Abrams Inc
1417	1	Pearson
1418	1	MCDOU
1419	1	Adams Media Corporation
1420	1	DC Comics
1421	1	Publishamerica
1422	1	Hal Leonard Publishing Corporation
1423	1	Vingage Books
1424	1	Triumph Books
1425	1	Running Press Book Publishers
1426	1	Marvel Comics, Ltd.
1427	1	Primedia
1428	1	Arthur A. Levine Books
1429	1	Little Brown and Company
1430	1	Merriam-Webster
1431	1	Glencoe/McGraw-Hill
1432	1	RSRBT
1433	1	New City Press
1434	1	J Weston Walch Pub
1435	1	Prufrock Press
1436	1	MCGRAW-HILL
1437	1	Prentice Hall
1438	1	101 Productions
1439	1	Addison Wesley Publishing Company
1440	1	McGraw-Hill/Glencoe
1441	1	EARLO
1442	1	Ballantine Books
1443	1	Harcourt
1444	1	Manning Publications
1445	1	Butterworth-Heinemann
1446	1	Piggy Toes Press
1447	1	Rowman &amp; Littlefield Publishers, Incorporated
1448	1	Applewood Books
1449	1	Seloc Publications
1450	1	Simon &amp; Schuster Books
1451	1	Scholastic Inc
1452	1	Penguin Books
1453	1	Paulist Press
1454	1	DC Comics
1455	1	Puffin Books
1456	1	Dover Publications
1457	1	Black Dog And Leventhal Publishers
1458	1	Frank Amato Publications
1459	1	Research and Education Association
1460	1	Pomegrante Press
1461	1	Havoc Publishing
1462	1	Vintage Books International
1463	1	Henry Holt and Company
1464	1	Tyndale House Publishers Inc.
1465	1	Chilton Book Company
1466	1	FOR DUMMIES
1467	1	Collector Books
1468	1	Lightning Source Inc
1469	1	Eclipse Press
1470	1	Kennedy Information
1471	1	John Wiley &amp; Sons
1472	1	North Light Books
1473	1	Thunder Bay Press (CA)
1474	1	ReganBooks
1475	1	W.B. Saunders Company
1476	1	John Wiley &amp; Sons
1477	1	Marcel Dekker
1478	1	FOR DUMMIES
1479	1	Kessinger Publishing
1480	1	Peterson's
1481	1	Teachers College Press
1482	1	John Wiley &amp; Sons
1483	1	Harcourt School
1484	1	Pelican Publishing Company
1485	1	ARCOM
1486	1	FACTC
1487	1	MCSEM
1488	1	AGLUS
1489	1	Worth
1490	1	MCHSS
1491	1	DORKJ
1492	1	PRNHC
1493	1	PRNHC
1494	1	TIMBK
1495	1	PNCTR
1496	1	Olympiapress.com
1497	1	Createspace
1498	1	Hal Leonard Publishing Corporation
1499	1	Rockport Publishers
1500	1	BARRN
1501	1	VIZCO
1502	1	BLACC
1503	1	PLNTA
1504	1	ABRAC
1505	1	PZOPB
1506	1	ARTCG
1507	1	CETST
1508	1	RODAL
1509	1	DALMN
1510	1	QIVER
1511	1	DELRY
1512	1	World Publishing
1513	1	GRNCD
1514	1	NELSO
1515	1	QURRY
1516	1	LITLC
1517	1	CPTCR
1518	1	Crown
1519	1	DARHO
1520	1	Shell Education Pub
1521	1	SCHAF
1522	1	SCRIB
1523	1	TIMEI
1524	1	CRSTI
1525	1	WILTR
1526	1	BLDMO
1527	1	Annie's Attic
1528	1	PLGRV
1529	1	PRNHC
1530	1	ALAST
1531	1	BARRN
1532	1	Abrams
1533	1	ROUTC
1534	1	Vti-Group Inc.
1535	1	VIZCO
1536	1	DELMR
1537	1	General Books
1538	1	WZCHT
1539	1	RANDO
1540	1	FOCAL
1541	1	Periplus Editions
1542	1	FODUM
1543	1	CHRNC
1544	1	Brilliance Audio
1545	1	Scribner Book Company
1546	1	Washington Square Press
1547	1	Dover Publications
1548	1	Fleming H. Revell Company
1549	1	Assouline
1550	1	Sra
1551	1	Quarter Inch
1552	1	David &amp; Charles Publishers
1553	1	Triumph Books
1554	1	John Wiley &amp; Sons
1555	1	Storey Books
1556	1	Summit University Press
1557	1	Teachers College Press
1558	1	Princeton University Press
1559	1	North Point Press
1560	1	Springer Vienna
1561	1	Thorndike Press
1562	1	Planeta Pub Corp
1563	1	Olympiapress.com
1564	1	Lightning Source Inc
1565	1	Waywiser Press
1566	1	Authorhouse
1567	1	Nelson Bibles
1568	1	Iuniverse.Com
1569	1	Prentice Hall
1570	1	Broadway Books
1571	1	America's Test Kitchen
1572	1	Powerkids Press
1573	1	CHRTV
1574	1	Berkley Publishing Group
1575	1	Capital Books (VA)
1576	1	Howell Books
1577	1	Harper Design Intl
1578	1	Amerian Cancer Society
1579	1	Editorial Limusa S.A. De C.V.
1580	1	NEFND
1581	1	Clymer Publishing
1582	1	Tahrike Tarsile Qur'an
1583	1	Publius Press
1584	1	Sunset Pub. Corp.
1585	1	Educational Development Center
1586	1	Aspen Publishers, Inc.
1587	1	Delmar Publishers Inc.
1588	1	Harcourt
1589	1	Bantam Books
1590	1	Zondervan Publishing Company
1591	1	Arnoldsche
1592	1	Scholastic, Inc.
1593	1	Houghton Mifflin Company
1594	1	Warner Brothers Publications
1595	1	Dover Publications
1596	1	Quill Books
1597	1	Hal Leonard Publishing Corporation
1598	1	Bison
1599	1	Buccaneer Books Inc
1600	1	Barbour and Company
1601	1	Pocket Books
1602	1	That Patchwork Place
1603	1	Guest Cottage
1604	1	Presbyterian Pub Corp
1605	1	Garland Publishing
1606	1	Outer Banks Press
1607	1	C.V. Mosby
1608	1	International Thomson Business Press
1609	1	Souvenir Press
1610	1	Houghton Mifflin Company
1611	1	Pathfinder Pr
1612	1	Crown Publishers
1613	1	Wadsworth Publishing Company
1614	1	Invisible Cities Press
1615	1	Prentice Hall
1616	1	Kodansha America
1617	1	Sams
1618	1	C.V. Mosby
1619	1	Universe
1620	1	Allyn &amp; Bacon
1621	1	Tor Books
1622	1	DH Publishing
1623	1	Kaplan Education
1624	1	Marlowe &amp; Company
1625	1	R.S. Means Company
1626	1	Allyn &amp; Bacon
1627	1	Aspen Publishers
1628	1	Sterling Publishing
1629	1	Bold Strokes Books
1630	1	AMG Publishers
1631	1	Kaplan Publishing
1632	1	Kessinger Publishing
1633	1	In Tune
1634	1	Random House Audio Publishing Group
1635	1	Dover Publications
1636	1	St. Martin's Griffin
1637	1	Sunset Books
1638	1	Attitude 1
1639	1	iUniverse
1640	1	Blackstone Audiobooks
1641	1	Westholme Publishing
1642	1	Krause Publications
1643	1	Priddy Books
1644	1	Lulu Press
1645	1	Addison Wesley Publishing Company
1646	1	TENSP
1647	1	MICPR
1648	1	GOODP
1649	1	Simon &amp; Schuster Audio
1650	1	John Wiley &amp; Sons
1651	1	Cold Tree Press
1652	1	Irwin/McGraw-Hill
1653	1	John Wiley &amp; Sons
1654	1	Chronicle Books
1655	1	Pimsleur
1656	1	Huamnities and Soc Science
1657	1	Image Comics
1658	1	W.H. Freeman &amp; Company
1659	1	Disney Editions
1660	1	Chelsea House Publishers
1661	1	W. W. Norton &amp; Company
1662	1	Disney Press
1663	1	Your Baby Can
1664	1	DK Publishing (Dorling Kindersley)
1665	1	Milligan Books
1666	1	Allyn &amp; Bacon
1667	1	Academic Internet Publishers
1668	1	Moleskine
1669	1	John Wiley &amp; Sons
1670	1	North Light Books
1671	1	MCGRAW-HILL
1672	1	Philomel Books
1673	1	South Western Educational Publishing
1674	1	Advanced Marketing s De Rl De Cv
1675	1	Thieme Medical Publishers
1676	1	Arnica Publishing
1677	1	St. Martin's Press
1678	1	Archie Comics
1679	1	Wizards of the Coast
1680	1	Thomson Brooks/Cole
1681	1	Saunders Book Company
1682	1	Saunders Book Company
1683	1	EYEON
1684	1	American College of Physicians
1685	1	Kessinger Publishing
1686	1	Outskirts Press
1687	1	Rodale Press
1688	1	Scholastic Press
1689	1	Krause Publications
1690	1	Rowman &amp; Littlefield Publishers
1691	1	Coaches Choice Books
1692	1	AMCAI
1693	1	Harpercollins
1694	1	Apress
1695	1	IDW Publishing
1696	1	Fodor's Travel Publications
1697	1	Viz Media
1698	1	Focal Press
1699	1	Guilford Publications
1700	1	Springer
1701	1	FOR DUMMIES
1702	1	South Western Educational Publishing
1703	1	Stewart, Tabori, &amp; Chang
1704	1	Hal Leonard Publishing Corporation
1705	1	Running Press Book Publishers
1706	1	McGraw-Hill/Glencoe
1707	1	Brilliance Corporation
1708	1	del Rey Books
1709	1	DC Comics
1710	1	Picador USA
1711	1	Rigby
1712	1	Poppy
1713	1	Sybex
1714	1	Harper
1715	1	Simon Pulse
1716	1	Laura T Behrendt
1717	1	Authorhouse
1718	1	Crossway Books
1719	1	Hilton
1720	1	Chronicle Books
1721	1	Price Stern Sloan
1722	1	Grosset &amp; Dunlap
1723	1	Oxmoor House
1724	1	Jones &amp; Bartlett Publishers
1725	1	Moody Publishers
1726	1	HarperAudio
1727	1	Zondervan Publishing Company
1728	1	Thestreet.com Ratings
1729	1	MCGRAW-HILL
1730	1	Quintessence Publishing (IL)
1731	1	Living Language
1732	1	Running Press Book Publishers
1733	1	Alfred A. Knopf Books for Young Readers
1734	1	Magellan Press (TN)
1735	1	Wiley-Blackwell
1736	1	Lymph Notes
1737	1	Eros Comix
1738	1	McGraw-Hill/Osborne Media
1739	1	Leandoer and Eckholm
1740	1	Kaplan Publishing
1741	1	South Western Educational Publishing
1742	1	Quarzo
1743	1	FOR DUMMIES
1744	1	South Western Educational Publishing
1745	1	F. A. Davis Company
1746	1	New Holland Publishers (UK)
1747	1	Chronicle Books
1748	1	Chronicle Books
1749	1	Waterford Press
1750	1	Tuttle Publishing
1751	1	Zonderkidz
1752	1	Bridge Publications Inc.
1753	1	MCGRAW-HILL
1754	1	Kessinger Publishing
1755	1	BradyGames
1756	1	Apress
1757	1	Peter Pauper Press
1758	1	KLANP
1759	1	IMGCO
1760	1	Prentice Hall
1761	1	Knopf Publishing Group
1762	1	Prentice Hall
1763	1	Harper Paperbacks
1764	1	BCKTP
1765	1	OSISA
1766	1	McGraw-Hill Professional Publishing
1767	1	Little Brown and Company
1768	1	South Western Educational Publishing
1769	1	Mosby
1770	1	iUniverse
1771	1	Scruton Publishing C
1772	1	Pebble Plus
1773	1	Addison-Wesley Professional
1774	1	Shire Publications
1775	1	William Morrow &amp; Company
1776	1	Princeton Review
1777	1	Princeton Review
1778	1	John Wiley &amp; Sons
1779	1	EDICB
1780	1	WORSO
1781	1	Cambridge University Press
1782	1	MCGRAW-HILL
1783	1	FOR DUMMIES
1784	1	W.B. Saunders Company
1785	1	McGraw-Hill Medical Publishing
1786	1	Yorkshire Press
1787	1	HGHBG
1788	1	QURRY
1789	1	ISIBK
1790	1	CHRON
1791	1	BRILC
1792	1	UOXFD
1793	1	CLLNB
1794	1	Drg / House of White Birches
1795	1	Shambhala Publications
1796	1	Emmanuel Press
1797	1	Lulu Press
1798	1	Whitecap Books
1799	1	Columbia University Press
1800	1	Peachpit Press
1801	1	Worth Publishers
1802	1	McGraw-Hill Humanities/Social Sciences/Langua
1803	1	Maupin House Publishing
1804	1	HarperSanFrancisco
1805	1	Andrews McMeel Publishing
1806	1	Prentice Hall
1807	1	Prentice Hall
1808	1	Henry Holt &amp; Company
1809	1	Hendrickson Publishers
1810	1	Pierides Press
1811	1	Bedford Books
1812	1	FOR DUMMIES
1813	1	Motorbooks International
1814	1	Digireads.com
1815	1	Authorhouse
1816	1	Rodale Press
1817	1	Eros Comix
1818	1	John Wiley &amp; Sons
1819	1	Barron's Educational Series
1820	1	Emc Pub
1821	1	Pearson ESL
1822	1	Collins
1823	1	Oxford University Press, USA
1824	1	McGraw-Hill Medical Publishing
1825	1	Irwin/McGraw-Hill
1826	1	Irwin/McGraw-Hill
1827	1	Tor Books
1828	1	Kessinger Publishing
1829	1	Jones &amp; Bartlett Pub
1830	1	Microsoft Press
1831	1	Kessinger Publishing
1832	1	Hillsboro Press
1833	1	Prentice Hall
1834	1	Prentice Hall
1835	1	Kessinger Publishing
1836	1	Alfred Publishing Company
1837	1	Pearson Prentice Hall
1838	1	Coach Series
1839	1	Shen's Books
1840	1	Thomson Delmar Learning
1841	1	Independent Pub Group
1842	1	Course Technology Ptr
1843	1	Sterling Publishing
1844	1	Fantagraphics Books
1845	1	Kaplan Publishing
1846	1	Pearson Prentice Hall
1847	1	Assouline
1848	1	Digital Manga Publishing
1849	1	Wizards of the Coast
1850	1	Archie Comics
1851	1	Green Candy Press
1852	1	New Riders Publishing
1853	1	Focal Press
1854	1	Pimsleur
1855	1	Lippincott Williams &amp; Wilkins
1856	1	Adobe Press
1857	1	Kaplan Publishing
1858	1	Academic Internet Publishers
1859	1	Pearson Prentice Hall
1860	1	Longman Publishing Group
1861	1	Johns Hopkins University Press
1862	1	Tyndale House Publishers
1863	1	Tyndale House Publishers
1864	1	Flip Publishing
1865	1	Gallaudet University Press
1866	1	Xulon Press
1867	1	Hyperion Books
1868	1	Prentice Hall
1869	1	Ten Speed Press
1870	1	Thomson Brooks/Cole
1871	1	Kensington Publishing Corporation
1872	1	Maxwell Pub Co
1873	1	Running Press
1874	1	Nelson Bibles
1875	1	ADC The Map People
1876	1	Frank Amato Publications
1877	1	iUniverse
1878	1	Aspen Publishers
1879	1	St. Martin's Press
1880	1	McGraw-Hill College
1881	1	Dutton Books
1882	1	Disney Press
1883	1	HarperCollins Publishers
1884	1	Onword Press
1885	1	SISPO
1886	1	Barron's Educational Series
1887	1	Sunset Publishing Corporation
1888	1	John Wiley &amp; Sons Inc
1889	1	Dushkin/McGraw-Hill
1890	1	Infinity Publishing (PA)
1891	1	Navpress Publishing Group
1892	1	Prima Games
1893	1	Rosen Central
1894	1	Cengage Learning
1895	1	Zondervan Publishing Company
1896	1	Ideals Children's Books
1897	1	Cengage Learning
1898	1	TWINI
1899	1	Thorndike Press
1900	1	Williams &amp; Wilkins
1901	1	Haynes Publications
1902	1	Prentice Hall
1903	1	John Wiley &amp; Sons
1904	1	Thomson Brooks/Cole
1905	1	Quirk Books
1906	1	Carson Dellosa Pub Co Inc
1907	1	Collector Books
1908	1	Lippincott Williams &amp; Wilkins
1909	1	Filiquarian Publishing, LLC.
1910	1	Duxbury Resource Center
1911	1	McGraw-Hill Humanities/Social Sciences/Langua
1912	1	Rainbow Bridge Publishing (UT)
1913	1	Mgwh
1914	1	Wadsworth Publishing Company
1915	1	Kids Can Press
1916	1	Trafford Publishing
1917	1	Assouline
1918	1	BradyGames
1919	1	Ulysses Press
1920	1	Benjamin-Cummings Publishing Company
1921	1	Falcon
1922	1	Chronicle Books
1923	1	Zondervan Publishing Company
1924	1	FOR DUMMIES
1925	1	W.B. Saunders Company
1926	1	iUniverse
1927	1	Krause Publications
1928	1	Authorhouse
1929	1	Historical Science Publishing
1930	1	Barron's Educational Series
1931	1	Pauline Books &amp; Media
1932	1	Casa Bautista de Publicaciones
1933	1	Image Comics
1934	1	Anaya Publishers
1935	1	Williams &amp; Wilkins
1936	1	Allyn &amp; Bacon
1937	1	McGraw-Hill Book Company
1938	1	Puffin Books
1939	1	University of Chicago Press
1940	1	Harcourt Brace Children's Books
1941	1	Avon Books
1942	1	W. W. Norton &amp; Company
1943	1	Zondervan Publishing Company
1944	1	Vintage Books
1945	1	Bluestar Communications
1946	1	Tan Books &amp; Publishers Inc.
1947	1	Abbeville Press Publishers
1948	1	Barron's
1949	1	The Library of America
1950	1	Avon Books
1951	1	Kregel Publications
1952	1	Basic Books
1953	1	Penguin Books
1954	1	Quick American Archives
1955	1	Broadman &amp; Holman Publishers
1956	1	U.S. Games Systems, Inc.
1957	1	Penguin Books
1958	1	Brewers Publications
1959	1	Surrey Books
1960	1	Victor Books
1961	1	University of California Press
1962	1	Bhaktivedanta Book Pub
1963	1	University of Nebraska Press
1964	1	Touchstone Press
1965	1	Hal Leonard Publishing Corporation
1966	1	Bantam Books
1967	1	Bantam Books
1968	1	Random House
1969	1	Vintage Books
1970	1	Beacon Press
1971	1	W.B. Eerdman's Pub. Co.
1972	1	Citadel Press Book
1973	1	Sierra Club books
1974	1	REA
1975	1	William Morrow &amp; Company Inc
1976	1	Simon &amp; Schuster Books
1977	1	Simon &amp; Schuster Books
1978	1	Pocket Books
1979	1	State University of New York
1980	1	Vintage Books
1981	1	Touchstone Press
1982	1	Fawcett Crest
1983	1	Fawcett Crest
1984	1	G.P. Putnam
1985	1	Crown Publishers Inc.
1986	1	University of Nebraska Press
1987	1	Dell Publishing Company
1988	1	Little Brown and Company
1989	1	Random House
1990	1	Vida Publishing, Inc.
1991	1	Research &amp; Education Association
1992	1	Blackbirch Press Book
1993	1	Thunder's Mouth Press
1994	1	Peter Bedrick Books
1995	1	HarperCollins Publishers
1996	1	Sounds True, Inc.
1997	1	Villard Books
1998	1	Writers Club Press.
1999	1	Three Rivers Press (CA)
