book	buy	publication_date
0776	1	&nbsp;7/2/2007
0777	1	&nbsp;6/1/2007
0778	1	&nbsp;1/19/2007
0779	1	&nbsp;7/1/2007
0780	1	&nbsp;10/3/2007
0781	1	&nbsp;5/18/2007
0782	1	&nbsp;1/10/2008
0783	1	&nbsp;1/1/2008
0784	1	&nbsp;7/3/2007
0785	1	&nbsp;4/1/2007
0786	1	&nbsp;6/30/1999
0787	1	&nbsp;8/20/2007
0788	1	&nbsp;1/15/2008
0789	1	&nbsp;10/1/2007
0790	1	&nbsp;7/1/2008
0791	1	&nbsp;11/27/2007
0792	1	&nbsp;3/4/2008
0793	1	&nbsp;4/15/2008
0794	1	&nbsp;10/2/2007
0795	1	&nbsp;1/29/2008
0796	1	&nbsp;5/20/2008
0797	1	&nbsp;12/30/2008
0798	1	&nbsp;3/21/2008
0799	1	&nbsp;12/1/2007
0800	1	&nbsp;6/1/2007
0801	1	&nbsp;11/25/2008
0802	1	&nbsp;4/10/2007
0803	1	&nbsp;4/10/2007
0804	1	&nbsp;6/8/2010
0805	1	&nbsp;5/1/2007
0806	1	&nbsp;4/1/2007
0807	1	&nbsp;5/1/2007
0808	1	&nbsp;12/30/2007
0809	1	&nbsp;3/26/2007
0810	1	&nbsp;4/10/2007
0811	1	&nbsp;6/1/2007
0812	1	&nbsp;4/10/2007
0813	1	&nbsp;2/1/2007
0814	1	&nbsp;4/10/2007
0815	1	&nbsp;4/10/2007
0816	1	&nbsp;2/28/2007
0817	1	&nbsp;1/1/2008
0818	1	&nbsp;8/1/2006
0819	1	&nbsp;11/6/2006
0820	1	&nbsp;4/10/2007
0821	1	&nbsp;6/23/2007
0822	1	&nbsp;4/10/2007
0823	1	&nbsp;4/10/2007
0824	1	&nbsp;4/10/2007
0825	1	&nbsp;6/1/2007
0826	1	&nbsp;4/10/2007
0827	1	&nbsp;4/10/2007
0828	1	&nbsp;4/10/2007
0829	1	&nbsp;4/10/2007
0830	1	&nbsp;10/1/2006
0831	1	&nbsp;3/1/2006
0832	1	&nbsp;6/29/2006
0833	1	&nbsp;4/10/2007
0834	1	&nbsp;3/1/2006
0835	1	&nbsp;9/5/2006
0836	1	&nbsp;11/28/2006
0837	1	&nbsp;9/1/2006
0838	1	&nbsp;4/10/2007
0839	1	&nbsp;4/10/2007
0840	1	&nbsp;4/10/2007
0841	1	&nbsp;1/31/2007
0842	1	&nbsp;4/10/2007
0843	1	&nbsp;10/1/2006
0844	1	&nbsp;10/15/2006
0845	1	&nbsp;5/15/2006
0846	1	&nbsp;11/6/2006
0847	1	&nbsp;4/10/2007
0848	1	&nbsp;6/8/2010
0849	1	&nbsp;6/1/2010
0850	1	&nbsp;7/21/2010
0851	1	&nbsp;5/11/2010
0852	1	&nbsp;5/11/2010
0853	1	&nbsp;6/1/2010
0854	1	&nbsp;3/17/2010
0855	1	&nbsp;9/21/2010
0856	1	&nbsp;5/25/2010
0857	1	&nbsp;4/1/2010
0858	1	&nbsp;4/1/2010
0859	1	&nbsp;6/29/2010
0860	1	&nbsp;2/2/2010
0861	1	&nbsp;2/2/2010
0862	1	&nbsp;3/15/2010
0863	1	&nbsp;4/1/2010
0864	1	&nbsp;6/29/2010
0865	1	&nbsp;3/15/2010
0866	1	&nbsp;6/24/2010
0867	1	&nbsp;1/18/2010
0868	1	&nbsp;1/18/2010
0869	1	&nbsp;11/23/2009
0870	1	&nbsp;1/11/2010
0871	1	&nbsp;11/1/2009
0872	1	&nbsp;12/24/2009
0873	1	&nbsp;12/23/2009
0874	1	&nbsp;6/15/2010
0875	1	&nbsp;12/1/2009
0876	1	&nbsp;4/1/2010
0877	1	&nbsp;4/7/2010
0878	1	&nbsp;4/15/2010
0879	1	&nbsp;4/13/2010
0880	1	&nbsp;1/13/2010
0881	1	&nbsp;6/29/2010
0882	1	&nbsp;5/4/2010
0883	1	&nbsp;5/1/2010
0884	1	&nbsp;5/25/2010
0885	1	&nbsp;7/6/2010
0886	1	&nbsp;6/8/2010
0887	1	&nbsp;11/2/2009
0888	1	&nbsp;5/4/2010
0889	1	&nbsp;4/5/2010
0890	1	&nbsp;5/11/2010
0891	1	&nbsp;6/15/2010
0892	1	&nbsp;2/1/2010
0893	1	&nbsp;1/4/2010
0894	1	&nbsp;9/1/2009
0895	1	&nbsp;6/29/2010
0896	1	&nbsp;6/8/2010
0897	1	&nbsp;6/29/2010
0898	1	&nbsp;5/1/2010
0899	1	&nbsp;12/31/2009
0900	1	&nbsp;8/20/2009
0901	1	&nbsp;3/22/2010
0902	1	&nbsp;8/5/2009
0903	1	&nbsp;8/5/2009
0904	1	&nbsp;1/5/2010
0905	1	&nbsp;1/26/2010
0906	1	&nbsp;2/22/2010
0907	1	&nbsp;12/14/2009
0908	1	&nbsp;10/26/2009
0909	1	&nbsp;12/29/2009
0910	1	&nbsp;10/22/2009
0911	1	&nbsp;8/18/2009
0912	1	&nbsp;10/26/2009
0913	1	&nbsp;11/24/2009
0914	1	&nbsp;12/15/2009
0915	1	&nbsp;1/19/2010
0916	1	&nbsp;10/6/2009
0917	1	&nbsp;6/2/2009
0918	1	&nbsp;3/30/2010
0919	1	&nbsp;9/29/2009
0920	1	&nbsp;10/1/2009
0921	1	&nbsp;9/1/2009
0922	1	&nbsp;9/1/2009
0923	1	&nbsp;10/28/2009
0924	1	&nbsp;12/9/2009
0925	1	&nbsp;1/1/2010
0926	1	&nbsp;12/22/2009
0927	1	&nbsp;1/26/2010
0928	1	&nbsp;4/13/2010
0929	1	&nbsp;11/17/2009
0930	1	&nbsp;1/4/2010
0931	1	&nbsp;1/1/2010
0932	1	&nbsp;2/16/2010
0933	1	&nbsp;1/1/2010
0934	1	&nbsp;2/28/2010
0935	1	&nbsp;12/22/2009
0936	1	&nbsp;3/12/2010
0937	1	&nbsp;5/3/2010
0938	1	&nbsp;1/28/2010
0939	1	&nbsp;3/1/2010
0940	1	&nbsp;2/26/2010
0941	1	&nbsp;1/1/2010
0942	1	&nbsp;1/1/2010
0943	1	&nbsp;3/1/2010
0944	1	&nbsp;7/14/2010
0945	1	&nbsp;3/30/2010
0946	1	&nbsp;12/29/2009
0947	1	&nbsp;5/1/2010
0948	1	&nbsp;2/2/2010
0949	1	&nbsp;6/15/2010
0950	1	&nbsp;4/27/2010
0951	1	&nbsp;12/8/2009
0952	1	&nbsp;7/20/2010
0953	1	&nbsp;1/25/2010
0954	1	&nbsp;4/1/2010
0955	1	&nbsp;3/1/2010
0956	1	&nbsp;5/25/2010
0957	1	&nbsp;6/1/2000
0958	1	&nbsp;7/6/2010
0959	1	&nbsp;7/13/2010
0960	1	&nbsp;11/1/2007
0961	1	&nbsp;6/1/1978
0962	1	&nbsp;4/10/2007
0963	1	&nbsp;5/31/2004
0964	1	&nbsp;2/10/2009
0965	1	&nbsp;5/1/1991
0966	1	&nbsp;4/6/2010
0967	1	&nbsp;4/10/2007
0968	1	&nbsp;3/31/2009
0969	1	&nbsp;12/5/2008
0970	1	&nbsp;4/10/2007
0971	1	&nbsp;8/30/2005
0972	1	&nbsp;3/9/2010
0973	1	&nbsp;2/2/2010
0974	1	&nbsp;9/1/1995
0975	1	&nbsp;4/10/2007
0976	1	&nbsp;12/28/2010
0977	1	&nbsp;6/30/2010
0978	1	&nbsp;11/16/2009
0979	1	&nbsp;7/16/2009
0980	1	&nbsp;4/10/2007
0981	1	&nbsp;8/30/2006
0982	1	&nbsp;4/10/2007
0983	1	&nbsp;8/1/1999
0984	1	&nbsp;5/31/2010
0985	1	&nbsp;10/26/2010
0986	1	&nbsp;7/16/2010
0987	1	&nbsp;7/1/2005
0988	1	&nbsp;4/10/2007
0989	1	&nbsp;9/8/2009
0990	1	&nbsp;5/13/2008
0991	1	&nbsp;4/3/2007
0992	1	&nbsp;6/30/2007
0993	1	&nbsp;9/26/2006
0994	1	&nbsp;9/1/1998
0995	1	&nbsp;10/1/1986
0996	1	&nbsp;3/1/2004
0997	1	&nbsp;5/27/2010
0998	1	&nbsp;7/1/2001
0999	1	&nbsp;7/1/2004
1000	1	&nbsp;8/5/2009
1001	1	&nbsp;11/1/2007
1002	1	&nbsp;11/1/2009
1003	1	&nbsp;5/15/2009
1004	1	&nbsp;5/7/2007
1005	1	&nbsp;3/5/2007
1006	1	&nbsp;4/16/2007
1007	1	&nbsp;4/10/2007
1008	1	&nbsp;3/3/2010
1009	1	&nbsp;9/16/2008
1010	1	&nbsp;5/13/2008
1011	1	&nbsp;1/1/2004
1012	1	&nbsp;8/1/2002
1013	1	&nbsp;12/6/2006
1014	1	&nbsp;4/16/2007
1015	1	&nbsp;12/3/2007
1016	1	&nbsp;6/30/2010
1017	1	&nbsp;3/15/2008
1018	1	&nbsp;8/1/2005
1019	1	&nbsp;4/1/2000
1020	1	&nbsp;4/10/2007
1021	1	&nbsp;4/10/2007
1022	1	&nbsp;7/24/2009
1023	1	&nbsp;8/4/2010
1024	1	&nbsp;3/3/2010
1025	1	&nbsp;8/21/2009
1026	1	&nbsp;10/1/2003
1027	1	&nbsp;1/16/2003
1028	1	&nbsp;2/1/1996
1029	1	&nbsp;4/10/2007
1030	1	&nbsp;4/10/2007
1031	1	&nbsp;10/16/2006
1032	1	&nbsp;6/30/2007
1033	1	&nbsp;10/29/2007
1034	1	&nbsp;2/1/2008
1035	1	&nbsp;12/1/2008
1036	1	&nbsp;3/3/2009
1037	1	&nbsp;2/5/2009
1038	1	&nbsp;5/5/2008
1039	1	&nbsp;4/1/2008
1040	1	&nbsp;9/12/2008
1041	1	&nbsp;8/24/2007
1042	1	&nbsp;12/14/2007
1043	1	&nbsp;11/25/2008
1044	1	&nbsp;10/5/2009
1045	1	&nbsp;4/10/2007
1046	1	&nbsp;5/30/2007
1047	1	&nbsp;4/10/2007
1048	1	&nbsp;4/3/2008
1049	1	&nbsp;8/25/2007
1050	1	&nbsp;8/1/2007
1051	1	&nbsp;7/18/2007
1052	1	&nbsp;12/5/2007
1053	1	&nbsp;11/6/2007
1054	1	&nbsp;4/10/2007
1055	1	&nbsp;1/28/2007
1056	1	&nbsp;2/5/2004
1057	1	&nbsp;4/10/2007
1058	1	&nbsp;5/1/1998
1059	1	&nbsp;4/10/2007
1060	1	&nbsp;4/10/2007
1061	1	&nbsp;3/1/2003
1062	1	&nbsp;4/10/2007
1063	1	&nbsp;4/10/2007
1064	1	&nbsp;2/1/2003
1065	1	&nbsp;10/30/2005
1066	1	&nbsp;1/1/1998
1067	1	&nbsp;4/10/2007
1068	1	&nbsp;3/1/2001
1069	1	&nbsp;1/1/2010
1070	1	&nbsp;3/1/2010
1071	1	&nbsp;4/10/2007
1072	1	&nbsp;4/10/2007
1073	1	&nbsp;7/1/2004
1074	1	&nbsp;4/16/2007
1075	1	&nbsp;1/1/2001
1076	1	&nbsp;7/1/2003
1077	1	&nbsp;4/10/2007
1078	1	&nbsp;8/30/2005
1079	1	&nbsp;4/10/2007
1080	1	&nbsp;8/1/2003
1081	1	&nbsp;4/10/2007
1082	1	&nbsp;4/21/2009
1083	1	&nbsp;1/1/2005
1084	1	&nbsp;3/1/2003
1085	1	&nbsp;5/31/2006
1086	1	&nbsp;4/18/2006
1087	1	&nbsp;4/10/2007
1088	1	&nbsp;11/13/2007
1089	1	&nbsp;8/13/2007
1090	1	&nbsp;3/1/2008
1091	1	&nbsp;10/12/2009
1092	1	&nbsp;6/23/2009
1093	1	&nbsp;7/21/2008
1094	1	&nbsp;10/1/2008
1095	1	&nbsp;12/16/2008
1096	1	&nbsp;10/7/2008
1097	1	&nbsp;2/27/2008
1098	1	&nbsp;6/1/2008
1099	1	&nbsp;5/1/2008
1100	1	&nbsp;10/31/2007
1101	1	&nbsp;11/1/2007
1102	1	&nbsp;4/10/2007
1103	1	&nbsp;6/1/1940
1104	1	&nbsp;4/10/2007
1105	1	&nbsp;1/2/2007
1106	1	&nbsp;4/10/2007
1107	1	&nbsp;4/10/2007
1108	1	&nbsp;7/1/1996
1109	1	&nbsp;7/30/2004
1110	1	&nbsp;3/1/2004
1111	1	&nbsp;12/15/2005
1112	1	&nbsp;4/10/2007
1113	1	&nbsp;8/1/1994
1114	1	&nbsp;4/10/2007
1115	1	&nbsp;4/10/2007
1116	1	&nbsp;4/10/2007
1117	1	&nbsp;4/10/2007
1118	1	&nbsp;3/1/1994
1119	1	&nbsp;4/1/2004
1120	1	&nbsp;9/3/2010
1121	1	&nbsp;12/1/2009
1122	1	&nbsp;5/4/2010
1123	1	&nbsp;7/1/2009
1124	1	&nbsp;6/19/2009
1125	1	&nbsp;7/6/2010
1126	1	&nbsp;12/7/2010
1127	1	&nbsp;5/18/2010
1128	1	&nbsp;10/11/2010
1129	1	&nbsp;6/22/2010
1130	1	&nbsp;11/3/2009
1131	1	&nbsp;9/1/2004
1132	1	&nbsp;4/10/2007
1133	1	&nbsp;5/31/2005
1134	1	&nbsp;4/1/1996
1135	1	&nbsp;6/25/2003
1136	1	&nbsp;10/15/2005
1137	1	&nbsp;4/10/2007
1138	1	&nbsp;4/10/2007
1139	1	&nbsp;6/1/2000
1140	1	&nbsp;8/1/1996
1141	1	&nbsp;6/1/1996
1142	1	&nbsp;8/3/2009
1143	1	&nbsp;4/10/2007
1144	1	&nbsp;4/10/2007
1145	1	&nbsp;4/1/2006
1146	1	&nbsp;10/1/2006
1147	1	&nbsp;12/1/1999
1148	1	&nbsp;3/30/2007
1149	1	&nbsp;1/1/2008
1150	1	&nbsp;7/1/2007
1151	1	&nbsp;12/18/2006
1152	1	&nbsp;5/1/2007
1153	1	&nbsp;7/1/2009
1154	1	&nbsp;2/1/2008
1155	1	&nbsp;10/1/2008
1156	1	&nbsp;7/18/2008
1157	1	&nbsp;5/16/2008
1158	1	&nbsp;9/1/2008
1159	1	&nbsp;9/30/2008
1160	1	&nbsp;9/30/2008
1161	1	&nbsp;5/27/2008
1162	1	&nbsp;10/20/2008
1163	1	&nbsp;8/15/2008
1164	1	&nbsp;7/1/2009
1165	1	&nbsp;10/1/2008
1166	1	&nbsp;4/17/2008
1167	1	&nbsp;3/10/2008
1168	1	&nbsp;10/8/2008
1169	1	&nbsp;4/28/2008
1170	1	&nbsp;7/1/2009
1171	1	&nbsp;8/15/2008
1172	1	&nbsp;1/13/2009
1173	1	&nbsp;6/30/2009
1174	1	&nbsp;4/10/2007
1175	1	&nbsp;4/10/2007
1176	1	&nbsp;9/1/2007
1177	1	&nbsp;3/1/2008
1178	1	&nbsp;6/15/2006
1179	1	&nbsp;4/10/2007
1180	1	&nbsp;6/6/2006
1181	1	&nbsp;7/1/2007
1182	1	&nbsp;4/10/2007
1183	1	&nbsp;1/16/2007
1184	1	&nbsp;2/2/2007
1185	1	&nbsp;4/10/2007
1186	1	&nbsp;4/10/2007
1187	1	&nbsp;11/1/1983
1188	1	&nbsp;7/1/1996
1189	1	&nbsp;4/16/2007
1190	1	&nbsp;4/10/2007
1191	1	&nbsp;4/10/2007
1192	1	&nbsp;7/1/2000
1193	1	&nbsp;1/1/2001
1194	1	&nbsp;4/10/2007
1195	1	&nbsp;4/30/2007
1196	1	&nbsp;9/1/1999
1197	1	&nbsp;12/10/2005
1198	1	&nbsp;2/28/2006
1199	1	&nbsp;4/10/2007
1200	1	&nbsp;8/30/2005
1201	1	&nbsp;9/30/2006
1202	1	&nbsp;10/29/2007
1203	1	&nbsp;4/10/2007
1204	1	&nbsp;5/1/2004
1205	1	&nbsp;4/10/2007
1206	1	&nbsp;1/1/2005
1207	1	&nbsp;6/30/2005
1208	1	&nbsp;6/21/2005
1209	1	&nbsp;4/10/2007
1210	1	&nbsp;4/10/2007
1211	1	&nbsp;11/22/2005
1212	1	&nbsp;4/26/2005
1213	1	&nbsp;10/22/2007
1214	1	&nbsp;6/1/2001
1215	1	&nbsp;10/1/2002
1216	1	&nbsp;4/10/2007
1217	1	&nbsp;4/10/2007
1218	1	&nbsp;11/30/2007
1219	1	&nbsp;10/6/2009
1220	1	&nbsp;7/5/2010
1221	1	&nbsp;11/30/2009
1222	1	&nbsp;12/30/2009
1223	1	&nbsp;6/29/2010
1224	1	&nbsp;8/1/2010
1225	1	&nbsp;1/11/2010
1226	1	&nbsp;3/23/2010
1227	1	&nbsp;10/1/2009
1228	1	&nbsp;8/1/2009
1229	1	&nbsp;10/5/2010
1230	1	&nbsp;8/3/2010
1231	1	&nbsp;1/18/2010
1232	1	&nbsp;8/5/2009
1233	1	&nbsp;7/7/2009
1234	1	&nbsp;6/21/2010
1235	1	&nbsp;7/13/2010
1236	1	&nbsp;8/1/2010
1237	1	&nbsp;6/1/2010
1238	1	&nbsp;7/2/2010
1239	1	&nbsp;11/1/2010
1240	1	&nbsp;4/10/2007
1241	1	&nbsp;10/30/2004
1242	1	&nbsp;1/1/2005
1243	1	&nbsp;4/10/2007
1244	1	&nbsp;4/10/2007
1245	1	&nbsp;4/10/2007
1246	1	&nbsp;4/10/2007
1247	1	&nbsp;5/1/1997
1248	1	&nbsp;4/10/2007
1249	1	&nbsp;4/10/2007
1250	1	&nbsp;4/10/2007
1251	1	&nbsp;5/1/1998
1252	1	&nbsp;10/1/1996
1253	1	&nbsp;4/10/2007
1254	1	&nbsp;4/10/2007
1255	1	&nbsp;4/10/2007
1256	1	&nbsp;6/1/2000
1257	1	&nbsp;5/1/2003
1258	1	&nbsp;2/1/2001
1259	1	&nbsp;3/1/2002
1260	1	&nbsp;10/28/2005
1261	1	&nbsp;8/17/2009
1262	1	&nbsp;11/1/2005
1263	1	&nbsp;4/10/2007
1264	1	&nbsp;6/1/2003
1265	1	&nbsp;9/8/2003
1266	1	&nbsp;4/10/2007
1267	1	&nbsp;12/1/2001
1268	1	&nbsp;12/1/2001
1269	1	&nbsp;1/1/2002
1270	1	&nbsp;4/10/2007
1271	1	&nbsp;8/1/2005
1272	1	&nbsp;4/10/2007
1273	1	&nbsp;7/1/2002
1274	1	&nbsp;4/25/2007
1275	1	&nbsp;5/25/2007
1276	1	&nbsp;8/1/2006
1277	1	&nbsp;4/10/2007
1278	1	&nbsp;5/31/2004
1279	1	&nbsp;2/21/2006
1280	1	&nbsp;11/28/2006
1281	1	&nbsp;1/1/2007
1282	1	&nbsp;6/30/2005
1283	1	&nbsp;1/30/2007
1284	1	&nbsp;8/1/2006
1285	1	&nbsp;1/31/2007
1286	1	&nbsp;4/9/2007
1287	1	&nbsp;10/25/2007
1288	1	&nbsp;3/30/2007
1289	1	&nbsp;4/8/2008
1290	1	&nbsp;8/12/2008
1291	1	&nbsp;7/1/2007
1292	1	&nbsp;7/9/2007
1293	1	&nbsp;4/1/2008
1294	1	&nbsp;1/1/2008
1295	1	&nbsp;10/8/2007
1296	1	&nbsp;6/6/2008
1297	1	&nbsp;3/29/2008
1298	1	&nbsp;8/5/2008
1299	1	&nbsp;6/23/2010
1300	1	&nbsp;3/31/2008
1301	1	&nbsp;10/7/2008
1302	1	&nbsp;10/28/2008
1303	1	&nbsp;1/1/2009
1304	1	&nbsp;1/6/2009
1305	1	&nbsp;9/1/2008
1306	1	&nbsp;6/1/2009
1307	1	&nbsp;12/15/2008
1308	1	&nbsp;3/31/2009
1309	1	&nbsp;5/15/2009
1310	1	&nbsp;5/15/2009
1311	1	&nbsp;5/28/2010
1312	1	&nbsp;9/8/2009
1313	1	&nbsp;11/14/2008
1314	1	&nbsp;6/23/2009
1315	1	&nbsp;12/10/2008
1316	1	&nbsp;10/14/2008
1317	1	&nbsp;2/24/2009
1318	1	&nbsp;3/4/2009
1319	1	&nbsp;4/1/2009
1320	1	&nbsp;9/30/2009
1321	1	&nbsp;4/10/2009
1322	1	&nbsp;8/11/2009
1323	1	&nbsp;6/30/2009
1324	1	&nbsp;8/5/2009
1325	1	&nbsp;8/5/2009
1326	1	&nbsp;7/1/2009
1327	1	&nbsp;2/26/2009
1328	1	&nbsp;8/25/2008
1329	1	&nbsp;11/1/2008
1330	1	&nbsp;7/21/2008
1331	1	&nbsp;6/30/2008
1332	1	&nbsp;2/3/2009
1333	1	&nbsp;9/12/2008
1334	1	&nbsp;10/1/2008
1335	1	&nbsp;5/5/2008
1336	1	&nbsp;8/1/2008
1337	1	&nbsp;9/1/2008
1338	1	&nbsp;2/1/2011
1339	1	&nbsp;11/25/2008
1340	1	&nbsp;2/28/2005
1341	1	&nbsp;10/22/2007
1342	1	&nbsp;1/30/2009
1343	1	&nbsp;1/27/2008
1344	1	&nbsp;1/2/2008
1345	1	&nbsp;8/12/2008
1346	1	&nbsp;5/1/2008
1347	1	&nbsp;10/22/2007
1348	1	&nbsp;3/12/2008
1349	1	&nbsp;9/30/2007
1350	1	&nbsp;11/26/2007
1351	1	&nbsp;1/1/2008
1352	1	&nbsp;11/28/2007
1353	1	&nbsp;6/11/2007
1354	1	&nbsp;11/30/2007
1355	1	&nbsp;10/30/2009
1356	1	&nbsp;12/9/2008
1357	1	&nbsp;2/11/2010
1358	1	&nbsp;6/2/2009
1359	1	&nbsp;2/27/2007
1360	1	&nbsp;5/29/2007
1361	1	&nbsp;1/2/2007
1362	1	&nbsp;1/5/2007
1363	1	&nbsp;4/1/2007
1364	1	&nbsp;9/1/2007
1365	1	&nbsp;4/30/2007
1366	1	&nbsp;4/16/2007
1367	1	&nbsp;1/24/2007
1368	1	&nbsp;4/10/2007
1369	1	&nbsp;9/1/2007
1370	1	&nbsp;6/10/2008
1371	1	&nbsp;4/22/2008
1372	1	&nbsp;2/1/2007
1373	1	&nbsp;11/1/2006
1374	1	&nbsp;4/10/2007
1375	1	&nbsp;2/1/2006
1376	1	&nbsp;4/16/2007
1377	1	&nbsp;11/2/2006
1378	1	&nbsp;2/1/2006
1379	1	&nbsp;4/10/2007
1380	1	&nbsp;4/10/2007
1381	1	&nbsp;9/8/2006
1382	1	&nbsp;2/1/2006
1383	1	&nbsp;6/1/2006
1384	1	&nbsp;4/10/2007
1385	1	&nbsp;10/20/2009
1386	1	&nbsp;12/27/2006
1387	1	&nbsp;1/29/2007
1388	1	&nbsp;1/1/2007
1389	1	&nbsp;1/2/2007
1390	1	&nbsp;4/10/2007
1391	1	&nbsp;12/1/2006
1392	1	&nbsp;11/30/2006
1393	1	&nbsp;4/10/2007
1394	1	&nbsp;10/1/2002
1395	1	&nbsp;4/10/2007
1396	1	&nbsp;4/1/2003
1397	1	&nbsp;4/10/2007
1398	1	&nbsp;4/10/2007
1399	1	&nbsp;4/10/2007
1400	1	&nbsp;10/1/2005
1401	1	&nbsp;2/1/2002
1402	1	&nbsp;8/15/2008
1403	1	&nbsp;6/1/2002
1404	1	&nbsp;1/16/2003
1405	1	&nbsp;5/14/2007
1406	1	&nbsp;5/1/2001
1407	1	&nbsp;4/10/2007
1408	1	&nbsp;4/10/2007
1409	1	&nbsp;7/1/1992
1410	1	&nbsp;5/10/2005
1411	1	&nbsp;4/10/2007
1412	1	&nbsp;7/23/2001
1413	1	&nbsp;12/1/1978
1414	1	&nbsp;4/10/2007
1415	1	&nbsp;4/10/2007
1416	1	&nbsp;1/20/2003
1417	1	&nbsp;8/1/2002
1418	1	&nbsp;10/1/2002
1419	1	&nbsp;9/1/2003
1420	1	&nbsp;10/1/2003
1421	1	&nbsp;4/10/2007
1422	1	&nbsp;4/10/2007
1423	1	&nbsp;2/1/2004
1424	1	&nbsp;4/10/2007
1425	1	&nbsp;3/1/2004
1426	1	&nbsp;5/23/2007
1427	1	&nbsp;10/1/2003
1428	1	&nbsp;4/10/2007
1429	1	&nbsp;12/1/2004
1430	1	&nbsp;4/10/2007
1431	1	&nbsp;4/10/2007
1432	1	&nbsp;4/10/2007
1433	1	&nbsp;4/10/2007
1434	1	&nbsp;4/10/2007
1435	1	&nbsp;4/10/2007
1436	1	&nbsp;9/30/2005
1437	1	&nbsp;8/3/2007
1438	1	&nbsp;9/30/2005
1439	1	&nbsp;10/7/2005
1440	1	&nbsp;4/10/2007
1441	1	&nbsp;1/1/1991
1442	1	&nbsp;4/10/2007
1443	1	&nbsp;4/10/2007
1444	1	&nbsp;4/10/2007
1445	1	&nbsp;6/16/2008
1446	1	&nbsp;4/10/2007
1447	1	&nbsp;4/10/2007
1448	1	&nbsp;4/10/2007
1449	1	&nbsp;4/10/2007
1450	1	&nbsp;5/1/1992
1451	1	&nbsp;1/1/1999
1452	1	&nbsp;5/1/1999
1453	1	&nbsp;6/1/2000
1454	1	&nbsp;11/1/1999
1455	1	&nbsp;6/1/1998
1456	1	&nbsp;4/10/2007
1457	1	&nbsp;7/1/1998
1458	1	&nbsp;11/1/1996
1459	1	&nbsp;4/10/2007
1460	1	&nbsp;4/10/2007
1461	1	&nbsp;8/1/1997
1462	1	&nbsp;3/1/1995
1463	1	&nbsp;4/10/2007
1464	1	&nbsp;7/1/2008
1465	1	&nbsp;11/1/1996
1466	1	&nbsp;4/10/2007
1467	1	&nbsp;10/15/2004
1468	1	&nbsp;4/10/2007
1469	1	&nbsp;4/10/2007
1470	1	&nbsp;1/2/2004
1471	1	&nbsp;4/1/2004
1472	1	&nbsp;4/10/2007
1473	1	&nbsp;6/1/2004
1474	1	&nbsp;3/1/2004
1475	1	&nbsp;1/1/1996
1476	1	&nbsp;4/10/2007
1477	1	&nbsp;4/10/2007
1478	1	&nbsp;3/31/2005
1479	1	&nbsp;4/10/2007
1480	1	&nbsp;3/15/2005
1481	1	&nbsp;12/1/2004
1482	1	&nbsp;6/30/2010
1483	1	&nbsp;10/12/2009
1484	1	&nbsp;9/15/2010
1485	1	&nbsp;7/24/2010
1486	1	&nbsp;6/15/2010
1487	1	&nbsp;2/12/2010
1488	1	&nbsp;12/15/2009
1489	1	&nbsp;11/23/2009
1490	1	&nbsp;12/11/2009
1491	1	&nbsp;6/21/2010
1492	1	&nbsp;1/2/2010
1493	1	&nbsp;1/1/2010
1494	1	&nbsp;4/13/2010
1495	1	&nbsp;8/3/2010
1496	1	&nbsp;1/11/2010
1497	1	&nbsp;1/4/2010
1498	1	&nbsp;1/25/2010
1499	1	&nbsp;2/1/2010
1500	1	&nbsp;3/1/2010
1501	1	&nbsp;1/19/2010
1502	1	&nbsp;1/1/2010
1503	1	&nbsp;7/24/2009
1504	1	&nbsp;8/1/2010
1505	1	&nbsp;7/13/2010
1506	1	&nbsp;11/17/2009
1507	1	&nbsp;1/5/2010
1508	1	&nbsp;11/24/2009
1509	1	&nbsp;11/1/2009
1510	1	&nbsp;11/1/2009
1511	1	&nbsp;5/25/2010
1512	1	&nbsp;7/7/2009
1513	1	&nbsp;5/1/2010
1514	1	&nbsp;11/2/2010
1515	1	&nbsp;9/1/2010
1516	1	&nbsp;10/13/2009
1517	1	&nbsp;11/1/2009
1518	1	&nbsp;10/20/2009
1519	1	&nbsp;7/15/2009
1520	1	&nbsp;6/2/2009
1521	1	&nbsp;6/1/2009
1522	1	&nbsp;8/4/2009
1523	1	&nbsp;10/27/2009
1524	1	&nbsp;8/5/2009
1525	1	&nbsp;12/30/2009
1526	1	&nbsp;12/30/2009
1527	1	&nbsp;2/22/2010
1528	1	&nbsp;11/24/2009
1529	1	&nbsp;10/1/2009
1530	1	&nbsp;8/17/2010
1531	1	&nbsp;3/1/2010
1532	1	&nbsp;4/1/2010
1533	1	&nbsp;10/14/2010
1534	1	&nbsp;12/21/2009
1535	1	&nbsp;7/20/2010
1536	1	&nbsp;1/7/2010
1537	1	&nbsp;1/26/2010
1538	1	&nbsp;8/17/2010
1539	1	&nbsp;7/6/2010
1540	1	&nbsp;7/26/2010
1541	1	&nbsp;11/10/2009
1542	1	&nbsp;3/8/2010
1543	1	&nbsp;7/1/2010
1544	1	&nbsp;4/10/2007
1545	1	&nbsp;4/10/2007
1546	1	&nbsp;8/1/2004
1547	1	&nbsp;4/10/2007
1548	1	&nbsp;4/10/2007
1549	1	&nbsp;11/15/2004
1550	1	&nbsp;3/13/1998
1551	1	&nbsp;11/1/2003
1552	1	&nbsp;5/1/2002
