university	embark	phone
1157	1	612 424-0702
1158	1	773-244-5500
1159	1	206 527-3600
1160	1	610 861-5300
1161	1	402 371-2020
1162	1	423 323-3191
1163	1	920 498-5400
1164	1	918 542-8441
1165	1	617-373-5992
1166	1	617-373-2395
1167	1	859-572-5220
1168	1	906-227-2650
1169	1	703 323-3000
1170	1	801-302-2835
1171	1	715-682-1224
1172	1	501 636-9222
1173	1	360 676-2772
1174	1	712 324-5061
1175	1	785 899-3641
1176	1	208-467-8000
1177	1	419 267-5511, extension 3
1178	1	501 751-8824
1179	1	210 348-2020
1180	1	256 331-5200
1181	1	860 738-6300
1182	1	847-491-3308
1183	1	318-357-6171
1184	1	847-491-7271
1185	1	312-503-8465
1186	1	989-837-4273
1187	1	615 851-1088
1188	1	574-631-6626
1189	1	952 944-0080
1190	1	845-358-1710
1191	1	212 263-5648
1192	1	212 998-5030
1193	1	812-749-4781
1194	1	248 341-2000
1195	1	248-370-3360
1196	1	847 635-1700
1197	1	732 240-6414
1198	1	915 335-6400
1199	1	801 627-8300
1200	1	419 627-8345
1201	1	216 447-9117
1202	1	877-452-9668
1203	1	330 264-3911
1204	1	740-725-6337
1205	1	216 881-1700
1206	1	740-368-3020
1207	1	912 287-6584
1208	1	800-654-3285
1209	1	405-208-5050
1210	1	580-349-1312
1211	1	757-683-3685
1212	1	716 372-7978
1213	1	856 663-4299
1214	1	845 344-6222
1215	1	407 246-7060
1216	1	407 622-2900
1217	1	803 536-0311
1218	1	310-665-6820
1219	1	785-242-5200
1220	1	501 332-3658
1221	1	504-398-2175
1222	1	504 768-1700
1223	1	419 661-7000
1224	1	270 686-4400
1225	1	270 926-4040
1226	1	870 368-7371
1227	1	417 895-7000
1228	1	610 758-6310
1229	1	212-346-1323
1230	1	253-535-7151
1231	1	323-731-2383
1232	1	800-862-7080
1233	1	503-352-2218
1234	1	270 554-9200
1235	1	561-803-2100
1236	1	760 744-1150
1237	1	252 249-1851
1238	1	602 212-0501
1239	1	217 351-2200
1240	1	877-528-3321
1241	1	973 684-6800
1242	1	757 569-6700
1243	1	757 925-2283
1244	1	214 630-0568
1245	1	601 795-6801
1246	1	360 452-9277
1247	1	856 232-0310
1248	1	610 892-1500
1249	1	724 773-3500
1250	1	610 892-1350
1251	1	724 430-4100
1252	1	570 450-3000
1253	1	412 675-9000
1254	1	717 749-6000
1255	1	814-865-5471
1256	1	570 963-2500
1257	1	717 771-4000
1258	1	310-506-4392
1259	1	501 354-2465
1260	1	336-725-8344
1261	1	706-776-0103
1262	1	253 964-6500
1263	1	573 485-2900
1264	1	520 206-4500
1265	1	520 806-6600
1266	1	505 881-1234
1267	1	727 538-7167
1268	1	503 682-3903
1269	1	919 355-4200
1270	1	620-235-4251
1271	1	412 462-9011
1272	1	909-621-8129
1273	1	562 809-5100
1274	1	714 833-2300
1275	1	863 297-1000
1276	1	718-260-3100
1277	1	860 741-2561
1278	1	404 351-5055
1279	1	503 977-4519
1280	1	202-686-0876
1281	1	936-261-1066
1282	1	316 672-5641
1283	1	864-833-8230
1284	1	928-350-2100
1285	1	800-437-6060
1286	1	606 886-3863
1287	1	301 322-0866
1288	1	334 271-1670
1289	1	609-258-3060
1290	1	618-374-5181
1291	1	770 729-8400
1292	1	401-865-2535
1293	1	719 549-3200
1294	1	970 565-8440
1295	1	501 771-1000
1296	1	765-494-0773
1297	1	219-785-5458
1298	1	765-494-1776
1299	1	613-533-2302
1300	1	718 631-6262
1301	1	203-582-8600
1302	1	508 853-2300
1303	1	540-831-5371
1304	1	218 285-7722
1305	1	201-684-7300
1306	1	336 633-0200
1307	1	254 647-3234
1308	1	804 758-6700
1309	1	320 251-5600
1310	1	503-777-7511
1311	1	781-768-7100
1312	1	251 578-1313
1313	1	770-720-5526
1314	1	518-276-6565
1315	1	518-276-6216
1316	1	206 235-2352
1317	1	937 433-3410
1318	1	401-456-8234
1319	1	901-843-3700
1320	1	909 484-4311
1321	1	888-844-4773
1322	1	713-348-7423
1323	1	804 862-6100
1324	1	609-652-4261
1325	1	740 245-5353
1326	1	480 517-8000
1327	1	920-748-8114
1328	1	603-897-8219
1329	1	865 354-3000
1330	1	540-375-2270
1331	1	252 862-1200
1332	1	301-405-2559
1333	1	602 243-1179
1334	1	585-594-6400
1335	1	507 285-7210
1336	1	585-475-6631
1337	1	815-226-4050
1338	1	816-501-4100
1339	1	845 574-4000
1340	1	406-657-1026
1341	1	573 458-0150
1342	1	407-646-2161
1343	1	407-646-2405
1344	1	312-341-3515
1345	1	405 733-7311
1346	1	812-877-8213
1347	1	610-526-2966
1348	1	732-978-5300
1349	1	732-978-5300
1350	1	856-256-4050
1351	1	704 637-0760
1352	1	011-31-10-4082222
1353	1	312-942-7100
1354	1	732-932-4636
1355	1	732-932-4636
1356	1	973-353-1234
1357	1	916 558-2111
1358	1	203-371-7880
1359	1	949 582-4500
1360	1	307 234-0242
1361	1	910-277-5555
1362	1	603-641-7500
1363	1	815-395-5100
1364	1	320 654-5000
1365	1	718-489-5200
1366	1	904 312-4200
1367	1	320-363-2196
1368	1	860-231-5216
1369	1	610-660-1300
1370	1	352-588-8283
1371	1	314 595-4200
1372	1	314-977-2500
1373	1	925-631-4224
1374	1	612 221-1300
1375	1	434-848-1856
1376	1	201-915-9213
1377	1	727 341-3600
1378	1	813 341-3600
1379	1	856 299-2100
1380	1	410-543-6161
1381	1	406-275-4866
1382	1	801 957-4111
1383	1	205-726-3673
1384	1	910 592-8081
1385	1	510-869-6576
1386	1	210 733-2000
1387	1	619 388-3400
1388	1	415-749-4500
1389	1	415-759-3431
1390	1	415-338-6486
1391	1	713 476-1501
1392	1	713 922-3431
1393	1	209 954-5151
1394	1	559 448-8282
1395	1	408-283-7500
1396	1	408-554-4539
1397	1	408-554-4700
1398	1	914-395-2510
1399	1	815 288-5511
1400	1	912 351-6362
1401	1	713 683-3817
1402	1	734 462-4400
1403	1	570 874-1034
1404	1	319 359-7531
1405	1	909-621-8149
1406	1	206-296-2000
1407	1	407 328-4722
1408	1	405 382-9950
1409	1	510 490-6900
1410	1	973-761-9332
1411	1	973 761-9668
1412	1	973 761-9306
1413	1	973 275-2800
1414	1	973-761-9575
1415	1	973-275-2515
1416	1	316 624-1951
1417	1	800-478-4556
1418	1	307 674-6446
1419	1	954 985-3220
1420	1	717-477-1231
1421	1	206 546-4101
1422	1	706-233-7319
1423	1	605 964-8011
1424	1	518-783-2423
1425	1	510 568-6100
1426	1	916 624-3333
1427	1	775-831-1314
1428	1	510 623-9966
1429	1	920-686-6175
1430	1	413-528-7312
1431	1	515-961-1624
1432	1	360 416-7600
1433	1	518-580-5570
1434	1	724-738-2015
1435	1	413-585-2500
1436	1	256 593-5120
1437	1	606 679-8501
1438	1	707-664-2778
1439	1	417 256-6152
1440	1	912-691-6000
1441	1	605-688-4121
1442	1	912 931-2394
1443	1	360 754-7711
1444	1	206 764-5300
1445	1	708 596-2000
1446	1	956 688-2105
1447	1	606 589-2145
1448	1	402 471-3333
1449	1	573-651-2590
1450	1	605 367-7624
1451	1	863-667-5081
1452	1	319 524-3221
1453	1	202-265-5343
1454	1	334-387-3877
1455	1	203-392-5656
1456	1	618-536-4405
1457	1	618-650-3705
1458	1	207 767-9500
1459	1	603-645-9611
1460	1	330 733-8766
1461	1	606 341-5627
1462	1	678-915-4188
1463	1	937 393-3431
1464	1	225-771-2430
1465	1	318 674-3300
1466	1	435-586-7740
1467	1	802-447-6304
1468	1	304 369-2952
1469	1	304 235-6046
1470	1	304 294-8346
1471	1	434 949-1000
1472	1	505 345-6800
1473	1	601 276-2000
1474	1	417 255-7255
1475	1	512 892-2640
1476	1	210 278-4401
1477	1	540 964-2555
1478	1	608 822-3262
1479	1	602-992-6101
1480	1	704 586-4091
1481	1	618 235-2700
1482	1	505 346-2347
1483	1	512-863-1200
1484	1	864 587-4000
1485	1	502 447-1000
1486	1	509 533-3500
1487	1	309 647-4645
1488	1	517-750-6458
1489	1	413 781-7822
1490	1	716-375-2400
1491	1	410-626-2522
1492	1	217-525-5628
1493	1	718-990-1345
1494	1	315-229-5261
1495	1	314 845-6100
1496	1	240-895-5000
1497	1	812-535-5106
1498	1	305-628-6546
1499	1	203 576-5235
1500	1	650-723-2766
1501	1	650-723-2766
1502	1	650-723-6861
1503	1	650-723-2091
1504	1	732 901-9710
1505	1	215 969-5877
1506	1	610 626-2700
1507	1	330 494-6170
1508	1	678-839-4000
1509	1	936-468-2504
1510	1	573-876-7207
1511	1	620-278-4275
1512	1	406 395-4313
1513	1	202-408-2400
1514	1	212 686-1944
1515	1	617-573-8460
1516	1	915-837-8050
1517	1	518 743-2200
1518	1	607 778-5000
1519	1	518 562-4200
1520	1	585-395-2751
1521	1	607-753-4712
1522	1	716-673-3251
1523	1	585-245-5571
1524	1	845-257-3200
1525	1	607-432-2524
1526	1	518-564-2040
1527	1	315-267-2180
1528	1	914-251-6300
1529	1	607 587-4215
1530	1	315 386-7123
1531	1	845 431-8000
1532	1	716-851-1655
1533	1	315-792-7500
1534	1	716 665-5220
1535	1	518 381-1200
1536	1	914 687-5000
1537	1	607-777-2317
1538	1	716-645-6900
1539	1	631-632-6868
1540	1	518-442-5435
1541	1	607-777-2171
1542	1	315-312-2250
1543	1	570-372-4293
1544	1	386 364-2750
1545	1	912 289-2200
1546	1	315-443-4039
1547	1	315-443-3611
1548	1	315-443-9214
1549	1	315 443-4492
1550	1	620-947-3121
1551	1	253 566-5190
1552	1	661 763-7700
1553	1	205-761-6235
1554	1	850 201-6200
1555	1	212 279-0510
1556	1	330 538-2216
1557	1	803 525-8324
1558	1	856 767-7002
1559	1	614 759-7700
1560	1	254 298-8282
1561	1	215-204-7200
1562	1	423 892-9882
1563	1	615-963-3101
1564	1	901 632-3393
1565	1	615 441-6220
1566	1	423 542-4174, 423 543-007
1567	1	615 374-2147
1568	1	931 796-5351
1569	1	423 566-9629
1570	1	901 424-0691
1571	1	931 823-5525
1572	1	423 586-5771
1573	1	615 898-8010
1574	1	931 685-5013
1575	1	901 254-8521
1576	1	423 663-4900
1577	1	423-745-7504
1578	1	410 644-6400
1579	1	301 937-8448
1580	1	410 296-5350
1581	1	703 354-1005
1582	1	903 838-4541
1583	1	979-845-4714
1584	1	979-845-3741
1585	1	361-825-2624
1586	1	817-257-7490
1587	1	817-257-7531
1588	1	830-372-8050
1589	1	281 443-8900
1590	1	713 975-7527
1591	1	956 4364-4000
1592	1	254 799-3611
1593	1	512-245-2364
1594	1	806-742-1480
1595	1	806 742-2787
1596	1	361 575-4768
1597	1	817-531-4422
1598	1	940-898-3188
1599	1	717 299-7730
1600	1	212 787-5300
1601	1	617-585-6710
1602	1	513 751-1206
1603	1	214 692-8080
1604	1	713 623-2040
1605	1	215 567-7080
1606	1	412-263-6600
1607	1	612 332-3361
1608	1	804 353-4458
1609	1	602 274-4300
1610	1	617 354-2020
1611	1	011-852-2609-7783
1612	1	856 755-4800
1613	1	610 338-2300
1614	1	212 266-5000
1615	1	732 448-2600
1616	1	973 682-4900
1617	1	843-953-5230
1618	1	609 520-8798
1619	1	773 278-0042
1620	1	413-592-3189
1621	1	218-723-6046
1622	1	402 898-1000
1623	1	404 607-8880
1624	1	800-285-4627
1625	1	707 967-2500
1626	1	360-867-6170
1627	1	563-242-4153
1628	1	202-994-6040
1629	1	202-994-1212
1630	1	860 246-2588
1631	1	502 582-2305
1632	1	727 541-5200
1633	1	973 808-1666
1634	1	202-462-2101
1635	1	212-799-5000
1636	1	301 649-4454
1637	1	661-259-3540
1638	1	617 951-2350
1639	1	518 438-7682
1640	1	281 530-0202
1641	1	610 789-6700
1642	1	727 821-9494
1643	1	310 377-0481
1644	1	801 375-5455
1645	1	604-822-3014
1646	1	319-335-1039
1647	1	318-342-5252
1648	1	406 243-7811
1649	1	406-683-7331
1650	1	260-434-3279
1651	1	605-677-5434
1652	1	813-258-7409
1653	1	903-566-7202
1654	1	610 566-1776
1655	1	724-589-2345
1656	1	805-525-4417
1657	1	215-503-8890
1658	1	859-344-3332
1659	1	717 564-4112
1660	1	215 387-1530
1661	1	860 886-0177
1662	1	602-978-7100
1663	1	757 549-2121
1664	1	757 363-2121
1665	1	216 485-0900
1666	1	888-424-2566
1667	1	410-704-2113
1668	1	808 377-5402
1669	1	713 266-6594
1670	1	603 880-7200; 800 945-222
1671	1	858 292-9755
1672	1	808 946-3535
1673	1	828 837-6810
1674	1	814 371-2090
1675	1	724 832-1050
1676	1	412 359-1000
1677	1	719 846-5621
1678	1	701-349-5403
1679	1	860-297-2180
1680	1	202-884-9400
1681	1	802-846-7030
1682	1	847-317-7000
1683	1	425-961-5510
1684	1	604-513-2019
1685	1	708 456-0300
1686	1	334-670-3179
1687	1	334-983-6556
1688	1	334-241-9506
1689	1	706 865-2134
1690	1	617 627-3040
1691	1	508 839-7920
1692	1	504 865-5314
1693	1	504-865-5410
1694	1	918 595-7000
1695	1	918 587-6789
1696	1	334-727-8500
1697	1	903 592-1291
1698	1	903 510-2200
1699	1	402-472-2338
1700	1	412-648-1700
1701	1	949-824-4622
1702	1	732 634-1131
1703	1	215 244-4906
1704	1	919-962-3236
1705	1	518-388-6148
1706	1	606-546-1657
1707	1	402-486-2504
1708	1	513-861-6400
1709	1	719-333-2520
1710	1	619-635-4772
1711	1	516-773-5391
1712	1	845-938-4041
1713	1	410-293-4361
1714	1	212 360-1210
1715	1	630 529-2662
1716	1	800-531-5494
1717	1	602-383-8228
1718	1	330-972-7077
1719	1	256-824-6070
1720	1	907-786-1480
1721	1	907-474-7500
1722	1	520-621-3237
1723	1	520-621-4008
1724	1	479-575-5346
1725	1	870 793-7581
1726	1	870-575-8000
1727	1	530-752-7658
1728	1	510-642-3175
1729	1	530-752-2971
1730	1	858-534-4831
1731	1	805-893-2881
1732	1	501-450-3128
1733	1	407-823-3000
1734	1	304-357-4750
1735	1	773-702-8650
1736	1	773-702-7369
1737	1	513-556-1100
1738	1	513 556-6567
1739	1	303-492-8397
1740	1	303-556-2704
1741	1	860-486-3137
1742	1	860-486-2872
1743	1	972-721-5174
1744	1	937-229-4411
1745	1	302-831-8123
1746	1	302-831-2221
1747	1	313-993-1245
1748	1	319-589-3200
1749	1	812-488-2468
1750	1	419 434-4538
1751	1	706-542-8776
1752	1	406-791-5200
1753	1	860-768-4296
1754	1	808-956-8266
1755	1	713-743-1010
1756	1	317-788-3216
1757	1	319-335-3847
1758	1	785-864-3911
1759	1	909-392-2800
1760	1	337-482-6553
1761	1	502-852-6531
1762	1	502-852-3969
1763	1	207-581-1561
1764	1	207-768-9532
1765	1	701-255-7500
1766	1	254-295-4520
1767	1	540-654-2000
1768	1	301-985-7000
1769	1	410-455-2291
1770	1	301-314-9395
1771	1	413-545-0222
1772	1	413-545-5608
1773	1	617-287-6100
1774	1	978-934-3931
1775	1	901-678-2911
1776	1	901-678-5403
1777	1	305-284-4323
1778	1	734-764-0537
1779	1	734-764-3309
1780	1	218-726-7171
1781	1	612-625-5555
1782	1	320-589-6035
1783	1	612-625-2008
1784	1	662-915-7226
1785	1	816-235-1111
1786	1	573-341-4165
1787	1	800-532-7639
1788	1	402-472-2023
1789	1	775-784-4700
1790	1	203-932-7319
1791	1	505 925-8500
1792	1	828-251-6481
1793	1	910-521-6262
1794	1	910-962-3243
1795	1	704-687-2213
1796	1	940-565-2681
1797	1	970-351-2881
1798	1	319-273-2281
1799	1	419 998-3141
1800	1	574-631-7505
1801	1	574-631-8488
1802	1	215-898-7507
1803	1	814 827-4400
1804	1	814-269-7050
1805	1	253-879-3211
1806	1	909-335-4074
1807	1	401-874-7000
1808	1	585-275-3221
1809	1	913-758-6118
1810	1	619-260-4506
1811	1	415-422-2089
1812	1	405-574-1357
1813	1	570-941-7540
1814	1	570 941-7600
1815	1	605-331-6600
1816	1	803-777-7700
1817	1	803 313-7471
1818	1	803 775-6341
1819	1	864-503-5246
1820	1	813-974-3350
1821	1	213-740-1111
1822	1	719-549-2461
1823	1	207-780-5670
1824	1	713-525-3500
1825	1	865-974-2184
1826	1	512-475-7440
1827	1	512-471-7612
1828	1	972-883-2270
1829	1	409-772-1215
1830	1	215-717-6049
1831	1	202-274-6110
1832	1	210-829-6005
1833	1	209-946-2211
1834	1	931-598-1238
1835	1	416-978-3499
1836	1	918-631-2307
1837	1	918-631-2242
1838	1	801-581-7281
1839	1	434-924-7281
1840	1	276-328-0102
1841	1	206-543-4661
1842	1	206-543-9686
1843	1	310-342-5254
1844	1	310-342-5210
1845	1	608 356-8351
1846	1	715 234-8176
1847	1	920 929-3600
1848	1	920 832-2600
1849	1	715 261-6100
1850	1	608 758-6565
1851	1	920 459-6600
1852	1	800-390-8043
1853	1	262 335-5200
1854	1	608 262-1783
1855	1	715-836-5415
1856	1	608-262-3961
1857	1	414-229-2222
1858	1	262-595-2355
1859	1	715-425-3500
1860	1	715-346-2441
1861	1	610-409-3200
1862	1	801 304-4224
1863	1	435-797-1079
1864	1	315-792-3006
1865	1	315 733-2307
1866	1	315 697-8200
1867	1	407 299-5000
1868	1	701-845-7101
1869	1	304 263-0979
1870	1	610 989-1200
1871	1	219-464-5011
1872	1	615-322-2561
1873	1	615-322-6452
1874	1	845-437-7300
1875	1	402 891-9411
1876	1	417 831-8116
1877	1	816 364-5399
1878	1	410-486-7001
1879	1	610-519-4000
1880	1	317 570-9365
1881	1	804-828-1222
1882	1	540 628-6094
1883	1	804-524-5902
1884	1	757-455-3208
1885	1	510 981-2800, 510 981-280
1886	1	615 452-8600
1887	1	765-361-6225
1888	1	214 637-3530
1889	1	718-390-3411
1890	1	509 522-2500
1891	1	334 876-9227
1892	1	334 774-5113
1893	1	205 352-8000
1894	1	423 585-2600
1895	1	319-352-8264
1896	1	785-231-1030
1897	1	724-223-6025
1898	1	301-552-1400
1899	1	410-778-7700
1900	1	614 374-8716
1901	1	509-335-5586
1902	1	314 935-6880
1903	1	314-935-7301
1904	1	314-935-4525
1905	1	313 973-3300
1906	1	615-383-4848
1907	1	708 466-4811
1908	1	262 691-5566
1909	1	313 496-2510
1910	1	402-375-7234
1911	1	313-577-3577
1912	1	817 594-5471, extension 2
1913	1	813 620-1446
1914	1	781-283-2270
1915	1	617-989-4000
1916	1	816 259-2221
1917	1	478-477-1110
1918	1	770 836-6800
1919	1	610-436-3411
1920	1	360 225-6787
1921	1	706 883-8324
1922	1	559 935-0801
1923	1	304-336-8076
1924	1	310 287-4200
1925	1	231 845-6211
1926	1	806-651-2020
1927	1	408 867-2200
1928	1	304 232-0361
1929	1	304 233-5900
1930	1	304-766-3033
1931	1	304-293-2121
1932	1	304-442-3167
1933	1	304-473-8510
1934	1	914 785-6600
1935	1	724 746-2890
1936	1	503-375-7005
1937	1	916 361-1660
1938	1	203-837-9000
1939	1	605 394-4034
1940	1	707 664-9267
1941	1	712 274-6400
1942	1	270-745-2551
1943	1	775 887-3000
1944	1	209 276-1220
1945	1	503 788-0203
1946	1	412 281-7083, extension 1
1947	1	413-572-5218
1948	1	800-962-4647
1949	1	724-946-7100
1950	1	724 925-4000
1951	1	407 905-2000
1952	1	310 337-4444
1953	1	708 832-1988
1954	1	303 426-7000
1955	1	303 934-1122
1956	1	909 931-7550
1957	1	303 466-1714
1958	1	409 532-4560
1959	1	630-752-5005
1960	1	508-286-8251
1961	1	509-527-5176
1962	1	316 943-2241
1963	1	610-499-4126
1964	1	800-367-8568
1965	1	336 838-6100
1966	1	570-408-4400
1967	1	503-370-6167
1968	1	503-370-6303
1969	1	601-318-6103
1970	1	973-720-2125
1971	1	901 726-1977
1972	1	800-483-0707
1973	1	573-592-4221
1974	1	803 354-2021
1975	1	937-382-6661
1976	1	808 235-7400
1977	1	704-233-8200
1978	1	507-457-5100
1979	1	336-750-2070
1980	1	803-323-2137
1981	1	715 682-4591
1982	1	715 234-7082
1983	1	715 246-6561
1984	1	800-677-7558
1985	1	662 263-8128
1986	1	212 686-9040
1987	1	802 229-0516
1988	1	508-831-5286
1989	1	540 223-4700
1990	1	504-520-7388
1991	1	509 574-4600
1992	1	203 432-4155
1993	1	203-432-9300
1994	1	203-432-5635
1995	1	520 445-7300
1996	1	717 741-0820
1997	1	416-736-5060
1998	1	717 846-5000
1999	1	706 379-3111
