university	collegenavigator	name
0843	1	California Healing Arts College
0844	1	California Institute of Technology
0845	1	California Maritime Academy
0846	1	California State University-Bakersfield
0847	1	California State University-Chico
0848	1	Carrington College–Las Vegas
0849	1	Everest College-Henderson
0850	1	Nevada State College
0851	1	Pima Medical Institute
0852	1	The Art Institute of Las Vegas
0853	1	University of Nevada-Las Vegas
0854	1	University of Phoenix-Northern Nevada Campus
0855	1	University of Southern Nevada
0856	1	Western Nevada College
0857	1	A.B.I. School of Barbering &amp; Cosmetology of Chelsea Inc.
0858	1	A.B.I. School of Barbering &amp; Cosmetology of Tribeca Inc.
0859	1	Ace Computer Training Center
0860	1	Albany Medical College
0861	1	Apex Technical School
0862	1	Bank Street College of Education
0863	1	Bard College
0864	1	Beauty School of Middletown
0865	1	Berk Trade and Business School
0866	1	Berkeley College
0867	1	Berkeley College - Westchester Campus
0868	1	Bramson ORT College
0869	1	Broome Community College
0870	1	Bryant and Stratton College-Henrietta
0871	1	Bryant and Stratton College-Syracuse North
0872	1	Canisius College
0873	1	Capri School of Hair Design
0874	1	Career Institute of Health &amp; Technology
0875	1	Career Institute of Health and Technology
0876	1	Cattaraugus Allegany BOCES-Practical Nursing Program
0877	1	Cayuga Onondaga BOCES-Practical Nursing Program
0878	1	Cazenovia College
0879	1	Charles Stuart School of Diamond Setting
0880	1	Christ the King Seminary
0881	1	Circle in the Square Theater School
0882	1	Clinton Community College
0883	1	Clinton Essex Warren Washington BOCES-Practical Nursing Program
0884	1	Colgate Rochester Crozer Divinity School
0885	1	Columbia University in the City of New York
0886	1	Concordia College-New York
0887	1	Continental School of Beauty Culture
0888	1	Cooper Union for the Advancement of Science and Art
0889	1	Culinary Institute of America
0890	1	CUNY Borough of Manhattan Community College
0891	1	CUNY Bronx Community College
0892	1	CUNY Brooklyn College
0893	1	CUNY City College
0894	1	CUNY College of Staten Island
0895	1	CUNY Hunter College
0896	1	California State University-Fullerton
0897	1	California State University-Long Beach
0898	1	Cambridge Junior College
0899	1	Canada College
0900	1	CUNY New York City College of Technology
0901	1	Dominican College of Blauvelt
0902	1	Dorothea Hopfer School of Nursing-Mt Vernon Hospital
0903	1	Ellis School of Nursing
0904	1	Elmira Business Institute
0905	1	Elmira College
0906	1	Empire Beauty School-Manhattan
0907	1	Excelsior College
0908	1	French Culinary Institute
0909	1	Gemological Institute of America-New York
0910	1	Hamilton College
0911	1	Hunter Business School
0912	1	Iona College
0913	1	Ithaca College
0914	1	Jamestown Community College
0915	1	John Paolo's Xtreme Beauty Institute-Goldwell Pro
0916	1	Keuka College
0917	1	LIM College
0918	1	Long Island Business Institute
0919	1	Long Island College Hospital of Brooklyn School of Nursing
0920	1	Mandl The College of Allied Health
0921	1	Manhattan College
0922	1	Manhattanville College
0923	1	Maria College of Albany
0924	1	Memorial Hospital School of Nursing
0925	1	Merce Cunningham Studio
0926	1	Merkaz Bnos-Business School
0927	1	Midway Paris Beauty School
0928	1	Mohawk Valley Community College-Utica Branch
0929	1	Molloy College
0930	1	Monroe College-New Rochelle
0931	1	National Tractor Trailer School Inc
0932	1	National Tractor Trailer School Inc
0933	1	Nazareth College
0934	1	Career College Consultants
0935	1	Career College of San Diego
0936	1	Carrington College California-Citrus Heights
0937	1	Carrington College California-Emeryville
0938	1	Carrington College California-Pleasant Hill
0939	1	Carrington College California-Sacramento
0940	1	Carrington College California-San Leandro
0941	1	New School of Radio and Television
0942	1	New York Chiropractic College
0943	1	New York Institute of English and Business
0944	1	New York Institute of Massage Inc
0945	1	New York Institute of Technology
0946	1	New York Law School
0947	1	New York University
0948	1	Niagara County Community College
0949	1	Otsego Area BOCES-School of Practical Nursing
0950	1	Pace University-New York
0951	1	Paul Smiths College of Arts and Science
0952	1	Polytechnic Institute of New York University
0953	1	Professional Business College
0954	1	Ridley-Lowell School of Business
0955	1	Rochester General Hospital School of Medical Technology
0956	1	Rochester Institute of Technology
0957	1	Rockefeller University
0958	1	Saint John Fisher College
0959	1	Saint Josephs Seminary and College
0960	1	Saint Thomas Aquinas College
0961	1	Sanford-Brown Institute
0962	1	School of Professional Horticulture at the New York Botanical Garden
0963	1	Siena College
0964	1	Simmons Institute of Funeral Service Inc
0965	1	Spanish-American Institute
0966	1	St Bernard's School of Theology and Ministry
0967	1	St Joseph's College of Nursing at St Joseph's Hospital Health Center
0968	1	St Lawrence University
0969	1	St. John's University-New York
0970	1	Star Career Academy
0971	1	Star Career Academy of New York
0972	1	State University of New York at New Paltz
0973	1	Sullivan County BOCES-Practical Nursing Program
0974	1	SUNY at Geneseo
0975	1	SUNY College at Old Westbury
0976	1	SUNY College at Potsdam
0977	1	SUNY College of Optometry
0978	1	SUNY Institute of Technology at Utica-Rome
0979	1	The Ailey School
0980	1	Casa Loma College-Van Nuys
0981	1	Central California School
0982	1	Central Coast College
0983	1	The Sage Colleges
0984	1	Ulster County BOCES-School of Practical Nursing
0985	1	Unification Theological Seminary
0986	1	Union Theological Seminary
0987	1	Wells College
0988	1	Accelerated Dental Assisting School of America
0989	1	Akron Institute of Herzing University
0990	1	Allegheny Wesleyan College
0991	1	Art Academy of Cincinnati
0992	1	Athenaeum of Ohio
0993	1	Belmont Technical College
0994	1	Bluffton University
0995	1	Bowling Green State University-Firelands
0996	1	Bowling Green State University-Main Campus
0997	1	Bradford School
0998	1	Brown Mackie College-Cincinnati
0999	1	Brown Mackie College-Findlay
1000	1	Bryant and Stratton College-Eastlake Campus
1001	1	Butler Tech-D Russel Lee Career Center
1002	1	Carnegie Institute of Integrative Medicine and Massotherapy
1003	1	Central School of Practical Nursing
1004	1	Central State University
1005	1	Chatfield College
1006	1	Choffin Career and Technical Center
1007	1	Cincinnati Christian University
1008	1	Clark State Community College
1009	1	Cleveland Institute of Art
1010	1	Cleveland Institute of Dental-Medical Assistants
1011	1	Champion Institute of Cosmetology
1012	1	Charles R Drew University of Medicine and Science
1013	1	Church Divinity School of the Pacific
1014	1	Citrus College
1015	1	Creative Images Institute of Cosmetology
1016	1	Davis College
1017	1	Dayton School of Medical Massage
1018	1	Delaware Area Career Center
1019	1	Dental Assistant Pro LLC
1020	1	DeVry University-Ohio
1021	1	Franciscan University of Steubenville
1022	1	Franklin University
1023	1	Gallipolis Career College
1024	1	Gerbers Akron Beauty School
1025	1	Healing Arts Institute
1026	1	Hebrew Union College-Jewish Institute of Religion
1027	1	Hiram College
1028	1	International Academy of Hair Design
1029	1	John Carroll University
1030	1	Kaplan College
1031	1	Kent State University at Stark
1032	1	Lakeland Community College
1033	1	Lorain County Community College
1034	1	Lorain County Joint Vocational School District
1035	1	Mahoning County Career and Technical Center
1036	1	Miami University-Middletown
1037	1	Miami-Jacobs Career College-Troy
1038	1	Mount Carmel College of Nursing
1039	1	Muskingum University
1040	1	National Beauty College
1041	1	National College-Cincinnati
1042	1	National College-Willoughby Hills
1043	1	National College-Youngstown
1044	1	NewLife Academy of Information Technology
1045	1	O C Collins Career Center
1046	1	Ohio Business College-Sheffield
1047	1	Claremont Graduate University
1048	1	Claremont School of Theology
1049	1	Coastline Community College
1050	1	COBA Academy
1051	1	Cogswell Polytechnical College
1052	1	Colleen O'Haras Beauty Academy
1053	1	Ohio Dominican University
1054	1	Ohio Hi Point Joint Vocational School District
1055	1	Ohio Northern University
1056	1	Ohio State University Agricultural Technical Institute
1057	1	Ohio State University-Lima Campus
1058	1	Ohio State University-Main Campus
1059	1	Ohio State University-Marion Campus
1060	1	Ohio State University-Newark Campus
1061	1	Ohio University-Lancaster Campus
1062	1	Ohio University-Main Campus
1063	1	Ohio Wesleyan University
1064	1	Owens Community College
1065	1	Pike County Joint Vocational School District
1066	1	Polaris Career Center
1067	1	Regency Beauty Institute-Akron
1068	1	Remington College-Cleveland Campus
1069	1	Southern State Community College
1070	1	Southwestern College
1071	1	Southwestern College
1072	1	Southwestern College
1073	1	Springfield Regional School of Nursing
1074	1	Strayer University-Columbus Campus
1075	1	Strayer University-Fairview Park Campus
1076	1	TechSkills-Columbus
1077	1	Temple Baptist College
1078	1	The Art Institute of Cincinnati
1079	1	The Christ College of Nursing and Health Sciences
1080	1	The Ohio Academy Paul Mitchell Partner School
1081	1	The Ohio Academy Paul Mitchell Partner School
1082	1	The Salon Professional Academy
1083	1	Tri-State Bible College
1084	1	Trumbull Business College
1085	1	Union Institute &amp; University
1086	1	University of Akron Wayne College
1087	1	University of Cincinnati-Main Campus
1088	1	University of Mount Union
1089	1	University of Northwestern Ohio
1090	1	University of Phoenix-Cincinnati Campus
1091	1	Urbana University
1092	1	Warren County Career Center
1093	1	Wright State University-Lake Campus
1094	1	College of the Desert
1095	1	College of the Redwoods
1096	1	College of the Siskiyous
1097	1	Columbia College Hollywood
1098	1	Community Based Education and Development DBA CBD College
1099	1	Concorde Career College
1100	1	4-States Okmulgee Academy of Cosmetology
1101	1	Bacone College
1102	1	Broken Arrow Beauty College Inc
1103	1	Brown Mackie College-Tulsa
1104	1	Canadian Valley Technology Center
1105	1	CC's Cosmetology College
1106	1	CC's Cosmetology College
1107	1	CC's Cosmetology College
1108	1	Central State Beauty Academy
1109	1	Central State Massage Academy
1110	1	Connors State College
1111	1	DeVry University-Oklahoma
1112	1	Enid Beauty College
1113	1	Family of Faith College
1114	1	Francis Tuttle Technology Center
1115	1	High Plains Technology Center
1116	1	Kiamichi Technology Center-Spiro
1117	1	Meridian Technology Center
1118	1	Metro Technology Centers
1119	1	Murray State College
1120	1	Northeast Technology Center-Pryor
1121	1	Northwest Technology Center
1122	1	Oklahoma Health Academy
1123	1	Oklahoma Panhandle State University
1124	1	Oklahoma State University Institute of Technology-Okmulgee
1125	1	Oklahoma State University-Main Campus
1126	1	Oklahoma State University-Oklahoma City
1127	1	Rose State College
1128	1	Saint Gregorys University
1129	1	Southeastern Oklahoma State University
1130	1	Southwestern Christian University
1131	1	Standard Beauty College of Oklahoma LLC
1132	1	Tri County Technology Center
1133	1	University of Oklahoma Norman Campus
1134	1	University of Phoenix-Oklahoma City Campus
1135	1	Western Oklahoma State College
1136	1	Contra Costa College
1137	1	Cuesta College
1138	1	Cypress College
1139	1	Abdill Career College Inc
1140	1	Carrington College-Portland
1141	1	Clackamas Community College
1142	1	Heald College-LLC-Portland
1143	1	ITT Technical Institute-Portland
1144	1	Klamath Community College
1145	1	Lane Community College
1146	1	Linfield College
1147	1	Linfield College-Nursing &amp; Health Sciences
1148	1	Multnomah University
1149	1	Northwest College
1150	1	Northwest Nannies Institute
1151	1	Oregon College of Oriental Medicine
1152	1	Pacific Northwest College of Art
1153	1	Phagans Beauty College
1154	1	Phagans Central Oregon Beauty College
1155	1	Phagans Grants Pass College of Beauty
1156	1	Phagans Medford Beauty School
1157	1	Phagans School of Hair Design
1158	1	Phagans School of Hair Design
1159	1	Portland Actors Conservatory
1160	1	Portland Community College
1161	1	Reed College
1162	1	Rogue Community College
1163	1	Southwestern Oregon Community College
1164	1	Tillamook Bay Community College
1165	1	Treasure Valley Community College
1166	1	Umpqua Community College
1167	1	Valley Medical College
1168	1	Western Oregon University
1169	1	Western Seminary
1170	1	Academy of Court Reporting and Technology
1171	1	Academy of Vocal Arts
1172	1	Albright College
1173	1	All State Career School
1174	1	Alvernia University
1175	1	American College
1176	1	Anthem Institute-Springfield
1177	1	Arcadia University
1178	1	Automotive Training Center
1179	1	Bidwell Training Center Inc
1180	1	Bradford School
1181	1	Bucknell University
1182	1	Bucks County Community College-Upper Bucks Campus
1183	1	Cambria Rowe Business College
1184	1	Career Technology Center of Lackawanna County
1185	1	Career Training Academy
1186	1	Carlow University
1187	1	Carnegie Mellon University
1188	1	Center for Arts and Technology-Brandywine Campus
1189	1	Chatham University
1190	1	Chestnut Hill College
1191	1	Diablo Valley College
1192	1	Dominican University of California
1193	1	East Los Angeles College
1194	1	El Camino College-Compton Center
1195	1	El Camino Community College District
1196	1	Commonwealth Technical Institute
1197	1	Community College of Allegheny County
1198	1	Community College of Beaver County
1199	1	Cortiva Institute-Pennsylvania School of Muscle Therapy
1200	1	Crawford County Career and Technical Center Practical Nursing Program
1201	1	Delaware Valley College
1202	1	Drexel University
1203	1	Du Bois Business College
1204	1	Du Bois Business College
1205	1	East Stroudsburg University of Pennsylvania
1206	1	Eastern Center for Arts and Technology
1207	1	Empire Beauty School-Lehigh Valley
1208	1	Empire Beauty School-Hanover
1209	1	Empire Beauty School-Philadelphia Chestnut St
1210	1	Empire Beauty School-Springfield
1211	1	Empire Beauty School-Wyoming Valley
1212	1	Erie Institute of Technology Inc
1213	1	Fortis Institute
1214	1	Fortis Institute
1215	1	Franklin and Marshall College
1216	1	Gettysburg College
1217	1	Great Lakes Institute of Technology
1218	1	Grove City College
1219	1	Gwynedd Mercy College
1220	1	Harcum College
1221	1	Harrisburg Area Community College-Lancaster
1222	1	Heritage Valley Sewickley School of Nursing
1223	1	Huntingdon County Career and Technology Center
1224	1	International Beauty Academy
1225	1	International Institute for Restorative Practices
1226	1	ITT Technical Institute-Harrisburg
1227	1	ITT Technical Institute-Pittsburgh
1228	1	Johnson College
1229	1	Keystone College
1230	1	La Roche College
1231	1	Lancaster General College of Nursing &amp; Health Sciences
1232	1	Lansdale School of Cosmetology Inc
1233	1	Laurel Technical Institute
1234	1	Lincoln Technical Institute
1235	1	Lincoln University of Pennsylvania
1236	1	Lock Haven University
1237	1	Empire College School of Business
1238	1	Epic Bible College
1239	1	Esthetiques Cosmetology Institute
1240	1	Everest College-Hayward
1241	1	Everest College-Ontario Metro
1242	1	Everest College-Reseda
1243	1	Lutheran Theological Seminary at Philadelphia
1244	1	McCann School of Business and Technology
1245	1	McCann School of Business and Technology
1246	1	McCann School of Business and Technology
1247	1	Mifflin-Juniata Career and Technology Center
1248	1	Millersville University of Pennsylvania
1249	1	Misericordia University
1250	1	Moravian College and Moravian Theological Seminary
1251	1	National Massage Therapy Institute
1252	1	Northampton County Area Community College
1253	1	Northern Tier Career Center
1254	1	Oakbridge Academy of Arts
1255	1	Ohio Valley Hospital School of Nursing
1256	1	Pennsylvania State University-Brandywine
1257	1	Pennsylvania State University-Penn State Lehigh Valley
1258	1	Pennsylvania State University-Penn State Schuylkill
1259	1	Pennsylvania State University-Penn State York
1260	1	Philadelphia Biblical University-Langhorne
1261	1	Philadelphia College of Osteopathic Medicine
1262	1	Philadelphia University
1263	1	Pittsburgh Institute of Aeronautics
1264	1	Pittsburgh Technical Institute
1265	1	Pittsburgh Theological Seminary
1266	1	Point Park University
1267	1	Robert Morris University
1268	1	Roxborough Memorial Hospital School of Nursing
1269	1	Saint Francis University
1270	1	Saint Vincent College
1271	1	Saint Vincent Seminary
1272	1	Salus University
1273	1	Sanford-Brown Institute
1274	1	St Lukes Hospital School of Nursing
1275	1	Strayer University-Cranberry Woods Campus
1276	1	Susquehanna University
1277	1	The Commonwealth Medical College
1278	1	The Vision Academy
1279	1	Marion Military Institute
1280	1	Miles College
1281	1	Oakwood University
1282	1	Paul Mitchell the School-Huntsville
1283	1	Reid State Technical College
1284	1	Remington College-Mobile Campus
1285	1	Snead State Community College
1286	1	Everest College-San Bernardino
1287	1	Everest College-San Jose
1288	1	Everest College-Santa Ana
1289	1	Everest College-West Los Angeles
1290	1	Evergreen Valley College
1291	1	Expression College for Digital Arts
1292	1	Feather River Community College District
1293	1	Thiel College
1294	1	Thomas Jefferson University
1295	1	Triangle Tech Inc-Sunbury
1296	1	University of Pennsylvania
1297	1	University of Phoenix-Pittsburgh Campus
1298	1	University of Pittsburgh Medical Center-Shadyside School of Nursing
1299	1	University of Pittsburgh-Johnstown
1300	1	University of the Sciences
1301	1	Valley Forge Christian College
1302	1	Villanova University
1303	1	Washington &amp; Jefferson College
1304	1	Washington Hospital School of Radiography
1305	1	West Chester University of Pennsylvania
1306	1	Western Pennsylvania Hospital School of Nursing
1307	1	Westminster Theological Seminary
1308	1	Widener University-Harrisburg Campus
1309	1	Widener University-Main Campus
1310	1	Wilson College
1311	1	Wyo Tech-Blairsville
1312	1	York College Pennsylvania
1313	1	York County School of Technology Practical Nursing
1314	1	YTI Career Institute
1315	1	YTI Career Institute
1316	1	American University of Puerto Rico
1317	1	Automeca Technical College
1318	1	Bayamon Community College
1319	1	Caribbean University-Bayamon
1320	1	Charlie's Guard-Detective Bureau and Academy Inc
1321	1	Colegio de Cinematograf&#237;a, Artes y Television
1322	1	Colegio Mayor de Tecnologia Inc
1323	1	Colegio Universitario de San Juan
1324	1	Columbia Centro Universitario
1325	1	EDIC College
1326	1	EDP College of Puerto Rico Inc
1327	1	Escuela Hotelera de San Juan
1328	1	Huertas Junior College
1329	1	ICPR Junior College-Arecibo
1330	1	ICPR Junior College-Mayaguez
1331	1	Instituto de Banca y Comercio Inc
1332	1	Inter American University of Puerto Rico-Arecibo
1333	1	Inter American University of Puerto Rico-San German
1334	1	IVAEM College
1335	1	Five Branches University
1336	1	Folsom Lake College
1337	1	Four-D College
1338	1	Franklin Career College
1339	1	Fuller Theological Seminary in California
1340	1	John Dewey College
1341	1	Mech-Tech College LLC
1342	1	Modern Hairstyling Institute
1343	1	National University College-Bayamon
1344	1	Pontifical Catholic University of Puerto Rico-Mayaguez
1345	1	Professional Technical Institution Inc
1346	1	Rogies School of Beauty Culture-Santurce
1347	1	Universidad Adventista de las Antillas
1348	1	Universidad Politecnica de Puerto Rico
1349	1	University of Phoenix-Puerto Rico Campus
1350	1	University of Puerto Rico-Bayamon
1351	1	University of Puerto Rico-Mayaguez
1352	1	University of Sacred Heart
1353	1	Brown University
1354	1	Newport School of Hairdressing-Main Campus
1355	1	Providence College
1356	1	Rhode Island School of Design
1357	1	St Joseph School of Nursing
1358	1	University of Rhode Island
1359	1	Allen University
1360	1	Anderson University
1361	1	Central Carolina Technical College
1362	1	Centura College
1363	1	Centura College
1364	1	Charleston School of Law
1365	1	Charleston Southern University
1366	1	Coker College
1367	1	Columbia College
1368	1	Glendale Career College
1369	1	Glendale Community College
1370	1	Gnomon School of Visual Effects
1371	1	Graduate Theological Union
1372	1	Hacienda La Puente Adult Education
1373	1	Florence-Darlington Technical College
1374	1	Golf Academy of America
1375	1	Horry-Georgetown Technical College
1376	1	Kenneth Shuler School of Cosmetology
1377	1	Lacy Cosmetology School
1378	1	LeGrand Institute of Cosmetology Inc
1379	1	Limestone College
1380	1	Marion County Technical Education Center
1381	1	Medical University of South Carolina
1382	1	Midlands Technical College
1383	1	North Greenville University
1384	1	Orangeburg Calhoun Technical College
1385	1	Regency Beauty Institute-Spartanburg
1386	1	South University-Columbia
1387	1	Southern Wesleyan University
1388	1	Strayer University-Charleston Campus
1389	1	Strayer University-Columbia Campus
1390	1	Sumter Beauty College
1391	1	University of South Carolina-Beaufort
1392	1	University of South Carolina-Lancaster
1393	1	University of South Carolina-Sumter
1394	1	Virginia College in Charleston
1395	1	Avera McKennan Hospital School of Radiologic Technology
1396	1	Headlines Academy Inc
1397	1	Lake Area Technical Institute
1398	1	National American University-Ellsworth AFB Extension
1399	1	Oglala Lakota College
1400	1	South Dakota State University
1401	1	Anthem Career College-Memphis
1402	1	Baptist Memorial College of Health Sciences
1403	1	Buchanan Beauty College
1404	1	Carson-Newman College
1405	1	Hartnell College
1406	1	Harvey Mudd College
1407	1	Heald College-Fresno
1408	1	Heald College-Rancho Cordova
1409	1	Heald College-San Francisco
1410	1	Heald College-Stockton
1411	1	Concorde Career College
1412	1	Cumberland University
1413	1	Daymar Institute
1414	1	Daymar Institute-Murfreesboro
1415	1	Empire Beauty School-E Memphis
1416	1	Franklin Academy
1417	1	Freed-Hardeman University
1418	1	Hiwassee College
1419	1	Institute of Hair Design
1420	1	ITT Technical Institute-Chattanooga
1421	1	ITT Technical Institute-Knoxville
1422	1	King College
1423	1	Le Moyne-Owen College
1424	1	Lee University
1425	1	Lincoln Memorial University
1426	1	Martin Methodist College
1427	1	Meharry Medical College
1428	1	Middle Tennessee State University
1429	1	Miller-Motte Technical College-Chattanooga
1430	1	Motlow State Community College
1431	1	Mr Waynes School of Unisex Hair Design
1432	1	Nashville Auto Diesel College Inc
1433	1	Regency Beauty Institute-Chattanooga
1434	1	Remington College-Memphis Campus
1435	1	Rhodes College
1436	1	Roane State Community College
1437	1	Strayer University-Knoxville Campus
1438	1	Strayer University-Nashville Campus
1439	1	Strayer University-Shelby Oaks Campus
1440	1	Tennessee Academy of Cosmetology LLC
1441	1	Tennessee Academy of Cosmetology LLC
1442	1	Tennessee School of Beauty of Knoxville Inc
1443	1	Tennessee Technology Center at Crump
1444	1	Tennessee Technology Center at Dickson
1445	1	Tennessee Technology Center at Hohenwald
1446	1	Tennessee Technology Center at McKenzie
1447	1	Tennessee Technology Center at Memphis
1448	1	Tennessee Technology Center at Murfreesboro
1449	1	Tennessee Technology Center at Nashville
1450	1	Tennessee Technology Center at Newbern
1451	1	Tennessee Technology Center at Paris
1452	1	Tennessee Technology Center at Ripley
1453	1	Tennessee Technology Center at Whiteville
1454	1	Tennessee Temple University
1455	1	The Hair Design School-N Memphis
1456	1	The University of Tennessee
1457	1	Tusculum College
1458	1	Holy Names University
1459	1	Hope International University
1460	1	Humphreys College-Modesto
1461	1	Humphreys College-Stockton and Modesto Campuses
1462	1	ICDC College
1463	1	Imperial Valley College
1464	1	InfoTech Career College
1465	1	Vanderbilt University
1466	1	Vatterott Career College-Memphis
1467	1	Visible School-Music and Worships Arts College
1468	1	Volunteer State Community College
1469	1	Watkins College of Art Design &amp; Film
1470	1	William Moore College of Technology
1471	1	Abilene Christian University
1472	1	Academy at Austin
1473	1	American Broadcasting School
1474	1	American Commercial College
1475	1	American Commercial College
1476	1	Argosy University-Dallas
1477	1	Astrodome Career Centers
1478	1	Austin College
1479	1	Austin Community College District
1480	1	Brookhaven College
1481	1	CCI Training Center
1482	1	Cedar Valley College
1483	1	Coastal Bend College
1484	1	College of the Mainland
1485	1	Collin County Community College District
1486	1	Concorde Career Institute
1487	1	Concordia University Texas
1488	1	Conlee's College of Cosmetology
1489	1	Cosmetology Career Center LLC
1490	1	Culinary Institute Inc
1491	1	Culinary Institute of America, San Antonio
1492	1	Dallas Baptist University
1493	1	Dallas Theological Seminary
1494	1	Episcopal Theological Seminary of the Southwest
1495	1	Everest College-Forth Worth South
1496	1	Exposito School of Hair Design
1497	1	Faris Computer School Inc
1498	1	Franklin Beauty School
1499	1	Galen College of Nursing-San Antonio
1500	1	Intercoast Colleges
1501	1	Intercoast Colleges
1502	1	Interior Designers Institute
1503	1	International Professional School of Bodywork
1504	1	Houston Baptist University
1505	1	Houston Training School
1506	1	HTEC-Houston's Training and Education Center Inc
1507	1	Huston-Tillotson University
1508	1	ICC Technical Institute
1509	1	International Academy of Design and Technology
1510	1	International Business College
1511	1	ITT Technical Institute-San Antonio
1512	1	Kaplan Career Institute - McAllen
1513	1	Kaplan College-Fort Worth
1514	1	Kaplan College-Lubbock
1515	1	Kaplan College-San Antonio
1516	1	Kaplan College-San Antonio-San Pedro Campus
1517	1	Le Cordon Bleu College of Culinary Arts-Dallas
1518	1	Lee College
1519	1	LeTourneau University
1520	1	Lincoln College of Technology
1521	1	Lubbock Christian University
1522	1	Mai-trix Beauty College
1523	1	MediaTech Institute-Austin
1524	1	Milan Institute
1525	1	Milan Institute of Cosmetology
1526	1	National American University-Austin
1527	1	Northeast Texas Community College
1528	1	Northwood University
1529	1	Ogle School Hair Skin Nails
1530	1	Ogle School Hair Skin Nails
1531	1	Palo Alto College
1532	1	Parker College of Chiropractic
1533	1	Paul Quinn College
1534	1	Professional Career Training Institute
1535	1	Professional Careers Institute
1536	1	Regency Beauty Institute-Arlington
1537	1	Regency Beauty Institute-Cypresswood
1538	1	Regency Beauty Institute-Pasadena
1539	1	Remington College-Houston Southeast
1540	1	Rice University
1541	1	Saint Edward's University
1542	1	San Jacinto College-North Campus
1543	1	San Jacinto College-South Campus
1544	1	Sanford-Brown College
1545	1	ITT Technical Institute-San Dimas
1546	1	ITT Technical Institute-Sylmar
1547	1	ITT Technical Institute-Torrance
1548	1	Seguin Beauty School
1549	1	South Texas College of Law
1550	1	South Texas Training Center
1551	1	South Texas Vo-Tech Institute
1552	1	Southern Careers Institute Inc-Corpus Christi
1553	1	Southern Careers Institute Inc-San Antonio
1554	1	Southwest Texas Junior College
1555	1	Southwestern Christian College
1556	1	Southwestern University
1557	1	St Marys University
1558	1	St. Philip's College
1559	1	Texas A &amp; M University
1560	1	Texas A &amp; M University-Corpus Christi
1561	1	Texas A&amp;M Health Science Center
1562	1	Texas Barber Colleges and Hairstyling Schools Branch Campus #1
1563	1	Texas Barber Colleges and Hairstyling Schools Branch Campus #2
1564	1	Texas Barber Colleges and Hairstyling Schools Branch Campus #5
1565	1	Texas Barber Colleges and Hairstyling Schools Branch Campus #7
1566	1	Texas Christian University
1567	1	Texas College
1568	1	Texas College of Traditional Chinese Medicine
1569	1	Texas Health School
1570	1	Texas State Technical College Harlingen
1571	1	Texas Tech University Health Sciences Center
1572	1	Texas Wesleyan University
1573	1	The Academy of Health Care Professions
1574	1	The Academy of Health Care Professions
1575	1	The College of Saint Thomas More
1576	1	The University of Texas at Austin
1577	1	The University of Texas at San Antonio
1578	1	The University of Texas Health Science Center at Houston
1579	1	The University of Texas Health Science Center at San Antonio
1580	1	The University of Texas of the Permian Basin
1581	1	Tint School of Makeup and Cosmetology-Dallas
1582	1	Tint School of Makeup and Cosmetology-Irving
1583	1	Trinity University
1584	1	Tri-State Cosmetology Institute 1
1585	1	Universal Technical Institute of Texas Inc
1586	1	University of Houston-Clear Lake
1587	1	University of Houston-Downtown
1588	1	University of North Texas
1589	1	University of Phoenix-San Antonio Campus
1590	1	University of the Incarnate Word
1591	1	Virginia College-Austin
1592	1	James Albert School of Cosmetology
1593	1	Jesuit School of Theology of Santa Clara University
1594	1	Kaplan College-Bakersfield
1595	1	Kaplan College-Fresno
1596	1	Western Texas College
1597	1	Westwood College-Houston South
1598	1	Wiley College
1599	1	American Beauty Academy
1600	1	AmeriTech College
1601	1	AmeriTech College
1602	1	Aveda Institute-Provo
1603	1	Bridgerland Applied Technology College
1604	1	Broadview University
1605	1	Broadview University-Salt Lake City
1606	1	Careers Unlimited
1607	1	Davis Applied Technology College
1608	1	DeVry University-Utah
1609	1	Eagle Gate College
1610	1	Fortis College
1611	1	Hairitage Hair Academy
1612	1	Latter-day Saints Business College
1613	1	Marinello Schools of Beauty
1614	1	Myotherapy College of Utah
1615	1	Neumont University
1616	1	Ogden Institute of Massage Therapy
1617	1	Ogden-Weber Applied Technology College
1618	1	Provo College–American Fork
1619	1	Renaissance Academie
1620	1	Sherman Kendall's Academy-Sugarhouse
1621	1	Skin Institute
1622	1	Snow College
1623	1	Snow College-Richfield Campus
1624	1	Southern Utah University
1625	1	Stevens-Henager College
1626	1	Uintah Basin Applied Technology College
1627	1	Utah College of Massage Therapy Inc
1628	1	Utah State University-Regional Campuses and Distance Education
1629	1	Utah Valley University
1630	1	Appalachian College of Pharmacy
1631	1	Averett University-Non-Traditional Programs
1632	1	Bethel College
1633	1	Bluefield College
1634	1	Centura College
1635	1	Centura College
1636	1	Centura College
1637	1	Centura College
1638	1	Columbia College
1639	1	Dabney S Lancaster Community College
1640	1	Danville Community College
1641	1	DeVry University-Virginia
1642	1	Kaplan College-Stockton
1643	1	Kaplan College-Vista
1644	1	King's University
1645	1	LA Barber College
1646	1	LA College International
1647	1	La Sierra University
1648	1	Laney College
1649	1	Everest College-Chesapeake
1650	1	Everest College-McLean
1651	1	Everest College-Newport News
1652	1	Fortis College
1653	1	Fortis College
1654	1	Germanna Community College
1655	1	Graham Webb International Academy of Hair
1656	1	Hampden-Sydney College
1657	1	ITT Technical Institute-Chantilly
1658	1	ITT Technical Institute-Norfolk
1659	1	ITT Technical Institute-Springfield
1660	1	Lynchburg College
1661	1	Mountain Empire Community College
1662	1	Old Dominion University
1663	1	Regent University
