university	collegetoolkit	type
1242	1	Private for-profit
1243	1	Private for-profit
1244	1	Private not-for-profit
1245	1	Private not-for-profit
1246	1	Private not-for-profit
1247	1	Private not-for-profit
1248	1	Private not-for-profit
1249	1	Private not-for-profit
1250	1	Private not-for-profit
1251	1	Private for-profit
1252	1	Private for-profit
1253	1	Private for-profit
1254	1	Private for-profit
1255	1	Private for-profit
1256	1	Private for-profit
1257	1	Private for-profit
1258	1	Private not-for-profit
1259	1	Private not-for-profit
1260	1	Private not-for-profit
1261	1	Private for-profit
1262	1	Private not-for-profit
1263	1	Private not-for-profit
1264	1	Private not-for-profit
1265	1	Private not-for-profit
1266	1	Private not-for-profit
1267	1	Private for-profit
1268	1	Private not-for-profit
1269	1	Private for-profit
1270	1	Private not-for-profit
1271	1	Private not-for-profit
1272	1	Private not-for-profit
1273	1	Private not-for-profit
1274	1	Private for-profit
1275	1	Private not-for-profit
1276	1	Private not-for-profit
1277	1	Private for-profit
1278	1	Private not-for-profit
1279	1	Private not-for-profit
1280	1	Private not-for-profit
1281	1	Public
1282	1	Public
1283	1	Public
1284	1	Private not-for-profit
1285	1	Public
1286	1	Private not-for-profit
1287	1	Private not-for-profit
1288	1	Private not-for-profit
1289	1	Private not-for-profit
1290	1	Private not-for-profit
1291	1	Private not-for-profit
1292	1	Private not-for-profit
1293	1	Private for-profit
1294	1	Private for-profit
1295	1	Private for-profit
1296	1	Private not-for-profit
1297	1	Private not-for-profit
1298	1	Private not-for-profit
1299	1	Private for-profit
1300	1	Private for-profit
1301	1	Public
1302	1	Public
1303	1	Public
1304	1	Private for-profit
1305	1	Private for-profit
1306	1	Private for-profit
1307	1	Private not-for-profit
1308	1	Private not-for-profit
1309	1	Private for-profit
1310	1	Private not-for-profit
1311	1	Private for-profit
1312	1	Private for-profit
1313	1	Private for-profit
1314	1	Private not-for-profit
1315	1	Private not-for-profit
1316	1	Private not-for-profit
1317	1	Private for-profit
1318	1	Private for-profit
1319	1	Private for-profit
1320	1	Private for-profit
1321	1	Public
1322	1	Public
1323	1	Public
1324	1	Public
1325	1	Public
1326	1	Public
1327	1	Public
1328	1	Public
1329	1	Public
1330	1	Public
1331	1	Public
1332	1	Private not-for-profit
1333	1	Private for-profit
1334	1	Public
1335	1	Public
1336	1	Public
1337	1	Public
1338	1	Public
1339	1	Public
1340	1	Private for-profit
1341	1	Private for-profit
1342	1	Private for-profit
1343	1	Private for-profit
1344	1	Public
1345	1	Public
1346	1	Public
1347	1	Public
1348	1	Private for-profit
1349	1	Public
1350	1	Private for-profit
1351	1	Private for-profit
1352	1	Private for-profit
1353	1	Public
1354	1	Private for-profit
1355	1	Public
1356	1	Private for-profit
1357	1	Private for-profit
1358	1	Private for-profit
1359	1	Private for-profit
1360	1	Private for-profit
1361	1	Public
1362	1	Private for-profit
1363	1	Public
1364	1	Private for-profit
1365	1	Public
1366	1	Public
1367	1	Private for-profit
1368	1	Private not-for-profit
1369	1	Public
1370	1	Public
1371	1	Public
1372	1	Public
1373	1	Public
1374	1	Public
1375	1	Public
1376	1	Private for-profit
1377	1	Public
1378	1	Private not-for-profit
1379	1	Public
1380	1	Public
1381	1	Private for-profit
1382	1	Public
1383	1	Private for-profit
1384	1	Private for-profit
1385	1	Public
1386	1	Public
1387	1	Public
1388	1	Public
1389	1	Public
1390	1	Public
1391	1	Private for-profit
1392	1	Private for-profit
1393	1	Private for-profit
1394	1	Private for-profit
1395	1	Private for-profit
1396	1	Private for-profit
1397	1	Private for-profit
1398	1	Public
1399	1	Public
1400	1	Private for-profit
1401	1	Public
1402	1	Public
1403	1	Public
1404	1	Public
1405	1	Private for-profit
1406	1	Public
1407	1	Private for-profit
1408	1	Private for-profit
1409	1	Private for-profit
1410	1	Public
1411	1	Public
1412	1	Private for-profit
1413	1	Private for-profit
1414	1	Private for-profit
1415	1	Private for-profit
1416	1	Private for-profit
1417	1	Private for-profit
1418	1	Private for-profit
1419	1	Public
1420	1	Private not-for-profit
1421	1	Private not-for-profit
1422	1	Private not-for-profit
1423	1	Private not-for-profit
1424	1	Private for-profit
1425	1	Private not-for-profit
1426	1	Private not-for-profit
1427	1	Private not-for-profit
1428	1	Private not-for-profit
1429	1	Private for-profit
1430	1	Public
1431	1	Private not-for-profit
1432	1	Private not-for-profit
1433	1	Private not-for-profit
1434	1	Private not-for-profit
1435	1	Private not-for-profit
1436	1	Private for-profit
1437	1	Private not-for-profit
1438	1	Public
1439	1	Public
1440	1	Private for-profit
1441	1	Private for-profit
1442	1	Public
1443	1	Private for-profit
1444	1	Public
1445	1	Public
1446	1	Public
1447	1	Private not-for-profit
1448	1	Public
1449	1	Public
1450	1	Public
1451	1	Public
1452	1	Public
1453	1	Public
1454	1	Private for-profit
1455	1	Public
1456	1	Private not-for-profit
1457	1	Private for-profit
1458	1	Private not-for-profit
1459	1	Public
1460	1	Public
1461	1	Private not-for-profit
1462	1	Public
1463	1	Public
1464	1	Public
1465	1	Public
1466	1	Private not-for-profit
1467	1	Private for-profit
1468	1	Private not-for-profit
1469	1	Private not-for-profit
1470	1	Private not-for-profit
1471	1	Private not-for-profit
1472	1	Private for-profit
1473	1	Private for-profit
1474	1	Private for-profit
1475	1	Private not-for-profit
1476	1	Private not-for-profit
1477	1	Private not-for-profit
1478	1	Private not-for-profit
1479	1	Public
1480	1	Private not-for-profit
1481	1	Private not-for-profit
1482	1	Public
1483	1	Private not-for-profit
1484	1	Private not-for-profit
1485	1	Private for-profit
1486	1	Private for-profit
1487	1	Private not-for-profit
1488	1	Private not-for-profit
1489	1	Public
1490	1	Private for-profit
1491	1	Private for-profit
1492	1	Public
1493	1	Private for-profit
1494	1	Public
1495	1	Private for-profit
1496	1	Private for-profit
1497	1	Private for-profit
1498	1	Private for-profit
1499	1	Public
1500	1	Public
1501	1	Private for-profit
1502	1	Public
1503	1	Public
1504	1	Public
1505	1	Public
1506	1	Private not-for-profit
1507	1	Private not-for-profit
1508	1	Private for-profit
1509	1	Private for-profit
1510	1	Private for-profit
1511	1	Public
1512	1	Private for-profit
1513	1	Private not-for-profit
1514	1	Private not-for-profit
1515	1	Private not-for-profit
1516	1	Private not-for-profit
1517	1	Public
1518	1	Private not-for-profit
1519	1	Private not-for-profit
1520	1	Private not-for-profit
1521	1	Private not-for-profit
1522	1	Private not-for-profit
1523	1	Private for-profit
1524	1	Private not-for-profit
1525	1	Private not-for-profit
1526	1	Private not-for-profit
1527	1	Private not-for-profit
1528	1	Public
1529	1	Private for-profit
1530	1	Private not-for-profit
1531	1	Private not-for-profit
1532	1	Public
1533	1	Public
1534	1	Private not-for-profit
1535	1	Public
1536	1	Public
1537	1	Public
1538	1	Public
1539	1	Public
1540	1	Private not-for-profit
1541	1	Private not-for-profit
1542	1	Private not-for-profit
1543	1	Private not-for-profit
1544	1	Public
1545	1	Public
1546	1	Public
1547	1	Public
1548	1	Private for-profit
1549	1	Public
1550	1	Public
1551	1	Public
1552	1	Public
1553	1	Public
1554	1	Public
1555	1	Public
1556	1	Private not-for-profit
1557	1	Private not-for-profit
1558	1	Public
1559	1	Private for-profit
1560	1	Private for-profit
1561	1	Private not-for-profit
1562	1	Private not-for-profit
1563	1	Private not-for-profit
1564	1	Private for-profit
1565	1	Private for-profit
1566	1	Private for-profit
1567	1	Private not-for-profit
1568	1	Private for-profit
1569	1	Private for-profit
1570	1	Private for-profit
1571	1	Private for-profit
1572	1	Public
1573	1	Public
1574	1	Private for-profit
1575	1	Private for-profit
1576	1	Public
1577	1	Public
1578	1	Public
1579	1	Public
1580	1	Private not-for-profit
1581	1	Private for-profit
1582	1	Public
1583	1	Public
1584	1	Public
1585	1	Public
1586	1	Private for-profit
1587	1	Private for-profit
1588	1	Public
1589	1	Public
1590	1	Public
1591	1	Public
1592	1	Private for-profit
1593	1	Private for-profit
1594	1	Private for-profit
1595	1	Private for-profit
1596	1	Private for-profit
1597	1	Private for-profit
1598	1	Private for-profit
1599	1	Private for-profit
1600	1	Private for-profit
1601	1	Public
1602	1	Public
1603	1	Private not-for-profit
1604	1	Public
1605	1	Public
1606	1	Public
1607	1	Public
1608	1	Private for-profit
1609	1	Private for-profit
1610	1	Public
1611	1	Public
1612	1	Private for-profit
1613	1	Private for-profit
1614	1	Public
1615	1	Private for-profit
1616	1	Public
1617	1	Public
1618	1	Public
1619	1	Public
1620	1	Private for-profit
1621	1	Private for-profit
1622	1	Private for-profit
1623	1	Private for-profit
1624	1	Private for-profit
1625	1	Public
1626	1	Public
1627	1	Public
1628	1	Private for-profit
1629	1	Public
1630	1	Private for-profit
1631	1	Private not-for-profit
1632	1	Private for-profit
1633	1	Private for-profit
1634	1	Public
1635	1	Private for-profit
1636	1	Private for-profit
1637	1	Private for-profit
1638	1	Private for-profit
1639	1	Private for-profit
1640	1	Private for-profit
1641	1	Private for-profit
1642	1	Private not-for-profit
1643	1	Public
1644	1	Public
1645	1	Private for-profit
1646	1	Private not-for-profit
1647	1	Public
1648	1	Public
1649	1	Public
1650	1	Public
1651	1	Private not-for-profit
1652	1	Private not-for-profit
1653	1	Private for-profit
1654	1	Private not-for-profit
1655	1	Public
1656	1	Private not-for-profit
1657	1	Private not-for-profit
1658	1	Private for-profit
1659	1	Private not-for-profit
1660	1	Private not-for-profit
1661	1	Private not-for-profit
1662	1	Private for-profit
1663	1	Private for-profit
1664	1	Private for-profit
1665	1	Private not-for-profit
1666	1	Private not-for-profit
1667	1	Private not-for-profit
1668	1	Private not-for-profit
1669	1	Private for-profit
1670	1	Private for-profit
1671	1	Private for-profit
1672	1	Private not-for-profit
1673	1	Private not-for-profit
1674	1	Public
1675	1	Private not-for-profit
1676	1	Private for-profit
1677	1	Private for-profit
1678	1	Private not-for-profit
1679	1	Private not-for-profit
1680	1	Private for-profit
1681	1	Public
1682	1	Private for-profit
1683	1	Private for-profit
1684	1	Private for-profit
1685	1	Private for-profit
1686	1	Public
1687	1	Private for-profit
1688	1	Private for-profit
1689	1	Private for-profit
1690	1	Public
1691	1	Private for-profit
1692	1	Public
1693	1	Public
1694	1	Public
1695	1	Public
1696	1	Public
1697	1	Public
1698	1	Private not-for-profit
1699	1	Private not-for-profit
1700	1	Public
1701	1	Private not-for-profit
1702	1	Private not-for-profit
1703	1	Private not-for-profit
1704	1	Private for-profit
1705	1	Private for-profit
1706	1	Private for-profit
1707	1	Private for-profit
1708	1	Public
1709	1	Private not-for-profit
1710	1	Private for-profit
1711	1	Private not-for-profit
1712	1	Private not-for-profit
1713	1	Public
1714	1	Private for-profit
1715	1	Private not-for-profit
1716	1	Public
1717	1	Private not-for-profit
1718	1	Private for-profit
1719	1	Public
1720	1	Public
1721	1	Public
1722	1	Public
1723	1	Public
1724	1	Private for-profit
1725	1	Private for-profit
1726	1	Public
1727	1	Public
1728	1	Private for-profit
1729	1	Public
1730	1	Public
1731	1	Public
1732	1	Public
1733	1	Public
1734	1	Public
1735	1	Public
1736	1	Private not-for-profit
1737	1	Private for-profit
1738	1	Private not-for-profit
1739	1	Public
1740	1	Public
1741	1	Private for-profit
1742	1	Public
1743	1	Public
1744	1	Public
1745	1	Public
1746	1	Private for-profit
1747	1	Public
1748	1	Public
1749	1	Private for-profit
1750	1	Private for-profit
1751	1	Public
1752	1	Private not-for-profit
1753	1	Private for-profit
1754	1	Private for-profit
1755	1	Private not-for-profit
1756	1	Private for-profit
1757	1	Private for-profit
1758	1	Private for-profit
1759	1	Private not-for-profit
1760	1	Private for-profit
1761	1	Private not-for-profit
1762	1	Private for-profit
1763	1	Private not-for-profit
1764	1	Private not-for-profit
1765	1	Private not-for-profit
1766	1	Private not-for-profit
1767	1	Private not-for-profit
1768	1	Private not-for-profit
1769	1	Private not-for-profit
1770	1	Private not-for-profit
1771	1	Private for-profit
1772	1	Public
1773	1	Public
1774	1	Public
1775	1	Public
1776	1	Private not-for-profit
1777	1	Private not-for-profit
1778	1	Public
1779	1	Public
1780	1	Public
1781	1	Public
1782	1	Public
1783	1	Public
1784	1	Public
1785	1	Public
1786	1	Private for-profit
1787	1	Private not-for-profit
1788	1	Private not-for-profit
1789	1	Public
1790	1	Private for-profit
1791	1	Public
1792	1	Private not-for-profit
1793	1	Private not-for-profit
1794	1	Private for-profit
1795	1	Private not-for-profit
1796	1	Private for-profit
1797	1	Private for-profit
1798	1	Private not-for-profit
1799	1	Private for-profit
1800	1	Private for-profit
1801	1	Public
1802	1	Private not-for-profit
1803	1	Public
1804	1	Public
1805	1	Private for-profit
1806	1	Public
1807	1	Private for-profit
1808	1	Public
1809	1	Private for-profit
1810	1	Public
1811	1	Private for-profit
1812	1	Private for-profit
1813	1	Private for-profit
1814	1	Private for-profit
1815	1	Private for-profit
1816	1	Private for-profit
1817	1	Private for-profit
1818	1	Public
1819	1	Public
1820	1	Public
1821	1	Public
1822	1	Private for-profit
1823	1	Private for-profit
1824	1	Public
1825	1	Public
1826	1	Public
1827	1	Public
1828	1	Private for-profit
1829	1	Private not-for-profit
1830	1	Public
1831	1	Private not-for-profit
1832	1	Private not-for-profit
1833	1	Private not-for-profit
1834	1	Public
1835	1	Private not-for-profit
1836	1	Public
1837	1	Private not-for-profit
1838	1	Private not-for-profit
1839	1	Private not-for-profit
1840	1	Private not-for-profit
1841	1	Private not-for-profit
1842	1	Private not-for-profit
1843	1	Private not-for-profit
1844	1	Private not-for-profit
1845	1	Private not-for-profit
1846	1	Private not-for-profit
1847	1	Private not-for-profit
1848	1	Private not-for-profit
1849	1	Private not-for-profit
1850	1	Private for-profit
1851	1	Public
1852	1	Public
1853	1	Public
1854	1	Public
1855	1	Public
1856	1	Public
1857	1	Public
1858	1	Private not-for-profit
1859	1	Private not-for-profit
1860	1	Private for-profit
1861	1	Private for-profit
1862	1	Private not-for-profit
1863	1	Private for-profit
1864	1	Private for-profit
1865	1	Public
1866	1	Private not-for-profit
1867	1	Public
1868	1	Public
1869	1	Public
1870	1	Private not-for-profit
1871	1	Private not-for-profit
1872	1	Private not-for-profit
1873	1	Private for-profit
1874	1	Private for-profit
1875	1	Private not-for-profit
1876	1	Public
1877	1	Private not-for-profit
1878	1	Public
1879	1	Private not-for-profit
1880	1	Public
1881	1	Private not-for-profit
1882	1	Public
1883	1	Public
1884	1	Private for-profit
1885	1	Public
1886	1	Public
1887	1	Public
1888	1	Public
1889	1	Public
1890	1	Public
1891	1	Private not-for-profit
1892	1	Private not-for-profit
1893	1	Private not-for-profit
1894	1	Private not-for-profit
1895	1	Public
1896	1	Public
1897	1	Public
1898	1	Private not-for-profit
1899	1	Private for-profit
1900	1	Public
1901	1	Private not-for-profit
1902	1	Private for-profit
1903	1	Private not-for-profit
1904	1	Private not-for-profit
1905	1	Private not-for-profit
1906	1	Private not-for-profit
1907	1	Private not-for-profit
1908	1	Public
1909	1	Private not-for-profit
1910	1	Private for-profit
1911	1	Private not-for-profit
1912	1	Private not-for-profit
1913	1	Private for-profit
1914	1	Private for-profit
1915	1	Private not-for-profit
1916	1	Private for-profit
1917	1	Private for-profit
1918	1	Private for-profit
1919	1	Private for-profit
1920	1	Private for-profit
1921	1	Private for-profit
1922	1	Public
1923	1	Private for-profit
1924	1	Private not-for-profit
1925	1	Private for-profit
1926	1	Private not-for-profit
1927	1	Private not-for-profit
1928	1	Private for-profit
1929	1	Private not-for-profit
1930	1	Private not-for-profit
1931	1	Private for-profit
1932	1	Private for-profit
1933	1	Private for-profit
1934	1	Private not-for-profit
1935	1	Private not-for-profit
1936	1	Private for-profit
1937	1	Private not-for-profit
1938	1	Public
1939	1	Private not-for-profit
1940	1	Private not-for-profit
1941	1	Private for-profit
1942	1	Private for-profit
1943	1	Private for-profit
1944	1	Private not-for-profit
1945	1	Private not-for-profit
1946	1	Private for-profit
1947	1	Private for-profit
1948	1	Private for-profit
1949	1	Private not-for-profit
1950	1	Public
1951	1	Private not-for-profit
1952	1	Private not-for-profit
1953	1	Private not-for-profit
1954	1	Private for-profit
1955	1	Private for-profit
1956	1	Public
1957	1	Private not-for-profit
1958	1	Private not-for-profit
1959	1	Private not-for-profit
1960	1	Private for-profit
1961	1	Private for-profit
1962	1	Private for-profit
1963	1	Private for-profit
1964	1	Public
1965	1	Private for-profit
1966	1	Private for-profit
1967	1	Private for-profit
1968	1	Private for-profit
1969	1	Private for-profit
1970	1	Private for-profit
1971	1	Private for-profit
1972	1	Private for-profit
1973	1	Private for-profit
1974	1	Private for-profit
1975	1	Private for-profit
1976	1	Private for-profit
1977	1	Public
1978	1	Private for-profit
1979	1	Private for-profit
1980	1	Private for-profit
1981	1	Private for-profit
1982	1	Public
1983	1	Private for-profit
1984	1	Public
1985	1	Private for-profit
1986	1	Private for-profit
1987	1	Public
1988	1	Public
1989	1	Private for-profit
1990	1	Private for-profit
1991	1	Private for-profit
1992	1	Private for-profit
1993	1	Public
1994	1	Public
1995	1	Private for-profit
1996	1	Public
1997	1	Public
1998	1	Private for-profit
1999	1	Public
