university	collegeprowler	phone
0997	1	(603) 641-7000
0998	1	(203) 324-4578
0999	1	(716) 375-2000
1000	1	(718) 522-2300
1001	1	(805) 482-2755
1002	1	(337) 474-0533
1003	1	(949) 794-9090
1004	1	(704) 982-0121
1005	1	(630) 236-7200
1006	1	(510) 845-6232
1007	1	(405) 631-8621
1008	1	(715) 845-2888
1009	1	(660) 530-5800
1010	1	(585) 245-5211
1011	1	(518) 564-2000
1012	1	(315) 267-2000
1013	1	(315) 470-6500
1014	1	(212) 938-4000
1015	1	(607) 746-4000
1016	1	(518) 587-2100
1017	1	(419) 866-0261
1018	1	(407) 816-5573
1019	1	(620) 278-2173
1020	1	(205) 349-4240
1021	1	(860) 569-0618
1022	1	(508) 565-1000
1023	1	(843) 467-2397
1024	1	(800) 444-0804
1025	1	(212) 686-1944
1026	1	(516) 481-6660
1027	1	(631) 451-4110
1028	1	(617) 573-8000
1029	1	(845) 295-4136
1030	1	(845) 434-5750
1031	1	(909) 422-8950
1032	1	(308) 632-6933
1033	1	(845) 425-0055
1034	1	(954) 741-0088
1035	1	(973) 300-2100
1036	1	(212) 924-5900
1037	1	(620) 947-3121
1038	1	(410) 888-9048
1039	1	(254) 968-9000
1040	1	(312) 658-5100
1041	1	(850) 838-2545
1042	1	(260) 744-8600
1043	1	(330) 847-0503
1044	1	(800) 768-8252
1045	1	(303) 937-4200
1046	1	(423) 493-4221
1047	1	(254) 298-8282
1048	1	(901) 382-9085
1049	1	(901) 757-4166
1050	1	(901) 475-2526
1051	1	(615) 441-6220
1052	1	(423) 566-9629
1053	1	(731) 352-5364
1054	1	(731) 627-2511
1055	1	(423) 663-4900
1056	1	(410) 644-6400
1057	1	(410) 296-5350
1058	1	(956) 717-5909
1059	1	(903) 593-8311
1060	1	(325) 677-0532
1061	1	(281) 648-0880
1062	1	(713) 975-7527
1063	1	(956) 364-4000
1064	1	(806) 743-2484
1065	1	(713) 425-3100
1066	1	(210) 298-3600
1067	1	(714) 842-0100
1068	1	(818) 299-5100
1069	1	(909) 915-2100
1070	1	(866) 275-2422
1071	1	(415) 865-0198
1072	1	(513) 751-1206
1073	1	(212) 226-5500
1074	1	(206) 448-0900
1075	1	(520) 318-2719
1076	1	(561) 688-0225
1077	1	(617) 536-6340
1078	1	(602) 274-4300
1079	1	(518) 454-5111
1080	1	(817) 923-8459
1081	1	(914) 948-4442
1082	1	(312) 944-0882
1083	1	(402) 898-1000
1084	1	(404) 361-5641
1085	1	(949) 851-6200
1086	1	(619) 235-2049
1087	1	(502) 491-0077
1088	1	(502) 491-0077
1089	1	(630) 916-1700
1090	1	(847) 619-3450
1091	1	(201) 217-1113
1092	1	(212) 799-5000
1093	1	(203) 335-0364
1094	1	(661) 259-3540
1095	1	(408) 254-6900
1096	1	(617) 739-1700
1097	1	(212) 229-5600
1098	1	(763) 536-0772
1099	1	(802) 879-4811
1100	1	(724) 589-2000
1101	1	(805) 525-4417
1102	1	(619) 297-9700
1103	1	(859) 341-5800
1104	1	(215) 594-4000
1105	1	(573) 840-9600
1106	1	(757) 858-8324
1107	1	(706) 886-6831
1108	1	(419) 671-8700
1109	1	(850) 747-5500
1110	1	(208) 664-0541
1111	1	(719) 390-9898
1112	1	(480) 994-4222
1113	1	(903) 455-1144
1114	1	(863) 499-2700
1115	1	(541) 881-8822
1116	1	(740) 753-5464
1117	1	(828) 837-6810
1118	1	(610) 691-1300
1119	1	(719) 846-5011
1120	1	(708) 597-3000
1121	1	(727) 376-6911
1122	1	(714) 796-7141
1123	1	(425) 249-4800
1124	1	(614) 235-4136
1125	1	(903) 675-6200
1126	1	(708) 456-0300
1127	1	(816) 404-1100
1128	1	(918) 828-1000
1129	1	(877) 935-3529
1130	1	(423) 636-7300
1131	1	(616) 355-5010
1132	1	(903) 510-2200
1133	1	(845) 687-5000
1134	1	(813) 386-6350
1135	1	(518) 631-9900
1136	1	(804) 355-0671
1137	1	(337) 988-6764
1138	1	(318) 651-8001
1139	1	(719) 333-6481
1140	1	(860) 444-8444
1141	1	(251) 626-3303
1142	1	(937) 529-2201
1143	1	(787) 728-7299
1144	1	(909) 484-1929
1145	1	(781) 948-2000
1146	1	(281) 443-6262
1147	1	(787) 257-7373
1148	1	(787) 766-1717
1149	1	(907) 786-1800
1150	1	(877) 465-4827
1151	1	(479) 788-7000
1152	1	(870) 575-8000
1153	1	(870) 612-2000
1154	1	(501) 977-2000
1155	1	(513) 732-5200
1156	1	(513) 745-5600
1157	1	(303) 556-5600
1158	1	(972) 721-5000
1159	1	(313) 993-1000
1160	1	(406) 761-8210
1161	1	(808) 956-8111
1162	1	(866) 299-8656
1163	1	(317) 788-3368
1164	1	(909) 593-3511
1165	1	(207) 834-7500
1166	1	(207) 255-1200
1167	1	(207) 768-9400
1168	1	(617) 287-5000
1169	1	(978) 934-4000
1170	1	(973) 972-4300
1171	1	(313) 593-5000
1172	1	(816) 235-1000
1173	1	(314) 516-5000
1174	1	(406) 683-7011
1175	1	(205) 665-6155
1176	1	(505) 863-7500
1177	1	(505) 925-8500
1178	1	(504) 280-6000
1179	1	(910) 962-3000
1180	1	(828) 251-6600
1181	1	(800) 225-5863
1182	1	(817) 735-2000
1183	1	(678) 731-0555
1184	1	(423) 499-2500
1185	1	(847) 413-1922
1186	1	(216) 447-8807
1187	1	(803) 699-5096
1188	1	(706) 320-1266
1189	1	(717) 540-3300
1190	1	(800) 941-9682
1191	1	(901) 751-1086
1192	1	(800) 834-2438
1193	1	(952) 487-7226
1194	1	(615) 872-0188
1195	1	(800) 366-9699
1196	1	(412) 747-9000
1197	1	(919) 854-2122
1198	1	(912) 232-0531
1199	1	(800) 659-8988
1200	1	(813) 626-7911
1201	1	(616) 647-5100
1202	1	(814) 362-7500
1203	1	(814) 269-7000
1204	1	(787) 764-0000
1205	1	(787) 257-0000
1206	1	(787) 758-2525
1207	1	(787) 894-2828
1208	1	(909) 793-2121
1209	1	(740) 245-7206
1210	1	(787) 728-1515
1211	1	(913) 682-5151
1212	1	(570) 941-7400
1213	1	(803) 648-6851
1214	1	(702) 990-4433
1215	1	(815) 740-3360
1216	1	(651) 962-5000
1217	1	(731) 881-7000
1218	1	(956) 381-2011
1219	1	(903) 566-7000
1220	1	(210) 567-2621
1221	1	(432) 552-2020
1222	1	(215) 717-6000
1223	1	(606) 549-2200
1224	1	(202) 274-5012
1225	1	(479) 979-1000
1226	1	(209) 946-2011
1227	1	(340) 776-9200
1228	1	(918) 631-2000
1229	1	(850) 474-2000
1230	1	(678) 839-5000
1231	1	(715) 836-2637
1232	1	(608) 785-8000
1233	1	(414) 229-1122
1234	1	(608) 342-1421
1235	1	(608) 262-1783
1236	1	(307) 766-1121
1237	1	(412) 623-2114
1238	1	(508) 759-7711
1239	1	(563) 425-5200
1240	1	(937) 778-1980
1241	1	(617) 348-6359
1242	1	(212) 431-0505
1243	1	(801) 304-4224
1244	1	(801) 660-6000
1245	1	(315) 792-3111
1246	1	(304) 528-5106
1247	1	(773) 536-4441
1248	1	(828) 726-2200
1249	1	(714) 635-6585
1250	1	(559) 251-4215
1251	1	(562) 945-2211
1252	1	(310) 826-7622
1253	1	(805) 492-2411
1254	1	(707) 654-1000
1255	1	(626) 229-1300
1256	1	(805) 437-8400
1257	1	(510) 885-3000
1258	1	(559) 278-4240
1259	1	(323) 343-3000
1260	1	(909) 537-5000
1261	1	(619) 525-7073
1262	1	(215) 368-7538
1263	1	(616) 957-6036
1264	1	(814) 536-5168
1265	1	(407) 265-8383
1266	1	(225) 928-3005
1267	1	(801) 747-5700
1268	1	(504) 821-5881
1269	1	(580) 581-2225
1270	1	(405) 262-2629
1271	1	(701) 766-4415
1272	1	(708) 388-4949
1273	1	(773) 890-0412
1274	1	(630) 833-6118
1275	1	(301) 369-2800
1276	1	(402) 333-3329
1277	1	(319) 364-1541
1278	1	(563) 388-6642
1279	1	(800) 232-2774
1280	1	(845) 623-6339
1281	1	(414) 410-4000
1282	1	(907) 563-7575
1283	1	(212) 675-6655
1284	1	(817) 413-2000
1285	1	(775) 856-2266
1286	1	(516) 877-1225
1287	1	(210) 366-2701
1288	1	(318) 323-2889
1289	1	(570) 346-8728
1290	1	(412) 372-3900
1291	1	(540) 373-2200
1292	1	(787) 759-6995
1293	1	(787) 769-0007
1294	1	(787) 840-2955
1295	1	(787) 858-3668
1296	1	(309) 344-2518
1297	1	(787) 725-6500
1298	1	(330) 630-1132
1299	1	(704) 597-5503
1300	1	(336) 744-0900
1301	1	(704) 355-5043
1302	1	(937) 223-3572
1303	1	(406) 447-4300
1304	1	(503) 255-7060
1305	1	(307) 268-2110
1306	1	(802) 468-5611
1307	1	(828) 327-7000
1308	1	(781) 935-3344
1309	1	(315) 255-1743
1310	1	(817) 226-1900
1311	1	(410) 287-6060
1312	1	(908) 852-1400
1313	1	(520) 494-5444
1314	1	(501) 329-6872
1315	1	(417) 833-2551
1316	1	(908) 412-8600
1317	1	(803) 778-1961
1318	1	(831) 424-6767
1319	1	(308) 398-4222
1320	1	(218) 855-8000
1321	1	(207) 755-5100
1322	1	(207) 795-2840
1323	1	(989) 774-4000
1324	1	(704) 330-2722
1325	1	(216) 391-8434
1326	1	(918) 352-2551
1327	1	(254) 773-9911
1328	1	(434) 832-7600
1329	1	(360) 736-9391
1330	1	(787) 850-8333
1331	1	(804) 672-2300
1332	1	(757) 549-2121
1333	1	(757) 874-2121
1334	1	(787) 882-5086
1335	1	(510) 723-6600
1336	1	(308) 432-6000
1337	1	(314) 768-7501
1338	1	(216) 391-6937
1339	1	(732) 548-6000
1340	1	(843) 762-7727
1341	1	(843) 863-7000
1342	1	(787) 882-7222
1343	1	(513) 875-3344
1344	1	(770) 528-4525
1345	1	(334) 291-4900
1346	1	(410) 822-5400
1347	1	(603) 887-4401
1348	1	(312) 329-6600
1349	1	(773) 995-2000
1350	1	(773) 752-5757
1351	1	(660) 646-4198
1352	1	(850) 526-2761
1353	1	(405) 729-8324
1354	1	(330) 744-8710
1355	1	(228) 864-2920
1356	1	(716) 652-8900
1357	1	(901) 321-3000
1358	1	(757) 594-7000
1359	1	(510) 204-0700
1360	1	(212) 307-0388
1361	1	(352) 335-4000
1362	1	(773) 602-5000
1363	1	(312) 850-7000
1364	1	(773) 838-7500
1365	1	(626) 256-4673
1366	1	(425) 637-1010
1367	1	(503) 657-6958
1368	1	(918) 341-4370
1369	1	(806) 874-3571
1370	1	(814) 393-2000
1371	1	(661) 252-1864
1372	1	(360) 992-2000
1373	1	(937) 325-0691
1374	1	(315) 268-6400
1375	1	(918) 610-0027
1376	1	(503) 325-0910
1377	1	(727) 726-1153
1378	1	(860) 668-3515
1379	1	(913) 234-0600
1380	1	(216) 692-8665
1381	1	(704) 484-4000
1382	1	(216) 421-7000
1383	1	(216) 241-2930
1384	1	(216) 791-5000
1385	1	(518) 562-4200
1386	1	(803) 327-7402
1387	1	(253) 589-5800
1388	1	(662) 627-2571
1389	1	(910) 455-1221
1390	1	(843) 347-3161
1391	1	(770) 424-6915
1392	1	(843) 383-8000
1393	1	(603) 526-3000
1394	1	(787) 720-4476
1395	1	(787) 250-7111
1396	1	(585) 271-1320
1397	1	(303) 300-8740
1398	1	(928) 213-6060
1399	1	(970) 225-4860
1400	1	(859) 272-5225
1401	1	(713) 785-5995
1402	1	(305) 273-4499
1403	1	(305) 273-4499
1404	1	(219) 942-1459
1405	1	(715) 799-5600
1406	1	(513) 244-4200
1407	1	(320) 363-5011
1408	1	(505) 473-6011
1409	1	(301) 934-2251
1410	1	(417) 334-6411
1411	1	(303) 233-4697
1412	1	(303) 694-6600
1413	1	(816) 303-7799
1414	1	(605) 361-0200
1415	1	(518) 828-4181
1416	1	(573) 214-3809
1417	1	(509) 547-0511
1418	1	(573) 875-8700
1419	1	(818) 345-8414
1420	1	(541) 506-6000
1421	1	(404) 378-8821
1422	1	(904) 766-7736
1423	1	(323) 937-7772
1424	1	(909) 335-8863
1425	1	(303) 360-4700
1426	1	(724) 775-8561
1427	1	(215) 751-8000
1428	1	(985) 419-2050
1429	1	(305) 888-9200
1430	1	(915) 591-8899
1431	1	(660) 944-3105
1432	1	(818) 766-8151
1433	1	(817) 261-1594
1434	1	(914) 337-9300
1435	1	(218) 299-4100
1436	1	(260) 452-2100
1437	1	(734) 995-7300
1438	1	(651) 641-8278
1439	1	(800) 535-5494
1440	1	(512) 313-3000
1441	1	(814) 534-9118
1442	1	(877) 282-2268
1443	1	(860) 895-6100
1444	1	(860) 291-9898
1445	1	(603) 889-1614
1446	1	(716) 833-5016
1447	1	(864) 596-9000
1448	1	(413) 369-4044
1449	1	(856) 342-2000
1450	1	(706) 295-6963
1451	1	(760) 366-3791
1452	1	(410) 951-3000
1453	1	(312) 753-7900
1454	1	(610) 666-9060
1455	1	(218) 263-8354
1456	1	(870) 584-4471
1457	1	(225) 292-1950
1458	1	(620) 442-0430
1459	1	(909) 794-2161
1460	1	(248) 645-3300
1461	1	(814) 724-6028
1462	1	(662) 844-9264
1463	1	(219) 838-2004
1464	1	(800) 597-8690
1465	1	(507) 288-4563
1466	1	(785) 776-4794
1467	1	(512) 451-5743
1468	1	(845) 452-9600
1469	1	(856) 691-8600
1470	1	(615) 444-2562
1471	1	(718) 982-2000
1472	1	(212) 237-8000
1473	1	(718) 270-4900
1474	1	(718) 340-4200
1475	1	(619) 660-4000
1476	1	(229) 333-2100
1477	1	(701) 845-7990
1478	1	(304) 425-2323
1479	1	(610) 989-1203
1480	1	(985) 643-2614
1481	1	(419) 238-5411
1482	1	(901) 761-5730
1483	1	(800) 438-5621
1484	1	(816) 364-5399
1485	1	(402) 891-9411
1486	1	(314) 843-4200
1487	1	(918) 835-8288
1488	1	(316) 634-0066
1489	1	(214) 942-1541
1490	1	(805) 654-6400
1491	1	(802) 831-1000
1492	1	(760) 245-4271
1493	1	(256) 533-7387
1494	1	(601) 977-0960
1495	1	(248) 398-4647
1496	1	(734) 427-3970
1497	1	(216) 221-8584
1498	1	(540) 464-7207
1499	1	(434) 293-4031
1500	1	(804) 524-5000
1501	1	(434) 528-5276
1502	1	(901) 381-3939
1503	1	(803) 780-1234
1504	1	(800) 925-3368
1505	1	(641) 585-2450
1506	1	(509) 527-2615
1507	1	(503) 517-1000
1508	1	(563) 589-0200
1509	1	(785) 670-1010
1510	1	(850) 638-1180
1511	1	(410) 778-2800
1512	1	(734) 973-3543
1513	1	(919) 470-7348
1514	1	(262) 691-5566
1515	1	(919) 735-5151
1516	1	(402) 375-7000
1517	1	(800) 287-5471
1518	1	(863) 638-1431
1519	1	(314) 961-2660
1520	1	(509) 682-6800
1521	1	(405) 452-5500
1522	1	(601) 845-2265
1523	1	(478) 477-1110
1524	1	(770) 537-6000
1525	1	(323) 315-5207
1526	1	(706) 845-4323
1527	1	(231) 845-6211
1528	1	(731) 668-7240
1529	1	(806) 651-0000
1530	1	(304) 473-8000
1531	1	(818) 894-9550
1532	1	(510) 601-0133
1533	1	(916) 361-1660
1534	1	(828) 227-7211
1535	1	(712) 274-6400
1536	1	(308) 635-3606
1537	1	(775) 445-3000
1538	1	(412) 578-5531
1539	1	(503) 517-1800
1540	1	(714) 738-1000
1541	1	(631) 667-6000
1542	1	(325) 573-8511
1543	1	(616) 392-8555
1544	1	(573) 642-3361
1545	1	(801) 484-7651
1546	1	(215) 887-5511
1547	1	(760) 480-8474
1548	1	(805) 565-6000
1549	1	(714) 704-2720
1550	1	(703) 243-3900
1551	1	(404) 745-9862
1552	1	(312) 739-0850
1553	1	(303) 426-7000
1554	1	(630) 434-8250
1555	1	(713) 777-4433
1556	1	(310) 525-1263
1557	1	(979) 532-4560
1558	1	(304) 243-2000
1559	1	(603) 752-1113
1560	1	(509) 777-1000
1561	1	(316) 943-2241
1562	1	(336) 838-6100
1563	1	(916) 577-2200
1564	1	(870) 886-6741
1565	1	(701) 774-4200
1566	1	(877) 967-5464
1567	1	(808) 235-7400
1568	1	(715) 468-2815
1569	1	(215) 884-8942
1570	1	(212) 686-9040
1571	1	(818) 767-0888
1572	1	(508) 831-5000
1573	1	(518) 494-4723
1574	1	(800) 248-8585
1575	1	(303) 752-1560
1576	1	(402) 393-2933
1577	1	(509) 574-4600
1578	1	(212) 960-5400
1579	1	(717) 846-5000
1580	1	(717) 761-1481
1581	1	(717) 757-1100
1582	1	(740) 454-2501
1583	1	(978) 478-3400
1584	1	(716) 829-8000
1585	1	(540) 863-2815
1586	1	(305) 644-1171
1587	1	(605) 995-2600
1588	1	(214) 333-7100
1589	1	(972) 241-3371
1590	1	(402) 426-9000
1591	1	(434) 799-4510
1592	1	(616) 698-7111
1593	1	(765) 935-7964
1594	1	(304) 637-1900
1595	1	(419) 473-2700
1596	1	(302) 633-9075
1597	1	(740) 774-6300
1598	1	(740) 286-1554
1599	1	(270) 444-9950
1600	1	(270) 444-9950
1601	1	(386) 267-0565
1602	1	(404) 297-9522
1603	1	(610) 583-2934
1604	1	(302) 856-5400
1605	1	(302) 857-1000
1606	1	(215) 345-1500
1607	1	(410) 742-7929
1608	1	(225) 928-7770
1609	1	(515) 964-6241
1610	1	(515) 271-1400
1611	1	(858) 566-1200
1612	1	(248) 552-6300
1613	1	(602) 870-9222
1614	1	(301) 652-8477
1615	1	(732) 729-3532
1616	1	(718) 472-2728
1617	1	(704) 362-2345
1618	1	(801) 565-5110
1619	1	(253) 943-2800
1620	1	(318) 636-6300
1621	1	(928) 724-6600
1622	1	(206) 783-5542
1623	1	(563) 876-3353
1624	1	(845) 359-7800
1625	1	(270) 843-6750
1626	1	(931) 552-7600
1627	1	(615) 217-9347
1628	1	(973) 408-3000
1629	1	(417) 873-7879
1630	1	(814) 371-6920
1631	1	(612) 374-5800
1632	1	(919) 536-7200
1633	1	(845) 431-8000
1634	1	(801) 333-8100
1635	1	(870) 633-4480
1636	1	(601) 635-2111
1637	1	(229) 468-2000
1638	1	(626) 472-5195
1639	1	(941) 355-9080
1640	1	(503) 233-6500
1641	1	(928) 428-8322
1642	1	(860) 465-5000
1643	1	(208) 524-3000
1644	1	(859) 622-1000
1645	1	(617) 745-3000
1646	1	(575) 562-1011
1647	1	(405) 390-9591
1648	1	(973) 746-8717
1649	1	(732) 866-9024
1650	1	(610) 341-5800
1651	1	(509) 359-6200
1652	1	(304) 434-8000
1653	1	(201) 327-8877
1654	1	(314) 918-2620
1655	1	(252) 823-5166
1656	1	(425) 640-1459
1657	1	(787) 765-3560
1658	1	(815) 625-0247
1659	1	(314) 868-8196
1660	1	(323) 871-8318
1661	1	(847) 697-1000
1662	1	(800) 322-9235
1663	1	(630) 617-3500
1664	1	(607) 733-7177
1665	1	(607) 735-1800
1666	1	(928) 777-3728
1667	1	(720) 423-4700
1668	1	(787) 833-0980
1669	1	(920) 684-3028
1670	1	(570) 429-4321
1671	1	(570) 429-4321
1672	1	(704) 979-3500
1673	1	(800) 223-3271
1674	1	(570) 429-4321
1675	1	(920) 684-3028
1676	1	(603) 792-1400
1677	1	(800) 223-3271
1678	1	(570) 429-4321
1679	1	(570) 429-4321
1680	1	(800) 223-3271
1681	1	(800) 223-3271
1682	1	(603) 692-1515
1683	1	(570) 429-4321
1684	1	(716) 822-3333
1685	1	(716) 549-4454
1686	1	(814) 868-9900
1687	1	(787) 759-7599
1688	1	(541) 485-1780
1689	1	(847) 673-7595
1690	1	(626) 979-4940
1691	1	(714) 953-6500
1692	1	(817) 652-7790
1693	1	(719) 638-6580
1694	1	(425) 789-7960
1695	1	(817) 838-3000
1696	1	(310) 527-7105
1697	1	(480) 830-5151
1698	1	(757) 873-1111
1699	1	(909) 984-5027
1700	1	(909) 484-4311
1701	1	(503) 222-3225
1702	1	(408) 246-4171
1703	1	(847) 470-0277
1704	1	(417) 864-7220
1705	1	(303) 457-2757
1706	1	(310) 320-3200
1707	1	(360) 254-3282
1708	1	(757) 361-3900
1709	1	(651) 688-2145
1710	1	(770) 603-0000
1711	1	(305) 386-9900
1712	1	(908) 222-9300
1713	1	(503) 892-8100
1714	1	(813) 621-0041
1715	1	(904) 731-4949
1716	1	(863) 686-1444
1717	1	(407) 628-5870
1718	1	(954) 783-7339
1719	1	(425) 388-9100
1720	1	(561) 912-1211
1721	1	(510) 654-2934
1722	1	(973) 443-8500
1723	1	(405) 273-5331
1724	1	(516) 420-2000
1725	1	(712) 336-3518
1726	1	(315) 624-6136
1727	1	(724) 437-2721
1728	1	(304) 469-2911
1729	1	(479) 521-3571
1730	1	(931) 433-1305
1731	1	(910) 672-1111
1732	1	(540) 365-2121
1733	1	(781) 762-1211
1734	1	(904) 824-4401
1735	1	(815) 459-3500
1736	1	(978) 345-2151
1737	1	(850) 201-8070
1738	1	(406) 756-3822
1739	1	(620) 343-4600
1740	1	(727) 724-1037
1741	1	(863) 646-1400
1742	1	(407) 888-8689
1743	1	(407) 261-0319
1744	1	(954) 975-6400
1745	1	(954) 797-6140
1746	1	(850) 478-7611
1747	1	(305) 296-9081
1748	1	(305) 626-3600
1749	1	(904) 724-2229
1750	1	(314) 862-3456
1751	1	(650) 949-7777
1752	1	(406) 353-2607
1753	1	(620) 223-2700
1754	1	(817) 732-2232
1755	1	(251) 344-1203
1756	1	(865) 688-9422
1757	1	(510) 848-5232
1758	1	(713) 645-9060
1759	1	(603) 228-1541
1760	1	(417) 659-4400
1761	1	(781) 292-2300
1762	1	(559) 453-2000
1763	1	(316) 295-5000
1764	1	(606) 672-2312
1765	1	(256) 549-8200
1766	1	(678) 717-3639
1767	1	(210) 733-3056
1768	1	(727) 577-1497
1769	1	(202) 651-5000
1770	1	(740) 446-4367
1771	1	(409) 944-1220
1772	1	(704) 922-6200
1773	1	(408) 848-4800
1774	1	(217) 222-0391
1775	1	(253) 839-4338
1776	1	(334) 983-3521
1777	1	(850) 941-6200
1778	1	(305) 871-3143
1779	1	(478) 445-2770
1780	1	(706) 549-6400
1781	1	(706) 955-2819
1782	1	(706) 478-1688
1783	1	(229) 269-4848
1784	1	(478) 225-0005
1785	1	(330) 867-6200
1786	1	(617) 578-7100
1787	1	(401) 824-5300
1788	1	(269) 467-9945
1789	1	(970) 945-0485
1790	1	(856) 468-5000
1791	1	(906) 932-4231
1792	1	(415) 442-7800
1793	1	(850) 747-6918
1794	1	(860) 528-4111
1795	1	(978) 927-2300
1796	1	(574) 535-7000
1797	1	(708) 534-5000
1798	1	(314) 428-0004
1799	1	(574) 372-5100
1800	1	(404) 616-3505
1801	1	(800) 869-9322
1802	1	(660) 646-3414
1803	1	(888) 947-2684
1804	1	(215) 635-7300
1805	1	(903) 465-6030
1806	1	(517) 321-0242
1807	1	(580) 355-6371
1808	1	(802) 287-8000
1809	1	(937) 372-6941
1810	1	(413) 775-1000
1811	1	(864) 250-8111
1812	1	(206) 782-0220
1813	1	(850) 769-1551
1814	1	(318) 865-5591
1815	1	(770) 457-2021
1816	1	(301) 459-2509
1817	1	(970) 223-9943
1818	1	(301) 984-8182
1819	1	(847) 836-5900
1820	1	(630) 653-6630
1821	1	(252) 536-7242
1822	1	(330) 239-2229
1823	1	(573) 221-4430
1824	1	(610) 525-4100
1825	1	(314) 340-3366
1826	1	(302) 674-8060
1827	1	(609) 927-4310
1828	1	(717) 337-3855
1829	1	(717) 780-2300
1830	1	(717) 901-5152
1831	1	(785) 628-6624
1832	1	(570) 459-3221
1833	1	(510) 783-2100
1834	1	(808) 955-1500
1835	1	(209) 473-5200
1836	1	(419) 874-4496
1837	1	(406) 582-1555
1838	1	(617) 559-8600
1839	1	(847) 982-2500
1840	1	(213) 749-3424
1841	1	(212) 674-5300
1842	1	(419) 448-2000
1843	1	(617) 731-3500
1844	1	(501) 329-6811
1845	1	(952) 995-1300
1846	1	(313) 845-9600
1847	1	(256) 766-6610
1848	1	(303) 477-7240
1849	1	(239) 936-5822
1850	1	(509) 865-8500
1851	1	(412) 269-7520
1852	1	(620) 327-4221
1853	1	(218) 262-7200
1854	1	(314) 434-2212
1855	1	(702) 385-6700
1856	1	(901) 432-3800
1857	1	(580) 256-6618
1858	1	(517) 437-7341
1859	1	(405) 912-9000
1860	1	(816) 671-4170
1861	1	(601) 857-5261
1862	1	(315) 781-3000
1863	1	(201) 488-9400
1864	1	(973) 661-0600
1865	1	(973) 742-0009
1866	1	(662) 472-2312
1867	1	(215) 637-7700
1868	1	(413) 552-2001
1869	1	(808) 845-9211
1870	1	(281) 649-3000
1871	1	(432) 264-5000
1872	1	(845) 255-0013
1873	1	(787) 852-1430
1874	1	(209) 478-0800
1875	1	(814) 643-0951
1876	1	(215) 574-9600
1877	1	(207) 941-7000
1878	1	(512) 505-3000
1879	1	(818) 758-2720
1880	1	(713) 522-7799
1881	1	(505) 880-2877
1882	1	(309) 694-5422
1883	1	(773) 458-1111
1884	1	(620) 331-4100
1885	1	(918) 456-2594
1886	1	(765) 644-7514
1887	1	(574) 522-0397
1888	1	(812) 476-6000
1889	1	(260) 471-7667
1890	1	(317) 375-8000
1891	1	(317) 873-6500
1892	1	(812) 877-2100
1893	1	(800) 937-2448
1894	1	(765) 973-8200
1895	1	(260) 481-6100
1896	1	(812) 941-2000
1897	1	(203) 753-7910
1898	1	(408) 727-1060
1899	1	(703) 416-1441
1900	1	(505) 424-2331
1901	1	(212) 677-7580
1902	1	(808) 521-2288
1903	1	(719) 596-7400
1904	1	(787) 891-0925
1905	1	(787) 279-1912
1906	1	(787) 863-2390
1907	1	(787) 264-1912
1908	1	(787) 751-1912
1909	1	(678) 450-0550
1910	1	(713) 771-5336
1911	1	(207) 822-9802
1912	1	(818) 500-8400
1913	1	(951) 779-0700
1914	1	(509) 467-1727
1915	1	(949) 675-4451
1916	1	(386) 767-4600
1917	1	(210) 530-9449
1918	1	(248) 457-2700
1919	1	(480) 820-9422
1920	1	(513) 741-4777
1921	1	(480) 245-7903
1922	1	(972) 513-1176
1923	1	(410) 838-0845
1924	1	(915) 842-0422
1925	1	(260) 459-4500
1926	1	(610) 807-9221
1927	1	(787) 767-8389
1928	1	(651) 450-8500
1929	1	(712) 362-2601
1930	1	(712) 274-9733
1931	1	(949) 451-5100
1932	1	(585) 922-1400
1933	1	(828) 286-3636
1934	1	(218) 322-2300
1935	1	(714) 535-3700
1936	1	(770) 909-4606
1937	1	(704) 423-3100
1938	1	(901) 381-0200
1939	1	(678) 957-8510
1940	1	(314) 298-7800
1941	1	(952) 914-5300
1942	1	(425) 583-0200
1943	1	(716) 689-2200
1944	1	(920) 662-9000
1945	1	(717) 565-1700
1946	1	(614) 771-4888
1947	1	(770) 426-2300
1948	1	(610) 491-8004
1949	1	(209) 858-0077
1950	1	(315) 461-8000
1951	1	(305) 477-3080
1952	1	(251) 472-4760
1953	1	(615) 889-8700
1954	1	(513) 531-8300
1955	1	(402) 331-2900
1956	1	(708) 326-3200
1957	1	(443) 394-7115
1958	1	(805) 988-0143
1959	1	(412) 937-9150
1960	1	(503) 255-6500
1961	1	(916) 851-3900
1962	1	(504) 463-0338
1963	1	(909) 971-2300
1964	1	(703) 440-9535
1965	1	(810) 628-2500
1966	1	(818) 364-5151
1967	1	(602) 437-7500
1968	1	(248) 524-1800
1969	1	(216) 896-6500
1970	1	(781) 937-8324
1971	1	(616) 406-1200
1972	1	(787) 743-5327
1973	1	(770) 446-1333
1974	1	(812) 372-9925
1975	1	(765) 459-0561
1976	1	(334) 285-5177
1977	1	(256) 782-5781
1978	1	(904) 256-8000
1979	1	(949) 642-0606
1980	1	(909) 989-9933
1981	1	(701) 252-3467
1982	1	(770) 859-9779
1983	1	(215) 238-9998
1984	1	(502) 213-4000
1985	1	(315) 786-2200
1986	1	(814) 653-8420
1987	1	(973) 361-1327
1988	1	(618) 985-3741
1989	1	(256) 306-2500
1990	1	(787) 753-1515
1991	1	(787) 753-0039
1992	1	(404) 872-3593
1993	1	(336) 889-2262
1994	1	(303) 256-9300
1995	1	(305) 892-7000
