university	embark	name
0866	1	Lebanon County Career School Professional Truck Driving School
0867	1	Lebanon Technology
0868	1	Lee College (Canoga Park)
0869	1	Lee College (Texas)
0870	1	Lee University
0871	1	Lees-McRae College
0872	1	Leeward Community College
0873	1	Lehigh Carbon Community College
0874	1	Lehigh University College of Arts and Sciences
0875	1	Lehigh University Graduate Business Programs
0876	1	Lehigh University Undergraduate Domestic
0877	1	LeMoyne-Owen College
0878	1	Lenoir Community College
0879	1	Lenoir-Rhyne College
0880	1	Lesley College
0881	1	LeTourneau University
0882	1	Lewis
0883	1	Lewis A. Wilson Technical Center
0884	1	Lewis and Clark College
0885	1	Life University
0886	1	Lincoln Land Community College
0887	1	Lincoln Memorial University
0888	1	Lincoln Technical Institute (Allentown)
0889	1	Lincoln Technical Institute (Maryland)
0890	1	Lincoln Technical Institute (Oak Lawn)
0891	1	Lincoln University (MO)
0892	1	Lincoln University (PA)
0893	1	Lindenwood University
0894	1	Linn State Technical College
0895	1	Little Priest Tribal College
0896	1	Livingstone College/Hood Theological Seminary
0897	1	Long Beach City College
0898	1	Long Island University-C.W. Post
0899	1	Lorain County Community College
0900	1	Loras College
0901	1	Lord Fairfax Community College
0902	1	Los Angeles City College
0903	1	Los Angeles Harbor College
0904	1	Los Angeles Mission College
0905	1	Los Angeles Southwest College
0906	1	Los Angeles Valley College
0907	1	Louisiana State University
0908	1	Louisiana State University - Alexandria Campus
0909	1	Louisiana State University - Eunice Campus
0910	1	Louisiana State University in Shreveport
0911	1	Louisiana Tech University
0912	1	Louisiana Technical College - Acadian Campus
0913	1	Louisiana Technical College - Alexandria Campus
0914	1	Louisiana Technical College - Ascension Campus
0915	1	Louisiana Technical College - Avoyelles Campus
0916	1	Louisiana Technical College - Bastrop Campus
0917	1	Louisiana Technical College - Delta-Ouachita Campus
0918	1	Louisiana Technical College - Gulf Area Campus
0919	1	Louisiana Technical College - Hammond Area Campus
0920	1	Louisiana Technical College - Huey P. Long Campus
0921	1	Louisiana Technical College - Jefferson Campus
0922	1	Louisiana Technical College - Jumonville Memorial Campus (New Roads)
0923	1	Louisiana Technical College - Lafayette Campus
0924	1	Louisiana Technical College - Lamar Salter Campus
0925	1	Louisiana Technical College - Morgan Smith Campus
0926	1	Louisiana Technical College - Natchitoches Campus
0927	1	Louisiana Technical College - North Central Campus
0928	1	Louisiana Technical College - Northeast Louisiana Campus
0929	1	Louisiana Technical College - River Parishes Campus
0930	1	Louisiana Technical College - Sabine Valley Campus
0931	1	Louisiana Technical College - Shelby M. Jackson Campus
0932	1	Louisiana Technical College - Slidell Campus
0933	1	Louisiana Technical College - Sowela Campus
0934	1	Louisiana Technical College - T.H. Harris Campus
0935	1	Louisiana Technical College - Tallulah Campus
0936	1	Louisiana Technical College - Teche Area Campus
0937	1	Louisiana Technical College - West Jefferson Campus
0938	1	Louisiana Technical College, Baton Rouge
0939	1	Louisville Technical Institute
0940	1	Lourdes College
0941	1	Lower Columbia College
0942	1	Loyola College in Maryland
0943	1	Loyola College Sellinger School
0944	1	Loyola Law School
0945	1	Loyola Marymount University Graduate Application
0946	1	Loyola Marymount University Undergraduate App
0947	1	Loyola University New Orleans
0948	1	Loyola University of Chicago
0949	1	Lubbock Christian University
0950	1	Luna Vocational Technical Institute, A Community College
0951	1	Luther College
0952	1	Luther Rice Bible College and Seminary
0953	1	Lycoming College
0954	1	Lynchburg College
0955	1	Lyndon State College
0956	1	Lynn University
0957	1	Macalester College
0958	1	MacCormac College
0959	1	MacCormac College - West Suburban
0960	1	Macomb Community College - Center Campus
0961	1	Macon Technical Institute
0962	1	Madison Area Technical College
0963	1	Madison Media Institute
0964	1	Maharishi University of Management
0965	1	Maine College of Art
0966	1	Maine Maritime Academy
0967	1	Malcolm X College
0968	1	Manchester College
0969	1	Manhattan Area Technical College
0970	1	Manhattan School of Music
0971	1	Mansfield University of Pennsylvania
0972	1	Maria Parham Hospital - School of Medical Technology
0973	1	Marian Court College
0974	1	Marion Military Institute
0975	1	Marist College Grad PMKT
0976	1	Marlboro College
0977	1	Marquette University
0978	1	Marygrove College
0979	1	Maryland Institute College of Art
0980	1	Marymount University
0981	1	Marywood University
0982	1	Massachusetts College of Liberal Arts
0983	1	Massachusetts Institute of Technology Part One
0984	1	Massachusetts Maritime Academy
0985	1	Maui Community College
0986	1	Mayo Technnical College
0987	1	Mayville State University
0988	1	McCann School of Business (Mahanoy City)
0989	1	McCann School of Business (Pottsville)
0990	1	McDaniel College
0991	1	McDowell Technical Community College
0992	1	McFatter Technical Center
0993	1	McGill University
0994	1	McHenry County College
0995	1	McKendree College
0996	1	McMaster University
0997	1	McNeese State University
0998	1	Medaille College
0999	1	Medcenter One College of Nursing
1000	1	Median School of Allied Health Careers
1001	1	Medix School (Maryland)
1002	1	Melbourne Business School
1003	1	Memphis College of Art
1004	1	Mercy College of Northwest Ohio
1005	1	Meredith College
1006	1	Meridian Community College
1007	1	Mesa Community College
1008	1	Mesabi Range Community and Technical College - Eveleth
1009	1	Messiah College
1010	1	Methodist College
1011	1	Metropolitan College (Tulsa)
1012	1	Metropolitan Community College - Fort Omaha Campus
1013	1	Metropolitan State College of Denver
1014	1	Metropolitan Technical Institute
1015	1	Miami University - Hamilton Campus
1016	1	Miami-Dade Community College
1017	1	Michiana College (South Bend)
1018	1	Michigan Institute of Aeronautics
1019	1	Michigan Technological University
1020	1	Mid-Florida Technical Institute
1021	1	Mid-Plains Community College Area
1022	1	Mid-South Community College
1023	1	Middle Georgia Technical College
1024	1	Middlesex Community College
1025	1	Middlesex Community College - Bedford Campus
1026	1	Middlesex Community College - Lowell Campus
1027	1	Midstate College
1028	1	Midwest Institute for Medical Assistants
1029	1	Midwestern State University
1030	1	Miles Community College
1031	1	Miller-Motte Business College (Virginia)
1032	1	Miller-Motte Technical College (North Carolina)
1033	1	Millersville University of Pennsylvania
1034	1	Millsaps College
1035	1	Milwaukee Institute of Art and Design
1036	1	Mineral Area College
1037	1	Mingo County Vocational, Technical, and Adult Center
1038	1	Minneapolis School of Massage and Bodywork
1039	1	Minnesota School of Business (Brooklyn Center)
1040	1	Minnesota State College - Southeast Technical (Winona)
1041	1	Minnesota State University Moorhead
1042	1	Minnesota State University, Mankato
1043	1	Minnesota West Community and Technical College - Worthington Campus
1044	1	Minot State University
1045	1	Mira Costa College
1046	1	Mississippi Gulf Coast Community College - Central Office
1047	1	Mississippi Gulf Coast Community College - Jackson County Campus
1048	1	Missouri Valley College
1049	1	Missouri Western State College
1050	1	Mitchell Technical Institute
1051	1	Moberly Area Community College
1052	1	Modesto Junior College
1053	1	Mohave Community College
1054	1	Mohawk Valley Community College
1055	1	Monmouth University
1056	1	Monroe Community College
1057	1	Monroe County Community College
1058	1	Montana State University - Great Falls College of Technology
1059	1	Montana Tech of the University of Montana
1060	1	Montana Tech of The University of Montana - College of Technology
1061	1	Montcalm Community College
1062	1	Montclair State University
1063	1	Montclair State University Graduate School
1064	1	Monterey Institute of International Studies
1065	1	Montgomery College - Rockville Campus
1066	1	Montgomery Community College
1067	1	Montgomery County Community College
1068	1	Montreat College
1069	1	Montserrat College of Art
1070	1	Moore College of Art
1071	1	Moore Norman Technology Center
1072	1	Moorpark College
1073	1	Moraine Park Technical College - Fond du Lac Campus
1074	1	Moravian College
1075	1	Morehouse College
1076	1	Morgan Community College
1077	1	Morris Brown College
1078	1	Morris County School of Technology
1079	1	Motlow State Community College
1080	1	MotoRing Technical Training Institute
1081	1	Moultrie Technical College
1082	1	Mount Holyoke
1083	1	Mount Olive College
1084	1	Mount Senario College
1085	1	Mount St. Mary's College (Maryland)
1086	1	Mountain Empire Community College
1087	1	Mountain State College
1088	1	Mountain View College
1089	1	MTI College of Business and Technology - Houston
1090	1	Mundus Institute
1091	1	Murray State University
1092	1	Muscatine Community College
1093	1	Music Tech
1094	1	Myotherapy College of Utah
1095	1	Nanyang Business School, Nanyang Technological University
1096	1	Napa Valley College
1097	1	Nash Community College
1098	1	Nashville Auto-Diesel College
1099	1	Nashville State Technical Institute
1100	1	National College of Business and Technology (Bluefield)
1101	1	National College of Business and Technology (Bristol)
1102	1	National College of Business and Technology (Charlottesville)
1103	1	National College of Business and Technology (Danville, Kentucky)
1104	1	National College of Business and Technology (Harrisonburg)
1105	1	National College of Business and Technology (Lynchburg)
1106	1	National College of Business and Technology (Pikeville)
1107	1	National College of Business and Technology (Richmond)
1108	1	National University of Singapore
1109	1	National University School of Business Technology
1110	1	Naugatuck Valley Community College
1111	1	Naval Technical Training Center (Florida)
1112	1	Nazareth College of Rochester
1113	1	Nebraska Wesleyan University
1114	1	NEI College of Technology
1115	1	Neosho County Community College
1116	1	Neumann College
1117	1	New College of Florida
1118	1	New England College
1119	1	New England Culinary Institute
1120	1	New England Institute of Technology
1121	1	New England School of Communications
1122	1	New Hampshire Community Technical College - Claremont
1123	1	New Hampshire Community Technical College - Laconia
1124	1	New Hampshire Community Technical College - Nashua
1125	1	New Hampshire Community Technical College - Stratham
1126	1	New Hampshire Technical Institute
1127	1	New Horizons Regional Education Center
1128	1	New Jersey City University
1129	1	New Mexico Institute of Mining
1130	1	New Mexico Military Institute
1131	1	New Mexico State University
1132	1	New Mexico State University - Carlsbad
1133	1	New River Community College
1134	1	New World School of the Arts
1135	1	New York Food
1136	1	New York Paralegal School
1137	1	New York Restaurant School
1138	1	New York University
1139	1	New York University Stern School of Business
1140	1	New York University Tisch School of the Arts Graduate Program
1141	1	Newberry College
1142	1	Newbury College
1143	1	Nicholls State University
1144	1	Nichols College
1145	1	Normandale Community College
1146	1	North Carolina A
1147	1	North Carolina Wesleyan College
1148	1	North Central College
1149	1	North Central Kansas Technical College
1150	1	North Central Kansas Technical College - Hays Campus
1151	1	North Central Michigan College
1152	1	North Country Community College
1153	1	North Dakota State University
1154	1	North Georgia College and State University
1155	1	North Greenville College
1156	1	North Harris College
1157	1	North Hennepin Community College
1158	1	North Park University
1159	1	North Seattle Community College
1160	1	Northampton Community College
1161	1	Northeast Community College
1162	1	Northeast State Technical Community College
1163	1	Northeast Wisconsin Technical College
1164	1	Northeastern Oklahoma A
1165	1	Northeastern University Grad School of Business
1166	1	Northeastern University Law School
1167	1	Northern Kentucky University
1168	1	Northern Michigan University
1169	1	Northern Virginia Community College
1170	1	Northface University
1171	1	Northland College
1172	1	NorthWest Arkansas Community College
1173	1	Northwest Indian College
1174	1	Northwest Iowa Community College
1175	1	Northwest Kansas Technical College
1176	1	Northwest Nazarene University
1177	1	Northwest State Community College
1178	1	Northwest Technical Institute
1179	1	Northwest Vista College
1180	1	Northwest-Shoals Community College
1181	1	Northwestern Connecticut Community College
1182	1	Northwestern Kellogg Graduate School of Management
1183	1	Northwestern State University
1184	1	Northwestern University
1185	1	Northwestern University School of Law - JD Program
1186	1	Northwood University
1187	1	Nossi College of Art
1188	1	Notre Dame Law School
1189	1	NTI - School of CAD Technology
1190	1	Nyack College
1191	1	NYU Sackler Institute of Graduate Biomedical Sciences
1192	1	NYU Steinhardt School of Culture, Education,
1193	1	Oakland City University
1194	1	Oakland Community College
1195	1	Oakland University
1196	1	Oakton Community College
1197	1	Ocean County Vocational/Technical School
1198	1	Odessa College
1199	1	Ogden-Weber Applied Technology Center
1200	1	Ohio Business College (Sandusky)
1201	1	Ohio Center for Broadcasting (Cleveland)
1202	1	Ohio Northern University College of Law
1203	1	Ohio State University Agricultural Technical Institute
1204	1	Ohio State University-Marion
1205	1	Ohio Technical College
1206	1	Ohio Wesleyan University Undergraduate Application
1207	1	Okefenokee Technical College
1208	1	Oklahoma Baptist University
1209	1	Oklahoma City University
1210	1	Oklahoma Panhandle State University
1211	1	Old Dominion University
1212	1	Olean Business Institute
1213	1	Omega Institute
1214	1	Orange County Community College
1215	1	Orange Technical Education Center - Orlando Tech
1216	1	Orange Technical Education Center - Winter Park Tech
1217	1	Orangeburg-Calhoun Technical College
1218	1	Otis College of Art
1219	1	Ottawa University
1220	1	Ouachita Technical College
1221	1	Our Lady of Holy Cross College
1222	1	Our Lady of the Lake College
1223	1	Owens Community College
1224	1	Owensboro Community College
1225	1	Owensboro Junior College of Business
1226	1	Ozarka College
1227	1	Ozarks Technical Community College
1228	1	P.C. Rossin College of Engineering and Applied Sci
1229	1	Pace University
1230	1	Pacific Lutheran University
1231	1	Pacific States University
1232	1	Pacific Union College
1233	1	Pacific University
1234	1	Paducah Community College
1235	1	Palm Beach Atlantic University
1236	1	Palomar College
1237	1	Pamlico Community College
1238	1	Paralegal Institute, Inc.
1239	1	Parkland College
1240	1	Parsons The New School for Design
1241	1	Passaic County Community College
1242	1	Paul D. Camp Community College - Franklin Campus
1243	1	Paul D. Camp Community College - Hobbs Campus
1244	1	PCI Health Training Center
1245	1	Pearl River Community College - Pearl River County Center
1246	1	Peninsula College
1247	1	Pennco Tech (New Jersey)
1248	1	Pennsylvania Institute of Technology
1249	1	Pennsylvania State University - Beaver Campus
1250	1	Pennsylvania State University - Delaware County Campus
1251	1	Pennsylvania State University - Fayette Campus
1252	1	Pennsylvania State University - Hazleton Campus
1253	1	Pennsylvania State University - McKeesport Campus
1254	1	Pennsylvania State University - Mont Alto Campus
1255	1	Pennsylvania State University - University Park
1256	1	Pennsylvania State University - Worthington-Scranton Campus
1257	1	Pennsylvania State University - York Campus
1258	1	Pepperdine University
1259	1	Petit Jean College
1260	1	Piedmont Baptist College
1261	1	Piedmont College
1262	1	Pierce College
1263	1	Pike-Lincoln Technical Center
1264	1	Pima Community College
1265	1	Pima Community College - West Campus
1266	1	Pima Medical Institute (New Mexico)
1267	1	Pinellas Technical Education Centers
1268	1	Pioneer Pacific College
1269	1	Pitt Community College
1270	1	Pittsburg State University
1271	1	Pittsburgh Institute of Aeronautics
1272	1	Pitzer College Program in American College English
1273	1	Platt College (Cerritos)
1274	1	Platt College (Newport Beach)
1275	1	Polk Community College
1276	1	Polytechnic University
1277	1	Porter and Chester Institute (Enfield)
1278	1	Portfolio Center
1279	1	Portland Community College
1280	1	Potomac College
1281	1	Prairie View A
1282	1	Pratt Community College
1283	1	Presbyterian College
1284	1	Prescott College
1285	1	Presentation College
1286	1	Prestonsburg Community College
1287	1	Prince George's Community College
1288	1	Prince Institute of Professional Studies
1289	1	Princeton University
1290	1	Principia College
1291	1	Professional Career Development Institute
1292	1	Providence College
1293	1	Pueblo Community College
1294	1	Pueblo Community College - Southwest Center
1295	1	Pulaski Technical College
1296	1	Purdue University Krannert School of Management
1297	1	Purdue University-North Central
1298	1	Purdue University-West Lafayette
1299	1	Queens School of Business
1300	1	Queensborough Community College
1301	1	Quinnipiac University
1302	1	Quinsigamond Community College
1303	1	Radford University
1304	1	Rainy River Community College
1305	1	Ramapo College of New Jersey
1306	1	Randolph Community College
1307	1	Ranger College
1308	1	Rappahannock Community College - Glenns Campus
1309	1	Rasmussen College St. Cloud
1310	1	Reed College
1311	1	Regis College
1312	1	Reid State Technical College
1313	1	Reinhardt College
1314	1	Rensselaer Polytechnic Inst Lally School of Mgt
1315	1	Rensselaer Polytechnic Institute Transfer
1316	1	Renton Technical College
1317	1	RETS Tech Center
1318	1	Rhode Island College
1319	1	Rhodes College
1320	1	Rhodes College (California)
1321	1	Rice U Jesse H Jones Grad School of Management
1322	1	Rice University
1323	1	Richard Bland College
1324	1	Richard Stockton College of New Jersey
1325	1	Rio Grande Community College
1326	1	Rio Salado College
1327	1	Ripon College
1328	1	Rivier College
1329	1	Roane State Community College
1330	1	Roanoke College
1331	1	Roanoke-Chowan Community College
1332	1	Robert H. Smith School of Business, U of Maryland
1333	1	Roberto-Venn School of Luthiery
1334	1	Roberts Wesleyan College
1335	1	Rochester Community and Technical College
1336	1	Rochester Institute of Technology
1337	1	Rockford College
1338	1	Rockhurst University Undergraduate Application
1339	1	Rockland Community College
1340	1	Rocky Mountain College
1341	1	Rolla Technical Institute
1342	1	Rollins College
1343	1	Rollins College Crummer Graduate School of Business
1344	1	Roosevelt University
1345	1	Rose State College
1346	1	Rose-Hulman Institute of Technology
1347	1	Rosemont College
1348	1	Ross University
1349	1	Ross University School of Medicine
1350	1	Rowan University Graduate Application
1351	1	Rowan-Cabarrus Community College
1352	1	RSM Erasmus University MBA Programmes
1353	1	Rush University
1354	1	Rutgers University
1355	1	Rutgers University -- Douglass College
1356	1	Rutgers University Graduate School of Management
1357	1	Sacramento City College
1358	1	Sacred Heart University
1359	1	Saddleback College
1360	1	SAGE Technical Services Professional Truck Driving School (Casper)
1361	1	Saint Andrews Presbyterian College
1362	1	Saint Anselm College
1363	1	Saint Anthony College of Nursing
1364	1	Saint Cloud Technical College
1365	1	Saint Francis College (NY)
1366	1	Saint Johns River Community College
1367	1	Saint Johns University/College of Saint Benedict
1368	1	Saint Joseph College (CT)
1369	1	Saint Joseph's University (PA)
1370	1	Saint Leo University
1371	1	Saint Louis Community College - Florissant Valley Campus
1372	1	Saint Louis University
1373	1	Saint Mary's College of California
1374	1	Saint Paul Technical College
1375	1	Saint Paul's College
1376	1	Saint Peters College
1377	1	Saint Petersburg College
1378	1	Saint Petersburg College - Clearwater Campus
1379	1	Salem Community College
1380	1	Salisbury University
1381	1	Salish-Kootenai College
1382	1	Salt Lake Community College
1383	1	Samford University
1384	1	Sampson Community College
1385	1	Samuel Merritt College
1386	1	San Antonio College
1387	1	San Diego City College
1388	1	San Francisco Art Institute
1389	1	San Francisco Conservatory of Music
1390	1	San Francisco State University
1391	1	San Jacinto College - Central Campus
1392	1	San Jacinto College - South Campus
1393	1	San Joaquin Delta College
1394	1	San Joaquin Valley College (Fresno)
1395	1	San Jose State University
1396	1	Santa Clara Leavey School of Business
1397	1	Santa Clara University
1398	1	Sarah Lawrence College
1399	1	Sauk Valley Community College
1400	1	Savannah Technical College
1401	1	School of Automotive Machinists
1402	1	Schoolcraft College
1403	1	Schuylkill Training and Technical Center
1404	1	Scott Community College
1405	1	Scripps College
1406	1	Seattle University
1407	1	Seminole Community College
1408	1	Seminole State College
1409	1	Sequoia Institute
1410	1	Seton Hall University
1411	1	Seton Hall University - College of Education
1412	1	Seton Hall University - College of Nursing
1413	1	Seton Hall University - School of Graduate Medical Education
1414	1	Seton Hall University - School of Theology
1415	1	Seton Hall University-Sch of Diplomacy and Intl Relations
1416	1	Seward County Community College
1417	1	Sheldon Jackson College
1418	1	Sheridan College
1419	1	Sheridan Vocational-Technical Center
1420	1	Shippensburg University of Pennsylvania
1421	1	Shoreline Community College
1422	1	Shorter College
1423	1	Si Tanka College
1424	1	Siena College
1425	1	Sierra Academy of Aeronautics Technical Institute
1426	1	Sierra College
1427	1	Sierra Nevada College
1428	1	Silicon Valley College (Fremont)
1429	1	Silver Lake College
1430	1	Simon's Rock College of Bard
1431	1	Simpson College (IA)
1432	1	Skagit Valley College
1433	1	Skidmore College
1434	1	Slippery Rock University of Pennsylvania
1435	1	Smith College Domestic First Year
1436	1	Snead State Community College
1437	1	Somerset Community College
1438	1	Sonoma State University
1439	1	South Central Career Center
1440	1	South College
1441	1	South Dakota State University
1442	1	South Georgia Technical College
1443	1	South Puget Sound Community College
1444	1	South Seattle Community College
1445	1	South Suburban College
1446	1	South Texas Community College
1447	1	Southeast Community College
1448	1	Southeast Community College - Lincoln Campus
1449	1	Southeast Missouri State University
1450	1	Southeast Technical Institute
1451	1	Southeastern College of the Assemblies of God
1452	1	Southeastern Community College - South Campus
1453	1	Southeastern University
1454	1	Southern Christian University
1455	1	Southern Connecticut State University
1456	1	Southern Illinois University Carbondale
1457	1	Southern Illinois University-Edwardsville
1458	1	Southern Maine Technical College
1459	1	Southern New Hampshire University
1460	1	Southern Ohio College - Northeast
1461	1	Southern Ohio College - Northern Kentucky Campus
1462	1	Southern Polytechnic State University
1463	1	Southern State Community College
1464	1	Southern University and A
1465	1	Southern University at Shreveport
1466	1	Southern Utah University
1467	1	Southern Vermont College
1468	1	Southern West Virginia Community and Technical College - Boone Campus
1469	1	Southern West Virginia Community and Technical College - Williamson Campus
1470	1	Southern West Virginia Community and Technical College - Wyoming Campus
1471	1	Southside Virginia Community College
1472	1	Southwest Health Career Institute
1473	1	Southwest Mississippi Community College
1474	1	Southwest Missouri State University - West Plains
1475	1	Southwest School of Electronics
1476	1	Southwest Texas Junior College
1477	1	Southwest Virginia Community College
1478	1	Southwest Wisconsin Technical College
1479	1	Southwestern College (AZ)
1480	1	Southwestern Community College (North Carolina)
1481	1	Southwestern Illinois College
1482	1	Southwestern Indian Polytechnic Institute
1483	1	Southwestern University
1484	1	Spartanburg Methodist College
1485	1	Spencerian College (Louisville)
1486	1	Spokane Falls Community College
1487	1	Spoon River College
1488	1	Spring Arbor University
1489	1	Springfield Technical Community College
1490	1	St. Bonaventure University
1491	1	St. John's College (MD)
1492	1	St. John's College, Department of Nursing (IL)
1493	1	St. John's University - The Peter J. Tobin College of Business
1494	1	St. Lawrence University
1495	1	St. Louis College of Health Careers - South County Campus
1496	1	St. Mary's College of Maryland
1497	1	St. Mary-of-the-Woods College
1498	1	St. Thomas University
1499	1	St. Vincent's College
1500	1	Stanford Graduate School of Business
1501	1	Stanford Graduate School of Business Sloan Program
1502	1	Stanford University School of Medicine
1503	1	Stanford University Undergraduate
1504	1	Star Technical Institute (Lakewood)
1505	1	Star Technical Institute (Philadelphia)
1506	1	Star Technical Institute (Upper Darby)
1507	1	Stark State College of Technology
1508	1	State University of West Georgia
1509	1	Stephen F. Austin State University
1510	1	Stephens College
1511	1	Sterling College
1512	1	Stone Child College
1513	1	Strayer University
1514	1	Studio Jewelers, Ltd.
1515	1	Suffolk University
1516	1	Sul Ross State University
1517	1	SUNY - Adirondack Community College
1518	1	SUNY - Broome Community College
1519	1	SUNY - Clinton Community College
1520	1	SUNY - College at Brockport
1521	1	SUNY - College at Cortland
1522	1	SUNY - College at Fredonia
1523	1	SUNY - College at Geneseo
1524	1	SUNY - College at New Palz
1525	1	SUNY - College at Oneonta
1526	1	SUNY - College at Plattsburgh
1527	1	SUNY - College at Potsdam
1528	1	SUNY - College at Purchase
1529	1	SUNY - College of Technology at Alfred
1530	1	SUNY - College of Technology at Canton
1531	1	SUNY - Dutchess Community College
1532	1	SUNY - Erie Community College (Orchard Park)
1533	1	SUNY - Institute of Technology at Utica/Rome
1534	1	SUNY - Jamestown Community College
1535	1	SUNY - Schenectady County Community College
1536	1	SUNY - Ulster County Community College
1537	1	SUNY - University Center at Binghampton
1538	1	SUNY - University Center at Buffalo
1539	1	SUNY - University Center at Stony Brook
1540	1	SUNY at Albany
1541	1	SUNY at Binghamton
1542	1	SUNY Oswego
1543	1	Susquehanna University
1544	1	Suwannee-Hamilton Technical Center
1545	1	Swainsboro Technical Institute
1546	1	Syracuse Newhouse School of Communication
1547	1	Syracuse University
1548	1	Syracuse University MBA and MS Programs
1549	1	Syracuse/Maxwell International Relations Program
1550	1	Tabor College
1551	1	Tacoma Community College International Application
1552	1	Taft College
1553	1	Talladega College
1554	1	Tallahassee Community College
1555	1	Taylor Business Institute (New York)
1556	1	TDDS Technical Institute
1557	1	Technical College of Lowcountry
1558	1	Technical Institute of Camden County
1559	1	Technology Education College
1560	1	Temple College
1561	1	Temple University
1562	1	Tennessee Institute of Healing Arts
1563	1	Tennessee State University
1564	1	Tennessee Technology Center - Crump
1565	1	Tennessee Technology Center - Dickson
1566	1	Tennessee Technology Center - Elizabethton
1567	1	Tennessee Technology Center - Hartsville
1568	1	Tennessee Technology Center - Hohenwald
1569	1	Tennessee Technology Center - Jacksboro
1570	1	Tennessee Technology Center - Jackson
1571	1	Tennessee Technology Center - Livingston
1572	1	Tennessee Technology Center - Morristown
1573	1	Tennessee Technology Center - Murfreesboro
1574	1	Tennessee Technology Center - Shelbyville
1575	1	Tennessee Technology Center - Whiteville
1576	1	Tennessee Technology Center at Oneida/Huntsville
1577	1	Tennessee Wesleyan College
1578	1	TESST College of Technology (Baltimore)
1579	1	TESST College of Technology (Beltsville)
1580	1	TESST College of Technology (Towson)
1581	1	TESST Technology Institute (Virginia)
1582	1	Texarkana College
1583	1	Texas A
1584	1	Texas A
1585	1	Texas A
1586	1	Texas Christian University
1587	1	Texas Christian University MBA
1588	1	Texas Lutheran University
1589	1	Texas School of Business
1590	1	Texas School of Business - Southwest Campus
1591	1	Texas State Technical College - Harlingen
1592	1	Texas State Technical College Waco
1593	1	Texas State University-San Marcos
1594	1	Texas Tech University
1595	1	Texas Tech University Graduate School
1596	1	Texas Vocational Schools (East Red River)
1597	1	Texas Wesleyan University
1598	1	Texas Womans University
1599	1	Thaddeus Stevens College of Technology
1600	1	The American Musical and Dramatic Academy
1601	1	The Art Institute of Boston at Lesley University
1602	1	The Art Institute of Cincinnati
1603	1	The Art Institute of Dallas
1604	1	The Art Institute of Houston
1605	1	The Art Institute of Philadelphia
1606	1	The Art Institute Of Pittsburgh
1607	1	The Art Institutes International Minnesota
1608	1	The Braxton School of Business
1609	1	The Bryman School
1610	1	The Cambridge School of Culinary Arts
1611	1	The Chinese University of Hong Kong
1612	1	The Chubb Institute - Cherry Hill
1613	1	The Chubb Institute - Keystone School
1614	1	The Chubb Institute - New York
1615	1	The Chubb Institute - North Brunswick
1616	1	The Chubb Institute - Parsippany
1617	1	The Citadel, the Military College of S C
1618	1	The Cittone Institute (Princeton)
1619	1	The College of Office Technology
1620	1	The College of Our Lady of the Elms
1621	1	The College of Saint Scholastica
1622	1	The Creative Center
1623	1	The Creative Circus
1624	1	The Culinary Institute of America
1625	1	The Culinary Institute of America at Greystone
1626	1	The Evergreen State College
1627	1	The Franciscan University
1628	1	The George Washington University
1629	1	The George Washington University Grad
1630	1	The Hartford Conservatory
1631	1	The Health Institute of Louisville
1632	1	The Humanities Center Institute of Allied Health
1633	1	The Institute for Health Education
1634	1	The Institute of World Politics
1635	1	The Juilliard School
1636	1	The Maryland College of Art and Design
1637	1	The Master's College and Seminary
1638	1	The New England College of Finance
1639	1	The New School of Radio and Television
1640	1	The Ocean Corporation
1641	1	The PJA School
1642	1	The Poynter Institute for Media Studies
1643	1	The Salvation Army Crestmont College, School for Officer Training
1644	1	The Stevens-Henager College of Business (Provo)
1645	1	The University of British Columbia
1646	1	The University of Iowa
1647	1	The University of Louisiana at Monroe
1648	1	The University of Montana - Missoula/College of Technology
1649	1	The University of Montana-Western
1650	1	The University of Saint Francis (IN)
1651	1	The University of South Dakota
1652	1	The University of Tampa
1653	1	The University of Texas at Tyler
1654	1	The Williamson Free School of Mechanical Trades
1655	1	Thiel College
1656	1	Thomas Aquinas College
1657	1	Thomas Jefferson University,
1658	1	Thomas More College
1659	1	Thompson Institute (Harrisburg)
1660	1	Thompson Institute (Philadelphia)
1661	1	Three Rivers Community-Technical College - Mohegan Campus
1662	1	Thunderbird
1663	1	Tidewater Tech (Chesapeake)
1664	1	Tidewater Tech Aviation
1665	1	Total Technical Institute
1666	1	Tougaloo College
1667	1	Towson University
1668	1	TransPacific Hawaii College
1669	1	Transworld Academy
1670	1	Travel Education Center (New Hampshire)
1671	1	Travel University International (California)
1672	1	Travel University International (Hawaii)
1673	1	Tri-County Community College
1674	1	Triangle Tech (DuBois)
1675	1	Triangle Tech (Greensburg)
1676	1	Triangle Tech (Pittsburgh)
1677	1	Trinidad State Junior College
1678	1	Trinity Bible College
1679	1	Trinity College
1680	1	Trinity College (DC)
1681	1	Trinity College of Vermont
1682	1	Trinity International University
1683	1	Trinity Lutheran College
1684	1	Trinity Western University
1685	1	Triton College
1686	1	Troy State University at Troy
1687	1	Troy State University Dothan
1688	1	Troy State University Montgomery
1689	1	Truett-McConnell College
1690	1	Tufts Fletcher School of Law and Diplomacy
1691	1	Tufts School of Veterinary Medicine
1692	1	Tulane School of Social Work
1693	1	Tulane University MBA
1694	1	Tulsa Community College
1695	1	Tulsa Welding School
1696	1	Tuskegee University
1697	1	Tyler International School of Aviation
1698	1	Tyler Junior College
