university	collegenavigator	website
0886	1	www.concordia-ny.edu
0887	1	www.continentalnow.com
0888	1	www.cooper.edu
0889	1	www.ciachef.edu
0890	1	www.bmcc.cuny.edu/
0891	1	www.bcc.cuny.edu
0892	1	www.brooklyn.cuny.edu
0893	1	www.ccny.cuny.edu
0894	1	www.csi.cuny.edu
0895	1	www.hunter.cuny.edu
0896	1	www.fullerton.edu
0897	1	www.csulb.edu
0898	1	www.cambridge.edu
0899	1	canadacollege.edu
0900	1	www.citytech.cuny.edu
0901	1	www.dc.edu
0902	1	hopfer.org
0903	1	www.ehson.org
0904	1	www.ebi-college.com
0905	1	www.elmira.edu
0906	1	www.empire.edu
0907	1	www.excelsior.edu
0908	1	www.frenchculinary.com
0909	1	www.gia.edu
0910	1	www.hamilton.edu
0911	1	hunterbusinessschool.com
0912	1	www.iona.edu
0913	1	www.ithaca.edu
0914	1	www.sunyjcc.edu
0915	1	www.xtremebeautyinstitute.com
0916	1	www.keuka.edu
0917	1	www.limcollege.edu
0918	1	www.libi.edu
0919	1	www.futurenurselich.org
0920	1	www.mandlschool.com
0921	1	www.manhattan.edu
0922	1	www.manhattanville.edu
0923	1	www.mariacollege.edu
0924	1	www.nehealth.com
0925	1	www.merce.org
0926	1	www.mbs-career.org
0927	1	www.midwayparis.com/
0928	1	www.mvcc.edu
0929	1	www.molloy.edu
0930	1	www.monroecollege.edu
0931	1	www.ntts.edu
0932	1	www.ntts.edu
0933	1	www.naz.edu
0934	1	www.sticcc.com
0935	1	www.careercollegesandiego.com/
0936	1	www.carrington.edu
0937	1	www.carrington.edu
0938	1	www.carrington.edu
0939	1	www.carrington.edu
0940	1	www.carrington.edu
0941	1	nsrt.org
0942	1	www.nycc.edu
0943	1	www.nyieb.org
0944	1	www.nyinstituteofmassage.com
0945	1	http://www.nyit.edu
0946	1	www.nyls.edu
0947	1	www.nyu.edu
0948	1	www.niagaracc.suny.edu
0949	1	www.oncboces.org
0950	1	www.pace.edu
0951	1	www.paulsmiths.edu
0952	1	www.poly.edu
0953	1	www.pbcny.edu
0954	1	www.ridley.edu
0955	1	www.rochestergeneral.org
0956	1	www.rit.edu/
0957	1	www.rockefeller.edu
0958	1	www.sjfc.edu
0959	1	www.archny.org
0960	1	www.stac.edu
0961	1	www.sbwhiteplains.com
0962	1	www.nybg.org/edu/soph/
0963	1	www.siena.edu
0964	1	www.simmonsinstitute.com
0965	1	www.sai2000.org
0966	1	www.stbernards.edu
0967	1	www.sjhsyr.org/nursing
0968	1	www.stlawu.edu
0969	1	www.stjohns.edu
0970	1	www.starcareeracademy.com/
0971	1	www.starcareeracademy.com
0972	1	www.newpaltz.edu
0973	1	scboces.org
0974	1	www.geneseo.edu/
0975	1	www.oldwestbury.edu
0976	1	www.potsdam.edu
0977	1	www.sunyopt.edu
0978	1	www.sunyit.edu
0979	1	www.alvinailey.org
0980	1	www.casalomacollege.edu
0981	1	ccsce.org
0982	1	www.centralcoastcollege.edu
0983	1	www.sage.edu
0984	1	www.ulsterboces.org
0985	1	www.uts.edu
0986	1	www.utsnyc.edu
0987	1	www.wells.edu
0988	1	www.adasacinti.com
0989	1	www.akroninstitute.com
0990	1	awc.edu
0991	1	www.artacademy.edu
0992	1	www.athenaeum.edu
0993	1	www.btc.edu
0994	1	www.bluffton.edu
0995	1	www.firelands.bgsu.edu
0996	1	www.bgsu.edu
0997	1	www.bradfordschoolcolumbus.edu
0998	1	www.brownmackie.edu
0999	1	www.brownmackie.edu
1000	1	www.bryantstratton.edu
1001	1	www.butlertech.org
1002	1	carnegieinstitute.net
1003	1	www.cspnohio.org
1004	1	www.centralstate.edu
1005	1	www.chatfield.edu
1006	1	www.choffincareer.com
1007	1	www.ccuniversity.edu
1008	1	www.clarkstate.edu
1009	1	www.cia.edu
1010	1	www.cidma.com
1011	1	www.championcosmetology.com/
1012	1	www.cdrewu.edu
1013	1	www.cdsp.edu
1014	1	www.citruscollege.edu
1015	1	www.creativeimages.edu
1016	1	www.daviscollege.edu
1017	1	www.massageschools.com
1018	1	www.delawareareacc.org
1019	1	www.dentalassistantpro.com
1020	1	www.devry.edu
1021	1	www.franciscan.edu
1022	1	www.franklin.edu
1023	1	www.gallipoliscareercollege.edu
1024	1	akronbeautyschool.com
1025	1	www.haiohio.com
1026	1	www.huc.edu
1027	1	www.hiram.edu
1028	1	www.empire.edu
1029	1	www.jcu.edu
1030	1	dayton.kaplancollege.com/pages/campus_location.aspx
1031	1	www.stark.kent.edu
1032	1	www.lakelandcc.edu
1033	1	www.lorainccc.edu
1034	1	www.lcjvs.com/adult/
1035	1	www.mahoningctc.com
1036	1	www.mid.muohio.edu
1037	1	www.miamijacobs.edu
1038	1	www.mccn.edu
1039	1	www.muskingum.edu/
1040	1	www.nationalbc.com
1041	1	www.national-college.edu
1042	1	www.national-college.edu
1043	1	www.national-college.edu
1044	1	www.newlife.edu
1045	1	www.collins-cc.edu
1046	1	ohiobusinesscollege.edu
1047	1	www.cgu.edu
1048	1	www.cst.edu
1049	1	www.coastline.edu
1050	1	www.coba.edu
1051	1	www.cogswell.edu
1052	1	californiabeautyschool.com
1053	1	www.ohiodominican.edu
1054	1	www.ohp.k12.oh.us
1055	1	www.onu.edu/
1056	1	www.ati.osu.edu/
1057	1	www.lima.ohio-state.edu
1058	1	www.osu.edu
1059	1	osumarion.osu.edu/
1060	1	www.newark.osu.edu
1061	1	www.lancaster.ohiou.edu
1062	1	www.ohio.edu
1063	1	www.owu.edu/
1064	1	www.owens.edu
1065	1	www.pikectc.org
1066	1	www.polaris.edu
1067	1	www.regencybeauty.com
1068	1	www.remingtoncollege.edu/cleveland-ohio-career-schools-overview
1069	1	www.sscc.edu
1070	1	www.swcollege.net
1071	1	www.swcollege.net
1072	1	www.swcollege.net
1073	1	www.chsn.com
1074	1	http://www.strayer.edu
1075	1	http://www.strayer.edu
1076	1	www.techskills.edu/campuslocations/columbus-oh/
1077	1	www.templebaptist.edu
1078	1	www.aic-arts.edu
1079	1	www.thechristcollege.edu
1080	1	www.theohioacademy.com
1081	1	www.theohioacademy.com/
1082	1	www.tspaperrysburg.com
1083	1	www.tsbc.edu
1084	1	www.tbc-trumbullbusiness.com
1085	1	www.myunion.edu
1086	1	www.wayne.uakron.edu
1087	1	www.uc.edu
1088	1	www.mountunion.edu
1089	1	www.unoh.edu
1090	1	www.phoenix.edu
1091	1	www.urbana.edu
1092	1	www.wccareercenter.com
1093	1	www.wright.edu
1094	1	www.collegeofthedesert.edu
1095	1	www.redwoods.edu
1096	1	www.siskiyous.edu
1097	1	www.columbiacollege.edu
1098	1	www.cbd.edu
1099	1	www.concorde.edu
1100	1	www.4statesacademyofcosmo.com
1101	1	www.bacone.edu
1102	1	www.babeautycollege.com
1103	1	www.brownmackie.edu
1104	1	www.cvtech.org
1105	1	www.ccscosmetologycollege.org
1106	1	http://www.ccscosmetology.edu
1107	1	http://www.ccscosmetology.com
1108	1	centralstatebeautyacademy.net
1109	1	www.centralstatemassageacademy.net
1110	1	www.connorsstate.edu
1111	1	www.devry.edu
1112	1	www.enidokbeautycollege.com
1113	1	www.familyoffaithcollege.edu
1114	1	www.francistuttle.edu
1115	1	www.hptc.net
1116	1	www.okktc.org
1117	1	www.meridiantech.edu
1118	1	www.metrotech.edu
1119	1	www.mscok.edu
1120	1	www.netech.edu
1121	1	www.nwtech.edu
1122	1	www.oha.edu
1123	1	www.opsu.edu
1124	1	www.osuit.edu/
1125	1	www.okstate.edu/
1126	1	www.osuokc.edu
1127	1	www.rose.edu
1128	1	www.stgregorys.edu
1129	1	www.se.edu
1130	1	www.swcu.edu
1131	1	sandspringsbeautycollege.com
1132	1	www.tctc.org
1133	1	www.ou.edu
1134	1	www.phoenix.edu
1135	1	www.wosc.edu
1136	1	www.contracosta.edu
1137	1	www.cuesta.edu
1138	1	www.cypresscollege.edu
1139	1	www.abdill.com
1140	1	www.carrington.edu
1141	1	www.clackamas.edu
1142	1	www.heald.edu
1143	1	www.itt-tech.edu
1144	1	www.klamathcc.edu
1145	1	www.lanecc.edu
1146	1	www.linfield.edu
1147	1	www.linfield.edu/portland/
1148	1	www.multnomah.edu
1149	1	www.nwcollege.edu
1150	1	nwnanny.com
1151	1	www.ocom.edu
1152	1	www.pnca.edu
1153	1	www.phagans-schools.com
1154	1	www.phagans-schools.com
1155	1	www.phagans-schools.com
1156	1	www.phagans-schools.com
1157	1	www.phagans.com
1158	1	www.phagans.com
1159	1	www.actorsconservatory.com/
1160	1	www.pcc.edu
1161	1	www.reed.edu
1162	1	www.roguecc.edu
1163	1	www.socc.edu
1164	1	www.tbcc.cc.or.us/
1165	1	www.tvcc.cc
1166	1	www.umpqua.edu/
1167	1	valleymedicalcollege.com
1168	1	www.wou.edu
1169	1	www.westernseminary.edu
1170	1	www.acr.edu
1171	1	www.avaopera.org
1172	1	www.albright.edu
1173	1	www.allstatecareer.com
1174	1	www.alvernia.edu
1175	1	www.theamericancollege.edu
1176	1	www.anthem.edu
1177	1	www.arcadia.edu
1178	1	www.autotraining.edu
1179	1	www.bidwell-training.org
1180	1	www.bradfordpittsburgh.edu
1181	1	www.bucknell.edu
1182	1	http://www.bucks.edu
1183	1	www.crbc.edu
1184	1	ctclc.edu
1185	1	www.careerta.edu
1186	1	www.carlow.edu
1187	1	www.cmu.edu/
1188	1	www.cciu.org/pnp
1189	1	www.chatham.edu
1190	1	www.chc.edu
1191	1	www.dvc.edu
1192	1	www.dominican.edu
1193	1	www.elac.edu/index.htm
1194	1	www.compton.edu
1195	1	www.elcamino.edu
1196	1	www.hgac.org
1197	1	www.ccac.edu
1198	1	www.ccbc.edu
1199	1	www.cortiva.com
1200	1	www.crawfordctc.org
1201	1	www.delval.edu
1202	1	www.drexel.edu
1203	1	www.dbcollege.com
1204	1	www.dbcollege.com
1205	1	www.esu.edu
1206	1	www.eastech.org
1207	1	www.empire.edu
1208	1	www.empire.edu
1209	1	www.empire.edu
1210	1	www.empire.edu/
1211	1	www.empire.edu
1212	1	www.erieit.edu
1213	1	www.fortisinstitute.edu
1214	1	www.fortis.edu
1215	1	www.fandm.edu
1216	1	www.gettysburg.edu
1217	1	www.glit.edu
1218	1	www.gcc.edu
1219	1	www.gmc.edu
1220	1	www.harcum.edu
1221	1	http://www.hacc.edu
1222	1	www.heritagevalley.org
1223	1	www.hcctc.org
1224	1	internationalbeautyacademypa.com
1225	1	iirp.org
1226	1	www.itt-tech.edu
1227	1	www.itt-tech.edu
1228	1	www.johnson.edu
1229	1	www.keystone.edu
1230	1	www.laroche.edu
1231	1	www.lancastergeneralcollege.edu
1232	1	lansdalebeauty.com
1233	1	www.laurel.edu
1234	1	lincolntech.com
1235	1	www.lincoln.edu
1236	1	www.lhup.edu
1237	1	www.empcol.edu
1238	1	epic.edu
1239	1	www.tcipm.net
1240	1	www.everest.edu/campus/hayward
1241	1	www.everest.edu/campus/ontario_metro
1242	1	www.everest.edu/campus/reseda
1243	1	www.ltsp.edu
1244	1	http://www.mccann.edu
1245	1	http://www.mccann.edu
1246	1	www.mccann.edu
1247	1	www.mjctc.org
1248	1	www.millersville.edu
1249	1	www.misericordia.edu
1250	1	www.moravian.edu
1251	1	www.studymassage.com
1252	1	www.northampton.edu
1253	1	www.ntccschool.org
1254	1	oaa.edu
1255	1	www.ohiovalleyhospital.org
1256	1	www.de.psu.edu/
1257	1	www.an.psu.edu/
1258	1	www.sl.psu.edu
1259	1	www.yk.psu.edu/
1260	1	www.pbu.edu
1261	1	www.pcom.edu
1262	1	www.philau.edu
1263	1	www.pia.edu
1264	1	www.pti.edu
1265	1	www.pts.edu
1266	1	www.pointpark.edu
1267	1	www.rmu.edu
1268	1	www.roxboroughmemorial.com
1269	1	www.francis.edu
1270	1	www.stvincent.edu
1271	1	www.saintvincentseminary.edu
1272	1	www.salus.edu
1273	1	www.sbphilly.com
1274	1	www.slhn-lehighvalley.org
1275	1	http://www.strayer.edu
1276	1	www.susqu.edu
1277	1	www.thecommonwealthmedical.com
1278	1	vision.paulmitchell.edu/allentown-pa
1279	1	www.marionmilitary.edu
1280	1	www.miles.edu
1281	1	www.oakwood.edu
1282	1	www.pmtshuntsville.com
1283	1	www.rstc.cc.al.us
1284	1	www.remingtoncollege.edu/mobile-alabama-colleges-campus
1285	1	www.snead.edu
1286	1	everest.edu/campus/san_bernardino
1287	1	www.everest.edu/campus/san_jose
1288	1	www.everest.edu/campus/santa_ana
1289	1	www.everest.edu/campus/west_los_angeles
1290	1	www.evc.edu
1291	1	www.expression.edu
1292	1	www.frc.edu
1293	1	www.thiel.edu
1294	1	www.jefferson.edu
1295	1	www.triangle-tech.edu
1296	1	www.upenn.edu
1297	1	www.phoenix.edu
1298	1	www.upmc.edu/shadyside/schoolofnursing
1299	1	www.upj.pitt.edu
1300	1	www.usp.edu
1301	1	www.vfcc.edu
1302	1	www.villanova.edu
1303	1	www.washjeff.edu
1304	1	www.washingtonhospital.org
1305	1	www.wcupa.edu
1306	1	www.wphs.org/education
1307	1	www.wts.edu
1308	1	www.widener.edu
1309	1	www.widener.edu
1310	1	www.wilson.edu
1311	1	www.wyotech.edu/campus/blairsville
1312	1	www.ycp.edu
1313	1	www.ycstech.org
1314	1	www.yti.edu
1315	1	www.yti.edu
1316	1	www.aupr.edu
1317	1	www.automeca.com
1318	1	www.bccpr.org
1319	1	www.caribbean.edu
1320	1	www.charliesacademy.edu
1321	1	ccat.edu
1322	1	www.cmtarroyo.com
1323	1	www.cunisanjuan.edu
1324	1	columbiaco.edu
1325	1	www.ediccollege.com
1326	1	www.edpcollege.edu
1327	1	www.escuelahotelera.com
1328	1	www.huertas.edu
1329	1	www.icprjc.edu
1330	1	www.icprjc.edu
1331	1	www.ibanca.net
1332	1	www.arecibo.inter.edu
1333	1	www.sg.inter.edu
1334	1	www.ivaempr.com
1335	1	www.fivebranches.edu
1336	1	www.flc.losrios.edu/
1337	1	www.4dcollege.com
1338	1	www.franklincareercollege.com
1339	1	www.fuller.edu
1340	1	www.johndeweycollegepr.com
1341	1	mechtechcollege.com
1342	1	www.lamodern.com
1343	1	www.nuc.edu
1344	1	www.pucpr.edu
1345	1	www.ptipr.edu
1346	1	www.rogiesschool.com
1347	1	uaa.edu/
1348	1	www.pupr.edu
1349	1	www.phoenix.edu
1350	1	www.uprb.edu/
1351	1	www.uprm.edu
1352	1	www.sagrado.edu
1353	1	www.brown.edu
1354	1	www.newportschoolofhairdressing.com
1355	1	www.providence.edu
1356	1	www.risd.edu
1357	1	www.nursingri.com
1358	1	www.uri.edu/
1359	1	allenuniversity.edu
1360	1	www.andersonuniversity.edu
1361	1	www.cctech.edu
1362	1	www.centuracollege.edu
1363	1	www.centuracollege.edu
1364	1	www.charlestonlaw.edu/
1365	1	www.csuniv.edu
1366	1	www.coker.edu
1367	1	www.columbiacollegesc.edu
1368	1	www.success.edu
1369	1	www.glendale.edu
1370	1	gnomonschool.com
1371	1	www.gtu.edu
1372	1	www.hlpae.org
1373	1	www.fdtc.edu
1374	1	www.golfacademy.edu
1375	1	www.hgtc.edu
1376	1	kennethshuler.com
1377	1	www.lacyschools.com
1378	1	www.legrandinstitute.com
1379	1	www.limestone.edu
1380	1	www.mctec.org
1381	1	www.musc.edu/
1382	1	www.midlandstech.edu
1383	1	www.ngu.edu
1384	1	www.octech.edu
1385	1	www.regencybeauty.com
1386	1	www.southuniversity.edu
1387	1	www.swu.edu.
1388	1	http://www.strayer.edu
1389	1	http://www.strayer.edu
1390	1	www.sumterbeautycollege.com
1391	1	www.uscb.edu
1392	1	usclancaster.sc.edu/
1393	1	www.uscsumter.edu/
1394	1	www.vc.edu/charleston
1395	1	www.mckennan.org
1396	1	www.headlinesacademy.com
1397	1	www.lakeareatech.edu
1398	1	www.national.edu
1399	1	www.olc.edu
1400	1	www.sdstate.edu
1401	1	www.anthem.edu
1402	1	www.bchs.edu
1403	1	buchananbeautycollege.shutterfly.com
1404	1	www.cn.edu
1405	1	www.hartnell.edu
1406	1	www.hmc.edu
1407	1	www.heald.edu
1408	1	www.heald.edu
1409	1	www.heald.edu
1410	1	www.heald.edu
1411	1	www.concorde.edu
1412	1	www.cumberland.edu
1413	1	www.daymarinstitute.edu
1414	1	www.daymarinstitute.edu
1415	1	www.empire.edu
1416	1	www.franklinacademy.edu
1417	1	www.fhu.edu
1418	1	www.hiwassee.edu
1419	1	www.ihd4me.com
1420	1	www.itt-tech.edu
1421	1	www.itt-tech.edu
1422	1	www.king.edu
1423	1	www.loc.edu
1424	1	www.leeuniversity.edu
1425	1	www.lmunet.edu
1426	1	www.martinmethodist.edu
1427	1	www.mmc.edu
1428	1	www.mtsu.edu
1429	1	www.miller-motte.com
1430	1	www.mscc.edu
1431	1	www.misterwaynes.com
1432	1	www.nadcedu.com
1433	1	www.regencybeauty.com
1434	1	www.remingtoncollege.edu/memphis-tennessee-career-colleges-overview
1435	1	www.rhodes.edu
1436	1	www.roanestate.edu
1437	1	http://www.strayer.edu
1438	1	http://www.strayer.edu
1439	1	http://www.strayer.edu
1440	1	tennesseeacademy.com
1441	1	tennesseeacademy.com
1442	1	www.tennesseeschoolofbeauty.com
1443	1	www.ttccrump.edu
1444	1	www.ttcdickson.edu
1445	1	www.ttchohenwald.edu
1446	1	www.ttcmckenzie.edu
1447	1	www.ttcmemphis.edu
1448	1	www.ttcmurfreesboro.edu
1449	1	www.ttcnashville.edu
1450	1	www.ttcnewbern.edu
1451	1	www.ttcparis.edu
1452	1	www.ttcripley.edu
1453	1	www.ttcwhiteville.edu
1454	1	www.tntemple.edu
1455	1	www.empire.edu/
1456	1	www.tennessee.edu
1457	1	www.tusculum.edu
1458	1	www.hnu.edu
1459	1	www.hiu.edu
1460	1	http://humphreys.edu
1461	1	www.humphreys.edu
1462	1	icdccollege.edu
1463	1	www.imperial.edu
1464	1	www.infotechinst.com/
1465	1	www.vanderbilt.edu
1466	1	www.vatterott-college.edu/memphis_dividend.asp
1467	1	www.visibleschool.com
1468	1	www.volstate.edu
1469	1	www.watkins.edu
1470	1	www.williamrmoore.org
1471	1	www.acu.edu
1472	1	www.theacademyaustin.com
1473	1	radioschool.com
1474	1	acc-careers.com
1475	1	americancommercialcollege.com
1476	1	www.argosy.edu/dallas/
1477	1	www.astrodomeresource.com
1478	1	www.austincollege.edu
1479	1	www.austincc.edu
1480	1	www.dcccd.edu
1481	1	www.cci-training.com
1482	1	www.dcccd.edu
1483	1	www.coastalbend.edu
1484	1	www.com.edu
1485	1	www.collin.edu
1486	1	www.concorde.edu
1487	1	www.concordia.edu
1488	1	www.conleescollegeofcosmetology
1489	1	www.cccdallastexas.com
1490	1	www.culinaryinstitute.edu
1491	1	http://www.ciachef.edu
1492	1	www.dbu.edu
1493	1	www.dts.edu
1494	1	www.ssw.edu
1495	1	www.everest.edu/campus/fort_worth_south
1496	1	expositoschoolofhair.com
1497	1	www.fariscomputerschool.com
1498	1	www.thefranklinbeautyschool.com
1499	1	www.galencollege.edu/sanantonio/
1500	1	www.intercoastcolleges.com
1501	1	www.intercoastcolleges.com
1502	1	idi.edu
1503	1	www.ipsb.edu
1504	1	www.hbu.edu
1505	1	houstontrainingschools.net
1506	1	www.houston-tec.com
1507	1	www.htu.edu
1508	1	www.icchouston.net
1509	1	www.iadtsanantonio.com
1510	1	www.ibcelpaso.edu
1511	1	www.itt-tech.edu
1512	1	mcallen.kaplancollege.com/pages/homepage.aspx
1513	1	fort-worth.kaplancollege.com
1514	1	kaplancollege.com/lubbock
1515	1	www.texascareers.com
1516	1	nsan-antonio.kaplancollege.com/pages/homepage.aspx
1517	1	www.chefs.edu/dallas
1518	1	www.lee.edu
1519	1	www.letu.edu
1520	1	lincolntech.com
1521	1	www.lcu.edu
1522	1	www.maitrixbeautycollege.com
1523	1	www.mediatech.edu
1524	1	www.milaninstitute.edu
1525	1	www.milaninstitute.edu
1526	1	www.national.edu
1527	1	www.ntcc.edu
1528	1	www.northwood.edu
1529	1	www.ogleschool.com
1530	1	www.ogleschool.com
1531	1	www.alamo.edu/pac/htm/
1532	1	www.parkercc.edu
1533	1	www.pqc.edu
1534	1	www.pcti.edu/
1535	1	pcitraining.org
1536	1	www.regencybeauty.com
1537	1	www.regencybeauty.com
1538	1	www.regencybeauty.com
1539	1	www.remingtoncollege.edu/houston-career-schools-overview
1540	1	www.rice.edu
1541	1	www.stedwards.edu
1542	1	http://www.sjcd.edu
1543	1	http://www.sjcd.edu
1544	1	www.sbhouston.com
1545	1	www.itt-tech.edu
1546	1	www.itt-tech.edu
1547	1	www.itt-tech.edu
1548	1	www.seguinbeautyschool.net
1549	1	www.stcl.edu
1550	1	www.southtexastraining.com
1551	1	www.stvt.edu
1552	1	www.scitexas.com
1553	1	www.scitexas.com
1554	1	www.swtjc.net
1555	1	www.swcc.edu
1556	1	www.southwestern.edu
1557	1	www.stmarytx.edu/
1558	1	www.alamo.edu/spc/
1559	1	www.tamu.edu
1560	1	www.tamucc.edu
1561	1	tamhsc.edu/
1562	1	http://www.txbarber.com
1563	1	http://www.txbarber.com
1564	1	http://www.txbarber.com
1565	1	http://www.txbarber.com
1566	1	www.tcu.edu/
1567	1	www.texascollege.edu
1568	1	www.texastcm.edu
1569	1	texashealthschool.org
1570	1	www.harlingen.tstc.edu
1571	1	www.ttuhsc.edu
1572	1	www.txwes.edu
1573	1	ahcp.edu
1574	1	www.ahcp.edu
1575	1	www.cstm.edu
1576	1	www.utexas.edu
1577	1	www.utsa.edu/
1578	1	www.uthouston.edu/
1579	1	www.uthscsa.edu
1580	1	www.utpb.edu
1581	1	www.tintschoolofmakeupandcosmetology.com
1582	1	www.tintschoolofmakeupandcosmetology.com
1583	1	www.trinity.edu
1584	1	www.tristatecosmetology.com
1585	1	uti.edu
1586	1	www.uhcl.edu
1587	1	www.uhd.edu
1588	1	www.unt.edu
1589	1	www.phoenix.edu
1590	1	www.uiw.edu
1591	1	vc.edu
1592	1	www.jamesalbertschool.com/
1593	1	www.scu.edu/jst/
1594	1	getinfo.kaplancollege.com/kaplancollegeportal/kaplancollegecampuses/california/bakersfield/
1595	1	getinfo.kaplancollege.com/kaplancollegeportal/kaplancollegecampuses/california/fresno/
1596	1	www.wtc.edu
1597	1	www.westwood.edu
1598	1	wileyc.edu
1599	1	www.americanbeautyutah.com
1600	1	www.ameritech.edu
1601	1	www.ameritech.edu
1602	1	avedaprovo.com
1603	1	www.batc.edu
1604	1	www.broadviewuniversity.edu
1605	1	www.broadviewuniversity.edu/
1606	1	www.ucdh.edu
1607	1	www.datc.edu
1608	1	www.devry.edu
1609	1	www.eaglegatecollege.edu
1610	1	www.fortiscollege.edu
1611	1	hairitagehairacademy.com
1612	1	www.ldsbc.edu
1613	1	www.marinello.com
1614	1	www.myotherapycollege.com
1615	1	www.neumont.edu/
1616	1	oimt.edu
1617	1	www.owatc.edu
1618	1	www.provocollege.edu
1619	1	www.hairschoolonline.com
1620	1	www.shermankendall.com
1621	1	www.theskininstitute.org
1622	1	www.snow.edu
1623	1	http://www.scr.snow.edu/
1624	1	www.suu.edu
1625	1	www.stevenshenager.edu
1626	1	www.ubatc.edu/
1627	1	www.steinered.com
1628	1	distance.usu.edu/
1629	1	www.uvu.edu
1630	1	www.acpharm.org
1631	1	www.averett.edu/working-professionals/index.html
1632	1	bethel-college.com
1633	1	www.bluefield.edu
1634	1	www.centuracollege.edu
1635	1	www.centuracollege.edu
1636	1	www.centuracollege.edu
1637	1	www.centuracollege.edu
1638	1	www.ccdc.edu
1639	1	www.dslcc.edu
1640	1	www.dcc.vccs.edu
1641	1	www.devry.edu
1642	1	getinfo.kaplancollege.com/kaplancollegeportal/kaplancollegecampuses/california/stockton/
1643	1	getinfo.kaplancollege.com/kaplancollegeportal/kaplancollegecampuses/california/sandiegonorthcounty/
1644	1	www.kingsuniversity.edu
1645	1	www.labarbercollege1.com
1646	1	www.lac.edu
1647	1	www.lasierra.edu
1648	1	laney.peralta.edu
1649	1	www.everest.edu/campus/chesapeake
1650	1	www.everest.edu/campus/tysons_corner
1651	1	www.everest.edu/campus/newport_news
1652	1	www.fortis.edu
1653	1	www.success.edu
1654	1	www.germanna.edu
1655	1	www.grahamwebbacademyonline.com
1656	1	www.hsc.edu
1657	1	www.itt-tech.edu
1658	1	www.itt-tech.edu
1659	1	www.itt-tech.edu
1660	1	www.lynchburg.edu
1661	1	www.mecc.edu
1662	1	www.odu.edu
1663	1	www.regent.edu
1664	1	www.rbc.edu
1665	1	www.saintpauls.edu
1666	1	www.sbcvienna.com
1667	1	sanz.edu
1668	1	www.sentara.edu
1669	1	www.su.edu
1670	1	www.srmconline.com
1671	1	www.sw.edu
1672	1	www.stratford.edu
1673	1	http://www.strayer.edu
1674	1	http://www.strayer.edu
1675	1	http://www.strayer.edu
1676	1	www.artinstitutes.edu/virginia-beach/
1677	1	www.aiw.aii.edu
1678	1	www.tidewatertechtrades.edu
1679	1	www.umw.edu
1680	1	www.phoenix.edu
1681	1	www.vcu.edu/
1682	1	www.vt.edu
1683	1	www.vwc.edu
1684	1	http://www.uvi.edu
1685	1	www.laspositascollege.edu
1686	1	lassencollege.edu/index.html
1687	1	www.lifewest.edu
1688	1	www.lincolnuca.edu
1689	1	www.llu.edu
1690	1	http://www.myunion.edu/about/locations/los-angeles/index.html
1691	1	www.lacitycollege.edu/
1692	1	www.lahc.edu
1693	1	www.advancedweldinginstitute.com
1694	1	www.burlington.edu
1695	1	burlingtonaviationtech.org
1696	1	www.castleton.edu
1697	1	www.ccv.edu
1698	1	www.lyndonstate.edu
1699	1	http://www.myunion.edu/about/locations/brattleboro/index.html
1700	1	gradschool.marlboro.edu/
1701	1	www.middlebury.edu
1702	1	http://www.myunion.edu/about/locations/montpelier/index.html
1703	1	www.neci.edu
1704	1	www.smcvt.edu
1705	1	www.sit.edu
1706	1	www.svc.edu
1707	1	www.vermontcollege.edu/
1708	1	www.vermontlaw.edu
1709	1	bgu.edu
1710	1	www.btc.ctc.edu
1711	1	www.bjsbeautyandbarbercollege.com
1712	1	www.cityu.edu
1713	1	www.cptc.edu
1714	1	www.devry.edu
1715	1	www.diversinstitute.edu
1716	1	www.pianotuningschool.org
1717	1	www.everest.edu/campus/everett
1718	1	www.everest.edu/campus/vancouver
1719	1	www.everettcc.edu
1720	1	www.evergreenbeauty.edu
1721	1	www.genejuarezacademy.com
1722	1	www.ghc.edu
1723	1	www.inlandmassage.com/school.htm
1724	1	www.interface.edu
1725	1	www.itt-tech.edu
1726	1	www.northwestu.edu
1727	1	www.olympic.edu
1728	1	www.perrytech.edu/
1729	1	www.pierce.ctc.edu/
1730	1	www.pmi.edu
1731	1	www.northseattle.edu
1732	1	southseattle.edu
1733	1	www.spu.edu
1734	1	www.shoreline.edu
1735	1	www.toniguy.com
1736	1	www.shc.edu
1737	1	www.ua.edu/
1738	1	http://montgomery.troy.edu
1739	1	www.lamission.edu
1740	1	www.laort.edu
1741	1	recordingcareer.com
1742	1	www.lavc.edu
1743	1	www.bothell.washington.edu/
1744	1	victoriasacademy.com
1745	1	www.wallawalla.edu
1746	1	http://spokane.wsu.edu/
1747	1	www.wvc.edu
1748	1	www.whatcom.ctc.edu
1749	1	www.yvcc.edu
1750	1	vicibeautyschool.com
1751	1	www.aurorahealthcare.org
1752	1	www.bellincollege.edu
1753	1	www.blueskymassage.com
1754	1	www.bryantstratton.edu
1755	1	www.stritch.edu
1756	1	www.carrollu.edu
1757	1	www.empire.edu
1758	1	www.empire.edu
1759	1	www.empire.edu
1760	1	www.fvtc.edu
1761	1	www.globeuniversity.edu
1762	1	www.herzing.edu
1763	1	www.acupuncture.edu
1764	1	www.mkecc.edu
1765	1	www.ottawa.edu
1766	1	www.pbu.edu/programs/wwc
1767	1	www.sl.edu/
1768	1	www.swtc.edu
1769	1	www.statecollegeofbeauty.com
