university	embark	website
0819	1	http://www.kc.cc.il.us
0820	1	www.kean.edu
0821	1	www.keene.edu
0822	1	http://www.keisercollege.cc.fl.us
0823	1	http://www.keisercareer.com
0824	1	http://www.keisercollege.cc.fl.us
0825	1	http://www.keisercollege.cc.fl.us
0826	1	http://www.kellogg.cc.mi.us
0827	1	www.kent.edu
0828	1	http://www.stark.kent.edu
0829	1	http://www.tusc.kent.edu
0830	1	http://www.trumbull.kent.edu
0831	1	www.kysu.edu
0832	1	www.kwc.edu
0833	1	www.kenyon.edu
0834	1	http://www.kerrbusinesscollege.com
0835	1	http://www.kcma.edu
0836	1	www.kettering.edu
0837	1	www.king.edu
0838	1	www.kings.edu
0839	1	http://www.kirtland.cc.mi.us
0840	1	http://kish.cc.il.us
0841	1	http://www.kcc.cc.or.us
0842	1	www.knox.edu
0843	1	www.kutztown.edu
0844	1	www.limcollege.edu
0845	1	http://www.ljc.edu
0846	1	www.lafayette.edu
0847	1	www.LakeForestMBA.edu
0848	1	http://www.lakeland.cc.il.us
0849	1	http://www.lsc.mnscu.edu
0850	1	http://www.ltcc.cc.ca.us
0851	1	http://www.lwtc.ctc.edu
0852	1	http://www.lscc.cc.fl.us
0853	1	http://lakelandacademy.com
0854	1	http://www.lcc.cccoes.edu
0855	1	http://www.orange.lamar.edu
0856	1	http://www.pa.lamar.edu
0857	1	www.lamar.edu
0858	1	www.lambuth.edu
0859	1	www.lander.edu
0860	1	www.emory.edu/GSOAS/
0861	1	http://www.lanier.tec.ga.us
0862	1	www.lasell.edu
0863	1	www.ltu.edu
0864	1	www.lawrence.edu
0865	1	http://www.ldsbc.edu
0866	1	http://www.sageschools.com
0867	1	http://tech_center.tripod.com
0868	1	http://www.ceicollege.com
0869	1	http://www.lee.edu
0870	1	www.leeuniversity.edu
0871	1	www.lmc.edu
0872	1	http://www.lcc.hawaii.edu
0873	1	http://www.lccc.edu
0874	1	www.lehigh.edu/gradarts-sciences
0875	1	www.lehigh.edu/mba
0876	1	www.lehigh.edu
0877	1	www.loc.edu
0878	1	http://www.lenoir.cc.nc.us
0879	1	www.lrc.edu
0880	1	web.lesley.edu
0881	1	www.letu.edu
0882	1	http://www.lc.cc.il.us
0883	1	http://www.wilsontech.org
0884	1	www.lclark.edu
0885	1	www.life.edu
0886	1	http://www.lincolnland.net
0887	1	www.lmunet.edu
0888	1	http://www.lincolntech.com
0889	1	http://www.lincolntech.com
0890	1	http://www.lincolntech.com
0891	1	www.lincolnu.edu
0892	1	www.lincoln.edu
0893	1	www.lindenwood.edu
0894	1	http://www.linnstate.edu
0895	1	http://www.lptc.bia.edu
0896	1	www.livingstone.edu
0897	1	http://www.lbcc.cc.ca.us
0898	1	www.liu.edu
0899	1	http://www.lorainccc.edu
0900	1	www.loras.edu
0901	1	http://www.lf.vccs.edu
0902	1	http://www.lacc.cc.ca.us
0903	1	http://www.lahc.cc.ca.us
0904	1	http://www.lamission.cc.ca.us
0905	1	http://www.lasc.cc.ca.us
0906	1	http://www.lavc.cc.ca.us
0907	1	www.lsu.edu
0908	1	http://www.lsua.edu
0909	1	http://www.lsue.edu
0910	1	www.lsus.edu
0911	1	www.latech.edu
0912	1	http://www.acadian.tec.la.us
0913	1	http://www.theltc.net
0914	1	http://www.theltc.net
0915	1	http://www.theltc.net
0916	1	http://www.theltc.net
0917	1	http://www.delta.tec.la.us
0918	1	http://www.theltc.net
0919	1	http://www.theltc.net
0920	1	http://www.theltc.net
0921	1	http://www.jeff.tec.la.us
0922	1	http://www.theltc.net/jumonville
0923	1	http://www.lafayette.tec.la.us
0924	1	http://www.theltc.net
0925	1	http://www.theltc.net
0926	1	http://www.theltc.net
0927	1	http://www.theltc.net
0928	1	http://www.lctcs.state.la.us/northeast/index.htm
0929	1	http://www.riverpar.tec.la.us
0930	1	http://www.sabine.tec.la.us
0931	1	http://www.theltc.net
0932	1	http://www.theltc.net
0933	1	http://www.sowela.tec.la.us
0934	1	http://www.thharris.org
0935	1	http://www.ltctallulah.com
0936	1	http://www.teche.tec.la.us
0937	1	http://www.theltc.net
0938	1	http://www.brti.tec.la.us
0939	1	http://www.louisvilletech.com
0940	1	www.lourdes.edu
0941	1	http://www.lcc.ctc.edu
0942	1	www.loyola.edu
0943	1	sellinger.loyola.edu
0944	1	www.lls.edu
0945	1	mba.lmu.edu
0946	1	www.lmu.edu
0947	1	www.loyno.edu
0948	1	www.luc.edu/
0949	1	www.lcu.edu
0950	1	http://www.lvti.cc.nm.us
0951	1	www.luther.edu
0952	1	www.lrs.edu
0953	1	www.lycoming.edu
0954	1	www.lynchburg.edu
0955	1	www.lyndonstate.edu
0956	1	www.lynn.edu
0957	1	www.macalester.edu
0958	1	http://www.maccormac.edu
0959	1	http://www.maccormac.edu
0960	1	http://www.macomb.cc.mi.us
0961	1	http://www.macon.tec.ga.us
0962	1	http://www.madison.tec.wi.us
0963	1	http://www.madisonmedia.com
0964	1	www.mum.edu
0965	1	www.meca.edu
0966	1	www.mainemaritime.edu
0967	1	http://www.ccc.edu/malcolmx
0968	1	www.manchester.edu
0969	1	http://www.matc.net
0970	1	www.msmnyc.edu
0971	1	mansfield.edu
0972	1	http://www.mphosp.org
0973	1	http://www.mariancourt.edu
0974	1	http://www.marionmilitary.org
0975	1	www.marist.edu/management/mba
0976	1	www.marlboro.edu
0977	1	www.marquette.edu
0978	1	www.marygrove.edu
0979	1	www.mica.edu
0980	1	www.marymount.edu
0981	1	www.mymarywood.com
0982	1	www.mcla.edu
0983	1	web.mit.edu
0984	1	www.maritime.edu
0985	1	http://mauicc.hawaii.edu
0986	1	http://www.mayotech.org
0987	1	www.mayvillestate.edu
0988	1	http://www.mccannschool.com
0989	1	http://www.mccannschool.com
0990	1	www.mcdaniel.edu
0991	1	http://www.mcdowelltech.cc.nc.us
0992	1	http://www.mcfatter.com
0993	1	www.mcgill.ca
0994	1	http://www.mchenry.cc.il.us
0995	1	www.mckendree.edu
0996	1	www.degroote.mcmaster.ca
0997	1	www.mcneese.edu
0998	1	www.medaille.edu
0999	1	www.college.medcenterone.com
1000	1	http://www.medianschool.com
1001	1	http://www.medixschool.com/
1002	1	www.mbs.edu
1003	1	www.mca.edu
1004	1	http://www.mercycollege.edu
1005	1	www.meredith.edu
1006	1	http://www.mcc.cc.ms.us
1007	1	http://www.mc.maricopa.edu
1008	1	http://www.mr.mnscu.edu
1009	1	www.messiah.edu
1010	1	www.methodist.edu
1011	1	http://www.metropolitancollege.edu
1012	1	http://www.mccneb.edu
1013	1	www.mscd.edu
1014	1	http://www.metrotechnj.com
1015	1	http://www.ham.muohio.edu
1016	1	http://www.mdcc.edu
1017	1	http://www.michianacollege.com
1018	1	http://www.mioa.com
1019	1	www.mtu.edu
1020	1	http://mft.ocps.k12.fl.us
1021	1	http://www.mpcca.cc.ne.us
1022	1	http://www.mscc.cc.ar.us
1023	1	http://www.mgtc.org
1024	1	http://www.mxctc.commnet.edu
1025	1	http://www.middlesex.cc.ma.us
1026	1	http://www.middlesex.cc.ma.us
1027	1	http://www.midstate.edu
1028	1	http://www.midwestinstitute.com
1029	1	www.mwsu.edu
1030	1	www.mcc.cc.mt.us
1031	1	http://www.miller-motte.com
1032	1	http://www.miller-motte.com
1033	1	www.millersville.edu
1034	1	www.millsaps.edu
1035	1	273 E. Erie Street
1036	1	http://www.mac.cc.mo.us
1037	1	http://beo.ming.k12.wv.us/
1038	1	http://www.mplsschoolofmassage.org
1039	1	http://www.msbcollege.com
1040	1	http://www.southeasttech.mnscu.edu
1041	1	www.mnstate.edu
1042	1	www.mnsu.edu
1043	1	http://www.wr.cc.mn.us
1044	1	www.minotstateu.edu
1045	1	http://www.miracosta.cc.ca.us
1046	1	http://www.mgccc.cc.ms.us
1047	1	http://www.mgccc.edu
1048	1	www.moval.edu
1049	1	www.mwsc.edu
1050	1	http://www.mitchelltech.com
1051	1	http://www.macc.edu
1052	1	http://www.gomjc.org
1053	1	http://www.mohave.cc.az.us
1054	1	http://www.mvcc.edu
1055	1	www.monmouth.edu
1056	1	http://www.monroecc.edu
1057	1	http://www.monroe.cc.mi.us
1058	1	http://www.msugf.edu
1059	1	www.mtech.edu
1060	1	http://www.mtech.edu
1061	1	http://www.montcalm.cc.mi.us
1062	1	www.montclair.edu/
1063	1	www.montclair.edu/graduate
1064	1	www.miis.edu
1065	1	http://www.montgomerycollege.org
1066	1	http://www.montgomery.cc.nc.us
1067	1	http://www.mc3.edu
1068	1	www.montreat.edu
1069	1	www.montserrat.edu
1070	1	www.moore.edu
1071	1	http://www.mntechnology.com
1072	1	http://www.moorpark.cc.ca.us
1073	1	http://www.morainepark.com
1074	1	www.moravian.edu
1075	1	www.morehouse.edu
1076	1	http://www.mcc.cccoes.edu
1077	1	www.morrisbrown.edu
1078	1	http://www.mcvts.org
1079	1	http://www.mscc.cc.tn.us
1080	1	http://www.mtti.tec.ri.us
1081	1	http://www.moultrie.tec.ga.us
1082	1	www.mtholyoke.edu
1083	1	www.moc.edu
1084	1	www.mountsenario.edu
1085	1	www.msmary.edu
1086	1	http://www.me.cc.va.us
1087	1	http://www.mountainstate.org
1088	1	http://www.mvc.dcccd.edu
1089	1	http://www.mti-tex.com
1090	1	http://www.mundusinstitute.com
1091	1	www.murraystate.edu
1092	1	http://www.eiccd.cc.ia.us/mcc
1093	1	http://www.musictech.com
1094	1	http://www.myotherapycollege.com
1095	1	www.nanyangmba.ntu.edu.sg
1096	1	http://www.nvc.cc.ca.us
1097	1	http://www.nash.cc.nc.us
1098	1	http://www.nadcedu.com
1099	1	http://www.nsti.tec.tn.us
1100	1	http://www.ncbt.edu
1101	1	http://www.ncbt.edu
1102	1	http://www.ncbt.edu
1103	1	http://www.ncbt.edu
1104	1	http://www.ncbt.edu
1105	1	http://www.ncbt.edu
1106	1	http://www.ncbt.edu
1107	1	http://www.ncbt.edu
1108	1	mba.nus.edu/
1109	1	www.nu.edu
1110	1	http://www.nvcc.commnet.edu
1111	1	http://www.nttc-pen.navy.mil
1112	1	www.naz.edu
1113	1	www.nebrwesleyan.edu
1114	1	http://www.neicollege.org
1115	1	http://www.neosho.cc.ks.us
1116	1	www.neumann.edu
1117	1	www.ncf.edu
1118	1	www.nec.edu
1119	1	http://www.neculinary.com
1120	1	http://www.neit.edu
1121	1	http://www.nescom.edu
1122	1	http://www.clar.tec.nh.us
1123	1	http://www.laco.tec.nh.us
1124	1	http://www.nash.tec.nh.us
1125	1	http://www.stra.tec.nh.us
1126	1	http://www.nhti.net
1127	1	http://www.nhgs.tec.va.us
1128	1	www.njcu.edu
1129	1	www.nmt.edu
1130	1	http://www.nmmi.cc.nm.us
1131	1	www.nmsu.edu
1132	1	http://cavern.nmsu.edu
1133	1	http://www.nr.cc.va.us
1134	1	www.mdc.edu/nwsa
1135	1	http://www.nyfoodandhotelschool.com
1136	1	http://www.nyparalegal.com
1137	1	http://www.nyrs.artinstitutes.edu
1138	1	www.nyu.edu
1139	1	www.stern.nyu.edu
1140	1	tisch.nyu.edu
1141	1	www.newberry.edu
1142	1	http://www.newbury.edu
1143	1	www.nicholls.edu
1144	1	www.nichols.edu
1145	1	http://www.nr.cc.mn.us
1146	1	www.ncat.edu/~gradsch/
1147	1	www.ncwc.edu
1148	1	www.northcentralcollege.edu
1149	1	http://www.ncktc.tec.ks.us
1150	1	http://www.ncktc.tec.ks.us
1151	1	http://www.ncmc.cc.mi.us
1152	1	http://www.nccc.edu
1153	1	www.ndsu.edu
1154	1	www.ngcsu.edu
1155	1	www.ngc.edu
1156	1	http://wwwnhc.nhmccd.edu
1157	1	http://www.nh.cc.mn.us
1158	1	www.northpark.edu
1159	1	http://www.gonorth.org
1160	1	http://www.northampton.edu
1161	1	http://www.northeastcollege.com
1162	1	http://www.nstcc.cc.tn.us
1163	1	http://www.nwtc.tec.wi.us
1164	1	http://www.neoam.cc.ok.us
1165	1	www.mba.neu.edu
1166	1	www.slaw.neu.edu
1167	1	www.nku.edu
1168	1	www.nmu.edu
1169	1	http://www.nvcc.vccs.edu
1170	1	www.neumont.edu
1171	1	www.northland.edu
1172	1	http://www.nwacc.cc.ar.us
1173	1	http://www.nwic.edu
1174	1	http://www.nwicc.cc.ia.us
1175	1	http://www.nwktc.org
1176	1	www.nnu.edu
1177	1	http://www.nscc.cc.oh.us
1178	1	http://www.nti.tec.ar.us
1179	1	http://www.accd.edu/nvc
1180	1	http://www.nwscc.cc.al.us
1181	1	http://www.nwctc.commnet.edu
1182	1	www.kellogg.northwestern.edu
1183	1	www.nsula.edu
1184	1	www.northwestern.edu
1185	1	www.law.northwestern.edu
1186	1	www.northwood.edu
1187	1	http://www.nossi.com
1188	1	law.nd.edu
1189	1	http://www.nw-ti.com
1190	1	www.nyackcollege.edu
1191	1	www.med.nyu.edu/Sackler
1192	1	www.steinhardt.nyu.edu/graduate.admissions
1193	1	www.oak.edu
1194	1	http://www.occ.cc.mi.us
1195	1	www4.oakland.edu
1196	1	http://www.oakton.edu
1197	1	http://www.ocvts.org
1198	1	http://coyote.odessa.edu
1199	1	http://www.owatc.edu
1200	1	http://www.ohiobusinesscollege.com
1201	1	http://www.beonair.com
1202	1	www.law.onu.edu
1203	1	http://www.ati.ohio-state.edu
1204	1	www.marion.ohio-state.edu
1205	1	http://ohiotechnicalcollege.com
1206	1	www.owu.edu
1207	1	http://www.okefenokeetech.org
1208	1	www.okbu.edu
1209	1	www.okcu.edu
1210	1	www.opsu.edu
1211	1	www.odu.edu
1212	1	http://www.oleanbusinessinstitute.net
1213	1	http://www.omegacareers.com
1214	1	http://www.sunyorange.edu
1215	1	http://www.orlandotech.ocps.k12.fl.us
1216	1	http://www.wpt.ocps.k12.fl.us
1217	1	http://www.octech.org
1218	1	www.otis.edu
1219	1	www.ottawa.edu
1220	1	http://www.otc.tec.ar.us
1221	1	www.olhcc.edu
1222	1	http://www.ololcollege.edu
1223	1	http://www.owens.cc.oh.us
1224	1	http://www.owecc.net
1225	1	http://www.daymarcollege.com
1226	1	http://www.ozarka.edu
1227	1	http://www.otc.cc.mo.us
1228	1	www3.lehigh.edu/engineering/default.asp
1229	1	www.pace.edu
1230	1	www.plu.edu
1231	1	www.psuca.edu
1232	1	puc.edu
1233	1	www.pacificu.edu
1234	1	http://www.pccky.com
1235	1	www.pba.edu
1236	1	http://www.palomar.edu
1237	1	http://www.pamlico.cc.nc.us
1238	1	http://www.theparalegalinstitute.com
1239	1	http://www.parkland.cc.il.us
1240	1	www.parsons.newschool.edu
1241	1	http://www.pccc.cc.nj.us
1242	1	http://www.pc.cc.va.us
1243	1	http://www.pc.cc.va.us
1244	1	http://www.pcihealth.net
1245	1	http://www.prcc.cc.ms.us
1246	1	http://www.pc.ctc.edu
1247	1	http://www.penncotech.com
1248	1	http://www.pit.edu
1249	1	http://www.br.psu.edu
1250	1	http://www.de.psu.edu
1251	1	http://www.fe.psu.edu
1252	1	http://www.hn.psu.edu
1253	1	http://www.mk.psu.edu
1254	1	http://www.ma.psu.edu
1255	1	www.psu.edu
1256	1	http://www.sn.psu.edu
1257	1	http://www.yk.psu.edu
1258	1	www.pepperdine.edu
1259	1	http://www.pjtc.tec.ar.us
1260	1	www.pbc.edu
1261	1	www.piedmont.edu
1262	1	http://www.pierce.ctc.edu
1263	1	http://www.pltc.k12.mo.us
1264	1	http://www.pima.edu
1265	1	http://www.pima.edu
1266	1	http://www.pimamedical.com
1267	1	http://www.ptecclw.pinellas.k12.fl.us
1268	1	http://www.pioneerpacificcollege.com
1269	1	http://www.pitt.cc.nc.us
1270	1	www.pittstate.edu
1271	1	http://www.piainfo.org
1272	1	www.pitzer.edu
1273	1	http://www.plattedu.com
1274	1	http://www.plattcollege.edu
1275	1	http://www.polk.cc.fl.us
1276	1	www.poly.edu
1277	1	http://www.porterchester.com
1278	1	http://www.portfoliocenter.com
1279	1	http://www.pcc.edu
1280	1	www.potomac.edu
1281	1	www.pvamu.edu
1282	1	http://www.pcc.cc.ks.us
1283	1	www.presby.edu
1284	1	www.prescott.edu/
1285	1	www.presentation.edu
1286	1	http://www.prestonsburgcc.com
1287	1	http://www.pg.cc.md.us
1288	1	http://www.princeinstitute.com
1289	1	www.princeton.edu
1290	1	www.prin.edu
1291	1	http://www.pcdi.com
1292	1	www.providence.edu
1293	1	http://www.pcc.cccoes.edu
1294	1	http://www.pcc.cccoes.edu/sw
1295	1	http://www.ptc.tec.ar.us
1296	1	www.krannert.purdue.edu/programs/masters/
1297	1	www.pnc.edu
1298	1	www.purdue.edu
1299	1	www.queensmba.com
1300	1	http://www.qcc.cuny.edu
1301	1	www.quinnipiac.edu
1302	1	http://www.qcc.mass.edu
1303	1	www.radford.edu
1304	1	http://www.rrcc.mnscu.edu
1305	1	www.ramapo.edu
1306	1	http://www.randolph.cc.nc.us
1307	1	http://www.ranger.cc.tx.us
1308	1	http://www.rc.cc.va.us
1309	1	http://www.rasmussen.edu
1310	1	www.reed.edu
1311	1	www.regiscollege.edu
1312	1	http://www.rstc.cc.al.us
1313	1	www.reinhardt.edu
1314	1	lallyschool.rpi.edu/
1315	1	www.rpi.edu
1316	1	http://www.renton-tc.ctc.edu
1317	1	http://www.retstechcenter.com
1318	1	www.ric.edu
1319	1	www.rhodes.edu
1320	1	http://www.rhodes-college.com
1321	1	www.jonesgsm.rice.edu
1322	1	www.rice.edu
1323	1	http://www.rbc.edu
1324	1	www.stockton.edu
1325	1	http://www.rio.edu
1326	1	http://www.rio.maricopa.edu
1327	1	www.ripon.edu
1328	1	www.rivier.edu
1329	1	http://www.rscc.cc.tn.us
1330	1	web.roanoke.edu
1331	1	http://www.roanoke.cc.nc.us
1332	1	www.rhsmith.umd.edu
1333	1	http://www.roberto-venn.com
1334	1	www.roberts.edu
1335	1	http://www.roch.edu/rctc
1336	1	www.rit.edu
1337	1	www.rockford.edu
1338	1	www.rockhurst.edu
1339	1	http://www.sunyrockland.edu
1340	1	www.rocky.edu
1341	1	http://rolla.k12.mo.us
1342	1	www.rollins.edu
1343	1	www.crummer.rollins.edu
1344	1	www.roosevelt.edu
1345	1	http://www.rose.cc.ok.us
1346	1	www.rose-hulman.edu
1347	1	www.rosemont.edu
1348	1	www.RossU.edu
1349	1	www.rossu.edu
1350	1	www.rowan.edu/graduateschool/
1351	1	http://www.rccc.cc.nc.us
1352	1	www.rsm.nl/mba
1353	1	www.rushu.rush.edu
1354	1	www.rutgers.edu
1355	1	www.rutgers.edu
1356	1	www.business.rutgers.edu
1357	1	http://www.losrios.cc.ca.us
1358	1	www.sacredheart.edu
1359	1	http://www.saddleback.edu
1360	1	http://www.sageschools.com
1361	1	sapc.edu
1362	1	www.anselm.edu
1363	1	www.sacn.edu
1364	1	http://sctcweb.tec.mn.us, http://sctconline.com
1365	1	www.stfranciscollege.edu
1366	1	http://www.sjrcc.cc.fl.us
1367	1	www.csbsju.edu
1368	1	www.sjc.edu
1369	1	www.sju.edu
1370	1	www.saintleo.edu
1371	1	http://www.stlcc.cc.mo.us/fv
1372	1	www.slu.edu
1373	1	www.stmarys-ca.edu
1374	1	http://www.sptc.tec.mn.us
1375	1	www.saintpauls.edu
1376	1	www.spc.edu
1377	1	http://www.spjc.cc.fl.us
1378	1	http://www.spjc.cc.fl.us
1379	1	http://www.salem.cc.nj.us
1380	1	www.salisbury.edu
1381	1	www.skc.edu
1382	1	http://www.slcc.edu
1383	1	www.samford.edu
1384	1	http://www.sampson.cc.nc.us
1385	1	www.samuelmerritt.edu
1386	1	http://www.accd.edu
1387	1	http://www.city.sdccd.cc.ca.us
1388	1	www.sfai.edu
1389	1	www.sfcm.edu
1390	1	www.sfsu.edu
1391	1	http://www.sjcd.cc.tx.us
1392	1	http://www.sjcd.cc.tx.us
1393	1	http://www.sjdccd.cc.ca.us
1394	1	http://www.sjvc.com
1395	1	www.sjsu.edu
1396	1	www.scu.edu/business
1397	1	www.scu.edu/
1398	1	www.sarahlawrence.edu
1399	1	http://www.svcc.edu
1400	1	http://web.savannah.tec.ga.us
1401	1	http://www.samracing.com
1402	1	http://www.schoolcraft.cc.mi.us
1403	1	http://www.sttc.ptd.net
1404	1	http://www.eiccd.cc.ia.us/scc
1405	1	www.scrippscol.edu
1406	1	www.seattleu.edu
1407	1	http://www.seminole.cc.fl.us
1408	1	http://www.scc.ok.us
1409	1	http://www.seqedu.com
1410	1	www.shu.edu
1411	1	education.shu.edu
1412	1	www.shu.edu
1413	1	gradmeded.shu.edu
1414	1	thelogy@shu.edu
1415	1	diplomacy.shu.edu
1416	1	http://www.sccc.cc.ks.us
1417	1	www.sj-alaska.edu
1418	1	http://www.sc.cc.wy.us
1419	1	http://www.sheridantechnical.com
1420	1	www.ship.edu
1421	1	http://www.shoreline.ctc.edu
1422	1	www.shorter.edu
1423	1	http://www.huron.edu
1424	1	www.siena.edu
1425	1	http://www.sierraacademy.com
1426	1	http://www.sierra.cc.ca.us
1427	1	www.sierraneveda.edu
1428	1	http://www.svcollege.com
1429	1	www.sl.edu
1430	1	www.simons-rock.edu
1431	1	www.simpson.edu
1432	1	http://www.svc.ctc.edu
1433	1	cms.skidmore.edu
1434	1	www.sru.edu
1435	1	www.smith.edu
1436	1	http://www.snead.edu
1437	1	http://www.somcc.kctcs.net
1438	1	www.sonoma.edu
1439	1	http://wphs.k12.mo.us/sccc
1440	1	www.southcollege.edu
1441	1	www3.sdstate.edu
1442	1	http://www.sgatech.org
1443	1	http://www.spscc.ctc.edu
1444	1	http://www.sccd.ctc.edu/south
1445	1	http://www.ssc.cc.il.us
1446	1	http://www.stcc.cc.tx.us
1447	1	http://www.secc.kctcs.net
1448	1	http://www.college.sccm.cc.ne.us
1449	1	www.semo.edu
1450	1	http://www.southeasttech.com
1451	1	www.secollege.edu
1452	1	http://www.secc.cc.ia.us
1453	1	www.seu.edu
1454	1	www.southernchristian.edu
1455	1	www.southernct.edu
1456	1	www.siuc.edu
1457	1	www.siue.edu
1458	1	http://www.smtc.net
1459	1	www.snhu.edu
1460	1	http://www.socaec.com
1461	1	http://www.socaec.com
1462	1	www.spsu.edu
1463	1	http://www.sscc.edu
1464	1	subr.edu
1465	1	http://www.susla.edu
1466	1	www.suu.edu
1467	1	www.svc.edu
1468	1	http://www.southern.wvnet.edu
1469	1	http://www.southern.wvnet.edu
1470	1	http://www.southern.wvnet.edu
1471	1	http://www.sv.vccs.edu
1472	1	http://www.swhci.com
1473	1	http://www.smcc.cc.ms.us
1474	1	http://www.wp.smsu.edu
1475	1	http://www.swse.net
1476	1	http://www.swtjc.cc.tx.us
1477	1	http://www.sw.cc.va.us
1478	1	http://www.southwest.tec.wi.us
1479	1	www.swcaz.edu
1480	1	http://www.southwest.cc.nc.us
1481	1	http://www.southwestern.cc.il.us
1482	1	http://www.sipi.tec.nm.us
1483	1	www.southwestern.edu
1484	1	http://www.smcsc.edu
1485	1	http://www.spencerian.edu
1486	1	http://www.sfcc.spokane.cc.wa.us
1487	1	http://www.spoonrivercollege.net
1488	1	www.arbor.edu
1489	1	http://www.stcc.mass.edu
1490	1	www.sbu.edu
1491	1	www.stjohnscollege.edu
1492	1	www.st-johns.org/collegeofnursing
1493	1	www.stjohns.edu/tobin
1494	1	www.stlawu.edu
1495	1	http://www.slchc.com
1496	1	www.smcm.edu
1497	1	www.smwc.edu
1498	1	www.stu.edu
1499	1	http://www.stvincentscollege.edu
1500	1	www.gsb.stanford.edu
1501	1	www.gsb.stanford.edu
1502	1	www.med.stanford.edu
1503	1	www.stanford.edu
1504	1	http://www.startechinstitute.com
1505	1	http://www.startechnicalinstitute.com
1506	1	http://www.startechnicalinstitute.com
1507	1	http://www.stark.cc.oh.us
1508	1	www.westga.edu
1509	1	www.sfasu.edu
1510	1	www.stephens.edu
1511	1	www.sterling.edu
1512	1	http://www.montana.edu/wwwscc
1513	1	www.strayer.edu
1514	1	http://www.studiojewelersltd.com
1515	1	www.suffolk.edu
1516	1	www.sulross.edu
1517	1	http://www.sunyacc.edu
1518	1	http://www.sunybroome.edu
1519	1	http://www.clintoncc.suny.edu
1520	1	www.brockport.edu
1521	1	www.cortland.edu
1522	1	www.fredonia.edu
1523	1	www.geneseo.edu
1524	1	www.newpaltz.edu
1525	1	www.oneonta.edu
1526	1	www.plattsburgh.edu
1527	1	www.potsdam.edu
1528	1	www.purchase.edu
1529	1	http://www.alfredstate.edu
1530	1	http://www.canton.edu
1531	1	http://www.sunydutchess.edu
1532	1	www.ecc.edu.
1533	1	www.sunyit.edu
1534	1	http://www.sunyjcc.edu
1535	1	http://www.sunysccc.edu
1536	1	http://www.sunyulster.edu
1537	1	som.binghamton.edu
1538	1	www.buffalo.edu
1539	1	www.stonybrook.edu/
1540	1	www.albany.edu
1541	1	www.binghamton.edu
1542	1	www.oswego.edu
1543	1	www/susqu.edu/admissions
1544	1	http://tech.suwannee.k12.fl.us
1545	1	http://www.swainsboro.tec.ga.us
1546	1	newhouse.syr.edu
1547	1	www.syr.edu
1548	1	whitman.syr.edu
1549	1	gradsch.syr.edu
1550	1	www.tabor.edu
1551	1	http://www.tacoma.ctc.edu
1552	1	http://www.taft.cc.ca.us
1553	1	www.talladega.edu
1554	1	http://www.tallahassee.cc.fl.us
1555	1	http://www.tbiglobal.com
1556	1	http://tdds.com
1557	1	http://www.tclonline.org
1558	1	http://www.ccts.tec.nj.us/ti
1559	1	http://www.teccollege.com
1560	1	http://www.templejc.edu
1561	1	www.temple.edu
1562	1	http://www.tiha.com
1563	1	www.tnstate.edu
1564	1	http://www.crump.tec.tn.us
1565	1	http://www.dickson.tec.tn.us
1566	1	http://www.elizabethton.tec.tn.us
1567	1	http://www.hartsville.tec.tn.us
1568	1	http://www.hohenwald.tec.tn.us
1569	1	http://www.jacksboro.tec.tn.us
1570	1	http://www.jackson.tec.tn.us
1571	1	http://www.livingston.tec.tn.us
1572	1	http://www.morristown.tec.tn.us
1573	1	http://www.murfreesboro.tec.tn.us
1574	1	http://www.shelbyville.tec.tn.us
1575	1	http://www.whiteville.tec.tn.us
1576	1	http://www.huntsville.tec.tn.us
1577	1	www.twcnet.edu
1578	1	http://www.tesst.com
1579	1	http://www.tesst.com
1580	1	http://www.tesst.com
1581	1	http://www.tesst.com
1582	1	http://www.tc.cc.tx.us
1583	1	mba.tamu.edu
1584	1	www.tamu.edu
1585	1	www.tamucc.edu
1586	1	www.tcu.edu
1587	1	www.mba.tcu.edu
1588	1	www.tlu.edu
1589	1	http://www.tsb.edu
1590	1	http://www.tsb.edu
1591	1	http://www.harlingen.tstc.edu
1592	1	http://www.tstc.edu/waco.html
1593	1	www.txstate.edu
1594	1	www.ttu.edu
1595	1	www.gradschool.ttu.edu
1596	1	http://www.texasvocationalschools.com
1597	1	www.txwesleyan.edu
1598	1	www.twu.edu
1599	1	http://www.stevenstech.org
1600	1	http://www.amda.edu
1601	1	web.lesley.edu/aib
1602	1	http://www.acacollege.com
1603	1	http://www.aid.aii.edu
1604	1	http://www.aih.aii.edu
1605	1	http://www.aiph.aii.edu
1606	1	www.aip.aii.edu
1607	1	http://www.aim.artinstitutes.edu
1608	1	http://www.thebraxtonschool.com
1609	1	http://www.hightechschools.com
1610	1	http://www.cambridgeculinary.com
1611	1	www.cuhk.edu.hk/mba/
1612	1	http://www.chubbinstitute.com
1613	1	http://www.chubbinstitute.com
1614	1	http://www.chubbinstitute.com
1615	1	http://www.chubbinstitute.com
1616	1	http://www.chubbinstitute.com
1617	1	www.citadel.edu
1618	1	http://www.cittone.com
1619	1	http://www.cotedu.com
1620	1	www.elms.edu
1621	1	www.css.edu
1622	1	http://www.thecreativecenter.com
1623	1	http://www.creativecircus.com
1624	1	www.ciachef.edu
1625	1	http://www.ciachef.edu
1626	1	www.evergreen.edu
1627	1	www.tfu.edu
1628	1	www.gwu.edu
1629	1	www.business.gwu.edu/grad
1630	1	http://www.hartfordconservatory.org
