university	collegeprowler	name
0804	1	Reading Area Community College
0805	1	Reconstructionist Rabbinical College
0806	1	Red River Technology Center
0807	1	Redlands Community College
0808	1	Refrigeration School Inc
0809	1	Regency Beauty Institute - Darien
0810	1	Regency Beauty Institute - Maplewood
0811	1	Regency Beauty Institute - Olathe
0812	1	Regent University
0813	1	Regis College
0814	1	Regis University
0815	1	Reinhardt College
0816	1	Remington College - Baton Rouge
0817	1	Remington College - Cleveland West Campus
0818	1	Remington College - Houston Campus
0819	1	Remington College - Memphis Campus
0820	1	Remington College - Nashville Campus
0821	1	Remington College - North Houston Campus
0822	1	Remington College - San Diego Campus
0823	1	Renaissance School of Therapeutic Massage
0824	1	Reuben - Allen College
0825	1	Richland College
0826	1	Ridgewater College
0827	1	Ridley - Lowell Business & Technical Institute - Poughkeepsie
0828	1	Rio Salado College
0829	1	Rivertown School of Beauty
0830	1	Robert Morris University Illinois
0831	1	Robert Paul Academy of Cosmetology Arts & Sciences
0832	1	Rochester College
0833	1	Rockefeller University
0834	1	Rockford College
0835	1	Rockhurst University
0836	1	Rockingham Community College
0837	1	Roger Williams University
0838	1	Roger Williams University School of Law
0839	1	Rogers State University
0840	1	Roman Academy of Beauty Culture
0841	1	Rose - Hulman Institute of Technology
0842	1	Rosedale Bible College
0843	1	Ross Institute of Medical & Dental Technology
0844	1	Ross Medical Education Center - Ann Arbor
0845	1	Ross Medical Education Center - Lansing
0846	1	Rowan - Cabarrus Community College
0847	1	Roxbury Community College
0848	1	Rudae's School of Beauty Culture Inc - Kokomo
0849	1	SAE Institute of Technology - Nashville
0850	1	Saginaw Valley State University
0851	1	Saint Charles Borromeo Seminary - Overbrook
0852	1	Saint Francis Medical Center College of Nursing
0853	1	Saint Francis Medical Center School of Nursing
0854	1	Saint Gregorys University
0855	1	Saint John Vianney College Seminary
0856	1	Saint John's Seminary
0857	1	Saint Johns University
0858	1	Saint Joseph College
0859	1	Saint Joseph's College of Maine
0860	1	Saint Josephs College IN
0861	1	Saint Louis Community College - Florissant Valley
0862	1	Saint Louis Community College - Wildwood
0863	1	Saint Martin's University
0864	1	Saint Mary - of - the - Woods College
0865	1	Saint Mary's College
0866	1	Saint Mary's College of California
0867	1	Saint Paul College - A Community & Technical College
0868	1	Saint Paul School of Theology
0869	1	Saint Vladimirs Orthodox Theological Seminary
0870	1	Salem Community College
0871	1	Salem International University
0872	1	Saline County Career Center
0873	1	Salon Success Academy - Corona
0874	1	Salter School - Fall River Campus
0875	1	Samaritan Hospital School of Nursing
0876	1	Sampson Community College
0877	1	San Diego City College
0878	1	San Diego Miramar College
0879	1	San Joaquin College of Law
0880	1	San Joaquin Valley College - Fresno Aviation Campus
0881	1	San Joaquin Valley College - Modesto Campus
0882	1	San Joaquin Valley College - Rancho Cucamonga
0883	1	San Joaquin Valley College - Visalia
0884	1	San Juan Basin Technical College
0885	1	San Juan College
0886	1	Sandhills Community College
0887	1	Sandusky Career Center
0888	1	Sanford - Brown College - Collinsville
0889	1	Sanford - Brown College - Hazelwood
0890	1	Sanford - Brown College - Middleburg Heights
0891	1	Sanford - Brown College - Vienna
0892	1	Sanford - Brown Institute - Dallas
0893	1	Sanford - Brown Institute - Fort Lauderdale
0894	1	Sanford - Brown Institute - Pittsburgh
0895	1	Sanford Medical Center
0896	1	Santa Barbara Business College - Bakersfield
0897	1	Santa Barbara Business College - Ventura
0898	1	Sarasota School of Massage Therapy
0899	1	Savannah School of Massage Therapy
0900	1	Schenectady County Community College
0901	1	Schiller International University
0902	1	School of Visual Arts
0903	1	Schuyler - Steuben - Chemung - Tioga - Allegany BOCES
0904	1	Schuylkill Technology Center
0905	1	Seabury - Western Theological Seminary
0906	1	Seacoast Career School - Manchester Campus
0907	1	Seattle Community College - Central Campus
0908	1	Seminary of the Immaculate Conception
0909	1	Serbias Technical College
0910	1	Seton Hill University
0911	1	Shawnee State University
0912	1	Shenandoah University
0913	1	Shepherd University
0914	1	Sherman College of Straight Chiropractic
0915	1	Sherman Kendalls Academy of Beauty
0916	1	Shorter College - Professional Studies
0917	1	Sierra Nevada College
0918	1	Sierra Valley Business College
0919	1	Signature Healthcare Brockton Hospital School of Nursing
0920	1	Sioux Falls Seminary
0921	1	Sisseton Wahpeton College
0922	1	Skagit Valley College
0923	1	Skinworks School of Advanced Skincare
0924	1	Skyline College (CA)
0925	1	Skyline College - Roanoke
0926	1	Snead State Community College
0927	1	Sojourner - Douglass College
0928	1	South Arkansas Community College
0929	1	South Carolina State University
0930	1	South Central Career Center
0931	1	South Coast College
0932	1	South College - Asheville
0933	1	South Florida Community College
0934	1	South Georgia College
0935	1	South Hills School of Business & Technology
0936	1	South Louisiana Community College
0937	1	South Texas Vocational - Technical Institute
0938	1	South Texas Vocational Technical Institute - McAllen
0939	1	South University - Savannah
0940	1	Southeast Kentucky Community & Technical College
0941	1	Southeast Missouri Hospital College of Nursing & Health Sciences
0942	1	Southeast Missouri State University
0943	1	Southeast Texas Career Institute
0944	1	Southeastern Baptist College
0945	1	Southeastern Community College - West Burlington
0946	1	Southeastern Community College - Whiteville
0947	1	Southeastern School of Neuromuscular Massage - Charleston
0948	1	Southeastern School of Neuromuscular Massage - Columbia
0949	1	Southern California College of Optometry
0950	1	Southern California Institute of Technology
0951	1	Southern Careers Institute Inc - Corpus Christi
0952	1	Southern Connecticut State University
0953	1	Southern Nazarene University
0954	1	Southern Oregon University
0955	1	Southern State Community College
0956	1	Southern Technical College
0957	1	Southern Union State Community College
0958	1	Southern University & A & M College
0959	1	Southern University at Shreveport
0960	1	Southern Westchester BOCES - Practical Nursing Program
0961	1	Southside Virginia Community College
0962	1	Southwest Acupuncture College - Albuquerque
0963	1	Southwest Acupuncture College - Santa Fe
0964	1	Southwest College of Naturopathic Medicine & Health Sciences
0965	1	Southwest Collegiate Institute for the Deaf
0966	1	Southwest Institute of Healing Arts
0967	1	Southwest Technology Center
0968	1	Southwest Texas Junior College
0969	1	Southwestern Assemblies of God University
0970	1	Southwestern Baptist Theological Seminary
0971	1	Southwestern College
0972	1	Southwestern College - Dayton
0973	1	Southwestern College - Franklin
0974	1	Southwestern Community College - Creston
0975	1	Southwestern Community College - Sylva
0976	1	Southwestern Law School
0977	1	Southwestern Michigan College
0978	1	Southwestern Oklahoma State University
0979	1	Southwestern Oregon Community College
0980	1	Sowela Technical Community College
0981	1	Spa Tech Institute - Plymouth
0982	1	Spalding University
0983	1	Sparks College
0984	1	Spencerian College - Lexington
0985	1	Spokane Falls Community College
0986	1	Spring Arbor University
0987	1	Spring Hill College
0988	1	St James Mercy Hospital School of Radiologic Science
0989	1	St Joseph's College of Nursing at St Joseph's Hospital Health Center
0990	1	St Louis College of Health Careers - Saint Louis
0991	1	St Luke's College
0992	1	St Lukes Hospital School of Nursing
0993	1	St Margaret School of Nursing
0994	1	St Tikhon's Orthodox Theological Seminary
0995	1	St Vincent Catholic Medical Center School of Nursing - Brooklyn & Queens
0996	1	St Vincent's College
0997	1	St. Anselm College
0998	1	St. Basil College
0999	1	St. Bonaventure University
1000	1	St. Francis College
1001	1	St. John's Seminary
1002	1	Stage One - The Hair School
1003	1	Stanbridge College
1004	1	Stanly Community College
1005	1	Star Truck Driving School - Bensenville
1006	1	Starr King School for Ministry
1007	1	State Barber & Hair Design College
1008	1	State College of Beauty Culture Inc
1009	1	State Fair Community College
1010	1	State University of New York at Geneseo
1011	1	State University of New York College at Plattsburgh
1012	1	State University of New York College at Potsdam
1013	1	State University of New York College of Environmental Science & Forestry
1014	1	State University of New York College of Optometry
1015	1	State University of New York College of Technology at Delhi
1016	1	State University of New York Empire State College
1017	1	Stautzenberger College
1018	1	Stenotype Institute of Jacksonville Inc - Orlando
1019	1	Sterling College - Sterling
1020	1	Stillman College
1021	1	Stone Academy - East Hartford
1022	1	Stonehill College
1023	1	Strand College of Hair Design
1024	1	Stratford University
1025	1	Studio Jewelers
1026	1	Suburban Technical School
1027	1	Suffolk County Community College
1028	1	Suffolk University
1029	1	Sullivan County BOCES - Practical Nursing Program
1030	1	Sullivan County Community College
1031	1	Summit Career College
1032	1	Summit Christian College
1033	1	Sunbridge College
1034	1	Superior Career Institute
1035	1	Sussex County Community College
1036	1	Swedish Institute College of Health Sciences
1037	1	Tabor College
1038	1	Tai Sophia Institute
1039	1	Tarleton State University
1040	1	Taylor Business Institute
1041	1	Taylor Technical Institute
1042	1	Taylor University - Fort Wayne
1043	1	TCTC Adult Training Center
1044	1	Technical College of the Lowcountry
1045	1	Teikyo Loretto Heights University
1046	1	Temple Baptist Seminary
1047	1	Temple College
1048	1	Tennessee Academy of Cosmetology LLC
1049	1	Tennessee Academy of Cosmetology LLC - Memphis
1050	1	Tennessee Technology Center at Covington
1051	1	Tennessee Technology Center at Dickson
1052	1	Tennessee Technology Center at Jacksboro
1053	1	Tennessee Technology Center at McKenzie
1054	1	Tennessee Technology Center at Newbern
1055	1	Tennessee Technology Center at Oneida - Huntsville
1056	1	TESST College of Technology - Baltimore
1057	1	TESST College of Technology - Towson
1058	1	Texas Careers - Laredo
1059	1	Texas College
1060	1	Texas College of Cosmetology - Abilene
1061	1	Texas School of Business - Friendswood Inc
1062	1	Texas School of Business - Southwest Inc
1063	1	Texas State Technical College - Harlingen
1064	1	Texas Tech University Health Sciences Center
1065	1	The Academy of Health Care Professions - Houston
1066	1	The Academy of Health Care Professions - San Antonio
1067	1	The Academy of Radio & TV Broadcasting
1068	1	The Art Institute of California - Hollywood
1069	1	The Art Institute of California - Inland Empire
1070	1	The Art Institute of California - San Diego
1071	1	The Art Institute of California - San Francisco
1072	1	The Art Institute of Cincinnati
1073	1	The Art Institute of New York City
1074	1	The Art Institute of Seattle
1075	1	The Art Institute of Tucson
1076	1	The Beauty Institute
1077	1	The Boston Conservatory
1078	1	The Bryman School of Arizona
1079	1	The College of Saint Rose
1080	1	The College of Saint Thomas More
1081	1	The College of Westchester
1082	1	The Cooking & Hospitality Institute of Chicago
1083	1	The Creative Center
1084	1	The Esani Institute
1085	1	The Fashion Institute of Design & Merchandising - Orange County
1086	1	The Fashion Institute of Design & Merchandising - San Diego
1087	1	The Hair Design School - Florence
1088	1	The Hair Design School - Highlands
1089	1	The Illinois Center for Broadcasting
1090	1	The Illinois Institute of Art - Schaumburg
1091	1	The Institute for Health Education
1092	1	The Juilliard School
1093	1	The Leon Institute of Hair Design
1094	1	The Master's College & Seminary
1095	1	The National Hispanic University
1096	1	The New England Institute of Art
1097	1	The New School
1098	1	The Salon Professional Academy - New Hope
1099	1	The Salon Professional Academy - Williston
1100	1	Thiel College
1101	1	Thomas Aquinas College
1102	1	Thomas Jefferson School of Law
1103	1	Thomas More College
1104	1	Thompson Institute
1105	1	Three Rivers Community College - Poplar Bluff
1106	1	Tidewater Tech - Trades
1107	1	Toccoa Falls College
1108	1	Toledo Public Schools Adult & Continuing Education
1109	1	Tom P Haney Technical Center
1110	1	Toni & Guy Hair Academy - Coeur D Alene
1111	1	Toni & Guy Hairdressing Academy - Colorado Springs
1112	1	Toni & Guy Hairdressing Academy - Scottsdale
1113	1	Touch of Class School of Cosmetology
1114	1	Traviss Career Center
1115	1	Treasure Valley Community College
1116	1	Tri - County Adult Career Center
1117	1	Tri - County Community College
1118	1	Triangle Tech Inc - Bethlehem
1119	1	Trinidad State Junior College
1120	1	Trinity Christian College
1121	1	Trinity College of Florida
1122	1	Trinity Law & Graduate School
1123	1	Trinity Lutheran College
1124	1	Trinity Lutheran Seminary
1125	1	Trinity Valley Community College
1126	1	Triton College
1127	1	Truman Medical Center School for Nurse Anesthesia
1128	1	Tulsa Technology Center - Lemley Campus
1129	1	Tulsa Welding School - Jacksonville Campus
1130	1	Tusculum College
1131	1	Twin City Beauty College
1132	1	Tyler Junior College
1133	1	Ulster County Community College
1134	1	Ultimate Medical Academy - Tampa
1135	1	Union Graduate College
1136	1	Union Theological Seminary & Presbyterian School of Christian Education
1137	1	Unitech Training Academy
1138	1	Unitech Training Academy - West Monroe Campus
1139	1	United States Air Force Academy
1140	1	United States Coast Guard Academy
1141	1	United States Sports Academy
1142	1	United Theological Seminary
1143	1	Universal Career Community College Inc
1144	1	Universal Technical Institute of California Inc
1145	1	Universal Technical Institute of Massachusetts Inc
1146	1	Universal Technical Institute of Texas Inc
1147	1	Universidad Del Este
1148	1	Universidad Metropolitana
1149	1	University of Alaska Anchorage
1150	1	University of Alaska Southeast
1151	1	University of Arkansas - Fort Smith
1152	1	University of Arkansas at Pine Bluff
1153	1	University of Arkansas Community College - Batesville
1154	1	University of Arkansas Community College - Morrilton
1155	1	University of Cincinnati - Clermont College
1156	1	University of Cincinnati - Raymond Walters College
1157	1	University of Colorado Denver
1158	1	University of Dallas
1159	1	University of Detroit Mercy
1160	1	University of Great Falls
1161	1	University of Hawaii - Manoa
1162	1	University of Hawaii - West Oahu
1163	1	University of Indianapolis
1164	1	University of La Verne
1165	1	University of Maine at Fort Kent
1166	1	University of Maine at Machias
1167	1	University of Maine at Presque Isle
1168	1	University of Massachusetts - Boston
1169	1	University of Massachusetts - Lowell
1170	1	University of Medicine & Dentistry of New Jersey
1171	1	University of Michigan - Dearborn
1172	1	University of Missouri - Kansas City
1173	1	University of Missouri - St Louis
1174	1	University of Montana - Western
1175	1	University of Montevallo
1176	1	University of New Mexico - Gallup Campus
1177	1	University of New Mexico - Valencia County Branch
1178	1	University of New Orleans
1179	1	University of North Carolina - Wilmington
1180	1	University of North Carolina at Asheville
1181	1	University of North Dakota
1182	1	University of North Texas Health Science Center
1183	1	University of Phoenix - Atlanta Campus
1184	1	University of Phoenix - Chattanooga Campus
1185	1	University of Phoenix - Chicago Campus
1186	1	University of Phoenix - Cleveland Campus
1187	1	University of Phoenix - Columbia Campus
1188	1	University of Phoenix - Columbus Georgia Campus
1189	1	University of Phoenix - Harrisburg Campus
1190	1	University of Phoenix - Idaho Campus
1191	1	University of Phoenix - Memphis Campus
1192	1	University of Phoenix - Metro Detroit Campus
1193	1	University of Phoenix - Minneapolis/St Paul Campus
1194	1	University of Phoenix - Nashville Campus
1195	1	University of Phoenix - Online Campus
1196	1	University of Phoenix - Pittsburgh Campus
1197	1	University of Phoenix - Raleigh Campus
1198	1	University of Phoenix - Savannah Campus
1199	1	University of Phoenix - Southern Arizona Campus
1200	1	University of Phoenix - West Florida Campus
1201	1	University of Phoenix - West Michigan Campus
1202	1	University of Pittsburgh - Bradford
1203	1	University of Pittsburgh - Johnstown
1204	1	University of Puerto Rico
1205	1	University of Puerto Rico - Carolina
1206	1	University of Puerto Rico - Medical Sciences Campus
1207	1	University of Puerto Rico - Utuado
1208	1	University of Redlands
1209	1	University of Rio Grande
1210	1	University of Sacred Heart
1211	1	University of Saint Mary
1212	1	University of Scranton
1213	1	University of South Carolina - Aiken
1214	1	University of Southern Nevada
1215	1	University of St Francis
1216	1	University of St Thomas - Minnesota
1217	1	University of Tennessee - Martin
1218	1	University of Texas - Pan American
1219	1	University of Texas at Tyler
1220	1	University of Texas Health Science Center at San Antonio
1221	1	University of Texas of the Permian Basin
1222	1	University of the Arts
1223	1	University of the Cumberlands
1224	1	University of the District of Columbia
1225	1	University of the Ozarks
1226	1	University of the Pacific
1227	1	University of the Virgin Islands
1228	1	University of Tulsa
1229	1	University of West Florida
1230	1	University of West Georgia
1231	1	University of Wisconsin - Eau Claire
1232	1	University of Wisconsin - La Crosse
1233	1	University of Wisconsin - Milwaukee
1234	1	University of Wisconsin - Platteville
1235	1	University of Wisconsin Colleges
1236	1	University of Wyoming
1237	1	UPMC Presbyterian Shadyside Dietetic Internship
1238	1	Upper Cape Cod Regional Technical School
1239	1	Upper Iowa University
1240	1	Upper Valley Joint Vocational School
1241	1	Urban College of Boston
1242	1	USA Beauty School International
1243	1	Utah Career College
1244	1	Utah Career College - Layton
1245	1	Utica College
1246	1	Cabell County Career Technology Center
1247	1	Cain's Barber College Inc
1248	1	Caldwell Community College & Technical Institute
1249	1	California Career School
1250	1	California Christian College
1251	1	California Cosmetology College
1252	1	California Healing Arts College
1253	1	California Lutheran University
1254	1	California Maritime Academy
1255	1	California School of Culinary Arts
1256	1	California State University - Channel Islands
1257	1	California State University - East Bay
1258	1	California State University - Fresno
1259	1	California State University - Los Angeles
1260	1	California State University - San Bernardino
1261	1	California Western School of Law
1262	1	Calvary Baptist Theological Seminary
1263	1	Calvin Theological Seminary
1264	1	Cambria - Rowe Business College - Johnstown
1265	1	Cambridge Institute of Allied Health
1266	1	Camelot College
1267	1	Cameo College of Essential Beauty
1268	1	Cameron College
1269	1	Cameron University
1270	1	Canadian Valley Technology Center
1271	1	Cankdeska Cikana Community College
1272	1	Cannella School of Hair Design - Blue Island
1273	1	Cannella School of Hair Design - Chicago 2
1274	1	Cannella School of Hair Design - Villa Park
1275	1	Capitol College
1276	1	Capitol School of Hairstyling
1277	1	Capri College - Cedar Rapids
1278	1	Capri College - Davenport
1279	1	Capri Institute of Hair Design - Clifton
1280	1	Capri School of Hair Design
1281	1	Cardinal Stritch University
1282	1	Career Academy
1283	1	Career Academy of New York
1284	1	Career Centers of Texas - Ft Worth
1285	1	Career College of Northern Nevada
1286	1	Career Institute of Health & Technology - Garden City
1287	1	Career Quest
1288	1	Career Technical College - Monroe
1289	1	Career Technology Center of Lackawanna County
1290	1	Career Training Academy - Monroeville
1291	1	Career Training Solutions
1292	1	Caribbean Forensic & Technical College
1293	1	Caribbean University - Carolina
1294	1	Caribbean University - Ponce
1295	1	Caribbean University - Vega Baja
1296	1	Carl Sandburg College
1297	1	Carlos Albizu University - San Juan
1298	1	Carnegie Institute of Integrative Medicine & Massotherapy
1299	1	Carolina Beauty College 4
1300	1	Carolina Christian College
1301	1	Carolinas College of Health Sciences
1302	1	Carousel Beauty College - Dayton
1303	1	Carroll College
1304	1	Cascade College
1305	1	Casper College
1306	1	Castleton State College
1307	1	Catawba Valley Community College
1308	1	Catherine Hinds Institute of Esthetics
1309	1	Cayuga County Community College
1310	1	CCI Training Center
1311	1	Cecil College
1312	1	Centenary College
1313	1	Central Arizona College
1314	1	Central Baptist College
1315	1	Central Bible College
1316	1	Central Career School
1317	1	Central Carolina Technical College
1318	1	Central Coast College
1319	1	Central Community College
1320	1	Central Lakes College - Brainerd
1321	1	Central Maine Community College
1322	1	Central Maine Medical Center College of Nursing & Health Professions
1323	1	Central Michigan University
1324	1	Central Piedmont Community College
1325	1	Central School of Practical Nursing - Cleveland
1326	1	Central Technology Center
1327	1	Central Texas Beauty College - Temple
1328	1	Central Virginia Community College
1329	1	Centralia College
1330	1	Centro de Estudios Multidisciplinarios - Humacao
1331	1	Centura College
1332	1	Centura College - Chesapeake
1333	1	Centura College - Newport News
1334	1	Century College
1335	1	Chabot College
1336	1	Chadron State College
1337	1	Chamberlain College of Nursing–St. Louis Campus
1338	1	Chancellor University
1339	1	Charles E Gregory School of Nursing
1340	1	Charleston School of Massage
1341	1	Charleston Southern University
1342	1	Charlie's Guard - Detective Bureau & Academy Inc
1343	1	Chatfield College
1344	1	Chattahoochee Technical College
1345	1	Chattahoochee Valley Community College
1346	1	Chesapeake College
1347	1	Chester College of New England
1348	1	Chicago School of Professional Psychology
1349	1	Chicago State University
1350	1	Chicago Theological Seminary
1351	1	Chillicothe Beauty Academy Inc
1352	1	Chipola College
1353	1	Chisholm Trail Technology Center
1354	1	Choffin Career & Technical Center
1355	1	Chris Beauty College
1356	1	Christ the King Seminary
1357	1	Christian Brothers University
1358	1	Christopher Newport University
1359	1	Church Divinity School of the Pacific
1360	1	Circle in the Square Theater School
1361	1	City College Branch Campus
1362	1	City Colleges of Chicago - Kennedy - King College
1363	1	City Colleges of Chicago - Malcolm X College
1364	1	City Colleges of Chicago - Richard J Daley College
1365	1	City of Hope Graduate School of Biological Sciences
1366	1	City University of Seattle
1367	1	Clackamas Community College
1368	1	Claremore Beauty College
1369	1	Clarendon College
1370	1	Clarion University of Pennsylvania
1371	1	Clarita Career College
1372	1	Clark College
1373	1	Clark State Community College
1374	1	Clarkson University
1375	1	Clary Sage College
1376	1	Clatsop Community College
1377	1	Clearwater Christian College
1378	1	Clemens College
1379	1	Cleveland Chiropractic College
1380	1	Cleveland Clinic Health System - School of Diagnostic Imaging
1381	1	Cleveland Community College
1382	1	Cleveland Institute of Art
1383	1	Cleveland Institute of Dental - Medical Assistants - Mentor
1384	1	Cleveland Institute of Music
1385	1	Clinton Community College
1386	1	Clinton Junior College
1387	1	Clover Park Technical College
1388	1	Coahoma Community College
1389	1	Coastal Carolina Community College
1390	1	Coastal Carolina University
1391	1	Cobb Beauty College Inc
1392	1	Coker College
1393	1	Colby-Sawyer College
1394	1	Colegio Pentecostal Mizpa
1395	1	Colegio Universitario de San Juan
1396	1	Colgate Rochester Crozer Divinity School
1397	1	College America - Denver
1398	1	College America - Flagstaff
1399	1	College America - Fort Collins
1400	1	College for Technical Education
1401	1	College of Biblical Studies - Houston
1402	1	College of Business & Technology
1403	1	College of Business & Technology - Hialeah Campus
1404	1	College of Court Reporting Inc
1405	1	College of Menominee Nation
1406	1	College of Mount St. Joseph
1407	1	College of Saint Benedict & St. John's University
1408	1	College of Santa Fe at Albuquerque
1409	1	College of Southern Maryland
1410	1	College of the Ozarks
1411	1	Colorado School of Trades
1412	1	Colorado Technical University - Greenwood Village
1413	1	Colorado Technical University - North Kansas City
1414	1	Colorado Technical University of Sioux Falls
1415	1	Columbia - Greene Community College
1416	1	Columbia Area Vocational Technical School
1417	1	Columbia Basin College
1418	1	Columbia College - Missouri
1419	1	Columbia College Hollywood
1420	1	Columbia Gorge Community College
1421	1	Columbia Theological Seminary
1422	1	Commercial Diving Academy
1423	1	Community Based Education & Development DBA CBD College
1424	1	Community Christian College
1425	1	Community College of Aurora
1426	1	Community College of Beaver County
1427	1	Community College of Philadelphia
1428	1	Compass Career College
1429	1	Compu - Med Vocational Careers Corp
1430	1	Computer Labs
1431	1	Conception Seminary College
1432	1	Concorde Career College - North Hollywood
1433	1	Concorde Career Colleges - Arlington
1434	1	Concordia College - Bronxville
1435	1	Concordia College at Moorhead
1436	1	Concordia Theological Seminary
1437	1	Concordia University - Ann Arbor
1438	1	Concordia University - Saint Paul
1439	1	Concordia University - Seward
1440	1	Concordia University Texas
1441	1	Conemaugh Valley Memorial Hospital
1442	1	Connecticut Center for Massage Therapy - Newington
1443	1	Connecticut Culinary Institute - Hartford
1444	1	Connecticut Training Centers Inc
1445	1	Continental Academie of Hair Design - Hudson
1446	1	Continental School of Beauty Culture - Buffalo
1447	1	Converse College
1448	1	Conway School of Landscape Design
1449	1	Cooper Health System Center for Allied Health Education
1450	1	Coosa Valley Technical College
1451	1	Copper Mountain Community College
1452	1	Coppin State University
1453	1	Cortiva Institute - Chicago
1454	1	Cortiva Institute - Pennsylvania School of Muscle Therapy
1455	1	Cosmetology Careers Unlimited - Hibbing
1456	1	Cossatot Community College of the University of Arkansas
1457	1	Court Reporting Institute of Louisiana
1458	1	Cowley County Community College
1459	1	Crafton Hills College
1460	1	Cranbrook Academy of Art
1461	1	Crawford County Area Vocational Technical School Practical Nursing Program
1462	1	Creations College of Cosmetology
1463	1	Creative Hair Styling Academy Inc
1464	1	Crimson Technical College
1465	1	Crossroads College
1466	1	Crums Beauty College
1467	1	Culinary Academy of Austin
1468	1	Culinary Institute of America
1469	1	Cumberland County College
1470	1	Cumberland University
1471	1	CUNY College of Staten Island
1472	1	CUNY John Jay College Criminal Justice
1473	1	CUNY Medgar Evers College
1474	1	CUNY School of Law at Queens College
1475	1	Cuyamaca College
1476	1	Valdosta Technical College
1477	1	Valley City State University
1478	1	Valley College - Princeton
1479	1	Valley Forge Military College
1480	1	Vanguard College of Cosmetology
1481	1	Vantage Career Center
1482	1	Vatterott Career College - Memphis
1483	1	Vatterott College - Quincy
1484	1	Vatterott College - Saint Joseph
1485	1	Vatterott College - Spring Valley Campus
1486	1	Vatterott College - Sunset Hills
1487	1	Vatterott College - Tulsa
1488	1	Vatterott College - Wichita
1489	1	Velma B's Beauty Academy
1490	1	Ventura College
1491	1	Vermont Law School
1492	1	Victor Valley College
1493	1	Virginia College - Huntsville
1494	1	Virginia College - Jackson
1495	1	Virginia Farrell Beauty School - Ferndale
1496	1	Virginia Farrell Beauty School - Livonia
1497	1	Virginia Marti College of Art & Design
1498	1	Virginia Military Institute
1499	1	Virginia School of Massage
1500	1	Virginia State University
1501	1	Virginia University of Lynchburg
1502	1	Visible School - Music & Worships Arts College
1503	1	Voorhees College
1504	1	Walden University
1505	1	Waldorf College
1506	1	Walla Walla University
1507	1	Warner Pacific College
1508	1	Wartburg Theological Seminary
1509	1	Washburn University
1510	1	Washington - Holmes Technical Center
1511	1	Washington College
1512	1	Washtenaw Community College
1513	1	Watts School of Nursing
1514	1	Waukesha County Technical College
1515	1	Wayne Community College
1516	1	Wayne State College
1517	1	Weatherford College
1518	1	Webber International University
1519	1	Webster University
1520	1	Wenatchee Valley College
1521	1	Wes Watkins Technology Center
1522	1	Wesley College - Florence
1523	1	Wesleyan College
1524	1	West Central Technical College
1525	1	West Coast University
1526	1	West Georgia Technical College
1527	1	West Shore Community College
1528	1	West Tennessee Business College
1529	1	West Texas A & M University
1530	1	West Virginia Wesleyan College
1531	1	Western Beauty Institute
1532	1	Western Career College - Emeryville
1533	1	Western Career College - Sacramento
1534	1	Western Carolina University
1535	1	Western Iowa Tech Community College
1536	1	Western Nebraska Community College
1537	1	Western Nevada College
1538	1	Western Pennsylvania Hospital School of Nursing
1539	1	Western Seminary
1540	1	Western State University - College of Law - Argosy
1541	1	Western Suffolk BOCES
1542	1	Western Texas College
1543	1	Western Theological Seminary
1544	1	Westminster College
1545	1	Westminster College of Salt Lake City
1546	1	Westminster Theological Seminary
1547	1	Westminster Theological Seminary in California
1548	1	Westmont College
1549	1	Westwood College - Anaheim
1550	1	Westwood College - Arlington Ballston
1551	1	Westwood College - Atlanta Midtown
1552	1	Westwood College - Chicago Loop
1553	1	Westwood College - Denver North
1554	1	Westwood College - Dupage
1555	1	Westwood College - Houston South
1556	1	Westwood College - South Bay
1557	1	Wharton County Junior College
1558	1	Wheeling Jesuit University
1559	1	White Mountains Community College
1560	1	Whitworth University
1561	1	Wichita Technical Institute
1562	1	Wilkes Community College
1563	1	William Jessup University
1564	1	Williams Baptist College
1565	1	Williston State College
1566	1	Wilmington University
1567	1	Windward Community College
1568	1	Wisconsin Indianhead Technical College
1569	1	Won Institute of Graduate Studies
1570	1	Wood Tobe - Coburn School
1571	1	Woodbury University
1572	1	Worcester Polytechnic Institute
1573	1	Word of Life Bible Institute
1574	1	Wyotech - Fremont
1575	1	Xenon International Academy - Aurora
1576	1	Xenon International Academy II Inc
1577	1	Yakima Valley Community College
1578	1	Yeshiva University
1579	1	Yorktowne Business Institute
1580	1	YTI Career Institute - Mechanicsburg
1581	1	YTI Career Institute - York
1582	1	Zane State College
1583	1	Zion Bible College
1584	1	D'Youville College
1585	1	DabneyLancaster Community College
1586	1	Dade Medical College
1587	1	Dakota Wesleyan University
1588	1	Dallas Baptist University
1589	1	Dallas Christian College
1590	1	Dana College
1591	1	Danville Regional Medical Center School of Health Professions
1592	1	Davenport University
1593	1	David Demuth Institute of Cosmetology
1594	1	Davis & Elkins College
1595	1	Davis College - Toledo
1596	1	Dawn Training Centre
1597	1	Daymar College - Chillicothe
1598	1	Daymar College - Jackson
1599	1	Daymar College - Paducah
1600	1	Daymar College - Paducah Main
1601	1	Daytona College
1602	1	Dekalb Technical College
1603	1	Delaware County Technical School - Practical Nursing Program
1604	1	Delaware Technical & Community College - Owens
1605	1	Delaware Technical & Community College - Terry
1606	1	Delaware Valley College
1607	1	Delmarva Beauty Academy
1608	1	Delta College of Arts & Technology
1609	1	Des Moines Area Community College
1610	1	Des Moines University - Osteopathic Medical Center
1611	1	Design Institute of San Diego
