university	ecampustours	phone
0821	1	Phone: 865-974-1000
0822	1	Phone: 731-881-7000
0823	1	Phone: 931-598-1000
0824	1	Phone: 615-322-7311
0825	1	Phone: 901-320-9700
0826	1	Phone: 615-452-8600
0827	1	Phone: 423-585-2600
0828	1	Phone: 615-383-4848
0829	1	Phone: 903-813-2000
0830	1	Phone: 254-710-1011
0831	1	Phone: 254-526-7161
0832	1	Phone: 512-313-3000
0833	1	Phone: 214-333-7100
0834	1	Phone: 972-241-3371
0835	1	Phone: 972-929-6777
0836	1	Phone: 903-935-7963
0837	1	Phone: 325-646-2502
0838	1	Phone: 512-505-3000
0839	1	Phone: 903-233-3000
0840	1	Phone: 325-793-3800
0841	1	Phone: 903-693-2000
0842	1	Phone: 936-294-1111
0843	1	Phone: 830-896-5411
0844	1	Phone: 214-768-2000
0845	1	Phone: 817-645-3921
0846	1	Phone: 512-863-6511
0847	1	Phone: 512-448-8400
0848	1	Phone: 936-468-2011
0849	1	Phone: 254-968-9000
0850	1	Phone: 979-845-3211
0851	1	Phone: 409-740-4400
0852	1	Phone: 903-886-5081
0853	1	Phone: 361-593-2111
0854	1	Phone: 817-257-7000
0855	1	Phone: 830-372-8000
0856	1	Phone: 512-245-2111
0857	1	Phone: 806-742-2011
0858	1	Phone: 817-531-4444
0859	1	Phone: 940-898-2000
0860	1	Phone: 210-999-7011
0861	1	Phone: 972-721-5000
0862	1	Phone: 713-743-1000
0863	1	Phone: 800-727-8642
0864	1	Phone: 940-565-2000
0865	1	Phone: 915-747-5000
0866	1	Phone: 972-883-2111
0867	1	Phone: 512-471-3434
0868	1	Phone: 210-829-6000
0869	1	Phone: 806-291-1000
0870	1	Phone: 806-651-0000
0871	1	Phone: 903-927-3300
0872	1	Phone: 801-422-4636
0873	1	Phone: 801-524-8100
0874	1	Phone: 435-586-7700
0875	1	Phone: 435-797-1000
0876	1	Phone: 801-863-8161
0877	1	Phone: 801-626-6000
0878	1	Phone: 801-484-7651
0879	1	Phone: 802-442-5401
0880	1	Phone: 802-862-9616
0881	1	Phone: 802-860-2700
0882	1	Phone: 802-454-8311
0883	1	Phone: 802-287-8000
0884	1	Phone: 802-635-2356
0885	1	Phone: 802-626-6200
0886	1	Phone: 802-257-4333
0887	1	Phone: 802-485-2000
0888	1	Phone: 802-654-2000
0889	1	Phone: 802-447-6324
0890	1	Phone: 802-656-3131
0891	1	Phone: 802-728-1000
0892	1	Phone: 757-490-1241
0893	1	Phone: 434-791-5600
0894	1	Phone: 276-326-3682
0895	1	Phone: 540-828-8000
0896	1	Phone: 757-594-7000
0897	1	Phone: 540-432-4000
0898	1	Phone: 757-671-7171
0899	1	Phone: 276-944-4121
0900	1	Phone: 540-365-2121
0901	1	Phone: 703-993-1000
0902	1	Phone: 703-993-1000
0903	1	Phone: 434-223-6000
0904	1	Phone: 757-727-5000
0905	1	Phone: 540-362-6000
0906	1	Phone: 540-568-6211
0907	1	Phone: 804-796-4000
0908	1	Phone: 434-582-2000
0909	1	Phone: 434-395-2000
0910	1	Phone: 434-544-8100
0911	1	Phone: 540-887-7000
0912	1	Phone: 703-522-5600
0913	1	Phone: 703-323-3000
0914	1	Phone: 703-323-3000
0915	1	Phone: 540-831-5000
0916	1	Phone: 434-947-8000
0917	1	Phone: 804-752-7200
0918	1	Phone: 757-352-4127
0919	1	Phone: 540-665-4500
0920	1	Phone: 540-261-8400
0921	1	Phone: 434-381-6100
0922	1	Phone: 757-221-4000
0923	1	Phone: 757-825-2700
0924	1	Phone: 757-822-1122
0925	1	Phone: 540-654-1000
0926	1	Phone: 804-289-8000
0927	1	Phone: 434-924-0311
0928	1	Phone: 804-828-0100
0929	1	Phone: 276-669-6101
0930	1	Phone: 540-464-7207
0931	1	Phone: 804-524-5000
0932	1	Phone: 757-455-3200
0933	1	Phone: 540-458-8400
0934	1	Phone: 509-963-1111
0935	1	Phone: 360-992-2000
0936	1	Phone: 253-943-2800
0937	1	Phone: 509-359-6200
0938	1	Phone: 509-328-4220
0939	1	Phone: 253-833-9111
0940	1	Phone: 360-442-2311
0941	1	Phone: 360-676-2772
0942	1	Phone: 425-822-8266
0943	1	Phone: 206-281-2000
0944	1	Phone: 206-296-6000
0945	1	Phone: 360-491-4700
0946	1	Phone: 360-867-6000
0947	1	Phone: 253-879-3100
0948	1	Phone: 509-527-2615
0949	1	Phone: 509-335-3564
0950	1	Phone: 360-650-3000
0951	1	Phone: 509-527-5111
0952	1	Phone: 509-777-1000
0953	1	Phone: 304-457-1700
0954	1	Phone: 304-877-6428
0955	1	Phone: 304-829-7000
0956	1	Phone: 888-384-5249
0957	1	Phone: 304-367-4000
0958	1	Phone: 304-462-7361
0959	1	Phone: 304-253-7351
0960	1	Phone: 304-865-6000
0961	1	Phone: 304-326-1109
0962	1	Phone: 304-357-4800
0963	1	Phone: 304-766-3000
0964	1	Phone: 304-473-8000
0965	1	Phone: 304-243-2000
0966	1	Phone: 414-382-6000
0967	1	Phone: 608-363-2000
0968	1	Phone: 414-410-4000
0969	1	Phone: 262-547-1211
0970	1	Phone: 262-551-8500
0971	1	Phone: 262-243-5700
0972	1	Phone: 608-663-4861
0973	1	Phone: 920-565-2111
0974	1	Phone: 920-832-7000
0975	1	Phone: 920-923-7600
0976	1	Phone: 414-288-7710
0977	1	Phone: 414-847-3200
0978	1	Phone: 800-332-6763
0979	1	Phone: 414-258-4810
0980	1	Phone: 715-682-1699
0981	1	Phone: 920-748-8115
0982	1	Phone: 920-684-6691
0983	1	Phone: 920-337-3181
0984	1	Phone: 608-785-8000
0985	1	Phone: 262-595-2573
0986	1	Phone: 715-425-3913
0987	1	Phone: 715-394-8101
0988	1	Phone: 262-472-1234
0989	1	Phone: 715-836-2637
0990	1	Phone: 414-229-1122
0991	1	Phone: 608-796-3000
0992	1	Phone: 719-587-7011
0993	1	Phone: 970-330-8008
0994	1	Phone: 719-389-6000
0995	1	Phone: 800-621-8559
0996	1	Phone: 303-273-3000
0997	1	Phone: 719-549-2100
0998	1	Phone: 970-491-1101
0999	1	Phone: 970-247-7010
1000	1	Phone: 303-256-9300
1001	1	Phone: 970-248-1020
1002	1	Phone: 303-444-0202
1003	1	Phone: 303-914-6600
1004	1	Phone: 303-492-1411
1005	1	Phone: 303-871-2000
1006	1	Phone: 970-351-1890
1007	1	Phone: 970-943-0120
1008	1	Phone: 307-268-2110
1009	1	Phone: 307-766-1121
1010	1	Phone: 860-628-4751
1011	1	Phone: 860-701-5000
1012	1	Phone: 203-582-8200
1013	1	Phone: 203-371-7999
1014	1	Phone: 860-232-4571
1015	1	Phone: 860-297-2000
1016	1	Phone: 203-576-4000
1017	1	Phone: 860-486-2000
1018	1	Phone: 860-768-4100
1019	1	Phone: 860-685-2000
1020	1	Phone: 203-432-1333
1021	1	Phone: 202-885-1000
1022	1	Phone: 202-319-5000
1023	1	Phone: 703-993-1000
1024	1	Phone: 202-806-6100
1025	1	Phone: 202-884-9050
1026	1	Phone: 302-831-2000
1027	1	Phone: 877-967-5464
1028	1	Phone: 941-379-0404
1029	1	Phone: 813-393-5290
1030	1	Phone: 800-756-6000
1031	1	Phone: 386-481-2000
1032	1	Phone: 727-726-1153
1033	1	Phone: 352-873-5800
1034	1	Phone: 727-867-1166
1035	1	Phone: 904-829-6481
1036	1	Phone: 561-297-3000
1037	1	Phone: 813-988-5131
1038	1	Phone: 239-590-1000
1039	1	Phone: 321-674-8000
1040	1	Phone: 305-348-2000
1041	1	Phone: 863-680-4111
1042	1	Phone: 850-644-2525
1043	1	Phone: 850-644-2525
1044	1	Phone: 407-679-0100
1045	1	Phone: 904-256-8000
1046	1	Phone: 561-237-7000
1047	1	Phone: 941-487-5000
1048	1	Phone: 954-262-7300
1049	1	Phone: 800-255-7695
1050	1	Phone: 407-646-2000
1051	1	Phone: 352-588-8200
1052	1	Phone: 305-625-6000
1053	1	Phone: 863-667-5000
1054	1	Phone: 727-341-4772
1055	1	Phone: 386-822-7000
1056	1	Phone: 904-596-2400
1057	1	Phone: 407-823-2000
1058	1	Phone: 352-392-3261
1059	1	Phone: 305-284-2211
1060	1	Phone: 904-620-1000
1061	1	Phone: 813-253-3333
1062	1	Phone: 863-638-1431
